,TKR
2023-06-12,6051097723
2023-06-13,6172579728
2023-06-14,6045347096
2023-06-15,6187675125
2023-06-16,6110760483
2023-06-20,6194144581
2023-06-21,6236555458
2023-06-22,6198457551
2023-06-23,6103572199
2023-06-26,6299093532
2023-06-27,6434233276
2023-06-28,6429201477
2023-06-29,6567935364
2023-06-30,6487524939
2023-07-03,6557694825
2023-07-05,6384750863
2023-07-06,6331591859
2023-07-07,6416646266
2023-07-10,6540683944
2023-07-11,6617941698
2023-07-12,6652672247
2023-07-13,6608727470
2023-07-14,6503827034
2023-07-17,6539266370
2023-07-18,6649128314
2023-07-19,6611562617
2023-07-20,6596678096
2023-07-21,6485398579
2023-07-24,6490360086
2023-07-25,6493195233
2023-07-26,6463426190
2023-07-27,6423025347
2023-07-28,6493904020
2023-07-31,6581793574
2023-08-01,6646293167
2023-08-02,6474766778
2023-08-03,5879385925
2023-08-04,5738337366
2023-08-07,5680925640
2023-08-08,5623513915
2023-08-09,5547673735
2023-08-10,5481756569
2023-08-11,5483882930
2023-08-14,5539877081
2023-08-15,5445608446
2023-08-16,5369059479
2023-08-17,5361971612
2023-08-18,5300307166
2023-08-21,5349922238
2023-08-22,5302433527
2023-08-23,5350631024
2023-08-24,5256362389
2023-08-25,5288257792
2023-08-28,5357010105
2023-08-29,5421509697
2023-08-30,5457657821
2023-08-31,5416548190
2023-09-01,5559014323
2023-09-05,5402372456
2023-09-06,5364097972
2023-09-07,5201785811
2023-09-08,5192571583
2023-09-11,5118148977
2023-09-12,5139412579
2023-09-13,5070660266
2023-09-14,5145082873
2023-09-15,5154297100
2023-09-18,5230846067
2023-09-19,5217379119
2023-09-20,5167764048
2023-09-21,5117440190
2023-09-22,5119566550
2023-09-25,5145082873
2023-09-26,5129489565
2023-09-27,5209582465
2023-09-28,5248565735
2023-09-29,5208873678
2023-10-02,5113046878
2023-10-03,5057539017
2023-10-04,5054025861
2023-10-05,5018894304
2023-10-06,5162933690
2023-10-09,5139746862
2023-10-10,5197362616
2023-10-11,5136233706
2023-10-12,5051917968
2023-10-13,4965494337
2023-10-16,5082833739
2023-10-17,5236007329
2023-10-18,4978844328
2023-10-19,4905770689
2023-10-20,4899447008
2023-10-23,4836210205
2023-10-24,4860099664
2023-10-25,4836210205
2023-10-26,4883286492
2023-10-27,4816536533
2023-10-30,4877665443
2023-10-31,4856586508
2023-11-01,4833399680
2023-11-02,4984465378
2023-11-03,5108128460
2023-11-06,5030136402
2023-11-07,4961981181
2023-11-08,4979546960
2023-11-09,4942307509
2023-11-10,5038567976
2023-11-13,4956360132
2023-11-14,5193849460
2023-11-15,5231791542
2023-11-16,5161528427
2023-11-17,5230386280
2023-11-20,5198767878
2023-11-21,5122181083
2023-11-22,5139044231
2023-11-24,5195254723
2023-11-27,5108831091
2023-11-28,5061052173
2023-11-29,5124991608
2023-11-30,5087049526
2023-12-01,5245844165
2023-12-04,5276057305
2023-12-05,5187525780
2023-12-06,5269030993
2023-12-07,5192444198
2023-12-08,5214225764
2023-12-11,5228278387
2023-12-12,5195254723
2023-12-13,5340699371
2023-12-14,5709580724
2023-12-15,5578891331
2023-12-18,5560622921
2023-12-19,5648451814
2023-12-20,5530409781
2023-12-21,5609104470
2023-12-22,5614725519
2023-12-26,5682178110
2023-12-27,5658991282
2023-12-28,5640722872
2023-12-29,5631588667
2024-01-02,5543336807
2024-01-03,5415451486
2024-01-04,5489231479
2024-01-05,5525770142
2024-01-08,5545444807
2024-01-09,5503284811
2024-01-10,5524364809
2024-01-11,5551066140
2024-01-12,5510311477
2024-01-16,5480096813
2024-01-17,5442855483
2024-01-18,5498366145
2024-01-19,5542634140
2024-01-22,5611495467
2024-01-23,5643818131
2024-01-24,5581983470
2024-01-25,5745704788
2024-01-26,5721814123
2024-01-29,5818782114
2024-01-30,5807539449
2024-01-31,5755542120
2024-02-01,5982503432
2024-02-02,6037311427
2024-02-05,5768892786
2024-02-06,5700734125
2024-02-07,5731651456
2024-02-08,5669114128
2024-02-09,5801215449
2024-02-12,5872184776
2024-02-13,5613603467
2024-02-14,5696518126
2024-02-15,5723922123
2024-02-16,5741488788
2024-02-20,5605171468
2024-02-21,5613603467
2024-02-22,5665600795
2024-02-23,5673330128
2024-02-26,5740083455
2024-02-27,5870076776
2024-02-28,5897480773
2024-02-29,5901696773
2024-03-01,5943856769
2024-03-04,5992340764
2024-03-05,5844078112
2024-03-06,5971260766
2024-03-07,6033095427
2024-03-08,6064012758
2024-03-11,6030987427
2024-03-12,6082282089
2024-03-13,6116712753
2024-03-14,6002880763
2024-03-15,5984611432
2024-03-18,5940343436
2024-03-19,5969152767
2024-03-20,6075255423
2024-03-21,6272002071
2024-03-22,6155359416
2024-03-25,6078066090
2024-03-26,6057688758
2024-03-27,6193303412
2024-03-28,6143414083
2024-04-01,6172926081
2024-04-02,6071039424
2024-04-03,6140603417
2024-04-04,6059796758
2024-04-05,6171520747
2024-04-08,6199627411
2024-04-09,6217896743
2024-04-10,6089308755
2024-04-11,6082984756
2024-04-12,5958612768
2024-04-15,5976179433
2024-04-16,5956504768
2024-04-17,5890454107
2024-04-18,5915750105
2024-04-19,6007799430
2024-04-22,6021150095
2024-04-23,6085795422
2024-04-24,6044338093
2024-04-25,5962126101
2024-04-26,5971260766
2024-04-29,6092119422
2024-04-30,6269191405
2024-05-01,6147630083
2024-05-02,6265678072
2024-05-03,6288163403
2024-05-06,6300108735
2024-05-07,6324702066
2024-05-08,6311351401
2024-05-09,6417454057
2024-05-10,6445560721
2024-05-13,6420264724
2024-05-14,6491936717
2024-05-15,6541826046
2024-05-16,6379510061
2024-05-17,6368267395
2024-05-20,6451884721
2024-05-21,6451182054
2024-05-22,6352106064
2024-05-23,6179952747
2024-05-24,6118820752
2024-05-28,6017636762
2024-05-29,5904507439
2024-05-30,6073147423
2024-05-31,6105470087
2024-06-03,6009204763
2024-06-04,5883427441
2024-06-05,5960018101
2024-06-06,5884130108
2024-06-07,5872184776
2024-06-10,5874292776
2024-06-11,5825106114
2024-06-12,5925587437
2024-06-13,5875698109
2024-06-14,5667006129
2024-06-17,5756244787
2024-06-18,5786459451
2024-06-20,5736570122
2024-06-21,5752028787
2024-06-24,5789270117
2024-06-25,5657168796
2024-06-26,5624143466
2024-06-27,5615711467
2024-06-28,5630467465
2024-07-01,5551066140
2024-07-02,5589010136
2024-07-03,5615008800
2024-07-05,5537715474
2024-07-08,5584794136
2024-07-09,5544039474
2024-07-10,5596739469
2024-07-11,5759055453
2024-07-12,5858131444
2024-07-15,5934019437
2024-07-16,6175736747
2024-07-17,6106875420
2024-07-18,5957207434
2024-07-19,5867266110
2024-07-22,5901696773
2024-07-23,5870076776
2024-07-24,5657168796
2024-07-25,5872887442
2024-07-26,5990935431
2024-07-29,5980985815
2024-07-30,6020389956
2024-07-31,6118196666
2024-08-01,5945803545
2024-08-02,5731191701
2024-08-05,5695305786
2024-08-06,5700934949
2024-08-07,5627052183
2024-08-08,5704453176
2024-08-09,5691787559
