,TKR
2004-11-23,1573649540
2004-11-24,1589086380
2004-11-26,1605431268
2004-11-29,1608155416
2004-11-30,1689879858
2004-12-01,1709856944
2004-12-02,1709856944
2004-12-03,1706224747
2004-12-06,1688063760
2004-12-07,1688971809
2004-12-08,1704408648
2004-12-09,1714397191
2004-12-10,1694420105
2004-12-13,1746178919
2004-12-14,1730742080
2004-12-15,1764339906
2004-12-16,1755259412
2004-12-17,1745270869
2004-12-20,1723477685
2004-12-21,1748903067
2004-12-22,1762523807
2004-12-23,1717121339
2004-12-27,1716213290
2004-12-28,1709856944
2004-12-29,1709856944
2004-12-30,1689879858
2004-12-31,1691695957
2005-01-03,1622684206
2005-01-04,1597258824
2005-01-05,1535511467
2005-01-06,1585454182
2005-01-07,1555488553
2005-01-10,1549132208
2005-01-11,1532787319
2005-01-12,1517350480
2005-01-13,1657190082
2005-01-14,1754351363
2005-01-18,1691695957
2005-01-19,1673534970
2005-01-20,1651741785
2005-01-21,1639029094
2005-01-24,1619960058
2005-01-25,1628132502
2005-01-26,1640845193
2005-01-27,1645385440
2005-01-28,1639029094
2005-01-31,1674443019
2005-02-01,1755259412
2005-02-02,1777960646
2005-02-03,1776144548
2005-02-04,1807018226
2005-02-07,1812466522
2005-02-08,1821547016
2005-02-09,1798845782
2005-02-10,1787949189
2005-02-11,1794305535
2005-02-14,1810650423
2005-02-15,1797029683
2005-02-16,1821547016
2005-02-17,1814282621
2005-02-18,1822455065
2005-02-22,1777960646
2005-02-23,1797029683
2005-02-24,1793397486
2005-02-25,1865133385
2005-02-28,1839708003
2005-03-01,1855144842
2005-03-02,1852420694
2005-03-03,1856960941
2005-03-04,1901455359
2005-03-07,1878754125
2005-03-08,1834259707
2005-03-09,1815190670
2005-03-10,1801569930
2005-03-11,1797029683
2005-03-14,1789765288
2005-03-15,1789765288
2005-03-16,1762523807
2005-03-17,1780684794
2005-03-18,1778868696
2005-03-21,1759799659
2005-03-22,1762523807
2005-03-23,1738914524
2005-03-24,1728017932
2005-03-28,1679891316
2005-03-29,1499189493
2005-03-30,1560028800
2005-03-31,1784572800
2005-04-01,1761775498
2005-04-04,1759951714
2005-04-05,1785484692
2005-04-06,1779101448
2005-04-07,1796427397
2005-04-08,1785484692
2005-04-11,1771806311
2005-04-12,1793691721
2005-04-13,1779101448
2005-04-14,1709797650
2005-04-15,1705238189
2005-04-18,1719828462
2005-04-19,1746273333
2005-04-20,1697943052
2005-04-21,1728035491
2005-04-22,1694295484
2005-04-25,1699766837
2005-04-26,1684264671
2005-04-27,1628639254
2005-04-28,1599458708
2005-04-29,1621344118
2005-05-02,1652348448
2005-05-03,1617696549
2005-05-04,1632286823
2005-05-05,1624079794
2005-05-06,1634110607
2005-05-09,1650524664
2005-05-10,1635022499
2005-05-11,1625903578
2005-05-12,1581220866
2005-05-13,1559335456
2005-05-16,1533802478
2005-05-17,1572101945
2005-05-18,1643229528
2005-05-19,1618608442
2005-05-20,1599458708
2005-05-23,1556599780
2005-05-24,1535626262
2005-05-25,1514652744
2005-05-26,1526507341
2005-05-27,1542921399
2005-05-31,1533802478
2005-06-01,1552040320
2005-06-02,1553864104
2005-06-03,1523771665
2005-06-06,1494591119
2005-06-07,1512828960
2005-06-08,1511005176
2005-06-09,1500974363
2005-06-10,1501886255
2005-06-13,1500974363
2005-06-14,1531066802
2005-06-15,1556599780
2005-06-16,1577573298
2005-06-17,1620432226
2005-06-20,1651436556
2005-06-21,1649612772
2005-06-22,1647788988
2005-06-23,1602194384
2005-06-24,1556599780
2005-06-27,1532890586
2005-06-28,1535626262
2005-06-29,1513740852
2005-06-30,1516523340
2005-07-01,1514689576
2005-07-05,1516523340
2005-07-06,1550447986
2005-07-07,1562367456
2005-07-08,1594458337
2005-07-11,1626549217
2005-07-12,1624715453
2005-07-13,1659556981
2005-07-14,1649471275
2005-07-15,1661390745
2005-07-18,1649471275
2005-07-19,1666892039
2005-07-20,1702650449
2005-07-21,1726489389
2005-07-22,1735658212
2005-07-25,1749411447
2005-07-26,1758580270
2005-07-27,1764998446
2005-07-28,1765915329
2005-07-29,1737491977
2005-08-01,1795255562
2005-08-02,1802590621
2005-08-03,1816343856
2005-08-04,1831930855
2005-08-05,1831013973
2005-08-08,1820928267
2005-08-09,1853019148
2005-08-10,1883276264
2005-08-11,1884193147
2005-08-12,1864938618
2005-08-15,1869523030
2005-08-16,1837432149
2005-08-17,1825512679
2005-08-18,1820928267
2005-08-19,1841099678
2005-08-22,1839265913
2005-08-23,1828263326
2005-08-24,1820011385
2005-08-25,1839265913
2005-08-26,1867689265
2005-08-29,1873190559
2005-08-30,1855769795
2005-08-31,1927286615
2005-09-01,1952959320
2005-09-02,1938289203
2005-09-06,1966712554
2005-09-07,1962128143
2005-09-08,1954793084
2005-09-09,1971296966
2005-09-12,1967629437
2005-09-13,1910782734
2005-09-14,1907115204
2005-09-15,1891528205
2005-09-16,1874107441
2005-09-19,1848434736
2005-09-20,1823678914
2005-09-21,1789754269
2005-09-22,1863104853
2005-09-23,1860354206
2005-09-26,1862187971
2005-09-27,1865855500
2005-09-28,1863104853
2005-09-29,1890611323
2005-09-30,1971301559
2005-10-03,1972230980
2005-10-04,1913677468
2005-10-05,1883006581
2005-10-06,1879288898
2005-10-07,1896018472
2005-10-10,1883006581
2005-10-11,1872782952
2005-10-12,1799358707
2005-10-13,1790064499
2005-10-14,1800288128
2005-10-17,1803076390
2005-10-18,1767758399
2005-10-19,1709204887
2005-10-20,1689687050
2005-10-21,1717569675
2005-10-24,1776123187
2005-10-25,1782629132
2005-10-26,1824453069
2005-10-27,1769617241
2005-10-28,1841182644
2005-10-31,1886724264
2005-11-01,1929477622
2005-11-02,1929477622
2005-11-03,1939701251
2005-11-04,1932265884
2005-11-07,1962007351
2005-11-08,1951783722
2005-11-09,1953642563
2005-11-10,1949924880
2005-11-11,1984313450
2005-11-14,1988960554
2005-11-15,1991748817
2005-11-16,1981525188
2005-11-17,2016843179
2005-11-18,2038219858
2005-11-21,2050302328
2005-11-22,2059596537
2005-11-23,2060525957
2005-11-25,2061455378
2005-11-28,2034502174
2005-11-29,2021490283
2005-11-30,2061455378
2005-12-01,2137667886
2005-12-02,2147891515
2005-12-05,2163691668
2005-12-06,2145103252
2005-12-07,2122797152
2005-12-08,2106996998
2005-12-09,2111644103
2005-12-12,2133950202
2005-12-13,2126514836
2005-12-14,2126514836
2005-12-15,2080973215
2005-12-16,2078184953
2005-12-19,2068890745
2005-12-20,2102349894
2005-12-21,2144173831
2005-12-22,2168338773
2005-12-23,2171127035
2005-12-27,2121867732
2005-12-28,2129303098
2005-12-29,2141385569
2005-12-30,2130232519
2006-01-03,2182521116
2006-01-04,2233601397
2006-01-05,2241959989
2006-01-06,2306971256
2006-01-09,2380341115
2006-01-10,2361766467
2006-01-11,2335761960
2006-01-12,2321830975
2006-01-13,2306971256
2006-01-17,2321830975
2006-01-18,2322759707
2006-01-19,2334833228
2006-01-20,2262392102
2006-01-23,2312543651
2006-01-24,2357122805
2006-01-25,2347835481
2006-01-26,2378483650
2006-01-27,2403559425
2006-01-30,2405416890
2006-01-31,2404488157
2006-02-01,2073859426
2006-02-02,2029280272
2006-02-03,2056213511
2006-02-06,2045997455
2006-02-07,1928977174
2006-02-08,1902972667
2006-02-09,1892756610
2006-02-10,1853749850
2006-02-13,1779451259
2006-02-14,1791524780
2006-02-15,1837032667
2006-02-16,1861179709
2006-02-17,1828674075
2006-02-21,1837961399
2006-02-22,1916903652
2006-02-23,1902043934
2006-02-24,1924333512
2006-02-27,1938264497
2006-02-28,1906687596
2006-03-01,1980986187
2006-03-02,1981914920
2006-03-03,1968912666
2006-03-06,1933620835
2006-03-07,1916903652
2006-03-08,1917832385
2006-03-09,1968912666
2006-03-10,2007919427
2006-03-13,2043211258
2006-03-14,2106365060
2006-03-15,2113794919
2006-03-16,2135155764
2006-03-17,2144443088
2006-03-20,2129583370
2006-03-21,2142585623
2006-03-22,2167661398
2006-03-23,2176948722
2006-03-24,2201095764
2006-03-27,2199238299
2006-03-28,2167661398
2006-03-29,2171376327
2006-03-30,2176019989
2006-03-31,2156702625
2006-04-03,2129627137
2006-04-04,2163238087
2006-04-05,2187512662
2006-04-06,2170707187
2006-04-07,2135228962
2006-04-10,2105352562
2006-04-11,2068007062
2006-04-12,2126826225
2006-04-13,2085746175
2006-04-17,2098817100
2006-04-18,2302350075
2006-04-19,2403182925
2006-04-20,2356501050
2006-04-21,2327558287
2006-04-24,2328491925
2006-04-25,2366771062
2006-04-26,2343430125
2006-04-27,2245398187
2006-04-28,2332226475
2006-05-01,2318221912
2006-05-02,2287411875
2006-05-03,2253800925
2006-05-04,2283677325
2006-05-05,2298615525
2006-05-08,2275274587
2006-05-09,2284610962
2006-05-10,2296748250
2006-05-11,2274340950
2006-05-12,2208052687
2006-05-15,2169773550
2006-05-16,2141764425
2006-05-17,2063338875
2006-05-18,2044666124
2006-05-19,2054002500
2006-05-22,2016657000
2006-05-23,2039997937
2006-05-24,2014789724
2006-05-25,2054936137
2006-05-26,2098817100
2006-05-30,2028794287
2006-05-31,2100684375
2006-06-01,2108153474
2006-06-02,2108153474
2006-06-05,1997984249
2006-06-06,1985846962
2006-06-07,1968107849
2006-06-08,1941032362
2006-06-09,1933563262
2006-06-12,1882213200
2006-06-13,1880345925
2006-06-14,1887815025
2006-06-15,1971842400
2006-06-16,2067073425
2006-06-19,2031595200
2006-06-20,2036263387
2006-06-21,2092281637
2006-06-22,2063338875
2006-06-23,2080144350
2006-06-26,2115622575
2006-06-27,2139897150
2006-06-28,2092281637
2006-06-29,2236061812
2006-06-30,2233325060
2006-07-03,2285457700
2006-07-05,2232394120
2006-07-06,2242634460
2006-07-07,2191432760
2006-07-10,2208189680
2006-07-11,2192363700
2006-07-12,2131852599
2006-07-13,2035034840
2006-07-14,2034103900
2006-07-17,1979178440
2006-07-18,2095545940
2006-07-19,2144885760
2006-07-20,2002451940
2006-07-21,1993142540
2006-07-24,2002451940
2006-07-25,2024794500
2006-07-26,2023863559
2006-07-27,2025725440
2006-07-28,2107648160
2006-07-31,2145816700
2006-08-01,2142092940
2006-08-02,2149540460
2006-08-03,2193294640
2006-08-04,2210982500
2006-08-07,2201673100
2006-08-08,2209120620
2006-08-09,2169090200
2006-08-10,2200742160
2006-08-11,2175606780
2006-08-14,2173744900
2006-08-15,2215637200
2006-08-16,2251012920
2006-08-17,2236117880
2006-08-18,2232394120
2006-08-21,2172813960
2006-08-22,2197949340
2006-08-23,2162573620
2006-08-24,2142092940
2006-08-25,2147678580
2006-08-28,2168159260
2006-08-29,2196087460
2006-08-30,2133714480
2006-08-31,2134645420
2006-09-01,2144885760
2006-09-05,2198880280
2006-09-06,2211913440
2006-09-07,2210051560
2006-09-08,2232394120
2006-09-11,2209120620
2006-09-12,2285457700
2006-09-13,2324557180
2006-09-14,2278010180
2006-09-15,2315247780
2006-09-18,2289181460
2006-09-19,2208189680
2006-09-20,2278010180
2006-09-21,2242634460
2006-09-22,2192363700
2006-09-25,2188639940
2006-09-26,2217499080
2006-09-27,2302214620
2006-09-28,2186778060
2006-09-29,1984764080
2006-10-02,1958803700
2006-10-03,1919326850
2006-10-04,1940945124
2006-10-05,2029298075
2006-10-06,2032117850
2006-10-09,2027418225
2006-10-10,2059375675
2006-10-11,2032117850
2006-10-12,2115771175
2006-10-13,2088513350
2006-10-16,2134569675
2006-10-17,2075354399
2006-10-18,2025538375
2006-10-19,2064075300
2006-10-20,2002980174
2006-10-23,1990761150
2006-10-24,2019898824
2006-10-25,2102612225
2006-10-26,2113891324
2006-10-27,2008619725
2006-10-30,1997340625
2006-10-31,2021778675
2006-11-01,1968202950
2006-11-02,1980421975
2006-11-03,1993580925
2006-11-06,2017079050
2006-11-07,2025538375
2006-11-08,2042457025
2006-11-09,2029298075
2006-11-10,2014259275
2006-11-13,2002040250
2006-11-14,2032117850
2006-11-15,2090393199
2006-11-16,2074414475
2006-11-17,2044336875
2006-11-20,2049036500
2006-11-21,2051856274
2006-11-22,2076294325
2006-11-24,2082873800
2006-11-27,1974782425
2006-11-28,1992641000
2006-11-29,2037757400
2006-11-30,2001100325
2006-12-01,1992641000
2006-12-04,2048096575
2006-12-05,2063135375
2006-12-06,2048096575
2006-12-07,2026478299
2006-12-08,2080054025
2006-12-11,2011439499
2006-12-12,1974782425
2006-12-13,1993580925
2006-12-14,1983241750
2006-12-15,1950344375
2006-12-18,1928726100
2006-12-19,1971022725
2006-12-20,1971022725
2006-12-21,1971962650
2006-12-22,1945644750
2006-12-26,1964443249
2006-12-27,2004860024
2006-12-28,2005799950
2006-12-29,1963503325
2007-01-03,1961623475
2007-01-04,1964443249
2007-01-05,1917446999
2007-01-08,1899588425
2007-01-09,1894888800
2007-01-10,1896768650
2007-01-11,1933425725
2007-01-12,1943764900
2007-01-16,1928726100
2007-01-17,1951284300
2007-01-18,1909927600
2007-01-19,1921206700
2007-01-22,1908987674
2007-01-23,1934365649
2007-01-24,1960683550
2007-01-25,1915567150
2007-01-26,1900528350
2007-01-29,1908987674
2007-01-30,1908987674
2007-01-31,1924966400
2007-02-01,1969142875
2007-02-02,1952224225
2007-02-05,1960683550
2007-02-06,1973842500
2007-02-07,1993580925
2007-02-08,1959743625
2007-02-09,1904288050
2007-02-12,1940945124
2007-02-13,1965383175
2007-02-14,1966323100
2007-02-15,1965383175
2007-02-16,1955044000
2007-02-20,2006739875
2007-02-21,2008619725
2007-02-22,1969142875
2007-02-23,1958803700
2007-02-26,1962563400
2007-02-27,1908047750
2007-02-28,1923086550
2007-03-01,1930605950
2007-03-02,1902408199
2007-03-05,1859171650
2007-03-06,1933425725
2007-03-07,1940005200
2007-03-08,1989821225
2007-03-09,1999220475
2007-03-12,1987941374
2007-03-13,1930605950
2007-03-14,1937185425
2007-03-15,1951284300
2007-03-16,1947524600
2007-03-19,1995460775
2007-03-20,2001100325
2007-03-21,2065015225
2007-03-22,2037757400
2007-03-23,2036817475
2007-03-26,2013319350
2007-03-27,2022718600
2007-03-28,2013319350
2007-03-29,2051856274
2007-03-30,2039637250
2007-04-02,2059252466
2007-04-03,2067692026
2007-04-04,2067692026
2007-04-05,2068629754
2007-04-09,2081757958
2007-04-10,2091135246
2007-04-11,2083633415
2007-04-12,2083633415
2007-04-13,2084571144
2007-04-16,2125831212
2007-04-17,2093948432
2007-04-18,2089259788
2007-04-19,2089259788
2007-04-20,2138959415
2007-04-23,2150212161
2007-04-24,2126768941
2007-04-25,2143648059
2007-04-26,2216790906
2007-04-27,2239296398
2007-04-30,2213977720
2007-05-01,2228981381
2007-05-02,2268365991
2007-05-03,2277743279
2007-05-04,2288996025
2007-05-07,2303061957
2007-05-08,2308688330
2007-05-09,2304937414
2007-05-10,2264615076
2007-05-11,2280556465
2007-05-14,2264615076
2007-05-15,2269303720
2007-05-16,2238358669
2007-05-17,2243047313
2007-05-18,2244922771
2007-05-21,2291809211
2007-05-22,2298373313
2007-05-23,2266490533
2007-05-24,2223355008
2007-05-25,2273054635
2007-05-29,2315252431
2007-05-30,2350886126
2007-05-31,2360263414
2007-06-01,2349010669
2007-06-04,2389333007
2007-06-05,2359325685
2007-06-06,2319003347
2007-06-07,2247735957
2007-06-08,2294622398
2007-06-11,2303999686
2007-06-12,2267428262
2007-06-13,2316190160
2007-06-14,2359325685
2007-06-15,2391208465
2007-06-18,2358387957
2007-06-19,2349948397
2007-06-20,2319003347
2007-06-21,2344322025
2007-06-22,2315252431
2007-06-25,2321816533
2007-06-26,2348072940
2007-06-27,2384644363
2007-06-28,2409025312
2007-06-29,2424028973
2007-07-02,2477415649
2007-07-03,2447956545
2007-07-05,2485017999
2007-07-06,2473614475
2007-07-09,2504974166
2007-07-10,2476465356
2007-07-11,2492620348
2007-07-12,2553439145
2007-07-13,2557240319
2007-07-16,2549637970
2007-07-17,2579097074
2007-07-18,2540135033
2007-07-19,2557240319
2007-07-20,2492620348
2007-07-23,2491670055
2007-07-24,2462210950
2007-07-25,2476465356
2007-07-26,2349126001
2007-07-27,2282605443
2007-07-30,2339623064
2007-07-31,2272152212
2007-08-01,2323468072
2007-08-02,2358628938
2007-08-03,2313965135
2007-08-06,2336772183
2007-08-07,2324418365
2007-08-08,2241742814
2007-08-09,2213234004
2007-08-10,2330120127
2007-08-13,2429900965
2007-08-14,2316816016
2007-08-15,2179973724
2007-08-16,2191377249
2007-08-17,2235090758
2007-08-20,2254096632
2007-08-21,2250295457
2007-08-22,2341523652
2007-08-23,2303511904
2007-08-24,2391889217
2007-08-27,2346275120
2007-08-28,2268351038
2007-08-29,2332971008
2007-08-30,2330120127
2007-08-31,2418497441
2007-09-04,2443205076
2007-09-05,2372883343
2007-09-06,2366231288
2007-09-07,2289257499
2007-09-10,2268351038
2007-09-11,2275003093
2007-09-12,2239842227
2007-09-13,2243643402
2007-09-14,2236991346
2007-09-17,2285456324
2007-09-18,2367181581
2007-09-19,2399491567
2007-09-20,2353877470
2007-09-21,2327269246
2007-09-24,2385237161
2007-09-25,2461260657
2007-09-26,2460310363
2007-09-27,2532532683
2007-09-28,2526830921
2007-10-01,2535848079
2007-10-02,2536797124
2007-10-03,2502631506
2007-10-04,2504529596
2007-10-05,2568115607
2007-10-08,2583300326
2007-10-09,2578555101
2007-10-10,2575707967
2007-10-11,2558625158
2007-10-12,2537746169
2007-10-15,2496937237
2007-10-16,2495039147
2007-10-17,2515918135
2007-10-18,2549134708
2007-10-19,2444739765
2007-10-22,2461822574
2007-10-23,2493141057
2007-10-24,2513071001
2007-10-25,2302383024
2007-10-26,2197988081
2007-10-29,2205580440
2007-10-30,2213172800
2007-10-31,2259676002
2007-11-01,2141045384
2007-11-02,2180905272
2007-11-05,2131554935
2007-11-06,2137249204
2007-11-07,2050886115
2007-11-08,2130605890
2007-11-09,2111624991
2007-11-12,2056580384
2007-11-13,2110675946
2007-11-14,2096440272
2007-11-15,2057529429
2007-11-16,2050886115
2007-11-19,1997739598
2007-11-20,2007230048
2007-11-21,2017669542
2007-11-23,2066070834
2007-11-26,2070816059
2007-11-27,2111624991
2007-11-28,2175211002
2007-11-29,2179956227
2007-11-30,2166669598
2007-12-03,2133453025
2007-12-04,2165720553
2007-12-05,2180905272
2007-12-06,2258726957
2007-12-07,2250185552
2007-12-10,2320414878
2007-12-11,2239746058
2007-12-12,2242593193
2007-12-13,2218867069
2007-12-14,2171414822
2007-12-17,2129656845
2007-12-18,2155281058
2007-12-19,2141994429
2007-12-20,2202733305
2007-12-21,2238797013
2007-12-24,2261574092
2007-12-26,2260625047
2007-12-27,2252083642
2007-12-28,2248287462
2007-12-31,2239427746
2008-01-02,2213709095
2008-01-03,2169892133
2008-01-04,2073685327
2008-01-07,2034631079
2008-01-08,1977478520
2008-01-09,1947949698
2008-01-10,1969858179
2008-01-11,1926041218
2008-01-14,1937471729
2008-01-15,1928898846
2008-01-16,1945092070
2008-01-17,1832692039
2008-01-18,1836502209
2008-01-22,1845075093
2008-01-23,1875556458
2008-01-24,1849837806
2008-01-25,1885081884
2008-01-28,1918420876
2008-01-29,1959380210
2008-01-30,1968905636
2008-01-31,2061302272
2008-02-01,2098451435
2008-02-04,2112739575
2008-02-05,2067970071
2008-02-06,2054634474
2008-02-07,2081305668
2008-02-08,2093688722
2008-02-11,2102261606
2008-02-12,2109881947
2008-02-13,2134648056
2008-02-14,2129885343
2008-02-15,2118454831
2008-02-19,2109881947
2008-02-20,2194658242
2008-02-21,2131790428
2008-02-22,2122265001
2008-02-25,2149888738
2008-02-26,2155603994
2008-02-27,2171797219
2008-02-28,2144173482
2008-02-29,2054634474
2008-03-03,2087973466
2008-03-04,2053681931
2008-03-05,2080353125
2008-03-06,1992719202
2008-03-07,1967953094
2008-03-10,1925088675
2008-03-11,1948902241
2008-03-12,1984146319
2008-03-13,2033678536
2008-03-14,2000339544
2008-03-17,1969858179
2008-03-18,2026058195
2008-03-19,1981288691
2008-03-20,1980336148
2008-03-24,2013675140
2008-03-25,2076542955
2008-03-26,2063207358
2008-03-27,2024153110
2008-03-28,2026058195
2008-03-31,2033505034
2008-04-01,2083219309
2008-04-02,2089911615
2008-04-03,2107120402
2008-04-04,2152054458
2008-04-07,2157790721
2008-04-08,2146318196
2008-04-09,2150142371
2008-04-10,2150142371
2008-04-11,2139625890
2008-04-14,2120505015
2008-04-15,2139625890
2008-04-16,2232362132
2008-04-17,2197944558
2008-04-18,2236186307
2008-04-21,2218977520
2008-04-22,2176911595
2008-04-23,2166395114
2008-04-24,2207504995
2008-04-25,2230450045
2008-04-28,2299285194
2008-04-29,2287812669
2008-04-30,2474241199
2008-05-01,2480933505
2008-05-02,2483801636
2008-05-05,2551680742
2008-05-06,2522999429
2008-05-07,2479021417
2008-05-08,2463724717
2008-05-09,2474241199
2008-05-12,2496230205
2008-05-13,2487625811
2008-05-14,2498142292
2008-05-15,2515351079
2008-05-16,2511526904
2008-05-19,2524911517
2008-05-20,2574625791
2008-05-21,2553592829
2008-05-22,2554548873
2008-05-23,2479021417
2008-05-27,2512482948
2008-05-28,2483801636
2008-05-29,2504834598
2008-05-30,2506746686
2008-06-02,2486669767
2008-06-03,2500054380
2008-06-04,2522999429
2008-06-05,2575581835
2008-06-06,2524911517
2008-06-09,2505790642
2008-06-10,2476153286
2008-06-11,2433131318
2008-06-12,2394889568
2008-06-13,2486669767
2008-06-16,2501010423
2008-06-17,2453208236
2008-06-18,2445559886
2008-06-19,2494318117
2008-06-20,2407318137
2008-06-23,2455120324
2008-06-24,2370988475
2008-06-25,2359515950
2008-06-26,2258175313
2008-06-27,2252439051
2008-06-30,2260826301
2008-07-01,2066191975
2008-07-02,1971271787
2008-07-03,1925249878
2008-07-07,1931002616
2008-07-08,1944425673
2008-07-09,1954972361
2008-07-10,1951137202
2008-07-11,1929085037
2008-07-14,1908950451
2008-07-15,1918538349
2008-07-16,1968395418
2008-07-17,2019211276
2008-07-18,1968395418
2008-07-21,2392180501
2008-07-22,2419026614
2008-07-23,2338488273
2008-07-24,2267537829
2008-07-25,2305889420
2008-07-28,2307807000
2008-07-29,2347117381
2008-07-30,2328900375
2008-07-31,2266579039
2008-08-01,2258908721
2008-08-04,2256991142
2008-08-05,2276166937
2008-08-06,2295342733
2008-08-07,2241650505
2008-08-08,2307807000
2008-08-11,2342323432
2008-08-12,2279043307
2008-08-13,2283837255
2008-08-14,2287672415
2008-08-15,2262743880
2008-08-18,2243568085
2008-08-19,2243568085
2008-08-20,2261785091
2008-08-21,2240691715
2008-08-22,2233021397
2008-08-25,2165906113
2008-08-26,2153441845
2008-08-27,2186999488
2008-08-28,2210969232
2008-08-29,2218639550
2008-09-02,2156318215
2008-09-03,2135224840
2008-09-04,2053727708
2008-09-05,2020170066
2008-09-08,2041263441
2008-09-09,1884980707
2008-09-10,1931961406
2008-09-11,1998117901
2008-09-12,2024964015
2008-09-15,1955931151
2008-09-16,1988530003
2008-09-17,1843752746
2008-09-18,1894568605
2008-09-19,2034551913
2008-09-22,1956889940
2008-09-23,1931002616
2008-09-24,1848546695
2008-09-25,1861969752
2008-09-26,1851423065
2008-09-29,1686511223
2008-09-30,1945347495
2008-10-01,1961646611
2008-10-02,1725788808
2008-10-03,1691273031
2008-10-06,1612653763
2008-10-07,1503353806
2008-10-08,1495683633
2008-10-09,1445827512
2008-10-10,1372960873
2008-10-13,1586766931
2008-10-14,1575261673
2008-10-15,1401724020
2008-10-16,1469796801
2008-10-17,1441033654
2008-10-20,1598272190
2008-10-21,1521570465
2008-10-22,1332692468
2008-10-23,1280918804
2008-10-24,896451408
2008-10-27,1001916280
2008-10-28,1121762725
2008-10-29,1158196044
2008-10-30,1141896927
2008-10-31,1090123263
2008-11-03,1146690785
2008-11-04,1151484643
2008-11-05,1110257466
2008-11-06,1010545224
2008-11-07,1016297853
2008-11-10,1020132939
2008-11-11,972194361
2008-11-12,906997895
2008-11-13,974111904
2008-11-14,947266301
2008-11-17,959730331
2008-11-18,932884727
2008-11-19,841801429
2008-11-20,762223390
2008-11-21,801533024
2008-11-24,836048800
2008-11-25,873440891
2008-11-26,965482960
2008-11-28,996163650
2008-12-01,906039124
2008-12-02,965482960
2008-12-03,957812788
2008-12-04,925214555
2008-12-05,969318047
2008-12-08,1040267142
2008-12-09,1088205720
2008-12-10,1149567100
2008-12-11,1071906604
2008-12-12,1088205720
2008-12-15,1059442573
2008-12-16,1192711820
2008-12-17,1239691627
2008-12-18,1215722338
2008-12-19,1234897769
2008-12-22,1176412704
2008-12-23,1201340764
2008-12-24,1196546906
2008-12-26,1230103911
2008-12-29,1170660074
2008-12-30,1309681950
2008-12-31,1349205483
2009-01-02,1425068282
2009-01-05,1402981644
2009-01-06,1426988859
2009-01-07,1366490677
2009-01-08,1409703664
2009-01-09,1353046637
2009-01-12,1270461817
2009-01-13,1256057488
2009-01-14,1191718152
2009-01-15,1215725367
2009-01-16,1195559307
2009-01-20,1139862568
2009-01-21,1198440172
2009-01-22,1166750649
2009-01-23,1162909494
2009-01-26,1176353535
2009-01-27,1170591803
2009-01-28,1208043058
2009-01-29,1085126118
2009-01-30,1023667647
2009-02-02,1037111688
2009-02-03,994858989
2009-02-04,1020786781
2009-02-05,1011183895
2009-02-06,1043833708
2009-02-09,1024627936
2009-02-10,939162250
2009-02-11,962209177
2009-02-12,970851774
2009-02-13,980454660
2009-02-17,930519653
2009-02-18,876743491
2009-02-19,867140605
2009-02-20,842173102
2009-02-23,797039538
2009-02-24,871942048
2009-02-25,841212813
2009-02-26,844093679
2009-02-27,837371659
2009-03-02,788396940
2009-03-03,767270591
2009-03-04,795118960
2009-03-05,742303087
2009-03-06,690447503
2009-03-09,747104530
2009-03-10,870021471
2009-03-11,858498008
2009-03-12,880584646
2009-03-13,909393304
2009-03-16,922837344
2009-03-17,964129754
2009-03-18,1010223607
2009-03-19,989097258
2009-03-20,913234458
2009-03-23,998700144
2009-03-24,981414949
2009-03-25,1007342741
2009-03-26,1072642366
2009-03-27,1015025050
2009-03-30,954526868
2009-03-31,960516611
2009-04-01,1021089731
2009-04-02,1078778416
2009-04-03,1072048070
2009-04-06,1086470241
2009-04-07,1037434859
2009-04-08,1041280771
2009-04-09,1151850751
2009-04-13,1129736755
2009-04-14,1098969456
2009-04-15,1098007978
2009-04-16,1130698233
2009-04-17,1146081883
2009-04-20,1023012687
2009-04-21,1051857030
2009-04-22,1097046500
2009-04-23,1088393197
2009-04-24,1159542576
2009-04-27,1013397906
2009-04-28,1070125114
2009-04-29,1147043361
2009-04-30,1106661281
2009-05-01,1166272923
2009-05-04,1243191170
2009-05-05,1212423871
2009-05-06,1223961608
2009-05-07,1231653433
2009-05-08,1255690385
2009-05-11,1170118835
2009-05-12,1127813799
2009-05-13,1092239110
2009-05-14,1096085022
2009-05-15,1091277632
2009-05-18,1158581098
2009-05-19,1167234401
2009-05-20,1148004839
2009-05-21,1105699803
2009-05-22,1115314584
2009-05-26,1154735186
2009-05-27,1158581098
2009-05-28,1176849182
2009-05-29,1163388488
2009-06-01,1263382210
2009-06-02,1285496206
2009-06-03,1265305166
2009-06-04,1287419162
2009-06-05,1305687246
2009-06-08,1269151078
2009-06-09,1323955329
2009-06-10,1313379070
2009-06-11,1322993851
2009-06-12,1298956899
2009-06-15,1263382210
2009-06-16,1244152648
2009-06-17,1239345258
2009-06-18,1240306736
2009-06-19,1209539437
2009-06-22,1148966317
2009-06-23,1160504054
2009-06-24,1169157357
2009-06-25,1229730477
2009-06-26,1235499345
2009-06-29,1251844473
2009-06-30,1176233592
2009-07-01,1202201137
2009-07-02,1196430572
2009-07-06,1205086420
2009-07-07,1147380765
2009-07-08,1147380765
2009-07-09,1142571961
2009-07-10,1128145547
2009-07-13,1170463027
2009-07-14,1176233592
2009-07-15,1246442139
2009-07-16,1266639118
2009-07-17,1263753835
