,BG
2006-03-27,5920734696
2006-03-28,6036734697
2006-03-29,6468775513
2006-03-30,6520857146
2006-03-31,6685200000
2006-04-03,6711600000
2006-04-04,6631200000
2006-04-05,6726000000
2006-04-06,6690000000
2006-04-07,6714000000
2006-04-10,6681600000
2006-04-11,6697200000
2006-04-12,6704400000
2006-04-13,6565200000
2006-04-17,6588000000
2006-04-18,6660000000
2006-04-19,6644400000
2006-04-20,6618000000
2006-04-21,6919200000
2006-04-24,7102800000
2006-04-25,6962400000
2006-04-26,6960000000
2006-04-27,6571200000
2006-04-28,6402000000
2006-05-01,6810000000
2006-05-02,7098000000
2006-05-03,7026000000
2006-05-04,6842400000
2006-05-05,6856800000
2006-05-08,7082400000
2006-05-09,7280400000
2006-05-10,7339200000
2006-05-11,7233600000
2006-05-12,7060800000
2006-05-15,7044000000
2006-05-16,7005600000
2006-05-17,6897600000
2006-05-18,6801600000
2006-05-19,6771600000
2006-05-22,6766800000
2006-05-23,6663600000
2006-05-24,6986400000
2006-05-25,6943200000
2006-05-26,6901200000
2006-05-30,6828000000
2006-05-31,6792000000
2006-06-01,6788400000
2006-06-02,6768000000
2006-06-05,6728400000
2006-06-06,6741600000
2006-06-07,6758400000
2006-06-08,6451200000
2006-06-09,6734400000
2006-06-12,6613200000
2006-06-13,6310800000
2006-06-14,6415200000
2006-06-15,6338400000
2006-06-16,6408000000
2006-06-19,6394800000
2006-06-20,6376800000
2006-06-21,6367200000
2006-06-22,6267600000
2006-06-23,6292800000
2006-06-26,5880000000
2006-06-27,5805600000
2006-06-28,5787600000
2006-06-29,5930400000
2006-06-30,6022872339
2006-07-03,6054035459
2006-07-05,6110368792
2006-07-06,6170297870
2006-07-07,6112765956
2006-07-10,6147524821
2006-07-11,6196666665
2006-07-12,6244609927
2006-07-13,6221836877
2006-07-14,6208652480
2006-07-17,6203858154
2006-07-18,6244609927
2006-07-19,6235021275
2006-07-20,6092390069
2006-07-21,5991709218
2006-07-24,6042049643
2006-07-25,6195468083
2006-07-26,6177489360
2006-07-27,6531070920
2006-07-28,6577815601
2006-07-31,6541858154
2006-08-01,6465148934
2006-08-02,6449567374
2006-08-03,6519085104
2006-08-04,6553843970
2006-08-07,6517886523
2006-08-08,6508297870
2006-08-09,6441177303
2006-08-10,6382446807
2006-08-11,6459156026
2006-08-14,6421999998
2006-08-15,6484326239
2006-08-16,6613773048
2006-08-17,6533468083
2006-08-18,6562234041
2006-08-21,6622163119
2006-08-22,6514290778
2006-08-23,6291354608
2006-08-24,6286560282
2006-08-25,6280567374
2006-08-28,6390836877
2006-08-29,6624560282
2006-08-30,6642539005
2006-08-31,6752808509
2006-09-01,6695276594
2006-09-05,6683290778
2006-09-06,6556241133
2006-09-07,6630553189
2006-09-08,6644936168
2006-09-11,6588602835
2006-09-12,6628156026
2006-09-13,6661716310
2006-09-14,6718049643
2006-09-15,6891843970
2006-09-18,6894241133
2006-09-19,6960163118
2006-09-20,7029680849
2006-09-21,6942184395
2006-09-22,6849893615
2006-09-25,6810340423
2006-09-26,6889446806
2006-09-27,6873865246
2006-09-28,6847496452
2006-09-29,6945780140
2006-10-02,6975600000
2006-10-03,6991200000
2006-10-04,6944400000
2006-10-05,6999600000
2006-10-06,6982800000
2006-10-09,7047600000
2006-10-10,6981600000
2006-10-11,7003200000
2006-10-12,7128000000
2006-10-13,7200000000
2006-10-16,7243200000
2006-10-17,7212000000
2006-10-18,7140000000
2006-10-19,7190400000
2006-10-20,7184400000
2006-10-23,6942000000
2006-10-24,7004400000
2006-10-25,7063200000
2006-10-26,7522800000
2006-10-27,7392000000
2006-10-30,7472400000
2006-10-31,7693200000
2006-11-01,7748399999
2006-11-02,7707600000
2006-11-03,7749600000
2006-11-06,7770000000
2006-11-07,7816800000
2006-11-08,7911600000
2006-11-09,8179200000
2006-11-10,8113200000
2006-11-13,8100000000
2006-11-14,7903200000
2006-11-15,7911600000
2006-11-16,7941600000
2006-11-17,7923600000
2006-11-20,7934400000
2006-11-21,8220000000
2006-11-22,8283600000
2006-11-24,8344800000
2006-11-27,8171999999
2006-11-28,8125199999
2006-11-29,8373600000
2006-11-30,8460000000
2006-12-01,8397600000
2006-12-04,8508000000
2006-12-05,8571600000
2006-12-06,8641200000
2006-12-07,8640000000
2006-12-08,8712000000
2006-12-11,8774400000
2006-12-12,8692800000
2006-12-13,8640000000
2006-12-14,8780400000
2006-12-15,8742000000
2006-12-18,8522399999
2006-12-19,8460000000
2006-12-20,8432399999
2006-12-21,8421600000
2006-12-22,8473200000
2006-12-26,8524800000
2006-12-27,8664000000
2006-12-28,8774400000
2006-12-29,8701200000
2007-01-03,8592000000
2007-01-04,8545199999
2007-01-05,8415599999
2007-01-08,8561999999
2007-01-09,8553600000
2007-01-10,8490000000
2007-01-11,8540400000
2007-01-12,8535599999
2007-01-16,9104400000
2007-01-17,8964000000
2007-01-18,8952000000
2007-01-19,9006000000
2007-01-22,9030000000
2007-01-23,9165600000
2007-01-24,9062400000
2007-01-25,9074400000
2007-01-26,9109200000
2007-01-29,9194400000
2007-01-30,9153600000
2007-01-31,9234000000
2007-02-01,9558000000
2007-02-02,9384000000
2007-02-05,9421200000
2007-02-06,9390000000
2007-02-07,9394800000
2007-02-08,9570000000
2007-02-09,9620400000
2007-02-12,9564000000
2007-02-13,9570000000
2007-02-14,9590400000
2007-02-15,9654000000
2007-02-16,9667200000
2007-02-20,10022400000
2007-02-21,10221600000
2007-02-22,10231200000
2007-02-23,10116000000
2007-02-26,10108800000
2007-02-27,9475200000
2007-02-28,9512400000
2007-03-01,9662400000
2007-03-02,9236400000
2007-03-05,9002400000
2007-03-06,9207600000
2007-03-07,9156000000
2007-03-08,9340800000
2007-03-09,9400800000
2007-03-12,9426000000
2007-03-13,9082800000
2007-03-14,9085200000
2007-03-15,9210000000
2007-03-16,9105600000
2007-03-19,9090000000
2007-03-20,9336000000
2007-03-21,9553200000
2007-03-22,9522000000
2007-03-23,9586800000
2007-03-26,9810000000
2007-03-27,9633600000
2007-03-28,9793200000
2007-03-29,9868800000
2007-03-30,9866400000
2007-04-02,10080840871
2007-04-03,9804999963
2007-04-04,9493022691
2007-04-05,9285840874
2007-04-09,9252113601
2007-04-10,9262954510
2007-04-11,9274999965
2007-04-12,9221999965
2007-04-13,9166590874
2007-04-16,9006386329
2007-04-17,9094318147
2007-04-18,9128045420
2007-04-19,9243681783
2007-04-20,9341249964
2007-04-23,9506272691
2007-04-24,9460499964
2007-04-25,9479772691
2007-04-26,9370159055
2007-04-27,9285840874
2007-04-30,9125636329
2007-05-01,9075045420
2007-05-02,9182249965
2007-05-03,9185863601
2007-05-04,9197909056
2007-05-07,9106363602
2007-05-08,9028068147
2007-05-09,8989522693
2007-05-10,8701636330
2007-05-11,8823295421
2007-05-14,8649840876
2007-05-15,8700431785
2007-05-16,9017227238
2007-05-17,9118409056
2007-05-18,9602636327
2007-05-21,9536386327
2007-05-22,9584568145
2007-05-23,9602636327
2007-05-24,9461704509
2007-05-25,9411113600
2007-05-29,9354499964
2007-05-30,9430386328
2007-05-31,9409909055
2007-06-01,9466522691
2007-06-04,9256931783
2007-06-05,9264159055
2007-06-06,9053363602
2007-06-07,8887136330
2007-06-08,9037704511
2007-06-11,9259340874
2007-06-12,9288249964
2007-06-13,9591795418
2007-06-14,9749590872
2007-06-15,9812227235
2007-06-18,9864022690
2007-06-19,9806204508
2007-06-20,9790545417
2007-06-21,9807409053
2007-06-22,9819454508
2007-06-25,9620704509
2007-06-26,9686954508
2007-06-27,9649613599
2007-06-28,9890522689
2007-06-29,10178409052
2007-07-02,10459964851
2007-07-03,10550605794
2007-07-05,10261763321
2007-07-06,10534894697
2007-07-09,10443045208
2007-07-10,10151785644
2007-07-11,10163871103
2007-07-12,10212212939
2007-07-13,10236383857
2007-07-16,10267806051
2007-07-17,10195293296
2007-07-18,10174748016
2007-07-19,10470841764
2007-07-20,10362072632
2007-07-23,10411623014
2007-07-24,10393494826
2007-07-25,10282308602
2007-07-26,10754850053
2007-07-27,10673877477
2007-07-30,10905918291
2007-07-31,10950634490
2007-08-01,10932506301
2007-08-02,11388128109
2007-08-03,11139167652
2007-08-06,11205637677
2007-08-07,11111371096
2007-08-08,11053360892
2007-08-09,10861202093
2007-08-10,10620701457
2007-08-13,10488969952
2007-08-14,10300436790
2007-08-15,10248469316
2007-08-16,9789221871
2007-08-17,10046642149
2007-08-20,10175956562
2007-08-21,10422499927
2007-08-22,10596530538
2007-08-23,10474467401
2007-08-24,10676294568
2007-08-27,10677503114
2007-08-28,10456339213
2007-08-29,10553022886
2007-08-30,10862410639
2007-08-31,11050943801
2007-09-04,11310781171
2007-09-05,11175424029
2007-09-06,11224974412
2007-09-07,11087200178
2007-09-10,11489645966
2007-09-11,11718061143
2007-09-12,11844958463
2007-09-13,11748274791
2007-09-14,11728938056
2007-09-17,11674553490
2007-09-18,12055245452
2007-09-19,12095127467
2007-09-20,11986358335
2007-09-21,12390012669
2007-09-24,12277617899
2007-09-25,12457691240
2007-09-26,12456482694
2007-09-27,12735656799
2007-09-28,12985825802
2007-10-01,13118609845
2007-10-02,12725112088
2007-10-03,12446636752
2007-10-04,12403049308
2007-10-05,12372780250
2007-10-08,12508385631
2007-10-09,12766278007
2007-10-10,12975739890
2007-10-11,12601614330
2007-10-12,12570134510
2007-10-15,12531390115
2007-10-16,13039910294
2007-10-17,12905515675
2007-10-18,12999955137
2007-10-19,12835291460
2007-10-22,12669417021
2007-10-23,13217892356
2007-10-24,13566591907
2007-10-25,14135650202
2007-10-26,13911659171
2007-10-29,13941928229
2007-10-30,13813587422
2007-10-31,13946771279
2007-11-01,12484170384
2007-11-02,12550762312
2007-11-05,12473273523
2007-11-06,13072600877
2007-11-07,12912780249
2007-11-08,13325650203
2007-11-09,13301434957
2007-11-12,12489013433
2007-11-13,13322017916
2007-11-14,13064125540
2007-11-15,12947892357
2007-11-16,13320807154
2007-11-19,13015695047
2007-11-20,13193677110
2007-11-21,13154932715
2007-11-23,12836502222
2007-11-26,13052017917
2007-11-27,13229999979
2007-11-28,14081165897
2007-11-29,13736098633
2007-11-30,13601704015
2007-12-03,14398385628
2007-12-04,14589686076
2007-12-05,14564260067
2007-12-06,14894798183
2007-12-07,14994080694
2007-12-10,15041300425
2007-12-11,14452869933
2007-12-12,14262780247
2007-12-13,14138071727
2007-12-14,13995201772
2007-12-17,14369327332
2007-12-18,14168340785
2007-12-19,14165919261
2007-12-20,14468609843
2007-12-21,14375381144
2007-12-24,14302735404
2007-12-26,14423811637
2007-12-27,14202242130
2007-12-28,14411704013
2007-12-31,14120510067
2008-01-02,14810705946
2008-01-03,15069074526
2008-01-04,14677276163
2008-01-07,15274071193
2008-01-08,15431760937
2008-01-09,15597941667
2008-01-10,15417204961
2008-01-11,15690129518
2008-01-14,16132873799
2008-01-15,15430547939
2008-01-16,14401925610
2008-01-17,13437592176
2008-01-18,13236234503
2008-01-22,12883252076
2008-01-23,12771656257
2008-01-24,13604985904
2008-01-25,13693534760
2008-01-28,14230892887
2008-01-29,13962820323
2008-01-30,14500178450
2008-01-31,14195715945
2008-02-01,15185522337
2008-02-04,14872568845
2008-02-05,14718518096
2008-02-06,14990229654
2008-02-07,13665635805
2008-02-08,13256855469
2008-02-11,13982228291
2008-02-12,13777231624
2008-02-13,13264133458
2008-02-14,13211974542
2008-02-15,13425462196
2008-02-19,13637736851
2008-02-20,13674126792
2008-02-21,13538271012
2008-02-22,13317505371
2008-02-25,13621967876
2008-02-26,13556465983
2008-02-27,13363599296
2008-02-28,13564956969
2008-02-29,13444870164
2008-03-03,13494603083
2008-03-04,13254429473
2008-03-05,13533419020
2008-03-06,13129490676
2008-03-07,12894169058
2008-03-10,11644781088
2008-03-11,11842499766
2008-03-12,11517416294
2008-03-13,11159581876
2008-03-14,11424015446
2008-03-17,10953372210
2008-03-18,11582918188
2008-03-19,11140173907
2008-03-20,10912130277
2008-03-24,11482239351
2008-03-25,11772145881
2008-03-26,11541676255
2008-03-27,11301502645
2008-03-28,10830859409
2008-03-31,10561490050
2008-04-01,10719523396
2008-04-02,10687916727
2008-04-03,11258052412
2008-04-04,11717564755
2008-04-07,12505300201
2008-04-08,12534475588
2008-04-09,12308366340
2008-04-10,12754506631
2008-04-11,12566082257
2008-04-14,13301545135
2008-04-15,13199431280
2008-04-16,14629025238
2008-04-17,14223001104
2008-04-18,14240020079
2008-04-21,14466129328
2008-04-22,14366446756
2008-04-23,14550008565
2008-04-24,14655769342
2008-04-25,14986423727
2008-04-28,14430875735
2008-04-29,13736744656
2008-04-30,13869249538
2008-05-01,13446206428
2008-05-02,13532516947
2008-05-05,14090496221
2008-05-06,14009048266
2008-05-07,14229079309
2008-05-08,14434522658
2008-05-09,14596202927
2008-05-12,14722629604
2008-05-13,14190178793
2008-05-14,14027282883
2008-05-15,14263117260
2008-05-16,15132300661
2008-05-19,14907407054
2008-05-20,14872153462
2008-05-21,14398053425
2008-05-22,14338487010
2008-05-23,14225432386
2008-05-27,14231510591
2008-05-28,14332408804
2008-05-29,14387112655
2008-05-30,14511108049
2008-06-02,14605928056
2008-06-03,14778549095
2008-06-04,14635103443
2008-06-05,14890388078
2008-06-06,14377387526
2008-06-09,14849056280
2008-06-10,14822312176
2008-06-11,14879447308
2008-06-12,14559733694
2008-06-13,14326330599
2008-06-16,14807724482
2008-06-17,14920779106
2008-06-18,14570674464
2008-06-19,14718982680
2008-06-20,14851487563
2008-06-23,13457147198
2008-06-24,13339230009
2008-06-25,13068142040
2008-06-26,12862698690
2008-06-27,12827445098
2008-06-30,13096915776
2008-07-01,12774631192
2008-07-02,12246814176
2008-07-03,11812642115
2008-07-07,12054659594
2008-07-08,12238300999
2008-07-09,12252895018
2008-07-10,12226139316
2008-07-11,11689809122
2008-07-14,11790751086
2008-07-15,11851559498
2008-07-16,12182357260
2008-07-17,12272353709
2008-07-18,12014526042
2008-07-21,12024255388
2008-07-22,12044930248
2008-07-23,12078982959
2008-07-24,11805345105
2008-07-25,12260192027
2008-07-28,12104522492
2008-07-29,11845478657
2008-07-30,12392754365
2008-07-31,12030336230
2008-08-01,11940339780
2008-08-04,11374821548
2008-08-05,11127939396
2008-08-06,11356579025
2008-08-07,11323742482
2008-08-08,11320093977
2008-08-11,11048888460
2008-08-12,11494006036
2008-08-13,11881963704
2008-08-14,11452656316
2008-08-15,10978350702
2008-08-18,10894435093
2008-08-19,11209422668
2008-08-20,11273879584
2008-08-21,11217935845
2008-08-22,11119426218
2008-08-25,10864030887
2008-08-26,10971053693
2008-08-27,11086589675
2008-08-28,11028213600
2008-08-29,10867679392
2008-09-02,10338646208
2008-09-03,10178112000
2008-09-04,9773127976
2008-09-05,10032171811
2008-09-08,9723265078
2008-09-09,8682225065
2008-09-10,8884108993
2008-09-11,8736952636
2008-09-12,9225852268
2008-09-15,8656685532
2008-09-16,8788031702
2008-09-17,8694386747
2008-09-18,8485205810
2008-09-19,8871947310
2008-09-22,8870731142
2008-09-23,8842759273
2008-09-24,9042210864
2008-09-25,8924242545
2008-09-26,8497367492
2008-09-29,7309171122
2008-09-30,7684471760
2008-10-01,7662578679
2008-10-02,6100872167
2008-10-03,6119116402
2008-10-06,5701931563
2008-10-07,5329749170
2008-10-08,5264069924
2008-10-09,5214202348
2008-10-10,4767826733
2008-10-13,5569356789
2008-10-14,5546247424
2008-10-15,4773908145
2008-10-16,4665659017
2008-10-17,5164334773
2008-10-20,5413672650
2008-10-21,4983108706
2008-10-22,4287395213
2008-10-23,4620656571
2008-10-24,4210769426
2008-10-27,3770475223
2008-10-28,3647630707
2008-10-29,4112250557
2008-10-30,4364021000
2008-10-31,4671740429
2008-11-03,5074329880
2008-11-04,5510975237
2008-11-05,5371102769
2008-11-06,4986757553
2008-11-07,5378400463
2008-11-10,5378400463
2008-11-11,5290828135
2008-11-12,4844452520
2008-11-13,4947836518
2008-11-14,4707012617
2008-11-17,4731338263
2008-11-18,4806747768
2008-11-19,4489298080
2008-11-20,3984540913
2008-11-21,4317802271
2008-11-24,4657145041
2008-11-25,4587816948
2008-11-26,4901617789
2008-11-28,5164334773
2008-12-01,4644982218
2008-12-02,4612142595
2008-12-03,4562275019
2008-12-04,4535516808
2008-12-05,4732554546
2008-12-08,5028111152
2008-12-09,5096222962
2008-12-10,5423402909
2008-12-11,5205688372
2008-12-12,5152171949
2008-12-15,5099871809
2008-12-16,5795585302
2008-12-17,5807748125
2008-12-18,5621656929
2008-12-19,5557193965
2008-12-22,5386914439
2008-12-23,5579087047
2008-12-24,5575438200
2008-12-26,5846669160
2008-12-29,6036409203
2008-12-30,6091141908
2008-12-31,6301965102
2009-01-02,6472387183
2009-01-05,6663503374
2009-01-06,6784016132
2009-01-07,6633070860
2009-01-08,6301965102
2009-01-09,6259359582
2009-01-12,5880779101
2009-01-13,5863736893
2009-01-14,5065187713
2009-01-15,5065187713
2009-01-16,5335428442
2009-01-20,5124835441
2009-01-21,5416987581
2009-01-22,5452289297
2009-01-23,5633667084
2009-01-26,5471766107
2009-01-27,5526544633
2009-01-28,5664099598
2009-01-29,5542369540
2009-01-30,5227088690
2009-02-02,5147964152
2009-02-03,5116314337
2009-02-04,5184483170
2009-02-05,5973293946
2009-02-06,6080416397
2009-02-09,6314138108
2009-02-10,6075547194
2009-02-11,6102327807
2009-02-12,6203363755
2009-02-13,6301965102
2009-02-17,5847911986
2009-02-18,5939209529
2009-02-19,5855215789
2009-02-20,5846694685
2009-02-23,5740789535
2009-02-24,5886865604
2009-02-25,5857650390
2009-02-26,5645840090
2009-02-27,5706705119
2009-03-02,5183265869
2009-03-03,5415770280
2009-03-04,5722530026
2009-03-05,5694532113
2009-03-06,5828435177
2009-03-09,5852781188
2009-03-10,6249621177
2009-03-11,6113283512
2009-03-12,6267880686
2009-03-13,6360395530
2009-03-16,6701239692
2009-03-17,6797406438
2009-03-18,6791319935
2009-03-19,6983653427
2009-03-20,6872879074
2009-03-23,7177204219
2009-03-24,7163813913
2009-03-25,7144337104
2009-03-26,7222244341
2009-03-27,7194246427
2009-03-30,6707326195
2009-03-31,6896007785
2009-04-01,7053039560
2009-04-02,7084689375
2009-04-03,7184508023
2009-04-06,7073733670
2009-04-07,6791319935
2009-04-08,6801058340
2009-04-09,6953220912
2009-04-13,6965393918
2009-04-14,6818100548
2009-04-15,6807144843
2009-04-16,7015303242
2009-04-17,6978784225
2009-04-20,6581944236
2009-04-21,6556380923
2009-04-22,6634288161
2009-04-23,5777308552
2009-04-24,5852781188
2009-04-27,5688445610
2009-04-28,5670186101
2009-04-29,5772439350
2009-04-30,5844260084
2009-05-01,5945296032
2009-05-04,6154671732
2009-05-05,6013464865
2009-05-06,6172931241
2009-05-07,6298313200
2009-05-08,6738976010
2009-05-11,6635505461
2009-05-12,6900876988
2009-05-13,6742627912
2009-05-14,6848533063
2009-05-15,6770625825
2009-05-18,7027476248
2009-05-19,7146771705
2009-05-20,7351278202
2009-05-21,7224678942
2009-05-22,7591086416
2009-05-26,7514396480
2009-05-27,7434054642
2009-05-28,7451096850
2009-05-29,7701860769
2009-06-01,7975753400
2009-06-02,8264253637
2009-06-03,7804114018
2009-06-04,7959928492
2009-06-05,7819938925
2009-06-08,7688470463
2009-06-09,7962363093
2009-06-10,8070702845
2009-06-11,8115742966
2009-06-12,8082875851
2009-06-15,7759073896
2009-06-16,7552132798
2009-06-17,7278240167
2009-06-18,7374406913
2009-06-19,7409708630
2009-06-22,7051822259
2009-06-23,7194246427
2009-06-24,7432837341
2009-06-25,7427968139
2009-06-26,7527786786
2009-06-29,7527786786
2009-06-30,7343201556
2009-07-01,7506519233
2009-07-02,7321263360
2009-07-06,7185977821
2009-07-07,6834966693
2009-07-08,6635085356
2009-07-09,6800840611
2009-07-10,6884937027
2009-07-13,7212791171
2009-07-14,7327357303
2009-07-15,7745401807
2009-07-16,7928220103
2009-07-17,7916032216
2009-07-20,8026941983
2009-07-21,8015972885
2009-07-22,7975752860
2009-07-23,8230479685
2009-07-24,8538833211
2009-07-27,8598553855
2009-07-28,8626585993
2009-07-29,8248761515
2009-07-30,8463268316
2009-07-31,8527864114
2009-08-03,8752121223
2009-08-04,8753340012
2009-08-05,8720432719
2009-08-06,8825248542
2009-08-07,8759433955
2009-08-10,8633898725
2009-08-11,8048880178
2009-08-12,8125663862
2009-08-13,8047661389
2009-08-14,8169540253
2009-08-17,7668618122
2009-08-18,7836810955
2009-08-19,7936751623
2009-08-20,8000128632
2009-08-21,8080568683
2009-08-24,8189040872
2009-08-25,8143945692
2009-08-26,8191478449
2009-08-27,8359671281
2009-08-28,8379171900
2009-08-31,8167102676
2009-09-01,7942845566
2009-09-02,7925782525
2009-09-03,7998909844
2009-09-04,8067162008
2009-09-08,8245105149
2009-09-09,8169540253
2009-09-10,8118351131
2009-09-11,7997691055
2009-09-14,7796590930
2009-09-15,7851436418
2009-09-16,7830717012
2009-09-17,7714932091
2009-09-18,7617429000
2009-09-21,7655211447
2009-09-22,7730776343
2009-09-23,7599147170
2009-09-24,7415110085
2009-09-25,7443142224
2009-09-28,7435829492
2009-09-29,7541864104
2009-09-30,9025411253
2009-10-01,8787559016
2009-10-02,8865401566
2009-10-05,8843778635
2009-10-06,8868284623
2009-10-07,8920179657
2009-10-08,9241640559
2009-10-09,9227225272
2009-10-12,9267588076
2009-10-13,9339664512
2009-10-14,9405974832
2009-10-15,9531387830
2009-10-16,9563101462
2009-10-19,9875913192
2009-10-20,9724552677
2009-10-21,9643827069
2009-10-22,9309392409
2009-10-23,9159473423
2009-10-26,9022528195
2009-10-27,8849544750
2009-10-28,8556914422
2009-10-29,8709716465
2009-10-30,8225362819
2009-11-02,8235453520
2009-11-03,8430059896
2009-11-04,8394021678
2009-11-05,8496370216
2009-11-06,8232570462
2009-11-09,8360866518
2009-11-10,8440150597
2009-11-11,8402670850
2009-11-12,8241219635
2009-11-13,8399787793
2009-11-16,8502136331
2009-11-17,8489162573
2009-11-18,9023969724
2009-11-19,9140733550
2009-11-20,9126318263
2009-11-23,9179654825
2009-11-24,9035501954
2009-11-25,9084513930
2009-11-27,8910088956
2009-11-30,8923062714
2009-12-01,9294977122
2009-12-02,9351196741
2009-12-03,9355521327
2009-12-04,9427597763
2009-12-07,9381468844
2009-12-08,9116227562
2009-12-09,9147941193
2009-12-10,8993697621
2009-12-11,8972074691
2009-12-14,8876933796
2009-12-15,9088838516
2009-12-16,9192628583
2009-12-17,9044151126
2009-12-18,8917296600
2009-12-21,8920179657
2009-12-22,8911530485
2009-12-23,8933153415
2009-12-24,9081630873
2009-12-28,9126318263
2009-12-29,9156590365
2009-12-30,9224342215
2009-12-31,8943354768
2010-01-04,9058246683
2010-01-05,9370696646
2010-01-06,9674739883
2010-01-07,9938150614
2010-01-08,9988590967
2010-01-11,9847077755
2010-01-12,9613090563
2010-01-13,9545836759
2010-01-14,9537430034
2010-01-15,9786829556
2010-01-19,9667734279
2010-01-20,9492594165
2010-01-21,8978382791
2010-01-22,8810248282
2010-01-25,8780824742
2010-01-26,8689751883
2010-01-27,8615492475
2010-01-28,8416533306
2010-01-29,8237189829
2010-02-01,8360488469
2010-02-02,8601481266
2010-02-03,8476781505
2010-02-04,8203562928
2010-02-05,8231585346
2010-02-08,7972377977
2010-02-09,8106885585
2010-02-10,8134908003
2010-02-11,8232986467
2010-02-12,8218975258
2010-02-16,8364691832
2010-02-17,8580464452
2010-02-18,8576261090
2010-02-19,8590272299
2010-02-22,8616893596
2010-02-23,8424940031
2010-02-24,8413731064
2010-02-25,8462770296
2010-02-26,8349279502
2010-03-01,8443154603
2010-03-02,8604283508
2010-03-03,8626701442
2010-03-04,8531425220
2010-03-05,8864891997
2010-03-08,8714972060
2010-03-09,8738791115
2010-03-10,8665932828
2010-03-11,8538430825
2010-03-12,8524419616
2010-03-15,8473979263
2010-03-16,8408126580
2010-03-17,8642113772
2010-03-18,8685548521
2010-03-19,8688350762
2010-03-22,8849479667
2010-03-23,9154924025
2010-03-24,9020416418
2010-03-25,8933546922
2010-03-26,8944755889
2010-03-29,8901321141
2010-03-30,8862089755
2010-03-31,8876827068
2010-04-01,8908514589
2010-04-05,8786085529
2010-04-06,8667977494
2010-04-07,8610363818
2010-04-08,8529704672
2010-04-09,8692463306
2010-04-12,8876827068
2010-04-13,8614684844
2010-04-14,8738554246
2010-04-15,8701105357
2010-04-16,8633409288
2010-04-19,8604602450
2010-04-20,8603162108
2010-04-21,8420238688
2010-04-22,8417358005
2010-04-23,8459127919
2010-04-26,8361184671
2010-04-27,8113445866
2010-04-28,8250278345
2010-04-29,7705829111
2010-04-30,7626610307
2010-05-03,7723113214
2010-05-04,7535868768
2010-05-05,7381752186
2010-05-06,7311175433
2010-05-07,7414880049
2010-05-10,7475374409
2010-05-11,7380311844
2010-05-12,7885871847
2010-05-13,7450888596
2010-05-14,7306854407
2010-05-17,7272286202
2010-05-18,7348624322
2010-05-19,7203149791
2010-05-20,6923723465
2010-05-21,6890595601
2010-05-24,6844504661
2010-05-25,6796973378
2010-05-26,6907879704
2010-05-27,7113848594
2010-05-28,7023107055
2010-06-01,6933805858
2010-06-02,7079280389
2010-06-03,7070638338
2010-06-04,7000061585
2010-06-07,6834422268
2010-06-08,6879072866
2010-06-09,7237717997
2010-06-10,7337101587
2010-06-11,7522905691
2010-06-14,7527226717
2010-06-15,7831138855
2010-06-16,7681343299
2010-06-17,7721672872
2010-06-18,7668380222
2010-06-21,7783607573
2010-06-22,7599243811
2010-06-23,7593482444
2010-06-24,7386073211
2010-06-25,7531547742
2010-06-28,7484016460
2010-06-29,7113848594
2010-06-30,6866955530
2010-07-01,6953507928
2010-07-02,6949319908
2010-07-06,6988408088
2010-07-07,7284361447
2010-07-08,7423962088
2010-07-09,7530058575
2010-07-12,7479802344
2010-07-13,7532850588
2010-07-14,7546810652
2010-07-15,7538434614
2010-07-16,7256441319
2010-07-19,7267609370
2010-07-20,7456070235
2010-07-21,7485386370
2010-07-22,7531454581
2010-07-23,7689203306
2010-07-26,7691995319
2010-07-27,7793903787
2010-07-28,7534246594
2010-07-29,6462113671
2010-07-30,6931171825
2010-08-02,7278777421
2010-08-03,7199205056
2010-08-04,7204789082
2010-08-05,7605442921
2010-08-06,7770171678
2010-08-09,7673847235
2010-08-10,7666867203
2010-08-11,7428150107
2010-08-12,7595670876
2010-08-13,7564958735
2010-08-16,7538434614
2010-08-17,7651511133
2010-08-18,7644531101
2010-08-19,7548206658
2010-08-20,7488178383
2010-08-23,7415586049
2010-08-24,7252253299
2010-08-25,7266213364
2010-08-26,7137780774
2010-08-27,7376497870
2010-08-30,7259233332
2010-08-31,7398833973
2010-09-01,7521682537
2010-09-02,7768775671
2010-09-03,7768775671
2010-09-07,7658491165
2010-09-08,7807863851
2010-09-09,7915356344
2010-09-10,7962820562
2010-09-13,8110797242
2010-09-14,7830199953
2010-09-15,7908376312
2010-09-16,7969800594
2010-09-17,8021452831
2010-09-20,8027036857
2010-09-21,7909772319
2010-09-22,8184785581
2010-09-23,8302050120
2010-09-24,8479342934
2010-09-27,8424898684
2010-09-28,8600795492
2010-09-29,8542163222
2010-09-30,8708733404
2010-10-01,8457010380
2010-10-04,8483507540
2010-10-05,8514420894
2010-10-06,8551222506
2010-10-07,8649850825
2010-10-08,8886853205
2010-10-11,9025227265
2010-10-12,8956040235
2010-10-13,9075277457
2010-10-14,8985481524
2010-10-15,8928071010
2010-10-18,8947207848
2010-10-19,8838275077
2010-10-20,8928071010
2010-10-21,9014922814
2010-10-22,9088526037
2010-10-25,9209235324
2010-10-26,9157713067
2010-10-27,9082637779
2010-10-28,8677820050
2010-10-29,8842691271
2010-11-01,8928071010
2010-11-02,8823554433
2010-11-03,8783808692
2010-11-04,8923654817
2010-11-05,8869188431
2010-11-08,8804417595
2010-11-09,9026699330
