,BG
2015-07-01,12800908352
2015-07-02,12752474023
2015-07-06,12268130729
2015-07-07,12396339248
2015-07-08,12204026469
2015-07-09,12194054696
2015-07-10,12211149165
2015-07-13,12309442363
2015-07-14,12412009178
2015-07-15,12350753997
2015-07-16,12531670462
2015-07-17,12550189471
2015-07-20,12501755141
2015-07-21,12320838675
2015-07-22,12467566203
2015-07-23,12412009178
2015-07-24,12290923354
2015-07-27,12188356539
2015-07-28,12335084066
2015-07-29,12195479235
2015-07-30,11574380187
2015-07-31,11374944713
2015-08-03,11369246557
2015-08-04,11266679741
2015-08-05,11206849099
2015-08-06,11003140008
2015-08-07,10857837020
2015-08-10,10967526530
2015-08-11,10863535176
2015-08-12,11014536321
2015-08-13,10913394045
2015-08-14,10870657872
2015-08-17,10854987942
2015-08-18,10763817439
2015-08-19,10504551323
2015-08-20,10386314578
2015-08-21,10108529453
2015-08-24,10004538099
2015-08-25,9820772555
2015-08-26,9920490292
2015-08-27,10218218964
2015-08-28,10337880248
2015-08-31,10320785779
2015-09-01,10035877959
2015-09-02,10104255836
2015-09-03,10095708601
2015-09-04,9977471856
2015-09-08,10067217819
2015-09-09,9931886605
2015-09-10,10000264482
2015-09-11,9913367596
2015-09-14,9950405613
2015-09-15,10109953992
2015-09-16,10209671729
2015-09-17,10158388322
2015-09-18,10072915976
2015-09-21,10121350305
2015-09-22,9927612987
2015-09-23,9906244901
2015-09-24,10043000655
2015-09-25,10135595696
2015-09-28,9844989720
2015-09-29,10312238544
2015-09-30,10444038131
2015-10-01,10459711312
2015-10-02,10624992134
2015-10-05,10687684859
2015-10-06,10701933206
2015-10-07,10838717334
2015-10-08,10927057084
2015-10-09,10988324975
2015-10-12,10989749809
2015-10-13,11038194188
2015-10-14,11013971999
2015-10-15,10988324975
2015-10-16,11082364063
2015-10-19,11086638567
2015-10-20,11105161417
2015-10-21,11106586252
2015-10-22,11269017405
2015-10-23,11314612114
2015-10-26,11291814759
2015-10-27,11286115421
2015-10-28,11273291909
2015-10-29,10556600070
2015-10-30,10395593752
2015-11-02,10352848712
2015-11-03,10203241071
2015-11-04,10122025495
2015-11-05,10446887800
2015-11-06,10397018586
2015-11-09,10203241071
2015-11-10,10059332770
2015-11-11,9958169508
2015-11-12,9646130715
2015-11-13,9694575094
2015-11-16,9741594638
2015-11-17,9396784648
2015-11-18,9475150555
2015-11-19,9422431672
2015-11-20,9335516757
2015-11-23,9741594638
2015-11-24,9553516462
2015-11-25,9656104558
2015-11-27,9547817123
2015-11-30,9490823736
2015-12-01,9391085309
2015-12-02,9322693245
2015-12-03,9175935274
2015-12-04,9258575685
2015-12-07,9262850189
2015-12-08,9036301477
2015-12-09,9040575981
2015-12-10,9050549823
2015-12-11,8970759082
2015-12-14,8806903095
2015-12-15,8916615364
2015-12-16,9000680610
2015-12-17,9124641226
2015-12-18,9418157168
2015-12-21,9352614773
2015-12-22,9526444603
2015-12-23,9653254889
2015-12-24,9748718812
2015-12-28,9693150260
2015-12-29,9819960545
2015-12-30,9795738356
2015-12-31,9631741696
2016-01-04,9425790570
2016-01-05,9391935590
2016-01-06,9415916201
2016-01-07,9386293094
2016-01-08,9327046879
2016-01-11,9373597476
2016-01-12,9193037585
2016-01-13,9150718861
2016-01-14,9020941439
2016-01-15,8717657247
2016-01-19,8583647952
2016-01-20,8412962430
2016-01-21,8381928699
2016-01-22,8453870530
2016-01-25,8326914357
2016-01-26,8367822457
2016-01-27,8267668143
2016-01-28,8475029893
2016-01-29,8747280354
2016-02-01,8638662294
2016-02-02,8242276908
2016-02-03,8355126840
2016-02-04,8393213692
2016-02-05,8383339323
2016-02-08,8236634411
2016-02-09,8005292051
2016-02-10,8242276908
2016-02-11,6741372812
2016-02-12,7259071875
2016-02-16,7357815566
2016-02-17,7109545716
2016-02-18,7134936950
2016-02-19,6885256476
2016-02-22,7240733761
2016-02-23,7010802025
2016-02-24,6995285159
2016-02-25,7192772540
2016-02-26,7119420085
2016-02-29,7013623273
2016-03-01,7053120750
2016-03-02,7264714372
2016-03-03,7620191658
2016-03-04,7744326583
2016-03-07,7892442119
2016-03-08,7733041590
2016-03-09,7814857791
2016-03-10,7858587139
2016-03-11,7929118347
2016-03-14,7758432825
2016-03-15,7724577845
2016-03-16,7733041590
2016-03-17,7841659649
2016-03-18,7875514629
2016-03-21,7806394046
2016-03-22,7771128442
2016-03-23,7651225389
2016-03-24,7878335877
2016-03-28,7923475850
2016-03-29,8030683285
2016-03-30,7970026447
2016-03-31,7900173948
2016-04-01,7932237474
2016-04-04,7802589304
2016-04-05,7764949513
2016-04-06,7753796983
2016-04-07,7866716356
2016-04-08,7841623162
2016-04-11,7826288432
2016-04-12,7863928223
2016-04-13,7880657020
2016-04-14,7882051086
2016-04-15,8017275521
2016-04-18,8071644108
2016-04-19,8251478666
2016-04-20,8297482855
2016-04-21,8284936258
2016-04-22,8349063310
2016-04-25,8264025263
2016-04-26,8360215840
2016-04-27,8428525091
2016-04-28,8714308691
2016-04-29,8712914625
2016-05-02,8715702757
2016-05-03,8613935914
2016-05-04,8652969772
2016-05-05,8446647954
2016-05-06,8496834342
2016-05-09,8459194551
2016-05-10,8547020730
2016-05-11,8528897868
2016-05-12,8555385128
2016-05-13,8455012352
2016-05-16,8495440275
2016-05-17,8383914968
2016-05-18,8487075877
2016-05-19,8517745337
2016-05-20,8746372217
2016-05-23,8885778851
2016-05-24,8984757561
2016-05-25,9133922659
2016-05-26,9186897180
2016-05-27,9171562450
2016-05-31,9350002942
2016-06-01,9408553728
2016-06-02,9443405387
2016-06-03,9447587586
2016-06-06,9402977463
2016-06-07,9361155473
2016-06-08,9270541161
2016-06-09,9223142905
2016-06-10,9117193863
2016-06-13,8703156160
2016-06-14,8666910435
2016-06-15,8641817241
2016-06-16,8556779194
2016-06-17,8583266455
2016-06-20,8605571516
2016-06-21,8581872389
2016-06-22,8579084256
2016-06-23,8590236787
2016-06-24,8191533813
2016-06-27,7968483199
2016-06-28,8113466098
2016-06-29,8233355804
2016-06-30,8248131528
2016-07-01,8165859379
2016-07-05,8054303923
2016-07-06,8104503878
2016-07-07,8082192787
2016-07-08,8366659200
2016-07-11,8298331483
2016-07-12,8430803587
2016-07-13,8395942507
2016-07-14,8437775803
2016-07-15,8513075736
2016-07-18,8527020168
2016-07-19,8468453553
2016-07-20,8564670134
2016-07-21,8600925657
2016-07-22,8673436704
2016-07-25,8560486804
2016-07-26,8533992384
2016-07-27,8538175713
2016-07-28,9112686312
2016-07-29,9181014028
2016-08-01,8789175489
2016-08-02,8831008785
2016-08-03,8988580867
2016-08-04,9084797448
2016-08-05,9232608427
2016-08-08,9179619585
2016-08-09,9211691779
2016-08-10,9174041812
2016-08-11,9083403004
2016-08-12,9169858483
2016-08-15,9196352904
2016-08-16,8994158640
2016-08-17,9058303027
2016-08-18,8916069820
2016-08-19,8920253150
2016-08-22,8923042036
2016-08-23,8939775355
2016-08-24,8858897649
2016-08-25,8775231057
2016-08-26,8711086670
2016-08-29,8757103296
2016-08-30,8718058886
2016-08-31,8910492048
2016-09-01,8779414387
2016-09-02,8863080979
2016-09-06,8935592025
2016-09-07,8945353128
2016-09-08,8889575400
2016-09-09,8634392294
2016-09-12,8708297784
2016-09-13,8499131304
2016-09-14,8422436928
2016-09-15,8421042484
2016-09-16,8471242440
2016-09-19,8324825904
2016-09-20,8266259289
2016-09-21,8412675825
2016-09-22,8557697918
2016-09-23,8381998075
2016-09-26,8292753710
2016-09-27,8270442619
2016-09-28,8294148153
2016-09-29,8193748243
2016-09-30,8262636056
2016-10-03,8284956194
2016-10-04,8351916607
2016-10-05,8501182530
2016-10-06,8630918331
2016-10-07,8503972547
2016-10-10,8618363254
2016-10-11,8407716952
2016-10-12,8390976849
2016-10-13,8393766866
2016-10-14,8252870995
2016-10-17,8180330547
2016-10-18,8276586142
2016-10-19,8378421771
2016-10-20,8351916607
2016-10-21,8488627452
2016-10-24,8566747935
2016-10-25,8572327969
2016-10-26,8575117987
2016-10-27,8550007831
2016-10-28,8609993202
2016-10-31,8650448452
2016-11-01,8729963943
2016-11-02,9599054314
2016-11-03,9670199753
2016-11-04,9668804745
2016-11-07,9636719546
2016-11-08,9772035383
2016-11-09,9553019029
2016-11-10,9396778064
2016-11-11,8969905426
2016-11-14,9286572383
2016-11-15,9494428667
2016-11-16,9413518167
2016-11-17,9406543124
2016-11-18,9395383055
2016-11-21,9451183400
2016-11-22,9431653279
2016-11-23,9361902848
2016-11-25,9494428667
2016-11-28,9272622297
2016-11-29,9361902848
2016-11-30,9525118857
2016-12-01,9765060340
2016-12-02,9642299581
2016-12-05,9813885641
2016-12-06,9975706641
2016-12-07,10183562926
2016-12-08,10239363270
2016-12-09,10233783236
2016-12-12,10268658451
2016-12-13,10060802167
2016-12-14,9912931253
2016-12-15,9938041408
2016-12-16,10159847779
2016-12-19,9979891667
2016-12-20,10034297003
2016-12-21,10055222132
2016-12-22,9968731598
2016-12-23,9964546572
2016-12-27,10044062064
2016-12-28,9905956210
2016-12-29,9880846055
2016-12-30,10077542270
2017-01-03,10235458818
2017-01-04,10099899082
2017-01-05,9936388885
2017-01-06,9802226672
2017-01-09,9802226672
2017-01-10,9838562272
2017-01-11,9866512733
2017-01-12,9654089229
2017-01-13,9619151153
2017-01-17,9571635369
2017-01-18,9644306568
2017-01-19,9503156740
2017-01-20,9497566647
2017-01-23,9575827938
2017-01-24,9600983353
2017-01-25,9725362904
2017-01-26,9542287385
2017-01-27,9595393261
2017-01-30,9476603802
2017-01-31,9672257029
2017-02-01,9599585830
2017-02-02,9655486752
2017-02-03,9730952997
2017-02-06,9698809967
2017-02-07,9651294183
2017-02-08,9573032892
2017-02-09,9582815553
2017-02-10,9580020507
2017-02-13,9567442800
2017-02-14,9543684908
2017-02-15,10500988197
2017-02-16,10533131227
2017-02-17,10869934282
2017-02-21,10962170804
2017-02-22,11101923109
2017-02-23,11187172015
2017-02-24,11326924320
2017-02-27,11375837627
2017-02-28,11438726164
2017-03-01,11469471671
2017-03-02,11311551566
2017-03-03,11410775703
2017-03-06,11364657442
2017-03-07,11378632673
2017-03-08,11240277891
2017-03-09,11304563951
2017-03-10,11336706981
2017-03-13,11304563951
2017-03-14,11324129274
2017-03-15,11398197995
2017-03-16,11412173226
2017-03-17,11437328641
2017-03-20,11118693385
2017-03-21,10983133649
2017-03-22,11283601105
2017-03-23,11191364584
2017-03-24,11203942291
2017-03-27,11174594307
2017-03-28,11250060552
2017-03-29,11392607903
2017-03-30,11121488431
2017-03-31,11133336824
2017-04-03,11057485173
2017-04-04,10991466143
2017-04-05,10860832743
2017-04-06,10822906918
2017-04-07,10674012935
2017-04-10,10763911189
2017-04-11,10794813713
2017-04-12,10842572160
2017-04-13,10747055266
2017-04-17,10820097597
2017-04-18,10933875074
2017-04-19,10817288277
2017-04-20,10907186530
2017-04-21,10880497986
2017-04-24,11009726725
2017-04-25,11040629250
2017-04-26,11006917405
2017-04-27,11025177988
2017-04-28,11101029639
2017-05-01,10953540317
2017-05-02,10612207886
2017-05-03,9416842047
2017-05-04,9803123605
2017-05-05,9766602440
2017-05-08,9834026130
2017-05-09,9752555838
2017-05-10,9834026130
2017-05-11,9853691373
2017-05-12,9822788848
2017-05-15,9848072732
2017-05-16,9834026130
2017-05-17,9720248653
2017-05-18,9730081274
2017-05-19,9787672343
2017-05-22,9842454091
2017-05-23,11476073915
2017-05-24,11594065373
2017-05-25,11689582267
2017-05-26,11542092945
2017-05-30,11374938380
2017-05-31,11233067699
2017-06-01,11144574106
2017-06-02,11279421486
2017-06-05,11251328282
2017-06-06,11137550805
2017-06-07,11424101487
2017-06-08,11342631195
2017-06-09,11105243620
2017-06-12,10952135657
2017-06-13,10912805171
2017-06-14,10939493715
2017-06-15,10863642064
2017-06-16,10807455655
2017-06-19,10928256433
2017-06-20,10711938761
2017-06-21,10637491770
2017-06-22,10610803226
2017-06-23,10636087110
2017-06-26,10460504583
2017-06-27,10439434680
2017-06-28,10398699534
2017-06-29,10336894485
2017-06-30,10488879733
2017-07-03,10667443771
2017-07-05,10838977729
2017-07-06,10602767033
2017-07-07,10803827328
2017-07-10,10751804734
2017-07-11,10616827193
2017-07-12,10793985215
2017-07-13,11018947783
2017-07-14,11020353799
2017-07-17,11063940297
2017-07-18,10993639494
2017-07-19,11063940297
2017-07-20,11189075725
2017-07-21,11196105806
2017-07-24,11266406608
2017-07-25,11331083346
2017-07-26,11207353934
2017-07-27,11141271180
2017-07-28,11227038159
2017-07-31,11021759815
2017-08-01,10975361286
2017-08-02,10893812355
2017-08-03,10680097915
2017-08-04,10733526525
2017-08-07,10862880002
2017-08-08,10823511552
2017-08-09,10816481472
2017-08-10,10961301125
2017-08-11,10864286018
2017-08-14,10857255938
2017-08-15,10848819841
2017-08-16,10848819841
2017-08-17,10622451257
2017-08-18,10538090294
2017-08-21,10557774519
2017-08-22,10688534012
2017-08-23,10612609145
2017-08-24,10611203129
2017-08-25,10619639225
2017-08-28,10486067700
2017-08-29,10432639091
2017-08-30,10411548850
2017-08-31,10493097781
2017-09-01,10713842301
2017-09-05,10640729466
2017-09-06,10629481338
2017-09-07,10635105402
2017-09-08,10519812086
2017-09-11,10650571578
2017-09-12,10044578661
2017-09-13,10164090025
2017-09-14,10240014892
2017-09-15,10197834410
2017-09-18,10241420908
2017-09-19,10190804330
2017-09-20,10048796709
2017-09-21,10036142564
2017-09-22,10022082404
2017-09-25,10050202725
2017-09-26,10048796709
2017-09-27,9951781601
2017-09-28,9777435611
2017-09-29,9766187483
2017-10-02,9834026283
2017-10-03,9749638186
2017-10-04,9776361083
2017-10-05,9817148664
2017-10-06,9665250088
2017-10-09,9448653972
2017-10-10,9541480879
2017-10-11,9527416196
2017-10-12,9542887347
2017-10-13,10195488634
2017-10-16,9954982556
2017-10-17,10015460693
2017-10-18,9907162634
2017-10-19,9962014898
2017-10-20,10009834819
2017-10-23,10002802478
2017-10-24,9947950215
2017-10-25,9848090966
2017-10-26,9839652156
2017-10-27,9819961600
2017-10-30,9742605844
2017-10-31,9673688898
2017-11-01,9783393425
2017-11-02,9722915288
2017-11-03,9544293815
2017-11-06,9513351513
2017-11-07,9483815679
2017-11-08,9548513220
2017-11-09,9507725640
2017-11-10,9444434567
2017-11-13,9326291230
2017-11-14,9313633016
2017-11-15,9163140909
2017-11-16,9230651387
2017-11-17,9212367299
2017-11-20,9184237933
2017-11-21,9184237933
2017-11-22,9209554362
2017-11-24,9177205592
2017-11-27,9164547377
2017-11-28,9205334958
2017-11-29,9341762382
2017-11-30,9410679328
2017-12-01,9443028099
2017-12-04,9492254489
2017-12-05,9291129523
2017-12-06,9610397825
2017-12-07,9734167035
2017-12-08,9815742195
2017-12-11,9798864576
2017-12-12,9659624215
2017-12-13,9313633016
2017-12-14,9299568333
2017-12-15,9520383855
2017-12-18,9427556947
2017-12-19,9410679328
2017-12-20,9458499250
2017-12-21,9421931074
2017-12-22,9386769367
2017-12-26,9447247503
2017-12-27,9403646986
2017-12-28,9444434567
2017-12-29,9434589289
2018-01-02,9178695893
2018-01-03,9375796878
2018-01-04,9513497567
2018-01-05,9441947209
2018-01-08,9305596527
2018-01-09,9400097000
2018-01-10,9367696838
2018-01-11,9509447547
2018-01-12,9414947074
2018-01-16,9474347371
2018-01-17,9510797553
2018-01-18,9401447007
2018-01-19,10470652353
2018-01-22,11084905424
2018-01-23,10877004384
2018-01-24,10804104020
2018-01-25,10800054000
2018-01-26,11043055215
2018-01-29,10916154580
2018-01-30,10793303966
2018-01-31,10723103615
2018-02-01,10754153770
2018-02-02,10611053055
2018-02-05,10920204600
2018-02-06,11144305721
2018-02-07,10980954904
2018-02-08,10794653973
2018-02-09,10901304506
2018-02-12,10754153770
2018-02-13,10733903669
2018-02-14,10133150665
2018-02-15,10420702103
2018-02-16,10678553392
2018-02-20,10269501347
2018-02-21,10138550692
2018-02-22,10204701023
2018-02-23,10343751718
2018-02-26,10256001279
2018-02-27,10102100510
2018-02-28,10183100915
2018-03-01,10257351286
2018-03-02,10148000739
2018-03-05,10528702643
2018-03-06,10409902049
2018-03-07,10453102265
2018-03-08,10396401981
2018-03-09,10119650598
2018-03-12,10250601252
2018-03-13,10242501212
2018-03-14,10022450112
2018-03-15,9954949774
2018-03-16,9913099565
2018-03-19,9807799038
2018-03-20,9988699943
2018-03-21,9857749288
2018-03-22,9726798633
2018-03-23,9790248951
2018-03-26,9880699403
2018-03-27,9802399011
2018-03-28,9863149315
2018-03-29,9981949909
2018-04-02,10161250806
2018-04-03,10376851884
2018-04-04,10589652948
2018-04-05,10519652598
2018-04-06,10582652913
2018-04-09,10487452437
2018-04-10,10374051870
2018-04-11,10428652143
2018-04-12,10507052535
2018-04-13,10519652598
2018-04-16,10508452542
2018-04-17,10472052360
2018-04-18,10480452402
2018-04-19,10598052990
2018-04-20,10322251611
2018-04-23,10281651408
2018-04-24,10180850904
2018-04-25,10157050785
2018-04-26,10075850379
2018-04-27,10176650883
2018-04-30,10112250561
2018-05-01,10029650148
2018-05-02,10260651303
2018-05-03,9837849189
2018-05-04,9868649343
2018-05-07,9710448552
2018-05-08,9732848664
2018-05-09,9788848944
2018-05-10,9905049525
2018-05-11,9963849819
2018-05-14,9945649728
2018-05-15,9945649728
2018-05-16,9882649413
2018-05-17,9896649483
2018-05-18,9752448762
2018-05-21,9790248951
2018-05-22,9795848979
2018-05-23,9777648888
2018-05-24,9814049070
2018-05-25,9791648958
2018-05-29,9752448762
2018-05-30,9849049245
2018-05-31,9737048685
2018-06-01,9784648923
2018-06-04,9798648993
2018-06-05,9861649308
2018-06-06,9809849048
2018-06-07,9674048370
2018-06-08,9683848419
2018-06-11,9756648783
2018-06-12,9756648783
2018-06-13,9938649693
2018-06-14,9877049385
2018-06-15,9811249056
2018-06-18,9951249756
2018-06-19,10060450302
2018-06-20,9837849189
2018-06-21,9947049735
2018-06-22,10012850064
2018-06-25,9975049875
2018-06-26,9928849644
2018-06-27,9809849048
2018-06-28,9744048720
2018-06-29,9759448797
2018-07-02,9780731552
2018-07-03,9593101768
2018-07-05,9790606804
2018-07-06,9844215314
2018-07-09,9799071305
2018-07-10,9903466825
2018-07-11,9841393813
2018-07-12,9713015540
2018-07-13,9659407030
2018-07-16,9545136259
2018-07-17,9697497287
2018-07-18,9650942528
2018-07-19,9588869517
2018-07-20,9597334018
2018-07-23,9545136259
2018-07-24,9564886762
2018-07-25,9605798520
2018-07-26,9660817780
2018-07-27,9594512518
2018-07-30,9617084522
2018-07-31,9752516547
2018-08-01,9310951716
2018-08-02,9361738725
2018-08-03,9323648468
2018-08-06,9343398971
2018-08-07,9411114984
2018-08-08,9282736710
2018-08-09,9196680944
2018-08-10,8942745898
2018-08-13,8693043102
2018-08-14,8739597860
2018-08-15,8717025856
2018-08-16,8834118128
2018-08-17,8893369639
2018-08-20,9003408159
2018-08-21,9011872660
2018-08-22,8887726638
2018-08-23,8845404130
2018-08-24,9054195168
2018-08-27,9127554182
2018-08-28,9134607933
2018-08-29,9215020698
2018-08-30,9121911181
2018-08-31,9167055189
2018-09-04,8987889906
2018-09-05,9027390913
2018-09-06,8928638395
2018-09-07,8986479156
2018-09-10,8882083636
2018-09-11,8924406144
2018-09-12,8973782403
2018-09-13,8983657655
2018-09-14,9075356422
2018-09-17,9114857429
2018-09-18,9141661684
2018-09-19,9203734696
2018-09-20,9336345220
2018-09-21,9413936484
2018-09-24,9343398971
2018-09-25,9399828982
2018-09-26,9508456752
2018-09-27,9669282282
2018-09-28,9693265036
2018-10-01,9539828536
2018-10-02,9744424770
2018-10-03,9709149557
2018-10-04,9649887199
2018-10-05,9726081659
2018-10-08,9985707225
2018-10-09,9864360493
2018-10-10,9517252399
2018-10-11,9398727685
2018-10-12,9483388195
2018-10-15,9597679885
2018-10-16,9706327540
2018-10-17,9682340395
2018-10-18,9497498280
2018-10-19,9514430382
2018-10-22,9431180880
2018-10-23,9439646931
2018-10-24,9261859859
2018-10-25,9329588268
2018-10-26,9204008510
2018-10-29,9280202970
2018-10-30,9597679885
2018-10-31,8720032591
2018-11-01,8828680247
2018-11-02,8818803187
2018-11-05,8748252762
2018-11-06,8935916893
2018-11-07,8854078400
2018-11-08,8815981170
2018-11-09,8927450842
2018-11-12,8760951838
2018-11-13,8710155532
2018-11-14,8478750136
2018-11-15,8326361217
2018-11-16,8241700706
2018-11-19,8241700706
2018-11-20,8188082383
2018-11-21,8216302553
2018-11-23,8114709941
2018-11-26,8250166757
2018-11-27,8226179613
2018-11-28,8272742894
2018-11-29,8178205323
2018-11-30,8052625566
2018-12-03,8371513489
2018-12-04,8189493392
2018-12-06,8278386928
2018-12-07,8391267608
2018-12-10,8415254753
2018-12-11,8250166757
2018-12-12,8413843745
2018-12-13,8336238277
2018-12-14,8300963064
2018-12-17,8168328264
2018-12-18,8013117328
2018-12-19,7982075141
2018-12-20,7654721166
2018-12-21,7527730400
2018-12-24,7345710303
2018-12-26,7548895528
2018-12-27,7519264349
2018-12-28,7478345103
2018-12-31,7545995413
2019-01-02,7544583363
2019-01-03,7541759263
2019-01-04,7750742669
2019-01-07,7815696971
2019-01-08,7869354872
2019-01-09,8055745478
2019-01-10,8002087576
2019-01-11,7867942822
2019-01-14,7704145018
2019-01-15,7516342362
2019-01-16,7394906059
2019-01-17,7390669909
2019-01-18,7488101362
2019-01-22,7327127657
2019-01-23,7437267560
2019-01-24,7496573662
2019-01-25,7524814663
2019-01-28,7615185865
2019-01-29,7584120764
2019-01-30,7682964267
2019-01-31,7776159570
2019-02-01,7760627019
2019-02-04,7640602766
2019-02-05,7623658165
2019-02-06,7657547366
2019-02-07,7570000264
2019-02-08,7488101362
2019-02-11,7390669909
2019-02-12,7440091660
2019-02-13,7507870062
2019-02-14,7471156761
2019-02-15,7386433759
2019-02-19,7434443460
2019-02-20,7441503710
2019-02-21,7551643613
2019-02-22,7310183057
2019-02-25,7544583363
2019-02-26,7464096511
2019-02-27,7488101362
2019-02-28,7495161612
2019-03-01,7483865212
2019-03-04,7457036261
2019-03-05,7370901208
2019-03-06,7204279304
2019-03-07,7142149102
2019-03-08,7092727350
2019-03-11,7291826406
2019-03-12,7342660208
2019-03-13,7345484308
2019-03-14,7349720458
2019-03-15,7464096511
2019-03-18,7373725308
2019-03-19,7349720458
2019-03-20,7259349255
2019-03-21,7383609659
2019-03-22,7300298706
2019-03-25,7263585405
2019-03-26,7284766156
2019-03-27,7315831257
2019-03-28,7370901208
2019-03-29,7493749562
2019-04-01,7472460319
2019-04-02,7380487223
2019-04-03,7342283014
2019-04-04,7530474118
2019-04-05,7534719030
2019-04-08,7574338210
2019-04-09,7514909440
2019-04-10,7497929792
2019-04-11,7493684880
2019-04-12,7449820788
2019-04-15,7425766286
2019-04-16,7321058453
2019-04-17,7294174010
2019-04-18,7234745240
2019-04-22,7260214713
2019-04-23,7251724888
2019-04-24,7233330269
2019-04-25,6876757650
2019-04-26,6929111566
2019-04-29,7091833198
2019-04-30,7415861491
2019-05-01,7380487223
2019-05-02,7234745240
2019-05-03,7237575181
2019-05-06,7166826646
2019-05-07,7072023608
2019-05-08,7561603474
2019-05-09,7523399265
2019-05-10,7606882536
2019-05-13,7427181256
2019-05-14,7449820788
2019-05-15,7537548972
2019-05-16,7540378913
2019-05-17,7390392018
2019-05-20,7333793189
2019-05-21,7355017750
2019-05-22,7343697984
2019-05-23,7275779390
2019-05-24,7152676939
2019-05-28,7162581734
2019-05-29,7330963248
2019-05-30,7241820093
2019-05-31,7398881842
2019-06-03,7725740076
2019-06-04,7746964637
2019-06-05,7715835281
2019-06-06,7796488612
2019-06-07,7803563465
2019-06-10,7980434804
2019-06-11,7952135390
2019-06-12,8079482754
2019-06-13,8136081582
2019-06-14,8187020528
2019-06-17,8137496553
2019-06-18,8204000176
2019-06-19,8116271992
2019-06-20,8151646260
2019-06-21,8143156436
2019-06-24,8134666611
2019-06-25,7906856327
2019-06-26,7871482059
2019-06-27,7796488612
2019-06-28,7882801825
2019-07-01,7966872249
2019-07-02,7983856165
2019-07-03,8029146610
2019-07-05,8012162693
2019-07-08,8063114443
2019-07-09,8108404888
2019-07-10,8094251624
2019-07-11,8003670735
2019-07-12,8047545853
2019-07-15,8036223242
2019-07-16,7903182561
2019-07-17,7879122013
2019-07-18,7901767235
2019-07-19,7864968749
2019-07-22,7973948881
2019-07-23,8063114443
2019-07-24,8048961179
2019-07-25,8014993346
2019-07-26,8057453138
2019-07-29,8007916714
2019-07-30,7976779534
2019-07-31,8269752096
2019-08-01,8197570450
2019-08-02,8094251624
2019-08-05,7826754936
2019-08-06,7935735068
2019-08-07,7964041596
2019-08-08,8223046325
2019-08-09,8098497603
2019-08-12,7552181617
2019-08-13,7567750207
2019-08-14,7549350964
2019-08-15,7617286630
2019-08-16,7765895901
2019-08-19,7785710471
2019-08-20,7628609242
2019-08-21,7741835353
2019-08-22,7770141881
2019-08-23,7532367047
2019-08-26,7573411512
2019-08-27,7441786158
2019-08-28,7421971589
2019-08-29,7447447464
2019-08-30,7559258248
2019-09-03,7552181617
2019-09-04,7628609242
2019-09-05,7815432325
2019-09-06,7897521256
2019-09-09,8081513686
2019-09-10,8065945096
2019-09-11,8204647082
2019-09-12,8138126742
2019-09-13,8043299874
2019-09-16,8183417186
2019-09-17,8019239325
2019-09-18,8064529770
2019-09-19,7947057679
2019-09-20,7920166478
2019-09-23,7921581804
2019-09-24,7862138096
2019-09-25,7937150395
2019-09-26,8005086061
2019-09-27,8002255409
2019-09-30,8029460100
2019-10-01,7996843077
2019-10-02,7921682112
2019-10-03,7911755192
2019-10-04,7982661763
2019-10-07,7889065089
2019-10-08,7717471187
2019-10-09,7775614575
2019-10-10,7853611803
2019-10-11,7971316711
2019-10-14,8019533180
2019-10-15,8101784802
2019-10-16,7856448066
2019-10-17,7806813467
2019-10-18,7757178867
2019-10-21,7820994781
2019-10-22,7856448066
2019-10-23,7863538723
2019-10-24,7748670078
2019-10-25,7833757964
2019-10-28,7874883775
2019-10-29,7968480448
2019-10-30,7482061371
2019-10-31,7657909668
2019-11-01,7689108559
2019-11-04,7978407368
2019-11-05,7883392563
2019-11-06,7829503569
2019-11-07,7863538723
2019-11-08,7925936506
2019-11-11,7916009586
2019-11-12,7901828272
2019-11-13,7828085438
2019-11-14,7863538723
2019-11-15,7968480448
2019-11-18,7754342604
2019-11-19,7893319483
2019-11-20,7842266752
2019-11-21,7748670078
2019-11-22,7669254719
2019-11-25,7640892090
2019-11-26,7555804205
2019-11-27,7579912439
2019-11-29,7569985519
2019-12-02,7592675622
2019-12-03,7496242686
2019-12-04,7530277840
2019-12-05,7588421228
2019-12-06,7618201988
2019-12-09,7572821782
2019-12-10,7758596998
2019-12-11,7839430489
2019-12-12,7931609032
2019-12-13,7908918929
2019-12-16,7930190900
2019-12-17,7918845849
2019-12-18,7961389791
2019-12-19,7938699689
2019-12-20,8161346322
2019-12-23,8079094699
2019-12-24,8090439751
2019-12-26,8137238087
2019-12-27,8135819956
2019-12-30,8104621065
2019-12-31,8159486248
2020-01-02,8160904056
2020-01-03,8214780768
2020-01-06,8155232823
2020-01-07,8087178029
2020-01-08,7995020496
2020-01-09,7936890359
2020-01-10,7891520496
2020-01-13,7908534195
2020-01-14,7883013647
2020-01-15,7851821866
2020-01-16,7985095838
2020-01-17,7948232825
2020-01-21,7997856112
2020-01-22,7922712277
2020-01-23,7883013647
2020-01-24,7701534196
2020-01-27,7349917760
2020-01-28,7317308171
2020-01-29,7237910912
2020-01-30,7439239677
2020-01-31,7433568445
2020-02-03,7512965704
2020-02-04,7511547896
2020-02-05,7707205429
2020-02-06,7605123238
2020-02-07,7667506799
2020-02-10,7751157484
2020-02-11,7797945155
2020-02-12,7800780771
2020-02-13,7907116387
2020-02-14,7687356114
2020-02-18,7599452005
