,AEE
2004-08-24,8891325000
2004-08-25,8939700000
2004-08-26,8951310000
2004-08-27,8962920000
2004-08-30,9011295000
2004-08-31,9053865000
2004-09-01,9067410000
2004-09-02,9055800000
2004-09-03,9053865000
2004-09-07,8957115000
2004-09-08,8825535000
2004-09-09,8850690000
2004-09-10,8935830000
2004-09-13,8914545000
2004-09-14,8926155000
2004-09-15,8889390000
2004-09-16,9017100000
2004-09-17,9042255000
2004-09-20,9011295000
2004-09-21,9055800000
2004-09-22,9042255000
2004-09-23,8930025000
2004-09-24,8955180000
2004-09-27,8924220000
2004-09-28,8935830000
2004-09-29,8895195000
2004-09-30,9013095000
2004-10-01,9059967000
2004-10-04,9071685000
2004-10-05,9104886000
2004-10-06,9110745000
2004-10-07,9034578000
2004-10-08,9071685000
2004-10-11,9069732000
2004-10-12,9179100000
2004-10-13,9052155000
2004-10-14,9093168000
2004-10-15,9140040000
2004-10-18,9110745000
2004-10-19,9036531000
2004-10-20,9030672000
2004-10-21,9017001000
2004-10-22,9181053000
2004-10-25,9347058000
2004-10-26,9460332000
2004-10-27,9331434000
2004-10-28,9306045000
2004-10-29,9374400000
2004-11-01,9395883000
2004-11-02,9268938000
2004-11-03,9442755000
2004-11-04,9643914000
2004-11-05,9497439000
2004-11-08,9511110000
2004-11-09,9587277000
2004-11-10,9540405000
2004-11-11,9616572000
2004-11-12,9628290000
2004-11-15,9571653000
2004-11-16,9571653000
2004-11-17,9470097000
2004-11-18,9526734000
2004-11-19,9530640000
2004-11-22,9620478000
2004-11-23,9671256000
2004-11-24,9696645000
2004-11-26,9716175000
2004-11-29,9618525000
2004-11-30,9456426000
2004-12-01,9491580000
2004-12-02,9407601000
2004-12-03,9503298000
2004-12-06,9450567000
2004-12-07,9380259000
2004-12-08,9358776000
2004-12-09,9444708000
2004-12-10,9485721000
2004-12-13,9587277000
2004-12-14,9608760000
2004-12-15,9706410000
2004-12-16,9710316000
2004-12-17,9677115000
2004-12-20,9696645000
2004-12-21,9716175000
2004-12-22,9723987000
2004-12-23,9694692000
2004-12-27,9618525000
2004-12-28,9686880000
2004-12-29,9718128000
2004-12-30,9794295000
2004-12-31,9792342000
2005-01-03,9610713000
2005-01-04,9534546000
2005-01-05,9448614000
2005-01-06,9544311000
2005-01-07,9540405000
2005-01-10,9626337000
2005-01-11,9583371000
2005-01-12,9618525000
2005-01-13,9618525000
2005-01-14,9669303000
2005-01-18,9735705000
2005-01-19,9749376000
2005-01-20,9749376000
2005-01-21,9645867000
2005-01-24,9766953000
2005-01-25,9661491000
2005-01-26,9739611000
2005-01-27,9706410000
2005-01-28,9725940000
2005-01-31,9788436000
2005-02-01,9921240000
2005-02-02,9884133000
2005-02-03,9862650000
2005-02-04,9860697000
2005-02-07,9862650000
2005-02-08,9862650000
2005-02-09,9954441000
2005-02-10,9956394000
2005-02-11,10001313000
2005-02-14,10089198000
2005-02-15,10063809000
2005-02-16,10016937000
2005-02-17,10018890000
2005-02-18,9962253000
2005-02-22,9745470000
2005-02-23,9786483000
2005-02-24,9880227000
2005-02-25,10024749000
2005-02-28,10052091000
2005-03-01,10083339000
2005-03-02,10085292000
2005-03-03,10011078000
2005-03-04,10122399000
2005-03-07,10018890000
2005-03-08,9975924000
2005-03-09,9755235000
2005-03-10,9819684000
2005-03-11,9667350000
2005-03-14,9833355000
2005-03-15,9770859000
2005-03-16,9679068000
2005-03-17,9708363000
2005-03-18,9636102000
2005-03-21,9606807000
2005-03-22,9391977000
2005-03-23,9401742000
2005-03-24,9432990000
2005-03-28,9415413000
2005-03-29,9319716000
2005-03-30,9475956000
2005-03-31,9787297000
2005-04-01,9797282000
2005-04-04,9815255000
2005-04-05,9903123000
2005-04-06,9992988000
2005-04-07,10028934000
2005-04-08,9951051000
2005-04-11,10036922000
2005-04-12,10162733000
2005-04-13,10150751000
2005-04-14,10122793000
2005-04-15,9949054000
2005-04-18,9996982000
2005-04-19,10076862000
2005-04-20,9990991000
2005-04-21,10122793000
2005-04-22,10200676000
2005-04-25,10262583000
2005-04-26,10194685000
2005-04-27,10258589000
2005-04-28,10190691000
2005-04-29,10324490000
2005-05-02,10412358000
2005-05-03,10404370000
2005-05-04,10540166000
2005-05-05,10538169000
2005-05-06,10486247000
2005-05-09,10598079000
2005-05-10,10522193000
2005-05-11,10604070000
2005-05-12,10618049000
2005-05-13,10440316000
2005-05-16,10584100000
2005-05-17,10713905000
2005-05-18,10683950000
2005-05-19,10634025000
2005-05-20,10638019000
2005-05-23,10644010000
2005-05-24,10642013000
2005-05-25,10711908000
2005-05-26,10715902000
2005-05-27,10829731000
2005-05-31,10899626000
2005-06-01,10983500000
2005-06-02,10997479000
2005-06-03,10947554000
2005-06-06,10663980000
2005-06-07,10725887000
2005-06-08,10743860000
2005-06-09,10697929000
2005-06-10,10715902000
2005-06-13,10755842000
2005-06-14,10809761000
2005-06-15,10747854000
2005-06-16,10803770000
2005-06-17,10881653000
2005-06-20,10881653000
2005-06-21,10907614000
2005-06-22,10963530000
2005-06-23,10937569000
2005-06-24,10883650000
2005-06-27,10915602000
2005-06-28,11043410000
2005-06-29,11067374000
2005-06-30,11270140000
2005-07-01,11335356000
2005-07-05,11341470000
2005-07-06,11219190000
2005-07-07,11266064000
2005-07-08,11329242000
2005-07-11,11341470000
2005-07-12,11394458000
2005-07-13,11402610000
2005-07-14,11319052000
2005-07-15,11280330000
2005-07-18,11264026000
2005-07-19,11331280000
2005-07-20,11339432000
2005-07-21,11182506000
2005-07-22,11231418000
2005-07-25,11196772000
2005-07-26,11153974000
2005-07-27,11261988000
2005-07-28,11408724000
2005-07-29,11335356000
2005-08-01,11219190000
2005-08-02,11382230000
2005-08-03,11457636000
2005-08-04,11406686000
2005-08-05,11186582000
2005-08-08,10978706000
2005-08-09,11082644000
2005-08-10,11109138000
2005-08-11,11147860000
2005-08-12,11158050000
2005-08-15,11176392000
2005-08-16,10984820000
2005-08-17,10935908000
2005-08-18,10974630000
2005-08-19,11074492000
2005-08-22,11058188000
2005-08-23,11123404000
2005-08-24,11009276000
2005-08-25,11086720000
2005-08-26,11037808000
2005-08-29,11121366000
2005-08-30,11127480000
2005-08-31,11194734000
2005-09-01,11374078000
2005-09-02,11384268000
2005-09-06,11355736000
2005-09-07,11292558000
2005-09-08,11206962000
2005-09-09,11259950000
2005-09-12,11231418000
2005-09-13,11174354000
2005-09-14,11259950000
2005-09-15,11359812000
2005-09-16,11471902000
2005-09-19,11367964000
2005-09-20,11310900000
2005-09-21,10986858000
2005-09-22,10770830000
2005-09-23,10778982000
2005-09-26,10758602000
2005-09-27,10840122000
2005-09-28,10931832000
2005-09-29,10982782000
2005-09-30,10933356000
2005-10-03,11002852000
2005-10-04,10829112000
2005-10-05,10661504000
2005-10-06,10600184000
2005-10-07,10647196000
2005-10-10,10495940000
2005-10-11,10450972000
2005-10-12,10401916000
2005-10-13,10205692000
2005-10-14,10307892000
2005-10-17,10426444000
2005-10-18,10291540000
2005-10-19,10354904000
2005-10-20,10193428000
2005-10-21,10267012000
2005-10-24,10643108000
2005-10-25,10655372000
2005-10-26,10514336000
2005-10-27,10444840000
2005-10-28,10643108000
2005-10-31,10751440000
2005-11-01,10555216000
2005-11-02,10577700000
2005-11-03,10561348000
2005-11-04,10547040000
2005-11-07,10442796000
2005-11-08,10473456000
2005-11-09,10567480000
2005-11-10,10592008000
2005-11-11,10549084000
2005-11-14,10432576000
2005-11-15,10397828000
2005-11-16,10432576000
2005-11-17,10606316000
2005-11-18,10557260000
2005-11-21,10585876000
2005-11-22,10630844000
2005-11-23,10714648000
2005-11-25,10816848000
2005-11-28,10839332000
2005-11-29,10822980000
2005-11-30,10722824000
2005-12-01,10743264000
2005-12-02,10812760000
2005-12-05,10614492000
2005-12-06,10538864000
2005-12-07,10461192000
2005-12-08,10489808000
2005-12-09,10528644000
2005-12-12,10493896000
2005-12-13,10567480000
2005-12-14,10694208000
2005-12-15,10694208000
2005-12-16,10683988000
2005-12-19,10571568000
2005-12-20,10608360000
2005-12-21,10528644000
2005-12-22,10575656000
2005-12-23,10575656000
2005-12-27,10579744000
2005-12-28,10589964000
2005-12-29,10542952000
2005-12-30,10473456000
2006-01-03,10620928000
2006-01-04,10567680000
2006-01-05,10477568000
2006-01-06,10631168000
2006-01-09,10579968000
2006-01-10,10571776000
2006-01-11,10465280000
2006-01-12,10397696000
2006-01-13,10450944000
2006-01-17,10559488000
2006-01-18,10579968000
2006-01-19,10725376000
2006-01-20,10639360000
2006-01-23,10647552000
2006-01-24,10756096000
2006-01-25,10543104000
2006-01-26,10549248000
2006-01-27,10510336000
2006-01-30,10420224000
2006-01-31,10395648000
2006-02-01,10487808000
2006-02-02,10373120000
2006-02-03,10276864000
2006-02-06,10297344000
2006-02-07,10280960000
2006-02-08,10291200000
2006-02-09,10321920000
2006-02-10,10381312000
2006-02-13,10362880000
2006-02-14,10237952000
2006-02-15,10250240000
2006-02-16,10260480000
2006-02-17,10272768000
2006-02-21,10350592000
2006-02-22,10469376000
2006-02-23,10446848000
2006-02-24,10471424000
2006-02-27,10502144000
2006-02-28,10377216000
2006-03-01,10317824000
2006-03-02,10268672000
2006-03-03,10364928000
2006-03-06,10090496000
2006-03-07,10053632000
2006-03-08,10084352000
2006-03-09,10250240000
2006-03-10,10326016000
2006-03-13,10311680000
2006-03-14,10379264000
2006-03-15,10330112000
2006-03-16,10457088000
2006-03-17,10409984000
2006-03-20,10301440000
2006-03-21,10229760000
2006-03-22,10315776000
2006-03-23,10342400000
2006-03-24,10348544000
2006-03-27,10280960000
2006-03-28,10332160000
2006-03-29,10379264000
2006-03-30,10303488000
2006-03-31,10233028000
2006-04-03,10292594000
2006-04-04,10356268000
2006-04-05,10504156000
2006-04-06,10302864000
2006-04-07,10196056000
2006-04-10,10185786000
2006-04-11,10091302000
2006-04-12,10200164000
2006-04-13,10148814000
2006-04-17,10196056000
2006-04-18,10350106000
2006-04-19,10317242000
2006-04-20,10345998000
2006-04-21,10327512000
2006-04-24,10393240000
2006-04-25,10233028000
2006-04-26,10136490000
2006-04-27,10331620000
2006-04-28,10345998000
2006-05-01,10189894000
2006-05-02,10241244000
2006-05-03,10200164000
2006-05-04,10200164000
2006-05-05,10358322000
2006-05-08,10290540000
2006-05-09,10169354000
2006-05-10,10257676000
2006-05-11,10122112000
2006-05-12,9986548000
2006-05-15,10093356000
2006-05-16,10009142000
2006-05-17,9898226000
2006-05-18,9867416000
2006-05-19,10013250000
2006-05-22,10159084000
2006-05-23,9941360000
2006-05-24,10087194000
2006-05-25,10130328000
2006-05-26,10165246000
2006-05-30,10033790000
2006-05-31,10165246000
2006-06-01,10265892000
2006-06-02,10382970000
2006-06-05,10267946000
2006-06-06,10288486000
2006-06-07,10243298000
2006-06-08,10335728000
2006-06-09,10405564000
2006-06-12,10450752000
2006-06-13,10387078000
2006-06-14,10317242000
2006-06-15,10397348000
2006-06-16,10385024000
2006-06-19,10321350000
2006-06-20,10317242000
2006-06-21,10329566000
2006-06-22,10263838000
2006-06-23,10267946000
2006-06-26,10290540000
2006-06-27,10296702000
2006-06-28,10306972000
2006-06-29,10415834000
2006-06-30,10397950000
2006-07-03,10496782000
2006-07-05,10422658000
2006-07-06,10340298000
2006-07-07,10453543000
2006-07-10,10461779000
2006-07-11,10502959000
2006-07-12,10445307000
2006-07-13,10414422000
2006-07-14,10360888000
2006-07-17,10441189000
2006-07-18,10410304000
2006-07-19,10548257000
2006-07-20,10647089000
2006-07-21,10640912000
2006-07-24,10634735000
2006-07-25,10647089000
2006-07-26,10653266000
2006-07-27,10544139000
2006-07-28,10667679000
2006-07-31,10603850000
2006-08-01,10710918000
2006-08-02,10677974000
2006-08-03,10500900000
2006-08-04,10509136000
2006-08-07,10272351000
2006-08-08,10327944000
2006-08-09,10365006000
2006-08-10,10375301000
2006-08-11,10352652000
2006-08-14,10472074000
2006-08-15,10614145000
2006-08-16,10502959000
2006-08-17,10492664000
2006-08-18,10591496000
2006-08-21,10647089000
2006-08-22,10723272000
2006-08-23,10686210000
2006-08-24,10758275000
2006-08-25,10785042000
2006-08-28,10875638000
2006-08-29,10931231000
2006-08-30,10914759000
2006-08-31,11025945000
2006-09-01,11013591000
2006-09-05,10787101000
2006-09-06,10801514000
2006-09-07,10725331000
2006-09-08,10741803000
2006-09-11,10793278000
2006-09-12,10731508000
2006-09-13,10778865000
2006-09-14,10725331000
2006-09-15,10887992000
2006-09-18,10815927000
2006-09-19,10850930000
2006-09-20,10887992000
2006-09-21,10861225000
2006-09-22,10828281000
2006-09-25,10892110000
2006-09-26,10869461000
2006-09-27,10988883000
2006-09-28,10982706000
2006-09-29,10869461000
2006-10-02,10889422000
2006-10-03,10833748000
2006-10-04,10862616000
2006-10-05,10883236000
2006-10-06,10823438000
2006-10-09,10881174000
2006-10-10,10883236000
2006-10-11,10897670000
2006-10-12,10872926000
2006-10-13,10841996000
2006-10-16,10918290000
2006-10-17,11023452000
2006-10-18,11140986000
2006-10-19,11161606000
2006-10-20,11217280000
2006-10-23,11264706000
2006-10-24,11289450000
2006-10-25,11365744000
2006-10-26,11295636000
2006-10-27,11293574000
2006-10-30,11305946000
2006-10-31,11155420000
2006-11-01,11194598000
2006-11-02,11097684000
2006-11-03,11095622000
2006-11-06,11075002000
2006-11-07,11116242000
2006-11-08,11126552000
2006-11-09,11081188000
2006-11-10,11093560000
2006-11-13,11021390000
2006-11-14,11114180000
2006-11-15,11029638000
2006-11-16,11013142000
2006-11-17,11093560000
2006-11-20,11091498000
2006-11-21,11070878000
2006-11-22,11085312000
2006-11-24,11099746000
2006-11-27,11064692000
2006-11-28,11151296000
2006-11-29,11258520000
2006-11-30,11281202000
2006-12-01,11297698000
2006-12-04,11209032000
2006-12-05,11215218000
2006-12-06,11186350000
2006-12-07,11079126000
2006-12-08,11033762000
2006-12-11,11062630000
2006-12-12,11110056000
2006-12-13,11134800000
2006-12-14,11167792000
2006-12-15,11136862000
2006-12-18,11027576000
2006-12-19,11101808000
2006-12-20,11093560000
2006-12-21,11103870000
2006-12-22,11116242000
2006-12-26,11132738000
2006-12-27,11151296000
2006-12-28,11132738000
2006-12-29,11079126000
2007-01-03,11156400000
2007-01-04,11123344000
2007-01-05,10972526000
2007-01-08,10982856000
2007-01-09,11020044000
2007-01-10,11009714000
2007-01-11,11022110000
2007-01-12,10964262000
2007-01-16,10949800000
2007-01-17,10949800000
2007-01-18,10894018000
2007-01-19,10949800000
2007-01-22,10939470000
2007-01-23,10937404000
2007-01-24,11003516000
2007-01-25,10920876000
2007-01-26,10995252000
2007-01-29,10908480000
2007-01-30,10918810000
2007-01-31,10972526000
2007-02-01,11061364000
2007-02-02,11092354000
2007-02-05,11141938000
2007-02-06,11164664000
2007-02-07,11125410000
2007-02-08,11183258000
2007-02-09,11154334000
2007-02-12,11187390000
2007-02-13,11270030000
2007-02-14,11340274000
2007-02-15,11053100000
2007-02-16,11055166000
2007-02-20,11088222000
2007-02-21,10980790000
2007-02-22,10941536000
2007-02-23,10941536000
2007-02-26,11079958000
2007-02-27,10753530000
2007-02-28,10784520000
2007-03-01,10811378000
2007-03-02,10666758000
2007-03-05,10439498000
2007-03-06,10505610000
2007-03-07,10507676000
2007-03-08,10383716000
2007-03-09,10354792000
2007-03-12,10418838000
2007-03-13,10247360000
2007-03-14,10245294000
2007-03-15,10263888000
2007-03-16,10069684000
2007-03-19,10170918000
2007-03-20,10394046000
2007-03-21,10476686000
2007-03-22,10336198000
2007-03-23,10460158000
2007-03-26,10460158000
2007-03-27,10458092000
2007-03-28,10567590000
2007-03-29,10567590000
2007-03-30,10391980000
2007-04-02,10545532000
2007-04-03,10543461000
2007-04-04,10462692000
2007-04-05,10454408000
2007-04-09,10388136000
2007-04-10,10528964000
2007-04-11,10489615000
2007-04-12,10452337000
2007-04-13,10481331000
2007-04-16,10477189000
2007-04-17,10541390000
2007-04-18,10557958000
2007-04-19,10460621000
2007-04-20,10396420000
2007-04-23,10599378000
2007-04-24,10862395000
2007-04-25,10837543000
2007-04-26,10825117000
2007-04-27,10845827000
2007-04-30,10887247000
2007-05-01,11034288000
2007-05-02,11154406000
2007-05-03,11154406000
2007-05-04,11164761000
2007-05-07,11274524000
2007-05-08,11251743000
2007-05-09,11276595000
2007-05-10,11125412000
2007-05-11,11260027000
2007-05-14,11235175000
2007-05-15,11253814000
2007-05-16,11376003000
2007-05-17,11311802000
2007-05-18,11274524000
2007-05-21,11197897000
2007-05-22,11162690000
2007-05-23,11090205000
2007-05-24,10829259000
2007-05-25,10748490000
2007-05-29,10796123000
2007-05-30,10862395000
2007-05-31,10990797000
2007-06-01,10928667000
2007-06-04,10740206000
2007-06-05,10564171000
2007-06-06,10460621000
2007-06-07,10135474000
2007-06-08,10187249000
2007-06-11,10276302000
2007-06-12,10149971000
2007-06-13,10375710000
2007-06-14,10350858000
2007-06-15,10444053000
2007-06-18,10367426000
2007-06-19,10348787000
2007-06-20,10098196000
2007-06-21,10141687000
2007-06-22,10044350000
2007-06-25,10038137000
2007-06-26,10069202000
2007-06-27,10185178000
2007-06-28,10087841000
2007-06-29,10149971000
2007-07-02,10406988000
2007-07-03,10411140000
2007-07-05,10348860000
2007-07-06,10292808000
2007-07-09,10340556000
2007-07-10,10215996000
2007-07-11,10267896000
2007-07-12,10413216000
2007-07-13,10564764000
2007-07-16,10388304000
2007-07-17,10485876000
2007-07-18,10757832000
2007-07-19,10909380000
2007-07-20,10691400000
2007-07-23,10739148000
2007-07-24,10419444000
2007-07-25,10496256000
2007-07-26,10180704000
2007-07-27,10122576000
2007-07-30,10066524000
2007-07-31,9960648000
2007-08-01,10338480000
2007-08-02,10174476000
2007-08-03,9869304000
2007-08-06,10062372000
2007-08-07,10357164000
2007-08-08,10639500000
2007-08-09,10633272000
2007-08-10,10662336000
2007-08-13,10338480000
2007-08-14,10056144000
2007-08-15,10033308000
2007-08-16,10213920000
2007-08-17,10454736000
2007-08-20,10431900000
2007-08-21,10473420000
2007-08-22,10514940000
2007-08-23,10629120000
2007-08-24,10597980000
2007-08-27,10409064000
2007-08-28,10284504000
2007-08-29,10533624000
2007-08-30,10498332000
2007-08-31,10541928000
2007-09-04,10622892000
2007-09-05,10523244000
2007-09-06,10591752000
2007-09-07,10508712000
2007-09-10,10463040000
2007-09-11,10537776000
2007-09-12,10668564000
2007-09-13,10728768000
2007-09-14,10803504000
2007-09-17,10799352000
2007-09-18,11042244000
2007-09-19,11108676000
2007-09-20,11002800000
2007-09-21,11067156000
2007-09-24,11006952000
2007-09-25,10957128000
2007-09-26,11019408000
2007-09-27,11006952000
2007-09-28,10899000000
2007-10-01,11110722000
2007-10-02,11123220000
2007-10-03,11154465000
2007-10-04,11219038000
2007-10-05,11187793000
2007-10-08,11194042000
2007-10-09,11277362000
2007-10-10,11225287000
2007-10-11,11212789000
2007-10-12,11248200000
2007-10-15,11208623000
2007-10-16,11237785000
2007-10-17,11266947000
2007-10-18,11185710000
2007-10-19,10927418000
2007-10-22,10985742000
2007-10-23,10917003000
2007-10-24,10937833000
2007-10-25,11039900000
2007-10-26,11129469000
2007-10-29,11173212000
2007-10-30,11160714000
2007-10-31,11260698000
2007-11-01,11031568000
2007-11-02,11069062000
2007-11-05,11144050000
2007-11-06,11229453000
2007-11-07,11023236000
2007-11-08,11181544000
2007-11-09,10998240000
2007-11-12,10879509000
2007-11-13,11023236000
2007-11-14,10904505000
2007-11-15,10914920000
2007-11-16,11041983000
2007-11-19,11027402000
2007-11-20,11148216000
2007-11-21,11150299000
2007-11-23,11162797000
2007-11-26,11031568000
2007-11-27,11173212000
2007-11-28,11227370000
2007-11-29,11166963000
2007-11-30,11216955000
2007-12-03,11091975000
2007-12-04,11152382000
2007-12-05,11254449000
2007-12-06,11202374000
2007-12-07,11183627000
2007-12-10,11281528000
2007-12-11,11119054000
2007-12-12,11154465000
2007-12-13,11316939000
2007-12-14,11200291000
2007-12-17,11123220000
2007-12-18,11206540000
2007-12-19,11183627000
2007-12-20,11233619000
2007-12-21,11321105000
2007-12-24,11344018000
2007-12-26,11302358000
2007-12-27,11221121000
2007-12-28,11337769000
2007-12-31,11313627000
2008-01-02,11134145000
2008-01-03,11125797000
2008-01-04,11044404000
2008-01-07,11188407000
2008-01-08,11125797000
2008-01-09,11113275000
2008-01-10,10946315000
2008-01-11,10823182000
2008-01-14,10768920000
2008-01-15,10643700000
2008-01-16,10551872000
2008-01-17,10078123000
2008-01-18,9829770000
2008-01-22,9554286000
2008-01-23,9886119000
2008-01-24,9485415000
2008-01-25,9220366000
2008-01-28,9356021000
2008-01-29,9218279000
2008-01-30,9209931000
2008-01-31,9337238000
2008-02-01,9504198000
2008-02-04,9673245000
2008-02-05,9393587000
2008-02-06,9391500000
2008-02-07,9287150000
2008-02-08,9245410000
2008-02-11,9216192000
2008-02-12,9249584000
2008-02-13,9278802000
2008-02-14,9182800000
2008-02-15,9201583000
2008-02-19,9226627000
2008-02-20,9174452000
2008-02-21,8986622000
2008-02-22,9109755000
2008-02-25,9155669000
2008-02-26,9203670000
2008-02-27,9074276000
2008-02-28,9042971000
2008-02-29,8911490000
2008-03-03,8717399000
2008-03-04,8853054000
2008-03-05,8848880000
2008-03-06,8694442000
2008-03-07,8658963000
2008-03-10,8669398000
2008-03-11,8867663000
2008-03-12,8773748000
2008-03-13,8729921000
2008-03-14,8671485000
2008-03-17,8840532000
2008-03-18,9078450000
2008-03-19,8944882000
2008-03-20,9090972000
2008-03-24,9045058000
2008-03-25,8974100000
2008-03-26,9078450000
2008-03-27,9164017000
2008-03-28,9065928000
2008-03-31,9226380000
2008-04-01,9412835000
2008-04-02,9481970000
2008-04-03,9433785000
2008-04-04,9446355000
2008-04-07,9494540000
2008-04-08,9463115000
2008-04-09,9444260000
2008-04-10,9343700000
2008-04-11,9324845000
2008-04-14,9333225000
2008-04-15,9456830000
2008-04-16,9519680000
2008-04-17,9607670000
2008-04-18,9611860000
2008-04-21,9549010000
2008-04-22,9492445000
2008-04-23,9561580000
2008-04-24,9511300000
2008-04-25,9551105000
2008-04-28,9530155000
2008-04-29,9528060000
2008-04-30,9502920000
2008-05-01,9704040000
2008-05-02,10003625000
2008-05-05,9781555000
2008-05-06,9781555000
2008-05-07,9580435000
2008-05-08,9634905000
2008-05-09,9618145000
2008-05-12,9689375000
2008-05-13,9538535000
2008-05-14,9653760000
2008-05-15,9651665000
2008-05-16,9651665000
2008-05-19,9624430000
2008-05-20,9563675000
2008-05-21,9544820000
2008-05-22,9607670000
2008-05-23,9408645000
2008-05-27,9542725000
2008-05-28,9551105000
2008-05-29,9593005000
2008-05-30,9521775000
2008-06-02,9435880000
2008-06-03,9320655000
2008-06-04,9322750000
2008-06-05,9360460000
2008-06-06,9144675000
2008-06-09,9167720000
2008-06-10,9280850000
2008-06-11,9165625000
2008-06-12,9054590000
2008-06-13,9111155000
2008-06-16,9121630000
2008-06-17,9090205000
2008-06-18,8998025000
2008-06-19,9090205000
2008-06-20,8945650000
2008-06-23,9010595000
2008-06-24,8966600000
2008-06-25,9016880000
2008-06-26,8790620000
2008-06-27,8664920000
2008-06-30,8880969000
2008-07-01,8967192000
2008-07-02,8923029000
2008-07-03,8828394000
2008-07-07,8746377000
2008-07-08,8864145000
2008-07-09,8756892000
2008-07-10,8752686000
2008-07-11,8626506000
2008-07-14,8586549000
2008-07-15,8597064000
2008-07-16,8542385999
2008-07-17,8466678000
2008-07-18,8506635000
2008-07-21,8557106999
2008-07-22,8527664999
2008-07-23,8508738000
2008-07-24,8456163000
2008-07-25,8433030000
2008-07-28,8426721000
2008-07-29,8468781000
2008-07-30,8592858000
2008-07-31,8641227000
2008-08-01,8241656999
2008-08-04,8210112000
2008-08-05,8487708000
2008-08-06,8420412000
2008-08-07,8327880000
2008-08-08,8500326000
2008-08-11,8695905000
2008-08-12,8811570000
2008-08-13,8805261000
2008-08-14,8681184000
2008-08-15,8832600000
2008-08-18,8868351000
2008-08-19,8841012000
2008-08-20,8836806000
2008-08-21,8841012000
2008-08-22,8939853000
2008-08-25,8838909000
2008-08-26,8874660000
2008-08-27,8958780000
2008-08-28,9023973000
2008-08-29,8803158000
2008-09-02,8681184000
2008-09-03,8527664999
2008-09-04,8466678000
2008-09-05,8401485000
2008-09-08,8470884000
2008-09-09,8321571000
2008-09-10,8296335000
2008-09-11,8346806999
2008-09-12,8456163000
2008-09-15,8409897000
2008-09-16,8500326000
2008-09-17,8262687000
2008-09-18,8695905000
2008-09-19,8735862000
2008-09-22,8338395000
2008-09-23,8275305000
2008-09-24,8321571000
2008-09-25,8401485000
2008-09-26,8449854000
2008-09-29,8231142000
2008-09-30,8270457000
2008-10-01,8232315000
2008-10-02,8047961999
2008-10-03,7840300000
2008-10-06,7494902999
2008-10-07,7153744000
2008-10-08,7018127999
2008-10-09,6409975000
2008-10-10,5835726000
2008-10-13,6757491000
2008-10-14,6876155000
2008-10-15,6357000000
2008-10-16,6435403000
2008-10-17,6416332000
2008-10-20,6861322000
2008-10-21,6681207000
2008-10-22,6289192000
2008-10-23,6494735000
2008-10-24,6257407000
2008-10-27,6109077000
2008-10-28,6770205000
2008-10-29,6494735000
2008-10-30,6907940000
2008-10-31,6876155000
2008-11-03,6810466000
2008-11-04,7113483000
2008-11-05,6838013000
2008-11-06,6479902000
2008-11-07,6840132000
2008-11-10,6757491000
2008-11-11,6787157000
2008-11-12,6666374000
2008-11-13,7138910999
2008-11-14,7134673000
2008-11-17,7181291000
2008-11-18,7107126000
2008-11-19,6854965000
2008-11-20,6284954000
2008-11-21,6920653999
2008-11-24,7204600000
2008-11-25,7278765000
2008-11-26,7310550000
2008-11-28,7539402000
2008-12-01,7009652000
2008-12-02,7202481000
2008-12-03,7329621000
2008-12-04,6954558000
2008-12-05,7141030000
2008-12-08,7035080000
2008-12-09,6982105000
2008-12-10,7064746000
2008-12-11,6988461999
2008-12-12,6939725000
2008-12-15,6712992000
2008-12-16,7003294999
2008-12-17,6912177999
2008-12-18,6929130000
2008-12-19,6927010999
2008-12-22,6897344999
2008-12-23,6712992000
2008-12-24,6757491000
2008-12-26,6821060999
2008-12-29,6791394999
2008-12-30,6876155000
2008-12-31,7074402000
2009-01-02,7257323999
2009-01-05,7242434999
2009-01-06,7085037000
2009-01-07,6968052000
2009-01-08,6985068000
2009-01-09,6946781999
2009-01-12,6929766000
2009-01-13,6846812999
2009-01-14,6719193000
2009-01-15,6761733000
2009-01-16,6906369000
2009-01-20,6748971000
2009-01-21,6934020000
2009-01-22,6902115000
2009-01-23,7038243000
2009-01-26,7170117000
2009-01-27,7284975000
2009-01-28,7427484000
2009-01-29,7370055000
2009-01-30,7072275000
2009-02-02,7046751000
2009-02-03,7072275000
2009-02-04,7136084999
2009-02-05,7191387000
2009-02-06,7167990000
2009-02-09,7150973999
2009-02-10,6997830000
2009-02-11,6876591000
2009-02-12,6868083000
2009-02-13,6806400000
2009-02-17,5623788000
2009-02-18,5657820000
2009-02-19,5662074000
2009-02-20,5472771000
2009-02-23,5315373000
2009-02-24,5421723000
2009-02-25,5345151000
2009-02-26,5200515000
2009-02-27,5058006000
2009-03-02,4721940000
2009-03-03,4507113000
2009-03-04,4596447000
2009-03-05,4377366000
2009-03-06,4460319000
2009-03-09,4202952000
2009-03-10,4266761999
2009-03-11,4207206000
2009-03-12,4256127000
2009-03-13,4288032000
2009-03-16,4392255000
2009-03-17,4556034000
2009-03-18,4702797000
2009-03-19,4677273000
2009-03-20,4677273000
2009-03-23,4924005000
2009-03-24,4915497000
2009-03-25,4943148000
2009-03-26,5070768000
2009-03-27,4958037000
2009-03-30,4841052000
2009-03-31,4953384000
2009-04-01,5002512000
2009-04-02,5023872000
2009-04-03,4970472000
2009-04-06,4949112000
2009-04-07,4859400000
2009-04-08,4844448000
2009-04-09,4893576000
