,PODD
2012-05-29,885225756
2012-05-30,885225756
2012-05-31,880921579
2012-06-01,848879372
2012-06-04,851748823
2012-06-05,862270145
2012-06-06,890486417
2012-06-07,906268400
2012-06-08,928267527
2012-06-11,946918962
2012-06-12,956962041
2012-06-13,950744897
2012-06-14,945962478
2012-06-15,958875009
2012-06-18,967961605
2012-06-19,988765128
2012-06-20,1001916780
2012-06-21,976091717
2012-06-22,1011959860
2012-06-25,1003829748
2012-06-26,997134361
2012-06-27,1006699199
2012-06-28,997612603
2012-06-29,1022002940
2012-07-02,1049224001
2012-07-03,1044419862
2012-07-05,1037694067
2012-07-06,1014153785
2012-07-09,1026644547
2012-07-10,1023281649
2012-07-11,1012232129
2012-07-12,978122741
2012-07-13,993495986
2012-07-16,994456814
2012-07-17,1007908404
2012-07-18,1001663023
2012-07-19,979563982
2012-07-20,972838188
2012-07-23,956984528
2012-07-24,953141217
2012-07-25,955062872
2012-07-26,950018526
2012-07-27,983887708
2012-07-30,954582459
2012-07-31,939689627
2012-08-01,925277209
2012-08-02,910384378
2012-08-03,938248385
2012-08-06,938728799
2012-08-07,921433898
2012-08-08,899334858
2012-08-09,965631979
2012-08-10,999260953
2012-08-13,979083568
2012-08-14,960827840
2012-08-15,962749495
2012-08-16,966112393
2012-08-17,989172261
2012-08-20,986770191
2012-08-21,981966052
2012-08-22,977161913
2012-08-23,985328949
2012-08-24,1017516682
2012-08-27,1010310473
2012-08-28,1003104264
2012-08-29,1009830059
2012-08-30,1005506334
2012-08-31,1007427990
2012-09-04,1021359993
2012-09-05,1008388818
2012-09-06,1026644547
2012-09-07,1021359993
2012-09-10,1039615722
2012-09-11,1026164133
2012-09-12,1028566202
2012-09-13,1057391037
2012-09-14,1063636418
2012-09-17,1060753935
2012-09-18,1037213653
2012-09-19,1057871451
2012-09-20,1061714763
2012-09-21,1059312693
2012-09-24,1054508554
2012-09-25,1051145656
2012-09-26,1037694067
2012-09-27,1041056964
2012-09-28,1036733239
2012-10-01,1046368249
2012-10-02,1065656143
2012-10-03,1048297038
2012-10-04,1056494393
2012-10-05,1053119012
2012-10-08,1040581881
2012-10-09,1019847395
2012-10-10,1034795513
2012-10-11,1021776184
2012-10-12,1015025421
2012-10-15,1022258382
2012-10-16,1021776184
2012-10-17,1006828066
2012-10-18,1012132237
2012-10-19,1012132237
2012-10-22,1018400803
2012-10-23,1014061027
2012-10-24,1016954211
2012-10-25,1025151566
2012-10-26,1022740579
2012-10-31,1022740579
2012-11-01,1029491342
2012-11-02,990433356
2012-11-05,1000077303
2012-11-06,988504567
2012-11-07,939802635
2012-11-08,922443530
2012-11-09,979342817
2012-11-12,994773133
2012-11-13,978860620
2012-11-14,965841292
2012-11-15,984646988
2012-11-16,988986764
2012-11-19,1024669368
2012-11-20,1053119012
2012-11-21,1066138340
2012-11-23,1068067130
2012-11-26,1057458788
2012-11-27,1035277710
2012-11-28,1035277710
2012-11-29,1055529999
2012-11-30,1058423183
2012-12-03,1065173946
2012-12-04,1059869775
2012-12-05,1056494393
2012-12-06,1049618259
2012-12-07,1047332644
2012-12-10,1047814841
2012-12-11,1063727354
2012-12-12,1062280762
2012-12-13,1053601209
2012-12-14,1047294068
2012-12-17,1042510670
2012-12-18,1044439460
2012-12-19,1022740579
2012-12-20,1023704974
2012-12-21,1024187171
2012-12-24,1024187171
2012-12-26,1006345869
2012-12-27,1008274658
2012-12-28,1013578829
2012-12-31,1125771928
2013-01-02,1140096076
2013-01-03,1152298128
2013-01-04,1157072844
2013-01-07,1190495856
2013-01-08,1190495856
2013-01-09,1188904284
2013-01-10,1221266248
2013-01-11,1213308388
2013-01-14,1200575812
2013-01-15,1202167384
2013-01-16,1222857820
2013-01-17,1218613628
2013-01-18,1237712492
2013-01-22,1255219784
2013-01-23,1246200876
2013-01-24,1263708168
2013-01-25,1283868080
2013-01-28,1267952360
2013-01-29,1261055548
2013-01-30,1234529348
2013-01-31,1223918868
2013-02-01,1234529348
2013-02-04,1214899960
2013-02-05,1217552580
2013-02-06,1219144152
2013-02-07,1205881052
2013-02-08,1213838912
2013-02-11,1212247340
2013-02-12,1199249502
2013-02-13,1194740048
2013-02-14,1146462364
2013-02-15,1129485596
2013-02-19,1140626600
2013-02-20,1125241404
2013-02-21,1123649832
2013-02-22,1131077168
2013-02-25,1115161448
2013-02-26,1124180356
2013-02-27,1135321360
2013-02-28,1197392668
2013-03-01,1241426160
2013-03-04,1249384020
2013-03-05,1246200876
2013-03-06,1224449392
2013-03-07,1235059872
2013-03-08,1269543932
2013-03-11,1266360788
2013-03-12,1268482884
2013-03-13,1261586072
2013-03-14,1286520700
2013-03-15,1275379696
2013-03-18,1274318648
2013-03-19,1275910220
2013-03-20,1287581748
2013-03-21,1287051224
2013-03-22,1297661704
2013-03-25,1305089040
2013-03-26,1337451004
2013-03-27,1359202488
2013-03-28,1371935064
2013-04-01,1399702382
2013-04-02,1427158082
2013-04-03,1402394117
2013-04-04,1407777588
2013-04-05,1391627175
2013-04-08,1404547505
2013-04-09,1406162546
2013-04-10,1416929488
2013-04-11,1408315935
2013-04-12,1413161058
2013-04-15,1398087340
2013-04-16,1417467835
2013-04-17,1419082876
2013-04-18,1394318911
2013-04-19,1412084364
2013-04-22,1406700893
2013-04-23,1393780564
2013-04-24,1372785028
2013-04-25,1371708334
2013-04-26,1361479740
2013-04-29,1370631640
2013-04-30,1358788004
2013-05-01,1322718750
2013-05-02,1339945857
2013-05-03,1372785028
2013-05-06,1338869163
2013-05-07,1538057578
2013-05-08,1526213943
2013-05-09,1512216919
2013-05-10,1571435097
2013-05-13,1561206503
2013-05-14,1585970468
2013-05-15,1585970468
2013-05-16,1574126832
2013-05-17,1596737409
2013-05-20,1601044186
2013-05-21,1601044186
2013-05-22,1544517743
2013-05-23,1574665179
2013-05-24,1595660715
2013-05-28,1644650298
2013-05-29,1663492446
2013-05-30,1643035257
2013-05-31,1607504351
2013-06-03,1617194598
2013-06-04,1630114927
2013-06-05,1619886333
2013-06-06,1630114927
2013-06-07,1652725504
2013-06-10,1638728481
2013-06-11,1652725504
2013-06-12,1638190134
2013-06-13,1664569140
2013-06-14,1638190134
2013-06-17,1657032281
2013-06-18,1675874428
2013-06-19,1623654763
2013-06-20,1549901214
2013-06-21,1660262363
2013-06-24,1679642858
2013-06-25,1668337569
2013-06-26,1664569140
2013-06-27,1706021864
2013-06-28,1690948146
2013-07-01,1712715547
2013-07-02,1715438466
2013-07-03,1697467205
2013-07-05,1763906409
2013-07-08,1741578480
2013-07-09,1714893882
2013-07-10,1712715547
2013-07-11,1778610168
2013-07-12,1801482681
2013-07-15,1826533528
2013-07-16,1788412673
2013-07-17,1796036844
2013-07-18,1761728075
2013-07-19,1763906409
2013-07-22,1757915989
2013-07-23,1745935149
2013-07-24,1729597640
2013-07-25,1792224759
2013-07-26,1774253499
2013-07-29,1729053057
2013-07-30,1715983049
2013-07-31,1736677227
2013-08-01,1741033897
2013-08-02,1723607220
2013-08-05,1696922622
2013-08-06,1668604272
2013-08-07,1670782607
2013-08-08,1839603535
2013-08-09,1855941045
2013-08-12,1849406041
2013-08-13,1827078112
2013-08-14,1821087692
2013-08-15,1816186439
2013-08-16,1788412673
2013-08-19,1781877670
2013-08-20,1833068532
2013-08-21,1829256446
2013-08-22,1853218126
2013-08-23,1857030212
2013-08-26,1886437728
2013-08-27,1790046424
2013-08-28,1802571848
2013-08-29,1813463521
2013-08-30,1815641855
2013-09-03,1823810610
2013-09-04,1817820190
2013-09-05,1825988944
2013-09-06,1851584376
2013-09-09,1925103167
2013-09-10,1951787765
2013-09-11,1957233602
2013-09-12,1960501104
2013-09-13,1982829033
2013-09-16,1973026527
2013-09-17,2010058215
2013-09-18,2017137802
2013-09-19,2055803241
2013-09-20,1943619011
2013-09-23,1962679438
2013-09-24,1946886513
2013-09-25,1917478996
2013-09-26,1993176122
2013-09-27,1951787765
2013-09-30,1981433850
2013-10-01,2032828657
2013-10-02,2053605282
2013-10-03,2049778009
2013-10-04,2057979308
2013-10-07,2032281904
2013-10-08,1961750732
2013-10-09,1899420859
2013-10-10,1922384497
2013-10-11,1919650730
2013-10-14,1964757875
2013-10-15,1932772809
2013-10-16,2060713074
2013-10-17,2036655930
2013-10-18,2083129958
2013-10-21,2081489698
2013-10-22,2067820867
2013-10-23,2084223465
2013-10-24,2074928659
2013-10-25,2076022166
2013-10-28,2107187102
2013-10-29,2135618272
2013-10-30,2123699051
2013-10-31,2136165025
2013-11-01,2149287104
2013-11-04,2160222169
2013-11-05,2179358534
2013-11-06,2061806581
2013-11-07,2025720865
2013-11-08,1991822162
2013-11-11,1970498785
2013-11-12,1972685798
2013-11-13,2022440345
2013-11-14,2032281904
2013-11-15,1953002680
2013-11-18,1914729951
2013-11-19,1897233846
2013-11-20,1903248132
2013-11-21,1930585796
2013-11-22,1945894887
2013-11-25,1956283200
2013-11-26,1971045538
2013-11-27,2004397487
2013-11-29,2024080605
2013-12-02,1985261123
2013-12-03,1991822162
2013-12-04,1979246837
2013-12-05,1987994889
2013-12-06,2009318267
2013-12-09,2006584500
2013-12-10,2000023461
2013-12-11,1979793590
2013-12-12,1982527357
2013-12-13,1994555928
2013-12-16,2015332553
2013-12-17,2004944241
2013-12-18,2047044242
2013-12-19,1991275409
2013-12-20,2007678007
2013-12-23,2068914373
2013-12-24,2072741646
2013-12-26,2051418269
2013-12-27,2042123463
2013-12-30,2053058528
2013-12-31,2043802938
2014-01-02,1973839873
2014-01-03,2031132462
2014-01-06,2031683352
2014-01-07,2038844926
2014-01-08,2031132462
2014-01-09,1998079045
2014-01-10,1996977265
2014-01-13,1977145214
2014-01-14,2027827120
2014-01-15,2012402192
2014-01-16,2220638718
2014-01-17,2215129815
2014-01-21,2268566173
2014-01-22,2304924931
2014-01-23,2366073752
2014-01-24,2384253131
2014-01-27,2373786216
2014-01-28,2399678059
2014-01-29,2345139921
2014-01-30,2389211144
2014-01-31,2368828204
2014-02-03,2322553420
2014-02-04,2334673006
2014-02-05,2367726423
2014-02-06,2369379094
2014-02-07,2330816774
2014-02-10,2379295119
2014-02-11,2410144975
2014-02-12,2452012636
2014-02-13,2477353589
2014-02-14,2450359965
2014-02-18,2458623319
2014-02-19,2460826880
2014-02-20,2506550774
2014-02-21,2477353589
2014-02-24,2504347212
2014-02-25,2519772140
2014-02-26,2522526592
2014-02-27,2492227626
2014-02-28,2611770817
2014-03-03,2606812804
2014-03-04,2741780923
2014-03-05,2755553180
2014-03-06,2688895456
2014-03-07,2671817858
2014-03-10,2669063406
2014-03-11,2653087588
2014-03-12,2672919638
2014-03-13,2651434917
2014-03-14,2663554503
2014-03-17,2675674089
2014-03-18,2760511193
2014-03-19,2717541751
2014-03-20,2764367425
2014-03-21,2745637155
2014-03-24,2698811481
2014-03-25,2730763117
2014-03-26,2707074835
2014-03-27,2674572309
2014-03-28,2598549450
2014-03-31,2628298501
2014-04-01,2677627596
2014-04-02,2717534279
2014-04-03,2719751317
2014-04-04,2455923800
2014-04-07,2316804668
2014-04-08,2291862991
2014-04-09,2367242281
2014-04-10,2342300604
2014-04-11,2314587630
2014-04-14,2352831535
2014-04-15,2330106895
2014-04-16,2361145427
2014-04-17,2412137300
2014-04-21,2386641363
2014-04-22,2374447655
2014-04-23,2322901522
2014-04-24,2293525769
2014-04-25,2226460371
2014-04-28,2120042549
2014-04-29,2126139403
2014-04-30,2085678460
2014-05-01,2098980688
2014-05-02,2046326037
2014-05-05,2072376233
2014-05-06,2043000480
2014-05-07,1961524335
2014-05-08,1756448323
2014-05-09,1828502057
2014-05-12,1915520797
2014-05-13,1911086721
2014-05-14,1872288557
2014-05-15,1842358544
2014-05-16,1871180038
2014-05-19,1881156709
2014-05-20,1855660772
2014-05-21,1889470601
2014-05-22,1933811360
2014-05-23,1945450809
2014-05-27,2041891961
2014-05-28,2020275841
2014-05-29,2054085669
2014-05-30,2030252511
2014-06-02,1946005069
2014-06-03,1945450809
2014-06-04,1953764702
2014-06-05,2011961948
2014-06-06,2041891961
2014-06-09,2161612011
2014-06-10,2084569941
2014-06-11,2068496416
2014-06-12,2052977150
2014-06-13,2046326037
2014-06-16,2097317910
2014-06-17,2061568173
2014-06-18,2089558277
2014-06-19,2146092745
2014-06-20,2171034422
2014-06-23,2104523283
2014-06-24,2091221055
2014-06-25,2115054213
2014-06-26,2150526821
2014-06-27,2190987763
2014-06-30,2214349330
2014-07-01,2276866881
2014-07-02,2273517726
2014-07-03,2294729038
2014-07-07,2290263499
2014-07-08,2170810321
2014-07-09,2136760583
2014-07-10,2127829505
2014-07-11,2143458892
2014-07-14,2173601283
2014-07-15,2111083732
2014-07-16,2092105190
2014-07-17,2031262216
2014-07-18,2072010263
2014-07-21,2061404607
2014-07-22,2103269038
2014-07-23,2114432886
2014-07-24,2076475802
2014-07-25,2025680292
2014-07-28,2012283674
2014-07-29,2003910787
2014-07-30,2053589913
2014-07-31,1972652012
2014-08-01,1917949155
2014-08-04,1964837318
2014-08-05,1981024898
2014-08-06,1975442974
2014-08-07,2000561633
2014-08-08,1932741254
2014-08-11,1970977435
2014-08-12,1895621458
2014-08-13,1933578542
2014-08-14,1934694927
2014-08-15,1930229388
2014-08-18,2021214752
2014-08-19,2010609096
2014-08-20,1945300583
2014-08-21,1936927697
2014-08-22,1957022624
2014-08-25,1963720933
2014-08-26,2033494986
2014-08-27,2035169563
2014-08-28,2009492712
2014-08-29,2015632828
2014-09-02,2030704023
2014-09-03,2022331137
2014-09-04,2019540175
2014-09-05,2002236210
2014-09-08,2005585365
2014-09-09,1970419242
2014-09-10,1985490437
2014-09-11,1992746939
2014-09-12,1946416968
2014-09-15,1838685831
2014-09-16,1847058717
2014-09-17,2006143557
2014-09-18,2113874694
2014-09-19,2070335685
2014-09-22,2044100642
2014-09-23,2067544723
2014-09-24,2150715394
2014-09-25,2075917609
2014-09-26,2091546997
2014-09-29,2098803499
2014-09-30,2069717726
2014-10-01,2067471085
2014-10-02,2136555286
2014-10-03,2189913002
2014-10-06,2162391654
2014-10-07,2107348957
2014-10-08,2207324468
2014-10-09,2147788490
2014-10-10,2124198762
2014-10-13,2093307453
2014-10-14,2064101124
2014-10-15,2082635910
2014-10-16,2087690851
2014-10-17,2088814172
2014-10-20,2102294016
2014-10-21,2166884935
2014-10-22,2120267141
2014-10-23,2180926440
2014-10-24,2213502729
2014-10-27,2212941069
2014-10-28,2297190095
2014-10-29,2307861638
2014-10-30,2389302363
2014-10-31,2424686953
2014-11-03,2344931209
2014-11-04,2284833571
2014-11-05,2261805504
2014-11-06,2400535566
2014-11-07,2417947031
2014-11-10,2513429260
2014-11-11,2574088559
2014-11-12,2606103188
2014-11-13,2572965238
2014-11-14,2537018987
2014-11-17,2513429260
2014-11-18,2523539143
2014-11-19,2484222931
2014-11-20,2553307132
2014-11-21,2542073929
2014-11-24,2577458520
2014-11-25,2554430453
2014-11-26,2602171567
2014-11-28,2616774732
2014-12-01,2471304748
2014-12-02,2519045862
2014-12-03,2603856548
2014-12-04,2577458520
2014-12-05,2597678286
2014-12-08,2597116626
2014-12-09,2668447467
2014-12-10,2578020180
2014-12-11,2539827288
2014-12-12,2452208302
2014-12-15,2369082597
2014-12-16,2385932402
2014-12-17,2517922542
2014-12-18,2616774732
2014-12-19,2615089751
2014-12-22,2625761294
2014-12-23,2546567210
2014-12-24,2597116626
2014-12-26,2604418208
2014-12-29,2615089751
2014-12-30,2599363266
2014-12-31,2602235606
2015-01-02,2552518556
2015-01-05,2547433858
2015-01-06,2457039221
2015-01-07,2515795735
2015-01-08,2289244176
2015-01-09,2332746595
2015-01-12,2296588741
2015-01-13,2262690752
2015-01-14,2175120948
2015-01-15,1799983205
2015-01-16,1869474082
2015-01-20,1899982272
2015-01-21,1860434618
2015-01-22,1843485624
2015-01-23,1820321998
2015-01-26,1768345082
2015-01-27,1768910048
2015-01-28,1705068836
2015-01-29,1695464406
2015-01-30,1660436484
2015-02-02,1681340244
2015-02-03,1685859976
2015-02-04,1676820512
2015-02-05,1715238233
2015-02-06,1744051523
2015-02-09,1727667495
2015-02-10,1730492328
2015-02-11,1775689646
2015-02-12,1811847501
2015-02-13,1807892736
2015-02-17,1828231529
2015-02-18,1776819579
2015-02-19,1801113138
2015-02-20,1807045286
2015-02-23,1811282534
2015-02-24,1844050590
2015-02-25,1877948579
2015-02-26,1859304685
2015-02-27,1792638641
2015-03-02,1836706026
2015-03-03,1772299847
2015-03-04,1749136222
2015-03-05,1806762803
2015-03-06,1821451931
2015-03-09,1827101596
2015-03-10,1832751261
2015-03-11,1863824417
2015-03-12,1964388450
2015-03-13,1981902411
2015-03-16,2012410601
2015-03-17,1965518383
2015-03-18,1941789791
2015-03-19,1942354758
2015-03-20,1918061199
2015-03-23,1901677171
2015-03-24,1920886032
2015-03-25,1853090054
2015-03-26,1832751261
2015-03-27,1884163210
2015-03-30,1936705093
2015-03-31,1894563108
2015-04-01,1809350374
2015-04-02,1739475933
2015-04-06,1728114235
2015-04-07,1724137641
2015-04-08,1722433386
2015-04-09,1704254670
2015-04-10,1732090829
2015-04-13,1742316357
2015-04-14,1702550415
2015-04-15,1707663179
2015-04-16,1703686585
2015-04-17,1690052547
2015-04-20,1749701461
2015-04-21,1760495074
2015-04-22,1749133376
2015-04-23,1738907848
2015-04-24,1745156782
2015-04-27,1740044018
2015-04-28,1782082299
2015-04-29,1721297216
2015-04-30,1695733396
2015-05-01,1532124948
2015-05-04,1548031325
2015-05-05,1500312194
2015-05-06,1490086666
2015-05-07,1516218571
2015-05-08,1542918561
2015-05-11,1493779218
2015-05-12,1513946231
2015-05-13,1554848343
2015-05-14,1548031325
2015-05-15,1534397287
2015-05-18,1582116418
2015-05-19,1621882360
2015-05-20,1626427040
2015-05-21,1620178106
2015-05-22,1597170668
2015-05-26,1574163230
2015-05-27,1594046201
2015-05-28,1553712174
2015-05-29,1605975984
2015-06-01,1648582350
2015-06-02,1654831284
2015-06-03,1666761067
2015-06-04,1662784473
2015-06-05,1676418510
2015-06-08,1704822754
2015-06-09,1694029141
2015-06-10,1718456792
2015-06-11,1722433386
2015-06-12,1699141905
2015-06-15,1709935518
2015-06-16,1717320622
2015-06-17,1731522744
2015-06-18,1778673790
2015-06-19,1766175923
2015-06-22,1767880177
2015-06-23,1763335498
2015-06-24,1757086564
2015-06-25,1781514215
2015-06-26,1809350374
2015-06-29,1759926989
2015-06-30,1762993236
2015-07-01,1708086395
2015-07-02,1694430808
2015-07-06,1689878945
2015-07-07,1722310965
2015-07-08,1688171997
2015-07-09,1735397570
2015-07-10,1778640264
2015-07-13,1828710751
2015-07-14,1811072284
2015-07-15,1790019920
2015-07-16,1789450937
2015-07-17,1791726868
2015-07-20,1792864834
2015-07-21,1797985679
2015-07-22,1819038043
2015-07-23,1795709748
2015-07-24,1740518415
2015-07-27,1699551653
2015-07-28,1742225364
2015-07-29,1753605020
2015-07-30,1908937327
2015-07-31,1928282743
2015-08-03,1897557671
2015-08-04,1928282743
2015-08-05,1956731883
2015-08-06,1944783244
2015-08-07,1928282743
2015-08-10,1891298860
2015-08-11,1918610035
2015-08-12,1938524433
2015-08-13,1774088401
2015-08-14,1797985679
2015-08-17,1723448931
2015-08-18,1742225364
2015-08-19,1721741983
2015-08-20,1661429805
2015-08-21,1632980664
2015-08-24,1593151868
2015-08-25,1613066266
2015-08-26,1658869382
2015-08-27,1669964547
2015-08-28,1690447928
2015-08-31,1690447928
2015-09-01,1615342197
2015-09-02,1635825578
2015-09-03,1606807455
2015-09-04,1595996782
2015-09-08,1652895063
2015-09-09,1642084389
2015-09-10,1643222355
2015-09-11,1656308959
2015-09-14,1631842699
2015-09-15,1669964547
2015-09-16,1691016911
2015-09-17,1733121639
2015-09-18,1716621137
2015-09-21,1689309962
2015-09-22,1655739977
2015-09-23,1645498286
2015-09-24,1638101509
2015-09-25,1554461036
2015-09-28,1460009890
2015-09-29,1458871924
2015-09-30,1475029249
2015-10-01,1500647280
2015-10-02,1566115579
2015-10-05,1632153168
2015-10-06,1637846064
2015-10-07,1695913599
2015-10-08,1669156989
2015-10-09,1679973491
2015-10-12,1674849885
2015-10-13,1656632619
2015-10-14,1656632619
2015-10-15,1729501683
2015-10-16,1759674029
2015-10-19,1751703976
2015-10-20,1742595343
2015-10-21,1688512834
2015-10-22,1691359282
2015-10-23,1744303211
2015-10-26,1700467915
2015-10-27,1686804966
2015-10-28,1667449121
2015-10-29,1715838733
2015-10-30,1702175784
2015-11-02,1731209551
2015-11-03,1720962339
2015-11-04,1815464406
2015-11-05,1804647905
2015-11-06,2054566022
2015-11-09,2109787109
2015-11-10,2104663503
2015-11-11,1991944170
2015-11-12,1878655548
2015-11-13,1894026366
2015-11-16,1935584504
2015-11-17,1975434773
2015-11-18,1992513460
2015-11-19,1972588325
2015-11-20,1983404827
2015-11-23,1979419800
2015-11-24,2008453567
2015-11-25,2060258917
2015-11-27,2082461210
2015-11-30,2083030500
2015-12-01,2121742190
2015-12-02,2100678476
2015-12-03,2092139133
2015-12-04,2074491156
2015-12-07,2065382523
2015-12-08,2101817055
2015-12-09,2085876947
2015-12-10,2131420112
2015-12-11,2065951813
2015-12-14,2089861974
2015-12-15,2093847001
2015-12-16,2081322631
2015-12-17,2061397496
2015-12-18,2059120338
2015-12-21,2080184052
2015-12-22,2086446237
2015-12-23,2169562513
2015-12-24,2150775957
2015-12-28,2198026991
2015-12-29,2238446549
2015-12-30,2220798573
2015-12-31,2156304300
2016-01-04,2113531800
2016-01-05,2138054700
2016-01-06,2140906200
2016-01-07,2095852500
2016-01-08,1982933100
2016-01-11,1950996300
2016-01-12,1967535000
2016-01-13,1914497100
2016-01-14,1960691400
2016-01-15,1934457600
2016-01-19,1937879399
2016-01-20,1962972600
2016-01-21,1908223800
2016-01-22,1901950500
2016-01-25,1899669300
2016-01-26,1881990000
2016-01-27,1887693000
2016-01-28,1828952100
2016-01-29,1892255400
2016-02-01,1893966300
2016-02-02,1866021600
2016-02-03,1779906300
2016-02-04,1770781500
2016-02-05,1606535100
2016-02-08,1494756300
2016-02-09,1482780000
2016-02-10,1474795800
2016-02-11,1407500400
2016-02-12,1424039100
2016-02-16,1509584100
2016-02-17,1568895300
2016-02-18,1539239700
2016-02-19,1543231800
2016-02-22,1582012200
2016-02-23,1613949000
2016-02-24,1668697800
2016-02-25,1677822600
2016-02-26,1818116400
2016-02-29,1747399200
2016-03-01,1745688300
2016-03-02,1765078500
2016-03-03,1805569800
2016-03-04,1799866800
2016-03-07,1835795699
2016-03-08,1785039000
2016-03-09,1754242800
2016-03-10,1748539800
2016-03-11,1788460800
2016-03-14,1786749900
2016-03-15,1756524000
2016-03-16,1756524000
2016-03-17,1786749900
2016-03-18,1802718300
2016-03-21,1796445000
2016-03-22,1843209600
2016-03-23,1794734100
2016-03-24,1766219100
2016-03-28,1779336000
2016-03-29,1834655100
2016-03-30,1836366000
2016-03-31,1896619359
2016-04-01,1917209920
2016-04-04,1962394760
2016-04-05,1889755840
2016-04-06,1934368720
2016-04-07,1913206200
2016-04-08,1914350120
2016-04-11,1909202480
2016-04-12,1918353840
2016-04-13,1967542400
2016-04-14,1964110640
2016-04-15,1948095760
2016-04-18,1949239680
2016-04-19,1922357560
2016-04-20,1928649120
2016-04-21,1932080880
2016-04-22,2005291760
2016-04-25,2010439400
2016-04-26,1971546120
2016-04-27,1984701200
2016-04-28,1913778160
2016-04-29,1904626799
2016-05-02,1884036239
2016-05-03,1687282000
2016-05-04,1730179000
2016-05-05,1715880000
2016-05-06,1702724920
2016-05-09,1702152960
2016-05-10,1690141800
2016-05-11,1651248520
2016-05-12,1562022760
2016-05-13,1538000440
2016-05-16,1602631920
2016-05-17,1550011600
2016-05-18,1544292000
2016-05-19,1614071120
2016-05-20,1633517760
2016-05-23,1663831640
2016-05-24,1736470560
2016-05-25,1720455680
2016-05-26,1687282000
2016-05-27,1728463120
2016-05-31,1717023920
2016-06-01,1747337800
2016-06-02,1784515200
2016-06-03,1803961840
2016-06-06,1842855120
2016-06-07,1834275720
2016-06-08,1863445680
2016-06-09,1835991600
2016-06-10,1785087160
2016-06-13,1759920920
2016-06-14,1729035080
2016-06-15,1703296880
2016-06-16,1714736080
2016-06-17,1652964400
2016-06-20,1697005320
2016-06-21,1641525200
2016-06-22,1639237360
2016-06-23,1684422200
2016-06-24,1632373840
2016-06-27,1614071120
2016-06-28,1658112040
2016-06-29,1699293160
2016-06-30,1733991840
2016-07-01,1776424180
2016-07-05,1746606860
2016-07-06,1767823030
2016-07-07,1785598740
2016-07-08,1841219510
2016-07-11,1841219510
2016-07-12,1904294610
2016-07-13,1881358210
2016-07-14,1883651850
2016-07-15,1904294610
2016-07-18,1907735070
2016-07-19,1940992850
2016-07-20,1974824039
2016-07-21,1970236760
2016-07-22,1994893390
2016-07-25,1953034460
2016-07-26,1987439059
2016-07-27,2002921130
2016-07-28,2007508410
2016-07-29,2029297990
2016-08-01,2028724580
2016-08-02,2024137299
2016-08-03,2032738450
2016-08-04,2399147440
2016-08-05,2474837560
2016-08-08,2495480320
2016-08-09,2537339250
2016-08-10,2514402850
2016-08-11,2457635260
2016-08-12,2465089590
2016-08-15,2551674500
2016-08-16,2538486070
2016-08-17,2468530050
2016-08-18,2508095340
2016-08-19,2493760090
2016-08-22,2500641010
2016-08-23,2485732350
2016-08-24,2433552040
2016-08-25,2385385600
2016-08-26,2404881540
2016-08-29,2445020240
2016-08-30,2458208670
2016-08-31,2427244530
2016-09-01,2434698860
2016-09-02,2472543920
2016-09-06,2516696490
2016-09-07,2525871050
2016-09-08,2501787830
2016-09-09,2353274640
2016-09-12,2400294260
2016-09-13,2333205290
2016-09-14,2364742840
2016-09-15,2418069970
2016-09-16,2435845680
2016-09-19,2491466450
2016-09-20,2478278020
2016-09-21,2573464080
2016-09-22,2584358870
2016-09-23,2518990130
2016-09-26,2480571660
2016-09-27,2509815570
2016-09-28,2455341620
2016-09-29,2266689730
2016-09-30,2281312434
2016-10-03,2269053305
2016-10-04,2209986593
2016-10-05,2205528728
2016-10-06,2196612998
2016-10-07,2221409872
2016-10-10,2266824372
2016-10-11,2161507311
2016-10-12,2167079642
2016-10-13,2153706047
2016-10-14,2155377746
2016-10-17,2191876516
2016-10-18,2213329992
2016-10-19,2200513630
2016-10-20,2238962716
2016-10-21,2233390385
2016-10-24,2265709906
2016-10-25,2196055765
2016-10-26,2108012930
2016-10-27,2065663212
2016-10-28,2062319814
2016-10-31,2068449378
2016-11-01,2042259421
2016-11-02,1787046647
2016-11-03,1712377408
2016-11-04,1963132316
2016-11-07,1995451838
2016-11-08,1971490813
2016-11-09,1982635476
2016-11-10,2017741163
2016-11-11,1979292077
2016-11-14,1933041727
2016-11-15,2041702188
2016-11-16,2037801556
2016-11-17,2075693409
2016-11-18,2072350010
2016-11-21,2116928660
2016-11-22,2068449378
2016-11-23,2042816654
2016-11-25,2031114758
2016-11-28,1962017850
2016-11-29,1945300856
2016-11-30,1875089482
2016-12-01,1826052967
2016-12-02,1856700789
2016-12-05,1957002752
2016-12-06,2009382666
2016-12-07,2022756261
2016-12-08,2091295936
2016-12-09,2095753801
2016-12-12,2102440599
2016-12-13,2087952538
2016-12-14,2090181470
2016-12-15,2093524869
2016-12-16,2095753801
2016-12-19,2149805415
2016-12-20,2116371427
2016-12-21,2094082102
2016-12-22,2081822973
2016-12-23,2099654433
2016-12-27,2114142495
2016-12-28,2092410403
2016-12-29,2093524869
2016-12-30,2099654433
2017-01-03,2154868285
2017-01-04,2169291768
2017-01-05,2133521531
2017-01-06,2186599947
2017-01-09,2209100579
2017-01-10,2376989916
2017-01-11,2347566011
2017-01-12,2315257410
2017-01-13,2512570651
2017-01-17,2509685955
2017-01-18,2516032287
2017-01-19,2483723686
2017-01-20,2429491392
2017-01-23,2389105641
