,QCOM
2004-08-24,61643249640
2004-08-25,62145996480
2004-08-26,61513508520
2004-08-27,62324390520
2004-08-30,61156720440
2004-08-31,61708120199
2004-09-01,61610814360
2004-09-02,62956878480
2004-09-03,62421696360
2004-09-07,63783978120
2004-09-08,64075895640
2004-09-09,64302942600
2004-09-10,64043460360
2004-09-13,65519265600
2004-09-14,66330147600
2004-09-15,65794965480
2004-09-16,65519265600
2004-09-17,62973096120
2004-09-20,62308172880
2004-09-21,63978589800
2004-09-22,62729831520
2004-09-23,62794702080
2004-09-24,62032473000
2004-09-27,62298390000
2004-09-28,62429510000
2004-09-29,63839050000
2004-09-30,63986560000
2004-10-01,66297550000
2004-10-04,67149830000
2004-10-05,67510410000
2004-10-06,68542980000
2004-10-07,67821820000
2004-10-08,67067880000
2004-10-11,67543190000
2004-10-12,68084060000
2004-10-13,68100449999
2004-10-14,69100240000
2004-10-15,69608330000
2004-10-18,71460400000
2004-10-19,70149200000
2004-10-20,71148990000
2004-10-21,72247120000
2004-10-22,68838000000
2004-10-25,67428460000
2004-10-26,64740500000
2004-10-27,67231780000
2004-10-28,68002110000
2004-10-29,68182400000
2004-11-01,66477840000
2004-11-02,67002320000
2004-11-03,65346929999
2004-11-04,62396730000
2004-11-05,62724530000
2004-11-08,63363739999
2004-11-09,63921000000
2004-11-10,63658760000
2004-11-11,65707510000
2004-11-12,65887800000
2004-11-15,65871410000
2004-11-16,64969960000
2004-11-17,66887590000
2004-11-18,67592360000
2004-11-19,65756679999
2004-11-22,67182610000
2004-11-23,66756469999
2004-11-24,68280739999
2004-11-26,67854600000
2004-11-29,68166010000
2004-11-30,68215179999
2004-12-01,70575340000
2004-12-02,71493180000
2004-12-03,71296500000
2004-12-06,71034260000
2004-12-07,70247540000
2004-12-08,71460400000
2004-12-09,71181770000
2004-12-10,70968700000
2004-12-13,71952100000
2004-12-14,72181560000
2004-12-15,72673260000
2004-12-16,71214550000
2004-12-17,71067040000
2004-12-20,70378660000
2004-12-21,72083220000
2004-12-22,72837160000
2004-12-23,73017450000
2004-12-27,71502240000
2004-12-28,71617460000
2004-12-29,70514640000
2004-12-30,70267740000
2004-12-31,69790400000
2005-01-03,69658720000
2005-01-04,69345980000
2005-01-05,69642260000
2005-01-06,70778000000
2005-01-07,71140120000
2005-01-10,71024900000
2005-01-11,71173040000
2005-01-12,70975520000
2005-01-13,69296600000
2005-01-14,69477660000
2005-01-18,70152520000
2005-01-19,67601220000
2005-01-20,62185880000
2005-01-21,62218799999
2005-01-24,60144840000
2005-01-25,60342359999
2005-01-26,60737400000
2005-01-27,59486440000
2005-01-28,59832100000
2005-01-31,61297040000
2005-02-01,60622180000
2005-02-02,59897940000
2005-02-03,59437060000
2005-02-04,60819700000
2005-02-07,59223079999
2005-02-08,59651040000
2005-02-09,58745740000
2005-02-10,58120260000
2005-02-11,59519359999
2005-02-14,61181820000
2005-02-15,60704480000
2005-02-16,59239540000
2005-02-17,58186100000
2005-02-18,57017440000
2005-02-22,56852840000
2005-02-23,56177980000
2005-02-24,58449460000
2005-02-25,60902000000
2005-02-28,59338299999
2005-03-01,59848560000
2005-03-02,59716880000
2005-03-03,58284859999
2005-03-04,58433000000
2005-03-07,61543940000
2005-03-08,59733340000
2005-03-09,60474040000
2005-03-10,61033680000
2005-03-11,61478100000
2005-03-14,61659160000
2005-03-15,62729060000
2005-03-16,62152960000
2005-03-17,60704480000
2005-03-18,60029620000
2005-03-21,60128380000
2005-03-22,59256000000
2005-03-23,59766260000
2005-03-24,58860960000
2005-03-28,59098270000
2005-03-29,58379750000
2005-03-30,60274029999
2005-03-31,59816790000
2005-04-01,58053149999
2005-04-04,58918640000
2005-04-05,58216450000
2005-04-06,57350959999
2005-04-07,57432610000
2005-04-08,56991700000
2005-04-11,56322170000
2005-04-12,56501800000
2005-04-13,53725700000
2005-04-14,54819810000
2005-04-15,53382770000
2005-04-18,53105160000
2005-04-19,53562399999
2005-04-20,54231930000
2005-04-21,56681430000
2005-04-22,55391360000
2005-04-25,56616110000
2005-04-26,56338500000
2005-04-27,57726550000
2005-04-28,56893720000
2005-04-29,56975370000
2005-05-02,57236649999
2005-05-03,56616110000
2005-05-04,58216450000
2005-05-05,57416279999
2005-05-06,58102140000
2005-05-09,58853320000
2005-05-10,58118470000
2005-05-11,59032950000
2005-05-12,58281770000
2005-05-13,57644899999
2005-05-16,57710220000
2005-05-17,58934970000
2005-05-18,59686149999
2005-05-19,59784130000
2005-05-20,60959890000
2005-05-23,60731270000
2005-05-24,60584300000
2005-05-25,60045410000
2005-05-26,61123190000
2005-05-27,60682279999
2005-05-31,60861910000
2005-06-01,62315279999
2005-06-02,62462250000
2005-06-03,61400800000
2005-06-06,61711070000
2005-06-07,60845580000
2005-06-08,60306690000
2005-06-09,59669820000
2005-06-10,58788000000
2005-06-13,59000290000
2005-06-14,57285640000
2005-06-15,56926380000
2005-06-16,57106010000
2005-06-17,56991700000
2005-06-20,57497930000
2005-06-21,57350959999
2005-06-22,57008029999
2005-06-23,55522000000
2005-06-24,54836140000
2005-06-27,54818880000
2005-06-28,54672000000
2005-06-29,54737280000
2005-06-30,53872320000
2005-07-01,54835200000
2005-07-05,54818880000
2005-07-06,54508800000
2005-07-07,54623040000
2005-07-08,56712000000
2005-07-11,57446400000
2005-07-12,57283200000
2005-07-13,56989440000
2005-07-14,57691200000
2005-07-15,58066560000
2005-07-18,57315839999
2005-07-19,58425599999
2005-07-20,58898880000
2005-07-21,63664320000
2005-07-22,64137599999
2005-07-25,64121280000
2005-07-26,64529280000
2005-07-27,65524800000
2005-07-28,64920960000
2005-07-29,64431359999
2005-08-01,63648000000
2005-08-02,64708800000
2005-08-03,65165760000
2005-08-04,64561920000
2005-08-05,63909119999
2005-08-08,63974400000
2005-08-09,63272640000
2005-08-10,63990720000
2005-08-11,66063359999
2005-08-12,66569280000
2005-08-15,67662720000
2005-08-16,65688000000
2005-08-17,65475839999
2005-08-18,65165760000
2005-08-19,65622720000
2005-08-22,66177599999
2005-08-23,65753280000
2005-08-24,64659839999
2005-08-25,65377920000
2005-08-26,65035200000
2005-08-29,65231040000
2005-08-30,65051520000
2005-08-31,64806720000
2005-09-01,65280000000
2005-09-02,65214720000
2005-09-06,66177599999
2005-09-07,66259200000
2005-09-08,68119680000
2005-09-09,69865920000
2005-09-12,69441600000
2005-09-13,69931200000
2005-09-14,68658240000
2005-09-15,68952000000
2005-09-16,70698240000
2005-09-19,69702720000
2005-09-20,70861440000
2005-09-21,71367360000
2005-09-22,71808000000
2005-09-23,73048320000
2005-09-26,73038000000
2005-09-27,72955750000
2005-09-28,73218950000
2005-09-29,74008550000
2005-09-30,73613750000
2005-10-03,74107250000
2005-10-04,75028450000
2005-10-05,74271750000
2005-10-06,72626750000
2005-10-07,72248400000
2005-10-10,71853600000
2005-10-11,71491700000
2005-10-12,69665750000
2005-10-13,68596500000
2005-10-14,68974850000
2005-10-17,69402550000
2005-10-18,69830250000
2005-10-19,72412900000
2005-10-20,71310750000
2005-10-21,74025000000
2005-10-24,75176500000
2005-10-25,74288200000
2005-10-26,73778250000
2005-10-27,70817250000
2005-10-28,67560150000
2005-10-31,65405200000
2005-11-01,64961050000
2005-11-02,66425100000
2005-11-03,72412900000
2005-11-04,73696000000
2005-11-07,73432800000
2005-11-08,74502050000
2005-11-09,73482150000
2005-11-10,75110700000
2005-11-11,74715900000
2005-11-14,74896850000
2005-11-15,73926300000
2005-11-16,73942750000
2005-11-17,74896850000
2005-11-18,75554850000
2005-11-21,75801600000
2005-11-22,75554850000
2005-11-23,75686450000
2005-11-25,75966100000
2005-11-28,75735800000
2005-11-29,74913300000
2005-11-30,74798150000
2005-12-01,75012000000
2005-12-02,74354000000
2005-12-05,73186050000
2005-12-06,73597300000
2005-12-07,74025000000
2005-12-08,72725450000
2005-12-09,73120250000
2005-12-12,74354000000
2005-12-13,75406800000
2005-12-14,76048350000
2005-12-15,75242300000
2005-12-16,73942750000
2005-12-19,71870050000
2005-12-20,72528050000
2005-12-21,72363550000
2005-12-22,73021550000
2005-12-23,73021550000
2005-12-27,72616960000
2005-12-28,72633600000
2005-12-29,72450560000
2005-12-30,71685120000
2006-01-03,73216000000
2006-01-04,75595520000
2006-01-05,75229440000
2006-01-06,78807040000
2006-01-09,79156480000
2006-01-10,78840320000
2006-01-11,81203200000
2006-01-12,81536000000
2006-01-13,80936960000
2006-01-17,80071680000
2006-01-18,79456000000
2006-01-19,80986880000
2006-01-20,78141440000
2006-01-23,78074880000
2006-01-24,79988480000
2006-01-25,79173120000
2006-01-26,79040000000
2006-01-27,79905280000
2006-01-30,80820480000
2006-01-31,79805440000
2006-02-01,79755520000
2006-02-02,78008320000
2006-02-03,76677120000
2006-02-06,76427520000
2006-02-07,76094720000
2006-02-08,78158080000
2006-02-09,76810240000
2006-02-10,77642240000
2006-02-13,76460800000
2006-02-14,79206400000
2006-02-15,78773760000
2006-02-16,80038400000
2006-02-17,80387840000
2006-02-21,78108160000
2006-02-22,79505920000
2006-02-23,78091520000
2006-02-24,78524160000
2006-02-27,80454400000
2006-02-28,78474240000
2006-03-01,79921920000
2006-03-02,79589120000
2006-03-03,79256320000
2006-03-06,78607360000
2006-03-07,79639040000
2006-03-08,82417920000
2006-03-09,80038400000
2006-03-10,79872000000
2006-03-13,80221440000
2006-03-14,81952000000
2006-03-15,82883840000
2006-03-16,82983680000
2006-03-17,84481280000
2006-03-20,83715840000
2006-03-21,82517760000
2006-03-22,82784000000
2006-03-23,82501120000
2006-03-24,82118400000
2006-03-27,83264250000
2006-03-28,82678000000
2006-03-29,84956000000
2006-03-30,85173750000
2006-03-31,84771750000
2006-04-03,85726500000
2006-04-04,86781750000
2006-04-05,86547250000
2006-04-06,86698000000
2006-04-07,87033000000
2006-04-10,86396500000
2006-04-11,86078250000
2006-04-12,85374750000
2006-04-13,86229000000
2006-04-17,85458500000
2006-04-18,87150250000
2006-04-19,87937500000
2006-04-20,86832000000
2006-04-21,86078250000
2006-04-24,87602500000
2006-04-25,86262500000
2006-04-26,85559000000
2006-04-27,87150250000
2006-04-28,85994500000
2006-05-01,84838750000
2006-05-02,85525500000
2006-05-03,86681250000
2006-05-04,87669500000
2006-05-05,88038000000
2006-05-08,88205500000
2006-05-09,88339500000
2006-05-10,86530500000
2006-05-11,82745000000
2006-05-12,82058250000
2006-05-15,81455250000
2006-05-16,80718250000
2006-05-17,78557500000
2006-05-18,77636250000
2006-05-19,78842250000
2006-05-22,78105250000
2006-05-23,76011500000
2006-05-24,76363250000
2006-05-25,77150500000
2006-05-26,77100250000
2006-05-30,74906000000
2006-05-31,75726750000
2006-06-01,78808750000
2006-06-02,78725000000
2006-06-05,76514000000
2006-06-06,77334750000
2006-06-07,76179000000
2006-06-08,74453750000
2006-06-09,72762000000
2006-06-12,68993250000
2006-06-13,70082000000
2006-06-14,72443750000
2006-06-15,75190750000
2006-06-16,73616250000
2006-06-19,72678250000
2006-06-20,73549250000
2006-06-21,74035000000
2006-06-22,69311500000
2006-06-23,66162500000
2006-06-26,66268770000
2006-06-27,63954570000
2006-06-28,65243910000
2006-06-29,67012620000
2006-06-30,66235710000
2006-07-03,65227380000
2006-07-05,63095010000
2006-07-06,63590910000
2006-07-07,62814000000
2006-07-10,62483399999
2006-07-11,64252109999
2006-07-12,62070149999
2006-07-13,60433680000
2006-07-14,60119609999
2006-07-17,60433680000
2006-07-18,61822200000
2006-07-19,60714689999
2006-07-20,59260050000
2006-07-21,56929320000
2006-07-24,58483140000
2006-07-25,56664840000
2006-07-26,57821939999
2006-07-27,57061560000
2006-07-28,59160870000
2006-07-31,58284780000
2006-08-01,56995439999
2006-08-02,56813609999
2006-08-03,57623580000
2006-08-04,58367430000
2006-08-07,57193800000
2006-08-08,55970580000
2006-08-09,55425090000
2006-08-10,56036700000
2006-08-11,55061430000
2006-08-14,55524270000
2006-08-15,58598850000
2006-08-16,62532990000
2006-08-17,61491600000
2006-08-18,61689960000
2006-08-21,61326300000
2006-08-22,62004030000
2006-08-23,60582450000
2006-08-24,61607310000
2006-08-25,61789140000
2006-08-28,61458540000
2006-08-29,62136270000
2006-08-30,62665229999
2006-08-31,62268510000
2006-09-01,63392550000
2006-09-05,64781070000
2006-09-06,62880120000
2006-09-07,61111410000
2006-09-08,60400620000
2006-09-11,60846930000
2006-09-12,62235450000
2006-09-13,61656899999
2006-09-14,61491600000
2006-09-15,60846930000
2006-09-18,60499800000
2006-09-19,61326300000
2006-09-20,62995830000
2006-09-21,63607439999
2006-09-22,62582580000
2006-09-25,63921510000
2006-09-26,63524790000
2006-09-27,63028890000
2006-09-28,61194060000
2006-09-29,60086550000
2006-10-02,57292979999
2006-10-03,58516200000
2006-10-04,59210460000
2006-10-05,59937780000
2006-10-06,60119609999
2006-10-09,59904720000
2006-10-10,61276710000
2006-10-11,62417280000
2006-10-12,64367820000
2006-10-13,65855520000
2006-10-16,65822460000
2006-10-17,64367820000
2006-10-18,63012359999
2006-10-19,63111540000
2006-10-20,62681760000
2006-10-23,62946240000
2006-10-24,60681630000
2006-10-25,62004030000
2006-10-26,62797470000
2006-10-27,61392420000
2006-10-30,60731220000
2006-10-31,60152670000
2006-11-01,59061689999
2006-11-02,60103080000
2006-11-03,60284910000
2006-11-06,59739420000
2006-11-07,60152670000
2006-11-08,59970840000
2006-11-09,57573990000
2006-11-10,58251720000
2006-11-13,59838600000
2006-11-14,62086680000
2006-11-15,62318100000
2006-11-16,62483399999
2006-11-17,62202390000
2006-11-20,61408950000
2006-11-21,62169330000
2006-11-22,61739550000
2006-11-24,62119740000
2006-11-27,60251850000
2006-11-28,59260050000
2006-11-29,60582450000
2006-11-30,60483270000
2006-12-01,60086550000
2006-12-04,61987500000
2006-12-05,64037220000
2006-12-06,64764540000
2006-12-07,64698420000
2006-12-08,65359620000
2006-12-11,64351290000
2006-12-12,64252109999
2006-12-13,63524790000
2006-12-14,65144729999
2006-12-15,65293500000
2006-12-18,64582710000
2006-12-19,63623970000
2006-12-20,63326430000
2006-12-21,63706620000
2006-12-22,62499930000
2006-12-26,62185859999
2006-12-27,62103210000
2006-12-28,62301570000
2006-12-29,62466870000
2007-01-03,62146140000
2007-01-04,64949850000
2007-01-05,64186710000
2007-01-08,63473340000
2007-01-09,62776560000
2007-01-10,63954449999
2007-01-11,65497319999
2007-01-12,65729579999
2007-01-16,65480730000
2007-01-17,65016210000
2007-01-18,63854910000
2007-01-19,64485329999
2007-01-22,63888090000
2007-01-23,63257670000
2007-01-24,64070579999
2007-01-25,63307439999
2007-01-26,62229090000
2007-01-29,61631850000
2007-01-30,61665030000
2007-01-31,62477939999
2007-02-01,62063189999
2007-02-02,61698210000
2007-02-05,62892689999
2007-02-06,62511120000
2007-02-07,62345220000
2007-02-08,63473340000
2007-02-09,63556290000
2007-02-12,63124949999
2007-02-13,63158130000
2007-02-14,65795939999
2007-02-15,68533290000
2007-02-16,70524090000
2007-02-20,70839300000
2007-02-21,69760950000
2007-02-22,70988610000
2007-02-23,71934240000
2007-02-26,70756350000
2007-02-27,66774750000
2007-02-28,66857699999
2007-03-01,66525900000
2007-03-02,65497319999
2007-03-05,64933260000
2007-03-06,65613449999
2007-03-07,65845710000
2007-03-08,66758160000
2007-03-09,66608850000
2007-03-12,66559079999
2007-03-13,69395970000
2007-03-14,71685390000
2007-03-15,72498300000
2007-03-16,72465120000
2007-03-19,71187690000
2007-03-20,71403360000
2007-03-21,72548070000
2007-03-22,71917650000
2007-03-23,70623630000
2007-03-26,70374780000
2007-03-27,70723170000
2007-03-28,70507500000
2007-03-29,70092750000
2007-03-30,70772940000
2007-04-02,71943600000
2007-04-03,72995700000
2007-04-04,72895500000
2007-04-05,72311000000
2007-04-09,71275600000
2007-04-10,71810000000
2007-04-11,70307000000
2007-04-12,71142000000
2007-04-13,71058500000
2007-04-16,72461300000
2007-04-17,72427900000
2007-04-18,71759900000
2007-04-19,72411200000
2007-04-20,72544800000
2007-04-23,71626300000
2007-04-24,74081200000
2007-04-25,75717800000
2007-04-26,75651000000
2007-04-27,74532100000
2007-04-30,73146000000
2007-05-01,73095900000
2007-05-02,73930900000
2007-05-03,73947600000
2007-05-04,73647000000
2007-05-07,73396500000
2007-05-08,73763900000
2007-05-09,73930900000
2007-05-10,73329700000
2007-05-11,74916200000
2007-05-14,73897500000
2007-05-15,73763900000
2007-05-16,75233500000
2007-05-17,74849400000
2007-05-18,75500700000
2007-05-21,77037100000
2007-05-22,77454600000
2007-05-23,74882800000
2007-05-24,72795300000
2007-05-25,72394500000
2007-05-29,73947600000
2007-05-30,71509400000
2007-05-31,71726500000
2007-06-01,71425900000
2007-06-04,70440600000
2007-06-05,70958300000
2007-06-06,70524100000
2007-06-07,68503400000
2007-06-08,69922900000
2007-06-11,69121300000
2007-06-12,69822700000
2007-06-13,71142000000
2007-06-14,71175400000
2007-06-15,71192100000
2007-06-18,70691100000
2007-06-19,71292300000
2007-06-20,71926900000
2007-06-21,72745200000
2007-06-22,71793300000
2007-06-25,71025100000
2007-06-26,71542800000
2007-06-27,72511400000
2007-06-28,72578200000
2007-06-29,72461300000
2007-07-02,72792010000
2007-07-03,72676020000
2007-07-05,72145780000
2007-07-06,72212060000
2007-07-09,72228630000
2007-07-10,71598970000
2007-07-11,72642880000
2007-07-12,74979250000
2007-07-13,75144950000
2007-07-16,74614710000
2007-07-17,74614710000
2007-07-18,74730700000
2007-07-19,71830950000
2007-07-20,71251000000
2007-07-23,70836750000
2007-07-24,71383560000
2007-07-25,70339650000
2007-07-26,69726560000
2007-07-27,69047190000
2007-07-30,70472210000
2007-07-31,69014050000
2007-08-01,68583230000
2007-08-02,69660280000
2007-08-03,67555890000
2007-08-06,69229460000
2007-08-07,67108500000
2007-08-08,66528550000
2007-08-09,63330540000
2007-08-10,62783730000
2007-08-13,64490440000
2007-08-14,62601460000
2007-08-15,59801130000
2007-08-16,61193010000
2007-08-17,62203780000
2007-08-20,62004940000
2007-08-21,61143300000
2007-08-22,61756390000
2007-08-23,62734020000
2007-08-24,63347109999
2007-08-27,63927060000
2007-08-28,62750589999
2007-08-29,64490440000
2007-08-30,64755560000
2007-08-31,66097730000
2007-09-04,66296570000
2007-09-05,64507010000
2007-09-06,64324740000
2007-09-07,62783730000
2007-09-10,60927890000
2007-09-11,62982570000
2007-09-12,62750589999
2007-09-13,64904690000
2007-09-14,65335510000
2007-09-17,64623000000
2007-09-18,65948599999
2007-09-19,66346280000
2007-09-20,67174780000
2007-09-21,67655310000
2007-09-24,68997480000
2007-09-25,68848350000
2007-09-26,69991680000
2007-09-27,69975110000
2007-09-28,70024820000
2007-10-01,68817150000
2007-10-02,68637299999
2007-10-03,69111450000
2007-10-04,69945300000
2007-10-05,70893600000
2007-10-08,69928950000
2007-10-09,69732750000
2007-10-10,69160500000
2007-10-11,67803450000
2007-10-12,68931600000
2007-10-15,67509150000
2007-10-16,66773400000
2007-10-17,67705349999
2007-10-18,67656300000
2007-10-19,65906850000
2007-10-22,66822449999
2007-10-23,67247550000
2007-10-24,67329300000
2007-10-25,66691650000
2007-10-26,67574550000
2007-10-29,68065050000
2007-10-30,68310300000
2007-10-31,69863550000
2007-11-01,67509150000
2007-11-02,67590900000
2007-11-05,66789750000
2007-11-06,67950600000
2007-11-07,67345650000
2007-11-08,65007600000
2007-11-09,62293500000
2007-11-12,60969150000
2007-11-13,64026599999
2007-11-14,65465400000
2007-11-15,66724350000
2007-11-16,67623600000
2007-11-19,68261250000
2007-11-20,67590900000
2007-11-21,66152100000
2007-11-23,66266550000
2007-11-26,64059300000
2007-11-27,65105700000
2007-11-28,67836150000
2007-11-29,67721700000
2007-11-30,66675300000
2007-12-03,65334600000
2007-12-04,64353600000
2007-12-05,66004949999
2007-12-06,66070349999
2007-12-07,65596199999
2007-12-10,66331950000
2007-12-11,65694300000
2007-12-12,67051350000
2007-12-13,65171100000
2007-12-14,64386300000
2007-12-17,63961199999
2007-12-18,63307200000
2007-12-19,62587800000
2007-12-20,63961199999
2007-12-21,65334600000
2007-12-24,65906850000
2007-12-26,65857800000
2007-12-27,64876800000
2007-12-28,64696950000
2007-12-31,63628950000
2008-01-02,62076630000
2008-01-03,61284300000
2008-01-04,59877510000
2008-01-07,58939650000
2008-01-08,58195830000
2008-01-09,61106430000
2008-01-10,61429830000
2008-01-11,62464710000
2008-01-14,64680000000
2008-01-15,63628950000
2008-01-16,64615320000
2008-01-17,63160020000
2008-01-18,62011950000
2008-01-22,59699640000
2008-01-23,59230710000
2008-01-24,65342969999
2008-01-25,64680000000
2008-01-28,65488500000
2008-01-29,65165099999
2008-01-30,65132760000
2008-01-31,68593140000
2008-02-01,68237400000
2008-02-04,67671450000
2008-02-05,65844240000
2008-02-06,64114050000
2008-02-07,66199980000
2008-02-08,67784640000
2008-02-11,67687620000
2008-02-12,66199980000
2008-02-13,67930170000
2008-02-14,66086789999
2008-02-15,68237400000
2008-02-19,67833150000
2008-02-20,70129290000
2008-02-21,68593140000
2008-02-22,70290990000
2008-02-25,70695240000
2008-02-26,70565880000
2008-02-27,70808430000
2008-02-28,70048440000
2008-02-29,68544630000
2008-03-03,66491039999
2008-03-04,66636570000
2008-03-05,67105500000
2008-03-06,65375310000
2008-03-07,65068080000
2008-03-10,63337890000
2008-03-11,63742140000
2008-03-12,64275750000
2008-03-13,65084250000
2008-03-14,63434909999
2008-03-17,62254500000
2008-03-18,64890210000
2008-03-19,61203450000
2008-03-20,61882590000
2008-03-24,64502130000
2008-03-25,65973599999
2008-03-26,65472330000
2008-03-27,64227240000
2008-03-28,64906380000
2008-03-31,66666000000
2008-04-01,68649720000
2008-04-02,68210700000
2008-04-03,68113140000
2008-04-04,68373299999
2008-04-07,67755420000
2008-04-08,68422080000
2008-04-09,67495260000
2008-04-10,69235080000
2008-04-11,67316400000
2008-04-14,67251360000
2008-04-15,66974940000
2008-04-16,68714760000
2008-04-17,68405820000
2008-04-18,69186300000
2008-04-21,69300120000
2008-04-22,67560299999
2008-04-23,68113140000
2008-04-24,70178160000
2008-04-25,70308240000
2008-04-28,70389540000
2008-04-29,71153760000
2008-04-30,70226940000
2008-05-01,72129360000
2008-05-02,72080580000
2008-05-05,71430180000
2008-05-06,72438300000
2008-05-07,70796040000
2008-05-08,71706600000
2008-05-09,71088720000
2008-05-12,72568380000
2008-05-13,72470820000
2008-05-14,71755380000
2008-05-15,73170000000
2008-05-16,76259400000
2008-05-19,76991100000
2008-05-20,74893560000
2008-05-21,75088680000
2008-05-22,74584620000
2008-05-23,77657760000
2008-05-27,79430100000
2008-05-28,78568320000
2008-05-29,80031720000
2008-05-30,78926040000
2008-06-02,77560200000
2008-06-03,76405740000
2008-06-04,78779700000
2008-06-05,80308140000
2008-06-06,76649640000
2008-06-09,76600860000
2008-06-10,77104920000
2008-06-11,75300060000
2008-06-12,79641480000
2008-06-13,81283740000
2008-06-16,80552040000
2008-06-17,79072380000
2008-06-18,79836600000
2008-06-19,81885360000
2008-06-20,78909780000
2008-06-23,77739060000
2008-06-24,75235020000
2008-06-25,76682160000
2008-06-26,73348860000
2008-06-27,74226900000
2008-06-30,73210500000
2008-07-01,75603000000
2008-07-02,74332500000
2008-07-03,74332500000
2008-07-07,74844000000
2008-07-08,78457500000
2008-07-09,76857000000
2008-07-10,79480500000
2008-07-11,79744500000
2008-07-14,78936000000
2008-07-15,77385000000
2008-07-16,77517000000
2008-07-17,75174000000
2008-07-18,74563500000
2008-07-21,74712000000
2008-07-22,72765000000
2008-07-23,73953000000
2008-07-24,86509500000
2008-07-25,89842500000
2008-07-28,88143000000
2008-07-29,90618000000
2008-07-30,91806000000
2008-07-31,91311000000
2008-08-01,91525500000
2008-08-04,87235500000
2008-08-05,91954500000
2008-08-06,91674000000
2008-08-07,91377000000
2008-08-08,92169000000
2008-08-11,89793000000
2008-08-12,89446500000
2008-08-13,91393500000
2008-08-14,92977500000
2008-08-15,93010500000
2008-08-18,91311000000
2008-08-19,90403500000
2008-08-20,90667500000
2008-08-21,90271500000
2008-08-22,91426500000
2008-08-25,88902000000
2008-08-26,88275000000
2008-08-27,89232000000
2008-08-28,89050500000
2008-08-29,86872500000
2008-09-02,84430500000
2008-09-03,81279000000
2008-09-04,80091000000
2008-09-05,78655500000
2008-09-08,76362000000
2008-09-09,75256500000
2008-09-10,77104500000
2008-09-11,80998500000
2008-09-12,79068000000
2008-09-15,77253000000
2008-09-16,79068000000
2008-09-17,74151000000
2008-09-18,77055000000
2008-09-19,80421000000
2008-09-22,75834000000
2008-09-23,75751500000
2008-09-24,74728500000
2008-09-25,76791000000
2008-09-26,75636000000
2008-09-29,65921640000
2008-09-30,71029410000
2008-10-01,68632560000
2008-10-02,67062210000
2008-10-03,67558109999
2008-10-06,66500189999
2008-10-07,64764540000
2008-10-08,67888710000
2008-10-09,65591040000
2008-10-10,64433939999
2008-10-13,69921900000
2008-10-14,66648960000
2008-10-15,60020430000
2008-10-16,64285170000
2008-10-17,65706750000
2008-10-20,66599370000
2008-10-21,60549390000
2008-10-22,58912920000
2008-10-23,58301310000
2008-10-24,57838470000
2008-10-27,56168939999
2008-10-28,64318229999
2008-10-29,62681760000
2008-10-30,65657160000
2008-10-31,63243780000
2008-11-03,61491600000
2008-11-04,62747880000
2008-11-05,58136010000
2008-11-06,54631649999
2008-11-07,58945979999
2008-11-10,58367430000
2008-11-11,57970710000
2008-11-12,53838210000
2008-11-13,57557460000
2008-11-14,54449820000
2008-11-17,52317450000
2008-11-18,52581930000
2008-11-19,49606530000
2008-11-20,48284130000
2008-11-21,49871010000
2008-11-24,54251460000
2008-11-25,54036570000
2008-11-26,55292850000
2008-11-28,55491210000
2008-12-01,49523880000
2008-12-02,50482620000
2008-12-03,50085900000
2008-12-04,49722240000
2008-12-05,52730700000
2008-12-08,55425090000
2008-12-09,55342439999
2008-12-10,56978910000
2008-12-11,53871270000
2008-12-12,56069760000
2008-12-15,55887930000
2008-12-16,59607180000
2008-12-17,58020300000
2008-12-18,56400359999
2008-12-19,57904590000
2008-12-22,57540930000
2008-12-23,56499540000
2008-12-24,56466479999
2008-12-26,56912790000
2008-12-29,56299100000
2008-12-30,57685940000
2008-12-31,59155330000
2009-01-02,61169549999
2009-01-05,60178950000
2009-01-06,61334650000
2009-01-07,58693049999
2009-01-08,58247280000
2009-01-09,57785000000
2009-01-12,57553860000
2009-01-13,58016140000
2009-01-14,55737760000
2009-01-15,57454799999
2009-01-16,59469020000
2009-01-20,56365140000
2009-01-21,59221369999
2009-01-22,59535060000
2009-01-23,60377070000
2009-01-26,60393580000
2009-01-27,58825130000
2009-01-28,60789820000
2009-01-29,57999630000
2009-01-30,57042049999
2009-02-02,58263790000
2009-02-03,56497220000
2009-02-04,55853330000
2009-02-05,57851040000
2009-02-06,59964320000
2009-02-09,60509150000
2009-02-10,57818020000
2009-02-11,57141110000
2009-02-12,58676540000
2009-02-13,58907680000
2009-02-17,57322720000
2009-02-18,56662320000
2009-02-19,55869840000
2009-02-20,56249570000
2009-02-23,54119780000
2009-02-24,56942990000
2009-02-25,56018430000
2009-02-26,55572659999
2009-02-27,55192930000
2009-03-02,54136290000
2009-03-03,55225950000
2009-03-04,57355740000
2009-03-05,57174130000
2009-03-06,55523130000
2009-03-09,54483000000
2009-03-10,58379360000
2009-03-11,58362850000
2009-03-12,60740290000
2009-03-13,60674250000
2009-03-16,59171840000
2009-03-17,61598810000
2009-03-18,62655450000
2009-03-19,62143640000
2009-03-20,61186060000
2009-03-23,64091820000
2009-03-24,62787530000
2009-03-25,63563500000
2009-03-26,65280540000
2009-03-27,64289940000
2009-03-30,62712719999
2009-03-31,64434959999
2009-04-01,65710080000
2009-04-02,68409360000
2009-04-03,68210640000
2009-04-06,67332959999
2009-04-07,65180160000
2009-04-08,66604320000
2009-04-09,68972400000
