,QCOM
2013-11-26,124321200000
2013-11-27,124169280000
2013-11-29,124203040000
2013-12-02,123966720000
2013-12-03,123747280000
2013-12-04,123527840000
2013-12-05,123612240000
2013-12-06,124506880000
2013-12-09,123848560000
2013-12-10,123865439999
2013-12-11,123240880000
2013-12-12,122768240000
2013-12-13,122515040000
2013-12-16,122869520000
2013-12-17,123088960000
2013-12-18,123527840000
2013-12-19,122261840000
2013-12-20,123072080000
2013-12-23,122953920000
2013-12-24,123291520000
2013-12-26,124034240000
2013-12-27,124574400000
2013-12-30,124186159999
2013-12-31,125334000000
2014-01-02,123764159999
2014-01-03,123038320000
2014-01-06,122717600000
2014-01-07,123629119999
2014-01-08,124371840000
2014-01-09,124760080000
2014-01-10,124692560000
2014-01-13,123595360000
2014-01-14,123882320000
2014-01-15,125772880000
2014-01-16,126127360000
2014-01-17,126144240000
2014-01-21,127376479999
2014-01-22,127916640000
2014-01-23,128068560000
2014-01-24,125047040000
2014-01-27,123561600000
2014-01-28,121519119999
2014-01-29,120050560000
2014-01-30,123662880000
2014-01-31,125283360000
2014-02-03,123764159999
2014-02-04,122396880000
2014-02-05,122160560000
2014-02-06,123629119999
2014-02-07,125604080000
2014-02-10,126076720000
2014-02-11,127646560000
2014-02-12,128996960000
2014-02-13,129030720000
2014-02-14,128760640000
2014-02-18,127612799999
2014-02-19,127899760000
2014-02-20,128203600000
2014-02-21,127629680000
2014-02-24,127325840000
2014-02-25,126448080000
2014-02-26,126684400000
2014-02-27,126920720000
2014-02-28,127089520000
2014-03-03,124287439999
2014-03-04,128473680000
2014-03-05,129418960000
2014-03-06,129976000000
2014-03-07,129621520000
2014-03-10,130094159999
2014-03-11,129486479999
2014-03-12,129925360000
2014-03-13,127663439999
2014-03-14,126161119999
2014-03-17,130009760000
2014-03-18,130735600000
2014-03-19,129655280000
2014-03-20,131832799999
2014-03-21,131984720000
2014-03-24,131225119999
2014-03-25,132609280000
2014-03-26,132187280000
2014-03-27,133436400000
2014-03-28,133824640000
2014-03-31,132721380000
2014-04-01,134808299999
2014-04-02,134875620000
2014-04-03,135565650000
2014-04-04,132165990000
2014-04-07,131408640000
2014-04-08,132771870000
2014-04-09,134522190000
2014-04-10,131391809999
2014-04-11,131290830000
2014-04-14,133192620000
2014-04-15,133781669999
2014-04-16,134942940000
2014-04-17,136861559999
2014-04-21,136205190000
2014-04-22,135666630000
2014-04-23,135834929999
2014-04-24,131055210000
2014-04-25,130617630000
2014-04-28,131358150000
2014-04-29,132149160000
2014-04-30,132468929999
2014-05-01,132940169999
2014-05-02,132940169999
2014-05-05,133899480000
2014-05-06,133478730000
2014-05-07,133512390000
2014-05-08,133798500000
2014-05-09,133798500000
2014-05-12,134589510000
2014-05-13,135262710000
2014-05-14,135330030000
2014-05-15,134269740000
2014-05-16,133663860000
2014-05-19,134320230000
2014-05-20,134404380000
2014-05-21,134084610000
2014-05-22,133899480000
2014-05-23,134438039999
2014-05-27,135414179999
2014-05-28,135010260000
2014-05-29,134959770000
2014-05-30,135397350000
2014-06-02,135447840000
2014-06-03,135313200000
2014-06-04,134505360000
2014-06-05,134067780000
2014-06-06,135279539999
2014-06-09,134555850000
2014-06-10,133259940000
2014-06-11,133310429999
2014-06-12,133529220000
2014-06-13,133142130000
2014-06-16,132367950000
2014-06-17,133226280000
2014-06-18,133276770000
2014-06-19,134219250000
2014-06-20,134404380000
2014-06-23,133680690000
2014-06-24,132586740000
2014-06-25,131358150000
2014-06-26,132569910000
2014-06-27,132940169999
2014-06-30,132580800000
2014-07-01,133468020000
2014-07-02,134204580000
2014-07-03,135577259999
2014-07-07,135292679999
2014-07-08,135008100000
2014-07-09,135208980000
2014-07-10,134639820000
2014-07-11,133250399999
2014-07-14,133116480000
2014-07-15,132982560000
2014-07-16,133283880000
2014-07-17,130756140000
2014-07-18,132898860000
2014-07-21,133367580000
2014-07-22,136481220000
2014-07-23,136598399999
2014-07-24,127508580000
2014-07-25,127391399999
2014-07-28,126939420000
2014-07-29,126068940000
2014-07-30,127290960000
2014-07-31,123407280000
2014-08-01,121448700000
2014-08-04,122637240000
2014-08-05,121783500000
2014-08-06,122017860000
2014-08-07,121348259999
2014-08-08,123675120000
2014-08-11,125098020000
2014-08-12,124110360000
2014-08-13,124713000000
2014-08-14,125148240000
2014-08-15,124562340000
2014-08-18,125600220000
2014-08-19,125767620000
2014-08-20,127960560000
2014-08-21,128512980000
2014-08-22,128596679999
2014-08-25,128211660000
2014-08-26,128914740000
2014-08-27,128847780000
2014-08-28,127793160000
2014-08-29,127391399999
2014-09-02,125650440000
2014-09-03,125365860000
2014-09-04,125734140000
2014-09-05,126905940000
2014-09-08,127056600000
2014-09-09,126956160000
2014-09-10,127106820000
2014-09-11,127408140000
2014-09-12,126102420000
2014-09-15,125683920000
2014-09-16,126738539999
2014-09-17,126939420000
2014-09-18,127960560000
2014-09-19,126437220000
2014-09-22,127709460000
2014-09-23,126939420000
2014-09-24,127625759999
2014-09-25,125231940000
2014-09-26,125650440000
2014-09-29,124276019999
2014-09-30,124192970000
2014-10-01,122714680000
2014-10-02,122349260000
2014-10-03,124342460000
2014-10-06,124109920000
2014-10-07,122100110000
2014-10-08,124890590000
2014-10-09,123046880000
2014-10-10,118296420000
2014-10-13,117449309999
2014-10-14,119359460000
2014-10-15,118263200000
2014-10-16,118163540000
2014-10-17,120306230000
2014-10-20,121701470000
2014-10-21,124575000000
2014-10-22,123412300000
2014-10-23,124807540000
2014-10-24,126236000000
2014-10-27,125970240000
2014-10-28,127182769999
2014-10-29,127714290000
2014-10-30,128511570000
2014-10-31,130405110000
2014-11-03,129956639999
2014-11-04,128079710000
2014-11-05,128229200000
2014-11-06,117233380000
2014-11-07,115040860000
2014-11-10,115206960000
2014-11-11,115672040000
2014-11-12,116751690000
2014-11-13,117349650000
2014-11-14,117681849999
2014-11-17,116934400000
2014-11-18,119608610000
2014-11-19,117050670000
2014-11-20,117449309999
2014-11-21,118711670000
2014-11-24,119077090000
2014-11-25,120040470000
2014-11-26,120023860000
2014-11-28,121086900000
2014-12-01,119243190000
2014-12-02,121784519999
2014-12-03,123528570000
2014-12-04,121817740000
2014-12-05,121867570000
2014-12-08,120605210000
2014-12-09,121269610000
2014-12-10,118761500000
2014-12-11,119575389999
2014-12-12,117233380000
2014-12-15,116884570000
2014-12-16,116784910000
2014-12-17,119940809999
2014-12-18,121850960000
2014-12-19,121967230000
2014-12-22,123844160000
2014-12-23,123910599999
2014-12-24,124010260000
2014-12-26,125604820000
2014-12-29,123358549999
2014-12-30,123407900000
2014-12-31,122272850000
2015-01-02,122190600000
2015-01-05,121614850000
2015-01-06,119887600000
2015-01-07,121285850000
2015-01-08,122568950000
2015-01-09,122420900000
2015-01-12,121022649999
2015-01-13,120035650000
2015-01-14,118801900000
2015-01-15,117420100000
2015-01-16,117272050000
2015-01-20,119229600000
2015-01-21,117765550000
2015-01-22,118291950000
2015-01-23,118736100000
2015-01-26,119443450000
2015-01-27,118061650000
2015-01-28,116778549999
2015-01-29,104770050000
2015-01-30,102746700000
2015-02-02,107796850000
2015-02-03,110149199999
2015-02-04,110149199999
2015-02-05,111777750000
2015-02-06,109145749999
2015-02-09,110395950000
2015-02-10,115577700000
2015-02-11,115495449999
2015-02-12,115791550000
2015-02-13,116597600000
2015-02-17,116466000000
2015-02-18,116038300000
2015-02-19,116762100000
2015-02-20,117650400000
2015-02-23,116696300000
2015-02-24,117403650000
2015-02-25,117913600000
2015-02-26,118456450000
2015-02-27,119278950000
2015-03-02,119525700000
2015-03-03,117469450000
2015-03-04,116548249999
2015-03-05,116679850000
2015-03-06,117633950000
2015-03-09,119607949999
2015-03-10,118259050000
2015-03-11,115594150000
2015-03-12,114113650000
2015-03-13,112912800000
2015-03-16,115150000000
2015-03-17,114853899999
2015-03-18,115528350000
2015-03-19,114870350000
2015-03-20,115215800000
2015-03-23,115265149999
2015-03-24,113455650000
2015-03-25,110560449999
2015-03-26,110478200000
2015-03-27,110264350000
2015-03-30,110759040000
2015-03-31,111498720000
2015-04-01,111643440000
2015-04-02,109295760000
2015-04-06,108958080000
2015-04-07,108250559999
2015-04-08,108154080000
2015-04-09,110646480000
2015-04-10,111209280000
2015-04-13,110517840000
2015-04-14,110903760000
2015-04-15,110083679999
2015-04-16,109199280000
2015-04-17,107912880000
2015-04-20,110373120000
2015-04-21,110260559999
2015-04-22,110855520000
2015-04-23,109890720000
2015-04-24,109729919999
2015-04-27,111321840000
2015-04-28,111997200000
2015-04-29,110421360000
2015-04-30,109344000000
2015-05-01,110019360000
2015-05-04,111048480000
2015-05-05,109938960000
2015-05-06,109038480000
2015-05-07,110035440000
2015-05-08,111611280000
2015-05-11,111032400000
2015-05-12,110614320000
2015-05-13,112125840000
2015-05-14,113396160000
2015-05-15,114264480000
2015-05-18,113235360000
2015-05-19,111948960000
2015-05-20,111402240000
2015-05-21,112704720000
2015-05-22,111772080000
2015-05-26,111530880000
2015-05-27,114200160000
2015-05-28,113524799999
2015-05-29,112045440000
2015-06-01,111627360000
2015-06-02,111514799999
2015-06-03,112334880000
2015-06-04,110791200000
2015-06-05,109762080000
2015-06-08,108186240000
2015-06-09,107478720000
2015-06-10,108234480000
2015-06-11,108700799999
2015-06-12,107784240000
2015-06-15,107141040000
2015-06-16,106867679999
2015-06-17,107012400000
2015-06-18,108314880000
2015-06-19,107543040000
2015-06-22,108314880000
2015-06-23,107703840000
2015-06-24,105082799999
2015-06-25,104938080000
2015-06-26,103989360000
2015-06-29,97499340000
2015-06-30,97514910000
2015-07-01,97935300000
2015-07-02,98262270000
2015-07-06,98262270000
2015-07-07,97779600000
2015-07-08,96393870000
2015-07-09,96316020000
2015-07-10,97670610000
2015-07-13,98760510000
2015-07-14,99554580000
2015-07-15,99461160000
2015-07-16,100504350000
2015-07-17,100177380000
2015-07-20,99321030000
2015-07-21,101422980000
2015-07-22,99943830000
2015-07-23,96191460000
2015-07-24,95973480000
2015-07-27,96502860000
2015-07-28,98246700000
2015-07-29,98355690000
2015-07-30,100286370000
2015-07-31,100255230000
2015-08-03,100317510000
2015-08-04,98791650000
2015-08-05,99461160000
2015-08-06,97841880000
2015-08-07,98122140000
2015-08-10,98324550000
2015-08-11,97390350000
2015-08-12,97437060000
2015-08-13,96580710000
2015-08-14,96393870000
2015-08-17,96642990000
2015-08-18,95475240000
2015-08-19,95257260000
2015-08-20,93653550000
2015-08-21,89698770000
2015-08-24,86070960000
2015-08-25,83891160000
2015-08-26,88219620000
2015-08-27,89309520000
2015-08-28,89449650000
2015-08-31,88095060000
2015-09-01,85666140000
2015-09-02,86974020000
2015-09-03,86491350000
2015-09-04,84529530000
2015-09-08,85946400000
2015-09-09,84576240000
2015-09-10,86148810000
2015-09-11,85105620000
2015-09-14,84560670000
2015-09-15,85432590000
2015-09-16,85946400000
2015-09-17,85603860000
2015-09-18,84778650000
2015-09-21,84685230000
2015-09-22,83984580000
2015-09-23,83392920000
2015-09-24,82941390000
2015-09-25,82863540000
2015-09-28,78915080000
2015-09-29,78749860000
2015-09-30,80702460000
2015-10-01,79876360000
2015-10-02,82715140000
2015-10-05,84457460000
2015-10-06,84592640000
2015-10-07,85028220000
2015-10-08,86605320000
2015-10-09,86785560000
2015-10-12,86800580000
2015-10-13,86380020000
2015-10-14,88062260000
2015-10-15,89008520000
2015-10-16,89984820000
2015-10-19,88768200000
2015-10-20,88618000000
2015-10-21,88572940000
2015-10-22,90765860000
2015-10-23,91216460000
2015-10-26,88933420000
2015-10-27,89038560000
2015-10-28,90525540000
2015-10-29,90120000000
2015-10-30,89248840000
2015-11-02,91081280000
2015-11-03,91426740000
2015-11-04,90510520000
2015-11-05,76707140000
2015-11-06,80236840000
2015-11-09,79515880000
2015-11-10,78509540000
2015-11-11,79380700000
2015-11-12,78975160000
2015-11-13,78013880000
2015-11-16,79260540000
2015-11-17,79575960000
2015-11-18,72096000000
2015-11-19,72681780000
2015-11-20,74529240000
2015-11-23,73552940000
2015-11-24,74213820000
2015-11-25,73748200000
2015-11-27,72907080000
2015-11-30,73282580000
2015-12-01,74048600000
2015-12-02,77878700000
2015-12-03,77202800000
2015-12-04,78614680000
2015-12-07,78749860000
2015-12-08,74318960000
2015-12-09,72982180000
2015-12-10,72952140000
2015-12-11,71284920000
2015-12-14,70338660000
2015-12-15,72126040000
2015-12-16,72201140000
2015-12-17,71405080000
2015-12-18,71239860000
2015-12-21,73237520000
2015-12-22,73703140000
2015-12-23,73658080000
2015-12-24,74424100000
2015-12-28,73725460000
2015-12-29,75658560000
2015-12-30,74959670000
2015-12-31,74335130000
2016-01-04,74528440000
2016-01-05,73071180000
2016-01-06,72327680000
2016-01-07,68610180000
2016-01-08,68223560000
2016-01-11,68506090000
2016-01-12,69175240000
2016-01-13,68550700000
2016-01-14,70974510000
2016-01-15,68134340000
2016-01-19,68535830000
2016-01-20,68297910000
2016-01-21,69963350000
2016-01-22,71480090000
2016-01-25,70751460000
2016-01-26,72149240000
2016-01-27,70677110000
2016-01-28,64818330000
2016-01-29,67420580000
2016-02-01,68565570000
2016-02-02,64164050000
2016-02-03,66513509999
2016-02-04,67896419999
2016-02-05,65457740000
2016-02-08,65264430000
2016-02-09,64848070000
2016-02-10,63881520000
2016-02-11,63941000000
2016-02-12,66260720000
2016-02-16,69487510000
2016-02-17,71985670000
2016-02-18,72981960000
2016-02-19,73487540000
2016-02-22,76253360000
2016-02-23,74974540000
2016-02-24,76610240000
2016-02-25,76788680000
2016-02-26,76758940000
2016-02-29,75524730000
2016-03-01,77487570000
2016-03-02,78587950000
2016-03-03,77889060000
2016-03-04,78305420000
2016-03-07,79257100000
2016-03-08,78008020000
2016-03-09,77249650000
2016-03-10,77353740000
2016-03-11,77651140000
2016-03-14,77457830000
2016-03-15,76773810000
2016-03-16,76283100000
2016-03-17,76402060000
2016-03-18,76714330000
2016-03-21,77636270000
2016-03-22,77353740000
2016-03-23,75822130000
2016-03-24,75628820000
2016-03-28,73829490000
2016-03-29,74564990000
2016-03-30,75006290000
2016-03-31,75226940000
2016-04-01,74844480000
2016-04-04,74506150000
2016-04-05,73652970000
2016-04-06,74462020000
2016-04-07,73594130000
2016-04-08,74373760000
2016-04-11,75021000000
2016-04-12,74756220000
2016-04-13,76374320000
2016-04-14,76227220000
2016-04-15,75109260000
2016-04-18,75830050000
2016-04-19,76241930000
2016-04-20,76624390000
2016-04-21,76006570000
2016-04-22,77433440000
2016-04-25,77124530000
2016-04-26,77830610000
2016-04-27,77815900000
2016-04-28,76683230000
2016-04-29,74314920000
2016-05-02,75182810000
2016-05-03,74623830000
2016-05-04,74270790000
2016-05-05,75212230000
2016-05-06,74903320000
2016-05-09,75315200000
2016-05-10,76712650000
2016-05-11,76712650000
2016-05-12,75771210000
2016-05-13,75491720000
2016-05-16,76359610000
2016-05-17,76477290000
2016-05-18,77654090000
2016-05-19,77609960000
2016-05-20,80198920000
2016-05-23,79698780000
2016-05-24,81772890000
2016-05-25,82346580000
2016-05-26,81993540000
2016-05-27,81302170000
2016-05-31,80787320000
2016-06-01,80596090000
2016-06-02,80728480000
2016-06-03,80816740000
2016-06-06,80743190000
2016-06-07,80669640000
2016-06-08,80816740000
2016-06-09,80875580000
2016-06-10,79183930000
2016-06-13,77712930000
2016-06-14,77521700000
2016-06-15,78374880000
2016-06-16,78580820000
2016-06-17,78772050000
2016-06-20,79272190000
2016-06-21,79257480000
2016-06-22,79492840000
2016-06-23,81714050000
2016-06-24,76668520000
2016-06-27,75482640000
2016-06-28,77504760000
2016-06-29,79039800000
2016-06-30,79069320000
2016-07-01,78228000000
2016-07-05,76663440000
2016-07-06,77298120000
2016-07-07,78124680000
2016-07-08,79984440000
2016-07-11,79881120000
2016-07-12,80619120000
2016-07-13,80929080000
2016-07-14,81002880000
2016-07-15,80811000000
2016-07-18,81696600000
2016-07-19,81386640000
2016-07-20,82390320000
2016-07-21,88456680000
2016-07-22,90257400000
2016-07-25,89637480000
2016-07-26,90552600000
2016-07-27,92264760000
2016-07-28,92146680000
2016-07-29,92368080000
2016-08-01,91290600000
2016-08-02,89445600000
2016-08-03,90050760000
2016-08-04,90006480000
2016-08-05,91512000000
2016-08-08,90892080000
2016-08-09,91497240000
2016-08-10,91083960000
2016-08-11,91128240000
2016-08-12,91083960000
2016-08-15,92146680000
2016-08-16,91615320000
2016-08-17,91925280000
2016-08-18,93047040000
2016-08-19,92633760000
2016-08-22,92737080000
2016-08-23,93120840000
2016-08-24,92412360000
2016-08-25,92456640000
2016-08-26,92943720000
2016-08-29,92958480000
2016-08-30,92899440000
2016-08-31,93091320000
2016-09-01,93681720000
2016-09-02,93504600000
2016-09-06,93120840000
2016-09-07,92146680000
2016-09-08,92530440000
2016-09-09,89327520000
2016-09-12,91881000000
2016-09-13,90464040000
2016-09-14,90906840000
2016-09-15,92309040000
2016-09-16,92973240000
2016-09-19,92781360000
2016-09-20,92545200000
2016-09-21,93829320000
2016-09-22,93755520000
2016-09-23,92619000000
2016-09-26,92094180000
2016-09-27,93572180000
2016-09-28,93779100000
2016-09-29,99691100000
2016-09-30,101243000000
2016-10-03,99188580000
2016-10-04,98553040000
2016-10-05,98789520000
2016-10-06,99824120000
2016-10-07,100784820000
2016-10-10,99395500000
2016-10-11,97681020000
2016-10-12,97636680000
2016-10-13,97104600000
2016-10-14,97104600000
2016-10-17,96350820000
2016-10-18,97695799999
2016-10-19,97237620000
2016-10-20,99528520000
2016-10-21,100400540000
2016-10-24,100592680000
2016-10-25,100075379999
2016-10-26,100799600000
2016-10-27,103593020000
2016-10-28,101095200000
2016-10-31,101568160000
2016-11-01,101006520000
2016-11-02,99159020000
2016-11-03,98952100000
2016-11-04,98626940000
2016-11-07,101183879999
2016-11-08,100903060000
2016-11-09,100326640000
2016-11-10,98006180000
2016-11-11,98848640000
2016-11-14,97444540000
2016-11-15,98686060000
2016-11-16,97991400000
2016-11-17,98538260000
2016-11-18,99484180000
2016-11-21,99173799999
2016-11-22,100962180000
2016-11-23,100696140000
2016-11-25,100932620000
2016-11-28,99173799999
2016-11-29,98686060000
2016-11-30,100696140000
2016-12-01,94828480000
2016-12-02,97311520000
2016-12-05,98080080000
2016-12-06,99691100000
2016-12-07,101006520000
2016-12-08,101316900000
2016-12-09,101272560000
2016-12-12,101198660000
2016-12-13,102484520000
2016-12-14,99853680000
2016-12-15,100548340000
2016-12-16,98227879999
2016-12-19,99055560000
2016-12-20,98892980000
2016-12-21,99262480000
2016-12-22,98671280000
2016-12-23,98819080000
2016-12-27,99328250000
2016-12-28,97112750000
2016-12-29,97541080000
2016-12-30,96300400000
2017-01-03,96595800000
2017-01-04,96699190000
2017-01-05,96817350000
2017-01-06,96787810000
2017-01-09,96965050000
2017-01-10,96935510000
2017-01-11,97629699999
2017-01-12,97659240000
2017-01-13,98781760000
2017-01-17,94808630000
2017-01-18,96197010000
2017-01-19,95177880000
2017-01-20,92873760000
2017-01-23,81057760000
2017-01-24,81235000000
2017-01-25,84041300000
2017-01-26,79831850000
2017-01-27,80112480000
2017-01-30,79181970000
2017-01-31,78916110000
2017-02-01,78502550000
2017-02-02,77778820000
2017-02-03,78251460000
2017-02-06,78103760000
2017-02-07,78679790000
2017-02-08,78118530000
2017-02-09,78103760000
2017-02-10,79758000000
2017-02-13,81131610000
2017-02-14,81943960000
2017-02-15,83435730000
2017-02-16,84011760000
2017-02-17,83391420000
2017-02-21,83819750000
2017-02-22,84336700000
2017-02-23,84395780000
2017-02-24,84513940000
2017-02-27,83790210000
2017-02-28,83420960000
2017-03-01,84203770000
2017-03-02,83258490000
2017-03-03,83361880000
2017-03-06,83376650000
2017-03-07,83790210000
2017-03-08,85326290000
2017-03-09,85621690000
2017-03-10,86611280000
2017-03-13,86345420000
2017-03-14,85990940000
2017-03-15,86434040000
2017-03-16,86182950000
2017-03-17,85001350000
2017-03-20,85385370000
2017-03-21,83893600000
2017-03-22,84248080000
2017-03-23,83908370000
2017-03-24,84070840000
2017-03-27,83743480000
2017-03-28,84807640000
2017-03-29,84778080000
2017-03-30,84541600000
2017-03-31,84748520000
2017-04-03,83507000000
2017-04-04,83773040000
2017-04-05,83462660000
2017-04-06,83551340000
2017-04-07,83240960000
2017-04-10,83536560000
2017-04-11,81807300000
2017-04-12,78910420000
2017-04-13,78023620000
2017-04-17,78171420000
2017-04-18,77846260000
2017-04-19,77757580000
2017-04-20,77831480000
2017-04-21,77595000000
2017-04-24,78053180000
2017-04-25,78334000000
2017-04-26,78393120000
2017-04-27,78644380000
2017-04-28,79427720000
2017-05-01,79220800000
2017-05-02,78762620000
2017-05-03,80536220000
2017-05-04,81156980000
2017-05-05,81186540000
2017-05-08,80728360000
2017-05-09,81511700000
2017-05-10,81777740000
2017-05-11,80817040000
2017-05-12,81762960000
2017-05-15,81881200000
2017-05-16,82694100000
2017-05-17,81822080000
2017-05-18,82945360000
2017-05-19,85236260000
2017-05-22,87615840000
2017-05-23,87527160000
2017-05-24,86669920000
2017-05-25,86389100000
2017-05-26,85014560000
2017-05-30,84748520000
2017-05-31,84645060000
2017-06-01,86640360000
2017-06-02,86581240000
2017-06-05,86995080000
2017-06-06,86019600000
2017-06-07,85029340000
2017-06-08,85901360000
2017-06-09,84319900000
2017-06-12,84970220000
2017-06-13,85044120000
2017-06-14,84260780000
2017-06-15,84142540000
2017-06-16,83979960000
2017-06-19,85147580000
2017-06-20,83935620000
2017-06-21,83255740000
2017-06-22,83462660000
2017-06-23,84112980000
2017-06-26,83482560000
2017-06-27,81814680000
2017-06-28,82892160000
2017-06-29,81298080000
2017-06-30,81504720000
2017-07-03,81106200000
2017-07-05,81844200000
2017-07-06,80870040000
2017-07-07,81696600000
2017-07-10,82124640000
2017-07-11,81667080000
2017-07-12,82951200000
2017-07-13,82995480000
2017-07-14,83851560000
2017-07-17,83334960000
2017-07-18,83084040000
2017-07-19,83807280000
2017-07-20,79659720000
2017-07-21,79467840000
2017-07-24,78552720000
2017-07-25,78626520000
2017-07-26,78434640000
2017-07-27,77475240000
2017-07-28,78050880000
2017-07-31,78508440000
2017-08-01,78833160000
2017-08-02,78478920000
2017-08-03,78154200000
2017-08-04,77667120000
2017-08-07,77785200000
2017-08-08,77180040000
2017-08-09,77888520000
2017-08-10,77253840000
2017-08-11,77814720000
2017-08-14,79039800000
2017-08-15,79512120000
2017-08-16,78685560000
2017-08-17,77150520000
2017-08-18,76633920000
2017-08-21,76722480000
2017-08-22,77268600000
2017-08-23,77091480000
2017-08-24,77475240000
2017-08-25,76796280000
2017-08-28,76471560000
2017-08-29,76471560000
2017-08-30,76929120000
2017-08-31,77150520000
2017-09-01,76825800000
2017-09-05,73844280000
2017-09-06,74464200000
2017-09-07,74360880000
2017-09-08,73268640000
2017-09-11,74641320000
2017-09-12,75128400000
2017-09-13,75290760000
2017-09-14,75984480000
2017-09-15,77032440000
2017-09-18,77121000000
2017-09-19,77194800000
2017-09-20,76722480000
2017-09-21,76796280000
2017-09-22,76884840000
2017-09-25,76242740000
2017-09-26,75519010000
2017-09-27,76139350000
2017-09-28,76434750000
2017-09-29,76567680000
2017-10-02,76626760000
2017-10-03,76833540000
2017-10-04,76744920000
2017-10-05,77320950000
2017-10-06,77527730000
2017-10-09,78103760000
2017-10-10,79565990000
2017-10-11,79935240000
2017-10-12,78281000000
2017-10-13,78015140000
2017-10-16,77365260000
2017-10-17,77409570000
2017-10-18,77114170000
2017-10-19,77232330000
2017-10-20,76833540000
2017-10-23,78857030000
2017-10-24,80127250000
2017-10-25,79521680000
2017-10-26,79462600000
2017-10-27,80599890000
2017-10-30,80732820000
2017-10-31,75341770000
2017-11-01,78960420000
2017-11-02,80998680000
2017-11-03,91293370000
2017-11-06,92342040000
2017-11-07,94675699999
2017-11-08,96728730000
2017-11-09,95414199999
2017-11-10,95369889999
2017-11-13,98205730000
2017-11-14,97482000000
2017-11-15,96905970000
2017-11-16,97644470000
2017-11-17,98545440000
2017-11-20,98176190000
2017-11-21,98471590000
2017-11-22,100628010000
2017-11-24,101780070000
2017-11-27,100642780000
2017-11-28,100997260000
2017-11-29,98250040000
2017-11-30,97984180000
2017-12-01,96728730000
2017-12-04,95355120000
2017-12-05,95547130000
2017-12-06,95975460000
2017-12-07,96344710000
2017-12-08,94882480000
2017-12-11,96270860000
2017-12-12,95798220000
2017-12-13,95857300000
2017-12-14,95561900000
2017-12-15,95650520000
2017-12-18,96566260000
2017-12-19,95266500000
2017-12-20,95414199999
2017-12-21,95104030000
2017-12-22,95606210000
2017-12-26,95292600000
2017-12-27,95648280000
2017-12-28,95411160000
2017-12-29,94877640000
2018-01-02,96626400000
2018-01-03,97723080000
2018-01-04,97856460000
2018-01-05,98508540000
2018-01-08,98212140000
2018-01-09,96730140000
2018-01-10,96715320000
2018-01-11,96967260000
2018-01-12,96893160000
2018-01-16,101146500000
2018-01-17,100805640000
2018-01-18,100850100000
2018-01-19,100835280000
2018-01-22,101768940000
2018-01-23,101279880000
2018-01-24,100746360000
2018-01-25,99916440000
2018-01-26,101561460000
2018-01-29,99768239999
2018-01-30,99279180000
2018-01-31,101146500000
2018-02-01,98997600000
2018-02-02,97915739999
2018-02-05,91483860000
2018-02-06,95440800000
2018-02-07,96389280000
2018-02-08,92506440000
2018-02-09,94833180000
2018-02-12,97308120000
2018-02-13,97367400000
2018-02-14,98686380000
2018-02-15,96744960000
2018-02-16,96107699999
2018-02-20,94833180000
2018-02-21,93958800000
2018-02-22,92150760000
2018-02-23,93840240000
2018-02-26,99264360000
2018-02-27,98315880000
2018-02-28,96330000000
2018-03-01,96270719999
2018-03-02,95944680000
2018-03-05,94862820000
2018-03-06,92091480000
2018-03-07,92610180000
2018-03-08,91617240000
2018-03-09,93410460000
2018-03-12,93084420000
2018-03-13,88475400000
2018-03-14,89097840000
2018-03-15,88756980000
2018-03-16,89838840000
2018-03-19,86504340000
2018-03-20,86341320000
2018-03-21,84192420000
2018-03-22,82369560000
2018-03-23,79524120000
2018-03-26,82960140000
2018-03-27,81053520000
2018-03-28,80846600000
2018-03-29,81895980000
2018-04-02,79531180000
2018-04-03,80964840000
2018-04-04,81275220000
2018-04-05,81349120000
2018-04-06,78511360000
2018-04-09,78969540000
2018-04-10,80950060000
2018-04-11,81304780000
2018-04-12,81585600000
2018-04-13,82368940000
2018-04-16,80950060000
2018-04-17,81807300000
2018-04-18,81629940000
2018-04-19,77698460000
2018-04-20,76028320000
2018-04-23,74683340000
2018-04-24,73811320000
2018-04-25,73530500000
2018-04-26,74594660000
2018-04-27,75540580000
2018-04-30,75392780000
2018-05-01,75111960000
2018-05-02,74284280000
2018-05-03,74358180000
2018-05-04,77580220000
2018-05-07,78348780000
2018-05-08,78127080000
2018-05-09,78585260000
2018-05-10,81245660000
2018-05-11,81629940000
2018-05-14,83861720000
2018-05-15,82235920000
2018-05-16,83802600000
2018-05-17,84172100000
2018-05-18,84999780000
2018-05-21,85295380000
2018-05-22,84822420000
2018-05-23,86935960000
2018-05-24,87320240000
2018-05-25,88620880000
2018-05-29,86063940000
2018-05-30,86300420000
2018-05-31,85901360000
2018-06-01,86625580000
2018-06-04,86773380000
2018-06-05,87172440000
2018-06-06,88443520000
2018-06-07,89625920000
2018-06-08,89064280000
2018-06-11,88576540000
2018-06-12,88369620000
2018-06-13,87527160000
2018-06-14,87881880000
2018-06-15,88473080000
2018-06-18,87497600000
2018-06-19,86758600000
2018-06-20,86891620000
2018-06-21,86832500000
2018-06-22,86463000000
2018-06-25,80725750000
2018-06-26,79876750000
2018-06-27,78065550000
2018-06-28,79098500000
2018-06-29,79409800000
2018-07-02,79494700000
2018-07-03,78291950000
2018-07-05,81192700000
2018-07-06,81843600000
2018-07-09,82126600000
2018-07-10,82593550000
2018-07-11,81079500000
2018-07-12,82522800000
2018-07-13,82621850000
2018-07-16,82565250000
