,SWN
2005-01-06,1643726630
2005-01-07,1627484443
2005-01-10,1661789560
2005-01-11,1659622008
2005-01-12,1721035970
2005-01-13,1754271761
2005-01-14,1769444622
2005-01-18,1801957896
2005-01-19,1775224760
2005-01-20,1760051899
2005-01-21,1800888571
2005-01-24,1760398707
2005-01-25,1762595159
2005-01-26,1756092504
2005-01-27,1800888571
2005-01-28,1794385916
2005-01-31,1853256618
2005-02-01,1956952286
2005-02-02,2008251007
2005-02-03,1986922300
2005-02-04,1986199782
2005-02-07,1986922300
2005-02-08,1977529576
2005-02-09,1967067527
2005-02-10,2084837830
2005-02-11,2107582672
2005-02-14,2092063002
2005-02-15,2081225244
2005-02-16,2157812068
2005-02-17,2071110004
2005-02-18,2153823773
2005-02-22,2100010692
2005-02-23,2115906070
2005-02-24,2192839702
2005-02-25,2234745699
2005-02-28,2203677460
2005-03-01,2070011778
2005-03-02,2113362810
2005-03-03,2163592205
2005-03-04,2210902632
2005-03-07,2172262412
2005-03-08,2131078931
2005-03-09,2091340485
2005-03-10,2016921214
2005-03-11,2060272246
2005-03-14,2059174020
2005-03-15,2045446193
2005-03-16,2044723676
2005-03-17,2066399192
2005-03-18,2118796139
2005-03-21,2109403415
2005-03-22,2106137638
2005-03-23,2006805973
2005-03-24,2059174020
2005-03-28,1993078146
2005-03-29,1916115614
2005-03-30,1962356715
2005-03-31,2056840131
2005-04-01,2160131482
2005-04-04,2156130863
2005-04-05,2132590987
2005-04-06,2156507733
2005-04-07,2145259615
2005-04-08,2105398372
2005-04-11,2089105995
2005-04-12,2143085365
2005-04-13,2121719739
2005-04-14,2099252493
2005-04-15,2057564880
2005-04-18,2083655876
2005-04-19,2124241868
2005-04-20,2112645871
2005-04-21,2210487103
2005-04-22,2173901730
2005-04-25,2211936603
2005-04-26,2177873359
2005-04-27,2183671358
2005-04-28,2084032746
2005-04-29,2128967238
2005-05-02,2427564184
2005-05-03,2427912064
2005-05-04,2438783312
2005-05-05,2418867186
2005-05-06,2482268304
2005-05-09,2507634550
2005-05-10,2432637433
2005-05-11,2436985932
2005-05-12,2333346701
2005-05-13,2330795581
2005-05-16,2331520331
2005-05-17,2400748439
2005-05-18,2397124690
2005-05-19,2443508681
2005-05-20,2431187933
2005-05-23,2410894937
2005-05-24,2439160182
2005-05-25,2443508681
2005-05-26,2534827165
2005-05-27,2565266659
2005-05-31,2529377046
2005-06-01,2612723281
2005-06-02,2610925901
2005-06-03,2625044029
2005-06-06,2649685524
2005-06-07,2585907536
2005-06-08,2580109537
2005-06-09,2677950769
2005-06-10,2692445767
2005-06-13,2943933971
2005-06-14,3098305694
2005-06-15,3151937184
2005-06-16,3124396689
2005-06-17,3144689685
2005-06-20,3232384420
2005-06-21,3178028179
2005-06-22,3217889422
2005-06-23,3130919438
2005-06-24,3154111434
2005-06-27,3145414435
2005-06-28,3127295689
2005-06-29,3404150139
2005-06-30,3404874889
2005-07-01,3755942663
2005-07-05,3919695539
2005-07-06,3727786060
2005-07-07,4016020760
2005-07-08,3876719671
2005-07-11,3907840127
2005-07-12,3978231635
2005-07-13,3898207605
2005-07-14,3724822207
2005-07-15,3745569178
2005-07-18,3671472854
2005-07-19,3823370318
2005-07-20,3781135413
2005-07-21,3735195692
2005-07-22,3964153334
2005-07-25,4012315944
2005-07-26,4132351989
2005-07-27,4088635158
2005-07-28,4030840025
2005-07-29,4083448415
2005-08-01,4153098960
2005-08-02,4200520607
2005-08-03,4230159137
2005-08-04,4214598909
2005-08-05,4140502585
2005-08-08,4123460430
2005-08-09,4112345982
2005-08-10,4239050696
2005-08-11,4245719365
2005-08-12,4242014549
2005-08-15,4181255563
2005-08-16,4001201496
2005-08-17,3814478759
2005-08-18,3913767833
2005-08-19,3987123194
2005-08-22,3987123194
2005-08-23,3965635260
2005-08-24,3963412370
2005-08-25,3964153334
2005-08-26,3890057010
2005-08-29,3890057010
2005-08-30,4154580886
2005-08-31,4290177159
2005-09-01,4390207197
2005-09-02,4247942254
2005-09-06,4219785651
2005-09-07,4188665195
2005-09-08,4141984511
2005-09-09,4256833813
2005-09-12,4219785651
2005-09-13,4528767322
2005-09-14,4554701036
2005-09-15,4617682911
2005-09-16,4644357588
2005-09-19,4805146611
2005-09-20,4891098347
2005-09-21,4881465825
2005-09-22,4765875559
2005-09-23,4662881669
2005-09-26,4851827295
2005-09-27,4875538119
2005-09-28,5258616114
2005-09-29,5509061689
2005-09-30,5438670181
2005-10-03,6209230572
2005-10-04,5945168518
2005-10-05,5699968040
2005-10-06,5289540163
2005-10-07,5432133672
2005-10-10,5228428659
2005-10-11,5375548946
2005-10-12,5054902167
2005-10-13,4961348753
2005-10-14,5140156487
2005-10-17,5281241070
2005-10-18,4891183693
2005-10-19,5078290520
2005-10-20,4722938442
2005-10-21,4857987321
2005-10-24,5195986749
2005-10-25,5409499781
2005-10-26,5432133672
2005-10-27,5264642883
2005-10-28,5360459686
2005-10-31,5472874674
2005-11-01,5351406129
2005-11-02,5548320975
2005-11-03,5522669233
2005-11-04,5237482215
2005-11-07,5195986749
2005-11-08,5285767848
2005-11-09,5180897489
2005-11-10,4818000781
2005-11-11,5008879923
2005-11-14,5100169947
2005-11-15,5112995818
2005-11-16,5306892812
2005-11-17,5296330330
2005-11-18,5261625031
2005-11-21,5527196011
2005-11-22,5560392383
2005-11-23,5421571189
2005-11-25,5503053194
2005-11-28,5089607465
2005-11-29,5149964506
2005-11-30,5140910950
2005-12-01,5450240784
2005-12-02,5486455008
2005-12-05,5510597825
2005-12-06,5447222932
2005-12-07,5355178444
2005-12-08,5459294340
2005-12-09,5334053480
2005-12-12,5423080115
2005-12-13,5500035342
2005-12-14,5625276202
2005-12-15,5472874674
2005-12-16,5341598110
2005-12-19,5279732143
2005-12-20,5264642883
2005-12-21,5569445939
2005-12-22,5658472575
2005-12-23,5712793911
2005-12-27,5432133672
2005-12-28,5581517347
2005-12-29,5480419304
2005-12-30,5423080115
2006-01-03,6265832929
2006-01-04,6342550606
2006-01-05,6170769720
2006-01-06,6200789680
2006-01-09,6262497378
2006-01-10,6509328166
2006-01-11,6364231689
2006-01-12,6490982635
2006-01-13,6787846692
2006-01-17,6966298681
2006-01-18,6826205530
2006-01-19,7096385178
2006-01-20,7173102855
2006-01-23,7241481655
2006-01-24,7093049626
2006-01-25,6789514467
2006-01-26,6671102400
2006-01-27,6821202204
2006-01-30,7079707422
2006-01-31,7194783938
2006-02-01,6966298681
2006-02-02,6761162282
2006-02-03,6637746888
2006-02-06,6712796790
2006-02-07,6200789680
2006-02-08,6182444149
2006-02-09,5850556804
2006-02-10,5658762610
2006-02-13,5443619558
2006-02-14,5478642846
2006-02-15,5485313948
2006-02-16,5750490268
2006-02-17,5832211273
2006-02-21,5882244541
2006-02-22,5697121449
2006-02-23,5643752630
2006-02-24,5648755957
2006-02-27,5403592944
2006-02-28,5351891900
2006-03-01,5835546824
2006-03-02,5797187985
2006-03-03,5718802532
2006-03-06,5433612904
2006-03-07,5125074418
2006-03-08,5006662351
2006-03-09,4918270244
2006-03-10,4891585834
2006-03-13,5001659024
2006-03-14,5158429930
2006-03-15,5158429930
2006-03-16,5328543042
2006-03-17,5321871939
2006-03-20,5098390009
2006-03-21,5003326800
2006-03-22,5096722233
2006-03-23,5220137628
2006-03-24,5456961763
2006-03-27,5522005011
2006-03-28,5565367177
2006-03-29,5670437040
2006-03-30,5608729342
2006-03-31,5368569656
2006-04-03,5443983155
2006-04-04,5343756402
2006-04-05,5480732965
2006-04-06,5631073095
2006-04-07,5500778315
2006-04-10,5689538701
2006-04-11,5826515264
2006-04-12,5699561376
2006-04-13,5595993731
2006-04-17,5910037558
2006-04-18,6341012598
2006-04-19,6676772222
2006-04-20,6533113875
2006-04-21,6584897698
2006-04-24,6406159988
2006-04-25,6372751070
2006-04-26,6143899983
2006-04-27,6036991446
2006-04-28,6016946095
2006-05-01,6137218199
2006-05-02,6404489542
2006-05-03,6264172087
2006-05-04,6157263550
2006-05-05,6449591581
2006-05-08,6371080624
2006-05-09,6402819096
2006-05-10,6564852347
2006-05-11,6533113875
2006-05-12,6205706481
2006-05-15,5893333099
2006-05-16,5828185710
2006-05-17,5525835004
2006-05-18,5285290795
2006-05-19,5268586337
2006-05-22,5178382259
2006-05-23,5160007354
2006-05-24,5021360345
2006-05-25,5210120730
2006-05-26,5241859202
2006-05-30,5223484298
2006-05-31,5395540224
2006-06-01,5407233345
2006-06-02,5475721627
2006-06-05,5240188756
2006-06-06,5048087479
2006-06-07,4759100340
2006-06-08,4677248492
2006-06-09,4513544794
2006-06-12,4323113963
2006-06-13,4142705807
2006-06-14,4685600721
2006-06-15,4951201617
2006-06-16,4866008877
2006-06-19,4538601483
2006-06-20,4468442755
2006-06-21,4592055751
2006-06-22,4505192565
2006-06-23,5026371683
2006-06-26,4929485821
2006-06-27,4876031552
2006-06-28,4991292319
2006-06-29,5154996016
2006-06-30,5219743998
2006-07-03,5285074555
2006-07-05,5115885164
2006-07-06,4983548907
2006-07-07,4883040358
2006-07-10,4829435798
2006-07-11,4965122340
2006-07-12,4968472625
2006-07-13,4779181523
2006-07-14,4762430099
2006-07-17,4682023259
2006-07-18,4730602391
2006-07-19,4851212651
2006-07-20,4789232378
2006-07-21,4722226679
2006-07-24,4988574335
2006-07-25,5310201693
2006-07-26,5569848779
2006-07-27,5482741369
2006-07-28,5517919362
2006-07-31,5762490165
2006-08-01,6276758910
2006-08-02,6030512964
2006-08-03,5933354699
2006-08-04,5842897005
2006-08-07,5839546720
2006-08-08,5749089025
2006-08-09,5916603274
2006-08-10,5909902704
2006-08-11,5831171007
2006-08-14,5628478766
2006-08-15,5710560748
2006-08-16,5698834750
2006-08-17,5759139880
2006-08-18,5744063598
2006-08-21,5841221862
2006-08-22,5871374427
2006-08-23,5764165308
2006-08-24,5879750139
2006-08-25,6114270088
2006-08-28,6018786966
2006-08-29,5893151279
2006-08-30,5779241590
2006-08-31,5754114453
2006-09-01,5986959259
2006-09-05,6079092096
2006-09-06,6050614673
2006-09-07,5960156979
2006-09-08,5700509893
2006-09-11,5452588804
2006-09-12,5512893934
2006-09-13,5636854478
2006-09-14,5290099983
2006-09-15,5115885164
2006-09-18,5368831680
2006-09-19,5124260876
2006-09-20,4896441498
2006-09-21,5020402042
2006-09-22,4829435798
2006-09-25,4852887793
2006-09-26,5062280604
2006-09-27,5038828609
2006-09-28,5099133739
2006-09-29,5003650617
2006-10-02,4885251717
2006-10-03,4661065508
2006-10-04,4751409204
2006-10-05,4955519036
2006-10-06,4932096596
2006-10-09,4855137151
2006-10-10,5032478481
2006-10-11,4860156246
2006-10-12,5035824544
2006-10-13,5077650329
2006-10-16,5531041841
2006-10-17,5375449920
2006-10-18,5602982192
2006-10-19,5976068196
2006-10-20,5914166034
2006-10-23,6021240044
2006-10-24,6059719767
2006-10-25,6273867787
2006-10-26,6113256772
2006-10-27,6039643390
2006-10-30,5947626662
2006-10-31,5952645756
2006-11-01,5877359343
2006-11-02,5932569379
2006-11-03,6034624295
2006-11-06,6012874887
2006-11-07,5992798510
2006-11-08,6006182761
2006-11-09,6131660117
2006-11-10,6081469175
2006-11-13,6048008547
2006-11-14,6135006180
2006-11-15,6419421520
2006-11-16,6245426253
2006-11-17,6407710300
2006-11-20,6402691206
2006-11-21,6640261666
2006-11-22,6645280760
2006-11-24,6655318948
2006-11-27,6514784310
2006-11-28,6591743755
2006-11-29,6914638817
2006-11-30,7048481330
2006-12-01,7125440775
2006-12-04,6991598262
2006-12-05,6926350037
2006-12-06,6929696100
2006-12-07,6812583901
2006-12-08,6804218744
2006-12-11,6673722294
2006-12-12,6548244938
2006-12-13,6569994347
2006-12-14,6598435881
2006-12-15,6524822499
2006-12-18,6158428620
2006-12-19,6322385698
2006-12-20,6176831965
2006-12-21,6119948897
2006-12-22,6046335515
2006-12-26,5945953631
2006-12-27,6007855793
2006-12-28,5962683945
2006-12-29,5863975092
2007-01-03,5541926604
2007-01-04,5587448970
2007-01-05,5656575527
2007-01-08,5772910463
2007-01-09,5759422355
2007-01-10,5764480395
2007-01-11,5656575527
2007-01-12,5906105535
2007-01-16,5815060802
2007-01-17,5799886680
2007-01-18,5740876205
2007-01-19,6147205476
2007-01-22,6138775408
2007-01-23,6363015213
2007-01-24,6457431973
2007-01-25,6191041829
2007-01-26,6277028521
2007-01-29,6236564195
2007-01-30,6457431973
2007-01-31,6484408190
2007-02-01,6575452923
2007-02-02,6545104678
2007-02-05,6575452923
2007-02-06,6472606095
2007-02-07,6369759267
2007-02-08,6454059945
2007-02-09,6432141769
2007-02-12,6310748792
2007-02-13,6384933389
2007-02-14,6418653660
2007-02-15,6317492846
2007-02-16,6405165552
2007-02-20,6400107511
2007-02-21,6516442448
2007-02-22,6664811642
2007-02-23,6806436782
2007-02-26,6804750768
2007-02-27,6479350149
2007-02-28,6595685085
2007-03-01,6391677443
2007-03-02,6297260683
2007-03-05,6071334865
2007-03-06,6334352982
2007-03-07,6465862040
2007-03-08,6540046638
2007-03-09,6474292108
2007-03-12,6450687918
2007-03-13,6384933389
2007-03-14,6509698393
2007-03-15,6484408190
2007-03-16,6383247376
2007-03-19,6590627045
2007-03-20,6738996239
2007-03-21,6860389216
2007-03-22,6959864016
2007-03-23,6845215094
2007-03-26,6870505297
2007-03-27,6890737460
2007-03-28,6853645162
2007-03-29,6939631854
2007-03-30,6909283609
2007-04-02,7012540818
2007-04-03,7048128870
2007-04-04,7097274274
2007-04-05,7066770230
2007-04-09,7139641002
2007-04-10,7444681444
2007-04-11,7371810672
2007-04-12,7515857547
2007-04-13,7624316370
2007-04-16,7448070782
2007-04-17,7281993208
2007-04-18,7210817105
2007-04-19,7095579605
2007-04-20,7198954421
2007-04-23,7204038429
2007-04-24,7254878502
2007-04-25,7468406811
2007-04-26,7337917289
2007-04-27,7302329238
2007-04-30,7117610304
2007-05-01,7075243576
2007-05-02,7317581260
2007-05-03,7315886591
2007-05-04,7363337326
2007-05-07,7307413245
2007-05-08,7371810672
2007-05-09,7298939899
2007-05-10,7153198355
2007-05-11,7332833282
2007-05-14,7407398723
2007-05-15,7268435855
2007-05-16,7290466554
2007-05-17,7641263062
2007-05-18,7778531260
2007-05-21,7895463430
2007-05-22,7924272805
2007-05-23,7866654055
2007-05-24,7658209753
2007-05-25,7836150010
2007-05-29,7832760672
2007-05-30,8122549092
2007-05-31,8066625011
2007-06-01,8064930342
2007-06-04,8358108099
2007-06-05,8305573357
2007-06-06,8041204974
2007-06-07,7710744496
2007-06-08,7805645966
2007-06-11,7951387511
2007-06-12,7915799459
2007-06-13,8259817290
2007-06-14,8422505526
2007-06-15,8400474827
2007-06-18,8502154975
2007-06-19,8495376298
2007-06-20,8332688063
2007-06-21,8503849644
2007-06-22,8208977217
2007-06-25,8046288981
2007-06-26,7741248540
2007-06-27,7846318025
2007-06-28,7588728319
2007-06-29,7541277584
2007-07-02,7618724982
2007-07-03,7759655264
2007-07-05,7720602294
2007-07-06,7644194310
2007-07-09,7705320697
2007-07-10,7635704534
2007-07-11,7632308624
2007-07-12,7504961984
2007-07-13,7632308624
2007-07-16,7374219433
2007-07-17,7375917388
2007-07-18,7560994505
2007-07-19,7686643190
2007-07-20,7447231507
2007-07-23,7165370944
2007-07-24,6805404441
2007-07-25,6664474160
2007-07-26,6594857996
2007-07-27,6667870070
2007-07-30,6905583798
2007-07-31,6898791977
2007-08-01,6939542902
2007-08-02,6914073574
2007-08-03,6786726934
2007-08-06,6647494608
2007-08-07,6745976009
2007-08-08,7128015929
2007-08-09,6958220409
2007-08-10,6949730633
2007-08-13,6939542902
2007-08-14,6747673964
2007-08-15,6492980684
2007-08-16,6440344073
2007-08-17,6683151667
2007-08-20,6472605222
2007-08-21,6265454688
2007-08-22,6306205612
2007-08-23,6363936089
2007-08-24,6513356147
2007-08-27,6369029955
2007-08-28,6110940764
2007-08-29,6133014182
2007-08-30,6116034630
2007-08-31,6314695388
2007-09-04,6622025280
2007-09-05,6766351472
2007-09-06,6778237158
2007-09-07,6610139593
2007-09-10,6581274355
2007-09-11,6756163740
2007-09-12,7063493632
2007-09-13,6990481558
2007-09-14,7214611644
2007-09-17,7219705510
2007-09-18,7435345820
2007-09-19,7377615344
2007-09-20,7307999180
2007-09-21,7442137641
2007-09-24,7296113494
2007-09-25,7136505705
2007-09-26,7189142316
2007-09-27,7206121868
2007-09-28,7105942512
2007-10-01,7204455494
2007-10-02,7367153148
2007-10-03,7370542683
2007-10-04,7529850802
2007-10-05,7609504862
2007-10-08,7434943838
2007-10-09,7575609518
2007-10-10,7650179276
2007-10-11,7677295551
2007-10-12,7711190896
2007-10-15,7831519369
2007-10-16,7911173429
2007-10-17,7753560077
2007-10-18,8116240264
2007-10-19,7895920524
2007-10-22,7804403094
2007-10-23,7816266464
2007-10-24,8062007713
2007-10-25,8267074547
2007-10-26,8619586131
2007-10-29,8529763468
2007-10-30,8541626839
2007-10-31,8767030880
2007-11-01,9173775015
2007-11-02,9402568592
2007-11-05,9065309913
2007-11-06,9212754662
2007-11-07,9228007567
2007-11-08,9180554084
2007-11-09,8894138423
2007-11-12,8333170469
2007-11-13,8606027993
2007-11-14,8856853543
2007-11-15,8700934958
2007-11-16,8807705294
2007-11-19,8578911718
2007-11-20,8439940805
2007-11-21,8345033840
2007-11-23,8421298365
2007-11-26,8439940805
2007-11-27,8404350693
2007-11-28,8594164623
2007-11-29,8614501830
2007-11-30,8434856503
2007-12-03,8460278012
2007-12-04,8639923338
2007-12-05,8939897138
2007-12-06,9148353507
2007-12-07,9216144196
2007-12-10,9095815723
2007-12-11,8973792482
2007-12-12,9212754662
2007-12-13,9041583172
2007-12-14,8860243078
2007-12-17,8611112295
2007-12-18,8741609372
2007-12-19,9099205257
2007-12-20,9346641273
2007-12-21,9580519151
2007-12-24,9499170324
2007-12-26,9568655780
2007-12-27,9421211031
2007-12-28,9407652893
2007-12-31,9502049921
2008-01-02,9994887758
2008-01-03,10083564462
2008-01-04,9655528832
2008-01-07,9534451024
2008-01-08,9544682952
2008-01-09,9820944992
2008-01-10,10069921892
2008-01-11,9887452520
2008-01-14,10235338052
2008-01-15,9667466081
2008-01-16,9067193006
2008-01-17,8465214610
2008-01-18,8669853158
2008-01-22,8645978661
2008-01-23,8683495728
2008-01-24,8816510784
2008-01-25,8705664904
2008-01-28,9029675939
2008-01-29,9096183467
2008-01-30,9200208062
2008-01-31,9566852128
2008-02-01,9568557449
2008-02-04,9749321500
2008-02-05,9247957057
2008-02-06,9055255757
2008-02-07,9254778342
2008-02-08,9902800411
2008-02-11,10550822480
2008-02-12,10397343569
2008-02-13,10811736629
2008-02-14,10537179911
2008-02-15,10327425399
2008-02-19,10624151294
2008-02-20,10856074982
2008-02-21,10375174393
2008-02-22,10525242662
2008-02-25,11529676869
2008-02-26,11618353574
2008-02-27,11188612622
2008-02-28,11536498154
2008-02-29,11123810415
2008-03-03,11567193937
2008-03-04,11255120151
2008-03-05,11582541828
2008-03-06,11163032804
2008-03-07,10714533319
2008-03-10,10620740651
2008-03-11,11103346561
2008-03-12,10989090038
2008-03-13,11487043838
2008-03-14,11229540332
2008-03-17,10590044869
2008-03-18,11248298866
2008-03-19,10318898792
2008-03-20,10305256223
2008-03-24,10562759729
2008-03-25,10939635722
2008-03-26,11432473559
2008-03-27,11091409312
2008-03-28,11330154285
2008-03-31,11501863296
2008-04-01,11529175527
2008-04-02,12119802524
2008-04-03,12010553599
2008-04-04,12420237065
2008-04-07,12553384191
2008-04-08,12628492827
2008-04-09,12372440661
2008-04-10,12939169455
2008-04-11,12563626278
2008-04-14,13000621975
2008-04-15,13232775938
2008-04-16,13656115520
2008-04-17,13331782776
2008-04-18,13799504732
2008-04-21,13867785310
2008-04-22,13581006884
2008-04-23,13478586018
2008-04-24,12833334559
2008-04-25,15178772400
2008-04-28,14721292530
2008-04-29,14120423447
2008-04-30,14444756191
2008-05-01,13963378119
2008-05-02,14321851151
2008-05-05,14724706559
2008-05-06,15158288227
2008-05-07,15066109447
2008-05-08,15557729606
2008-05-09,15499691115
2008-05-12,15008070956
2008-05-13,15301677440
2008-05-14,15148046140
2008-05-15,15400684277
2008-05-16,15745501194
2008-05-19,15660150472
2008-05-20,16336128190
2008-05-21,15649908385
2008-05-22,15530417375
2008-05-23,15380200104
2008-05-27,14963688581
2008-05-28,15383614133
2008-05-29,14851025628
2008-05-30,15137804053
2008-06-02,15291435353
2008-06-03,15103663765
2008-06-04,15178772400
2008-06-05,15718188963
2008-06-06,15697704790
2008-06-09,16622906616
2008-06-10,16298573873
2008-06-11,16500001577
2008-06-12,15963999042
2008-06-13,15919616667
2008-06-16,15738673136
2008-06-17,15858164147
2008-06-18,15779641483
2008-06-19,15216326718
2008-06-20,15557729606
2008-06-23,16445377114
2008-06-24,16124458400
2008-06-25,15578213779
2008-06-26,15486034999
2008-06-27,15916202638
2008-06-30,16297514550
2008-07-01,16612442367
2008-07-02,16297514550
2008-07-03,15417770538
2008-07-07,14551719040
2008-07-08,14247060608
2008-07-09,13634320616
2008-07-10,14613335353
2008-07-11,14596219710
2008-07-14,14606489096
2008-07-15,13983479718
2008-07-16,13935555919
2008-07-17,12990772467
2008-07-18,13189313917
2008-07-21,13973210332
2008-07-22,12538919512
2008-07-23,11600982317
2008-07-24,11289477628
2008-07-25,11638636730
2008-07-28,11559904775
2008-07-29,11289477628
2008-07-30,12230837951
2008-07-31,12429379401
2008-08-01,12432802530
2008-08-04,11244976958
2008-08-05,11604405445
2008-08-06,11926179519
2008-08-07,11638636730
2008-08-08,11145706233
2008-08-11,11084089921
2008-08-12,11289477628
2008-08-13,12138413483
2008-08-14,12182914153
2008-08-15,12042565887
2008-08-18,11823485666
2008-08-19,12538919512
2008-08-20,13274892129
2008-08-21,13254353358
2008-08-22,12894924871
2008-08-25,12888078614
2008-08-26,13377585982
2008-08-27,13418663524
2008-08-28,13298854028
2008-08-29,13134543862
2008-09-02,12241107337
2008-09-03,11912487005
2008-09-04,11559904775
2008-09-05,11566751032
2008-09-08,10950587911
2008-09-09,9766185467
2008-09-10,10505581213
2008-09-11,10611698195
2008-09-12,11227861315
2008-09-15,10255692836
2008-09-16,10721238305
2008-09-17,10519273726
2008-09-18,11087513049
2008-09-19,12124720969
2008-09-22,11984372703
2008-09-23,11987795831
2008-09-24,11874832593
2008-09-25,12114451584
2008-09-26,11378478967
2008-09-29,9553951503
2008-09-30,10433130199
2008-10-01,10313562564
2008-10-02,9469756684
2008-10-03,10019767804
2008-10-06,9640567591
2008-10-07,9097388906
2008-10-08,8550794004
2008-10-09,8021280192
2008-10-10,7109149949
2008-10-13,9715724390
2008-10-14,10562946488
2008-10-15,7467852854
2008-10-16,9035896980
2008-10-17,9941194787
2008-10-20,11485325386
2008-10-21,10559530270
2008-10-22,8926577999
2008-10-23,9544913483
2008-10-24,9261367377
2008-10-27,8707940038
2008-10-28,9664481118
2008-10-29,10450211290
2008-10-30,11639055202
2008-10-31,12168569014
2008-11-03,11594644367
2008-11-04,12715163917
2008-11-05,12609261154
2008-11-06,11239357680
2008-11-07,11758622837
2008-11-10,11912352654
2008-11-11,11420417242
2008-11-12,10176913839
2008-11-13,11567314622
2008-11-14,10337476091
2008-11-17,10658600596
2008-11-18,11085627864
2008-11-19,10378470709
2008-11-20,8106685646
2008-11-21,9121302433
2008-11-24,10559530270
2008-11-25,10405800454
2008-11-26,12247142031
2008-11-28,11741541747
2008-12-01,9917281260
2008-12-02,10214492238
2008-12-03,10638103287
2008-12-04,8998318580
2008-12-05,8926577999
2008-12-08,9794297407
2008-12-09,9958275878
2008-12-10,10480957253
2008-12-11,9879702860
2008-12-12,9831875806
2008-12-15,9490253992
2008-12-16,9705475735
2008-12-17,9244286286
2008-12-18,8684026511
2008-12-19,9643983809
2008-12-22,9302361995
2008-12-23,9456091811
2008-12-24,9497086429
2008-12-26,9524416174
2008-12-29,9842124461
2008-12-30,10135919221
2008-12-31,9924281725
2009-01-02,10650532234
2009-01-05,11260308605
2009-01-06,11558345371
2009-01-07,10893757641
2009-01-08,10623126554
2009-01-09,10355921178
2009-01-12,9708461998
2009-01-13,10105844352
2009-01-14,9482365141
2009-01-15,9492642271
2009-01-16,9797530457
2009-01-20,9222011185
2009-01-21,10335366919
2009-01-22,10098992932
2009-01-23,10873203381
2009-01-26,10938291870
2009-01-27,10671086494
2009-01-28,11061617428
2009-01-29,10914311900
2009-01-30,10842371991
2009-02-02,10578592325
2009-02-03,11047914588
2009-02-04,11123280207
2009-02-05,11246605765
2009-02-06,11212348666
2009-02-09,11304842835
2009-02-10,11023934619
2009-02-11,10677937914
2009-02-12,10825243442
2009-02-13,11075320268
2009-02-17,10177784261
2009-02-18,9783827617
2009-02-19,9794104747
2009-02-20,9465236591
2009-02-23,8903420160
2009-02-24,9225436895
2009-02-25,9393296682
2009-02-26,9430979492
2009-02-27,9855767526
2009-03-02,9266545414
2009-03-03,9609116409
2009-03-04,9989370214
2009-03-05,10003073054
2009-03-06,9838638976
2009-03-09,9684482028
2009-03-10,9739293387
2009-03-11,9595413569
2009-03-12,9725590548
2009-03-13,9396722392
2009-03-16,9821510426
2009-03-17,10424435377
2009-03-18,10582018035
2009-03-19,10965697549
2009-03-20,10568315195
2009-03-23,11695373769
2009-03-24,11345951354
2009-03-25,11613156730
2009-03-26,11606305310
2009-03-27,10951994710
2009-03-30,10403881118
2009-03-31,10182493474
2009-04-01,10292240793
2009-04-02,10868414220
2009-04-03,11084479255
2009-04-06,10919858276
2009-04-07,10546031469
2009-04-08,10803251749
2009-04-09,10703793241
2009-04-13,10618053148
2009-04-14,10491157810
2009-04-15,10487728206
2009-04-16,11057042425
2009-04-17,11561194173
2009-04-20,11279966667
2009-04-21,11283396271
2009-04-22,11255959441
2009-04-23,11585201399
2009-04-24,11808125642
2009-04-27,11478883684
2009-04-28,12566068066
2009-04-29,12487187180
2009-04-30,12298558975
2009-05-01,13200544756
2009-05-04,14126537763
2009-05-05,13591519581
2009-05-06,14322025176
2009-05-07,13807584616
2009-05-08,14171122612
2009-05-11,13725274127
2009-05-12,13975635199
2009-05-13,13433757810
2009-05-14,13457765036
2009-05-15,13392602565
2009-05-18,13907043125
2009-05-19,13869317484
2009-05-20,13975635199
2009-05-21,13618956411
2009-05-22,13756140561
2009-05-26,14356321213
2009-05-27,14376898836
2009-05-28,14925635432
2009-05-29,14908487414
2009-06-01,15656141027
2009-06-02,15316610258
2009-06-03,14448920514
2009-06-04,14853613754
2009-06-05,14534660607
2009-06-08,14599823078
2009-06-09,14668415153
2009-06-10,14524371796
2009-06-11,15498379255
2009-06-12,15272025409
2009-06-15,15052530770
2009-06-16,14661555945
2009-06-17,14438631703
2009-06-18,14267151516
2009-06-19,14047656878
2009-06-22,13121663870
2009-06-23,13083938229
2009-06-24,13269136831
2009-06-25,13605237996
2009-06-26,13354876924
2009-06-29,13437187414
2009-06-30,13353414463
2009-07-01,13229676259
2009-07-02,12566302001
2009-07-06,12583487863
2009-07-07,12208836080
2009-07-08,12164152840
2009-07-09,12748472134
2009-07-10,12641919792
2009-07-13,12916893578
2009-07-14,13246862121
2009-07-15,13442780943
2009-07-16,13669634316
2009-07-17,13954919619
2009-07-20,14099280856
2009-07-21,14185210164
2009-07-22,14168024303
2009-07-23,14487681328
2009-07-24,14594233670
2009-07-27,14346757263
2009-07-28,14174898647
2009-07-29,13793372520
2009-07-30,14243642094
2009-07-31,14240204921
2009-08-03,14886393317
2009-08-04,14707660357
2009-08-05,14099280856
2009-08-06,13621513904
2009-08-07,13618076731
2009-08-10,13367163152
2009-08-11,13071566332
2009-08-12,13322479912
2009-08-13,13642136938
2009-08-14,13099063711
2009-08-17,12724411928
2009-08-18,12958139646
2009-08-19,13315605567
2009-08-20,13693694522
2009-08-21,14257390783
2009-08-24,14178335820
