,SWN
2014-04-14,16269430246
2014-04-15,16645419239
2014-04-16,16796517619
2014-04-17,17193590107
2014-04-21,17109256127
2014-04-22,17112770043
2014-04-23,16958157747
2014-04-24,16996810821
2014-04-25,16793003703
2014-04-28,16768406293
2014-04-29,16965185578
2014-04-30,16824628946
2014-05-01,16659474902
2014-05-02,16550543512
2014-05-05,16441612121
2014-05-06,16357278142
2014-05-07,16406472963
2014-05-08,16030483970
2014-05-09,15777482031
2014-05-12,15956691738
2014-05-13,15981289149
2014-05-14,15984803065
2014-05-15,15903983001
2014-05-16,15784509863
2014-05-19,15830190769
2014-05-20,15816135105
2014-05-21,15784509863
2014-05-22,15650981062
2014-05-23,15577188830
2014-05-27,15770454200
2014-05-28,15914524748
2014-05-29,16079678792
2014-05-30,15977775233
2014-06-02,16069137044
2014-06-03,16325652899
2014-06-04,16262402414
2014-06-05,16297541573
2014-06-06,16160498856
2014-06-09,16072650960
2014-06-10,15805593358
2014-06-11,15766940284
2014-06-12,16065623129
2014-06-13,16097248371
2014-06-16,16276458078
2014-06-17,16371333805
2014-06-18,16568113091
2014-06-19,16666502734
2014-06-20,16729753219
2014-06-23,16438098205
2014-06-24,16149957108
2014-06-25,16132387529
2014-06-26,15921552580
2014-06-27,15805593358
2014-06-30,15987780886
2014-07-01,15812052364
2014-07-02,15727702674
2014-07-03,15812052364
2014-07-07,15471139032
2014-07-08,15474653603
2014-07-09,15453566180
2014-07-10,15379760201
2014-07-11,15038846869
2014-07-14,15000186595
2014-07-15,14901778623
2014-07-16,15249721095
2014-07-17,14494088453
2014-07-18,14687389826
2014-07-21,14560865291
2014-07-22,14367563917
2014-07-23,14592496425
2014-07-24,14606554707
2014-07-25,14357020206
2014-07-28,14378107629
2014-07-29,14529234157
2014-07-30,14437855326
2014-07-31,14262126804
2014-08-01,14209408248
2014-08-04,14297272509
2014-08-05,14103971135
2014-08-06,14012592304
2014-08-07,13875524057
2014-08-08,14054767149
2014-08-11,13815776360
2014-08-12,13429173613
2014-08-13,13495950451
2014-08-14,13703310106
2014-08-15,13822805501
2014-08-18,13970417459
2014-08-19,14047738008
2014-08-20,13861465775
2014-08-21,14033679726
2014-08-22,13963388318
2014-08-25,14202379107
2014-08-26,14086398283
2014-08-27,14118029417
2014-08-28,14216437389
2014-08-29,14473001030
2014-09-02,14219951959
2014-09-03,14226981100
2014-09-04,13843892923
2014-09-05,13907155191
2014-09-08,13601387564
2014-09-09,13724397529
2014-09-10,13664649831
2014-09-11,13408086190
2014-09-12,13176124542
2014-09-15,13242901380
2014-09-16,13288590795
2014-09-17,13183153682
2014-09-18,13077716570
2014-09-19,12842240351
2014-09-22,12831696639
2014-09-23,12733288667
2014-09-24,12547016435
2014-09-25,12371287913
2014-09-26,12459152174
2014-09-29,12578647568
2014-09-30,12283063807
2014-10-01,12212774458
2014-10-02,12230346795
2014-10-03,12226832328
2014-10-06,12335780819
2014-10-07,12167086381
2014-10-08,12237375730
2014-10-09,11885928983
2014-10-10,11921073658
2014-10-13,11541511171
2014-10-14,11632887325
2014-10-15,12543134400
2014-10-16,11235752501
2014-10-17,11242781436
2014-10-20,11306041850
2014-10-21,11583684781
2014-10-22,11436077147
2014-10-23,11685604337
2014-10-24,11119775075
2014-10-27,10929993831
2014-10-28,11309556318
2014-10-29,11214665696
2014-10-30,11063543595
2014-10-31,11425533744
2014-11-03,11400932472
2014-11-04,11502852029
2014-11-05,12005420877
2014-11-06,12493931855
2014-11-07,12827806265
2014-11-10,12448243778
2014-11-11,12427156973
2014-11-12,12093282564
2014-11-13,11794552829
2014-11-14,11861327711
2014-11-17,11812125166
2014-11-18,11615314988
2014-11-19,11801581764
2014-11-20,12089768096
2014-11-21,12110854901
2014-11-24,11826183036
2014-11-25,11608286053
2014-11-26,11474736289
2014-11-28,11309556318
2014-12-01,10965138506
2014-12-02,10891334689
2014-12-03,10852675547
2014-12-04,10750755990
2014-12-05,10596119422
2014-12-08,10272788414
2014-12-09,10448511788
2014-12-10,10195470130
2014-12-11,10202499065
2014-12-12,10090036106
2014-12-15,9928370602
2014-12-16,10167354390
2014-12-17,10613691759
2014-12-18,10792929600
2014-12-19,10894849157
2014-12-22,10300904154
2014-12-23,10163839923
2014-12-24,10002174419
2014-12-26,10075978236
2014-12-29,10269273947
2014-12-30,9573409388
2014-12-31,10245867578
2015-01-02,10200814295
2015-01-05,9765299220
2015-01-06,9277221981
2015-01-07,9100763287
2015-01-08,9412381832
2015-01-09,9265958660
2015-01-12,9036937802
2015-01-13,9059464443
2015-01-14,8642721570
2015-01-15,8928059033
2015-01-16,9389855190
2015-01-20,9198378735
2015-01-21,9585086085
2015-01-22,9581331645
2015-01-23,9517506160
2015-01-26,9686455974
2015-01-27,9596349406
2015-01-28,9273467541
2015-01-29,9115781048
2015-01-30,9307257503
2015-02-02,9746527018
2015-02-03,9979302317
2015-02-04,9731509257
2015-02-05,9825370265
2015-02-06,9941757914
2015-02-09,9754035899
2015-02-10,10095689966
2015-02-11,10148252130
2015-02-12,10080672205
2015-02-13,10272148660
2015-02-17,10279657541
2015-02-18,10223340936
2015-02-19,10332219705
2015-02-20,10343483026
2015-02-23,10227095377
2015-02-24,10414817392
2015-02-25,10501169519
2015-02-26,9892950190
2015-02-27,9416136272
2015-03-02,9374837429
2015-03-03,9344801906
2015-03-04,9348556347
2015-03-05,9213396496
2015-03-06,8879251309
2015-03-09,8368647428
2015-03-10,8120854368
2015-03-11,8372401869
2015-03-12,8338611906
2015-03-13,8391174070
2015-03-16,8462508436
2015-03-17,8473771757
2015-03-18,8883005749
2015-03-19,8361138548
2015-03-20,8485035078
2015-03-23,8556369443
2015-03-24,8590159406
2015-03-25,8755354779
2015-03-26,8458753995
2015-03-27,8379910749
2015-03-30,8646476010
2015-03-31,8861223915
2015-04-01,8735126291
2015-04-02,9186020824
2015-04-06,9319760728
2015-04-07,9491712033
2015-04-08,9208947665
2015-04-09,9365614409
2015-04-10,9270085906
2015-04-13,9369435549
2015-04-14,9682769038
2015-04-15,10198622953
2015-04-16,10087809890
2015-04-17,10378216538
2015-04-20,10297972596
2015-04-21,9969354546
2015-04-22,10095452170
2015-04-23,10091631030
2015-04-24,9850899203
2015-04-27,9912037445
2015-04-28,10187159533
2015-04-29,10255940055
2015-04-30,10710655728
2015-05-01,10997241236
2015-05-04,11035452637
2015-05-05,10756509409
2015-05-06,10714476868
2015-05-07,10446997060
2015-05-08,11058379478
2015-05-11,10966672115
2015-05-12,11176834821
2015-05-13,10764151689
2015-05-14,10737403709
2015-05-15,10599842665
2015-05-18,10511956442
2015-05-19,10233013214
2015-05-20,10282688036
2015-05-21,10443175920
2015-05-22,10401143379
2015-05-26,10091631030
2015-05-27,10187159533
2015-05-28,9812687802
2015-05-29,9847078063
2015-06-01,9732443860
2015-06-02,9617809656
2015-06-03,9533744574
2015-06-04,9377077829
2015-06-05,9312118448
2015-06-08,9342687568
2015-06-09,9384720110
2015-06-10,9300655027
2015-06-11,9109598022
2015-06-12,8792443393
2015-06-15,8796264533
2015-06-16,9052280920
2015-06-17,8945288997
2015-06-18,8876508475
2015-06-19,8922362156
2015-06-22,9182199684
2015-06-23,9293012747
2015-06-24,9159272843
2015-06-25,8930004437
2015-06-26,8910898736
2015-06-29,8593744107
2015-06-30,8685089358
2015-07-01,8421441683
2015-07-02,8471114433
2015-07-06,8295349316
2015-07-07,8432904625
2015-07-08,8027880660
2015-07-09,8150152046
2015-07-10,7993491833
2015-07-13,8230392643
2015-07-14,8455830510
2015-07-15,8337380105
2015-07-16,8375589913
2015-07-17,8046985564
2015-07-20,7569362964
2015-07-21,7806263774
2015-07-22,7619035715
2015-07-23,7546437080
2015-07-24,7087919384
2015-07-27,7003857806
2015-07-28,7477659425
2015-07-29,7363030001
2015-07-30,7282789404
2015-07-31,7107024288
2015-08-03,6728747188
2015-08-04,6564445014
2015-08-05,6331365185
2015-08-06,6667611496
2015-08-07,6457457551
2015-08-10,6977110940
2015-08-11,6919796228
2015-08-12,7064993499
2015-08-13,6763136016
2015-08-14,6579728937
2015-08-17,6694358361
2015-08-18,6736389150
2015-08-19,6610296784
2015-08-20,6339007147
2015-08-21,6266408511
2015-08-24,5823174739
2015-08-25,5647409622
2015-08-26,5762039046
2015-08-27,5933983182
2015-08-28,6113569280
2015-08-31,6205272819
2015-09-01,6010402798
2015-09-02,5987476913
2015-09-03,5888131412
2015-09-04,5869026508
2015-09-08,5911057297
2015-09-09,5708545315
2015-09-10,5857563566
2015-09-11,5888131412
2015-09-14,5784964931
2015-09-15,5884310432
2015-09-16,6159421049
2015-09-17,5888131412
2015-09-18,5536601179
2015-09-21,5498391371
2015-09-22,5414329793
2015-09-23,5085725444
2015-09-24,5070441521
2015-09-25,4963454059
2015-09-28,4627207748
2015-09-29,4650133633
2015-09-30,4849597862
2015-10-01,4731128568
2015-10-02,4895456943
2015-10-05,4971888746
2015-10-06,5033034188
2015-10-07,5151503481
2015-10-08,5193540973
2015-10-09,4891635353
2015-10-12,4597372914
2015-10-13,4647053585
2015-10-14,4796095600
2015-10-15,5067428499
2015-10-16,5021569417
2015-10-19,4964245565
2015-10-20,5002461467
2015-10-21,4738771748
2015-10-22,4459795670
2015-10-23,4272537754
2015-10-26,4112030969
2015-10-27,4066171887
2015-10-28,4112030969
2015-10-29,4119674149
2015-10-30,4219035492
2015-11-02,4318396835
2015-11-03,4322218425
2015-11-04,4455974079
2015-11-05,4692912667
2015-11-06,4551513832
2015-11-09,4509476341
2015-11-10,4368077507
2015-11-11,4066171887
2015-11-12,3936237823
2015-11-13,4211392312
2015-11-16,4455974079
2015-11-17,4176998001
2015-11-18,4027955986
2015-11-19,3737515137
2015-11-20,3454717468
2015-11-23,3447074288
2015-11-24,3538792451
2015-11-25,3599937893
2015-11-27,3340069764
2015-11-30,3443252698
2015-12-01,3405036796
2015-12-02,3382107256
2015-12-03,3129882308
2015-12-04,2957910752
2015-12-07,2720972165
2015-12-08,2667469903
2015-12-09,2656005133
2015-12-10,2621610822
2015-12-11,2254738170
2015-12-14,2036907533
2015-12-15,2052193894
2015-12-16,2025442763
2015-12-17,1968118911
2015-12-18,2117160926
2015-12-21,2243273400
2015-12-22,2247094990
2015-12-23,2564286970
2015-12-24,2564286970
2015-12-28,2617789232
2015-12-29,2583394921
2015-12-30,2407601775
2015-12-31,2719634560
2016-01-04,2949139586
2016-01-05,2926189084
2016-01-06,2558981042
2016-01-07,2620182382
2016-01-08,2658433220
2016-01-11,2501604785
2016-01-12,2272099759
2016-01-13,2471004115
2016-01-14,2536030539
2016-01-15,2562806125
2016-01-19,2493954618
2016-01-20,2822911822
2016-01-21,3366073717
2016-01-22,3354598466
2016-01-25,3033291429
2016-01-26,3289572042
2016-01-27,3373723885
2016-01-28,3266621539
2016-01-29,3400499471
2016-02-01,3251321204
2016-02-02,3125093440
2016-02-03,3431100141
2016-02-04,3381374052
2016-02-05,3572628241
2016-02-08,3572628241
2016-02-09,3201595115
2016-02-10,3281921874
2016-02-11,3117443272
2016-02-12,3415799806
2016-02-16,3060067016
2016-02-17,3396674387
2016-02-18,3247496120
2016-02-19,2711984392
2016-02-22,2777010817
2016-02-23,2536030539
2016-02-24,2612532214
2016-02-25,2589581712
2016-02-26,2440403445
2016-02-29,2210898419
2016-03-01,2149697078
2016-03-02,2375377021
2016-03-03,2807611487
2016-03-04,2995040591
2016-03-07,3285746958
2016-03-08,2803786403
2016-03-09,2727284728
2016-03-10,2777010817
2016-03-11,3060067016
2016-03-14,2853512492
2016-03-15,2765535565
2016-03-16,3021816178
2016-03-17,3098317853
2016-03-18,3033291429
2016-03-21,3006515843
2016-03-22,3090667686
2016-03-23,2811436570
2016-03-24,2822911822
2016-03-28,2868812827
2016-03-29,3060067016
2016-03-30,2945314502
2016-03-31,3107703786
2016-04-01,3007579500
2016-04-04,3277144885
2016-04-05,3007579500
2016-04-06,2957517358
2016-04-07,3084598182
2016-04-08,3342610764
2016-04-11,3515902796
2016-04-12,4058884499
2016-04-13,4035778894
2016-04-14,4139754114
2016-04-15,4039629828
2016-04-18,4031927960
2016-04-19,4093542905
2016-04-20,4159008784
2016-04-21,4108946642
2016-04-22,4725096091
2016-04-25,4659630212
2016-04-26,4990810541
2016-04-27,5260375925
2016-04-28,4921493728
2016-04-29,5171804442
2016-05-02,4929195596
2016-05-03,4590313399
2016-05-04,4509443784
2016-05-05,4682735816
2016-05-06,4540251256
2016-05-09,4440126971
2016-05-10,4759754498
2016-05-11,4709692355
2016-05-12,4567207795
2016-05-13,4336151751
2016-05-16,4413170432
2016-05-17,4721245157
2016-05-18,4559505927
2016-05-19,4640375542
2016-05-20,4486338179
2016-05-23,4617269937
2016-05-24,4732797959
2016-05-25,5056276420
2016-05-26,5056276420
2016-05-27,5029319882
2016-05-31,5264226860
2016-06-01,5414413288
2016-06-02,5553046914
2016-06-03,5622363727
2016-06-06,5891929111
2016-06-07,5857270705
2016-06-08,5437518892
2016-06-09,5676276804
2016-06-10,5063978288
2016-06-13,5048574552
2016-06-14,4936897464
2016-06-15,4998512409
2016-06-16,4929195596
2016-06-17,5040872684
2016-06-20,5356649277
2016-06-21,5441369826
2016-06-22,5187208178
2016-06-23,5225717519
2016-06-24,4859878783
2016-06-27,4782860102
2016-06-28,5348947409
2016-06-29,5017767080
2016-06-30,6069663187
2016-07-01,6277131801
2016-07-05,5625776849
2016-07-06,5828420612
2016-07-07,5949041899
2016-07-08,6209583880
2016-07-11,6224058435
2016-07-12,6851289130
2016-07-13,6735492694
2016-07-14,6499074970
2016-07-15,6465301010
2016-07-18,6561798040
2016-07-19,6460476158
2016-07-20,6412227643
2016-07-21,6373628831
2016-07-22,6981560120
2016-07-25,6981560120
2016-07-26,6923661902
2016-07-27,6875413387
2016-07-28,6976735269
2016-07-29,7034633487
2016-08-01,6677594476
2016-08-02,6643820515
2016-08-03,6996034675
2016-08-04,6914012199
2016-08-05,6740317545
2016-08-08,6812690318
2016-08-09,6566622891
2016-08-10,6426702198
2016-08-11,6547323485
2016-08-12,6687244179
2016-08-15,6880238239
2016-08-16,6831989724
2016-08-17,6672769624
2016-08-18,6938136457
2016-08-19,6619696258
2016-08-22,6499074970
2016-08-23,6774091506
2016-08-24,6716193288
2016-08-25,6798215763
2016-08-26,6928486754
2016-08-29,6962260714
2016-08-30,6851289130
2016-08-31,6711368436
2016-09-01,6653470218
2016-09-02,6721018139
2016-09-06,6851289130
2016-09-07,6957435863
2016-09-08,7449570716
2016-09-09,7102181408
2016-09-12,7208328141
2016-09-13,6846464278
2016-09-14,6701718733
2016-09-15,6793390912
2016-09-16,6600396852
2016-09-19,6687244179
2016-09-20,6875413387
2016-09-21,7082882002
2016-09-22,6918837051
2016-09-23,6687244179
2016-09-26,6614871406
2016-09-27,6335030019
2016-09-28,6474950713
2016-09-29,6368803980
2016-09-30,6696815205
2016-10-03,6725847640
2016-10-04,6648427811
2016-10-05,6730686380
2016-10-06,6808106209
2016-10-07,6687137726
2016-10-10,6633911594
2016-10-11,6372619671
2016-10-12,6464555718
2016-10-13,6600040418
2016-10-14,6241973709
2016-10-17,6033907919
2016-10-18,6116166487
2016-10-19,6038746658
2016-10-20,6121005227
2016-10-21,5608098860
2016-10-24,5419388027
2016-10-25,5206483497
2016-10-26,5061321318
2016-10-27,5259709629
2016-10-28,5037127621
2016-10-31,5027450143
2016-11-01,4688738391
2016-11-02,4620996041
2016-11-03,4558092430
2016-11-04,4601641083
2016-11-07,4882287963
2016-11-08,4543576212
2016-11-09,4732287045
2016-11-10,4887126703
2016-11-11,4761319481
2016-11-14,5201644758
2016-11-15,5414549287
2016-11-16,5230677194
2016-11-17,5017772664
2016-11-18,5100031232
2016-11-21,5414549287
2016-11-22,5351645676
2016-11-23,5564550206
2016-11-25,5550033988
2016-11-28,5632292556
2016-11-29,5608098860
2016-11-30,5491969116
2016-12-01,5869390783
2016-12-02,5646808774
2016-12-05,5946810611
2016-12-06,6024230440
2016-12-07,5985520526
2016-12-08,5980681787
2016-12-09,6101650269
2016-12-12,5564550206
2016-12-13,5472614159
2016-12-14,5283903326
2016-12-15,5153257365
2016-12-16,5075837536
2016-12-19,5172612322
2016-12-20,5022611403
2016-12-21,5312935762
2016-12-22,5361323155
2016-12-23,5327451980
2016-12-27,5332290719
2016-12-28,5269387108
2016-12-29,5177451061
2016-12-30,5235515933
2017-01-03,4915887960
2017-01-04,5068739040
2017-01-05,5088461760
2017-01-06,5053947000
2017-01-09,4807413000
2017-01-10,4915887960
2017-01-11,5053947000
2017-01-12,4979986800
2017-01-13,4950402720
2017-01-17,4772898240
2017-01-18,4777828920
2017-01-19,4689076680
2017-01-20,4639769880
2017-01-23,4531294920
2017-01-24,4684146000
2017-01-25,4738383480
2017-01-26,4827135720
2017-01-27,4644700560
2017-01-30,4501710840
2017-01-31,4442542680
2017-02-01,4378443840
2017-02-02,4595393760
2017-02-03,4649631240
2017-02-06,4600324440
2017-02-07,4531294920
2017-02-08,4378443840
2017-02-09,4486918800
2017-02-10,4442542680
2017-02-13,4353790440
2017-02-14,4388305200
2017-02-15,4452404040
2017-02-16,4245315479
2017-02-17,4279830240
2017-02-21,4235454120
2017-02-22,4225592760
2017-02-23,4117117800
2017-02-24,3624049800
2017-02-27,3752247480
2017-02-28,3702940680
2017-03-01,3806484960
2017-03-02,3742386120
2017-03-03,3801554280
2017-03-06,3914959920
2017-03-07,3752247480
2017-03-08,3678287280
2017-03-09,3678287280
2017-03-10,3668425920
2017-03-13,3747316800
2017-03-14,3638841840
2017-03-15,3850861080
2017-03-16,3821277000
2017-03-17,3762108840
2017-03-20,3776900880
2017-03-21,3673356600
2017-03-22,3628980480
2017-03-23,3717732720
2017-03-24,3727594080
2017-03-27,3796623600
2017-03-28,3890306520
2017-03-29,4018504200
2017-03-30,3988920120
2017-03-31,4028365560
2017-04-03,3916752340
2017-04-04,4264246210
2017-04-05,4140141257
2017-04-06,4219568427
2017-04-07,4169926446
2017-04-10,4150069653
2017-04-11,4021000501
2017-04-12,3906823944
2017-04-13,3713220216
2017-04-17,3718184414
2017-04-18,3638757243
2017-04-19,3628828847
2017-04-20,3703291819
2017-04-21,3693363423
2017-04-24,3738041206
2017-04-25,3832360971
2017-04-26,3886967151
2017-04-27,3807539981
2017-04-28,3728112810
2017-05-01,3738041206
2017-05-02,3713220216
2017-05-03,3633793045
2017-05-04,3484867101
2017-05-05,3648685640
2017-05-08,3599043658
2017-05-09,3539473280
2017-05-10,3638757243
2017-05-11,3713220216
2017-05-12,3802575782
2017-05-15,3638757243
2017-05-16,3594079460
2017-05-17,3489831299
2017-05-18,3395511534
2017-05-19,3529544884
2017-05-22,3484867101
2017-05-23,3469974506
2017-05-24,3355797949
2017-05-25,3311120166
2017-05-26,3281334977
2017-05-30,3152265825
2017-05-31,3008304078
2017-06-01,2998375682
2017-06-02,2849449738
2017-06-05,2859378134
2017-06-06,3018232475
2017-06-07,2958662097
2017-06-08,2918948512
2017-06-09,3057946060
2017-06-12,3038089267
2017-06-13,3191979410
2017-06-14,3018232475
2017-06-15,3067874456
2017-06-16,3008304078
2017-06-19,2913984314
2017-06-20,2879234927
2017-06-21,2730308982
2017-06-22,2755129973
2017-06-23,2874270728
2017-06-26,2928876908
2017-06-27,2879234927
2017-06-28,2894127521
2017-06-29,3067874456
2017-06-30,3038862590
2017-07-03,3148821433
2017-07-05,2903913100
2017-07-06,2868926195
2017-07-07,2798952385
2017-07-10,2923905617
2017-07-11,2983883168
2017-07-12,2893916841
2017-07-13,2948896263
2017-07-14,3003875685
2017-07-17,3043860719
2017-07-18,2918907487
2017-07-19,3063853236
2017-07-20,2973886909
2017-07-21,2883920583
2017-07-24,2818944902
2017-07-25,2958892521
2017-07-26,2953894392
2017-07-27,3023868202
2017-07-28,2963890651
2017-07-31,2848933678
2017-08-01,2828941161
2017-08-02,2683995412
2017-08-03,2609023473
2017-08-04,2639012249
2017-08-07,2599027215
2017-08-08,2589030956
2017-08-09,2634014120
2017-08-10,2609023473
2017-08-11,2669001024
2017-08-14,2589030956
2017-08-15,2664002895
2017-08-16,2614021602
2017-08-17,2564040310
2017-08-18,2639012249
2017-08-21,2589030956
2017-08-22,2634014120
2017-08-23,2673999154
2017-08-24,2758967351
2017-08-25,2664002895
2017-08-28,2678997283
2017-08-29,2718982317
2017-08-30,2649008507
2017-08-31,2723980446
2017-09-01,2838937419
2017-09-05,2778959868
2017-09-06,2798952385
2017-09-07,2748971093
2017-09-08,2589030956
2017-09-11,2703987929
2017-09-12,2878922453
2017-09-13,2923905617
2017-09-14,2953894392
2017-09-15,2893916841
2017-09-18,3013871943
2017-09-19,2988881297
2017-09-20,3023868202
2017-09-21,2913909358
2017-09-22,3008873814
2017-09-25,3058855107
2017-09-26,3113834528
2017-09-27,3148821433
2017-09-28,3068851365
2017-09-29,3053856977
2017-10-02,3152626000
2017-10-03,3152626000
2017-10-04,3082119987
2017-10-05,3092192274
2017-10-06,2986433255
2017-10-09,2971324824
2017-10-10,2936071817
2017-10-11,2951180249
2017-10-12,2936071817
2017-10-13,2875638092
2017-10-16,2810168223
2017-10-17,2815204367
2017-10-18,2754770642
2017-10-19,2749734498
2017-10-20,2709445348
2017-10-23,2588577897
2017-10-24,2583541754
2017-10-25,2543252603
2017-10-26,2603686329
2017-10-27,2739662210
2017-10-30,2694336916
2017-10-31,2795059792
2017-11-01,2946144105
2017-11-02,2865565805
2017-11-03,2946144105
2017-11-06,3112336849
2017-11-07,3092192274
2017-11-08,3087156131
2017-11-09,3268457306
2017-11-10,3359107894
2017-11-13,3273493450
2017-11-14,3127445281
2017-11-15,3087156131
2017-11-16,3072047699
2017-11-17,3248312731
2017-11-20,3152626000
2017-11-21,3117372993
2017-11-22,3192915150
2017-11-24,3107300706
2017-11-27,3107300706
2017-11-28,3223132012
2017-11-29,3248312731
2017-11-30,3202987437
2017-12-01,3213059725
2017-12-04,3127445281
2017-12-05,3067011555
2017-12-06,2936071817
2017-12-07,2784987504
2017-12-08,2764842929
2017-12-11,2925999530
2017-12-12,2790023648
2017-12-13,2795059792
2017-12-14,2664120054
2017-12-15,2573469466
2017-12-18,2664120054
2017-12-19,2608722472
2017-12-20,2603686329
2017-12-21,2689300773
2017-12-22,2679228485
2017-12-26,2744698354
2017-12-27,2749734498
2017-12-28,2900818811
2017-12-29,2810168223
2018-01-02,3376370021
2018-01-03,3376370021
2018-01-04,3347805131
2018-01-05,3193554724
2018-01-08,3273536416
2018-01-09,3262110460
2018-01-10,3090721119
2018-01-11,3153563878
2018-01-12,3124998987
2018-01-16,2999313471
2018-01-17,3090721119
2018-01-18,2987887514
2018-01-19,2936470712
2018-01-22,3033591339
2018-01-23,3164989834
2018-01-24,3027878361
2018-01-25,2879340932
2018-01-26,2856489020
2018-01-29,2713664569
2018-01-30,2542275227
2018-01-31,2422302688
2018-02-01,2410876732
2018-02-02,2313756106
2018-02-05,2199496545
2018-02-06,2250913347
2018-02-07,2056672094
2018-02-08,2079524006
2018-02-09,2108088896
2018-02-12,2085236984
2018-02-13,2028107204
2018-02-14,2096662940
2018-02-15,2119514852
2018-02-16,2045246138
2018-02-20,2090949962
2018-02-21,1999542314
2018-02-22,2108088896
2018-02-23,2136653786
2018-02-26,2125227830
2018-02-27,2108088896
2018-02-28,2039533160
2018-03-01,2119514852
2018-03-02,2553701183
2018-03-05,2542275227
2018-03-06,2513710337
2018-03-07,2376598864
2018-03-08,2439441623
2018-03-09,2485145447
2018-03-12,2582266074
2018-03-13,2582266074
2018-03-14,2530849271
2018-03-15,2445154601
2018-03-16,2547988205
2018-03-19,2473719491
2018-03-20,2507997359
2018-03-21,2599405008
2018-03-22,2496571403
2018-03-23,2519423315
2018-03-26,2553701183
2018-03-27,2445154601
2018-03-28,2468006513
2018-03-29,2473719491
2018-04-02,2382752720
2018-04-03,2452491824
2018-04-04,2493172968
2018-04-05,2562912072
2018-04-06,2475738192
2018-04-09,2481549783
2018-04-10,2580346848
2018-04-11,2621027992
2018-04-12,2632651176
2018-04-13,2609404808
2018-04-16,2574535256
2018-04-17,2597781624
2018-04-18,2632651176
2018-04-19,2533854112
2018-04-20,2469926600
2018-04-23,2481549783
2018-04-24,2487361376
2018-04-25,2591970032
2018-04-26,2626839583
2018-04-27,2435057048
2018-04-30,2382752720
2018-05-01,2446680232
2018-05-02,2446680232
2018-05-03,2301390432
2018-05-04,2342071576
2018-05-07,2371129536
2018-05-08,2417622272
2018-05-09,2493172968
2018-05-10,2516419336
2018-05-11,2487361376
2018-05-14,2568723664
2018-05-15,2609404808
2018-05-16,2690767096
2018-05-17,2702390280
2018-05-18,2626839583
2018-05-21,2748883016
2018-05-22,2708201872
2018-05-23,2679143912
2018-05-24,2586158440
2018-05-25,2586158440
2018-05-29,2591970032
2018-05-30,2719825056
2018-05-31,2748883016
2018-06-01,2801187344
2018-06-04,2772129383
2018-06-05,2719825056
2018-06-06,2731448240
2018-06-07,2847680080
2018-06-08,2836056896
2018-06-11,2975535104
2018-06-12,2969723512
2018-06-13,3022027840
2018-06-14,3022027840
2018-06-15,2998781472
2018-06-18,3085955352
2018-06-19,3091766944
2018-06-20,3120824904
2018-06-21,3062708983
2018-06-22,3178940824
2018-06-25,3068520576
2018-06-26,3126636496
2018-06-27,3115013312
2018-06-28,3109201720
2018-06-29,3080143760
2018-07-02,3039200000
2018-07-03,3085600000
2018-07-05,3085600000
2018-07-06,3178400000
2018-07-09,3248000000
2018-07-10,3178400000
2018-07-11,3172600000
2018-07-12,3103000000
2018-07-13,3120400000
2018-07-16,3027600000
2018-07-17,3039200000
2018-07-18,3004400000
2018-07-19,3108800000
2018-07-20,3085600000
2018-07-23,3068200000
2018-07-24,3068200000
2018-07-25,3045000000
2018-07-26,3062400000
2018-07-27,2871000000
2018-07-30,2905800000
2018-07-31,2981200000
2018-08-01,2900000000
2018-08-02,2842000000
2018-08-03,2952200000
2018-08-06,2998600000
2018-08-07,3085600000
2018-08-08,3149400000
2018-08-09,3143600000
2018-08-10,3224800000
2018-08-13,3097200000
2018-08-14,3155200000
2018-08-15,2952200000
2018-08-16,2969600000
2018-08-17,2981200000
2018-08-20,3039200000
2018-08-21,3190000000
2018-08-22,3282800000
2018-08-23,3236400000
2018-08-24,3282800000
2018-08-27,3282800000
2018-08-28,3195800000
2018-08-29,3224800000
2018-08-30,3248000000
2018-08-31,3259600000
2018-09-04,3097200000
2018-09-05,3062400000
2018-09-06,2882600000
2018-09-07,2801400000
2018-09-10,2830400000
2018-09-11,2853600000
2018-09-12,2940600000
2018-09-13,2853600000
2018-09-14,2882600000
2018-09-17,2929000000
2018-09-18,3004400000
2018-09-19,3195800000
2018-09-20,3271200000
2018-09-21,3335000000
2018-09-24,3323400000
2018-09-25,3329200000
2018-09-26,2998600000
2018-09-27,3021800000
2018-09-28,2963800000
2018-10-01,2892101314
2018-10-02,2914695856
2018-10-03,3016371292
2018-10-04,2976830845
2018-10-05,2982479480
2018-10-08,3180181718
2018-10-09,3247965343
2018-10-10,3106749459
2018-10-11,3005074022
2018-10-12,3016371292
2018-10-15,3163235812
2018-10-16,3202776260
2018-10-17,3101100823
2018-10-18,3134992635
2018-10-19,3140641271
2018-10-22,3033317199
2018-10-23,2971182209
2018-10-24,2745236794
2018-10-25,2846912231
2018-10-26,2790425877
2018-10-29,2841263596
2018-10-30,2948587668
2018-10-31,3016371292
2018-11-01,3095452188
2018-11-02,3050263105
2018-11-05,3327046238
2018-11-06,3293154426
2018-11-07,3281857155
2018-11-08,3225370801
2018-11-09,3247965343
2018-11-12,3270559885
2018-11-13,3287505791
2018-11-14,3236668072
2018-11-15,3078506282
2018-11-16,3044614469
2018-11-19,3050263105
2018-11-20,2852560866
2018-11-21,2965533574
2018-11-23,2897749949
2018-11-26,2852560866
2018-11-27,2733939523
