,APD
2004-08-25,10991720000
2004-08-26,11050584000
2004-08-27,10948704000
2004-08-30,10894368000
2004-08-31,10964552000
2004-09-01,11254344000
2004-09-02,11460368000
2004-09-03,11492064000
2004-09-07,11512440000
2004-09-08,11272456000
2004-09-09,11240760000
2004-09-10,11170576000
2004-09-13,10996248000
2004-09-14,11048320000
2004-09-15,10993984000
2004-09-16,11229440000
2004-09-17,11245288000
2004-09-20,11306416000
2004-09-21,11308680000
2004-09-22,11177368000
2004-09-23,10905688000
2004-09-24,11012096000
2004-09-27,11086808000
2004-09-28,11381128000
2004-09-29,11444520000
2004-09-30,11381128000
2004-10-01,11415088000
2004-10-04,11419616000
2004-10-05,11449048000
2004-10-06,11569040000
2004-10-07,11390184000
2004-10-08,11324528000
2004-10-11,11367544000
2004-10-12,11177368000
2004-10-13,11066432000
2004-10-14,11084544000
2004-10-15,11263400000
2004-10-18,11236232000
2004-10-19,10993984000
2004-10-20,10991720000
2004-10-21,11055112000
2004-10-22,11077752000
2004-10-25,11050584000
2004-10-26,11263400000
2004-10-27,11261136000
2004-10-28,11116240000
2004-10-29,11132088000
2004-11-01,11050584000
2004-11-02,10948704000
2004-11-03,11113976000
2004-11-04,11186424000
2004-11-05,11193216000
2004-11-08,11116240000
2004-11-09,11372072000
2004-11-10,11512440000
2004-11-11,11557720000
2004-11-12,11603000000
2004-11-15,11578096000
2004-11-16,11557720000
2004-11-17,11716200000
2004-11-18,11822608000
2004-11-19,11702616000
2004-11-22,11670920000
2004-11-23,11738840000
2004-11-24,11922224000
2004-11-26,11886000000
2004-11-29,11901848000
2004-11-30,11983352000
2004-12-01,12141832000
2004-12-02,12092024000
2004-12-03,12173528000
2004-12-06,12150888000
2004-12-07,11876944000
2004-12-08,11935808000
2004-12-09,12132776000
2004-12-10,12017312000
2004-12-13,12105608000
2004-12-14,12094288000
2004-12-15,12101080000
2004-12-16,11933544000
2004-12-17,11972032000
2004-12-20,12157680000
2004-12-21,12266352000
2004-12-22,12322952000
2004-12-23,12284464000
2004-12-27,12173528000
2004-12-28,12295784000
2004-12-29,12275408000
2004-12-30,12191640000
2004-12-31,12223879000
2005-01-03,12242127000
2005-01-04,12007184000
2005-01-05,12018589000
2005-01-06,12091581000
2005-01-07,12157730000
2005-01-10,12164573000
2005-01-11,11945597000
2005-01-12,12100705000
2005-01-13,11986655000
2005-01-14,12164573000
2005-01-18,12237565000
2005-01-19,12059647000
2005-01-20,12098424000
2005-01-21,11970688000
2005-01-24,11806456000
2005-01-25,11998060000
2005-01-26,12219317000
2005-01-27,12166854000
2005-01-28,12267218000
2005-01-31,12422326000
2005-02-01,12518128000
2005-02-02,12534095000
2005-02-03,12413202000
2005-02-04,12442855000
2005-02-07,12632178000
2005-02-08,12634459000
2005-02-09,12529533000
2005-02-10,12636740000
2005-02-11,12800972000
2005-02-14,12757633000
2005-02-15,12753071000
2005-02-16,12769038000
2005-02-17,12664112000
2005-02-18,12839749000
2005-02-22,12654988000
2005-02-23,12912741000
2005-02-24,13115750000
2005-02-25,13327883000
2005-02-28,13204709000
2005-03-01,13364379000
2005-03-02,13295949000
2005-03-03,13514925000
2005-03-04,13736182000
2005-03-07,13617570000
2005-03-08,13683719000
2005-03-09,13679157000
2005-03-10,13517206000
2005-03-11,13430528000
2005-03-14,13542297000
2005-03-15,13389470000
2005-03-16,13275420000
2005-03-17,13375784000
2005-03-18,13343850000
2005-03-21,13373503000
2005-03-22,13332445000
2005-03-23,13368941000
2005-03-24,13444214000
2005-03-28,13373503000
2005-03-29,13147684000
2005-03-30,13225238000
2005-03-31,13264217000
2005-04-01,13252882000
2005-04-04,13246081000
2005-04-05,13323159000
2005-04-06,13271018000
2005-04-07,13300489000
2005-04-08,13128197000
2005-04-11,13141799000
2005-04-12,13082857000
2005-04-13,12792681000
2005-04-14,12366485000
2005-04-15,11863211000
2005-04-18,11999231000
2005-04-19,12210062000
2005-04-20,11969760000
2005-04-21,12248601000
2005-04-22,12117115000
2005-04-25,12207795000
2005-04-26,11894949000
2005-04-27,11752128000
2005-04-28,12053639000
2005-04-29,12309810000
2005-05-02,12468500000
2005-05-03,12427694000
2005-05-04,12631724000
2005-05-05,12522908000
2005-05-06,12588651000
2005-05-09,12522908000
2005-05-10,12423160000
2005-05-11,12479835000
2005-05-12,12182858000
2005-05-13,12119382000
2005-05-16,12371019000
2005-05-17,12552379000
2005-05-18,12754142000
2005-05-19,12729205000
2005-05-20,12595452000
2005-05-23,12785880000
2005-05-24,12733739000
2005-05-25,12584117000
2005-05-26,12627190000
2005-05-27,12652127000
2005-05-31,12622656000
2005-06-01,12915099000
2005-06-02,12953638000
2005-06-03,12876560000
2005-06-06,12874293000
2005-06-07,12974041000
2005-06-08,12894696000
2005-06-09,12838021000
2005-06-10,12826686000
2005-06-13,12856157000
2005-06-14,12858424000
2005-06-15,12822152000
2005-06-16,12951371000
2005-06-17,13012580000
2005-06-20,13003512000
2005-06-21,12992177000
2005-06-22,12978575000
2005-06-23,12527442000
2005-06-24,12475301000
2005-06-27,12575049000
2005-06-28,12683865000
2005-06-29,12636258000
2005-06-30,12376500000
2005-07-01,12158940000
2005-07-05,12212220000
2005-07-06,12105660000
2005-07-07,11908080000
2005-07-08,12074580000
2005-07-11,12334320000
2005-07-12,12285480000
2005-07-13,12347640000
2005-07-14,12332100000
2005-07-15,12274380000
2005-07-18,12196680000
2005-07-19,12232200000
2005-07-20,12274380000
2005-07-21,12141180000
2005-07-22,12207780000
2005-07-25,12092340000
2005-07-26,11881440000
2005-07-27,12170040000
2005-07-28,12385380000
2005-07-29,12265500000
2005-08-01,12238860000
2005-08-02,12365400000
2005-08-03,12567420000
2005-08-04,12434220000
2005-08-05,12376500000
2005-08-08,12385380000
2005-08-09,12516360000
2005-08-10,12438660000
2005-08-11,12560760000
2005-08-12,12469740000
2005-08-15,12485280000
2005-08-16,12289920000
2005-08-17,12274380000
2005-08-18,12218880000
2005-08-19,12234420000
2005-08-22,12214440000
2005-08-23,11954700000
2005-08-24,11877000000
2005-08-25,11792640000
2005-08-26,11688300000
2005-08-29,11681640000
2005-08-30,11515140000
2005-08-31,11370840000
2005-09-01,11244300000
2005-09-02,11401920000
2005-09-06,11506260000
2005-09-07,11377500000
2005-09-08,11270940000
2005-09-09,11386380000
2005-09-12,11488500000
2005-09-13,11452980000
2005-09-14,11555100000
2005-09-15,11492940000
2005-09-16,11566200000
2005-09-19,11492940000
2005-09-20,11461860000
2005-09-21,11288700000
2005-09-22,11304240000
2005-09-23,11459640000
2005-09-26,11288700000
2005-09-27,11317560000
2005-09-28,11219880000
2005-09-29,11184360000
2005-09-30,11317560000
2005-10-03,11435220000
2005-10-04,11530680000
2005-10-05,11204340000
2005-10-06,11128860000
2005-10-07,11266500000
2005-10-10,11133300000
2005-10-11,11104440000
2005-10-12,11122200000
2005-10-13,11213220000
2005-10-14,11113320000
2005-10-17,11080020000
2005-10-18,10944600000
2005-10-19,11051160000
2005-10-20,11082240000
2005-10-21,11137740000
2005-10-24,11441880000
2005-10-25,11370840000
2005-10-26,11650560000
2005-10-27,11532900000
2005-10-28,11777100000
2005-10-31,11748240000
2005-11-01,11794860000
2005-11-02,11905860000
2005-11-03,11834820000
2005-11-04,11739360000
2005-11-07,11652780000
2005-11-08,11568420000
2005-11-09,11566200000
2005-11-10,11783760000
2005-11-11,11830380000
2005-11-14,11812620000
2005-11-15,11872560000
2005-11-16,11923620000
2005-11-17,12101220000
2005-11-18,12314340000
2005-11-21,12363180000
2005-11-22,12403140000
2005-11-23,12301020000
2005-11-25,12336540000
2005-11-28,12261060000
2005-11-29,12327660000
2005-11-30,12143400000
2005-12-01,12545220000
2005-12-02,12600720000
2005-12-05,12500820000
2005-12-06,12454200000
2005-12-07,12360960000
2005-12-08,12494160000
2005-12-09,12451980000
2005-12-12,12511920000
2005-12-13,12587400000
2005-12-14,12569640000
2005-12-15,12285480000
2005-12-16,12174480000
2005-12-19,12170040000
2005-12-20,12136740000
2005-12-21,12327660000
2005-12-22,12392040000
2005-12-23,12380940000
2005-12-27,12325440000
2005-12-28,12356520000
2005-12-29,12227760000
2005-12-30,12147840000
2006-01-03,12278508000
2006-01-04,12138144000
2006-01-05,12033428000
2006-01-06,12314156000
2006-01-09,12155968000
2006-01-10,12017832000
2006-01-11,12251772000
2006-01-12,12155968000
2006-01-13,12106952000
2006-01-17,12309700000
2006-01-18,12225036000
2006-01-19,12501308000
2006-01-20,12265140000
2006-01-23,12311928000
2006-01-24,12577060000
2006-01-25,12668408000
2006-01-26,12561464000
2006-01-27,12795404000
2006-01-30,12779808000
2006-01-31,12706284000
2006-02-01,12728564000
2006-02-02,12541412000
2006-02-03,12528044000
2006-02-06,12953592000
2006-02-07,12757528000
2006-02-08,12822140000
2006-02-09,12790948000
2006-02-10,12842192000
2006-02-13,12806544000
2006-02-14,13002608000
2006-02-15,13024888000
2006-02-16,13131832000
2006-02-17,13176392000
2006-02-21,13056080000
2006-02-22,13191988000
2006-02-23,13267740000
2006-02-24,13285564000
2006-02-27,13294476000
2006-02-28,13216496000
2006-03-01,13247688000
2006-03-02,13267740000
2006-03-03,13156340000
2006-03-06,13142972000
2006-03-07,13294476000
2006-03-08,12935768000
2006-03-09,12909032000
2006-03-10,13187532000
2006-03-13,13165252000
2006-03-14,13370228000
2006-03-15,13474944000
2006-03-16,13552924000
2006-03-17,13541784000
2006-03-20,13508364000
2006-03-21,13769040000
2006-03-22,13927228000
2006-03-23,13766812000
2006-03-24,13711112000
2006-03-27,13648728000
2006-03-28,13552924000
2006-03-29,13762356000
2006-03-30,13630904000
2006-03-31,13852760000
2006-04-03,13707810000
2006-04-04,13712270000
2006-04-05,13964260000
2006-04-06,13904050000
2006-04-07,13826000000
2006-04-10,13687740000
2006-04-11,13558400000
2006-04-12,13587390000
2006-04-13,13569550000
2006-04-17,13638680000
2006-04-18,14267540000
2006-04-19,14185030000
2006-04-20,14124820000
2006-04-21,14272000000
2006-04-24,14251930000
2006-04-25,14258620000
2006-04-26,14049000000
2006-04-27,14140430000
2006-04-28,14127050000
2006-05-01,13917430000
2006-05-02,13973180000
2006-05-03,14093600000
2006-05-04,13995480000
2006-05-05,14135970000
2006-05-08,14100290000
2006-05-09,14093600000
2006-05-10,13912970000
2006-05-11,13834920000
2006-05-12,13587390000
2006-05-15,13694430000
2006-05-16,13507110000
2006-05-17,13297490000
2006-05-18,13252890000
2006-05-19,13264040000
2006-05-22,13110170000
2006-05-23,13221670000
2006-05-24,13172610000
2006-05-25,13293030000
2006-05-26,13475890000
2006-05-30,13123550000
2006-05-31,13368850000
2006-06-01,13672130000
2006-06-02,13689970000
2006-06-05,13400070000
2006-06-06,13174840000
2006-06-07,12905010000
2006-06-08,12766750000
2006-06-09,12737760000
2006-06-12,12626260000
2006-06-13,12227090000
2006-06-14,12543750000
2006-06-15,12891630000
2006-06-16,12887170000
2006-06-19,12695390000
2006-06-20,12878250000
2006-06-21,13047730000
2006-06-22,12987520000
2006-06-23,13067800000
2006-06-26,13074490000
2006-06-27,12820270000
2006-06-28,12768980000
2006-06-29,13034350000
2006-06-30,12804803000
2006-07-03,12947825000
2006-07-05,12787467000
2006-07-06,12830807000
2006-07-07,12611940000
2006-07-10,12679117000
2006-07-11,13004167000
2006-07-12,12804803000
2006-07-13,12505757000
2006-07-14,12410409000
2006-07-17,12323729000
2006-07-18,12401741000
2006-07-19,12715956000
2006-07-20,12364902000
2006-07-21,12302059000
2006-07-24,12347566000
2006-07-25,12382238000
2006-07-26,12657447000
2006-07-27,12520926000
2006-07-28,12767964000
2006-07-31,12806970000
2006-08-01,12698620000
2006-08-02,12949992000
2006-08-03,12984664000
2006-08-04,13006334000
2006-08-07,12962994000
2006-08-08,12902318000
2006-08-09,12848143000
2006-08-10,12809137000
2006-08-11,12785300000
2006-08-14,12811304000
2006-08-15,13160191000
2006-08-16,13348720000
2006-08-17,13290211000
2006-08-18,13255539000
2006-08-21,13186195000
2006-08-22,13223034000
2006-08-23,13223034000
2006-08-24,13119018000
2006-08-25,13049674000
2006-08-28,13158024000
2006-08-29,13309714000
2006-08-30,13268541000
2006-08-31,13281543000
2006-09-01,13506911000
2006-09-05,13506911000
2006-09-06,13402895000
2006-09-07,13142855000
2006-09-08,13307547000
2006-09-11,13034505000
2006-09-12,13229535000
2006-09-13,13162358000
2006-09-14,13231702000
2006-09-15,13379058000
2006-09-18,13435400000
2006-09-19,13255539000
2006-09-20,13476573000
2006-09-21,12997666000
2006-09-22,13095181000
2006-09-25,13370390000
2006-09-26,13680271000
2006-09-27,13545917000
2006-09-28,13478740000
2006-09-29,13296712000
2006-10-02,13467905000
2006-10-03,13361722000
2006-10-04,13558919000
2006-10-05,13441901000
2006-10-06,13426732000
2006-10-09,13478740000
2006-10-10,13571921000
2006-10-11,13563253000
2006-10-12,13693273000
2006-10-13,13734446000
2006-10-16,13883968999
2006-10-17,13803790000
2006-10-18,13775619000
2006-10-19,13712776000
2006-10-20,13782120000
2006-10-23,13838462000
2006-10-24,13838462000
2006-10-25,13751782000
2006-10-26,13773452000
2006-10-27,13758283000
2006-10-30,13985818000
2006-10-31,13957647000
2006-11-01,13990152000
2006-11-02,13970649000
2006-11-03,13899138000
2006-11-06,14100668999
2006-11-07,14074665000
2006-11-08,14165679000
2006-11-09,13849297000
2006-11-10,13877468000
2006-11-13,13944644999
2006-11-14,13968481999
2006-11-15,13918641000
2006-11-16,14076831999
2006-11-17,14020490000
2006-11-20,13987985000
2006-11-21,13940311000
2006-11-22,14328204000
2006-11-24,14293531999
2006-11-27,13892637000
2006-11-28,13888303000
2006-11-29,13981484000
2006-11-30,13851464000
2006-12-01,13883968999
2006-12-04,14105003000
2006-12-05,14213353000
2006-12-06,14159178000
2006-12-07,14157011000
2006-12-08,14300032999
2006-12-11,14263193999
2006-12-12,14254526000
2006-12-13,14382379000
2006-12-14,14449556000
2006-12-15,14514566000
2006-12-18,14449556000
2006-12-19,14460391000
2006-12-20,14453890000
2006-12-21,14280530000
2006-12-22,14109337000
2006-12-26,14226355000
2006-12-27,14410550000
2006-12-28,14287031000
2006-12-29,14078999000
2007-01-03,14392920000
2007-01-04,14076830000
2007-01-05,13879815000
2007-01-08,13862495000
2007-01-09,13832185000
2007-01-10,13944765000
2007-01-11,14193740000
2007-01-12,14280339999
2007-01-16,14224050000
2007-01-17,14228380000
2007-01-18,14143945000
2007-01-19,14263019999
2007-01-22,14180750000
2007-01-23,14265185000
2007-01-24,14802105000
2007-01-25,14693855000
2007-01-26,14672205000
2007-01-29,14771795000
2007-01-30,14696019999
2007-01-31,14942830000
2007-02-01,14953654999
2007-02-02,15005615000
2007-02-05,15007779999
2007-02-06,15001285000
2007-02-07,15031595000
2007-02-08,15022935000
2007-02-09,15014274999
2007-02-12,15072730000
2007-02-13,15267580000
2007-02-14,15362839999
2007-02-15,15315209999
2007-02-16,15345519999
2007-02-20,15518720000
2007-02-21,15447274999
2007-02-22,15239435000
2007-02-23,15546865000
2007-02-26,15685425000
2007-02-27,14932005000
2007-02-28,14973140000
2007-03-01,14782620000
2007-03-02,14594265000
2007-03-05,14581274999
2007-03-06,14795610000
2007-03-07,14728495000
2007-03-08,14899529999
2007-03-09,14968810000
2007-03-12,14970975000
2007-03-13,14622410000
2007-03-14,14576945000
2007-03-15,14665709999
2007-03-16,14631070000
2007-03-19,14860560000
2007-03-20,14938500000
2007-03-21,15111700000
2007-03-22,15098709999
2007-03-23,15124690000
2007-03-26,15232940000
2007-03-27,15031595000
2007-03-28,14808600000
2007-03-29,14760970000
2007-03-30,14804269999
2007-04-02,14772596000
2007-04-03,14792045000
2007-04-04,14735859000
2007-04-05,14876324000
2007-04-09,15034076999
2007-04-10,14975730000
2007-04-11,14727215000
2007-04-12,14759630000
2007-04-13,14722892999
2007-04-16,14882807000
2007-04-17,14938992999
2007-04-18,14913061000
2007-04-19,14913061000
2007-04-20,14990857000
2007-04-23,15018950000
2007-04-24,14949798000
2007-04-25,15621869000
2007-04-26,15572166000
2007-04-27,15595937000
2007-04-30,15282592000
2007-05-01,15193991000
2007-05-02,15334455999
2007-05-03,15366871000
2007-05-04,15394963999
2007-05-07,15541912000
2007-05-08,15576488000
2007-05-09,15734241000
2007-05-10,15567844000
2007-05-11,15468438000
2007-05-14,15330134000
2007-05-15,15394963999
2007-05-16,15665088999
2007-05-17,15719113999
2007-05-18,15695342999
2007-05-21,15574326999
2007-05-22,15636996000
2007-05-23,15557038999
2007-05-24,15448988999
2007-05-25,15652123000
2007-05-29,15658605999
2007-05-30,15695342999
2007-05-31,15580809999
2007-06-01,15721275000
2007-06-04,15667250000
2007-06-05,15617547000
2007-06-06,15572166000
2007-06-07,15442505999
2007-06-08,15863901000
2007-06-11,15814198000
2007-06-12,15758012000
2007-06-13,16146992000
2007-06-14,16274491000
2007-06-15,16322033000
2007-06-18,16302584000
2007-06-19,16326355000
2007-06-20,16250720000
2007-06-21,16503557000
2007-06-22,16432244000
2007-06-25,16246398000
2007-06-26,16319872000
2007-06-27,16285296000
2007-06-28,15978434000
2007-06-29,16056230000
2007-07-02,16054151999
2007-07-03,16069188000
2007-07-05,16097112000
2007-07-06,16094964000
2007-07-09,16241028000
2007-07-10,15961788000
2007-07-11,16350576000
2007-07-12,17059416000
2007-07-13,17246292000
2007-07-16,17373024000
2007-07-17,17452500000
2007-07-18,17437464000
2007-07-19,17660856000
2007-07-20,17574936000
2007-07-23,17544864000
2007-07-24,17347248000
2007-07-25,17892840000
2007-07-26,17753220000
2007-07-27,17091635999
2007-07-30,17456796000
2007-07-31,17151779999
2007-08-01,17385912000
2007-08-02,17353692000
2007-08-03,16952016000
2007-08-06,17175407999
2007-08-07,17673744000
2007-08-08,18006684000
2007-08-09,17620044000
2007-08-10,17585676000
2007-08-13,17617896000
2007-08-14,17220516000
2007-08-15,16485900000
2007-08-16,16258212000
2007-08-17,16878984000
2007-08-20,17117412000
2007-08-21,17080896000
2007-08-22,17630784000
2007-08-23,17330064000
2007-08-24,17682336000
2007-08-27,17611452000
2007-08-28,17162520000
2007-08-29,17551308000
2007-08-30,17559900000
2007-08-31,17873508000
2007-09-04,18013128000
2007-09-05,18034608000
2007-09-06,18238668000
2007-09-07,17639376000
2007-09-10,17529828000
2007-09-11,17499756000
2007-09-12,17504052000
2007-09-13,17557752000
2007-09-14,17529828000
2007-09-17,17529828000
2007-09-18,18378288000
2007-09-19,18532944000
2007-09-20,18444876000
2007-09-21,18618864000
2007-09-24,18365400000
2007-09-25,18943212000
2007-09-26,19293336000
2007-09-27,19426512000
2007-09-28,19413624000
2007-10-01,19630572000
2007-10-02,19151568000
2007-10-03,18818628000
2007-10-04,19016244000
2007-10-05,19222452000
2007-10-08,19336296000
2007-10-09,19454436000
2007-10-10,19362072000
2007-10-11,19316964000
2007-10-12,19312668000
2007-10-15,19359924000
2007-10-16,19026984000
2007-10-17,19226748000
2007-10-18,19527468000
2007-10-19,19029132000
2007-10-22,18820776000
2007-10-23,19293336000
2007-10-24,18992616000
2007-10-25,19505988000
2007-10-26,19505988000
2007-10-29,19536060000
2007-10-30,19312668000
2007-10-31,19430808000
2007-11-01,19001208000
2007-11-02,19218156000
2007-11-05,19192380000
2007-11-06,19896924000
2007-11-07,19501692000
2007-11-08,19967808000
2007-11-09,19314816000
2007-11-12,18938916000
2007-11-13,19289040000
2007-11-14,19308372000
2007-11-15,18977580000
2007-11-16,18831516000
2007-11-19,18305256000
2007-11-20,18668268000
2007-11-21,18352512000
2007-11-23,18554424000
2007-11-26,18395472000
2007-11-27,18565164000
2007-11-28,19218156000
2007-11-29,19368516000
2007-11-30,19667088000
2007-12-03,19604796000
2007-12-04,19606944000
2007-12-05,19907664000
2007-12-06,20294304000
2007-12-07,20210532000
2007-12-10,20470440000
2007-12-11,20356596000
2007-12-12,20201940000
2007-12-13,20436072000
2007-12-14,20135352000
2007-12-17,19656348000
2007-12-18,20236308000
2007-12-19,19705752000
2007-12-20,19480212000
2007-12-21,20021508000
2007-12-24,20032248000
2007-12-26,20315784000
2007-12-27,20027952000
2007-12-28,20124612000
2007-12-31,19357514000
2008-01-02,18956267000
2008-01-03,19128230000
2008-01-04,18924422000
2008-01-07,18975374000
2008-01-08,18514683000
2008-01-09,18576250000
2008-01-10,18066730000
2008-01-11,17739788000
2008-01-14,18423394000
2008-01-15,17839569000
2008-01-16,17448937000
2008-01-17,16612475000
2008-01-18,16712256000
2008-01-22,16512694000
2008-01-23,17028582999
2008-01-24,17425584000
2008-01-25,17548718000
2008-01-28,17909628000
2008-01-29,17943596000
2008-01-30,17578440000
2008-01-31,17599670000
2008-02-01,18124051000
2008-02-04,17913874000
2008-02-05,17625146000
2008-02-06,17548718000
2008-02-07,17512627000
2008-02-08,17504135000
2008-02-11,17816216000
2008-02-12,18015778000
2008-02-13,18100698000
2008-02-14,17975441000
2008-02-15,18007286000
2008-02-19,18221709000
2008-02-20,18608095000
2008-02-21,18138912000
2008-02-22,18340597000
2008-02-25,18854363000
2008-02-26,18767320000
2008-02-27,18799165000
2008-02-28,18438255000
2008-02-29,17924489000
2008-03-03,18170757000
2008-03-04,17769510000
2008-03-05,18119805000
2008-03-06,17901136000
2008-03-07,17209038000
2008-03-10,16601860000
2008-03-11,17518996000
2008-03-12,17544472000
2008-03-13,17763141000
2008-03-14,17495643000
2008-03-17,17572071000
2008-03-18,18372442000
2008-03-19,17640007000
2008-03-20,17690959000
2008-03-24,18446747000
2008-03-25,18504068000
2008-03-26,18383057000
2008-03-27,18185618000
2008-03-28,17856553000
2008-03-31,17962560000
2008-04-01,18684864000
2008-04-02,18826368000
2008-04-03,18885504000
2008-04-04,19018560000
2008-04-07,19052352000
2008-04-08,18969984000
2008-04-09,18883392000
2008-04-10,18860160000
2008-04-11,18469440000
2008-04-14,18556032000
2008-04-15,18720768000
2008-04-16,19438848000
2008-04-17,19388160000
2008-04-18,19863360000
2008-04-21,19871808000
2008-04-22,19707072000
2008-04-23,18955200000
2008-04-24,19263552000
2008-04-25,19787328000
2008-04-28,19485312000
2008-04-29,19018560000
2008-04-30,19219200000
2008-05-01,19132608000
2008-05-02,19185408000
2008-05-05,19255104000
2008-05-06,19407168000
2008-05-07,18959424000
2008-05-08,19221312000
2008-05-09,19122048000
2008-05-12,19436736000
2008-05-13,19732416000
2008-05-14,19918272000
2008-05-15,19954176000
2008-05-16,19979520000
2008-05-19,19850688000
2008-05-20,20055552000
2008-05-21,19542336000
2008-05-22,19508544000
2008-05-23,19229760000
2008-05-27,19198080000
2008-05-28,19734528000
2008-05-29,19753536000
2008-05-30,19901376000
2008-06-02,19603584000
2008-06-03,19780992000
2008-06-04,19814784000
2008-06-05,20703936000
2008-06-06,20123136000
2008-06-09,20190720000
2008-06-10,19899264000
2008-06-11,19563456000
2008-06-12,19593024000
2008-06-13,20057664000
2008-06-16,20072448000
2008-06-17,20315328000
2008-06-18,20137920000
2008-06-19,20226624000
2008-06-20,20044992000
2008-06-23,20336448000
2008-06-24,19719744000
2008-06-25,19890816000
2008-06-26,19231872000
2008-06-27,19255104000
2008-06-30,19139160000
2008-07-01,19260612000
2008-07-02,18475362000
2008-07-03,18802026000
2008-07-07,18492114000
2008-07-08,18665916000
2008-07-09,18391602000
2008-07-10,18806214000
2008-07-11,18703608000
2008-07-14,18653352000
2008-07-15,18573780000
2008-07-16,18684762000
2008-07-17,19049118000
2008-07-18,18820872000
2008-07-21,18971640000
2008-07-22,19103562000
2008-07-23,18913008000
2008-07-24,18358098000
2008-07-25,18466986000
2008-07-28,18370662000
2008-07-29,18638694000
2008-07-30,18783180000
2008-07-31,18431388000
2008-08-01,17995836000
2008-08-04,17562378000
2008-08-05,17801094000
2008-08-06,17660796000
2008-08-07,17223150000
2008-08-08,17407422000
2008-08-11,16886016000
2008-08-12,17087039999
2008-08-13,17677548000
2008-08-14,17480712000
2008-08-15,17528874000
2008-08-18,17558190000
2008-08-19,17597976000
2008-08-20,17778060000
2008-08-21,17782248000
2008-08-22,17983272000
2008-08-25,17587506000
2008-08-26,17736180000
2008-08-27,17847162000
2008-08-28,18131946000
2008-08-29,17782248000
2008-09-02,17633574000
2008-09-03,17225244000
2008-09-04,16787598000
2008-09-05,16883922000
2008-09-08,16906955999
2008-09-09,16368798000
2008-09-10,16486062000
2008-09-11,16641018000
2008-09-12,16842042000
2008-09-15,16450464000
2008-09-16,16649394000
2008-09-17,15313422000
2008-09-18,14783639999
2008-09-19,16155210000
2008-09-22,15541668000
2008-09-23,14174286000
2008-09-24,14245482000
2008-09-25,13740828000
2008-09-26,13828776000
2008-09-29,12857160000
2008-09-30,13259208000
2008-10-01,12951390000
2008-10-02,12392292000
2008-10-03,12268746000
2008-10-06,11988150000
2008-10-07,11615418000
2008-10-08,11657298000
2008-10-09,10658460000
2008-10-10,10647990000
2008-10-13,12208020000
2008-10-14,12390198000
2008-10-15,10863672000
2008-10-16,11669862000
2008-10-17,11307600000
2008-10-20,12025842000
2008-10-21,11012346000
2008-10-22,10643802000
2008-10-23,10233378000
2008-10-24,9783168000
2008-10-27,9157062000
2008-10-28,9889962000
2008-10-29,10346454000
2008-10-30,10798758000
2008-10-31,11253156000
2008-11-03,11125422000
2008-11-04,11818536000
2008-11-05,11213370000
2008-11-06,10543290000
2008-11-07,11150550000
2008-11-10,11192430000
2008-11-11,10526538000
2008-11-12,9912996000
2008-11-13,10694058000
2008-11-14,10218720000
2008-11-17,9996756000
2008-11-18,9965346000
2008-11-19,9100524000
2008-11-20,8063994000
2008-11-21,8602152000
2008-11-24,9058644000
2008-11-25,9085866000
2008-11-26,9002106000
2008-11-28,9245010000
2008-12-01,8384376000
2008-12-02,8796894000
2008-12-03,8997918000
2008-12-04,8874372000
2008-12-05,9217788000
2008-12-08,10067952000
2008-12-09,10239660000
2008-12-10,10354830000
2008-12-11,9502572000
2008-12-12,9406248000
2008-12-15,9397872000
2008-12-16,9760134000
2008-12-17,9557016000
2008-12-18,9190566000
2008-12-19,9027234000
2008-12-22,8926722000
2008-12-23,8807364000
2008-12-24,8878560000
2008-12-26,9023046000
2008-12-29,9278514000
2008-12-30,9521418000
2008-12-31,9740112000
2009-01-02,10280880000
2009-01-05,10725232000
2009-01-06,11494464000
2009-01-07,11037536000
2009-01-08,11263904000
2009-01-09,10972560000
2009-01-12,10813264000
2009-01-13,10895008000
2009-01-14,10536592000
2009-01-15,10865664000
2009-01-16,11050112000
2009-01-20,10201232000
2009-01-21,10484192000
2009-01-22,10060800000
2009-01-23,10245248000
2009-01-26,10492576000
2009-01-27,10609952000
2009-01-28,10859376000
2009-01-29,10326992000
2009-01-30,9746400000
2009-02-02,9723344000
2009-02-03,10060800000
2009-02-04,10182368000
2009-02-05,10488384000
2009-02-06,10735712000
2009-02-09,10821648000
2009-02-10,10230576000
2009-02-11,10125776000
2009-02-12,10565936000
2009-02-13,10469520000
2009-02-17,10077568000
2009-02-18,10238960000
2009-02-19,10278784000
2009-02-20,9928752000
2009-02-23,9287376000
2009-02-24,9511648000
2009-02-25,9159520000
2009-02-26,9050528000
2009-02-27,8962496000
2009-03-02,8534912000
2009-03-03,8486704000
2009-03-04,9027472000
2009-03-05,8759184000
2009-03-06,8993936000
2009-03-09,8824160000
2009-03-10,9377504000
2009-03-11,9652080000
2009-03-12,9958096000
2009-03-13,10218000000
2009-03-16,10329088000
2009-03-17,10584800000
2009-03-18,10867760000
2009-03-19,11006096000
2009-03-20,10695888000
2009-03-23,10832128000
2009-03-24,10936928000
2009-03-25,11167488000
2009-03-26,11603456000
2009-03-27,11387568000
2009-03-30,10737808000
2009-03-31,10909600000
2009-04-01,11167654000
2009-04-02,11486550000
2009-04-03,11740408000
2009-04-06,11369062000
2009-04-07,10999814000
2009-04-08,11266260000
2009-04-09,11652292000
2009-04-13,11549490000
