,HD
2023-03-07,293607000000
2023-03-08,294404900000
2023-03-09,290880000000
2023-03-10,289173100000
2023-03-13,289385200000
2023-03-14,288425700000
2023-03-15,290849700000
2023-03-16,289597300000
2023-03-17,291273900000
2023-03-20,292152600000
2023-03-21,292324300000
2023-03-22,285436100000
2023-03-23,286749100000
2023-03-24,285850200000
2023-03-27,284082700000
2023-03-28,283628200000
2023-03-29,286193600000
2023-03-30,288213600000
2023-03-31,298071200000
2023-04-03,300707300000
2023-04-04,297909600000
2023-04-05,291556700000
2023-04-06,291496100000
2023-04-10,294081700000
2023-04-11,296707700000
2023-04-12,293344400000
2023-04-13,295071500000
2023-04-14,295111900000
2023-04-17,298354000000
2023-04-18,301939500000
2023-04-19,299879100000
2023-04-20,301555700000
2023-04-21,303040400000
2023-04-24,304656400000
2023-04-25,299293300000
2023-04-26,290950700000
2023-04-27,296869300000
2023-04-28,303545400000
2023-05-01,297700000000
2023-05-02,294280000000
2023-05-03,293080000000
2023-05-04,285750000000
2023-05-05,289620000000
2023-05-08,287930000000
2023-05-09,290580000000
2023-05-10,289030000000
2023-05-11,287690000000
2023-05-12,290470000000
2023-05-15,288540000000
2023-05-16,282330000000
2023-05-17,292390000000
2023-05-18,295160000000
2023-05-19,290880000000
2023-05-22,290660000000
2023-05-23,294940000000
2023-05-24,291100000000
2023-05-25,286750000000
2023-05-26,292830000000
2023-05-30,292400000000
2023-05-31,283450000000
2023-06-01,288390000000
2023-06-02,295940000000
2023-06-05,293100000000
2023-06-06,296000000000
2023-06-07,301700000000
2023-06-08,301090000000
2023-06-09,297350000000
2023-06-12,300860000000
2023-06-13,300080000000
2023-06-14,299710000000
2023-06-15,302020000000
2023-06-16,300380000000
2023-06-20,301410000000
2023-06-21,300700000000
2023-06-22,301180000000
2023-06-23,300810000000
2023-06-26,307890000000
2023-06-27,313740000000
2023-06-28,306510000000
2023-06-29,307820000000
2023-06-30,310640000000
2023-07-03,310020000000
2023-07-05,310800000000
2023-07-06,302020000000
2023-07-07,302810000000
2023-07-10,310280000000
2023-07-11,313660000000
2023-07-12,317520000000
2023-07-13,314600000000
2023-07-14,316500000000
2023-07-17,316050000000
2023-07-18,316760000000
2023-07-19,319480000000
2023-07-20,319090000000
2023-07-21,320470000000
2023-07-24,325110000000
2023-07-25,325130000000
2023-07-26,329590000000
2023-07-27,329710000000
2023-07-28,331370000000
2023-07-31,332504640000
2023-08-01,330741720000
2023-08-02,327186000000
2023-08-03,328530600000
2023-08-04,325124280000
2023-08-07,327853320000
2023-08-08,326498760000
2023-08-09,326897160000
2023-08-10,328082400000
2023-08-11,329785560000
2023-08-14,328630200000
2023-08-15,330811440000
2023-08-16,331697880000
2023-08-17,325970880000
2023-08-18,326060520000
2023-08-21,322763760000
2023-08-22,323182080000
2023-08-23,324785640000
2023-08-24,321299640000
2023-08-25,321568560000
2023-08-28,324606360000
2023-08-29,328062480000
2023-08-30,329307480000
2023-08-31,328978800000
2023-09-01,331747680000
2023-09-05,326468880000
2023-09-06,324696000000
2023-09-07,327106320000
2023-09-08,327395160000
2023-09-11,327056520000
2023-09-12,324974880000
2023-09-13,324576480000
2023-09-14,328311480000
2023-09-15,320114400000
2023-09-18,315990960000
2023-09-19,313351560000
2023-09-20,309616560000
2023-09-21,305532960000
2023-09-22,304507080000
2023-09-25,305264040000
2023-09-26,301329840000
2023-09-27,300612720000
2023-09-28,302276040000
2023-09-29,300951360000
2023-10-02,298630680000
2023-10-03,290772240000
2023-10-04,291220440000
2023-10-05,290533200000
2023-10-06,291648720000
2023-10-09,294178560000
2023-10-10,298023120000
2023-10-11,296857800000
2023-10-12,291847920000
2023-10-13,290752320000
2023-10-16,296140680000
2023-10-17,294756240000
2023-10-18,289079040000
2023-10-19,285622920000
2023-10-20,285264360000
2023-10-23,283929720000
2023-10-24,282176760000
2023-10-25,279806280000
2023-10-26,276888000000
2023-10-27,275354160000
2023-10-30,278946680000
2023-10-31,282127790000
2023-11-01,284050330000
2023-11-02,291879230000
2023-11-03,292949510000
2023-11-06,291918870000
2023-11-07,292117070000
2023-11-08,293256720000
2023-11-09,285279170000
2023-11-10,288965690000
2023-11-13,285477370000
2023-11-14,300897330000
2023-11-15,305416290000
2023-11-16,303682040000
2023-11-17,304504570000
2023-11-20,305416290000
2023-11-21,302591940000
2023-11-22,306417200000
2023-11-24,307903700000
2023-11-27,308121720000
2023-11-28,310519940000
2023-11-29,308220820000
2023-11-30,310668590000
2023-12-01,316743420000
2023-12-04,321103820000
2023-12-05,320588500000
2023-12-06,323175010000
2023-12-07,323234470000
2023-12-08,323531770000
2023-12-11,328348030000
2023-12-12,330201200000
2023-12-13,340309400000
2023-12-14,348643710000
2023-12-15,350814000000
2023-12-18,347652710000
2023-12-19,348901370000
2023-12-20,345522060000
2023-12-21,345829270000
2023-12-22,345452690000
2023-12-26,346166210000
2023-12-27,345393230000
2023-12-28,344233760000
2023-12-29,343431050000
2024-01-02,341974280000
2024-01-03,335215660000
2024-01-04,335542690000
2024-01-05,339853540000
2024-01-08,344798630000
2024-01-09,343074290000
2024-01-10,353588800000
2024-01-11,353321230000
2024-01-12,352508610000
2024-01-16,355204130000
2024-01-17,352498700000
2024-01-18,354678900000
2024-01-19,359148310000
2024-01-22,353479790000
2024-01-23,347622980000
2024-01-24,344144570000
2024-01-25,347811270000
2024-01-26,352102300000
2024-01-29,352498700000
2024-01-30,353886100000
2024-01-31,349783360000
2024-02-01,356829370000
2024-02-02,354014930000
2024-02-05,351943740000
2024-02-06,353043750000
2024-02-07,359425790000
2024-02-08,360446520000
2024-02-09,359881650000
2024-02-12,362160950000
2024-02-13,354371690000
2024-02-14,355005930000
2024-02-15,357830280000
2024-02-16,359088850000
2024-02-20,359306870000
2024-02-21,360852830000
2024-02-22,367997940000
2024-02-23,368612360000
2024-02-26,368255600000
2024-02-27,372179960000
2024-02-28,374211510000
2024-02-29,377184510000
2024-03-01,380989950000
2024-03-04,376946670000
2024-03-05,375043950000
2024-03-06,374043040000
2024-03-07,373161050000
2024-03-08,369989850000
2024-03-11,368176320000
2024-03-12,371169140000
2024-03-13,375579090000
2024-03-14,371892570000
2024-03-15,369870930000
2024-03-18,368562810000
2024-03-19,375995310000
2024-03-20,380950310000
2024-03-21,391643200000
2024-03-22,386767480000
2024-03-25,380058410000
2024-03-26,376510630000
2024-03-27,382416990000
2024-03-28,380147600000
2024-04-01,364717730000
2024-04-02,359733000000
2024-04-03,356660900000
2024-04-04,354460880000
2024-04-05,354649170000
2024-04-08,358791550000
2024-04-09,358167220000
2024-04-10,347404960000
2024-04-11,344243670000
2024-04-12,339784170000
2024-04-15,334888630000
2024-04-16,331816530000
2024-04-17,329834530000
2024-04-18,329893990000
2024-04-19,332341760000
2024-04-22,333085010000
2024-04-23,335949000000
2024-04-24,330012910000
2024-04-25,328992180000
2024-04-26,332074190000
2024-04-29,333768800000
2024-04-30,331212020000
2024-05-01,328982270000
2024-05-02,332510230000
2024-05-03,339764350000
2024-05-06,339209390000
2024-05-07,337623790000
2024-05-08,335780530000
2024-05-09,344313040000
2024-05-10,343312130000
2024-05-13,337209440000
2024-05-14,336754500000
2024-05-15,344834630000
2024-05-16,338959970000
2024-05-17,340423690000
2024-05-20,334103980000
2024-05-21,332452350000
2024-05-22,326953510000
2024-05-23,323294210000
2024-05-24,321523900000
2024-05-28,325084300000
2024-05-29,322324990000
2024-05-30,325559020000
2024-05-31,331186430000
2024-06-03,324401890000
2024-06-04,324649140000
2024-06-05,326627140000
2024-06-06,327457900000
2024-06-07,323432670000
2024-06-10,328901840000
2024-06-11,332027080000
2024-06-12,340354460000
2024-06-13,344053320000
2024-06-14,343024760000
2024-06-17,345655500000
2024-06-18,349977430000
2024-06-20,349552160000
2024-06-21,351886200000
2024-06-24,347020320000
2024-06-25,334598480000
2024-06-26,338059980000
2024-06-27,337733610000
2024-06-28,340453360000
2024-07-01,332491910000
2024-07-02,331285330000
2024-07-03,329969960000
2024-07-05,330899620000
2024-07-08,335864400000
2024-07-09,333382010000
2024-07-10,340394020000
2024-07-11,349898310000
2024-07-12,355812530000
2024-07-15,354516940000
2024-07-16,365059680000
2024-07-17,367799210000
2024-07-18,362053120000
2024-07-19,359363040000
2024-07-22,359254250000
2024-07-23,355664180000
2024-07-24,346456590000
2024-07-25,349403810000
2024-07-26,355555390000
2024-07-29,357691630000
2024-07-30,359689410000
2024-07-31,364110240000
2024-08-01,354635620000
2024-08-02,351520270000
2024-08-05,346159890000
2024-08-06,350016990000
2024-08-07,338633600000
2024-08-08,344508260000
2024-08-09,344804960000
