,PEP
2004-08-24,84114137500
2004-08-25,83483750000
2004-08-26,84182287500
2004-08-27,83943762500
2004-08-30,84114137500
2004-08-31,85187500000
2004-09-01,84744525000
2004-09-02,86243825000
2004-09-03,86618650000
2004-09-07,84995819050
2004-09-08,82748133335
2004-09-09,83747104764
2004-09-10,83797053335
2004-09-13,84379786669
2004-09-14,84130043811
2004-09-15,82415142859
2004-09-16,81532718097
2004-09-17,82748133335
2004-09-20,81849059049
2004-09-21,81482769526
2004-09-22,81066531430
2004-09-23,80783489526
2004-09-24,80450499049
2004-09-27,79967662859
2004-09-28,80084209526
2004-09-29,80084209526
2004-09-30,80999933335
2004-10-01,83380815240
2004-10-04,82814731430
2004-10-05,82165400002
2004-10-06,82082152383
2004-10-07,81599316192
2004-10-08,81249676192
2004-10-11,81133129526
2004-10-12,80400550478
2004-10-13,80000961907
2004-10-14,79667971430
2004-10-15,80417200002
2004-10-18,81566017145
2004-10-19,81915657145
2004-10-20,81299624764
2004-10-21,81349573335
2004-10-22,80716891430
2004-10-25,80300653335
2004-10-26,80666942859
2004-10-27,82664885716
2004-10-28,82481740954
2004-10-29,82548339049
2004-11-01,82082152383
2004-11-02,82648236192
2004-11-03,83480712383
2004-11-04,85262211431
2004-11-05,85245561907
2004-11-08,84696127621
2004-11-09,84945870478
2004-11-10,85445356192
2004-11-11,85811645716
2004-11-12,86943813335
2004-11-15,86460977145
2004-11-16,85328809526
2004-11-17,85395407621
2004-11-18,85295510478
2004-11-19,84662828573
2004-11-22,85278860954
2004-11-23,85511954288
2004-11-24,85328809526
2004-11-26,85362108573
2004-11-29,83996847621
2004-11-30,83097773335
2004-12-01,84612880002
2004-12-02,85661800002
2004-12-03,85062417145
2004-12-06,84529632383
2004-12-07,84063445716
2004-12-08,85062417145
2004-12-09,85894893335
2004-12-10,85278860954
2004-12-13,86094687621
2004-12-14,86194584764
2004-12-15,87809588573
2004-12-16,87110308573
2004-12-17,86594173335
2004-12-20,86111337145
2004-12-21,86744019050
2004-12-22,86860565716
2004-12-23,86477626669
2004-12-27,87805333339
2004-12-28,88649777783
2004-12-29,88244444450
2004-12-30,88244444450
2004-12-31,88160000005
2005-01-03,87720888894
2005-01-04,87096000005
2005-01-05,87197333339
2005-01-06,87822222228
2005-01-07,88582222228
2005-01-10,90794666672
2005-01-11,90304888894
2005-01-12,90541333339
2005-01-13,89376000005
2005-01-14,89224000005
2005-01-18,90338666672
2005-01-19,91250666672
2005-01-20,90440000005
2005-01-21,90473777783
2005-01-24,90034666672
2005-01-25,90169777783
2005-01-26,90203555561
2005-01-27,90288000005
2005-01-28,89882666672
2005-01-31,90693333339
2005-02-01,90997333339
2005-02-02,91436444450
2005-02-03,91757333339
2005-02-04,93412444450
2005-02-07,92382222228
2005-02-08,93733333339
2005-02-09,92872000006
2005-02-10,93159111117
2005-02-11,93057777783
2005-02-14,92551111117
2005-02-15,92280888894
2005-02-16,92112000006
2005-02-17,90744000005
2005-02-18,91537777783
2005-02-22,89815111117
2005-02-23,90237333339
2005-02-24,90608888894
2005-02-25,91149333339
2005-02-28,90963555561
2005-03-01,91301333339
2005-03-02,91216888894
2005-03-03,91250666672
2005-03-04,91132444450
2005-03-07,91554666672
2005-03-08,90929777783
2005-03-09,89460444450
2005-03-10,89764444450
2005-03-11,89004444450
2005-03-14,89055111116
2005-03-15,88683555561
2005-03-16,88075555561
2005-03-17,88328888894
2005-03-18,88869333339
2005-03-21,88389633810
2005-03-22,87616056346
2005-03-23,87464704233
2005-03-24,87313352120
2005-03-28,88036478881
2005-03-29,87935577472
2005-03-30,89734985923
2005-03-31,89180028177
2005-04-01,88725971839
2005-04-04,88692338036
2005-04-05,89129577473
2005-04-06,88961408458
2005-04-07,89835887332
2005-04-08,89264112684
2005-04-11,89297746487
2005-04-12,90205859163
2005-04-13,90189042261
2005-04-14,92728394374
2005-04-15,92207070431
2005-04-18,91635295783
2005-04-19,91652112684
2005-04-20,91080338036
2005-04-21,92005267614
2005-04-22,91601661980
2005-04-25,92728394374
2005-04-26,92829295783
2005-04-27,92896563388
2005-04-28,92661126769
2005-04-29,93569239445
2005-05-02,94023295783
2005-05-03,94040112684
2005-05-04,95217295783
2005-05-05,94914591558
2005-05-06,94241915501
2005-05-09,94796873248
2005-05-10,94796873248
2005-05-11,95738619727
2005-05-12,95318197191
2005-05-13,94897774656
2005-05-16,95284563389
2005-05-17,94662338036
2005-05-18,95335014093
2005-05-19,95906788741
2005-05-20,96058140853
2005-05-23,95419098600
2005-05-24,95469549304
2005-05-25,95856338037
2005-05-26,95873154938
2005-05-27,95183661980
2005-05-31,94611887332
2005-06-01,95553633811
2005-06-02,95688169022
2005-06-03,94191464797
2005-06-06,93787859163
2005-06-07,94006478881
2005-06-08,93300169022
2005-06-09,93333802825
2005-06-10,93367436628
2005-06-13,92331692333
2005-06-14,92298461564
2005-06-15,92713846179
2005-06-16,93112615410
2005-06-17,92647384641
2005-06-20,93046153872
2005-06-21,92830153871
2005-06-22,91750153871
2005-06-23,91168615409
2005-06-24,90171692332
2005-06-27,90188307717
2005-06-28,91102153871
2005-06-29,90437538486
2005-06-30,89606769255
2005-07-01,88908923101
2005-07-05,88975384640
2005-07-06,87363692331
2005-07-07,87696000024
2005-07-08,88942153870
2005-07-11,89473846178
2005-07-12,90720000025
2005-07-13,91168615409
2005-07-14,92115692333
2005-07-15,92132307717
2005-07-18,90786461563
2005-07-19,92281846179
2005-07-20,90720000025
2005-07-21,90852923102
2005-07-22,91102153871
2005-07-25,90670153871
2005-07-26,90504000025
2005-07-27,90969230794
2005-07-28,91268307717
2005-07-29,90603692332
2005-08-01,90736615409
2005-08-02,91118769256
2005-08-03,90869538486
2005-08-04,90886153871
2005-08-05,90371076948
2005-08-08,89556923101
2005-08-09,90138461563
2005-08-10,90354461563
2005-08-11,90902769256
2005-08-12,90736615409
2005-08-15,91301538486
2005-08-16,91035692332
2005-08-17,90936000025
2005-08-18,90686769255
2005-08-19,91284923102
2005-08-22,91467692333
2005-08-23,91235076948
2005-08-24,90254769255
2005-08-25,90570461563
2005-08-26,90238153871
2005-08-29,91068923102
2005-08-30,91052307717
2005-08-31,91135384640
2005-09-01,91301538486
2005-09-02,90803076948
2005-09-06,92474527000
2005-09-07,92910174346
2005-09-08,92340481663
2005-09-09,92541549669
2005-09-12,92876663012
2005-09-13,92926930013
2005-09-14,92742617675
2005-09-15,93312310358
2005-09-16,93831736040
2005-09-19,92876663012
2005-09-20,91821055982
2005-09-21,90514113944
2005-09-22,90731937617
2005-09-23,91335141634
2005-09-26,91067050960
2005-09-27,92340481663
2005-09-28,92256703327
2005-09-29,94669519397
2005-09-30,95021388407
2005-10-03,94686275064
2005-10-04,94719786398
2005-10-05,95926194433
2005-10-06,97115846801
2005-10-07,96294819111
2005-10-10,96009972769
2005-10-11,95725126427
2005-10-12,96696955122
2005-10-13,96294819111
2005-10-14,96361841779
2005-10-17,96780733458
2005-10-18,97719050818
2005-10-19,97400693142
2005-10-20,96629932454
2005-10-21,96495887116
2005-10-24,97115846801
2005-10-25,97182869470
2005-10-26,96428864448
2005-10-27,97635272483
2005-10-28,98573589843
2005-10-31,98992481522
2005-11-01,98121186830
2005-11-02,98808169183
2005-11-03,98942214520
2005-11-04,98188209499
2005-11-07,98121186830
2005-11-08,97685539484
2005-11-09,97685539484
2005-11-10,98674123846
2005-11-11,98355766170
2005-11-14,98188209499
2005-11-15,98355766170
2005-11-16,98322254836
2005-11-17,97585005481
2005-11-18,98054164161
2005-11-21,97853096156
2005-11-22,99478395869
2005-11-23,99863776214
2005-11-25,100366446228
2005-11-28,99897287548
2005-11-29,100148622555
2005-11-30,99193549528
2005-12-01,100299423559
2005-12-02,100366446228
2005-12-05,100299423559
2005-12-06,100048088552
2005-12-07,99227060862
2005-12-08,98975725855
2005-12-09,98858436185
2005-12-12,99377861866
2005-12-13,98808169183
2005-12-14,99277327863
2005-12-15,99863776214
2005-12-16,100232400891
2005-12-19,99763242211
2005-12-20,99143282526
2005-12-21,99260572196
2005-12-22,99227060862
2005-12-23,99210305195
2005-12-27,99176793860
2005-12-28,99411373200
2005-12-29,99763242211
2005-12-30,98992481522
2006-01-03,98962560000
2006-01-04,98912880000
2006-01-05,98333280000
2006-01-06,98697600000
2006-01-09,98200800000
2006-01-10,97869600000
2006-01-11,97472160000
2006-01-12,97439040000
2006-01-13,97207200000
2006-01-17,96760080000
2006-01-18,96693840000
2006-01-19,96594480000
2006-01-20,94855680000
2006-01-23,95220000000
2006-01-24,96114240000
2006-01-25,95451840000
2006-01-26,95054400000
2006-01-27,96379200000
2006-01-30,95451840000
2006-01-31,94690080000
2006-02-01,94839120000
2006-02-02,95137200000
2006-02-03,94955040000
2006-02-06,94011120000
2006-02-07,94160160000
2006-02-08,94855680000
2006-02-09,95567760000
2006-02-10,95932080000
2006-02-13,95385600000
2006-02-14,95965200000
2006-02-15,95849280000
2006-02-16,97207200000
2006-02-17,97571520000
2006-02-21,97439040000
2006-02-22,97704000000
2006-02-23,98796960000
2006-02-24,98598240000
2006-02-27,98548560000
2006-02-28,97886160000
2006-03-01,98118000000
2006-03-02,98167680000
2006-03-03,98498880000
2006-03-06,98830080000
2006-03-07,98962560000
2006-03-08,99061920000
2006-03-09,99360000000
2006-03-10,99923040000
2006-03-13,100171440000
2006-03-14,100072080000
2006-03-15,99459360000
2006-03-16,99194400000
2006-03-17,99459360000
2006-03-20,99128160000
2006-03-21,98581680000
2006-03-22,99061920000
2006-03-23,97919280000
2006-03-24,98267040000
2006-03-27,97511180711
2006-03-28,96602024085
2006-03-29,96552433723
2006-03-30,96056530109
2006-03-31,95527566253
2006-04-03,95626746976
2006-04-04,95560626494
2006-04-05,95692867458
2006-04-06,95907759024
2006-04-07,95544096374
2006-04-10,96023469868
2006-04-11,95560626494
2006-04-12,95676337338
2006-04-13,95659807217
2006-04-17,94866361434
2006-04-18,96006939747
2006-04-19,96006939747
2006-04-20,94717590350
2006-04-21,94552289145
2006-04-24,94667999988
2006-04-25,95048192760
2006-04-26,95643277097
2006-04-27,96006939747
2006-04-28,96271421675
2006-05-01,96155710832
2006-05-02,95792048181
2006-05-03,96618554205
2006-05-04,97097927699
2006-05-05,97825253000
2006-05-08,97362409627
2006-05-09,97048337338
2006-05-10,97263228904
2006-05-11,96453253000
2006-05-12,96932626494
2006-05-15,98701349386
2006-05-16,98618698783
2006-05-17,98602168663
2006-05-18,97015277097
2006-05-19,96866506012
2006-05-22,97974024084
2006-05-23,98734409627
2006-05-24,99775807217
2006-05-25,100106409626
2006-05-26,100271710831
2006-05-30,99874987940
2006-05-31,99941108422
2006-06-01,100999036132
2006-06-02,100288240952
2006-06-05,98767469868
2006-06-06,100040289144
2006-06-07,99676626494
2006-06-08,99395614446
2006-06-09,99065012036
2006-06-12,98717879506
2006-06-13,97511180711
2006-06-14,97296289145
2006-06-15,97659951795
2006-06-16,98684819265
2006-06-19,98256900019
2006-06-20,98223766686
2006-06-21,98753900019
2006-06-22,99433133353
2006-06-23,98555100019
2006-06-26,98588233353
2006-06-27,97925566686
2006-06-28,97594233352
2006-06-29,98571666686
2006-06-30,99466266686
2006-07-03,99847300020
2006-07-05,99847300020
2006-07-06,99996400020
2006-07-07,100162066686
2006-07-10,100973833353
2006-07-11,102034100020
2006-07-12,101222333353
2006-07-13,102829300020
2006-07-14,102382000020
2006-07-17,103177200020
2006-07-18,104717900021
2006-07-19,103823300020
2006-07-20,103508533354
2006-07-21,103972400020
2006-07-24,104949833354
2006-07-25,103906133354
2006-07-26,105413700021
2006-07-27,103525100020
2006-07-28,104585366687
2006-07-31,104999533354
2006-08-01,104651633354
2006-08-02,104701333354
2006-08-03,104104933354
2006-08-04,104651633354
2006-08-07,104635066687
2006-08-08,105397133354
2006-08-09,104104933354
2006-08-10,104701333354
2006-08-11,104916700021
2006-08-14,105943833354
2006-08-15,105347433354
2006-08-16,104850433354
2006-08-17,103806733354
2006-08-18,104386566687
2006-08-21,104867000021
2006-08-22,105595933354
2006-08-23,106142633354
2006-08-24,106258600021
2006-08-25,106324866688
2006-08-28,107683333355
2006-08-29,109025233355
2006-08-30,108743600021
2006-08-31,108147200021
2006-09-01,108362566688
2006-09-05,108014666688
2006-09-06,107567366688
2006-09-07,106391133354
2006-09-08,107236033354
2006-09-11,105431693896
2006-09-12,106213634765
2006-09-13,105301370417
2006-09-14,105154756504
2006-09-15,105936697374
2006-09-18,105040723461
2006-09-19,105513146070
2006-09-20,106083311287
2006-09-21,105252499113
2006-09-22,104714914765
2006-09-25,106001859113
2006-09-26,106588314765
2006-09-27,107370255634
2006-09-28,106376539113
2006-09-29,106311377374
2006-10-02,104796366939
2006-10-03,105333951287
2006-10-04,105741212156
2006-10-05,105529436504
2006-10-06,104942980852
2006-10-09,103802650418
2006-10-10,103297646939
2006-10-11,104030716505
2006-10-12,102385382592
2006-10-13,101733765201
2006-10-16,102108445201
2006-10-17,101603441722
2006-10-18,102939257374
2006-10-19,102336511287
2006-10-20,102320220853
2006-10-23,102922966940
2006-10-24,102955547809
2006-10-25,103672326939
2006-10-26,103965554765
2006-10-27,103509422592
2006-10-30,103493132157
2006-10-31,103346518244
2006-11-01,103199904331
2006-11-02,102971838244
2006-11-03,103020709548
2006-11-06,103085871287
2006-11-07,103281356505
2006-11-08,103493132157
2006-11-09,102124735635
2006-11-10,101896669548
2006-11-13,100039559983
2006-11-14,100902953027
2006-11-15,99762622592
2006-11-16,100674886940
2006-11-17,101456827809
2006-11-20,101815217375
2006-11-21,101912959983
2006-11-22,101880379114
2006-11-24,101554570418
2006-11-27,100186173897
2006-11-28,100707467809
2006-11-29,101766346070
2006-11-30,100951824331
2006-12-01,100935533896
2006-12-04,102434253896
2006-12-05,104535719983
2006-12-06,103786359983
2006-12-07,103313937374
2006-12-08,103069580853
2006-12-11,102238768679
2006-12-12,102385382592
2006-12-13,102238768679
2006-12-14,101815217375
2006-12-15,102417963461
2006-12-18,102743772157
2006-12-19,103085871287
2006-12-20,103118452157
2006-12-21,103265066070
2006-12-22,102792643461
2006-12-26,102369092157
2006-12-27,102450544331
2006-12-28,103036999983
2006-12-29,101896669548
2007-01-03,102672640000
2007-01-04,103376550000
2007-01-05,103049150000
2007-01-08,103278330000
2007-01-09,103703950000
2007-01-10,105013550000
2007-01-11,106323150000
2007-01-12,105913900000
2007-01-16,106159449999
2007-01-17,106405000000
2007-01-18,106274040000
2007-01-19,106110339999
2007-01-22,106093970000
2007-01-23,106143080000
2007-01-24,106732400000
2007-01-25,105455540000
2007-01-26,105504650000
2007-01-29,105750199999
2007-01-30,106552330000
2007-01-31,106797879999
2007-02-01,107027060000
2007-02-02,106470480000
2007-02-05,106126710000
2007-02-06,105406430000
2007-02-07,105586500000
2007-02-08,103638470000
2007-02-09,104620670000
2007-02-12,104309640000
2007-02-13,104456970000
2007-02-14,103703950000
2007-02-15,104898960000
2007-02-16,105782940000
2007-02-20,105766570000
2007-02-21,106437740000
2007-02-22,105848420000
2007-02-23,105717460000
2007-02-26,105570129999
2007-02-27,102738120000
2007-02-28,103376550000
2007-03-01,103834910000
2007-03-02,103016410000
2007-03-05,102754490000
2007-03-06,103556620000
2007-03-07,102721750000
2007-03-08,103212850000
2007-03-09,102934560000
2007-03-12,103409290000
2007-03-13,101755920000
2007-03-14,102623530000
2007-03-15,103114630000
2007-03-16,102427090000
2007-03-19,102869080000
2007-03-20,103785800000
2007-03-21,105062660000
2007-03-22,104948070000
2007-03-23,104915330000
2007-03-26,104012920000
2007-03-27,102482600000
2007-03-28,102384920000
2007-03-29,103524520000
2007-03-30,103475680000
2007-04-02,103198920000
2007-04-03,103215200000
2007-04-04,103752440000
2007-04-05,103671040000
2007-04-09,102547720000
2007-04-10,103231480000
2007-04-11,102905880000
2007-04-12,104452480000
2007-04-13,104843200000
2007-04-16,105103680000
2007-04-17,107122400000
2007-04-18,107317760000
2007-04-19,107496840000
2007-04-20,108506200000
2007-04-23,108408520000
2007-04-24,108115480000
2007-04-25,109043440000
2007-04-26,108115480000
2007-04-27,107920120000
2007-04-30,107594520000
2007-05-01,108099200000
2007-05-02,109108560000
2007-05-03,109580680000
2007-05-04,109759760000
2007-05-07,109857440000
2007-05-08,109320200000
2007-05-09,109352760000
2007-05-10,108017799999
2007-05-11,108750400000
2007-05-14,108734120000
2007-05-15,109808600000
2007-05-16,111745920000
2007-05-17,111501719999
2007-05-18,113113440000
2007-05-21,112380840000
2007-05-22,111794760000
2007-05-23,111827320000
2007-05-24,111436600000
2007-05-25,112038959999
2007-05-29,111485440000
2007-05-30,111631959999
2007-05-31,111241240000
2007-06-01,111843600000
2007-06-04,111208680000
2007-06-05,110085360000
2007-06-06,109173680000
2007-06-07,108017799999
2007-06-08,108441080000
2007-06-11,107513120000
2007-06-12,107496840000
2007-06-13,108082920000
2007-06-14,108896920000
2007-06-15,108555040000
2007-06-18,107345546293
2007-06-19,106072037034
2007-06-20,105620666664
2007-06-21,106200999997
2007-06-22,104556722219
2007-06-25,104218194442
2007-06-26,104234314812
2007-06-27,105056453701
2007-06-28,105185416664
2007-06-29,104540601849
2007-07-02,105266018516
2007-07-03,105733509256
2007-07-05,106249361108
2007-07-06,106749092590
2007-07-09,106475046293
2007-07-10,106184879627
2007-07-11,106571768516
2007-07-12,107909759256
2007-07-13,107764675923
2007-07-16,107990361108
2007-07-17,107039259256
2007-07-18,106604009256
2007-07-19,105540064812
2007-07-20,104250435182
2007-07-23,107345546293
2007-07-24,106813574071
2007-07-25,110134370367
2007-07-26,107748555553
2007-07-27,105846351849
2007-07-30,106233240738
2007-07-31,105781870367
2007-08-01,107087620367
2007-08-02,107700194441
2007-08-03,107152101849
2007-08-06,110440657404
2007-08-07,111488481478
2007-08-08,112745870367
2007-08-09,110424537034
2007-08-10,109537916664
2007-08-13,109747481478
2007-08-14,108264407404
2007-08-15,108554574071
2007-08-16,110214972219
2007-08-17,111843129627
2007-08-20,110601861108
2007-08-21,110343935182
2007-08-22,110908148145
2007-08-23,109473435182
2007-08-24,109973166664
2007-08-27,109779722219
2007-08-28,108828620367
2007-08-29,109924805553
2007-08-30,109392833330
2007-08-31,109666879627
2007-09-04,110601861108
2007-09-05,109521796293
2007-09-06,110521259256
2007-09-07,109586277775
2007-09-10,110038039977
2007-09-11,112304379976
2007-09-12,111838253310
2007-09-13,112320453310
2007-09-14,111806106643
2007-09-17,112191866643
2007-09-18,113927786643
2007-09-19,114297473309
2007-09-20,114168886642
2007-09-21,114827893309
2007-09-24,114522499976
2007-09-25,114474279976
2007-09-26,116097686642
2007-09-27,116724546642
2007-09-28,117753239975
2007-10-01,118958739975
2007-10-02,118556906642
2007-10-03,118090779975
2007-10-04,118733713308
2007-10-05,118524759975
2007-10-08,118798006642
2007-10-09,117672873308
2007-10-10,118299733308
2007-10-11,115358313309
2007-10-12,115374386642
2007-10-15,114683233309
2007-10-16,115519046642
2007-10-17,115904806642
2007-10-18,115535119976
2007-10-19,113156266643
2007-10-22,114393913309
2007-10-23,114972553309
2007-10-24,115406533309
2007-10-25,115695853309
2007-10-26,116274493309
2007-10-29,118460466642
2007-10-30,118685493308
2007-10-31,118492613308
2007-11-01,116354859975
2007-11-02,117303186642
2007-11-05,116949573309
2007-11-06,118122926642
2007-11-07,116274493309
2007-11-08,118138999975
2007-11-09,118106853308
2007-11-12,116644179975
2007-11-13,117881826642
2007-11-14,119039106641
2007-11-15,118267586642
2007-11-16,119183766641
2007-11-19,120678586641
2007-11-20,120292826641
2007-11-21,120614293308
2007-11-23,121369739974
2007-11-26,120051726641
2007-11-27,122028746641
2007-11-28,124021839974
2007-11-29,123025293307
2007-11-30,124053986640
2007-12-03,123089586641
2007-12-04,123202099974
2007-12-05,122591313307
2007-12-06,123812886640
2007-12-07,123764666641
2007-12-10,124214719974
2007-12-11,122928853307
2007-12-12,125516659973
2007-12-13,126481059973
2007-12-14,126111373307
2007-12-17,124359379974
2007-12-18,123796813307
2007-12-19,123427126641
2007-12-20,122944926641
2007-12-21,124327233307
2007-12-24,124905873307
2007-12-26,124214719974
2007-12-27,123282466641
2007-12-28,123812886640
2007-12-31,121364100000
2008-01-02,120388710000
2008-01-03,121172220000
2008-01-04,120804450000
2008-01-07,123634679999
2008-01-08,124626060000
2008-01-09,125905259999
2008-01-10,127232429999
2008-01-11,124370220000
2008-01-14,122995080000
2008-01-15,119653170000
2008-01-16,117590460000
2008-01-17,115287899999
2008-01-18,114264539999
2008-01-22,111034560000
2008-01-23,112729500000
2008-01-24,111498270000
2008-01-25,110203080000
2008-01-28,112361730000
2008-01-29,109739370000
2008-01-30,107756610000
2008-01-31,108811950000
2008-02-01,110059170000
2008-02-04,110682780000
2008-02-05,108652050000
2008-02-06,106701270000
2008-02-07,112585590000
2008-02-08,111626190000
2008-02-11,113465039999
2008-02-12,115064039999
2008-02-13,114536370000
2008-02-14,114440429999
2008-02-15,114696270000
2008-02-19,113752860000
2008-02-20,113720880000
2008-02-21,113656920000
2008-02-22,114136620000
2008-02-25,114472410000
2008-02-26,114056670000
2008-02-27,113848800000
2008-02-28,113624940000
2008-02-29,111226440000
2008-03-03,112201830000
2008-03-04,111993960000
2008-03-05,112377720000
2008-03-06,112121880000
2008-03-07,111274410000
2008-03-10,110362980000
2008-03-11,111850050000
2008-03-12,111226440000
2008-03-13,110714759999
2008-03-14,109451550000
2008-03-17,110570850000
2008-03-18,111961980000
2008-03-19,112217820000
2008-03-20,113832810000
2008-03-24,113033900000
2008-03-25,113176280000
2008-03-26,112575120000
2008-03-27,112622580000
2008-03-28,113207920000
2008-03-31,114220400000
2008-04-01,114109660000
2008-04-02,112986440000
2008-04-03,112954800000
2008-04-04,113160460000
2008-04-07,113682520000
2008-04-08,112764960000
2008-04-09,112274540000
2008-04-10,113429400000
2008-04-11,112954800000
2008-04-14,112242900000
2008-04-15,112670040000
2008-04-16,112496020000
2008-04-17,111958140000
2008-04-18,111689199999
2008-04-21,110581800000
2008-04-22,109316199999
2008-04-23,109458580000
2008-04-24,107576000000
2008-04-25,106974840000
2008-04-28,107829120000
2008-04-29,107892400000
2008-04-30,108414460000
2008-05-01,108367000000
2008-05-02,109316199999
2008-05-05,108477739999
2008-05-06,108477739999
2008-05-07,107591820000
2008-05-08,106848280000
2008-05-09,106800820000
2008-05-12,106547699999
2008-05-13,106389500000
2008-05-14,106152199999
2008-05-15,107686739999
2008-05-16,107370340000
2008-05-19,107623460000
2008-05-20,106721719999
2008-05-21,106421140000
2008-05-22,108177160000
2008-05-23,107987320000
2008-05-27,109173820000
2008-05-28,107465260000
2008-05-29,108889060000
2008-05-30,108050600000
2008-06-02,106864100000
2008-06-03,106073100000
2008-06-04,105471940000
2008-06-05,106452780000
2008-06-06,103652640000
2008-06-09,103415340000
2008-06-10,106911560000
2008-06-11,106769179999
2008-06-12,107496900000
2008-06-13,106848280000
2008-06-16,103286560000
2008-06-17,103020680000
2008-06-18,101753840000
2008-06-19,103051960000
2008-06-20,101785120000
2008-06-23,101081320000
2008-06-24,100127280000
2008-06-25,102473280000
2008-06-26,101300280000
2008-06-27,99986520000
2008-06-30,99454760000
2008-07-01,100721600000
2008-07-02,102848640000
2008-07-03,104428280000
2008-07-07,104193680000
2008-07-08,102958120000
2008-07-09,102207399999
2008-07-10,102582760000
2008-07-11,101128240000
2008-07-14,101519240000
2008-07-15,102551479999
2008-07-16,103364760000
2008-07-17,102488920000
2008-07-18,102301240000
2008-07-21,100799800000
2008-07-22,103521160000
2008-07-23,105914080000
2008-07-24,105413600000
2008-07-25,105132080000
2008-07-28,104334439999
2008-07-29,104756720000
2008-07-30,104647240000
2008-07-31,104099840000
2008-08-01,104209320000
2008-08-04,105835880000
2008-08-05,107165280000
2008-08-06,107196560000
2008-08-07,106273800000
2008-08-08,108463399999
2008-08-11,108338280000
2008-08-12,108885680000
2008-08-13,109073359999
2008-08-14,109386160000
2008-08-15,109792800000
2008-08-18,109182840000
2008-08-19,109636399999
2008-08-20,109245399999
2008-08-21,108525960000
2008-08-22,109323600000
2008-08-25,107994200000
2008-08-26,107446800000
2008-08-27,108228800000
2008-08-28,108213160000
2008-08-29,107102720000
2008-09-02,108635439999
2008-09-03,108213160000
2008-09-04,106961960000
2008-09-05,107790880000
2008-09-08,108745640000
2008-09-09,109766000000
2008-09-10,111049180000
2008-09-11,112270520000
2008-09-12,113089900000
2008-09-15,111853099999
2008-09-16,112827080000
2008-09-17,110817280000
2008-09-18,113213580000
2008-09-19,113151740000
2008-09-22,109889680000
2008-09-23,109379500000
2008-09-24,108374599999
2008-09-25,110229800000
2008-09-26,110863659999
2008-09-29,107694360000
2008-09-30,110183420000
2008-10-01,110755440000
2008-10-02,109626860000
2008-10-03,106674000000
2008-10-06,103025440000
2008-10-07,100675520000
2008-10-08,98341060000
2008-10-09,92017920000
2008-10-10,89358800000
2008-10-13,95496420000
2008-10-14,84102400000
2008-10-15,79232500000
2008-10-16,82061680000
2008-10-17,83298480000
2008-10-20,87750960000
2008-10-21,85030000000
2008-10-22,82927440000
2008-10-23,82680080000
2008-10-24,80020960000
2008-10-27,79603540000
2008-10-28,86313180000
2008-10-29,85030000000
2008-10-30,88245680000
2008-10-31,88137460000
2008-11-03,88848620000
2008-11-04,90193640000
2008-11-05,88137460000
2008-11-06,84798100000
2008-11-07,85586560000
2008-11-10,84427060000
2008-11-11,85153680000
2008-11-12,82092600000
2008-11-13,85942140000
2008-11-14,82741920000
2008-11-17,81891620000
2008-11-18,82154440000
2008-11-19,80546600000
2008-11-20,77748340000
2008-11-21,84396140000
2008-11-24,86050360000
2008-11-25,83484000000
2008-11-26,84921780000
2008-11-28,87658200000
2008-12-01,82927440000
2008-12-02,84179700000
2008-12-03,83607680000
2008-12-04,80902180000
2008-12-05,82510020000
2008-12-08,82865600000
2008-12-09,80809420000
2008-12-10,81953460000
2008-12-11,81489660000
2008-12-12,80438380000
2008-12-15,81041320000
2008-12-16,83808660000
2008-12-17,83994180000
2008-12-18,84581660000
2008-12-19,83623140000
2008-12-22,83097500000
2008-12-23,83746820000
2008-12-24,84318840000
2008-12-26,84349760000
2008-12-29,84078850000
2008-12-30,85338400000
2008-12-31,85167350000
2009-01-02,87033350000
2009-01-05,86458000000
2009-01-06,86613500000
2009-01-07,83798950000
2009-01-08,82803750000
2009-01-09,81746350000
2009-01-12,79911450000
2009-01-13,81217650000
2009-01-14,79460500000
2009-01-15,78574150000
2009-01-16,79880350000
2009-01-20,78418650000
2009-01-21,78434200000
2009-01-22,78294250000
2009-01-23,78714100000
2009-01-26,79958100000
2009-01-27,80300200000
2009-01-28,80922200000
2009-01-29,80362400000
2009-01-30,78107650000
2009-02-02,77952150000
2009-02-03,80113600000
2009-02-04,80066950000
2009-02-05,81404250000
2009-02-06,83239150000
2009-02-09,79973650000
2009-02-10,77019150000
2009-02-11,78698550000
2009-02-12,80860000000
2009-02-13,81746350000
2009-02-17,80580100000
2009-02-18,80129150000
2009-02-19,81171000000
2009-02-20,80004750000
2009-02-23,77998800000
2009-02-24,80362400000
2009-02-25,78869600000
2009-02-26,76848100000
2009-02-27,74857700000
2009-03-02,72851750000
2009-03-03,75370850000
2009-03-04,74018000000
2009-03-05,71483350000
2009-03-06,73240500000
2009-03-09,71234550000
2009-03-10,72463000000
2009-03-11,73738100000
2009-03-12,75090950000
2009-03-13,75604100000
2009-03-16,75775150000
2009-03-17,76583750000
2009-03-18,76925850000
2009-03-19,76179450000
2009-03-20,77781100000
2009-03-23,80284650000
2009-03-24,80129150000
2009-03-25,81590850000
2009-03-26,82663800000
2009-03-27,81466450000
2009-03-30,80533450000
2009-03-31,80051400000
2009-04-01,81202100000
2009-04-02,82197300000
2009-04-03,81932950000
2009-04-06,81901850000
2009-04-07,81248750000
2009-04-08,81295400000
2009-04-09,81015500000
