,KMX
2004-10-21,2571569700
2004-10-22,2554918500
2004-10-25,2620482600
2004-10-26,2694372300
2004-10-27,2720389800
2004-10-28,2717267700
2004-10-29,2741203800
2004-11-01,2733918900
2004-11-02,2675639700
2004-11-03,2688128100
2004-11-04,2760977100
2004-11-05,2834866800
2004-11-08,2752651500
2004-11-09,2725593300
2004-11-10,2739122400
2004-11-11,2749529400
2004-11-12,2818215600
2004-11-15,2837988900
2004-11-16,3025314900
2004-11-17,3070065000
2004-11-18,3049251000
2004-11-19,2975361300
2004-11-22,2988890400
2004-11-23,2982646200
2004-11-24,3005541600
2004-11-26,3007623000
2004-11-29,2990971800
2004-11-30,2903808100
2004-12-01,2907978740
2004-12-02,2877741600
2004-12-03,2930917260
2004-12-06,2817267320
2004-12-07,2763049000
2004-12-08,2765134320
2004-12-09,2777646240
2004-12-10,2768262300
2004-12-13,2815182000
2004-12-14,2862101700
2004-12-15,2854803080
2004-12-16,2862101700
2004-12-17,3134235960
2004-12-20,3131107980
2004-12-21,3202008860
2004-12-22,3188454280
2004-12-23,3180113000
2004-12-27,3174899700
2004-12-28,3184283640
2004-12-29,3180113000
2004-12-30,3233288660
2004-12-31,3237459300
2005-01-03,3148833200
2005-01-04,3125894680
2005-01-05,3113382760
2005-01-06,3092529560
2005-01-07,3115468080
2005-01-10,3110254780
2005-01-11,3111297440
2005-01-12,3214520780
2005-01-13,3146747880
2005-01-14,3159259800
2005-01-18,3159259800
2005-01-19,3142577240
2005-01-20,3118596060
2005-01-21,3113382760
2005-01-24,2998690160
2005-01-25,3001818140
2005-01-26,2968453020
2005-01-27,2971581000
2005-01-28,2959069080
2005-01-31,3016415380
2005-02-01,3065420400
2005-02-02,3078974980
2005-02-03,3477271100
2005-02-04,3445991299
2005-02-07,3399071600
2005-02-08,3437650020
2005-02-09,3391772980
2005-02-10,3388645000
2005-02-11,3399071600
2005-02-14,3395943620
2005-02-15,3392815640
2005-02-16,3403242240
2005-02-17,3335469340
2005-02-18,3286464320
2005-02-22,3221819400
2005-02-23,3424095440
2005-02-24,3449119280
2005-02-25,3434522040
2005-02-28,3444771000
2005-03-01,3466692270
2005-03-02,3460429050
2005-03-03,3466692270
2005-03-04,3478174840
2005-03-07,3507403200
2005-03-08,3482350320
2005-03-09,3432244560
2005-03-10,3392577500
2005-03-11,3354998180
2005-03-14,3381094930
2005-03-15,3376919450
2005-03-16,3344559480
2005-03-17,3442683259
2005-03-18,3410323290
2005-03-21,3467736140
2005-03-22,3445814870
2005-03-23,3338296260
2005-03-24,3370656230
2005-03-28,3429112950
2005-03-29,3465648400
2005-03-30,3361261400
2005-03-31,3288190500
2005-04-01,3194242200
2005-04-04,3181715760
2005-04-05,3229733780
2005-04-06,3274620190
2005-04-07,3288190500
2005-04-08,3251655050
2005-04-11,3182759630
2005-04-12,3185891240
2005-04-13,3137873220
2005-04-14,3057495230
2005-04-15,2956239840
2005-04-18,3012608820
2005-04-19,3046012660
2005-04-20,2946845010
2005-04-21,3029310740
2005-04-22,2943713400
2005-04-25,3020959780
2005-04-26,2981292720
2005-04-27,2941625660
2005-04-28,2892563770
2005-04-29,2847677360
2005-05-02,2910309560
2005-05-03,2929099220
2005-05-04,3024091390
2005-05-05,2991731420
2005-05-06,2970854020
2005-05-09,3039749440
2005-05-10,2929099220
2005-05-11,2893607640
2005-05-12,2843501880
2005-05-13,2797571600
2005-05-16,2870642500
2005-05-17,2896739250
2005-05-18,2959371450
2005-05-19,2964590800
2005-05-20,2766255500
2005-05-23,2801747080
2005-05-24,2730763920
2005-05-25,2620113700
2005-05-26,2632640140
2005-05-27,2630552400
2005-05-31,2668599840
2005-06-01,2645603680
2005-06-02,2704139360
2005-06-03,2732361920
2005-06-06,2751176960
2005-06-07,2744905280
2005-06-08,2704139360
2005-06-09,2586022720
2005-06-10,2625743360
2005-06-13,2614245280
2005-06-14,2606928320
2005-06-15,2596475520
2005-06-16,2630969760
2005-06-17,2702048800
2005-06-20,2749086400
2005-06-21,2785671200
2005-06-22,2773127840
2005-06-23,2730271360
2005-06-24,2711456320
2005-06-27,2661282880
2005-06-28,2735497760
2005-06-29,2786716480
2005-06-30,2785671200
2005-07-01,2796124000
2005-07-05,2870338880
2005-07-06,2728180800
2005-07-07,2710411040
2005-07-08,2765810880
2005-07-11,2852569120
2005-07-12,2842116320
2005-07-13,2871384160
2005-07-14,2846297440
2005-07-15,2854659680
2005-07-18,2835844640
2005-07-19,2877655840
2005-07-20,2857795520
2005-07-21,2849433280
2005-07-22,2840025760
2005-07-25,2771037280
2005-07-26,2785671200
2005-07-27,2870338880
2005-07-28,3133749440
2005-07-29,3054308160
2005-08-01,3044900640
2005-08-02,3015632800
2005-08-03,3041764800
2005-08-04,3046991200
2005-08-05,3078349600
2005-08-08,3074168480
2005-08-09,3074168480
2005-08-10,3100300480
2005-08-11,3141066400
2005-08-12,3178696480
2005-08-15,3133749440
2005-08-16,3083576000
2005-08-17,3084621280
2005-08-18,3072077920
2005-08-19,3032357280
2005-08-22,2996817760
2005-08-23,3351167680
2005-08-24,3337579040
2005-08-25,3318764000
2005-08-26,3282179200
2005-08-29,3341760160
2005-08-30,3309356480
2005-08-31,3336602220
2005-09-01,3201504390
2005-09-02,3192078960
2005-09-06,3218260710
2005-09-07,3246537000
2005-09-08,3209882550
2005-09-09,3257009700
2005-09-12,3277955100
2005-09-13,3342885840
2005-09-14,3266435130
2005-09-15,3216166170
2005-09-16,3218260710
2005-09-19,3206740740
2005-09-20,3140762730
2005-09-21,3283191450
2005-09-22,3314609550
2005-09-23,3293664150
2005-09-26,3275860560
2005-09-27,3262246050
2005-09-28,3205693470
2005-09-29,3254915160
2005-09-30,3274813290
2005-10-03,3263293320
2005-10-04,3183700800
2005-10-05,3116675520
2005-10-06,3113533710
2005-10-07,3007759440
2005-10-10,2859047100
2005-10-11,2807730870
2005-10-12,2806683600
2005-10-13,2861141640
2005-10-14,2831818080
2005-10-17,2854858020
2005-10-18,2822392650
2005-10-19,2843338050
2005-10-20,2786785470
2005-10-21,2888370660
2005-10-24,2932356000
2005-10-25,2911410600
2005-10-26,2861141640
2005-10-27,2770029150
2005-10-28,2776312770
2005-10-31,2814014490
2005-11-01,2801447250
2005-11-02,2829723540
2005-11-03,2843338050
2005-11-04,2846479860
2005-11-07,2861141640
2005-11-08,2860094370
2005-11-09,2853810750
2005-11-10,2900937900
2005-11-11,2966915910
2005-11-14,2891512470
2005-11-15,2916646950
2005-11-16,2955395940
2005-11-17,2986814040
2005-11-18,3006712170
2005-11-21,3072690180
2005-11-22,3055933860
2005-11-23,3046508430
2005-11-25,3086304690
2005-11-28,2987861310
2005-11-29,2948065050
2005-11-30,2871614340
2005-12-01,2864791690
2005-12-02,2900457350
2005-12-05,2808146230
2005-12-06,2793460370
2005-12-07,2812342190
2005-12-08,2814440170
2005-12-09,2834370980
2005-12-12,2789264410
2005-12-13,2798705320
2005-12-14,2842762900
2005-12-15,2852203810
2005-12-16,2873183610
2005-12-19,2837517950
2005-12-20,2885771490
2005-12-21,2958151800
2005-12-22,2969690690
2005-12-23,2969690690
2005-12-27,2934025030
2005-12-28,2920388160
2005-12-29,2929829070
2005-12-30,2903604320
2006-01-03,2996964430
2006-01-04,3080883630
2006-01-05,3031581100
2006-01-06,3007454330
2006-01-09,3084030600
2006-01-10,3143823030
2006-01-11,3095569490
2006-01-12,3133333130
2006-01-13,3103961410
2006-01-17,3045217970
2006-01-18,3049413930
2006-01-19,3043119990
2006-01-20,2994866450
2006-01-23,3024238170
2006-01-24,3042071000
2006-01-25,3065148780
2006-01-26,3064099790
2006-01-27,3091373530
2006-01-30,3160606870
2006-01-31,3135431110
2006-02-01,3234036170
2006-02-02,3187880610
2006-02-03,3163753840
2006-02-06,3105010400
2006-02-07,3109206360
2006-02-08,3094520500
2006-02-09,3077736660
2006-02-10,3076687670
2006-02-13,3078785650
2006-02-14,3092422520
2006-02-15,3125990200
2006-02-16,3216203340
2006-02-17,3280191730
2006-02-21,3273897790
2006-02-22,3307465470
2006-02-23,3328445270
2006-02-24,3296975570
2006-02-27,3319004360
2006-02-28,3307426300
2006-03-01,3319005450
2006-03-02,3305321000
2006-03-03,3294794500
2006-03-06,3289531250
2006-03-07,3239004050
2006-03-08,3241109350
2006-03-09,3213740450
2006-03-10,3275846800
2006-03-13,3722170400
2006-03-14,3794803249
2006-03-15,3729538950
2006-03-16,3643221650
2006-03-17,3661116700
2006-03-20,3646379600
2006-03-21,3614800100
2006-03-22,3674801149
2006-03-23,3699012100
2006-03-24,3713749200
2006-03-27,3713749200
2006-03-28,3713749200
2006-03-29,3762171100
2006-03-30,3526377500
2006-03-31,3440060200
2006-04-03,3364269400
2006-04-04,3430586350
2006-04-05,3469534400
2006-04-06,3502166550
2006-04-07,3505324499
2006-04-10,3494798000
2006-04-11,3462165850
2006-04-12,3491640050
2006-04-13,3523219550
2006-04-17,3497955949
2006-04-18,3660064050
2006-04-19,3646379600
2006-04-20,3663221999
2006-04-21,3731644250
2006-04-24,3717959800
2006-04-25,3726381000
2006-04-26,3741118100
2006-04-27,3735854850
2006-04-28,3716907150
2006-05-01,3621116000
2006-05-02,3609536850
2006-05-03,3542167250
2006-05-04,3572694099
2006-05-05,3577957350
2006-05-08,3577957350
2006-05-09,3574799400
2006-05-10,3579010000
2006-05-11,3504271850
2006-05-12,3437954899
2006-05-15,3424270450
2006-05-16,3441112849
2006-05-17,3428481050
2006-05-18,3420059850
2006-05-19,3483218850
2006-05-22,3440060200
2006-05-23,3410586000
2006-05-24,3328479300
2006-05-25,3343216400
2006-05-26,3322163400
2006-05-30,3360058800
2006-05-31,3369187960
2006-06-01,3356478040
2006-06-02,3369187960
2006-06-05,3290810120
2006-06-06,3278100200
2006-06-07,3262212800
2006-06-08,3242088760
2006-06-09,3242088760
2006-06-12,3164770080
2006-06-13,3159474280
2006-06-14,3226201360
2006-06-15,3308815840
2006-06-16,3336354000
2006-06-19,3589493240
2006-06-20,3618090559
2006-06-21,3674226039
2006-06-22,3680581000
2006-06-23,3731420679
2006-06-26,3787556160
2006-06-27,3728243200
2006-06-28,3729302360
2006-06-29,3809798520
2006-06-30,3755781360
2006-07-03,3778023720
2006-07-05,3744130600
2006-07-06,3703882520
2006-07-07,3669989400
2006-07-10,3675285200
2006-07-11,3599025679
2006-07-12,3567250880
2006-07-13,3549245160
2006-07-14,3441210840
2006-07-17,3527002799
2006-07-18,3525943640
2006-07-19,3588434080
2006-07-20,3577842480
2006-07-21,3496287160
2006-07-24,3609617280
2006-07-25,3682699320
2006-07-26,3642451240
2006-07-27,3583138280
2006-07-28,3635037120
2006-07-31,3685876799
2006-08-01,3643510400
2006-08-02,3691172600
2006-08-03,3779082880
2006-08-04,3753663039
2006-08-07,3704941679
2006-08-08,3704941679
2006-08-09,3692231760
2006-08-10,3719769919
2006-08-11,3702823360
2006-08-14,3698586720
2006-08-15,3773787080
2006-08-16,3877584760
2006-08-17,3940075200
2006-08-18,3930542760
2006-08-21,3845809960
2006-08-22,3866993160
2006-08-23,3848987440
2006-08-24,3801325240
2006-08-25,3769550440
2006-08-28,3787556160
2006-08-29,3782260360
2006-08-30,3858519880
2006-08-31,3991974039
2006-09-01,3999488049
2006-09-05,4038897120
2006-09-06,4043157560
2006-09-07,4076175970
2006-09-08,4169905650
2006-09-11,4156059220
2006-09-12,4308369950
2006-09-13,4399969410
2006-09-14,4277481759
2006-09-15,4315825720
2006-09-18,4291328190
2006-09-19,4275351540
2006-09-20,4611926300
2006-09-21,4408490290
2006-09-22,4456420240
2006-09-25,4477722440
2006-09-26,4489438650
2006-09-27,4484113100
2006-09-28,4485178210
2006-09-29,4442573810
2006-10-02,4386122980
2006-10-03,4436183150
2006-10-04,4489438650
2006-10-05,4578907890
2006-10-06,4530977940
2006-10-09,4543759260
2006-10-10,4568256790
2006-10-11,4621512290
2006-10-12,4716307080
2006-10-13,4708851310
2006-10-16,4676898010
2006-10-17,4664116690
2006-10-18,4663051580
2006-10-19,4717372190
2006-10-20,4688614220
2006-10-23,4713111750
2006-10-24,4730153510
2006-10-25,4706721090
2006-10-26,4753585930
2006-10-27,4713111750
2006-10-30,4761041700
2006-10-31,4718437300
2006-11-01,4558670800
2006-11-02,4620447180
2006-11-03,4615121630
2006-11-06,4765302140
2006-11-07,4664116690
2006-11-08,4929329080
2006-11-09,4990040350
2006-11-10,5012407660
2006-11-13,5009212330
2006-11-14,5036905190
2006-11-15,5056077170
2006-11-16,5048621400
2006-11-17,4979389250
2006-11-20,4906961770
2006-11-21,4912287320
2006-11-22,4936784850
2006-11-24,4906961770
2006-11-27,4790864780
2006-11-28,4831338960
2006-11-29,4933589520
2006-11-30,4914417540
2006-12-01,4980454360
2006-12-04,5058207390
2006-12-05,5217973890
2006-12-06,5224364550
2006-12-07,5155132400
2006-12-08,5222234330
2006-12-11,5261643400
2006-12-12,5181760150
2006-12-13,5208387900
2006-12-14,5222234330
2006-12-15,5208387900
2006-12-18,5165783500
2006-12-19,5179629930
2006-12-20,5620585470
2006-12-21,5714315150
2006-12-22,5695143170
2006-12-26,5765440430
2006-12-27,5798458840
2006-12-28,5761179990
2006-12-29,5712184930
2007-01-03,5888993190
2007-01-04,5900709400
2007-01-05,5984853090
2007-01-08,5900709400
2007-01-09,5926272040
2007-01-10,5942248690
2007-01-11,6051955020
2007-01-12,6063671230
2007-01-16,6119056950
2007-01-17,6105210520
2007-01-18,6081778100
2007-01-19,6129708050
2007-01-22,6059410790
2007-01-23,6175507780
2007-01-24,6229828390
2007-01-25,6082843210
2007-01-26,6080712990
2007-01-29,6214916850
2007-01-30,6140359150
2007-01-31,6116926730
2007-02-01,6176572890
2007-02-02,6129708050
2007-02-05,6087103650
2007-02-06,6123317390
2007-02-07,5983787980
2007-02-08,5959290450
2007-02-09,5842128350
2007-02-12,5814435490
2007-02-13,5870886320
2007-02-14,6029587710
2007-02-15,6010415730
2007-02-16,5990178640
2007-02-20,5950769570
2007-02-21,5917751160
2007-02-22,5964616000
2007-02-23,6044499250
2007-02-26,5957160230
2007-02-27,5665320090
2007-02-28,5672970550
2007-03-01,5565324050
2007-03-02,5382325000
2007-03-05,5219778785
2007-03-06,5521188985
2007-03-07,5649288320
2007-03-08,5753705425
2007-03-09,5699882175
2007-03-12,5614841440
2007-03-13,5470595130
2007-03-14,5301590125
2007-03-15,5423230670
2007-03-16,5489971500
2007-03-19,5820446255
2007-03-20,5802146350
2007-03-21,5873193040
2007-03-22,5807528675
2007-03-23,5758011285
2007-03-26,5785999375
2007-03-27,5896875270
2007-03-28,5827981510
2007-03-29,5319890030
2007-03-30,5283290220
2007-04-02,5371560350
2007-04-03,5382325000
2007-04-04,5408160160
2007-04-05,5369407420
2007-04-09,5367254490
2007-04-10,5369407420
2007-04-11,5328501750
2007-04-12,5289749010
2007-04-13,5259607990
2007-04-16,5311278310
2007-04-17,5362948630
2007-04-18,5386630860
2007-04-19,5334960540
2007-04-20,5406007230
2007-04-23,5451218760
2007-04-24,5403854300
2007-04-25,5552406470
2007-04-26,5554559400
2007-04-27,5455524620
2007-04-30,5365101560
2007-05-01,5285443150
2007-05-02,5395242580
2007-05-03,5343572260
2007-05-04,5354336910
2007-05-07,5522265450
2007-05-08,5427536530
2007-05-09,5489971500
2007-05-10,5378019140
2007-05-11,5401701370
2007-05-14,5332807610
2007-05-15,5296207800
2007-05-16,5278984360
2007-05-17,5306972450
2007-05-18,5298360730
2007-05-21,5078761870
2007-05-22,5052926710
2007-05-23,5072303080
2007-05-24,4908680400
2007-05-25,4928056770
2007-05-29,4953891930
2007-05-30,5091679450
2007-05-31,5181384000
2007-06-01,5233197840
2007-06-04,5170589450
2007-06-05,5155477080
2007-06-06,5060485040
2007-06-07,4989241010
2007-06-08,5129570160
2007-06-11,5112298880
2007-06-12,4976287550
2007-06-13,5043213760
2007-06-14,5004353380
2007-06-15,5023783570
2007-06-18,4993558830
2007-06-19,5006512290
2007-06-20,5528968510
2007-06-21,5712475860
2007-06-22,5606689270
2007-06-25,5516015050
2007-06-26,5451247750
2007-06-27,5533286330
2007-06-28,5557034340
2007-06-29,5505220500
2007-07-02,5537604150
2007-07-03,5677933300
2007-07-05,5783719890
2007-07-06,5915413400
2007-07-09,5788037710
2007-07-10,5608848180
2007-07-11,5578623440
2007-07-12,5593735810
2007-07-13,5623960550
2007-07-16,5662820930
2007-07-17,5496584860
2007-07-18,5457724480
2007-07-19,5490108130
2007-07-20,5438294290
2007-07-23,5505220500
2007-07-24,5408069550
2007-07-25,5226721110
2007-07-26,5103663240
2007-07-27,5047531580
2007-07-30,5049690490
2007-07-31,5166271630
2007-08-01,5183542910
2007-08-02,5179225090
2007-08-03,5172748360
2007-08-06,5073438500
2007-08-07,5222403290
2007-08-08,5408069550
2007-08-09,5181384000
2007-08-10,4991399920
2007-08-13,4954698450
2007-08-14,4736648540
2007-08-15,4715059440
2007-08-16,4592001570
2007-08-17,4814369300
2007-08-20,4937427170
2007-08-21,5066961770
2007-08-22,5142523620
2007-08-23,5054008310
2007-08-24,5095027600
2007-08-27,4967651910
2007-08-28,4838117310
2007-08-29,4963334090
2007-08-30,4803574750
2007-08-31,4901380660
2007-09-04,5087399520
2007-09-05,4964107950
2007-09-06,5046302330
2007-09-07,4888402600
2007-09-10,4959781930
2007-09-11,5139311760
2007-09-12,5016020190
2007-09-13,5150126810
2007-09-14,5085236510
2007-09-17,5156615840
2007-09-18,5420503060
2007-09-19,4605048290
2007-09-20,4786741130
2007-09-21,4715361800
2007-09-24,4507712840
2007-09-25,4388747290
2007-09-26,4514201870
2007-09-27,4451474580
2007-09-28,4397399330
2007-10-01,4421192440
2007-10-02,4570440130
2007-10-03,4678590630
2007-10-04,4635330430
2007-10-05,4773763070
2007-10-08,4713198790
2007-10-09,4736991900
2007-10-10,4754295980
2007-10-11,4721850830
2007-10-12,4724013840
2007-10-15,4656960530
2007-10-16,4533668960
2007-10-17,4633167420
2007-10-18,4598559260
2007-10-19,4399562340
2007-10-22,4496897790
2007-10-23,4568277120
2007-10-24,4529342940
2007-10-25,4436333510
2007-10-26,4390910300
2007-10-29,4410377390
2007-10-30,4425518460
2007-10-31,4514201870
2007-11-01,4280596790
2007-11-02,4254640670
2007-11-05,4144327160
2007-11-06,4291411840
2007-11-07,4083762880
2007-11-08,4209217460
2007-11-09,4317367960
2007-11-12,4362791170
2007-11-13,4615863340
2007-11-14,4643982470
2007-11-15,4994390090
2007-11-16,4797556180
2007-11-19,4639656450
2007-11-20,4531505950
2007-11-21,4466615650
2007-11-23,4466615650
2007-11-26,4550973040
2007-11-27,4598559260
2007-11-28,4851631430
2007-11-29,4840816380
2007-11-30,4955974740
2007-12-03,4960308780
2007-12-04,4990647060
2007-12-05,4810784400
2007-12-06,4808617380
2007-12-07,4821619500
2007-12-10,5025319380
2007-12-11,4860625860
2007-12-12,4893131160
2007-12-13,4767444000
2007-12-14,4643923860
2007-12-17,4600583460
2007-12-18,4682930220
2007-12-19,4353543180
2007-12-20,4188849659
2007-12-21,4128173100
2007-12-24,4238691119
2007-12-26,4149843299
2007-12-27,4232190060
2007-12-28,4245192180
2007-12-31,4279864500
2008-01-02,4349209140
2008-01-03,4277697479
2008-01-04,4234357080
2008-01-07,4156344360
2008-01-08,4121672040
2008-01-09,4084832700
2008-01-10,4152010320
2008-01-11,3941809380
2008-01-14,3855128580
2008-01-15,3744610560
2008-01-16,3692602080
2008-01-17,3612422340
2008-01-18,3603754260
2008-01-22,3868130700
2008-01-23,4334040000
2008-01-24,4483564380
2008-01-25,4524737760
2008-01-28,4639589820
2008-01-29,4724103600
2008-01-30,4622253660
2008-01-31,4791281220
2008-02-01,4984146000
2008-02-04,4903966260
2008-02-05,4420720800
2008-02-06,4401217620
2008-02-07,4334040000
2008-02-08,4312369800
2008-02-11,4286365560
2008-02-12,4180181580
2008-02-13,4180181580
2008-02-14,4084832700
2008-02-15,4069663560
2008-02-19,4084832700
2008-02-20,4282031520
2008-02-21,4188849659
2008-02-22,4206185820
2008-02-25,4401217620
2008-02-26,4509568620
2008-02-27,4338374040
2008-02-28,4143342240
2008-02-29,3985845840
2008-03-03,4098734720
2008-03-04,4022751820
2008-03-05,4053144980
2008-03-06,4022751820
2008-03-07,3872956960
2008-03-10,3783948420
2008-03-11,4020580880
2008-03-12,4040119340
2008-03-13,4083538139
2008-03-14,4157350099
2008-03-17,3953281740
2008-03-18,4450427000
2008-03-19,4220307360
2008-03-20,4461281700
2008-03-24,4611076560
2008-03-25,4654495360
2008-03-26,4281093679
2008-03-27,4166033860
2008-03-28,4168204800
2008-03-31,4215965480
2008-04-01,4252871460
2008-04-02,4354905640
2008-04-03,4409179140
2008-04-04,4420033840
2008-04-07,4261555220
2008-04-08,4211623599
2008-04-09,4120444120
2008-04-10,4096563780
2008-04-11,4040119340
2008-04-14,4053144980
2008-04-15,4100905660
2008-04-16,4409179140
2008-04-17,4482991100
2008-04-18,4593709040
2008-04-21,4539435540
2008-04-22,4376615040
2008-04-23,4374444100
2008-04-24,4472136400
2008-04-25,4569828700
2008-04-28,4591538100
2008-04-29,4717452620
2008-04-30,4504700500
2008-05-01,4509042380
2008-05-02,4626273140
2008-05-05,4663179120
2008-05-06,4574170580
2008-05-07,4452597940
2008-05-08,4504700500
2008-05-09,4461281700
2008-05-12,4485162040
2008-05-13,4537264600
2008-05-14,4545948360
2008-05-15,4617589380
2008-05-16,4600221860
2008-05-19,4621931260
2008-05-20,4658837240
2008-05-21,4474307340
2008-05-22,4348392820
2008-05-23,4242016760
2008-05-27,4281093679
2008-05-28,4300632140
2008-05-29,4304974020
2008-05-30,4268068040
2008-06-02,4271488000
2008-06-03,4214912000
2008-06-04,4186623999
2008-06-05,4160512000
2008-06-06,4043007999
2008-06-09,4014720000
2008-06-10,3969023999
2008-06-11,3868928000
2008-06-12,3818880000
2008-06-13,3890688000
2008-06-16,3966848000
2008-06-17,3990784000
2008-06-18,3555584000
2008-06-19,3429376000
2008-06-20,3377152000
2008-06-23,3281408000
2008-06-24,3266176000
2008-06-25,3366272000
2008-06-26,3248768000
2008-06-27,3231360000
2008-06-30,3087744000
2008-07-01,3081216000
2008-07-02,2931072000
2008-07-03,2861440000
2008-07-07,2846208000
2008-07-08,2961536000
2008-07-09,2937600000
2008-07-10,2839680000
2008-07-11,2606848000
2008-07-14,2561152000
2008-07-15,2558976000
2008-07-16,2687360000
2008-07-17,3024640000
2008-07-18,2941952000
2008-07-21,2824448000
2008-07-22,2989824000
2008-07-23,3081216000
2008-07-24,2898432000
2008-07-25,2963712000
2008-07-28,2804864000
2008-07-29,2968064000
2008-07-30,2957184000
2008-07-31,2915840000
2008-08-01,3068160000
2008-08-04,3109504000
2008-08-05,3372800000
2008-08-06,3235712000
2008-08-07,3172608000
2008-08-08,3242240000
2008-08-11,3398912000
2008-08-12,3270528000
2008-08-13,3246592000
2008-08-14,3277056000
2008-08-15,3307520000
2008-08-18,3298816000
2008-08-19,3253120000
2008-08-20,3242240000
2008-08-21,3227008000
2008-08-22,3287936000
2008-08-25,3176960000
2008-08-26,3255296000
2008-08-27,3257472000
2008-08-28,3264000000
2008-08-29,3220480000
2008-09-02,3330993600
2008-09-03,3439849600
2008-09-04,3455089440
2008-09-05,3352764800
2008-09-08,3592248000
2008-09-09,3489923360
2008-09-10,3424609760
2008-09-11,3489923360
2008-09-12,3409369920
2008-09-15,3309222400
2008-09-16,3337524960
2008-09-17,3335347840
2008-09-18,3307045280
2008-09-19,3592248000
2008-09-22,3307045280
2008-09-23,3117635840
2008-09-24,3200366400
2008-09-25,3213429120
2008-09-26,3139407040
2008-09-29,3067562080
2008-09-30,3047968000
2008-10-01,2908632320
2008-10-02,2688743200
2008-10-03,2608189760
2008-10-06,2379592160
2008-10-07,2198891200
2008-10-08,2137931840
2008-10-09,2198891200
2008-10-10,2248964960
2008-10-13,2364352320
2008-10-14,2270736160
2008-10-15,2079149600
2008-10-16,2072618240
2008-10-17,2103097920
2008-10-20,2272913280
2008-10-21,2181474240
2008-10-22,2105275040
2008-10-23,2127046240
2008-10-24,2039961439
2008-10-27,2022544479
2008-10-28,2170588640
2008-10-29,2135754720
2008-10-30,2242433600
2008-10-31,2312101440
2008-11-03,2168411520
2008-11-04,2244610720
2008-11-05,2035607200
2008-11-06,1948522399
2008-11-07,1998596160
2008-11-10,1852729120
2008-11-11,1826603680
2008-11-12,1800478240
2008-11-13,1985533439
2008-11-14,1820072319
2008-11-17,1772175680
2008-11-18,1761290080
2008-11-19,1550109440
2008-11-20,1356345760
2008-11-21,1419482240
2008-11-24,1587120480
2008-11-25,1682913760
2008-11-26,1706862080
2008-11-28,1656788320
2008-12-01,1486972960
2008-12-02,1554463680
2008-12-03,1600183200
2008-12-04,1643725600
2008-12-05,1789592640
2008-12-08,1870146080
2008-12-09,1774352800
2008-12-10,1867968960
2008-12-11,1870146080
2008-12-12,1809186720
2008-12-15,1652434080
2008-12-16,1726456160
2008-12-17,1754758720
2008-12-18,1785238399
2008-12-19,1589297600
2008-12-22,1637194240
2008-12-23,1658965440
2008-12-24,1617600160
2008-12-26,1643725600
2008-12-29,1619777280
2008-12-30,1726456160
2008-12-31,1715570560
2009-01-02,1811363840
2009-01-05,1791769760
2009-01-06,1852729120
2009-01-07,1769998560
2009-01-08,1828780800
2009-01-09,1763467200
2009-01-12,1704684960
2009-01-13,1700330720
2009-01-14,1611068800
2009-01-15,1682913760
2009-01-16,1765644319
2009-01-20,1571880640
2009-01-21,1587120480
2009-01-22,1580589120
2009-01-23,1643725600
2009-01-26,1717747680
2009-01-27,1804832479
2009-01-28,1989887680
2009-01-29,1928928319
2009-01-30,1800478240
2009-02-02,1769998560
2009-02-03,1750404479
2009-02-04,1765644319
2009-02-05,1902802880
2009-02-06,2020367359
2009-02-09,2055201280
2009-02-10,1874500319
2009-02-11,1876677439
2009-02-12,1885385920
2009-02-13,1933282560
2009-02-17,1918042720
2009-02-18,1970293600
2009-02-19,1878854560
2009-02-20,1900625760
2009-02-23,1889740160
2009-02-24,2146640319
2009-02-25,2129223359
2009-02-26,2081326720
2009-02-27,2053024160
2009-03-02,1889740160
2009-03-03,1922396960
2009-03-04,2061732640
2009-03-05,1946345280
2009-03-06,1889740160
2009-03-09,1952876640
2009-03-10,2320809920
2009-03-11,2351289600
2009-03-12,2370883680
2009-03-13,2468854080
2009-03-16,2427488800
2009-03-17,2571178720
2009-03-18,2651732160
2009-03-19,2501510880
2009-03-20,2388300640
2009-03-23,2656086400
2009-03-24,2723577120
2009-03-25,2745348320
2009-03-26,2936934880
2009-03-27,2886861120
2009-03-30,2717045760
2009-03-31,2708337280
2009-04-01,2712691520
2009-04-02,2880329760
2009-04-03,2636492320
2009-04-06,2560293120
2009-04-07,2481916800
2009-04-08,2497156640
2009-04-09,2666188920
2009-04-13,2552826840
2009-04-14,2491785720
2009-04-15,2417664360
2009-04-16,2611687920
2009-04-17,2790451200
2009-04-20,2631308280
2009-04-21,2644388520
2009-04-22,2775190920
2009-04-23,2770830840
2009-04-24,2820971760
2009-04-27,2762110680
2009-04-28,2727230040
2009-04-29,2731590120
2009-04-30,2781731040
2009-05-01,2681449200
2009-05-04,2812251600
2009-05-05,2947414080
2009-05-06,2849312280
2009-05-07,2690169360
2009-05-08,2742490320
2009-05-11,2687989320
2009-05-12,2548466760
2009-05-13,2323922640
2009-05-14,2269421640
2009-05-15,2295582120
2009-05-18,2330462760
2009-05-19,2299942200
2009-05-20,2247621240
2009-05-21,2162599680
2009-05-22,2160419640
2009-05-26,2315202480
2009-05-27,2197480320
2009-05-28,2419844400
2009-05-29,2443824840
2009-06-01,2727775090
2009-06-02,2813086420
2009-06-03,2771524490
2009-06-04,2723400150
2009-06-05,2725587620
2009-06-08,2996833900
2009-06-09,2977146670
