,KMX
2014-01-28,10017107500
2014-01-29,9968080500
2014-01-30,10039392500
2014-01-31,10052763500
2014-02-03,10197616000
2014-02-04,10184245000
2014-02-05,10295670000
2014-02-06,10507377500
2014-02-07,10594289000
2014-02-10,10522977000
2014-02-11,10589832000
2014-02-12,10478407000
2014-02-13,10554176000
2014-02-14,10538576500
2014-02-18,10525205500
2014-02-19,10556404500
2014-02-20,10547490500
2014-02-21,10485092500
2014-02-24,10672286500
2014-02-25,10736913000
2014-02-26,10761426500
2014-02-27,10848338000
2014-02-28,10667579240
2014-03-03,10601498840
2014-03-04,10887847240
2014-03-05,10815158800
2014-03-06,10782118600
2014-03-07,10705024800
2014-03-10,10757889120
2014-03-11,10689606040
2014-03-12,10493567520
2014-03-13,10383433520
2014-03-14,10398852280
2014-03-17,10475946080
2014-03-18,10553039880
2014-03-19,10429689800
2014-03-20,10438500520
2014-03-21,10665376560
2014-03-24,10467135360
2014-03-25,10251272720
2014-03-26,9982545760
2014-03-27,10011180600
2014-03-28,10059639560
2014-03-31,10308542400
2014-04-01,10462730000
2014-04-02,10546431840
2014-04-03,10475946080
2014-04-04,10035410080
2014-04-07,9621306240
2014-04-08,9793115280
2014-04-09,9920870720
2014-04-10,9638927680
2014-04-11,9445091840
2014-04-14,9542009760
2014-04-15,9553023160
2014-04-16,9649941080
2014-04-17,9788709920
2014-04-21,9630116960
2014-04-22,9583860680
2014-04-23,9526591000
2014-04-24,9590468720
2014-04-25,9467118640
2014-04-28,9508969560
2014-04-29,9621306240
2014-04-30,9643333040
2014-05-01,9797520640
2014-05-02,9881222480
2014-05-05,9757872400
2014-05-06,9610292840
2014-05-07,9716021480
2014-05-08,9823952800
2014-05-09,9907654640
2014-05-12,10046423480
2014-05-13,10019991320
2014-05-14,9868006400
2014-05-15,9733642920
2014-05-16,9806331360
2014-05-19,9815142080
2014-05-20,9665359840
2014-05-21,9766683120
2014-05-22,9808534040
2014-05-23,9845979600
2014-05-27,9929681440
2014-05-28,9885627840
2014-05-29,9907654640
2014-05-30,9760075080
2014-06-02,9665374000
2014-06-03,9929371800
2014-06-04,10038461800
2014-06-05,10060279800
2014-06-06,10130097400
2014-06-09,10095188600
2014-06-10,10060279800
2014-06-11,9975189600
2014-06-12,9571556600
2014-06-13,9641374200
2014-06-16,9665374000
2014-06-17,9663192200
2014-06-18,9807191000
2014-06-19,9879190400
2014-06-20,11508995000
2014-06-23,11325723800
2014-06-24,10924272600
2014-06-25,10911181800
2014-06-26,11251542600
2014-06-27,11319178400
2014-06-30,11347541800
2014-07-01,11380268800
2014-07-02,11476268000
2014-07-03,11552631000
2014-07-07,11465359000
2014-07-08,11382450600
2014-07-09,11659539200
2014-07-10,11439177400
2014-07-11,11386814200
2014-07-14,11445722800
2014-07-15,11443541000
2014-07-16,11474086200
2014-07-17,11148998000
2014-07-18,11378087000
2014-07-21,11271178800
2014-07-22,11196997600
2014-07-23,11092271200
2014-07-24,11109725600
2014-07-25,11000635600
2014-07-28,10895909200
2014-07-29,10784637400
2014-07-30,10922090800
2014-07-31,10649365800
2014-08-01,10900272800
2014-08-04,11057362400
2014-08-05,10839182400
2014-08-06,10915545400
2014-08-07,10775910200
2014-08-08,11033362600
2014-08-11,11039908000
2014-08-12,10909000000
2014-08-13,10867545800
2014-08-14,11061726000
2014-08-15,10996272000
2014-08-18,11109725600
2014-08-19,11118452800
2014-08-20,11181725000
2014-08-21,11144634400
2014-08-22,11183906800
2014-08-25,11251542600
2014-08-26,11314814800
2014-08-27,11345360000
2014-08-28,11336632800
2014-08-29,11432632000
2014-09-02,11114148640
2014-09-03,11311238400
2014-09-04,11426921520
2014-09-05,11506185880
2014-09-08,11319807520
2014-09-09,11191270720
2014-09-10,11161278800
2014-09-11,11255539120
2014-09-12,11253396840
2014-09-15,11150567400
2014-09-16,11167705640
2014-09-17,11429063800
2014-09-18,11465482560
2014-09-19,11476193960
2014-09-22,11313380680
2014-09-23,10240098400
2014-09-24,10385773440
2014-09-25,10180114560
2014-09-26,10175830000
2014-09-29,10092281080
2014-09-30,9950890600
2014-10-01,9706670680
2014-10-02,9865199400
2014-10-03,10032297240
2014-10-06,10047293200
2014-10-07,9948748320
2014-10-08,10158691760
2014-10-09,9918756400
2014-10-10,9768796800
2014-10-13,9404609200
2014-10-14,9550284240
2014-10-15,9653113680
2014-10-16,9828780640
2014-10-17,10006589880
2014-10-20,10085854240
2014-10-21,10454326400
2014-10-22,10353639240
2014-10-23,11296242440
2014-10-24,11478336240
2014-10-27,11733267560
2014-10-28,11941068720
2014-10-29,11773970880
2014-10-30,11945353280
2014-10-31,11977487480
2014-11-03,12065320960
2014-11-04,11874658040
2014-11-05,12118877960
2014-11-06,12052467280
2014-11-07,11919645920
2014-11-10,12013906240
2014-11-11,11941068720
2014-11-12,11975345200
2014-11-13,11964633800
2014-11-14,11921788200
2014-11-17,11709702480
2014-11-18,11810389640
2014-11-19,11788966840
2014-11-20,11793251400
2014-11-21,12016048520
2014-11-24,12063178680
2014-11-25,12148869880
2014-11-26,12050325000
2014-11-28,12206711440
2014-12-01,11770031700
2014-12-02,11971300500
2014-12-03,12313038150
2014-12-04,12436734600
2014-12-05,12384320850
2014-12-08,12260624400
2014-12-09,12463989750
2014-12-10,12348679500
2014-12-11,12476569050
2014-12-12,12222886500
2014-12-15,12336100200
2014-12-16,12208210650
2014-12-17,12602362050
2014-12-18,12690417150
2014-12-19,14113974599
2014-12-22,14225091749
2014-12-23,14206222800
2014-12-24,14174774550
2014-12-26,14174774550
2014-12-29,14229284850
2014-12-30,14097202199
2014-12-31,13958829900
2015-01-02,13935767850
2015-01-05,13539519900
2015-01-06,13369699350
2015-01-07,13581450900
2015-01-08,13856098950
2015-01-09,13635961200
2015-01-12,13491299249
2015-01-13,13474526850
2015-01-14,13296320100
2015-01-15,13046830650
2015-01-16,13315189050
2015-01-20,13168430550
2015-01-21,13210361550
2015-01-22,13468237199
2015-01-23,13600319850
2015-01-26,13579354350
2015-01-27,13355023500
2015-01-28,13109727150
2015-01-29,13273258050
2015-01-30,13019575500
2015-02-02,13109727150
2015-02-03,13365506250
2015-02-04,13514361299
2015-02-05,13529037150
2015-02-06,13505975100
2015-02-09,13533230250
2015-02-10,13768043850
2015-02-11,13830940350
2015-02-12,13958829900
2015-02-13,14189450400
2015-02-17,14147519400
2015-02-18,14153809050
2015-02-19,14319436500
2015-02-20,14283795150
2015-02-23,14174774550
2015-02-24,14105588400
2015-02-25,14277505499
2015-02-26,14199933150
2015-02-27,14069947050
2015-03-02,14143463460
2015-03-03,14064158220
2015-03-04,13500673620
2015-03-05,13486064760
2015-03-06,13147974000
2015-03-09,13189713600
2015-03-10,12970580700
2015-03-11,12939276000
2015-03-12,13033190100
2015-03-13,13214757360
2015-03-16,13394237640
2015-03-17,13506934560
2015-03-18,13665545040
2015-03-19,13698936720
2015-03-20,13888851900
2015-03-23,13867982100
2015-03-24,14045375400
2015-03-25,13847112299
2015-03-26,13732328400
2015-03-27,13918069620
2015-03-30,14446075560
2015-03-31,14402248980
2015-04-01,14272856220
2015-04-02,15596001540
2015-04-06,15433217100
2015-04-07,15322607160
2015-04-08,15458260859
2015-04-09,15466608780
2015-04-10,15274606620
2015-04-13,15237040980
2015-04-14,15122257079
2015-04-15,15109735200
2015-04-16,14959472640
2015-04-17,14736165780
2015-04-20,14811297060
2015-04-21,14792514240
2015-04-22,14784166320
2015-04-23,14759122560
2015-04-24,14602599060
2015-04-27,14360509380
2015-04-28,14481554220
2015-04-29,14350074480
2015-04-30,14214420780
2015-05-01,14569207380
2015-05-04,14886428340
2015-05-05,14671469400
2015-05-06,14602599060
2015-05-07,14784166320
2015-05-08,14928167940
2015-05-11,14890602299
2015-05-12,14873906460
2015-05-13,14840514780
2015-05-14,14967820560
2015-05-15,15080517480
2015-05-18,15234954000
2015-05-19,15080517480
2015-05-20,15088865400
2015-05-21,15132691980
2015-05-22,15111822180
2015-05-26,14965733579
2015-05-27,15201562320
2015-05-28,15105561240
2015-05-29,14825905920
2015-06-01,14859753300
2015-06-02,14942652899
2015-06-03,15089799690
2015-06-04,15147829410
2015-06-05,15274251300
2015-06-08,14955087840
2015-06-09,15044204910
2015-06-10,15160264350
2015-06-11,15083582220
2015-06-12,15100162140
2015-06-15,14828665950
2015-06-16,14963377800
2015-06-17,14979957720
2015-06-18,14913638039
2015-06-19,14356138230
2015-06-22,14099149470
2015-06-23,14244223770
2015-06-24,14117801880
2015-06-25,14107439429
2015-06-26,14177904090
2015-06-29,13750971149
2015-06-30,13721956289
2015-07-01,13893972960
2015-07-02,13817290830
2015-07-06,13744753679
2015-07-07,13802783399
2015-07-08,13589316929
2015-07-09,13730246250
2015-07-10,13869103080
2015-07-13,14148889230
2015-07-14,14097076980
2015-07-15,13999669950
2015-07-16,14273238630
2015-07-17,14082569550
2015-07-20,14128164330
2015-07-21,13860813120
2015-07-22,13744753679
2015-07-23,13510562310
2015-07-24,13093991820
2015-07-27,12841148040
2015-07-28,12988294830
2015-07-29,13317820740
2015-07-30,13261863510
2015-07-31,13369632990
2015-08-03,13290878370
2015-08-04,13421445240
2015-08-05,13423517730
2015-08-06,12870162900
2015-08-07,12880525350
2015-08-10,13141659090
2015-08-11,13006947240
2015-08-12,12955134990
2015-08-13,12977932380
2015-08-14,13083629370
2015-08-17,13166528970
2015-08-18,13160311500
2015-08-19,12959279970
2015-08-20,12708508680
2015-08-21,12347895420
2015-08-24,11958267300
2015-08-25,11850497820
2015-08-26,12124066500
2015-08-27,12434940000
2015-08-28,12646333980
2015-08-31,12278751000
2015-09-01,11787600960
2015-09-02,12045253440
2015-09-03,12194208780
2015-09-04,12081485820
2015-09-08,12099602010
2015-09-09,11992917780
2015-09-10,12041227620
2015-09-11,12119731110
2015-09-14,11874156090
2015-09-15,12242518620
2015-09-16,12492119460
2015-09-17,12471990360
2015-09-18,12131808570
2015-09-21,12612894060
2015-09-22,12021098520
2015-09-23,11940582120
2015-09-24,11890259370
2015-09-25,12023111430
2015-09-28,11654748900
2015-09-29,11666826360
2015-09-30,11940582120
2015-10-01,11805717150
2015-10-02,12033175980
2015-10-05,12174079680
2015-10-06,11920453020
2015-10-07,11972788680
2015-10-08,12069408360
2015-10-09,11829872070
2015-10-12,11542025940
2015-10-13,11455470810
2015-10-14,11427290070
2015-10-15,11469561180
2015-10-16,11308528380
2015-10-19,11443393350
2015-10-20,11463522450
2015-10-21,11533974300
2015-10-22,11723187840
2015-10-23,11684942550
2015-10-26,11833897890
2015-10-27,11717149110
2015-10-28,11648710170
2015-10-29,11757407310
2015-10-30,11878181910
2015-11-02,11829872070
2015-11-03,11666826360
2015-11-04,11503780650
2015-11-05,11485664460
2015-11-06,11533974300
2015-11-09,11362876950
2015-11-10,11372941500
2015-11-11,11276321820
2015-11-12,11161585950
2015-11-13,10865688180
2015-11-16,11075030820
2015-11-17,11195805420
2015-11-18,11409173880
2015-11-19,11342747850
2015-11-20,11556116310
2015-11-23,11399109330
2015-11-24,11535987210
2015-11-25,11652735990
2015-11-27,11556116310
2015-11-30,11217277200
2015-12-01,11209446640
2015-12-02,11350396720
2015-12-03,11397380080
2015-12-04,11593144080
2015-12-07,11489389160
2015-12-08,11599017000
2015-12-09,11522669040
2015-12-10,11481558600
2015-12-11,11252514720
2015-12-14,11326905040
2015-12-15,11485473880
2015-12-16,11483516240
2015-12-17,11187912600
2015-12-18,10471416360
2015-12-21,10283482920
2015-12-22,10105337680
2015-12-23,10496865680
2015-12-24,10420517720
2015-12-28,10410729520
2015-12-29,10686756760
2015-12-30,10680883840
2015-12-31,10565383080
2016-01-04,10252160680
2016-01-05,10203219680
2016-01-06,9457358840
2016-01-07,9222442040
2016-01-08,9161755200
2016-01-11,9198950360
2016-01-12,9330112240
2016-01-13,9052127360
2016-01-14,9212653840
2016-01-15,8813295280
2016-01-19,8415894360
2016-01-20,8787845960
2016-01-21,8962075920
2016-01-22,8975779400
2016-01-25,8805464720
2016-01-26,9003186360
2016-01-27,8738904960
2016-01-28,8398275600
2016-01-29,8648853520
2016-02-01,8599912520
2016-02-02,8294520679
2016-02-03,8321927640
2016-02-04,8594039600
2016-02-05,8642980600
2016-02-08,8349334600
2016-02-09,8390445040
2016-02-10,8443301320
2016-02-11,8251452600
2016-02-12,8541183320
2016-02-16,9012974560
2016-02-17,9386883800
2016-02-18,9130432960
2016-02-19,8879855040
2016-02-22,8975779400
2016-02-23,8901389080
2016-02-24,8846575160
2016-02-25,9056042640
2016-02-26,9240060800
2016-02-29,8952744060
2016-03-01,9285617380
2016-03-02,9235299320
2016-03-03,9732673990
2016-03-04,9937816850
2016-03-07,10187471840
2016-03-08,9812021700
2016-03-09,9868145690
2016-03-10,9866210380
2016-03-11,10042323590
2016-03-14,9837180730
2016-03-15,9529466440
2016-03-16,9693967790
2016-03-17,9543013610
2016-03-18,9722997440
2016-03-21,9786862670
2016-03-22,9715256200
2016-03-23,9374641640
2016-03-24,9450118730
2016-03-28,9463665900
2016-03-29,9759768330
2016-03-30,9833310110
2016-03-31,9889434100
2016-04-01,10015229250
2016-04-04,9899110650
2016-04-05,9912657820
2016-04-06,10313266990
2016-04-07,9575913880
2016-04-08,9866210380
2016-04-11,9846857280
2016-04-12,9984264290
2016-04-13,10439062140
2016-04-14,10377132220
2016-04-15,10386808770
2016-04-18,10340361330
2016-04-19,10514539230
2016-04-20,10477768340
2016-04-21,10146830330
2016-04-22,10299719820
2016-04-25,10255207690
2016-04-26,10735164570
2016-04-27,10669364030
2016-04-28,10437126830
2016-04-29,10247466450
2016-05-02,10102318200
2016-05-03,10048129520
2016-05-04,9926204990
2016-05-05,9792668600
2016-05-06,9755897710
2016-05-09,9914593130
2016-05-10,10160377500
2016-05-11,9864275070
2016-05-12,9870081000
2016-05-13,9806215770
2016-05-16,9800409840
2016-05-17,9833310110
2016-05-18,9829439490
2016-05-19,9932010920
2016-05-20,10204889630
2016-05-23,10088771030
2016-05-24,10235854590
2016-05-25,10458415240
2016-05-26,10332620090
2016-05-27,10371326290
2016-05-31,10277982740
2016-06-01,9977266510
2016-06-02,9977266510
2016-06-03,9871920060
2016-06-06,9944704880
2016-06-07,10143905440
2016-06-08,10059628280
2016-06-09,9923635590
2016-06-10,9433295750
2016-06-13,9412226460
2016-06-14,9366257100
2016-06-15,9454365040
2016-06-16,9423718800
2016-06-17,9599934680
2016-06-20,9697619570
2016-06-21,9220687460
2016-06-22,8906563500
2016-06-23,8998502220
2016-06-24,8872086480
2016-06-27,8753332300
2016-06-28,8946786690
2016-06-29,9197702780
2016-06-30,9391157170
2016-07-01,9511826740
2016-07-05,9147902640
2016-07-06,9663142550
2016-07-07,9661227160
2016-07-08,10088359130
2016-07-11,10212859480
2016-07-12,10492506420
2016-07-13,10458029400
2016-07-14,10611260600
2016-07-15,10578698970
2016-07-18,10624668330
2016-07-19,10481014080
2016-07-20,10733845560
2016-07-21,11024984840
2016-07-22,11099685050
2016-07-25,11070954200
2016-07-26,11229931570
2016-07-27,11193539160
2016-07-28,11176300650
2016-07-29,11159062140
2016-08-01,11136077460
2016-08-02,10643822230
2016-08-03,10764491800
2016-08-04,11017323280
2016-08-05,11272070150
2016-08-08,11239508520
2016-08-09,11251000860
2016-08-10,11178216040
2016-08-11,11333362630
2016-08-12,11408062840
2016-08-15,11590024890
2016-08-16,11522986240
2016-08-17,11266323980
2016-08-18,11329531850
2016-08-19,11358262700
2016-08-22,11287393270
2016-08-23,11318039510
2016-08-24,11151400580
2016-08-25,11182046820
2016-08-26,11243339300
2016-08-29,11392739720
2016-08-30,11396570500
2016-08-31,11153340000
2016-09-01,11164692000
2016-09-02,11363352000
2016-09-06,11261184000
2016-09-07,11465520000
2016-09-08,11384164000
2016-09-09,10449516000
2016-09-12,10746560000
2016-09-13,10676556000
2016-09-14,10733316000
2016-09-15,10765480000
2016-09-16,10689800000
2016-09-19,10704936000
2016-09-20,10549792000
2016-09-21,10334104000
2016-09-22,10283020000
2016-09-23,10167608000
2016-09-26,10139228000
2016-09-27,10160040000
2016-09-28,10050304000
2016-09-29,9870564000
2016-09-30,10093820000
2016-10-03,9936784000
2016-10-04,9772180000
2016-10-05,10046520000
2016-10-06,9985976000
2016-10-07,9900836000
2016-10-10,9959488000
2016-10-11,9675688000
2016-10-12,9762720000
2016-10-13,9745692000
2016-10-14,9696500000
2016-10-17,9670012000
2016-10-18,9656768000
2016-10-19,9792992000
2016-10-20,9617036000
2016-10-21,9469460000
2016-10-24,9743800000
2016-10-25,9635956000
2016-10-26,9751368000
2016-10-27,9571628000
2016-10-28,9416484000
2016-10-31,9448648000
2016-11-01,9204580000
2016-11-02,9219716000
2016-11-03,9388104000
2016-11-04,9556492000
2016-11-07,9745692000
2016-11-08,9210256000
2016-11-09,9577304000
2016-11-10,9976516000
2016-11-11,10364376000
2016-11-14,10763588000
2016-11-15,10640608000
2016-11-16,10595200000
2016-11-17,10538440000
2016-11-18,10449516000
2016-11-21,10703044000
2016-11-22,10935760000
2016-11-23,11049280000
2016-11-25,11045496000
2016-11-28,10854404000
2016-11-29,10880892000
2016-11-30,10807885800
2016-12-01,11052882000
2016-12-02,10845289800
2016-12-05,10862121600
2016-12-06,11314710000
2016-12-07,11744856000
2016-12-08,11999203200
2016-12-09,11744856000
2016-12-12,11744856000
2016-12-13,11582148600
2016-12-14,11486768400
2016-12-15,11748596400
2016-12-16,11623293000
2016-12-19,11662567200
2016-12-20,12373243200
2016-12-21,12343320000
2016-12-22,11980501200
2016-12-23,11976760800
2016-12-27,12027256200
2016-12-28,11930005800
2016-12-29,11950578000
2016-12-30,12042217800
2017-01-03,12122636399
2017-01-04,12485455200
2017-01-05,12414387600
2017-01-06,12231108000
2017-01-09,12191833800
2017-01-10,12283473600
2017-01-11,12509767800
2017-01-12,12494806200
2017-01-13,12562133400
2017-01-17,12431219400
2017-01-18,12283473600
2017-01-19,12431219400
2017-01-20,12464883000
2017-01-23,12554652600
2017-01-24,12756634199
2017-01-25,12754764000
2017-01-26,12655643400
2017-01-27,12616369199
2017-01-30,12509767800
2017-01-31,12476104199
2017-02-01,12191833800
2017-02-02,12156300000
2017-02-03,12285343800
2017-02-06,12176872200
2017-02-07,12311526600
2017-02-08,12485455200
2017-02-09,12612628800
2017-02-10,12631330800
2017-02-13,12623850000
2017-02-14,12758504400
2017-02-15,12829571999
2017-02-16,12769725600
2017-02-17,12534080400
2017-02-21,12764115000
2017-02-22,12633201000
2017-02-23,12356411399
2017-02-24,12311526600
2017-02-27,12356411399
2017-02-28,11952808000
2017-03-01,12071336000
2017-03-02,12043556000
2017-03-03,12013924000
2017-03-06,11834280000
2017-03-07,11817612000
2017-03-08,11965772000
2017-03-09,11810204000
2017-03-10,11889840000
2017-03-13,11739828000
2017-03-14,11663896000
2017-03-15,11762052000
2017-03-16,11767608000
2017-03-17,11424988000
2017-03-20,11328684000
2017-03-21,11013844000
2017-03-22,11124964000
2017-03-23,11119408000
2017-03-24,11037920000
2017-03-27,10902724000
2017-03-28,11067552000
2017-03-29,11121260000
2017-03-30,11123112000
2017-03-31,10967544000
2017-04-03,10495284000
2017-04-04,10337864000
2017-04-05,10493432000
2017-04-06,10741600000
2017-04-07,10463800000
2017-04-10,10576772000
2017-04-11,10600848000
2017-04-12,10415648000
2017-04-13,10254524000
2017-04-17,10395276000
2017-04-18,10298972000
2017-04-19,10587884000
2017-04-20,10889760000
2017-04-21,10799012000
2017-04-24,11054588000
2017-04-25,10878648000
2017-04-26,11104592000
2017-04-27,11126816000
2017-04-28,10834200000
2017-05-01,10769380000
2017-05-02,10719376000
2017-05-03,10837904000
2017-05-04,10873092000
2017-05-05,11058292000
2017-05-08,11163856000
2017-05-09,11163856000
2017-05-10,11099036000
2017-05-11,10978656000
2017-05-12,10999028000
2017-05-15,11323128000
2017-05-16,11419432000
2017-05-17,11115704000
2017-05-18,11799092000
2017-05-19,11991700000
2017-05-22,12043556000
2017-05-23,11943548000
2017-05-24,11947252000
2017-05-25,11980588000
2017-05-26,11986144000
2017-05-30,11767608000
2017-05-31,11489596440
2017-06-01,11690751240
2017-06-02,11630404800
2017-06-05,11445708120
2017-06-06,11271983520
2017-06-07,11423763960
2017-06-08,11111059680
2017-06-09,10900761480
2017-06-12,11118374400
2017-06-13,11270154840
2017-06-14,11306728440
2017-06-15,11255525400
2017-06-16,11098258920
2017-06-19,11273812200
2017-06-20,10836757680
2017-06-21,10924534320
2017-06-22,11429250000
2017-06-23,11284784280
2017-06-26,11590173840
2017-06-27,11538970800
2017-06-28,11354274120
2017-06-29,11385361680
2017-06-30,11531656080
2017-07-03,11656006320
2017-07-05,11588345160
2017-07-06,11613946680
2017-07-07,11694408600
2017-07-10,11740125600
2017-07-11,11643205560
2017-07-12,11740125600
2017-07-13,11891906040
2017-07-14,11780356560
2017-07-17,11891906040
2017-07-18,11838874320
2017-07-19,11855332440
2017-07-20,11773041840
2017-07-21,12085746120
2017-07-24,12014427600
2017-07-25,12102204240
2017-07-26,12202781640
2017-07-27,12157064640
2017-07-28,12213753720
2017-07-31,12115005000
2017-08-01,12188152200
2017-08-02,12018084960
2017-08-03,11985168720
2017-08-04,12018084960
2017-08-07,12038200440
2017-08-08,11862647160
2017-08-09,11928479640
2017-08-10,11690751240
2017-08-11,11780356560
2017-08-14,11871790560
2017-08-15,11787671279
2017-08-16,11853503759
2017-08-17,11698065960
2017-08-18,11698065960
2017-08-21,11729153520
2017-08-22,11676121800
2017-08-23,11712695400
2017-08-24,11654177640
2017-08-25,11774870520
2017-08-28,11608460640
2017-08-29,11623090080
2017-08-30,12067459320
2017-08-31,12213779200
2017-09-01,12390210560
2017-09-05,12553909760
2017-09-06,12564823040
2017-09-07,12430225920
2017-09-08,12453871360
2017-09-11,12459328000
2017-09-12,12432044799
2017-09-13,12566641920
2017-09-14,12633940479
2017-09-15,12382935040
2017-09-18,12430225920
2017-09-19,12452052479
2017-09-20,12490248960
2017-09-21,12521169920
2017-09-22,13494270720
2017-09-25,13512459520
2017-09-26,13385137920
2017-09-27,13705260799
2017-09-28,13810755840
2017-09-29,13788929280
2017-10-02,13930801920
2017-10-03,13883511040
2017-10-04,13905337600
2017-10-05,13890786560
2017-10-06,13970817280
2017-10-09,13856227840
2017-10-10,13865322240
2017-10-11,13834401280
2017-10-12,13768921600
2017-10-13,13721630720
2017-10-16,13725268479
2017-10-17,13708898560
2017-10-18,13688890880
2017-10-19,13612497920
2017-10-20,13667064320
2017-10-23,13530648320
2017-10-24,13601584640
2017-10-25,13490632960
2017-10-26,13616135680
2017-10-27,13525191680
2017-10-30,13632505600
2017-10-31,13659788799
2017-11-01,13543380479
2017-11-02,13819850240
2017-11-03,13676158720
2017-11-06,13625230080
2017-11-07,13354216960
2017-11-08,13357854720
2017-11-09,13128675840
2017-11-10,13219619840
2017-11-13,13159596799
2017-11-14,12903134720
2017-11-15,12863119360
2017-11-16,12832198400
2017-11-17,12632121600
2017-11-20,12663042560
2017-11-21,12504800000
2017-11-22,12366565120
2017-11-24,12377478400
2017-11-27,12344738560
2017-11-28,12270164479
2017-11-29,12459328000
2017-11-30,12447213300
2017-12-01,12351479400
2017-12-04,12772347299
2017-12-05,12232263600
2017-12-06,12020926500
2017-12-07,12096791100
2017-12-08,12188912400
2017-12-11,12277421100
2017-12-12,12076921800
2017-12-13,12187106100
2017-12-14,12118466700
2017-12-15,12234069900
2017-12-18,12376767600
2017-12-19,12255745499
2017-12-20,12367736100
2017-12-21,11921580000
2017-12-22,11782494900
2017-12-26,11840296500
2017-12-27,11724693300
2017-12-28,11706630300
2017-12-29,11583801900
2018-01-02,11697598800
2018-01-03,12091372200
2018-01-04,12327997500
2018-01-05,12831955200
2018-01-08,12653131500
2018-01-09,12607974000
2018-01-10,12698289000
2018-01-11,12989103300
2018-01-12,13064967900
2018-01-16,12884337900
2018-01-17,12615199200
2018-01-18,12741640200
2018-01-19,12748865400
2018-01-22,12913238700
2018-01-23,12741640200
2018-01-24,12815698500
2018-01-25,12922270200
2018-01-26,13081224600
2018-01-29,13070386800
2018-01-30,12972846599
2018-01-31,12891563100
2018-02-01,12790410300
2018-02-02,12418312500
2018-02-05,11708436599
2018-02-06,11798751599
2018-02-07,11813202000
2018-02-08,11621734200
2018-02-09,11648828700
2018-02-12,11860165800
2018-02-13,11450135700
2018-02-14,11520581400
2018-02-15,11619927900
2018-02-16,11637990900
2018-02-20,11435685300
2018-02-21,11014817400
2018-02-22,11025655200
2018-02-23,11336338800
2018-02-26,11359820700
2018-02-27,11206285200
2018-02-28,11030366880
2018-03-01,10699028340
2018-03-02,10682995830
2018-03-05,10770283940
2018-03-06,10953767110
2018-03-07,10816600080
2018-03-08,10823725640
2018-03-09,11121217770
2018-03-12,11133687500
2018-03-13,11155064180
2018-03-14,11187129200
2018-03-15,11074901630
2018-03-16,11199598930
2018-03-19,11131906110
2018-03-20,11032148270
2018-03-21,10957329890
2018-03-22,10688340000
2018-03-23,10574331040
2018-03-26,10793442010
2018-03-27,10643805250
2018-03-28,10802348960
2018-03-29,11033929660
2018-04-02,10674088880
2018-04-03,10681214440
2018-04-04,11174659470
2018-04-05,11087371360
2018-04-06,10741781700
2018-04-09,10469229030
2018-04-10,10834413980
2018-04-11,10777409500
2018-04-12,10866479000
2018-04-13,10994739080
2018-04-16,11044618000
2018-04-17,11217412830
2018-04-18,11270854530
2018-04-19,11146157230
2018-04-20,10894981240
2018-04-23,10930609040
2018-04-24,10923483480
2018-04-25,11060650510
2018-04-26,11060650510
2018-04-27,11197817540
2018-04-30,11133687500
2018-05-01,11318952060
2018-05-02,11315389280
2018-05-03,11279761480
2018-05-04,11571909439
2018-05-07,11431179630
2018-05-08,11249477850
2018-05-09,11420491290
2018-05-10,11272635920
2018-05-11,11365268200
2018-05-14,11539844420
2018-05-15,11579035000
2018-05-16,11739360100
2018-05-17,11885434080
2018-05-18,11734015930
2018-05-21,11840899330
2018-05-22,11607537240
2018-05-23,11760736780
2018-05-24,11901466590
2018-05-25,11985191920
2018-05-29,12161549530
2018-05-30,12336125750
2018-05-31,12149493280
2018-06-01,12320488760
2018-06-04,12595491800
2018-06-05,12625460080
2018-06-06,12801744080
2018-06-07,12882834720
2018-06-08,13007996360
2018-06-11,13013284879
2018-06-12,13018573399
2018-06-13,12884597560
2018-06-14,12907514480
2018-06-15,12761198760
2018-06-18,12762961600
2018-06-19,12824661000
2018-06-20,12828186680
2018-06-21,12524978200
2018-06-22,14136213960
2018-06-25,13524508480
2018-06-26,13290050760
2018-06-27,13099664040
2018-06-28,12948059800
2018-06-29,12845815080
2018-07-02,12999182160
2018-07-03,13080272800
2018-07-05,13416975240
2018-07-06,13469860440
2018-07-09,13503354399
2018-07-10,13492777360
2018-07-11,13348224480
2018-07-12,13498065879
2018-07-13,13559765280
2018-07-16,13617939000
2018-07-17,13691978280
2018-07-18,13639093080
2018-07-19,13697266800
2018-07-20,13598547760
2018-07-23,13699029639
2018-07-24,13327070399
2018-07-25,13256556800
2018-07-26,13286525080
2018-07-27,13189568879
2018-07-30,13237165560
2018-07-31,13164889120
2018-08-01,12909277320
2018-08-02,12921617200
2018-08-03,13166651960
2018-08-06,13300627800
2018-08-07,13323544720
2018-08-08,13208960120
2018-08-09,13074984280
2018-08-10,12882834720
2018-08-13,12761198760
2018-08-14,12840526560
2018-08-15,12826423840
2018-08-16,12833475200
2018-08-17,12979790920
2018-08-20,13186043200
2018-08-21,13365852879
2018-08-22,13281236560
2018-08-23,13226588520
2018-08-24,13307679160
2018-08-27,13515694280
2018-08-28,13595022080
2018-08-29,13693741120
2018-08-30,13610887639
2018-08-31,13566338800
2018-09-04,13705391599
2018-09-05,13707129760
2018-09-06,13599363840
2018-09-07,13707129760
2018-09-10,13894851040
2018-09-11,14011307760
2018-09-12,14023474880
