,J
2023-03-28,14492918920
2023-03-29,14681979060
2023-03-30,14739077760
2023-03-31,14882171460
2023-04-03,14896102520
2023-04-04,14379386840
2023-04-05,14235010400
2023-04-06,14307198620
2023-04-10,14422446480
2023-04-11,14418647100
2023-04-12,14481970100
2023-04-13,14675738480
2023-04-14,14565556460
2023-04-17,14655475120
2023-04-18,14632678840
2023-04-19,14564290000
2023-04-20,14630145920
2023-04-21,14532628500
2023-04-24,14502233460
2023-04-25,14403449580
2023-04-26,14267938360
2023-04-27,14628879460
2023-04-28,14622547160
2023-05-01,14737795020
2023-05-02,14490835320
2023-05-03,14597217960
2023-05-04,14602283800
2023-05-05,15087337980
2023-05-08,14854309340
2023-05-09,15040478960
2023-05-10,14517430980
2023-05-11,14720064580
2023-05-12,14582020440
2023-05-15,14438910460
2023-05-16,14375587460
2023-05-17,14652942200
2023-05-18,14751726080
2023-05-19,14808716780
2023-05-22,14825180760
2023-05-23,14690936000
2023-05-24,14513631600
2023-05-25,14298333400
2023-05-26,14438910460
2023-05-30,14328728440
2023-05-31,13880401600
2023-06-01,14034909720
2023-06-02,14563023540
2023-06-05,14476904260
2023-06-06,14737795020
2023-06-07,14696001840
2023-06-08,14775788820
2023-06-09,14720064580
2023-06-12,14696001840
2023-06-13,14770722980
2023-06-14,14601017340
2023-06-15,14720064580
2023-06-16,14763124220
2023-06-20,14627613000
2023-06-21,14561757080
2023-06-22,14739061480
2023-06-23,14500967000
2023-06-26,14574421680
2023-06-27,14740327940
2023-06-28,14730196260
2023-06-29,14977155960
2023-06-30,14988937860
2023-07-03,15045671160
2023-07-05,15306644340
2023-07-06,15277647320
2023-07-07,15283951020
2023-07-10,15412546500
2023-07-11,15775639620
2023-07-12,15687387820
2023-07-13,15731513720
2023-07-14,15534838280
2023-07-17,15393635400
2023-07-18,15457933140
2023-07-19,15412546500
2023-07-20,15517187920
2023-07-21,15881541780
2023-07-24,15885324000
2023-07-25,15911799540
2023-07-26,16012658740
2023-07-27,15875238080
2023-07-28,15797072200
2023-07-31,15810940340
2023-08-01,15954664700
2023-08-02,16071913520
2023-08-03,16068131300
2023-08-04,16040395020
2023-08-07,16199248260
2023-08-08,16939302640
2023-08-09,17192711380
2023-08-10,17234315800
2023-08-11,17204058040
2023-08-14,17268355780
2023-08-15,17196493600
2023-08-16,17045204799
2023-08-17,16767842000
2023-08-18,16837182700
2023-08-21,17166235840
2023-08-22,17195232860
2023-08-23,17163714359
2023-08-24,16917870060
2023-08-25,16969560400
2023-08-28,17047726280
2023-08-29,17088069959
2023-08-30,17071680340
2023-08-31,16997296680
2023-09-01,17067898120
2023-09-05,16722455359
2023-09-06,16664461320
2023-09-07,16602685060
2023-09-08,16482914760
2023-09-11,16561080640
2023-09-12,16562341380
2023-09-13,16538387320
2023-09-14,16893916000
2023-09-15,16669504280
2023-09-18,16795578280
2023-09-19,16680850940
2023-09-20,16789274579
2023-09-21,16530822880
2023-09-22,16669504280
2023-09-25,16675807980
2023-09-26,16561080640
2023-09-27,17168757320
2023-09-28,17134717340
2023-09-29,17213332500
2023-10-02,16943467800
2023-10-03,16790880750
2023-10-04,17020391850
2023-10-05,16947250949
2023-10-06,17352048000
2023-10-09,17664788400
2023-10-10,17557599150
2023-10-11,17698836750
2023-10-12,17466803550
2023-10-13,17456715150
2023-10-16,17430233100
2023-10-17,17610563250
2023-10-18,17045612849
2023-10-19,16749266100
2023-10-20,16710173549
2023-10-23,16601723250
2023-10-24,16695040949
2023-10-25,16746744000
2023-10-26,16780792350
2023-10-27,16537409699
2023-10-30,16544975999
2023-10-31,16809796500
2023-11-01,16413826800
2023-11-02,16885459500
2023-11-03,16894286850
2023-11-06,16845105900
2023-11-07,16819884900
2023-11-08,16724045100
2023-11-09,16676125200
2023-11-10,16890503700
2023-11-13,16882937400
2023-11-14,17282690250
2023-11-15,17276385000
2023-11-16,16784575500
2023-11-17,17064528600
2023-11-20,17273862900
2023-11-21,15773213400
2023-11-22,15631975800
2023-11-24,15557573850
2023-11-27,15436513050
2023-11-28,15644586300
2023-11-29,15914451000
2023-11-30,16038033900
2023-12-01,16338163800
2023-12-04,16306637550
2023-12-05,16096042200
2023-12-06,16242324000
2023-12-07,16188098850
2023-12-08,16051905450
2023-12-11,16172966250
2023-12-12,16217103000
2023-12-13,16265022899
2023-12-14,16254934500
2023-12-15,15988852950
2023-12-18,15938410950
2023-12-19,16234757700
2023-12-20,15906884700
2023-12-21,16083431700
2023-12-22,16150267350
2023-12-26,16164138900
2023-12-27,16413826800
2023-12-28,16398694199
2023-12-29,16368429000
2024-01-02,16137656850
2024-01-03,15992636100
2024-01-04,15943455150
2024-01-05,15962370900
2024-01-08,16220886150
2024-01-09,16528582350
2024-01-10,16639554749
2024-01-11,16689996750
2024-01-12,16876632150
2024-01-16,16654687350
2024-01-17,16449136200
2024-01-18,16616855850
2024-01-19,16679908350
2024-01-22,16850150100
2024-01-23,16911941550
2024-01-24,16909419450
2024-01-25,17113709550
2024-01-26,17300344950
2024-01-29,17391140550
2024-01-30,17441582550
2024-01-31,16995170850
2024-02-01,17270079750
2024-02-02,17440321500
2024-02-05,17276385000
2024-02-06,17643350550
2024-02-07,18106155900
2024-02-08,18054452850
2024-02-09,18350799600
2024-02-12,18350799600
2024-02-13,18040581300
2024-02-14,18195690450
2024-02-15,18575266500
2024-02-16,18605531700
2024-02-20,18331883850
2024-02-21,18229738800
2024-02-22,18403763700
2024-02-23,18536173950
2024-02-26,18471860400
2024-02-27,18574005450
2024-02-28,18553828650
2024-02-29,18493298250
2024-03-01,18489515100
2024-03-04,18555089700
2024-03-05,18552567600
2024-03-06,18527346600
2024-03-07,18755596650
2024-03-08,18528607650
2024-03-11,18644624250
2024-03-12,18812343900
2024-03-13,18996457200
2024-03-14,18831259650
2024-03-15,18785861850
2024-03-18,18653451600
2024-03-19,18886745850
2024-03-20,18992674050
2024-03-21,19094819100
2024-03-22,18919533150
2024-03-25,18925838400
2024-03-26,18963669900
2024-03-27,19285237650
2024-03-28,19386121650
2024-04-01,19070859150
2024-04-02,18879179550
2024-04-03,18899356350
2024-04-04,18807299700
2024-04-05,18653451600
2024-04-08,18426462600
2024-04-09,18502125600
2024-04-10,18201995700
2024-04-11,18397458450
2024-04-12,18241088250
2024-04-15,18156597900
2024-04-16,18282702900
2024-04-17,18029231850
2024-04-18,18096067500
2024-04-19,18137682150
2024-04-22,18172991550
2024-04-23,18238566150
2024-04-24,18156597900
2024-04-25,18181818900
2024-04-26,18273875550
2024-04-29,18392414250
2024-04-30,18099850650
2024-05-01,18056974950
2024-05-02,18276397650
2024-05-03,18676150500
2024-05-06,18799733400
2024-05-07,17805847680
2024-05-08,17412369120
2024-05-09,17573280480
2024-05-10,17504138880
2024-05-13,17388483840
2024-05-14,17331913440
2024-05-15,17311799520
2024-05-16,17316828000
2024-05-17,17152145280
2024-05-20,17208715680
2024-05-21,17447568480
2024-05-22,17331913440
2024-05-23,17413626240
2024-05-24,17662536000
2024-05-28,17286657120
2024-05-29,16860493440
2024-05-30,17269057440
2024-05-31,17516710080
2024-06-03,17345741760
2024-06-04,17426197440
2024-06-05,17385969600
2024-06-06,17385969600
2024-06-07,17481510720
2024-06-10,17602194240
2024-06-11,17535566880
2024-06-12,17577051840
2024-06-13,17497853280
2024-06-14,17373398400
2024-06-17,17692706880
2024-06-18,17725392000
2024-06-20,17749277280
2024-06-21,17720363520
2024-06-24,17862418080
2024-06-25,17590880160
2024-06-26,17482767840
2024-06-27,17530538400
2024-06-28,17563223520
2024-07-01,17385969600
2024-07-02,17319342240
2024-07-03,17409854880
2024-07-05,17189858880
2024-07-08,17305513920
2024-07-09,17152145280
2024-07-10,17419911840
2024-07-11,17739220320
2024-07-12,18093728160
2024-07-15,18190526400
2024-07-16,18949826880
2024-07-17,18800229600
2024-07-18,18699660000
2024-07-19,18591547680
2024-07-22,18786401280
2024-07-23,19017711360
2024-07-24,17968016160
2024-07-25,18313724160
2024-07-26,18351437760
2024-07-29,18328809600
2024-07-30,18377837280
2024-07-31,18397951200
2024-08-01,18198069120
2024-08-02,17881274880
2024-08-05,17539091190
2024-08-06,17609182470
2024-08-07,17450225460
2024-08-08,17805688380
2024-08-09,17960890500
