,SYK
2004-08-24,18859815000
2004-08-25,18855798000
2004-08-26,18470166000
2004-08-27,18502302000
2004-08-30,18225129000
2004-08-31,18197010000
2004-09-01,18494268000
2004-09-02,19088784000
2004-09-03,18871866000
2004-09-07,19233396000
2004-09-08,19064682000
2004-09-09,18968274000
2004-09-10,19012461000
2004-09-13,18920070000
2004-09-14,18960240000
2004-09-15,18763407000
2004-09-16,18831696000
2004-09-17,19341855000
2004-09-20,19253481000
2004-09-21,19558773000
2004-09-22,19141005000
2004-09-23,19128954000
2004-09-24,19353906000
2004-09-27,19281600000
2004-09-28,18920070000
2004-09-29,19193226000
2004-09-30,19366624000
2004-10-01,19495520000
2004-10-04,19423016000
2004-10-05,19298148000
2004-10-06,19398848000
2004-10-07,19028272000
2004-10-08,18331428000
2004-10-11,17980992000
2004-10-12,17912516000
2004-10-13,17739312000
2004-10-14,17695004000
2004-10-15,16953852000
2004-10-18,17848068000
2004-10-19,17457352000
2004-10-20,17461380000
2004-10-21,17280120000
2004-10-22,17038439999
2004-10-25,16816900000
2004-10-26,17123028000
2004-10-27,17481520000
2004-10-28,17360680000
2004-10-29,17356652000
2004-11-01,16973992000
2004-11-02,17066635999
2004-11-03,17521800000
2004-11-04,17521800000
2004-11-05,17852096000
2004-11-08,17844040000
2004-11-09,17606388000
2004-11-10,17638612000
2004-11-11,18105860000
2004-11-12,17916544000
2004-11-15,17864180000
2004-11-16,17682920000
2004-11-17,17723200000
2004-11-18,17719172000
2004-11-19,17388876000
2004-11-22,17662780000
2004-11-23,17525828000
2004-11-24,17884320000
2004-11-26,17900432000
2004-11-29,17791676000
2004-11-30,17719172000
2004-12-01,18206560000
2004-12-02,18303232000
2004-12-03,18242812000
2004-12-06,18025300000
2004-12-07,17795704000
2004-12-08,18266980000
2004-12-09,18645612000
2004-12-10,18750340000
2004-12-13,18818816000
2004-12-14,18963824000
2004-12-15,18480464000
2004-12-16,18407960000
2004-12-17,18512688000
2004-12-20,18637556000
2004-12-21,18887292000
2004-12-22,19104804000
2004-12-23,18943684000
2004-12-27,18963824000
2004-12-28,19197448000
2004-12-29,19278008000
2004-12-30,19414960000
2004-12-31,19435100000
2005-01-03,19435100000
2005-01-04,19692892000
2005-01-05,19717060000
2005-01-06,19596220000
2005-01-07,19435100000
2005-01-10,19898320000
2005-01-11,19805676000
2005-01-12,20111804000
2005-01-13,19402876000
2005-01-14,19648584000
2005-01-18,20115832000
2005-01-19,20393764000
2005-01-20,20212504000
2005-01-21,19922488000
2005-01-24,19551912000
2005-01-25,19596220000
2005-01-26,20039300000
2005-01-27,19636500000
2005-01-28,19366624000
2005-01-31,19793592000
2005-02-01,20768368000
2005-02-02,20575024000
2005-02-03,20699892000
2005-02-04,21179224000
2005-02-07,20824760000
2005-02-08,20530716000
2005-02-09,20160140000
2005-02-10,20216532000
2005-02-11,20522660000
2005-02-14,20256812000
2005-02-15,20301120000
2005-02-16,20369596000
2005-02-17,20260840000
2005-02-18,20409876000
2005-02-22,20051384000
2005-02-23,20019160000
2005-02-24,20156112000
2005-02-25,20152084000
2005-02-28,20003048000
2005-03-01,20007076000
2005-03-02,19890264000
2005-03-03,19898320000
2005-03-04,20051384000
2005-03-07,20059440000
2005-03-08,19443156000
2005-03-09,19302176000
2005-03-10,19624416000
2005-03-11,19104804000
2005-03-14,19193420000
2005-03-15,18851040000
2005-03-16,18838956000
2005-03-17,19133000000
2005-03-18,19133000000
2005-03-21,19157168000
2005-03-22,18573108000
2005-03-23,18464352000
2005-03-24,18387820000
2005-03-28,18859096000
2005-03-29,19004104000
2005-03-30,19104804000
2005-03-31,17991213000
2005-04-01,17805695000
2005-04-04,17821827000
2005-04-05,18124302000
2005-04-06,18551800000
2005-04-07,18575998000
2005-04-08,18378381000
2005-04-11,18402579000
2005-04-12,18414678000
2005-04-13,18184797000
2005-04-14,18515503000
2005-04-15,18664724000
2005-04-18,18644559000
2005-04-19,18793780000
2005-04-20,19495522000
2005-04-21,19693139000
2005-04-22,19467291000
2005-04-25,19729436000
2005-04-26,19721370000
2005-04-27,19943185000
2005-04-28,19556017000
2005-04-29,19580215000
2005-05-02,19672974000
2005-05-03,19471324000
2005-05-04,19943185000
2005-05-05,19697172000
2005-05-06,19459225000
2005-05-09,19443093000
2005-05-10,19112387000
2005-05-11,19338235000
2005-05-12,19035760000
2005-05-13,18801846000
2005-05-16,19080123000
2005-05-17,19164816000
2005-05-18,19406796000
2005-05-19,19451159000
2005-05-20,19515687000
2005-05-23,19717337000
2005-05-24,19769766000
2005-05-25,19761700000
2005-05-26,19886723000
2005-05-27,19725403000
2005-05-31,19620545000
2005-06-01,19713304000
2005-06-02,19689106000
2005-06-03,19729436000
2005-06-06,19600380000
2005-06-07,19890756000
2005-06-08,19753634000
2005-06-09,19822195000
2005-06-10,19721370000
2005-06-13,19785898000
2005-06-14,20148868000
2005-06-15,19886723000
2005-06-16,19939152000
2005-06-17,19906888000
2005-06-20,19939152000
2005-06-21,19705238000
2005-06-22,19253542000
2005-06-23,18979298000
2005-06-24,18999463000
2005-06-27,18898638000
2005-06-28,19310004000
2005-06-29,19277740000
2005-06-30,19199972000
2005-07-01,19111158000
2005-07-05,19377600000
2005-07-06,19135380000
2005-07-07,19175750000
2005-07-08,19333193000
2005-07-11,19874151000
2005-07-12,20003335000
2005-07-13,19962965000
2005-07-14,19987187000
2005-07-15,20059853000
2005-07-18,19946817000
2005-07-19,20023520000
2005-07-20,21436470000
2005-07-21,21416285000
2005-07-22,21432433000
2005-07-25,21363804000
2005-07-26,21561617000
2005-07-27,21937058000
2005-07-28,21953206000
2005-07-29,21836133000
2005-08-01,21492988000
2005-08-02,21549506000
2005-08-03,21234620000
2005-08-04,21234620000
2005-08-05,21242694000
2005-08-08,21113510000
2005-08-09,21061029000
2005-08-10,20972215000
2005-08-11,21129658000
2005-08-12,21198287000
2005-08-15,21840170000
2005-08-16,21698875000
2005-08-17,21880540000
2005-08-18,21710986000
2005-08-19,21517210000
2005-08-22,21654468000
2005-08-23,21509136000
2005-08-24,21525284000
2005-08-25,21509136000
2005-08-26,21383989000
2005-08-29,21694838000
2005-08-30,21618135000
2005-08-31,22021835000
2005-09-01,22284240000
2005-09-02,22042020000
2005-09-06,22498201000
2005-09-07,22647570000
2005-09-08,22086427000
2005-09-09,22025872000
2005-09-12,21505099000
2005-09-13,20568515000
2005-09-14,20487775000
2005-09-15,20487775000
2005-09-16,20265740000
2005-09-19,20455479000
2005-09-20,20592737000
2005-09-21,20427220000
2005-09-22,20245555000
2005-09-23,20306110000
2005-09-26,20088112000
2005-09-27,20467590000
2005-09-28,20047742000
2005-09-29,19882225000
2005-09-30,20053751000
2005-10-03,19688621000
2005-10-04,19769761000
2005-10-05,19266693000
2005-10-06,19007045000
2005-10-07,19132812000
2005-10-10,18885335000
2005-10-11,18658143000
2005-10-12,18690599000
2005-10-13,18645972000
2005-10-14,18848822000
2005-10-17,18856936000
2005-10-18,18865050000
2005-10-19,17148939000
2005-10-20,16487648000
2005-10-21,16609358000
2005-10-24,16775695000
2005-10-25,16706726000
2005-10-26,16382166000
2005-10-27,16146859999
2005-10-28,16836550000
2005-10-31,16662099000
2005-11-01,16901461999
2005-11-02,17469442000
2005-11-03,17351789000
2005-11-04,17473499000
2005-11-07,17830515000
2005-11-08,17834572000
2005-11-09,17899484000
2005-11-10,18357925000
2005-11-11,18183474000
2005-11-14,17822401000
2005-11-15,17749375000
2005-11-16,17729090000
2005-11-17,17660121000
2005-11-18,17956282000
2005-11-21,18053650000
2005-11-22,17749375000
2005-11-23,17769660000
2005-11-25,17810230000
2005-11-28,17785888000
2005-11-29,17538411000
2005-11-30,17566810000
2005-12-01,17810230000
2005-12-02,18787967000
2005-12-05,19088185000
2005-12-06,18897506000
2005-12-07,19177439000
2005-12-08,18755511000
2005-12-09,19047615000
2005-12-12,18998931000
2005-12-13,19084128000
2005-12-14,19132812000
2005-12-15,19096299000
2005-12-16,19368118000
2005-12-19,18958361000
2005-12-20,18577003000
2005-12-21,18755511000
2005-12-22,18824480000
2005-12-23,18698713000
2005-12-27,18390381000
2005-12-28,18374153000
2005-12-29,18219987000
2005-12-30,18025251000
2006-01-03,18094220000
2006-01-04,18406609000
2006-01-05,18195645000
2006-01-06,18313298000
2006-01-09,19084128000
2006-01-10,19027330000
2006-01-11,19226123000
2006-01-12,18824480000
2006-01-13,18743340000
2006-01-17,18974589000
2006-01-18,19197724000
2006-01-19,18852879000
2006-01-20,18345754000
2006-01-23,18256500000
2006-01-24,17899484000
2006-01-25,17883256000
2006-01-26,17984681000
2006-01-27,20418881000
2006-01-30,20349912000
2006-01-31,20244430000
2006-02-01,19672393000
2006-02-02,19433030000
2006-02-03,19088185000
2006-02-06,19007045000
2006-02-07,19157154000
2006-02-08,19473600000
2006-02-09,19392460000
2006-02-10,19335662000
2006-02-13,19177439000
2006-02-14,19412745000
2006-02-15,19380289000
2006-02-16,19575025000
2006-02-17,19643994000
2006-02-21,19108470000
2006-02-22,19157154000
2006-02-23,19100356000
2006-02-24,19039501000
2006-02-27,19128755000
2006-02-28,18751454000
2006-03-01,18796081000
2006-03-02,18682485000
2006-03-03,18743340000
2006-03-06,18499920000
2006-03-07,18585117000
2006-03-08,18629744000
2006-03-09,18439065000
2006-03-10,18800138000
2006-03-13,19518227000
2006-03-14,19846844000
2006-03-15,19992896000
2006-03-16,19846844000
2006-03-17,19976668000
2006-03-20,19741362000
2006-03-21,19643994000
2006-03-22,19854958000
2006-03-23,19311320000
2006-03-24,19250465000
2006-03-27,18167246000
2006-03-28,18013080000
2006-03-29,18280842000
2006-03-30,18199702000
2006-03-31,18019776000
2006-04-03,17983200000
2006-04-04,18145760000
2006-04-05,17962880000
2006-04-06,17792192000
2006-04-07,17523968000
2006-04-10,17633696000
2006-04-11,17499584000
2006-04-12,17463008000
2006-04-13,17402048000
2006-04-17,17353280000
2006-04-18,17714976000
2006-04-19,17804384000
2006-04-20,17881600000
2006-04-21,18523712000
2006-04-24,18539968000
2006-04-25,18178272000
2006-04-26,18182336000
2006-04-27,17942560000
2006-04-28,17780000000
2006-05-01,17836896000
2006-05-02,17523968000
2006-05-03,17564608000
2006-05-04,17540224000
2006-05-05,17885664000
2006-05-08,17812512000
2006-05-09,17901920000
2006-05-10,17877536000
2006-05-11,17540224000
2006-05-12,17475200000
2006-05-15,17641824000
2006-05-16,17727168000
2006-05-17,17889728000
2006-05-18,17995392000
2006-05-19,17946624000
2006-05-22,18283936000
2006-05-23,18015712000
2006-05-24,17966944000
2006-05-25,18222976000
2006-05-26,18162016000
2006-05-30,17836896000
2006-05-31,17840960000
2006-06-01,18007584000
2006-06-02,18145760000
2006-06-05,17723104000
2006-06-06,17747488000
2006-06-07,17861280000
2006-06-08,17966944000
2006-06-09,17853152000
2006-06-12,17731232000
2006-06-13,17731232000
2006-06-14,18011648000
2006-06-15,18511520000
2006-06-16,18312384000
2006-06-19,18214848000
2006-06-20,18105120000
2006-06-21,18214848000
2006-06-22,18235168000
2006-06-23,18239232000
2006-06-26,17150080000
2006-06-27,16613632000
2006-06-28,17117567999
2006-06-29,17316704000
2006-06-30,17126137000
2006-07-03,17341688000
2006-07-05,17264415000
2006-07-06,17500301000
2006-07-07,17549105000
2006-07-10,17618244000
2006-07-11,17618244000
2006-07-12,17581641000
2006-07-13,17459631000
2006-07-14,17333554000
2006-07-17,17540971000
2006-07-18,17622311000
2006-07-19,17996475000
2006-07-20,17569440000
2006-07-21,17947671000
2006-07-24,18305567000
2006-07-25,18382840000
2006-07-26,18378773000
2006-07-27,18224227000
2006-07-28,18752937000
2006-07-31,18508917000
2006-08-01,18606525000
2006-08-02,19005091000
2006-08-03,18834277000
2006-08-04,18822076000
2006-08-07,18781406000
2006-08-08,19135235000
2006-08-09,19184039000
2006-08-10,19143369000
2006-08-11,18944086000
2006-08-14,18903416000
2006-08-15,19037627000
2006-08-16,19196240000
2006-08-17,19375188000
2006-08-18,19269446000
2006-08-21,19391456000
2006-08-22,19314183000
2006-08-23,18724468000
2006-08-24,19021359000
2006-08-25,19358920000
2006-08-28,19635476000
2006-08-29,19631409000
2006-08-30,19562270000
2006-08-31,19533801000
2006-09-01,19541935000
2006-09-05,19448394000
2006-09-06,19456528000
2006-09-07,19533801000
2006-09-08,19855094000
2006-09-11,20082846000
2006-09-12,20294330000
2006-09-13,20265861000
2006-09-14,20432608000
2006-09-15,20709164000
2006-09-18,20619690000
2006-09-19,20587154000
2006-09-20,20591221000
2006-09-21,20481412000
2006-09-22,20383804000
2006-09-25,20359402000
2006-09-26,20318732000
2006-09-27,20347201000
2006-09-28,20180454000
2006-09-29,20168253000
2006-10-02,20078604000
2006-10-03,20233872000
2006-10-04,20499462000
2006-10-05,20936664000
2006-10-06,20724192000
2006-10-09,20793654000
2006-10-10,20736450000
2006-10-11,20707848000
2006-10-12,20961180000
2006-10-13,20597526000
2006-10-16,20540322000
2006-10-17,20352366000
2006-10-18,21545478000
2006-10-19,21422898000
2006-10-20,21545478000
2006-10-23,21949992000
2006-10-24,22031712000
2006-10-25,21941820000
2006-10-26,21700746000
2006-10-27,21512790000
2006-10-30,21382038000
2006-10-31,21365694000
2006-11-01,21185910000
2006-11-02,21226770000
2006-11-03,21018384000
2006-11-06,21459672000
2006-11-07,21418812000
2006-11-08,21206340000
2006-11-09,20691504000
2006-11-10,20850858000
2006-11-13,20822256000
2006-11-14,20981610000
2006-11-15,21279888000
2006-11-16,21357522000
2006-11-17,21337092000
2006-11-20,20944836000
2006-11-21,21157308000
2006-11-22,21377952000
2006-11-24,21328920000
2006-11-27,21247200000
2006-11-28,21051072000
2006-11-29,21226770000
2006-11-30,21189996000
2006-12-01,21422898000
2006-12-04,21827412000
2006-12-05,22048056000
2006-12-06,22003110000
2006-12-07,21790638000
2006-12-08,21905046000
2006-12-11,22195152000
2006-12-12,22505688000
2006-12-13,22656870000
2006-12-14,22517946000
2006-12-15,22419882000
2006-12-18,22526118000
2006-12-19,22607838000
2006-12-20,22652784000
2006-12-21,22554720000
2006-12-22,22403538000
2006-12-26,22530204000
2006-12-27,22607838000
2006-12-28,22656870000
2006-12-29,22517946000
2007-01-03,22522032000
2007-01-04,22718160000
2007-01-05,22812138000
2007-01-08,22918374000
2007-01-09,23237082000
2007-01-10,23551704000
2007-01-11,24086970000
2007-01-12,24013422000
2007-01-16,24013422000
2007-01-17,23899014000
2007-01-18,24107400000
2007-01-19,24086970000
2007-01-22,23796864000
2007-01-23,23821380000
2007-01-24,24017508000
2007-01-25,24042024000
2007-01-26,24846966000
2007-01-29,25243308000
2007-01-30,25275996000
2007-01-31,25308684000
2007-02-01,25521156000
2007-02-02,25500726000
2007-02-05,25492554000
2007-02-06,25312770000
2007-02-07,25496640000
2007-02-08,25541586000
2007-02-09,25378146000
2007-02-12,25308684000
2007-02-13,25598790000
2007-02-14,25259652000
2007-02-15,25386318000
2007-02-16,25353630000
2007-02-20,25447608000
2007-02-21,25435350000
2007-02-22,25925670000
2007-02-23,26203518000
2007-02-26,25455780000
2007-02-27,24728472000
2007-02-28,25341372000
2007-03-01,25075782000
2007-03-02,24924600000
2007-03-05,24879654000
2007-03-06,25190190000
2007-03-07,25296426000
2007-03-08,25615134000
2007-03-09,25774488000
2007-03-12,26162658000
2007-03-13,26019648000
2007-03-14,26293409999
2007-03-15,26399646000
2007-03-16,26648892000
2007-03-19,26783730000
2007-03-20,27253620000
2007-03-21,27216846000
2007-03-22,26943084000
2007-03-23,26665236000
2007-03-26,26800074000
2007-03-27,26771472000
2007-03-28,26836848000
2007-03-29,26889966000
2007-03-30,27098351999
2007-04-02,27523962000
2007-04-03,27691816000
2007-04-04,27704098000
2007-04-05,27953832000
2007-04-09,28039805999
2007-04-10,27785978000
2007-04-11,27708192000
2007-04-12,27802354000
2007-04-13,27822823999
2007-04-16,28232223999
2007-04-17,28682564000
2007-04-18,28289539999
2007-04-19,27024494000
2007-04-20,27356107999
2007-04-23,27360202000
2007-04-24,27331544000
2007-04-25,27315168000
2007-04-26,27053152000
2007-04-27,26782948000
2007-04-30,26586436000
2007-05-01,26705162000
2007-05-02,26672410000
2007-05-03,26647846000
2007-05-04,26963084000
2007-05-07,27004023999
2007-05-08,26860734000
2007-05-09,26774760000
2007-05-10,26422676000
2007-05-11,26422676000
2007-05-14,26369454000
2007-05-15,26381736000
2007-05-16,27208723999
2007-05-17,27388860000
2007-05-18,27577184000
2007-05-21,27495304000
2007-05-22,27581278000
2007-05-23,27560807999
2007-05-24,27392954000
2007-05-25,27417518000
2007-05-29,27270134000
2007-05-30,27437988000
2007-05-31,27556714000
2007-06-01,27487116000
2007-06-04,27704098000
2007-06-05,27552620000
2007-06-06,27257852000
2007-06-07,26627376000
2007-06-08,26721538000
2007-06-11,26770666000
2007-06-12,26254822000
2007-06-13,26578248000
2007-06-14,26570060000
2007-06-15,27167784000
2007-06-18,27212818000
2007-06-19,27135032000
2007-06-20,26758384000
2007-06-21,26660128000
2007-06-22,26009182000
2007-06-25,25857704000
2007-06-26,26189318000
2007-06-27,26353078000
2007-06-28,26099250000
2007-06-29,25829046000
2007-07-02,26018600000
2007-07-03,26219500000
2007-07-05,26141600000
2007-07-06,26777100000
2007-07-09,26752500000
2007-07-10,26268699999
2007-07-11,26736099999
2007-07-12,27293699999
2007-07-13,27305999999
2007-07-16,27670899999
2007-07-17,27687300000
2007-07-18,27601199999
2007-07-19,27711900000
2007-07-20,27535600000
2007-07-23,27457700000
2007-07-24,27269100000
2007-07-25,27068200000
2007-07-26,26387600000
2007-07-27,25830000000
2007-07-30,26342500000
2007-07-31,25596300000
2007-08-01,25887400000
2007-08-02,26108800000
2007-08-03,25596300000
2007-08-06,26707400000
2007-08-07,27314200000
2007-08-08,28249000000
2007-08-09,27699600000
2007-08-10,27092800000
2007-08-13,26797600000
2007-08-14,26293300000
2007-08-15,26408100000
2007-08-16,26613100000
2007-08-17,27580700000
2007-08-20,27412600000
2007-08-21,27191199999
2007-08-22,27588900000
2007-08-23,27449500000
2007-08-24,27547900000
2007-08-27,27506900000
2007-08-28,26957500000
2007-08-29,27367500000
2007-08-30,27318300000
2007-08-31,27388000000
2007-09-04,27556099999
2007-09-05,27318300000
2007-09-06,27953800000
2007-09-07,27584800000
2007-09-10,27691400000
2007-09-11,28265400000
2007-09-12,28236700000
2007-09-13,28474500000
2007-09-14,28736900000
2007-09-17,27552000000
2007-09-18,27953800000
2007-09-19,28158800000
2007-09-20,27978399999
2007-09-21,27884100000
2007-09-24,27584800000
2007-09-25,27744700000
2007-09-26,27839000000
2007-09-27,28240800000
2007-09-28,28191600000
2007-10-01,28851482000
2007-10-02,29020156000
2007-10-03,29534406000
2007-10-04,29867639999
2007-10-05,30089796000
2007-10-08,29818272000
2007-10-09,30225558000
2007-10-10,30167962000
2007-10-11,30085682000
2007-10-12,30410688000
2007-10-15,29949920000
2007-10-16,29731878000
2007-10-17,29698966000
2007-10-18,30649300000
2007-10-19,29571432000
2007-10-22,29234084000
2007-10-23,29448012000
2007-10-24,29419214000
2007-10-25,29048954000
2007-10-26,29188830000
2007-10-29,29320478000
2007-10-30,29172374000
2007-10-31,29209400000
2007-11-01,28621097999
2007-11-02,28604642000
2007-11-05,28695150000
2007-11-06,28798000000
2007-11-07,27831210000
2007-11-08,28263180000
2007-11-09,28814456000
2007-11-12,28818570000
2007-11-13,29155918000
2007-11-14,29118892000
2007-11-15,29135347999
2007-11-16,28744518000
2007-11-19,28863824000
2007-11-20,29567318000
2007-11-21,28913192000
2007-11-23,29061296000
2007-11-26,28600528000
2007-11-27,29419214000
2007-11-28,29945806000
2007-11-29,29715422000
2007-11-30,29879982000
2007-12-03,29851184000
2007-12-04,29991060000
2007-12-05,30468284000
2007-12-06,30855000000
2007-12-07,30719238000
2007-12-10,31052472000
2007-12-11,30406574000
2007-12-12,30731580000
2007-12-13,30842658000
2007-12-14,30554678000
2007-12-17,30213216000
2007-12-18,30476512000
2007-12-19,30793289999
2007-12-20,30961964000
2007-12-21,31352793999
2007-12-24,31332224000
2007-12-26,31463872000
2007-12-27,30998989999
2007-12-28,31155322000
2007-12-31,30739808000
2008-01-02,30279039999
2008-01-03,30373662000
2008-01-04,29727764000
2008-01-07,29912893999
2008-01-08,29785360000
2008-01-09,29188830000
2008-01-10,28649896000
2008-01-11,29661939999
2008-01-14,29810043999
2008-01-15,29254654000
2008-01-16,28695150000
2008-01-17,28230268000
2008-01-18,27094804000
2008-01-22,26638150000
2008-01-23,27436266000
2008-01-24,28119189999
2008-01-25,27325188000
2008-01-28,27304618000
2008-01-29,27748930000
2008-01-30,27428038000
2008-01-31,27551458000
2008-02-01,27925832000
2008-02-04,27802412000
2008-02-05,27115374000
2008-02-06,27242908000
2008-02-07,28032796000
2008-02-08,27954630000
2008-02-11,27892920000
2008-02-12,28419512000
2008-02-13,28822684000
2008-02-14,28316662000
2008-02-15,28102734000
2008-02-19,28197356000
2008-02-20,27707789999
2008-02-21,27436266000
2008-02-22,27489747999
2008-02-25,27892920000
2008-02-26,27806526000
2008-02-27,27292276000
2008-02-28,27168856000
2008-02-29,26786254000
2008-03-03,26864420000
2008-03-04,27024866000
2008-03-05,27041322000
2008-03-06,26543528000
2008-03-07,25803008000
2008-03-10,24577036000
2008-03-11,25181794000
2008-03-12,25148882000
2008-03-13,24696342000
2008-03-14,25004892000
2008-03-17,24873244000
2008-03-18,25827692000
2008-03-19,25531484000
2008-03-20,26415993999
2008-03-24,26679289999
2008-03-25,26946700000
2008-03-26,26378968000
2008-03-27,26835622000
2008-03-28,26638150000
2008-03-31,26800600000
2008-04-01,27649320000
2008-04-02,27439199999
2008-04-03,27039560000
2008-04-04,27146680000
2008-04-07,27130199999
2008-04-08,27212600000
2008-04-09,27146680000
2008-04-10,27002480000
2008-04-11,26392720000
2008-04-14,26170240000
2008-04-15,25857120000
2008-04-16,26124920000
2008-04-17,26347400000
2008-04-18,26903600000
2008-04-21,26792360000
2008-04-22,26310320000
2008-04-23,26722320000
2008-04-24,26380360000
2008-04-25,26541040000
2008-04-28,26491600000
2008-04-29,26969519999
2008-04-30,26709960000
2008-05-01,27060160000
2008-05-02,26227920000
2008-05-05,25597560000
2008-05-06,25791200000
2008-05-07,25585200000
2008-05-08,26619320000
2008-05-09,26565760000
2008-05-12,26524560000
2008-05-13,26351520000
2008-05-14,26446280000
2008-05-15,25906560000
2008-05-16,26054880000
2008-05-19,25787080000
2008-05-20,25667600000
2008-05-21,25741760000
2008-05-22,25943640000
2008-05-23,25593440000
2008-05-27,25811800000
2008-05-28,26009560000
2008-05-29,26269120000
2008-05-30,26594600000
2008-06-02,26046640000
2008-06-03,26166120000
2008-06-04,26800600000
2008-06-05,27002480000
2008-06-06,26343280000
2008-06-09,26199080000
2008-06-10,26297960000
2008-06-11,25906560000
2008-06-12,26042520000
2008-06-13,26578120000
2008-06-16,26590480000
2008-06-17,26495720000
2008-06-18,26063120000
2008-06-19,26330920000
2008-06-20,25782960000
2008-06-23,25877720000
2008-06-24,25568720000
2008-06-25,25799440000
2008-06-26,25354480000
2008-06-27,25651120000
2008-06-30,25761936000
2008-07-01,25593959000
2008-07-02,25630832000
2008-07-03,25606250000
2008-07-07,25434176000
2008-07-08,25950398000
2008-07-09,26351903999
2008-07-10,27003327000
2008-07-11,26892708000
2008-07-14,26777992000
2008-07-15,27490869999
2008-07-16,28060352999
2008-07-17,28027577000
2008-07-18,26814865000
2008-07-21,26450232000
2008-07-22,27040200000
2008-07-23,26392874000
2008-07-24,26466619999
2008-07-25,26585433000
2008-07-28,26093793000
2008-07-29,26200315000
2008-07-30,26507590000
2008-07-31,26298643000
2008-08-01,25802906000
2008-08-04,26233091000
2008-08-05,26941872000
2008-08-06,26982842000
2008-08-07,26737022000
2008-08-08,27527743000
2008-08-11,27482676000
2008-08-12,27257341000
2008-08-13,27261438000
2008-08-14,27286019999
2008-08-15,27404833000
2008-08-18,27572810000
2008-08-19,27531840000
2008-08-20,27384348000
2008-08-21,27531840000
2008-08-22,27970219000
2008-08-25,27556422000
2008-08-26,27613780000
2008-08-27,27560519000
2008-08-28,27900569999
2008-08-29,27527743000
2008-09-02,27527743000
2008-09-03,27621974000
2008-09-04,26941872000
2008-09-05,26663276000
2008-09-08,27527743000
2008-09-09,27335184000
2008-09-10,26593627000
2008-09-11,26544463000
2008-09-12,26216703000
2008-09-15,25864361000
2008-09-16,25929913000
2008-09-17,25221132000
2008-09-18,25966786000
2008-09-19,26138860000
2008-09-22,26052823000
2008-09-23,26085599000
2008-09-24,26204412000
2008-09-25,26405165000
2008-09-26,26347807000
2008-09-29,25135095000
2008-09-30,24714410000
2008-10-01,24873090000
2008-10-02,24401017000
2008-10-03,24147129000
2008-10-06,22683306000
2008-10-07,22556362000
2008-10-08,21913708000
2008-10-09,20564928000
2008-10-10,20279304000
2008-10-13,23218851000
2008-10-14,23766297000
2008-10-15,21156011000
2008-10-16,21719325000
2008-10-17,20703773000
2008-10-20,21271054000
2008-10-21,20386413000
2008-10-22,19604914000
2008-10-23,19204247000
2008-10-24,18890854000
2008-10-27,19041600000
2008-10-28,20402281000
2008-10-29,20065086000
2008-10-30,20842618000
2008-10-31,21207582000
2008-11-03,21449569000
2008-11-04,21889906000
2008-11-05,21029067000
2008-11-06,20271370000
2008-11-07,20192030000
2008-11-10,19644584000
2008-11-11,19485904000
2008-11-12,19025732000
2008-11-13,18922590000
2008-11-14,17688853000
2008-11-17,17319922000
2008-11-18,16197261000
2008-11-19,15403861000
2008-11-20,14471615999
2008-11-21,14832613000
2008-11-24,15407828000
2008-11-25,14915920000
2008-11-26,15292784999
2008-11-28,15439564000
2008-12-01,14614428000
2008-12-02,15126171000
2008-12-03,14951623000
2008-12-04,14630296000
2008-12-05,15431630000
2008-12-08,16474951000
2008-12-09,15804528000
2008-12-10,16082218000
2008-12-11,15975109000
2008-12-12,15868000000
2008-12-15,15610145000
2008-12-16,16228996999
2008-12-17,15721221000
2008-12-18,15891802000
2008-12-19,15479234000
2008-12-22,15832296999
2008-12-23,15824363000
2008-12-24,15887834999
2008-12-26,15796594000
2008-12-29,15610145000
2008-12-30,15629980000
2008-12-31,15848165000
2009-01-02,16387677000
2009-01-05,16177426000
2009-01-06,15380059000
2009-01-07,15225346000
2009-01-08,15304686000
2009-01-09,16248832000
2009-01-12,15864033000
2009-01-13,16050482000
2009-01-14,16423380000
2009-01-15,16232964000
2009-01-16,16272634000
2009-01-20,15748990000
2009-01-21,16165525000
2009-01-22,16094119000
2009-01-23,15645848000
2009-01-26,15693452000
2009-01-27,16284534999
2009-01-28,17153308000
2009-01-29,16589994000
2009-01-30,16756608000
2009-02-02,16582059999
2009-02-03,16677268000
2009-02-04,16709003999
2009-02-05,16661400000
2009-02-06,17050165999
2009-02-09,16661400000
2009-02-10,16395611000
2009-02-11,16728839000
2009-02-12,17105703999
2009-02-13,17133473000
2009-02-17,16550324000
2009-02-18,16609828999
2009-02-19,16248832000
2009-02-20,15879901000
2009-02-23,15554607000
2009-02-24,15526838000
2009-02-25,15514937000
2009-02-26,14408144000
2009-02-27,13356889000
2009-03-02,12995892000
2009-03-03,13218044000
2009-03-04,13618711000
2009-03-05,12797542000
2009-03-06,12698367000
2009-03-09,12373073000
2009-03-10,12745971000
2009-03-11,12432578000
2009-03-12,13015727000
2009-03-13,13412427000
2009-03-16,13293417000
2009-03-17,13297384000
2009-03-18,13170440000
2009-03-19,12496050000
2009-03-20,12507951000
2009-03-23,12928453000
2009-03-24,13035562000
2009-03-25,13321186000
2009-03-26,13864665000
2009-03-27,13626645000
2009-03-30,13269615000
2009-03-31,13527496000
2009-04-01,13145992000
2009-04-02,13531469999
2009-04-03,13229446000
2009-04-06,13400328000
2009-04-07,13161887999
2009-04-08,13654664000
2009-04-09,13809650000
