,NKE
2004-08-24,19629083873
2004-08-25,19776670969
2004-08-26,20029677421
2004-08-27,20008593550
2004-08-30,19692335485
2004-08-31,19839922582
2004-09-01,20126618178
2004-09-02,20274763632
2004-09-03,20317090905
2004-09-07,20422909087
2004-09-08,20465236360
2004-09-09,19830327269
2004-09-10,20020799996
2004-09-13,19978472723
2004-09-14,20020799996
2004-09-15,20190109087
2004-09-16,20380581814
2004-09-17,20253599996
2004-09-20,20634545451
2004-09-21,20994327269
2004-09-22,20888509087
2004-09-23,20930836360
2004-09-24,21078981814
2004-09-27,20973163632
2004-09-28,21078981814
2004-09-29,20782690905
2004-09-30,20846181814
2004-10-01,21142472723
2004-10-04,21100145450
2004-10-05,21078981814
2004-10-06,21184799996
2004-10-07,21057818178
2004-10-08,20930836360
2004-10-11,20909672723
2004-10-12,20634545451
2004-10-13,20528727269
2004-10-14,20465236360
2004-10-15,20655709087
2004-10-18,21142472723
2004-10-19,21227127269
2004-10-20,21078981814
2004-10-21,21375272723
2004-10-22,20930836360
2004-10-25,21142472723
2004-10-26,21375272723
2004-10-27,21565745450
2004-10-28,21459927269
2004-10-29,21502254541
2004-11-01,21586909087
2004-11-02,21756218178
2004-11-03,21967854541
2004-11-04,22581599996
2004-11-05,22793236359
2004-11-08,22391127268
2004-11-09,22433454541
2004-11-10,22306472723
2004-11-11,22475781814
2004-11-12,22856727268
2004-11-15,22856727268
2004-11-16,22623927268
2004-11-17,22750909087
2004-11-18,22496945450
2004-11-19,21819709087
2004-11-22,22158327268
2004-11-23,22454618177
2004-11-24,22602763632
2004-11-26,22518109087
2004-11-29,22687418177
2004-11-30,22391127268
2004-12-01,22755292306
2004-12-02,22797353845
2004-12-03,22797353845
2004-12-06,22776323076
2004-12-07,22566015383
2004-12-08,22797353845
2004-12-09,23007661537
2004-12-10,22881476922
2004-12-13,22881476922
2004-12-14,22755292306
2004-12-15,22566015383
2004-12-16,22587046153
2004-12-17,24101261537
2004-12-20,24059199999
2004-12-21,24038169229
2004-12-22,23954046152
2004-12-23,24080230768
2004-12-27,23890953845
2004-12-28,24059199999
2004-12-29,23806830768
2004-12-30,23911984614
2004-12-31,23848892306
2005-01-03,23848892306
2005-01-04,23491369229
2005-01-05,23217969229
2005-01-06,23196938460
2005-01-07,23049723076
2005-01-10,23281061537
2005-01-11,23175907691
2005-01-12,23281061537
2005-01-13,23133846153
2005-01-14,23386215383
2005-01-18,23323123076
2005-01-19,23281061537
2005-01-20,22818384614
2005-01-21,22692199999
2005-01-24,22692199999
2005-01-25,22587046153
2005-01-26,22376738460
2005-01-27,22734261537
2005-01-28,22734261537
2005-01-31,22776323076
2005-02-01,22881476922
2005-02-02,22797353845
2005-02-03,22776323076
2005-02-04,22881476922
2005-02-07,22671169229
2005-02-08,22061276922
2005-02-09,21893030768
2005-02-10,22082307691
2005-02-11,22250553845
2005-02-14,22397769229
2005-02-15,22418799999
2005-02-16,22460861537
2005-02-17,22397769229
2005-02-18,22481892306
2005-02-22,22061276922
2005-02-23,22313646153
2005-02-24,22734261537
2005-02-25,22944569229
2005-02-28,22860446153
2005-03-01,22875440964
2005-03-02,22729604819
2005-03-03,22729604819
2005-03-04,22812939759
2005-03-07,22708771084
2005-03-08,22521267470
2005-03-09,22458766265
2005-03-10,22583768674
2005-03-11,22562934940
2005-03-14,22333763855
2005-03-15,22687937349
2005-03-16,22521267470
2005-03-17,22604602409
2005-03-18,22229595180
2005-03-21,21854587952
2005-03-22,21500414458
2005-03-23,21208742168
2005-03-24,21771253012
2005-03-28,21667084337
2005-03-29,21271243373
2005-03-30,21437913253
2005-03-31,21687918072
2005-04-01,21625416867
2005-04-04,21375412048
2005-04-05,21646250602
2005-04-06,21542081927
2005-04-07,21500414458
2005-04-08,21437913253
2005-04-11,21417079518
2005-04-12,21458746988
2005-04-13,20771233735
2005-04-14,20312891566
2005-04-15,19750380723
2005-04-18,19771214458
2005-04-19,20167055421
2005-04-20,19917050602
2005-04-21,20458727711
2005-04-22,20271224096
2005-04-25,20396226506
2005-04-26,20208722891
2005-04-27,20333725301
2005-04-28,20042053012
2005-04-29,20000385542
2005-05-02,20083720482
2005-05-03,20250390361
2005-05-04,20229556626
2005-05-05,20250390361
2005-05-06,20250390361
2005-05-09,20500395180
2005-05-10,20208722891
2005-05-11,20271224096
2005-05-12,20021219277
2005-05-13,19917050602
2005-05-16,20062886747
2005-05-17,20521228915
2005-05-18,21333744578
2005-05-19,21667084337
2005-05-20,21375412048
2005-05-23,21479580723
2005-05-24,21542081927
2005-05-25,21250409638
2005-05-26,21333744578
2005-05-27,21458746988
2005-05-31,21417079518
2005-06-01,21646250602
2005-06-02,21833754217
2005-06-03,21812920482
2005-06-06,21958756626
2005-06-07,22083759036
2005-06-08,22125426506
2005-06-09,22312930120
2005-06-10,22396265060
2005-06-13,22687937349
2005-06-14,22542101205
2005-06-15,22833773494
2005-06-16,22958775903
2005-06-17,23021277108
2005-06-20,23021277108
2005-06-21,23146279518
2005-06-22,23271281927
2005-06-23,23458785542
2005-06-24,23271281927
2005-06-27,22333763855
2005-06-28,22917108434
2005-06-29,22750438554
2005-06-30,22562934940
2005-07-01,22396265060
2005-07-05,22583768674
2005-07-06,22292096385
2005-07-07,22208761446
2005-07-08,22458766265
2005-07-11,22687937349
2005-07-12,22667103614
2005-07-13,22687937349
2005-07-14,22812939759
2005-07-15,23042110843
2005-07-18,22896274699
2005-07-19,22896274699
2005-07-20,23042110843
2005-07-21,22604602409
2005-07-22,22562934940
2005-07-25,22187927711
2005-07-26,21979590361
2005-07-27,21875421687
2005-07-28,22000424096
2005-07-29,21833754217
2005-08-01,21583749397
2005-08-02,22354597590
2005-08-03,22646269879
2005-08-04,22187927711
2005-08-05,22146260241
2005-08-08,21958756626
2005-08-09,21792086747
2005-08-10,21542081927
2005-08-11,21354578313
2005-08-12,21250409638
2005-08-15,21396245783
2005-08-16,21042072289
2005-08-17,20833734940
2005-08-18,21021238554
2005-08-19,20917069879
2005-08-22,20646231325
2005-08-23,20583730120
2005-08-24,20750400000
2005-08-25,20792067470
2005-08-26,20771233735
2005-08-29,20687898795
2005-08-30,20396226506
2005-08-31,20542062650
2005-09-01,20308675860
2005-09-02,19997193102
2005-09-06,20225613791
2005-09-07,19997193102
2005-09-08,20370972412
2005-09-09,20391737929
2005-09-12,20765517240
2005-09-13,20578627584
2005-09-14,20370972412
2005-09-15,20495565515
2005-09-16,20370972412
2005-09-19,21658434481
2005-09-20,20765517240
2005-09-21,20599393102
2005-09-22,21014703446
2005-09-23,21097765515
2005-09-26,21118531033
2005-09-27,21180827584
2005-09-28,21097765515
2005-09-29,21056234481
2005-09-30,21201593102
2005-10-03,21367717239
2005-10-04,21450779308
2005-10-05,21160062067
2005-10-06,21305420688
2005-10-07,21492310343
2005-10-10,21430013791
2005-10-11,21533841377
2005-10-12,21263889653
2005-10-13,20952406895
2005-10-14,21201593102
2005-10-17,21326186205
2005-10-18,21139296550
2005-10-19,21409248274
2005-10-20,21596137929
2005-10-21,21679199998
2005-10-24,21824558619
2005-10-25,21679199998
2005-10-26,21762262067
2005-10-27,21388482757
2005-10-28,21492310343
2005-10-31,21824558619
2005-11-01,21803793102
2005-11-02,22198337929
2005-11-03,22613648274
2005-11-04,22800537929
2005-11-07,22842068964
2005-11-08,22530586205
2005-11-09,22489055170
2005-11-10,22675944826
2005-11-11,22572117239
2005-11-14,22447524136
2005-11-15,22219103446
2005-11-16,22322931033
2005-11-17,22551351722
2005-11-18,22759006895
2005-11-21,22447524136
2005-11-22,22592882757
2005-11-23,22759006895
2005-11-25,22904365515
2005-11-28,22447524136
2005-11-29,22302165515
2005-11-30,22136041377
2005-12-01,22262070923
2005-12-02,22782212767
2005-12-05,22719795745
2005-12-06,22657378724
2005-12-07,22553350355
2005-12-08,22345293618
2005-12-09,22345293618
2005-12-12,22740601419
2005-12-13,22865435462
2005-12-14,23780885107
2005-12-15,23343965958
2005-12-16,23011075178
2005-12-19,22698990072
2005-12-20,23011075178
2005-12-21,22303682270
2005-12-22,22428516313
2005-12-23,22636573050
2005-12-27,22657378724
2005-12-28,22782212767
2005-12-29,22719795745
2005-12-30,22574156029
2006-01-03,22345293618
2006-01-04,22241265249
2006-01-05,22386904965
2006-01-06,22324487944
2006-01-09,22636573050
2006-01-10,22678184398
2006-01-11,22698990072
2006-01-12,22449321987
2006-01-13,22428516313
2006-01-17,22158042554
2006-01-18,22012402838
2006-01-19,22033208511
2006-01-20,21908374469
2006-01-23,21700317731
2006-01-24,21845957448
2006-01-25,21908374469
2006-01-26,21845957448
2006-01-27,21617095036
2006-01-30,21284204256
2006-01-31,21055341845
2006-02-01,21617095036
2006-02-02,21679512057
2006-02-03,21762734752
2006-02-06,21887568795
2006-02-07,21700317731
2006-02-08,21949985816
2006-02-09,21825151774
2006-02-10,21970791490
2006-02-13,21929180143
2006-02-14,21845957448
2006-02-15,21908374469
2006-02-16,22033208511
2006-02-17,22074819859
2006-02-21,22137236880
2006-02-22,22345293618
2006-02-23,22511739008
2006-02-24,22678184398
2006-02-27,22698990072
2006-02-28,22574156029
2006-03-01,21852284560
2006-03-02,21791527513
2006-03-03,21852284560
2006-03-06,22014303352
2006-03-07,21487742278
2006-03-08,21528246976
2006-03-09,21609256372
2006-03-10,21507994627
2006-03-13,21386480533
2006-03-14,21426985231
2006-03-15,21528246976
2006-03-16,21771275164
2006-03-17,21629508721
2006-03-20,21649761070
2006-03-21,21507994627
2006-03-22,21973798654
2006-03-23,21771275164
2006-03-24,21771275164
2006-03-27,21629508721
2006-03-28,21568751674
2006-03-29,21649761070
2006-03-30,21528246976
2006-03-31,21548499325
2006-04-03,21487742278
2006-04-04,21528246976
2006-04-05,21406732882
2006-04-06,21487742278
2006-04-07,21163704694
2006-04-10,21042190600
2006-04-11,20880171808
2006-04-12,20900424157
2006-04-13,21082695298
2006-04-17,20718153016
2006-04-18,20697900667
2006-04-19,20799162412
2006-04-20,20961181204
2006-04-21,21021938251
2006-04-24,20940928855
2006-04-25,20758657714
2006-04-26,20576386573
2006-04-27,20718153016
2006-04-28,20718153016
2006-05-01,20677648318
2006-05-02,20657395969
2006-05-03,20535881875
2006-05-04,20495377177
2006-05-05,20637143620
2006-05-08,20819414761
2006-05-09,20819414761
2006-05-10,20839667110
2006-05-11,20576386573
2006-05-12,20637143620
2006-05-15,20677648318
2006-05-16,20414367781
2006-05-17,20333358385
2006-05-18,20191591943
2006-05-19,19928311406
2006-05-22,19746040265
2006-05-23,19989068453
2006-05-24,20070077849
2006-05-25,20171339594
2006-05-26,20515629526
2006-05-30,20252348990
2006-05-31,20136728811
2006-06-01,20417519850
2006-06-02,20497745861
2006-06-05,20116672308
2006-06-06,20116672308
2006-06-07,20237011325
2006-06-08,20216954822
2006-06-09,20337293839
2006-06-12,20337293839
2006-06-13,20397463347
2006-06-14,20577971872
2006-06-15,20938988923
2006-06-16,20838706409
2006-06-19,20818649906
2006-06-20,20598028375
2006-06-21,20738423895
2006-06-22,21019214934
2006-06-23,21159610454
2006-06-26,21119497448
2006-06-27,20959045426
2006-06-28,19996333291
2006-06-29,20297180833
2006-06-30,20317237336
2006-07-03,20397463347
2006-07-05,20076559302
2006-07-06,19996333291
2006-07-07,19835881269
2006-07-10,19795768263
2006-07-11,19695485749
2006-07-12,19715542252
2006-07-13,19735598755
2006-07-14,19695485749
2006-07-17,19775711760
2006-07-18,19675429246
2006-07-19,19755655258
2006-07-20,19956220286
2006-07-21,20076559302
2006-07-24,20216954822
2006-07-25,20156785314
2006-07-26,20056502800
2006-07-27,19795768263
2006-07-28,20036446297
2006-07-31,19815824766
2006-08-01,19735598755
2006-08-02,19595203235
2006-08-03,19595203235
2006-08-04,19715542252
2006-08-07,19535033727
2006-08-08,19334468699
2006-08-09,19274299190
2006-08-10,19113847168
2006-08-11,19174016676
2006-08-14,19354525202
2006-08-15,19474864218
2006-08-16,19494920721
2006-08-17,19294355693
2006-08-18,19234186185
2006-08-21,19254242688
2006-08-22,19274299190
2006-08-23,19274299190
2006-08-24,19274299190
2006-08-25,19254242688
2006-08-28,19514977224
2006-08-29,20056502800
2006-08-30,19996333291
2006-08-31,20237011325
2006-09-01,20535881875
2006-09-05,20616891271
2006-09-06,20495377177
2006-09-07,20394115432
2006-09-08,20778910063
2006-09-11,20859919459
2006-09-12,21123199996
2006-09-13,21042190600
2006-09-14,20961181204
2006-09-15,21001685902
2006-09-18,20839667110
2006-09-19,20758657714
2006-09-20,20920676506
2006-09-21,20880171808
2006-09-22,21872536909
2006-09-25,21892789258
2006-09-26,22378845633
2006-09-27,22297836237
2006-09-28,22358593284
2006-09-29,22176322144
2006-10-02,22156069795
2006-10-03,22237079191
2006-10-04,22601621472
2006-10-05,22540864425
2006-10-06,22318088586
2006-10-09,22399097982
2006-10-10,22419350331
2006-10-11,22399097982
2006-10-12,22743387915
2006-10-13,22682630868
2006-10-16,22925659056
2006-10-17,22723135566
2006-10-18,22540864425
2006-10-19,22621873821
2006-10-20,22439602680
2006-10-23,22864902009
2006-10-24,23067425499
2006-10-25,23634491271
2006-10-26,23715500667
2006-10-27,23249696640
2006-10-30,23290201338
2006-10-31,23269948989
2006-11-01,23128182546
2006-11-02,23492724828
2006-11-03,23431967781
2006-11-06,23492724828
2006-11-07,23411715432
2006-11-08,23533229526
2006-11-09,23472472479
2006-11-10,23816762412
2006-11-13,23837014761
2006-11-14,23978781204
2006-11-15,24181304694
2006-11-16,24100295298
2006-11-17,24201557043
2006-11-20,24383828183
2006-11-21,24444585230
2006-11-22,24566099324
2006-11-24,24485089928
2006-11-27,24282566439
2006-11-28,24302818788
2006-11-29,24525594626
2006-11-30,25052155700
2006-12-01,24585405022
2006-12-04,24726468821
2006-12-05,24807076707
2006-12-06,24746620793
2006-12-07,24666012907
2006-12-08,24444341223
2006-12-11,24545101079
2006-12-12,24323429395
2006-12-13,24142061653
2006-12-14,24444341223
2006-12-15,24202517567
2006-12-18,24222669538
2006-12-19,24222669538
2006-12-20,25129508248
2006-12-21,25270572047
2006-12-22,25169812191
2006-12-26,25210116133
2006-12-27,25069052334
2006-12-28,24988444449
2006-12-29,24948140506
2007-01-03,24605556993
2007-01-04,24847380649
2007-01-05,24887684592
2007-01-08,24827228678
2007-01-09,25129508248
2007-01-10,25129508248
2007-01-11,25189964162
2007-01-12,25129508248
2007-01-16,25189964162
2007-01-17,25149660219
2007-01-18,25109356277
2007-01-19,25169812191
2007-01-22,24605556993
2007-01-23,24363733337
2007-01-24,24404037280
2007-01-25,24142061653
2007-01-26,23980845882
2007-01-29,24262973481
2007-01-30,24625708965
2007-01-31,24887684592
2007-02-01,25351179933
2007-02-02,25250420076
2007-02-05,25048900363
2007-02-06,25492243732
2007-02-07,25915435130
2007-02-08,26036346958
2007-02-09,26096802872
2007-02-12,26298322585
2007-02-13,26499842298
2007-02-14,26540146241
2007-02-15,26580450184
2007-02-16,26781969897
2007-02-20,26902881725
2007-02-21,26983489610
2007-02-22,27265617209
2007-02-23,27205161295
2007-02-26,27164857352
2007-02-27,26197562729
2007-02-28,26318474556
2007-03-01,26306147362
2007-03-02,25946336836
2007-03-05,25606515784
2007-03-06,26266168415
2007-03-07,26126242099
2007-03-08,26146231573
2007-03-09,26446073678
2007-03-12,26386105257
2007-03-13,26146231573
2007-03-14,26186210520
2007-03-15,26406094731
2007-03-16,26845863152
2007-03-19,27065747362
2007-03-20,27305621046
2007-03-21,27205673678
2007-03-22,27145705257
2007-03-23,27245652625
2007-03-26,27185684204
2007-03-27,26625978941
2007-03-28,26266168415
2007-03-29,26226189468
2007-03-30,26546021047
2007-04-02,26585999994
2007-04-03,26585999994
2007-04-04,26785894731
2007-04-05,26725926310
2007-04-09,26925821046
2007-04-10,26985789468
2007-04-11,26985789468
2007-04-12,27105726310
2007-04-13,26805884204
2007-04-16,27165694731
2007-04-17,27065747362
2007-04-18,26925821046
2007-04-19,26725926310
2007-04-20,26745915783
2007-04-23,26765905257
2007-04-24,26745915783
2007-04-25,26805884204
2007-04-26,26905831573
2007-04-27,27045757889
2007-04-30,26925821046
2007-05-01,26486052626
2007-05-02,26725926310
2007-05-03,26625978941
2007-05-04,26625978941
2007-05-07,26925821046
2007-05-08,26865852625
2007-05-09,26945810520
2007-05-10,26645968415
2007-05-11,26506042099
2007-05-14,26426084204
2007-05-15,26286157889
2007-05-16,26486052626
2007-05-17,26466063152
2007-05-18,26605989468
2007-05-21,27325610520
2007-05-22,27545494731
2007-05-23,27405568415
2007-05-24,27225663152
2007-05-25,27125715783
2007-05-29,27345599994
2007-05-30,27845336836
2007-05-31,28365063151
2007-06-01,28325084204
2007-06-04,28604936836
2007-06-05,28425031572
2007-06-06,27845336836
2007-06-07,27045757889
2007-06-08,26466063152
2007-06-11,26685947362
2007-06-12,26585999994
2007-06-13,26725926310
2007-06-14,26825873678
2007-06-15,26705936836
2007-06-18,26805884204
2007-06-19,27245652625
2007-06-20,26805884204
2007-06-21,26785894731
2007-06-22,26466063152
2007-06-25,26885842099
2007-06-26,26905831573
2007-06-27,29124663151
2007-06-28,29124663151
2007-06-29,29124663151
2007-07-02,29184631572
2007-07-03,29484473678
2007-07-05,29664378941
2007-07-06,29824294730
2007-07-09,29524452625
2007-07-10,29204621046
2007-07-11,29204621046
2007-07-12,29724347362
2007-07-13,29484473678
2007-07-16,29384526309
2007-07-17,29704357888
2007-07-18,29824294730
2007-07-19,29904252625
2007-07-20,29244599993
2007-07-23,29684368414
2007-07-24,29164642099
2007-07-25,28904778941
2007-07-26,28425031572
2007-07-27,27705410520
2007-07-30,28405042099
2007-07-31,28205147362
2007-08-01,28425031572
2007-08-02,28465010520
2007-08-03,28245126309
2007-08-06,28724873678
2007-08-07,29024715783
2007-08-08,28285105257
2007-08-09,26925821046
2007-08-10,27885315783
2007-08-13,28065221046
2007-08-14,27325610520
2007-08-15,26765905257
2007-08-16,26585999994
2007-08-17,27225663152
2007-08-20,27185684204
2007-08-21,27045757889
2007-08-22,27085736836
2007-08-23,27005778941
2007-08-24,27045757889
2007-08-27,26925821046
2007-08-28,26745915783
2007-08-29,27725399994
2007-08-30,27865326309
2007-08-31,28165168415
2007-09-04,28172966671
2007-09-05,27693766671
2007-09-06,27853500004
2007-09-07,27314400004
2007-09-10,27534033337
2007-09-11,27713733337
2007-09-12,27993266671
2007-09-13,28392600004
2007-09-14,28572300004
2007-09-17,28113066671
2007-09-18,29351000004
2007-09-19,29231200004
2007-09-20,29111400004
2007-09-21,28572300004
2007-09-24,28851833338
2007-09-25,29171300004
2007-09-26,29151333338
2007-09-27,29031533338
2007-09-28,29291100004
2007-10-01,29650500004
2007-10-02,29530700004
2007-10-03,29570633338
2007-10-04,29630533338
2007-10-05,30129700005
2007-10-08,29950000005
2007-10-09,30828533338
2007-10-10,30888433338
2007-10-11,30449166671
2007-10-12,31527366671
2007-10-15,31906733338
2007-10-16,31906733338
2007-10-17,31527366671
2007-10-18,31567300005
2007-10-19,31607233338
2007-10-22,31527366671
2007-10-23,32006566672
2007-10-24,31687100005
2007-10-25,31866800005
2007-10-26,32246166672
2007-10-29,32565633338
2007-10-30,32405900005
2007-10-31,33064800005
2007-11-01,31866800005
2007-11-02,31886766671
2007-11-05,31647166671
2007-11-06,31946666672
2007-11-07,31347666671
2007-11-08,31607233338
2007-11-09,31048166671
2007-11-12,31247833338
2007-11-13,31946666672
2007-11-14,31567300005
2007-11-15,31467466671
2007-11-16,31267800005
2007-11-19,30948333338
2007-11-20,31088100005
2007-11-21,31387600005
2007-11-23,31826866671
2007-11-26,31028200005
2007-11-27,31647166671
2007-11-28,32545666672
2007-11-29,32306066672
2007-11-30,32765300005
2007-12-03,33058085101
2007-12-04,32465999995
2007-12-05,32544944676
2007-12-06,32268638293
2007-12-07,32268638293
2007-12-10,32505472335
2007-12-11,31676553187
2007-12-12,31794970208
2007-12-13,32051540421
2007-12-14,31735761697
2007-12-17,31104204250
2007-12-18,31459455314
2007-12-19,31479191484
2007-12-20,32564680846
2007-12-21,32702834037
2007-12-24,32998876591
2007-12-26,32604153186
2007-12-27,32071276591
2007-12-28,31735761697
2007-12-31,31696289357
2008-01-02,31222621272
2008-01-03,30946314889
2008-01-04,30472646804
2008-01-07,30650272336
2008-01-08,30512119144
2008-01-09,30571327655
2008-01-10,30847634038
2008-01-11,29959506378
2008-01-14,29959506378
2008-01-15,28163514889
2008-01-16,28459557442
2008-01-17,27630638294
2008-01-18,27887208506
2008-01-22,28262195740
2008-01-23,28380612761
2008-01-24,28321404251
2008-01-25,27630638294
2008-01-28,28262195740
2008-01-29,28301668081
2008-01-30,29308212761
2008-01-31,30255548931
2008-02-01,30847634038
2008-02-04,29979242548
2008-02-05,29505574463
2008-02-06,29623991485
2008-02-07,29979242548
2008-02-08,29920034038
2008-02-11,29939770208
2008-02-12,30275285102
2008-02-13,30867370208
2008-02-14,30748953187
2008-02-15,30729217016
2008-02-19,30156868080
2008-02-20,30196340421
2008-02-21,29762144676
2008-02-22,29900297868
2008-02-25,30393702123
2008-02-26,30887106378
2008-02-27,30788425527
2008-02-28,30610799995
2008-02-29,29702936166
2008-03-03,29270976000
2008-03-04,29446368000
2008-03-05,29621760000
2008-03-06,29037120000
2008-03-07,28374528000
2008-03-10,27750912000
2008-03-11,28218624000
2008-03-12,29115072000
2008-03-13,29738688000
2008-03-14,29212512000
2008-03-17,28861728000
2008-03-18,30050496000
2008-03-19,30128448000
2008-03-20,32778816000
2008-03-24,33655776000
2008-03-25,33304992000
2008-03-26,32291616000
2008-03-27,32155200000
2008-03-28,32096735999
2008-03-31,33129600000
2008-04-01,33889632000
2008-04-02,33110111999
2008-04-03,33558335999
2008-04-04,33382943999
2008-04-07,32564448000
2008-04-08,32408543999
2008-04-09,32369568000
2008-04-10,32817792000
2008-04-11,32486496000
2008-04-14,32194176000
2008-04-15,32077248000
2008-04-16,32194176000
2008-04-17,32915232000
2008-04-18,33071135999
2008-04-21,33441408000
2008-04-22,33149088000
2008-04-23,32934719999
2008-04-24,33168576000
2008-04-25,33499872000
2008-04-28,33051648000
2008-04-29,33246527999
2008-04-30,32544960000
2008-05-01,33032160000
2008-05-02,32973696000
2008-05-05,32642400000
2008-05-06,32934719999
2008-05-07,32525472000
2008-05-08,31570560000
2008-05-09,31609535999
2008-05-12,31843392000
2008-05-13,31999296000
2008-05-14,32856768000
2008-05-15,33149088000
2008-05-16,32895743999
2008-05-19,33032160000
2008-05-20,32661888000
2008-05-21,31726464000
2008-05-22,31668000000
2008-05-23,31551072000
2008-05-27,32174688000
2008-05-28,32837280000
2008-05-29,33324480000
2008-05-30,33304992000
2008-06-02,32720352000
2008-06-03,32622911999
2008-06-04,33110111999
2008-06-05,34142976000
2008-06-06,33090624000
2008-06-09,33421919999
2008-06-10,33363456000
2008-06-11,32856768000
2008-06-12,32544960000
2008-06-13,33616800000
2008-06-16,33324480000
2008-06-17,33129600000
2008-06-18,33071135999
2008-06-19,33051648000
2008-06-20,32505984000
2008-06-23,32583935999
2008-06-24,32135711999
2008-06-25,32135711999
2008-06-26,28998144000
2008-06-27,29407392000
2008-06-30,29037120000
2008-07-01,28744800000
2008-07-02,28296576000
2008-07-03,28510944000
2008-07-07,27517056000
2008-07-08,28413504000
2008-07-09,27750912000
2008-07-10,27127296000
2008-07-11,27400128000
2008-07-14,27185760000
2008-07-15,28082208000
2008-07-16,28335552000
2008-07-17,28530432000
2008-07-18,28355040000
2008-07-21,28023744000
2008-07-22,28588896000
2008-07-23,28842240000
2008-07-24,28316064000
2008-07-25,28335552000
2008-07-28,27887328000
2008-07-29,28783776000
2008-07-30,29076096000
2008-07-31,28588896000
2008-08-01,28939680000
2008-08-04,29134560000
2008-08-05,30011520000
2008-08-06,30303840000
2008-08-07,29641248000
2008-08-08,30674112000
2008-08-11,30830016000
2008-08-12,30264864000
2008-08-13,30186912000
2008-08-14,30206400000
2008-08-15,30342816000
2008-08-18,30031008000
2008-08-19,29738688000
2008-08-20,29563296000
2008-08-21,29524320000
2008-08-22,29777664000
2008-08-25,29095584000
2008-08-26,28705824000
2008-08-27,29076096000
2008-08-28,29836128000
2008-08-29,29524320000
2008-09-02,29797152000
2008-09-03,30167424000
2008-09-04,29115072000
2008-09-05,28666848000
2008-09-08,29387904000
2008-09-09,29368416000
2008-09-10,29173536000
2008-09-11,29699712000
2008-09-12,30167424000
2008-09-15,29485344000
2008-09-16,29816640000
2008-09-17,29017632000
2008-09-18,31492608000
2008-09-19,31044384000
2008-09-22,30771552000
2008-09-23,29641248000
2008-09-24,28881216000
2008-09-25,31668000000
2008-09-26,33032160000
2008-09-29,31687488000
2008-09-30,32349855999
2008-10-01,32001592000
2008-10-02,30840712000
2008-10-03,30589188000
2008-10-06,29583092000
2008-10-07,28054600000
2008-10-08,26951764000
2008-10-09,25674796000
2008-10-10,26371324000
2008-10-13,27009808000
2008-10-14,27628944000
2008-10-15,24359132000
2008-10-16,27067852000
2008-10-17,27803076000
2008-10-20,28905912000
2008-10-21,27628944000
2008-10-22,25403924000
2008-10-23,24533264000
2008-10-24,23120860000
2008-10-27,22521072000
2008-10-28,25365228000
2008-10-29,25384576000
2008-10-30,26990460000
2008-10-31,27880468000
2008-11-03,27009808000
2008-11-04,27203288000
2008-11-05,25539360000
2008-11-06,24494568000
2008-11-07,23894780000
2008-11-10,23198252000
2008-11-11,22095416000
2008-11-12,21456932000
2008-11-13,23643256000
2008-11-14,22501724000
2008-11-17,22404984000
2008-11-18,22559768000
2008-11-19,21205408000
2008-11-20,21089320000
2008-11-21,23159556000
2008-11-24,24339784000
2008-11-25,23836736000
2008-11-26,25752188000
2008-11-28,25752188000
2008-12-01,23251360000
2008-12-02,24200000000
2008-12-03,25168000000
2008-12-04,25148640000
2008-12-05,25826240000
2008-12-08,27181440000
2008-12-09,25632640000
2008-12-10,24451680000
2008-12-11,23580480000
2008-12-12,23890240000
2008-12-15,23328800000
2008-12-16,24025760000
2008-12-17,24509760000
2008-12-18,25497120000
2008-12-19,24800160000
2008-12-22,23774080000
2008-12-23,23212640000
2008-12-24,23774080000
2008-12-26,24083840000
2008-12-29,23696640000
2008-12-30,24045120000
2008-12-31,24684000000
2009-01-02,25690720000
2009-01-05,25864960000
2009-01-06,25342240000
2009-01-07,24432320000
2009-01-08,24877600000
2009-01-09,24006400000
2009-01-12,24258080000
2009-01-13,23967680000
2009-01-14,22573760000
2009-01-15,22728640000
2009-01-16,22651200000
2009-01-20,21373440000
2009-01-21,22109120000
2009-01-22,22089760000
2009-01-23,22109120000
2009-01-26,22109120000
2009-01-27,22031680000
2009-01-28,23038400000
2009-01-29,22264000000
2009-01-30,21896160000
2009-02-02,21508960000
2009-02-03,22418880000
2009-02-04,22167200000
2009-02-05,22844800000
2009-02-06,23561120000
2009-02-09,23115840000
2009-02-10,21799360000
2009-02-11,21450880000
2009-02-12,21528320000
2009-02-13,21024960000
2009-02-17,20308640000
2009-02-18,21063680000
2009-02-19,20715200000
2009-02-20,20773280000
2009-02-23,20134400000
2009-02-24,20792640000
2009-02-25,20405440000
2009-02-26,19863360000
2009-02-27,20095680000
2009-03-02,19243840000
2009-03-03,19379360000
2009-03-04,20599040000
2009-03-05,19340640000
2009-03-06,19340640000
2009-03-09,18663040000
2009-03-10,20134400000
2009-03-11,21024960000
2009-03-12,21586400000
2009-03-13,21625120000
2009-03-16,21257280000
2009-03-17,21973600000
2009-03-18,22225280000
2009-03-19,22515680000
2009-03-20,21799360000
2009-03-23,23057760000
2009-03-24,22070400000
2009-03-25,22438240000
2009-03-26,23038400000
2009-03-27,22670560000
2009-03-30,22380160000
2009-03-31,22689920000
2009-04-01,22748000000
2009-04-02,24432320000
2009-04-03,25109920000
2009-04-06,24819520000
2009-04-07,24141920000
2009-04-08,24316160000
2009-04-09,25787520000
