,NKE
2023-03-06,184641205000
2023-03-07,183750035000
2023-03-08,184164890000
2023-03-09,181107255000
2023-03-10,180523385000
2023-03-13,179555390000
2023-03-14,182843500000
2023-03-15,181568205000
2023-03-16,185378725000
2023-03-17,184979235000
2023-03-20,186223800000
2023-03-21,192999765000
2023-03-22,183611750000
2023-03-23,185870405000
2023-03-24,185470915000
2023-03-27,181015065000
2023-03-28,181107255000
2023-03-29,185132885000
2023-03-30,184533650000
2023-03-31,188436360000
2023-04-03,186945955000
2023-04-04,190049685000
2023-04-05,185762850000
2023-04-06,184718030000
2023-04-10,187314715000
2023-04-11,189450450000
2023-04-12,190003590000
2023-04-13,194259695000
2023-04-14,193522175000
2023-04-17,193890935000
2023-04-18,193921665000
2023-04-19,193091955000
2023-04-20,191217425000
2023-04-21,192876845000
2023-04-24,195273785000
2023-04-25,191540090000
2023-04-26,190280160000
2023-04-27,193138050000
2023-04-28,194705280000
2023-05-01,196549080000
2023-05-02,195534990000
2023-05-03,194736010000
2023-05-04,190018955000
2023-05-05,194505535000
2023-05-08,194951120000
2023-05-09,192216150000
2023-05-10,189773115000
2023-05-11,187791030000
2023-05-12,184702665000
2023-05-15,184118795000
2023-05-16,178971520000
2023-05-17,179739770000
2023-05-18,182643755000
2023-05-19,176328740000
2023-05-22,169291570000
2023-05-23,167140470000
2023-05-24,166387585000
2023-05-25,165143020000
2023-05-26,165189115000
2023-05-30,163667980000
2023-05-31,160879384000
2023-06-01,158388092000
2023-06-02,164730952000
2023-06-05,160787680000
2023-06-06,162300796000
2023-06-07,163676356000
2023-06-08,162316080000
2023-06-09,161796424000
2023-06-12,163278972000
2023-06-13,163202552000
2023-06-14,172495224000
2023-06-15,171807444000
2023-06-16,173610956000
2023-06-20,167420936000
2023-06-21,168093432000
2023-06-22,168827064000
2023-06-23,167390368000
2023-06-26,170783416000
2023-06-27,173641524000
2023-06-28,172755052000
2023-06-29,173274708000
2023-06-30,168689508000
2023-07-03,166763724000
2023-07-05,163691640000
2023-07-06,160634840000
2023-07-07,159656664000
2023-07-10,161674152000
2023-07-11,164134876000
2023-07-12,164700384000
2023-07-13,164822656000
2023-07-14,164990780000
2023-07-17,166152364000
2023-07-18,167696048000
2023-07-19,167940592000
2023-07-20,164348852000
2023-07-21,166687304000
2023-07-24,166244068000
2023-07-25,165525720000
2023-07-26,167054120000
2023-07-27,164562828000
2023-07-28,166014808000
2023-07-31,168720076000
2023-08-01,167206960000
2023-08-02,164318284000
2023-08-03,166045376000
2023-08-04,166305204000
2023-08-07,168857632000
2023-08-08,167650196000
2023-08-09,167650196000
2023-08-10,166641452000
2023-08-11,165204756000
2023-08-14,164516976000
2023-08-15,162851020000
2023-08-16,162820452000
2023-08-17,160558420000
2023-08-18,160191604000
2023-08-21,157211224000
2023-08-22,155071464000
2023-08-23,150929500000
2023-08-24,149217692000
2023-08-25,151067056000
2023-08-28,152274492000
2023-08-29,155545268000
2023-08-30,156049640000
2023-08-31,154680568000
2023-09-01,155669088000
2023-09-05,152566656000
2023-09-06,152353744000
2023-09-07,148931944000
2023-09-08,148536536000
2023-09-11,147198232000
2023-09-12,146453040000
2023-09-13,146194504000
2023-09-14,147806552000
2023-09-15,146392208000
2023-09-18,145251608000
2023-09-19,143898096000
2023-09-20,143016032000
2023-09-21,139290072000
2023-09-22,138164680000
2023-09-25,137784480000
2023-09-26,137130536000
2023-09-27,135989936000
2023-09-28,136309304000
2023-09-29,145418896000
2023-10-02,143806848000
2023-10-03,144612872000
2023-10-04,145829512000
2023-10-05,145677432000
2023-10-06,147684888000
2023-10-09,147335104000
2023-10-10,148460496000
2023-10-11,150026920000
2023-10-12,150939400000
2023-10-13,151943128000
2023-10-16,155182432000
2023-10-17,156657608000
2023-10-18,157813416000
2023-10-19,156718440000
2023-10-20,156140536000
2023-10-23,156353448000
2023-10-24,159957744000
2023-10-25,157463632000
2023-10-26,152110416000
2023-10-27,149007984000
2023-10-30,154817440000
2023-10-31,156292616000
2023-11-01,153418304000
2023-11-02,159805664000
2023-11-03,162816848000
2023-11-06,163105800000
2023-11-07,166314688000
2023-11-08,166360312000
2023-11-09,162725600000
2023-11-10,161372088000
2023-11-13,158467360000
2023-11-14,160824600000
2023-11-15,163972656000
2023-11-16,163653288000
2023-11-17,161143968000
2023-11-20,161691456000
2023-11-21,162041240000
2023-11-22,164124736000
2023-11-24,163698912000
2023-11-27,164185568000
2023-11-28,165387000000
2023-11-29,167850696000
2023-11-30,166860564000
2023-12-01,171717936000
2023-12-04,174244980000
2023-12-05,174638412000
2023-12-06,175697652000
2023-12-07,173730492000
2023-12-08,175395012000
2023-12-11,179480652000
2023-12-12,181039248000
2023-12-13,183354444000
2023-12-14,183127464000
2023-12-15,183929460000
2023-12-18,183309048000
2023-12-19,185578848000
2023-12-20,183747876000
2023-12-21,185412396000
2023-12-22,163486128000
2023-12-26,163455864000
2023-12-27,162109116000
2023-12-28,164666424000
2023-12-29,164288124000
2024-01-02,161231460000
2024-01-03,157433328000
2024-01-04,154800360000
2024-01-05,154467456000
2024-01-08,156797784000
2024-01-09,155466168000
2024-01-10,157024764000
2024-01-11,160247880000
2024-01-12,158976792000
2024-01-16,153922704000
2024-01-17,152560824000
2024-01-18,152742408000
2024-01-19,154013496000
2024-01-22,152167392000
2024-01-23,154195080000
2024-01-24,152470032000
2024-01-25,152485164000
2024-01-26,155481300000
2024-01-29,157191216000
2024-01-30,157645176000
2024-01-31,153635196000
2024-02-01,153983232000
2024-02-02,152394372000
2024-02-05,150835776000
2024-02-06,155269452000
2024-02-07,157055028000
2024-02-08,157024764000
2024-02-09,158129400000
2024-02-12,162184776000
2024-02-13,158886000000
2024-02-14,160898556000
2024-02-15,160474860000
2024-02-16,156631332000
2024-02-20,156313560000
2024-02-21,159294564000
2024-02-22,159007056000
2024-02-23,159839316000
2024-02-26,158189928000
2024-02-27,159112980000
2024-02-28,157902420000
2024-02-29,156726440000
2024-03-01,153635040000
2024-03-04,150106320000
2024-03-05,148251480000
2024-03-06,147226040000
2024-03-07,148070520000
2024-03-08,149533280000
2024-03-11,152428640000
2024-03-12,151071440000
2024-03-13,152850880000
2024-03-14,151192080000
2024-03-15,150257120000
2024-03-18,148899920000
2024-03-19,150739680000
2024-03-20,151207160000
2024-03-21,152036560000
2024-03-22,141540880000
2024-03-25,141375000000
2024-03-26,139610640000
2024-03-27,141948040000
2024-03-28,141721840000
2024-04-01,139580480000
2024-04-02,137152600000
2024-04-03,136217640000
2024-04-04,134317559999
2024-04-05,133970720000
2024-04-08,135720000000
2024-04-09,137228000000
2024-04-10,134212000000
2024-04-11,138736000000
2024-04-12,138736000000
2024-04-15,140394800000
2024-04-16,140832120000
2024-04-17,143018720000
2024-04-18,144375920000
2024-04-19,142551240000
2024-04-22,142038520000
2024-04-23,141782160000
2024-04-24,142717120000
2024-04-25,141661520000
2024-04-26,141932960000
2024-04-29,141842480000
2024-04-30,139128080000
2024-05-01,136232720000
2024-05-02,139354280000
2024-05-03,138962200000
2024-05-06,140786880000
2024-05-07,141420240000
2024-05-08,141133720000
2024-05-09,140832120000
2024-05-10,137137520000
2024-05-13,139821760000
2024-05-14,139927320000
2024-05-15,138238360000
2024-05-16,138389160000
2024-05-17,139007440000
2024-05-20,138389160000
2024-05-21,139972560000
2024-05-22,139490000000
2024-05-23,137831200000
2024-05-24,138359000000
2024-05-28,138736000000
2024-05-29,138238360000
2024-05-30,140922600000
2024-05-31,143335400000
2024-06-03,142355200000
2024-06-04,142867920000
2024-06-05,142234560000
2024-06-06,144345760000
2024-06-07,145597400000
2024-06-10,144768000000
2024-06-11,144571960000
2024-06-12,141269440000
2024-06-13,142023440000
2024-06-14,140832120000
2024-06-17,143260000000
2024-06-18,142928240000
2024-06-20,144119560000
2024-06-21,146547440000
2024-06-24,146532360000
2024-06-25,142883000000
2024-06-26,141842480000
2024-06-27,142038520000
2024-06-28,113657960000
2024-07-01,115859640000
2024-07-02,114668320000
2024-07-03,113461919999
2024-07-05,113748440000
2024-07-08,110681818170
2024-07-09,109787878776
2024-07-10,109909090898
2024-07-11,111196969685
2024-07-12,111242424231
2024-07-15,108045454534
2024-07-16,110318181807
2024-07-17,110712121201
2024-07-18,109666666655
2024-07-19,110151515140
2024-07-22,113424242412
2024-07-23,111212121201
2024-07-24,107712121201
2024-07-25,108196969686
2024-07-26,109939393928
2024-07-29,111439393928
2024-07-30,112606060594
2024-07-31,113424242412
2024-08-01,111893939382
2024-08-02,112136363625
2024-08-05,108212121201
2024-08-06,109848484837
2024-08-07,110030303019
2024-08-08,112409090897
2024-08-09,112636363625
