,ABT
2013-11-25,59059949610
2013-11-26,58936101748
2013-11-27,59323126319
2013-11-29,59121873542
2013-12-02,59044468628
2013-12-03,58208495553
2013-12-04,57836951964
2013-12-05,57155788719
2013-12-06,58100128673
2013-12-09,57589256239
2013-12-10,57449927393
2013-12-11,56629435301
2013-12-12,56180486798
2013-12-13,56350777610
2013-12-16,56552030387
2013-12-17,56675878250
2013-12-18,59013506662
2013-12-19,58874177816
2013-12-20,58580039142
2013-12-23,59508898113
2013-12-24,59121873542
2013-12-26,59369569268
2013-12-27,59400531233
2013-12-30,59462455165
2013-12-31,57569304161
2014-01-02,57419110307
2014-01-03,58034905108
2014-01-06,58800893762
2014-01-07,58350312201
2014-01-08,58875990689
2014-01-09,58981126387
2014-01-10,59431707948
2014-01-13,58740816221
2014-01-14,59431707948
2014-01-15,59371630407
2014-01-16,59386649792
2014-01-17,59176378397
2014-01-21,58755835606
2014-01-22,57178800141
2014-01-23,56217559477
2014-01-24,54940911720
2014-01-27,54520368929
2014-01-28,54625504627
2014-01-29,53844496587
2014-01-30,54865814793
2014-01-31,55061066803
2014-02-03,53844496587
2014-02-04,54445272002
2014-02-05,54595465856
2014-02-06,55046047417
2014-02-07,55842074842
2014-02-10,55812036072
2014-02-11,56998567517
2014-02-12,57464168463
2014-02-13,58155060191
2014-02-14,58290234659
2014-02-18,58470467284
2014-02-19,58215137732
2014-02-20,58500506055
2014-02-21,58305254045
2014-02-24,58545564211
2014-02-25,58951087616
2014-02-26,59161359011
2014-02-27,59762134427
2014-02-28,59747115041
2014-03-03,59071242699
2014-03-04,60257774144
2014-03-05,59762134427
2014-03-06,59672018114
2014-03-07,59431707948
2014-03-10,59807192583
2014-03-11,59641979343
2014-03-12,59566882417
2014-03-13,58921048845
2014-03-14,58530544825
2014-03-17,59341591636
2014-03-18,59672018114
2014-03-19,59251475324
2014-03-20,58380350972
2014-03-21,57659420473
2014-03-24,57719498015
2014-03-25,57674439859
2014-03-26,57914750025
2014-03-27,57749536786
2014-03-28,57539265390
2014-03-31,57907449760
2014-04-01,57847301799
2014-04-02,58012708693
2014-04-03,58117967625
2014-04-04,58087893644
2014-04-07,57396192089
2014-04-08,56569157621
2014-04-09,56584194611
2014-04-10,56027825969
2014-04-11,55666938201
2014-04-14,56749601505
2014-04-15,57095452283
2014-04-16,57711968886
2014-04-17,58539003354
2014-04-21,58208189567
2014-04-22,58042782673
2014-04-23,58042782673
2014-04-24,57787153838
2014-04-25,57185674224
2014-04-28,57696931896
2014-04-29,57952560731
2014-04-30,58253300538
2014-05-01,58148041606
2014-05-02,57982634712
2014-05-05,58403670441
2014-05-06,58012708693
2014-05-07,58178115586
2014-05-08,58238263548
2014-05-09,58629225296
2014-05-12,59050261025
2014-05-13,59636703648
2014-05-14,60042702387
2014-05-15,59005150054
2014-05-16,58734484228
2014-05-19,59591592677
2014-05-20,59456259764
2014-05-21,59486333745
2014-05-22,59621666658
2014-05-23,59546481706
2014-05-27,59516407726
2014-05-28,59651740639
2014-05-29,59546481706
2014-05-30,60162998310
2014-06-02,59847221513
2014-06-03,59877295494
2014-06-04,59772036561
2014-06-05,60373516174
2014-06-06,60223146271
2014-06-09,60343442194
2014-06-10,60944921807
2014-06-11,60147961320
2014-06-12,59862258503
2014-06-13,59832184523
2014-06-16,59997591416
2014-06-17,59937443455
2014-06-18,60704329962
2014-06-19,61651660353
2014-06-20,61426105498
2014-06-23,61245661614
2014-06-24,60824625884
2014-06-25,61200550643
2014-06-26,61080254720
2014-06-27,60959958797
2014-06-30,61586834967
2014-07-01,62008456331
2014-07-02,62926988588
2014-07-03,63077567647
2014-07-07,62505367224
2014-07-08,61812703555
2014-07-09,62143977484
2014-07-10,62098803766
2014-07-11,62189151201
2014-07-14,62972162306
2014-07-15,61993398425
2014-07-16,61812703555
2014-07-17,63092625553
2014-07-18,64342431739
2014-07-21,64688763574
2014-07-22,64884516350
2014-07-23,64703821480
2014-07-24,64583358233
2014-07-25,64809226821
2014-07-28,64643589856
2014-07-29,64372547551
2014-07-30,64538184515
2014-07-31,63423899482
2014-08-01,63288378329
2014-08-04,63830462940
2014-08-05,62911930683
2014-08-06,62896872777
2014-08-07,62535483036
2014-08-08,62776409530
2014-08-11,63318494141
2014-08-12,62595714660
2014-08-13,63484131105
2014-08-14,63740115505
2014-08-15,63333552047
2014-08-18,63589536446
2014-08-19,64056331528
2014-08-20,63454015294
2014-08-21,63725057599
2014-08-22,63408841576
2014-08-25,63981041999
2014-08-26,64447837080
2014-08-27,64146678963
2014-08-28,63770231317
2014-08-29,63604594352
2014-09-02,63589536446
2014-09-03,64387605457
2014-09-04,64598416139
2014-09-05,64673705668
2014-09-08,64462894986
2014-09-09,64493010798
2014-09-10,64598416139
2014-09-11,64086447340
2014-09-12,64071389434
2014-09-15,64327373833
2014-09-16,64598416139
2014-09-17,65321195620
2014-09-18,65787990702
2014-09-19,65637411643
2014-09-22,65351311432
2014-09-23,63996099905
2014-09-24,64191852681
2014-09-25,63243204612
2014-09-26,63258262517
2014-09-29,63092625553
2014-09-30,62719193700
2014-10-01,62100899172
2014-10-02,62146140235
2014-10-03,63020800786
2014-10-06,63880380984
2014-10-07,62523149093
2014-10-08,63548613188
2014-10-09,62779515117
2014-10-10,62643791928
2014-10-13,61708809959
2014-10-14,61919934920
2014-10-15,60336497714
2014-10-16,60306337005
2014-10-17,61618327833
2014-10-20,62523149093
2014-10-21,63925622047
2014-10-22,62719193700
2014-10-23,63985943464
2014-10-24,64031184527
2014-10-27,63699416732
2014-10-28,64091505945
2014-10-29,64453434449
2014-10-30,65584461024
2014-10-31,65735264568
2014-11-03,65282853937
2014-11-04,65765425276
2014-11-05,65840827048
2014-11-06,65886068111
2014-11-07,65403496772
2014-11-10,66489282285
2014-11-11,66730567954
2014-11-12,66700407245
2014-11-13,67243300002
2014-11-14,66067032363
2014-11-17,65916228820
2014-11-18,65901148465
2014-11-19,65493978898
2014-11-20,66021791300
2014-11-21,66067032363
2014-11-24,66836130434
2014-11-25,66594844765
2014-11-26,66730567954
2014-11-28,67122657167
2014-12-01,66836130434
2014-12-02,68193362325
2014-12-03,68887058625
2014-12-04,68600531892
2014-12-05,68314005160
2014-12-08,68932299688
2014-12-09,68525130120
2014-12-10,66911532206
2014-12-11,67047255395
2014-12-12,65886068111
2014-12-15,65539219961
2014-12-16,65448737835
2014-12-17,66745648308
2014-12-18,69022781814
2014-12-19,69445031735
2014-12-22,69927603074
2014-12-23,68947380042
2014-12-24,68917219333
2014-12-26,69143424648
2014-12-29,68766415790
2014-12-30,68902138979
2014-12-31,67023854456
2015-01-02,66845203578
2015-01-05,66860091151
2015-01-06,66100824919
2015-01-07,66636777553
2015-01-08,68006434286
2015-01-09,67291830773
2015-01-12,67857558554
2015-01-13,66413463955
2015-01-14,65922174041
2015-01-15,65430884126
2015-01-16,66234813077
2015-01-20,65832848601
2015-01-21,65594647431
2015-01-22,66234813077
2015-01-23,65296895967
2015-01-26,65728635589
2015-01-27,65028919650
2015-01-28,64626955174
2015-01-29,67381156212
2015-01-30,66636777553
2015-02-02,67336493493
2015-02-03,68229747883
2015-02-04,67247168054
2015-02-05,67961771566
2015-02-06,67738457969
2015-02-09,66279475797
2015-02-10,66874978724
2015-02-11,66889866297
2015-02-12,67321605919
2015-02-13,68616824786
2015-02-17,69093227128
2015-02-18,69093227128
2015-02-19,69390978591
2015-02-20,70686197458
2015-02-23,70447996287
2015-02-24,70671309885
2015-02-25,70567096873
2015-02-26,70879735909
2015-02-27,70522434153
2015-03-02,70299120555
2015-03-03,70105582104
2015-03-04,69986481519
2015-03-05,70626647165
2015-03-06,69227215287
2015-03-09,69718505201
2015-03-10,68735925372
2015-03-11,68929463823
2015-03-12,70343783275
2015-03-13,69792943067
2015-03-16,71207262519
2015-03-17,70105582104
2015-03-18,70552209300
2015-03-19,70626647165
2015-03-20,70671309885
2015-03-23,70671309885
2015-03-24,69971593946
2015-03-25,69271878006
2015-03-26,69227215287
2015-03-27,69644067336
2015-03-30,70090694531
2015-03-31,69052153073
2015-04-01,68396358828
2015-04-02,68754064780
2015-04-06,69007439829
2015-04-07,68843491268
2015-04-08,69469476683
2015-04-09,70050748855
2015-04-10,70274315074
2015-04-13,69350241366
2015-04-14,69603616415
2015-04-15,69797373805
2015-04-16,69335336951
2015-04-17,68932917756
2015-04-20,69499285512
2015-04-21,70229601830
2015-04-22,72062844832
2015-04-23,72226793393
2015-04-24,72018131588
2015-04-27,70781065172
2015-04-28,70930109319
2015-04-29,70304123904
2015-04-30,69186292805
2015-05-01,69588712000
2015-05-04,70050748855
2015-05-05,69827182635
2015-05-06,69365145781
2015-05-07,69305528122
2015-05-08,70900300490
2015-05-11,70542594538
2015-05-12,70244506245
2015-05-13,70095462098
2015-05-14,72539786101
2015-05-15,72599403760
2015-05-18,72793161150
2015-05-19,73046536199
2015-05-20,73240293590
2015-05-21,73538381883
2015-05-22,73076345028
2015-05-26,72435455199
2015-05-27,73046536199
2015-05-28,73419146565
2015-05-29,72435455199
2015-06-01,72942205297
2015-06-02,72942205297
2015-06-03,72822969979
2015-06-04,72554690516
2015-06-05,72211888979
2015-06-08,72196984564
2015-06-09,71809469783
2015-06-10,72286411052
2015-06-11,73121058272
2015-06-12,72539786101
2015-06-15,71645521222
2015-06-16,72256602223
2015-06-17,72390741955
2015-06-18,74432646762
2015-06-19,74358124688
2015-06-22,74566786493
2015-06-23,74343220274
2015-06-24,73776852517
2015-06-25,73523477468
2015-06-26,74477360006
2015-06-29,73046536199
2015-06-30,73213612250
2015-07-01,73869969002
2015-07-02,73705879814
2015-07-06,74198147378
2015-07-07,74899255727
2015-07-08,73467204631
2015-07-09,73377701438
2015-07-10,74481574157
2015-07-13,74168312980
2015-07-14,74884338528
2015-07-15,73556707825
2015-07-16,74242898975
2015-07-17,74436822560
2015-07-20,74675497743
2015-07-21,74227981776
2015-07-22,76047880043
2015-07-23,76376058419
2015-07-24,76152300435
2015-07-27,75615281274
2015-07-28,75988211247
2015-07-29,76167217634
2015-07-30,75734618866
2015-07-31,75615281274
2015-08-03,75331854495
2015-08-04,75346771694
2015-08-05,75302020097
2015-08-06,75063344915
2015-08-07,74750083738
2015-08-10,75570529678
2015-08-11,75167765307
2015-08-12,74720249340
2015-08-13,74347319367
2015-08-14,74929090124
2015-08-17,75152848108
2015-08-18,75242351302
2015-08-19,74347319367
2015-08-20,72393166310
2015-08-21,70304758462
2015-08-24,65188159236
2015-08-25,63994783323
2015-08-26,65605840806
2015-08-27,68082095825
2015-08-28,68648949383
2015-08-31,67559993863
2015-09-01,64994235650
2015-09-02,65993687977
2015-09-03,65844515988
2015-09-04,64248375705
2015-09-08,65695343999
2015-09-09,64487050887
2015-09-10,64322961699
2015-09-11,64755560468
2015-09-14,64397547694
2015-09-15,65352248424
2015-09-16,65426834419
2015-09-17,65993687977
2015-09-18,64636222877
2015-09-21,64591471280
2015-09-22,63368260969
2015-09-23,62950579400
2015-09-24,62562732228
2015-09-25,60951674746
2015-09-28,58266578942
2015-09-29,58922935694
2015-09-30,59230588391
2015-10-01,60025827519
2015-10-02,60938879851
2015-10-05,60953606502
2015-10-06,58744608924
2015-10-07,59834381062
2015-10-08,60614893540
2015-10-09,61689939028
2015-10-12,61218686211
2015-10-13,60261453927
2015-10-14,59966920917
2015-10-15,61660485727
2015-10-16,62175918495
2015-10-19,62072831941
2015-10-20,61469039270
2015-10-21,62146465194
2015-10-22,64060929762
2015-10-23,64208196267
2015-10-26,64222922917
2015-10-27,64620542481
2015-10-28,65916487727
2015-10-29,66623366952
2015-10-30,65975394329
2015-11-02,66903173312
2015-11-03,67020986516
2015-11-04,66535007049
2015-11-05,66535007049
2015-11-06,67197706322
2015-11-09,66343560592
2015-11-10,67389152779
2015-11-11,66373013893
2015-11-12,65077068647
2015-11-13,64738355685
2015-11-16,66093207533
2015-11-17,65931214378
2015-11-18,67448059381
2015-11-19,67344972827
2015-11-20,67757319042
2015-11-23,66917899962
2015-11-24,66932626613
2015-11-25,66873720011
2015-11-27,66888446661
2015-11-30,66152114135
2015-12-01,66947353263
2015-12-02,66593913651
2015-12-03,65018162045
2015-12-04,66711726855
2015-12-07,67094619769
2015-12-08,67079893118
2015-12-09,66211020737
2015-12-10,66726453506
2015-12-11,65327421706
2015-12-14,65990120980
2015-12-15,67138799720
2015-12-16,67816225644
2015-12-17,66652820253
2015-12-18,64355462772
2015-12-21,64856168890
2015-12-22,65504141512
2015-12-23,66417193845
2015-12-24,66417193845
2015-12-28,66314107291
2015-12-29,67477512682
2015-12-30,66667546904
2015-12-31,65979617802
2016-01-04,63070696776
2016-01-05,63056005256
2016-01-06,62527110524
2016-01-07,61028575450
2016-01-08,59750413182
2016-01-11,59838562304
2016-01-12,60911043288
2016-01-13,59177443889
2016-01-14,60382148556
2016-01-15,59559423417
2016-01-19,59397816694
2016-01-20,58707315238
2016-01-21,58002122262
2016-01-22,58810155880
2016-01-25,58266569628
2016-01-26,59001145645
2016-01-27,59456582775
2016-01-28,53932571131
2016-01-29,55607404449
2016-02-01,56488895668
2016-02-02,55651479010
2016-02-03,55857160294
2016-02-04,55842468774
2016-02-05,54960977554
2016-02-08,55034435156
2016-02-09,54358625221
2016-02-10,54667147147
2016-02-11,53388984879
2016-02-12,54549614985
2016-02-16,55813085733
2016-02-17,56488895668
2016-02-18,56283214384
2016-02-19,56606427831
2016-02-22,57531993612
2016-02-23,56400746546
2016-02-24,57590759693
2016-02-25,58222495067
2016-02-26,58060888344
2016-02-29,56914949758
2016-03-01,57781749457
2016-03-02,57796440978
2016-03-03,57032481921
2016-03-04,57561376652
2016-03-07,57561376652
2016-03-08,57546685132
2016-03-09,57708291856
2016-03-10,57341003847
2016-03-11,59309667572
2016-03-14,59500657336
2016-03-15,58619166116
2016-03-16,59030528685
2016-03-17,59192135409
2016-03-18,59926711426
2016-03-21,59882636865
2016-03-22,60279307913
2016-03-23,59912019905
2016-03-24,59867945344
2016-03-28,60058935109
2016-03-29,60925734808
2016-03-30,61190182174
2016-03-31,61489908209
2016-04-01,62019106558
2016-04-04,62210205962
2016-04-05,61798607246
2016-04-06,63283302615
2016-04-07,62636504633
2016-04-08,62283705733
2016-04-11,62445405229
2016-04-12,62945203670
2016-04-13,63724301240
2016-04-14,63959500506
2016-04-15,63812500965
2016-04-18,64606298489
2016-04-19,64459298947
2016-04-20,64635698397
2016-04-21,64503398810
2016-04-22,64797397893
2016-04-25,64694498214
2016-04-26,64503398810
2016-04-27,64429899039
2016-04-28,59417214674
2016-04-29,57182821643
2016-05-02,57109321872
2016-05-03,56668323248
2016-05-04,56006825311
2016-05-05,56594823477
2016-05-06,55815725907
2016-05-09,55830425861
2016-05-10,56006825311
2016-05-11,55874525724
2016-05-12,55859825770
2016-05-13,55271827604
2016-05-16,56227324623
2016-05-17,55433527099
2016-05-18,55492326916
2016-05-19,54742629254
2016-05-20,55271827604
2016-05-23,54933728658
2016-05-24,55830425861
2016-05-25,56859422652
2016-05-26,57168121689
2016-05-27,57770819809
2016-05-31,58255918296
2016-06-01,58064818892
2016-06-02,58108918754
2016-06-03,57594420359
2016-06-06,57579720405
2016-06-07,57226921505
2016-06-08,57197521597
2016-06-09,57138721781
2016-06-10,56447823936
2016-06-13,55654026411
2016-06-14,55360027328
2016-06-15,55021928383
2016-06-16,55124828062
2016-06-17,54963128566
2016-06-20,55492326916
2016-06-21,55462927007
2016-06-22,56947622377
2016-06-23,58255918296
2016-06-24,55727526182
2016-06-27,54316330584
2016-06-28,55213027787
2016-06-29,56697723156
2016-06-30,57876487349
2016-07-01,58215118539
2016-07-05,58067887587
2016-07-06,60114397824
2016-07-07,60894721871
2016-07-08,61675045918
2016-07-11,62013677108
2016-07-12,62528985441
2016-07-13,61792830680
2016-07-14,62249246632
2016-07-15,61984230918
2016-07-18,61969507823
2016-07-19,61542538061
2016-07-20,62794001155
2016-07-21,63368201869
2016-07-22,63559602107
2016-07-25,63912956393
2016-07-26,64192695202
2016-07-27,64295756869
2016-07-28,65444158297
2016-07-29,65885851154
2016-08-01,66680898296
2016-08-02,66356990201
2016-08-03,66180313058
2016-08-04,65974189725
2016-08-05,66636729010
2016-08-08,66283374725
2016-08-09,66371713296
2016-08-10,65974189725
2016-08-11,66327544011
2016-08-12,66312820915
2016-08-15,66474774963
2016-08-16,66136143773
2016-08-17,65782789487
2016-08-18,65311650440
2016-08-19,65134973297
2016-08-22,65031911630
2016-08-23,64634388059
2016-08-24,63559602107
2016-08-25,63073739965
2016-08-26,63279863298
2016-08-29,63677386869
2016-08-30,63059016870
2016-08-31,61866446156
2016-09-01,62278692822
2016-09-02,61969507823
2016-09-06,62072569489
2016-09-07,61689769013
2016-09-08,61616153537
2016-09-09,60379413538
2016-09-12,60983060442
2016-09-13,59834659014
2016-09-14,60084951633
2016-09-15,60541367585
2016-09-16,61645599728
2016-09-19,61365860918
2016-09-20,61218629966
2016-09-21,61719215204
2016-09-22,62160908061
2016-09-23,62116738775
2016-09-26,61365860918
2016-09-27,62322862108
2016-09-28,62263969727
2016-09-29,61012506633
2016-09-30,62287638679
2016-10-03,62670584672
2016-10-04,62007793530
2016-10-05,62950429821
2016-10-06,63289189738
2016-10-07,63289189738
2016-10-10,64069810417
2016-10-11,60623296477
2016-10-12,60358180020
2016-10-13,60358180020
2016-10-14,60078334871
2016-10-17,59783761030
2016-10-18,60638025169
2016-10-19,58929496892
2016-10-20,60004691411
2016-10-21,59651202802
2016-10-24,59518644574
2016-10-25,59194613348
2016-10-26,58855853431
2016-10-27,59341900269
2016-10-28,58237248365
2016-10-31,57795387604
2016-11-01,57515542455
2016-11-02,57000038233
2016-11-03,56528720087
2016-11-04,57574457223
2016-11-07,58708566511
2016-11-08,58664380435
2016-11-09,59017869044
2016-11-10,59813218415
2016-11-11,59120969888
2016-11-14,57736472836
2016-11-15,58634923051
2016-11-16,58841124739
2016-11-17,59489187189
2016-11-18,58679109127
2016-11-21,58561279590
2016-11-22,56116316710
2016-11-23,57412441610
2016-11-25,57677558067
2016-11-28,57058953001
2016-11-29,57044224309
2016-11-30,56072130634
2016-12-01,55379882108
2016-12-02,55821742869
2016-12-05,56602363548
2016-12-06,56587634856
2016-12-07,56676007008
2016-12-08,56970580849
2016-12-09,57736472836
2016-12-12,57736472836
2016-12-13,58089961445
2016-12-14,57176782538
2016-12-15,57338798150
2016-12-16,56116316710
2016-12-19,56469805319
2016-12-20,56248874938
2016-12-21,56322518399
2016-12-22,56396161859
2016-12-23,56587634856
2016-12-27,56852751313
2016-12-28,56293061015
2016-12-29,56425619243
2016-12-30,56572906164
2017-01-03,67762373708
2017-01-04,68300308045
2017-01-05,68890300543
2017-01-06,70764394362
2017-01-09,70694983479
2017-01-10,71649383109
2017-01-11,71284975978
2017-01-12,70660278038
2017-01-13,71024685170
2017-01-17,70972627008
2017-01-18,70729688921
2017-01-19,70104990981
2017-01-20,70209107304
2017-01-23,70000874658
2017-01-24,69948816496
2017-01-25,69948816496
2017-01-26,71076743331
2017-01-27,71146154214
2017-01-30,71163506934
2017-01-31,72482313695
2017-02-01,73454066045
2017-02-02,74182880308
2017-02-03,74234938470
2017-02-06,73627593251
2017-02-07,74425818396
2017-02-08,73575535089
2017-02-09,73818473177
2017-02-10,74165527587
2017-02-13,74998458173
2017-02-14,75744625157
2017-02-15,76351970376
2017-02-16,76699024786
2017-02-17,77549308093
2017-02-21,78104595150
2017-02-22,78104595150
2017-02-23,78781351251
2017-02-24,79267227426
2017-02-27,78885467574
2017-02-28,78226064194
2017-03-01,79111052941
2017-03-02,79284580147
2017-03-03,78521060443
2017-03-06,78312827797
2017-03-07,78087242430
2017-03-08,78711940369
2017-03-09,79180463824
2017-03-10,79336638308
2017-03-13,79006936618
2017-03-14,77740188019
2017-03-15,78642529487
2017-03-16,78052536988
2017-03-17,78416944120
2017-03-20,78052536988
2017-03-21,77740188019
2017-03-22,77757540739
2017-03-23,77688129857
2017-03-24,77618718975
2017-03-27,77566660813
2017-03-28,77566660813
2017-03-29,77514602652
2017-03-30,77306370005
2017-03-31,77159855354
2017-04-03,77264101950
2017-04-04,76760243403
2017-04-05,76100014963
2017-04-06,75874147338
2017-04-07,76152138261
2017-04-10,75735151877
2017-04-11,75717777445
2017-04-12,75544033118
2017-04-13,74136704074
2017-04-17,75248667763
2017-04-18,75457160955
2017-04-19,75735151877
2017-04-20,76412754750
2017-04-21,75630905281
2017-04-24,76673371240
2017-04-25,76030517232
2017-04-26,76100014963
2017-04-27,75839398473
2017-04-28,75822024040
2017-05-01,75544033118
2017-05-02,75752526310
2017-05-03,75961019502
2017-05-04,77472595141
2017-05-05,77559467304
2017-05-08,77628965035
2017-05-09,77611590602
2017-05-10,77316225248
2017-05-11,76204261559
2017-05-12,76378005885
2017-05-15,76517001346
2017-05-16,75908896204
2017-05-17,74849055813
2017-05-18,74675311486
2017-05-19,74988051274
2017-05-22,75978393934
2017-05-23,75891521771
2017-05-24,75630905281
2017-05-25,76360631452
2017-05-26,77681088333
2017-05-30,78184946880
2017-05-31,79331659434
2017-06-01,80096134470
2017-06-02,80791111776
2017-06-05,80999604967
2017-06-06,80547869719
2017-06-07,80895358371
2017-06-08,81173349294
2017-06-09,82163691954
2017-06-12,81955198762
2017-06-13,82459057309
2017-06-14,82771797096
2017-06-15,83605769863
2017-06-16,83762139757
2017-06-19,84943601176
2017-06-20,84735107985
2017-06-21,84387619332
2017-06-22,85603829617
2017-06-23,85273715397
2017-06-26,84978350042
2017-06-27,84561363658
2017-06-28,84231249438
2017-06-29,84665610254
2017-06-30,84610599395
2017-07-03,84784659463
2017-07-05,85289433663
2017-07-06,83444396934
2017-07-07,84314697278
2017-07-10,83949171134
2017-07-11,83809923079
2017-07-12,84297291271
2017-07-13,83688081030
2017-07-14,85132779601
2017-07-17,84871689498
2017-07-18,84836877484
2017-07-19,86037891958
2017-07-20,88509544933
2017-07-21,88492138927
2017-07-24,88422514899
2017-07-25,88474732920
2017-07-26,87726274624
2017-07-27,87221500425
2017-07-28,86351200082
2017-07-31,85602741786
2017-08-01,85550523766
2017-08-02,85689771821
2017-08-03,85567929772
2017-08-04,85741989841
2017-08-07,85811613869
2017-08-08,85080561580
2017-08-09,84889095504
2017-08-10,83653269017
2017-08-11,84488757346
2017-08-14,85428681717
2017-08-15,84976125539
2017-08-16,86699320219
2017-08-17,85794207862
2017-08-18,84836877484
2017-08-21,85080561580
2017-08-22,86525260150
2017-08-23,86403418102
2017-08-24,85950861924
2017-08-25,85898643903
2017-08-28,87482590528
2017-08-29,87291124453
2017-08-30,87221500425
2017-08-31,88666198995
2017-09-01,89083943160
2017-09-05,88822853057
2017-09-06,89101349167
2017-09-07,89623529373
2017-09-08,90546047737
2017-09-11,91294506033
2017-09-12,90946385895
2017-09-13,90511235724
2017-09-14,89971649511
2017-09-15,90093491559
2017-09-18,90650483778
2017-09-19,89484281318
2017-09-20,90319769648
2017-09-21,89519093332
2017-09-22,91398942074
2017-09-25,91573002143
2017-09-26,91990746307
2017-09-27,90772325827
2017-09-28,93365820850
2017-09-29,92878452658
2017-10-02,93596580535
2017-10-03,93718632708
2017-10-04,94747358165
2017-10-05,95758647597
2017-10-06,95898135795
2017-10-09,95305310955
2017-10-10,96595576782
2017-10-11,94921718412
2017-10-12,95392491078
2017-10-13,95287874930
2017-10-16,95253002881
2017-10-17,96002751943
2017-10-18,97240709696
2017-10-19,97641738264
2017-10-20,98199691054
2017-10-23,97781226461
2017-10-24,96560704733
2017-10-25,96752501004
2017-10-26,96735064980
2017-10-27,96543268708
2017-10-30,94660178042
2017-10-31,94555561893
2017-11-01,94154533326
2017-11-02,94799666239
2017-11-03,96717628955
2017-11-06,95915571819
2017-11-07,96177112190
2017-11-08,96334036412
2017-11-09,96682756906
2017-11-10,95549415301
2017-11-13,96421216535
2017-11-14,95915571819
2017-11-15,95601723375
2017-11-16,96839681128
2017-11-17,96874553177
2017-11-20,96403780511
2017-11-21,97850970560
2017-11-22,97293017770
2017-11-24,97868406584
2017-11-27,97903278634
2017-11-28,97676610313
2017-11-29,96909425227
2017-11-30,98286871177
2017-12-01,97606866214
2017-12-04,95392491078
2017-12-05,95531979276
2017-12-06,95305310955
2017-12-07,95357619029
2017-12-08,95270438906
2017-12-11,95793519646
2017-12-12,97118657523
2017-12-13,96002751943
2017-12-14,95427363128
2017-12-15,96769937029
2017-12-18,98339179251
2017-12-19,99036620239
2017-12-20,99420212782
2017-12-21,99263288560
2017-12-22,99263288560
2017-12-26,99385340733
2017-12-27,100204833893
2017-12-28,100187397868
2017-12-29,99507392905
2018-01-02,103069908763
2018-01-03,103297823172
2018-01-04,103122504396
2018-01-05,103420546316
2018-01-08,103122504396
2018-01-09,103297823172
2018-01-10,103140036273
2018-01-11,103350418805
2018-01-12,103157568151
2018-01-16,102456293045
2018-01-17,103420546316
2018-01-18,103560801337
2018-01-19,103981566401
2018-01-22,104437395220
2018-01-23,103841311380
2018-01-24,108206748917
2018-01-25,110836530566
2018-01-26,111187168119
2018-01-29,110994317465
2018-01-30,109469044109
2018-01-31,108978151534
2018-02-01,109013215289
2018-02-02,108154153284
2018-02-05,102964717497
2018-02-06,103192631906
2018-02-07,102859526231
2018-02-08,98651875592
2018-02-09,100229744582
2018-02-12,100650509646
2018-02-13,101053742832
2018-02-14,102175783002
2018-02-15,104314672077
2018-02-16,105489307880
2018-02-20,103648460725
2018-02-21,103420546316
2018-02-22,103420546316
2018-02-23,104682841507
2018-02-26,106120455475
2018-02-27,106155519231
2018-02-28,105769817922
2018-03-01,103069908763
2018-03-02,104244544566
2018-03-05,105839945433
2018-03-06,106734071194
2018-03-07,107452878178
2018-03-08,108469727082
2018-03-09,111502741917
2018-03-12,111537805672
2018-03-13,110801466811
2018-03-14,110205382970
2018-03-15,109732022273
2018-03-16,110766403055
2018-03-19,109153470311
2018-03-20,109837213539
2018-03-21,109433980353
2018-03-22,106821730582
2018-03-23,104314672077
2018-03-26,107067176869
2018-03-27,105682158534
2018-03-28,103841311380
2018-03-29,105051010938
2018-04-02,102118925521
2018-04-03,103504837756
2018-04-04,104311824626
2018-04-05,105013552340
2018-04-06,100996161179
2018-04-09,102136468714
2018-04-10,103750442455
2018-04-11,102539962149
2018-04-12,103206603477
2018-04-13,102610134921
2018-04-16,103978503962
2018-04-17,104908293183
2018-04-18,104417083783
2018-04-19,105048638725
2018-04-20,103838158419
2018-04-23,103224146670
2018-04-24,102294357450
2018-04-25,102890826006
2018-04-26,104381997398
2018-04-27,104487256555
2018-04-30,101978579978
2018-05-01,103189060284
2018-05-02,101487370579
2018-05-03,101627716122
2018-05-04,103048714742
2018-05-07,104066219926
2018-05-08,102996085163
2018-05-09,104206565469
2018-05-10,106241575839
2018-05-11,107469599337
2018-05-14,108802881993
2018-05-15,106206489453
2018-05-16,106609982888
2018-05-17,107118735481
2018-05-18,108259043015
2018-05-21,108960770729
2018-05-22,107697660844
2018-05-23,108487104522
2018-05-24,109662498442
2018-05-25,109416893743
2018-05-29,107539772109
2018-05-30,108890597957
2018-05-31,107943265544
2018-06-01,109487066514
2018-06-04,110557201277
2018-06-05,110574744470
2018-06-06,111469447305
2018-06-07,110837892363
2018-06-08,110995781098
2018-06-11,110750176398
2018-06-12,110381769349
2018-06-13,109873016756
2018-06-14,110451942120
2018-06-15,110364226156
2018-06-18,110206337420
2018-06-19,109364264164
2018-06-20,109013400307
2018-06-21,108329215787
2018-06-22,108662536450
2018-06-25,106609982888
2018-06-26,106680155660
2018-06-27,106118773489
2018-06-28,107487142530
2018-06-29,106995933131
2018-07-02,107136314952
2018-07-03,106802611675
2018-07-05,107715904852
2018-07-06,109173661269
2018-07-09,109665434518
2018-07-10,110315277739
2018-07-11,109893757812
2018-07-12,110192334427
2018-07-13,110754360997
