,MRK
2004-08-24,98057700000
2004-08-25,97347780000
2004-08-26,95306760000
2004-08-27,95506425000
2004-08-30,95040540000
2004-08-31,95129280000
2004-09-01,94219695000
2004-09-02,95439870000
2004-09-03,96216345000
2004-09-07,96837525000
2004-09-08,96549120000
2004-09-09,95750460000
2004-09-10,96815340000
2004-09-13,96149790000
2004-09-14,96349455000
2004-09-15,96038865000
2004-09-16,95572980000
2004-09-17,95129280000
2004-09-20,94485915000
2004-09-21,94863060000
2004-09-22,94663395000
2004-09-23,93642885000
2004-09-24,93287925000
2004-09-27,94042215000
2004-09-28,95018355000
2004-09-29,95351130000
2004-09-30,69671433000
2004-10-01,70313464000
2004-10-04,72261696000
2004-10-05,70579132000
2004-10-06,66859780000
2004-10-07,65398606000
2004-10-08,64048127000
2004-10-11,64889409000
2004-10-12,65132938000
2004-10-13,63472513000
2004-10-14,63738181000
2004-10-15,64380212000
2004-10-18,65221494000
2004-10-19,65774969000
2004-10-20,66284166000
2004-10-21,65996359000
2004-10-22,64513046000
2004-10-25,64358073000
2004-10-26,64734436000
2004-10-27,65907803000
2004-10-28,66638390000
2004-10-29,66084915000
2004-11-01,59708883000
2004-11-02,56565145000
2004-11-03,58823323000
2004-11-04,57030064000
2004-11-05,55325361000
2004-11-08,56100226000
2004-11-09,54882581000
2004-11-10,55746002000
2004-11-11,55192527000
2004-11-12,55834558000
2004-11-15,57185037000
2004-11-16,58004180000
2004-11-17,57716373000
2004-11-18,57760651000
2004-11-19,57251454000
2004-11-22,57273593000
2004-11-23,57295732000
2004-11-24,57450705000
2004-11-26,58469099000
2004-11-29,58402682000
2004-11-30,59155408000
2004-12-01,58513377000
2004-12-02,60373053000
2004-12-03,60550165000
2004-12-06,59354659000
2004-12-07,58867601000
2004-12-08,60572304000
2004-12-09,60638721000
2004-12-10,60660860000
2004-12-13,61325030000
2004-12-14,62520536000
2004-12-15,64335934000
2004-12-16,67103309000
2004-12-17,66682668000
2004-12-20,66527695000
2004-12-21,67501811000
2004-12-22,68011008000
2004-12-23,68188120000
2004-12-27,67457533000
2004-12-28,67966730000
2004-12-29,68055286000
2004-12-30,68011008000
2004-12-31,67650680000
2005-01-03,65796632000
2005-01-04,65509696000
2005-01-05,65951136000
2005-01-06,66348432000
2005-01-07,65509696000
2005-01-10,66304288000
2005-01-11,65597984000
2005-01-12,65421408000
2005-01-13,64516456000
2005-01-14,64979968000
2005-01-18,65884920000
2005-01-19,65288976000
2005-01-20,64670960000
2005-01-21,63898440000
2005-01-24,62816912000
2005-01-25,65134472000
2005-01-26,65597984000
2005-01-27,65620056000
2005-01-28,58976384000
2005-01-31,59042600000
2005-02-01,58579088000
2005-02-02,59903408000
2005-02-03,59793048000
2005-02-04,59660616000
2005-02-07,59837192000
2005-02-08,60609712000
2005-02-09,60411064000
2005-02-10,60521424000
2005-02-11,61470520000
2005-02-14,61889888000
2005-02-15,61779528000
2005-02-16,61073224000
2005-02-17,60720072000
2005-02-18,68621848000
2005-02-22,65686272000
2005-02-23,66834016000
2005-02-24,67319600000
2005-02-25,67143024000
2005-02-28,66723656000
2005-03-01,67628608000
2005-03-02,66502936000
2005-03-03,66458792000
2005-03-04,66679512000
2005-03-07,66723656000
2005-03-08,66789872000
2005-03-09,66988520000
2005-03-10,67694824000
2005-03-11,67694824000
2005-03-14,67959688000
2005-03-15,67341672000
2005-03-16,66723656000
2005-03-17,66767800000
2005-03-18,67429960000
2005-03-21,67010592000
2005-03-22,67297528000
2005-03-23,67474104000
2005-03-24,67076808000
2005-03-28,66834016000
2005-03-29,67363744000
2005-03-30,68268696000
2005-03-31,67969566000
2005-04-01,67837458000
2005-04-04,68233782000
2005-04-05,69356700000
2005-04-06,69048448000
2005-04-07,70303474000
2005-04-08,69973204000
2005-04-11,69576880000
2005-04-12,70986032000
2005-04-13,72483256000
2005-04-14,73011688000
2005-04-15,73055724000
2005-04-18,72285094000
2005-04-19,72813526000
2005-04-20,71536482000
2005-04-21,71976842000
2005-04-22,71800698000
2005-04-25,71206212000
2005-04-26,70545672000
2005-04-27,70303474000
2005-04-28,70941996000
2005-04-29,71162176000
2005-05-02,71382356000
2005-05-03,72263076000
2005-05-04,73341958000
2005-05-05,72945634000
2005-05-06,71712626000
2005-05-09,71800698000
2005-05-10,71140158000
2005-05-11,70325492000
2005-05-12,70633744000
2005-05-13,70237420000
2005-05-16,70237420000
2005-05-17,69312664000
2005-05-18,69180556000
2005-05-19,68850286000
2005-05-20,68475980000
2005-05-23,68497998000
2005-05-24,68740196000
2005-05-25,68321854000
2005-05-26,67925530000
2005-05-27,68123692000
2005-05-31,68101674000
2005-06-01,67573242000
2005-06-02,67661314000
2005-06-03,67375080000
2005-06-06,67242972000
2005-06-07,67353062000
2005-06-08,66406288000
2005-06-09,65811802000
2005-06-10,65899874000
2005-06-13,66230144000
2005-06-14,66714540000
2005-06-15,66978756000
2005-06-16,67176918000
2005-06-17,67639296000
2005-06-20,67419116000
2005-06-21,67154900000
2005-06-22,67132882000
2005-06-23,65613640000
2005-06-24,64138434000
2005-06-27,64028344000
2005-06-28,65019154000
2005-06-29,64732920000
2005-06-30,64437780000
2005-07-01,64986280000
2005-07-05,65052100000
2005-07-06,63933160000
2005-07-07,62726460000
2005-07-08,64854640000
2005-07-11,65359260000
2005-07-12,66105220000
2005-07-13,66149100000
2005-07-14,66763420000
2005-07-15,66763420000
2005-07-18,66697600000
2005-07-19,66851180000
2005-07-20,66631780000
2005-07-21,65644480000
2005-07-22,65139860000
2005-07-25,64306140000
2005-07-26,64196440000
2005-07-27,65315380000
2005-07-28,65468960000
2005-07-29,64986280000
2005-08-01,64174500000
2005-08-02,64196440000
2005-08-03,64481660000
2005-08-04,63472420000
2005-08-05,64152560000
2005-08-08,63691820000
2005-08-09,64810760000
2005-08-10,65205680000
2005-08-11,65052100000
2005-08-12,63911220000
2005-08-15,64152560000
2005-08-16,63384660000
2005-08-17,63933160000
2005-08-18,63626000000
2005-08-19,58711440000
2005-08-22,58338460000
2005-08-23,57702200000
2005-08-24,58228760000
2005-08-25,58097120000
2005-08-26,57855780000
2005-08-29,58821140000
2005-08-30,59194120000
2005-08-31,59062480000
2005-09-01,59435460000
2005-09-02,60313060000
2005-09-06,60642160000
2005-09-07,61190660000
2005-09-08,61059020000
2005-09-09,61322300000
2005-09-12,60993200000
2005-09-13,59983960000
2005-09-14,60049780000
2005-09-15,60159480000
2005-09-16,60466640000
2005-09-19,59940080000
2005-09-20,58952780000
2005-09-21,58162940000
2005-09-22,57746080000
2005-09-23,57789960000
2005-09-26,58228760000
2005-09-27,57416980000
2005-09-28,57570560000
2005-09-29,57153700000
2005-09-30,56708535000
2005-10-03,56774094000
2005-10-04,56686682000
2005-10-05,56031092000
2005-10-06,55899974000
2005-10-07,53867645000
2005-10-10,56052945000
2005-10-11,55747003000
2005-10-12,55812562000
2005-10-13,55856268000
2005-10-14,56599270000
2005-10-17,56424446000
2005-10-18,56358887000
2005-10-19,56096651000
2005-10-20,56096651000
2005-10-21,54545088000
2005-10-24,56271475000
2005-10-25,56293328000
2005-10-26,56664829000
2005-10-27,56096651000
2005-10-28,57385978000
2005-10-31,58806423000
2005-11-01,59418307000
2005-11-02,59199777000
2005-11-03,61428783000
2005-11-04,60882458000
2005-11-07,61363224000
2005-11-08,61210253000
2005-11-09,61647313000
2005-11-10,62565139000
2005-11-11,62565139000
2005-11-14,63002199000
2005-11-15,62543286000
2005-11-16,62062520000
2005-11-17,61691019000
2005-11-18,63395553000
2005-11-21,63482965000
2005-11-22,63570377000
2005-11-23,64204114000
2005-11-25,64553762000
2005-11-28,61603607000
2005-11-29,62543286000
2005-11-30,61253959000
2005-12-01,61843990000
2005-12-02,62455874000
2005-12-05,62739963000
2005-12-06,62783669000
2005-12-07,63111464000
2005-12-08,61843990000
2005-12-09,60707634000
2005-12-12,59199777000
2005-12-13,60226868000
2005-12-14,60838752000
2005-12-15,62040667000
2005-12-16,62543286000
2005-12-19,67197975000
2005-12-20,66651650000
2005-12-21,66542385000
2005-12-22,66695356000
2005-12-23,67088710000
2005-12-27,66564238000
2005-12-28,66498679000
2005-12-29,67416505000
2005-12-30,66280149000
2006-01-03,68215689000
2006-01-04,69002037000
2006-01-05,69111252000
2006-01-06,68980194000
2006-01-09,70116030000
2006-01-10,69417054000
2006-01-11,69679170000
2006-01-12,69722856000
2006-01-13,69701013000
2006-01-17,69176781000
2006-01-18,68783607000
2006-01-19,69395211000
2006-01-20,69242310000
2006-01-23,68368590000
2006-01-24,68281218000
2006-01-25,69133095000
2006-01-26,70705791000
2006-01-27,72278487000
2006-01-30,71776098000
2006-01-31,71863470000
2006-02-01,72191115000
2006-02-02,70443675000
2006-02-03,71623197000
2006-02-06,70465518000
2006-02-07,70159716000
2006-02-08,71426610000
2006-02-09,71513982000
2006-02-10,71470296000
2006-02-13,71470296000
2006-02-14,72212958000
2006-02-15,73501695000
2006-02-16,74943333000
2006-02-17,75074391000
2006-02-21,74135142000
2006-02-22,74812275000
2006-02-23,73741968000
2006-02-24,73108521000
2006-02-27,73654596000
2006-02-28,72606132000
2006-03-01,72824562000
2006-03-02,73152207000
2006-03-03,73283265000
2006-03-06,72824562000
2006-03-07,72693504000
2006-03-08,72234801000
2006-03-09,71885313000
2006-03-10,72387702000
2006-03-13,73305108000
2006-03-14,73108521000
2006-03-15,73239579000
2006-03-16,73479852000
2006-03-17,74222514000
2006-03-20,74266200000
2006-03-21,74746746000
2006-03-22,75467565000
2006-03-23,75402036000
2006-03-24,75074391000
2006-03-27,75030705000
2006-03-28,74244357000
2006-03-29,74572002000
2006-03-30,74178828000
2006-03-31,72987662328
2006-04-03,73357055081
2006-04-04,73509157980
2006-04-05,74573878270
2006-04-06,72183689864
2006-04-07,71423175371
2006-04-10,71314530443
2006-04-11,70575744936
2006-04-12,70141165226
2006-04-13,70314997110
2006-04-17,70032520298
2006-04-18,71444904356
2006-04-19,71271072472
2006-04-20,72509624646
2006-04-21,71988128994
2006-04-24,71205885516
2006-04-25,70945137690
2006-04-26,71097240588
2006-04-27,71683923197
2006-04-28,71314530443
2006-05-01,70945137690
2006-05-02,71444904356
2006-05-03,70749576820
2006-05-04,71097240588
2006-05-05,71444904356
2006-05-08,71379717400
2006-05-09,71336259429
2006-05-10,71836026096
2006-05-11,71510091313
2006-05-12,71053782617
2006-05-15,71879484067
2006-05-16,72770372472
2006-05-17,71140698559
2006-05-18,72792101458
2006-05-19,71314530443
2006-05-22,71292801458
2006-05-23,71357988414
2006-05-24,70314997110
2006-05-25,71249343487
2006-05-26,71597007255
2006-05-30,68663594211
2006-05-31,68967800008
2006-06-01,70032520298
2006-06-02,70336726095
2006-06-05,69337192762
2006-06-06,70228081168
2006-06-07,70358455081
2006-06-08,70380184066
2006-06-09,70054249284
2006-06-12,69141631892
2006-06-13,69750043487
2006-06-14,69380650733
2006-06-15,71118969574
2006-06-16,71292801458
2006-06-19,71401446385
2006-06-20,72357521748
2006-06-21,73074578270
2006-06-22,73031120299
2006-06-23,72400979719
2006-06-26,72553082617
2006-06-27,71922942038
2006-06-28,72726914501
2006-06-29,74356588415
2006-06-30,75566448000
2006-07-03,75957984000
2006-07-05,76088496000
2006-07-06,76044992000
2006-07-07,76675800000
2006-07-10,76371272000
2006-07-11,77306608000
2006-07-12,76110248000
2006-07-13,76610544000
2006-07-14,74979144000
2006-07-17,75435936000
2006-07-18,76088496000
2006-07-19,77415368000
2006-07-20,77371864000
2006-07-21,77480624000
2006-07-24,80786928000
2006-07-25,81439488000
2006-07-26,83331912000
2006-07-27,85006816000
2006-07-28,85289592000
2006-07-31,83527680000
2006-08-01,84658784000
2006-08-02,85093824000
2006-08-03,86268432000
2006-08-04,85768136000
2006-08-07,84702288000
2006-08-08,85006816000
2006-08-09,85985656000
2006-08-10,85724632000
2006-08-11,84201992000
2006-08-14,84789296000
2006-08-15,84941560000
2006-08-16,85420104000
2006-08-17,80547656000
2006-08-18,81961536000
2006-08-21,82244312000
2006-08-22,82440080000
2006-08-23,83919216000
2006-08-24,83092640000
2006-08-25,83875712000
2006-08-28,84941560000
2006-08-29,85594120000
2006-08-30,84615280000
2006-08-31,84114984000
2006-09-01,84963312000
2006-09-05,85398352000
2006-09-06,85876896000
2006-09-07,84289000000
2006-09-08,85159080000
2006-09-11,85637624000
2006-09-12,87421288000
2006-09-13,85224336000
2006-09-14,85093824000
2006-09-15,85246088000
2006-09-18,84615280000
2006-09-19,85420104000
2006-09-20,86986248000
2006-09-21,87008000000
2006-09-22,87203768000
2006-09-25,87029752000
2006-09-26,86616464000
2006-09-27,87943336000
2006-09-28,87247272000
2006-09-29,86899240000
2006-10-02,86218073000
2006-10-03,86890804000
2006-10-04,86782299000
2006-10-05,85718950000
2006-10-06,86608691000
2006-10-09,86608691000
2006-10-10,86543588000
2006-10-11,87303123000
2006-10-12,88474977000
2006-10-13,89386419000
2006-10-16,90558273000
2006-10-17,90970592000
2006-10-18,92033941000
2006-10-19,92055642000
2006-10-20,94442752000
2006-10-23,94572958000
2006-10-24,95050380000
2006-10-25,95332493000
2006-10-26,95614606000
2006-10-27,95375895000
2006-10-30,94442752000
2006-10-31,93987031000
2006-11-01,94507855000
2006-11-02,93943629000
2006-11-03,93314300000
2006-11-06,94789968000
2006-11-07,94985277000
2006-11-08,91751828000
2006-11-09,88735389000
2006-11-10,89234512000
2006-11-13,89928944000
2006-11-14,90818685000
2006-11-15,91361210000
2006-11-16,92381157000
2006-11-17,93249197000
2006-11-20,92229250000
2006-11-21,91491416000
2006-11-22,91838632000
2006-11-24,91426313000
2006-11-27,90254459000
2006-11-28,90362964000
2006-11-29,92207549000
2006-11-30,92099044000
2006-12-01,93249197000
2006-12-04,92489662000
2006-12-05,93921928000
2006-12-06,92424559000
2006-12-07,90948891000
2006-12-08,90905489000
2006-12-11,91057396000
2006-12-12,90254459000
2006-12-13,89690233000
2006-12-14,90211057000
2006-12-15,91057396000
2006-12-18,90688479000
2006-12-19,90037449000
2006-12-20,89603429000
2006-12-21,89538326000
2006-12-22,88626884000
2006-12-26,88540080000
2006-12-27,89733635000
2006-12-28,90124253000
2006-12-29,90211057000
2007-01-03,90543634170
2007-01-04,92787269613
2007-01-05,91126116449
2007-01-08,91104543031
2007-01-09,90263179740
2007-01-10,90759368348
2007-01-11,91039822778
2007-01-12,92140067082
2007-01-16,92463668347
2007-01-17,92593108854
2007-01-18,94081674676
2007-01-19,93801220246
2007-01-22,93175591132
2007-01-23,94060101259
2007-01-24,95074051892
2007-01-25,94621010119
2007-01-26,94599436702
2007-01-29,93607059487
2007-01-30,92377374677
2007-01-31,92053773411
2007-02-01,92830416449
2007-02-02,92010626575
2007-02-05,91708598727
2007-02-06,91838039234
2007-02-07,91039822778
2007-02-08,90349473411
2007-02-09,90133739234
2007-02-12,90198459487
2007-02-13,90414193664
2007-02-14,90629927841
2007-02-15,90263179740
2007-02-16,91082969613
2007-02-20,91536011385
2007-02-21,90414193664
2007-02-22,88860907588
2007-02-23,88321572145
2007-02-26,91492864550
2007-02-27,88666746829
2007-02-28,90824088601
2007-03-01,90500487335
2007-03-02,90910382272
2007-03-05,91018249360
2007-03-06,91881186069
2007-03-07,90220032905
2007-03-08,91255556955
2007-03-09,91773318980
2007-03-12,91104543031
2007-03-13,89206082272
2007-03-14,89011921512
2007-03-15,88839334170
2007-03-16,88645173411
2007-03-19,89313949360
2007-03-20,89745417715
2007-03-21,91018249360
2007-03-22,90867235436
2007-03-23,91428144297
2007-03-26,90651501259
2007-03-27,89788564550
2007-03-28,88925627841
2007-03-29,90414193664
2007-03-30,90867235436
2007-04-02,93442971422
2007-04-03,94204971422
2007-04-04,94183199993
2007-04-05,94531542850
2007-04-09,94771028565
2007-04-10,95206457136
2007-04-11,94771028565
2007-04-12,96251485707
2007-04-13,104241599993
2007-04-16,104459314278
2007-04-17,103827942850
2007-04-18,103153028564
2007-04-19,104110971421
2007-04-20,106897714278
2007-04-23,107267828564
2007-04-24,107115428564
2007-04-25,108770057135
2007-04-26,108835371421
2007-04-27,107659714278
2007-04-30,106788857135
2007-05-01,105830914278
2007-05-02,106353428564
2007-05-03,107006571421
2007-05-04,107790342850
2007-05-07,108008057135
2007-05-08,108443485707
2007-05-09,108051599992
2007-05-10,106048628564
2007-05-11,107942742850
2007-05-14,108116914278
2007-05-15,109227257135
2007-05-16,109379657135
2007-05-17,108900685707
2007-05-18,110555314278
2007-05-21,111665657135
2007-05-22,112405885706
2007-05-23,112819542849
2007-05-24,111578571421
2007-05-25,111469714278
2007-05-29,110860114278
2007-05-30,109423199992
2007-05-31,108878914278
2007-06-01,108247542850
2007-06-04,107420228564
2007-06-05,106788857135
2007-06-06,105373714278
2007-06-07,104502857136
2007-06-08,104089199993
2007-06-11,105983314278
2007-06-12,104263371421
2007-06-13,105199542850
2007-06-14,104285142850
2007-06-15,105308399993
2007-06-18,105112457135
2007-06-19,104459314278
2007-06-20,102260399993
2007-06-21,102347485707
2007-06-22,100779942850
2007-06-25,100344514279
2007-06-26,101977371421
2007-06-27,104481085707
2007-06-28,104785885707
2007-06-29,103392514278
2007-07-02,103014835700
2007-07-03,103537864272
2007-07-05,103516071415
2007-07-06,102775114272
2007-07-09,102687942843
2007-07-10,101118857129
2007-07-11,101620092843
2007-07-12,105499221414
2007-07-13,105673564271
2007-07-16,105629978557
2007-07-17,104453164272
2007-07-18,103777585700
2007-07-19,102535392843
2007-07-20,101859814272
2007-07-23,108746357128
2007-07-24,107482371414
2007-07-25,110925642842
2007-07-26,107983607128
2007-07-27,104148064272
2007-07-30,104148064272
2007-07-31,103167385700
2007-08-01,106022249986
2007-08-02,107308028557
2007-08-03,104496749986
2007-08-06,106697828557
2007-08-07,107286235700
2007-08-08,108811735700
2007-08-09,106893964271
2007-08-10,105738942843
2007-08-13,105063364271
2007-08-14,103755792843
2007-08-15,103450692843
2007-08-16,102775114272
2007-08-17,103102007129
2007-08-20,103864757129
2007-08-21,103428899986
2007-08-22,104649299986
2007-08-23,104932607129
2007-08-24,105608185700
2007-08-27,104148064272
2007-08-28,102252085700
2007-08-29,103733999986
2007-08-30,103189178557
2007-08-31,104257028557
2007-09-04,103973721414
2007-09-05,102644357129
2007-09-06,104867228557
2007-09-07,103014835700
2007-09-10,103516071415
2007-09-11,103799378557
2007-09-12,103210971415
2007-09-13,103603242843
2007-09-14,102949457129
2007-09-17,102666149986
2007-09-18,105085157129
2007-09-19,107133685700
2007-09-20,106763207128
2007-09-21,107678507128
2007-09-24,107395199985
2007-09-25,108637392842
2007-09-26,109312971414
2007-09-27,108680978557
2007-09-28,107416992843
2007-10-01,108438927326
2007-10-02,106768633786
2007-10-03,107874932104
2007-10-04,109328304405
2007-10-05,110673216086
2007-10-08,109935683874
2007-10-09,110933521573
2007-10-10,110109220865
2007-10-11,109697070511
2007-10-12,110673216086
2007-10-15,110217681485
2007-10-16,109697070511
2007-10-17,110499679095
2007-10-18,110434602723
2007-10-19,109848915378
2007-10-22,113015965466
2007-10-23,116573473784
2007-10-24,116248091926
2007-10-25,118026846085
2007-10-26,119089760156
2007-10-29,119501910510
2007-10-30,119675447501
2007-10-31,120499748208
2007-11-01,118634225554
2007-11-02,115922710068
2007-11-05,115684096705
2007-11-06,115814249448
2007-11-07,112104896263
2007-11-08,113276270953
2007-11-09,115619020333
2007-11-12,115814249448
2007-11-13,118916223164
2007-11-14,118525764934
2007-11-15,119805600244
2007-11-16,120760053695
2007-11-19,120478056085
2007-11-20,119805600244
2007-11-21,116898855643
2007-11-23,119263297147
2007-11-26,119111452279
2007-11-27,121909736261
2007-11-28,124013872279
2007-11-29,123948795907
2007-11-30,122777421217
2007-12-03,121562662279
2007-12-04,120781745819
2007-12-05,122864189712
2007-12-06,123059418827
2007-12-07,125488936703
2007-12-10,125705857942
2007-12-11,124924941482
2007-12-12,123514953429
2007-12-13,123666798296
2007-12-14,123211263695
2007-12-17,123059418827
2007-12-18,123558337677
2007-12-19,122734036969
2007-12-20,121085435553
2007-12-21,122343578739
2007-12-24,123558337677
2007-12-26,122907573960
2007-12-27,121150511925
2007-12-28,121432509536
2007-12-31,119702223000
2008-01-02,118168410000
2008-01-03,118081998000
2008-01-04,117109863000
2008-01-07,119313369000
2008-01-08,122899467000
2008-01-09,124627707000
2008-01-10,124562898000
2008-01-11,124735722000
2008-01-14,123137100000
2008-01-15,119853444000
2008-01-16,120199092000
2008-01-17,113026896000
2008-01-18,109829652000
2008-01-22,105768288000
2008-01-23,103629591000
2008-01-24,102095778000
2008-01-25,98444871000
2008-01-28,101447688000
2008-01-29,98898534000
2008-01-30,96176556000
2008-01-31,94966788000
2008-02-01,94707552000
2008-02-04,97775178000
2008-02-05,94642743000
2008-02-06,94167477000
2008-02-07,94145874000
2008-02-08,91726338000
2008-02-11,93324960000
2008-02-12,95852511000
2008-02-13,97991208000
2008-02-14,96608616000
2008-02-15,97904796000
2008-02-19,96954264000
2008-02-20,96846249000
2008-02-21,95031597000
2008-02-22,94901979000
2008-02-25,96392586000
2008-02-26,95550069000
2008-02-27,93605799000
2008-02-28,93108930000
2008-02-29,91251072000
2008-03-03,90754203000
2008-03-04,90149319000
2008-03-05,89090772000
2008-03-06,87319326000
2008-03-07,86001543000
2008-03-10,84986202000
2008-03-11,87168105000
2008-03-12,87448944000
2008-03-13,86368794000
2008-03-14,84402921000
2008-03-17,86217573000
2008-03-18,88961154000
2008-03-19,88550697000
2008-03-20,89306802000
2008-03-24,91143057000
2008-03-25,92007177000
2008-03-26,92071986000
2008-03-27,92244810000
2008-03-28,91683132000
2008-03-31,77609455000
2008-04-01,78360030000
2008-04-02,75872410000
2008-04-03,78445810000
2008-04-04,81791230000
2008-04-07,83378160000
2008-04-08,83635500000
2008-04-09,83721280000
2008-04-10,85286765000
2008-04-11,84128735000
2008-04-14,84664860000
2008-04-15,84278850000
2008-04-16,82434580000
2008-04-17,80204300000
2008-04-18,81297995000
2008-04-21,81040655000
2008-04-22,78746040000
2008-04-23,78981935000
2008-04-24,81726895000
2008-04-25,83270935000
2008-04-28,84729195000
2008-04-29,75936745000
2008-04-30,77781015000
2008-05-01,79646730000
2008-05-02,80504530000
2008-05-05,79711065000
2008-05-06,79410835000
2008-05-07,79775400000
2008-05-08,79925515000
2008-05-09,79732510000
2008-05-12,81019210000
2008-05-13,80097075000
2008-05-14,81448110000
2008-05-15,81791230000
2008-05-16,81791230000
2008-05-19,81834120000
2008-05-20,81255105000
2008-05-21,80011295000
2008-05-22,79818290000
2008-05-23,79217830000
2008-05-27,78981935000
2008-05-28,79046270000
2008-05-29,79582395000
2008-05-30,79668175000
2008-06-02,78059800000
2008-06-03,78424365000
2008-06-04,78059800000
2008-06-05,79518060000
2008-06-06,76665875000
2008-06-09,75636515000
2008-06-10,74414150000
2008-06-11,73063115000
2008-06-12,72376875000
2008-06-13,72655660000
2008-06-16,71583410000
2008-06-17,70918615000
2008-06-18,71283180000
2008-06-19,72805775000
2008-06-20,71840750000
2008-06-23,73256120000
2008-06-24,75722295000
2008-06-25,75615070000
2008-06-26,74028140000
2008-06-27,75615070000
2008-06-30,76498290000
2008-07-01,77860530000
2008-07-02,77200695000
2008-07-03,78030810000
2008-07-07,74284650000
2008-07-08,75029625000
2008-07-09,75221190000
2008-07-10,75093480000
2008-07-11,74582640000
2008-07-14,74838060000
2008-07-15,74242080000
2008-07-16,74348505000
2008-07-17,75008340000
2008-07-18,76477005000
2008-07-21,71709165000
2008-07-22,63578295000
2008-07-23,64472265000
2008-07-24,65387520000
2008-07-25,66324060000
2008-07-28,65068245000
2008-07-29,65770650000
2008-07-30,66920040000
2008-07-31,66771045000
2008-08-01,67494735000
2008-08-04,67792725000
2008-08-05,70432065000
2008-08-06,71645310000
2008-08-07,70793910000
2008-08-08,72964980000
2008-08-11,72879840000
2008-08-12,73411965000
2008-08-13,72539280000
2008-08-14,72943695000
2008-08-15,73390680000
2008-08-18,72475425000
2008-08-19,71538885000
2008-08-20,70921620000
2008-08-21,70666200000
2008-08-22,71581455000
2008-08-25,71028045000
2008-08-26,71879445000
2008-08-27,72517995000
2008-08-28,73880235000
2008-08-29,72390285000
2008-09-02,70687485000
2008-09-03,70368210000
2008-09-04,69346530000
2008-09-05,69623235000
2008-09-08,72007155000
2008-09-09,69687090000
2008-09-10,68026860000
2008-09-11,68984685000
2008-09-12,68644125000
2008-09-15,66409200000
2008-09-16,65515230000
2008-09-17,63173880000
2008-09-18,64812825000
2008-09-19,64621260000
2008-09-22,63833715000
2008-09-23,62407620000
2008-09-24,63876285000
2008-09-25,65706795000
2008-09-26,65195955000
2008-09-29,61577505000
2008-09-30,63513972000
2008-10-01,64590480000
2008-10-02,62585220000
2008-10-03,63957240000
2008-10-06,60453312000
2008-10-07,58215864000
2008-10-08,57392652000
2008-10-09,52748892000
2008-10-10,52791108000
2008-10-13,59207940000
2008-10-14,58638024000
2008-10-15,53466564000
2008-10-16,56738304000
2008-10-17,57371544000
2008-10-20,62395248000
2008-10-21,60326664000
2008-10-22,56379468000
2008-10-23,58068108000
2008-10-24,55049664000
2008-10-27,53973156000
2008-10-28,59756748000
2008-10-29,57730380000
2008-10-30,60769932000
2008-10-31,62289708000
2008-11-03,60326664000
2008-11-04,62648544000
2008-11-05,57814812000
2008-11-06,56083956000
2008-11-07,58215864000
2008-11-10,56168388000
2008-11-11,55450716000
2008-11-12,53783184000
2008-11-13,57413760000
2008-11-14,55007448000
2008-11-17,52305624000
2008-11-18,52601136000
2008-11-19,50933604000
2008-11-20,47429676000
2008-11-21,49118316000
2008-11-24,51208008000
2008-11-25,51946788000
2008-11-26,52959972000
2008-11-28,53783184000
2008-12-01,50025960000
2008-12-02,53698752000
2008-12-03,53255484000
2008-12-04,50321472000
2008-12-05,53318808000
2008-12-08,54353100000
2008-12-09,52959972000
2008-12-10,54310884000
2008-12-11,53213268000
2008-12-12,54416424000
2008-12-15,53529888000
2008-12-16,56168388000
2008-12-17,54585288000
2008-12-18,55830660000
2008-12-19,57477084000
2008-12-22,58553592000
2008-12-23,59186832000
2008-12-24,58912428000
2008-12-26,58363620000
2008-12-29,56949384000
2008-12-30,59566776000
2008-12-31,61130324659
2009-01-02,62332266192
2009-01-05,61383364982
2009-01-06,60265770223
2009-01-07,59295782318
2009-01-08,59042741996
2009-01-09,57756453688
2009-01-12,57313633123
2009-01-13,57187112961
2009-01-14,55942998041
2009-01-15,56533425461
2009-01-16,56681032316
2009-01-20,56069518202
2009-01-21,55436917395
2009-01-22,55183877072
2009-01-23,56702119009
2009-01-26,55879737960
2009-01-27,57039506106
2009-01-28,57861887156
2009-01-29,58199274253
2009-01-30,57397979897
2009-02-02,57166026268
2009-02-03,60792937562
2009-02-04,60118163368
2009-02-05,60518810545
2009-02-06,61868358934
2009-02-09,61636405305
2009-02-10,58325794414
2009-02-11,59759689577
2009-02-12,59000568608
2009-02-13,57798627075
2009-02-17,57524500058
2009-02-18,57587760139
2009-02-19,57355806510
2009-02-20,56491252074
2009-02-23,56048431509
2009-02-24,57355806510
2009-02-25,56111691589
2009-02-26,52358260134
2009-02-27,48668088759
2009-03-02,47128760128
2009-03-03,46348552466
2009-03-04,46580506096
2009-03-05,44514010126
2009-03-06,45715951659
2009-03-09,42194473833
2009-03-10,44640530287
2009-03-11,44113362948
2009-03-12,48309614968
2009-03-13,54424756104
2009-03-16,52695647231
2009-03-17,53496941587
2009-03-18,54213889168
2009-03-19,52358260134
2009-03-20,53728895216
2009-03-23,56259298444
2009-03-24,55795391186
2009-03-25,55289310540
2009-03-26,55458004089
2009-03-27,54614536346
2009-03-30,53391508119
2009-03-31,53826100000
2009-04-01,54311400000
2009-04-02,54332500000
2009-04-03,53235300000
2009-04-06,53657300000
2009-04-07,52855500000
2009-04-08,53847200000
2009-04-09,52918800000
