,MRK
2013-11-26,138413463037
2013-11-27,139086794182
2013-11-29,139086794182
2013-12-02,140082153264
2013-12-03,138911142579
2013-12-04,137652306092
2013-12-05,136247093269
2013-12-06,137857232962
2013-12-09,138354912503
2013-12-10,137974334030
2013-12-11,136656947009
2013-12-12,134871155713
2013-12-13,135046807316
2013-12-16,134256375104
2013-12-17,133700145028
2013-12-18,136510570673
2013-12-19,136188542735
2013-12-20,137681581359
2013-12-23,137798682427
2013-12-24,137915783496
2013-12-26,138794041510
2013-12-27,138998968380
2013-12-30,139408822120
2013-12-31,139797574070
2014-01-02,138244918700
2014-01-03,138918712540
2014-01-06,138948007924
2014-01-07,139973346376
2014-01-08,139094484846
2014-01-09,138332804853
2014-01-10,139328847921
2014-01-13,148381121682
2014-01-14,148058872454
2014-01-15,146711284774
2014-01-16,146652694006
2014-01-17,145129334020
2014-01-21,144777789408
2014-01-22,143430201728
2014-01-23,144133290952
2014-01-24,145187924789
2014-01-27,146740580159
2014-01-28,147678032457
2014-01-29,145832423244
2014-01-30,149465050902
2014-01-31,147970986301
2014-02-03,145480878632
2014-02-04,149465050902
2014-02-05,149523641671
2014-02-06,150197435511
2014-02-07,152980497023
2014-02-10,153332041635
2014-02-11,155587786229
2014-02-12,153624995478
2014-02-13,153917949322
2014-02-14,154855401621
2014-02-18,155558490845
2014-02-19,153742177016
2014-02-20,155910035457
2014-02-21,156525238528
2014-02-24,156935373909
2014-02-25,156173693916
2014-02-26,157169736984
2014-02-27,158282961589
2014-02-28,159191118503
2014-03-03,157609167749
2014-03-04,159396186193
2014-03-05,158898164660
2014-03-06,159952798496
2014-03-07,160538706183
2014-03-10,160128570802
2014-03-11,158370847742
2014-03-12,158693096969
2014-03-13,155851444688
2014-03-14,155587786229
2014-03-17,157169736984
2014-03-18,157433395443
2014-03-19,156408056991
2014-03-20,155294832386
2014-03-21,152687543180
2014-03-24,150226730895
2014-03-25,154181607781
2014-03-26,156495943144
2014-03-27,155675672382
2014-03-28,156378761606
2014-03-31,156961322003
2014-04-01,155859432065
2014-04-02,156120405997
2014-04-03,155424475510
2014-04-04,155163501577
2014-04-07,152611756457
2014-04-08,152176799902
2014-04-09,157889229319
2014-04-10,154409576883
2014-04-11,154612556608
2014-04-14,153655652188
2014-04-15,154989518955
2014-04-16,155569461028
2014-04-17,156149403101
2014-04-21,158295188770
2014-04-22,159745043952
2014-04-23,158991119258
2014-04-24,159078110569
2014-04-25,158266191667
2014-04-28,156729345174
2014-04-29,162354783280
2014-04-30,161919826725
2014-05-01,164848534193
2014-05-02,160962922305
2014-05-05,162122806451
2014-05-06,157918226423
2014-05-07,154380579779
2014-05-08,151596857829
2014-05-09,152640753560
2014-05-12,152872730390
2014-05-13,154148602950
2014-05-14,155859432065
2014-05-15,154525565297
2014-05-16,154467571090
2014-05-19,155801437857
2014-05-20,154844533437
2014-05-21,156439374137
2014-05-22,156178400205
2014-05-23,157077310417
2014-05-27,156758342277
2014-05-28,155946423375
2014-05-29,159542064227
2014-05-30,159977020781
2014-06-02,160180000507
2014-06-03,160122006300
2014-06-04,160180000507
2014-06-05,160643954165
2014-06-06,159948023678
2014-06-09,160208997611
2014-06-10,161716847000
2014-06-11,162615757213
2014-06-12,161194899134
2014-06-13,161020916512
2014-06-16,160556962854
2014-06-17,160527965751
2014-06-18,161513867274
2014-06-19,161194899134
2014-06-20,162905728249
2014-06-23,161745844103
2014-06-24,160151003403
2014-06-25,162731745627
2014-06-26,161832835414
2014-06-27,159078110569
2014-06-30,157804093591
2014-07-01,159606424609
2014-07-02,161094062910
2014-07-03,161494580914
2014-07-07,159635033038
2014-07-08,158690954886
2014-07-09,159720858325
2014-07-10,159806683611
2014-07-11,159406165607
2014-07-14,158719563315
2014-07-15,157975744164
2014-07-16,158633738028
2014-07-17,157117491299
2014-07-18,159148689748
2014-07-21,158204611595
2014-07-22,159377557179
2014-07-23,158519304313
2014-07-24,158776780173
2014-07-25,158633738028
2014-07-28,158147394738
2014-07-29,159806683611
2014-07-30,158433479026
2014-07-31,154771600132
2014-08-01,154943250705
2014-08-04,155658461427
2014-08-05,152854835398
2014-08-06,152568751110
2014-08-07,151767715102
2014-08-08,154256648413
2014-08-11,154571341130
2014-08-12,155572636140
2014-08-13,157804093591
2014-08-14,160350243760
2014-08-15,159892508898
2014-08-18,159348948750
2014-08-19,160693544906
2014-08-20,162267008493
2014-08-21,160521894333
2014-08-22,161408755628
2014-08-25,162925002357
2014-08-26,164212381656
2014-08-27,164441249087
2014-08-28,163668821508
2014-08-29,163983514225
2014-09-02,163096652930
2014-09-03,164984809235
2014-09-04,163897688938
2014-09-05,166901573969
2014-09-08,166529664394
2014-09-09,165213676666
2014-09-10,165757236814
2014-09-11,163954905796
2014-09-12,162438659067
2014-09-15,162352833780
2014-09-16,163640213079
2014-09-17,163354128790
2014-09-18,164527074373
2014-09-19,165013417664
2014-09-22,165242285095
2014-09-23,164441249087
2014-09-24,164641508089
2014-09-25,162696134926
2014-09-26,162009532634
2014-09-29,162066749491
2014-09-30,160411683877
2014-10-01,158879088172
2014-10-02,159248046397
2014-10-03,162114567995
2014-10-06,161234744534
2014-10-07,158197934525
2014-10-08,162852484446
2014-10-09,160241395466
2014-10-10,158737181162
2014-10-13,151925644691
2014-10-14,152436509927
2014-10-15,148122536829
2014-10-16,144603242986
2014-10-17,146192601495
2014-10-20,146277745701
2014-10-21,149201030103
2014-10-22,150222760574
2014-10-23,153259570584
2014-10-24,155899040966
2014-10-27,152777086750
2014-10-28,151130965437
2014-10-29,152095933103
2014-10-30,155104361711
2014-10-31,156807245829
2014-11-03,159446716211
2014-11-04,160667116495
2014-11-05,161206363132
2014-11-06,160383302475
2014-11-07,160581972289
2014-11-10,159162902191
2014-11-11,160667116495
2014-11-12,160496828083
2014-11-13,161121218926
2014-11-14,159844055838
2014-11-17,160922549113
2014-11-18,162086186593
2014-11-19,161405032946
2014-11-20,160695497897
2014-11-21,161461795750
2014-11-24,160354921074
2014-11-25,160581972289
2014-11-26,161688846966
2014-11-28,163448493887
2014-12-01,163789070711
2014-12-02,164498605760
2014-12-03,163930977720
2014-12-04,164867563985
2014-12-05,166400159691
2014-12-08,167450271564
2014-12-09,162398382015
2014-12-10,162313237809
2014-12-11,160581972289
2014-12-12,156211236387
2014-12-15,154111012642
2014-12-16,153713673015
2014-12-17,155955803770
2014-12-18,159617004623
2014-12-19,161234744534
2014-12-22,159560241819
2014-12-23,154820547691
2014-12-24,155501701338
2014-12-26,156353143397
2014-12-29,156239617789
2014-12-30,156012566574
2014-12-31,153157235704
2015-01-02,154232023323
2015-01-05,156523017985
2015-01-06,162688904851
2015-01-07,166167822671
2015-01-08,169505321067
2015-01-09,168713372295
2015-01-12,168006275177
2015-01-13,167723436330
2015-01-14,168939643372
2015-01-15,166874919789
2015-01-16,169986147107
2015-01-20,168854791718
2015-01-21,167638584676
2015-01-22,168798223949
2015-01-23,168543668986
2015-01-26,169420469412
2015-01-27,168713372295
2015-01-28,165715280515
2015-01-29,167440597483
2015-01-30,162575769313
2015-02-02,164187950741
2015-02-03,164555641242
2015-02-04,159266554802
2015-02-05,159577677533
2015-02-06,158559457684
2015-02-09,157314966757
2015-02-10,158700877107
2015-02-11,158418038260
2015-02-12,158785728761
2015-02-13,158616025453
2015-02-17,158559457684
2015-02-18,158587741568
2015-02-19,157230115102
2015-02-20,157371534526
2015-02-23,157230115102
2015-02-24,157399818411
2015-02-25,157739225027
2015-02-26,159011999839
2015-02-27,157880644451
2015-03-02,157993779990
2015-03-03,157343250641
2015-03-04,156098759714
2015-03-05,156381598561
2015-03-06,153298655128
2015-03-09,154430010516
2015-03-10,152591558010
2015-03-11,151177363774
2015-03-12,151488486506
2015-03-13,151573338160
2015-03-16,154062320015
2015-03-17,152308719163
2015-03-18,155476514250
2015-03-19,156975560140
2015-03-20,157993779990
2015-03-23,158389754376
2015-03-24,158135199413
2015-03-25,157116979564
2015-03-26,155335094827
2015-03-27,155759353097
2015-03-30,157343250641
2015-03-31,154781015041
2015-04-01,153114881144
2015-04-02,153764390968
2015-04-06,153962067871
2015-04-07,154639817253
2015-04-08,153877349198
2015-04-09,154639817253
2015-04-10,154159744774
2015-04-13,152747766896
2015-04-14,155543483095
2015-04-15,157379054337
2015-04-16,155741159998
2015-04-17,153171360259
2015-04-20,155119889732
2015-04-21,155261087519
2015-04-22,155345806192
2015-04-23,154865733713
2015-04-24,155091650174
2015-04-27,153764390968
2015-04-28,161502029742
2015-04-29,160711322130
2015-04-30,160372447440
2015-05-01,161191394609
2015-05-04,163281121869
2015-05-05,162885768063
2015-05-06,162264497797
2015-05-07,162377456027
2015-05-08,163563517445
2015-05-11,161558508857
2015-05-12,160061812306
2015-05-13,159355823367
2015-05-14,160965478149
2015-05-15,162179779124
2015-05-18,161586748415
2015-05-19,162970486736
2015-05-20,162801049391
2015-05-21,161840904433
2015-05-22,159892374961
2015-05-26,158791032216
2015-05-27,160118291421
2015-05-28,160767801246
2015-05-29,163958871251
2015-06-01,163591757003
2015-06-02,162208018682
2015-06-03,162603372488
2015-06-04,160146530979
2015-06-05,158847511331
2015-06-08,158508636640
2015-06-09,158452157525
2015-06-10,160513645227
2015-06-11,158621594870
2015-06-12,155825878671
2015-06-15,153820870083
2015-06-16,155402285307
2015-06-17,155938836901
2015-06-18,157774408143
2015-06-19,156277711592
2015-06-22,158423917967
2015-06-23,158960469561
2015-06-24,156814263186
2015-06-25,155910597343
2015-06-26,157492012567
2015-06-29,154272703004
2015-06-30,152105286705
2015-07-01,153898716762
2015-07-02,154094873175
2015-07-06,153786627384
2015-07-07,154935543514
2015-07-08,153226180491
2015-07-09,153310247525
2015-07-10,154851476480
2015-07-13,154627297723
2015-07-14,155495990407
2015-07-15,155552035096
2015-07-16,157177331085
2015-07-17,157177331085
2015-07-20,157653710944
2015-07-21,156756995916
2015-07-22,155327856339
2015-07-23,155159722271
2015-07-24,153394314559
2015-07-27,152273420773
2015-07-28,153702560350
2015-07-29,156420727780
2015-07-30,156364683091
2015-07-31,157541621566
2015-08-03,157793822667
2015-08-04,156841062950
2015-08-05,157905912046
2015-08-06,156112481989
2015-08-07,154907521169
2015-08-10,156084459644
2015-08-11,154347074277
2015-08-12,155664124475
2015-08-13,157597666255
2015-08-14,158130090803
2015-08-17,159531208035
2015-08-18,159419118656
2015-08-19,159419118656
2015-08-20,152161331395
2015-08-21,149022828795
2015-08-24,144259030206
2015-08-25,136721019498
2015-08-26,145407946336
2015-08-27,146837085913
2015-08-28,147957979699
2015-08-31,143894739726
2015-09-01,140363924301
2015-09-02,141568885121
2015-09-03,140672170092
2015-09-04,137841913284
2015-09-08,140784259471
2015-09-09,138766650657
2015-09-10,140868326505
2015-09-11,139186985826
2015-09-14,139859522098
2015-09-15,143082091731
2015-09-16,143950784415
2015-09-17,144174963172
2015-09-18,139299075205
2015-09-21,136216617295
2015-09-22,135572103368
2015-09-23,136356729018
2015-09-24,135179790543
2015-09-25,132517667802
2015-09-28,129379165202
2015-09-29,129995656784
2015-09-30,130963320957
2015-10-01,130935509676
2015-10-02,132965733170
2015-10-05,135858106366
2015-10-06,132075772186
2015-10-07,135107201786
2015-10-08,135301880751
2015-10-09,135107201786
2015-10-12,134467542329
2015-10-13,131185811203
2015-10-14,131380490168
2015-10-15,134495353610
2015-10-16,136525577103
2015-10-19,136303086857
2015-10-20,133633203907
2015-10-21,134161618241
2015-10-22,137916141140
2015-10-23,140224477440
2015-10-26,140307911282
2015-10-27,141781909161
2015-10-28,146120468955
2015-10-29,145508620779
2015-10-30,144952395164
2015-11-02,146148280236
2015-11-03,146148280236
2015-11-04,147260731465
2015-11-05,145981412551
2015-11-06,144813338761
2015-11-09,143839943935
2015-11-10,144340546988
2015-11-11,142449379899
2015-11-12,140641646651
2015-11-13,140641646651
2015-11-16,142393757337
2015-11-17,142421568618
2015-11-18,143812132654
2015-11-19,143951189058
2015-11-20,143478397286
2015-11-23,143228095759
2015-11-24,141809720442
2015-11-25,142449379899
2015-11-27,143089039355
2015-11-30,140586024090
2015-12-01,144702093638
2015-12-02,142727492706
2015-12-03,139473572860
2015-12-04,142254700933
2015-12-07,142365946056
2015-12-08,141781909161
2015-12-09,140085421037
2015-12-10,142365946056
2015-12-11,138305499070
2015-12-14,138416744193
2015-12-15,140280100002
2015-12-16,143255907040
2015-12-17,139640440545
2015-12-18,136942746314
2015-12-21,137554594490
2015-12-22,138166442666
2015-12-23,140502590247
2015-12-24,140141043598
2015-12-28,140113232317
2015-12-29,141448173792
2015-12-30,141225683546
2015-12-31,139502370002
2016-01-04,138588417608
2016-01-05,140360931342
2016-01-06,138422244445
2016-01-07,137231336780
2016-01-08,134904912504
2016-01-11,135348040937
2016-01-12,136677426238
2016-01-13,133797091420
2016-01-14,136788208346
2016-01-15,135043390139
2016-01-19,135569605154
2016-01-20,133492440622
2016-01-21,134461784070
2016-01-22,135597300681
2016-01-25,134461784070
2016-01-26,135874255952
2016-01-27,133021616661
2016-01-28,129919717626
2016-01-29,133824786947
2016-02-01,134018655636
2016-02-02,133132398769
2016-02-03,132163055321
2016-02-04,128313377054
2016-02-05,130418237113
2016-02-08,128950374177
2016-02-09,129836631044
2016-02-10,130805974493
2016-02-11,129005765231
2016-02-12,129476589192
2016-02-16,131470667143
2016-02-17,133630918257
2016-02-18,132883139025
2016-02-19,132356924010
2016-02-22,134074046691
2016-02-23,133464745094
2016-02-24,133520136149
2016-02-25,134683348287
2016-02-26,133741700365
2016-02-29,132606183754
2016-03-01,136649730711
2016-03-02,138034507066
2016-03-03,137591378632
2016-03-04,137535987578
2016-03-07,139003850514
2016-03-08,138505331027
2016-03-09,138283766810
2016-03-10,140056280544
2016-03-11,140499408978
2016-03-14,140167062653
2016-03-15,138422244445
2016-03-16,137175945726
2016-03-17,136095820169
2016-03-18,137979116012
2016-03-21,139446978948
2016-03-22,140056280544
2016-03-23,140167062653
2016-03-24,140139367126
2016-03-28,139502370002
2016-03-29,140804059776
2016-03-30,140554800032
2016-03-31,139525906668
2016-04-01,141600127283
2016-04-04,143453097698
2016-04-05,143038253575
2016-04-06,146688881857
2016-04-07,146135756360
2016-04-08,145997474985
2016-04-11,145167786740
2016-04-12,145942162436
2016-04-13,147573882652
2016-04-14,148873727571
2016-04-15,148044039325
2016-04-18,149012008945
2016-04-19,149952322290
2016-04-20,149205602869
2016-04-21,149260915419
2016-04-22,149620446992
2016-04-25,148265289524
2016-04-26,147795132851
2016-04-27,148486539723
2016-04-28,146993100880
2016-04-29,144614661242
2016-05-02,145831537336
2016-05-03,145250755564
2016-05-04,144531692418
2016-05-05,142651065727
2016-05-06,141351220809
2016-05-09,142678722002
2016-05-10,144199817120
2016-05-11,143231847499
2016-05-12,142706378277
2016-05-13,142097940230
2016-05-16,144116848295
2016-05-17,143259503774
2016-05-18,144172160845
2016-05-19,143923254371
2016-05-20,145333724389
2016-05-23,144835911441
2016-05-24,146633569307
2016-05-25,149177946594
2016-05-26,148707789922
2016-05-27,148956696395
2016-05-31,148375914623
2016-06-01,148541852273
2016-06-02,149841697191
2016-06-03,149371540518
2016-06-06,150754354261
2016-06-07,150311853864
2016-06-08,151943574080
2016-06-09,150782010536
2016-06-10,149814040916
2016-06-13,147961070501
2016-06-14,148348258349
2016-06-15,147905757951
2016-06-16,151639355057
2016-06-17,147380288728
2016-06-20,148044039325
2016-06-21,148348258349
2016-06-22,150422478963
2016-06-23,152109511730
2016-06-24,147352632454
2016-06-27,145859193611
2016-06-28,146578256758
2016-06-29,150450135238
2016-06-30,151698049056
2016-07-01,152581780637
2016-07-05,152719863696
2016-07-06,155785307615
2016-07-07,154791109587
2016-07-08,156282406628
2016-07-11,156254790017
2016-07-12,156945205314
2016-07-13,156807122254
2016-07-14,157083288373
2016-07-15,157028055149
2016-07-18,155426291660
2016-07-19,154459710244
2016-07-20,154818726199
2016-07-21,154818726199
2016-07-22,154901576034
2016-07-25,154211160737
2016-07-26,153686445112
2016-07-27,154321627185
2016-07-28,153852144783
2016-07-29,154459710244
2016-08-01,154459710244
2016-08-02,153603595276
2016-08-03,151808515504
2016-08-04,152305614518
2016-08-05,168157549737
2016-08-08,165533971608
2016-08-09,164567390192
2016-08-10,164954022759
2016-08-11,167549984275
2016-08-12,166831952367
2016-08-15,166749102531
2016-08-16,166003454010
2016-08-17,166666252695
2016-08-18,167549984275
2016-08-19,166859568978
2016-08-22,167356667992
2016-08-23,167439517828
2016-08-24,165174955654
2016-08-25,164097907790
2016-08-26,165506354996
2016-08-29,165920604175
2016-08-30,165147339042
2016-08-31,165340655325
2016-09-01,165644438056
2016-09-02,165837754339
2016-09-06,166528169636
2016-09-07,165561588220
2016-09-08,166528169636
2016-09-09,164567390192
2016-09-12,166390086577
2016-09-13,162772310420
2016-09-14,161557179498
2016-09-15,164263607462
2016-09-16,164015057955
2016-09-19,161501946274
2016-09-20,163103709763
2016-09-21,165119722430
2016-09-22,165948220786
2016-09-23,165782521115
2016-09-26,163656042000
2016-09-27,164760706476
2016-09-28,166693869307
2016-09-29,163020859927
2016-09-30,163577000972
2016-10-03,163851874104
2016-10-04,163714437538
2016-10-05,164594031561
2016-10-06,164236696489
2016-10-07,164511569621
2016-10-10,167480199449
2016-10-11,162312584564
2016-10-12,161597914420
2016-10-13,163824386791
2016-10-14,162862330828
2016-10-17,161240579348
2016-10-18,162724894262
2016-10-19,162147660684
2016-10-20,162285097250
2016-10-21,160415959951
2016-10-24,159234005483
2016-10-25,162367559190
2016-10-26,159536365928
2016-10-27,160635858457
2016-10-28,154231314477
2016-10-31,153901466718
2016-11-01,155413268945
2016-11-02,154231314477
2016-11-03,153131821948
2016-11-04,154176339850
2016-11-07,157392355497
2016-11-08,158601797279
2016-11-09,168222356906
2016-11-10,170256418084
2016-11-11,167617636015
2016-11-14,166518143486
2016-11-15,166820503932
2016-11-16,164154234549
2016-11-17,164346645742
2016-11-18,162147660684
2016-11-21,163274640526
2016-11-22,161707863673
2016-11-23,161570427107
2016-11-25,163054742021
2016-11-28,161982736805
2016-11-29,162999767394
2016-11-30,160388472638
2016-12-01,159261492796
2016-12-02,160223548759
2016-12-05,157914614448
2016-12-06,157997076388
2016-12-07,157419842810
2016-12-08,157584766690
2016-12-09,160470934578
2016-12-12,161762838299
2016-12-13,161955249492
2016-12-14,161982736805
2016-12-15,163467051719
2016-12-16,163659462911
2016-12-19,160251036072
2016-12-20,158574309966
2016-12-21,155770604017
2016-12-22,156155426402
2016-12-23,156100451776
2016-12-27,156705172667
2016-12-28,155358294319
2016-12-29,154753573428
2016-12-30,154286289103
2017-01-03,157163997775
2017-01-04,157136593416
2017-01-05,157081784698
2017-01-06,157492850081
2017-01-09,159657794427
2017-01-10,156588506240
2017-01-11,161055416726
2017-01-12,162562656460
2017-01-13,162891508766
2017-01-17,160644351344
2017-01-18,159849624938
2017-01-19,157657276233
2017-01-20,163384787225
2017-01-23,161521290826
2017-01-24,159959242373
2017-01-25,159602985709
2017-01-26,159931838015
2017-01-27,161356864673
2017-01-30,160534733908
2017-01-31,161987164925
2017-02-01,162261208514
2017-02-02,167714675917
2017-02-03,167988719505
2017-02-06,169687789751
2017-02-07,167769484634
2017-02-08,168070932581
2017-02-09,168262763093
2017-02-10,167632462840
2017-02-13,169249320010
2017-02-14,171578690509
2017-02-15,170263281286
2017-02-16,170537324874
2017-02-17,170866177180
2017-02-21,171112816409
2017-02-22,170619537951
2017-02-23,172071968967
2017-02-24,172894099732
2017-02-27,172071968967
2017-02-28,172126777685
2017-03-01,173003717167
2017-03-02,172674864861
2017-03-03,173990274084
2017-03-06,173688826137
2017-03-07,172346012556
2017-03-08,171934947173
2017-03-09,172181586403
2017-03-10,171414264356
2017-03-13,167632462840
2017-03-14,167769484634
2017-03-15,169057489498
2017-03-16,167714675917
2017-03-17,166974758229
2017-03-20,167522845405
2017-03-21,167002162588
2017-03-22,165933392594
2017-03-23,165357901059
2017-03-24,165083857471
2017-03-27,165111261830
2017-03-28,165522327212
2017-03-29,166289649259
2017-03-30,165796370800
2017-03-31,165236732719
2017-04-03,165045833705
2017-04-04,165563988173
2017-04-05,165318546582
2017-04-06,164445865373
2017-04-07,164173152495
2017-04-10,162645960379
2017-04-11,162727774242
2017-04-12,163954982193
2017-04-13,162809588106
2017-04-17,163300471286
2017-04-18,161936906897
2017-04-19,162891401969
2017-04-20,162645960379
2017-04-21,160927869248
2017-04-24,161582380155
2017-04-25,161991449472
2017-04-26,163055029696
2017-04-27,162727774242
2017-04-28,162073263335
2017-05-01,162209619774
2017-05-02,163055029696
2017-05-03,165454903021
2017-05-04,164800392114
2017-05-05,166354855519
2017-05-08,166463940670
2017-05-09,164582221812
2017-05-10,166273041655
2017-05-11,167554792181
2017-05-12,165318546582
2017-05-15,165154918856
2017-05-16,165891243626
2017-05-17,163818625754
2017-05-18,166136685216
2017-05-19,165863972338
2017-05-22,166518483245
2017-05-23,167854776347
2017-05-24,168836542707
2017-05-25,169136526873
2017-05-26,168809271420
2017-05-30,168700186268
2017-05-31,169300154600
2017-06-01,169709223917
2017-06-02,170254649672
2017-06-05,169218340736
2017-06-06,168154760513
2017-06-07,166573025821
2017-06-08,164336780222
2017-06-09,167445707030
2017-06-12,167445707030
2017-06-13,164527679237
2017-06-14,164773120827
2017-06-15,164309508934
2017-06-16,163736811891
2017-06-19,165591259460
2017-06-20,167800233771
2017-06-21,170227378385
2017-06-22,171672756638
2017-06-23,172054554667
2017-06-26,171427315047
2017-06-27,170418277399
2017-06-28,169436511039
2017-06-29,167309350591
2017-06-30,166646970000
2017-07-03,167110560000
2017-07-05,166837860000
2017-07-06,164083590000
2017-07-07,164219940000
2017-07-10,163374570000
2017-07-11,162092880000
2017-07-12,163238220000
2017-07-13,163538190000
2017-07-14,163974510000
2017-07-17,162801900000
2017-07-18,162283770000
2017-07-19,162829170000
2017-07-20,163647270000
2017-07-21,162856440000
2017-07-24,162692820000
2017-07-25,162147420000
2017-07-26,160702110000
2017-07-27,165610710000
2017-07-28,166701510000
2017-07-31,166101570000
2017-08-01,166210650000
2017-08-02,164956230000
2017-08-03,165174390000
2017-08-04,164083590000
2017-08-07,163401840000
2017-08-08,162038340000
2017-08-09,162501930000
2017-08-10,161683830000
2017-08-11,162201960000
2017-08-14,162965520000
2017-08-15,162529200000
2017-08-16,163047330000
2017-08-17,160811190000
2017-08-18,159884010000
2017-08-21,161138430000
2017-08-22,162311040000
2017-08-23,161602020000
2017-08-24,163074600000
2017-08-25,163647270000
2017-08-28,164656260000
2017-08-29,164138130000
2017-08-30,164138130000
2017-08-31,166047030000
2017-09-01,165965220000
2017-09-05,165419820000
2017-09-06,166428810000
2017-09-07,167246910000
2017-09-08,167110560000
2017-09-11,169346700000
2017-09-12,170219340000
2017-09-13,170192070000
2017-09-14,171937350000
2017-09-15,172046430000
2017-09-18,171582840000
2017-09-19,171473760000
2017-09-20,171064710000
2017-09-21,170573850000
2017-09-22,169346700000
2017-09-25,169483050000
2017-09-26,168392250000
2017-09-27,167901390000
2017-09-28,167165100000
2017-09-29,166483350000
2017-10-02,165976444472
2017-10-03,165518020499
2017-10-04,166111275052
2017-10-05,166111275052
2017-10-06,165976444472
2017-10-09,165410156034
2017-10-10,165733749427
2017-10-11,164007917998
2017-10-12,164115782462
2017-10-13,162983205587
2017-10-16,162875341123
2017-10-17,162551747730
2017-10-18,163306798980
2017-10-19,163927019650
2017-10-20,164250613043
2017-10-23,163010171703
2017-10-24,162282086569
2017-10-25,160583221256
2017-10-26,159396712148
2017-10-27,149742842592
2017-10-30,140682227589
2017-10-31,141653007768
2017-11-01,142300194554
2017-11-02,142381092902
2017-11-03,144133890447
2017-11-06,143675466474
2017-11-07,142947381340
2017-11-08,145482196251
2017-11-09,144538382188
2017-11-10,142650754063
2017-11-13,141679973884
2017-11-14,141383346607
2017-11-15,140897956518
2017-11-16,141868736696
2017-11-17,141922668929
2017-11-20,139118192856
2017-11-21,139549650714
2017-11-22,139792345758
2017-11-24,139738413526
2017-11-27,140250769732
2017-11-28,141248516027
2017-11-29,142354126786
2017-11-30,142111431741
2017-12-01,143648500358
2017-12-04,144565348304
2017-12-05,143405805313
2017-12-06,139738413526
2017-12-07,140817058169
2017-12-08,142893449107
2017-12-11,144861975581
2017-12-12,146749603707
2017-12-13,146345111966
2017-12-14,144026025983
2017-12-15,144619280537
2017-12-18,144565348304
2017-12-19,144592314420
2017-12-20,144268721028
2017-12-21,145536128483
2017-12-22,144915907813
2017-12-26,144861975581
2017-12-27,144861975581
2017-12-28,145536128483
2017-12-29,144673212769
2018-01-02,144343926942
2018-01-03,144128528431
2018-01-04,146470987235
2018-01-05,146309438352
2018-01-08,145474769123
2018-01-09,145824791703
2018-01-10,147117182767
2018-01-11,147871077554
2018-01-12,150590483751
2018-01-16,159367973059
2018-01-17,159260273804
2018-01-18,156944739815
2018-01-19,157321687208
2018-01-22,157240912767
2018-01-23,158398679761
2018-01-24,157079363884
2018-01-25,157375536836
2018-01-26,159287198618
2018-01-29,158237130878
2018-01-30,155706198378
2018-01-31,152125198139
2018-02-01,153686837341
2018-02-02,150348160426
2018-02-05,144801648777
2018-02-06,142378415533
2018-02-07,143455408086
2018-02-08,140520603378
2018-02-09,140870625958
2018-02-12,142297641091
2018-02-13,140951400400
2018-02-14,140951400400
2018-02-15,143751581038
2018-02-16,144505475825
2018-02-20,141139874096
2018-02-21,140035956729
2018-02-22,140089806357
2018-02-23,140870625958
2018-02-26,143913129921
2018-02-27,140493678564
2018-02-28,139201287501
2018-03-01,137855046809
2018-03-02,139551310080
2018-03-05,139659009336
2018-03-06,139416686011
2018-03-07,139847483033
2018-03-08,140601377820
2018-03-09,141570671118
2018-03-12,142136092208
2018-03-13,142163017022
2018-03-14,140682152261
2018-03-15,141839919256
2018-03-16,142916911809
2018-03-19,140251355240
2018-03-20,140278280054
2018-03-21,140412904123
2018-03-22,138932039362
2018-03-23,137128076836
2018-03-26,138743565665
2018-03-27,137989670878
2018-03-28,141436047048
2018-03-29,139847483033
2018-04-02,135611430437
2018-04-03,137720763574
2018-04-04,138868881611
2018-04-05,138842181192
2018-04-06,135851734212
2018-04-09,142980746208
2018-04-10,143808459211
2018-04-11,143087547886
2018-04-12,144449269278
2018-04-13,145543986476
2018-04-16,149308745620
2018-04-17,150910770787
2018-04-18,150002956526
2018-04-19,149282045200
2018-04-20,149789353170
2018-04-23,153393909797
2018-04-24,152993403505
2018-04-25,151818585049
2018-04-26,151257876240
2018-04-27,151418078757
2018-04-30,149869454428
2018-05-01,147626619194
2018-05-02,145891091929
2018-05-03,146478501157
2018-05-04,147039209966
2018-05-07,146077994865
2018-05-08,144502670117
2018-05-09,147546517935
2018-05-10,147813522130
2018-05-11,151978787566
2018-05-14,151952087146
2018-05-15,150723867851
2018-05-16,152112289663
2018-05-17,150376762398
2018-05-18,150563665334
2018-05-21,149121842684
2018-05-22,148801437650
2018-05-23,150643766593
2018-05-24,150536964915
2018-05-25,150430163237
2018-05-29,148694635972
2018-05-30,152032188405
2018-05-31,151551580854
2018-06-01,154194922381
2018-06-04,157906280686
2018-06-05,156304255518
2018-06-06,157665976911
2018-06-07,157826179428
2018-06-08,159321402917
2018-06-11,158680592850
2018-06-12,158974297464
2018-06-13,159348103337
2018-06-14,156731462230
2018-06-15,157932981105
2018-06-18,155289639579
2018-06-19,155369740837
2018-06-20,156010550904
2018-06-21,155770247129
2018-06-22,156491158455
2018-06-25,155503242935
2018-06-26,154595428673
2018-06-27,152459395116
2018-06-28,153527411895
2018-06-29,154542027834
2018-07-02,153276326179
2018-07-03,153914423634
2018-07-05,156280701696
2018-07-06,157689833576
2018-07-09,157237847879
2018-07-10,157929120122
2018-07-11,156918799151
2018-07-12,158859678911
2018-07-13,159444601578
2018-07-16,158673567153
