,IFF
2013-11-25,7153358100
2013-11-26,7169606500
2013-11-27,7183417640
2013-11-29,7177730700
2013-12-02,7138734540
2013-12-03,7035557200
2013-12-04,6925880500
2013-12-05,6885259500
2013-12-06,7011997020
2013-12-09,7010372180
2013-12-10,6983562319
2013-12-11,6911256939
2013-12-12,6900695480
2013-12-13,6881197400
2013-12-16,6839763980
2013-12-17,6828390100
2013-12-18,6949440680
2013-12-19,6913694200
2013-12-20,6957564880
2013-12-23,6966501500
2013-12-24,6992498939
2013-12-26,6996561040
2013-12-27,6981937480
2013-12-30,6985999580
2013-12-31,6968936940
2014-01-02,6942189450
2014-01-03,6964073760
2014-01-06,6919494610
2014-01-07,6925978850
2014-01-08,6878968110
2014-01-09,6895178709
2014-01-10,6947052629
2014-01-13,6872483870
2014-01-14,6959210580
2014-01-15,6993252840
2014-01-16,7041074110
2014-01-17,7053232060
2014-01-21,7085653260
2014-01-22,7076737430
2014-01-23,6998926550
2014-01-24,6889505000
2014-01-27,6894368180
2014-01-28,7067821600
2014-01-29,6957589520
2014-01-30,7075926900
2014-01-31,7025674040
2014-02-03,6811694120
2014-02-04,6795483520
2014-02-05,6861136450
2014-02-06,6964884290
2014-02-07,7044316230
2014-02-10,7114021810
2014-02-11,7178864209
2014-02-12,7141579830
2014-02-13,7340159680
2014-02-14,7435802220
2014-02-18,7500644620
2014-02-19,7417160030
2014-02-20,7454444410
2014-02-21,7407433670
2014-02-24,7411486320
2014-02-25,7433370629
2014-02-26,7563055430
2014-02-27,7552518540
2014-02-28,7601960870
2014-03-03,7618982000
2014-03-04,7779466940
2014-03-05,7722729840
2014-03-06,7718677190
2014-03-07,7724350900
2014-03-10,7722729840
2014-03-11,7641676840
2014-03-12,7623845180
2014-03-13,7516855220
2014-03-14,7524960520
2014-03-17,7581697620
2014-03-18,7584129209
2014-03-19,7515234160
2014-03-20,7558192250
2014-03-21,7600339810
2014-03-24,7522528930
2014-03-25,7567108080
2014-03-26,7504697270
2014-03-27,7554139600
2014-03-28,7630329420
2014-03-31,7744390830
2014-04-01,7804293090
2014-04-02,7805912070
2014-04-03,7834244220
2014-04-04,7678012650
2014-04-07,7567922010
2014-04-08,7536351900
2014-04-09,7635919170
2014-04-10,7455402900
2014-04-11,7410880950
2014-04-14,7486163520
2014-04-15,7544446800
2014-04-16,7639966620
2014-04-17,7701487860
2014-04-21,7702297350
2014-04-22,7756533179
2014-04-23,7763818590
2014-04-24,7745200320
2014-04-25,7707963780
2014-04-28,7729820010
2014-04-29,7836672690
2014-04-30,7975095480
2014-05-01,7955667720
2014-05-02,7906288830
2014-05-05,7920050160
2014-05-06,7937858940
2014-05-07,8094900000
2014-05-08,8013951000
2014-05-09,7958096190
2014-05-12,7989666300
2014-05-13,7949191800
2014-05-14,7873099740
2014-05-15,7792960230
2014-05-16,7880385150
2014-05-19,7927335570
2014-05-20,7847196060
2014-05-21,7941096900
2014-05-22,7937858940
2014-05-23,8002618140
2014-05-27,7983999870
2014-05-28,7984809360
2014-05-29,8009903550
2014-05-30,8034997740
2014-06-02,8074662750
2014-06-03,8074662750
2014-06-04,8143469400
2014-06-05,8131327050
2014-06-06,8164516140
2014-06-09,8229275340
2014-06-10,8238179730
2014-06-11,8244655650
2014-06-12,8185562880
2014-06-13,8158849710
2014-06-16,8123232150
2014-06-17,8170992060
2014-06-18,8332890060
2014-06-19,8317509750
2014-06-20,8484264690
2014-06-23,8427600390
2014-06-24,8349889350
2014-06-25,8405744160
2014-06-26,8379030990
2014-06-27,8448647130
2014-06-30,8440631760
2014-07-01,8508623040
2014-07-02,8502957100
2014-07-03,8533715060
2014-07-07,8521573760
2014-07-08,8458439000
2014-07-09,8448725960
2014-07-10,8412302060
2014-07-11,8438203500
2014-07-14,8459248420
2014-07-15,8442250600
2014-07-16,8437394080
2014-07-17,8371021640
2014-07-18,8441441180
2014-07-21,8402589020
2014-07-22,8425252780
2014-07-23,8410683220
2014-07-24,8405826700
2014-07-25,8402589020
2014-07-28,8422824520
2014-07-29,8335407160
2014-07-30,8354023819
2014-07-31,8174332580
2014-08-01,8185664460
2014-08-04,8250418060
2014-08-05,7809284160
2014-08-06,7936363100
2014-08-07,7900748620
2014-08-08,7991403660
2014-08-11,7979262360
2014-08-12,8049681900
2014-08-13,8138718100
2014-08-14,8133861580
2014-08-15,8095009420
2014-08-18,8165428960
2014-08-19,8222897780
2014-08-20,8164619540
2014-08-21,8196996340
2014-08-22,8157334760
2014-08-25,8163810120
2014-08-26,8151668819
2014-08-27,8152478240
2014-08-28,8195377500
2014-08-29,8222897780
2014-09-02,8202662280
2014-09-03,8144384040
2014-09-04,8189711560
2014-09-05,8206709380
2014-09-08,8202662280
2014-09-09,8009210900
2014-09-10,8014876840
2014-09-11,8022971040
2014-09-12,7954170340
2014-09-15,7979262360
2014-09-16,8032684080
2014-09-17,8044015960
2014-09-18,8146812300
2014-09-19,8153287660
2014-09-22,8049681900
2014-09-23,7891845000
2014-09-24,7891035580
2014-09-25,7740483460
2014-09-26,7834376180
2014-09-29,7831947920
2014-09-30,7748062800
2014-10-01,7606645300
2014-10-02,7652707000
2014-10-03,7685839100
2014-10-06,7638969300
2014-10-07,7530683900
2014-10-08,7665636600
2014-10-09,7523411000
2014-10-10,7509673300
2014-10-13,7436944300
2014-10-14,7546845900
2014-10-15,7607453400
2014-10-16,7647858400
2014-10-17,7710082100
2014-10-20,7782811100
2014-10-21,7944431100
2014-10-22,7895945099
2014-10-23,7773113900
2014-10-24,7863621100
2014-10-27,7711698300
2014-10-28,7973522700
2014-10-29,7799781200
2014-10-30,7838570000
2014-10-31,8012311500
2014-11-03,7933117700
2014-11-04,7717355000
2014-11-05,7879783100
2014-11-06,7995341400
2014-11-07,7983219900
2014-11-10,8023624900
2014-11-11,8064029900
2014-11-12,8087464800
2014-11-13,8087464800
2014-11-14,7930693400
2014-11-17,7922612400
2014-11-18,7986452300
2014-11-19,7969482200
2014-11-20,8051100300
2014-11-21,8092313400
2014-11-24,8064029900
2014-11-25,8031705900
2014-11-26,8090697200
2014-11-28,8175547700
2014-12-01,8198982599
2014-12-02,8255549600
2014-12-03,8304035600
2014-12-04,8338783900
2014-12-05,8357370200
2014-12-08,8287065500
2014-12-09,8333127200
2014-12-10,8174739600
2014-12-11,8262822500
2014-12-12,8086656699
2014-12-15,8005846699
2014-12-16,7971906500
2014-12-17,8120596900
2014-12-18,8285449300
2014-12-19,8282216900
2014-12-22,8309692300
2014-12-23,8367875500
2014-12-24,8382421300
2014-12-26,8358986400
2014-12-29,8346056800
2014-12-30,8319389500
2014-12-31,8175089440
2015-01-02,8133955900
2015-01-05,8014587980
2015-01-06,7916190100
2015-01-07,7994424480
2015-01-08,8197672560
2015-01-09,8238806100
2015-01-12,8154119400
2015-01-13,8292844279
2015-01-14,8384789839
2015-01-15,8490446580
2015-01-16,8659013440
2015-01-20,8676757320
2015-01-21,8616266820
2015-01-22,8947754760
2015-01-23,8795318700
2015-01-26,8740473980
2015-01-27,8623525680
2015-01-28,8489640040
2015-01-29,8613847200
2015-01-30,8558195940
2015-02-02,8612234120
2015-02-03,8710632000
2015-02-04,8687242340
2015-02-05,8762250560
2015-02-06,8796931780
2015-02-09,8660626520
2015-02-10,8705792760
2015-02-11,8629978000
2015-02-12,9256659580
2015-02-13,9433291840
2015-02-17,9452648800
2015-02-18,9538948580
2015-02-19,9686545400
2015-02-20,9791395600
2015-02-23,9778490960
2015-02-24,9890600020
2015-02-25,9829302980
2015-02-26,9826883360
2015-02-27,9834142220
2015-03-02,9901891580
2015-03-03,9814785260
2015-03-04,9776877880
2015-03-05,9749455520
2015-03-06,9598632540
2015-03-09,9734131260
2015-03-10,9484910400
2015-03-11,9451035720
2015-03-12,9638153000
2015-03-13,9520398160
2015-03-16,9597019460
2015-03-17,9509106600
2015-03-18,9529270100
2015-03-19,9556692460
2015-03-20,9672027680
2015-03-23,9653477260
2015-03-24,9638959540
2015-03-25,9442970320
2015-03-26,9412321800
2015-03-27,9451035720
2015-03-30,9557499000
2015-03-31,9484746000
2015-04-01,9450006300
2015-04-02,9483938100
2015-04-06,9583309800
2015-04-07,9548570100
2015-04-08,9550185900
2015-04-09,9554225400
2015-04-10,9611586300
2015-04-13,9595428300
2015-04-14,9606738900
2015-04-15,9587349300
2015-04-16,9586541400
2015-04-17,9394261200
2015-04-20,9506559300
2015-04-21,9437887800
2015-04-22,9370832100
2015-04-23,9417690300
2015-04-24,9359521500
2015-04-27,9386182200
2015-04-28,9448390500
2015-04-29,9391029600
2015-04-30,9270652500
2015-05-01,9486361800
2015-05-04,9551801700
2015-05-05,9420114000
2015-05-06,9541299000
2015-05-07,9550993800
2015-05-08,9649557600
2015-05-11,9638247000
2015-05-12,9242376000
2015-05-13,9104225100
2015-05-14,9294889500
2015-05-15,9325589700
2015-05-18,9313471200
2015-05-19,9362753100
2015-05-20,9495248700
2015-05-21,9554225400
2015-05-22,9561496500
2015-05-26,9460509000
2015-05-27,9599467800
2015-05-28,9635823300
2015-05-29,9617241600
2015-06-01,9493632900
2015-06-02,9407187600
2015-06-03,9248031300
2015-06-04,9087259200
2015-06-05,8977384800
2015-06-08,8914368600
2015-06-09,8867510400
2015-06-10,8953955700
2015-06-11,9004045500
2015-06-12,8913560700
2015-06-15,8836002300
2015-06-16,8987079600
2015-06-17,9014548200
2015-06-18,9156738600
2015-06-19,9114727800
2015-06-22,9172088700
2015-06-23,9146235900
2015-06-24,9100993500
2015-06-25,9098569800
2015-06-26,9098569800
2015-06-29,8829539100
2015-06-30,8779265700
2015-07-01,8853972600
2015-07-02,8862808900
2015-07-06,8812201000
2015-07-07,8808987800
2015-07-08,8711788500
2015-07-09,8748740300
2015-07-10,8928679500
2015-07-13,9049174500
2015-07-14,9090142800
2015-07-15,9052387700
2015-07-16,9105405500
2015-07-17,9048371200
2015-07-20,8965631300
2015-07-21,8964828000
2015-07-22,9018649100
2015-07-23,9011419400
2015-07-24,8924663000
2015-07-27,8925466300
2015-07-28,9133521000
2015-07-29,9203408100
2015-07-30,9278918300
2015-07-31,9285344700
2015-08-03,9262049000
2015-08-04,9318280000
2015-08-05,9417889200
2015-08-06,9352018600
2015-08-07,9340772400
2015-08-10,9544007300
2015-08-11,9161636500
2015-08-12,9136734200
2015-08-13,9094962600
2015-08-14,9186538800
2015-08-17,9237146700
2015-08-18,9280524900
2015-08-19,9166456300
2015-08-20,8996960000
2015-08-21,8992943500
2015-08-24,8675640000
2015-08-25,8599326500
2015-08-26,8748740300
2015-08-27,8892531000
2015-08-28,8913416800
2015-08-31,8800151500
2015-09-01,8533455900
2015-09-02,8715805000
2015-09-03,8792921800
2015-09-04,8591293500
2015-09-08,8776052500
2015-09-09,8734280900
2015-09-10,8610572700
2015-09-11,8605752900
2015-09-14,8524619600
2015-09-15,8541488900
2015-09-16,8650737700
2015-09-17,8641901400
2015-09-18,8448306100
2015-09-21,8519799800
2015-09-22,8440273099
2015-09-23,8411354299
2015-09-24,8418584000
2015-09-25,8495700800
2015-09-28,8080394700
2015-09-29,8120559700
2015-09-30,8258528280
2015-10-01,8308114640
2015-10-02,8542450180
2015-10-05,8654419380
2015-10-06,8636024440
2015-10-07,8777585500
2015-10-08,8758390780
2015-10-09,8759990340
2015-10-12,8805577800
2015-10-13,8816774720
2015-10-14,8795980440
2015-10-15,8883156460
2015-10-16,8999924340
2015-10-19,9034314880
2015-10-20,9019918840
2015-10-21,8938341280
2015-10-22,9095897940
2015-10-23,9079102560
2015-10-26,9171077260
2015-10-27,9094298380
2015-10-28,9201468900
2015-10-29,9238258780
2015-10-30,9282246680
2015-11-02,9281446900
2015-11-03,9291844040
2015-11-04,9291844040
2015-11-05,9275048660
2015-11-06,9053509600
2015-11-09,9126289580
2015-11-10,9086300580
2015-11-11,9269450200
2015-11-12,9059907840
2015-11-13,8937541500
2015-11-16,9157481000
2015-11-17,9233460100
2015-11-18,9392616320
2015-11-19,9424607520
2015-11-20,9361424900
2015-11-23,9482191680
2015-11-24,9604558020
2015-11-25,9617354500
2015-11-27,9585363300
2015-11-30,9598159780
2015-12-01,9757316000
2015-12-02,9630150980
2015-12-03,9528578920
2015-12-04,9697332500
2015-12-07,9699731840
2015-12-08,9679737340
2015-12-09,9654944160
2015-12-10,9462197180
2015-12-11,9287045360
2015-12-14,9303040960
2015-12-15,9451800040
2015-12-16,9673339100
2015-12-17,9444602020
2015-12-18,9267850640
2015-12-21,9375820940
2015-12-22,9558170780
2015-12-23,9570167480
2015-12-24,9594960660
2015-12-28,9625352300
2015-12-29,9686935360
2015-12-30,9646946360
2015-12-31,9531240240
2016-01-04,9402977980
2016-01-05,9474677380
2016-01-06,9334465220
2016-01-07,9288258940
2016-01-08,9268342440
2016-01-11,9370314920
2016-01-12,9426877780
2016-01-13,9245239300
2016-01-14,9336855200
2016-01-15,9186286460
2016-01-19,9040497680
2016-01-20,8905065480
2016-01-21,8902675500
2016-01-22,9087500620
2016-01-25,8795126400
2016-01-26,8912235420
2016-01-27,8884352320
2016-01-28,8937728540
2016-01-29,9317735360
2016-02-01,9437234360
2016-02-02,9338448520
2016-02-03,9607719600
2016-02-04,9661892480
2016-02-05,9510527080
2016-02-08,9289852260
2016-02-09,9307378780
2016-02-10,9187879780
2016-02-11,8005636340
2016-02-12,8504345500
2016-02-16,8487615640
2016-02-17,8450969280
2016-02-18,8395999740
2016-02-19,8396796400
2016-02-22,8387236480
2016-02-23,8239057720
2016-02-24,8461325859
2016-02-25,8366523320
2016-02-26,8294823920
2016-02-29,8228701140
2016-03-01,8493988920
2016-03-02,8430256119
2016-03-03,8376879900
2016-03-04,8477259060
2016-03-07,8478852380
2016-03-08,8537805220
2016-03-09,8564095000
2016-03-10,8578434880
2016-03-11,8761666680
2016-03-14,8789549780
2016-03-15,8787159800
2016-03-16,8878775700
2016-03-17,8992698080
2016-03-18,9056430880
2016-03-21,9077144040
2016-03-22,9153623400
2016-03-23,9052447580
2016-03-24,9021377840
2016-03-28,9069177440
2016-03-29,9144860140
2016-03-30,9128130280
2016-03-31,9074750280
2016-04-01,9282934320
2016-04-04,9240659400
2016-04-05,9199979760
2016-04-06,9417735480
2016-04-07,9303672960
2016-04-08,9388222800
2016-04-11,9363495960
2016-04-12,9454426920
2016-04-13,9570084720
2016-04-14,9516642840
2016-04-15,9570882360
2016-04-18,9670587360
2016-04-19,9753541920
2016-04-20,9571680000
2016-04-21,9583644600
2016-04-22,9637086480
2016-04-25,9580454040
2016-04-26,9601192680
2016-04-27,9593216280
2016-04-28,9530202720
2016-04-29,9529405080
2016-05-02,9556524840
2016-05-03,9520631040
2016-05-04,9463200960
2016-05-05,9461605680
2016-05-06,9459212760
2016-05-09,9562905960
2016-05-10,10069407360
2016-05-11,9860425680
2016-05-12,10063026240
2016-05-13,10070205000
2016-05-16,10193839200
2016-05-17,10169910000
2016-05-18,10100515320
2016-05-19,10209792000
2016-05-20,10212184920
2016-05-23,10203410880
2016-05-24,10229733000
2016-05-25,10289556000
2016-05-26,10283972520
2016-05-27,10316675760
2016-05-31,10289556000
2016-06-01,10283174879
2016-06-02,10266424440
2016-06-03,10236114120
2016-06-06,10276793760
2016-06-07,10331830920
2016-06-08,10449881640
2016-06-09,10353367200
2016-06-10,10270412640
2016-06-13,10157147760
2016-06-14,10159540680
2016-06-15,10067014440
2016-06-16,10044680520
2016-06-17,10010382000
2016-06-20,10130028000
2016-06-21,10152361920
2016-06-22,10118861040
2016-06-23,10148373720
2016-06-24,9742374960
2016-06-27,9536583840
2016-06-28,9663408600
2016-06-29,9875580840
2016-06-30,10032650600
2016-07-01,10029467400
2016-07-05,10002410200
2016-07-06,10105864200
2016-07-07,10150429000
2016-07-08,10307997400
2016-07-11,10296060400
2016-07-12,10440896000
2016-07-13,10523659200
2016-07-14,10484665000
2016-07-15,10512518000
2016-07-18,10522067600
2016-07-19,10545145800
2016-07-20,10657353599
2016-07-21,10573794600
2016-07-22,10666107400
2016-07-25,10763195000
2016-07-26,10696347800
2016-07-27,10600056000
2016-07-28,10604830800
2016-07-29,10604035000
2016-08-01,10615176199
2016-08-02,10573794600
2016-08-03,10666903200
2016-08-04,10803780800
2016-08-05,10664515800
2016-08-08,10561061800
2016-08-09,10853120400
2016-08-10,10786273200
2016-08-11,10826063200
2016-08-12,10790252200
2016-08-15,10814126199
2016-08-16,10666903200
2016-08-17,10681227600
2016-08-18,10838796000
2016-08-19,10944637400
2016-08-22,10949412200
2016-08-23,10989202200
2016-08-24,10970898800
2016-08-25,11025013200
2016-08-26,10856303599
2016-08-29,10938271000
2016-08-30,11017851000
2016-08-31,11028196400
2016-09-01,11011484600
2016-09-02,11060824200
2016-09-06,11043316600
2016-09-07,11087881400
2016-09-08,11032175400
2016-09-09,10723405000
2016-09-12,10743300000
2016-09-13,10744891600
2016-09-14,10709876400
2016-09-15,10765582400
2016-09-16,10810943000
2016-09-19,10965328200
2016-09-20,11001139200
2016-09-21,11228738000
2016-09-22,11291606199
2016-09-23,11212822000
2016-09-26,11156320200
2016-09-27,11242266600
2016-09-28,11300360000
2016-09-29,11298768400
2016-09-30,11351675030
2016-10-03,11271482040
2016-10-04,11149207579
2016-10-05,11000731450
2016-10-06,10974529780
2016-10-07,10911804570
2016-10-10,10933242300
2016-10-11,10756976520
2016-10-12,10429058650
2016-10-13,10338543790
2016-10-14,10267084690
2016-10-17,10250410900
2016-10-18,10321870000
2016-10-19,10276612570
2016-10-20,10259144790
2016-10-21,10302020250
2016-10-24,10363157480
2016-10-25,10361569500
2016-10-26,10485431940
2016-10-27,10590238620
2016-10-28,10682341460
2016-10-31,10383801220
2016-11-01,10626762160
2016-11-02,10373479350
2016-11-03,10265496710
2016-11-04,10215475340
2016-11-07,10410796880
2016-11-08,10009037940
2016-11-09,9847857970
2016-11-10,9406399530
2016-11-11,9400841600
2016-11-14,9330970480
2016-11-15,9373845940
2016-11-16,9593781170
2016-11-17,9484210550
2016-11-18,9510412220
2016-11-21,9531849950
2016-11-22,9554875660
2016-11-23,9554081670
2016-11-25,9558051620
2016-11-28,9555669650
2016-11-29,9627128750
2016-11-30,9611248950
2016-12-01,9409575490
2016-12-02,9533437930
2016-12-05,9608072990
2016-12-06,9670004210
2016-12-07,9897879340
2016-12-08,9985218240
2016-12-09,9948694700
2016-12-12,9781956800
2016-12-13,9666828250
2016-12-14,9403223570
2016-12-15,9541377830
2016-12-16,9369875990
2016-12-19,9358760130
2016-12-20,9352408210
2016-12-21,9388137760
2016-12-22,9476270650
2016-12-23,9388137760
2016-12-27,9450068980
2016-12-28,9432601200
2016-12-29,9440541100
2016-12-30,9355584170
2017-01-03,9267912660
2017-01-04,9285314220
2017-01-05,9183277800
2017-01-06,9176949960
2017-01-09,9140564880
2017-01-10,9134237040
2017-01-11,9199097400
2017-01-12,9116835480
2017-01-13,9227572680
2017-01-17,9239437380
2017-01-18,9320117340
2017-01-19,9294805980
2017-01-20,9343846740
2017-01-23,9283732260
2017-01-24,9455374920
2017-01-25,9477522360
2017-01-26,9468030600
2017-01-27,9479895300
2017-01-30,9412662000
2017-01-31,9271076580
2017-02-01,9218080920
2017-02-02,9241810320
2017-02-03,9331982040
2017-02-06,9291642060
2017-02-07,9234691500
2017-02-08,9327236160
2017-02-09,9312998520
2017-02-10,9326445180
2017-02-13,9494132940
2017-02-14,9325654200
2017-02-15,9425317680
2017-02-16,9810524940
2017-02-17,9679222260
2017-02-21,9619898760
2017-02-22,9699787740
2017-02-23,9898323720
2017-02-24,9887250000
2017-02-27,9872221380
2017-02-28,9942618600
2017-03-01,10053355800
2017-03-02,9976630740
2017-03-03,9897532740
2017-03-06,9839000220
2017-03-07,9799451220
2017-03-08,9830299440
2017-03-09,9781258680
2017-03-10,9913352340
2017-03-13,10013806800
2017-03-14,9983749560
2017-03-15,10132453800
2017-03-16,10198896120
2017-03-17,10448845800
2017-03-20,10709869200
2017-03-21,10686139800
2017-03-22,10827725219
2017-03-23,10683766860
2017-03-24,10535062620
2017-03-27,10485230880
2017-03-28,10405341900
2017-03-29,10437772080
2017-03-30,10470202260
2017-03-31,10479412160
2017-04-03,10405084480
2017-04-04,10394014400
2017-04-05,10419317440
2017-04-06,10519738880
2017-04-07,10457272000
2017-04-10,10504715200
2017-04-11,10548204800
2017-04-12,10481784320
2017-04-13,10432759680
2017-04-17,10518157440
2017-04-18,10601183040
2017-04-19,10637556160
2017-04-20,10737977600
2017-04-21,10763280640
2017-04-24,10914308160
2017-04-25,10998124480
2017-04-26,10975193600
2017-04-27,11048730560
2017-04-28,10958588480
2017-05-01,10989426560
2017-05-02,10929331840
2017-05-03,10977565760
2017-05-04,10949099840
2017-05-05,11012357440
2017-05-08,10862911360
2017-05-09,10198706560
2017-05-10,10305453760
2017-05-11,10346571200
2017-05-12,10335501120
2017-05-15,10476249280
2017-05-16,10529227520
2017-05-17,10528436800
2017-05-18,10616206720
2017-05-19,10659696320
2017-05-22,10741931200
2017-05-23,10794909440
2017-05-24,10904028800
2017-05-25,10944355520
2017-05-26,10946727680
2017-05-30,10832073280
2017-05-31,10903238079
2017-06-01,10926168960
2017-06-02,11009985280
2017-06-05,11026590400
2017-06-06,10975193600
2017-06-07,10901656640
2017-06-08,10729279680
2017-06-09,10848678400
2017-06-12,10788583680
2017-06-13,10793328000
2017-06-14,10794118720
2017-06-15,10681836480
2017-06-16,10641509760
2017-06-19,10764862079
2017-06-20,10768815680
2017-06-21,10760117760
2017-06-22,10684999360
2017-06-23,10765652800
2017-06-26,10838399040
2017-06-27,10703976640
2017-06-28,10746675520
2017-06-29,10554530560
2017-06-30,10673505000
2017-07-03,10665598700
2017-07-05,10611045230
2017-07-06,10448966080
2017-07-07,10426828440
2017-07-10,10411806470
2017-07-11,10434734740
2017-07-12,10559654280
2017-07-13,10494031990
2017-07-14,10573094990
2017-07-17,10584954440
2017-07-18,10678248780
2017-07-19,10691689490
2017-07-20,10544632310
2017-07-21,10516169630
2017-07-24,10476638130
2017-07-25,10513797740
2017-07-26,10545422940
2017-07-27,10561235540
2017-07-28,10527238450
2017-07-31,10529610340
2017-08-01,10639507910
2017-08-02,10581791920
2017-08-03,10620532790
2017-08-04,10657692400
2017-08-07,10658483030
2017-08-08,10645042319
2017-08-09,11043519840
2017-08-10,10819771550
2017-08-11,10703548940
2017-08-14,10836374780
2017-08-15,10837165410
2017-08-16,10953388020
2017-08-17,10695642640
2017-08-18,10660064290
2017-08-21,10664017440
2017-08-22,10741499180
2017-08-23,10682992560
2017-08-24,10691689490
2017-08-25,10746242959
2017-08-28,10763636819
2017-08-29,10748614850
2017-08-30,10769961860
2017-08-31,10819771550
2017-09-01,10905950220
2017-09-05,11010313380
2017-09-06,10994500780
2017-09-07,11113095280
2017-09-08,11213505290
2017-09-11,11317077819
2017-09-12,11322612230
2017-09-13,11317077819
2017-09-14,11358190580
2017-09-15,11367678140
2017-09-18,11396140819
2017-09-19,11434091060
2017-09-20,11464925630
2017-09-21,11366887510
2017-09-22,11401675230
2017-09-25,11455438069
2017-09-26,11371631290
2017-09-27,11149464260
2017-09-28,11274383800
2017-09-29,11298893330
2017-10-02,11421220320
2017-10-03,11535060960
2017-10-04,11593562400
2017-10-05,11640996000
2017-10-06,11512925280
2017-10-09,11572217280
2017-10-10,11720842560
2017-10-11,11678942880
2017-10-12,11667875040
2017-10-13,11714518080
2017-10-16,11841007680
2017-10-17,11746140480
2017-10-18,11643367680
2017-10-19,11709774720
2017-10-20,11886860160
2017-10-23,11871048960
2017-10-24,11783296800
2017-10-25,11795155200
2017-10-26,11858400000
2017-10-27,11744559360
2017-10-30,11603049120
2017-10-31,11654435519
2017-11-01,11725585920
2017-11-02,11716099200
2017-11-03,11724795360
2017-11-06,11577751200
2017-11-07,11857609440
2017-11-08,11663131680
2017-11-09,11600677440
2017-11-10,11603049120
2017-11-13,11836264320
2017-11-14,11909786400
2017-11-15,11696335200
2017-11-16,11746931040
2017-11-17,11759580000
2017-11-20,11853656640
2017-11-21,11993585760
2017-11-22,11935874880
2017-11-24,12046553280
2017-11-27,11974612320
2017-11-28,12210199200
2017-11-29,12218895360
2017-11-30,12288464640
2017-12-01,12229963200
2017-12-04,12201503040
2017-12-05,12251308320
2017-12-06,12158812800
2017-12-07,12116122560
2017-12-08,12098730240
2017-12-11,12040228800
2017-12-12,12037066560
2017-12-13,12098730240
2017-12-14,11987261280
2017-12-15,12188063519
2017-12-18,12201503040
2017-12-19,12206246400
2017-12-20,12101101920
2017-12-21,12005444160
2017-12-22,12056830560
2017-12-26,12035485440
2017-12-27,12089243519
2017-12-28,12156441120
2017-12-29,12064736160
2018-01-02,12213022080
2018-01-03,12306263320
2018-01-04,12149807680
2018-01-05,12395553660
2018-01-08,12313374940
2018-01-09,12189316680
2018-01-10,12151388040
2018-01-11,12131633540
2018-01-12,12145066600
2018-01-16,12053405720
2018-01-17,12370267900
2018-01-18,12258062340
2018-01-19,12262803420
2018-01-22,12094495080
2018-01-23,12090544180
2018-01-24,12078691480
2018-01-25,12235937300
2018-01-26,12128472820
2018-01-29,11923816200
2018-01-30,11845588380
2018-01-31,11876405400
2018-02-01,11693873820
2018-02-02,11546900340
2018-02-05,11138377280
2018-02-06,11252953380
2018-02-07,11275868600
2018-02-08,10904484000
2018-02-09,11094127200
2018-02-12,11253743559
2018-02-13,11304315080
2018-02-14,11445757300
2018-02-15,11380172360
2018-02-16,11207122940
2018-02-20,11250582840
2018-02-21,11176305920
2018-02-22,11272707880
2018-02-23,11522404760
2018-02-26,11491587740
2018-02-27,11266386440
2018-02-28,11161292500
2018-03-01,10934510840
2018-03-02,10891841120
2018-03-05,10949524260
2018-03-06,11033283340
2018-03-07,11008787760
2018-03-08,10983502000
2018-03-09,11142328180
2018-03-12,11224506900
2018-03-13,11164453220
2018-03-14,11006417220
2018-03-15,10985872540
2018-03-16,10962957320
2018-03-19,10891841120
2018-03-20,10716421160
2018-03-21,10752769440
2018-03-22,10529148500
2018-03-23,10477786800
2018-03-26,10731434580
2018-03-27,10699037200
2018-03-28,10672171080
2018-03-29,10818354380
2018-04-02,10602616500
2018-04-03,10700657100
2018-04-04,10833486300
2018-04-05,10933108200
2018-04-06,10699866450
2018-04-09,10742561550
2018-04-10,10834276950
2018-04-11,10789209900
2018-04-12,10858787100
2018-04-13,10885669200
2018-04-16,11105469900
2018-04-17,11233555200
2018-04-18,11309457600
2018-04-19,11197975950
2018-04-20,11195604000
2018-04-23,11148955650
2018-04-24,10937061450
2018-04-25,11088866250
2018-04-26,11231183250
2018-04-27,11291272650
2018-04-30,11168721900
2018-05-01,11231973900
2018-05-02,11077006500
2018-05-03,11075425200
2018-05-04,11239089750
2018-05-07,10032557850
2018-05-08,10000931850
2018-05-09,10309285349
2018-05-10,10076043600
2018-05-11,10090275300
2018-05-14,9985909500
2018-05-15,9800106750
2018-05-16,9808803900
2018-05-17,9888659550
2018-05-18,9990653400
2018-05-21,9885496950
2018-05-22,9880753050
2018-05-23,9894984750
2018-05-24,9879962400
2018-05-25,9913960350
2018-05-29,9812757150
2018-05-30,9868102650
2018-05-31,9656208450
2018-06-01,9805641300
2018-06-04,9846755100
2018-06-05,9838057950
2018-06-06,9930564000
2018-06-07,9979584300
2018-06-08,9994606650
2018-06-11,9927401400
2018-06-12,9838057950
2018-06-13,9766899450
2018-06-14,9844383150
2018-06-15,9978793650
2018-06-18,9926610750
2018-06-19,9907635150
2018-06-20,9924238800
2018-06-21,9857033550
2018-06-22,9851499000
2018-06-25,9775596600
2018-06-26,9740808000
2018-06-27,9734482800
2018-06-28,9780340500
2018-06-29,9800897400
2018-07-02,10040856280
2018-07-03,9991285850
2018-07-05,10117243500
2018-07-06,10174940230
2018-07-09,10217196990
2018-07-10,10478051220
2018-07-11,10382973510
2018-07-12,10414666080
2018-07-13,10422792380
