,LLY
2013-11-26,54335351840
2013-11-27,54141834560
2013-11-29,53991321120
2013-12-02,54012823040
2013-12-03,53518278880
2013-12-04,53615037520
2013-12-05,53711796160
2013-12-06,54432110480
2013-12-09,54604125840
2013-12-10,54281597040
2013-12-11,53733298080
2013-12-12,52926976080
2013-12-13,53098991440
2013-12-16,52883972240
2013-12-17,52916225120
2013-12-18,54303098960
2013-12-19,53905313440
2013-12-20,53969819200
2013-12-23,54346102800
2013-12-24,54550371040
2013-12-26,54819145040
2013-12-27,55098670000
2013-12-30,55012662320
2013-12-31,54707700000
2014-01-02,54418071000
2014-01-03,54814970000
2014-01-06,55276231000
2014-01-07,54911513000
2014-01-08,54825697000
2014-01-09,55437136000
2014-01-10,55705311000
2014-01-13,55855489000
2014-01-14,56252388000
2014-01-15,57292907000
2014-01-16,59320310000
2014-01-17,59170132000
2014-01-21,59631393000
2014-01-22,59642120000
2014-01-23,59159405000
2014-01-24,58054524000
2014-01-27,58065251000
2014-01-28,58172521000
2014-01-29,57829257000
2014-01-30,57142729000
2014-01-31,57936527000
2014-02-03,56488382000
2014-02-04,56960370000
2014-02-05,56552744000
2014-02-06,56552744000
2014-02-07,57078367000
2014-02-10,57893619000
2014-02-11,58472877000
2014-02-12,57196364000
2014-02-13,57367996000
2014-02-14,58140340000
2014-02-18,59266675000
2014-02-19,62313143000
2014-02-20,62270235000
2014-02-21,62173692000
2014-02-24,62248781000
2014-02-25,62731496000
2014-02-26,62924582000
2014-02-27,63868558000
2014-02-28,63943647000
2014-03-03,63321481000
2014-03-04,64201095000
2014-03-05,63750561000
2014-03-06,62988944000
2014-03-07,62849493000
2014-03-10,63182030000
2014-03-11,62677861000
2014-03-12,63503840000
2014-03-13,62581318000
2014-03-14,63149849000
2014-03-17,63149849000
2014-03-18,63718380000
2014-03-19,63342935000
2014-03-20,62828039000
2014-03-21,61980606000
2014-03-24,61572980000
2014-03-25,61369167000
2014-03-26,61658796000
2014-03-27,61712431000
2014-03-28,61798247000
2014-03-31,63080262000
2014-04-01,63037394000
2014-04-02,63391055000
2014-04-03,63198149000
2014-04-04,63241017000
2014-04-07,62823054000
2014-04-08,62780186000
2014-04-09,64762831000
2014-04-10,62865922000
2014-04-11,62640865000
2014-04-14,63176715000
2014-04-15,63680414000
2014-04-16,64259132000
2014-04-17,64762831000
2014-04-21,65223662000
2014-04-22,64334151000
2014-04-23,63830452000
2014-04-24,62887356000
2014-04-25,62694450000
2014-04-28,63198149000
2014-04-29,63894754000
2014-04-30,63337470000
2014-05-01,63787584000
2014-05-02,63316036000
2014-05-05,63101696000
2014-05-06,62758752000
2014-05-07,63391055000
2014-05-08,63766150000
2014-05-09,63616112000
2014-05-12,63680414000
2014-05-13,64344868000
2014-05-14,64409170000
2014-05-15,62383657000
2014-05-16,62522978000
2014-05-19,62855205000
2014-05-20,62865922000
2014-05-21,63305319000
2014-05-22,64001924000
2014-05-23,64087660000
2014-05-27,64012641000
2014-05-28,63980490000
2014-05-29,63733999000
2014-05-30,64151962000
2014-06-02,63755433000
2014-06-03,63605395000
2014-06-04,63466074000
2014-06-05,63851886000
2014-06-06,63905471000
2014-06-09,64023358000
2014-06-10,64034075000
2014-06-11,63733999000
2014-06-12,63101696000
2014-06-13,63123130000
2014-06-16,63048111000
2014-06-17,63498225000
2014-06-18,64291283000
2014-06-19,64141245000
2014-06-20,66477551000
2014-06-23,66520419000
2014-06-24,66327513000
2014-06-25,67517100000
2014-06-26,67559968000
2014-06-27,67624270000
2014-06-30,66497032000
2014-07-01,66850000000
2014-07-02,67063920000
2014-07-03,67448976000
2014-07-07,66967656000
2014-07-08,66807216000
2014-07-09,66978352000
2014-07-10,66882088000
2014-07-11,67213664000
2014-07-14,67395496000
2014-07-15,67235056000
2014-07-16,67181576000
2014-07-17,66593296000
2014-07-18,67887512000
2014-07-21,68069344000
2014-07-22,68154912000
2014-07-23,68721800000
2014-07-24,68850152000
2014-07-25,68219088000
2014-07-28,67801944000
2014-07-29,67138792000
2014-07-30,66978352000
2014-07-31,65309776000
2014-08-01,64903328000
2014-08-04,65919448000
2014-08-05,65106552000
2014-08-06,65363256000
2014-08-07,64550360000
2014-08-08,65224208000
2014-08-11,65331168000
2014-08-12,65641352000
2014-08-13,64807064000
2014-08-14,65448824000
2014-08-15,65074464000
2014-08-18,65619960000
2014-08-19,66486336000
2014-08-20,66325896000
2014-08-21,66347288000
2014-08-22,66657472000
2014-08-25,67096008000
2014-08-26,67181576000
2014-08-27,67384800000
2014-08-28,67502456000
2014-08-29,67983776000
2014-09-02,68112128000
2014-09-03,68614840000
2014-09-04,68689712000
2014-09-05,69224512000
2014-09-08,69524000000
2014-09-09,68925024000
2014-09-10,69288688000
2014-09-11,69716528000
2014-09-12,69812792000
2014-09-15,69727224000
2014-09-16,70379680000
2014-09-17,70497336000
2014-09-18,71224664000
2014-09-19,71160488000
2014-09-22,70679168000
2014-09-23,70540120000
2014-09-24,70796824000
2014-09-25,70144368000
2014-09-26,70037408000
2014-09-29,69887664000
2014-09-30,69099490800
2014-10-01,69344562240
2014-10-02,69078180240
2014-10-03,69973223760
2014-10-06,69919947360
2014-10-07,68428208160
2014-10-08,69515046720
2014-10-09,68513450400
2014-10-10,68353621200
2014-10-13,67426611840
2014-10-14,67277437920
2014-10-15,66989745360
2014-10-16,65956183200
2014-10-17,66680742240
2014-10-20,67234816800
2014-10-21,68918351040
2014-10-22,68918351040
2014-10-23,68566726799
2014-10-24,70378124400
2014-10-27,70537953600
2014-10-28,69078180240
2014-10-29,69781428720
2014-10-30,71177270400
2014-10-31,70676472240
2014-11-03,70900233120
2014-11-04,71571515760
2014-11-05,71379720720
2014-11-06,71347754880
2014-11-07,70964164800
2014-11-10,72828838800
2014-11-11,72296074800
2014-11-12,71816587200
2014-11-13,72114935040
2014-11-14,71742000240
2014-11-17,71699379120
2014-11-18,72221487840
2014-11-19,71614136880
2014-11-20,71177270400
2014-11-21,71773966080
2014-11-24,71315789040
2014-11-25,71230546800
2014-11-26,71731344960
2014-11-28,72583767360
2014-12-01,72999323280
2014-12-02,74991860640
2014-12-03,75791006640
2014-12-04,77122916640
2014-12-05,76558186800
2014-12-08,77602404240
2014-12-09,76941776880
2014-12-10,75705764400
2014-12-11,76302460080
2014-12-12,74107472400
2014-12-15,74235335760
2014-12-16,73798469280
2014-12-17,74885307840
2014-12-18,77197503600
2014-12-19,77144227200
2014-12-22,76100009760
2014-12-23,74309922720
2014-12-24,74757444480
2014-12-26,75002515920
2014-12-29,74693512800
2014-12-30,74203369920
2014-12-31,73419158000
2015-01-02,74557852000
2015-01-05,73823554000
2015-01-06,74196024000
2015-01-07,73674566000
2015-01-08,75419854000
2015-01-09,74419506000
2015-01-12,73876764000
2015-01-13,73834196000
2015-01-14,74238592000
2015-01-15,74217308000
2015-01-16,75217656000
2015-01-20,76654326000
2015-01-21,76877808000
2015-01-22,77111932000
2015-01-23,76760746000
2015-01-26,76739462000
2015-01-27,76335066000
2015-01-28,75526274000
2015-01-29,76739462000
2015-01-30,76622400000
2015-02-02,76292498000
2015-02-03,75441138000
2015-02-04,74728124000
2015-02-05,75994522000
2015-02-06,74877112000
2015-02-09,74078962000
2015-02-10,75026100000
2015-02-11,74440790000
2015-02-12,75058026000
2015-02-13,75089952000
2015-02-17,76154152000
2015-02-18,75568842000
2015-02-19,75685904000
2015-02-20,76494696000
2015-02-23,75653978000
2015-02-24,75451780000
2015-02-25,74877112000
2015-02-26,74525926000
2015-02-27,74674914000
2015-03-02,75685904000
2015-03-03,74887754000
2015-03-04,75185730000
2015-03-05,75121878000
2015-03-06,72801922000
2015-03-09,74047036000
2015-03-10,73195676000
2015-03-11,72855132000
2015-03-12,74025752000
2015-03-13,74376938000
2015-03-16,75632694000
2015-03-17,75387928000
2015-03-18,78261268000
2015-03-19,78984924000
2015-03-20,81006904000
2015-03-23,81262312000
2015-03-24,80410952000
2015-03-25,79133912000
2015-03-26,78154848000
2015-03-27,78303836000
2015-03-30,78612454000
2015-03-31,77132505000
2015-04-01,75943401000
2015-04-02,75635508000
2015-04-06,75709827000
2015-04-07,76123890000
2015-04-08,76601655000
2015-04-09,76824612000
2015-04-10,78480864000
2015-04-13,78056184000
2015-04-14,77992482000
2015-04-15,78257907000
2015-04-16,78024333000
2015-04-17,76941399000
2015-04-20,76877697000
2015-04-21,76665357000
2015-04-22,76760910000
2015-04-23,76867080000
2015-04-24,75996486000
2015-04-27,75263913000
2015-04-28,75571806000
2015-04-29,76739676000
2015-04-30,76304379000
2015-05-01,77631504000
2015-05-04,77557185000
2015-05-05,76346847000
2015-05-06,76495485000
2015-05-07,76251294000
2015-05-08,77780142000
2015-05-11,78003099000
2015-05-12,76909548000
2015-05-13,77291760000
2015-05-14,77567802000
2015-05-15,77397930000
2015-05-18,77440398000
2015-05-19,77981865000
2015-05-20,77886312000
2015-05-21,78852459000
2015-05-22,78884310000
2015-05-26,78894927000
2015-05-27,79521330000
2015-05-28,81124497000
2015-05-29,83768130000
2015-06-01,83874300000
2015-06-02,82759515000
2015-06-03,82632111000
2015-06-04,82472856000
2015-06-05,82940004000
2015-06-08,83364684000
2015-06-09,87876909000
2015-06-10,88312206000
2015-06-11,91932603000
2015-06-12,89405757000
2015-06-15,89267736000
2015-06-16,90010926000
2015-06-17,88683801000
2015-06-18,88163568000
2015-06-19,87728271000
2015-06-22,88036164000
2015-06-23,87770739000
2015-06-24,87335442000
2015-06-25,90032160000
2015-06-26,91146945000
2015-06-29,88949226000
2015-06-30,88616286000
2015-07-01,90059790000
2015-07-02,91428996000
2015-07-06,91651890000
2015-07-07,94178022000
2015-07-08,92607150000
2015-07-09,92851272000
2015-07-10,93711006000
2015-07-13,94273548000
2015-07-14,94209864000
2015-07-15,91683732000
2015-07-16,92522238000
2015-07-17,92734518000
2015-07-20,93265218000
2015-07-21,90823998000
2015-07-22,91683732000
2015-07-23,92087064000
2015-07-24,89921808000
2015-07-27,89316810000
2015-07-28,90940752000
2015-07-29,90314526000
2015-07-30,89730756000
2015-07-31,89698914000
2015-08-03,89306196000
2015-08-04,89210670000
2015-08-05,89932422000
2015-08-06,87777780000
2015-08-07,87321378000
2015-08-10,88637514000
2015-08-11,88669356000
2015-08-12,88499532000
2015-08-13,88128042000
2015-08-14,89062074000
2015-08-17,88595058000
2015-08-18,88510146000
2015-08-19,88913478000
2015-08-20,92692062000
2015-08-21,89720142000
2015-08-24,85686822000
2015-08-25,83065164000
2015-08-26,86079540000
2015-08-27,88881636000
2015-08-28,88297866000
2015-08-31,87406290000
2015-09-01,84699720000
2015-09-02,86833134000
2015-09-03,86610240000
2015-09-04,85251648000
2015-09-08,87968832000
2015-09-09,86068926000
2015-09-10,85803576000
2015-09-11,86822520000
2015-09-14,86918046000
2015-09-15,88053744000
2015-09-16,89635230000
2015-09-17,95504772000
2015-09-18,93923286000
2015-09-21,92968026000
2015-09-22,93190920000
2015-09-23,92012766000
2015-09-24,90590490000
2015-09-25,89221284000
2015-09-28,84636036000
2015-09-29,85209192000
2015-09-30,88749227880
2015-10-01,90329301360
2015-10-02,92810759040
2015-10-05,91803329640
2015-10-06,89258244840
2015-10-07,89067363480
2015-10-08,88834064040
2015-10-09,91347335280
2015-10-12,84242306880
2015-10-13,84433188240
2015-10-14,84040821000
2015-10-15,84687696720
2015-10-16,86437442520
2015-10-19,85101273000
2015-10-20,82492561080
2015-10-21,81665408520
2015-10-22,81633594960
2015-10-23,83043996120
2015-10-26,83892357720
2015-10-27,85801171320
2015-10-28,88091747640
2015-10-29,86957064000
2015-10-30,86501069640
2015-11-02,86999482080
2015-11-03,86607114840
2015-11-04,85949634600
2015-11-05,85483035720
2015-11-06,85323967920
2015-11-09,84157470720
2015-11-10,84899787120
2015-11-11,85578476400
2015-11-12,84687696720
2015-11-13,84358956600
2015-11-16,86140515960
2015-11-17,86214747600
2015-11-18,88706809800
2015-11-19,88781041440
2015-11-20,89576380440
2015-11-23,89862702480
2015-11-24,88950713760
2015-11-25,88802250480
2015-11-27,88706809800
2015-11-30,86999482080
2015-12-01,91729098000
2015-12-02,89671821120
2015-12-03,88081143120
2015-12-04,91856352240
2015-12-07,91601843760
2015-12-08,91633657320
2015-12-09,88929504720
2015-12-10,90042979320
2015-12-11,88325047080
2015-12-14,89799075360
2015-12-15,90689855040
2015-12-16,91506403080
2015-12-17,91432171440
2015-12-18,89894516040
2015-12-21,91241290080
2015-12-22,91103431320
2015-12-23,91410962400
2015-12-24,91039804200
2015-12-28,90658041480
2015-12-29,91463985000
2015-12-30,91410962400
2015-12-31,89307174000
2016-01-04,87833913000
2016-01-05,89148189000
2016-01-06,88586442000
2016-01-07,86286459000
2016-01-08,86116875000
2016-01-11,85078173000
2016-01-12,85215960000
2016-01-13,84050070000
2016-01-14,87484146000
2016-01-15,86106276000
2016-01-19,88215477000
2016-01-20,87568938000
2016-01-21,86275860000
2016-01-22,87420552000
2016-01-25,86604429000
2016-01-26,86869404000
2016-01-27,86657424000
2016-01-28,81410919000
2016-01-29,83838090000
2016-02-01,83096160000
2016-02-02,80870370000
2016-02-03,80647791000
2016-02-04,78729372000
2016-02-05,78771768000
2016-02-08,78633981000
2016-02-09,78157026000
2016-02-10,77446893000
2016-02-11,75698058000
2016-02-12,75539073000
2016-02-16,77722467000
2016-02-17,79153332000
2016-02-18,77870853000
2016-02-19,76959339000
2016-02-22,77383299000
2016-02-23,77870853000
2016-02-24,78538590000
2016-02-25,79301718000
2016-02-26,78008640000
2016-02-29,76312800000
2016-03-01,77097126000
2016-03-02,78453798000
2016-03-03,77637675000
2016-03-04,78008640000
2016-03-07,77796660000
2016-03-08,77372700000
2016-03-09,77945046000
2016-03-10,77393898000
2016-03-11,79121535000
2016-03-14,78337209000
2016-03-15,75507276000
2016-03-16,76821552000
2016-03-17,73196694000
2016-03-18,75199905000
2016-03-21,74457975000
2016-03-22,76228008000
2016-03-23,75433083000
2016-03-24,75380088000
2016-03-28,74850138000
2016-03-29,75994830000
2016-03-30,76079622000
2016-03-31,76164977000
2016-04-01,77656334000
2016-04-04,77402486000
2016-04-05,77254408000
2016-04-06,79073652000
2016-04-07,78893843000
2016-04-08,78682303000
2016-04-11,78216915000
2016-04-12,78872689000
2016-04-13,79496732000
2016-04-14,79993851000
2016-04-15,79888081000
2016-04-18,81675594000
2016-04-19,81707325000
2016-04-20,81527516000
2016-04-21,81834249000
2016-04-22,82320791000
2016-04-25,82437138000
2016-04-26,80670779000
2016-04-27,80924627000
2016-04-28,80871742000
2016-04-29,79888081000
2016-05-02,81178475000
2016-05-03,80649625000
2016-05-04,79189999000
2016-05-05,79613079000
2016-05-06,78904420000
2016-05-09,79951543000
2016-05-10,81315976000
2016-05-11,80713087000
2016-05-12,80342892000
2016-05-13,80734241000
2016-05-16,82807333000
2016-05-17,80797703000
2016-05-18,80734241000
2016-05-19,78597687000
2016-05-20,79126537000
2016-05-23,78354416000
2016-05-24,79316923000
2016-05-25,78840958000
2016-05-26,79877504000
2016-05-27,79316923000
2016-05-31,79359231000
2016-06-01,79264038000
2016-06-02,79814042000
2016-06-03,79454424000
2016-06-06,79158268000
2016-06-07,79010190000
2016-06-08,79232307000
2016-06-09,78724611000
2016-06-10,78216915000
2016-06-13,78121722000
2016-06-14,78608264000
2016-06-15,77963067000
2016-06-16,78534225000
2016-06-17,78121722000
2016-06-20,77508256000
2016-06-21,76757289000
2016-06-22,77286139000
2016-06-23,78206338000
2016-06-24,78618841000
2016-06-27,79211153000
2016-06-28,79486155000
2016-06-29,82659255000
2016-06-30,83293875000
2016-07-01,83505415000
2016-07-05,84235228000
2016-07-06,84637154000
2016-07-07,83896764000
2016-07-08,84256382000
2016-07-11,83706378000
2016-07-12,84266959000
2016-07-13,83939072000
2016-07-14,85240043000
2016-07-15,84848694000
2016-07-18,84563115000
2016-07-19,84584269000
2016-07-20,84912156000
2016-07-21,85039080000
2016-07-22,86297743000
2016-07-25,86710246000
2016-07-26,86826593000
2016-07-27,88212180000
2016-07-28,87715061000
2016-07-29,87672753000
2016-08-01,87979486000
2016-08-02,88127564000
2016-08-03,87492944000
2016-08-04,87175634000
2016-08-05,86266012000
2016-08-08,86308320000
2016-08-09,86202550000
2016-08-10,85197735000
2016-08-11,85208312000
2016-08-12,84848694000
2016-08-15,84891002000
2016-08-16,84446768000
2016-08-17,84732347000
2016-08-18,84383306000
2016-08-19,83621762000
2016-08-22,83865033000
2016-08-23,84161189000
2016-08-24,82965988000
2016-08-25,82511177000
2016-08-26,82754448000
2016-08-29,83135220000
2016-08-30,82257329000
2016-08-31,82236175000
2016-09-01,81686171000
2016-09-02,81284245000
2016-09-06,83040027000
2016-09-07,83124643000
2016-09-08,84499653000
2016-09-09,82754448000
2016-09-12,83642916000
2016-09-13,83008296000
2016-09-14,82807333000
2016-09-15,83367914000
2016-09-16,83346760000
2016-09-19,83727532000
2016-09-20,84489076000
2016-09-21,85536199000
2016-09-22,85980433000
2016-09-23,85842932000
2016-09-26,84108304000
2016-09-27,85546776000
2016-09-28,85366967000
2016-09-29,84340998000
2016-09-30,84922784960
2016-10-03,85705776000
2016-10-04,85822166560
2016-10-05,86499348000
2016-10-06,86203081120
2016-10-07,86859100640
2016-10-10,87885453760
2016-10-11,86562833760
2016-10-12,85187308960
2016-10-13,84647680000
2016-10-14,83875269920
2016-10-17,83092278880
2016-10-18,83346221920
2016-10-19,83124021760
2016-10-20,83314479040
2016-10-21,82796012000
2016-10-24,82076506720
2016-10-25,82266964000
2016-10-26,81219448960
2016-10-27,80584591360
2016-10-28,78859894880
2016-10-31,78129808640
2016-11-01,77219846080
2016-11-02,76870674400
2016-11-03,76299302560
2016-11-04,76701379040
2016-11-07,78172132480
2016-11-08,78320265920
2016-11-09,82944145440
2016-11-10,82891240640
2016-11-11,82182316320
2016-11-14,81494553920
2016-11-15,81811982720
2016-11-16,81409906240
2016-11-17,82224640160
2016-11-18,81124220320
2016-11-21,81092477440
2016-11-22,80404715040
2016-11-23,71950528000
2016-11-25,73135595520
2016-11-28,71104051200
2016-11-29,71051146400
2016-11-30,71019403520
2016-12-01,69802593120
2016-12-02,71643680160
2016-12-05,71167536960
2016-12-06,71738908800
2016-12-07,71294508480
2016-12-08,71093470240
2016-12-09,71791813600
2016-12-12,71537870560
2016-12-13,72627709440
2016-12-14,71601356320
2016-12-15,75516311520
2016-12-16,77569017760
2016-12-19,77685408320
2016-12-20,77643084480
2016-12-21,77505532000
2016-12-22,77516112960
2016-12-23,78076903840
2016-12-27,78098065760
2016-12-28,77304493760
2016-12-29,77833541760
2016-12-30,77822960800
2017-01-03,78799980000
2017-01-04,78926736000
2017-01-05,79845717000
2017-01-06,79930221000
2017-01-09,80564001000
2017-01-10,80564001000
2017-01-11,79497138000
2017-01-12,81493545000
2017-01-13,81757620000
2017-01-17,81176655000
2017-01-18,81894939000
2017-01-19,81166092000
2017-01-20,81134403000
2017-01-23,80616816000
2017-01-24,79064055000
2017-01-25,79064055000
2017-01-26,78778854000
2017-01-27,79623894000
2017-01-30,78905610000
2017-01-31,81366789000
2017-02-01,81968880000
2017-02-02,81747057000
2017-02-03,81578049000
2017-02-06,82211829000
2017-02-07,82074510000
2017-02-08,82507593000
2017-02-09,82074510000
2017-02-10,82169577000
2017-02-13,82148451000
2017-02-14,83247003000
2017-02-15,84768075000
2017-02-16,84546252000
2017-02-17,84915957000
2017-02-21,84884268000
2017-02-22,85634241000
2017-02-23,87197565000
2017-02-24,87535581000
2017-02-27,87736278000
2017-02-28,87472203000
2017-03-01,88570755000
2017-03-02,87577833000
2017-03-03,88496814000
2017-03-06,88549629000
2017-03-07,87398262000
2017-03-08,88105983000
2017-03-09,89310165000
2017-03-10,89109468000
2017-03-13,88877082000
2017-03-14,89215098000
2017-03-15,90715044000
2017-03-16,89774937000
2017-03-17,88686948000
2017-03-20,88792578000
2017-03-21,88443999000
2017-03-22,89109468000
2017-03-23,89172846000
2017-03-24,88919334000
2017-03-27,88982712000
2017-03-28,89521425000
2017-03-29,89193972000
2017-03-30,89531988000
2017-03-31,88736050000
2017-04-03,89094750000
2017-04-04,90824950000
2017-04-05,90339650000
2017-04-06,90054800000
2017-04-07,90012600000
2017-04-10,90170850000
2017-04-11,90656150000
2017-04-12,90993750000
2017-04-13,90603400000
2017-04-17,86910900000
2017-04-18,85666000000
2017-04-19,85338950000
2017-04-20,86446700000
2017-04-21,86393950000
2017-04-24,88008100000
2017-04-25,85666000000
2017-04-26,85412800000
2017-04-27,85803150000
2017-04-28,86573300000
2017-05-01,86320100000
2017-05-02,86193500000
2017-05-03,85718750000
2017-05-04,87607200000
2017-05-05,87048050000
2017-05-08,85106850000
2017-05-09,85233450000
2017-05-10,85507750000
2017-05-11,84632100000
2017-05-12,84600450000
2017-05-15,84716500000
2017-05-16,83334450000
2017-05-17,82437700000
2017-05-18,82606500000
2017-05-19,82079000000
2017-05-22,81213900000
2017-05-23,82279450000
2017-05-24,82247800000
2017-05-25,82648700000
2017-05-26,82342750000
2017-05-30,82659250000
2017-05-31,83946350000
2017-06-01,84389450000
2017-06-02,84537150000
2017-06-05,83714250000
2017-06-06,83439950000
2017-06-07,83756450000
2017-06-08,84505500000
2017-06-09,85497200000
2017-06-12,85349500000
2017-06-13,85718750000
2017-06-14,86088000000
2017-06-15,86562750000
2017-06-16,86383400000
2017-06-19,86868700000
2017-06-20,87301250000
2017-06-21,87185200000
2017-06-22,88947050000
2017-06-23,88503950000
2017-06-26,88915400000
2017-06-27,87607200000
2017-06-28,87670500000
2017-06-29,87248500000
2017-06-30,86694820000
2017-07-03,87116180000
2017-07-05,87116180000
2017-07-06,85957440000
2017-07-07,86684286000
2017-07-10,86673752000
2017-07-11,86747490000
2017-07-12,87958900000
2017-07-13,88506668000
2017-07-14,88854290000
2017-07-17,88106376000
2017-07-18,88169580000
2017-07-19,88727882000
2017-07-20,89275650000
2017-07-21,89180844000
2017-07-24,89265116000
2017-07-25,86578946000
2017-07-26,86210256000
2017-07-27,87453268000
2017-07-28,87537540000
2017-07-31,87074044000
2017-08-01,86768558000
2017-08-02,86189188000
2017-08-03,86305062000
2017-08-04,86705354000
2017-08-07,86452538000
2017-08-08,86347198000
2017-08-09,86979238000
2017-08-10,86431470000
2017-08-11,85483410000
2017-08-14,85841566000
2017-08-15,86073314000
2017-08-16,84998846000
2017-08-17,81954520000
2017-08-18,81185538000
2017-08-21,81512092000
2017-08-22,82439084000
2017-08-23,82323210000
2017-08-24,83071124000
2017-08-25,82997386000
2017-08-28,83050056000
2017-08-29,82744570000
2017-08-30,84788166000
2017-08-31,85630886000
2017-09-01,84356272000
2017-09-05,84082388000
2017-09-06,84809234000
2017-09-07,85894236000
2017-09-08,87347928000
2017-09-11,87042442000
2017-09-12,86557878000
2017-09-13,86831762000
2017-09-14,87505938000
2017-09-15,86842296000
2017-09-18,86926568000
2017-09-19,86094382000
2017-09-20,86399868000
2017-09-21,87779822000
2017-09-22,88390794000
2017-09-25,89159776000
2017-09-26,88717348000
2017-09-27,89170310000
2017-09-28,89539000000
2017-09-29,90107836000
2017-10-02,90122804200
2017-10-03,90227173400
2017-10-04,90759456320
2017-10-05,91479603800
2017-10-06,90884699360
2017-10-09,90853388600
2017-10-10,89924502720
2017-10-11,89820133520
2017-10-12,90206299560
2017-10-13,90331542600
2017-10-16,89705327400
2017-10-17,89820133520
2017-10-18,89475715160
2017-10-19,90133241120
2017-10-20,91041253160
2017-10-23,90989068560
2017-10-24,88891247640
2017-10-25,88557266200
2017-10-26,87837118720
2017-10-27,87524011120
2017-10-30,86261143800
2017-10-31,85520122480
2017-11-01,86511629880
2017-11-02,86762115960
2017-11-03,87158718920
2017-11-06,86563814480
2017-11-07,86918669760
2017-11-08,87680564920
2017-11-09,87659691080
2017-11-10,86929106680
2017-11-13,86480319120
2017-11-14,86094153080
2017-11-15,85781045480
2017-11-16,87085660480
2017-11-17,86511629880
2017-11-20,86814300560
2017-11-21,87158718920
2017-11-22,87336146560
2017-11-24,87701438760
2017-11-27,88515518520
2017-11-28,88766004600
2017-11-29,88672072320
2017-11-30,88338090880
2017-12-01,89047801440
2017-12-04,89319161360
2017-12-05,89820133520
2017-12-06,89047801440
2017-12-07,89621832040
2017-12-08,90227173400
2017-12-11,90456785640
2017-12-12,90498533320
2017-12-13,91730089880
2017-12-14,90279358000
2017-12-15,90321105680
2017-12-18,89841007360
2017-12-19,90498533320
2017-12-20,89486152080
2017-12-21,89350472120
2017-12-22,88786878440
2017-12-26,88703383080
2017-12-27,88859936880
2017-12-28,88766004600
2017-12-29,88150226320
2018-01-02,88744640000
2018-01-03,89226720000
2018-01-04,89624960000
2018-01-05,90725360000
2018-01-08,90264240000
2018-01-09,90190880000
2018-01-10,90232800000
2018-01-11,90536720000
2018-01-12,91155040000
2018-01-16,89383920000
2018-01-17,90348080000
2018-01-18,89939360000
2018-01-19,89593520000
2018-01-22,89541120000
2018-01-23,88472160000
2018-01-24,88346400000
2018-01-25,89090480000
2018-01-26,91259840000
2018-01-29,91804800000
2018-01-30,90222320000
2018-01-31,85359600000
2018-02-01,86365680000
2018-02-02,85076640000
2018-02-05,81209520000
2018-02-06,81733520000
2018-02-07,80402560000
2018-02-08,77772080000
2018-02-09,79889040000
2018-02-12,79910000000
2018-02-13,79868080000
2018-02-14,80727440000
2018-02-15,81764960000
2018-02-16,82760560000
2018-02-20,81272400000
2018-02-21,81272400000
2018-02-22,80895120000
2018-02-23,82530000000
2018-02-26,84028640000
2018-02-27,82477600000
2018-02-28,80716960000
2018-03-01,80172000000
2018-03-02,80937040000
2018-03-05,81429600000
2018-03-06,80895120000
2018-03-07,81157120000
2018-03-08,82676720000
2018-03-09,83431280000
2018-03-12,82833920000
2018-03-13,82949200000
2018-03-14,82257520000
2018-03-15,82530000000
2018-03-16,84353520000
2018-03-19,82509040000
2018-03-20,82131760000
2018-03-21,81995520000
2018-03-22,80203440000
2018-03-23,78348480000
2018-03-26,79836640000
2018-03-27,79291680000
2018-03-28,80706480000
2018-03-29,81083760000
2018-04-02,77986140000
2018-04-03,79881708000
2018-04-04,80973720000
2018-04-05,80994324000
2018-04-06,79170870000
2018-04-09,79675668000
2018-04-10,81612444000
2018-04-11,81107646000
2018-04-12,81684558000
2018-04-13,82127544000
2018-04-16,82539624000
2018-04-17,82333584000
2018-04-18,82127544000
2018-04-19,82158450000
2018-04-20,81447612000
2018-04-23,82622040000
2018-04-24,82508718000
2018-04-25,83590428000
2018-04-26,85043010000
2018-04-27,85228446000
2018-04-30,83518314000
2018-05-01,81457914000
2018-05-02,81210666000
2018-05-03,80396808000
2018-05-04,80767680000
2018-05-07,81004626000
2018-05-08,81262176000
2018-05-09,81663954000
2018-05-10,83301972000
2018-05-11,84939990000
2018-05-14,85578714000
2018-05-15,84692742000
2018-05-16,83631636000
2018-05-17,84126132000
2018-05-18,84548514000
2018-05-21,84301266000
2018-05-22,84703044000
2018-05-23,85176936000
2018-05-24,85207842000
2018-05-25,85269654000
2018-05-29,84929688000
2018-05-30,86392572000
2018-05-31,87608208000
2018-06-01,87412470000
2018-06-04,87639114000
2018-06-05,87381564000
2018-06-06,88525086000
2018-06-07,88473576000
2018-06-08,88679616000
2018-06-11,88452972000
2018-06-12,88071798000
2018-06-13,88308744000
2018-06-14,88957770000
2018-06-15,89503776000
2018-06-18,88710522000
2018-06-19,89441964000
2018-06-20,88885656000
2018-06-21,88669314000
2018-06-22,88514784000
2018-06-25,88360254000
2018-06-26,87680322000
2018-06-27,87227034000
2018-06-28,88071798000
2018-06-29,87906966000
2018-07-02,87611544000
2018-07-03,88274804000
2018-07-05,88325824000
2018-07-06,89172756000
2018-07-09,89662548000
2018-07-10,89846220000
2018-07-11,89346224000
2018-07-12,90723764000
2018-07-13,91540084000
2018-07-16,90887028000
