,LLY
2004-08-24,69802057152
2004-08-25,69564708580
2004-08-26,68539794294
2004-08-27,69392091437
2004-08-30,68183771437
2004-08-31,68453485723
2004-09-01,69165531437
2004-09-02,69909942866
2004-09-03,70104137152
2004-09-07,71204571438
2004-09-08,70201234295
2004-09-09,70913280009
2004-09-10,71042742866
2004-09-13,70611200009
2004-09-14,71700845723
2004-09-15,72445257152
2004-09-16,72024502866
2004-09-17,71625325723
2004-09-20,70675931437
2004-09-21,70298331437
2004-09-22,68960548580
2004-09-23,68507428580
2004-09-24,68680045723
2004-09-27,67860114294
2004-09-28,66943085723
2004-09-29,66727314294
2004-09-30,64828829321
2004-10-01,66286263453
2004-10-04,66458996387
2004-10-05,66944807764
2004-10-06,66361834111
2004-10-07,64299834711
2004-10-08,63781635909
2004-10-11,63695269442
2004-10-12,61698044891
2004-10-13,60780401179
2004-10-14,60488914353
2004-10-15,61913961059
2004-10-18,61967940101
2004-10-19,60456526928
2004-10-20,59484904173
2004-10-21,56829135312
2004-10-22,55976266450
2004-10-25,54454057468
2004-10-26,56624014953
2004-10-27,60672443095
2004-10-28,60499710161
2004-10-29,59279783814
2004-11-01,59538883215
2004-11-02,59506495790
2004-11-03,61136662855
2004-11-04,61881573634
2004-11-05,62183856268
2004-11-08,61482128724
2004-11-09,61028704772
2004-11-10,60046286209
2004-11-11,60445731119
2004-11-12,60683238903
2004-11-15,61730432316
2004-11-16,61330987406
2004-11-17,60305385610
2004-11-18,60888359263
2004-11-19,59614453874
2004-11-22,60596872436
2004-11-23,58977501179
2004-11-24,59150234114
2004-11-26,59107050880
2004-11-29,58642831120
2004-11-30,57574046090
2004-12-01,58804768245
2004-12-02,59150234114
2004-12-03,58837155671
2004-12-06,58945113754
2004-12-07,57930307767
2004-12-08,58664422736
2004-12-09,59031480221
2004-12-10,59420129323
2004-12-13,60510505969
2004-12-14,61536107766
2004-12-15,61233825131
2004-12-16,61967940101
2004-12-17,60478118544
2004-12-20,59700820341
2004-12-21,60251406568
2004-12-22,61125867047
2004-12-23,61816798783
2004-12-27,61730432316
2004-12-28,62000327526
2004-12-29,61806002975
2004-12-30,62075898185
2004-12-31,61473602934
2005-01-03,60931985287
2005-01-04,60119558817
2005-01-05,60747835287
2005-01-06,61235291169
2005-01-07,60942817640
2005-01-10,61679417640
2005-01-11,61776908816
2005-01-12,62589335287
2005-01-13,61116135287
2005-01-14,62015220581
2005-01-18,62329358816
2005-01-19,61744411758
2005-01-20,61126967640
2005-01-21,59924576464
2005-01-24,59404623522
2005-01-25,59415455875
2005-01-26,60119558817
2005-01-27,60195385287
2005-01-28,58039747052
2005-01-31,58754682346
2005-02-01,59317964699
2005-02-02,59729594111
2005-02-03,59437120581
2005-02-04,59610438228
2005-02-07,60379535287
2005-02-08,60011235287
2005-02-09,59198808817
2005-02-10,59361294111
2005-02-11,60119558817
2005-02-14,60011235287
2005-02-15,60412032346
2005-02-16,60043732346
2005-02-17,59718761758
2005-02-18,59144647052
2005-02-22,59101317640
2005-02-23,59393791170
2005-02-24,59707929405
2005-02-25,60477026464
2005-02-28,60661176464
2005-03-01,61191961758
2005-03-02,61040308816
2005-03-03,60823661758
2005-03-04,61484435287
2005-03-07,62091047052
2005-03-08,61462770581
2005-03-09,60227882346
2005-03-10,60184552934
2005-03-11,59415455875
2005-03-14,58169735287
2005-03-15,57086499993
2005-03-16,56642373523
2005-03-17,56577379405
2005-03-18,56891517640
2005-03-21,56306570582
2005-03-22,56154917640
2005-03-23,57173158817
2005-03-24,57303147052
2005-03-28,57140661758
2005-03-29,56035761758
2005-03-30,57162326464
2005-03-31,57083478265
2005-04-01,56086434787
2005-04-04,56239826091
2005-04-05,58299652178
2005-04-06,58683130439
2005-04-07,59165217396
2005-04-08,59504869569
2005-04-11,59570608700
2005-04-12,58968000004
2005-04-13,62583652178
2005-04-14,60436173917
2005-04-15,63624521744
2005-04-18,64643478266
2005-04-19,65136521744
2005-04-20,63569739135
2005-04-21,64095652179
2005-04-22,63986086961
2005-04-25,64391478265
2005-04-26,63986086961
2005-04-27,63799826092
2005-04-28,63547826092
2005-04-29,64062782613
2005-05-02,64544869570
2005-05-03,65465217396
2005-05-04,66024000005
2005-05-05,66221217396
2005-05-06,65936347831
2005-05-09,65476173918
2005-05-10,64785913048
2005-05-11,64369565222
2005-05-12,64851652179
2005-05-13,64380521744
2005-05-16,65081739135
2005-05-17,65257043483
2005-05-18,66133565222
2005-05-19,65673391309
2005-05-20,64533913048
2005-05-23,64336695657
2005-05-24,64227130439
2005-05-25,64314782613
2005-05-26,64753043483
2005-05-27,64698260874
2005-05-31,63876521744
2005-06-01,64040869570
2005-06-02,63756000005
2005-06-03,63164347831
2005-06-06,63208173918
2005-06-07,63164347831
2005-06-08,62857565222
2005-06-09,62528869570
2005-06-10,62441217396
2005-06-13,62780869570
2005-06-14,63164347831
2005-06-15,62846608700
2005-06-16,63942260874
2005-06-17,64117565222
2005-06-20,63602608700
2005-06-21,63679304352
2005-06-22,63898434787
2005-06-23,63021913048
2005-06-24,62353565222
2005-06-27,61838608700
2005-06-28,62079652178
2005-06-29,61685217396
2005-06-30,60624690406
2005-07-01,60309106844
2005-07-05,60635572598
2005-07-06,60537632872
2005-07-07,60080580817
2005-07-08,61212328762
2005-07-11,61614969858
2005-07-12,61429972598
2005-07-13,61353797255
2005-07-14,61963199995
2005-07-15,61658498625
2005-07-18,61810849310
2005-07-19,61723791776
2005-07-20,62311430132
2005-07-21,61212328762
2005-07-22,59852054790
2005-07-25,59579999995
2005-07-26,59155594516
2005-07-27,59754115063
2005-07-28,60330871228
2005-07-29,61288504104
2005-08-01,61691145200
2005-08-02,60951156159
2005-08-03,59786761639
2005-08-04,58655013694
2005-08-05,58165315064
2005-08-08,57784438351
2005-08-09,58589720543
2005-08-10,58655013694
2005-08-11,58372076707
2005-08-12,58121786296
2005-08-15,57730027392
2005-08-16,57381797255
2005-08-17,57436208214
2005-08-18,57153271228
2005-08-19,57207682187
2005-08-22,57360032872
2005-08-23,58459134242
2005-08-24,58100021913
2005-08-25,58219726023
2005-08-26,58121786296
2005-08-29,58807364379
2005-08-30,58840010954
2005-08-31,59873819173
2005-09-01,59318827392
2005-09-02,59579999995
2005-09-06,60537632872
2005-09-07,61332032872
2005-09-08,61429972598
2005-09-09,61723791776
2005-09-12,61974082187
2005-09-13,60417928762
2005-09-14,60341753420
2005-09-15,59754115063
2005-09-16,60069698625
2005-09-19,59590882187
2005-09-20,58872657529
2005-09-21,58426487666
2005-09-22,58709424653
2005-09-23,58535309584
2005-09-26,57991199995
2005-09-27,58295901365
2005-09-28,58187079447
2005-09-29,59079419173
2005-09-30,58024020770
2005-10-03,57384368822
2005-10-04,58121594796
2005-10-05,58273376615
2005-10-06,58555257134
2005-10-07,57904763628
2005-10-10,57373527264
2005-10-11,56506202589
2005-10-12,56571251939
2005-10-13,56961548043
2005-10-14,57048280511
2005-10-17,55866550641
2005-10-18,55974966225
2005-10-19,55942441550
2005-10-20,55562987005
2005-10-21,54966701290
2005-10-24,55053433758
2005-10-25,54543880511
2005-10-26,54641454537
2005-10-27,54207792200
2005-10-28,54196950641
2005-10-31,53980119472
2005-11-01,53947594797
2005-11-02,54099376615
2005-11-03,54381257135
2005-11-04,55107641550
2005-11-07,55400363628
2005-11-08,56029174017
2005-11-09,56408628563
2005-11-10,55725610381
2005-11-11,55270264927
2005-11-14,54435464927
2005-11-15,54684820771
2005-11-16,53990961031
2005-11-17,53947594797
2005-11-18,54576405186
2005-11-21,55010067524
2005-11-22,54879968823
2005-11-23,55129324667
2005-11-25,54793236355
2005-11-28,54424623368
2005-11-29,54261999992
2005-11-30,54749870122
2005-12-01,55834025966
2005-12-02,55909916875
2005-12-05,55801501290
2005-12-06,56582093498
2005-12-07,57406051939
2005-12-08,56603776615
2005-12-09,57904763628
2005-12-12,59053968822
2005-12-13,60387480510
2005-12-14,60669361030
2005-12-15,61016290900
2005-12-16,61428270121
2005-12-19,62436535055
2005-12-20,61818566224
2005-12-21,61796883108
2005-12-22,61926981809
2005-12-23,62555792198
2005-12-27,62675049341
2005-12-28,62609999991
2005-12-29,62295594796
2005-12-30,61352379211
2006-01-03,62187179211
2006-01-04,61883615575
2006-01-05,62219703887
2006-01-06,62685890900
2006-01-09,63509849341
2006-01-10,63076187003
2006-01-11,63076187003
2006-01-12,62826831159
2006-01-13,62826831159
2006-01-17,62089605185
2006-01-18,61753516874
2006-01-19,61992031159
2006-01-20,61688467523
2006-01-23,62024555835
2006-01-24,61916140250
2006-01-25,61981189601
2006-01-26,61720992198
2006-01-27,62393168822
2006-01-30,62198020770
2006-01-31,61384903887
2006-02-01,61677625965
2006-02-02,61037974017
2006-02-03,60560945445
2006-02-06,60083916874
2006-02-07,59606888303
2006-02-08,60387480510
2006-02-09,61037974017
2006-02-10,60907875315
2006-02-13,60008025965
2006-02-14,60148966225
2006-02-15,60734410380
2006-02-16,61103023367
2006-02-17,60539262328
2006-02-21,60170649342
2006-02-22,60821142848
2006-02-23,60636836354
2006-02-24,60734410380
2006-02-27,61504161030
2006-02-28,60300748043
2006-03-01,60593470121
2006-03-02,60441688303
2006-03-03,60398322069
2006-03-06,61243963627
2006-03-07,61374062328
2006-03-08,62187179211
2006-03-09,61883615575
2006-03-10,62067922069
2006-03-13,62057080510
2006-03-14,62393168822
2006-03-15,61764358432
2006-03-16,62046238952
2006-03-17,61894457133
2006-03-20,62252228562
2006-03-21,62132971419
2006-03-22,63412275315
2006-03-23,62924405185
2006-03-24,63813412977
2006-03-27,63607423367
2006-03-28,61124706484
2006-03-29,61059657134
2006-03-30,60766935056
2006-03-31,59811315769
2006-04-03,59746421032
2006-04-04,59659894716
2006-04-05,59346236821
2006-04-06,58924421032
2006-04-07,57907736822
2006-04-10,57723868401
2006-04-11,57431842085
2006-04-12,57777947348
2006-04-13,57615710506
2006-04-17,57334499980
2006-04-18,58946052611
2006-04-19,59108289453
2006-04-20,57994263138
2006-04-21,57247973664
2006-04-24,56847789454
2006-04-25,56469236822
2006-04-26,56501684191
2006-04-27,57053289454
2006-04-28,57237157875
2006-05-01,56566578928
2006-05-02,56166394717
2006-05-03,56198842086
2006-05-04,56263736822
2006-05-05,57258789454
2006-05-08,57226342085
2006-05-09,56447605243
2006-05-10,56306999980
2006-05-11,55290315770
2006-05-12,54554842086
2006-05-15,55993342086
2006-05-16,56025789454
2006-05-17,55160526297
2006-05-18,54900947349
2006-05-19,55171342086
2006-05-22,54792789455
2006-05-23,54522394718
2006-05-24,54879315770
2006-05-25,55831105244
2006-05-26,56534131559
2006-05-30,55636421033
2006-05-31,55852736823
2006-06-01,56231289454
2006-06-02,56274552612
2006-06-05,55539078928
2006-06-06,55322763139
2006-06-07,55928447349
2006-06-08,55982526296
2006-06-09,55960894717
2006-06-12,55820289454
2006-06-13,55820289454
2006-06-14,57507552611
2006-06-15,58459342085
2006-06-16,58675657874
2006-06-19,58935236822
2006-06-20,59367868400
2006-06-21,59194815769
2006-06-22,59043394716
2006-06-23,58729736822
2006-06-26,58827078927
2006-06-27,57832026296
2006-06-28,57799578927
2006-06-29,58978499979
2006-06-30,60354840000
2006-07-03,60802560000
2006-07-05,61392240000
2006-07-06,61883640000
2006-07-07,61414080000
2006-07-10,61446840000
2006-07-11,61075560000
2006-07-12,60737040000
2006-07-13,59928960000
2006-07-14,59579520000
2006-07-17,59841600000
2006-07-18,60027240000
2006-07-19,61239360000
2006-07-20,61435920000
2006-07-21,59677800000
2006-07-24,61162920000
2006-07-25,60660600000
2006-07-26,60627840000
2006-07-27,60780720000
2006-07-28,62145720000
2006-07-31,61992840000
2006-08-01,61468680000
2006-08-02,62167560000
2006-08-03,61850880000
2006-08-04,61446840000
2006-08-07,60693360000
2006-08-08,60223800000
2006-08-09,60060000000
2006-08-10,60376680000
2006-08-11,59361120000
2006-08-14,59426640000
2006-08-15,60376680000
2006-08-16,60671520000
2006-08-17,61097400000
2006-08-18,60092760000
2006-08-21,59928960000
2006-08-22,60038160000
2006-08-23,60114600000
2006-08-24,60322080000
2006-08-25,60125520000
2006-08-28,60977280000
2006-08-29,61272120000
2006-08-30,61217520000
2006-08-31,61075560000
2006-09-01,61152000000
2006-09-05,60846240000
2006-09-06,60474960000
2006-09-07,59918040000
2006-09-08,60343920000
2006-09-11,59251920000
2006-09-12,60223800000
2006-09-13,60289320000
2006-09-14,60049080000
2006-09-15,59841600000
2006-09-18,60223800000
2006-09-19,60081840000
2006-09-20,60879000000
2006-09-21,61119240000
2006-09-22,61075560000
2006-09-25,61785360000
2006-09-26,62080200000
2006-09-27,62254920000
2006-09-28,62593440000
2006-09-29,62244000000
2006-10-02,61466112792
2006-10-03,61357878749
2006-10-04,62342808537
2006-10-05,62515983005
2006-10-06,62299514920
2006-10-09,62245397899
2006-10-10,61963989388
2006-10-11,61758344707
2006-10-12,62288691516
2006-10-13,62093870239
2006-10-16,62407748963
2006-10-17,62288691516
2006-10-18,63046329814
2006-10-19,62223751090
2006-10-20,61953165984
2006-10-23,62678334069
2006-10-24,62537629814
2006-10-25,62223751090
2006-10-26,62007283005
2006-10-27,61725874494
2006-10-30,60957412792
2006-10-31,60621887260
2006-11-01,60600240451
2006-11-02,61011529813
2006-11-03,60697651090
2006-11-06,61336231941
2006-11-07,61671757473
2006-11-08,61130587260
2006-11-09,59388019174
2006-11-10,58597910663
2006-11-13,58511323429
2006-11-14,58284031940
2006-11-15,58846848961
2006-11-16,59052493642
2006-11-17,59041670238
2006-11-20,58857672365
2006-11-21,58500500025
2006-11-22,58478853216
2006-11-24,58338148961
2006-11-27,57991800025
2006-11-28,58143327684
2006-11-29,58489676621
2006-11-30,58002623429
2006-12-01,57796978748
2006-12-04,58478853216
2006-12-05,59204021302
2006-12-06,59377195770
2006-12-07,58435559599
2006-12-08,58446383004
2006-12-11,58424736195
2006-12-12,58338148961
2006-12-13,58110857471
2006-12-14,58413912791
2006-12-15,59009200025
2006-12-18,57612980875
2006-12-19,56952753216
2006-12-20,56714638322
2006-12-21,56054410662
2006-12-22,55578180875
2006-12-26,56043587258
2006-12-27,56281702152
2006-12-28,56292525556
2006-12-29,56389936194
2007-01-03,56552287258
2007-01-04,56671344705
2007-01-05,56324995769
2007-01-08,56065234066
2007-01-09,56097704279
2007-01-10,55913706407
2007-01-11,56530640449
2007-01-12,56931106407
2007-01-16,57234161726
2007-01-17,57201691514
2007-01-18,57407336195
2007-01-19,57320748960
2007-01-22,57071810662
2007-01-23,56985223428
2007-01-24,57721214918
2007-01-25,57504746833
2007-01-26,57136751088
2007-01-29,57201691514
2007-01-30,57071810662
2007-01-31,58576263855
2007-02-01,59279785132
2007-02-02,59095787259
2007-02-05,59171551089
2007-02-06,59139080876
2007-02-07,58900965982
2007-02-08,58673674493
2007-02-09,58695321301
2007-02-12,58890142578
2007-02-13,58749438323
2007-02-14,59377195770
2007-02-15,59485429812
2007-02-16,59517900025
2007-02-20,59496253217
2007-02-21,59009200025
2007-02-22,58597910663
2007-02-23,58673674493
2007-02-26,58879319174
2007-02-27,57364042578
2007-02-28,56920283003
2007-03-01,56552287258
2007-03-02,56032763854
2007-03-05,55881236194
2007-03-06,56530640449
2007-03-07,56130174492
2007-03-08,56671344705
2007-03-09,56920283003
2007-03-12,57147574492
2007-03-13,56357465981
2007-03-14,56173468109
2007-03-15,56335819173
2007-03-16,56476523428
2007-03-19,57017693641
2007-03-20,57115104280
2007-03-21,58251561727
2007-03-22,58630380876
2007-03-23,58240738323
2007-03-26,58132504280
2007-03-27,57656274493
2007-03-28,57374865982
2007-03-29,57807802152
2007-03-30,58132504280
2007-04-02,59169186860
2007-04-03,59560819647
2007-04-04,60006845876
2007-04-05,60354963908
2007-04-09,60463750794
2007-04-10,60572537679
2007-04-11,60474629482
2007-04-12,60855383580
2007-04-13,61877980301
2007-04-16,63531540956
2007-04-17,64042839317
2007-04-18,64336563907
2007-04-19,65293888497
2007-04-20,65881337677
2007-04-23,64869619644
2007-04-24,64488865546
2007-04-25,64739075382
2007-04-26,64978406529
2007-04-27,64847862267
2007-04-30,64325685218
2007-05-01,64064596694
2007-05-02,64358321284
2007-05-03,64336563907
2007-05-04,64771711448
2007-05-07,64967527841
2007-05-08,65087193415
2007-05-09,65000163907
2007-05-10,63868780300
2007-05-11,63564177022
2007-05-14,64412714726
2007-05-15,64445350792
2007-05-16,64303927841
2007-05-17,64206019645
2007-05-18,64586773743
2007-05-21,64858740956
2007-05-22,64760832759
2007-05-23,64619409808
2007-05-24,64390957349
2007-05-25,64575895054
2007-05-29,64684681939
2007-05-30,64445350792
2007-05-31,63770872104
2007-06-01,64118990136
2007-06-04,64358321284
2007-06-05,64184262268
2007-06-06,63411875383
2007-06-07,61932373744
2007-06-08,62030281941
2007-06-11,62345763908
2007-06-12,61769193416
2007-06-13,61943252432
2007-06-14,62421914727
2007-06-15,62791790137
2007-06-18,62454550793
2007-06-19,62824426203
2007-06-20,61758314728
2007-06-21,61801829482
2007-06-22,60703081941
2007-06-25,60354963908
2007-06-26,60779232761
2007-06-27,61268773744
2007-06-28,61116472105
2007-06-29,60790111449
2007-07-02,61822351771
2007-07-03,61887737653
2007-07-05,61637091771
2007-07-06,61724272947
2007-07-09,61070414124
2007-07-10,60416555300
2007-07-11,60765280006
2007-07-12,61887737653
2007-07-13,62029407065
2007-07-16,61996714124
2007-07-17,61462729418
2007-07-18,61081311771
2007-07-19,61440934124
2007-07-20,61059516477
2007-07-23,62301848242
2007-07-24,62301848242
2007-07-25,63685849418
2007-07-26,61789658830
2007-07-27,59958854124
2007-07-30,59686412947
2007-07-31,58945372947
2007-08-01,59065247065
2007-08-02,59501152947
2007-08-03,58988963535
2007-08-06,61266571771
2007-08-07,61593501183
2007-08-08,63642258830
2007-08-09,63042888242
2007-08-10,62290950594
2007-08-13,62040304712
2007-08-14,60416555300
2007-08-15,60133216477
2007-08-16,59751798829
2007-08-17,60819768241
2007-08-20,60623610594
2007-08-21,60242192947
2007-08-22,60743484712
2007-08-23,60885154124
2007-08-24,61691580006
2007-08-27,61451831771
2007-08-28,61135800006
2007-08-29,61375548241
2007-08-30,61756965889
2007-08-31,62498005889
2007-09-04,63348022359
2007-09-05,62432620006
2007-09-06,62606982359
2007-09-07,61212083536
2007-09-10,61179390594
2007-09-11,61680682359
2007-09-12,62171076477
2007-09-13,62312745889
2007-09-14,61920430594
2007-09-17,60972335300
2007-09-18,62269155300
2007-09-19,62694163536
2007-09-20,62203769418
2007-09-21,62792242359
2007-09-24,62694163536
2007-09-25,62345438830
2007-09-26,62552494124
2007-09-27,62519801183
2007-09-28,62040304712
2007-10-01,63956749493
2007-10-02,64099387637
2007-10-03,64604107225
2007-10-04,64691884545
2007-10-05,65251464957
2007-10-08,64735773205
2007-10-09,64242025782
2007-10-10,64077443308
2007-10-11,64022582483
2007-10-12,64220081452
2007-10-15,63572723720
2007-10-16,62705922689
2007-10-17,62486479390
2007-10-18,62157314441
2007-10-19,61509956709
2007-10-22,61531901039
2007-10-23,62683978359
2007-10-24,61608706194
2007-10-25,57527060832
2007-10-26,57801364956
2007-10-29,58723026812
2007-10-30,58909553616
2007-10-31,59414273204
2007-11-01,57900114441
2007-11-02,57790392791
2007-11-05,57230812379
2007-11-06,57581921657
2007-11-07,56539565987
2007-11-08,56638315471
2007-11-09,56517621657
2007-11-12,57603865987
2007-11-13,57757476296
2007-11-14,58185390729
2007-11-15,57121090729
2007-11-16,56846786605
2007-11-19,55705681451
2007-11-20,55244850523
2007-11-21,53862357739
2007-11-23,55727625781
2007-11-26,54498743306
2007-11-27,55859291760
2007-11-28,57340534028
2007-11-29,57922058771
2007-11-30,58097613410
2007-12-03,57636782482
2007-12-04,57175951554
2007-12-05,58690110317
2007-12-06,59172885575
2007-12-07,59578855678
2007-12-10,60105519596
2007-12-11,59315523719
2007-12-12,59337468049
2007-12-13,59447189699
2007-12-14,58931497946
2007-12-17,58349973204
2007-12-18,58690110317
2007-12-19,58349973204
2007-12-20,58404834028
2007-12-21,59502050523
2007-12-24,59787326812
2007-12-26,59589827843
2007-12-27,59118024750
2007-12-28,59304551554
2007-12-31,58403321000
2008-01-02,57484445000
2008-01-03,57965761000
2008-01-04,56664020000
2008-01-07,59672245000
2008-01-08,61324034000
2008-01-09,62199154000
2008-01-10,62188215000
2008-01-11,62144459000
2008-01-14,62549202000
2008-01-15,61903801000
2008-01-16,61334973000
2008-01-17,59989476000
2008-01-18,58753369000
2008-01-22,57068763000
2008-01-23,57079702000
2008-01-24,56138948000
2008-01-25,55504486000
2008-01-28,56226460000
2008-01-29,57221909000
2008-01-30,56171765000
2008-01-31,56215521000
2008-02-01,56510874000
2008-02-04,56970312000
2008-02-05,56051436000
2008-02-06,56226460000
2008-02-07,56029558000
2008-02-08,54946597000
2008-02-11,54946597000
2008-02-12,55810778000
2008-02-13,55066926000
2008-02-14,54673122000
2008-02-15,55591998000
2008-02-19,55023170000
2008-02-20,55099743000
2008-02-21,54498098000
2008-02-22,55252889000
2008-02-25,56117070000
2008-02-26,57375055000
2008-02-27,56696837000
2008-02-28,55712327000
2008-02-29,54716878000
2008-03-03,54902841000
2008-03-04,54705939000
2008-03-05,55154438000
2008-03-06,54344952000
2008-03-07,54366830000
2008-03-10,54060538000
2008-03-11,55340401000
2008-03-12,54454342000
2008-03-13,53776124000
2008-03-14,52299359000
2008-03-17,53458893000
2008-03-18,54607488000
2008-03-19,54662183000
2008-03-20,54519976000
2008-03-24,54804390000
2008-03-25,54880963000
2008-03-26,54902841000
2008-03-27,55165377000
2008-03-28,55012231000
2008-03-31,56429142000
2008-04-01,56910414000
2008-04-02,56615088000
2008-04-03,56658840000
2008-04-04,57183864000
2008-04-07,58037028000
2008-04-08,57205740000
2008-04-09,56626026000
2008-04-10,57304182000
2008-04-11,56801034000
2008-04-14,56680716000
2008-04-15,56385390000
2008-04-16,57479190000
2008-04-17,56210382000
2008-04-18,56954166000
2008-04-21,54241542000
2008-04-22,53650890000
2008-04-23,53804022000
2008-04-24,53639952000
2008-04-25,53989968000
2008-04-28,53989968000
2008-04-29,52622718000
2008-04-30,52655532000
2008-05-01,54383736000
2008-05-02,54011844000
2008-05-05,53585262000
2008-05-06,53322750000
2008-05-07,53213370000
2008-05-08,52972734000
2008-05-09,52775850000
2008-05-12,53333688000
2008-05-13,52010190000
2008-05-14,52830540000
2008-05-15,53235246000
2008-05-16,53541510000
2008-05-19,54175914000
2008-05-20,53552448000
2008-05-21,52611780000
2008-05-22,53027424000
2008-05-23,52032066000
2008-05-27,52436772000
2008-05-28,52338330000
2008-05-29,53158680000
2008-05-30,52655532000
2008-06-02,52053942000
2008-06-03,52808664000
2008-06-04,53639952000
2008-06-05,54099348000
2008-06-06,52961796000
2008-06-09,52699284000
2008-06-10,52436772000
2008-06-11,51878934000
2008-06-12,52174260000
2008-06-13,52863354000
2008-06-16,52338330000
2008-06-17,52261764000
2008-06-18,51375786000
2008-06-19,52272702000
2008-06-20,51332034000
2008-06-23,52064880000
2008-06-24,51342972000
2008-06-25,51408600000
2008-06-26,50336676000
2008-06-27,49888218000
2008-06-30,50499040000
2008-07-01,50433400000
2008-07-02,50422460000
2008-07-03,51396120000
2008-07-07,50553740000
2008-07-08,53015240000
2008-07-09,52916780000
2008-07-10,52687040000
2008-07-11,52150980000
2008-07-14,52522940000
2008-07-15,52632340000
2008-07-16,52818320000
2008-07-17,52927720000
2008-07-18,52413540000
2008-07-21,51614920000
2008-07-22,51122620000
2008-07-23,52096280000
2008-07-24,52512000000
2008-07-25,52304140000
2008-07-28,52096280000
2008-07-29,52796440000
2008-07-30,51866540000
2008-07-31,51538340000
2008-08-01,51461760000
2008-08-04,51822780000
2008-08-05,52282260000
2008-08-06,52512000000
2008-08-07,52052520000
2008-08-08,53069940000
2008-08-11,53660700000
2008-08-12,53879500000
2008-08-13,52927720000
2008-08-14,52883960000
2008-08-15,53365320000
2008-08-18,52566700000
2008-08-19,52293200000
2008-08-20,51866540000
2008-08-21,51603980000
2008-08-22,52544820000
2008-08-25,51986880000
2008-08-26,51439880000
2008-08-27,51275780000
2008-08-28,51319540000
2008-08-29,51035100000
2008-09-02,51046040000
2008-09-03,51319540000
2008-09-04,50422460000
2008-09-05,49711360000
2008-09-08,51056980000
2008-09-09,50827240000
2008-09-10,51122620000
2008-09-11,51111680000
2008-09-12,50980400000
2008-09-15,50367760000
2008-09-16,49514440000
2008-09-17,48048480000
2008-09-18,49689480000
2008-09-19,51078860000
2008-09-22,50214600000
2008-09-23,50028620000
2008-09-24,50695960000
2008-09-25,50980400000
2008-09-26,51221080000
2008-09-29,48048480000
2008-09-30,48269912880
2008-10-01,47897172240
2008-10-02,46647394800
2008-10-03,45287987760
2008-10-06,42119692320
2008-10-07,42327988560
2008-10-08,41549618400
2008-10-09,36418953120
2008-10-10,34379842560
2008-10-13,39313174560
2008-10-14,38304582240
2008-10-15,35673471840
2008-10-16,37690656480
2008-10-17,35300731200
2008-10-20,37383693600
2008-10-21,36923249280
2008-10-22,35202064560
2008-10-23,36703990080
2008-10-24,34785472080
2008-10-27,33327398400
2008-10-28,36594360480
2008-10-29,35114360880
2008-10-30,35991397680
2008-10-31,37076730720
2008-11-03,37285026960
2008-11-04,38534804400
2008-11-05,37010952960
2008-11-06,36035249520
2008-11-07,37493323200
2008-11-10,38227841520
2008-11-11,37241175120
2008-11-12,35070509040
2008-11-13,37405619520
2008-11-14,35147249760
2008-11-17,35223990480
2008-11-18,36550508640
2008-11-19,34434657360
2008-11-20,32790213360
2008-11-21,33360287280
2008-11-24,35169175680
2008-11-25,35958508800
2008-11-26,36035249520
2008-11-28,37438508400
2008-12-01,34116731520
2008-12-02,36386064240
2008-12-03,38337471120
2008-12-04,37153471440
2008-12-05,38304582240
2008-12-08,38216878560
2008-12-09,37898952720
2008-12-10,38381322960
2008-12-11,39050063520
2008-12-12,39916137360
2008-12-15,38721174720
2008-12-16,40793174160
2008-12-17,40497174240
2008-12-18,40420433520
2008-12-19,41944284960
2008-12-22,40935692640
2008-12-23,41100137040
2008-12-24,41439988800
2008-12-26,41637322080
2008-12-29,42185470080
2008-12-30,43490062320
2008-12-31,44184244000
2009-01-02,44513404000
2009-01-05,43295512000
2009-01-06,43416204000
2009-01-07,42373864000
2009-01-08,42582332000
2009-01-09,42220256000
2009-01-12,41836236000
2009-01-13,42264144000
2009-01-14,41112084000
2009-01-15,41199860000
2009-01-16,41836236000
2009-01-20,41024308000
2009-01-21,41956928000
2009-01-22,41474160000
2009-01-23,41057224000
2009-01-26,41221804000
2009-01-27,42362892000
2009-01-28,42889548000
2009-01-29,41660684000
2009-01-30,40398904000
2009-02-02,40892644000
2009-02-03,42450668000
2009-02-04,41704572000
2009-02-05,41869152000
2009-02-06,41891096000
2009-02-09,41825264000
2009-02-10,40530568000
2009-02-11,40289184000
2009-02-12,39872248000
2009-02-13,38873796000
2009-02-17,37941176000
2009-02-18,37743680000
2009-02-19,37831456000
2009-02-20,36470928000
2009-02-23,35450532000
2009-02-24,36108852000
2009-02-25,35724832000
2009-02-26,34057088000
2009-02-27,32235736000
2009-03-02,30447300000
2009-03-03,30162028000
2009-03-04,31270200000
2009-03-05,30140084000
2009-03-06,30699656000
2009-03-09,30688684000
2009-03-10,32608784000
2009-03-11,31654220000
2009-03-12,32948916000
2009-03-13,33618208000
2009-03-16,33804732000
2009-03-17,34847072000
2009-03-18,35659000000
2009-03-19,34923876000
2009-03-20,35713860000
2009-03-23,37403548000
2009-03-24,36394124000
2009-03-25,36789116000
2009-03-26,37546184000
2009-03-27,37030500000
2009-03-30,36032048000
2009-03-31,36657452000
2009-04-01,37063416000
2009-04-02,37195080000
2009-04-03,36218572000
2009-04-06,36032048000
2009-04-07,34978736000
2009-04-08,35483448000
2009-04-09,35812608000
