,AAP
2015-10-21,14077485450
2015-10-22,14056971810
2015-10-23,14062100220
2015-10-26,14099464350
2015-10-27,14159540010
2015-10-28,14233535640
2015-10-29,14467977240
2015-10-30,14537577090
2015-11-02,14680439940
2015-11-03,14557358100
2015-11-04,14604246420
2015-11-05,14677509420
2015-11-06,14558823360
2015-11-09,14278958700
2015-11-10,14221080930
2015-11-11,14262108210
2015-11-12,12062020319
2015-11-13,11840766060
2015-11-16,12031249860
2015-11-17,12021725670
2015-11-18,12047367720
2015-11-19,11895713310
2015-11-20,11928681660
2015-11-23,11914029060
2015-11-24,11955788970
2015-11-25,12037110900
2015-11-27,12076672920
2015-11-30,11922087990
2015-12-01,11893515420
2015-12-02,11570425590
2015-12-03,11339647140
2015-12-04,11416573290
2015-12-07,11078830860
2015-12-08,10980658440
2015-12-09,11224624230
2015-12-10,11118392880
2015-12-11,10905197550
2015-12-14,10814351430
2015-12-15,11441482710
2015-12-16,11782155660
2015-12-17,11214367410
2015-12-18,10957946910
2015-12-21,10963807950
2015-12-22,10830469290
2015-12-23,10920582780
2015-12-24,10925711190
2015-12-28,11029744650
2015-12-29,11150628600
2015-12-30,11092018200
2015-12-31,11026814130
2016-01-04,11174568240
2016-01-05,11098231200
2016-01-06,10804627200
2016-01-07,10924270830
2016-01-08,10684249560
2016-01-11,10793617050
2016-01-12,10868486070
2016-01-13,10434686160
2016-01-14,10373029320
2016-01-15,10591030290
2016-01-19,10615252620
2016-01-20,10524969389
2016-01-21,10555063800
2016-01-22,10601306430
2016-01-25,10622592720
2016-01-26,11118049470
2016-01-27,11121719520
2016-01-28,10904452560
2016-01-29,11160622050
2016-02-01,11369080889
2016-02-02,11146675860
2016-02-03,10858943940
2016-02-04,10852337850
2016-02-05,10565339940
2016-02-08,10382571450
2016-02-09,10386241500
2016-02-10,10171176570
2016-02-11,10159432410
2016-02-12,10332658770
2016-02-16,10716546000
2016-02-17,10526437410
2016-02-18,10519831320
2016-02-19,10542585630
2016-02-22,10853805870
2016-02-23,10830317550
2016-02-24,11040978420
2016-02-25,11016022080
2016-02-26,11013820050
2016-02-29,10895644440
2016-03-01,11256043350
2016-03-02,11169430170
2016-03-03,11294945880
2016-03-04,11184110370
2016-03-07,11121719520
2016-03-08,10986661680
2016-03-09,11286871770
2016-03-10,11461566150
2016-03-11,11639196570
2016-03-14,11695715340
2016-03-15,11639930580
2016-03-16,11667822960
2016-03-17,11592953940
2016-03-18,11558455470
2016-03-21,11642132610
2016-03-22,11611304190
2016-03-23,11824167090
2016-03-24,11877749820
2016-03-28,11873345760
2016-03-29,11966565030
2016-03-30,12022349790
2016-03-31,11769116340
2016-04-01,11774988420
2016-04-04,11687641230
2016-04-05,11778658470
2016-04-06,11735351880
2016-04-07,11438077830
2016-04-08,11458630110
2016-04-11,11360272770
2016-04-12,11487256500
2016-04-13,11780126490
2016-04-14,11813156940
2016-04-15,11831507190
2016-04-18,11813156940
2016-04-19,11802146790
2016-04-20,11625984389
2016-04-21,11533499130
2016-04-22,11626718400
2016-04-25,11580126639
2016-04-26,11645609280
2016-04-27,11718449520
2016-04-28,11468291120
2016-04-29,11485213600
2016-05-02,11438124960
2016-05-03,11478591760
2016-05-04,11466083840
2016-05-05,10943694240
2016-05-06,11074659520
2016-05-09,11148971280
2016-05-10,11204889040
2016-05-11,10898812880
2016-05-12,11036400000
2016-05-13,10709722560
2016-05-16,10899548639
2016-05-17,10600830080
2016-05-18,10580964560
2016-05-19,10561099040
2016-05-20,10770790639
2016-05-23,10732531120
2016-05-24,10987839840
2016-05-25,11296123280
2016-05-26,11526416160
2016-05-27,11500664560
2016-05-31,11318931840
2016-06-01,11282143840
2016-06-02,11194588400
2016-06-03,11088638960
2016-06-06,11054058240
2016-06-07,11162214960
2016-06-08,11295387520
2016-06-09,11535245280
2016-06-10,11258599520
2016-06-13,11224018800
2016-06-14,11229904880
2016-06-15,11304216639
2016-06-16,11326289440
2016-06-17,11371170800
2016-06-20,11446954080
2016-06-21,11363077440
2016-06-22,11268900160
2016-06-23,11399129680
2016-06-24,11368963520
2016-06-27,11314517280
2016-06-28,11549960480
2016-06-29,11846471760
2016-06-30,11892088880
2016-07-01,12090744080
2016-07-05,11859715440
2016-07-06,11878845200
2016-07-07,11855300880
2016-07-08,12129003600
2016-07-11,12043655440
2016-07-12,12033354800
2016-07-13,11986266160
2016-07-14,12137096960
2016-07-15,12109873840
2016-07-18,12106087200
2016-07-19,12054540600
2016-07-20,12058222500
2016-07-21,12083259420
2016-07-22,12226117140
2016-07-25,12273245460
2016-07-26,12240844740
2016-07-27,12130387740
2016-07-28,12543496920
2016-07-29,12508150680
2016-08-01,12408003000
2016-08-02,12268827180
2016-08-03,12419048700
2016-08-04,12531714840
2016-08-05,12554542620
2016-08-08,12435985440
2016-08-09,12260727000
2016-08-10,12271772700
2016-08-11,12276190980
2016-08-12,12223908000
2016-08-15,12353510880
2016-08-16,11811535200
2016-08-17,11638485900
2016-08-18,11592830340
2016-08-19,11637749520
2016-08-22,11669413860
2016-08-23,11630385720
2016-08-24,11808589680
2016-08-25,11795334840
2016-08-26,11548647540
2016-08-29,11610503460
2016-08-30,11536129080
2016-08-31,11589148440
2016-09-01,11690768880
2016-09-02,11676777660
2016-09-06,11792389319
2016-09-07,11920519440
2016-09-08,11698869060
2016-09-09,11263668480
2016-09-12,11293860060
2016-09-13,11132592840
2016-09-14,11098719360
2016-09-15,10967643720
2016-09-16,10906524180
2016-09-19,10930824720
2016-09-20,10743047819
2016-09-21,10775448540
2016-09-22,10983107700
2016-09-23,10989735120
2016-09-26,11053063800
2016-09-27,11120074380
2016-09-28,10972062000
2016-09-29,10805640120
2016-09-30,10980898560
2016-10-03,10820367720
2016-10-04,10790912520
2016-10-05,10966907340
2016-10-06,10950706980
2016-10-07,10907996940
2016-10-10,10909801100
2016-10-11,10814010600
2016-10-12,10902432600
2016-10-13,10815484300
2016-10-14,10805168399
2016-10-17,10556849950
2016-10-18,10536218150
2016-10-19,10480217550
2016-10-20,10411690500
2016-10-21,10458112050
2016-10-24,10396953500
2016-10-25,10596639850
2016-10-26,10607692600
2016-10-27,10258425700
2016-10-28,10330637000
2016-10-31,10321794800
2016-11-01,10300426150
2016-11-02,10178845899
2016-11-03,10231162250
2016-11-04,10035160150
2016-11-07,10134634900
2016-11-08,10144213950
2016-11-09,10340216050
2016-11-10,10744746700
2016-11-11,10685798700
2016-11-14,10529586500
2016-11-15,12108656050
2016-11-16,12009181300
2016-11-17,12255289200
2016-11-18,11978970450
2016-11-21,12298026500
2016-11-22,12547818650
2016-11-23,12603082400
2016-11-25,12589819100
2016-11-28,12583187450
2016-11-29,12511713000
2016-11-30,12505818200
2016-12-01,12582450600
2016-12-02,12536765899
2016-12-05,12565503050
2016-12-06,12770347350
2016-12-07,13026034300
2016-12-08,13006876200
2016-12-09,12937612300
2016-12-12,12747505000
2016-12-13,12664240950
2016-12-14,12637714350
2016-12-15,12741610200
2016-12-16,12667188350
2016-12-19,12807926700
2016-12-20,12941296550
2016-12-21,12785084350
2016-12-22,12555187149
2016-12-23,12592029649
2016-12-27,12662030400
2016-12-28,12557397700
2016-12-29,12547081800
2016-12-30,12461607200
2017-01-03,12587209200
2017-01-04,12690504000
2017-01-05,12681650160
2017-01-06,12515640660
2017-01-09,12508262460
2017-01-10,12537037440
2017-01-11,12796012260
2017-01-12,12872745540
2017-01-13,12896355780
2017-01-17,12764286000
2017-01-18,12836592360
2017-01-19,12669845040
2017-01-20,12653613000
2017-01-23,12379143960
2017-01-24,12416772780
2017-01-25,12358485000
2017-01-26,12210921000
2017-01-27,12127547340
2017-01-30,12146730660
2017-01-31,12117955680
2017-02-01,11848651380
2017-02-02,11977769880
2017-02-03,12008020500
2017-02-06,11825041140
2017-02-07,11744618760
2017-02-08,12006544860
2017-02-09,12161487060
2017-02-10,12103937100
2017-02-13,11981458979
2017-02-14,12127547340
2017-02-15,12091394160
2017-02-16,11878164180
2017-02-17,11921695560
2017-02-21,11889969300
2017-02-22,11781509760
2017-02-23,11636897040
2017-02-24,11608122060
2017-02-27,11579347080
2017-02-28,11554999020
2017-03-01,11560163760
2017-03-02,11610335520
2017-03-03,11462033700
2017-03-06,11380873500
2017-03-07,11214126180
2017-03-08,11451704220
2017-03-09,11447277300
2017-03-10,11360214540
2017-03-13,11388251700
2017-03-14,11341031220
2017-03-15,11282743440
2017-03-16,11318896620
2017-03-17,11244376800
2017-03-20,11247328080
2017-03-21,11157314040
2017-03-22,11161003140
2017-03-23,11124849960
2017-03-24,11047378860
2017-03-27,10904979600
2017-03-28,10946297520
2017-03-29,11042951940
2017-03-30,10969169940
2017-03-31,10938919320
2017-04-03,10735281000
2017-04-04,10553777280
2017-04-05,10531642680
2017-04-06,10518361920
2017-04-07,10480733100
2017-04-10,10539020880
2017-04-11,10584765720
2017-04-12,10457860680
2017-04-13,10395145979
2017-04-17,10391456880
2017-04-18,10396621620
2017-04-19,10508032440
2017-04-20,10813489920
2017-04-21,10834148880
2017-04-24,10863040800
2017-04-25,10757438160
2017-04-26,10765561440
2017-04-27,10574295120
2017-04-28,10496754719
2017-05-01,10377859440
2017-05-02,10527032400
2017-05-03,10546971360
2017-05-04,10693928880
2017-05-05,10706483040
2017-05-08,10853440560
2017-05-09,10790669760
2017-05-10,10793623680
2017-05-11,10778115600
2017-05-12,10709436960
2017-05-15,10770730800
2017-05-16,10726422000
2017-05-17,10675466880
2017-05-18,10967166480
2017-05-19,11185756560
2017-05-22,10882979760
2017-05-23,10387459680
2017-05-24,9823260960
2017-05-25,9745720560
2017-05-26,9907447680
2017-05-30,9821045520
2017-05-31,9868308240
2017-06-01,10124560800
2017-06-02,10176254400
2017-06-05,10011573360
2017-06-06,9696242400
2017-06-07,9646025760
2017-06-08,9298940160
2017-06-09,9479129280
2017-06-12,9670395600
2017-06-13,9720612240
2017-06-14,9643810320
2017-06-15,9685165200
2017-06-16,9612055680
2017-06-19,9570700800
2017-06-20,9126135840
2017-06-21,8869883280
2017-06-22,8913453600
2017-06-23,8842559520
2017-06-26,8993947920
2017-06-27,9006502080
2017-06-28,8618800080
2017-06-29,8570060400
2017-06-30,8609938320
2017-07-03,8744341680
2017-07-05,7769548080
2017-07-06,7618159680
2017-07-07,7527326640
2017-07-10,7471202160
2017-07-11,7403262000
2017-07-12,7454217120
2017-07-13,7622590560
2017-07-14,7535449920
2017-07-17,7515126840
2017-07-18,7408759800
2017-07-19,7450863420
2017-07-20,7625187180
2017-07-21,7775873820
2017-07-24,7620755220
2017-07-25,7777351140
2017-07-26,7881502200
2017-07-27,8150374440
2017-07-28,8140771860
2017-07-31,8273730660
2017-08-01,8424417300
2017-08-02,8456179680
2017-08-03,8164408980
2017-08-04,8199864660
2017-08-07,8087588340
2017-08-08,8080201740
2017-08-09,8064689880
2017-08-10,7839398580
2017-08-11,7928776440
2017-08-14,8075031119
2017-08-15,6432251280
2017-08-16,6759477660
2017-08-17,6858458100
2017-08-18,6888743160
2017-08-21,7031304540
2017-08-22,7076362800
2017-08-23,6909425640
2017-08-24,6876924600
2017-08-25,7076362800
2017-08-28,6992155560
2017-08-29,7026133920
2017-08-30,7150967460
2017-08-31,7231481400
2017-09-01,7243299960
2017-09-05,7145058180
2017-09-06,7062328260
2017-09-07,6908686980
2017-09-08,6945619980
2017-09-11,6972950400
2017-09-12,7184207160
2017-09-13,7393986600
2017-09-14,7388077320
2017-09-15,7350405660
2017-09-18,7281710280
2017-09-19,7006190100
2017-09-20,6998803500
2017-09-21,6919766880
2017-09-22,7060850940
2017-09-25,7234436040
2017-09-26,7208582940
2017-09-27,7337109780
2017-09-28,7349667000
2017-09-29,7327507200
2017-10-02,7339325760
2017-10-03,7311256680
2017-10-04,7012099380
2017-10-05,6967779780
2017-10-06,6964825140
2017-10-09,6734588080
2017-10-10,6787802560
2017-10-11,6607464600
2017-10-12,6397563040
2017-10-13,6319958590
2017-10-16,6356913090
2017-10-17,6510643810
2017-10-18,6489949290
2017-10-19,6424170280
2017-10-20,6413823020
2017-10-23,6349522190
2017-10-24,6226833250
2017-10-25,6157358790
2017-10-26,6330305850
2017-10-27,6055364370
2017-10-30,6060538000
2017-10-31,6041321660
2017-11-01,5968151750
2017-11-02,6037626210
2017-11-03,6045756200
2017-11-06,5965195390
2017-11-07,5866896420
2017-11-08,5869113690
2017-11-09,5945979050
2017-11-10,6002888980
2017-11-13,6081232520
2017-11-14,7074569480
2017-11-15,6768586220
2017-11-16,6688764500
2017-11-17,6597856430
2017-11-20,6757499870
2017-11-21,6572727370
2017-11-22,6623724580
2017-11-24,6594900070
2017-11-27,6642201830
2017-11-28,6861711560
2017-11-29,7387204550
2017-11-30,7464809000
2017-12-01,7337685520
2017-12-04,7688014180
2017-12-05,7475895350
2017-12-06,7206127500
2017-12-07,7214257490
2017-12-08,7413811790
2017-12-11,7453722650
2017-12-12,7614844270
2017-12-13,7575672500
2017-12-14,7405681800
2017-12-15,7442636300
2017-12-18,7591193390
2017-12-19,7370944570
2017-12-20,7286688310
2017-12-21,7400508170
2017-12-22,7431549950
2017-12-26,7535761640
2017-12-27,7373900930
2017-12-28,7369466390
2017-12-29,7367988210
2018-01-02,7848432110
2018-01-03,7919451950
2018-01-04,8211669000
2018-01-05,8298964220
2018-01-08,8240520810
2018-01-09,8173939710
2018-01-10,8181337610
2018-01-11,8355928050
2018-01-12,8577125260
2018-01-16,8426208100
2018-01-17,8533477650
2018-01-18,8546793870
2018-01-19,8657022580
2018-01-22,8731741370
2018-01-23,8810898900
2018-01-24,8950719210
2018-01-25,8945540680
2018-01-26,9146763560
2018-01-29,9091279310
2018-01-30,8823475330
2018-01-31,8654803210
2018-02-01,8676996910
2018-02-02,8428427470
2018-02-05,8127332940
2018-02-06,8300443800
2018-02-07,8132511470
2018-02-08,8110317770
2018-02-09,8074068060
2018-02-12,8099220920
2018-02-13,7858049380
2018-02-14,8065190580
2018-02-15,8047435620
2018-02-16,7957921029
2018-02-20,7793687650
2018-02-21,8433606000
2018-02-22,8173939710
2018-02-23,8605237280
2018-02-26,8496488150
2018-02-27,8122894200
2018-02-28,8452100750
2018-03-01,8693272290
2018-03-02,8586742529
2018-03-05,8608196440
2018-03-06,8773169610
2018-03-07,8638527830
2018-03-08,8563069250
2018-03-09,8793143940
2018-03-12,8759853390
2018-03-13,8803501000
2018-03-14,8659981740
2018-03-15,8662940900
2018-03-16,8628170770
2018-03-19,8571946730
2018-03-20,8452100750
2018-03-21,8525339960
2018-03-22,8264194090
2018-03-23,8199832360
2018-03-26,8490569830
2018-03-27,8508324790
2018-03-28,8580084420
2018-03-29,8770210450
2018-04-02,8280469470
2018-04-03,8278989890
2018-04-04,8469115920
2018-04-05,8610415810
2018-04-06,8278989890
2018-04-09,8163582650
2018-04-10,8296005060
2018-04-11,8206490470
2018-04-12,8179858029
2018-04-13,7886901190
2018-04-16,7875064550
2018-04-17,8004527800
2018-04-18,7944604810
2018-04-19,7781111220
2018-04-20,7676061040
2018-04-23,7814178080
2018-04-24,7918594220
2018-04-25,7984502279
2018-04-26,8381431720
2018-04-27,8615442360
2018-04-30,8475480300
2018-05-01,8559161320
2018-05-02,8582858600
2018-05-03,8548053220
2018-05-04,8639880180
2018-05-07,8600631560
2018-05-08,8649507200
2018-05-09,8737631460
2018-05-10,8755404420
2018-05-11,8882036760
2018-05-14,9005706940
2018-05-15,8880555680
2018-05-16,8814647620
2018-05-17,8870928660
2018-05-18,8762069280
2018-05-21,8823534100
2018-05-22,8540647820
2018-05-23,9127155500
2018-05-24,9269339180
2018-05-25,9250085140
2018-05-29,9179733840
2018-05-30,9518160620
2018-05-31,9524825480
2018-06-01,9504090360
2018-06-04,9620355140
2018-06-05,9623317300
2018-06-06,9670711860
2018-06-07,9630722700
2018-06-08,9753652340
2018-06-11,9829187420
2018-06-12,9896576559
2018-06-13,9825484720
2018-06-14,9886209000
2018-06-15,10157246640
2018-06-18,10237224960
2018-06-19,10241668200
2018-06-20,10305354640
2018-06-21,10330533000
2018-06-22,10282397900
2018-06-25,10165392580
2018-06-26,10150581780
2018-06-27,9951376520
2018-06-28,10005435940
2018-06-29,10049127800
2018-07-02,9975073800
2018-07-03,9998030540
2018-07-05,10060976440
2018-07-06,10157987180
2018-07-09,10437911300
2018-07-10,10415695100
2018-07-11,10299430320
2018-07-12,10277954660
2018-07-13,10318684360
2018-07-16,10319936960
2018-07-17,10365008640
2018-07-18,10342103360
2018-07-19,10593322560
2018-07-20,10541600960
2018-07-23,10688638080
2018-07-24,10343581120
2018-07-25,10379047360
2018-07-26,10475840640
2018-07-27,10333236800
2018-07-30,10394563840
2018-07-31,10435202240
2018-08-01,10325848000
2018-08-02,10585194880
2018-08-03,10690115840
2018-08-06,10721148800
2018-08-07,10725582080
2018-08-08,10817942080
2018-08-09,10919907520
2018-08-10,10813508800
2018-08-13,10701937920
2018-08-14,11536133440
2018-08-15,11676520640
2018-08-16,11784397120
2018-08-17,11801391360
2018-08-20,11884145920
2018-08-21,11833163200
2018-08-22,11876018240
2018-08-23,12062954880
2018-08-24,12144231680
2018-08-27,11968378240
2018-08-28,11977244800
2018-08-29,12085121280
2018-08-30,11955078400
2018-08-31,12119848640
2018-09-04,12522538240
2018-09-05,12339296000
2018-09-06,12355551360
2018-09-07,12359984640
2018-09-10,12334123840
2018-09-11,12357029120
2018-09-12,12346684800
2018-09-13,12319346240
2018-09-14,12224769600
2018-09-17,12080688000
2018-09-18,12387323200
2018-09-19,12531404800
2018-09-20,12527710400
2018-09-21,12445694720
2018-09-24,12387323200
2018-09-25,12362940160
2018-09-26,12511455040
2018-09-27,12545443520
2018-09-28,12437567040
2018-10-01,12531404800
2018-10-02,12442739200
2018-10-03,12383628800
2018-10-04,12243980480
2018-10-05,12252847040
2018-10-08,12274454160
2018-10-09,12313094339
2018-10-10,11896072020
2018-10-11,11740782240
2018-10-12,12038238720
2018-10-15,12170198580
2018-10-16,12275183220
2018-10-17,11634339480
2018-10-18,11824624140
2018-10-19,11980642980
2018-10-22,12012721620
2018-10-23,11954396820
2018-10-24,11605177080
2018-10-25,11896072020
2018-10-26,11996682300
2018-10-29,12020012220
2018-10-30,12027302820
2018-10-31,11647462560
2018-11-01,11920860060
2018-11-02,12029490000
2018-11-05,12037509660
2018-11-06,12254769540
2018-11-07,12431202060
2018-11-08,12572639700
2018-11-09,12480049080
2018-11-12,12179676360
2018-11-13,13467196320
2018-11-14,12953938080
2018-11-15,13053819300
2018-11-16,13065484260
2018-11-19,12959041500
2018-11-20,12505566180
2018-11-21,12734491020
2018-11-23,12921859440
2018-11-26,12956854320
2018-11-27,13069858620
2018-11-28,13046528700
2018-11-29,12953209020
2018-11-30,12956125260
2018-12-03,12969248339
2018-12-04,12991120140
2018-12-06,12813958560
2018-12-07,12218316540
2018-12-10,12114790020
2018-12-11,12087814800
2018-12-12,12173843880
2018-12-13,12123538740
2018-12-14,11940544680
2018-12-17,11580389040
2018-12-18,11536645440
2018-12-19,11382084720
2018-12-20,11118165000
2018-12-21,11038697460
2018-12-24,10857161520
2018-12-26,11302617180
2018-12-27,11277829140
2018-12-28,11333966760
2018-12-31,11303581020
2019-01-02,11336603040
2019-01-03,11690512950
2019-01-04,11400493470
2019-01-07,11567757179
2019-01-08,11487355740
2019-01-09,11803936410
2019-01-10,11849880090
2019-01-11,11444283540
2019-01-14,11394032640
2019-01-15,11506020360
2019-01-16,11661080280
2019-01-17,11936742360
2019-01-18,12032219070
2019-01-22,11782400310
2019-01-23,11796757710
2019-01-24,11221025970
2019-01-25,10999204140
2019-01-28,11116934820
2019-01-29,11154981929
2019-01-30,11417004480
2019-01-31,11428490400
2019-02-01,11417004480
2019-02-04,11582832450
2019-02-05,11590729020
2019-02-06,11286352140
2019-02-07,11710613310
2019-02-08,11658926670
2019-02-11,11854187310
2019-02-12,12052319429
2019-02-13,11949664020
2019-02-14,12113338380
2019-02-15,12203072130
2019-02-19,11998479179
2019-02-20,11916642000
2019-02-21,11579960970
2019-02-22,11591446890
2019-02-25,11321527770
2019-02-26,11695538040
2019-02-27,11363882100
2019-02-28,11613700860
2019-03-01,11530427940
2019-03-04,11371060800
2019-03-05,11292812970
2019-03-06,11340192390
2019-03-07,11064530310
2019-03-08,10895112990
2019-03-11,11160007020
2019-03-12,11117652690
2019-03-13,11105448900
2019-03-14,11055198000
2019-03-15,11115499080
2019-03-18,11598625590
2019-03-19,11731431540
2019-03-20,11783836050
2019-03-21,12137028090
2019-03-22,11833369080
2019-03-25,12044422860
2019-03-26,12079598490
2019-03-27,11980532429
2019-03-28,12114056250
2019-03-29,12241837110
2019-04-01,12464376810
2019-04-02,12443558580
2019-04-03,12325110030
2019-04-04,12490938000
2019-04-05,12690505860
2019-04-08,12748653330
2019-04-09,12609386550
2019-04-10,12835515600
2019-04-11,12990575520
2019-04-12,12929556570
2019-04-15,13024315410
2019-04-16,12918070650
2019-04-17,12692659470
2019-04-18,12591439800
2019-04-22,12201199040
2019-04-23,12372652860
2019-04-24,12328892680
2019-04-25,12241372319
2019-04-26,12209090220
2019-04-29,11963746260
2019-04-30,11931464160
2019-05-01,11752836540
2019-05-02,11964463640
2019-05-03,11712663260
2019-05-06,11620838620
2019-05-07,11525427080
2019-05-08,11379081560
2019-05-09,11470188819
2019-05-10,11343212560
2019-05-13,11145933060
2019-05-14,11173193500
2019-05-15,11178932540
2019-05-16,11282952640
2019-05-17,11332451860
2019-05-20,11380516319
2019-05-21,11571339400
2019-05-22,11929312020
2019-05-23,11463732400
2019-05-24,11341060420
2019-05-28,11087825280
2019-05-29,11175345640
2019-05-30,11434319819
2019-05-31,11119390000
2019-06-03,10988109460
2019-06-04,11091412180
2019-06-05,11091412180
2019-06-06,11112216200
2019-06-07,11144498300
2019-06-10,11013217760
2019-06-11,10916371460
2019-06-12,10799438520
2019-06-13,10804460180
2019-06-14,10889828400
2019-06-17,10885524120
2019-06-18,11107194540
2019-06-19,11031152260
2019-06-20,10995283260
2019-06-21,10993131120
2019-06-24,10927849540
2019-06-25,11083521000
2019-06-26,10755678340
2019-06-27,10883371980
2019-06-28,11057695319
2019-07-01,11233453420
2019-07-02,11463015020
2019-07-03,11523274940
2019-07-05,11522557560
2019-07-08,11348234220
2019-07-09,11155259000
2019-07-10,11221975340
2019-07-11,11211932020
2019-07-12,11376212040
2019-07-15,11184948520
2019-07-16,11384830560
2019-07-17,11096972270
2019-07-18,11113159900
2019-07-19,11044890330
2019-07-22,11183540900
2019-07-23,11094860839
2019-07-24,11155388500
2019-07-25,10559261430
2019-07-26,10741548220
2019-07-29,10771108240
2019-07-30,10683835800
2019-07-31,10602193839
2019-08-01,10553630950
2019-08-02,10260142180
2019-08-05,10075743960
2019-08-06,10250288839
2019-08-07,10137679240
2019-08-08,10165127830
2019-08-09,10158089730
2019-08-12,10005362960
2019-08-13,10010289630
2019-08-14,9606302690
2019-08-15,9677387500
2019-08-16,9613340790
2019-08-19,9596449350
2019-08-20,9528179780
2019-08-21,9588003630
2019-08-22,9677387500
2019-08-23,9504954050
2019-08-26,9501435000
2019-08-27,9493693089
2019-08-28,9625305560
2019-08-29,9717504670
2019-08-30,9709058950
2019-09-03,9878677160
2019-09-04,9986360089
2019-09-05,10314335550
2019-09-06,10360787010
2019-09-09,10376270830
2019-09-10,10887940700
2019-09-11,11180725660
2019-09-12,10923131200
2019-09-13,11049817000
2019-09-16,10984362670
2019-09-17,10984362670
2019-09-18,10823893990
2019-09-19,10754216800
2019-09-20,10957617890
2019-09-23,11346824820
2019-09-24,11206062820
2019-09-25,11421428680
2019-09-26,11287704780
2019-09-27,11379200080
2019-09-30,11641017400
2019-10-01,11774037490
2019-10-02,11469287760
2019-10-03,11251106660
2019-10-04,11256737140
2019-10-07,10962096740
2019-10-08,10689204460
2019-10-09,10694745420
2019-10-10,10801408900
2019-10-11,10982182720
2019-10-14,10896297840
2019-10-15,11063219260
2019-10-16,11272390500
2019-10-17,11341652500
2019-10-18,11324337000
2019-10-21,11499569860
2019-10-22,11496106760
2019-10-23,11436541440
2019-10-24,11553594220
2019-10-25,11467016720
2019-10-28,11525889420
2019-10-29,11383209700
2019-10-30,11356890140
2019-10-31,11253689760
2019-11-01,11415762840
2019-11-04,11539741820
2019-11-05,11645712680
2019-11-06,11753761400
2019-11-07,11724671360
2019-11-08,11594458800
2019-11-11,11692810840
2019-11-12,10814568680
2019-11-13,10983567960
2019-11-14,10862359460
2019-11-15,11266156920
2019-11-18,11336111540
2019-11-19,11219058760
2019-11-20,11202435880
2019-11-21,10966252460
2019-11-22,10934391940
2019-11-25,11023047300
2019-11-26,10880367580
2019-11-27,10997420360
2019-11-29,10879674960
2019-12-02,10842966100
2019-12-03,10570073820
2019-12-04,10550680460
2019-12-05,10547909980
2019-12-06,10709290440
2019-12-09,10498041340
2019-12-10,10816646540
2019-12-11,10797945800
2019-12-12,10813183440
2019-12-13,10750155020
2019-12-16,10631717000
2019-12-17,10942010760
2019-12-18,10945473860
2019-12-19,10838117760
2019-12-20,10951707440
2019-12-23,11079842140
2019-12-24,11121399340
2019-12-26,11031358740
2019-12-27,10967637700
2019-12-30,11008080720
2019-12-31,11080028960
2020-01-02,11028143210
2020-01-03,11028835020
2020-01-06,10847580800
2020-01-07,10718904140
2020-01-08,10595761960
2020-01-09,10575699470
2020-01-10,10308660810
2020-01-13,10049232060
2020-01-14,10301050900
2020-01-15,10391678010
2020-01-16,10511361140
2020-01-17,10449790050
2020-01-21,10307969000
2020-01-22,10214574650
2020-01-23,10358471130
2020-01-24,9801564080
2020-01-27,9620309860
2020-01-28,9587102980
2020-01-29,9585027550
2020-01-30,9358113870
2020-01-31,9114596750
2020-02-03,9176859650
2020-02-04,9101452360
2020-02-05,9479180620
2020-02-06,9295850970
2020-02-07,9196230330
2020-02-10,9040573080
2020-02-11,9139501910
2020-02-12,9292391920
2020-02-13,9316605270
2020-02-14,9241889790
2020-02-18,9810557610
2020-02-19,9693641720
2020-02-20,9856908880
2020-02-21,9727540410
2020-02-24,9679113710
2020-02-25,9519305600
2020-02-26,9307611740
2020-02-27,9279247530
2020-02-28,9199689380
2020-03-02,9200381190
2020-03-03,9016359730
2020-03-04,9194154900
2020-03-05,8780452520
2020-03-06,8848941710
2020-03-09,9018435160
2020-03-10,9353271200
2020-03-11,8690517220
2020-03-12,7552489770
2020-03-13,7865187890
2020-03-16,6589490250
2020-03-17,6935395250
2020-03-18,6139121940
2020-03-19,5947490570
2020-03-20,5190650430
2020-03-23,5430708500
2020-03-24,5975854780
2020-03-25,6251886970
2020-03-26,6718858720
2020-03-27,6613703600
2020-03-30,6675966500
2020-03-31,6455970920
2020-04-01,6168869770
2020-04-02,6116292210
2020-04-03,5856171650
2020-04-06,6628231610
2020-04-07,6879358640
2020-04-08,7092436120
2020-04-09,7392681660
2020-04-13,7609910000
2020-04-14,7982795590
2020-04-15,7747580190
2020-04-16,8130842930
2020-04-17,8222853660
2020-04-20,7976217200
2020-04-21,7845584180
2020-04-22,7811716360
2020-04-23,7837290020
2020-04-24,8127585620
2020-04-27,8221586100
2020-04-28,8361204460
2020-04-29,8633529380
2020-04-30,8357057380
2020-05-01,8058467620
2020-05-04,8301762980
2020-05-05,8376410420
2020-05-06,8374336880
2020-05-07,8267203980
2020-05-08,8629382300
2020-05-11,8704720920
2020-05-12,8605191000
2020-05-13,8241630320
2020-05-14,8372263340
2020-05-15,8713015080
2020-05-18,9062060980
2020-05-19,9387606760
2020-05-20,9380694960
2020-05-21,9316415220
2020-05-22,9225870640
2020-05-26,9371018440
2020-05-27,9794711780
2020-05-28,9568695920
2020-05-29,9629519760
2020-06-01,9662005220
2020-06-02,9641269820
2020-06-03,9836873760
2020-06-04,9828579600
2020-06-05,10098139800
2020-06-08,10115419300
2020-06-09,9967506780
