,FTNT
2014-07-09,3984129499
2014-07-10,3959485400
2014-07-11,3984129499
2014-07-14,3984129499
2014-07-15,3951270699
2014-07-16,3984129499
2014-07-17,3893767800
2014-07-18,3943056000
2014-07-21,3934841300
2014-07-22,3992344200
2014-07-23,3951270699
2014-07-24,4263429300
2014-07-25,4189496999
2014-07-28,4156638199
2014-07-29,4123779399
2014-07-30,4197711700
2014-07-31,4033417700
2014-08-01,3975914800
2014-08-04,4008773600
2014-08-05,4016988299
2014-08-06,4025203000
2014-08-07,4058061800
2014-08-08,4082705900
2014-08-11,4140208800
2014-08-12,4082705900
2014-08-13,4214141100
2014-08-14,4173067600
2014-08-15,4123779399
2014-08-18,4181282300
2014-08-19,4197711700
2014-08-20,4148423500
2014-08-21,4189496999
2014-08-22,4181282300
2014-08-25,4173067600
2014-08-26,4255214600
2014-08-27,4205926400
2014-08-28,4156638199
2014-08-29,4238785200
2014-09-02,4337361600
2014-09-03,4345576300
2014-09-04,4296288100
2014-09-05,4337361600
2014-09-08,4345576300
2014-09-09,4271644000
2014-09-10,4320932200
2014-09-11,4263429300
2014-09-12,4337361600
2014-09-15,4222355799
2014-09-16,4288073400
2014-09-17,4320932200
2014-09-18,4403079200
2014-09-19,4337361600
2014-09-22,4288073400
2014-09-23,4189496999
2014-09-24,4246999900
2014-09-25,4115564700
2014-09-26,4156638199
2014-09-29,4197711700
2014-09-30,4177334750
2014-10-01,4102887200
2014-10-02,4135975000
2014-10-03,4226966450
2014-10-06,4160790850
2014-10-07,4028439650
2014-10-08,4127703050
2014-10-09,4028439650
2014-10-10,3904360400
2014-10-13,3879544550
2014-10-14,3978807949
2014-10-15,3978807949
2014-10-16,3929176250
2014-10-17,4069799400
2014-10-20,4144246950
2014-10-21,4177334750
2014-10-22,4160790850
2014-10-23,4210422550
2014-10-24,4260054250
2014-10-27,4210422550
2014-10-28,4260054250
2014-10-29,4260054250
2014-10-30,4260054250
2014-10-31,4309685950
2014-11-03,4351045700
2014-11-04,4367589600
2014-11-05,4384133500
2014-11-06,4392405450
2014-11-07,4483396900
2014-11-10,4483396900
2014-11-11,4491668850
2014-11-12,4491668850
2014-11-13,4450309100
2014-11-14,4491668850
2014-11-17,4450309100
2014-11-18,4458581050
2014-11-19,4425493250
2014-11-20,4475124950
2014-11-21,4483396900
2014-11-24,4524756650
2014-11-25,4524756650
2014-11-26,4549572500
2014-11-28,4557844450
2014-12-01,4516484700
2014-12-02,4541300550
2014-12-03,4541300550
2014-12-04,4574388350
2014-12-05,4607476150
2014-12-08,4590932250
2014-12-09,4607476150
2014-12-10,4582660300
2014-12-11,4690195650
2014-12-12,4648835900
2014-12-15,4657107850
2014-12-16,4632292000
2014-12-17,4715011500
2014-12-18,4905266350
2014-12-19,4979713900
2014-12-22,5070705350
2014-12-23,5112065100
2014-12-24,5161696800
2014-12-26,5178240700
2014-12-29,5153424850
2014-12-30,5128609000
2014-12-31,5151560050
2015-01-02,5176771600
2015-01-05,5126348500
2015-01-06,5033906150
2015-01-07,5109540800
2015-01-08,5244002400
2015-01-09,5218790850
2015-01-12,5185175450
2015-01-13,5193579300
2015-01-14,5193579300
2015-01-15,5084329250
2015-01-16,5193579300
2015-01-20,5218790850
2015-01-21,5244002400
2015-01-22,5286021650
2015-01-23,5370060150
2015-01-26,5454098650
2015-01-27,5454098650
2015-01-28,5277617800
2015-01-29,4907848400
2015-01-30,5025502300
2015-02-02,5050713850
2015-02-03,5126348500
2015-02-04,5218790850
2015-02-05,5336444750
2015-02-06,5344848600
2015-02-09,5294425500
2015-02-10,5420483250
2015-02-11,5512925600
2015-02-12,5546541000
2015-02-13,5588560250
2015-02-17,5546541000
2015-02-18,5596964100
2015-02-19,5630579500
2015-02-20,5689406450
2015-02-23,5596964100
2015-02-24,5664194900
2015-02-25,5756637250
2015-02-26,5723021850
2015-02-27,5647387200
2015-03-02,5731425700
2015-03-03,5723021850
2015-03-04,5664194900
2015-03-05,5756637250
2015-03-06,5647387200
2015-03-09,5672598750
2015-03-10,5529733300
2015-03-11,5613771800
2015-03-12,5706214150
2015-03-13,5580156400
2015-03-16,5731425700
2015-03-17,5756637250
2015-03-18,5857483450
2015-03-19,5966733500
2015-03-20,5933118100
2015-03-23,5815464200
2015-03-24,5739829550
2015-03-25,5563348700
2015-03-26,5655791050
2015-03-27,5815464200
2015-03-30,5907906550
2015-03-31,5939053500
2015-04-01,5786116500
2015-04-02,5845592000
2015-04-06,5845592000
2015-04-07,5871081500
2015-04-08,5862585000
2015-04-09,5990032500
2015-04-10,6049508000
2015-04-13,5820102500
2015-04-14,5803109500
2015-04-15,5922060500
2015-04-16,5871081500
2015-04-17,5726641000
2015-04-20,5888074500
2015-04-21,6474333000
2015-04-22,6465836500
2015-04-23,6576291000
2015-04-24,6576291000
2015-04-27,6491326000
2015-04-28,6550801500
2015-04-29,6525312000
2015-04-30,6414857500
2015-05-01,6525312000
2015-05-04,6584787500
2015-05-05,6431850500
2015-05-06,6448843500
2015-05-07,6525312000
2015-05-08,6627270000
2015-05-11,6618773500
2015-05-12,6567794500
2015-05-13,6533808500
2015-05-14,6601780500
2015-05-15,6567794500
2015-05-18,6720731500
2015-05-19,6644263000
2015-05-20,6593284000
2015-05-21,6593284000
2015-05-22,6678249000
2015-05-26,6678249000
2015-05-27,6703738500
2015-05-28,6831185999
2015-05-29,6805696500
2015-06-01,6771710500
2015-06-02,6754717500
2015-06-03,6814193000
2015-06-04,6712235000
2015-06-05,6975626500
2015-06-08,6899157999
2015-06-09,6924647500
2015-06-10,7001116000
2015-06-11,6967129999
2015-06-12,7001116000
2015-06-15,6975626500
2015-06-16,7222025000
2015-06-17,7289997000
2015-06-18,7434437500
2015-06-19,7323982999
2015-06-22,7400451500
2015-06-23,7340976000
2015-06-24,7086081000
2015-06-25,7128563500
2015-06-26,7086081000
2015-06-29,6899157999
2015-06-30,7097644800
2015-07-01,7089062400
2015-07-02,7080480000
2015-07-06,6857337600
2015-07-07,6968908799
2015-07-08,6960326399
2015-07-09,7106227199
2015-07-10,7114809599
2015-07-13,7123392000
2015-07-14,7312204800
2015-07-15,7234963200
2015-07-16,7337952000
2015-07-17,7277875200
2015-07-20,7277875200
2015-07-21,7372281600
2015-07-22,7260710400
2015-07-23,8041708799
2015-07-24,8239104000
2015-07-27,8084620800
2015-07-28,8084620800
2015-07-29,8127532800
2015-07-30,8170444800
2015-07-31,8196192000
2015-08-03,8179027199
2015-08-04,8187609599
2015-08-05,8385004800
2015-08-06,8007379200
2015-08-07,8050291200
2015-08-10,8161862400
2015-08-11,8058873600
2015-08-12,7981632000
2015-08-13,7981632000
2015-08-14,8015961600
2015-08-17,8213356800
2015-08-18,8196192000
2015-08-19,8127532800
2015-08-20,7655500800
2015-08-21,7355116800
2015-08-24,7020403200
2015-08-25,6977491200
2015-08-26,7303622400
2015-08-27,7320787199
2015-08-28,7372281600
2015-08-31,7234963200
2015-09-01,7011820800
2015-09-02,7192051200
2015-09-03,7234963200
2015-09-04,7166304000
2015-09-08,7432358400
2015-09-09,7380864000
2015-09-10,7561094400
2015-09-11,7612588799
2015-09-14,7543929599
2015-09-15,7681247999
2015-09-16,7706995200
2015-09-17,7758489599
2015-09-18,7689830400
2015-09-21,7827148799
2015-09-22,7792819200
2015-09-23,7895807999
2015-09-24,7878643200
2015-09-25,7741324800
2015-09-28,7355116800
2015-09-29,7252127999
2015-09-30,7302817500
2015-10-01,7397324549
2015-10-02,7509014700
2015-10-05,7594930200
2015-10-06,7466056950
2015-10-07,7397324549
2015-10-08,7354366800
2015-10-09,7388733000
2015-10-12,7354366800
2015-10-13,7148169600
2015-10-14,7191127349
2015-10-15,7431690750
2015-10-16,7474648499
2015-10-19,7509014700
2015-10-20,7457465400
2015-10-21,7199718900
2015-10-22,7431690750
2015-10-23,5996901900
2015-10-26,5971127250
2015-10-27,5807887800
2015-10-28,6005493450
2015-10-29,5850845550
2015-10-30,5902394850
2015-11-02,5971127250
2015-11-03,5953944150
2015-11-04,6031268100
2015-11-05,5721972300
2015-11-06,5850845550
2015-11-09,5747746950
2015-11-10,5739155400
2015-11-11,5653239900
2015-11-12,5713380750
2015-11-13,5696197650
2015-11-16,5739155400
2015-11-17,5739155400
2015-11-18,5850845550
2015-11-19,5910986400
2015-11-20,5971127250
2015-11-23,6022676550
2015-11-24,6142958250
2015-11-25,6314789250
2015-11-27,6306197700
2015-11-30,6185916000
2015-12-01,6203099100
2015-12-02,6168732900
2015-12-03,5962535700
2015-12-04,6048451200
2015-12-07,5928169500
2015-12-08,5928169500
2015-12-09,5618873700
2015-12-10,5464225800
2015-12-11,5249437050
2015-12-14,5223662400
2015-12-15,5258028600
2015-12-16,5490000450
2015-12-17,5395493400
2015-12-18,5361127200
2015-12-21,5438451150
2015-12-22,5421268050
2015-12-23,5481408900
2015-12-24,5455634250
2015-12-28,5464225800
2015-12-29,5464225800
2015-12-30,5404084950
2015-12-31,5349856750
2016-01-04,5195286250
2016-01-05,5126588250
2016-01-06,5066477500
2016-01-07,5006366750
2016-01-08,4911907000
2016-01-11,4868970750
2016-01-12,4937668750
2016-01-13,4877558000
2016-01-14,5032128500
2016-01-15,4860383500
2016-01-19,4542655250
2016-01-20,4465370000
2016-01-21,4594178750
2016-01-22,4765923750
2016-01-25,4671464000
2016-01-26,4611353250
2016-01-27,4439608250
2016-01-28,4525480750
2016-01-29,4834621750
2016-02-01,4877558000
2016-02-02,4645702250
2016-02-03,4534068000
2016-02-04,4585591500
2016-02-05,4310799500
2016-02-08,4164816249
2016-02-09,4096118249
2016-02-10,4104705500
2016-02-11,4096118249
2016-02-12,4139054500
2016-02-16,4362323000
2016-02-17,4499719000
2016-02-18,4396672000
2016-02-19,4482544500
2016-02-22,4559829750
2016-02-23,4559829750
2016-02-24,4688638500
2016-02-25,4817447250
2016-02-26,4826034500
2016-02-29,4877558000
2016-03-01,5083652000
2016-03-02,5040715750
2016-03-03,4937668750
2016-03-04,4894732500
2016-03-07,4877558000
2016-03-08,4671464000
2016-03-09,4748749250
2016-03-10,4722987500
2016-03-11,4894732500
2016-03-14,4808860000
2016-03-15,4740162000
2016-03-16,4860383500
2016-03-17,4980605000
2016-03-18,4929081500
2016-03-21,5092239250
2016-03-22,4972017750
2016-03-23,4886145250
2016-03-24,4903319750
2016-03-28,4920494250
2016-03-29,4997779500
2016-03-30,5049303000
2016-03-31,5274098750
2016-04-01,5334325000
2016-04-04,5334325000
2016-04-05,5274098750
2016-04-06,5274098750
2016-04-07,5222476250
2016-04-08,5222476250
2016-04-11,5153646250
2016-04-12,4955760000
2016-04-13,5127835000
2016-04-14,5067608750
2016-04-15,5102023750
2016-04-18,5205268750
2016-04-19,5162250000
2016-04-20,5299910000
2016-04-21,5299910000
2016-04-22,5360136250
2016-04-25,5385947500
2016-04-26,5325721250
2016-04-27,5738701250
2016-04-28,5566626250
2016-04-29,5592437500
2016-05-02,5652663750
2016-05-03,5532211250
2016-05-04,5532211250
2016-05-05,5515003750
2016-05-06,5506400000
2016-05-09,5515003750
2016-05-10,5635456250
2016-05-11,5592437500
2016-05-12,5540815000
2016-05-13,5566626250
2016-05-16,5609645000
2016-05-17,5635456250
2016-05-18,5644060000
2016-05-19,5730097500
2016-05-20,5798927500
2016-05-23,5790323750
2016-05-24,5876361250
2016-05-25,5910776250
2016-05-26,5945191250
2016-05-27,5841946250
2016-05-31,5884965000
2016-06-01,5936587500
2016-06-02,5962398750
2016-06-03,5953795000
2016-06-06,5953795000
2016-06-07,5927983750
2016-06-08,5988210000
2016-06-09,5927983750
2016-06-10,5798927500
2016-06-13,5841946250
2016-06-14,5807531250
2016-06-15,5859153750
2016-06-16,5738701250
2016-06-17,5738701250
2016-06-20,5773116250
2016-06-21,5807531250
2016-06-22,5738701250
2016-06-23,5902172500
2016-06-24,5489192500
2016-06-27,5153646250
2016-06-28,5188061250
2016-06-29,5351532500
2016-06-30,5477386000
2016-07-01,5494719500
2016-07-05,5468719250
2016-07-06,5494719500
2016-07-07,5564053500
2016-07-08,5798055750
2016-07-11,5824056000
2016-07-12,5867389750
2016-07-13,5858723000
2016-07-14,5893390000
2016-07-15,5910723500
2016-07-18,5919390250
2016-07-19,5876056500
2016-07-20,6049391500
2016-07-21,6014724500
2016-07-22,6196726250
2016-07-25,6335394250
2016-07-26,6326727500
2016-07-27,6352727750
2016-07-28,6439395250
2016-07-29,6014724500
2016-08-01,6040724750
2016-08-02,5893390000
2016-08-03,5919390250
2016-08-04,5858723000
2016-08-05,5798055750
2016-08-08,5780722250
2016-08-09,5754722000
2016-08-10,5702721500
2016-08-11,5694054750
2016-08-12,5659387750
2016-08-15,5702721500
2016-08-16,6040724750
2016-08-17,5971390750
2016-08-18,6075391750
2016-08-19,6049391500
2016-08-22,6058058250
2016-08-23,6196726250
2016-08-24,6136059000
2016-08-25,6170726000
2016-08-26,6188059500
2016-08-29,6179392750
2016-08-30,6300727250
2016-08-31,6266060250
2016-09-01,6352727750
2016-09-02,6387394750
2016-09-06,6378728000
2016-09-07,6413395000
2016-09-08,6309394000
2016-09-09,6196726250
2016-09-12,6222726500
2016-09-13,6144725750
2016-09-14,6118725500
2016-09-15,6179392750
2016-09-16,6153392500
2016-09-19,6196726250
2016-09-20,6136059000
2016-09-21,6231393250
2016-09-22,6309394000
2016-09-23,6300727250
2016-09-26,6266060250
2016-09-27,6257393500
2016-09-28,6292060500
2016-09-29,6231393250
2016-09-30,6447368550
2016-10-03,6447368550
2016-10-04,6421195200
2016-10-05,6386297400
2016-10-06,6229257300
2016-10-07,6107115000
2016-10-10,6107115000
2016-10-11,5950074900
2016-10-12,5348087850
2016-10-13,5444056800
2016-10-14,5409159000
2016-10-17,5400434550
2016-10-18,5409159000
2016-10-19,5426607900
2016-10-20,5470230150
2016-10-21,5548750200
2016-10-24,5452781250
2016-10-25,5348087850
2016-10-26,5269567800
2016-10-27,5217221100
2016-10-28,5548750200
2016-10-31,5592372450
2016-11-01,5540025750
2016-11-02,5426607900
2016-11-03,5374261200
2016-11-04,5391710100
2016-11-07,5487679050
2016-11-08,5470230150
2016-11-09,5540025750
2016-11-10,5478954600
2016-11-11,5557474650
2016-11-14,5522576850
2016-11-15,5609821350
2016-11-16,5679616950
2016-11-17,5522576850
2016-11-18,5400434550
2016-11-21,5348087850
2016-11-22,5435332350
2016-11-23,5382985650
2016-11-25,5330638950
2016-11-28,5278292250
2016-11-29,5278292250
2016-11-30,5252118900
2016-12-01,5068905450
2016-12-02,5156149950
2016-12-05,5269567800
2016-12-06,5225945550
2016-12-07,5365536750
2016-12-08,5330638950
2016-12-09,5356812300
2016-12-12,5225945550
2016-12-13,5330638950
2016-12-14,5182323300
2016-12-15,5225945550
2016-12-16,5191047750
2016-12-19,5199772200
2016-12-20,5182323300
2016-12-21,5156149950
2016-12-22,4990385400
2016-12-23,5086354350
2016-12-27,5252118900
2016-12-28,5295741150
2016-12-29,5287016700
2016-12-30,5252118900
2017-01-03,5252118900
2017-01-04,5304465600
2017-01-05,5382985650
2017-01-06,5409159000
2017-01-09,5461505700
2017-01-10,5574923550
2017-01-11,5601096900
2017-01-12,5557474650
2017-01-13,5635994700
2017-01-17,5531301300
2017-01-18,5557474650
2017-01-19,5644719150
2017-01-20,5635994700
2017-01-23,5618545800
2017-01-24,5697065850
2017-01-25,5723239200
2017-01-26,5679616950
2017-01-27,5723239200
2017-01-30,5723239200
2017-01-31,5801759250
2017-02-01,5775585900
2017-02-02,5793034800
2017-02-03,6578235300
2017-02-06,6604408650
2017-02-07,6586959750
2017-02-08,6525888600
2017-02-09,6630582000
2017-02-10,6578235300
2017-02-13,6595684200
2017-02-14,6586959750
2017-02-15,6621857550
2017-02-16,6499715250
2017-02-17,6534613050
2017-02-21,6525888600
2017-02-22,6499715250
2017-02-23,6499715250
2017-02-24,6482266350
2017-02-27,6534613050
2017-02-28,6517164150
2017-03-01,6508439700
2017-03-02,6412470750
2017-03-03,6333950700
2017-03-06,6342675150
2017-03-07,6360124050
2017-03-08,6499715250
2017-03-09,6395021850
2017-03-10,6447368550
2017-03-13,6447368550
2017-03-14,6395021850
2017-03-15,6429919650
2017-03-16,6508439700
2017-03-17,6482266350
2017-03-20,6456093000
2017-03-21,6299052900
2017-03-22,6368848500
2017-03-23,6351399600
2017-03-24,6333950700
2017-03-27,6342675150
2017-03-28,6377572950
2017-03-29,6682928700
2017-03-30,6604408650
2017-03-31,6739667350
2017-04-03,6722093250
2017-04-04,6616648650
2017-04-05,6581500450
2017-04-06,6546352250
2017-04-07,6572713400
2017-04-10,6537565200
2017-04-11,6607861600
2017-04-12,6581500450
2017-04-13,6555139300
2017-04-17,6686945050
2017-04-18,6766028500
2017-04-19,6757241450
2017-04-20,6766028500
2017-04-21,6950556550
2017-04-24,7012065900
2017-04-25,7073575250
2017-04-26,7012065900
2017-04-27,7099936400
2017-04-28,6853899000
2017-05-01,6880260150
2017-05-02,6924195400
2017-05-03,6889047200
2017-05-04,6932982450
2017-05-05,7047214100
2017-05-08,6994491800
2017-05-09,6862686050
2017-05-10,6897834250
2017-05-11,6862686050
2017-05-12,6871473100
2017-05-15,7108723450
2017-05-16,7196593950
2017-05-17,6950556550
2017-05-18,6968130650
2017-05-19,7038427050
2017-05-22,7117510500
2017-05-23,7038427050
2017-05-24,6994491800
2017-05-25,6968130650
2017-05-26,6941769500
2017-05-30,6880260150
2017-05-31,6915408350
2017-06-01,6889047200
2017-06-02,6862686050
2017-06-05,6915408350
2017-06-06,6871473100
2017-06-07,6889047200
2017-06-08,6941769500
2017-06-09,6555139300
2017-06-12,6581500450
2017-06-13,6669370950
2017-06-14,6651796850
2017-06-15,6616648650
2017-06-16,6651796850
2017-06-19,6678158000
2017-06-20,6581500450
2017-06-21,6634222750
2017-06-22,6643009800
2017-06-23,6730880300
2017-06-26,6651796850
2017-06-27,6537565200
2017-06-28,6634222750
2017-06-29,6634222750
2017-06-30,6573186550
2017-07-03,6520530850
2017-07-05,6783809350
2017-07-06,6669722000
2017-07-07,6757481500
2017-07-10,6757481500
2017-07-11,6827689100
2017-07-12,6933000500
2017-07-13,7029535950
2017-07-14,7038311900
2017-07-17,7064639750
2017-07-18,7099743550
2017-07-19,7213830900
2017-07-20,7143623300
2017-07-21,7082191650
2017-07-24,7117295449
2017-07-25,7143623300
2017-07-26,7126071399
2017-07-27,6739929600
2017-07-28,6573186550
2017-07-31,6476651100
2017-08-01,6459099200
2017-08-02,6380115650
2017-08-03,6388891600
2017-08-04,6467875150
2017-08-07,6467875150
2017-08-08,6406443500
2017-08-09,6441547300
2017-08-10,6336235900
2017-08-11,6406443500
2017-08-14,6502978950
2017-08-15,6459099200
2017-08-16,6529306800
2017-08-17,6406443500
2017-08-18,6432771350
2017-08-21,6485427050
2017-08-22,6581962500
2017-08-23,6511754900
2017-08-24,6538082750
2017-08-25,6529306800
2017-08-28,6538082750
2017-08-29,6555634650
2017-08-30,6643394150
2017-08-31,6704825800
2017-09-01,6722377700
2017-09-05,6450323250
2017-09-06,6564410600
2017-09-07,6555634650
2017-09-08,6590738450
2017-09-11,6713601750
2017-09-12,6757481500
2017-09-13,6660946050
2017-09-14,6678497950
2017-09-15,6783809350
2017-09-18,6775033400
2017-09-19,6766257450
2017-09-20,6713601750
2017-09-21,6722377700
2017-09-22,6731153650
2017-09-25,6590738450
2017-09-26,6573186550
2017-09-27,6617066300
2017-09-28,6301132100
2017-09-29,6292356150
2017-10-02,6235115500
2017-10-03,6303727500
2017-10-04,6320880500
2017-10-05,6569599000
2017-10-06,6698246500
2017-10-09,6646787500
2017-10-10,6595328500
2017-10-11,6638211000
2017-10-12,6603905000
2017-10-13,6706823000
2017-10-16,6681093500
2017-10-17,6732552500
2017-10-18,6912659000
2017-10-19,6895505999
2017-10-20,6912659000
2017-10-23,6886929499
2017-10-24,6861200000
2017-10-25,6809741000
2017-10-26,6878353000
2017-10-27,6646787500
2017-10-30,6775435000
2017-10-31,6758282000
2017-11-01,6646787500
2017-11-02,6621058000
2017-11-03,6689670000
2017-11-06,6732552500
2017-11-07,6706823000
2017-11-08,6844047000
2017-11-09,6775435000
2017-11-10,6852623500
2017-11-13,6921235500
2017-11-14,6861200000
2017-11-15,6844047000
2017-11-16,6904082500
2017-11-17,6912659000
2017-11-20,6989847500
2017-11-21,7084189000
2017-11-22,7161377500
2017-11-24,7187107000
2017-11-27,7178530499
2017-11-28,7229989500
2017-11-29,7109918499
2017-11-30,7212836500
2017-12-01,7238566000
2017-12-04,7127071500
2017-12-05,7049883000
2017-12-06,7084189000
2017-12-07,7101341999
2017-12-08,7195683500
2017-12-11,7238566000
2017-12-12,7238566000
2017-12-13,7315754499
2017-12-14,7324330999
2017-12-15,7487284500
2017-12-18,7590202500
2017-12-19,7736003000
2017-12-20,7693120500
2017-12-21,7547320000
2017-12-22,7530166999
2017-12-26,7573049500
2017-12-27,7555896500
2017-12-28,7547320000
2017-12-29,7495861000
2018-01-02,7437494999
2018-01-03,7554885000
2018-01-04,7378800000
2018-01-05,7395570000
2018-01-08,7546500000
2018-01-09,7429110000
2018-01-10,7395570000
2018-01-11,7420725000
2018-01-12,7538115000
2018-01-16,7437494999
2018-01-17,7563270000
2018-01-18,7663890000
2018-01-19,7714199999
2018-01-22,7689045000
2018-01-23,7672275000
2018-01-24,7588425000
2018-01-25,7613580000
2018-01-26,7689045000
2018-01-29,7705815000
2018-01-30,7672275000
2018-01-31,7722585000
2018-02-01,7689045000
2018-02-02,7538115000
2018-02-05,7353645000
2018-02-06,7806435000
2018-02-07,7630350000
2018-02-08,7462650000
2018-02-09,7806435000
2018-02-12,7798050000
2018-02-13,8066369999
2018-02-14,8116680000
2018-02-15,8267610000
2018-02-16,8208914999
2018-02-20,8225685000
2018-02-21,8234070000
2018-02-22,8250840000
2018-02-23,8359845000
2018-02-26,8435310000
2018-02-27,8376615000
2018-02-28,8460465000
2018-03-01,8301150000
2018-03-02,8460465000
2018-03-05,8494005000
2018-03-06,8695245000
2018-03-07,8795865000
2018-03-08,9072570000
2018-03-09,9131265000
2018-03-12,9173190000
2018-03-13,9097725000
2018-03-14,9148035000
2018-03-15,9089340000
2018-03-16,9055800000
2018-03-19,8946795000
2018-03-20,9022260000
2018-03-21,9148035000
2018-03-22,8988720000
2018-03-23,8879715000
2018-03-26,9156420000
2018-03-27,8946795000
2018-03-28,8770710000
2018-03-29,8988720000
2018-04-02,8843070000
2018-04-03,9011670000
2018-04-04,9154980000
2018-04-05,9205560000
2018-04-06,9163410000
2018-04-09,9180270000
2018-04-10,9483750000
2018-04-11,9247710000
2018-04-12,9458460000
2018-04-13,9416310000
2018-04-16,9568050000
2018-04-17,9719790000
2018-04-18,9694500000
2018-04-19,9677640000
2018-04-20,9635490000
2018-04-23,9568050000
2018-04-24,9450030000
2018-04-25,9239280000
2018-04-26,9340440000
2018-04-27,9264570000
2018-04-30,9332010000
2018-05-01,9399450000
2018-05-02,9433170000
2018-05-03,9458460000
2018-05-04,9230850000
2018-05-07,9391020000
2018-05-08,9601770000
2018-05-09,9947400000
2018-05-10,10141290000
2018-05-11,10183440000
2018-05-14,10040130000
2018-05-15,9997980000
2018-05-16,9879960000
2018-05-17,9829380000
2018-05-18,9863100000
2018-05-21,9997980000
2018-05-22,9905250000
2018-05-23,9972690000
2018-05-24,10225590000
2018-05-25,10175010000
2018-05-29,10107570000
2018-05-30,10318320000
2018-05-31,10318320000
2018-06-01,10453200000
2018-06-04,10529070000
2018-06-05,10655520000
2018-06-06,10672380000
2018-06-07,10368900000
2018-06-08,10545930000
2018-06-11,10663950000
2018-06-12,10807260000
2018-06-13,10908420000
2018-06-14,11085450000
2018-06-15,11009580000
2018-06-18,11152890000
2018-06-19,10840980000
2018-06-20,10975860000
2018-06-21,10916850000
2018-06-22,10781970000
2018-06-25,10470060000
2018-06-26,10596510000
2018-06-27,10419480000
2018-06-28,10529070000
2018-06-29,10529070000
2018-07-02,10858710000
2018-07-03,10799280000
2018-07-05,10926630000
2018-07-06,11028510000
2018-07-09,10994550000
2018-07-10,11104920000
2018-07-11,11147370000
2018-07-12,11419050000
2018-07-13,11300190000
2018-07-16,11249250000
2018-07-17,11368110000
2018-07-18,11342640000
2018-07-19,11453010000
2018-07-20,11546400000
2018-07-23,11580360000
2018-07-24,11334150000
2018-07-25,11622810000
2018-07-26,11639790000
2018-07-27,11172840000
2018-07-30,10663440000
2018-07-31,10680420000
2018-08-01,10969080000
2018-08-02,12522750000
2018-08-03,12505770000
2018-08-06,12505770000
2018-08-07,12403890000
2018-08-08,12403890000
2018-08-09,12658590000
2018-08-10,12785940000
2018-08-13,12701040000
2018-08-14,12964230000
2018-08-15,12938760000
2018-08-16,13006680000
2018-08-17,12989700000
2018-08-20,13023660000
2018-08-21,13006680000
2018-08-22,13193460000
2018-08-23,13371750000
2018-08-24,13651919999
2018-08-27,13634939999
2018-08-28,13736820000
2018-08-29,14008500000
2018-08-30,14101890000
2018-08-31,14220750000
2018-09-04,14619779999
2018-09-05,14178300000
2018-09-06,14433000000
2018-09-07,14517900000
2018-09-10,14916930000
2018-09-11,14815050000
2018-09-12,15069750000
2018-09-13,15273509999
2018-09-14,15341430000
2018-09-17,14967870000
2018-09-18,15018810000
2018-09-19,14577330000
2018-09-20,14551860000
2018-09-21,14517900000
2018-09-24,14815050000
2018-09-25,15197099999
2018-09-26,15205590000
2018-09-27,15579150000
2018-09-28,15664050000
2018-10-01,15727920000
2018-10-02,15540479999
2018-10-03,15591600000
2018-10-04,15216720000
2018-10-05,14671439999
2018-10-08,14262479999
2018-10-09,14066520000
2018-10-10,13555320000
2018-10-11,13137840000
2018-10-12,13623480000
2018-10-15,13657560000
2018-10-16,14092080000
2018-10-17,13913159999
2018-10-18,13921680000
2018-10-19,13836479999
2018-10-22,14134680000
2018-10-23,14211360000
2018-10-24,13478640000
2018-10-25,13819439999
2018-10-26,13325280000
2018-10-29,13214520000
2018-10-30,13453080000
2018-10-31,14006880000
2018-11-01,14262479999
2018-11-02,12362520000
2018-11-05,12754440000
2018-11-06,12737400000
2018-11-07,13265640000
2018-11-08,13274160000
2018-11-09,12737400000
2018-11-12,12567000000
2018-11-13,12524400000
2018-11-14,12498840000
2018-11-15,12396600000
2018-11-16,12515880000
2018-11-19,11553120000
2018-11-20,11425320000
2018-11-21,11680920000
2018-11-23,11578680000
2018-11-26,12072840000
2018-11-27,12047280000
2018-11-28,12524400000
2018-11-29,12592560000
2018-11-30,12584040000
2018-12-03,12797040000
2018-12-04,12507360000
2018-12-06,12856680000
2018-12-07,12200640000
2018-12-10,12728880000
2018-12-11,12686280000
2018-12-12,12814080000
2018-12-13,12694800000
2018-12-14,12422160000
2018-12-17,11629800000
2018-12-18,11936520000
2018-12-19,11928000000
2018-12-20,11902440000
2018-12-21,11220840000
2018-12-24,11161200000
2018-12-26,11680920000
2018-12-27,11996160000
2018-12-28,11987640000
2018-12-31,11990590000
2019-01-02,11862940000
2019-01-03,11497010000
2019-01-04,11386380000
2019-01-07,11931020000
2019-01-08,12177810000
2019-01-09,12441620000
2019-01-10,12458640000
2019-01-11,12467150000
2019-01-14,12296950000
2019-01-15,12705430000
2019-01-16,12313970000
2019-01-17,12365030000
2019-01-18,11999100000
2019-01-22,11888470000
2019-01-23,12169300000
2019-01-24,12339500000
2019-01-25,12526720000
2019-01-28,12543740000
2019-01-29,12458640000
2019-01-30,12790530000
2019-01-31,13028810000
2019-02-01,13428780000
2019-02-04,13641530000
2019-02-05,13947890000
2019-02-06,13820239999
2019-02-07,13505370000
2019-02-08,13786200000
2019-02-11,13905340000
2019-02-12,14152130000
2019-02-13,14024480000
2019-02-14,14160640000
2019-02-15,14143620000
2019-02-19,14288290000
2019-02-20,14271270000
2019-02-21,14381899999
2019-02-22,14773360000
2019-02-25,14815910000
