,FMC
2014-02-05,8015282000
2014-02-06,8253531000
2014-02-07,8249538000
2014-02-10,8246876000
2014-02-11,8328067000
2014-02-12,8284144000
2014-02-13,8322743000
2014-02-14,8411920000
2014-02-18,8394617000
2014-02-19,8381307000
2014-02-20,8429223000
2014-02-21,8385300000
2014-02-24,8341377000
2014-02-25,8382638000
2014-02-26,8675458000
2014-02-27,8795248000
2014-02-28,8901728000
2014-03-03,8865791000
2014-03-04,9005546000
2014-03-05,8969609000
2014-03-06,9005546000
2014-03-07,8981588000
2014-03-10,9584531000
2014-03-11,9359592000
2014-03-12,9255774000
2014-03-13,9243795000
2014-03-14,9110695000
2014-03-17,9202534000
2014-03-18,9125336000
2014-03-19,8988243000
2014-03-20,9127998000
2014-03-21,9100047000
2014-03-24,9052131000
2014-03-25,9025511000
2014-03-26,8828523000
2014-03-27,8899066000
2014-03-28,8817875000
2014-03-31,8844455000
2014-04-01,8931100000
2014-04-02,9049737000
2014-04-03,9037740000
2014-04-04,8863117000
2014-04-07,8749812000
2014-04-08,8836457000
2014-04-09,8965758000
2014-04-10,8724485000
2014-04-11,8583187000
2014-04-14,8655169000
2014-04-15,8713821000
2014-04-16,8872448000
2014-04-17,8865783000
2014-04-21,8871115000
2014-04-22,8884445000
2014-04-23,8887111000
2014-04-24,8759143000
2014-04-25,8732483000
2014-04-28,8697825000
2014-04-29,8797800000
2014-04-30,8895109000
2014-05-01,8861784000
2014-05-02,8799133000
2014-05-05,8793801000
2014-05-06,8779138000
2014-05-07,8465883000
2014-05-08,8436557000
2014-05-09,8424560000
2014-05-12,8491210000
2014-05-13,8415229000
2014-05-14,8445888000
2014-05-15,8351245000
2014-05-16,8367241000
2014-05-19,8471215000
2014-05-20,8503207000
2014-05-21,8601849000
2014-05-22,8753811000
2014-05-23,8749812000
2014-05-27,8809797000
2014-05-28,8836457000
2014-05-29,8893776000
2014-05-30,8844455000
2014-06-02,8875114000
2014-06-03,8816462000
2014-06-04,8905773000
2014-06-05,9039073000
2014-06-06,9061734000
2014-06-09,9017745000
2014-06-10,9037740000
2014-06-11,9009747000
2014-06-12,8889777000
2014-06-13,8923102000
2014-06-16,8844455000
2014-06-17,8756477000
2014-06-18,8663167000
2014-06-19,8649837000
2014-06-20,8635174000
2014-06-23,8212613000
2014-06-24,8195284000
2014-06-25,8157960000
2014-06-26,8201949000
2014-06-27,8180621000
2014-06-30,8229446000
2014-07-01,8208102000
2014-07-02,8157410000
2014-07-03,8252124000
2014-07-07,8180088000
2014-07-08,8073368000
2014-07-09,8100048000
2014-07-10,7993328000
2014-07-11,8006668000
2014-07-14,7957310000
2014-07-15,7989326000
2014-07-16,8004000000
2014-07-17,7906618000
2014-07-18,7993328000
2014-07-21,7923960000
2014-07-22,7953308000
2014-07-23,7953308000
2014-07-24,7915956000
2014-07-25,7893278000
2014-07-28,7911954000
2014-07-29,7865264000
2014-07-30,7747872000
2014-07-31,7539768000
2014-08-01,7569116000
2014-08-04,7582456000
2014-08-05,7491744000
2014-08-06,7491744000
2014-08-07,7419708000
2014-08-08,7510420000
2014-08-11,7502416000
2014-08-12,7490410000
2014-08-13,7478404000
2014-08-14,7630480000
2014-08-15,7634482000
2014-08-18,7677170000
2014-08-19,7669166000
2014-08-20,7678504000
2014-08-21,7622476000
2014-08-22,7555776000
2014-08-25,7575786000
2014-08-26,7561112000
2014-08-27,7597130000
2014-08-28,7646488000
2014-08-29,7646488000
2014-09-02,7626478000
2014-09-03,7595796000
2014-09-04,7565114000
2014-09-05,7583790000
2014-09-08,7643820000
2014-09-09,7399698000
2014-09-10,7342336000
2014-09-11,7351674000
2014-09-12,7216940000
2014-09-15,7326328000
2014-09-16,7308986000
2014-09-17,7086208000
2014-09-18,7036850000
2014-09-19,7007502000
2014-09-22,6982156000
2014-09-23,6939468000
2014-09-24,6879438000
2014-09-25,6730030000
2014-09-26,6730030000
2014-09-29,6641986000
2014-09-30,6616260000
2014-10-01,6514800000
2014-10-02,6586890000
2014-10-03,6590895000
2014-10-06,6593565000
2014-10-07,6361275000
2014-10-08,6347925000
2014-10-09,6187725000
2014-10-10,6102285000
2014-10-13,5970120000
2014-10-14,6110295000
2014-10-15,6282510000
2014-10-16,6494775000
2014-10-17,6534825000
2014-10-20,6570870000
2014-10-21,6820515000
2014-10-22,6761775000
2014-10-23,6731070000
2014-10-24,6724395000
2014-10-27,6569535000
2014-10-28,6684345000
2014-10-29,6648300000
2014-10-30,6724395000
2014-10-31,6634950000
2014-11-03,6508125000
2014-11-04,6453390000
2014-11-05,6550845000
2014-11-06,6621600000
2014-11-07,6594900000
2014-11-10,6569535000
2014-11-11,6573540000
2014-11-12,6566865000
2014-11-13,6524145000
2014-11-14,6550845000
2014-11-17,6516135000
2014-11-18,6569535000
2014-11-19,6521475000
2014-11-20,6474750000
2014-11-21,6536160000
2014-11-24,6562860000
2014-11-25,6502785000
2014-11-26,6442710000
2014-11-28,6293190000
2014-12-01,6218430000
2014-12-02,6255810000
2014-12-03,6367950000
2014-12-04,6391980000
2014-12-05,6589560000
2014-12-08,6502785000
2014-12-09,6517470000
2014-12-10,6381300000
2014-12-11,6457395000
2014-12-12,6362610000
2014-12-15,6361275000
2014-12-16,6282510000
2014-12-17,6478755000
2014-12-18,6536160000
2014-12-19,6589560000
2014-12-22,6537495000
2014-12-23,6700365000
2014-12-24,6680340000
2014-12-26,6658980000
2014-12-29,6666990000
2014-12-30,6657645000
2014-12-31,6601136641
2015-01-02,6594458032
2015-01-05,6450200089
2015-01-06,6491607462
2015-01-07,6539693443
2015-01-08,6702651490
2015-01-09,6659908396
2015-01-12,6852252321
2015-01-13,6878966755
2015-01-14,6820195000
2015-01-15,6728030202
2015-01-16,6746730306
2015-01-20,6702651490
2015-01-21,6757416080
2015-01-22,6874959589
2015-01-23,6703987212
2015-01-26,6740051698
2015-01-27,6758751802
2015-01-28,6615829580
2015-01-29,6609150971
2015-01-30,6655901231
2015-02-02,6694637160
2015-02-03,6882973920
2015-02-04,6814852113
2015-02-05,7183511302
2015-02-06,7144775373
2015-02-09,7136761043
2015-02-10,7126075269
2015-02-11,7164811198
2015-02-12,7319754916
2015-02-13,7370512340
2015-02-17,7457334251
2015-02-18,7411919713
2015-02-19,7377190949
2015-02-20,7409248269
2015-02-23,7378526670
2015-02-24,7389212444
2015-02-25,7438634147
2015-02-26,7363833732
2015-02-27,7339790741
2015-03-02,7476034354
2015-03-03,7407912548
2015-03-04,7322426359
2015-03-05,7214232901
2015-03-06,7084667896
2015-03-09,7096689392
2015-03-10,6937738509
2015-03-11,6971131552
2015-03-12,7016546090
2015-03-13,6973802995
2015-03-16,6955102891
2015-03-17,6869616703
2015-03-18,6852252321
2015-03-19,6824202165
2015-03-20,6901674023
2015-03-23,6923045571
2015-03-24,6832216495
2015-03-25,6709330099
2015-03-26,6732037368
2015-03-27,6599800919
2015-03-30,6690629995
2015-03-31,6632857000
2015-04-01,6606117000
2015-04-02,6570018000
2015-04-06,6623498000
2015-04-07,6634194000
2015-04-08,6639542000
2015-04-09,6646227000
2015-04-10,6763883000
2015-04-13,6802656000
2015-04-14,6779927000
2015-04-15,6913627000
2015-04-16,6856136000
2015-04-17,6722436000
2015-04-20,6731795000
2015-04-21,6714414000
2015-04-22,6733132000
2015-04-23,6789286000
2015-04-24,6786612000
2015-04-27,6818700000
2015-04-28,6848114000
2015-04-29,6943041000
2015-04-30,6872180000
2015-05-01,6977803000
2015-05-04,6995184000
2015-05-05,6874854000
2015-05-06,6893572000
2015-05-07,6888224000
2015-05-08,7062034000
2015-05-11,7029946000
2015-05-12,6693022000
2015-05-13,6821374000
2015-05-14,6753187000
2015-05-15,6761209000
2015-05-18,6683663000
2015-05-19,6643553000
2015-05-20,6632857000
2015-05-21,6695696000
2015-05-22,6750513000
2015-05-26,6687674000
2015-05-27,6714414000
2015-05-28,6710403000
2015-05-29,6623498000
2015-06-01,6557985000
2015-06-02,6537930000
2015-06-03,6666282000
2015-06-04,6543278000
2015-06-05,6496483000
2015-06-08,6440329000
2015-06-09,6388186000
2015-06-10,6436318000
2015-06-11,6432307000
2015-06-12,6378827000
2015-06-15,6361446000
2015-06-16,6414926000
2015-06-17,6445677000
2015-06-18,6465732000
2015-06-19,6365457000
2015-06-22,6397545000
2015-06-23,6373479000
2015-06-24,6203680000
2015-06-25,6164907000
2015-06-26,6196995000
2015-06-29,5997782000
2015-06-30,6093252000
2015-07-01,6004944000
2015-07-02,5966142000
2015-07-06,5832342000
2015-07-07,5796216000
2015-07-08,5649036000
2015-07-09,5643684000
2015-07-10,5741358000
2015-07-13,5818962000
2015-07-14,5901918000
2015-07-15,5832342000
2015-07-16,5828328000
2015-07-17,5768118000
2015-07-20,5734668000
2015-07-21,5679810000
2015-07-22,5662416000
2015-07-23,5665092000
2015-07-24,5544672000
2015-07-27,5475096000
2015-07-28,5592840000
2015-07-29,5574108000
2015-07-30,5608896000
2015-07-31,5627628000
2015-08-03,5619600000
2015-08-04,5645022000
2015-08-05,5623614000
2015-08-06,5689176000
2015-08-07,5492490000
2015-08-10,5706570000
2015-08-11,5602206000
2015-08-12,5495166000
2015-08-13,5389464000
2015-08-14,5392140000
2015-08-17,5532630000
2015-08-18,5503194000
2015-08-19,5445660000
2015-08-20,5322564000
2015-08-21,5175384000
2015-08-24,5001444000
2015-08-25,4668282000
2015-08-26,4669620000
2015-08-27,4906446000
2015-08-28,4915812000
2015-08-31,4906446000
2015-09-01,4700394000
2015-09-02,4836870000
2015-09-03,4906446000
2015-09-04,4810110000
2015-09-08,4907784000
2015-09-09,4792716000
2015-09-10,4792716000
2015-09-11,4823490000
2015-09-14,4672296000
2015-09-15,4668282000
2015-09-16,4652226000
2015-09-17,4498356000
2015-09-18,4377936000
2015-09-21,4348500000
2015-09-22,4296318000
2015-09-23,4214700000
2015-09-24,4054140000
2015-09-25,3995268000
2015-09-28,3825342000
2015-09-29,3818652000
2015-09-30,3926694359
2015-10-01,3921350099
2015-10-02,4057628706
2015-10-05,4147145046
2015-10-06,4196579442
2015-10-07,4322169530
2015-10-08,4481161238
2015-10-09,4455776007
2015-10-12,4344882632
2015-10-13,4208604025
2015-10-14,4462456331
2015-10-15,4405005546
2015-10-16,4376948186
2015-10-19,4336866243
2015-10-20,4344882632
2015-10-21,4215284349
2015-10-22,4326177725
2015-10-23,4342210502
2015-10-26,4274071199
2015-10-27,4201923701
2015-10-28,4343546567
2015-10-29,4604079197
2015-10-30,4713636508
2015-11-02,4768415164
2015-11-03,4789792200
2015-11-04,4805824977
2015-11-05,4801816783
2015-11-06,4748374192
2015-11-09,4700275860
2015-11-10,4649505399
2015-11-11,4604079197
2015-11-12,4602743132
2015-11-13,4698939796
2015-11-16,4803152848
2015-11-17,4853923309
2015-11-18,4982185527
2015-11-19,4934087195
2015-11-20,4852587244
2015-11-23,4851251179
2015-11-24,4938095389
2015-11-25,4947447843
2015-11-27,4884652799
2015-11-30,4975505203
2015-12-01,4859267568
2015-12-02,4763070905
2015-12-03,4853923309
2015-12-04,4914046224
2015-12-07,4795136459
2015-12-08,4632136557
2015-12-09,4688251277
2015-12-10,4570677578
2015-12-11,4400997352
2015-12-14,4291440041
2015-12-15,4387636704
2015-12-16,4478489109
2015-12-17,4346218696
2015-12-18,4391644898
2015-12-21,4427718647
2015-12-22,4543956282
2015-12-23,4721652897
2015-12-24,4698939796
2015-12-28,4622784104
2015-12-29,4676226695
2015-12-30,4596062808
2015-12-31,4537158000
2016-01-04,4403358000
2016-01-05,4357866000
2016-01-06,4175898000
2016-01-07,4142448000
2016-01-08,4135758000
2016-01-11,4076886000
2016-01-12,4122378000
2016-01-13,3980550000
2016-01-14,4099632000
2016-01-15,4063506000
2016-01-19,4036746000
2016-01-20,4036746000
2016-01-21,4071534000
2016-01-22,4087590000
2016-01-25,3901608000
2016-01-26,4038084000
2016-01-27,4024704000
2016-01-28,4014000000
2016-01-29,4141110000
2016-02-01,4135758000
2016-02-02,4003296000
2016-02-03,4183926000
2016-02-04,4359204000
2016-02-05,4284276000
2016-02-08,4052802000
2016-02-09,4003296000
2016-02-10,3967170000
2016-02-11,3888228000
2016-02-12,4063506000
2016-02-16,4265544000
2016-02-17,4389978000
2016-02-18,4300332000
2016-02-19,4167870000
2016-02-22,4385964000
2016-02-23,4248150000
2016-02-24,4289628000
2016-02-25,4333782000
2016-02-26,4412724000
2016-02-29,4364556000
2016-03-01,4450188000
2016-03-02,4406034000
2016-03-03,4476948000
2016-03-04,4693704000
2016-03-07,4732506000
2016-03-08,4488990000
2016-03-09,4515750000
2016-03-10,4546524000
2016-03-11,4654902000
2016-03-14,4645536000
2016-03-15,4535820000
2016-03-16,4658916000
2016-03-17,4790040000
2016-03-18,4740534000
2016-03-21,4791378000
2016-03-22,4838208000
2016-03-23,4799406000
2016-03-24,4701732000
2016-03-28,4736520000
2016-03-29,4760604000
2016-03-30,4786026000
2016-03-31,4683822000
2016-04-01,4674449000
2016-04-04,4548583000
2016-04-05,4428073000
2016-04-06,4394598000
2016-04-07,4282122000
2016-04-08,4349072000
2016-04-11,4338360000
2016-04-12,4409327000
2016-04-13,4596787000
2016-04-14,4586075000
2016-04-15,4630262000
2016-04-18,4657042000
2016-04-19,4851197000
2016-04-20,4966351000
2016-04-21,4966351000
2016-04-22,4983758000
2016-04-25,4951622000
2016-04-26,5021250000
2016-04-27,5117658000
2016-04-28,5049369000
2016-04-29,5019911000
2016-05-02,5061420000
2016-05-03,5491239000
2016-05-04,5504629000
2016-05-05,5516680000
2016-05-06,5570240000
2016-05-09,5406882000
2016-05-10,5469815000
2016-05-11,5453747000
2016-05-12,5452408000
2016-05-13,5337254000
2016-05-16,5453747000
2016-05-17,5471154000
2016-05-18,5295745000
2016-05-19,5303779000
2016-05-20,5396170000
2016-05-23,5504629000
2016-05-24,5492578000
2016-05-25,5614427000
2016-05-26,5552833000
2016-05-27,5583630000
2016-05-31,5509985000
2016-06-01,5534087000
2016-06-02,5571579000
2016-06-03,5667987000
2016-06-06,5763056000
2016-06-07,5771090000
2016-06-08,5854108000
2016-06-09,5842057000
2016-06-10,5761717000
2016-06-13,5614427000
2016-06-14,5586308000
2016-06-15,5637190000
2016-06-16,5685394000
2016-06-17,5603715000
2016-06-20,5641207000
2016-06-21,5597020000
2016-06-22,5654597000
2016-06-23,5720208000
2016-06-24,5235490000
2016-06-27,4898062000
2016-06-28,5077488000
2016-06-29,5262270000
2016-06-30,5377420000
2016-07-01,5349280000
2016-07-05,5191160000
2016-07-06,5128180000
2016-07-07,5201880000
2016-07-08,5397520000
2016-07-11,5390820000
2016-07-12,5583780000
2016-07-13,5607900000
2016-07-14,5648100000
2016-07-15,5673560000
2016-07-18,5688300000
2016-07-19,5622640000
2016-07-20,5653460000
2016-07-21,5573060000
2016-07-22,5589140000
2016-07-25,5567700000
2016-07-26,5666860000
2016-07-27,5599860000
2016-07-28,5581100000
2016-07-29,5520800000
2016-08-01,5488640000
2016-08-02,5417620000
2016-08-03,5597180000
2016-08-04,5618620000
2016-08-05,5602540000
2016-08-08,5626660000
2016-08-09,5565020000
2016-08-10,5559660000
2016-08-11,5614600000
2016-08-12,5532860000
2016-08-15,5607900000
2016-08-16,5519460000
2016-08-17,5457820000
2016-08-18,5522140000
2016-08-19,5551620000
2016-08-22,5524820000
2016-08-23,5595840000
2016-08-24,5459160000
2016-08-25,5477920000
2016-08-26,5406900000
2016-08-29,5484620000
2016-08-30,5504720000
2016-08-31,5451120000
2016-09-01,5422980000
2016-09-02,5516780000
2016-09-06,5424320000
2016-09-07,5447100000
2016-09-08,5503380000
2016-09-09,5209920000
2016-09-12,5354640000
2016-09-13,5216620000
2016-09-14,5400200000
2016-09-15,5507400000
2016-09-16,5548940000
2016-09-19,5548940000
2016-09-20,5496680000
2016-09-21,5641400000
2016-09-22,5678920000
2016-09-23,5642740000
2016-09-26,5577080000
2016-09-27,5614600000
2016-09-28,5636040000
2016-09-29,5601200000
2016-09-30,5609071000
2016-10-03,5582291000
2016-10-04,5479188000
2016-10-05,5544799000
2016-10-06,5575596000
2016-10-07,5535426000
2016-10-10,5551494000
2016-10-11,5483205000
2016-10-12,5455086000
2016-10-13,5380102000
2016-10-14,5402865000
2016-10-17,5385458000
2016-10-18,5479188000
2016-10-19,5560867000
2016-10-20,5579613000
2016-10-21,5505968000
2016-10-24,5552833000
2016-10-25,5492578000
2016-10-26,5473832000
2016-10-27,5452408000
2016-10-28,5471154000
2016-10-31,5440357000
2016-11-01,5476510000
2016-11-02,5347966000
2016-11-03,5910346000
2016-11-04,6087094000
2016-11-07,6218316000
2016-11-08,6191536000
2016-11-09,6294639000
2016-11-10,6277232000
2016-11-11,6079060000
2016-11-14,6121908000
2016-11-15,6266520000
2016-11-16,6207604000
2016-11-17,6242418000
2016-11-18,6267859000
2016-11-21,6318741000
2016-11-22,6329453000
2016-11-23,6415149000
2016-11-25,6395064000
2016-11-28,6397742000
2016-11-29,6358911000
2016-11-30,6511557000
2016-12-01,6536998000
2016-12-02,6559761000
2016-12-05,6603948000
2016-12-06,6571812000
2016-12-07,6755255000
2016-12-08,6846307000
2016-12-09,6823544000
2016-12-12,6819527000
2016-12-13,6737848000
2016-12-14,6646796000
2016-12-15,6763289000
2016-12-16,6669559000
2016-12-19,6630728000
2016-12-20,6615999000
2016-12-21,6634745000
2016-12-22,6611982000
2016-12-23,6578507000
2016-12-27,6650813000
2016-12-28,6574490000
2016-12-29,6586541000
2016-12-30,6562439000
2017-01-03,6622280000
2017-01-04,6758960000
2017-01-05,6784420000
2017-01-06,6772360000
2017-01-09,6729480000
2017-01-10,6700000000
2017-01-11,6819260000
2017-01-12,6884920000
2017-01-13,6882240000
2017-01-17,6821940000
2017-01-18,6799160000
2017-01-19,6890280000
2017-01-20,7002840000
2017-01-23,7053760000
2017-01-24,7156940000
2017-01-25,7242700000
2017-01-26,7217240000
2017-01-27,7170340000
2017-01-30,7025620000
2017-01-31,6985420000
2017-02-01,7037680000
2017-02-02,7022940000
2017-02-03,7002840000
2017-02-06,7045720000
2017-02-07,6622280000
2017-02-08,6646400000
2017-02-09,6653100000
2017-02-10,6716080000
2017-02-13,6821940000
2017-02-14,6741540000
2017-02-15,6724120000
2017-02-16,6716080000
2017-02-17,6761640000
2017-02-21,6724120000
2017-02-22,6785760000
2017-02-23,6733500000
2017-02-24,6749580000
2017-02-27,6691960000
2017-02-28,6690620000
2017-03-01,6876880000
2017-03-02,6903680000
2017-03-03,6883580000
2017-03-06,6868840000
2017-03-07,6862140000
2017-03-08,6771020000
2017-03-09,6831320000
2017-03-10,6973360000
2017-03-13,7009540000
2017-03-14,6918420000
2017-03-15,7013560000
2017-03-16,7012220000
2017-03-17,7106020000
2017-03-20,7124780000
2017-03-21,6921100000
2017-03-22,7108700000
2017-03-23,7147560000
2017-03-24,7100660000
2017-03-27,7135500000
2017-03-28,7177040000
2017-03-29,7127460000
2017-03-30,7142200000
2017-03-31,8093602000
2017-04-03,8184858000
2017-04-04,8301612000
2017-04-05,8355292000
2017-04-06,8489492000
2017-04-07,8749840000
2017-04-10,8748498000
2017-04-11,8765944000
2017-04-12,8477414000
2017-04-13,8438496000
2017-04-17,8545856000
2017-04-18,8588800000
2017-04-19,8547198000
2017-04-20,8537804000
2017-04-21,8451916000
2017-04-24,8564644000
2017-04-25,8575380000
2017-04-26,8547198000
2017-04-27,8551224000
2017-04-28,8516332000
2017-05-01,8548540000
2017-05-02,8579406000
2017-05-03,8292218000
2017-05-04,8225118000
2017-05-05,8523042000
2017-05-08,8472046000
2017-05-09,8442522000
2017-05-10,8616982000
2017-05-11,8552566000
2017-05-12,8459968000
2017-05-15,8704212000
2017-05-16,8800836000
2017-05-17,8572696000
2017-05-18,8412998000
2017-05-19,8642480000
2017-05-22,8674688000
2017-05-23,8666636000
2017-05-24,8682740000
2017-05-25,8759234000
2017-05-26,8751182000
2017-05-30,8721658000
2017-05-31,8765944000
2017-06-01,8853174000
2017-06-02,8893434000
2017-06-05,8816940000
2017-06-06,8838412000
2017-06-07,8861226000
2017-06-08,8867936000
2017-06-09,8910880000
2017-06-12,8771312000
2017-06-13,8928326000
2017-06-14,8818282000
2017-06-15,8818282000
2017-06-16,8855858000
2017-06-19,8792784000
2017-06-20,8818282000
2017-06-21,8791442000
2017-06-22,8635770000
2017-06-23,8696160000
2017-06-26,8696160000
2017-06-27,8607588000
2017-06-28,8724342000
2017-06-29,8531094000
2017-06-30,8507520000
2017-07-03,8569344000
2017-07-05,8566656000
2017-07-06,8572032000
2017-07-07,8687616000
2017-07-10,8836800000
2017-07-11,8645952000
2017-07-12,8796480000
2017-07-13,8948352000
2017-07-14,8909376000
2017-07-17,8942976000
2017-07-18,8851584000
2017-07-19,8873088000
2017-07-20,8827392000
2017-07-21,8858304000
2017-07-24,8944320000
2017-07-25,9084096000
2017-07-26,8968512000
2017-07-27,8925504000
2017-07-28,8926848000
2017-07-31,8895936000
2017-08-01,9008832000
2017-08-02,9765504000
2017-08-03,9706368000
2017-08-04,9824640000
2017-08-07,9852864000
2017-08-08,9825984000
2017-08-09,9854208000
2017-08-10,9672768000
2017-08-11,9635136000
2017-08-14,9707712000
2017-08-15,9848832000
2017-08-16,9870336000
2017-08-17,9641856000
2017-08-18,9624384000
2017-08-21,9721152000
2017-08-22,9836736000
2017-08-23,9832704000
2017-08-24,9796416000
2017-08-25,9817920000
2017-08-28,9846144000
2017-08-29,9834048000
2017-08-30,9839424000
2017-08-31,10042368000
2017-09-01,10180800000
2017-09-05,9972480000
2017-09-06,10051776000
2017-09-07,10210368000
2017-09-08,10148544000
2017-09-11,10362240000
2017-09-12,10446912000
2017-09-13,10440192000
2017-09-14,10460352000
2017-09-15,10430784000
2017-09-18,10640448000
2017-09-19,10731840000
2017-09-20,10708992000
2017-09-21,10532928000
2017-09-22,10476480000
2017-09-25,10018176000
2017-09-26,9983232000
2017-09-27,10155264000
2017-09-28,10245312000
2017-09-29,10396362814
2017-10-02,10342634841
2017-10-03,10511877956
2017-10-04,10588440318
2017-10-05,10675748274
2017-10-06,10611274707
2017-10-09,10564262730
2017-10-10,10554860335
2017-10-11,10759026633
2017-10-12,10816784204
2017-10-13,10909464958
2017-10-16,11058560083
2017-10-17,10990056918
2017-10-18,10948417738
2017-10-19,10955133735
2017-10-20,11006175310
2017-10-23,10965879330
2017-10-24,10961849732
2017-10-25,10850364187
2017-10-26,10840961792
2017-10-27,10768429028
2017-10-30,10749624237
2017-10-31,10808725008
2017-11-01,10697239464
2017-11-02,10493073165
2017-11-03,10605901909
2017-11-06,10588440318
2017-11-07,10885287370
2017-11-08,10853050586
2017-11-09,10728133048
2017-11-10,10850364187
2017-11-13,11043784891
2017-11-14,10826186599
2017-11-15,10722760251
2017-11-16,10862452981
2017-11-17,10818127403
2017-11-20,10787233819
2017-11-21,10990056918
2017-11-22,10844991390
2017-11-24,11012891306
2017-11-27,10918867353
2017-11-28,10999459313
2017-11-29,10850364187
2017-11-30,10988713718
2017-12-01,10933642546
2017-12-04,10647541088
2017-12-05,10458149983
2017-12-06,10241894891
2017-12-07,10272788475
2017-12-08,10337262043
2017-12-11,10433972395
2017-12-12,10493073165
2017-12-13,10558889933
2017-12-14,10459493182
2017-12-15,10732162646
2017-12-18,10936328944
2017-12-19,10996772914
2017-12-20,11049157688
2017-12-21,11074678475
2017-12-22,11110944857
2017-12-26,11120347253
2017-12-27,11034382495
2017-12-28,11058560083
2017-12-29,11018264103
2018-01-02,11166416000
2018-01-03,11309092000
2018-01-04,11366970000
2018-01-05,11441000000
2018-01-08,11450422000
2018-01-09,11446384000
2018-01-10,11375046000
2018-01-11,11416772000
2018-01-12,11416772000
2018-01-16,11078926000
2018-01-17,10948364000
2018-01-18,10517644000
2018-01-19,10481302000
2018-01-22,10479956000
2018-01-23,10366892000
2018-01-24,10466496000
2018-01-25,10727620000
2018-01-26,10734350000
2018-01-29,10657628000
2018-01-30,10677818000
2018-01-31,10653590000
2018-02-01,10407272000
2018-02-02,9998088000
2018-02-05,9692546000
2018-02-06,9913290000
2018-02-07,9794842000
2018-02-08,9432768000
2018-02-09,9644090000
2018-02-12,9940210000
2018-02-13,9548524000
2018-02-14,9945594000
2018-02-15,9942902000
2018-02-16,9722158000
2018-02-20,9745040000
2018-02-21,9578136000
2018-02-22,9745040000
2018-02-23,9998088000
2018-02-26,9757154000
2018-02-27,9633322000
2018-02-28,9154146000
2018-03-01,9172990000
2018-03-02,9290092000
2018-03-05,9416616000
2018-03-06,9613132000
2018-03-07,9657550000
2018-03-08,9594288000
2018-03-09,9745040000
2018-03-12,9784074000
2018-03-13,9771960000
2018-03-14,9645436000
2018-03-15,9455650000
2018-03-16,9598326000
2018-03-19,9485262000
2018-03-20,9330472000
2018-03-21,9372198000
2018-03-22,9023584000
2018-03-23,8808224000
2018-03-26,8862064000
2018-03-27,8781304000
2018-03-28,8528256000
2018-03-29,8930710000
2018-04-02,8760652000
2018-04-03,8906236000
2018-04-04,8899496000
2018-04-05,9291764000
2018-04-06,9127308000
2018-04-09,9111132000
2018-04-10,9258064000
2018-04-11,9162356000
2018-04-12,9345684000
2018-04-13,9383428000
2018-04-16,9417128000
2018-04-17,9558668000
2018-04-18,9665160000
2018-04-19,9592368000
2018-04-20,9615284000
2018-04-23,9626068000
2018-04-24,9425216000
2018-04-25,9410388000
2018-04-26,9491268000
2018-04-27,9488572000
2018-04-30,9313332000
2018-05-01,9322768000
2018-05-02,9386124000
2018-05-03,9781088000
2018-05-04,10213796000
2018-05-07,10258280000
2018-05-08,10208404000
2018-05-09,10091128000
2018-05-10,10213796000
2018-05-11,10384992000
2018-05-14,10488788000
2018-05-15,10513052000
2018-05-16,10720644000
2018-05-17,10793436000
2018-05-18,10689640000
2018-05-21,10669420000
2018-05-22,10641112000
2018-05-23,10572364000
2018-05-24,10318940000
2018-05-25,10475308000
2018-05-29,10201664000
2018-05-30,10322984000
2018-05-31,10173356000
2018-06-01,10310852000
2018-06-04,10223232000
2018-06-05,10310852000
2018-06-06,10616848000
2018-06-07,10371512000
2018-06-08,10353988000
2018-06-11,10383644000
2018-06-12,10498224000
2018-06-13,10503616000
2018-06-14,10548100000
2018-06-15,10498224000
2018-06-18,10352640000
2018-06-19,10069560000
2018-06-20,10135612000
2018-06-21,10115392000
2018-06-22,10389036000
2018-06-25,10327028000
2018-06-26,10320288000
2018-06-27,10352640000
2018-06-28,10316244000
2018-06-29,10421388000
2018-07-02,10286125000
2018-07-03,10423723000
2018-07-05,10394045000
2018-07-06,10495220000
2018-07-09,10543784000
2018-07-10,10639563000
2018-07-11,10354924000
2018-07-12,10403488000
2018-07-13,10326595000
2018-07-16,10137735000
2018-07-17,10257796000
2018-07-18,10170111000
2018-07-19,10125594000
2018-07-20,10129641000
2018-07-23,10039258000
2018-07-24,10098614000
2018-07-25,10238910000
2018-07-26,10344132000
2018-07-27,10367065000
2018-07-30,10422374000
2018-07-31,10507361000
2018-08-01,10318501000
2018-08-02,10116151000
2018-08-03,10263192000
2018-08-06,10298266000
2018-08-07,10170111000
2018-08-08,10418327000
2018-08-09,10549180000
2018-08-10,10259145000
2018-08-13,10033862000
2018-08-14,10010929000
2018-08-15,9795089000
2018-08-16,9880076000
2018-08-17,9871982000
2018-08-20,9950224000
2018-08-21,10005533000
2018-08-22,9986647000
2018-08-23,9888170000
2018-08-24,10000137000
2018-08-27,10095916000
2018-08-28,10097265000
2018-08-29,10122896000
2018-08-30,9943479000
2018-08-31,9989345000
2018-09-04,9704706000
2018-09-05,9758666000
2018-09-06,9696612000
2018-09-07,9606229000
2018-09-10,9598135000
2018-09-11,9644001000
2018-09-12,9735733000
2018-09-13,9907056000
2018-09-14,9985298000
2018-09-17,10081077000
2018-09-18,10060842000
2018-09-19,10309058000
2018-09-20,10468240000
