,FMC
2004-10-29,1407099720
2004-11-01,1420430138
2004-11-02,1413024350
2004-11-03,1439685187
2004-11-04,1479676442
2004-11-05,1488563388
2004-11-08,1482638757
2004-11-09,1513743067
2004-11-10,1516705382
2004-11-11,1537441588
2004-11-12,1558177795
2004-11-15,1556696637
2004-11-16,1532998116
2004-11-17,1552253164
2004-11-18,1572989371
2004-11-19,1552253164
2004-11-22,1550772007
2004-11-23,1562621268
2004-11-24,1581876316
2004-11-26,1575951686
2004-11-29,1596687892
2004-11-30,1589282104
2004-12-01,1604093680
2004-12-02,1580395159
2004-12-03,1570027056
2004-12-06,1527073485
2004-12-07,1503374964
2004-12-08,1525592328
2004-12-09,1497450333
2004-12-10,1501893806
2004-12-13,1524111170
2004-12-14,1527073485
2004-12-15,1556696637
2004-12-16,1544847376
2004-12-17,1543366219
2004-12-20,1540403904
2004-12-21,1550772007
2004-12-22,1559658952
2004-12-23,1572989371
2004-12-27,1547809692
2004-12-28,1572989371
2004-12-29,1558177795
2004-12-30,1552253164
2004-12-31,1559930636
2005-01-03,1533086705
2005-01-04,1464485549
2005-01-05,1434658959
2005-01-06,1458520231
2005-01-07,1452554913
2005-01-10,1446589595
2005-01-11,1434658959
2005-01-12,1440624277
2005-01-13,1440624277
2005-01-14,1457028901
2005-01-18,1474924855
2005-01-19,1461502890
2005-01-20,1445098266
2005-01-21,1436150289
2005-01-24,1403341040
2005-01-25,1407815029
2005-01-26,1434658959
2005-01-27,1427202312
2005-01-28,1498786127
2005-01-31,1524138728
2005-02-01,1552473988
2005-02-02,1559930636
2005-02-03,1525630058
2005-02-04,1550982659
2005-02-07,1543526011
2005-02-08,1539052023
2005-02-09,1506242774
2005-02-10,1480890173
2005-02-11,1510716763
2005-02-14,1548000000
2005-02-15,1558439306
2005-02-16,1570369942
2005-02-17,1552473988
2005-02-18,1561421965
2005-02-22,1540543352
2005-02-23,1558439306
2005-02-24,1588265896
2005-02-25,1619583815
2005-02-28,1594231214
2005-03-01,1665815029
2005-03-02,1634497110
2005-03-03,1637479769
2005-03-04,1677745665
2005-03-07,1665815029
2005-03-08,1656867052
2005-03-09,1673271676
2005-03-10,1665815029
2005-03-11,1674763006
2005-03-14,1674763006
2005-03-15,1680728323
2005-03-16,1638971098
2005-03-17,1667306358
2005-03-18,1662832370
2005-03-21,1653884393
2005-03-22,1653884393
2005-03-23,1607653179
2005-03-24,1807491329
2005-03-28,1749329480
2005-03-29,1706080925
2005-03-30,1723976878
2005-03-31,1741185544
2005-04-01,1730660243
2005-04-04,1742689159
2005-04-05,1760732532
2005-04-06,1736674701
2005-04-07,1742689159
2005-04-08,1696077110
2005-04-11,1687055424
2005-04-12,1709609641
2005-04-13,1634428918
2005-04-14,1604356628
2005-04-15,1568269881
2005-04-18,1580298797
2005-04-19,1608867472
2005-04-20,1595334942
2005-04-21,1626910845
2005-04-22,1593831327
2005-04-25,1620896387
2005-04-26,1593831327
2005-04-27,1571277110
2005-04-28,1553233737
2005-04-29,1596838556
2005-05-02,1610371086
2005-05-03,1650968677
2005-05-04,1691566267
2005-05-05,1696077110
2005-05-06,1697580725
2005-05-09,1742689159
2005-05-10,1727653014
2005-05-11,1751710845
2005-05-12,1694573496
2005-05-13,1670515665
2005-05-16,1715624098
2005-05-17,1762236147
2005-05-18,1801330123
2005-05-19,1804337352
2005-05-20,1796819279
2005-05-23,1813359038
2005-05-24,1822380725
2005-05-25,1780279520
2005-05-26,1811855424
2005-05-27,1823884339
2005-05-31,1805840966
2005-06-01,1862978315
2005-06-02,1835913255
2005-06-03,1835913255
2005-06-06,1829898797
2005-06-07,1822380725
2005-06-08,1793812050
2005-06-09,1816366267
2005-06-10,1823884339
2005-06-13,1847942171
2005-06-14,1868992773
2005-06-15,1893050605
2005-06-16,1887036147
2005-06-17,1870496388
2005-06-20,1855460243
2005-06-21,1829898797
2005-06-22,1826891568
2005-06-23,1801330123
2005-06-24,1801330123
2005-06-27,1823884339
2005-06-28,1846438556
2005-06-29,1852453014
2005-06-30,1783466670
2005-07-01,1799600004
2005-07-05,1806933337
2005-07-06,1815733337
2005-07-07,1815733337
2005-07-08,1870000004
2005-07-11,1922800004
2005-07-12,1925733337
2005-07-13,1908133337
2005-07-14,1924266671
2005-07-15,1924266671
2005-07-18,1938933337
2005-07-19,1965333337
2005-07-20,1984400004
2005-07-21,1981466671
2005-07-22,1988800004
2005-07-25,1977066671
2005-07-26,1911066671
2005-07-27,1905200004
2005-07-28,1934533337
2005-07-29,1921333337
2005-08-01,1933066671
2005-08-02,1946266671
2005-08-03,1980000004
2005-08-04,1934533337
2005-08-05,1928666671
2005-08-08,1938933337
2005-08-09,1928666671
2005-08-10,1918400004
2005-08-11,1941866671
2005-08-12,1916933337
2005-08-15,1903733337
2005-08-16,1880266670
2005-08-17,1859733337
2005-08-18,1840666670
2005-08-19,1839200004
2005-08-22,1824533337
2005-08-23,1811333337
2005-08-24,1798133337
2005-08-25,1780533337
2005-08-26,1790800004
2005-08-29,1782000004
2005-08-30,1783466670
2005-08-31,1809866670
2005-09-01,1821600004
2005-09-02,1799600004
2005-09-06,1820133337
2005-09-07,1837733337
2005-09-08,1840666670
2005-09-09,1868533337
2005-09-12,1870000004
2005-09-13,1871466670
2005-09-14,1868533337
2005-09-15,1828933337
2005-09-16,1843600004
2005-09-19,1824533337
2005-09-20,1784933337
2005-09-21,1758533337
2005-09-22,1782000004
2005-09-23,1780533337
2005-09-26,1782000004
2005-09-27,1790800004
2005-09-28,1784933337
2005-09-29,1776133337
2005-09-30,1888808076
2005-10-03,1864436359
2005-10-04,1832448480
2005-10-05,1754763632
2005-10-06,1731915147
2005-10-07,1745624238
2005-10-10,1713636360
2005-10-11,1719729289
2005-10-12,1674032319
2005-10-13,1681648481
2005-10-14,1677078784
2005-10-17,1684694945
2005-10-18,1675555552
2005-10-19,1689264642
2005-10-20,1693834339
2005-10-21,1702973733
2005-10-24,1753240400
2005-10-25,1725822218
2005-10-26,1728868683
2005-10-27,1710589895
2005-10-28,1765426258
2005-10-31,1795890905
2005-11-01,1801983834
2005-11-02,1798937369
2005-11-03,1693834339
2005-11-04,1701450501
2005-11-07,1677078784
2005-11-08,1652707067
2005-11-09,1669462622
2005-11-10,1689264642
2005-11-11,1699927269
2005-11-14,1642044440
2005-11-15,1643567673
2005-11-16,1628335350
2005-11-17,1623765653
2005-11-18,1623765653
2005-11-21,1625288885
2005-11-22,1660323228
2005-11-23,1738008077
2005-11-25,1742577774
2005-11-28,1730391915
2005-11-29,1751717168
2005-11-30,1754763632
2005-12-01,1815692925
2005-12-02,1827878784
2005-12-05,1785228279
2005-12-06,1801983834
2005-12-07,1765426258
2005-12-08,1771519188
2005-12-09,1783705046
2005-12-12,1776088885
2005-12-13,1792844440
2005-12-14,1774565652
2005-12-15,1756286864
2005-12-16,1738008077
2005-12-19,1710589895
2005-12-20,1725822218
2005-12-21,1736484844
2005-12-22,1776088885
2005-12-23,1768472723
2005-12-27,1754763632
2005-12-28,1742577774
2005-12-29,1776088885
2005-12-30,1754763632
2006-01-03,1785228279
2006-01-04,1794367672
2006-01-05,1803507066
2006-01-06,1817216157
2006-01-09,1806553531
2006-01-10,1792844440
2006-01-11,1783705046
2006-01-12,1785228279
2006-01-13,1791321208
2006-01-17,1786751511
2006-01-18,1765426258
2006-01-19,1754763632
2006-01-20,1722775753
2006-01-23,1744101006
2006-01-24,1773042420
2006-01-25,1795890905
2006-01-26,1805030299
2006-01-27,1840064642
2006-01-30,1850727268
2006-01-31,1861389895
2006-02-01,1900993935
2006-02-02,1876622218
2006-02-03,1862913127
2006-02-06,1884238379
2006-02-07,1951260601
2006-02-08,1942121208
2006-02-09,1969539389
2006-02-10,1977155551
2006-02-13,1969539389
2006-02-14,1987818177
2006-02-15,2019806056
2006-02-16,2042654541
2006-02-17,2063979793
2006-02-21,2036561611
2006-02-22,2047224238
2006-02-23,2063979793
2006-02-24,2019806056
2006-02-27,2038084844
2006-02-28,2006096965
2006-03-01,2042654541
2006-03-02,2024375753
2006-03-03,2027422217
2006-03-06,2006096965
2006-03-07,1990864642
2006-03-08,1998480803
2006-03-09,1993911106
2006-03-10,2016759591
2006-03-13,2007620197
2006-03-14,2030468682
2006-03-15,2039608076
2006-03-16,2071595955
2006-03-17,2063979793
2006-03-20,2056363632
2006-03-21,2033515147
2006-03-22,2047224238
2006-03-23,2056363632
2006-03-24,2045701005
2006-03-27,2039608076
2006-03-28,2018282824
2006-03-29,2050270702
2006-03-30,2050270702
2006-03-31,2072696662
2006-04-03,2048003328
2006-04-04,2064979995
2006-04-05,2052633328
2006-04-06,2080413328
2006-04-07,2071153328
2006-04-10,2066523328
2006-04-11,2064979995
2006-04-12,2072696662
2006-04-13,2085043328
2006-04-17,2075783328
2006-04-18,2120539995
2006-04-19,2152949995
2006-04-20,2149863328
2006-04-21,2132886662
2006-04-24,2112823328
2006-04-25,2111279995
2006-04-26,2085043328
2006-04-27,2197706661
2006-04-28,2125169995
2006-05-01,2108193328
2006-05-02,2137516662
2006-05-03,2142146662
2006-05-04,2174556661
2006-05-05,2208509995
2006-05-08,2193076661
2006-05-09,2205423328
2006-05-10,2208509995
2006-05-11,2202336661
2006-05-12,2166839995
2006-05-15,2154493328
2006-05-16,2162209995
2006-05-17,2123626662
2006-05-18,2117453328
2006-05-19,2111279995
2006-05-22,2078869995
2006-05-23,2072696662
2006-05-24,2083499995
2006-05-25,2114366662
2006-05-26,2129799995
2006-05-30,2094303328
2006-05-31,2159123328
2006-06-01,2166839995
2006-06-02,2220856661
2006-06-05,2186903328
2006-06-06,2168383328
2006-06-07,2118996662
2006-06-08,2088129995
2006-06-09,2086586662
2006-06-12,2094303328
2006-06-13,2054176662
2006-06-14,2048003328
2006-06-15,2132886662
2006-06-16,2139059995
2006-06-19,2120539995
2006-06-20,2120539995
2006-06-21,2146776662
2006-06-22,2139059995
2006-06-23,2134429995
2006-06-26,2134429995
2006-06-27,2089673328
2006-06-28,2086586662
2006-06-29,2156036662
2006-06-30,2152285710
2006-07-03,2175428567
2006-07-05,2170799995
2006-07-06,2159999996
2006-07-07,2144571424
2006-07-10,2156914281
2006-07-11,2164628567
2006-07-12,2138399996
2006-07-13,2099828567
2006-07-14,2062799996
2006-07-17,2051999996
2006-07-18,2056628567
2006-07-19,2092114281
2006-07-20,2042742853
2006-07-21,2018057139
2006-07-24,2059714281
2006-07-25,2092114281
2006-07-26,2082857139
2006-07-27,2059714281
2006-07-28,2084399996
2006-07-31,2062799996
2006-08-01,2038114281
2006-08-02,1914685710
2006-08-03,1967142853
2006-08-04,1967142853
2006-08-07,1957885710
2006-08-08,1911599996
2006-08-09,1922399996
2006-08-10,1940914282
2006-08-11,1953257139
2006-08-14,1988742853
2006-08-15,2016514281
2006-08-16,2056628567
2006-08-17,2048914281
2006-08-18,2059714281
2006-08-21,2048914281
2006-08-22,2065885710
2006-08-23,2070514281
2006-08-24,2014971424
2006-08-25,2014971424
2006-08-28,2019599996
2006-08-29,2008799996
2006-08-30,2047371424
2006-08-31,2042742853
2006-09-01,2056628567
2006-09-05,2076685710
2006-09-06,2035028567
2006-09-07,2014971424
2006-09-08,2061257139
2006-09-11,2042742853
2006-09-12,2089028567
2006-09-13,2081314281
2006-09-14,2090571424
2006-09-15,2098285710
2006-09-18,2085942853
2006-09-19,2072057139
2006-09-20,2084399996
2006-09-21,2073599996
2006-09-22,2061257139
2006-09-25,2059714281
2006-09-26,2118342853
2006-09-27,2136857138
2006-09-28,2149199996
2006-09-29,2141485710
2006-10-02,2116641326
2006-10-03,2128753723
2006-10-04,2160548764
2006-10-05,2210512401
2006-10-06,2198400004
2006-10-09,2199914054
2006-10-10,2210512401
2006-10-11,2186287607
2006-10-12,2227166946
2006-10-13,2234737194
2006-10-16,2240793393
2006-10-17,2234737194
2006-10-18,2228680996
2006-10-19,2255933889
2006-10-20,2236251244
2006-10-23,2248363641
2006-10-24,2263504137
2006-10-25,2258961988
2006-10-26,2289242980
2006-10-27,2257447938
2006-10-30,2263504137
2006-10-31,2248363641
2006-11-01,2219596698
2006-11-02,2269560335
2006-11-03,2248363641
2006-11-06,2261990087
2006-11-07,2283186781
2006-11-08,2298327277
2006-11-09,2296813228
2006-11-10,2281672732
2006-11-13,2301355376
2006-11-14,2299841327
2006-11-15,2293785128
2006-11-16,2304383475
2006-11-17,2296813228
2006-11-20,2327094219
2006-11-21,2340720666
2006-11-22,2357375211
2006-11-24,2348290914
2006-11-27,2316495872
2006-11-28,2308925624
2006-11-29,2328608269
2006-11-30,2325580170
2006-12-01,2336178517
2006-12-04,2343748765
2006-12-05,2346776864
2006-12-06,2360403310
2006-12-07,2378571905
2006-12-08,2390684302
2006-12-11,2402796699
2006-12-12,2411880996
2006-12-13,2419451244
2006-12-14,2452760335
2006-12-15,2467900831
2006-12-18,2461844633
2006-12-19,2476985129
2006-12-20,2495153724
2006-12-21,2464872732
2006-12-22,2455788434
2006-12-26,2496667773
2006-12-27,2529976864
2006-12-28,2529976864
2006-12-29,2510294220
2007-01-03,2508780170
2007-01-04,2475471079
2007-01-05,2431563641
2007-01-08,2413395046
2007-01-09,2425507443
2007-01-10,2434591740
2007-01-11,2486069426
2007-01-12,2545117360
2007-01-16,2507266121
2007-01-17,2513322319
2007-01-18,2516350418
2007-01-19,2529976864
2007-01-22,2492125625
2007-01-23,2542089261
2007-01-24,2573884303
2007-01-25,2533004964
2007-01-26,2516350418
2007-01-29,2533004964
2007-01-30,2557229757
2007-01-31,2554201658
2007-02-01,2601137195
2007-02-02,2529976864
2007-02-05,2572370253
2007-02-06,2592052898
2007-02-07,2493639674
2007-02-08,2419451244
2007-02-09,2395226451
2007-02-12,2386142153
2007-02-13,2422479344
2007-02-14,2425507443
2007-02-15,2452760335
2007-02-16,2478499178
2007-02-20,2507266121
2007-02-21,2566314055
2007-02-22,2545117360
2007-02-23,2522406616
2007-02-26,2492125625
2007-02-27,2419451244
2007-02-28,2414909096
2007-03-01,2413395046
2007-03-02,2390684302
2007-03-05,2337692566
2007-03-06,2387656203
2007-03-07,2396740500
2007-03-08,2407338848
2007-03-09,2428535542
2007-03-12,2449732236
2007-03-13,2395226451
2007-03-14,2398254550
2007-03-15,2445190087
2007-03-16,2433077691
2007-03-19,2460330583
2007-03-20,2481527278
2007-03-21,2523920666
2007-03-22,2546631410
2007-03-23,2557229757
2007-03-26,2540575212
2007-03-27,2502723972
2007-03-28,2473957030
2007-03-29,2463358682
2007-03-30,2473957030
2007-04-02,2440904341
2007-04-03,2445391297
2007-04-04,2439408689
2007-04-05,2434921732
2007-04-09,2425947819
2007-04-10,2405008689
2007-04-11,2393043472
2007-04-12,2413982602
2007-04-13,2424452167
2007-04-16,2476799993
2007-04-17,2466330428
2007-04-18,2472313037
2007-04-19,2461843471
2007-04-20,2475304341
2007-04-23,2472313037
2007-04-24,2478295645
2007-04-25,2505217384
2007-04-26,2503721732
2007-04-27,2500730428
2007-04-30,2493252167
2007-05-01,2641321732
2007-05-02,2683199992
2007-05-03,2689182601
2007-05-04,2692173906
2007-05-07,2710121732
2007-05-08,2723582601
2007-05-09,2749008688
2007-05-10,2757982601
2007-05-11,2751999992
2007-05-14,2717599992
2007-05-15,2702643471
2007-05-16,2732556514
2007-05-17,2741530427
2007-05-18,2754991297
2007-05-21,2783408688
2007-05-22,2754991297
2007-05-23,2737043471
2007-05-24,2684695645
2007-05-25,2716104340
2007-05-29,2731060862
2007-05-30,2735547818
2007-05-31,2710121732
2007-06-01,2753495644
2007-06-04,2786399992
2007-06-05,2804347818
2007-06-06,2746017384
2007-06-07,2705634775
2007-06-08,2751999992
2007-06-11,2754991297
2007-06-12,2707130427
2007-06-13,2771443471
2007-06-14,2784904340
2007-06-15,2790886949
2007-06-18,2820799992
2007-06-19,2814817383
2007-06-20,2790886949
2007-06-21,2789391297
2007-06-22,2754991297
2007-06-25,2867165209
2007-06-26,2879130427
2007-06-27,2865669557
2007-06-28,2859686949
2007-06-29,2897078253
2007-07-02,2952857134
2007-07-03,2949828563
2007-07-05,2966485705
2007-07-06,2978599991
2007-07-09,2987685705
2007-07-10,2961942848
2007-07-11,2969514277
2007-07-12,3007371420
2007-07-13,3013428562
2007-07-16,3014942848
2007-07-17,3064914277
2007-07-18,3066428562
2007-07-19,3095199991
2007-07-20,3034628562
2007-07-23,3017971420
2007-07-24,2993742848
2007-07-25,2989199991
2007-07-26,2902885706
2007-07-27,2877142849
2007-07-30,2922571420
2007-07-31,2924085706
2007-08-01,2939228563
2007-08-02,2974057134
2007-08-03,2927114277
2007-08-06,2955885705
2007-08-07,2924085706
2007-08-08,2908942848
2007-08-09,2760542849
2007-08-10,2786285706
2007-08-13,2943771420
2007-08-14,2898342848
2007-08-15,2837771420
2007-08-16,2821114277
2007-08-17,2854428563
2007-08-20,2874114277
2007-08-21,2843828563
2007-08-22,2861999991
2007-08-23,2884714277
2007-08-24,2881685706
2007-08-27,2895314277
2007-08-28,2839285706
2007-08-29,2902885706
2007-08-30,2890771420
2007-08-31,2952857134
2007-09-04,3011914277
2007-09-05,2996771420
2007-09-06,3008885705
2007-09-07,2948314277
2007-09-10,2943771420
2007-09-11,2940742848
2007-09-12,3020999991
2007-09-13,3069457134
2007-09-14,3086114276
2007-09-17,3101257134
2007-09-18,3240571419
2007-09-19,3319314276
2007-09-20,3335971419
2007-09-21,3340514276
2007-09-24,3292057133
2007-09-25,3299628562
2007-09-26,3382914276
2007-09-27,3417742847
2007-09-28,3413199990
2007-10-01,3361851249
2007-10-02,3341117365
2007-10-03,3366294225
2007-10-04,3372218191
2007-10-05,3366294225
2007-10-08,3348522324
2007-10-09,3387028109
2007-10-10,3361851249
2007-10-11,3355927282
2007-10-12,3395914059
2007-10-15,3389990092
2007-10-16,3382585134
2007-10-17,3389990092
2007-10-18,3418128935
2007-10-19,3372218191
2007-10-22,3361851249
2007-10-23,3398876043
2007-10-24,3419609927
2007-10-25,3404800010
2007-10-26,3453672737
2007-10-29,3588442986
2007-10-30,3634353729
2007-10-31,3689150424
2007-11-01,3569190093
2007-11-02,3655087614
2007-11-05,3644720672
2007-11-06,3776528937
2007-11-07,3647682655
2007-11-08,3655087614
2007-11-09,3538089266
2007-11-12,3421090919
2007-11-13,3413685960
2007-11-14,3410723977
2007-11-15,3345560340
2007-11-16,3344079348
2007-11-19,3311497530
2007-11-20,3336674390
2007-11-21,3277434720
2007-11-23,3347041332
2007-11-26,3265586786
2007-11-27,3299649596
2007-11-28,3458115712
2007-11-29,3492178522
2007-11-30,3511431415
2007-12-03,3552899184
2007-12-04,3552899184
2007-12-05,3498102489
2007-12-06,3535127283
2007-12-07,3505507448
2007-12-10,3492178522
2007-12-11,3357408274
2007-12-12,3395914059
2007-12-13,3450710754
2007-12-14,3440343812
2007-12-17,3422571911
2007-12-18,3462558688
2007-12-19,3450710754
2007-12-20,3517355382
2007-12-21,3487735547
2007-12-24,3526241332
2007-12-26,3557342159
2007-12-27,3504026456
2007-12-28,3527722324
2007-12-31,3529404720
2008-01-02,3490587240
2008-01-03,3542841540
2008-01-04,3442811880
2008-01-07,3417431220
2008-01-08,3399515460
2008-01-09,3374134800
2008-01-10,3377120760
2008-01-11,3368162880
2008-01-14,3454755720
2008-01-15,3383092680
2008-01-16,3415938240
2008-01-17,3354726060
2008-01-18,3232301700
2008-01-22,3168103560
2008-01-23,3135258000
2008-01-24,3262161300
2008-01-25,3268133220
2008-01-28,3326359440
2008-01-29,3329345400
2008-01-30,3302471760
2008-01-31,3438332940
2008-02-01,3454755720
2008-02-04,3435346980
2008-02-05,3336810300
2008-02-06,3359205000
2008-02-07,3250217460
2008-02-08,3227822760
2008-02-11,3338303280
2008-02-12,3389064600
2008-02-13,3463713600
2008-02-14,3550306440
2008-02-15,3578673060
2008-02-19,3593602860
2008-02-20,3632420339
2008-02-21,3607039680
2008-02-22,3651829080
2008-02-25,3777239400
2008-02-26,3839944560
2008-02-27,3828000720
2008-02-28,3842930520
2008-02-29,3662279940
2008-03-03,3717520200
2008-03-04,3698111460
2008-03-05,3769774500
2008-03-06,3686167620
2008-03-07,3507010020
2008-03-10,3396529500
2008-03-11,3560757300
2008-03-12,3624955440
2008-03-13,3690646560
2008-03-14,3635406300
2008-03-17,3560757300
2008-03-18,3666758880
2008-03-19,3499545120
2008-03-20,3544334520
2008-03-24,3656308020
2008-03-25,3735435960
2008-03-26,3714534240
2008-03-27,3607039680
2008-03-28,3611518620
2008-03-31,3585181360
2008-04-01,3695540520
2008-04-02,3743263400
2008-04-03,3761159480
2008-04-04,3796951640
2008-04-07,3904328120
2008-04-08,3919241520
2008-04-09,3870027300
2008-04-10,3899854100
2008-04-11,3873009980
2008-04-14,3913276160
2008-04-15,3935646260
2008-04-16,4069866860
2008-04-17,4072849540
2008-04-18,4102676340
2008-04-21,4126537780
2008-04-22,4096710980
2008-04-23,4075832219
2008-04-24,4056444800
2008-04-25,4132503140
2008-04-28,4111624380
2008-04-29,4008721920
2008-04-30,4056444800
2008-05-01,3996791200
2008-05-02,4020652640
2008-05-05,4048988100
2008-05-06,4101185000
2008-05-07,4132503140
2008-05-08,4202596120
2008-05-09,4344273420
2008-05-12,4384539600
2008-05-13,4374100220
2008-05-14,4429279800
2008-05-15,4509812160
2008-05-16,4500864120
2008-05-19,4453141240
2008-05-20,4453141240
2008-05-21,4474020000
2008-05-22,4481476700
2008-05-23,4462089280
2008-05-27,4441210520
2008-05-28,4599292560
2008-05-29,4654472140
2008-05-30,4781236040
2008-06-02,4748426560
2008-06-03,4872207780
2008-06-04,4802114800
2008-06-05,4899051900
2008-06-06,4848346340
2008-06-09,4879664480
2008-06-10,4828958920
2008-06-11,4849837680
2008-06-12,4782727380
2008-06-13,4961688180
2008-06-16,5082486720
2008-06-17,5148105680
2008-06-18,5100382800
2008-06-19,5054151260
2008-06-20,5073538680
2008-06-23,5100382800
2008-06-24,5089943420
2008-06-25,5097400120
2008-06-26,4869225100
2008-06-27,4960196840
2008-06-30,4978618700
2008-07-01,4937068380
2008-07-02,4658087660
2008-07-03,4468143340
2008-07-07,4471111220
2008-07-08,4425109080
2008-07-09,4444400300
2008-07-10,4465175460
2008-07-11,4465175460
2008-07-14,4390978460
2008-07-15,4419173320
2008-07-16,4598730060
2008-07-17,4585374600
2008-07-18,4576470960
2008-07-21,4655119780
2008-07-22,4509693660
2008-07-23,4399882100
2008-07-24,4298974180
2008-07-25,4215873540
2008-07-28,4224777180
2008-07-29,4189162620
2008-07-30,4718929200
2008-07-31,4781254680
2008-08-01,4770867100
2008-08-04,4540856400
2008-08-05,4563115500
2008-08-06,4616537340
2008-08-07,4536404580
2008-08-08,4574987020
2008-08-11,4641764320
2008-08-12,4646216140
2008-08-13,4807965600
2008-08-14,4821321060
2008-08-15,4735252540
2008-08-18,4744156180
2008-08-19,4720413140
2008-08-20,4724864960
2008-08-21,4689250400
2008-08-22,4732284660
2008-08-25,4638796440
2008-08-26,4613569460
2008-08-27,4708541620
2008-08-28,4800545900
2008-08-29,4727832840
2008-09-02,4675894940
2008-09-03,4637312500
2008-09-04,4347944200
2008-09-05,4340524500
2008-09-08,4377623000
2008-09-09,4036316800
2008-09-10,4168387460
2008-09-11,4260391740
2008-09-12,4399882100
2008-09-15,4174323220
2008-09-16,4097158340
2008-09-17,3825597320
2008-09-18,3880503100
2008-09-19,4091222580
2008-09-22,3979927080
2008-09-23,3896826440
2008-09-24,3880503100
2008-09-25,3925021300
2008-09-26,3712817880
2008-09-29,3205310400
2008-09-30,3194497880
2008-10-01,3167243519
2008-10-02,2507401120
2008-10-03,2827281240
2008-10-06,2688140560
2008-10-07,2262111880
2008-10-08,2246333040
2008-10-09,2034035920
2008-10-10,2042642560
2008-10-13,2503097800
2008-10-14,2485884519
2008-10-15,2069896920
2008-10-16,2313751720
2008-10-17,2256374120
2008-10-20,2422769160
2008-10-21,2269284080
2008-10-22,2016822640
2008-10-23,2003912680
2008-10-24,1910674080
2008-10-27,1864772000
2008-10-28,2203299840
2008-10-29,2616418560
2008-10-30,2828715680
2008-10-31,2706788280
2008-11-03,2840191200
2008-11-04,2855970040
2008-11-05,2626459640
2008-11-06,2567647600
2008-11-07,2744083720
2008-11-10,2735477080
2008-11-11,2513138880
2008-11-12,2249201920
2008-11-13,2450023519
2008-11-14,2299407320
2008-11-17,2264980760
2008-11-18,2194693200
2008-11-19,1989568280
2008-11-20,1925018480
2008-11-21,2144487800
2008-11-24,2329530560
2008-11-25,2483015640
2008-11-26,2587729760
2008-11-28,2716829360
2008-12-01,2210472040
2008-12-02,2418465840
2008-12-03,2386908160
2008-12-04,2262111880
2008-12-05,2437113560
2008-12-08,2609246360
2008-12-09,2699616080
2008-12-10,2873183320
2008-12-11,2640804040
2008-12-12,2764165880
2008-12-15,2658017320
2008-12-16,2841625640
2008-12-17,2749821480
2008-12-18,2576254240
2008-12-19,2650845120
2008-12-22,2557606519
2008-12-23,2553303200
2008-12-24,2543262120
2008-12-26,2632197400
2008-12-29,2617853000
2008-12-30,2774206960
2008-12-31,2800487520
2009-01-02,2843838720
2009-01-05,2877074640
2009-01-06,2957996880
2009-01-07,2865514319
2009-01-08,2927651040
2009-01-09,2827943280
2009-01-12,2641533120
2009-01-13,2729680560
2009-01-14,2569281120
2009-01-15,2745576000
2009-01-16,2825053200
2009-01-20,2641533120
2009-01-21,2894415120
2009-01-22,2836613520
2009-01-23,2858289120
2009-01-26,2855399040
2009-01-27,2869849440
2009-01-28,2943546480
2009-01-29,2890080000
2009-01-30,2793262319
2009-02-02,2777366880
2009-02-03,2807712720
2009-02-04,2784592080
2009-02-05,2955106800
2009-02-06,3205098720
2009-02-09,3197873520
2009-02-10,2989787760
2009-02-11,3036029040
2009-02-12,3043254240
2009-02-13,2978227440
2009-02-17,2843838720
2009-02-18,2801932560
2009-02-19,2783147040
2009-02-20,2736905760
2009-02-23,2570726160
2009-02-24,2710895040
2009-02-25,2598181920
2009-02-26,2553385680
2009-02-27,2531710080
2009-03-02,2287498320
2009-03-03,2332294560
2009-03-04,2472463440
2009-03-05,2291833440
2009-03-06,2249927280
2009-03-09,2208021120
2009-03-10,2388651120
2009-03-11,2436337440
2009-03-12,2450787840
2009-03-13,2458013040
2009-03-16,2369865600
2009-03-17,2400211440
2009-03-18,2517259680
2009-03-19,2601072000
2009-03-20,2514369600
2009-03-23,2735460720
2009-03-24,2731125600
2009-03-25,2749911120
2009-03-26,2871294480
2009-03-27,2692109520
2009-03-30,2631417840
2009-03-31,2698836000
2009-04-01,2805692000
2009-04-02,2989080000
2009-04-03,3015072000
2009-04-06,2929876000
2009-04-07,2833128000
2009-04-08,2857676000
2009-04-09,3015072000
2009-04-13,2976084000
2009-04-14,2841792000
2009-04-15,2882224000
2009-04-16,2978972000
2009-04-17,2886556000
2009-04-20,2694504000
2009-04-21,2885112000
2009-04-22,2867784000
2009-04-23,2847568000
2009-04-24,2885112000
2009-04-27,2937096000
2009-04-28,3000632000
2009-04-29,3114708000
2009-04-30,3048284000
2009-05-01,3071388000
2009-05-04,3199904000
2009-05-05,2818688000
2009-05-06,2937096000
2009-05-07,2954424000
2009-05-08,3123372000
2009-05-11,2968864000
2009-05-12,3026624000
2009-05-13,3006408000
2009-05-14,3140700000
2009-05-15,3032400000
2009-05-18,3116151999
2009-05-19,3132036000
2009-05-20,3292320000
2009-05-21,3176800000
2009-05-22,3210012000
2009-05-26,3311092000
2009-05-27,3240336000
2009-05-28,3319756000
2009-05-29,3400620000
2009-06-01,3456936000
2009-06-02,3383292000
2009-06-03,3365964000
2009-06-04,3394844000
2009-06-05,3312536000
2009-06-08,3210012000
2009-06-09,3374628000
2009-06-10,3331308000
2009-06-11,3332751999
2009-06-12,3282212000
2009-06-15,3194128000
2009-06-16,3136368000
2009-06-17,3124816000
