,AMG
2004-09-21,1596806899
2004-09-22,1567747361
2004-09-23,1578607997
2004-09-24,1581543303
2004-09-27,1557180257
2004-09-28,1559822033
2004-09-29,1577727405
2004-09-30,1783484806
2004-10-01,1798474873
2004-10-04,1811799377
2004-10-05,1809467588
2004-10-06,1835117258
2004-10-07,1828788119
2004-10-08,1815463615
2004-10-11,1808801363
2004-10-12,1805470237
2004-10-13,1805470237
2004-10-14,1836116596
2004-10-15,1863098715
2004-10-18,1837115933
2004-10-19,1825790105
2004-10-20,1832119245
2004-10-21,1838115271
2004-10-22,1833451695
2004-10-25,1793811297
2004-10-26,1827122556
2004-10-27,1840780172
2004-10-28,1842112622
2004-10-29,1860100702
2004-11-01,1868428517
2004-11-02,1889081497
2004-11-03,1902072888
2004-11-04,1912732491
2004-11-05,1943711962
2004-11-08,1949707989
2004-11-09,1982686135
2004-11-10,1985684148
2004-11-11,2007003354
2004-11-12,1991680175
2004-11-15,1975690771
2004-11-16,1956037128
2004-11-17,1982686135
2004-11-18,1973692095
2004-11-19,1942712624
2004-11-22,1984351698
2004-11-23,2020327858
2004-11-24,2046643752
2004-11-26,2058968918
2004-11-29,2088949051
2004-11-30,2111267595
2004-12-01,2146577529
2004-12-02,2148576205
2004-12-03,2140248390
2004-12-06,2131920576
2004-12-07,2111600708
2004-12-08,2126257661
2004-12-09,2131920576
2004-12-10,2176557663
2004-12-13,2184552365
2004-12-14,2220861637
2004-12-15,2215198723
2004-12-16,2213533160
2004-12-17,2183553027
2004-12-20,2187217265
2004-12-21,2207204021
2004-12-22,2245178856
2004-12-23,2229189452
2004-12-27,2201874219
2004-12-28,2225858326
2004-12-29,2236184816
2004-12-30,2252174220
2004-12-31,2256504684
2005-01-03,2227190776
2005-01-04,2191547729
2005-01-05,2140248390
2005-01-06,2146910642
2005-01-07,2144245741
2005-01-10,2140914615
2005-01-11,2123592761
2005-01-12,2101940442
2005-01-13,2086617263
2005-01-14,2095611303
2005-01-18,2083952363
2005-01-19,2070960972
2005-01-20,2050307991
2005-01-21,2026656997
2005-01-24,2010001368
2005-01-25,2021993421
2005-01-26,2075624548
2005-01-27,2108935807
2005-01-28,2083952363
2005-01-31,2112266933
2005-02-01,2139915278
2005-02-02,2137250377
2005-02-03,2123925873
2005-02-04,2151907331
2005-02-07,2131920576
2005-02-08,2148576205
2005-02-09,2140248390
2005-02-10,2153572894
2005-02-11,2190881504
2005-02-14,2179222563
2005-02-15,2180555014
2005-02-16,2172227199
2005-02-17,2176224550
2005-02-18,2160235146
2005-02-22,2121594085
2005-02-23,2127256999
2005-02-24,2118596072
2005-02-25,2137583490
2005-02-28,2157237132
2005-03-01,2199209319
2005-03-02,2187883491
2005-03-03,2176890775
2005-03-04,2204539120
2005-03-07,2196544418
2005-03-08,2193879517
2005-03-09,2179888788
2005-03-10,2181887464
2005-03-11,2150241768
2005-03-14,2153572894
2005-03-15,2165231835
2005-03-16,2153572894
2005-03-17,2150907993
2005-03-18,2142247066
2005-03-21,2106937131
2005-03-22,2073958985
2005-03-23,2052639779
2005-03-24,2060301369
2005-03-28,2036983487
2005-03-29,1992679513
2005-03-30,2029988123
2005-03-31,2083695694
2005-04-01,2068915328
2005-04-04,2108553582
2005-04-05,2103850738
2005-04-06,2072610419
2005-04-07,2074290006
2005-04-08,2061189227
2005-04-11,2029277073
2005-04-12,2018863634
2005-04-13,1958734417
2005-04-14,1963101344
2005-04-15,1917416576
2005-04-18,1954031573
2005-04-19,1997700837
2005-04-20,1971499279
2005-04-21,2016512212
2005-04-22,2051783540
2005-04-25,2101163399
2005-04-26,2091085877
2005-04-27,2097804225
2005-04-28,2072610419
2005-04-29,2100491564
2005-05-02,2100827482
2005-05-03,2082687942
2005-05-04,2156253854
2005-05-05,2136434727
2005-05-06,2114936013
2005-05-09,2129716379
2005-05-10,2109897252
2005-05-11,2109897252
2005-05-12,2077313263
2005-05-13,2067907575
2005-05-16,2126357205
2005-05-17,2122662113
2005-05-18,2180103990
2005-05-19,2182119495
2005-05-20,2181783577
2005-05-23,2191861100
2005-05-24,2216718988
2005-05-25,2198579448
2005-05-26,2222429584
2005-05-27,2225452841
2005-05-31,2240569124
2005-06-01,2253333986
2005-06-02,2260388251
2005-06-03,2256021325
2005-06-06,2270801691
2005-06-07,2257700912
2005-06-08,2230491602
2005-06-09,2259044582
2005-06-10,2256693160
2005-06-13,2249974812
2005-06-14,2251654399
2005-06-15,2237881785
2005-06-16,2247287472
2005-06-17,2257364995
2005-06-20,2232171189
2005-06-21,2207649218
2005-06-22,2212687979
2005-06-23,2180103990
2005-06-24,2265762930
2005-06-27,2260724169
2005-06-28,2320517468
2005-06-29,2318166046
2005-06-30,2318166791
2005-07-01,2355146182
2005-07-05,2373126987
2005-07-06,2361592131
2005-07-07,2377876634
2005-07-08,2388393708
2005-07-11,2434193872
2005-07-12,2449799853
2005-07-13,2442336123
2005-07-14,2464048793
2005-07-15,2440979081
2005-07-18,2438943518
2005-07-19,2463031012
2005-07-20,2495600017
2005-07-21,2472869565
2005-07-22,2453531719
2005-07-25,2438943518
2005-07-26,2434193872
2005-07-27,2413838244
2005-07-28,2427408662
2005-07-29,2418927151
2005-08-01,2446746509
2005-08-02,2466762877
2005-08-03,2455228021
2005-08-04,2434533132
2005-08-05,2408749337
2005-08-08,2381269238
2005-08-09,2415873806
2005-08-10,2427408662
2005-08-11,2449121332
2005-08-12,2441657602
2005-08-15,2452513937
2005-08-16,2407053034
2005-08-17,2426730141
2005-08-18,2396196699
2005-08-19,2404338950
2005-08-22,2417230848
2005-08-23,2436229435
2005-08-24,2429783486
2005-08-25,2445050207
2005-08-26,2436568695
2005-08-29,2442675384
2005-08-30,2443014644
2005-08-31,2463370272
2005-09-01,2495260756
2005-09-02,2493564454
2005-09-06,2530204585
2005-09-07,2509509696
2005-09-08,2479994035
2005-09-09,2481690338
2005-09-12,2487118505
2005-09-13,2474226607
2005-09-14,2461673970
2005-09-15,2463031012
2005-09-16,2502724487
2005-09-19,2495939277
2005-09-20,2492546673
2005-09-21,2437247216
2005-09-22,2439622039
2005-09-23,2442675384
2005-09-26,2423337537
2005-09-27,2414516764
2005-09-28,2410106378
2005-09-29,2417230848
2005-09-30,2439194676
2005-10-03,2455361667
2005-10-04,2414944191
2005-10-05,2431447993
2005-10-06,2400461262
2005-10-07,2421680437
2005-10-10,2406523883
2005-10-11,2377221213
2005-10-12,2327709805
2005-10-13,2359033349
2005-10-14,2408207945
2005-10-17,2416628252
2005-10-18,2409218381
2005-10-19,2458729790
2005-10-20,2445257298
2005-10-21,2472539094
2005-10-24,2505546699
2005-10-25,2482643463
2005-10-26,2490726958
2005-10-27,2492074207
2005-10-28,2526092250
2005-10-31,2585034402
2005-11-01,2610632137
2005-11-02,2630840875
2005-11-03,2582339904
2005-11-04,2606253577
2005-11-07,2624441441
2005-11-08,2641618868
2005-11-09,2665195729
2005-11-10,2680352283
2005-11-11,2699550584
2005-11-14,2702918707
2005-11-15,2663848480
2005-11-16,2659133108
2005-11-17,2710328578
2005-11-18,2729190066
2005-11-21,2738283999
2005-11-22,2762871296
2005-11-23,2778364662
2005-11-25,2787458594
2005-11-28,2725148319
2005-11-29,2717064824
2005-11-30,2655428173
2005-12-01,2672268788
2005-12-02,2700897833
2005-12-05,2693151150
2005-12-06,2690456652
2005-12-07,2704939581
2005-12-08,2718412073
2005-12-09,2737610374
2005-12-12,2751756491
2005-12-13,2756808675
2005-12-14,2756135050
2005-12-15,2742662558
2005-12-16,2718075261
2005-12-19,2688435778
2005-12-20,2684394031
2005-12-21,2700224209
2005-12-22,2689783027
2005-12-23,2715717574
2005-12-27,2694835212
2005-12-28,2706286830
2005-12-29,2724811507
2005-12-30,2702918707
2006-01-03,2776343788
2006-01-04,2795542090
2006-01-05,2774659727
2006-01-06,2816424452
2006-01-09,2867956734
2006-01-10,2869640796
2006-01-11,2916794518
2006-01-12,2934308757
2006-01-13,2938350505
2006-01-17,2900627527
2006-01-18,2900964339
2006-01-19,2913426395
2006-01-20,2891533595
2006-01-23,2895575343
2006-01-24,2920162641
2006-01-25,3133028014
2006-01-26,3181528985
2006-01-27,3095641849
2006-01-30,3099346784
2006-01-31,3125618144
2006-02-01,3101030846
2006-02-02,3095978661
2006-02-03,3070380926
2006-02-06,3109451153
2006-02-07,3070044114
2006-02-08,3071728176
2006-02-09,3070717739
2006-02-10,3029289826
2006-02-13,3025248078
2006-02-14,3066675991
2006-02-15,3108777529
2006-02-16,3172435053
2006-02-17,3180181736
2006-02-21,3189612481
2006-02-22,3280551802
2006-02-23,3317937967
2006-02-24,3357008194
2006-02-27,3393720734
2006-02-28,3315243468
2006-03-01,3345219763
2006-03-02,3384963615
2006-03-03,3406182789
2006-03-06,3314233032
2006-03-07,3250912319
2006-03-08,3234408516
2006-03-09,3199043225
2006-03-10,3206453096
2006-03-13,3299750103
2006-03-14,3402814666
2006-03-15,3437169521
2006-03-16,3429086026
2006-03-17,3473208437
2006-03-20,3498132547
2006-03-21,3461083194
2006-03-22,3490049052
2006-03-23,3437169521
2006-03-24,3500827046
2006-03-27,3479271059
2006-03-28,3416960783
2006-03-29,3549664829
2006-03-30,3576273001
2006-03-31,3328828379
2006-04-03,3236404292
2006-04-04,3280118387
2006-04-05,3331950815
2006-04-06,3278557170
2006-04-07,3216108462
2006-04-10,3210800321
2006-04-11,3156782189
2006-04-12,3138047577
2006-04-13,3179575967
2006-04-17,3189255517
2006-04-18,3241087945
2006-04-19,3234530830
2006-04-20,3232032882
2006-04-21,3210175834
2006-04-24,3184884108
2006-04-25,3158343407
2006-04-26,3222353332
2006-04-27,3203618720
2006-04-28,3163027060
2006-05-01,3042813297
2006-05-02,3071851946
2006-05-03,3025327659
2006-05-04,3060298935
2006-05-05,3123996617
2006-05-08,3165525008
2006-05-09,3168647443
2006-05-10,3163027060
2006-05-11,3075598869
2006-05-12,2966938117
2006-05-15,2936026006
2006-05-16,2886691527
2006-05-17,2812377564
2006-05-18,2794579683
2006-05-19,2828614228
2006-05-22,2764604303
2006-05-23,2803946989
2006-05-24,2771161417
2006-05-25,2789896029
2006-05-26,2870454863
2006-05-30,2812377564
2006-05-31,2816436730
2006-06-01,2833610125
2006-06-02,2829863203
2006-06-05,2741498281
2006-06-06,2741498281
2006-06-07,2791457247
2006-06-08,2788334812
2006-06-09,2822993845
2006-06-12,2708088222
2006-06-13,2650635411
2006-06-14,2595680548
2006-06-15,2692476045
2006-06-16,2677800599
2006-06-19,2627529389
2006-06-20,2655319064
2006-06-21,2690290340
2006-06-22,2654070090
2006-06-23,2644702783
2006-06-26,2622845736
2006-06-27,2588498946
2006-06-28,2582254075
2006-06-29,2689353610
2006-06-30,2638967817
2006-07-03,2665694618
2006-07-05,2618315290
2006-07-06,2638967817
2006-07-07,2607077885
2006-07-10,2635626967
2006-07-11,2698191977
2006-07-12,2703051396
2006-07-13,2642308668
2006-07-14,2616493008
2006-07-17,2587943926
2006-07-18,2568506253
2006-07-19,2717933364
2006-07-20,2665694618
2006-07-21,2585817930
2006-07-24,2641093813
2006-07-25,2635323254
2006-07-26,2753771573
2006-07-27,2726437346
2006-07-28,2771690678
2006-07-31,2780498374
2006-08-01,2734637614
2006-08-02,2737674750
2006-08-03,2768957255
2006-08-04,2787787501
2006-08-07,2748001014
2006-08-08,2758023564
2006-08-09,2748001014
2006-08-10,2775335242
2006-08-11,2748912155
2006-08-14,2761668128
2006-08-15,2851263652
2006-08-16,2909880384
2006-08-17,2912613807
2006-08-18,2913828662
2006-08-21,2889531570
2006-08-22,2889531570
2006-08-23,2873738461
2006-08-24,2850048797
2006-08-25,2815425442
2006-08-28,2850959938
2006-08-29,2836989111
2006-08-30,2830003697
2006-08-31,2810262310
2006-09-01,2823018283
2006-09-05,2834255688
2006-09-06,2824233138
2006-09-07,2801758329
2006-09-08,2845796806
2006-09-11,2847619088
2006-09-12,2887101861
2006-09-13,2933873762
2006-09-14,2936910898
2006-09-15,3000387049
2006-09-18,2962726558
2006-09-19,2950578012
2006-09-20,2972141681
2006-09-21,2973052821
2006-09-22,2979430808
2006-09-25,3007068749
2006-09-26,3035617831
2006-09-27,3046247809
2006-09-28,3044121813
2006-09-29,3040477250
2006-10-02,2931253991
2006-10-03,2945509329
2006-10-04,3005797532
2006-10-05,3000154794
2006-10-06,2974316993
2006-10-09,3007579449
2006-10-10,3006391505
2006-10-11,2918780570
2006-10-12,2934223853
2006-10-13,2930660018
2006-10-16,2868886885
2006-10-17,2829090731
2006-10-18,2800580054
2006-10-19,2752468286
2006-10-20,2776821157
2006-10-23,2806519779
2006-10-24,2817211282
2006-10-25,2925017280
2006-10-26,2973426034
2006-10-27,2967189324
2006-10-30,2974316993
2006-10-31,2974020007
2006-11-01,2969862200
2006-11-02,2960952613
2006-11-03,2953527957
2006-11-06,3009955339
2006-11-07,3029259444
2006-11-08,3032526292
2006-11-09,2977286855
2006-11-10,2999263835
2006-11-13,3020052871
2006-11-14,3044702727
2006-11-15,3065194776
2006-11-16,3114197502
2006-11-17,3084201894
2006-11-20,3077371211
2006-11-21,3073807377
2006-11-22,3122216130
2006-11-24,3104099971
2006-11-27,3002827670
2006-11-28,3026883554
2006-11-29,3036090127
2006-11-30,3032526292
2006-12-01,3004015615
2006-12-04,3061630941
2006-12-05,3083310936
2006-12-06,3084498880
2006-12-07,3073807377
2006-12-08,3047375603
2006-12-11,3065194776
2006-12-12,3053909300
2006-12-13,3082419977
2006-12-14,3100833123
2006-12-15,3118949282
2006-12-18,3112712571
2006-12-19,3109445723
2006-12-20,3084498880
2006-12-21,3071728473
2006-12-22,3040544920
2006-12-26,3054206286
2006-12-27,3123404075
2006-12-28,3118355310
2006-12-29,3122216130
2007-01-03,3144490097
2007-01-04,3110336682
2007-01-05,3085389839
2007-01-08,3126076951
2007-01-09,3156369546
2007-01-10,3170921870
2007-01-11,3198244603
2007-01-12,3237149798
2007-01-16,3224379390
2007-01-17,3246059384
2007-01-18,3200620492
2007-01-19,3221409528
2007-01-22,3202105424
2007-01-23,3220815555
2007-01-24,3292092248
2007-01-25,3269224309
2007-01-26,3273679103
2007-01-29,3255859929
2007-01-30,3277539923
2007-01-31,3308426490
2007-02-01,3368417707
2007-02-02,3353568396
2007-02-05,3357726203
2007-02-06,3373466472
2007-02-07,3414450571
2007-02-08,3369902638
2007-02-09,3324760732
2007-02-12,3337531140
2007-02-13,3367823734
2007-02-14,3511862051
2007-02-15,3499091644
2007-02-16,3472065898
2007-02-20,3502952464
2007-02-21,3497012740
2007-02-22,3486915209
2007-02-23,3439100427
2007-02-26,3456919600
2007-02-27,3343173878
2007-02-28,3370496610
2007-03-01,3299516904
2007-03-02,3183989264
2007-03-05,3131422703
2007-03-06,3220518569
2007-03-07,3182504333
2007-03-08,3211608983
2007-03-09,3213984872
2007-03-12,3204184327
2007-03-13,3087468743
2007-03-14,3153696670
2007-03-15,3133204621
2007-03-16,3089250660
2007-03-19,3134095579
2007-03-20,3144490097
2007-03-21,3243683494
2007-03-22,3224676376
2007-03-23,3245465412
2007-03-26,3227349252
2007-03-27,3201808437
2007-03-28,3156963518
2007-03-29,3174485705
2007-03-30,3217845693
2007-04-02,3242588183
2007-04-03,3288552706
2007-04-04,3325264631
2007-04-05,3345859125
2007-04-09,3344366770
2007-04-10,3324966160
2007-04-11,3299894602
2007-04-12,3310341084
2007-04-13,3345560654
2007-04-16,3385257288
2007-04-17,3390928235
2007-04-18,3419879915
2007-04-19,3392719061
2007-04-20,3411522729
2007-04-23,3495094590
2007-04-24,3499571654
2007-04-25,3537178991
2007-04-26,3550013241
2007-04-27,3547625473
2007-04-30,3510913549
2007-05-01,3522553915
2007-05-02,3656567363
2007-05-03,3700442590
2007-05-04,3703725770
2007-05-07,3701039532
2007-05-08,3668506200
2007-05-09,3702233415
2007-05-10,3637763694
2007-05-11,3652985712
2007-05-14,3619855439
2007-05-15,3593888468
2007-05-16,3586426694
2007-05-17,3610005898
2007-05-18,3639554520
2007-05-21,3709695188
2007-05-22,3720440142
2007-05-23,3722230968
2007-05-24,3724021793
2007-05-25,3809086008
2007-05-29,3808190595
2007-05-30,3822815671
2007-05-31,3886091508
2007-06-01,3903999764
2007-06-04,3881315973
2007-06-05,3892956339
2007-06-06,3851468880
2007-06-07,3763718427
2007-06-08,3792670107
2007-06-11,3807295183
2007-06-12,3758345950
2007-06-13,3777746561
2007-06-14,3784611392
2007-06-15,3740437694
2007-06-18,3766703136
2007-06-19,3815055427
2007-06-20,3793565520
2007-06-21,3775060322
2007-06-22,3755958183
2007-06-25,3746705584
2007-06-26,3767001607
2007-06-27,3818637078
2007-06-28,3850274997
2007-06-29,3843111694
2007-07-02,3905599140
2007-07-03,3958147527
2007-07-05,3977554602
2007-07-06,4013681618
2007-07-09,3948891845
2007-07-10,3886490636
2007-07-11,3892462044
2007-07-12,3911869118
2007-07-13,3924110504
2007-07-16,3974568898
2007-07-17,3944413290
2007-07-18,3851856472
2007-07-19,3823193715
2007-07-20,3781095292
2007-07-23,3791843826
2007-07-24,3552987522
2007-07-25,3639572932
2007-07-26,3553883233
2007-07-27,3657785725
2007-07-30,3738399727
2007-07-31,3373845294
2007-08-01,3541343277
2007-08-02,3569408892
2007-08-03,3433857940
2007-08-06,3446995037
2007-08-07,3524623335
2007-08-08,3498647712
2007-08-09,3253521430
2007-08-10,3264568534
2007-08-13,3260687119
2007-08-14,3151111790
2007-08-15,3115880485
2007-08-16,3127226160
2007-08-17,3226650096
2007-08-20,3194105925
2007-08-21,3279198483
2007-08-22,3325775462
2007-08-23,3292932721
2007-08-24,3388475242
2007-08-27,3361603908
2007-08-28,3255312853
2007-08-29,3324581181
2007-08-30,3343988256
2007-08-31,3381309553
2007-09-04,3436246503
2007-09-05,3407583746
2007-09-06,3404000902
2007-09-07,3370262449
2007-09-10,3304278395
2007-09-11,3429677955
2007-09-12,3367873886
2007-09-13,3404000902
2007-09-14,3424005117
2007-09-17,3411166591
2007-09-18,3521936202
2007-09-19,3595384515
2007-09-20,3555376085
2007-09-21,3572394596
2007-09-24,3647037191
2007-09-25,3577768863
2007-09-26,3710334112
2007-09-27,3786170988
2007-09-28,3807070915
2007-10-01,4448024671
2007-10-02,4475945471
2007-10-03,4421482677
2007-10-04,4460089214
2007-10-05,4535578784
2007-10-08,4496282844
2007-10-09,4568325401
2007-10-10,4555571455
2007-10-11,4507657984
2007-10-12,4650708995
2007-10-15,4563499583
2007-10-16,4542128107
2007-10-17,4537302290
2007-10-18,4554882053
2007-10-19,4431479012
2007-10-22,4403213512
2007-10-23,4532821174
2007-10-24,4365985779
2007-10-25,4379084425
2007-10-26,4442509452
2007-10-29,4486286508
2007-10-30,4447679970
2007-10-31,4534544680
2007-11-01,4417690963
2007-11-02,4341856693
2007-11-05,4303939557
2007-11-06,4355300041
2007-11-07,4114009180
2007-11-08,4218798353
2007-11-09,4156062730
2007-11-12,4091258898
2007-11-13,4319106411
2007-11-14,4378739724
2007-11-15,4294977325
2007-11-16,4293253819
2007-11-19,4120213802
2007-11-20,4099531728
2007-11-21,4058167580
2007-11-23,4140895875
2007-11-26,4027833872
2007-11-27,4101944637
2007-11-28,4240169830
2007-11-29,4170884883
2007-11-30,4282912782
2007-12-03,4260162501
2007-12-04,4235344013
2007-12-05,4360470559
2007-12-06,4402868810
2007-12-07,4446990568
2007-12-10,4488010014
2007-12-11,4290151508
2007-12-12,4306697167
2007-12-13,4278776367
2007-12-14,4230518195
2007-12-17,4059201684
2007-12-18,4089190691
2007-12-19,4097463521
2007-12-20,4010598811
2007-12-21,4173297791
2007-12-24,4175710700
2007-12-26,4159509742
2007-12-27,4091948301
2007-12-28,3981299206
2007-12-31,4048860647
2008-01-02,3871684215
2008-01-03,3808948591
2008-01-04,3668655190
2008-01-07,3647283714
2008-01-08,3494236368
2008-01-09,3577309364
2008-01-10,3688303161
2008-01-11,3507679716
2008-01-14,3516986649
2008-01-15,3340844321
2008-01-16,3198827414
2008-01-17,3015446360
2008-01-18,3123337845
2008-01-22,3240191562
2008-01-23,3312234119
2008-01-24,3644870806
2008-01-25,3301548380
2008-01-28,3383242572
2008-01-29,3452527519
2008-01-30,3360492291
2008-01-31,3391515401
2008-02-01,3565934224
2008-02-04,3546975656
2008-02-05,3392204804
2008-02-06,3329813881
2008-02-07,3440462976
2008-02-08,3404269347
2008-02-11,3417367994
2008-02-12,3508369118
2008-02-13,3576619962
2008-02-14,3477346008
2008-02-15,3440807677
2008-02-19,3385655481
2008-02-20,3444254690
2008-02-21,3395651816
2008-02-22,3198827414
2008-02-25,3350840656
2008-02-26,3408405762
2008-02-27,3457698038
2008-02-28,3424606720
2008-02-29,3321196351
2008-03-03,3231574031
2008-03-04,3188141676
2008-03-05,3212960164
2008-03-06,3093693539
2008-03-07,3093004136
2008-03-10,2923411131
2008-03-11,3074734971
2008-03-12,3035439031
2008-03-13,3055776403
2008-03-14,2964430578
2008-03-17,2791045859
2008-03-18,3017169866
2008-03-19,2976495121
2008-03-20,3080250191
2008-03-24,3249498495
2008-03-25,3334294997
2008-03-26,3198827414
2008-03-27,3052329391
2008-03-28,3014067555
2008-03-31,3566138621
2008-04-01,3764606772
2008-04-02,3790938191
2008-04-03,3810981509
2008-04-04,3755174623
2008-04-07,3867181401
2008-04-08,3824343721
2008-04-09,3649062938
2008-04-10,3740240386
2008-04-11,3572819727
2008-04-14,3530768060
2008-04-15,3542558247
2008-04-16,3788580153
2008-04-17,3779934016
2008-04-18,3881722632
2008-04-21,3875041526
2008-04-22,3721769092
2008-04-23,3639237782
2008-04-24,3826701758
2008-04-25,3814518565
2008-04-28,3869146432
2008-04-29,3899800919
2008-04-30,3904123988
2008-05-01,4077439740
2008-05-02,4194162593
2008-05-05,4154075956
2008-05-06,4126958526
2008-05-07,3990585360
2008-05-08,4053859365
2008-05-09,4023204878
2008-05-12,4077046733
2008-05-13,4040890159
2008-05-14,4017702791
2008-05-15,4075867715
2008-05-16,4068400596
2008-05-19,4055824396
2008-05-20,3920237244
2008-05-21,3780327022
2008-05-22,3846352070
2008-05-23,3806658440
2008-05-27,3845959064
2008-05-28,3847531089
2008-05-29,3939101543
2008-05-30,4028313960
2008-06-02,3941852587
2008-06-03,3948140687
2008-06-04,3915128162
2008-06-05,4067614584
2008-06-06,3872683488
2008-06-09,3845959064
2008-06-10,3912770125
2008-06-11,3769322847
2008-06-12,3771287879
2008-06-13,3954035780
2008-06-16,4043641203
2008-06-17,3963467930
2008-06-18,3939887556
2008-06-19,3992943398
2008-06-20,3940280562
2008-06-23,3858928270
2008-06-24,3766178797
2008-06-25,3787008128
2008-06-26,3554741440
2008-06-27,3589718996
2008-06-30,3559365639
2008-07-01,3541975889
2008-07-02,3372425827
2008-07-03,3366102282
2008-07-07,3268877770
2008-07-08,3468859895
2008-07-09,3278758310
2008-07-10,3247535805
2008-07-11,3119088788
2008-07-14,3013169402
2008-07-15,2954281385
2008-07-16,3207223202
2008-07-17,3280339197
2008-07-18,3231726941
2008-07-21,3178372026
2008-07-22,3404043554
2008-07-23,3576755389
2008-07-24,3375587600
2008-07-25,3468859895
2008-07-28,3294567174
2008-07-29,3547113770
2008-07-30,3466093344
2008-07-31,3414714537
2008-08-01,3421038083
2008-08-04,3454631918
2008-08-05,3607977895
2008-08-06,3616672770
2008-08-07,3456212804
2008-08-08,3646709610
2008-08-11,3774366184
2008-08-12,3595330804
2008-08-13,3518262594
2008-08-14,3700064525
2008-08-15,3724963485
2008-08-18,3566874849
2008-08-19,3500082401
2008-08-20,3583078934
2008-08-21,3555808645
2008-08-22,3661728031
2008-08-25,3534861900
2008-08-26,3590588145
2008-08-27,3658171037
2008-08-28,3783456281
2008-08-29,3763299979
2008-09-02,3747491116
2008-09-03,3815469229
2008-09-04,3637619514
2008-09-05,3687022213
2008-09-08,3839577746
2008-09-09,3594145139
2008-09-10,3674770343
2008-09-11,3683069997
2008-09-12,3699669303
2008-09-15,3431313844
2008-09-16,3590192923
2008-09-17,3166120157
2008-09-18,3794127264
2008-09-19,3833649423
2008-09-22,3398905674
2008-09-23,3517472151
2008-09-24,3480716543
2008-09-25,3389025134
2008-09-26,3398905674
2008-09-29,2924639766
2008-09-30,3315857745
2008-10-01,3262227698
2008-10-02,3093733297
2008-10-03,2996078585
2008-10-06,3094533746
2008-10-07,2921636879
2008-10-08,2828784857
2008-10-09,2339710848
2008-10-10,2599856598
2008-10-13,2703114449
2008-10-14,2584648077
2008-10-15,2298087528
2008-10-16,2107180570
2008-10-17,2163211963
2008-10-20,2121188419
2008-10-21,2003922719
2008-10-22,1764988854
2008-10-23,1571280326
2008-10-24,1513648037
2008-10-27,1438405882
2008-10-28,1547266873
2008-10-29,1617306113
2008-10-30,1748979885
2008-10-31,1856239978
2008-11-03,1936284824
2008-11-04,2005923840
2008-11-05,1777796029
2008-11-06,1674137954
2008-11-07,1656127863
2008-11-10,1569279205
2008-11-11,1466021354
2008-11-12,1367165969
2008-11-13,1261506772
2008-11-14,1197871120
2008-11-17,1121028068
2008-11-18,1101016856
2008-11-19,946130079
2008-11-20,775234333
2008-11-21,760025812
2008-11-24,895301602
2008-11-25,934123352
2008-11-26,1119827395
2008-11-28,1120627844
2008-12-01,922116625
2008-12-02,1038982101
2008-12-03,1110622238
2008-12-04,1116225377
2008-12-05,1213880089
2008-12-08,1365164848
2008-12-09,1337149152
2008-12-10,1468822924
2008-12-11,1318738837
2008-12-12,1327543770
2008-12-15,1292324038
2008-12-16,1491635705
2008-12-17,1544065079
2008-12-18,1450412609
2008-12-19,1472825166
2008-12-22,1404787047
2008-12-23,1422396913
2008-12-24,1456415972
2008-12-26,1486432790
2008-12-29,1488433911
2008-12-30,1617706337
2008-12-31,1677739972
2009-01-02,1738574055
2009-01-05,1760986612
2009-01-06,1877051638
2009-01-07,1780997823
2009-01-08,1862643566
2009-01-09,1805411501
2009-01-12,1598095350
2009-01-13,1586088623
2009-01-14,1474826287
2009-01-15,1464020233
2009-01-16,1571280326
2009-01-20,1382774714
2009-01-21,1570880102
2009-01-22,1447210815
2009-01-23,1538862164
2009-01-26,1528056110
2009-01-27,1576883466
2009-01-28,1760986612
2009-01-29,1658929433
2009-01-30,1608501180
2009-02-02,1651725397
2009-02-03,1692548268
2009-02-04,1702153650
2009-02-05,1869047154
2009-02-06,1942288188
2009-02-09,1925878994
2009-02-10,1789402532
2009-02-11,1857440651
2009-02-12,1872649172
2009-02-13,1791003429
2009-02-17,1661330778
2009-02-18,1667334142
2009-02-19,1572881223
2009-02-20,1601297144
2009-02-23,1462019112
2009-02-24,1621308355
2009-02-25,1532858800
2009-02-26,1526855437
2009-02-27,1440006779
2009-03-02,1349155879
2009-03-03,1295926056
2009-03-04,1402785926
2009-03-05,1251100942
2009-03-06,1187065066
2009-03-09,1168254527
2009-03-10,1349556103
2009-03-11,1487633462
2009-03-12,1614504543
2009-03-13,1652525845
2009-03-16,1580485484
2009-03-17,1630913737
2009-03-18,1731770243
2009-03-19,1692948492
2009-03-20,1617706337
2009-03-23,1876251190
2009-03-24,1756183921
2009-03-25,1803410380
2009-03-26,1884655899
2009-03-27,1770992217
2009-03-30,1572881223
2009-03-31,1728906986
2009-04-01,1765383566
2009-04-02,1887248504
2009-04-03,1922067057
2009-04-06,1898440182
2009-04-07,1762896527
2009-04-08,1846626858
2009-04-09,2101133904
2009-04-13,2133050912
2009-04-14,1982170513
2009-04-15,2101133904
2009-04-16,2061755778
2009-04-17,2079579562
2009-04-20,1827145048
2009-04-21,1962688703
2009-04-22,1954398571
2009-04-23,2011600481
2009-04-24,2041030449
2009-04-27,1954398571
2009-04-28,1852015444
2009-04-29,2288490883
2009-04-30,2356469964
2009-05-01,2322065917
2009-05-04,2521029080
2009-05-05,2454708025
2009-05-06,2532635264
2009-05-07,2358957003
