,WMB
2013-12-04,25120740000
2013-12-05,24786070000
2013-12-06,24731430000
2013-12-09,24478720000
2013-12-10,24232839999
2013-12-11,23454220000
2013-12-12,23467880000
2013-12-13,23392750000
2013-12-16,24130390000
2013-12-17,25161720000
2013-12-18,25031950000
2013-12-19,25195870000
2013-12-20,25277830000
2013-12-23,25680800000
2013-12-24,25749100000
2013-12-26,26111089999
2013-12-27,26158899999
2013-12-30,26234029999
2013-12-31,26420450000
2014-01-02,26221800000
2014-01-03,26050550000
2014-01-06,26304000000
2014-01-07,26721850000
2014-01-08,26824599999
2014-01-09,26886250000
2014-01-10,26954750000
2014-01-13,26742400000
2014-01-14,26824599999
2014-01-15,26790350000
2014-01-16,26968450000
2014-01-17,26865700000
2014-01-21,27023250000
2014-01-22,26687600000
2014-01-23,26893100000
2014-01-24,26694450000
2014-01-27,26632800000
2014-01-28,27262999999
2014-01-29,27208200000
2014-01-30,27502750000
2014-01-31,27735650000
2014-02-03,26941050000
2014-02-04,27345200000
2014-02-05,27297250000
2014-02-06,28132950000
2014-02-07,28372700000
2014-02-10,28030200000
2014-02-11,28605600000
2014-02-12,27872650000
2014-02-13,27982250000
2014-02-14,27968550000
2014-02-18,27769900000
2014-02-19,27742500000
2014-02-20,28770000000
2014-02-21,28811100000
2014-02-24,28612450000
2014-02-25,28454900000
2014-02-26,28235700000
2014-02-27,28263100000
2014-02-28,28290499999
2014-03-03,28523400000
2014-03-04,29201550000
2014-03-05,29078250000
2014-03-06,29215250000
2014-03-07,29242650000
2014-03-10,28824800000
2014-03-11,28496000000
2014-03-12,28208300000
2014-03-13,28085000000
2014-03-14,28365849999
2014-03-17,28448050000
2014-03-18,28489150000
2014-03-19,28523400000
2014-03-20,27989100000
2014-03-21,27817850000
2014-03-24,27920600000
2014-03-25,27934300000
2014-03-26,27400000000
2014-03-27,27838400000
2014-03-28,28030200000
2014-03-31,28266120740
2014-04-01,28579569590
2014-04-02,28280051800
2014-04-03,28280051800
2014-04-04,28043223780
2014-04-07,27611360920
2014-04-08,28273086270
2014-04-09,28412396870
2014-04-10,28029292720
2014-04-11,27959637420
2014-04-14,28154672260
2014-04-15,28349707100
2014-04-16,28753707840
2014-04-17,29108949870
2014-04-21,29297019180
2014-04-22,29234329410
2014-04-23,29290053649
2014-04-24,28788535490
2014-04-25,28739776780
2014-04-28,29046260100
2014-04-29,29394536600
2014-04-30,29373640010
2014-05-01,30139848310
2014-05-02,29840330520
2014-05-05,30313986560
2014-05-06,30286124439
2014-05-07,30933918729
2014-05-08,30634400939
2014-05-09,30432400570
2014-05-12,30676194120
2014-05-13,31003574030
2014-05-14,31546885370
2014-05-15,31658333850
2014-05-16,31762816800
2014-05-19,31999644820
2014-05-20,32271300490
2014-05-21,32445438740
2014-05-22,32508128510
2014-05-23,32647439110
2014-05-27,32633508050
2014-05-28,32535990630
2014-05-29,32584749340
2014-05-30,32710128880
2014-06-02,32675301229
2014-06-03,32612611460
2014-06-04,32668335700
2014-06-05,33002681140
2014-06-06,33246474689
2014-06-09,33267371280
2014-06-10,33183784920
2014-06-11,32584749340
2014-06-12,32633508050
2014-06-13,32863370540
2014-06-16,39020899060
2014-06-17,39919452430
2014-06-18,39947314550
2014-06-19,40351315290
2014-06-20,40163245980
2014-06-23,40999109580
2014-06-24,40058763030
2014-06-25,40393108470
2014-06-26,40469729300
2014-06-27,40790143680
2014-06-30,43482870000
2014-07-01,43736850000
2014-07-02,43587450000
2014-07-03,43408170000
2014-07-07,43101900000
2014-07-08,43057080000
2014-07-09,43221420000
2014-07-10,43191540000
2014-07-11,43482870000
2014-07-14,43572510000
2014-07-15,43228890000
2014-07-16,43617330000
2014-07-17,43027200000
2014-07-18,43490340000
2014-07-21,43378290000
2014-07-22,43662150000
2014-07-23,43819020000
2014-07-24,43751790000
2014-07-25,43475400000
2014-07-28,43303590000
2014-07-29,43378290000
2014-07-30,42347430000
2014-07-31,42302610000
2014-08-01,41495850000
2014-08-04,41958990000
2014-08-05,41092470000
2014-08-06,41219460000
2014-08-07,40614390000
2014-08-08,42018750000
2014-08-11,42347430000
2014-08-12,42586470000
2014-08-13,42429600000
2014-08-14,42414660000
2014-08-15,43169130000
2014-08-18,43408170000
2014-08-19,43781670000
2014-08-20,43811550000
2014-08-21,43565040000
2014-08-22,43706970000
2014-08-25,43565040000
2014-08-26,43953480000
2014-08-27,44162640000
2014-08-28,43901190000
2014-08-29,44401680000
2014-09-02,44289630000
2014-09-03,44282160000
2014-09-04,43811550000
2014-09-05,44170110000
2014-09-08,43296120000
2014-09-09,42922620000
2014-09-10,42444540000
2014-09-11,42907680000
2014-09-12,41981400000
2014-09-15,42302610000
2014-09-16,42818040000
2014-09-17,42623820000
2014-09-18,42205500000
2014-09-19,42145740000
2014-09-22,41563080000
2014-09-23,41555610000
2014-09-24,41966460000
2014-09-25,41294160000
2014-09-26,42212970000
2014-09-29,41824530000
2014-09-30,41346450000
2014-10-01,40913190000
2014-10-02,40905720000
2014-10-03,41705010000
2014-10-06,41211990000
2014-10-07,40338000000
2014-10-08,40225950000
2014-10-09,37484460000
2014-10-10,37462050000
2014-10-13,35773830000
2014-10-14,35796240000
2014-10-15,37133370000
2014-10-16,38134350000
2014-10-17,38918700000
2014-10-20,39830040000
2014-10-21,40890780000
2014-10-22,39673170000
2014-10-23,39665700000
2014-10-24,39770280000
2014-10-27,39904740000
2014-10-28,40367880000
2014-10-29,41607900000
2014-10-30,41085000000
2014-10-31,41465970000
2014-11-03,41592960000
2014-11-04,40464990000
2014-11-05,40763790000
2014-11-06,40868370000
2014-11-07,41368860000
2014-11-10,40868370000
2014-11-11,41174640000
2014-11-12,40860900000
2014-11-13,40248360000
2014-11-14,40375350000
2014-11-17,40569570000
2014-11-18,40741380000
2014-11-19,41249340000
2014-11-20,41428620000
2014-11-21,41443560000
2014-11-24,40913190000
2014-11-25,41017770000
2014-11-26,40972950000
2014-11-28,38657250000
2014-12-01,37454580000
2014-12-02,37872900000
2014-12-03,38186640000
2014-12-04,38194110000
2014-12-05,37379880000
2014-12-08,34862490000
2014-12-09,35280810000
2014-12-10,33413309999
2014-12-11,32965110000
2014-12-12,31941720000
2014-12-15,31478580000
2014-12-16,31254480000
2014-12-17,32591610000
2014-12-18,33465599999
2014-12-19,34362000000
2014-12-22,34093080000
2014-12-23,34160309999
2014-12-24,33876450000
2014-12-26,34085610000
2014-12-29,34093080000
2014-12-30,33906330000
2014-12-31,33615120000
2015-01-02,33824560000
2015-01-05,32485640000
2015-01-06,32044320000
2015-01-07,31872280000
2015-01-08,32178960000
2015-01-09,31775039999
2015-01-12,30877440000
2015-01-13,30623120000
2015-01-14,31064440000
2015-01-15,31139240000
2015-01-16,31416000000
2015-01-20,31483320000
2015-01-21,31991960000
2015-01-22,32403360000
2015-01-23,32425800000
2015-01-26,32725000000
2015-01-27,32882080000
2015-01-28,31797480000
2015-01-29,32605320000
2015-01-30,32807280000
2015-02-02,33532840000
2015-02-03,34467840000
2015-02-04,33929280000
2015-02-05,34707200000
2015-02-06,34692240000
2015-02-09,34445400000
2015-02-10,35417800000
2015-02-11,35260720000
2015-02-12,35881560000
2015-02-13,36958680000
2015-02-17,37138200000
2015-02-18,36412640000
2015-02-19,36958680000
2015-02-20,36629560000
2015-02-23,36764200000
2015-02-24,36876400000
2015-02-25,36936240000
2015-02-26,36509880000
2015-02-27,36681920000
2015-03-02,36674440000
2015-03-03,36764200000
2015-03-04,36577200000
2015-03-05,35889040000
2015-03-06,35746920000
2015-03-09,36135880000
2015-03-10,35672120000
2015-03-11,34587520000
2015-03-12,34684760000
2015-03-13,34512720000
2015-03-16,34961520000
2015-03-17,34998920000
2015-03-18,36248080000
2015-03-19,35851640000
2015-03-20,36113440000
2015-03-23,36704360000
2015-03-24,36405160000
2015-03-25,36696880000
2015-03-26,36846480000
2015-03-27,36861440000
2015-03-30,37878720000
2015-03-31,37891910000
2015-04-01,37487450000
2015-04-02,37674700000
2015-04-06,37674700000
2015-04-07,37846970000
2015-04-08,37667210000
2015-04-09,37989280000
2015-04-10,38109120000
2015-04-13,37689680000
2015-04-14,38041710000
2015-04-15,38813180000
2015-04-16,39007920000
2015-04-17,38738280000
2015-04-20,39112780000
2015-04-21,38610950000
2015-04-22,39367440000
2015-04-23,39359950000
2015-04-24,39374930000
2015-04-27,38775730000
2015-04-28,38888080000
2015-04-29,39359950000
2015-04-30,38341310000
2015-05-01,38296370000
2015-05-04,38116610000
2015-05-05,37075500000
2015-05-06,37030560000
2015-05-07,37225300000
2015-05-08,38154060000
2015-05-11,37180360000
2015-05-12,37524900000
2015-05-13,39854290000
2015-05-14,39869270000
2015-05-15,40296200000
2015-05-18,40213810000
2015-05-19,39756920000
2015-05-20,39831820000
2015-05-21,39779390000
2015-05-22,39689510000
2015-05-26,39150230000
2015-05-27,38858120000
2015-05-28,38408720000
2015-05-29,38273900000
2015-06-01,38438680000
2015-06-02,38378760000
2015-06-03,37382590000
2015-06-04,36341480000
2015-06-05,36528730000
2015-06-08,36281560000
2015-06-09,36079330000
2015-06-10,35644910000
2015-06-11,35607460000
2015-06-12,35195510000
2015-06-15,35614950000
2015-06-16,35899570000
2015-06-17,36363950000
2015-06-18,36678530000
2015-06-19,36206660000
2015-06-22,45584140000
2015-06-23,44146060000
2015-06-24,42970130000
2015-06-25,41382250000
2015-06-26,42782880000
2015-06-29,42228620000
2015-06-30,42985110000
2015-07-01,43074990000
2015-07-02,43142400000
2015-07-06,42790370000
2015-07-07,42610610000
2015-07-08,41951490000
2015-07-09,42281050000
2015-07-10,43359610000
2015-07-13,43614270000
2015-07-14,43464470000
2015-07-15,43060010000
2015-07-16,43412040000
2015-07-17,43194830000
2015-07-20,41899060000
2015-07-21,40970300000
2015-07-22,40101460000
2015-07-23,39652060000
2015-07-24,39427360000
2015-07-27,38865610000
2015-07-28,39779390000
2015-07-29,40453490000
2015-07-30,39682020000
2015-07-31,39307520000
2015-08-03,38685850000
2015-08-04,38393740000
2015-08-05,36820840000
2015-08-06,36348970000
2015-08-07,36551200000
2015-08-10,37367610000
2015-08-11,37435020000
2015-08-12,38281390000
2015-08-13,38438680000
2015-08-14,39120270000
2015-08-17,41120100000
2015-08-18,40341140000
2015-08-19,39704490000
2015-08-20,37974300000
2015-08-21,37187850000
2015-08-24,35008260000
2015-08-25,33457830000
2015-08-26,34206830000
2015-08-27,35712320000
2015-08-28,36641080000
2015-08-31,36101800000
2015-09-01,34461490000
2015-09-02,35360290000
2015-09-03,35465150000
2015-09-04,34768580000
2015-09-08,35255430000
2015-09-09,34461490000
2015-09-10,33158230000
2015-09-11,32184530000
2015-09-14,31660230000
2015-09-15,32633930000
2015-09-16,34349140000
2015-09-17,34236790000
2015-09-18,34558860000
2015-09-21,34731130000
2015-09-22,33345480000
2015-09-23,31810030000
2015-09-24,31323180000
2015-09-25,31158400000
2015-09-28,27383440000
2015-09-29,26162570000
2015-09-30,27600650000
2015-10-01,29196019999
2015-10-02,30723980000
2015-10-05,31128440000
2015-10-06,31547879999
2015-10-07,32626440000
2015-10-08,32806199999
2015-10-09,32828670000
2015-10-12,31862460000
2015-10-13,31008600000
2015-10-14,30686530000
2015-10-15,31195850000
2015-10-16,31667720000
2015-10-19,31405570000
2015-10-20,31053540000
2015-10-21,30319519999
2015-10-22,29817690000
2015-10-23,29360800000
2015-10-26,28139930000
2015-10-27,28065030000
2015-10-28,28686699999
2015-10-29,28686699999
2015-10-30,29540560000
2015-11-02,29637930000
2015-11-03,30169720000
2015-11-04,29158570000
2015-11-05,28649250000
2015-11-06,28447019999
2015-11-09,27675550000
2015-11-10,27570690000
2015-11-11,27226150000
2015-11-12,26289900000
2015-11-13,26289900000
2015-11-16,27945190000
2015-11-17,28132440000
2015-11-18,28536900000
2015-11-19,28252280000
2015-11-20,27578180000
2015-11-23,27450850000
2015-11-24,27817860000
2015-11-25,27293560000
2015-11-27,27068860000
2015-11-30,27383440000
2015-12-01,27458339999
2015-12-02,26514600000
2015-12-03,24911740000
2015-12-04,23301390000
2015-12-07,20200530000
2015-12-08,20402760000
2015-12-09,21676060000
2015-12-10,22230320000
2015-12-11,19788580000
2015-12-14,19151930000
2015-12-15,19354160000
2015-12-16,19331690000
2015-12-17,17751300000
2015-12-18,16133460000
2015-12-21,16478000000
2015-12-22,16904930000
2015-12-23,18979660000
2015-12-24,18657590000
2015-12-28,18582690000
2015-12-29,18627630000
2015-12-30,18283090000
2015-12-31,19275000000
2016-01-04,19680000000
2016-01-05,19747500000
2016-01-06,17174999999
2016-01-07,15457500000
2016-01-08,15232499999
2016-01-11,14017500000
2016-01-12,12405000000
2016-01-13,10207500000
2016-01-14,13717500000
2016-01-15,12075000000
2016-01-19,11835000000
2016-01-20,11617500000
2016-01-21,12030000000
2016-01-22,14804999999
2016-01-25,13732499999
2016-01-26,15315000000
2016-01-27,14452500000
2016-01-28,14467500000
2016-01-29,14475000000
2016-02-01,14632500000
2016-02-02,14017500000
2016-02-03,13807500000
2016-02-04,14062500000
2016-02-05,12840000000
2016-02-08,8370000000
2016-02-09,8985000000
2016-02-10,9637500000
2016-02-11,9967500000
2016-02-12,10102500000
2016-02-16,11257500000
2016-02-17,11767500000
2016-02-18,11940000000
2016-02-19,11632500000
2016-02-22,12112499999
2016-02-23,11700000000
2016-02-24,12472500000
2016-02-25,12022500000
2016-02-26,11730000000
2016-02-29,11992500000
2016-03-01,12412500000
2016-03-02,12847500000
2016-03-03,13567500000
2016-03-04,14362499999
2016-03-07,14294999999
2016-03-08,12945000000
2016-03-09,13470000000
2016-03-10,11917500000
2016-03-11,12007500000
2016-03-14,12375000000
2016-03-15,12112499999
2016-03-16,13080000000
2016-03-17,13320000000
2016-03-18,13612499999
2016-03-21,13012500000
2016-03-22,13222500000
2016-03-23,12195000000
2016-03-24,11512500000
2016-03-28,11355000000
2016-03-29,11775000000
2016-03-30,11745000000
2016-03-31,12052500000
2016-04-01,11640000000
2016-04-04,11407500000
2016-04-05,11107500000
2016-04-06,11617500000
2016-04-07,11782500000
2016-04-08,12179999999
2016-04-11,12794999999
2016-04-12,13282500000
2016-04-13,13762500000
2016-04-14,13327500000
2016-04-15,13162500000
2016-04-18,12510000000
2016-04-19,13507500000
2016-04-20,14122499999
2016-04-21,14355000000
2016-04-22,14655000000
2016-04-25,14294999999
2016-04-26,14542500000
2016-04-27,15000000000
2016-04-28,14730000000
2016-04-29,14542500000
2016-05-02,14107499999
2016-05-03,14542500000
2016-05-04,14429999999
2016-05-05,15427500000
2016-05-06,14775000000
2016-05-09,14205000000
2016-05-10,14355000000
2016-05-11,14625000000
2016-05-12,14287500000
2016-05-13,14512500000
2016-05-16,15442500000
2016-05-17,16132500000
2016-05-18,15622499999
2016-05-19,16155000000
2016-05-20,16612499999
2016-05-23,16462500000
2016-05-24,16597500000
2016-05-25,15937500000
2016-05-26,15607499999
2016-05-27,16110000000
2016-05-31,16620000000
2016-06-01,16942500000
2016-06-02,16950000000
2016-06-03,17122499999
2016-06-06,17535000000
2016-06-07,17677500000
2016-06-08,17385000000
2016-06-09,17460000000
2016-06-10,16530000000
2016-06-13,16350000000
2016-06-14,15885000000
2016-06-15,16327500000
2016-06-16,16597500000
2016-06-17,16897500000
2016-06-20,16740000000
2016-06-21,16252500000
2016-06-22,15570000000
2016-06-23,16335000000
2016-06-24,15982499999
2016-06-27,15000000000
2016-06-28,15480000000
2016-06-29,15630000000
2016-06-30,16238809020
2016-07-01,15435502239
2016-07-05,15082647860
2016-07-06,15345411760
2016-07-07,15277843900
2016-07-08,15758326459
2016-07-11,15563130420
2016-07-12,16434005060
2016-07-13,16689261420
2016-07-14,17717794400
2016-07-15,17597673760
2016-07-18,18446025780
2016-07-19,18761342460
2016-07-20,18866448020
2016-07-21,18521101180
2016-07-22,18408488080
2016-07-25,17740317020
2016-07-26,17687764240
2016-07-27,17477553120
2016-07-28,17327402320
2016-07-29,17995573380
2016-08-01,16914487620
2016-08-02,17988065840
2016-08-03,19271855180
2016-08-04,18753834920
2016-08-05,19241825020
2016-08-08,19467051220
2016-08-09,19391975820
2016-08-10,19061644060
2016-08-11,19759845280
2016-08-12,19677262340
2016-08-15,19962548860
2016-08-16,19737322660
2016-08-17,19564649240
2016-08-18,21103694940
2016-08-19,20780870720
2016-08-22,20593182220
2016-08-23,21441534240
2016-08-24,21066157240
2016-08-25,20923513980
2016-08-26,20893483820
2016-08-29,21066157240
2016-08-30,21028619540
2016-08-31,20976066760
2016-09-01,21133725100
2016-09-02,21321413600
2016-09-06,21891986640
2016-09-07,22777876360
2016-09-08,23385987100
2016-09-09,22552650160
2016-09-12,22837936680
2016-09-13,22334931500
2016-09-14,22327423960
2016-09-15,22402499360
2016-09-16,22342439040
2016-09-19,22522620000
2016-09-20,22334931500
2016-09-21,23265866460
2016-09-22,23018117640
2016-09-23,22777876360
2016-09-26,22792891440
2016-09-27,23010610100
2016-09-28,23273374000
2016-09-29,22815414060
2016-09-30,23047500000
2016-10-03,22972500000
2016-10-04,22657500000
2016-10-05,22897500000
2016-10-06,22882500000
2016-10-07,22785000000
2016-10-10,22927500000
2016-10-11,22725000000
2016-10-12,22417500000
2016-10-13,21900000000
2016-10-14,21847500000
2016-10-17,21802500000
2016-10-18,21930000000
2016-10-19,22537500000
2016-10-20,22635000000
2016-10-21,22672500000
2016-10-24,22537500000
2016-10-25,21877500000
2016-10-26,22170000000
2016-10-27,22020000000
2016-10-28,22252500000
2016-10-31,21900000000
2016-11-01,21427500000
2016-11-02,21082500000
2016-11-03,21337500000
2016-11-04,21450000000
2016-11-07,21937500000
2016-11-08,22380000000
2016-11-09,23040000000
2016-11-10,22980000000
2016-11-11,22575000000
2016-11-14,22605000000
2016-11-15,23227500000
2016-11-16,22717500000
2016-11-17,22635000000
2016-11-18,22612500000
2016-11-21,22890000000
2016-11-22,22987500000
2016-11-23,22965000000
2016-11-25,22567500000
2016-11-28,21930000000
2016-11-29,21697500000
2016-11-30,23025000000
2016-12-01,22515000000
2016-12-02,23122500000
2016-12-05,23557500000
2016-12-06,23542500000
2016-12-07,23700000000
2016-12-08,23355000000
2016-12-09,22650000000
2016-12-12,22447500000
2016-12-13,22800000000
2016-12-14,21915000000
2016-12-15,21840000000
2016-12-16,23107500000
2016-12-19,23070000000
2016-12-20,22762500000
2016-12-21,22965000000
2016-12-22,22725000000
2016-12-23,23670000000
2016-12-27,23835000000
2016-12-28,23280000000
2016-12-29,23257500000
2016-12-30,23355000000
2017-01-03,25940280080
2017-01-04,25857825280
2017-01-05,26171153520
2017-01-06,26731846160
2017-01-09,26327817640
2017-01-10,23499618000
2017-01-11,23730491440
2017-01-12,23664527600
2017-01-13,23549090880
2017-01-17,23450145120
2017-01-18,23367690320
2017-01-19,23458390600
2017-01-20,23260499080
2017-01-23,23260499080
2017-01-24,23483127040
2017-01-25,23755227880
2017-01-26,23887155560
2017-01-27,23499618000
2017-01-30,23227517160
2017-01-31,23779964320
2017-02-01,23359444840
2017-02-02,23615054720
2017-02-03,23821191720
2017-02-06,24060310640
2017-02-07,23524354440
2017-02-08,23334708400
2017-02-09,23639791160
2017-02-10,23450145120
2017-02-13,23944873920
2017-02-14,23821191720
2017-02-15,23903646520
2017-02-16,23079098520
2017-02-17,23252253600
2017-02-21,23804700760
2017-02-22,23087344000
2017-02-23,23309971960
2017-02-24,23062607560
2017-02-27,23211026200
2017-02-28,23367690320
2017-03-01,23738736920
2017-03-02,23944873920
2017-03-03,24447848200
2017-03-06,24596266840
2017-03-07,24258202160
2017-03-08,23540845400
2017-03-09,23788209800
2017-03-10,23845928160
2017-03-13,23788209800
2017-03-14,23178044280
2017-03-15,23779964320
2017-03-16,23606809240
2017-03-17,23557336360
2017-03-20,23697509520
2017-03-21,23384181280
2017-03-22,23450145120
2017-03-23,23417163200
2017-03-24,23656282120
2017-03-27,23631545680
2017-03-28,23573827320
2017-03-29,24192238320
2017-03-30,23961364880
2017-03-31,24441340000
2017-04-03,24647840000
2017-04-04,24713920000
2017-04-05,24499160000
2017-04-06,24986500000
2017-04-07,25069100000
2017-04-10,25209520000
2017-04-11,25077360000
2017-04-12,25093880000
2017-04-13,24829560000
2017-04-17,24928680000
2017-04-18,25126920000
2017-04-19,24969980000
2017-04-20,24994760000
2017-04-21,24788260000
2017-04-24,24763480000
2017-04-25,25449060000
2017-04-26,25424280000
2017-04-27,25399500000
2017-04-28,25300380000
2017-05-01,25440800000
2017-05-02,25052580000
2017-05-03,25366460000
2017-05-04,24391780000
2017-05-05,24986500000
2017-05-08,25300380000
2017-05-09,24829560000
2017-05-10,25407760000
2017-05-11,25003020000
2017-05-12,25044320000
2017-05-15,25424280000
2017-05-16,25292120000
2017-05-17,24854340000
2017-05-18,24697400000
2017-05-19,24945200000
2017-05-22,24978240000
2017-05-23,25184740000
2017-05-24,25011280000
2017-05-25,24664360000
2017-05-26,24523940000
2017-05-30,23697940000
2017-05-31,23623600000
2017-06-01,23797060000
2017-06-02,23854880000
2017-06-05,23945740000
2017-06-06,24160500000
2017-06-07,23730980000
2017-06-08,23896180000
2017-06-09,24276140000
2017-06-12,24342220000
2017-06-13,24408300000
2017-06-14,23780540000
2017-06-15,23375800000
2017-06-16,24053120000
2017-06-19,23846620000
2017-06-20,23483180000
2017-06-21,23004100000
2017-06-22,23268420000
2017-06-23,23747500000
2017-06-26,23929220000
2017-06-27,24094420000
2017-06-28,24573500000
2017-06-29,24614800000
2017-06-30,25011280000
2017-07-03,25465580000
2017-07-05,25069100000
2017-07-06,25168220000
2017-07-07,25118660000
2017-07-10,25143440000
2017-07-11,25135180000
2017-07-12,25432540000
2017-07-13,25738160000
2017-07-14,25961180000
2017-07-17,25969440000
2017-07-18,25729900000
2017-07-19,25812500000
2017-07-20,25961180000
2017-07-21,25977700000
2017-07-24,26159420000
2017-07-25,26101600000
2017-07-26,26109860000
2017-07-27,26415480000
2017-07-28,26423740000
2017-07-31,26250280000
2017-08-01,26200720000
2017-08-02,26134640000
2017-08-03,25655560000
2017-08-04,25589480000
2017-08-07,25622520000
2017-08-08,25184740000
2017-08-09,25300380000
2017-08-10,24821300000
2017-08-11,24846080000
2017-08-14,24870860000
2017-08-15,24755220000
2017-08-16,24466120000
2017-08-17,24020080000
2017-08-18,24011820000
2017-08-21,23962260000
2017-08-22,24367000000
2017-08-23,24358740000
2017-08-24,24342220000
2017-08-25,24276140000
2017-08-28,24094420000
2017-08-29,24094420000
2017-08-30,24061380000
2017-08-31,24556980000
2017-09-01,24829560000
2017-09-05,24903900000
2017-09-06,24870860000
2017-09-07,24623060000
2017-09-08,24523940000
2017-09-11,24986500000
2017-09-12,24953460000
2017-09-13,25126920000
2017-09-14,25118660000
2017-09-15,25027800000
2017-09-18,25259080000
2017-09-19,25193000000
2017-09-20,25102140000
2017-09-21,24771740000
2017-09-22,24780000000
2017-09-25,25267340000
2017-09-26,24969980000
2017-09-27,24763480000
2017-09-28,24780000000
2017-09-29,24788260000
2017-10-02,24821300000
2017-10-03,25019540000
2017-10-04,24813040000
2017-10-05,25060840000
2017-10-06,24870860000
2017-10-09,24829560000
2017-10-10,24804780000
2017-10-11,24912160000
2017-10-12,24920420000
2017-10-13,24672620000
2017-10-16,24730440000
2017-10-17,24713920000
2017-10-18,24523940000
2017-10-19,24449600000
2017-10-20,24226580000
2017-10-23,23821840000
2017-10-24,23764020000
2017-10-25,23408840000
2017-10-26,23466660000
2017-10-27,23640120000
2017-10-30,23574040000
2017-10-31,23541000000
2017-11-01,23780540000
2017-11-02,23218860000
2017-11-03,23342760000
2017-11-06,23780540000
2017-11-07,23764020000
2017-11-08,23441880000
2017-11-09,23681420000
2017-11-10,23640120000
2017-11-13,23317980000
2017-11-14,22896720000
2017-11-15,22715000000
2017-11-16,22318520000
2017-11-17,22516760000
2017-11-20,22566320000
2017-11-21,22500240000
2017-11-22,22921500000
2017-11-24,23185820000
2017-11-27,23111480000
2017-11-28,23425360000
2017-11-29,23392320000
2017-11-30,23995300000
2017-12-01,24193540000
2017-12-04,23995300000
2017-12-05,24011820000
2017-12-06,23697940000
2017-12-07,23516220000
2017-12-08,23582300000
2017-12-11,23871400000
2017-12-12,24020080000
2017-12-13,24003560000
2017-12-14,24515680000
2017-12-15,24556980000
2017-12-18,24895640000
2017-12-19,24829560000
2017-12-20,24821300000
2017-12-21,25044320000
2017-12-22,25036060000
2017-12-26,25184740000
2017-12-27,25102140000
2017-12-28,25201260000
2017-12-29,25184740000
2018-01-02,25768630260
2018-01-03,26480288000
2018-01-04,26935417949
2018-01-05,26860942140
2018-01-08,26960243220
2018-01-09,27084369569
2018-01-10,27100919750
2018-01-11,27390547900
2018-01-12,27481573890
2018-01-16,26968518310
2018-01-17,26910592680
2018-01-18,26711990520
2018-01-19,26728540699
2018-01-22,27183670650
2018-01-23,27431923350
2018-01-24,27390547900
2018-01-25,26811291600
2018-01-26,26918867770
2018-01-29,26463737820
2018-01-30,26074808590
2018-01-31,25975507510
2018-02-01,26215485120
2018-02-02,25404526300
2018-02-05,24394965320
2018-02-06,24965946530
2018-02-07,24825270000
2018-02-08,23633657040
2018-02-09,23675032490
2018-02-12,24345314780
2018-02-13,24634942930
2018-02-14,24808719820
2018-02-15,24808719820
2018-02-16,23923285190
2018-02-20,24072236810
2018-02-21,23683307580
2018-02-22,23633657040
2018-02-23,23782608660
2018-02-26,23509530690
2018-02-27,23468155240
2018-02-28,22971649840
2018-03-01,22657196420
2018-03-02,22433768990
2018-03-05,22541345160
2018-03-06,22864073670
2018-03-07,22723397140
2018-03-08,22466869350
2018-03-09,23170252000
2018-03-12,23385404340
2018-03-13,23186802180
2018-03-14,23286103260
2018-03-15,22086215210
2018-03-16,22516519890
2018-03-19,21680735800
2018-03-20,21680735800
2018-03-21,22342743000
2018-03-22,21912438320
2018-03-23,21217330760
2018-03-26,21060104050
2018-03-27,20811851350
2018-03-28,20505673020
2018-03-29,20571873740
2018-04-02,20307602040
2018-04-03,20241372600
2018-04-04,20249651280
2018-04-05,20531126400
2018-04-06,20183421840
2018-04-09,20183421840
2018-04-10,20754650760
2018-04-11,20986453800
2018-04-12,20762929440
2018-04-13,20820880200
2018-04-16,21185142120
2018-04-17,21301043640
2018-04-18,21334158360
2018-04-19,21152027400
2018-04-20,21118912680
2018-04-23,21400387800
2018-04-24,21152027400
2018-04-25,21209978160
2018-04-26,21176863440
2018-04-27,21160306080
2018-04-30,21301043640
2018-05-01,21491453280
2018-05-02,21648748200
2018-05-03,21607354800
2018-05-04,21681862920
2018-05-07,21748092360
2018-05-08,21623912160
2018-05-09,21955059360
2018-05-10,22095796920
2018-05-11,22468337520
2018-05-14,22559403000
2018-05-15,22567681680
2018-05-16,22658747160
2018-05-17,23188582680
2018-05-18,23014730400
2018-05-21,22865714160
2018-05-22,22956779640
2018-05-23,22923664920
2018-05-24,22509730920
2018-05-25,22344157320
2018-05-29,22070960880
2018-05-30,22509730920
2018-05-31,22236534480
2018-06-01,22087518240
2018-06-04,21971616720
2018-06-05,21938502000
2018-06-06,21681862920
2018-06-07,21863993880
2018-06-08,21623912160
2018-06-11,22145469000
2018-06-12,22128911640
2018-06-13,22037846160
2018-06-14,22526288280
2018-06-15,22079239560
2018-06-18,22426944120
2018-06-19,22518009600
2018-06-20,22940222280
2018-06-21,22923664920
2018-06-22,22882271520
2018-06-25,22277927880
2018-06-26,22493173560
2018-06-27,22402108080
2018-06-28,22493173560
2018-06-29,22443501480
2018-07-02,27329772900
2018-07-03,27677792480
2018-07-05,28066755540
2018-07-06,28230529460
2018-07-09,28220293590
2018-07-10,28158878370
2018-07-11,28138406630
2018-07-12,27810858790
2018-07-13,27964396840
2018-07-16,27892745750
2018-07-17,27606141390
2018-07-18,28414775120
2018-07-19,29366711030
2018-07-20,29479305600
2018-07-23,29479305600
