,WMB
2004-08-31,4932936730
2004-09-01,4912012290
2004-09-02,4964323390
2004-09-03,4959092280
2004-09-07,4932936730
2004-09-08,4948630060
2004-09-09,5058483370
2004-09-10,5079407810
2004-09-13,5110794470
2004-09-14,5121256690
2004-09-15,4995710050
2004-09-16,5000941160
2004-09-17,4980016720
2004-09-20,4953861170
2004-09-21,4953861170
2004-09-22,4953861170
2004-09-23,5048021150
2004-09-24,5074176700
2004-09-27,5006172270
2004-09-28,5027096710
2004-09-29,4964323390
2004-09-30,5418595200
2004-10-01,5587926300
2004-10-04,5554060080
2004-10-05,5689524960
2004-10-06,5796767990
2004-10-07,5745968660
2004-10-08,5757257400
2004-10-11,5700813700
2004-10-12,5672591850
2004-10-13,5531482600
2004-10-14,5650014370
2004-10-15,5633081260
2004-10-18,5610503780
2004-10-19,5644370000
2004-10-20,5774190510
2004-10-21,5779834880
2004-10-22,5740324290
2004-10-25,5712102440
2004-10-26,5745968660
2004-10-27,5644370000
2004-10-28,5599215040
2004-10-29,5604859410
2004-11-01,5604859410
2004-11-02,5559704450
2004-11-03,5723391180
2004-11-04,5870144800
2004-11-05,5937877240
2004-11-08,5988676570
2004-11-09,6078986490
2004-11-10,6451514910
2004-11-11,6575691050
2004-11-12,6564402310
2004-11-15,6417648690
2004-11-16,6389426840
2004-11-17,6395071210
2004-11-18,6699867190
2004-11-19,6891775770
2004-11-22,7032885020
2004-11-23,7055462500
2004-11-24,7360258479
2004-11-26,7490078990
2004-11-29,7659410090
2004-11-30,7467501510
2004-12-01,7315103520
2004-12-02,7010307540
2004-12-03,7134483680
2004-12-06,7049818130
2004-12-07,6908708880
2004-12-08,6807110220
2004-12-09,6919997620
2004-12-10,6942575100
2004-12-13,7123194940
2004-12-14,7117550570
2004-12-15,7343325370
2004-12-16,7230437970
2004-12-17,7275592930
2004-12-20,7332036630
2004-12-21,7365902850
2004-12-22,7236082340
2004-12-23,7219149229
2004-12-27,7207860490
2004-12-28,7162705530
2004-12-29,7207860490
2004-12-30,7207860490
2004-12-31,7292526040
2005-01-03,6953863840
2005-01-04,6897420140
2005-01-05,6846620810
2005-01-06,6942575100
2005-01-07,6863553920
2005-01-10,7032885020
2005-01-11,7038529390
2005-01-12,7162705530
2005-01-13,7162705530
2005-01-14,7100617460
2005-01-18,7145772420
2005-01-19,7078039979
2005-01-20,7027240650
2005-01-21,7117550570
2005-01-24,7072395610
2005-01-25,7044173760
2005-01-26,7117550570
2005-01-27,7444924030
2005-01-28,7490078990
2005-01-31,7529589580
2005-02-01,7597322020
2005-02-02,7856963040
2005-02-03,7879540520
2005-02-04,7902118000
2005-02-07,7721498160
2005-02-08,7704565050
2005-02-09,7636832610
2005-02-10,8009361030
2005-02-11,7941628590
2005-02-14,7896473630
2005-02-15,7958561700
2005-02-16,8398822560
2005-02-17,8336734490
2005-02-18,8438333150
2005-02-22,8314157010
2005-02-23,8427044410
2005-02-24,8506065590
2005-02-25,8641530470
2005-02-28,8432688780
2005-03-01,8184336500
2005-03-02,8398822560
2005-03-03,8528643070
2005-03-04,8590731140
2005-03-07,8613308620
2005-03-08,8455266260
2005-03-09,8325445750
2005-03-10,7964206070
2005-03-11,8009361030
2005-03-14,8331090120
2005-03-15,8263357680
2005-03-16,8178692130
2005-03-17,8443977520
2005-03-18,8455266260
2005-03-21,8421400040
2005-03-22,8246424570
2005-03-23,8206913979
2005-03-24,8398822560
2005-03-28,8252068940
2005-03-29,8031938510
2005-03-30,8150470280
2005-03-31,8522423360
2005-04-01,8636664960
2005-04-04,8488150880
2005-04-05,8545271680
2005-04-06,8608104560
2005-04-07,8493862960
2005-04-08,8293940160
2005-04-11,8316788480
2005-04-12,8213971040
2005-04-13,8076881120
2005-04-14,7865534160
2005-04-15,7499961040
2005-04-18,7751292560
2005-04-19,8014048240
2005-04-20,7848397920
2005-04-21,8151138160
2005-04-22,8156850240
2005-04-25,8282516000
2005-04-26,8111153600
2005-04-27,7951215360
2005-04-28,7796989200
2005-04-29,7711308000
2005-05-02,7905518720
2005-05-03,7762716720
2005-05-04,7916942880
2005-05-05,8025472400
2005-05-06,8054032800
2005-05-09,8059744880
2005-05-10,8076881120
2005-05-11,8173986480
2005-05-12,7688459680
2005-05-13,7431416080
2005-05-16,7380007360
2005-05-17,7614202640
2005-05-18,7757004640
2005-05-19,7922654960
2005-05-20,7939791200
2005-05-23,8014048240
2005-05-24,8151138160
2005-05-25,8185410640
2005-05-26,8293940160
2005-05-27,8328212640
2005-05-31,8345348880
2005-06-01,8476726720
2005-06-02,8453878400
2005-06-03,8522423360
2005-06-06,8533847520
2005-06-07,8459590480
2005-06-08,8425318000
2005-06-09,8579544160
2005-06-10,8499575040
2005-06-13,8590968320
2005-06-14,8590968320
2005-06-15,8579544160
2005-06-16,8659513280
2005-06-17,8705209920
2005-06-20,8699497840
2005-06-21,8499575040
2005-06-22,8556695840
2005-06-23,8608104560
2005-06-24,8505287120
2005-06-27,8471014640
2005-06-28,8385333440
2005-06-29,8465302560
2005-06-30,8628223010
2005-07-01,8702653600
2005-07-05,8954572520
2005-07-06,8742731610
2005-07-07,9063355690
2005-07-08,9040453970
2005-07-11,9091982840
2005-07-12,9246569450
2005-07-13,9183589720
2005-07-14,9006101390
2005-07-15,9006101390
2005-07-18,9006101390
2005-07-19,9286647460
2005-07-20,9361078050
2005-07-21,9149237140
2005-07-22,9446959500
2005-07-25,9464135790
2005-07-26,9481312080
2005-07-27,9595820680
2005-07-28,9761858150
2005-07-29,9647349550
2005-08-01,9842014170
2005-08-02,10008051640
2005-08-03,9870641320
2005-08-04,10093933090
2005-08-05,9939346480
2005-08-08,9876366750
2005-08-09,9750407290
2005-08-10,9864915890
2005-08-11,10082482230
2005-08-12,9962248200
2005-08-15,9916444760
2005-08-16,9727505570
2005-08-17,9418332350
2005-08-18,9418332350
2005-08-19,9618722400
2005-08-22,9630173260
2005-08-23,9710329280
2005-08-24,9773309010
2005-08-25,9693152990
2005-08-26,9532840950
2005-08-29,9590095250
2005-08-30,9853465030
2005-08-31,10191265400
2005-09-01,10517614910
2005-09-02,10088207660
2005-09-06,10185539970
2005-09-07,10151187390
2005-09-08,10305774000
2005-09-09,10672201520
2005-09-12,10374479160
2005-09-13,10397380880
2005-09-14,10546242060
2005-09-15,10443184320
2005-09-16,10718004960
2005-09-19,10906944150
2005-09-20,10660750660
2005-09-21,10895493290
2005-09-22,10700828670
2005-09-23,10551967490
2005-09-26,10683652380
2005-09-27,10872591570
2005-09-28,11267646240
2005-09-29,11359253120
2005-09-30,11757171160
2005-10-03,11916851050
2005-10-04,11562006850
2005-10-05,10887802870
2005-10-06,10509302390
2005-10-07,10769521470
2005-10-10,10420591340
2005-10-11,10574357160
2005-10-12,10379192850
2005-10-13,9994778300
2005-10-14,10325966220
2005-10-17,10509302390
2005-10-18,10089403420
2005-10-19,10325966220
2005-10-20,10018434580
2005-10-21,10118973770
2005-10-24,10639411930
2005-10-25,10674896350
2005-10-26,10562529020
2005-10-27,10113059700
2005-10-28,10373278780
2005-10-31,10461989830
2005-11-01,10355536570
2005-11-02,10095317490
2005-11-03,10550700880
2005-11-04,10260911450
2005-11-07,9787785850
2005-11-08,9628105960
2005-11-09,9639934100
2005-11-10,9367886880
2005-11-11,9486168280
2005-11-14,9592621540
2005-11-15,9586707470
2005-11-16,9823270270
2005-11-17,10207684820
2005-11-18,10207684820
2005-11-21,10337794360
2005-11-22,10574357160
2005-11-23,10308224010
2005-11-25,10485646110
2005-11-28,10113059700
2005-11-29,10207684820
2005-11-30,10089403420
2005-12-01,10391020990
2005-12-02,10385106920
2005-12-05,10408763200
2005-12-06,10787263680
2005-12-07,10728122980
2005-12-08,10887802870
2005-12-09,10668982280
2005-12-12,11094795320
2005-12-13,11159850090
2005-12-14,11550178710
2005-12-15,11408241030
2005-12-16,11142107880
2005-12-19,11118451600
2005-12-20,11254475210
2005-12-21,11224904860
2005-12-22,11177592300
2005-12-23,11183506370
2005-12-27,10864146590
2005-12-28,10911459150
2005-12-29,10799091820
2005-12-30,10870060660
2006-01-03,11213076720
2006-01-04,11284045559
2006-01-05,11165764160
2006-01-06,11207162650
2006-01-09,11390498820
2006-01-10,11491038010
2006-01-11,11425983240
2006-01-12,11479209870
2006-01-13,11544264640
2006-01-17,11786741510
2006-01-18,11621147550
2006-01-19,11768999300
2006-01-20,11739428950
2006-01-23,11502866150
2006-01-24,11479209870
2006-01-25,11153936020
2006-01-26,11088881250
2006-01-27,11213076720
2006-01-30,11319529980
2006-01-31,11189420440
2006-02-01,11148021950
2006-02-02,10893716940
2006-02-03,10816834030
2006-02-06,10994256130
2006-02-07,10562529020
2006-02-08,10532958670
2006-02-09,10385106920
2006-02-10,10278653660
2006-02-13,10302309940
2006-02-14,10065747140
2006-02-15,10207684820
2006-02-16,10391020990
2006-02-17,10438333550
2006-02-21,10645326000
2006-02-22,10337794360
2006-02-23,10249083309
2006-02-24,10491560180
2006-02-27,10385106920
2006-02-28,10118973770
2006-03-01,10254997380
2006-03-02,10284567730
2006-03-03,10166286330
2006-03-06,9515738630
2006-03-07,9143152220
2006-03-08,9415199440
2006-03-09,9302832110
2006-03-10,9367886880
2006-03-13,9551223050
2006-03-14,9639934100
2006-03-15,9580793400
2006-03-16,9835098410
2006-03-17,9799613990
2006-03-20,9681332590
2006-03-21,9438855720
2006-03-22,9568965260
2006-03-23,9722731080
2006-03-24,9764129570
2006-03-27,9746387360
2006-03-28,9829184340
2006-03-29,9846926550
2006-03-30,10053919000
2006-03-31,10106670170
2006-04-03,10106670170
2006-04-04,10088803340
2006-04-05,10380628230
2006-04-06,10618852629
2006-04-07,10380628230
2006-04-10,10487829210
2006-04-11,10350850180
2006-04-12,10356805790
2006-04-13,10315116520
2006-04-17,10511651650
2006-04-18,10874943860
2006-04-19,10982144840
2006-04-20,10809432150
2006-04-21,10743920440
2006-04-24,10595030190
2006-04-25,10517607260
2006-04-26,10481873600
2006-04-27,10469962379
2006-04-28,10362761400
2006-05-01,10434228720
2006-05-02,10642675070
2006-05-03,10624808240
2006-05-04,10410406280
2006-05-05,10714142390
2006-05-08,10904721910
2006-05-09,10994056060
2006-05-10,11017878500
2006-05-11,10809432150
2006-05-12,10452095550
2006-05-15,10219826760
2006-05-16,10100714560
2006-05-17,9874401379
2006-05-18,9779111620
2006-05-19,9844623330
2006-05-22,9725511129
2006-05-23,9659999420
2006-05-24,9642132590
2006-05-25,9963735530
2006-05-26,10082847730
2006-05-30,10416361890
2006-05-31,10678408730
2006-06-01,10809432150
2006-06-02,10988100450
2006-06-05,10672453120
2006-06-06,10511651650
2006-06-07,10207915540
2006-06-08,10053069680
2006-06-09,10160270660
2006-06-12,9933957480
2006-06-13,9606398930
2006-06-14,9826756500
2006-06-15,10243649200
2006-06-16,10249604810
2006-06-19,9862490160
2006-06-20,9785067230
2006-06-21,9963735530
2006-06-22,9755289180
2006-06-23,10511651650
2006-06-26,10511651650
2006-06-27,10785609710
2006-06-28,10892810690
2006-06-29,11035745330
2006-06-30,11047567470
2006-07-03,11226427169
2006-07-05,11065453440
2006-07-06,10916403690
2006-07-07,10815049860
2006-07-10,10809087870
2006-07-11,10928327669
2006-07-12,10886593740
2006-07-13,10779277919
2006-07-14,10958137620
2006-07-17,10707734040
2006-07-18,10815049860
2006-07-19,10964099610
2006-07-20,10725620010
2006-07-21,10654076130
2006-07-24,10958137620
2006-07-25,11184693240
2006-07-26,11399324880
2006-07-27,11315857020
2006-07-28,11280085080
2006-07-31,11470868760
2006-08-01,11554336620
2006-08-02,11506640700
2006-08-03,11679538410
2006-08-04,11566260600
2006-08-07,11649728460
2006-08-08,11554336620
2006-08-09,11560298610
2006-08-10,11470868760
2006-08-11,11518564680
2006-08-14,11637804480
2006-08-15,11745120300
2006-08-16,11852436120
2006-08-17,11709348360
2006-08-18,11792816220
2006-08-21,11780892240
2006-08-22,11864360100
2006-08-23,11643766470
2006-08-24,11715310350
2006-08-25,11906094030
2006-08-28,11923980000
2006-08-29,11935903980
2006-08-30,11655690450
2006-08-31,11649728460
2006-09-01,11745120300
2006-09-05,11810702190
2006-09-06,11458944780
2006-09-07,11584146570
2006-09-08,11327781000
2006-09-11,11083339410
2006-09-12,11047567470
2006-09-13,11029681500
2006-09-14,10749467970
2006-09-15,10898517720
2006-09-18,11107187370
2006-09-19,10880631750
2006-09-20,10648114140
2006-09-21,10862745780
2006-09-22,10797163890
2006-09-25,10707734040
2006-09-26,11035643490
2006-09-27,11160845280
2006-09-28,11321819010
2006-09-29,11292009060
2006-10-02,11320726830
2006-10-03,10926026370
2006-10-04,10890144510
2006-10-05,11237002490
2006-10-06,11290825280
2006-10-09,11201120630
2006-10-10,11314746520
2006-10-11,11207100940
2006-10-12,11500136130
2006-10-13,11506116440
2006-10-16,11661604500
2006-10-17,11601801400
2006-10-18,11440333030
2006-10-19,11631702950
2006-10-20,11643663570
2006-10-23,11571899850
2006-10-24,11679545430
2006-10-25,11733368220
2006-10-26,11673565120
2006-10-27,11631702950
2006-10-30,11482195200
2006-10-31,11589840780
2006-11-01,11547978610
2006-11-02,11589840780
2006-11-03,11745328840
2006-11-06,11882875970
2006-11-07,11864935040
2006-11-08,12211793020
2006-11-09,12558651000
2006-11-10,12582572240
2006-11-13,12636395030
2006-11-14,12600513170
2006-11-15,12618454100
2006-11-16,12528749450
2006-11-17,12672276890
2006-11-20,12576591930
2006-11-21,12779922470
2006-11-22,12666296580
2006-11-24,12624434410
2006-11-27,12642375340
2006-11-28,12941390840
2006-11-29,13240406340
2006-11-30,13174622930
2006-12-01,13264327580
2006-12-04,13192563860
2006-12-05,13216485100
2006-12-06,13180603240
2006-12-07,13102859210
2006-12-08,13013154560
2006-12-11,12917469600
2006-12-12,12983253010
2006-12-13,13126780450
2006-12-14,13126780450
2006-12-15,12881587740
2006-12-18,12570611620
2006-12-19,12744040610
2006-12-20,12600513170
2006-12-21,12528749450
2006-12-22,12534729760
2006-12-26,12468946350
2006-12-27,12510808520
2006-12-28,12570611620
2006-12-29,12391202320
2007-01-03,12187871780
2007-01-04,12157970229
2007-01-05,12223753640
2007-01-08,12301497670
2007-01-09,12146009610
2007-01-10,12014442790
2007-01-11,12032383720
2007-01-12,12253655190
2007-01-16,12181891470
2007-01-17,12331399220
2007-01-18,12211793020
2007-01-19,12504828210
2007-01-22,12600513170
2007-01-23,12875607430
2007-01-24,12881587740
2007-01-25,12618454100
2007-01-26,12582572240
2007-01-29,12528749450
2007-01-30,12791883090
2007-01-31,12803843710
2007-02-01,12941390840
2007-02-02,13013154560
2007-02-05,12983253010
2007-02-06,12929430220
2007-02-07,12977272700
2007-02-08,13216485100
2007-02-09,13198544170
2007-02-12,13078937970
2007-02-13,13150701690
2007-02-14,13084918280
2007-02-15,12989233320
2007-02-16,13049036420
2007-02-20,13156682000
2007-02-21,13443736880
2007-02-22,13288248820
2007-02-23,13240406340
2007-02-26,13425795950
2007-02-27,12779922470
2007-02-28,12797863400
2007-03-01,12761981540
2007-03-02,12445025110
2007-03-05,12325418910
2007-03-06,12474926660
2007-03-07,12899528670
2007-03-08,12947371150
2007-03-09,13013154560
2007-03-12,12971292390
2007-03-13,12624434410
2007-03-14,12821784640
2007-03-15,12761981540
2007-03-16,12618454100
2007-03-19,12803843710
2007-03-20,12905508979
2007-03-21,13288248820
2007-03-22,13563343080
2007-03-23,13383933780
2007-03-26,13551382460
2007-03-27,13473638430
2007-03-28,13533441530
2007-03-29,13730791760
2007-03-30,13503539979
2007-04-02,13740952560
2007-04-03,13567092340
2007-04-04,13495150180
2007-04-05,13525126080
2007-04-09,13471169460
2007-04-10,13615053780
2007-04-11,13411217660
2007-04-12,13555101980
2007-04-13,13543111620
2007-04-16,13609058600
2007-04-17,13686995939
2007-04-18,13597068240
2007-04-19,13459179100
2007-04-20,13806899540
2007-04-23,14016730840
2007-04-24,14052701920
2007-04-25,14370446460
2007-04-26,14262533220
2007-04-27,14310494660
2007-04-30,14034716380
2007-05-01,13986754939
2007-05-02,14214571780
2007-05-03,13890832060
2007-05-04,13968769400
2007-05-07,14064692280
2007-05-08,13896827240
2007-05-09,13842870620
2007-05-10,13435198380
2007-05-11,13603063420
2007-05-14,13663015220
2007-05-15,13675005580
2007-05-16,13573087520
2007-05-17,13561097160
2007-05-18,13770928460
2007-05-21,14772123520
2007-05-22,14922003020
2007-05-23,14957974100
2007-05-24,14664210280
2007-05-25,14748142800
2007-05-29,14850060860
2007-05-30,15311689720
2007-05-31,15107853600
2007-06-01,15245742740
2007-06-04,15425598140
2007-06-05,15209771660
2007-06-06,14939988560
2007-06-07,14310494660
2007-06-08,14400422360
2007-06-11,14484354880
2007-06-12,14130639260
2007-06-13,14598263300
2007-06-14,14880036760
2007-06-15,15113848780
2007-06-18,15089868060
2007-06-19,15185790939
2007-06-20,14796104240
2007-06-21,15377636700
2007-06-22,15203776480
2007-06-25,15185790939
2007-06-26,14874041580
2007-06-27,15263728280
2007-06-28,15071882520
2007-06-29,15041906620
2007-07-02,15177539480
2007-07-03,15273033240
2007-07-05,15505799280
2007-07-06,15619198120
2007-07-09,15905679400
2007-07-10,15816154000
2007-07-11,15804217280
2007-07-12,15959394640
2007-07-13,16126508720
2007-07-16,15804217280
2007-07-17,15744533680
2007-07-18,16036983320
2007-07-19,16287654440
2007-07-20,16442831800
2007-07-23,16239907560
2007-07-24,15702755160
2007-07-25,15774375480
2007-07-26,15105919160
2007-07-27,14867184760
2007-07-30,15064140640
2007-07-31,15273033240
2007-08-01,15529672720
2007-08-02,15702755160
2007-08-03,15529672720
2007-08-06,15082045720
2007-08-07,15141729320
2007-08-08,15625166480
2007-08-09,14992520320
2007-08-10,15028330480
2007-08-13,15517736000
2007-08-14,15201412920
2007-08-15,14628450360
2007-08-16,14658292160
2007-08-17,14861216400
2007-08-20,14765722640
2007-08-21,14658292160
2007-08-22,14914931640
2007-08-23,14879121480
2007-08-24,15093982440
2007-08-27,14688133960
2007-08-28,14246475320
2007-08-29,14849279680
2007-08-30,14688133960
2007-08-31,14682165600
2007-09-04,15093982440
2007-09-05,15219318000
2007-09-06,15392400440
2007-09-07,15111887520
2007-09-10,14938805080
2007-09-11,15165602760
2007-09-12,15356590280
2007-09-13,15559514520
2007-09-14,15571451240
2007-09-17,15619198120
2007-09-18,15941489560
2007-09-19,16013109879
2007-09-20,15917616120
2007-09-21,15857932520
2007-09-24,15899711040
2007-09-25,15828090720
2007-09-26,16036983320
2007-09-27,16233939200
2007-09-28,16126508720
2007-10-01,16072469100
2007-10-02,16142731260
2007-10-03,15849972260
2007-10-04,16025627660
2007-10-05,16183717520
2007-10-08,16183717520
2007-10-09,16271545220
2007-10-10,16172007160
2007-10-11,16177862340
2007-10-12,16212993420
2007-10-15,16224703780
2007-10-16,16277400400
2007-10-17,16201283060
2007-10-18,16265690040
2007-10-19,15709447939
2007-10-22,15645040960
2007-10-23,15826551540
2007-10-24,16259834860
2007-10-25,16622856020
2007-10-26,16892194300
2007-10-29,16874628760
2007-10-30,16681407820
2007-10-31,16950746100
2007-11-01,16564304220
2007-11-02,16862918400
2007-11-05,16898049480
2007-11-06,17261070640
2007-11-07,16857063220
2007-11-08,16564304220
2007-11-09,16423779900
2007-11-12,15955365500
2007-11-13,16049048380
2007-11-14,16177862340
2007-11-15,16002206939
2007-11-16,16218848600
2007-11-19,15961220680
2007-11-20,16066613920
2007-11-21,15814841180
2007-11-23,16230558960
2007-11-26,15955365500
2007-11-27,15721158300
2007-11-28,15785565280
2007-11-29,15920234420
2007-11-30,16125165720
2007-12-03,16312531480
2007-12-04,16177862340
2007-12-05,16312531480
2007-12-06,16476476520
2007-12-07,16523317960
2007-12-10,16675552640
2007-12-11,16312531480
2007-12-12,16570159400
2007-12-13,16628711200
2007-12-14,16265690040
2007-12-17,16084179460
2007-12-18,16131020900
2007-12-19,16382793640
2007-12-20,16464766160
2007-12-21,16716538900
2007-12-24,16693118180
2007-12-26,16763380340
2007-12-27,16675552640
2007-12-28,16868773580
2007-12-31,16622856020
2008-01-02,16622856020
2008-01-03,17050284160
2008-01-04,16535028320
2008-01-07,16453055800
2008-01-08,16540883500
2008-01-09,16722394080
2008-01-10,16716538900
2008-01-11,16324241840
2008-01-14,16587724939
2008-01-15,15885103340
2008-01-16,15738723840
2008-01-17,14743343240
2008-01-18,14760908780
2008-01-22,14421308340
2008-01-23,14380322080
2008-01-24,14837026120
2008-01-25,14807750220
2008-01-28,14819460580
2008-01-29,14784329500
2008-01-30,14860446840
2008-01-31,14854591660
2008-02-01,15094654040
2008-02-04,15282019800
2008-02-05,14959984900
2008-02-06,14918998640
2008-02-07,14977550439
2008-02-08,15282019800
2008-02-11,15885103340
2008-02-12,15732868660
2008-02-13,16008062120
2008-02-14,15955365500
2008-02-15,15844117080
2008-02-19,16277400400
2008-02-20,16663842280
2008-02-21,16505752420
2008-02-22,16523317960
2008-02-25,16956601280
2008-02-26,17149822220
2008-02-27,16810221780
2008-02-28,17015153080
2008-02-29,16734104439
2008-03-03,16921470200
2008-03-04,16593580120
2008-03-05,17184953300
2008-03-06,16406214360
2008-03-07,16189572700
2008-03-10,15855827439
2008-03-11,16054903560
2008-03-12,15885103340
2008-03-13,16002206939
2008-03-14,15656751320
2008-03-17,14989260800
2008-03-18,15463530380
2008-03-19,14632094820
2008-03-20,14731632880
2008-03-24,14965840080
2008-03-25,15170771380
2008-03-26,15170771380
2008-03-27,15258599080
2008-03-28,15082943680
2008-03-31,15267578000
2008-04-01,15576780000
2008-04-02,15623452000
2008-04-03,15617618000
2008-04-04,15780970000
2008-04-07,15775136000
2008-04-08,16002662000
2008-04-09,16096006000
2008-04-10,15990994000
2008-04-11,16031832000
2008-04-14,16218520000
2008-04-15,16457714000
2008-04-16,16516054000
2008-04-17,16609398000
2008-04-18,16930268000
2008-04-21,17093620000
2008-04-22,17373652000
2008-04-23,17291976000
2008-04-24,17192798000
2008-04-25,17531170000
2008-04-28,17519502000
2008-04-29,16836924000
2008-04-30,16434378000
2008-05-01,16679406000
2008-05-02,17251138000
2008-05-05,17198632000
2008-05-06,17245304000
2008-05-07,16901098000
2008-05-08,16953604000
2008-05-09,16883596000
2008-05-12,16965271999
2008-05-13,17157794000
2008-05-14,16883596000
2008-05-15,17396988000
2008-05-16,17974554000
2008-05-19,18155408000
2008-05-20,18272088000
2008-05-21,18067898000
2008-05-22,17776198000
2008-05-23,17513668000
2008-05-27,17326980000
2008-05-28,17782032000
2008-05-29,17472830000
2008-05-30,17607012000
2008-06-02,17531170000
2008-06-03,17712024000
2008-06-04,17653684000
2008-06-05,18225416000
2008-06-06,18137906000
2008-06-09,18382934000
2008-06-10,17992056000
2008-06-11,18132072000
2008-06-12,17694522000
2008-06-13,17951218000
2008-06-16,17898712000
2008-06-17,18365432000
2008-06-18,18400436000
2008-06-19,17916214000
2008-06-20,17659518000
2008-06-23,18114570000
2008-06-24,18114570000
2008-06-25,18452942000
2008-06-26,18172910000
2008-06-27,18132072000
2008-06-30,18466787040
2008-07-01,18282003680
2008-07-02,17641036400
2008-07-03,17317665520
2008-07-07,16769089920
2008-07-08,16486140400
2008-07-09,16289808080
2008-07-10,16532336240
2008-07-11,16659374800
2008-07-14,17248371760
2008-07-15,16422621120
2008-07-16,16041505440
2008-07-17,15290823040
2008-07-18,15631517360
2008-07-21,15850947600
2008-07-22,15048294880
2008-07-23,14759570880
2008-07-24,14765345360
2008-07-25,14759570880
2008-07-28,14603659920
2008-07-29,14667179200
2008-07-30,15244627200
2008-07-31,14684502640
2008-08-01,14551689600
2008-08-04,13627772800
2008-08-05,13749036880
2008-08-06,14205220800
2008-08-07,13454538400
2008-08-08,12952158640
2008-08-11,12784698720
2008-08-12,12495974720
2008-08-13,12917511760
2008-08-14,12877090400
2008-08-15,12871315920
2008-08-18,12848218000
2008-08-19,13333274320
2008-08-20,13881849920
2008-08-21,14130152560
2008-08-22,13881849920
2008-08-25,13916496800
2008-08-26,14361131760
2008-08-27,14626757839
2008-08-28,14355357280
2008-08-29,14153250480
2008-09-02,13252431600
2008-09-03,12986805520
2008-09-04,12894413839
2008-09-05,12761600800
2008-09-08,12599915360
2008-09-09,11768390240
2008-09-10,11953173600
2008-09-11,12097535600
2008-09-12,12253446560
2008-09-15,10942639600
2008-09-16,11618253760
2008-09-17,10936865120
2008-09-18,11387274560
2008-09-19,12316965839
2008-09-22,11964722560
2008-09-23,11433470400
2008-09-24,11456568320
2008-09-25,11924301200
2008-09-26,11675998560
2008-09-29,10012948320
2008-09-30,10863034280
2008-10-01,10336096050
2008-10-02,9010064680
2008-10-03,8755281360
2008-10-06,8129904119
2008-10-07,8043046170
2008-10-08,8170437830
2008-10-09,7168676140
2008-10-10,6618575790
2008-10-13,8355734790
2008-10-14,8349944260
2008-10-15,7504526880
2008-10-16,7927235570
2008-10-17,8425221150
2008-10-20,9513840790
2008-10-21,9067969980
2008-10-22,7770891260
2008-10-23,7996721930
2008-10-24,7707195430
2008-10-27,7307648860
2008-10-28,7933026100
2008-10-29,8193599950
2008-10-30,8871091960
2008-10-31,9635441920
2008-11-03,9241685880
2008-11-04,9658604040
2008-11-05,8998483620
2008-11-06,8309410550
2008-11-07,8952159380
2008-11-10,8917416200
2008-11-11,8390477970
2008-11-12,7394506810
2008-11-13,7933026100
2008-11-14,7556641650
2008-11-17,7666661720
2008-11-18,7672452250
2008-11-19,6676481090
2008-11-20,5570489860
2008-11-21,6468022010
2008-11-24,6942845470
2008-11-25,6908102290
2008-11-26,7684033310
2008-11-28,7452412110
2008-12-01,6421697770
2008-12-02,6560670490
2008-12-03,6757548510
2008-12-04,6039522790
2008-12-05,5981617490
2008-12-08,6352211410
2008-12-09,6398535650
2008-12-10,6832825400
2008-12-11,6635947380
2008-12-12,6763339040
2008-12-15,6792291690
2008-12-16,6890730700
2008-12-17,6560670490
2008-12-18,6230610280
2008-12-19,6392745119
2008-12-22,6172704980
2008-12-23,6126380740
2008-12-24,6184286040
2008-12-26,6305887170
2008-12-29,6392745119
2008-12-30,6578042080
2008-12-31,6658397550
2009-01-02,7000299600
2009-01-05,7174148100
2009-01-06,7498665300
2009-01-07,7295842050
2009-01-08,7411741049
2009-01-09,7284252150
2009-01-12,6930760200
2009-01-13,6982914750
2009-01-14,6606243000
2009-01-15,6525113700
2009-01-16,6438189450
2009-01-20,5945618700
2009-01-21,6397624799
2009-01-22,6084697500
2009-01-23,6304905600
2009-01-26,6293315700
2009-01-27,6443984400
2009-01-28,6814861200
2009-01-29,6542498549
2009-01-30,6507728850
2009-02-02,6264340950
2009-02-03,6374445000
2009-02-04,6559883400
2009-02-05,6890195550
2009-02-06,7243687500
2009-02-09,7179943050
2009-02-10,6901785450
2009-02-11,6959734950
2009-02-12,6988709700
2009-02-13,7064044050
2009-02-17,6507728850
2009-02-18,6368650050
2009-02-19,5748590400
2009-02-20,5331354000
2009-02-23,4995246900
2009-02-24,5418278250
2009-02-25,5505202500
2009-02-26,5342943900
2009-02-27,5198070150
2009-03-02,4601190300
2009-03-03,4624370100
2009-03-04,4798218600
2009-03-05,4525855950
2009-03-06,4520061000
2009-03-09,4595395350
2009-03-10,5041606500
2009-03-11,4989451950
2009-03-12,5157505500
2009-03-13,5041606500
2009-03-16,5128530750
2009-03-17,5238634799
2009-03-18,5302379250
2009-03-19,5568946950
2009-03-20,5395098450
2009-03-23,5910849000
2009-03-24,5499407550
2009-03-25,5545767150
2009-03-26,5539972200
2009-03-27,5308174200
2009-03-30,5087966100
2009-03-31,5243955780
2009-04-01,5313642900
2009-04-02,5609813160
2009-04-03,5749187400
2009-04-06,5592391380
2009-04-07,5331064680
2009-04-08,5685307539
2009-04-09,5929212460
2009-04-13,5888561640
2009-04-14,5929212460
2009-04-15,5981477800
2009-04-16,6120852039
2009-04-17,6434444080
