,GT
2004-09-03,2042250000
2004-09-07,2056250000
2004-09-08,2047499999
2004-09-09,2016000000
2004-09-10,2019499999
2004-09-13,1986250000
2004-09-14,1972250000
2004-09-15,1940750000
2004-09-16,1939000000
2004-09-17,1919750000
2004-09-20,1895250000
2004-09-21,1959999999
2004-09-22,1897000000
2004-09-23,1856750000
2004-09-24,1860250000
2004-09-27,1837500000
2004-09-28,1897000000
2004-09-29,1874250000
2004-09-30,1890240000
2004-10-01,1911360000
2004-10-04,1988800000
2004-10-05,1941280000
2004-10-06,1932480000
2004-10-07,1884960000
2004-10-08,1781119999
2004-10-11,1791680000
2004-10-12,1740640000
2004-10-13,1705440000
2004-10-14,1654400000
2004-10-15,1691360000
2004-10-18,1719520000
2004-10-19,1675520000
2004-10-20,1638560000
2004-10-21,1712480000
2004-10-22,1693119999
2004-10-25,1661440000
2004-10-26,1698400000
2004-10-27,1740640000
2004-10-28,1758240000
2004-10-29,1774080000
2004-11-01,1774080000
2004-11-02,1793440000
2004-11-03,1760000000
2004-11-04,1800480000
2004-11-05,2076800000
2004-11-08,2041600000
2004-11-09,2066240000
2004-11-10,2032800000
2004-11-11,2024000000
2004-11-12,2052160000
2004-11-15,2057440000
2004-11-16,2020480000
2004-11-17,2082080000
2004-11-18,2217600000
2004-11-19,2148960000
2004-11-22,2138400000
2004-11-23,2187680000
2004-11-24,2196480000
2004-11-26,2200000000
2004-11-29,2224640000
2004-11-30,2221120000
2004-12-01,2244000000
2004-12-02,2263360000
2004-12-03,2302080000
2004-12-06,2244000000
2004-12-07,2205280000
2004-12-08,2226400000
2004-12-09,2217600000
2004-12-10,2238720000
2004-12-13,2300320000
2004-12-14,2448160000
2004-12-15,2504480000
2004-12-16,2513280000
2004-12-17,2506240000
2004-12-20,2562560000
2004-12-21,2578400000
2004-12-22,2578400000
2004-12-23,2601280000
2004-12-27,2608320000
2004-12-28,2641760000
2004-12-29,2631200000
2004-12-30,2620640000
2004-12-31,2580160000
2005-01-03,2622400000
2005-01-04,2544960000
2005-01-05,2523840000
2005-01-06,2574880000
2005-01-07,2587200000
2005-01-10,2567840000
2005-01-11,2562560000
2005-01-12,2553760000
2005-01-13,2617120000
2005-01-14,2696320000
2005-01-18,2703360000
2005-01-19,2682240000
2005-01-20,2603040000
2005-01-21,2555520000
2005-01-24,2532640000
2005-01-25,2573120000
2005-01-26,2650560000
2005-01-27,2747360000
2005-01-28,2705120000
2005-01-31,2717440000
2005-02-01,2808960000
2005-02-02,2814240000
2005-02-03,2816000000
2005-02-04,2537920000
2005-02-07,2472800000
2005-02-08,2509760000
2005-02-09,2446400000
2005-02-10,2423520000
2005-02-11,2464000000
2005-02-14,2513280000
2005-02-15,2543200000
2005-02-16,2448160000
2005-02-17,2411200000
2005-02-18,2427040000
2005-02-22,2309120000
2005-02-23,2464000000
2005-02-24,2525600000
2005-02-25,2588960000
2005-02-28,2544960000
2005-03-01,2560800000
2005-03-02,2543200000
2005-03-03,2532640000
2005-03-04,2557280000
2005-03-07,2580160000
2005-03-08,2557280000
2005-03-09,2541440000
2005-03-10,2574880000
2005-03-11,2597760000
2005-03-14,2611840000
2005-03-15,2552000000
2005-03-16,2471040000
2005-03-17,2442880000
2005-03-18,2402400000
2005-03-21,2363680000
2005-03-22,2379520000
2005-03-23,2379520000
2005-03-24,2441120000
2005-03-28,2412960000
2005-03-29,2323200000
2005-03-30,2363680000
2005-03-31,2349600000
2005-04-01,2298560000
2005-04-04,2280960000
2005-04-05,2286240000
2005-04-06,2275680000
2005-04-07,2310880000
2005-04-08,2252800000
2005-04-11,2259840000
2005-04-12,2273920000
2005-04-13,2214080000
2005-04-14,2110240000
2005-04-15,2018720000
2005-04-18,2031039999
2005-04-19,2055680000
2005-04-20,2002880000
2005-04-21,2085600000
2005-04-22,2071520000
2005-04-25,2073280000
2005-04-26,2036320000
2005-04-27,2110240000
2005-04-28,2050400000
2005-04-29,2089119999
2005-05-02,2141920000
2005-05-03,2198240000
2005-05-04,2284480000
2005-05-05,2323200000
2005-05-06,2339902400
2005-05-09,2342560000
2005-05-10,2317920000
2005-05-11,2354880000
2005-05-12,2300320000
2005-05-13,2376000000
2005-05-16,2446400000
2005-05-17,2420000000
2005-05-18,2497440000
2005-05-19,2455200000
2005-05-20,2497440000
2005-05-23,2527360000
2005-05-24,2536160000
2005-05-25,2509760000
2005-05-26,2553760000
2005-05-27,2567840000
2005-05-31,2532640000
2005-06-01,2536160000
2005-06-02,2523840000
2005-06-03,2516800000
2005-06-06,2504480000
2005-06-07,2500960000
2005-06-08,2490400000
2005-06-09,2508000000
2005-06-10,2508000000
2005-06-13,2506240000
2005-06-14,2509760000
2005-06-15,2546720000
2005-06-16,2641760000
2005-06-17,2615360000
2005-06-20,2671680000
2005-06-21,2629440000
2005-06-22,2603040000
2005-06-23,2534400000
2005-06-24,2506240000
2005-06-27,2511520000
2005-06-28,2631200000
2005-06-29,2675200000
2005-06-30,2622400000
2005-07-01,2661120000
2005-07-05,2685760000
2005-07-06,2657600000
2005-07-07,2632960000
2005-07-08,2692800000
2005-07-11,2759680000
2005-07-12,2742080000
2005-07-13,2752640000
2005-07-14,2791360000
2005-07-15,2798400000
2005-07-18,2860000000
2005-07-19,2879360000
2005-07-20,2932160000
2005-07-21,2868800000
2005-07-22,2837120000
2005-07-25,2845920000
2005-07-26,3051840000
2005-07-27,3027200000
2005-07-28,3122239999
2005-07-29,3064160000
2005-08-01,3055360000
2005-08-02,3064160000
2005-08-03,3053600000
2005-08-04,3071200000
2005-08-05,3254239999
2005-08-08,3157440000
2005-08-09,3139840000
2005-08-10,3102880000
2005-08-11,3106399999
2005-08-12,3087040000
2005-08-15,3081760000
2005-08-16,2976160000
2005-08-17,2976160000
2005-08-18,2970880000
2005-08-19,3006079999
2005-08-22,3016640000
2005-08-23,2958560000
2005-08-24,2923360000
2005-08-25,2919840000
2005-08-26,2912800000
2005-08-29,2933920000
2005-08-30,2879360000
2005-08-31,2956800000
2005-09-01,2939200000
2005-09-02,2916320000
2005-09-06,2875840000
2005-09-07,2956800000
2005-09-08,2946239999
2005-09-09,2946239999
2005-09-12,2974399999
2005-09-13,2965600000
2005-09-14,2930399999
2005-09-15,2898720000
2005-09-16,2858239999
2005-09-19,2794880000
2005-09-20,2717440000
2005-09-21,2645280000
2005-09-22,2640000000
2005-09-23,2728000000
2005-09-26,2710400000
2005-09-27,2736800000
2005-09-28,2715680000
2005-09-29,2726240000
2005-09-30,2750538149
2005-10-03,2782295485
2005-10-04,2635858881
2005-10-05,2570579913
2005-10-06,2492950869
2005-10-07,2494715166
2005-10-10,2293585372
2005-10-11,2350042858
2005-10-12,2346514265
2005-10-13,2399443158
2005-10-14,2459429237
2005-10-17,2501772351
2005-10-18,2434729087
2005-10-19,2447079162
2005-10-20,2408264640
2005-10-21,2399443158
2005-10-24,2424143308
2005-10-25,2353571450
2005-10-26,2360628636
2005-10-27,2708195035
2005-10-28,2688787774
2005-10-31,2759359632
2005-11-01,2743480964
2005-11-02,2769945410
2005-11-03,2785824078
2005-11-04,2777002596
2005-11-07,2815817118
2005-11-08,2757595335
2005-11-09,2745245260
2005-11-10,2752302446
2005-11-11,2750538149
2005-11-14,2775238300
2005-11-15,2752302446
2005-11-16,2717016517
2005-11-17,2757595335
2005-11-18,2845810157
2005-11-21,2919910608
2005-11-22,2997539651
2005-11-23,3029296987
2005-11-25,2994011058
2005-11-28,3011654023
2005-11-29,3018711208
2005-11-30,3022239801
2005-12-01,3034589876
2005-12-02,3015182615
2005-12-05,3025768394
2005-12-06,3025768394
2005-12-07,2978132390
2005-12-08,2969310908
2005-12-09,3018711208
2005-12-12,3025768394
2005-12-13,3050468544
2005-12-14,3068111509
2005-12-15,3131626181
2005-12-16,3087518770
2005-12-19,3025768394
2005-12-20,3124568995
2005-12-21,3121040402
2005-12-22,3163383516
2005-12-23,3158090627
2005-12-27,3115747513
2005-12-28,3135154773
2005-12-29,3106926030
2005-12-30,3066347212
2006-01-03,3161220000
2006-01-04,3159450000
2006-01-05,3150600000
2006-01-06,3269190000
2006-01-09,3308130000
2006-01-10,3251490000
2006-01-11,3260340000
2006-01-12,3212549999
2006-01-13,3230250000
2006-01-17,3207240000
2006-01-18,3173610000
2006-01-19,3187770000
2006-01-20,3120510000
2006-01-23,3178920000
2006-01-24,3223170000
2006-01-25,3166530000
2006-01-26,3239100000
2006-01-27,3339990000
2006-01-30,3320520000
2006-01-31,2768280000
2006-02-01,2750580000
2006-02-02,2727570000
2006-02-03,2692170000
2006-02-06,2702790000
2006-02-07,2655000000
2006-02-08,2623140000
2006-02-09,2601900000
2006-02-10,2639070000
2006-02-13,2656770000
2006-02-14,2708100000
2006-02-15,2732880000
2006-02-16,2568270000
2006-02-17,2631990000
2006-02-21,2585970000
2006-02-22,2605440000
2006-02-23,2582430000
2006-02-24,2575350000
2006-02-27,2548800000
2006-02-28,2536410000
2006-03-01,2570040000
2006-03-02,2492160000
2006-03-03,2375340000
2006-03-06,2373570000
2006-03-07,2290380000
2006-03-08,2313390000
2006-03-09,2325780000
2006-03-10,2332860000
2006-03-13,2299230000
2006-03-14,2301000000
2006-03-15,2348790000
2006-03-16,2416050000
2006-03-17,2430210000
2006-03-20,2424900000
2006-03-21,2416050000
2006-03-22,2433750000
2006-03-23,2440830000
2006-03-24,2481540000
2006-03-27,2479770000
2006-03-28,2474460000
2006-03-29,2513400000
2006-03-30,2527560000
2006-03-31,2562960000
2006-04-03,2527560000
2006-04-04,2525790000
2006-04-05,2539950000
2006-04-06,2492160000
2006-04-07,2458530000
2006-04-10,2428440000
2006-04-11,2396580000
2006-04-12,2416050000
2006-04-13,2389500000
2006-04-17,2407200000
2006-04-18,2439060000
2006-04-19,2481540000
2006-04-20,2463840000
2006-04-21,2460300000
2006-04-24,2433750000
2006-04-25,2419590000
2006-04-26,2460300000
2006-04-27,2476230000
2006-04-28,2478000000
2006-05-01,2462070000
2006-05-02,2504550000
2006-05-03,2525790000
2006-05-04,2631990000
2006-05-05,2690400000
2006-05-08,2663850000
2006-05-09,2639070000
2006-05-10,2656770000
2006-05-11,2593050000
2006-05-12,2566500000
2006-05-15,2515170000
2006-05-16,2493930000
2006-05-17,2431980000
2006-05-18,2368260000
2006-05-19,2394810000
2006-05-22,2249670000
2006-05-23,2320470000
2006-05-24,2288610000
2006-05-25,2308080000
2006-05-26,2308080000
2006-05-30,2212500000
2006-05-31,2251440000
2006-06-01,2244360000
2006-06-02,2226660000
2006-06-05,2148780000
2006-06-06,2102760000
2006-06-07,2132850000
2006-06-08,2104530000
2006-06-09,2090370000
2006-06-12,2058510000
2006-06-13,2024880000
2006-06-14,2037270000
2006-06-15,2083290000
2006-06-16,2065590000
2006-06-19,1998329999
2006-06-20,1970010000
2006-06-21,2028420000
2006-06-22,1962930000
2006-06-23,1945230000
2006-06-26,1922220000
2006-06-27,1867350000
2006-06-28,1908060000
2006-06-29,1954079999
2006-06-30,1964700000
2006-07-03,1962930000
2006-07-05,1927530000
2006-07-06,1899210000
2006-07-07,1876200000
2006-07-10,1877970000
2006-07-11,1883280000
2006-07-12,1854960000
2006-07-13,1784160000
2006-07-14,1768230000
2006-07-17,1754070000
2006-07-18,1745220000
2006-07-19,1789470000
2006-07-20,1773540000
2006-07-21,1759380000
2006-07-24,1794780000
2006-07-25,1823100000
2006-07-26,1816020000
2006-07-27,1823100000
2006-07-28,1870890000
2006-07-31,1947000000
2006-08-01,1968239999
2006-08-02,1966470000
2006-08-03,1959390000
2006-08-04,2086829999
2006-08-07,2125770000
2006-08-08,2065590000
2006-08-09,2051430000
2006-08-10,2070899999
2006-08-11,2000100000
2006-08-14,1998329999
2006-08-15,2007180000
2006-08-16,2033730000
2006-08-17,2076210000
2006-08-18,2069130000
2006-08-21,2030190000
2006-08-22,2074440000
2006-08-23,2097450000
2006-08-24,2076210000
2006-08-25,2152320000
2006-08-28,2230200000
2006-08-29,2339940000
2006-08-30,2380650000
2006-08-31,2407200000
2006-09-01,2437290000
2006-09-05,2486850000
2006-09-06,2469150000
2006-09-07,2472690000
2006-09-08,2578890000
2006-09-11,2571810000
2006-09-12,2644380000
2006-09-13,2616060000
2006-09-14,2624910000
2006-09-15,2516940000
2006-09-18,2511630000
2006-09-19,2564730000
2006-09-20,2600130000
2006-09-21,2516940000
2006-09-22,2539950000
2006-09-25,2561190000
2006-09-26,2614290000
2006-09-27,2591280000
2006-09-28,2596590000
2006-09-29,2566500000
2006-10-02,2545260000
2006-10-03,2531100000
2006-10-04,2529330000
2006-10-05,2520480000
2006-10-06,2559420000
2006-10-09,2575350000
2006-10-10,2568270000
2006-10-11,2534640000
2006-10-12,2607210000
2006-10-13,2577120000
2006-10-16,2529330000
2006-10-17,2527560000
2006-10-18,2532870000
2006-10-19,2557650000
2006-10-20,2601900000
2006-10-23,2607210000
2006-10-24,2640840000
2006-10-25,2663850000
2006-10-26,2686860000
2006-10-27,2647920000
2006-10-30,2686860000
2006-10-31,2713410000
2006-11-01,2715180000
2006-11-02,2722260000
2006-11-03,2704560000
2006-11-06,2695710000
2006-11-07,2672700000
2006-11-08,2685090000
2006-11-09,3104580000
2006-11-10,3189540000
2006-11-13,3228479999
2006-11-14,3246180000
2006-11-15,3265650000
2006-11-16,3258570000
2006-11-17,3186000000
2006-11-20,3148830000
2006-11-21,3147060000
2006-11-22,3166530000
2006-11-24,3166530000
2006-11-27,3000150000
2006-11-28,2971830000
2006-11-29,3019620000
2006-11-30,2982450000
2006-12-01,2973600000
2006-12-04,3012540000
2006-12-05,3102810000
2006-12-06,3088650000
2006-12-07,3070950000
2006-12-08,3136440000
2006-12-11,3205470000
2006-12-12,3155909999
2006-12-13,3193080000
2006-12-14,3292200000
2006-12-15,3398400000
2006-12-18,3359460000
2006-12-19,3336450000
2006-12-20,3492210000
2006-12-21,3439110000
2006-12-22,3490440000
2006-12-26,3561240000
2006-12-27,3578940000
2006-12-28,3541770000
2006-12-29,3715229999
2007-01-03,4104000000
2007-01-04,4080600000
2007-01-05,4190400000
2007-01-08,4327200000
2007-01-09,4491000000
2007-01-10,4467600000
2007-01-11,4410000000
2007-01-12,4411800000
2007-01-16,4411800000
2007-01-17,4345200000
2007-01-18,4303800000
2007-01-19,4359600000
2007-01-22,4305600000
2007-01-23,4366800000
2007-01-24,4514400000
2007-01-25,4415400000
2007-01-26,4446000000
2007-01-29,4411800000
2007-01-30,4444200000
2007-01-31,4444200000
2007-02-01,4419000000
2007-02-02,4480200000
2007-02-05,4523400000
2007-02-06,4498200000
2007-02-07,4519800000
2007-02-08,4626000000
2007-02-09,4519800000
2007-02-12,4438800000
2007-02-13,4433400000
2007-02-14,4473000000
2007-02-15,4573800000
2007-02-16,4532400000
2007-02-20,4570200000
2007-02-21,4617000000
2007-02-22,4654800000
2007-02-23,4701600000
2007-02-26,4615200000
2007-02-27,4393800000
2007-02-28,4431600000
2007-03-01,4707000000
2007-03-02,4894200000
2007-03-05,4908600000
2007-03-06,5074200000
2007-03-07,5126400000
2007-03-08,5194800000
2007-03-09,5131800000
2007-03-12,5216400000
2007-03-13,5085000000
2007-03-14,5029200000
2007-03-15,5124600000
2007-03-16,5086800000
2007-03-19,5378400000
2007-03-20,5392800000
2007-03-21,5400000000
2007-03-22,5457600000
2007-03-23,5452200000
2007-03-26,5716800000
2007-03-27,5673600000
2007-03-28,5657400000
2007-03-29,5580000000
2007-03-30,5614200000
2007-04-02,6183800000
2007-04-03,6268080000
2007-04-04,6401359999
2007-04-05,6450359999
2007-04-09,6417040000
2007-04-10,6489560000
2007-04-11,6509160000
2007-04-12,6562079999
2007-04-13,6503280000
2007-04-16,6615000000
2007-04-17,6507200000
2007-04-18,6330799999
2007-04-19,6348440000
2007-04-20,6371960000
2007-04-23,6299440000
2007-04-24,6315120000
2007-04-25,6358240000
2007-04-26,6370000000
2007-04-27,6744359999
2007-04-30,6518960000
2007-05-01,6383720000
2007-05-02,6526799999
2007-05-03,6630680000
2007-05-04,6601280000
2007-05-07,6571880000
2007-05-08,6518960000
2007-05-09,6587560000
2007-05-10,6493480000
2007-05-11,6460160000
2007-05-14,6487600000
2007-05-15,6475840000
2007-05-16,6520920000
2007-05-17,6840400000
2007-05-18,6856079999
2007-05-21,6765920000
2007-05-22,6728680000
2007-05-23,6779640000
2007-05-24,6693400000
2007-05-25,6750240000
2007-05-29,6910960000
2007-05-30,6891359999
2007-05-31,6952120000
2007-06-01,7081480000
2007-06-04,7105000000
2007-06-05,7132440000
2007-06-06,6973680000
2007-06-07,6760040000
2007-06-08,6885480000
2007-06-11,6787480000
2007-06-12,6687519999
2007-06-13,6895280000
2007-06-14,6914880000
2007-06-15,6922720000
2007-06-18,6854120000
2007-06-19,6769840000
2007-06-20,6707120000
2007-06-21,6791400000
2007-06-22,6795320000
2007-06-25,6660079999
2007-06-26,6585600000
2007-06-27,6575799999
2007-06-28,6630680000
2007-06-29,6812960000
2007-07-02,7558020000
2007-07-03,7650860000
2007-07-05,7684620000
2007-07-06,7716270000
2007-07-09,7728930000
2007-07-10,7541140000
2007-07-11,7536920000
2007-07-12,7547470000
2007-07-13,7602330000
2007-07-16,7528480000
2007-07-17,7458850000
2007-07-18,7416650000
2007-07-19,7534810000
2007-07-20,7374450000
2007-07-23,7277390000
2007-07-24,7041069999
2007-07-25,6762549999
2007-07-26,6156980000
2007-07-27,5697000000
2007-07-30,6144320000
2007-07-31,6059920000
2007-08-01,5802500000
2007-08-02,5794060000
2007-08-03,5576730000
2007-08-06,5467010000
2007-08-07,5336190000
2007-08-08,5684340000
2007-08-09,5500770000
2007-08-10,5749750000
2007-08-13,6108450000
2007-08-14,5770850000
2007-08-15,5486000000
2007-08-16,5306650000
2007-08-17,5842590000
2007-08-20,5861580000
2007-08-21,6032490000
2007-08-22,6222390000
2007-08-23,6083130000
2007-08-24,6085240000
2007-08-27,5935430000
2007-08-28,5678010000
2007-08-29,5872130000
2007-08-30,5762410000
2007-08-31,5836260000
2007-09-04,5815160000
2007-09-05,5703330000
2007-09-06,5686450000
2007-09-07,5469120000
2007-09-10,5334080000
2007-09-11,5340410000
2007-09-12,5300320000
2007-09-13,5403710000
2007-09-14,5384720000
2007-09-17,5285550000
2007-09-18,5673790000
2007-09-19,5950200000
2007-09-20,5941760000
2007-09-21,6150650000
2007-09-24,6083130000
2007-09-25,6091570000
2007-09-26,6380640000
2007-09-27,6433390000
2007-09-28,6416510000
2007-10-01,7279200000
2007-10-02,7303200000
2007-10-03,7147200000
2007-10-04,7094400000
2007-10-05,7202400000
2007-10-08,7303200000
2007-10-09,7303200000
2007-10-10,7324800000
2007-10-11,7435200000
2007-10-12,7382400000
2007-10-15,7195200000
2007-10-16,7200000000
2007-10-17,7221600000
2007-10-18,7166400000
2007-10-19,6842400000
2007-10-22,6662400000
2007-10-23,6708000000
2007-10-24,6592800000
2007-10-25,6451200000
2007-10-26,6595200000
2007-10-29,6506400000
2007-10-30,6998400000
2007-10-31,7236000000
2007-11-01,7099200000
2007-11-02,7315200000
2007-11-05,7312800000
2007-11-06,7288800000
2007-11-07,6885600000
2007-11-08,6784800000
2007-11-09,6506400000
2007-11-12,6458400000
2007-11-13,6516000000
2007-11-14,6540000000
2007-11-15,6441600000
2007-11-16,6535200000
2007-11-19,6295200000
2007-11-20,6280800000
2007-11-21,6259200000
2007-11-23,6379200000
2007-11-26,6199200000
2007-11-27,6321600000
2007-11-28,6729600000
2007-11-29,6777600000
2007-11-30,6900000000
2007-12-03,6832800000
2007-12-04,6664800000
2007-12-05,6669600000
2007-12-06,6736800000
2007-12-07,6825600000
2007-12-10,6854400000
2007-12-11,6756000000
2007-12-12,6580800000
2007-12-13,6441600000
2007-12-14,6350400000
2007-12-17,6444000000
2007-12-18,6463200000
2007-12-19,6664800000
2007-12-20,6808800000
2007-12-21,6900000000
2007-12-24,7041600000
2007-12-26,7128000000
2007-12-27,6885600000
2007-12-28,6842400000
2007-12-31,6772800000
2008-01-02,6436800000
2008-01-03,6038400000
2008-01-04,5899200000
2008-01-07,5841600000
2008-01-08,5666400000
2008-01-09,5800800000
2008-01-10,5992800000
2008-01-11,5827200000
2008-01-14,6112800000
2008-01-15,5846400000
2008-01-16,5858400000
2008-01-17,5637600000
2008-01-18,5820000000
2008-01-22,5767200000
2008-01-23,6033600000
2008-01-24,6033600000
2008-01-25,6016800000
2008-01-28,6187200000
2008-01-29,6225600000
2008-01-30,6060000000
2008-01-31,6048000000
2008-02-01,6256800000
2008-02-04,6091200000
2008-02-05,5872800000
2008-02-06,5752800000
2008-02-07,5810400000
2008-02-08,5685600000
2008-02-11,5889600000
2008-02-12,5913600000
2008-02-13,6076800000
2008-02-14,6525600000
2008-02-15,6446400000
2008-02-19,6384000000
2008-02-20,6422400000
2008-02-21,6350400000
2008-02-22,6463200000
2008-02-25,6652800000
2008-02-26,6782400000
2008-02-27,7034400000
2008-02-28,6806400000
2008-02-29,6504000000
2008-03-03,6696000000
2008-03-04,6580800000
2008-03-05,6532800000
2008-03-06,6307200000
2008-03-07,6146400000
2008-03-10,6084000000
2008-03-11,6266400000
2008-03-12,6120000000
2008-03-13,6213600000
2008-03-14,6146400000
2008-03-17,5724000000
2008-03-18,6048000000
2008-03-19,5872800000
2008-03-20,6302400000
2008-03-24,6386400000
2008-03-25,6292800000
2008-03-26,6108000000
2008-03-27,6062400000
2008-03-28,5952000000
2008-03-31,6217800000
2008-04-01,6497360000
2008-04-02,6560020000
2008-04-03,6564840000
2008-04-04,6405780000
2008-04-07,6463620000
2008-04-08,6555200000
2008-04-09,6140680000
2008-04-10,6278050000
2008-04-11,6145500000
2008-04-14,6212980000
2008-04-15,6246720000
2008-04-16,6533510000
2008-04-17,6473260000
2008-04-18,6603400000
2008-04-21,6673290000
2008-04-22,6364810000
2008-04-23,6434700000
2008-04-24,6567250000
2008-04-25,6967310000
2008-04-28,6547970000
2008-04-29,6292510000
2008-04-30,6453980000
2008-05-01,6649190000
2008-05-02,6550380000
2008-05-05,6507000000
2008-05-06,6885370000
2008-05-07,6844400000
2008-05-08,6757640000
2008-05-09,6719080000
2008-05-12,6803430000
2008-05-13,6748000000
2008-05-14,6875730000
2008-05-15,7042020000
2008-05-16,6984180000
2008-05-19,6851630000
2008-05-20,6776920000
2008-05-21,6526280000
2008-05-22,6413010000
2008-05-23,6094890000
2008-05-27,6037050000
2008-05-28,5988850000
2008-05-29,6049100000
2008-05-30,6123810000
2008-06-02,5909320000
2008-06-03,5728570000
2008-06-04,5957520000
2008-06-05,6029820000
2008-06-06,5569510000
2008-06-09,5526130000
2008-06-10,5444190000
2008-06-11,5181500000
2008-06-12,5289950000
2008-06-13,5576740000
2008-06-16,5408040000
2008-06-17,5253800000
2008-06-18,5044130000
2008-06-19,5133300000
2008-06-20,4901940000
2008-06-23,4827230000
2008-06-24,4774210000
2008-06-25,4942910000
2008-06-26,4395840000
2008-06-27,4398250000
2008-06-30,4297030000
2008-07-01,4345230000
2008-07-02,4229550000
2008-07-03,4297030000
2008-07-07,4222320000
2008-07-08,4456090000
2008-07-09,4227140000
2008-07-10,4097000000
2008-07-11,4092180000
2008-07-14,3995779999
2008-07-15,4017470000
2008-07-16,4335590000
2008-07-17,4603100000
2008-07-18,4465730000
2008-07-21,4465730000
2008-07-22,4824820000
2008-07-23,4967010000
2008-07-24,4646480000
2008-07-25,4697090000
2008-07-28,4564540000
2008-07-29,4619970000
2008-07-30,4713960000
2008-07-31,4730830000
2008-08-01,4627200000
2008-08-04,4525980000
2008-08-05,5080280000
2008-08-06,4875430000
2008-08-07,4648890000
2008-08-08,5140530000
2008-08-11,5403220000
2008-08-12,5369480000
2008-08-13,5029670000
2008-08-14,4986290000
2008-08-15,5159810000
2008-08-18,5032080000
2008-08-19,4863380000
2008-08-20,4803130000
2008-08-21,4663350000
2008-08-22,4906760000
2008-08-25,4740470000
2008-08-26,4680220000
2008-08-27,4665760000
2008-08-28,4829640000
2008-08-29,4726010000
2008-09-02,4926040000
2008-09-03,5106790000
2008-09-04,4945320000
2008-09-05,4962190000
2008-09-08,4918810000
2008-09-09,4350050000
2008-09-10,4174120000
2008-09-11,4289800000
2008-09-12,4422350000
2008-09-15,4268110000
2008-09-16,4313900000
2008-09-17,3918660000
2008-09-18,3921070000
2008-09-19,4140380000
2008-09-22,3863230000
2008-09-23,3976500000
2008-09-24,3851180000
2008-09-25,3937940000
2008-09-26,3993370000
2008-09-29,3581260000
2008-09-30,3689710000
2008-10-01,3627050000
2008-10-02,3173970000
2008-10-03,3024550000
2008-10-06,2896820000
2008-10-07,3007680000
2008-10-08,3306520000
2008-10-09,3046240000
2008-10-10,2940200000
2008-10-13,3072750000
2008-10-14,2916100000
2008-10-15,2491940000
2008-10-16,2573880000
2008-10-17,2819700000
2008-10-20,2798010000
2008-10-21,2701610000
2008-10-22,2400360000
2008-10-23,2267810000
2008-10-24,2142490000
2008-10-27,1884620000
2008-10-28,2072600000
2008-10-29,2024400000
2008-10-30,2043680000
2008-10-31,2149720000
2008-11-03,2265400000
2008-11-04,2436510000
2008-11-05,2147310000
2008-11-06,1764120000
2008-11-07,1720740000
2008-11-10,1662900000
2008-11-11,1465280000
2008-11-12,1303810000
2008-11-13,1496610000
2008-11-14,1306220000
2008-11-17,1286940000
2008-11-18,1260430000
2008-11-19,1164030000
2008-11-20,1007379999
2008-11-21,1207410000
2008-11-24,1385750000
2008-11-25,1383340000
2008-11-26,1537580000
2008-11-28,1549630000
2008-12-01,1260430000
2008-12-02,1421900000
2008-12-03,1371290000
2008-12-04,1344780000
2008-12-05,1462870000
2008-12-08,1537580000
2008-12-09,1499020000
2008-12-10,1619520000
2008-12-11,1467690000
2008-12-12,1479740000
2008-12-15,1421900000
2008-12-16,1539990000
2008-12-17,1602650000
2008-12-18,1431540000
2008-12-19,1474920000
2008-12-22,1395390000
2008-12-23,1339960000
2008-12-24,1359240000
2008-12-26,1344780000
2008-12-29,1306220000
2008-12-30,1349600000
2008-12-31,1438770000
2009-01-02,1568910000
2009-01-05,1679770000
2009-01-06,1809910000
2009-01-07,1915950000
2009-01-08,1906310000
2009-01-09,1838830000
2009-01-12,1624340000
2009-01-13,1496610000
2009-01-14,1460460000
2009-01-15,1491790000
2009-01-16,1617110000
2009-01-20,1380930000
2009-01-21,1453230000
2009-01-22,1448410000
2009-01-23,1564090000
2009-01-26,1477330000
2009-01-27,1482150000
2009-01-28,1638800000
2009-01-29,1525530000
2009-01-30,1486970000
2009-02-02,1438770000
2009-02-03,1474920000
2009-02-04,1542400000
2009-02-05,1670130000
2009-02-06,1727970000
2009-02-09,1744840000
2009-02-10,1633980000
2009-02-11,1660490000
2009-02-12,1674950000
2009-02-13,1667720000
2009-02-17,1450820000
2009-02-18,1537580000
2009-02-19,1477330000
2009-02-20,1438770000
2009-02-23,1262840000
2009-02-24,1330320000
2009-02-25,1197770000
2009-02-26,1159210000
2009-02-27,1070040000
2009-03-02,949540000
2009-03-03,901340000
2009-03-04,939900000
2009-03-05,857960000
2009-03-06,845910000
2009-03-09,939900000
2009-03-10,1084500000
2009-03-11,1159210000
2009-03-12,1233920000
2009-03-13,1262840000
2009-03-16,1253200000
2009-03-17,1327910000
2009-03-18,1467690000
2009-03-19,1486970000
2009-03-20,1407440000
2009-03-23,1593010000
2009-03-24,1578550000
2009-03-25,1578550000
2009-03-26,1703870000
2009-03-27,1650850000
2009-03-30,1491790000
2009-03-31,1508660000
2009-04-01,1564090000
2009-04-02,1701460000
2009-04-03,1783400000
2009-04-06,1824370000
2009-04-07,1691820000
2009-04-08,1853290000
2009-04-09,2048500000
2009-04-13,2118389999
2009-04-14,2075009999
2009-04-15,2159360000
2009-04-16,2332880000
2009-04-17,2460610000
2009-04-20,2178640000
2009-04-21,2284680000
2009-04-22,2390720000
