,BA
2023-03-07,125209424000
2023-03-08,124775840000
2023-03-09,121186728000
2023-03-10,122288754000
2023-03-13,122469414000
2023-03-14,124824016000
2023-03-15,119362062000
2023-03-16,122361018000
2023-03-17,121072310000
2023-03-20,123312494000
2023-03-21,123270340000
2023-03-22,118127552000
2023-03-23,119175380000
2023-03-24,118952566000
2023-03-27,120783254000
2023-03-28,123426912000
2023-03-29,125239534000
2023-03-30,127088288000
2023-03-31,128562636000
2023-04-03,130354027999
2023-04-04,129452280000
2023-04-05,127092000000
2023-04-06,127921124000
2023-04-10,127564056000
2023-04-11,128496064000
2023-04-12,128508168000
2023-04-13,129264668000
2023-04-14,122074892000
2023-04-17,124084156000
2023-04-18,126105524000
2023-04-19,126311292000
2023-04-20,125415596000
2023-04-21,124156780000
2023-04-24,124532004000
2023-04-25,122365388000
2023-04-26,122873756000
2023-04-27,124695408000
2023-04-28,125143256000
2023-05-01,123382124000
2023-05-02,123006900000
2023-05-03,121602836000
2023-05-04,119254660000
2023-05-05,120035368000
2023-05-08,119381752000
2023-05-09,122177776000
2023-05-10,121548368000
2023-05-11,122153568000
2023-05-12,121463640000
2023-05-15,122716404000
2023-05-16,121566524000
2023-05-17,125197724000
2023-05-18,125421648000
2023-05-19,124362548000
2023-05-22,124616732000
2023-05-23,122613520000
2023-05-24,120598204000
2023-05-25,121566524000
2023-05-26,123236876000
2023-05-30,123878388000
2023-05-31,124489640000
2023-06-01,125857392000
2023-06-02,129101264000
2023-06-05,126353656000
2023-06-06,125451908000
2023-06-07,128260036000
2023-06-08,132000172000
2023-06-09,131516012000
2023-06-12,134088112000
2023-06-13,133373976000
2023-06-14,131267880000
2023-06-15,132786932000
2023-06-16,133137948000
2023-06-20,128526324000
2023-06-21,128350816000
2023-06-22,124435172000
2023-06-23,124314132000
2023-06-26,124417016000
2023-06-27,126747036000
2023-06-28,127527744000
2023-06-29,128199516000
2023-06-30,128216352000
2023-07-03,128070624000
2023-07-05,129521832000
2023-07-06,129102864000
2023-07-07,128787120000
2023-07-10,129521832000
2023-07-11,132831072000
2023-07-12,131829192000
2023-07-13,131671320000
2023-07-14,129406464000
2023-07-17,128647464000
2023-07-18,128465304000
2023-07-19,126661920000
2023-07-20,129703992000
2023-07-21,128604960000
2023-07-24,131076264000
2023-07-25,130013664000
2023-07-26,141356160000
2023-07-27,141933000000
2023-07-28,144932568000
2023-07-31,145029720000
2023-08-01,144519672000
2023-08-02,140493936000
2023-08-03,140481792000
2023-08-04,140481792000
2023-08-07,144665400000
2023-08-08,144537888000
2023-08-09,144428592000
2023-08-10,144671472000
2023-08-11,143129184000
2023-08-14,143730312000
2023-08-15,141028272000
2023-08-16,139625640000
2023-08-17,136340688000
2023-08-18,137621880000
2023-08-21,137967984000
2023-08-22,139698504000
2023-08-23,138793776000
2023-08-24,131950632000
2023-08-25,135654552000
2023-08-28,137870832000
2023-08-29,137986200000
2023-08-30,138957720000
2023-08-31,136031016000
2023-09-01,135648480000
2023-09-05,135144504000
2023-09-06,132339240000
2023-09-07,131185560000
2023-09-08,128283144000
2023-09-11,128125272000
2023-09-12,127906680000
2023-09-13,126540480000
2023-09-14,126935160000
2023-09-15,126364392000
2023-09-18,124548864000
2023-09-19,124160256000
2023-09-20,122879064000
2023-09-21,121409640000
2023-09-22,120049512000
2023-09-25,120699216000
2023-09-26,118792607999
2023-09-27,118683312000
2023-09-28,115629096000
2023-09-29,116388096000
2023-10-02,114482385000
2023-10-03,115146740000
2023-10-04,113811935000
2023-10-05,113543755000
2023-10-06,114208110000
2023-10-09,114884655000
2023-10-10,117956535000
2023-10-11,119504665000
2023-10-12,116597350000
2023-10-13,112702645000
2023-10-16,112714835000
2023-10-17,113123200000
2023-10-18,113178055000
2023-10-19,111410505000
2023-10-20,109734380000
2023-10-23,110337785000
2023-10-24,111148420000
2023-10-25,108326435000
2023-10-26,109155355000
2023-10-27,109521055000
2023-10-30,111142325000
2023-10-31,113866790000
2023-11-01,115427110000
2023-11-02,117030095000
2023-11-03,118882975000
2023-11-06,117603025000
2023-11-07,116664395000
2023-11-08,116920385000
2023-11-09,117834635000
2023-11-10,119858175000
2023-11-13,124667130000
2023-11-14,126452965000
2023-11-15,127208745000
2023-11-16,125922700000
2023-11-17,126800380000
2023-11-20,132694245000
2023-11-21,133035565000
2023-11-22,134035145000
2023-11-24,134090000000
2023-11-27,133663350000
2023-11-28,135534515000
2023-11-29,136790085000
2023-11-30,141178485000
2023-12-01,142543765000
2023-12-04,143153265000
2023-12-05,142720520000
2023-12-06,144384455000
2023-12-07,144652635000
2023-12-08,149144650000
2023-12-11,151204760000
2023-12-12,151539985000
2023-12-13,152929645000
2023-12-14,156178280000
2023-12-15,161072565000
2023-12-18,158719895000
2023-12-19,160609345000
2023-12-20,158622375000
2023-12-21,159701190000
2023-12-22,158738180000
2023-12-26,160170505000
2023-12-27,159749950000
2023-12-28,158683325000
2023-12-29,158872270000
2024-01-02,154303704000
2024-01-03,149492439000
2024-01-04,150123726000
2024-01-05,152612100000
2024-01-08,140354100000
2024-01-09,138368304000
2024-01-10,139643136000
2024-01-11,136468314000
2024-01-12,133428330000
2024-01-16,122898708000
2024-01-17,124455474000
2024-01-18,129695769000
2024-01-19,131785758000
2024-01-22,131730597000
2024-01-23,129628350000
2024-01-24,131240277000
2024-01-25,123732252000
2024-01-26,125932563000
2024-01-29,125760951000
2024-01-30,122849676000
2024-01-31,129346416000
2024-02-01,128592549000
2024-02-02,128329002000
2024-02-05,126643527000
2024-02-06,127838682000
2024-02-07,129885767999
2024-02-08,128230938000
2024-02-09,128218680000
2024-02-12,128298357000
2024-02-13,125313534000
2024-02-14,124651602000
2024-02-15,125846757000
2024-02-16,124964180999
2024-02-20,124645473000
2024-02-21,123542253000
2024-02-22,123499350000
2024-02-23,123088707000
2024-02-26,122910966000
2024-02-27,123438060000
2024-02-28,126870300000
2024-02-29,124859988000
2024-03-01,122580000000
2024-03-04,122910966000
2024-03-05,123278705999
2024-03-06,123192900000
2024-03-07,124437087000
2024-03-08,121654521000
2024-03-11,117977121000
2024-03-12,112920696000
2024-03-13,111762315000
2024-03-14,111026835000
2024-03-15,111872637000
2024-03-18,110223936000
2024-03-19,111020705999
2024-03-20,115090362000
2024-03-21,115041330000
2024-03-22,115746165000
2024-03-25,117315189000
2024-03-26,114918750000
2024-03-27,117646155000
2024-03-28,118283571000
2024-04-01,116144550000
2024-04-02,115249716000
2024-04-03,113337467999
2024-04-04,112338441000
2024-04-05,112246505999
2024-04-08,111278124000
2024-04-09,109169748000
2024-04-10,107030727000
2024-04-11,106252344000
2024-04-12,103917195000
2024-04-15,102856878000
2024-04-16,104530095000
2024-04-17,104321709000
2024-04-18,104333967000
2024-04-19,104082678000
2024-04-22,104487192000
2024-04-23,103690422000
2024-04-24,100717857000
2024-04-25,102237849000
2024-04-26,102489138000
2024-04-29,106332021000
2024-04-30,102869136000
2024-05-01,105087834000
2024-05-02,109617165000
2024-05-03,110193291000
2024-05-06,109310715000
2024-05-07,108305559000
2024-05-08,110536515000
2024-05-09,111088125000
2024-05-10,109408779000
2024-05-13,109365876000
2024-05-14,110787804000
2024-05-15,108477171000
2024-05-16,112136184000
2024-05-17,113355855000
2024-05-20,114373269000
2024-05-21,113251662000
2024-05-22,114171012000
2024-05-23,105547509000
2024-05-24,106963308000
2024-05-28,107306532000
2024-05-29,105204285000
2024-05-30,105878475000
2024-05-31,108857169000
2024-06-03,113122953000
2024-06-04,115605198000
2024-06-05,116359065000
2024-06-06,117321317999
2024-06-07,116598096000
2024-06-10,116524548000
2024-06-11,113692950000
2024-06-12,111958442999
2024-06-13,110751030000
2024-06-14,108648783000
2024-06-17,109335230999
2024-06-18,107251371000
2024-06-20,108054270000
2024-06-21,108213624000
2024-06-24,109770390000
2024-06-25,107318790000
2024-06-26,109402650000
2024-06-27,111860379000
2024-06-28,111553929000
2024-07-01,114428430000
2024-07-02,113643917999
2024-07-03,112963599000
2024-07-05,113282307000
2024-07-08,113901336000
2024-07-09,112307796000
2024-07-10,112608117000
2024-07-11,112718439000
2024-07-12,111737799000
2024-07-15,109776519000
2024-07-16,114030045000
2024-07-17,113288436000
2024-07-18,110462967000
2024-07-19,110119742999
2024-07-22,109647810000
2024-07-23,114293592000
2024-07-24,110364903000
2024-07-25,112988115000
2024-07-26,114544880999
2024-07-29,114280509000
2024-07-30,115161818000
2024-07-31,117466780000
2024-08-01,109892453000
2024-08-02,104740185000
2024-08-05,102940589000
2024-08-06,101714152000
2024-08-07,100604812000
2024-08-08,104074581000
2024-08-09,103482933000
