,BA
2004-08-25,42777000000
2004-08-26,42426636000
2004-08-27,42361452000
2004-08-30,42263676000
2004-08-31,42548856000
2004-09-01,42687372000
2004-09-02,43665132000
2004-09-03,43265880000
2004-09-07,43974756000
2004-09-08,44039940000
2004-09-09,43396248000
2004-09-10,44121420000
2004-09-13,44227344000
2004-09-14,43934016000
2004-09-15,43722168000
2004-09-16,44422896000
2004-09-17,44936220000
2004-09-20,44602152000
2004-09-21,44569560000
2004-09-22,43738464000
2004-09-23,43184400000
2004-09-24,43298472000
2004-09-27,42785148000
2004-09-28,42630336000
2004-09-29,41562948000
2004-09-30,41213408000
2004-10-01,41900032000
2004-10-04,41772288000
2004-10-05,41109616000
2004-10-06,41804224000
2004-10-07,40973888000
2004-10-08,39999840000
2004-10-11,40127584000
2004-10-12,40239360000
2004-10-13,40103632000
2004-10-14,40119600000
2004-10-15,40071696000
2004-10-18,39592656000
2004-10-19,39289264000
2004-10-20,39089664000
2004-10-21,39568704000
2004-10-22,39528784000
2004-10-25,39121600000
2004-10-26,39904032000
2004-10-27,39999840000
2004-10-28,39816208000
2004-10-29,39840160000
2004-11-01,39880080000
2004-11-02,39824192000
2004-11-03,40838160000
2004-11-04,40391056000
2004-11-05,40838160000
2004-11-08,41572688000
2004-11-09,41923984000
2004-11-10,42642544000
2004-11-11,43353120000
2004-11-12,43057712000
2004-11-15,43137552000
2004-11-16,43113600000
2004-11-17,43712400000
2004-11-18,43792240000
2004-11-19,42929968000
2004-11-22,43089648000
2004-11-23,43377072000
2004-11-24,43209408000
2004-11-26,43129568000
2004-11-29,42810208000
2004-11-30,42770288000
2004-12-01,43672480000
2004-12-02,43800224000
2004-12-03,44119584000
2004-12-06,43712400000
2004-12-07,42914000000
2004-12-08,42155520000
2004-12-09,42139552000
2004-12-10,41852128000
2004-12-13,42051728000
2004-12-14,42027776000
2004-12-15,41836160000
2004-12-16,41580672000
2004-12-17,42395040000
2004-12-20,42490848000
2004-12-21,42650528000
2004-12-22,43041744000
2004-12-23,42738352000
2004-12-27,42434960000
2004-12-28,42514800000
2004-12-29,41572688000
2004-12-30,41436960000
2004-12-31,41333168000
2005-01-03,40694448000
2005-01-04,39904032000
2005-01-05,40566704000
2005-01-06,40303232000
2005-01-07,40167504000
2005-01-10,40702432000
2005-01-11,40574688000
2005-01-12,41468896000
2005-01-13,40422992000
2005-01-14,40646544000
2005-01-18,41389056000
2005-01-19,41045744000
2005-01-20,40638560000
2005-01-21,39975888000
2005-01-24,39632576000
2005-01-25,39792256000
2005-01-26,39808224000
2005-01-27,40694448000
2005-01-28,39856128000
2005-01-31,40399040000
2005-02-01,40750336000
2005-02-02,41700432000
2005-02-03,41516800000
2005-02-04,41979872000
2005-02-07,41916000000
2005-02-08,42714400000
2005-02-09,43209408000
2005-02-10,43001824000
2005-02-11,43225376000
2005-02-14,43145536000
2005-02-15,43456912000
2005-02-16,43049728000
2005-02-17,42842144000
2005-02-18,42139552000
2005-02-22,41636560000
2005-02-23,42091648000
2005-02-24,43065696000
2005-02-25,43904016000
2005-02-28,43888048000
2005-03-01,43504816000
2005-03-02,44151520000
2005-03-03,45844128000
2005-03-04,46610592000
2005-03-07,46546720000
2005-03-08,46426960000
2005-03-09,46107600000
2005-03-10,46291232000
2005-03-11,45900016000
2005-03-14,46075664000
2005-03-15,46690432000
2005-03-16,45325168000
2005-03-17,45420976000
2005-03-18,45636544000
2005-03-21,45381056000
2005-03-22,45684448000
2005-03-23,45389040000
2005-03-24,45349120000
2005-03-28,46387040000
2005-03-29,45708400000
2005-03-30,46937936000
2005-03-31,46376318000
2005-04-01,46630174000
2005-04-04,46273189000
2005-04-05,46273189000
2005-04-06,46352519000
2005-04-07,46812633000
2005-04-08,46487380000
2005-04-11,47122020000
2005-04-12,46368385000
2005-04-13,46542911000
2005-04-14,46138328000
2005-04-15,45218100000
2005-04-18,45154636000
2005-04-19,46082797000
2005-04-20,45400559000
2005-04-21,46868164000
2005-04-22,45916204000
2005-04-25,47264814000
2005-04-26,46804700000
2005-04-27,47328278000
2005-04-28,46582576000
2005-04-29,47217216000
2005-05-02,47106154000
2005-05-03,47494871000
2005-05-04,47820124000
2005-05-05,47391742000
2005-05-06,48399233000
2005-05-09,48042248000
2005-05-10,48423032000
2005-05-11,47915320000
2005-05-12,47986717000
2005-05-13,47201350000
2005-05-16,47923253000
2005-05-17,48319903000
2005-05-18,48938677000
2005-05-19,48668955000
2005-05-20,49105270000
2005-05-23,48899012000
2005-05-24,49382925000
2005-05-25,48748285000
2005-05-26,49969967000
2005-05-27,49993766000
2005-05-31,50691870000
2005-06-01,50612540000
2005-06-02,51072654000
2005-06-03,51294778000
2005-06-06,52000815000
2005-06-07,51786624000
2005-06-08,51144051000
2005-06-09,51651763000
2005-06-10,51286845000
2005-06-13,51270979000
2005-06-14,49922369000
2005-06-15,51096453000
2005-06-16,50525277000
2005-06-17,51263046000
2005-06-20,50509411000
2005-06-21,49803374000
2005-06-22,50081029000
2005-06-23,49073538000
2005-06-24,48066047000
2005-06-27,48994208000
2005-06-28,49541585000
2005-06-29,48922811000
2005-06-30,51961800000
2005-07-01,50922564000
2005-07-05,51505166000
2005-07-06,50615517000
2005-07-07,51316214000
2005-07-08,51229610999
2005-07-11,51150881000
2005-07-12,50623390000
2005-07-13,50843834000
2005-07-14,50843834000
2005-07-15,50977675000
2005-07-18,50969801999
2005-07-19,51087897000
2005-07-20,52024784000
2005-07-21,51733482999
2005-07-22,52127132999
2005-07-25,52001165000
2005-07-26,52237354999
2005-07-27,52512910000
2005-07-28,51961800000
2005-07-29,51969673000
2005-08-01,51764975000
2005-08-02,52221609000
2005-08-03,52473545000
2005-08-04,52174371000
2005-08-05,52111387000
2005-08-08,51953926999
2005-08-09,52851449000
2005-08-10,51930307999
2005-08-11,52993163000
2005-08-12,52386942000
2005-08-15,53111257999
2005-08-16,52174371000
2005-08-17,52764846000
2005-08-18,52457799000
2005-08-19,52867195000
2005-08-22,53371067000
2005-08-23,53087639000
2005-08-24,52851449000
2005-08-25,52914432999
2005-08-26,52205863000
2005-08-29,53205734000
2005-08-30,52544401999
2005-08-31,52764846000
2005-09-01,51953926999
2005-09-02,50654882000
2005-09-06,51198119000
2005-09-07,50780850000
2005-09-08,50851707000
2005-09-09,51489420000
2005-09-12,51284722000
2005-09-13,51489420000
2005-09-14,50528914000
2005-09-15,51237484000
2005-09-16,51017040000
2005-09-19,50465929999
2005-09-20,49954185000
2005-09-21,49135393000
2005-09-22,49214123000
2005-09-23,49757360000
2005-09-26,50914691000
2005-09-27,52394815000
2005-09-28,52914432999
2005-09-29,52969544000
2005-09-30,52355475000
2005-10-03,51731370000
2005-10-04,52355475000
2005-10-05,51662025000
2005-10-06,52340065000
2005-10-07,51854650000
2005-10-10,52316950000
2005-10-11,51392350000
2005-10-12,52124325000
2005-10-13,51230544999
2005-10-14,52008750000
2005-10-17,51808419999
2005-10-18,51715960000
2005-10-19,52679085000
2005-10-20,51854650000
2005-10-21,50868410000
2005-10-24,51870059999
2005-10-25,51600385000
2005-10-26,50159549999
2005-10-27,49350525000
2005-10-28,50575620000
2005-10-31,49805120000
2005-11-01,50121025000
2005-11-02,49851350000
2005-11-03,50467750000
2005-11-04,50298240000
2005-11-07,50614145000
2005-11-08,50090205000
2005-11-09,49859054999
2005-11-10,50930049999
2005-11-11,50352174999
2005-11-14,51030215000
2005-11-15,51623500000
2005-11-16,51962520000
2005-11-17,52124325000
2005-11-18,51584975000
2005-11-21,53164500000
2005-11-22,53241549999
2005-11-23,53503520000
2005-11-25,53210730000
2005-11-28,52879415000
2005-11-29,53264665000
2005-11-30,52540395000
2005-12-01,53680735000
2005-12-02,53503520000
2005-12-05,53318600000
2005-12-06,53603684999
2005-12-07,53665325000
2005-12-08,53988934999
2005-12-09,53665325000
2005-12-12,54081395000
2005-12-13,54389595000
2005-12-14,55052225000
2005-12-15,54543695000
2005-12-16,54512875000
2005-12-19,53911885000
2005-12-20,54505169999
2005-12-21,54235495000
2005-12-22,54952059999
2005-12-23,55083044999
2005-12-27,54343365000
2005-12-28,54674679999
2005-12-29,54844190000
2005-12-30,54119919999
2006-01-03,54274020000
2006-01-04,54836485000
2006-01-05,54189265000
2006-01-06,53434174999
2006-01-09,52987285000
2006-01-10,53241549999
2006-01-11,54012049999
2006-01-12,53696145000
2006-01-13,53534340000
2006-01-17,52925645000
2006-01-18,52709905000
2006-01-19,52524985000
2006-01-20,51238250000
2006-01-23,51638910000
2006-01-24,52132030000
2006-01-25,51554155000
2006-01-26,52948760000
2006-01-27,52825480000
2006-01-30,53187615000
2006-01-31,52632855000
2006-02-01,55183210000
2006-02-02,55244850000
2006-02-03,54605335000
2006-02-06,54813370000
2006-02-07,55129275000
2006-02-08,55291080000
2006-02-09,55483705000
2006-02-10,55884365000
2006-02-13,55560755000
2006-02-14,56023054999
2006-02-15,55822725000
2006-02-16,55899775000
2006-02-17,56215679999
2006-02-21,56285025000
2006-02-22,57317495000
2006-02-23,56939950000
2006-02-24,57255855000
2006-02-27,57117165000
2006-02-28,56007645000
2006-03-01,56207975000
2006-03-02,56092400000
2006-03-03,56546995000
2006-03-06,55961415000
2006-03-07,56369780000
2006-03-08,56107809999
2006-03-09,56832080000
2006-03-10,57625695000
2006-03-13,57664220000
2006-03-14,58134225000
2006-03-15,58596525000
2006-03-16,59120465000
2006-03-17,59983424999
2006-03-20,60237690000
2006-03-21,60299330000
2006-03-22,60569005000
2006-03-23,60021950000
2006-03-24,60661465000
2006-03-27,60399495000
2006-03-28,59721455000
2006-03-29,61008190000
2006-03-30,60422610000
2006-03-31,59328109000
2006-04-03,59389013000
2006-04-04,59838179999
2006-04-05,60226443000
2006-04-06,60766965999
2006-04-07,60576640999
2006-04-10,61505427000
2006-04-11,61337940999
2006-04-12,63347772999
2006-04-13,63134609000
2006-04-17,62693054999
2006-04-18,63416290000
2006-04-19,64680047999
2006-04-20,65091150000
2006-04-21,65821997999
2006-04-24,65547929999
2006-04-25,64794243000
2006-04-26,64641983000
2006-04-27,64025329999
2006-04-28,63530485000
2006-05-01,63842618000
2006-05-02,64961729000
2006-05-03,65372831000
2006-05-04,65959032000
2006-05-05,67352211000
2006-05-08,66682267000
2006-05-09,66986786999
2006-05-10,67710022000
2006-05-11,67154272999
2006-05-12,66240713000
2006-05-15,65365218000
2006-05-16,65776320000
2006-05-17,63774101000
2006-05-18,62982349000
2006-05-19,64413593000
2006-05-22,65251022999
2006-05-23,64824695000
2006-05-24,62715894000
2006-05-25,63180286999
2006-05-26,63568550000
2006-05-30,62525569000
2006-05-31,63378225000
2006-06-01,63675132000
2006-06-02,63796940000
2006-06-05,62525569000
2006-06-06,61398845000
2006-06-07,62015497999
2006-06-08,61809947000
2006-06-09,61284650000
2006-06-12,59290044000
2006-06-13,58604874000
2006-06-14,62434213000
2006-06-15,64565853000
2006-06-16,65121602000
2006-06-19,64527788000
2006-06-20,64596304999
2006-06-21,65357604999
2006-06-22,63994878000
2006-06-23,63484807000
2006-06-26,63865457000
2006-06-27,62373309000
2006-06-28,62913832000
2006-06-29,63187900000
2006-06-30,63316430000
2006-07-03,62844900000
2006-07-05,61971410000
2006-07-06,62466130000
2006-07-07,61832269999
2006-07-10,62110549999
2006-07-11,63099990000
2006-07-12,62551160000
2006-07-13,61523070000
2006-07-14,59714250000
2006-07-17,61028350000
2006-07-18,61198410000
2006-07-19,63610170000
2006-07-20,62373370000
2006-07-21,61128840000
2006-07-24,62953120000
2006-07-25,64738750000
2006-07-26,61762700000
2006-07-27,60842829999
2006-07-28,60997430000
2006-07-31,59845660000
2006-08-01,60425410000
2006-08-02,60773260000
2006-08-03,61376200000
2006-08-04,61445769999
2006-08-07,61646750000
2006-08-08,60409950000
2006-08-09,59644680000
2006-08-10,58902600000
2006-08-11,58717079999
2006-08-14,58276470000
2006-08-15,59196340000
2006-08-16,60935590000
2006-08-17,60750070000
2006-08-18,60000260000
2006-08-21,59234990000
2006-08-22,59482350000
2006-08-23,59026280000
2006-08-24,58160519999
2006-08-25,57147890000
2006-08-28,57758560000
2006-08-29,57031940000
2006-08-30,57990460000
2006-08-31,57897700000
2006-09-01,58307390000
2006-09-05,58253280000
2006-09-06,57542120000
2006-09-07,56328510000
2006-09-08,56274400000
2006-09-11,57062859999
2006-09-12,57402980000
2006-09-13,58995359999
2006-09-14,57982730000
2006-09-15,57982730000
2006-09-18,58137329999
2006-09-19,57874510000
2006-09-20,58894870000
2006-09-21,58833030000
2006-09-22,59714250000
2006-09-25,60069829999
2006-09-26,61067000000
2006-09-27,61383930000
2006-09-28,61283440000
2006-09-29,60951049999
2006-10-02,61209038000
2006-10-03,62594412000
2006-10-04,64262983999
2006-10-05,64002748000
2006-10-06,64048672000
2006-10-09,63260310000
2006-10-10,62862302000
2006-10-11,62487256000
2006-10-12,64018056000
2006-10-13,63061306000
2006-10-16,63267964000
2006-10-17,62984766000
2006-10-18,63329195999
2006-10-19,63076614000
2006-10-20,62563795999
2006-10-23,63375120000
2006-10-24,63979786000
2006-10-25,61890244000
2006-10-26,60573756000
2006-10-27,61032995999
2006-10-30,61400388000
2006-10-31,61124844000
2006-11-01,61277924000
2006-11-02,60619680000
2006-11-03,61209038000
2006-11-06,61599392000
2006-11-07,64944189999
2006-11-08,65403430000
2006-11-09,65143194000
2006-11-10,65533548000
2006-11-13,65587126000
2006-11-14,65625395999
2006-11-15,66651032000
2006-11-16,67898633999
2006-11-17,68518608000
2006-11-20,68212448000
2006-11-21,69727940000
2006-11-22,68962540000
2006-11-24,68709958000
2006-11-27,66872998000
2006-11-28,67309276000
2006-11-29,68036406000
2006-11-30,67760862000
2006-12-01,68541570000
2006-12-04,68564532000
2006-12-05,69444742000
2006-12-06,69521282000
2006-12-07,68893654000
2006-12-08,68985502000
2006-12-11,68717612000
2006-12-12,69123274000
2006-12-13,68579839999
2006-12-14,68832422000
2006-12-15,69421780000
2006-12-18,68549224000
2006-12-19,69016118000
2006-12-20,68962540000
2006-12-21,68840076000
2006-12-22,67936904000
2006-12-26,67959866000
2006-12-27,68028752000
2006-12-28,68120600000
2006-12-29,67998136000
2007-01-03,68250718000
2007-01-04,68526262000
2007-01-05,68235410000
2007-01-08,68074676000
2007-01-09,67355200000
2007-01-10,68327258000
2007-01-11,67998136000
2007-01-12,67454702000
2007-01-16,67355200000
2007-01-17,67990482000
2007-01-18,67355200000
2007-01-19,67837402000
2007-01-22,65518239999
2007-01-23,66865344000
2007-01-24,67049039999
2007-01-25,65946864000
2007-01-26,65388122000
2007-01-29,65441700000
2007-01-30,65824400000
2007-01-31,68549224000
2007-02-01,69689670000
2007-02-02,68924270000
2007-02-05,69437088000
2007-02-06,69636092000
2007-02-07,69153890000
2007-02-08,68518608000
2007-02-09,68886000000
2007-02-12,68273680000
2007-02-13,68342566000
2007-02-14,68840076000
2007-02-15,70194834000
2007-02-16,69605476000
2007-02-20,69674362000
2007-02-21,69620784000
2007-02-22,69329932000
2007-02-23,69100312000
2007-02-26,68067022000
2007-02-27,66742880000
2007-02-28,66788804000
2007-03-01,67240389999
2007-03-02,66612762000
2007-03-05,66605108000
2007-03-06,67217427999
2007-03-07,67898633999
2007-03-08,68036406000
2007-03-09,68510954000
2007-03-12,69804480000
2007-03-13,68465030000
2007-03-14,68870692000
2007-03-15,69682016000
2007-03-16,68886000000
2007-03-19,69130928000
2007-03-20,69008464000
2007-03-21,69498320000
2007-03-22,69322278000
2007-03-23,69636092000
2007-03-26,69521282000
2007-03-27,69284008000
2007-03-28,68465030000
2007-03-29,68702304000
2007-03-30,68051714000
2007-04-02,67821705000
2007-04-03,68638650000
2007-04-04,68921145000
2007-04-05,69096750000
2007-04-09,68737905000
2007-04-10,69356340000
2007-04-11,68692095000
2007-04-12,69363975000
2007-04-13,69501405000
2007-04-16,68951685000
2007-04-17,69058575000
2007-04-18,71677380000
2007-04-19,70997865000
2007-04-20,71226915000
2007-04-23,71494140000
2007-04-24,71517045000
2007-04-25,72295815000
2007-04-26,71967510000
2007-04-27,71784270000
2007-04-30,71005500000
2007-05-01,71181105000
2007-05-02,71639205000
2007-05-03,71654475000
2007-05-04,71471235000
2007-05-07,72196560000
2007-05-08,71929335000
2007-05-09,71830080000
2007-05-10,70852800000
2007-05-11,71310900000
2007-05-14,71433060000
2007-05-15,72028590000
2007-05-16,72792090000
2007-05-17,73899165000
2007-05-18,73777005000
2007-05-21,73983150000
2007-05-22,73662480000
2007-05-23,72967695000
2007-05-24,74380170000
2007-05-25,75013875000
2007-05-29,75204750000
2007-05-30,76769925000
2007-05-31,76800465000
2007-06-01,76220205000
2007-06-04,76334730000
2007-06-05,75968250000
2007-06-06,75044415000
2007-06-07,73937340000
2007-06-08,74968065000
2007-06-11,74479425000
2007-06-12,73662480000
2007-06-13,75181845000
2007-06-14,75563595000
2007-06-15,74937525000
2007-06-18,74364900000
2007-06-19,73998420000
2007-06-20,73357080000
2007-06-21,74212200000
2007-06-22,73234920000
2007-06-25,72967695000
2007-06-26,72517230000
2007-06-27,72265275000
2007-06-28,72654660000
2007-06-29,73418160000
2007-07-02,73477461000
2007-07-03,74145645000
2007-07-05,74684748000
2007-07-06,75079584000
2007-07-09,75854070000
2007-07-10,76119825000
2007-07-11,76021116000
2007-07-12,76522254000
2007-07-13,77357484000
2007-07-16,77501751000
2007-07-17,77486565000
2007-07-18,77311926000
2007-07-19,77813064000
2007-07-20,78860898000
2007-07-23,78997572000
2007-07-24,78815340000
2007-07-25,81419739000
2007-07-26,78739410000
2007-07-27,78747003000
2007-07-30,80136522000
2007-07-31,78534399000
2007-08-01,79369629000
2007-08-02,80432649000
2007-08-03,79149432000
2007-08-06,79225362000
2007-08-07,78374946000
2007-08-08,77995296000
2007-08-09,74639190000
2007-08-10,74745492000
2007-08-13,75967965000
2007-08-14,74031750000
2007-08-15,72520743000
2007-08-16,70417482000
2007-08-17,72839649000
2007-08-20,73811553000
2007-08-21,73614135000
2007-08-22,74403807000
2007-08-23,73454682000
2007-08-24,74768271000
2007-08-27,74821422000
2007-08-28,72627045000
2007-08-29,73576170000
2007-08-30,73538205000
2007-08-31,73424310000
2007-09-04,72832056000
2007-09-05,72771312000
2007-09-06,73044660000
2007-09-07,72012012000
2007-09-10,72384069000
2007-09-11,73986192000
2007-09-12,74654376000
2007-09-13,75132735000
2007-09-14,75436455000
2007-09-17,74897352000
2007-09-18,74770397040
2007-09-19,75945186000
2007-09-20,76879125000
2007-09-21,77896587000
2007-09-24,78245865000
2007-09-25,79673349000
2007-09-26,79308885000
2007-09-27,80075778000
2007-09-28,79718907000
2007-10-01,79710210000
2007-10-02,79172082000
2007-10-03,78267728000
2007-10-04,78103300000
2007-10-05,76421650000
2007-10-08,75539718000
2007-10-09,75823730000
2007-10-10,73753432000
2007-10-11,71944724000
2007-10-12,72266106000
2007-10-15,70875942000
2007-10-16,71705556000
2007-10-17,71443966000
2007-10-18,72452956000
2007-10-19,70180860000
2007-10-22,70950682000
2007-10-23,70965630000
2007-10-24,70449924000
2007-10-25,71750400000
2007-10-26,71765348000
2007-10-29,72490326000
2007-10-30,72744442000
2007-10-31,73686166000
2007-11-01,72198840000
2007-11-02,73065824000
2007-11-05,73222778000
2007-11-06,73020980000
2007-11-07,72415586000
2007-11-08,71959672000
2007-11-09,70412554000
2007-11-12,69403564000
2007-11-13,70031380000
2007-11-14,69351246000
2007-11-15,68267516000
2007-11-16,67258525999
2007-11-19,65972998000
2007-11-20,65666564000
2007-11-21,65330234000
2007-11-23,66922196000
2007-11-26,67213682000
2007-11-27,68559002000
2007-11-28,69964114000
2007-11-29,69665154000
2007-11-30,69164396000
2007-12-03,68603846000
2007-12-04,67258525999
2007-12-05,67789180000
2007-12-06,68596372000
2007-12-07,69627784000
2007-12-10,69239136000
2007-12-11,66294380000
2007-12-12,64964008000
2007-12-13,66182270000
2007-12-14,66085108000
2007-12-17,65322760000
2007-12-18,65150858000
2007-12-19,64739788000
2007-12-20,65165806000
2007-12-21,66570917999
2007-12-24,67280948000
2007-12-26,67266000000
2007-12-27,66428912000
2007-12-28,65958050000
2007-12-31,64562971999
2008-01-02,63942884000
2008-01-03,64208636000
2008-01-04,63352323999
2008-01-07,61174634000
2008-01-08,58989562000
2008-01-09,59277460000
2008-01-10,60798152000
2008-01-11,59439864000
2008-01-14,60288794000
2008-01-15,57476252000
2008-01-16,58960034000
2008-01-17,58701664000
2008-01-18,57874880000
2008-01-22,57232646000
2008-01-23,56523973999
2008-01-24,57299084000
2008-01-25,56863546000
2008-01-28,57284319999
2008-01-29,59764671999
2008-01-30,61152488000
2008-01-31,61373948000
2008-02-01,61093432000
2008-02-04,61196780000
2008-02-05,60303558000
2008-02-06,58989562000
2008-02-07,58871450000
2008-02-08,58561406000
2008-02-11,59890166000
2008-02-12,61683992000
2008-02-13,63101336000
2008-02-14,62909404000
2008-02-15,62879876000
2008-02-19,63020134000
2008-02-20,62008800000
2008-02-21,60539782000
2008-02-22,61300128000
2008-02-25,62496012000
2008-02-26,62429573999
2008-02-27,61971890000
2008-02-28,62599360000
2008-02-29,61115578000
2008-03-03,59550594000
2008-03-04,58775484000
2008-03-05,59581893680
2008-03-06,58694282000
2008-03-07,56546119999
2008-03-10,54907316000
2008-03-11,54183880000
2008-03-12,53482590000
2008-03-13,54759676000
2008-03-14,56272986000
2008-03-17,55726718000
2008-03-18,56494446000
2008-03-19,54220790000
2008-03-20,55217360000
2008-03-24,56317278000
2008-03-25,56029380000
2008-03-26,56324660000
2008-03-27,54789204000
2008-03-28,54235554000
2008-03-31,53970309000
2008-04-01,55066116000
2008-04-02,55770044999
2008-04-03,55254798000
2008-04-04,54899205000
2008-04-07,54412986000
2008-04-08,54442014000
2008-04-09,57040019999
2008-04-10,56916651000
2008-04-11,55777302000
2008-04-14,56038554000
2008-04-15,54935490000
2008-04-16,55639419000
2008-04-17,55813587000
2008-04-18,57083562000
2008-04-21,57395613000
2008-04-22,57010992000
2008-04-23,59572713000
2008-04-24,60233100000
2008-04-25,61568388000
2008-04-28,61669986000
2008-04-29,62069121000
2008-04-30,61582902000
2008-05-01,61982037000
2008-05-02,62185233000
2008-05-05,62352144000
2008-05-06,62519055000
2008-05-07,61357935000
2008-05-08,61510332000
2008-05-09,61002342000
2008-05-12,61539360000
2008-05-13,61742556000
2008-05-14,62185233000
2008-05-15,62083635000
2008-05-16,61807869000
2008-05-19,63186698999
2008-05-20,61786098000
2008-05-21,58919583000
2008-05-22,59079237000
2008-05-23,59130036000
2008-05-27,60138759000
2008-05-28,59601741000
2008-05-29,59587227000
2008-05-30,60066189000
2008-06-02,58890555000
2008-06-03,56691684000
2008-06-04,56619114000
2008-06-05,56103867000
2008-06-06,53092212000
2008-06-09,53665515000
2008-06-10,53462319000
2008-06-11,53201067000
2008-06-12,53788884000
2008-06-13,54514584000
2008-06-16,54442014000
2008-06-17,53977566000
2008-06-18,54173505000
2008-06-19,55842615000
2008-06-20,55029831000
2008-06-23,54855663000
2008-06-24,54275103000
2008-06-25,50537748000
2008-06-26,49499996999
2008-06-27,48563844000
2008-06-30,47167244000
2008-07-01,46973465000
2008-07-02,45861030000
2008-07-03,46270119000
2008-07-07,46140933000
2008-07-08,47310784000
2008-07-09,47073943000
2008-07-10,47361023000
2008-07-11,45416056000
2008-07-14,45351463000
2008-07-15,45846676000
2008-07-16,47066766000
2008-07-17,48028484000
2008-07-18,48904078000
2008-07-21,48975848000
2008-07-22,49707902000
2008-07-23,47884944000
2008-07-24,44877781000
2008-07-25,45810791000
2008-07-28,44741418000
2008-07-29,45365817000
2008-07-30,45803614000
2008-07-31,43858647000
2008-08-01,44504577000
2008-08-04,44038072000
2008-08-05,46794040000
2008-08-06,46937580000
2008-08-07,46428013000
2008-08-08,48703122000
2008-08-11,47813174000
2008-08-12,47317961000
2008-08-13,46119402000
2008-08-14,46485429000
2008-08-15,46255765000
2008-08-18,45674428000
2008-08-19,45179215000
2008-08-20,45365817000
2008-08-21,45609835000
2008-08-22,47045235000
2008-08-25,45983038999
2008-08-26,45545242000
2008-08-27,46306004000
2008-08-28,47612218000
2008-08-29,47052412000
2008-09-02,47274899000
2008-09-03,47418438999
2008-09-04,45236631000
2008-09-05,45136153000
2008-09-08,45868207000
2008-09-09,45947154000
2008-09-10,44289267000
2008-09-11,44906489000
2008-09-12,45430410000
2008-09-15,44676825000
2008-09-16,44296444000
2008-09-17,40908900000
2008-09-18,41705547000
2008-09-19,42889752000
2008-09-22,42207937000
2008-09-23,41131387000
2008-09-24,41167272000
2008-09-25,41210334000
2008-09-26,41856264000
2008-09-29,39810819000
2008-09-30,40448955000
2008-10-01,39934086000
2008-10-02,37789974000
2008-10-03,37966299000
2008-10-06,36174837000
2008-10-07,34757184000
2008-10-08,33642810000
2008-10-09,31322372999
2008-10-10,29481539999
2008-10-13,33205524000
2008-10-14,31787871000
2008-10-15,29855349000
2008-10-16,31590387000
2008-10-17,31421114999
2008-10-20,32944563000
2008-10-21,32725920000
2008-10-22,30264422999
2008-10-23,32810556000
2008-10-24,31907772000
2008-10-27,29876508000
2008-10-28,34566753000
2008-10-29,35074569000
2008-10-30,35758710000
2008-10-31,36971826000
2008-11-03,37275105000
2008-11-04,37818186000
2008-11-05,34947615000
2008-11-06,32246316000
2008-11-07,32852874000
2008-11-10,32542542000
2008-11-11,31012041000
2008-11-12,29989356000
2008-11-13,30440747999
2008-11-14,28945512000
2008-11-17,29044254000
2008-11-18,27901668000
2008-11-19,26434643999
2008-11-20,26173683000
2008-11-21,27915774000
2008-11-24,28740975000
2008-11-25,28338954000
2008-11-26,29114784000
2008-11-28,30066939000
2008-12-01,28127364000
2008-12-02,28705710000
2008-12-03,28543491000
2008-12-04,27640707000
2008-12-05,27880509000
2008-12-08,30222105000
2008-12-09,28790346000
2008-12-10,29396904000
2008-12-11,28402431000
2008-12-12,27647760000
2008-12-15,27323322000
2008-12-16,29552070000
2008-12-17,28931406000
2008-12-18,28966671000
2008-12-19,29086572000
2008-12-22,29001936000
2008-12-23,28317795000
2008-12-24,28296636000
2008-12-26,28585809000
2008-12-29,28204947000
2008-12-30,29093625000
2008-12-31,30095151000
2009-01-02,31914825000
2009-01-05,32563701000
2009-01-06,32662443000
2009-01-07,31569228000
2009-01-08,31590387000
2009-01-09,31350585000
2009-01-12,30849822000
2009-01-13,29947038000
2009-01-14,29058360000
2009-01-15,28889088000
2009-01-16,29947038000
2009-01-20,28465908000
2009-01-21,29813031000
2009-01-22,29805978000
2009-01-23,29608493999
2009-01-26,30334953000
2009-01-27,30483066000
2009-01-28,30497172000
2009-01-29,28712763000
2009-01-30,29841243000
2009-02-02,28776239999
2009-02-03,29686077000
2009-02-04,29601441000
2009-02-05,30130416000
2009-02-06,30271476000
2009-02-09,30186839999
2009-02-10,28360113000
2009-02-11,28444749000
2009-02-12,28113258000
2009-02-13,28550543999
2009-02-17,27104679000
2009-02-18,26787293999
2009-02-19,26498121000
2009-02-20,25609443000
2009-02-23,24304638000
2009-02-24,24995832000
2009-02-25,23916722999
2009-02-26,23070363000
2009-02-27,22174632000
2009-03-02,20813403000
2009-03-03,20707608000
2009-03-04,21377643000
2009-03-05,20728767000
2009-03-06,21229530000
2009-03-09,21864300000
2009-03-10,23281953000
2009-03-11,23465331000
2009-03-12,23719239000
2009-03-13,23557020000
2009-03-16,23860299000
2009-03-17,24290532000
2009-03-18,23803875000
2009-03-19,23408907000
2009-03-20,22957514999
2009-03-23,25038150000
2009-03-24,25461330000
2009-03-25,26138418000
2009-03-26,27266897999
2009-03-27,26469909000
2009-03-30,25052256000
2009-03-31,25169292000
2009-04-01,25070256000
2009-04-02,26315280000
2009-04-03,26661906000
2009-04-06,26994383999
2009-04-07,25919136000
2009-04-08,26081838000
2009-04-09,27694710000
2009-04-13,26279910000
