,DIS
2004-08-24,44944420000
2004-08-25,45332400000
2004-08-26,45679540000
2004-08-27,45638700000
2004-08-30,45128200000
2004-08-31,45230300000
2004-09-01,45291560000
2004-09-02,45414080000
2004-09-03,45066940000
2004-09-07,45699960000
2004-09-08,46108360000
2004-09-09,46047100000
2004-09-10,46659700000
2004-09-13,46986420000
2004-09-14,46843480000
2004-09-15,46353400000
2004-09-16,47129360000
2004-09-17,47170200000
2004-09-20,46598440000
2004-09-21,47149780000
2004-09-22,46945580000
2004-09-23,46863900000
2004-09-24,47251880000
2004-09-27,46680120000
2004-09-28,45516180000
2004-09-29,45924580000
2004-09-30,45434500000
2004-10-01,46496340000
2004-10-04,47415240000
2004-10-05,48109520000
2004-10-06,49028420000
2004-10-07,49865640000
2004-10-08,50049420000
2004-10-11,50151520000
2004-10-12,50029000000
2004-10-13,50376140000
2004-10-14,50049420000
2004-10-15,50171940000
2004-10-18,50519080000
2004-10-19,50131100000
2004-10-20,49845220000
2004-10-21,50968320000
2004-10-22,49600180000
2004-10-25,49538920000
2004-10-26,50090260000
2004-10-27,50294460000
2004-10-28,50600760000
2004-10-29,50804960000
2004-11-01,50825380000
2004-11-02,51295040000
2004-11-03,51642180000
2004-11-04,53010320000
2004-11-05,53234940000
2004-11-08,52458980000
2004-11-09,52928640000
2004-11-10,53704600000
2004-11-11,53561660000
2004-11-12,53990480000
2004-11-15,53847540000
2004-11-16,53439140000
2004-11-17,53500400000
2004-11-18,53112420000
2004-11-19,53704600000
2004-11-22,54766440000
2004-11-23,55031900000
2004-11-24,55072740000
2004-11-26,54623500000
2004-11-29,54500980000
2004-11-30,54153840000
2004-12-01,55767020000
2004-12-02,55644500000
2004-12-03,55134000000
2004-12-06,55031900000
2004-12-07,54582660000
2004-12-08,54786860000
2004-12-09,55644500000
2004-12-10,55664920000
2004-12-13,55869120000
2004-12-14,55726180000
2004-12-15,55603660000
2004-12-16,55501560000
2004-12-17,55134000000
2004-12-20,55236100000
2004-12-21,55358620000
2004-12-22,55664920000
2004-12-23,55583240000
2004-12-27,55909960000
2004-12-28,56379620000
2004-12-29,56297940000
2004-12-30,56155000000
2004-12-31,55991640000
2005-01-03,56148680000
2005-01-04,55555920000
2005-01-05,55249320000
2005-01-06,55331080000
2005-01-07,54779200000
2005-01-10,55004040000
2005-01-11,54860960000
2005-01-12,55903400000
2005-01-13,55964720000
2005-01-14,57068480000
2005-01-18,57947400000
2005-01-19,57477280000
2005-01-20,57497720000
2005-01-21,56761880000
2005-01-24,56353080000
2005-01-25,58070040000
2005-01-26,57620360000
2005-01-27,57068480000
2005-01-28,56925400000
2005-01-31,57722560000
2005-02-01,58070040000
2005-02-02,58131360000
2005-02-03,58070040000
2005-02-04,59092040000
2005-02-07,60257120000
2005-02-08,60175360000
2005-02-09,59173800000
2005-02-10,59173800000
2005-02-11,59153360000
2005-02-14,59255560000
2005-02-15,59643920000
2005-02-16,59132920000
2005-02-17,59173800000
2005-02-18,58601480000
2005-02-22,57334200000
2005-02-23,57763440000
2005-02-24,56761880000
2005-02-25,56230440000
2005-02-28,56332640000
2005-03-01,57436400000
2005-03-02,57845200000
2005-03-03,57599920000
2005-03-04,58233560000
2005-03-07,58397080000
2005-03-08,57518160000
2005-03-09,56414400000
2005-03-10,56455280000
2005-03-11,55637680000
2005-03-14,56496160000
2005-03-15,57661240000
2005-03-16,57763440000
2005-03-17,57211560000
2005-03-18,56639240000
2005-03-21,56823200000
2005-03-22,56005600000
2005-03-23,56005600000
2005-03-24,55964720000
2005-03-28,56802760000
2005-03-29,56250880000
2005-03-30,57170680000
2005-03-31,57926960000
2005-04-01,57253890000
2005-04-04,56969550000
2005-04-05,57172650000
2005-04-06,56928930000
2005-04-07,57497610000
2005-04-08,56908620000
2005-04-11,56360250000
2005-04-12,56380560000
2005-04-13,55507230000
2005-04-14,55365060000
2005-04-15,54837000000
2005-04-18,53983980000
2005-04-19,54390180000
2005-04-20,53334060000
2005-04-21,55446300000
2005-04-22,54694830000
2005-04-25,54491730000
2005-04-26,53699640000
2005-04-27,53780880000
2005-04-28,51892050000
2005-04-29,52887240000
2005-05-02,52745070000
2005-05-03,52602900000
2005-05-04,53679330000
2005-05-05,53516850000
2005-05-06,53882430000
2005-05-09,54207390000
2005-05-10,54004290000
2005-05-11,53435610000
2005-05-12,53598090000
2005-05-13,54105840000
2005-05-16,54227700000
2005-05-17,54654210000
2005-05-18,55101030000
2005-05-19,55974360000
2005-05-20,55750950000
2005-05-23,55202580000
2005-05-24,55425990000
2005-05-25,55405680000
2005-05-26,55690020000
2005-05-27,55852500000
2005-05-31,54979170000
2005-06-01,55263510000
2005-06-02,54979170000
2005-06-03,54735450000
2005-06-06,54248010000
2005-06-07,54674520000
2005-06-08,54918240000
2005-06-09,55202580000
2005-06-10,55141650000
2005-06-13,55629090000
2005-06-14,55385370000
2005-06-15,54166770000
2005-06-16,53659020000
2005-06-17,53496540000
2005-06-20,53273130000
2005-06-21,53557470000
2005-06-22,53476230000
2005-06-23,52643520000
2005-06-24,52176390000
2005-06-27,51343680000
2005-06-28,51810810000
2005-06-29,50957790000
2005-06-30,50450040000
2005-07-01,48015000000
2005-07-05,47918000000
2005-07-06,47452400000
2005-07-07,46792800000
2005-07-08,47840400000
2005-07-11,48189600000
2005-07-12,48635800000
2005-07-13,49198400000
2005-07-14,50381800000
2005-07-15,50478800000
2005-07-18,49858000000
2005-07-19,49295400000
2005-07-20,49431200000
2005-07-21,48907400000
2005-07-22,49431200000
2005-07-25,49062600000
2005-07-26,49528200000
2005-07-27,49431200000
2005-07-28,49664000000
2005-07-29,49062600000
2005-08-01,49004400000
2005-08-02,48907400000
2005-08-03,49314800000
2005-08-04,49023800000
2005-08-05,48771600000
2005-08-08,48635800000
2005-08-09,50032600000
2005-08-10,48752200000
2005-08-11,49528200000
2005-08-12,49295400000
2005-08-15,50090800000
2005-08-16,50265400000
2005-08-17,50323600000
2005-08-18,49916200000
2005-08-19,49702800000
2005-08-22,49237200000
2005-08-23,49373000000
2005-08-24,48616400000
2005-08-25,48228400000
2005-08-26,48480600000
2005-08-29,48519400000
2005-08-30,48403000000
2005-08-31,48209000000
2005-09-01,47258400000
2005-09-02,47394200000
2005-09-06,48170200000
2005-09-07,48267200000
2005-09-08,47743400000
2005-09-09,47918000000
2005-09-12,48073200000
2005-09-13,47491200000
2005-09-14,46133200000
2005-09-15,45939200000
2005-09-16,46133200000
2005-09-19,45745200000
2005-09-20,45454200000
2005-09-21,44658800000
2005-09-22,44464800000
2005-09-23,44445400000
2005-09-26,44523000000
2005-09-27,44697600000
2005-09-28,44717000000
2005-09-29,45861600000
2005-09-30,46172000000
2005-10-03,45958600000
2005-10-04,47006200000
2005-10-05,46366000000
2005-10-06,46094400000
2005-10-07,46113800000
2005-10-10,45706400000
2005-10-11,45493000000
2005-10-12,44658800000
2005-10-13,44833400000
2005-10-14,44755800000
2005-10-17,44949800000
2005-10-18,44755800000
2005-10-19,44852800000
2005-10-20,43941000000
2005-10-21,43979800000
2005-10-24,44600600000
2005-10-25,45008000000
2005-10-26,45124400000
2005-10-27,44814000000
2005-10-28,45590000000
2005-10-31,46637600000
2005-11-01,47200200000
2005-11-02,47491200000
2005-11-03,47646400000
2005-11-04,47491200000
2005-11-07,48150800000
2005-11-08,48150800000
2005-11-09,48655200000
2005-11-10,49198400000
2005-11-11,49489400000
2005-11-14,49780400000
2005-11-15,49877400000
2005-11-16,49470000000
2005-11-17,49741600000
2005-11-18,48228400000
2005-11-21,47937400000
2005-11-22,47724000000
2005-11-23,47762800000
2005-11-25,47937400000
2005-11-28,47879200000
2005-11-29,47995600000
2005-11-30,47704600000
2005-12-01,47762800000
2005-12-02,47607600000
2005-12-05,47859800000
2005-12-06,48849200000
2005-12-07,49120800000
2005-12-08,47937400000
2005-12-09,48209000000
2005-12-12,48131400000
2005-12-13,48092600000
2005-12-14,47840400000
2005-12-15,47355400000
2005-12-16,47277800000
2005-12-19,46967400000
2005-12-20,46443600000
2005-12-21,46113800000
2005-12-22,46288400000
2005-12-23,46443600000
2005-12-27,46191400000
2005-12-28,46172000000
2005-12-29,46249600000
2005-12-30,45881000000
2006-01-03,46310680000
2006-01-04,45541080000
2006-01-05,46329920000
2006-01-06,46964840000
2006-01-09,47445840000
2006-01-10,48061520000
2006-01-11,48504040000
2006-01-12,48657960000
2006-01-13,48773400000
2006-01-17,48176960000
2006-01-18,47830640000
2006-01-19,49812360000
2006-01-20,48811880000
2006-01-23,48446320000
2006-01-24,49331360000
2006-01-25,48292400000
2006-01-26,47599760000
2006-01-27,47599760000
2006-01-30,48330880000
2006-01-31,48042280000
2006-02-01,47965320000
2006-02-02,47638240000
2006-02-03,47465080000
2006-02-06,47368880000
2006-02-07,50678160000
2006-02-08,51062960000
2006-02-09,50716640000
2006-02-10,50639680000
2006-02-13,50120200000
2006-02-14,50774360000
2006-02-15,51024480000
2006-02-16,51332320000
2006-02-17,51082200000
2006-02-21,51543960000
2006-02-22,52121160000
2006-02-23,52602160000
2006-02-24,53102400000
2006-02-27,53872000000
2006-02-28,53121640000
2006-03-01,53314040000
2006-03-02,53198600000
2006-03-03,53564160000
2006-03-06,52910000000
2006-03-07,53160120000
2006-03-08,53237080000
2006-03-09,53314040000
2006-03-10,53448720000
2006-03-13,54199080000
2006-03-14,54391480000
2006-03-15,54564640000
2006-03-16,54429960000
2006-03-17,54353000000
2006-03-20,54353000000
2006-03-21,53333280000
2006-03-22,52736840000
2006-03-23,52236600000
2006-03-24,52101920000
2006-03-27,51890280000
2006-03-28,51409280000
2006-03-29,52871520000
2006-03-30,52890760000
2006-03-31,52929240000
2006-04-03,57076760000
2006-04-04,57014630000
2006-04-05,56766110000
2006-04-06,56559010000
2006-04-07,56248360000
2006-04-10,56766110000
2006-04-11,56745400000
2006-04-12,57035340000
2006-04-13,56952500000
2006-04-17,56496880000
2006-04-18,57387410000
2006-04-19,56144810000
2006-04-20,55854870000
2006-04-21,55212860000
2006-04-24,55709900000
2006-04-25,55171440000
2006-04-26,55564930000
2006-04-27,56724690000
2006-04-28,57118180000
2006-05-01,56538300000
2006-05-02,56973210000
2006-05-03,57428830000
2006-05-04,58029420000
2006-05-05,59437700000
2006-05-08,58774980000
2006-05-09,60431780000
2006-05-10,61508700000
2006-05-11,60887400000
2006-05-12,61094500000
2006-05-15,61280890000
2006-05-16,62005740000
2006-05-17,60804560000
2006-05-18,60473200000
2006-05-19,61591540000
2006-05-22,61280890000
2006-05-23,61757220000
2006-05-24,61570830000
2006-05-25,61591540000
2006-05-26,62337100000
2006-05-30,61695090000
2006-05-31,62316390000
2006-06-01,62564910000
2006-06-02,62564910000
2006-06-05,62813430000
2006-06-06,62378520000
2006-06-07,62627040000
2006-06-08,61032370000
2006-06-09,59914030000
2006-06-12,59044210000
2006-06-13,57780900000
2006-06-14,58609300000
2006-06-15,59644800000
2006-06-16,60162550000
2006-06-19,59396280000
2006-06-20,59727640000
2006-06-21,59520540000
2006-06-22,59810480000
2006-06-23,59499830000
2006-06-26,60618170000
2006-06-27,60079710000
2006-06-28,60017580000
2006-06-29,61053080000
2006-06-30,61280890000
2006-07-03,60966990000
2006-07-05,61069940000
2006-07-06,61008170000
2006-07-07,60596370000
2006-07-10,60781680000
2006-07-11,61440560000
2006-07-12,60761090000
2006-07-13,58290290000
2006-07-14,57878490000
2006-07-17,58084390000
2006-07-18,59113890000
2006-07-19,59422740000
2006-07-20,59155070000
2006-07-21,57837310000
2006-07-24,59649230000
2006-07-25,59875720000
2006-07-26,59587460000
2006-07-27,59340380000
2006-07-28,60328700000
2006-07-31,60308110000
2006-08-01,59608050000
2006-08-02,60534600000
2006-08-03,61008170000
2006-08-04,60740500000
2006-08-07,59690410000
2006-08-08,58866810000
2006-08-09,58557960000
2006-08-10,60081620000
2006-08-11,59772770000
2006-08-14,59958080000
2006-08-15,60205160000
2006-08-16,60349290000
2006-08-17,60740500000
2006-08-18,60761090000
2006-08-21,60884630000
2006-08-22,60205160000
2006-08-23,59299200000
2006-08-24,58805040000
2006-08-25,58805040000
2006-08-28,59649230000
2006-08-29,59134480000
2006-08-30,60061030000
2006-08-31,60225750000
2006-09-01,60719910000
2006-09-05,60637550000
2006-09-06,60143390000
2006-09-07,59896310000
2006-09-08,60081620000
2006-09-11,60472830000
2006-09-12,61358200000
2006-09-13,61852360000
2006-09-14,61728820000
2006-09-15,61564100000
2006-09-18,61049350000
2006-09-19,61893540000
2006-09-20,63025990000
2006-09-21,62387700000
2006-09-22,61090530000
2006-09-25,61255250000
2006-09-26,63108350000
2006-09-27,63046580000
2006-09-28,62820090000
2006-09-29,62778910000
2006-10-02,62017080000
2006-10-03,62964220000
2006-10-04,63355430000
2006-10-05,63108350000
2006-10-06,63664280000
2006-10-09,63767230000
2006-10-10,63478970000
2006-10-11,63602510000
2006-10-12,63581920000
2006-10-13,63190710000
2006-10-16,63005400000
2006-10-17,63170120000
2006-10-18,64137850000
2006-10-19,64158440000
2006-10-20,63890770000
2006-10-23,63540740000
2006-10-24,63746640000
2006-10-25,63376020000
2006-10-26,64961450000
2006-10-27,64446700000
2006-10-30,64714370000
2006-10-31,63911360000
2006-11-01,64446700000
2006-11-02,64384930000
2006-11-03,64776140000
2006-11-06,65929180000
2006-11-07,66732189999
2006-11-08,67226350000
2006-11-09,68214670000
2006-11-10,65805640000
2006-11-13,65517380000
2006-11-14,66073310000
2006-11-15,66402750000
2006-11-16,67143990000
2006-11-17,66917500000
2006-11-20,67267530000
2006-11-21,67494020000
2006-11-22,66999860000
2006-11-24,66855730000
2006-11-27,66196850000
2006-11-28,66814550000
2006-11-29,66793959999
2006-11-30,67123400000
2006-12-01,67205760000
2006-12-04,67926410000
2006-12-05,69470660000
2006-12-06,69264760000
2006-12-07,69347120000
2006-12-08,69861870000
2006-12-11,70108950000
2006-12-12,70150130000
2006-12-13,69964820000
2006-12-14,70520750000
2006-12-15,69676560000
2006-12-18,70047180000
2006-12-19,70788420000
2006-12-20,70294260000
2006-12-21,70150130000
2006-12-22,69388300000
2006-12-26,70129540000
2006-12-27,70150130000
2006-12-28,70108950000
2006-12-29,69614790000
2007-01-03,68795860000
2007-01-04,69326000000
2007-01-05,68775470000
2007-01-08,69387170000
2007-01-09,69285220000
2007-01-10,69366780000
2007-01-11,70386280000
2007-01-12,70814470000
2007-01-16,70467840000
2007-01-17,70896030000
2007-01-18,72119430000
2007-01-19,71405780000
2007-01-22,70712520000
2007-01-23,71568900000
2007-01-24,71099930000
2007-01-25,70284330000
2007-01-26,69489120000
2007-01-29,69754190000
2007-01-30,70488230000
2007-01-31,70753300000
2007-02-01,70427060000
2007-02-02,70773690000
2007-02-05,70916420000
2007-02-06,70773690000
2007-02-07,71365000000
2007-02-08,70977590000
2007-02-09,69122100000
2007-02-12,68224940000
2007-02-13,69570680000
2007-02-14,69896920000
2007-02-15,69733800000
2007-02-16,70182380000
2007-02-20,70508620000
2007-02-21,70692130000
2007-02-22,70732910000
2007-02-23,70692130000
2007-02-26,70630960000
2007-02-27,66573350000
2007-02-28,68897810000
2007-03-01,69183270000
2007-03-02,68286110000
2007-03-05,67817139999
2007-03-06,69142490000
2007-03-07,69264830000
2007-03-08,69774580000
2007-03-09,69142490000
2007-03-12,68795860000
2007-03-13,67633630000
2007-03-14,67837530000
2007-03-15,67959870000
2007-03-16,67613239999
2007-03-19,68571570000
2007-03-20,69162880000
2007-03-21,70753300000
2007-03-22,71059150000
2007-03-23,70386280000
2007-03-26,70834860000
2007-03-27,69713410000
2007-03-28,68857030000
2007-03-29,69183270000
2007-03-30,69264830000
2007-04-02,67388000000
2007-04-03,68279900000
2007-04-04,67724940000
2007-04-05,68260079999
2007-04-09,68260079999
2007-04-10,68418640000
2007-04-11,67625839999
2007-04-12,67784400000
2007-04-13,67883500000
2007-04-16,68478099999
2007-04-17,68735760000
2007-04-18,68279900000
2007-04-19,68279900000
2007-04-20,68973600000
2007-04-23,68597020000
2007-04-24,68260079999
2007-04-25,69052880000
2007-04-26,68775400000
2007-04-27,68398819999
2007-04-30,68398819999
2007-05-01,69350180000
2007-05-02,69806040000
2007-05-03,69786220000
2007-05-04,70103340000
2007-05-07,70499740000
2007-05-08,71470920000
2007-05-09,70618660000
2007-05-10,69786220000
2007-05-11,70519560000
2007-05-14,70341180000
2007-05-15,70261900000
2007-05-16,70400640000
2007-05-17,70361000000
2007-05-18,70420460000
2007-05-21,71252900000
2007-05-22,70915960000
2007-05-23,71332180000
2007-05-24,70083520000
2007-05-25,70440280000
2007-05-29,69588020000
2007-05-30,70222260000
2007-05-31,69290720000
2007-06-01,68894320000
2007-06-04,69806040000
2007-06-05,68953780000
2007-06-06,68260079999
2007-06-07,66991599999
2007-06-08,66872680000
2007-06-11,66833040000
2007-06-12,65624020000
2007-06-13,66198800000
2007-06-14,66971780000
2007-06-15,68180800000
2007-06-18,68458280000
2007-06-19,68894320000
2007-06-20,67764579999
2007-06-21,67764579999
2007-06-22,67665480000
2007-06-25,67506920000
2007-06-26,67506920000
2007-06-27,67923140000
2007-06-28,67090700000
2007-06-29,67665480000
2007-07-02,65726080000
2007-07-03,65764160000
2007-07-05,65935520000
2007-07-06,65668960000
2007-07-09,65611840000
2007-07-10,64526560000
2007-07-11,64697919999
2007-07-12,65212000000
2007-07-13,65440479999
2007-07-16,65630880000
2007-07-17,66030720000
2007-07-18,65878400000
2007-07-19,65630880000
2007-07-20,65383360000
2007-07-23,66697120000
2007-07-24,66164000000
2007-07-25,66506720000
2007-07-26,64888320000
2007-07-27,64240960000
2007-07-30,64755040000
2007-07-31,62832000000
2007-08-01,64412320000
2007-08-02,65421440000
2007-08-03,64545600000
2007-08-06,65307199999
2007-08-07,65783199999
2007-08-08,65288160000
2007-08-09,62832000000
2007-08-10,63136639999
2007-08-13,63288960000
2007-08-14,61613440000
2007-08-15,60375840000
2007-08-16,62032320000
2007-08-17,62222720000
2007-08-20,62660639999
2007-08-21,63384160000
2007-08-22,63917280000
2007-08-23,63136639999
2007-08-24,64488479999
2007-08-27,64431360000
2007-08-28,63212800000
2007-08-29,64526560000
2007-08-30,63726880000
2007-08-31,63974400000
2007-09-04,64983520000
2007-09-05,64812160000
2007-09-06,65516639999
2007-09-07,63955360000
2007-09-10,63898240000
2007-09-11,63764960000
2007-09-12,64202880000
2007-09-13,63822080000
2007-09-14,63898240000
2007-09-17,63555520000
2007-09-18,65840320000
2007-09-19,65802240000
2007-09-20,64812160000
2007-09-21,65878400000
2007-09-24,65345280000
2007-09-25,64869280000
2007-09-26,65726080000
2007-09-27,65135840000
2007-09-28,65478560000
2007-10-01,65973600000
2007-10-02,66202080000
2007-10-03,66106880000
2007-10-04,66449600000
2007-10-05,67534880000
2007-10-08,67154080000
2007-10-09,67496800000
2007-10-10,67173120000
2007-10-11,66659040000
2007-10-12,67534880000
2007-10-15,66906560000
2007-10-16,66659040000
2007-10-17,67363520000
2007-10-18,66221120000
2007-10-19,64374240000
2007-10-22,66030720000
2007-10-23,66430560000
2007-10-24,66754240000
2007-10-25,65592800000
2007-10-26,65459520000
2007-10-29,66030720000
2007-10-30,65288160000
2007-10-31,65935520000
2007-11-01,64355199999
2007-11-02,64583680000
2007-11-05,64507520000
2007-11-06,64888320000
2007-11-07,63784000000
2007-11-08,64031520000
2007-11-09,62336960000
2007-11-12,60966080000
2007-11-13,62851040000
2007-11-14,60661440000
2007-11-15,61689600000
2007-11-16,61937120000
2007-11-19,59500000000
2007-11-20,60071200000
2007-11-21,59976000000
2007-11-23,60623360000
2007-11-26,59480960000
2007-11-27,60394880000
2007-11-28,62241759999
2007-11-29,62470240000
2007-11-30,63117600000
2007-12-03,62908160000
2007-12-04,62356000000
2007-12-05,62356000000
2007-12-06,62298880000
2007-12-07,62432160000
2007-12-10,61594400000
2007-12-11,60471040000
2007-12-12,61461120000
2007-12-13,62375040000
2007-12-14,62851040000
2007-12-17,62812960000
2007-12-18,62870080000
2007-12-19,61423040000
2007-12-20,61556320000
2007-12-21,62717759999
2007-12-24,63288960000
2007-12-26,62489280000
2007-12-27,61746720000
2007-12-28,61727680000
2007-12-31,61461120000
2008-01-02,59954720000
2008-01-03,59822910000
2008-01-04,58617790000
2008-01-07,58674280000
2008-01-08,57506820000
2008-01-09,56791280000
2008-01-10,57751610000
2008-01-11,57092560000
2008-01-14,57149050000
2008-01-15,56207550000
2008-01-16,56169890000
2008-01-17,54173910000
2008-01-18,53684330000
2008-01-22,52949960000
2008-01-23,53703160000
2008-01-24,55040090000
2008-01-25,54004440000
2008-01-28,55303710000
2008-01-29,54230400000
2008-01-30,55379030000
2008-01-31,56188720000
2008-02-01,57732780000
2008-02-04,58184700000
2008-02-05,56621810000
2008-02-06,59314500000
2008-02-07,59728760000
2008-02-08,60481959999
2008-02-11,60124190000
2008-02-12,60312490000
2008-02-13,61724740000
2008-02-14,60858560000
2008-02-15,61178670000
2008-02-19,60613769999
2008-02-20,61348140000
2008-02-21,60764410000
2008-02-22,61329310000
2008-02-25,61931870000
2008-02-26,61931870000
2008-02-27,62327300000
2008-02-28,61272820000
2008-02-29,61028029999
2008-03-03,61028029999
2008-03-04,60011210000
2008-03-05,59578120000
2008-03-06,58843750000
2008-03-07,57921080000
2008-03-10,57356180000
2008-03-11,58730770000
2008-03-12,59145030000
2008-03-13,58994390000
2008-03-14,57958740000
2008-03-17,57356180000
2008-03-18,59728760000
2008-03-19,58824920000
2008-03-20,60067700000
2008-03-24,60331320000
2008-03-25,60406640000
2008-03-26,59804080000
2008-03-27,59088540000
2008-03-28,58373000000
2008-03-31,59088540000
2008-04-01,60629000000
2008-04-02,59964000000
2008-04-03,59907000000
2008-04-04,59356000000
2008-04-07,59888000000
2008-04-08,59033000000
2008-04-09,58615000000
2008-04-10,59565000000
2008-04-11,57342000000
2008-04-14,57076000000
2008-04-15,56867000000
2008-04-16,57608000000
2008-04-17,58482000000
2008-04-18,59527000000
2008-04-21,59774000000
2008-04-22,59451000000
2008-04-23,60116000000
2008-04-24,60686000000
2008-04-25,61484000000
2008-04-28,61617000000
2008-04-29,62244000000
2008-04-30,61617000000
2008-05-01,63269999999
2008-05-02,63631000000
2008-05-05,63251000000
2008-05-06,64086999999
2008-05-07,65930000000
2008-05-08,65664000000
2008-05-09,65169999999
2008-05-12,66063000000
2008-05-13,65227000000
2008-05-14,66119999999
2008-05-15,66481000000
2008-05-16,66328999999
2008-05-19,65968000000
2008-05-20,64771000000
2008-05-21,63953999999
2008-05-22,63859000000
2008-05-23,63136999999
2008-05-27,63916000000
2008-05-28,64334000000
2008-05-29,64239000000
2008-05-30,63840000000
2008-06-02,63269999999
2008-06-03,63042000000
2008-06-04,65265000000
2008-06-05,65531000000
2008-06-06,62719000000
2008-06-09,63042000000
2008-06-10,64277000000
2008-06-11,63213000000
2008-06-12,63156000000
2008-06-13,64467000000
2008-06-16,63935000000
2008-06-17,62909000000
2008-06-18,62605000000
2008-06-19,62491000000
2008-06-20,60686000000
2008-06-23,61541000000
2008-06-24,61218000000
2008-06-25,61731000000
2008-06-26,59907000000
2008-06-27,59983000000
2008-06-30,59280000000
2008-07-01,57504600000
2008-07-02,56874920000
2008-07-03,57226800000
2008-07-07,55708160000
2008-07-08,55467400000
2008-07-09,54708080000
2008-07-10,54819200000
2008-07-11,54078400000
2008-07-14,53893200000
2008-07-15,54504360000
2008-07-16,56356360000
2008-07-17,57782400000
2008-07-18,57226800000
2008-07-21,56467480000
2008-07-22,56319320000
2008-07-23,57689800000
2008-07-24,57449040000
2008-07-25,57597200000
2008-07-28,56486000000
2008-07-29,57263840000
2008-07-30,58652840000
2008-07-31,56208200000
2008-08-01,55708160000
2008-08-04,56245240000
2008-08-05,57986120000
2008-08-06,58189840000
2008-08-07,57263840000
2008-08-08,59319560000
2008-08-11,60745599999
2008-08-12,59560319999
2008-08-13,58782480000
2008-08-14,59875160000
2008-08-15,60190000000
2008-08-18,59412160000
2008-08-19,58801000000
2008-08-20,58930640000
2008-08-21,58949160000
2008-08-22,59634400000
2008-08-25,58523200000
2008-08-26,58726920000
2008-08-27,58819520000
2008-08-28,60356680000
2008-08-29,59912200000
2008-09-02,60078879999
2008-09-03,60208520000
2008-09-04,58412080000
2008-09-05,58078720000
2008-09-08,60967840000
2008-09-09,60060360000
2008-09-10,60690040000
2008-09-11,61004879999
2008-09-12,61597520000
2008-09-15,59930720000
2008-09-16,60208520000
2008-09-17,59615879999
2008-09-18,61930879999
2008-09-19,63690280000
2008-09-22,60949319999
2008-09-23,60245560000
2008-09-24,58838040000
2008-09-25,60134440000
2008-09-26,60653000000
2008-09-29,55059960000
2008-09-30,56837880000
2008-10-01,56819360000
2008-10-02,55485920000
2008-10-03,54708080000
2008-10-06,52337520000
2008-10-07,49207640000
2008-10-08,47559360000
2008-10-09,44077600000
2008-10-10,42670080000
2008-10-13,49485440000
2008-10-14,47559360000
2008-10-15,43281240000
2008-10-16,44948040000
2008-10-17,45837000000
2008-10-20,49170600000
2008-10-21,46874120000
2008-10-22,42688600000
2008-10-23,43336800000
2008-10-24,41873720000
2008-10-27,39577240000
2008-10-28,44281320000
2008-10-29,44392440000
2008-10-30,46911160000
2008-10-31,47985320000
2008-11-03,46374080000
2008-11-04,48189040000
2008-11-05,44873960000
2008-11-06,42244120000
2008-11-07,43262720000
2008-11-10,40892160000
2008-11-11,40336560000
2008-11-12,37336320000
2008-11-13,40095800000
2008-11-14,39040160000
2008-11-17,36558480000
2008-11-18,38280840000
2008-11-19,36928880000
2008-11-20,34687960000
2008-11-21,39114240000
2008-11-24,41114400000
2008-11-25,40799560000
2008-11-26,41670000000
2008-11-28,41707040000
2008-12-01,37651160000
2008-12-02,39743920000
2008-12-03,40632880000
2008-12-04,40355080000
2008-12-05,42170040000
2008-12-08,46151840000
2008-12-09,43577560000
2008-12-10,43892400000
2008-12-11,42262640000
2008-12-12,41873720000
2008-12-15,42170040000
2008-12-16,44040560000
2008-12-17,43670160000
2008-12-18,42281160000
2008-12-19,41540360000
2008-12-22,40614360000
2008-12-23,40466200000
2008-12-24,40725480000
2008-12-26,41077360000
2008-12-29,39762440000
2008-12-30,41632960000
2008-12-31,42021880000
2009-01-02,44371600000
2009-01-05,43592500000
2009-01-06,45095050000
2009-01-07,42998900000
2009-01-08,42479500000
2009-01-09,41385050000
2009-01-12,40550300000
2009-01-13,39326000000
2009-01-14,38584000000
2009-01-15,39622800000
2009-01-16,39808300000
2009-01-20,37545200000
2009-01-21,39381650000
2009-01-22,38899350000
2009-01-23,38231550000
2009-01-26,38695300000
2009-01-27,39418750000
2009-01-28,41329400000
2009-01-29,39418750000
2009-01-30,38361400000
2009-02-02,37471000000
2009-02-03,38250100000
2009-02-04,35245000000
2009-02-05,34707050000
2009-02-06,36079750000
2009-02-09,36061200000
2009-02-10,34799800000
2009-02-11,34317500000
2009-02-12,34929650000
2009-02-13,34354600000
2009-02-17,33093200000
2009-02-18,32703650000
2009-02-19,32814950000
2009-02-20,32518150000
2009-02-23,31479349999
2009-02-24,33241600000
2009-02-25,32202800000
2009-02-26,31275300000
2009-02-27,31108350000
2009-03-02,29772750000
2009-03-03,30347800000
2009-03-04,31423700000
2009-03-05,29661450000
2009-03-06,29364650000
2009-03-09,28919450000
2009-03-10,30811550000
2009-03-11,30774450000
2009-03-12,32332650000
2009-03-13,31776150000
2009-03-16,31924550000
2009-03-17,33056100000
2009-03-18,33594050000
2009-03-19,32833500000
2009-03-20,32369750000
2009-03-23,35096600000
2009-03-24,33927950000
2009-03-25,34373150000
2009-03-26,35356300000
2009-03-27,34484450000
2009-03-30,33111750000
2009-03-31,33686800000
2009-04-01,34893030000
2009-04-02,37529970000
2009-04-03,37140000000
2009-04-06,36434340000
2009-04-07,35505840000
2009-04-08,35951520000
2009-04-09,36917160000
