,HES
2004-08-25,6905721570
2004-08-26,6964998150
2004-08-27,7123967160
2004-08-30,7099717650
2004-08-31,7229048370
2004-09-01,7312574460
2004-09-02,7406878110
2004-09-03,7390711770
2004-09-07,7352990310
2004-09-08,7334129580
2004-09-09,7423044450
2004-09-10,7363767870
2004-09-13,7369156650
2004-09-14,7420350060
2004-09-15,7374545430
2004-09-16,7366462260
2004-09-17,7544292000
2004-09-20,7654761990
2004-09-21,7883785140
2004-09-22,7770620760
2004-09-23,7708649790
2004-09-24,7767926370
2004-09-27,7759843200
2004-09-28,8013115860
2004-09-29,7921506600
2004-09-30,9185832000
2004-10-01,9291096000
2004-10-04,9278712000
2004-10-05,9331344000
2004-10-06,9588312000
2004-10-07,9430416000
2004-10-08,9448992000
2004-10-11,9349920000
2004-10-12,9232272000
2004-10-13,9000072000
2004-10-14,8996976000
2004-10-15,9021744000
2004-10-18,8873136000
2004-10-19,8901000000
2004-10-20,9130104000
2004-10-21,9133200000
2004-10-22,9120816000
2004-10-25,9089856000
2004-10-26,9192024000
2004-10-27,8653320000
2004-10-28,8188920000
2004-10-29,8328240000
2004-11-01,8238456000
2004-11-02,8108424000
2004-11-03,8250840000
2004-11-04,8303472000
2004-11-05,8281800000
2004-11-08,8130096000
2004-11-09,7907184000
2004-11-10,8012448000
2004-11-11,7916472000
2004-11-12,8117712000
2004-11-15,7947432000
2004-11-16,7975296000
2004-11-17,8238456000
2004-11-18,8405640000
2004-11-19,8544960000
2004-11-22,8907192000
2004-11-23,8950536000
2004-11-24,9058896000
2004-11-26,9080568000
2004-11-29,9049608000
2004-11-30,9170352000
2004-12-01,8767872000
2004-12-02,8517096000
2004-12-03,8705952000
2004-12-06,8730720000
2004-12-07,8473752000
2004-12-08,8544960000
2004-12-09,8554248000
2004-12-10,8467560000
2004-12-13,8622360000
2004-12-14,8628552000
2004-12-15,8780256000
2004-12-16,8724528000
2004-12-17,8770968000
2004-12-20,8736912000
2004-12-21,8746200000
2004-12-22,8644032000
2004-12-23,8684280000
2004-12-27,8452080000
2004-12-28,8486136000
2004-12-29,8544960000
2004-12-30,8504712000
2004-12-31,7446575340
2005-01-03,7172684550
2005-01-04,7186243500
2005-01-05,7140143070
2005-01-06,7232343930
2005-01-07,7232343930
2005-01-10,7289291520
2005-01-11,7248614670
2005-01-12,7359798060
2005-01-13,7465557870
2005-01-14,7571317680
2005-01-18,7601147370
2005-01-19,7571317680
2005-01-20,7541487990
2005-01-21,7617418110
2005-01-24,7611994530
2005-01-25,7636400640
2005-01-26,7674365700
2005-01-27,7660806750
2005-01-28,7641824220
2005-01-31,7831649520
2005-02-01,7918426800
2005-02-02,8124522840
2005-02-03,8241129810
2005-02-04,8251976970
2005-02-07,8211300120
2005-02-08,8295365610
2005-02-09,8317059930
2005-02-10,8577391770
2005-02-11,8604509670
2005-02-14,8544850290
2005-02-15,8590950720
2005-02-16,8769928860
2005-02-17,8601797880
2005-02-18,8750946330
2005-02-22,8726540220
2005-02-23,8778064230
2005-02-24,9030260700
2005-02-25,9125173350
2005-02-28,9076361130
2005-03-01,8881112250
2005-03-02,8978736690
2005-03-03,9233644950
2005-03-04,9385505190
2005-03-07,9342116550
2005-03-08,9252627480
2005-03-09,8867553300
2005-03-10,8797046760
2005-03-11,8791623180
2005-03-14,8740099170
2005-03-15,8577391770
2005-03-16,8590950720
2005-03-17,8731963800
2005-03-18,8631627570
2005-03-21,8718404850
2005-03-22,8637051150
2005-03-23,8525867760
2005-03-24,8542138500
2005-03-28,8550273870
2005-03-29,8447225850
2005-03-30,8509597020
2005-03-31,8727337380
2005-04-01,8928716540
2005-04-04,8909667160
2005-04-05,8904224480
2005-04-06,8961372620
2005-04-07,8901503140
2005-04-08,8836190980
2005-04-11,8955929940
2005-04-12,8800813560
2005-04-13,8621205120
2005-04-14,8542286260
2005-04-15,8226610820
2005-04-18,8433432660
2005-04-19,8651139860
2005-04-20,8457924720
2005-04-21,8613041100
2005-04-22,8672910580
2005-04-25,8896060460
2005-04-26,8662025220
2005-04-27,8354513800
2005-04-28,8414383280
2005-04-29,8496023480
2005-05-02,8607598420
2005-05-03,8427989980
2005-05-04,8566778320
2005-05-05,8596713060
2005-05-06,8618483780
2005-05-09,8759993460
2005-05-10,8558614300
2005-05-11,8591270380
2005-05-12,8180348040
2005-05-13,8006182280
2005-05-16,7987132900
2005-05-17,8109593200
2005-05-18,8079658460
2005-05-19,8283758960
2005-05-20,8169462680
2005-05-23,8267430920
2005-05-24,8327300400
2005-05-25,8447039360
2005-05-26,8411661940
2005-05-27,8604877080
2005-05-31,8422547300
2005-06-01,8656582540
2005-06-02,8787206860
2005-06-03,8792649540
2005-06-06,8877011080
2005-06-07,8803534900
2005-06-08,8877011080
2005-06-09,9296097440
2005-06-10,9339638880
2005-06-13,9407672380
2005-06-14,9736954520
2005-06-15,9864857500
2005-06-16,10030859240
2005-06-17,10128827480
2005-06-20,10063515320
2005-06-21,9715183800
2005-06-22,9736954520
2005-06-23,9886628220
2005-06-24,9856693480
2005-06-27,10017252540
2005-06-28,9638986280
2005-06-29,9747839880
2005-06-30,9711948000
2005-07-01,10108633200
2005-07-05,10327494000
2005-07-06,10127783520
2005-07-07,10420509840
2005-07-08,10261835760
2005-07-11,10256364240
2005-07-12,10579183920
2005-07-13,10529940240
2005-07-14,10264571520
2005-07-15,10196177520
2005-07-18,10130519280
2005-07-19,10308343680
2005-07-20,10308343680
2005-07-21,10352115840
2005-07-22,10855495680
2005-07-25,10743329520
2005-07-26,10798044720
2005-07-27,10781630160
2005-07-28,10904739360
2005-07-29,10748801040
2005-08-01,10787101680
2005-08-02,10902003600
2005-08-03,10858231440
2005-08-04,10904739360
2005-08-05,10975869120
2005-08-08,11375290080
2005-08-09,11216616000
2005-08-10,11347932480
2005-08-11,11564057520
2005-08-12,11807540160
2005-08-15,11607829680
2005-08-16,11465570160
2005-08-17,11104449840
2005-08-18,11123600160
2005-08-19,11276802720
2005-08-22,11265859680
2005-08-23,11249445120
2005-08-24,11274066960
2005-08-25,11301424560
2005-08-26,11134543200
2005-08-29,11388968880
2005-08-30,11490192000
2005-08-31,11591415120
2005-09-01,12245261760
2005-09-02,12089323440
2005-09-06,12138567120
2005-09-07,12133095600
2005-09-08,12081116160
2005-09-09,12529780800
2005-09-12,12149510160
2005-09-13,12212432640
2005-09-14,12483272880
2005-09-15,12403935840
2005-09-16,12176867760
2005-09-19,12704869440
2005-09-20,12658361520
2005-09-21,12710340960
2005-09-22,12475065600
2005-09-23,12228847200
2005-09-26,12524309280
2005-09-27,12472329840
2005-09-28,12606382080
2005-09-29,12688454880
2005-09-30,12559711500
2005-10-03,12441870000
2005-10-04,12039016500
2005-10-05,11255233500
2005-10-06,10729057500
2005-10-07,10959259500
2005-10-10,10789348500
2005-10-11,11112727500
2005-10-12,10822234500
2005-10-13,10575589500
2005-10-14,10781127000
2005-10-17,11033253000
2005-10-18,10611216000
2005-10-19,10874304000
2005-10-20,10298799000
2005-10-21,10622178000
2005-10-24,10967481000
2005-10-25,11082582000
2005-10-26,11162056500
2005-10-27,10808532000
2005-10-28,11227828500
2005-10-31,11427885000
2005-11-01,11419663500
2005-11-02,11836219500
2005-11-03,11984206500
2005-11-04,11764966500
2005-11-07,11477214000
2005-11-08,11797852500
2005-11-09,11693713500
2005-11-10,11151094500
2005-11-11,11408701500
2005-11-14,11447068500
2005-11-15,11414182500
2005-11-16,11737561500
2005-11-17,11690973000
2005-11-18,11751264000
2005-11-21,11912953500
2005-11-22,12123972000
2005-11-23,12019833000
2005-11-25,11986947000
2005-11-28,11208645000
2005-11-29,11109987000
2005-11-30,11192202000
2005-12-01,11540245500
2005-12-02,11463511500
2005-12-05,11504619000
2005-12-06,11518321500
2005-12-07,11318265000
2005-12-08,11474473500
2005-12-09,11249752500
2005-12-12,11419663500
2005-12-13,11778669000
2005-12-14,12030795000
2005-12-15,11778669000
2005-12-16,11570391000
2005-12-19,11466252000
2005-12-20,11882808000
2005-12-21,11893770000
2005-12-22,11743042500
2005-12-23,11699194500
2005-12-27,11214126000
2005-12-28,11562169500
2005-12-29,11482695000
2005-12-30,11584093500
2006-01-03,14021192000
2006-01-04,14210072000
2006-01-05,14106188000
2006-01-06,14376916000
2006-01-09,14531167999
2006-01-10,14883744000
2006-01-11,14918372000
2006-01-12,14918372000
2006-01-13,14927816000
2006-01-17,15236320000
2006-01-18,15056884000
2006-01-19,15195396000
2006-01-20,15211136000
2006-01-23,15321316000
2006-01-24,15384276000
2006-01-25,15579452000
2006-01-26,15437792000
2006-01-27,15746296000
2006-01-30,16136648000
2006-01-31,16243680000
2006-02-01,15598340000
2006-02-02,15462976000
2006-02-03,15189100000
2006-02-06,15623524000
2006-02-07,15037996000
2006-02-08,15028552000
2006-02-09,14537464000
2006-02-10,14509132000
2006-02-13,14669680000
2006-02-14,14420988000
2006-02-15,14225812000
2006-02-16,14386360000
2006-02-17,14682272000
2006-02-21,15022256000
2006-02-22,14827080000
2006-02-23,14839672000
2006-02-24,14814488000
2006-02-27,14631903999
2006-02-28,14512280000
2006-03-01,14890040000
2006-03-02,15167064000
2006-03-03,15094660000
2006-03-06,14594128000
2006-03-07,14480800000
2006-03-08,14505984000
2006-03-09,14317103999
2006-03-10,14553203999
2006-03-13,14890040000
2006-03-14,14949852000
2006-03-15,15066328000
2006-03-16,15255208000
2006-03-17,15078920000
2006-03-20,14742084000
2006-03-21,14647644000
2006-03-22,14616164000
2006-03-23,14603572000
2006-03-24,14757824000
2006-03-27,14905780000
2006-03-28,14830228000
2006-03-29,14956148000
2006-03-30,14968740000
2006-03-31,14976785000
2006-04-03,14800104999
2006-04-04,15200790000
2006-04-05,15588854999
2006-04-06,15711900000
2006-04-07,15336455000
2006-04-10,15538375000
2006-04-11,15270200000
2006-04-12,15131380000
2006-04-13,14995715000
2006-04-17,15144000000
2006-04-18,15326990000
2006-04-19,15629870000
2006-04-20,15579390000
2006-04-21,16241939999
2006-04-24,15819170000
2006-04-25,15771845000
2006-04-26,15039885000
2006-04-27,14809570000
2006-04-28,15068280000
2006-05-01,15427950000
2006-05-02,15727675000
2006-05-03,15648800000
2006-05-04,15222875000
2006-05-05,15326990000
2006-05-08,15080900000
2006-05-09,15248115000
2006-05-10,15607785000
2006-05-11,15544685000
2006-05-12,15251270000
2006-05-15,14932615000
2006-05-16,14992560000
2006-05-17,15102985000
2006-05-18,14815880000
2006-05-19,14913685000
2006-05-22,14793795000
2006-05-23,14841120000
2006-05-24,14828500000
2006-05-25,15248115000
2006-05-26,15427950000
2006-05-30,15260735000
2006-05-31,15775000000
2006-06-01,15756070000
2006-06-02,16014780000
2006-06-05,15475275000
2006-06-06,15096675000
2006-06-07,14670750000
2006-06-08,14579255000
2006-06-09,14380490000
2006-06-12,14099695000
2006-06-13,13705320000
2006-06-14,13894620000
2006-06-15,14494070000
2006-06-16,14639200000
2006-06-19,14077610000
2006-06-20,13749490000
2006-06-21,14181725000
2006-06-22,14061835000
2006-06-23,14550860000
2006-06-26,14796950000
2006-06-27,15207100000
2006-06-28,15904354999
2006-06-29,16598455000
2006-06-30,16700600000
2006-07-03,16928120000
2006-07-05,17171440000
2006-07-06,17443200000
2006-07-07,16858600000
2006-07-10,16849120000
2006-07-11,17310480000
2006-07-12,17392640000
2006-07-13,17108240000
2006-07-14,17702320000
2006-07-17,16811200000
2006-07-18,16789080000
2006-07-19,17064000000
2006-07-20,16488880000
2006-07-21,16014880000
2006-07-24,16858600000
2006-07-25,16849120000
2006-07-26,16697440000
2006-07-27,16365640000
2006-07-28,16251880000
2006-07-31,16716400000
2006-08-01,16706920000
2006-08-02,16792240000
2006-08-03,16567880000
2006-08-04,16432000000
2006-08-07,16659520000
2006-08-08,16653200000
2006-08-09,16906000000
2006-08-10,16274000000
2006-08-11,16413040000
2006-08-14,15973800000
2006-08-15,15894800000
2006-08-16,15547200000
2006-08-17,15262800000
2006-08-18,15405000000
2006-08-21,15499800000
2006-08-22,15673600000
2006-08-23,15461880000
2006-08-24,15484000000
2006-08-25,15695720000
2006-08-28,15556679999
2006-08-29,15313360000
2006-08-30,14861480000
2006-08-31,14466480000
2006-09-01,14558120000
2006-09-05,14994200000
2006-09-06,14163120000
2006-09-07,14251600000
2006-09-08,13834480000
2006-09-11,13300440000
2006-09-12,13016040000
2006-09-13,13107679999
2006-09-14,12734800000
2006-09-15,12687400000
2006-09-18,13189840000
2006-09-19,12835920000
2006-09-20,12668440000
2006-09-21,12892800000
2006-09-22,12820120000
2006-09-25,12712679999
2006-09-26,13019200000
2006-09-27,13256200000
2006-09-28,13114000000
2006-09-29,13088720000
2006-10-02,12893684734
2006-10-03,12194344883
2006-10-04,12276249550
2006-10-05,12314051704
2006-10-06,12323502243
2006-10-09,12128191113
2006-10-10,12465260321
2006-10-11,12496762116
2006-10-12,12714124502
2006-10-13,13051193709
2006-10-16,13482768302
2006-10-17,13350460763
2006-10-18,13088995864
2006-10-19,13274856455
2006-10-20,13413464353
2006-10-23,13035442812
2006-10-24,13372512019
2006-10-25,13788335715
2006-10-26,13555222431
2006-10-27,13643427457
2006-10-30,12925186529
2006-10-31,13356761122
2006-11-01,13394563276
2006-11-02,13369361840
2006-11-03,13813537151
2006-11-06,14141155820
2006-11-07,13835588407
2006-11-08,14043500255
2006-11-09,14282913898
2006-11-10,14175807795
2006-11-13,14251412103
2006-11-14,14412071258
2006-11-15,14723939029
2006-11-16,14273463359
2006-11-17,14503426464
2006-11-20,14314415693
2006-11-21,14453023591
2006-11-22,14295514616
2006-11-24,14276613539
2006-11-27,14582180951
2006-11-28,15278370623
2006-11-29,15785549524
2006-11-30,15835952396
2006-12-01,15845402935
2006-12-04,15943058500
2006-12-05,15772948806
2006-12-06,16201373219
2006-12-07,16226574656
2006-12-08,16352581836
2006-12-11,16169871424
2006-12-12,16182472142
2006-12-13,16128919091
2006-12-14,16541592607
2006-12-15,16459687939
2006-12-18,15536685343
2006-12-19,15741447011
2006-12-20,15933607961
2006-12-21,16097417296
2006-12-22,15845402935
2006-12-26,15782399345
2006-12-27,15861153832
2006-12-28,15999761731
2006-12-29,15615439831
2007-01-03,15100307000
2007-01-04,15030501000
2007-01-05,15214535000
2007-01-08,15658755000
2007-01-09,15293860000
2007-01-10,15071750000
2007-01-11,15011463000
2007-01-12,15554046000
2007-01-16,15446164000
2007-01-17,15627025000
2007-01-18,15481067000
2007-01-19,16029996000
2007-01-22,16039515000
2007-01-23,16417102000
2007-01-24,16350469000
2007-01-25,16137878000
2007-01-26,16480562000
2007-01-29,16534503000
2007-01-30,16747094000
2007-01-31,17131027000
2007-02-01,17305542000
2007-02-02,17315061000
2007-02-05,17172276000
2007-02-06,17083432000
2007-02-07,16880360000
2007-02-08,17305542000
2007-02-09,17432462000
2007-02-12,16956512000
2007-02-13,17083432000
2007-02-14,17127853999
2007-02-15,17096124000
2007-02-16,17219871000
2007-02-20,17013626000
2007-02-21,17292850000
2007-02-22,17318234000
2007-02-23,17635534000
2007-02-26,17635534000
2007-02-27,16886706000
2007-02-28,16804208000
2007-03-01,16877187000
2007-03-02,16315566000
2007-03-05,16029996000
2007-03-06,16340950000
2007-03-07,16556714000
2007-03-08,16674115000
2007-03-09,16753440000
2007-03-12,16569406000
2007-03-13,16242587000
2007-03-14,16490081000
2007-03-15,16452005000
2007-03-16,16007785000
2007-03-19,16661423000
2007-03-20,16801035000
2007-03-21,17153238000
2007-03-22,17702167000
2007-03-23,17762454000
2007-03-26,17892547000
2007-03-27,18028986000
2007-03-28,18054370000
2007-03-29,18057543000
2007-03-30,17600631000
2007-04-02,18004086000
2007-04-03,17933994000
2007-04-04,17914878000
2007-04-05,17933994000
2007-04-09,17548488000
2007-04-10,17962668000
2007-04-11,17969040000
2007-04-12,18357732000
2007-04-13,18437382000
2007-04-16,18478800000
2007-04-17,18137898000
2007-04-18,17908506000
2007-04-19,17892576000
2007-04-20,18338616000
2007-04-23,18258966000
2007-04-24,18198432000
2007-04-25,18810144000
2007-04-26,18309942000
2007-04-27,18166572000
2007-04-30,18080550000
2007-05-01,18086922000
2007-05-02,18179316000
2007-05-03,18552078000
2007-05-04,18536148000
2007-05-07,18421452000
2007-05-08,18523404000
2007-05-09,18618984000
2007-05-10,18112410000
2007-05-11,18631728000
2007-05-14,18654030000
2007-05-15,18603054000
2007-05-16,18615798000
2007-05-17,18755982000
2007-05-18,19014048000
2007-05-21,19303974000
2007-05-22,18896166000
2007-05-23,19262556000
2007-05-24,18819702000
2007-05-25,19205208000
2007-05-29,19154232000
2007-05-30,19434600000
2007-05-31,18867492000
2007-06-01,19198836000
2007-06-04,19268928000
2007-06-05,18979002000
2007-06-06,18730494000
2007-06-07,18797400000
2007-06-08,18819702000
2007-06-11,18768726000
2007-06-12,18469242000
2007-06-13,18810144000
2007-06-14,19077768000
2007-06-15,19434600000
2007-06-18,19246626000
2007-06-19,18959886000
2007-06-20,18501102000
2007-06-21,19192464000
2007-06-22,19026792000
2007-06-25,18612612000
2007-06-26,18042318000
2007-06-27,17771508000
2007-06-28,18077364000
2007-06-29,18784656000
2007-07-02,19030851000
2007-07-03,19222791000
2007-07-05,19408333000
2007-07-06,19497905000
2007-07-09,19728233000
2007-07-10,20217680000
2007-07-11,20310451000
2007-07-12,20675137000
2007-07-13,21151788000
2007-07-16,21020628999
2007-07-17,21014231000
2007-07-18,21266952000
2007-07-19,21212569000
2007-07-20,20902266000
2007-07-23,21346927000
2007-07-24,20675137000
2007-07-25,21298942000
2007-07-26,19955362000
2007-07-27,19414731000
2007-07-30,19766621000
2007-07-31,19577880000
2007-08-01,19245184000
2007-08-02,19165209000
2007-08-03,18103141000
2007-08-06,17796037000
2007-08-07,18323872000
2007-08-08,18618180000
2007-08-09,18394250000
2007-08-10,18950876000
2007-08-13,19264378000
2007-08-14,18691757000
2007-08-15,17975181000
2007-08-16,17671276000
2007-08-17,18330270000
2007-08-20,18704553000
2007-08-21,18192713000
2007-08-22,18467827000
2007-08-23,18448633000
2007-08-24,18902891000
2007-08-27,18813319000
2007-08-28,18403847000
2007-08-29,18986065000
2007-08-30,18752538000
2007-08-31,19632263000
2007-09-04,19862591000
2007-09-05,19731432000
2007-09-06,20144103000
2007-09-07,19721835000
2007-09-10,19401935000
2007-09-11,19974556000
2007-09-12,20527983000
2007-09-13,20479998000
2007-09-14,20262466000
2007-09-17,20291257000
2007-09-18,21116599000
2007-09-19,21279748000
2007-09-20,21241360000
2007-09-21,21705215000
2007-09-24,21765996000
2007-09-25,21590051000
2007-09-26,21890757000
2007-09-27,21564459000
2007-09-28,21282947000
2007-10-01,21733456000
2007-10-02,21134426000
2007-10-03,21014620000
2007-10-04,20979002000
2007-10-05,21393465999
2007-10-08,21069665999
2007-10-09,21380514000
2007-10-10,21283374000
2007-10-11,21361086000
2007-10-12,21895356000
2007-10-15,22212680000
2007-10-16,22510576000
2007-10-17,22432864000
2007-10-18,22627144000
2007-10-19,21918022000
2007-10-22,21254232000
2007-10-23,21616888000
2007-10-24,22264488000
2007-10-25,22426388000
2007-10-26,22976847999
2007-10-29,23216460000
2007-10-30,22264488000
2007-10-31,23187318000
2007-11-01,22672476000
2007-11-02,22853804000
2007-11-05,22377818000
2007-11-06,23954724000
2007-11-07,23498165999
2007-11-08,23216460000
2007-11-09,23213222000
2007-11-12,21675172000
2007-11-13,22245060000
2007-11-14,22141444000
2007-11-15,21286612000
2007-11-16,21998972000
2007-11-19,21995734000
2007-11-20,23070750000
2007-11-21,22209442000
2007-11-23,22750188000
2007-11-26,22131730000
2007-11-27,21497082000
2007-11-28,21937450000
2007-11-29,22523528000
2007-11-30,23061036000
2007-12-03,24213764000
2007-12-04,23507880000
2007-12-05,24161956000
2007-12-06,25534868000
2007-12-07,25460394000
2007-12-10,25343826000
2007-12-11,24828984000
2007-12-12,26593694000
2007-12-13,27098822000
2007-12-14,27516524000
2007-12-17,27422622000
2007-12-18,29086954000
2007-12-19,29825218000
2007-12-20,28918578000
2007-12-21,31732400000
2007-12-24,33150644000
2007-12-26,33804720000
2007-12-27,33134454000
2007-12-28,33021124000
2007-12-31,32023050000
2008-01-02,31388050000
2008-01-03,31073725000
2008-01-04,29638625000
2008-01-07,29502100000
2008-01-08,29029025000
2008-01-09,30092650000
2008-01-10,29425900000
2008-01-11,29127450000
2008-01-14,29521150000
2008-01-15,28546425000
2008-01-16,27746325000
2008-01-17,26406475000
2008-01-18,27139900000
2008-01-22,27181175000
2008-01-23,26298525000
2008-01-24,28451175000
2008-01-25,28359099999
2008-01-28,28543250000
2008-01-29,28927425000
2008-01-30,28714700000
2008-01-31,28775025000
2008-02-01,29232224999
2008-02-04,28698825000
2008-02-05,27136725000
2008-02-06,25987375000
2008-02-07,27673300000
2008-02-08,28244799999
2008-02-11,28775025000
2008-02-12,28368625000
2008-02-13,28905200000
2008-02-14,28956000000
2008-02-15,28781375000
2008-02-19,29873575000
2008-02-20,29975175000
2008-02-21,29359225000
2008-02-22,29737050000
2008-02-25,30984825000
2008-02-26,31286450000
2008-02-27,30318075000
2008-02-28,30470475000
2008-02-29,29584650000
2008-03-03,29762450000
2008-03-04,29517975000
2008-03-05,30499050000
2008-03-06,29524325000
2008-03-07,29111575000
2008-03-10,29184600000
2008-03-11,30753050000
2008-03-12,31940500000
2008-03-13,31969075000
2008-03-14,31445200000
2008-03-17,30375225000
2008-03-18,31197550000
2008-03-19,28682950000
2008-03-20,28848050000
2008-03-24,28381325000
2008-03-25,28413075000
2008-03-26,29410025000
2008-03-27,28428950000
2008-03-28,28057475000
2008-03-31,28305780000
2008-04-01,29689290000
2008-04-02,29968560000
2008-04-03,29885100000
2008-04-04,30469320000
2008-04-07,30844890000
2008-04-08,31015020000
2008-04-09,31554300000
2008-04-10,30986130000
2008-04-11,29775960000
2008-04-14,32481990000
2008-04-15,33223500000
2008-04-16,33380790000
2008-04-17,32908920000
2008-04-18,33785250000
2008-04-21,36131760000
2008-04-22,37171800000
2008-04-23,35525070000
2008-04-24,35027520000
2008-04-25,35303580000
2008-04-28,34436880000
2008-04-29,33875130000
2008-04-30,34090200000
2008-05-01,32889659999
2008-05-02,34135140000
2008-05-05,34754670000
2008-05-06,37512060000
2008-05-07,36205590000
2008-05-08,36902160000
2008-05-09,37152540000
2008-05-12,36979200000
2008-05-13,37906890000
2008-05-14,37338720000
2008-05-15,39206940000
2008-05-16,41097630000
2008-05-19,41954700000
2008-05-20,42949800000
2008-05-21,41980380000
2008-05-22,41084790000
2008-05-23,40153890000
2008-05-27,40446000000
2008-05-28,40006230000
2008-05-29,38686920000
2008-05-30,39422010000
2008-06-02,40446000000
2008-06-03,39306450000
2008-06-04,37852320000
2008-06-05,39592140000
2008-06-06,39778320000
2008-06-09,40917870000
2008-06-10,39463740000
2008-06-11,40375380000
2008-06-12,39691650000
2008-06-13,40311180000
2008-06-16,40921080000
2008-06-17,41643330000
2008-06-18,41521350000
2008-06-19,39454110000
2008-06-20,39338550000
2008-06-23,41229240000
2008-06-24,40446000000
2008-06-25,39906720000
2008-06-26,39935610000
2008-06-27,40786260000
2008-06-30,40683656000
2008-07-01,40835184000
2008-07-02,38681552000
2008-07-03,38539696000
2008-07-07,36927696000
2008-07-08,36531144000
2008-07-09,35380176000
2008-07-10,36424752000
2008-07-11,36031424000
2008-07-14,35867000000
2008-07-15,33419984000
2008-07-16,32575296000
2008-07-17,30918160000
2008-07-18,31546840000
2008-07-21,33523152000
2008-07-22,31524272000
2008-07-23,29738176000
2008-07-24,30115384000
2008-07-25,30263688000
2008-07-28,30624776000
2008-07-29,30386200000
2008-07-30,34487128000
2008-07-31,32691360000
2008-08-01,32604312000
2008-08-04,30005767999
2008-08-05,31008432000
2008-08-06,32481800000
2008-08-07,31575856000
2008-08-08,30908488000
2008-08-11,30856903999
2008-08-12,31008432000
2008-08-13,32842888000
2008-08-14,31888584000
2008-08-15,30731167999
2008-08-18,30540952000
2008-08-19,31740280000
2008-08-20,33529600000
2008-08-21,35170616000
2008-08-22,34261448000
2008-08-25,33800416000
2008-08-26,34022872000
2008-08-27,34541936000
2008-08-28,34022872000
2008-08-29,33758503999
2008-09-02,32746167999
2008-09-03,30615103999
2008-09-04,29467360000
2008-09-05,29480256000
2008-09-08,28416336000
2008-09-09,25692056000
2008-09-10,27620008000
2008-09-11,28509832000
2008-09-12,29751072000
2008-09-15,26314288000
2008-09-16,27152528000
2008-09-17,27007448000
2008-09-18,27278264000
2008-09-19,30557072000
2008-09-22,30773080000
2008-09-23,29754296000
2008-09-24,29892928000
2008-09-25,30966520000
2008-09-26,28864472000
2008-09-29,24537864000
2008-09-30,26479008000
2008-10-01,25811226000
2008-10-02,22278756000
2008-10-03,23227200000
2008-10-06,23307850000
2008-10-07,19772154000
2008-10-08,20091528000
2008-10-09,17259100000
2008-10-10,17071992000
2008-10-13,19104372000
2008-10-14,18810806000
2008-10-15,15207364000
2008-10-16,16630030000
2008-10-17,16317108000
2008-10-20,18510788000
2008-10-21,17652672000
2008-10-22,15813852000
2008-10-23,17378462000
2008-10-24,16110644000
2008-10-27,13991162000
2008-10-28,16294526000
2008-10-29,17139738000
2008-10-30,18497884000
2008-10-31,19423746000
2008-11-03,18620472000
2008-11-04,19668922000
2008-11-05,19020496000
2008-11-06,18301098000
2008-11-07,19752798000
2008-11-10,20104432000
2008-11-11,18272064000
2008-11-12,16362272000
2008-11-13,18639828000
2008-11-14,17913978000
2008-11-17,16300978000
2008-11-18,16568736000
2008-11-19,14991222000
2008-11-20,12403970000
2008-11-21,14475062000
2008-11-24,16149356000
2008-11-25,16062254000
2008-11-26,18133346000
2008-11-28,17433304000
2008-12-01,14100846000
2008-12-02,14536356000
2008-12-03,13810506000
2008-12-04,12800768000
2008-12-05,12416874000
2008-12-08,13558878000
2008-12-09,13984710000
2008-12-10,14416994000
2008-12-11,15391246000
2008-12-12,15388020000
2008-12-15,15246076000
2008-12-16,16059028000
2008-12-17,16907465999
2008-12-18,15255754000
2008-12-19,15271884000
2008-12-22,15400924000
2008-12-23,15749332000
2008-12-24,15371890000
2008-12-26,15823530000
2008-12-29,16855850000
2008-12-30,17346202000
2008-12-31,17325720000
2009-01-02,18491750000
2009-01-05,18914880000
2009-01-06,18727540000
2009-01-07,18039550000
2009-01-08,18843820000
2009-01-09,17929730000
2009-01-12,16857370000
2009-01-13,17429080000
2009-01-14,16573130000
2009-01-15,17070550000
2009-01-16,17112539999
2009-01-20,16792770000
2009-01-21,18278570000
2009-01-22,17587350000
2009-01-23,18585420000
2009-01-26,19380000000
2009-01-27,19115140000
2009-01-28,19657780000
2009-01-29,18394850000
2009-01-30,17962030000
2009-02-02,17351560000
2009-02-03,17900660000
2009-02-04,18226890000
2009-02-05,18850280000
2009-02-06,19525350000
2009-02-09,19612560000
2009-02-10,18433610000
2009-02-11,18465910000
2009-02-12,18204280000
2009-02-13,18866430000
2009-02-17,16986570000
2009-02-18,16724940000
2009-02-19,16850910000
2009-02-20,16663570000
2009-02-23,16146770000
2009-02-24,16909050000
2009-02-25,16850910000
2009-02-26,17387090000
2009-02-27,17664870000
2009-03-02,16744320000
2009-03-03,16666800000
2009-03-04,17813450000
2009-03-05,17025330000
2009-03-06,17681020000
2009-03-09,17429080000
2009-03-10,18853510000
2009-03-11,18465910000
2009-03-12,19063460000
2009-03-13,18943950000
2009-03-16,19015010000
2009-03-17,20016310000
2009-03-18,19454290000
2009-03-19,20936859999
2009-03-20,19961400000
2009-03-23,21414900000
2009-03-24,21001460000
2009-03-25,20785050000
2009-03-26,20539570000
2009-03-27,18808290000
2009-03-30,17823140000
2009-03-31,17559445000
2009-04-01,17974133000
2009-04-02,18942818250
2009-04-03,19360746000
2009-04-06,18725755000
2009-04-07,18233313000
2009-04-08,18677158750
2009-04-09,18933099000
2009-04-13,18735474250
