,TSCO
2004-11-11,1401334560
2004-11-12,1402877880
2004-11-15,1415224440
2004-11-16,1387444680
2004-11-17,1399791240
2004-11-18,1356578279
2004-11-19,1304105400
2004-11-22,1293302160
2004-11-23,1251632520
2004-11-24,1257805800
2004-11-26,1251632520
2004-11-29,1265522400
2004-11-30,1223852760
2004-12-01,1284042240
2004-12-02,1314908640
2004-12-03,1302562080
2004-12-06,1297932120
2004-12-07,1290215520
2004-12-08,1307192040
2004-12-09,1294845480
2004-12-10,1331885160
2004-12-13,1331885160
2004-12-14,1356578279
2004-12-15,1355034960
2004-12-16,1359664920
2004-12-17,1367381520
2004-12-20,1359664920
2004-12-21,1379728080
2004-12-22,1402877880
2004-12-23,1385901360
2004-12-27,1372011480
2004-12-28,1399791240
2004-12-29,1410594480
2004-12-30,1422941040
2004-12-31,1435287600
2005-01-03,1429114320
2005-01-04,1398247920
2005-01-05,1375098120
2005-01-06,1402877880
2005-01-07,1368924839
2005-01-10,1390531320
2005-01-11,1388988000
2005-01-12,1409051160
2005-01-13,1372011480
2005-01-14,1373554800
2005-01-18,1399791240
2005-01-19,1398247920
2005-01-20,1382814720
2005-01-21,1328798520
2005-01-24,1308735360
2005-01-25,1331885160
2005-01-26,1370468160
2005-01-27,1385901360
2005-01-28,1358121600
2005-01-31,1381271400
2005-02-01,1433744279
2005-02-02,1435287600
2005-02-03,1487760480
2005-02-04,1709998560
2005-02-07,1751668200
2005-02-08,1745494920
2005-02-09,1639005839
2005-02-10,1668328920
2005-02-11,1665242279
2005-02-14,1666785600
2005-02-15,1655982360
2005-02-16,1651352400
2005-02-17,1620486000
2005-02-18,1643635800
2005-02-22,1608139440
2005-02-23,1618942680
2005-02-24,1654439040
2005-02-25,1640549160
2005-02-28,1643635800
2005-03-01,1668328920
2005-03-02,1668328920
2005-03-03,1648265760
2005-03-04,1691478720
2005-03-07,1671415560
2005-03-08,1640549160
2005-03-09,1632832560
2005-03-10,1642092480
2005-03-11,1648265760
2005-03-14,1648265760
2005-03-15,1646722440
2005-03-16,1631289240
2005-03-17,1643635800
2005-03-18,1642092480
2005-03-21,1632832560
2005-03-22,1665242279
2005-03-23,1659069000
2005-03-24,1677588839
2005-03-28,1706864870
2005-03-29,1678883479
2005-03-30,1714637479
2005-03-31,1695983218
2005-04-01,1646238522
2005-04-04,1669556348
2005-04-05,1681992522
2005-04-06,1683547044
2005-04-07,1677328957
2005-04-08,1702201305
2005-04-11,1702201305
2005-04-12,1734846261
2005-04-13,1689765131
2005-04-14,1635356870
2005-04-15,1588721218
2005-04-18,1573176000
2005-04-19,1627584261
2005-04-20,1613593566
2005-04-21,1615148087
2005-04-22,1601157392
2005-04-25,1635356870
2005-04-26,1608930000
2005-04-27,1618257131
2005-04-28,1574730522
2005-04-29,1563848870
2005-05-02,1601157392
2005-05-03,1577839566
2005-05-04,1599602870
2005-05-05,1636911392
2005-05-06,1624475218
2005-05-09,1641574957
2005-05-10,1616702609
2005-05-11,1607375479
2005-05-12,1593384783
2005-05-13,1566957913
2005-05-16,1588721218
2005-05-17,1613593566
2005-05-18,1647793044
2005-05-19,1686656087
2005-05-20,1658674696
2005-05-23,1677328957
2005-05-24,1668001827
2005-05-25,1638465913
2005-05-26,1688210609
2005-05-27,1699092261
2005-05-31,1727073653
2005-06-01,1722410087
2005-06-02,1745727914
2005-06-03,1772154783
2005-06-06,1787700001
2005-06-07,1829672087
2005-06-08,1815681392
2005-06-09,1842108261
2005-06-10,1835890174
2005-06-13,1848326348
2005-06-14,1902734609
2005-06-15,1915170783
2005-06-16,1936934088
2005-06-17,1904289131
2005-06-20,1899625566
2005-06-21,1899625566
2005-06-22,1915170783
2005-06-23,1899625566
2005-06-24,1870089653
2005-06-27,1870337953
2005-06-28,1901536250
2005-06-29,1901536250
2005-06-30,1915575484
2005-07-01,1912455655
2005-07-05,1932734548
2005-07-06,1920255229
2005-07-07,1901536250
2005-07-08,1932734548
2005-07-11,1948333697
2005-07-12,1942094038
2005-07-13,1923375059
2005-07-14,1923375059
2005-07-15,1917135399
2005-07-18,1898416421
2005-07-19,1965492761
2005-07-20,1974852250
2005-07-21,1970172506
2005-07-22,2116804505
2005-07-25,2115244590
2005-07-26,2166721782
2005-07-27,2199479994
2005-07-28,2269676164
2005-07-29,2193240335
2005-08-01,2196360165
2005-08-02,2146442888
2005-08-03,2132403654
2005-08-04,2077806633
2005-08-05,2082486378
2005-08-08,2029449271
2005-08-09,2063767399
2005-08-10,2115244590
2005-08-11,2110564846
2005-08-12,2112124761
2005-08-15,2109004931
2005-08-16,1981091910
2005-08-17,1974852250
2005-08-18,1957693186
2005-08-19,1940534123
2005-08-22,1951453527
2005-08-23,1937414293
2005-08-24,1959253101
2005-08-25,1959253101
2005-08-26,1951453527
2005-08-29,1956133272
2005-08-30,1971732420
2005-08-31,2007610463
2005-09-01,1949893612
2005-09-02,1867218123
2005-09-06,1938974208
2005-09-07,2021649697
2005-09-08,1993571229
2005-09-09,2020089782
2005-09-12,2045048420
2005-09-13,2045048420
2005-09-14,2013850122
2005-09-15,1995131144
2005-09-16,1985771654
2005-09-19,1968612591
2005-09-20,1903096165
2005-09-21,1867218123
2005-09-22,1850059059
2005-09-23,1910895740
2005-09-26,1937262400
2005-09-27,1932498640
2005-09-28,1918207360
2005-09-29,1829283840
2005-09-30,1811816720
2005-10-03,1826108000
2005-10-04,1803877120
2005-10-05,1783234160
2005-10-06,1745124080
2005-10-07,1729244880
2005-10-10,1708601920
2005-10-11,1683195200
2005-10-12,1649848880
2005-10-13,1632381760
2005-10-14,1689546880
2005-10-17,1710189840
2005-10-18,1673667679
2005-10-19,1737184480
2005-10-20,1872157679
2005-10-21,1884861039
2005-10-24,1926146960
2005-10-25,1897564400
2005-10-26,1873745600
2005-10-27,1856278480
2005-10-28,1907091920
2005-10-31,1926146960
2005-11-01,1975372480
2005-11-02,2059532240
2005-11-03,2038889280
2005-11-04,2067471840
2005-11-07,2057944320
2005-11-08,2030949679
2005-11-09,2013482560
2005-11-10,2064296000
2005-11-11,2018246320
2005-11-14,2026185920
2005-11-15,1986487920
2005-11-16,2000779200
2005-11-17,2027773840
2005-11-18,1988075840
2005-11-21,2059532240
2005-11-22,2065883920
2005-11-23,2024598000
2005-11-25,2046828880
2005-11-28,2015070480
2005-11-29,2069059760
2005-11-30,2138928240
2005-12-01,2154807440
2005-12-02,2189741680
2005-12-05,2204032960
2005-12-06,2251670560
2005-12-07,2165922880
2005-12-08,2181802080
2005-12-09,2154807440
2005-12-12,2132576560
2005-12-13,2184977920
2005-12-14,2177038320
2005-12-15,2172274560
2005-12-16,2154807440
2005-12-19,2110345679
2005-12-20,2164334960
2005-12-21,2172274560
2005-12-22,2148455760
2005-12-23,2143692000
2005-12-27,2110345679
2005-12-28,2138928240
2005-12-29,2123049039
2005-12-30,2102406080
2006-01-03,2124636960
2006-01-04,2091290640
2006-01-05,2089702720
2006-01-06,2091290640
2006-01-09,2150043680
2006-01-10,2183390000
2006-01-11,2140516160
2006-01-12,2110345679
2006-01-13,2088114800
2006-01-17,2029361760
2006-01-18,1994427520
2006-01-19,1994427520
2006-01-20,1954729520
2006-01-23,1937262400
2006-01-24,1981724160
2006-01-25,2008718800
2006-01-26,2034125520
2006-01-27,2053180560
2006-01-30,2059532240
2006-01-31,2027773840
2006-02-01,2011894640
2006-02-02,2458100160
2006-02-03,2513677360
2006-02-06,2513677360
2006-02-07,2461276000
2006-02-08,2435869280
2006-02-09,2364412880
2006-02-10,2366000800
2006-02-13,2362824960
2006-02-14,2416814240
2006-02-15,2427929680
2006-02-16,2426341760
2006-02-17,2432693440
2006-02-21,2424753840
2006-02-22,2464451840
2006-02-23,2456512240
2006-02-24,2475567280
2006-02-27,2500974000
2006-02-28,2508913600
2006-03-01,2558139120
2006-03-02,2486682720
2006-03-03,2480331040
2006-03-06,2477155200
2006-03-07,2451748480
2006-03-08,2442220960
2006-03-09,2464451840
2006-03-10,2485094800
2006-03-13,2448572640
2006-03-14,2459688080
2006-03-15,2488270640
2006-03-16,2521616960
2006-03-17,2548611600
2006-03-20,2597837120
2006-03-21,2591485440
2006-03-22,2634359280
2006-03-23,2659766000
2006-03-24,2659766000
2006-03-27,2647062640
2006-03-28,2623243840
2006-03-29,2637535120
2006-03-30,2599425040
2006-03-31,2632771359
2006-04-03,2567596256
2006-04-04,2569201003
2006-04-05,2569201003
2006-04-06,2569201003
2006-04-07,2524268069
2006-04-10,2487358873
2006-04-11,2453659172
2006-04-12,2492173115
2006-04-13,2492173115
2006-04-17,2476125639
2006-04-18,2586853227
2006-04-19,2618948181
2006-04-20,2610924442
2006-04-21,2583643732
2006-04-24,2537106050
2006-04-25,2559572517
2006-04-26,2596481713
2006-04-27,2537106050
2006-04-28,2599691209
2006-05-01,2527477564
2006-05-02,2607714947
2006-05-03,2574015246
2006-05-04,2554758274
2006-05-05,2604505452
2006-05-08,2580434237
2006-05-09,2578829489
2006-05-10,2585248480
2006-05-11,2530687059
2006-05-12,2464892405
2006-05-15,2477730387
2006-05-16,2436006947
2006-05-17,2383050275
2006-05-18,2391074013
2006-05-19,2426378461
2006-05-22,2358979060
2006-05-23,2328488854
2006-05-24,2286765415
2006-05-25,2320465116
2006-05-26,2314046125
2006-05-30,2251460966
2006-05-31,2230599247
2006-06-01,2354164817
2006-06-02,2376631284
2006-06-05,2262694200
2006-06-06,2192085303
2006-06-07,2110243172
2006-06-08,2102219434
2006-06-09,2054077004
2006-06-12,1933720930
2006-06-13,1874345266
2006-06-14,1895206986
2006-06-15,2038029528
2006-06-16,1951373154
2006-06-19,1964211135
2006-06-20,1991491846
2006-06-21,2070124481
2006-06-22,2119871658
2006-06-23,2185666312
2006-06-26,2196899546
2006-06-27,2168014088
2006-06-28,2127895397
2006-06-29,2166409341
2006-06-30,2217761266
2006-07-03,2163869505
2006-07-05,2144606571
2006-07-06,2204000616
2006-07-07,2139790838
2006-07-10,2094843994
2006-07-11,2022607994
2006-07-12,2006555550
2006-07-13,1942345772
2006-07-14,1929503816
2006-07-17,1923082839
2006-07-18,1862083550
2006-07-19,1849241594
2006-07-20,1801084261
2006-07-21,1768979372
2006-07-24,1802689506
2006-07-25,1820347194
2006-07-26,1854057328
2006-07-27,1789847550
2006-07-28,1809110483
2006-07-31,1836399639
2006-08-01,1785031817
2006-08-02,1820347194
2006-08-03,1878135994
2006-08-04,1863688794
2006-08-07,1857267817
2006-08-08,1826768172
2006-08-09,1786637061
2006-08-10,1801084261
2006-08-11,1762558395
2006-08-14,1728848261
2006-08-15,1802689506
2006-08-16,1854057328
2006-08-17,1913451372
2006-08-18,1890977950
2006-08-21,1839610128
2006-08-22,1829978661
2006-08-23,1796268528
2006-08-24,1746505950
2006-08-25,1716006306
2006-08-28,1728848261
2006-08-29,1716006306
2006-08-30,1714401061
2006-08-31,1709585328
2006-09-01,1719216795
2006-09-05,1642165062
2006-09-06,1650191284
2006-09-07,1664638484
2006-09-08,1674269950
2006-09-11,1701559106
2006-09-12,1804294750
2006-09-13,1838004883
2006-09-14,1858873061
2006-09-15,1889372705
2006-09-18,1862083550
2006-09-19,1878135994
2006-09-20,1916661861
2006-09-21,1902214661
2006-09-22,1876530750
2006-09-25,1951977239
2006-09-26,1966424439
2006-09-27,1926293328
2006-09-28,1982476883
2006-09-29,1937530039
2006-10-02,1952401415
2006-10-03,2004292482
2006-10-04,2043210783
2006-10-05,2026994825
2006-10-06,2017265249
2006-10-09,2005914078
2006-10-10,2007535674
2006-10-11,2018886845
2006-10-12,2033481208
2006-10-13,2051318762
2006-10-16,2049697167
2006-10-17,2005914078
2006-10-18,2124290576
2006-10-19,2127533768
2006-10-20,2138884939
2006-10-23,2163208877
2006-10-24,2166452068
2006-10-25,2156722493
2006-10-26,2028616420
2006-10-27,1970238969
2006-10-30,1986454928
2006-10-31,1963752586
2006-11-01,1957266203
2006-11-02,1955644607
2006-11-03,1932942265
2006-11-06,1955644607
2006-11-07,1929699073
2006-11-08,1944293436
2006-11-09,1926455881
2006-11-10,1963752586
2006-11-13,1950779819
2006-11-14,1954023011
2006-11-15,2014022058
2006-11-16,2025373229
2006-11-17,2017265249
2006-11-20,2012400462
2006-11-21,1986454928
2006-11-22,1991319716
2006-11-24,1984833332
2006-11-27,1921591094
2006-11-28,1895645560
2006-11-29,1944293436
2006-11-30,1929699073
2006-12-01,1897267156
2006-12-04,1906996731
2006-12-05,1941050244
2006-12-06,1952401415
2006-12-07,1944293436
2006-12-08,1991319716
2006-12-11,1941050244
2006-12-12,1902131943
2006-12-13,1890780772
2006-12-14,1889159176
2006-12-15,1855105663
2006-12-18,1829160130
2006-12-19,1829160130
2006-12-20,1835646513
2006-12-21,1816187363
2006-12-22,1791863425
2006-12-26,1798349808
2006-12-27,1822673746
2006-12-28,1824295342
2006-12-29,1812944171
2007-01-03,1906285329
2007-01-04,1924614996
2007-01-05,1999599996
2007-01-08,1944610996
2007-01-09,1994600996
2007-01-10,1997933662
2007-01-11,2046257329
2007-01-12,2052922662
2007-01-16,2039591995
2007-01-17,2092914662
2007-01-18,2054588995
2007-01-19,2057921662
2007-01-22,2044590995
2007-01-23,2059587995
2007-01-24,2052922662
2007-01-25,2016263329
2007-01-26,2016263329
2007-01-29,2016263329
2007-01-30,2054588995
2007-01-31,2096247329
2007-02-01,1976271329
2007-02-02,2001266329
2007-02-05,1934612996
2007-02-06,1912950662
2007-02-07,1981270329
2007-02-08,1986269329
2007-02-09,1981270329
2007-02-12,1977937662
2007-02-13,1974604996
2007-02-14,2032926662
2007-02-15,2029593995
2007-02-16,2039591995
2007-02-20,2059587995
2007-02-21,2126241329
2007-02-22,2134572995
2007-02-23,2114576995
2007-02-26,2126241329
2007-02-27,2104578995
2007-02-28,2131240329
2007-03-01,2091248329
2007-03-02,2124574995
2007-03-05,2107911662
2007-03-06,2129573995
2007-03-07,2177897662
2007-03-08,2216223328
2007-03-09,2221222328
2007-03-12,2232886662
2007-03-13,2169565995
2007-03-14,2146237329
2007-03-15,2119575995
2007-03-16,2112910662
2007-03-19,2129573995
2007-03-20,2129573995
2007-03-21,2156235329
2007-03-22,2224554995
2007-03-23,2239551995
2007-03-26,2202892662
2007-03-27,2161234329
2007-03-28,2141238329
2007-03-29,2127907662
2007-03-30,2146237329
2007-04-02,2062148077
2007-04-03,2063739241
2007-04-04,2068512732
2007-04-05,2062148077
2007-04-09,2047827604
2007-04-10,2033507131
2007-04-11,2240358405
2007-04-12,2200579314
2007-04-13,2224446768
2007-04-16,2222855605
2007-04-17,2205352805
2007-04-18,2203761641
2007-04-19,2186258841
2007-04-20,2195805823
2007-04-23,2226037932
2007-04-24,2246723059
2007-04-25,2251496550
2007-04-26,2151253241
2007-04-27,2100336004
2007-04-30,2058965750
2007-05-01,2057374586
2007-05-02,2033507131
2007-05-03,2027142477
2007-05-04,2041462950
2007-05-07,2049418768
2007-05-08,2041462950
2007-05-09,2078059713
2007-05-10,2044645277
2007-05-11,2025551313
2007-05-14,2028733641
2007-05-15,1992136877
2007-05-16,2038280622
2007-05-17,2025551313
2007-05-18,2039871786
2007-05-21,2057374586
2007-05-22,2063739241
2007-05-23,2027142477
2007-05-24,2022368986
2007-05-25,2052601095
2007-05-29,2058965750
2007-05-30,2086015532
2007-05-31,2116247641
2007-06-01,2170347204
2007-06-04,2186258841
2007-06-05,2178303023
2007-06-06,2143297423
2007-06-07,2084424368
2007-06-08,2100336004
2007-06-11,2078059713
2007-06-12,2052601095
2007-06-13,2068512732
2007-06-14,2114656477
2007-06-15,2133750441
2007-06-18,2160800223
2007-06-19,2095562513
2007-06-20,2098744841
2007-06-21,2078059713
2007-06-22,2108291823
2007-06-25,2068512732
2007-06-26,2079650877
2007-06-27,2106700659
2007-06-28,2095562513
2007-06-29,2070103895
2007-07-02,2013866309
2007-07-03,2010760887
2007-07-05,2002997331
2007-07-06,2024735287
2007-07-09,1989022931
2007-07-10,1954863287
2007-07-11,1968837687
2007-07-12,1999891909
2007-07-13,2030946131
2007-07-16,2016971731
2007-07-17,2015419020
2007-07-18,1947099731
2007-07-19,1943994309
2007-07-20,1922256354
2007-07-23,1897412976
2007-07-24,1871016887
2007-07-25,1900518398
2007-07-26,1757668976
2007-07-27,1794934043
2007-07-30,1897412976
2007-07-31,1844620798
2007-08-01,1822882843
2007-08-02,1843068087
2007-08-03,1801144887
2007-08-06,1802697598
2007-08-07,1898965687
2007-08-08,1975048531
2007-08-09,1979706665
2007-08-10,1902071109
2007-08-13,1832199109
2007-08-14,1805803020
2007-08-15,1793381332
2007-08-16,1776301509
2007-08-17,1779406932
2007-08-20,1815119287
2007-08-21,1844620798
2007-08-22,1902071109
2007-08-23,1827540976
2007-08-24,1867911465
2007-08-27,1866358754
2007-08-28,1810461154
2007-08-29,1860147909
2007-08-30,1869464176
2007-08-31,1869464176
2007-09-04,1866358754
2007-09-05,1878780443
2007-09-06,1857042487
2007-09-07,1788723198
2007-09-10,1771643376
2007-09-11,1785617776
2007-09-12,1779406932
2007-09-13,1802697598
2007-09-14,1846173509
2007-09-17,1836857243
2007-09-18,1922256354
2007-09-19,1937783465
2007-09-20,1903623820
2007-09-21,1880333154
2007-09-24,1825988265
2007-09-25,1759221687
2007-09-26,1762327109
2007-09-27,1771643376
2007-09-28,1788723198
2007-10-01,1752654080
2007-10-02,1734647360
2007-10-03,1740649600
2007-10-04,1742150160
2007-10-05,1812676480
2007-10-08,1781164720
2007-10-09,1775162480
2007-10-10,1800672000
2007-10-11,1763158000
2007-10-12,1806674239
2007-10-15,1829182640
2007-10-16,1788667520
2007-10-17,1772161360
2007-10-18,1745151280
2007-10-19,1674624960
2007-10-22,1704636160
2007-10-23,1682127760
2007-10-24,1650616000
2007-10-25,1571086320
2007-10-26,1572586880
2007-10-29,1577088560
2007-10-30,1586091920
2007-10-31,1554580160
2007-11-01,1535072880
2007-11-02,1529070640
2007-11-05,1473549920
2007-11-06,1494557760
2007-11-07,1461545440
2007-11-08,1499059440
2007-11-09,1464546560
2007-11-12,1512564480
2007-11-13,1553079600
2007-11-14,1509563360
2007-11-15,1484053840
2007-11-16,1487054960
2007-11-19,1463046000
2007-11-20,1472049360
2007-11-21,1454042640
2007-11-23,1490056080
2007-11-26,1499059440
2007-11-27,1506562239
2007-11-28,1533572320
2007-11-29,1524568960
2007-11-30,1539574560
2007-12-03,1524568960
2007-12-04,1518566720
2007-12-05,1520067280
2007-12-06,1481052720
2007-12-07,1512564480
2007-12-10,1493057200
2007-12-11,1457043760
2007-12-12,1413527520
2007-12-13,1401523040
2007-12-14,1383516320
2007-12-17,1377514080
2007-12-18,1440537600
2007-12-19,1427032560
2007-12-20,1413527520
2007-12-21,1410526400
2007-12-24,1434535360
2007-12-26,1398521920
2007-12-27,1359507360
2007-12-28,1326495040
2007-12-31,1349003440
2008-01-02,1282978800
2008-01-03,1240963120
2008-01-04,1197446880
2008-01-07,1218454720
2008-01-08,1191444640
2008-01-09,1182441280
2008-01-10,1207950800
2008-01-11,1146427840
2008-01-14,1173437920
2008-01-15,1144927280
2008-01-16,1174938480
2008-01-17,1135923920
2008-01-18,1105912720
2008-01-22,1141926160
2008-01-23,1264972080
2008-01-24,1233460320
2008-01-25,1237962000
2008-01-28,1276976560
2008-01-29,1321993360
2008-01-30,1261970960
2008-01-31,1446539840
2008-02-01,1493057200
2008-02-04,1461545440
2008-02-05,1419529760
2008-02-06,1421030320
2008-02-07,1481052720
2008-02-08,1511063920
2008-02-11,1554580160
2008-02-12,1532071760
2008-02-13,1548577920
2008-02-14,1508062800
2008-02-15,1490056080
2008-02-19,1454042640
2008-02-20,1454042640
2008-02-21,1427032560
2008-02-22,1446539840
2008-02-25,1488555520
2008-02-26,1538074000
2008-02-27,1520067280
2008-02-28,1470548800
2008-02-29,1404524160
2008-03-03,1433034800
2008-03-04,1430033680
2008-03-05,1439037040
2008-03-06,1367010160
2008-03-07,1367010160
2008-03-10,1333997840
2008-03-11,1392519680
2008-03-12,1391019120
2008-03-13,1397021360
2008-03-14,1377514080
2008-03-17,1409025840
2008-03-18,1493057200
2008-03-19,1497558880
2008-03-20,1547077360
2008-03-24,1575588000
2008-03-25,1580089680
2008-03-26,1563583520
2008-03-27,1521567840
2008-03-28,1478051600
2008-03-31,1474723300
2008-04-01,1501590729
2008-04-02,1518009713
2008-04-03,1513531808
2008-04-04,1444870602
2008-04-07,1444870602
2008-04-08,1425466348
2008-04-09,1371731491
2008-04-10,1404569459
2008-04-11,1385165205
2008-04-14,1352327237
2008-04-15,1370238856
2008-04-16,1383672570
2008-04-17,1373224126
2008-04-18,1379194666
2008-04-21,1374716761
2008-04-22,1364268316
2008-04-23,1398598920
2008-04-24,1315011364
2008-04-25,1341878793
2008-04-28,1370238856
2008-04-29,1356805142
2008-04-30,1326952443
2008-05-01,1359790412
2008-05-02,1337400888
2008-05-05,1309040824
2008-05-06,1283666031
2008-05-07,1264261777
2008-05-08,1262769142
2008-05-09,1241872253
2008-05-12,1244857523
2008-05-13,1274710221
2008-05-14,1280680761
2008-05-15,1309040824
2008-05-16,1265754412
2008-05-19,1229931174
2008-05-20,1207541650
2008-05-21,1183659491
2008-05-22,1201571110
2008-05-23,1212019555
2008-05-27,1243364888
2008-05-28,1261276507
2008-05-29,1267247047
2008-05-30,1274710221
2008-06-02,1297099745
2008-06-03,1306055555
2008-06-04,1322474539
2008-06-05,1338893523
2008-06-06,1243364888
2008-06-09,1198585840
2008-06-10,1241872253
2008-06-11,1195600570
2008-06-12,1201571110
2008-06-13,1207541650
2008-06-16,1197093205
2008-06-17,1195600570
2008-06-18,1183659491
2008-06-19,1222467999
2008-06-20,1183659491
2008-06-23,1138880443
2008-06-24,1119476190
2008-06-25,1119476190
2008-06-26,1082160317
2008-06-27,1103057205
2008-06-30,1062702668
2008-07-01,1070021557
2008-07-02,1034890890
2008-07-03,1049528668
2008-07-07,1042209779
2008-07-08,1096369557
2008-07-09,1015861779
2008-07-10,1018789334
2008-07-11,1046601112
2008-07-14,1031963334
2008-07-15,1055383779
2008-07-16,1097833335
2008-07-17,1128572668
2008-07-18,1111007335
2008-07-21,1119790001
2008-07-22,1153456890
2008-07-23,1229573335
2008-07-24,1374487335
2008-07-25,1393516446
2008-07-28,1367168446
2008-07-29,1452067557
2008-07-30,1390588891
2008-07-31,1390588891
2008-08-01,1418400668
2008-08-04,1406690446
2008-08-05,1490125780
2008-08-06,1469632891
2008-08-07,1450603779
2008-08-08,1529647780
2008-08-11,1548676891
2008-08-12,1542821780
2008-08-13,1462314002
2008-08-14,1485734446
2008-08-15,1545749335
2008-08-18,1550140669
2008-08-19,1493053335
2008-08-20,1513546224
2008-08-21,1488662002
2008-08-22,1528184002
2008-08-25,1497444668
2008-08-26,1510618668
2008-08-27,1531111557
2008-08-28,1572097335
2008-08-29,1560387113
2008-09-02,1623329558
2008-09-03,1652605113
2008-09-04,1648213780
2008-09-05,1595517780
2008-09-08,1620402002
2008-09-09,1598445335
2008-09-10,1616010669
2008-09-11,1632112224
2008-09-12,1596981557
2008-09-15,1563314669
2008-09-16,1605764224
2008-09-17,1526720224
2008-09-18,1658460224
2008-09-19,1648213780
2008-09-22,1586735113
2008-09-23,1599909113
2008-09-24,1602836669
2008-09-25,1655532669
2008-09-26,1664315335
2008-09-29,1589306557
2008-09-30,1517130964
2008-10-01,1475269120
2008-10-02,1379997338
2008-10-03,1330917934
2008-10-06,1364118707
2008-10-07,1387214897
2008-10-08,1413198110
2008-10-09,1313595792
2008-10-10,1378553826
2008-10-13,1414641622
2008-10-14,1362675195
2008-10-15,1218324009
2008-10-16,1297717162
2008-10-17,1251524782
2008-10-20,1280395019
2008-10-21,1281838531
2008-10-22,1206775914
2008-10-23,1270290436
2008-10-24,1304934721
2008-10-27,1252968294
2008-10-28,1397319480
2008-10-29,1390101921
2008-10-30,1427633229
2008-10-31,1499808822
2008-11-03,1508469893
2008-11-04,1496921798
2008-11-05,1392988944
2008-11-06,1411754599
2008-11-07,1475269120
2008-11-10,1414641622
2008-11-11,1313595792
2008-11-12,1271733948
2008-11-13,1309265257
2008-11-14,1244307223
2008-11-17,1222654545
2008-11-18,1235646152
2008-11-19,1172131630
2008-11-20,1192340796
2008-11-21,1258742341
2008-11-24,1329474423
2008-11-25,1332361446
2008-11-26,1378553826
2008-11-28,1385771385
2008-12-01,1268846924
2008-12-02,1290499602
2008-12-03,1286169067
2008-12-04,1354014124
2008-12-05,1429076741
2008-12-08,1485373703
2008-12-09,1456503466
2008-12-10,1443511860
2008-12-11,1368449243
2008-12-12,1405980551
2008-12-15,1395875968
2008-12-16,1492591263
2008-12-17,1554662273
2008-12-18,1377110314
2008-12-19,1320813351
2008-12-22,1245750735
2008-12-23,1250081270
2008-12-24,1250081270
2008-12-26,1245750735
2008-12-29,1193573200
2008-12-30,1218019880
2008-12-31,1299988159
2009-01-02,1320120720
2009-01-05,1288483840
2009-01-06,1251094800
2009-01-07,1184944960
2009-01-08,1186383000
2009-01-09,1167688480
2009-01-12,1174878680
2009-01-13,1180630840
2009-01-14,1128861400
2009-01-15,1179192800
2009-01-16,1226648120
2009-01-20,1170564560
2009-01-21,1200763400
2009-01-22,1196449280
2009-01-23,1216581840
2009-01-26,1255408920
2009-01-27,1229524200
2009-01-28,1268351280
2009-01-29,1243904600
2009-01-30,1212267720
2009-02-02,1232400280
2009-02-03,1255408920
2009-02-04,1233838320
2009-02-05,1275541480
2009-02-06,1268351280
2009-02-09,1266913240
2009-02-10,1235276360
2009-02-11,1182068880
2009-02-12,1197887320
2009-02-13,1176316720
2009-02-17,1166250440
2009-02-18,1160498280
2009-02-19,1154746120
2009-02-20,1169126520
2009-02-23,1121671200
2009-02-24,1133175520
2009-02-25,1123109240
2009-02-26,1085720200
2009-02-27,1123109240
2009-03-02,1067025680
2009-03-03,1062711560
2009-03-04,1075653920
2009-03-05,1051207240
2009-03-06,1064149600
2009-03-09,1055521360
2009-03-10,1136051600
2009-03-11,1176316720
2009-03-12,1192135159
2009-03-13,1166250440
2009-03-16,1189259080
2009-03-17,1256846960
2009-03-18,1266913240
2009-03-19,1256846960
2009-03-20,1256846960
2009-03-23,1314368560
2009-03-24,1305740320
2009-03-25,1304302280
2009-03-26,1328748960
2009-03-27,1324434840
2009-03-30,1300436160
2009-03-31,1294694720
2009-04-01,1327708000
2009-04-02,1402346720
2009-04-03,1412394240
2009-04-06,1412394240
2009-04-07,1402346720
2009-04-08,1418135680
2009-04-09,1472679360
2009-04-13,1439666080
2009-04-14,1421006400
2009-04-15,1422441760
2009-04-16,1455455040
2009-04-17,1468373280
2009-04-20,1455455040
2009-04-21,1507128000
2009-04-22,1532964480
2009-04-23,1439666080
2009-04-24,1429618560
2009-04-27,1398040640
2009-04-28,1423877120
2009-04-29,1439666080
2009-04-30,1449713600
2009-05-01,1402346720
2009-05-04,1406652800
2009-05-05,1398040640
2009-05-06,1387993120
2009-05-07,1367898080
2009-05-08,1340626240
2009-05-11,1319095840
2009-05-12,1299000800
2009-05-13,1240151040
2009-05-14,1273164320
2009-05-15,1271728960
2009-05-18,1349238400
2009-05-19,1360721280
2009-05-20,1346367680
2009-05-21,1317660480
2009-05-22,1310483680
2009-05-26,1372204160
2009-05-27,1354979840
2009-05-28,1337755520
2009-05-29,1377945600
2009-06-01,1456890400
2009-06-02,1485597600
2009-06-03,1509998720
2009-06-04,1521481600
2009-06-05,1507128000
2009-06-08,1504257280
2009-06-09,1498515840
2009-06-10,1456890400
2009-06-11,1399476000
2009-06-12,1432489280
2009-06-15,1412394240
2009-06-16,1356415200
2009-06-17,1379380960
2009-06-18,1422441760
2009-06-19,1431053920
2009-06-22,1409523520
2009-06-23,1382251680
2009-06-24,1396605280
2009-06-25,1445407520
2009-06-26,1474114720
2009-06-29,1481718080
2009-06-30,1488924880
