,TSCO
2023-05-24,23908486740
2023-05-25,23401844360
2023-05-26,23143599000
2023-05-30,23564889100
2023-05-31,22934595340
2023-06-01,22576772320
2023-06-02,23109676940
2023-06-05,22711366300
2023-06-06,23730122360
2023-06-07,23834077060
2023-06-08,24013535700
2023-06-09,23769515720
2023-06-12,24016818480
2023-06-13,23799060740
2023-06-14,23859245040
2023-06-15,24150318200
2023-06-16,23956634180
2023-06-20,23746536260
2023-06-21,24124055960
2023-06-22,24034326640
2023-06-23,23931466200
2023-06-26,23970859560
2023-06-27,24416223380
2023-06-28,23701671600
2023-06-29,23791400920
2023-06-30,24194088600
2023-07-03,24042317220
2023-07-05,23970526380
2023-07-06,23808453120
2023-07-07,23588729640
2023-07-10,24069510720
2023-07-11,24254426520
2023-07-12,24015123720
2023-07-13,23534342640
2023-07-14,23379883560
2023-07-17,22930646940
2023-07-18,23081842800
2023-07-19,22968717840
2023-07-20,23322233340
2023-07-21,23461464060
2023-07-24,23349426840
2023-07-25,23138405280
2023-07-26,23334198480
2023-07-27,24320778660
2023-07-28,24364288260
2023-07-31,24364288260
2023-08-01,24386043060
2023-08-02,24582924000
2023-08-03,24706926360
2023-08-04,24181547940
2023-08-07,24234847200
2023-08-08,24122809980
2023-08-09,24382779840
2023-08-10,24177196980
2023-08-11,24204390480
2023-08-14,24195688560
2023-08-15,24153266700
2023-08-16,24026001120
2023-08-17,23821506000
2023-08-18,23856313680
2023-08-21,23453849880
2023-08-22,23386410000
2023-08-23,23341812660
2023-08-24,23019841620
2023-08-25,23227599960
2023-08-28,23821506000
2023-08-29,24212004660
2023-08-30,24251163300
2023-08-31,23767119000
2023-09-01,23986842480
2023-09-05,23721433920
2023-09-06,23466902760
2023-09-07,23821506000
2023-09-08,23646379860
2023-09-11,23677924320
2023-09-12,23614835400
2023-09-13,23483218860
2023-09-14,23487569820
2023-09-15,23151458160
2023-09-18,22787065260
2023-09-19,22858856100
2023-09-20,22576043700
2023-09-21,22254072660
2023-09-22,22304108700
2023-09-25,22445514900
2023-09-26,22084385220
2023-09-27,22082209740
2023-09-28,22126807080
2023-09-29,22086560700
2023-10-02,22006286500
2023-10-03,22009530670
2023-10-04,22277715390
2023-10-05,22186878630
2023-10-06,22111181330
2023-10-09,22049542100
2023-10-10,22171739170
2023-10-11,22093879090
2023-10-12,21276348250
2023-10-13,21707822860
2023-10-16,22240948130
2023-10-17,22429109990
2023-10-18,22424784430
2023-10-19,21859217460
2023-10-20,21116302530
2023-10-23,21429905630
2023-10-24,21435312580
2023-10-25,21419091730
2023-10-26,20415561810
2023-10-27,20309585590
2023-10-30,20675095410
2023-10-31,20823245840
2023-11-01,20606967840
2023-11-02,21104407240
2023-11-03,21549939920
2023-11-06,21546695750
2023-11-07,21540207410
2023-11-08,21573730500
2023-11-09,21095756120
2023-11-10,21469917060
2023-11-13,21206057900
2023-11-14,22355575470
2023-11-15,22438842500
2023-11-16,21958705340
2023-11-17,21910042790
2023-11-20,21704578690
2023-11-21,21352045550
2023-11-22,21459103160
2023-11-24,21432068410
2023-11-27,21387731420
2023-11-28,21619148880
2023-11-29,21648346410
2023-11-30,21953298390
2023-12-01,22716759730
2023-12-04,22926549390
2023-12-05,22405319410
2023-12-06,22650794940
2023-12-07,22606457950
2023-12-08,22933037730
2023-12-11,23365593730
2023-12-12,23282326700
2023-12-13,23840323940
2023-12-14,24233949900
2023-12-15,23498604700
2023-12-18,23330989250
2023-12-19,23373163460
2023-12-20,22685399420
2023-12-21,22893026300
2023-12-22,22916816880
2023-12-26,22788131470
2023-12-27,22994676960
2023-12-28,23347210100
2023-12-29,23253129170
2024-01-02,23377865220
2024-01-03,22954716900
2024-01-04,23212707840
2024-01-05,23630458860
2024-01-08,24129169380
2024-01-09,23836635720
2024-01-10,23751358380
2024-01-11,23919754140
2024-01-12,24133487220
2024-01-16,24209049420
2024-01-17,24560953380
2024-01-18,24854566500
2024-01-19,24942002760
2024-01-22,25097445000
2024-01-23,24654866400
2024-01-24,24399034380
2024-01-25,24431418180
2024-01-26,24570668520
2024-01-29,24432497640
2024-01-30,24589019340
2024-01-31,24244671600
2024-02-01,25356515400
2024-02-02,25144941240
2024-02-05,24931208160
2024-02-06,25236695340
2024-02-07,25199993700
2024-02-08,25025121180
2024-02-09,25375945680
2024-02-12,25497924660
2024-02-13,25185960720
2024-02-14,25420203540
2024-02-15,25654446360
2024-02-16,25528149540
2024-02-20,25520593320
2024-02-21,25408329480
2024-02-22,25875735660
2024-02-23,26238434220
2024-02-26,26199573660
2024-02-27,27116035200
2024-02-28,27267159600
2024-02-29,27452826720
2024-03-01,27247729320
2024-03-04,27338403960
2024-03-05,26755495560
2024-03-06,27057744360
2024-03-07,26888269140
2024-03-08,27039393540
2024-03-11,26866679940
2024-03-12,26951957280
2024-03-13,27382661820
2024-03-14,27404251020
2024-03-15,27758313899
2024-03-18,27603951120
2024-03-19,27674116020
2024-03-20,27744280919
2024-03-21,28731986820
2024-03-22,28386559620
2024-03-25,27923471280
2024-03-26,27856544760
2024-03-27,28113456240
2024-03-28,28251627120
2024-04-01,27875975040
2024-04-02,27730247940
2024-04-03,27217504440
2024-04-04,27257444460
2024-04-05,27255285540
2024-04-08,26940083220
2024-04-09,27330847740
2024-04-10,27342721800
2024-04-11,27007009740
2024-04-12,26434895940
2024-04-15,26119693620
2024-04-16,26429498640
2024-04-17,26704760940
2024-04-18,26700443100
2024-04-19,27287669340
2024-04-22,27351357480
2024-04-23,27629858160
2024-04-24,27864100980
2024-04-25,28633755960
2024-04-26,29566409399
2024-04-29,29996034480
2024-04-30,29477893680
2024-05-01,29271716820
2024-05-02,28789198200
2024-05-03,29168088659
2024-05-06,29095764840
2024-05-07,29159452980
2024-05-08,28783800899
2024-05-09,29113036200
2024-05-10,29299782780
2024-05-13,29325689820
2024-05-14,29631177000
2024-05-15,29788778159
2024-05-16,29815764659
2024-05-17,30836933820
2024-05-20,30660981840
2024-05-21,30838013280
2024-05-22,30522810960
2024-05-23,30576783960
2024-05-24,30440772000
2024-05-28,30425659560
2024-05-29,30334984919
2024-05-30,30311236800
2024-05-31,30795914340
2024-06-03,28882031760
2024-06-04,29114115659
2024-06-05,29185360020
2024-06-06,29119512960
2024-06-07,29245809780
2024-06-10,29536184520
2024-06-11,30041371800
2024-06-12,30215164860
2024-06-13,30384640080
2024-06-14,30251866500
2024-06-17,31255764300
2024-06-18,31302181080
2024-06-20,30249707580
2024-06-21,30393275760
2024-06-24,29940982020
2024-06-25,28558193760
2024-06-26,28821582000
2024-06-27,28880952300
2024-06-28,29145420000
2024-07-01,28901462040
2024-07-02,28716874379
2024-07-03,28244070899
2024-07-05,28339063379
2024-07-08,28165270320
2024-07-09,27770187960
2024-07-10,27985000500
2024-07-11,28370367720
2024-07-12,29260922220
2024-07-15,29236094639
2024-07-16,30567068820
2024-07-17,30097503720
2024-07-18,29137863780
2024-07-19,28978103700
2024-07-22,29203448400
2024-07-23,29125882800
2024-07-24,28281279599
2024-07-25,27734011200
2024-07-26,28281279599
2024-07-29,28557068400
2024-07-30,28197250200
2024-07-31,28367463600
2024-08-01,27606889800
2024-08-02,27230912100
2024-08-05,27595039499
2024-08-06,28011954599
2024-08-07,27142573500
2024-08-08,28108911600
2024-08-09,28065819599
