,CDNS
2004-08-24,3175775660
2004-08-25,3311030160
2004-08-26,3362426870
2004-08-27,3421938850
2004-08-30,3378657410
2004-08-31,3362426870
2004-09-01,3389477770
2004-09-02,3435464300
2004-09-03,3335375970
2004-09-07,3438169390
2004-09-08,3435464300
2004-09-09,3500386460
2004-09-10,3543667900
2004-09-13,3595064610
2004-09-14,3595064610
2004-09-15,3508501730
2004-09-16,3546372990
2004-09-17,3522027180
2004-09-20,3551783170
2004-09-21,3511206820
2004-09-22,3473335560
2004-09-23,3486861010
2004-09-24,3440874480
2004-09-27,3386772680
2004-09-28,3397593040
2004-09-29,3478745740
2004-09-30,3527437360
2004-10-01,3654576590
2004-10-04,4093533000
2004-10-05,4166469000
2004-10-06,4151274000
2004-10-07,4075299000
2004-10-08,3911193000
2004-10-11,3905115000
2004-10-12,3902076000
2004-10-13,3853452000
2004-10-14,3807867000
2004-10-15,3750126000
2004-10-18,3807867000
2004-10-19,3695424000
2004-10-20,3658955999
2004-10-21,3990207000
2004-10-22,3771399000
2004-10-25,3765321000
2004-10-26,3719736000
2004-10-27,3810905999
2004-10-28,3771399000
2004-10-29,3780516000
2004-11-01,3768360000
2004-11-02,3841296000
2004-11-03,3859530000
2004-11-04,3865608000
2004-11-05,3914232000
2004-11-08,3923349000
2004-11-09,3883842000
2004-11-10,3859530000
2004-11-11,3908154000
2004-11-12,3917271000
2004-11-15,3899037000
2004-11-16,3929427000
2004-11-17,4008441000
2004-11-18,4102650000
2004-11-19,4054026000
2004-11-22,4123923000
2004-11-23,4133040000
2004-11-24,4133040000
2004-11-26,4130001000
2004-11-29,4163430000
2004-11-30,4175586000
2004-12-01,4199898000
2004-12-02,4288029000
2004-12-03,4348809000
2004-12-06,4379199000
2004-12-07,4391355000
2004-12-08,4433901000
2004-12-09,4406550000
2004-12-10,4367043000
2004-12-13,4360965000
2004-12-14,4400472000
2004-12-15,4345770000
2004-12-16,4342731000
2004-12-17,4300185000
2004-12-20,4209015000
2004-12-21,4230288000
2004-12-22,4257639000
2004-12-23,4239405000
2004-12-27,4205976000
2004-12-28,4199898000
2004-12-29,4248522000
2004-12-30,4224210000
2004-12-31,4196859000
2005-01-03,3770263750
2005-01-04,3646873300
2005-01-05,3649615310
2005-01-06,3657841340
2005-01-07,3641389280
2005-01-10,3666067370
2005-01-11,3720907570
2005-01-12,3781231790
2005-01-13,3688003450
2005-01-14,3693487470
2005-01-18,3688003450
2005-01-19,3608485160
2005-01-20,3630421240
2005-01-21,3586549080
2005-01-24,3553644960
2005-01-25,3575581040
2005-01-26,3586549080
2005-01-27,3586549080
2005-01-28,3570097020
2005-01-31,3655099330
2005-02-01,3624937220
2005-02-02,3698971490
2005-02-03,3715423550
2005-02-04,3825103950
2005-02-07,3825103950
2005-02-08,3797683850
2005-02-09,3734617620
2005-02-10,3707197520
2005-02-11,3759295710
2005-02-14,3734617620
2005-02-15,3773005760
2005-02-16,3729133600
2005-02-17,3712681540
2005-02-18,3696229480
2005-02-22,3644131290
2005-02-23,3652357320
2005-02-24,3720907570
2005-02-25,3701713500
2005-02-28,3778489780
2005-03-01,3775747770
2005-03-02,3838814000
2005-03-03,3981398520
2005-03-04,3910106260
2005-03-07,3929300330
2005-03-08,4080110880
2005-03-09,4036238720
2005-03-10,4014302640
2005-03-11,4019786660
2005-03-14,4003334600
2005-03-15,3943010380
2005-03-16,3945752390
2005-03-17,3951236410
2005-03-18,3923816310
2005-03-21,3940268370
2005-03-22,3995108570
2005-03-23,4019786660
2005-03-24,4019786660
2005-03-28,4063658820
2005-03-29,4060916810
2005-03-30,4077368870
2005-03-31,4099304950
2005-04-01,4113015000
2005-04-04,4099600000
2005-04-05,3991570000
2005-04-06,4010960000
2005-04-07,4027580000
2005-04-08,3952790000
2005-04-11,3919550000
2005-04-12,3972180000
2005-04-13,3927860000
2005-04-14,3872460000
2005-04-15,3808750000
2005-04-18,3775510000
2005-04-19,3864150000
2005-04-20,3878000000
2005-04-21,3950020000
2005-04-22,3914010000
2005-04-25,3977720000
2005-04-26,3864150000
2005-04-27,3955560000
2005-04-28,3864150000
2005-04-29,3878000000
2005-05-02,3925090000
2005-05-03,3936170000
2005-05-04,3972180000
2005-05-05,3886310000
2005-05-06,3878000000
2005-05-09,3889080000
2005-05-10,3839220000
2005-05-11,3817060000
2005-05-12,3794900000
2005-05-13,3808750000
2005-05-16,3844760000
2005-05-17,3822600000
2005-05-18,3889080000
2005-05-19,3925090000
2005-05-20,3947250000
2005-05-23,3966640000
2005-05-24,3966640000
2005-05-25,3878000000
2005-05-26,3897390000
2005-05-27,3883540000
2005-05-31,3869690000
2005-06-01,3947250000
2005-06-02,3933400000
2005-06-03,3850300000
2005-06-06,3869690000
2005-06-07,3869690000
2005-06-08,3875230000
2005-06-09,3875230000
2005-06-10,3847530000
2005-06-13,3841990000
2005-06-14,3847530000
2005-06-15,3853070000
2005-06-16,3900160000
2005-06-17,3927860000
2005-06-20,3974950000
2005-06-21,3977720000
2005-06-22,3974950000
2005-06-23,3908470000
2005-06-24,3803210000
2005-06-27,3739500000
2005-06-28,3764430000
2005-06-29,3778280000
2005-06-30,3783820000
2005-07-01,3808750000
2005-07-05,3880863600
2005-07-06,3917422460
2005-07-07,3934295780
2005-07-08,3987727960
2005-07-11,4066470120
2005-07-12,4119902300
2005-07-13,4150836720
2005-07-14,4131151180
2005-07-15,4080531220
2005-07-18,4041160140
2005-07-19,4091780100
2005-07-20,4105841200
2005-07-21,4119902300
2005-07-22,4088967879
2005-07-25,4145212280
2005-07-26,4162085600
2005-07-27,4176146700
2005-07-28,4417997620
2005-07-29,4524861980
2005-08-01,4434870940
2005-08-02,4496739780
2005-08-03,4401124300
2005-08-04,4325194360
2005-08-05,4364565440
2005-08-08,4333631020
2005-08-09,4330818800
2005-08-10,4280198840
2005-08-11,4361753220
2005-08-12,4392687640
2005-08-15,4420809840
2005-08-16,4358941000
2005-08-17,4395499860
2005-08-18,4347692120
2005-08-19,4342067680
2005-08-22,4398312080
2005-08-23,4468617580
2005-08-24,4448932040
2005-08-25,4451744260
2005-08-26,4451744260
2005-08-29,4468617580
2005-08-30,4471429800
2005-08-31,4502364220
2005-09-01,4479866460
2005-09-02,4482678680
2005-09-06,4522049759
2005-09-07,4555796681
2005-09-08,4567045280
2005-09-09,4583918318
2005-09-12,4586730538
2005-09-13,4578294441
2005-09-14,4550171960
2005-09-15,4527674200
2005-09-16,4564233060
2005-09-19,4524861980
2005-09-20,4513612818
2005-09-21,4488303120
2005-09-22,4485490900
2005-09-23,4522049759
2005-09-26,4524861980
2005-09-27,4485490900
2005-09-28,4488303120
2005-09-29,4496739780
2005-09-30,4544547520
2005-10-03,5121324317
2005-10-04,5070492000
2005-10-05,5016483000
2005-10-06,5054607000
2005-10-07,5045076000
2005-10-10,5000598000
2005-10-11,4952943000
2005-10-12,4952943000
2005-10-13,4978359000
2005-10-14,5035545000
2005-10-17,5054607000
2005-10-18,5045076000
2005-10-19,5089554000
2005-10-20,5073669000
2005-10-21,5070492000
2005-10-24,5143563317
2005-10-25,5114970000
2005-10-26,5086377000
2005-10-27,5130855000
2005-10-28,5083200000
2005-10-31,5076846000
2005-11-01,5060961000
2005-11-02,5051430000
2005-11-03,5083200000
2005-11-04,5130855000
2005-11-07,5089554000
2005-11-08,5130855000
2005-11-09,5194395000
2005-11-10,5197572000
2005-11-11,5242050000
2005-11-14,5343714000
2005-11-15,5451732000
2005-11-16,5388192000
2005-11-17,5385015000
2005-11-18,5337360000
2005-11-21,5493033000
2005-11-22,5499387000
2005-11-23,5499387000
2005-11-25,5413608000
2005-11-28,5397722999
2005-11-29,5391369000
2005-11-30,5439024000
2005-12-01,5556572999
2005-12-02,5610582000
2005-12-05,5639175000
2005-12-06,5616936000
2005-12-07,5690007000
2005-12-08,5674122000
2005-12-09,5731308000
2005-12-12,5813910000
2005-12-13,5744015999
2005-12-14,5807556000
2005-12-15,5718600000
2005-12-16,5683653000
2005-12-19,5575635000
2005-12-20,5496210000
2005-12-21,5566104000
2005-12-22,5537511000
2005-12-23,5493033000
2005-12-27,5489856000
2005-12-28,5486679000
2005-12-29,5442201000
2005-12-30,5375484000
2006-01-03,4773831900
2006-01-04,4866773760
2006-01-05,4821711040
2006-01-06,4861140920
2006-01-09,4824527460
2006-01-10,4748484120
2006-01-11,4773831900
2006-01-12,4844242400
2006-01-13,4858324500
2006-01-17,4858324500
2006-01-18,4847058820
2006-01-19,4855508080
2006-01-20,4737218440
2006-01-23,4711870660
2006-01-24,4748484120
2006-01-25,4672440780
2006-01-26,4821711040
2006-01-27,4911836480
2006-01-30,4914652900
2006-01-31,4973797720
2006-02-01,4917469320
2006-02-02,4787914000
2006-02-03,4759749800
2006-02-06,4731585600
2006-02-07,4655542260
2006-02-08,4683706460
2006-02-09,4714687080
2006-02-10,4762566220
2006-02-13,4756933380
2006-02-14,4821711040
2006-02-15,4838609560
2006-02-16,4914652900
2006-02-17,4942817100
2006-02-21,4948449940
2006-02-22,5007594760
2006-02-23,5013227600
2006-02-24,5047024640
2006-02-27,5038575380
2006-02-28,4999145500
2006-03-01,5072372420
2006-03-02,5080821680
2006-03-03,5114618720
2006-03-06,5125884400
2006-03-07,4999145500
2006-03-08,5027309700
2006-03-09,5052657480
2006-03-10,5092087359
2006-03-13,5030126120
2006-03-14,5125884400
2006-03-15,5170947120
2006-03-16,5078005260
2006-03-17,5100536620
2006-03-20,5086454520
2006-03-21,5018860440
2006-03-22,5061106740
2006-03-23,5080821680
2006-03-24,5063923160
2006-03-27,5058290320
2006-03-28,5075188840
2006-03-29,5170947120
2006-03-30,5210377000
2006-03-31,5207560580
2006-04-03,5225613630
2006-04-04,5219967370
2006-04-05,5242552410
2006-04-06,5197382330
2006-04-07,5183266680
2006-04-10,5155035380
2006-04-11,5126804080
2006-04-12,5095749650
2006-04-13,5155035380
2006-04-17,5073164610
2006-04-18,5152212250
2006-04-19,5222790500
2006-04-20,5197382330
2006-04-21,5208674850
2006-04-24,5171974160
2006-04-25,5118334690
2006-04-26,5143742860
2006-04-27,5290545620
2006-04-28,5344185090
2006-05-01,5276429970
2006-05-02,5440171510
2006-05-03,5423232730
2006-05-04,5496634110
2006-05-05,5462756550
2006-05-08,5383708910
2006-05-09,5457110289
2006-05-10,5468402810
2006-05-11,5392178300
2006-05-12,5411940210
2006-05-15,5352654480
2006-05-16,5395001430
2006-05-17,5324423180
2006-05-18,5284899360
2006-05-19,5222790500
2006-05-22,5135273470
2006-05-23,5121157820
2006-05-24,5033640789
2006-05-25,5095749650
2006-05-26,5129627210
2006-05-30,5044933310
2006-05-31,5092926520
2006-06-01,5180443550
2006-06-02,5155035380
2006-06-05,5027994530
2006-06-06,5019525140
2006-06-07,4912246200
2006-06-08,4765443440
2006-06-09,4756974050
2006-06-12,4714627100
2006-06-13,4714627100
2006-06-14,4725919620
2006-06-15,4734389010
2006-06-16,4740035270
2006-06-19,4683572670
2006-06-20,4672280150
2006-06-21,4728742750
2006-06-22,4677926410
2006-06-23,4675103280
2006-06-26,4714627100
2006-06-27,4692042060
2006-06-28,4689218930
2006-06-29,4872722380
2006-06-30,4833198560
2006-07-03,4863117890
2006-07-05,4745799710
2006-07-06,4709486940
2006-07-07,4667587590
2006-07-10,4564235860
2006-07-11,4544682830
2006-07-12,4491610320
2006-07-13,4497196900
2006-07-14,4315633050
2006-07-17,4301666600
2006-07-18,4293286730
2006-07-19,4304459890
2006-07-20,4268147120
2006-07-21,4189935000
2006-07-24,4265353830
2006-07-25,4312839760
2006-07-26,4349152530
2006-07-27,4307253180
2006-07-28,4477643870
2006-07-31,4519543220
2006-08-01,4438537810
2006-08-02,4497196900
2006-08-03,4466470710
2006-08-04,4432951230
2006-08-07,4413398200
2006-08-08,4357532400
2006-08-09,4377085430
2006-08-10,4472057290
2006-08-11,4455297550
2006-08-14,4488817030
2006-08-15,4698313780
2006-08-16,4689933910
2006-08-17,4684347330
2006-08-18,4703900360
2006-08-21,4645241270
2006-08-22,4580995600
2006-08-23,4608928500
2006-08-24,4592168760
2006-08-25,4553062700
2006-08-28,4620101660
2006-08-29,4586582180
2006-08-30,4608928500
2006-08-31,4592168760
2006-09-01,4558649280
2006-09-05,4600548630
2006-09-06,4474850580
2006-09-07,4410604910
2006-09-08,4505576770
2006-09-11,4497196900
2006-09-12,4603341920
2006-09-13,4670380880
2006-09-14,4642447980
2006-09-15,4606135210
2006-09-18,4597755340
2006-09-19,4645241270
2006-09-20,4687140620
2006-09-21,4631274820
2006-09-22,4594962050
2006-09-25,4639654690
2006-09-26,4698313780
2006-09-27,4678760750
2006-09-28,4754179580
2006-09-29,4737419840
2006-10-02,5156775000
2006-10-03,5172150000
2006-10-04,5325900000
2006-10-05,5359725000
2006-10-06,5347425000
2006-10-09,5338200000
2006-10-10,5372025000
2006-10-11,5381250000
2006-10-12,5470425000
2006-10-13,5504250000
2006-10-16,5451975000
2006-10-17,5436600000
2006-10-18,5445825000
2006-10-19,5436600000
2006-10-20,5405849999
2006-10-23,5510400000
2006-10-24,5445825000
2006-10-25,5433525000
2006-10-26,5473500000
2006-10-27,5458125000
2006-10-30,5470425000
2006-10-31,5491950000
2006-11-01,5485800000
2006-11-02,5581125000
2006-11-03,5519625000
2006-11-06,5651850000
2006-11-07,5667225000
2006-11-08,5725650000
2006-11-09,5648775000
2006-11-10,5784075000
2006-11-13,5744100000
2006-11-14,5768700000
2006-11-15,5796375000
2006-11-16,5790224999
2006-11-17,5741025000
2006-11-20,5762549999
2006-11-21,5731800000
2006-11-22,5747175000
2006-11-24,5719500000
2006-11-27,5559599999
2006-11-28,5654925000
2006-11-29,5658000000
2006-11-30,5651850000
2006-12-01,5584200000
2006-12-04,5682600000
2006-12-05,5568825000
2006-12-06,5535000000
2006-12-07,5433525000
2006-12-08,5439675000
2006-12-11,5491950000
2006-12-12,5408925000
2006-12-13,5535000000
2006-12-14,5661075000
2006-12-15,5737950000
2006-12-18,5624175000
2006-12-19,5611875000
2006-12-20,5578050000
2006-12-21,5581125000
2006-12-22,5513475000
2006-12-26,5519625000
2006-12-27,5593425000
2006-12-28,5482724999
2006-12-29,5507325000
2007-01-03,4894329000
2007-01-04,4859273200
2007-01-05,4870059600
2007-01-08,4861969800
2007-01-09,4888935800
2007-01-10,4864666400
2007-01-11,4915901800
2007-01-12,4891632400
2007-01-16,4880846000
2007-01-17,4899722200
2007-01-18,4872756200
2007-01-19,4915901800
2007-01-22,4867363000
2007-01-23,4907812000
2007-01-24,4977923600
2007-01-25,4845790200
2007-01-26,4845790200
2007-01-29,4921295000
2007-01-30,5042642000
2007-01-31,5101967200
2007-02-01,5409379600
2007-02-02,5409379600
2007-02-05,5409379600
2007-02-06,5466008200
2007-02-07,5538816400
2007-02-08,5457918400
2007-02-09,5484884400
2007-02-12,5466008200
2007-02-13,5495670800
2007-02-14,5549602800
2007-02-15,5587355200
2007-02-16,5560389200
2007-02-20,5646680400
2007-02-21,5706005600
2007-02-22,5681736200
2007-02-23,5654770200
2007-02-26,5584658600
2007-02-27,5393200000
2007-02-28,5377020400
2007-03-01,5395896600
2007-03-02,5298819000
2007-03-05,5282639400
2007-03-06,5363537400
2007-03-07,5298819000
2007-03-08,5401289800
2007-03-09,5517243600
2007-03-12,5479491200
2007-03-13,5422862600
2007-03-14,5466008200
2007-03-15,5466008200
2007-03-16,5492974200
2007-03-19,5544209600
2007-03-20,5571175600
2007-03-21,5689826000
2007-03-22,5689826000
2007-03-23,5673646400
2007-03-26,5722185200
2007-03-27,5657466800
2007-03-28,5662860000
2007-03-29,5646680400
2007-03-30,5679039600
2007-04-02,5826042750
2007-04-03,5878183500
2007-04-04,5941301250
2007-04-05,5949534000
2007-04-09,6040094250
2007-04-10,6073025250
2007-04-11,6094979250
2007-04-12,6223959000
2007-04-13,6152608500
2007-04-16,6223959000
2007-04-17,6265122750
2007-04-18,6237680250
2007-04-19,6199260750
2007-04-20,6281588250
2007-04-23,6300798000
2007-04-24,6254145750
2007-04-25,6295309500
2007-04-26,6243168750
2007-04-27,6273355500
2007-04-30,6092235000
2007-05-01,6116933250
2007-05-02,6169074000
2007-05-03,6174562500
2007-05-04,6191028000
2007-05-07,6152608500
2007-05-08,6108700500
2007-05-09,6158097000
2007-05-10,6062048250
2007-05-11,6078513750
2007-05-14,6031861500
2007-05-15,5922091500
2007-05-16,5927580000
2007-05-17,5913858750
2007-05-18,5941301250
2007-05-21,6026373000
2007-05-22,6056559750
2007-05-23,6034605750
2007-05-24,5867206500
2007-05-25,5949534000
2007-05-29,5924835750
2007-05-30,6092235000
2007-05-31,6232191750
2007-06-01,6284332500
2007-06-04,6646573500
2007-06-05,6638340750
2007-06-06,6635596500
2007-06-07,6525826500
2007-06-08,6509361000
2007-06-11,6465453000
2007-06-12,6424289250
2007-06-13,6410568000
2007-06-14,6459964500
2007-06-15,6391358250
2007-06-18,6202005000
2007-06-19,6199260750
2007-06-20,6094979250
2007-06-21,6009907500
2007-06-22,6009907500
2007-06-25,5971488000
2007-06-26,5976976500
2007-06-27,6042838500
2007-06-28,6029117250
2007-06-29,6026373000
2007-07-02,5997304690
2007-07-03,5989115380
2007-07-05,6005494000
2007-07-06,6019142850
2007-07-09,6002764230
2007-07-10,5909952050
2007-07-11,5909952050
2007-07-12,5909952050
2007-07-13,5920871130
2007-07-16,6019142850
2007-07-17,6084657330
2007-07-18,6106495490
2007-07-19,6188388590
2007-07-20,6150171810
2007-07-23,6136522960
2007-07-24,6125603880
2007-07-25,6122874110
2007-07-26,6000034460
2007-07-27,5882654350
2007-07-30,5915411590
2007-07-31,5841707800
2007-08-01,5844437570
2007-08-02,5803491020
2007-08-03,5661542980
2007-08-06,5661542980
2007-08-07,5525054480
2007-08-08,5451350690
2007-08-09,5451350690
2007-08-10,5527784250
2007-08-13,5686110910
2007-08-14,5626055970
2007-08-15,5582379650
2007-08-16,5546892640
2007-08-17,5552352180
2007-08-20,5612407120
2007-08-21,5634245280
2007-08-22,5768004010
2007-08-23,5795301710
2007-08-24,5852626880
2007-08-27,5863545960
2007-08-28,5680651370
2007-08-29,5830788720
2007-08-30,5852626880
2007-08-31,5929060440
2007-09-04,5989115380
2007-09-05,6008223770
2007-09-06,5967277220
2007-09-07,5923600900
2007-09-10,5847167340
2007-09-11,5907222280
2007-09-12,5896303200
2007-09-13,5959087910
2007-09-14,5978196300
2007-09-17,5967277220
2007-09-18,6062819170
2007-09-19,6021872620
2007-09-20,5978196300
2007-09-21,6002764230
2007-09-24,5980926070
2007-09-25,6030061930
2007-09-26,6073738250
2007-09-27,6098306180
2007-09-28,6057359630
2007-10-01,6474750000
2007-10-02,6442740000
2007-10-03,6407820000
2007-10-04,6375810000
2007-10-05,6460200000
2007-10-08,6445650000
2007-10-09,6378720000
2007-10-10,6358350000
2007-10-11,6233220000
2007-10-12,6358350000
2007-10-15,6329250000
2007-10-16,6311790000
2007-10-17,6355440000
2007-10-18,6439830000
2007-10-19,6300150000
2007-10-22,6358350000
2007-10-23,6367080000
2007-10-24,6311790000
2007-10-25,5622120000
2007-10-26,5744340000
2007-10-29,5738520000
2007-10-30,5686140000
2007-10-31,5703600000
2007-11-01,5517360000
2007-11-02,5383500000
2007-11-05,5284560000
2007-11-06,5310750000
2007-11-07,5150670900
2007-11-08,5054670000
2007-11-09,4970279999
2007-11-12,4955730000
2007-11-13,5005200000
2007-11-14,4929540000
2007-11-15,4900440000
2007-11-16,4987740000
2007-11-19,4856790000
2007-11-20,4824779999
2007-11-21,4775310000
2007-11-23,4839330000
2007-11-26,4717110000
2007-11-27,4667640000
2007-11-28,4737480000
2007-11-29,4810230000
2007-11-30,4830600000
2007-12-03,4740390000
2007-12-04,4658910000
2007-12-05,4897529999
2007-12-06,4947000000
2007-12-07,4949910000
2007-12-10,4996470000
2007-12-11,4938270000
2007-12-12,5072130000
2007-12-13,5130330000
2007-12-14,4981920000
2007-12-17,4862610000
2007-12-18,4862610000
2007-12-19,4824779999
2007-12-20,4845150000
2007-12-21,4990650000
2007-12-24,5016840000
2007-12-26,5028480000
2007-12-27,4949910000
2007-12-28,4955730000
2007-12-31,4470653250
2008-01-02,4415460000
2008-01-03,4412831750
2008-01-04,4265649750
2008-01-07,4213084750
2008-01-08,4060646250
2008-01-09,4042248500
2008-01-10,4034363750
2008-01-11,3931862000
2008-01-14,4000196500
2008-01-15,3853014500
2008-01-16,4002824750
2008-01-17,3895066500
2008-01-18,3913464250
2008-01-22,3742628000
2008-01-23,3800449500
2008-01-24,3916092500
2008-01-25,3847758000
2008-01-28,3847758000
2008-01-29,3923977250
2008-01-30,3984427000
2008-01-31,2667673750
2008-02-01,2788573250
2008-02-04,2872677250
2008-02-05,2862164250
2008-02-06,2764919000
2008-02-07,2809599250
2008-02-08,2801714500
2008-02-11,2812227500
2008-02-12,2843766500
2008-02-13,3004089750
2008-02-14,2875305500
2008-02-15,2872677250
2008-02-19,2859536000
2008-02-20,2854279500
2008-02-21,2956781250
2008-02-22,2888446750
2008-02-25,2901588000
2008-02-26,2919985750
2008-02-27,2941011750
2008-02-28,2888446750
2008-02-29,2791201500
2008-03-03,2914729250
2008-03-04,2904216250
2008-03-05,2930498750
2008-03-06,2804342750
2008-03-07,2830625250
2008-03-10,2812227500
2008-03-11,2867420750
2008-03-12,2909472750
2008-03-13,2941011750
2008-03-14,2896331500
2008-03-17,2762290750
2008-03-18,2856907750
2008-03-19,2833253500
2008-03-20,2880562000
2008-03-24,2988320250
2008-03-25,2998833250
2008-03-26,2956781250
2008-03-27,2806971000
2008-03-28,2801714500
2008-03-31,2698077720
2008-04-01,2761234970
2008-04-02,2804181900
2008-04-03,2857233990
2008-04-04,2849655120
2008-04-07,2826918510
2008-04-08,2816813350
2008-04-09,2796603030
2008-04-10,2837023670
2008-04-11,2735972070
2008-04-14,2728393200
2008-04-15,2708182880
2008-04-16,2806708190
2008-04-17,2783971580
2008-04-18,2831971090
2008-04-21,2821865930
2008-04-22,2761234970
2008-04-23,2839549960
2008-04-24,2877444310
2008-04-25,2890075760
2008-04-28,2864812860
2008-04-29,2821865930
2008-04-30,2811760770
2008-05-01,2882496890
2008-05-02,2834497380
2008-05-05,2778919000
2008-05-06,2794076740
2008-05-07,2723340620
2008-05-08,2768813840
2008-05-09,2771340130
2008-05-12,2778919000
2008-05-13,2756182390
2008-05-14,2809234480
2008-05-15,2842076250
2008-05-16,2826918510
2008-05-19,2809234480
2008-05-20,2814287060
2008-05-21,2804181900
2008-05-22,2847128830
2008-05-23,2821865930
2008-05-27,2831971090
2008-05-28,2844602540
2008-05-29,2948180430
2008-05-30,2935548980
2008-06-02,2852181410
2008-06-03,2837023670
2008-06-04,2907759790
2008-06-05,2945654140
2008-06-06,2885023180
2008-06-09,2885023180
2008-06-10,2852181410
2008-06-11,2842076250
2008-06-12,2887549470
2008-06-13,2910286080
2008-06-16,2927970110
2008-06-17,2738498360
2008-06-18,2733445780
2008-06-19,2763761260
2008-06-20,2730919490
2008-06-23,2687972560
2008-06-24,2690498850
2008-06-25,2725866910
2008-06-26,2662709660
2008-06-27,2561658060
2008-06-30,2554441500
2008-07-01,2562028950
2008-07-02,2478567000
2008-07-03,2455804650
2008-07-07,2458333800
2008-07-08,2486154450
2008-07-09,2438100600
2008-07-10,2488683600
2008-07-11,2478567000
2008-07-14,2425454850
2008-07-15,2524091700
2008-07-16,2562028950
2008-07-17,2670782400
2008-07-18,2607553650
2008-07-21,2486154450
2008-07-22,2564558100
2008-07-23,2597437050
2008-07-24,1798225650
2008-07-25,1858925250
2008-07-28,1871571000
2008-07-29,1856396100
2008-07-30,1808342250
2008-07-31,1869041850
2008-08-01,1798225650
2008-08-04,1803283950
2008-08-05,1775463300
2008-08-06,1777992450
2008-08-07,1770405000
2008-08-08,1805813100
2008-08-11,1831104600
2008-08-12,1813400550
2008-08-13,1810871400
2008-08-14,1810871400
2008-08-15,1932270600
2008-08-18,1957562100
2008-08-19,1904449950
2008-08-20,1937328900
2008-08-21,1970207850
2008-08-22,2018261700
2008-08-25,2020790850
2008-08-26,1977795300
2008-08-27,2051140649
2008-08-28,2068844700
2008-08-29,2020790850
2008-09-02,2015732550
2008-09-03,1980324450
2008-09-04,1972737000
2008-09-05,2015732550
2008-09-08,2084019600
2008-09-09,2005615950
2008-09-10,2015732550
2008-09-11,1960091250
2008-09-12,1975266150
2008-09-15,1922154000
2008-09-16,1934799750
2008-09-17,1813400550
2008-09-18,1836162900
2008-09-19,1881687600
2008-09-22,1836162900
2008-09-23,1798225650
2008-09-24,1793167350
2008-09-25,1732467750
2008-09-26,1719822000
2008-09-29,1543397000
2008-09-30,1682800600
2008-10-01,1665375150
2008-10-02,1575758550
2008-10-03,1548375700
2008-10-06,1408972100
2008-10-07,1284504600
2008-10-08,1324334200
2008-10-09,1239696300
2008-10-10,1179951900
2008-10-13,1284504600
2008-10-14,1319355500
2008-10-15,1120207500
2008-10-16,1070420500
2008-10-17,1122696850
2008-10-20,1189909300
2008-10-21,1130164900
2008-10-22,1075399200
2008-10-23,801570700
2008-10-24,721911500
2008-10-27,759251750
2008-10-28,868783150
2008-10-29,823974850
2008-10-30,1010676099
2008-10-31,1013165450
2008-11-03,1092824650
2008-11-04,1232228250
2008-11-05,1080377900
2008-11-06,990761300
2008-11-07,1000718699
2008-11-10,980803900
2008-11-11,975825200
2008-11-12,893676650
2008-11-13,983293250
2008-11-14,978314550
2008-11-17,903634050
2008-11-18,938484950
2008-11-19,843889650
2008-11-20,786634600
2008-11-21,776677200
2008-11-24,955910400
2008-11-25,841400300
2008-11-26,948442350
2008-11-28,960889100
2008-12-01,823974850
2008-12-02,913591450
2008-12-03,950931700
2008-12-04,881229900
2008-12-05,970846500
2008-12-08,998229350
2008-12-09,978314550
2008-12-10,978314550
2008-12-11,756762400
2008-12-12,679592550
2008-12-15,649720350
2008-12-16,774187850
2008-12-17,811528100
2008-12-18,791613300
2008-12-19,818996150
2008-12-22,818996150
2008-12-23,801570700
2008-12-24,804060050
2008-12-26,811528100
2008-12-29,816506800
2008-12-30,846379000
2008-12-31,911102100
2009-01-02,955910400
2009-01-05,1012121960
2009-01-06,1060439340
2009-01-07,1024837060
2009-01-08,1047724240
2009-01-09,1090955580
2009-01-12,1047724240
2009-01-13,1045181220
2009-01-14,1035009140
2009-01-15,1001949880
2009-01-16,1014664980
2009-01-20,923116260
2009-01-21,963804580
2009-01-22,897686060
2009-01-23,981605720
2009-01-26,991777800
2009-01-27,1032466119
2009-01-28,1062982359
2009-01-29,1019751020
2009-01-30,961261560
2009-02-02,925659280
2009-02-03,935831360
2009-02-04,928202300
2009-02-05,1068068400
2009-02-06,1144359000
2009-02-09,1157074100
2009-02-10,1083326520
2009-02-11,1093498600
2009-02-12,1106213700
2009-02-13,1075697460
2009-02-17,1019751020
2009-02-18,981605720
2009-02-19,1001949880
2009-02-20,979062700
2009-02-23,963804580
2009-02-24,1012121960
2009-02-25,1045181220
2009-02-26,1080783500
2009-02-27,1068068400
2009-03-02,1009578940
2009-03-03,973976660
2009-03-04,973976660
2009-03-05,948546460
2009-03-06,940917400
2009-03-09,915487200
2009-03-10,973976660
2009-03-11,971433640
2009-03-12,1047724240
2009-03-13,1045181220
2009-03-16,1027380080
2009-03-17,1075697460
2009-03-18,1116385780
2009-03-19,1068068400
2009-03-20,999406860
2009-03-23,1083326520
2009-03-24,1057896320
2009-03-25,1057896320
2009-03-26,1144359000
2009-03-27,1075697460
2009-03-30,1037552160
2009-03-31,1068068400
2009-04-01,1080783500
2009-04-02,1126557860
2009-04-03,1154531080
2009-04-06,1150835840
2009-04-07,1099459240
2009-04-08,1186799460
2009-04-09,1251020210
2009-04-13,1256157870
2009-04-14,1243313720
2009-04-15,1245882550
2009-04-16,1235607230
2009-04-17,1251020210
