,COTY
2018-01-29,14776970000
2018-01-30,14769469000
2018-01-31,14709461000
2018-02-01,14146886000
2018-02-02,13539305000
2018-02-05,12961728000
2018-02-06,13074243000
2018-02-07,13111748000
2018-02-08,14971996000
2018-02-09,14896986000
2018-02-12,15317042000
2018-02-13,15422055999
2018-02-14,15939625000
2018-02-15,16149653000
2018-02-16,16089645000
2018-02-20,15894619000
2018-02-21,15602080000
2018-02-22,15497066000
2018-02-23,15572076000
2018-02-26,15482064000
2018-02-27,14889485000
2018-02-28,14491932000
2018-03-01,14281904000
2018-03-02,14589445000
2018-03-05,14506934000
2018-03-06,14439425000
2018-03-07,14409421000
2018-03-08,14491932000
2018-03-09,14551939999
2018-03-12,14394419000
2018-03-13,14401920000
2018-03-14,14229397000
2018-03-15,13929357000
2018-03-16,14116882000
2018-03-19,13936857999
2018-03-20,13779337000
2018-03-21,13771836000
2018-03-22,13651820000
2018-03-23,13554307000
2018-03-26,13846846000
2018-03-27,13719329000
2018-03-28,13689325000
2018-03-29,13726830000
2018-04-02,12832315142
2018-04-03,13238768563
2018-04-04,13275059047
2018-04-05,13391188596
2018-04-06,13275059047
2018-04-09,13304091434
2018-04-10,13158929498
2018-04-11,13260542853
2018-04-12,13064574240
2018-04-13,12817798948
2018-04-16,12861347529
2018-04-17,12941186594
2018-04-18,12832315142
2018-04-19,12462152205
2018-04-20,12164570236
2018-04-23,12099247365
2018-04-24,11990375913
2018-04-25,12164570236
2018-04-26,12273441688
2018-04-27,12353280753
2018-04-30,12592797948
2018-05-01,12266183591
2018-05-02,11758116816
2018-05-03,11569406299
2018-05-04,11663761557
2018-05-07,11787149203
2018-05-08,11540373912
2018-05-09,10894403296
2018-05-10,10524240360
2018-05-11,10379078424
2018-05-14,10270206972
2018-05-15,10212142197
2018-05-16,10531498456
2018-05-17,10291981262
2018-05-18,10161335520
2018-05-21,10146819326
2018-05-22,10052464068
2018-05-23,10074238358
2018-05-24,9907302132
2018-05-25,9921818325
2018-05-29,9762140196
2018-05-30,9863753551
2018-05-31,9616978260
2018-06-01,9515364904
2018-06-04,9733107808
2018-06-05,9580687776
2018-06-06,9602462066
2018-06-07,9733107808
2018-06-08,10081496455
2018-06-11,10233916488
2018-06-12,10328271746
2018-06-13,10161335520
2018-06-14,10350046036
2018-06-15,10524240360
2018-06-18,10284723165
2018-06-19,10495207972
2018-06-20,10487949876
2018-06-21,10502466069
2018-06-22,10720208973
2018-06-25,10524240360
2018-06-26,10487949876
2018-06-27,10277465068
2018-06-28,10139561229
2018-06-29,10233916488
2018-07-02,10413596000
2018-07-03,10466152000
2018-07-05,10638836000
2018-07-06,10631328000
2018-07-09,10593788000
2018-07-10,10841552000
2018-07-11,10548740000
2018-07-12,10541232000
2018-07-13,10691392000
2018-07-16,10683884000
2018-07-17,10683884000
2018-07-18,10383564000
2018-07-19,10346024000
2018-07-20,10473660000
2018-07-23,10481168000
2018-07-24,10218388000
2018-07-25,10120784000
2018-07-26,10158324000
2018-07-27,10068228000
2018-07-30,10135800000
2018-07-31,10068228000
2018-08-01,10030688000
2018-08-02,10135800000
2018-08-03,10466152000
2018-08-06,10180848000
2018-08-07,10105768000
2018-08-08,10045704000
2018-08-09,9317428000
2018-08-10,9047140000
2018-08-13,8806884000
2018-08-14,8836916000
2018-08-15,8581644000
2018-08-16,8619184000
2018-08-17,9174776000
2018-08-20,9309920000
2018-08-21,8649216000
2018-08-22,8799376000
2018-08-23,8739312000
2018-08-24,8994584000
2018-08-27,9114712000
2018-08-28,9542668000
2018-08-29,9760400000
2018-08-30,9565192000
2018-08-31,9279888000
2018-09-04,9039632000
2018-09-05,9152252000
2018-09-06,9234840000
2018-09-07,9302412000
2018-09-10,9084680000
2018-09-11,9009600000
2018-09-12,9272380000
2018-09-13,9219824000
2018-09-14,8942028000
2018-09-17,9242348000
2018-09-18,9400016000
2018-09-19,9505128000
2018-09-20,9767908000
2018-09-21,9812956000
2018-09-24,9782924000
2018-09-25,9572700000
2018-09-26,9475096000
2018-09-27,9422540000
2018-09-28,9430048000
2018-10-01,9463410937
2018-10-02,9583485937
2018-10-03,9365850000
2018-10-04,8592867187
2018-10-05,8720446875
2018-10-08,8953092187
2018-10-09,8878045312
2018-10-10,8607876562
2018-10-11,8352717187
2018-10-12,8277670312
2018-10-15,8330203125
2018-10-16,8420259375
2018-10-17,8412754687
2018-10-18,8135081250
2018-10-19,7902435937
2018-10-22,7917445312
2018-10-23,7932454687
2018-10-24,7767351562
2018-10-25,7782360937
2018-10-26,7474668750
2018-10-29,7362098437
2018-10-30,7647276562
2018-10-31,7917445312
2018-11-01,8210128125
2018-11-02,8247651562
2018-11-05,8300184375
2018-11-06,8390240625
2018-11-07,6499059375
2018-11-08,6228890625
2018-11-09,6371479687
2018-11-12,6491554687
2018-11-13,6123825000
2018-11-14,6529078124
2018-11-15,6536582812
2018-11-16,6821760937
2018-11-19,6866789062
2018-11-20,6476545312
2018-11-21,6581610937
2018-11-23,6439021875
2018-11-26,6514068750
2018-11-27,6461535937
2018-11-28,6393993750
2018-11-29,6393993750
2018-11-30,6258909375
2018-12-03,6356470312
2018-12-04,5951217187
2018-12-06,5756095312
2018-12-07,5628515625
2018-12-10,5696057812
2018-12-11,5688553125
2018-12-12,5816132812
2018-12-13,5703562500
2018-12-14,5485926562
2018-12-17,5305814062
2018-12-18,5328328125
2018-12-19,5223262500
2018-12-20,4863037500
2018-12-21,4622887500
2018-12-24,4585364062
2018-12-26,4803000000
2018-12-27,4757971875
2018-12-28,4870542187
2018-12-31,4929184000
2019-01-02,5222230000
2019-01-03,5102006000
2019-01-04,5380024000
2019-01-07,5673070000
2019-01-08,5650528000
2019-01-09,5530304000
2019-01-10,5402566000
2019-01-11,5440136000
2019-01-14,5402566000
2019-01-15,5477706000
2019-01-16,5432622000
2019-01-17,5582902000
2019-01-18,5658042000
2019-01-22,5447650000
2019-01-23,5507762000
2019-01-24,5259800000
2019-01-25,5492734000
2019-01-28,5515276000
2019-01-29,5417594000
2019-01-30,5425108000
2019-01-31,5830864000
2019-02-01,5665556000
2019-02-04,5740696000
2019-02-05,5868434000
2019-02-06,5590416000
2019-02-07,5304884000
2019-02-08,7010562000
2019-02-11,7258524000
2019-02-12,8167717999
2019-02-13,8393138000
2019-02-14,8325512000
2019-02-15,8295455999
2019-02-19,8295455999
2019-02-20,8378110000
2019-02-21,8348054000
2019-02-22,8468278000
2019-02-25,8385624000
2019-02-26,8400652000
2019-02-27,8302970000
2019-02-28,8265400000
2019-03-01,8325512000
2019-03-04,8400652000
2019-03-05,8280428000
2019-03-06,8250372000
2019-03-07,8160204000
2019-03-08,8265400000
2019-03-11,8205288000
2019-03-12,8182746000
2019-03-13,8265400000
2019-03-14,8265400000
2019-03-15,8182746000
2019-03-18,8468278000
2019-03-19,8641100000
2019-03-20,8558446000
2019-03-21,8475791999
2019-03-22,8430708000
2019-03-25,8438222000
2019-03-26,8468278000
2019-03-27,8580988000
2019-03-28,8641100000
2019-03-29,8641100000
2019-04-01,8470898250
2019-04-02,8448369266
2019-04-03,8403311296
2019-04-04,8485917574
2019-04-05,8455878927
2019-04-08,8478407912
2019-04-09,8418330619
2019-04-10,8388291973
2019-04-11,8395801635
2019-04-12,8410820958
2019-04-15,8403311296
2019-04-16,8395801635
2019-04-17,8448369266
2019-04-18,8455878927
2019-04-22,8425840281
2019-04-23,8425840281
2019-04-24,8350743665
2019-04-25,8335724342
2019-04-26,8455878927
2019-04-29,8155492465
2019-04-30,8125453818
2019-05-01,8140473141
2019-05-02,8140473141
2019-05-03,8621091482
2019-05-06,9116729145
2019-05-07,9199335423
2019-05-08,8696188098
2019-05-09,8688678436
2019-05-10,8808833021
2019-05-13,8808833021
2019-05-14,9101709822
2019-05-15,9980340226
2019-05-16,9942791918
2019-05-17,10138043119
2019-05-20,10138043119
2019-05-21,10145552781
2019-05-22,9852675979
2019-05-23,9845166318
2019-05-24,9822637333
2019-05-28,9770069702
2019-05-29,9477192901
2019-05-30,9439644593
2019-05-31,9266922377
2019-06-03,9447154255
2019-06-04,9785089025
2019-06-05,9815127671
2019-06-06,10145552781
2019-06-07,10153062442
2019-06-10,10145552781
2019-06-11,10062946503
2019-06-12,10025398195
2019-06-13,10273217027
2019-06-14,10198120412
2019-06-17,10220649396
2019-06-18,10310765335
2019-06-19,10115514134
2019-06-20,10130533457
2019-06-21,9822637333
2019-06-24,9762560041
2019-06-25,9905243610
2019-06-26,9852675979
2019-06-27,9875204964
2019-06-28,10062946503
2019-07-01,8741178000
2019-07-02,8824140000
2019-07-03,8801514000
2019-07-05,8711010000
2019-07-08,8635590000
2019-07-09,8612964000
2019-07-10,8522460000
2019-07-11,8477208000
2019-07-12,8386703999
2019-07-15,8379162000
2019-07-16,8401788000
2019-07-17,8333910000
2019-07-18,8333910000
2019-07-19,8348994000
2019-07-22,8266032000
2019-07-23,8250948000
2019-07-24,8303742000
2019-07-25,8296200000
2019-07-26,8371620000
2019-07-29,8296200000
2019-07-30,8439498000
2019-07-31,8228322000
2019-08-01,8205696000
2019-08-02,8069939999
2019-08-05,7655130000
2019-08-06,7760717999
2019-08-07,7873848000
2019-08-08,7858764000
2019-08-09,7821053999
2019-08-12,7421328000
2019-08-13,7293114000
2019-08-14,7195067999
2019-08-15,6795342000
2019-08-16,6870762000
2019-08-19,6931098000
2019-08-20,6644502000
2019-08-21,6674670000
2019-08-22,6727464000
2019-08-23,6546456000
2019-08-26,6599250000
2019-08-27,6636960000
2019-08-28,7036686000
2019-08-29,7051770000
2019-08-30,7202610000
2019-09-03,6870762000
2019-09-04,7081938000
2019-09-05,7474122000
2019-09-06,7557084000
2019-09-09,7745634000
2019-09-10,7979436000
2019-09-11,8100108000
2019-09-12,7979436000
2019-09-13,8039772000
2019-09-16,8183070000
2019-09-17,7964352000
2019-09-18,7911558000
2019-09-19,7745634000
2019-09-20,7670214000
2019-09-23,7805970000
2019-09-24,7858764000
2019-09-25,7911558000
2019-09-26,7813512000
2019-09-27,7941725999
2019-09-30,7957571427
2019-10-01,8025714284
2019-10-02,7609285712
2019-10-03,7753142855
2019-10-04,7821285712
2019-10-07,7828857141
2019-10-08,7707714284
2019-10-09,7624428569
2019-10-10,7624428569
2019-10-11,8002999998
2019-10-14,8063571427
2019-10-15,7859142855
2019-10-16,7798571427
2019-10-17,7722857141
2019-10-18,7662285712
2019-10-21,8691999998
2019-10-22,9017571426
2019-10-23,9009999998
2019-10-24,8919142855
2019-10-25,8903999998
2019-10-28,8926714284
2019-10-29,8835857141
2019-10-30,8805571426
2019-10-31,8850999998
2019-11-01,8835857141
2019-11-04,8669285712
2019-11-05,8676857141
2019-11-06,9857999998
2019-11-07,9842857141
2019-11-08,9721714283
2019-11-11,9403714283
2019-11-12,9396142855
2019-11-13,9267428569
2019-11-14,9244714283
2019-11-15,9017571426
2019-11-18,9252285712
2019-11-19,9062999998
2019-11-20,9047857141
2019-11-21,8972142855
2019-11-22,8729857141
2019-11-25,8691999998
2019-11-26,8737428569
2019-11-27,8744999998
2019-11-29,8737428569
2019-12-02,8767714284
2019-12-03,8782857141
2019-12-04,8767714284
2019-12-05,8911571426
2019-12-06,8987285712
2019-12-09,8949428569
2019-12-10,8797999998
2019-12-11,8760142855
2019-12-12,8835857141
2019-12-13,8389142855
2019-12-16,8336142855
2019-12-17,8442142855
2019-12-18,8472428569
2019-12-19,8684428569
2019-12-20,8691999998
2019-12-23,8336142855
2019-12-24,8283142855
2019-12-26,8275571427
2019-12-27,8305857141
2019-12-30,8366428569
2019-12-31,8533536581
2020-01-02,8381829264
2020-01-03,8389414630
2020-01-06,8230121947
2020-01-07,8131512191
2020-01-08,7979804874
2020-01-09,8154268288
2020-01-10,8040487801
2020-01-13,7934292679
2020-01-14,8116341459
2020-01-15,8624560971
2020-01-16,8670073166
2020-01-17,8366658532
2020-01-21,8237707313
2020-01-22,8169439020
2020-01-23,8123926825
2020-01-24,7994975605
2020-01-27,7744658532
2020-01-28,7964634142
2020-01-29,7941878044
2020-01-30,7797756093
2020-01-31,7782585362
2020-02-03,8010146337
2020-02-04,8070829264
2020-02-05,9238975605
2020-02-06,9170707312
2020-02-07,9125195117
2020-02-10,9079682922
2020-02-11,9064512190
2020-02-12,8958317068
2020-02-13,8753512190
2020-02-14,8654902434
2020-02-18,8753512190
2020-02-19,8715585361
2020-02-20,8662487800
2020-02-21,8525951215
2020-02-24,8116341459
2020-02-25,7926707313
2020-02-26,7608121947
2020-02-27,7335048776
2020-02-28,7001292679
2020-03-02,7054390240
2020-03-03,6720634143
2020-03-04,6978536581
2020-03-05,6758560972
2020-03-06,6523414631
2020-03-09,5817975606
2020-03-10,6075878045
2020-03-11,5643512192
2020-03-12,4778780485
2020-03-13,5893829265
2020-03-16,4490536583
2020-03-17,4134024388
2020-03-18,2836926827
2020-03-19,3049317071
2020-03-20,3398243900
2020-03-23,3906463412
2020-03-24,3868536583
2020-03-25,4080926827
2020-03-26,5067024387
2020-03-27,4786365851
2020-03-30,4103682924
2020-03-31,3919497588
2020-04-01,3387782799
2020-04-02,3387782799
2020-04-03,3494125757
2020-04-06,3797962780
2020-04-07,4223334611
2020-04-08,4466404229
2020-04-09,4572747187
2020-04-13,4398040899
2020-04-14,4777837177
2020-04-15,4390444973
2020-04-16,4344869420
2020-04-17,4367657197
2020-04-20,4314485718
2020-04-21,4306889792
2020-04-22,4246122388
2020-04-23,4504383857
2020-04-24,4762645326
2020-04-27,4132183504
2020-04-28,4413232750
2020-04-29,4147375355
2020-04-30,4139779430
2020-05-01,3934689440
2020-05-04,4048628323
2020-05-05,3972669067
2020-05-06,3714407598
2020-05-07,3744791301
2020-05-08,3949881291
2020-05-11,3630852417
2020-05-12,3289035767
2020-05-13,2780108754
2020-05-14,2552230988
2020-05-15,2499059509
2020-05-18,2597806541
2020-05-19,2468675807
2020-05-20,2491463583
2020-05-21,2529443211
2020-05-22,2848472085
2020-05-26,3251056139
2020-05-27,3425762427
2020-05-28,3182692809
2020-05-29,2757320978
2020-06-01,3334611320
2020-06-02,3182692809
2020-06-03,3608064641
2020-06-04,3676427971
2020-06-05,3858730184
2020-06-08,4717069772
2020-06-09,4284102015
2020-06-10,3919497588
2020-06-11,3478933906
2020-06-12,3699215747
2020-06-15,3623256492
2020-06-16,3828346482
2020-06-17,3676427971
2020-06-18,3570085013
2020-06-19,3585276864
2020-06-22,3509317608
2020-06-23,3532105385
2020-06-24,3289035767
2020-06-25,3311823544
2020-06-26,3175096884
2020-06-29,3600468715
2020-06-30,3414633000
2020-07-01,3300048000
2020-07-02,3399355000
2020-07-06,3399355000
2020-07-07,3261852999
2020-07-08,3269492000
2020-07-09,3131989999
2020-07-10,3223658000
2020-07-13,3261852999
2020-07-14,3208380000
2020-07-15,3361160000
2020-07-16,3284770000
2020-07-17,3208380000
2020-07-20,3063239000
2020-07-21,3147268000
2020-07-22,3147268000
2020-07-23,3185463000
2020-07-24,3063239000
2020-07-27,3063239000
2020-07-28,3109073000
2020-07-29,2956293000
2020-07-30,2918098000
2020-07-31,2834069000
2020-08-03,2811152000
2020-08-04,2925737000
2020-08-05,3017405000
2020-08-06,3017405000
2020-08-07,3055600000
2020-08-10,3238936000
2020-08-11,3208380000
2020-08-12,3185463000
2020-08-13,3139629000
2020-08-14,3200741000
2020-08-17,3040322000
2020-08-18,3009766000
2020-08-19,2956293000
2020-08-20,2902820000
2020-08-21,2895181000
2020-08-24,3047961000
2020-08-25,2994488000
2020-08-26,2941015000
2020-08-27,2704206000
2020-08-28,2834069000
2020-08-31,2734762000
2020-09-01,2742401000
2020-09-02,2688928000
2020-09-03,2780596000
2020-09-04,2956293000
2020-09-08,2895181000
2020-09-09,2826430000
2020-09-10,2795874000
2020-09-11,2681289000
2020-09-14,2589621000
2020-09-15,2429202000
2020-09-16,2482675000
2020-09-17,2459758000
2020-09-18,2329895000
2020-09-21,2306978000
2020-09-22,2360451000
2020-09-23,2230588000
2020-09-24,2116003000
2020-09-25,2062530000
2020-09-28,2100725000
2020-09-29,2024335000
2020-09-30,2064420000
2020-10-01,2179110000
2020-10-02,2224986000
2020-10-05,2293800000
2020-10-06,2324384000
2020-10-07,2546118000
2020-10-08,2859604000
2020-10-09,2714330000
2020-10-12,2591994000
2020-10-13,2507888000
2020-10-14,2553764000
2020-10-15,2515534000
2020-10-16,2492596000
2020-10-19,2454366000
2020-10-20,2477304000
2020-10-21,2492596000
2020-10-22,2569056000
2020-10-23,2591994000
2020-10-26,2416136000
2020-10-27,2354968000
2020-10-28,2255570000
2020-10-29,2278508000
2020-10-30,2217340000
2020-11-02,2332030000
2020-11-03,2400844000
2020-11-04,2309092000
2020-11-05,2553764000
2020-11-06,3119568000
2020-11-09,3402470000
2020-11-10,3272488000
2020-11-11,3540098000
2020-11-12,3387178000
2020-11-13,3662434000
2020-11-16,4067672000
2020-11-17,3907106000
2020-11-18,4052380000
2020-11-19,4778750000
2020-11-20,4625830000
2020-11-23,5245156000
2020-11-24,5772730000
2020-11-25,5550996000
2020-11-27,5268094000
2020-11-30,5497474000
2020-12-01,5329262000
2020-12-02,5650394000
2020-12-03,5757438000
2020-12-04,5925650000
2020-12-07,5696270000
2020-12-08,5466890000
2020-12-09,5482182000
2020-12-10,5451598000
2020-12-11,5283386000
2020-12-14,5092236000
2020-12-15,5260448000
2020-12-16,5214572000
2020-12-17,5245156000
2020-12-18,5344554000
2020-12-21,5191634000
2020-12-22,5543350000
2020-12-23,5665686000
2020-12-24,5489828000
2020-12-28,5390430000
2020-12-29,5245156000
2020-12-30,5344554000
2020-12-31,5373108000
2021-01-04,5174104000
2021-01-05,5273606000
2021-01-06,5327184000
2021-01-07,5357800000
2021-01-08,5212374000
2021-01-11,5212374000
2021-01-12,5296568000
2021-01-13,5472610000
2021-01-14,5487918000
2021-01-15,5281260000
2021-01-19,5281260000
2021-01-20,5273606000
2021-01-21,5273606000
2021-01-22,4844982000
2021-01-25,5250644000
2021-01-26,5189412000
2021-01-27,5258298000
2021-01-28,5166450000
2021-01-29,4875598000
2021-02-01,5021024000
2021-02-02,5105218000
2021-02-03,5174104000
2021-02-04,5273606000
2021-02-05,5847656000
2021-02-08,6077276000
2021-02-09,5158796000
2021-02-10,5028678000
2021-02-11,5319530000
2021-02-12,5189412000
2021-02-16,5495572000
2021-02-17,5556804000
2021-02-18,5464956000
2021-02-19,5885926000
2021-02-22,6176778000
2021-02-23,6061968000
2021-02-24,6291588000
2021-02-25,5970120000
2021-02-26,5870618000
2021-03-01,6176778000
2021-03-02,6084930000
2021-03-03,6238010000
2021-03-04,5985428000
2021-03-05,5985428000
2021-03-08,5977774000
2021-03-09,6528861999
2021-03-10,6697250000
2021-03-11,6773790000
2021-03-12,6865638000
2021-03-15,7171797999
2021-03-16,6903908000
2021-03-17,7011064000
2021-03-18,6521208000
2021-03-19,6735520000
2021-03-22,6658979999
2021-03-23,6337511999
2021-03-24,6215047999
2021-03-25,6574786000
2021-03-26,6720211999
2021-03-29,6835022000
2021-03-30,7003410000
2021-03-31,6875180321
2021-04-01,6844657878
2021-04-05,6920963986
2021-04-06,6753090549
2021-04-07,6631000776
2021-04-08,6699676273
2021-04-09,6615739554
2021-04-12,6638631387
2021-04-13,6600478333
2021-04-14,6600478333
2021-04-15,6966747651
2021-04-16,6867549711
2021-04-19,6936225208
2021-04-20,6631000776
2021-04-21,6936225208
2021-04-22,7020161926
2021-04-23,7561935292
2021-04-26,7523782238
2021-04-27,7798484227
2021-04-28,7844267892
2021-04-29,7767961784
2021-04-30,7638241400
2021-05-03,7821376059
2021-05-04,7638241400
2021-05-05,7500890406
2021-05-06,7622980179
2021-05-07,7890051556
2021-05-10,6867549711
2021-05-11,7027792537
2021-05-12,6631000776
2021-05-13,6600478333
2021-05-14,6829396657
2021-05-17,6798874213
2021-05-18,6699676273
2021-05-19,6501280393
2021-05-20,6463127339
2021-05-21,6432604895
2021-05-24,6600478333
2021-05-25,6531802836
2021-05-26,6745459938
2021-05-27,6783612992
2021-05-28,6798874213
2021-06-01,6905702764
2021-06-02,6829396657
2021-06-03,6722568105
2021-06-04,6661523219
2021-06-07,6875180321
2021-06-08,6959117040
2021-06-09,6714937495
2021-06-10,6615739554
2021-06-11,6898072154
2021-06-14,7027792537
2021-06-15,6722568105
2021-06-16,6714937495
2021-06-17,6539433447
2021-06-18,6417343674
2021-06-21,6615739554
2021-06-22,6600478333
2021-06-23,6920963986
2021-06-24,7195665974
2021-06-25,7203296585
2021-06-28,6882810932
2021-06-29,6798874213
2021-06-30,7262784000
2021-07-01,7239456000
2021-07-02,6912864000
2021-07-06,6734016000
2021-07-07,6749568000
2021-07-08,6796224000
2021-07-09,6920640000
2021-07-12,6866208000
2021-07-13,6726240000
2021-07-14,6788448000
2021-07-15,6671808000
2021-07-16,6562944000
2021-07-19,6461856000
2021-07-20,6741792000
2021-07-21,6998400000
2021-07-22,6757344000
2021-07-23,6780672000
2021-07-26,6912864000
2021-07-27,6765119999
2021-07-28,6920640000
2021-07-29,6881760000
2021-07-30,6788448000
2021-08-02,6632927999
2021-08-03,6632927999
2021-08-04,6275232000
2021-08-05,6609600000
2021-08-06,6687360000
2021-08-09,6578496000
2021-08-10,6664032000
2021-08-11,6601824000
2021-08-12,6492960000
2021-08-13,6415200000
2021-08-16,6275232000
2021-08-17,6143040000
2021-08-18,6189696000
2021-08-19,6034176000
2021-08-20,6111936000
2021-08-23,6166368000
2021-08-24,6352992000
2021-08-25,6399648000
2021-08-26,7340544000
2021-08-27,7394976000
2021-08-30,7402752000
2021-08-31,7597152000
2021-09-01,7566048000
2021-09-02,7464960000
2021-09-03,7371648000
2021-09-07,7216127999
2021-09-08,6446303999
2021-09-09,6578496000
2021-09-10,6399648000
2021-09-13,6601824000
2021-09-14,6461856000
2021-09-15,6539616000
2021-09-16,6461856000
2021-09-17,6492960000
2021-09-20,6251903999
2021-09-21,6205248000
2021-09-22,6469632000
2021-09-23,6415200000
2021-09-24,6228576000
2021-09-27,6298560000
2021-09-28,6244127999
2021-09-29,6174144000
2021-09-30,6516726000
2021-10-01,6782038000
2021-10-04,6748874000
2021-10-05,6757165000
2021-10-06,6765456000
2021-10-07,6782038000
2021-10-08,6607927000
2021-10-11,6400652000
2021-10-12,6375779000
2021-10-13,6251414000
2021-10-14,6516726000
2021-10-15,6491853000
2021-10-18,6392361000
2021-10-19,6193377000
2021-10-20,6408943000
2021-10-21,6558181000
2021-10-22,6699128000
2021-10-25,6632800000
2021-10-26,7113678000
2021-10-27,6831784000
2021-10-28,7030768000
2021-10-29,7030768000
2021-11-01,7221461000
2021-11-02,7204879000
2021-11-03,7544810000
2021-11-04,7461900000
2021-11-05,7702338999
2021-11-08,8863079000
2021-11-09,8962571000
2021-11-10,8680677000
2021-11-11,8945989000
2021-11-12,8962571000
2021-11-15,9086936000
2021-11-16,8871370000
2021-11-17,8962571000
2021-11-18,8929407000
2021-11-19,8581185000
2021-11-22,8514857000
2021-11-23,8498275000
2021-11-24,8539730000
2021-11-26,7992524000
2021-11-29,8266127000
2021-11-30,8067143000
2021-12-01,7718921000
2021-12-02,8017397000
2021-12-03,7793540000
2021-12-06,8125180000
2021-12-07,8315872999
2021-12-08,8514857000
2021-12-09,8398783000
2021-12-10,8415365000
2021-12-13,8009106000
2021-12-14,8141762000
2021-12-15,8266127000
2021-12-16,8042269999
2021-12-17,8067143000
2021-12-20,7868159000
2021-12-21,8390491999
2021-12-22,8597767000
2021-12-23,8722132000
2021-12-27,8697259000
2021-12-28,8688968000
2021-12-29,8647513000
2021-12-30,8614349000
2021-12-31,8803200000
2022-01-03,8937344000
2022-01-04,8887040000
2022-01-05,8610368000
2022-01-06,8560064000
2022-01-07,8417535999
2022-01-10,7948032000
2022-01-11,8090560000
2022-01-12,7914496000
2022-01-13,7788735999
2022-01-14,7486912000
2022-01-18,7243776000
2022-01-19,7201856000
2022-01-20,7243776000
2022-01-21,7034176000
2022-01-24,7067712000
2022-01-25,7034176000
2022-01-26,6975488000
2022-01-27,6765888000
2022-01-28,6816192000
2022-01-31,7109632000
2022-02-01,7185088000
2022-02-02,7134784000
2022-02-03,7042560000
2022-02-04,7101248000
2022-02-07,7193472000
2022-02-08,7771968000
2022-02-09,8073792000
2022-02-10,8082176000
2022-02-11,7813888000
2022-02-14,7713279999
2022-02-15,7931264000
2022-02-16,7948032000
2022-02-17,7780351999
2022-02-18,7688128000
2022-02-22,7428224000
2022-02-23,7277312000
2022-02-24,7386304000
2022-02-25,7654592000
2022-02-28,7688128000
2022-03-01,7537216000
2022-03-02,7688128000
2022-03-03,7352768000
2022-03-04,6807807999
2022-03-07,6162240000
2022-03-08,6422144000
2022-03-09,6765888000
2022-03-10,6791040000
2022-03-11,6883264000
2022-03-14,6690432000
2022-03-15,7092864000
2022-03-16,7486912000
2022-03-17,7470144000
2022-03-18,7595904000
2022-03-21,7444992000
2022-03-22,7528832000
2022-03-23,7336000000
2022-03-24,7394688000
2022-03-25,7478528000
2022-03-28,7579135999
2022-03-29,7897728000
2022-03-30,7587520000
2022-03-31,7533620000
2022-04-01,7516860000
2022-04-04,7567139999
2022-04-05,7366019999
2022-04-06,7240320000
2022-04-07,7139760000
2022-04-08,7198420000
2022-04-11,7282220000
2022-04-12,7139760000
2022-04-13,7340880000
2022-04-14,7173280000
2022-04-18,6955400000
2022-04-19,7198420000
2022-04-20,7215180000
2022-04-21,6938639999
2022-04-22,6762660000
2022-04-25,6921880000
2022-04-26,6720760000
2022-04-27,6754280000
2022-04-28,6913500000
2022-04-29,6796180000
2022-05-02,6720760000
2022-05-03,6603440000
2022-05-04,6511260000
2022-05-05,6217960000
2022-05-06,6100640000
2022-05-09,5648120000
2022-05-10,5287780000
2022-05-11,5203980000
2022-05-12,5287780000
2022-05-13,5514040000
2022-05-16,5245880000
2022-05-17,5514040000
2022-05-18,5136940000
2022-05-19,5354820000
2022-05-20,5254260000
2022-05-23,5287780000
2022-05-24,5019620000
2022-05-25,5254260000
2022-05-26,5597840000
2022-05-27,5933040000
2022-05-31,5941420000
2022-06-01,5899520000
2022-06-02,6092260000
2022-06-03,6092260000
2022-06-06,6075500000
2022-06-07,6167680000
2022-06-08,6033600000
2022-06-09,5840860000
2022-06-10,5907900000
2022-06-13,5514040000
2022-06-14,5798960000
2022-06-15,6109020000
2022-06-16,5673260000
2022-06-17,5899520000
2022-06-21,6176060000
2022-06-22,6217960000
2022-06-23,6285000000
2022-06-24,6745900000
2022-06-27,6821320000
2022-06-28,6704000000
2022-06-29,6578300000
2022-06-30,6744420000
2022-07-01,6542340000
2022-07-05,6727580000
2022-07-06,6567600000
2022-07-07,6651800000
2022-07-08,6466560000
2022-07-11,6306580000
2022-07-12,6348680000
2022-07-13,6247640000
2022-07-14,5952940000
2022-07-15,6146600000
2022-07-18,6146600000
2022-07-19,6432880000
2022-07-20,6584440000
2022-07-21,6727580000
2022-07-22,6567600000
2022-07-25,6592860000
2022-07-26,6365520000
2022-07-27,6491820000
2022-07-28,6517080000
2022-07-29,6163440000
2022-08-01,6171860000
2022-08-02,6230800000
2022-08-03,6298160000
2022-08-04,6331840000
2022-08-05,6331840000
2022-08-08,6365520000
2022-08-09,6129760000
2022-08-10,6264480000
2022-08-11,6247640000
2022-08-12,6449720000
2022-08-15,6584440000
2022-08-16,6609700000
2022-08-17,6567600000
2022-08-18,6584440000
2022-08-19,6315000000
2022-08-22,6171860000
2022-08-23,6163440000
2022-08-24,6222380000
2022-08-25,6879140000
2022-08-26,6685480000
2022-08-29,6660220000
2022-08-30,6576020000
2022-08-31,6323420000
2022-09-01,6289740000
2022-09-02,6340260000
2022-09-06,6138180000
2022-09-07,6331840000
2022-09-08,6239220000
2022-09-09,6618120000
2022-09-12,6794940000
2022-09-13,6390780000
2022-09-14,6601280000
