,PRU
2015-11-03,38012558392
2015-11-04,37744297570
2015-11-05,37713000475
2015-11-06,39206319047
2015-11-09,38459659761
2015-11-10,38593790172
2015-11-11,38786043760
2015-11-12,37865014940
2015-11-13,37686174393
2015-11-16,38294232254
2015-11-17,38209282994
2015-11-18,39067717623
2015-11-19,39076659650
2015-11-20,38687681459
2015-11-23,38513311925
2015-11-24,38414949624
2015-11-25,38352355432
2015-11-27,38575906117
2015-11-30,38696623486
2015-12-01,39116898773
2015-12-02,38562493076
2015-12-03,37793478721
2015-12-04,38772630719
2015-12-07,38490956857
2015-12-08,37932080145
2015-12-09,37592283105
2015-12-10,37462623708
2015-12-11,36076609464
2015-12-14,36076609464
2015-12-15,37136239709
2015-12-16,37641464256
2015-12-17,36595247052
2015-12-18,35566913903
2015-12-21,35790464588
2015-12-22,36434290559
2015-12-23,37091529572
2015-12-24,36908218010
2015-12-28,36863507874
2015-12-29,37203304914
2015-12-30,36738319490
2015-12-31,36076548749
2016-01-04,35380808895
2016-01-05,35261159366
2016-01-06,34086821395
2016-01-07,32699773151
2016-01-08,32371844812
2016-01-11,32300941387
2016-01-12,32402865060
2016-01-13,31826774735
2016-01-14,31937561336
2016-01-15,31095583168
2016-01-19,30705614333
2016-01-20,29850341773
2016-01-21,30191564504
2016-01-22,30962639247
2016-01-25,30080777903
2016-01-26,30625847980
2016-01-27,30359960138
2016-01-28,30506198451
2016-01-29,31055699992
2016-02-01,30829695326
2016-02-02,29792732740
2016-02-03,29597748323
2016-02-04,29681946139
2016-02-05,28959617501
2016-02-08,28064461765
2016-02-09,28179679830
2016-02-10,28387958640
2016-02-11,25702491432
2016-02-12,27315544342
2016-02-16,28113207869
2016-02-17,29513550506
2016-02-18,29309703160
2016-02-19,28964048965
2016-02-22,29283114376
2016-02-23,28622826234
2016-02-24,28676003802
2016-02-25,29278682912
2016-02-26,29686377603
2016-02-29,29287545840
2016-03-01,31157623665
2016-03-02,31357039547
2016-03-03,31848932055
2016-03-04,31671673493
2016-03-07,31964150120
2016-03-08,31157623665
2016-03-09,31201938305
2016-03-10,31268410266
2016-03-11,32593418014
2016-03-14,32349687492
2016-03-15,32092662577
2016-03-16,32154703074
2016-03-17,32509220197
2016-03-18,33209391515
2016-03-21,33036564418
2016-03-22,32846011464
2016-03-23,32274352603
2016-03-24,31357039547
2016-03-28,31910972552
2016-03-29,31693830814
2016-03-30,32327530171
2016-03-31,31685733324
2016-04-01,32137634533
2016-04-04,31712057666
2016-04-05,31238219505
2016-04-06,31519012489
2016-04-07,30716120050
2016-04-08,30786318296
2016-04-11,31387390778
2016-04-12,32146409314
2016-04-13,33243256909
2016-04-14,33471401209
2016-04-15,33348554278
2016-04-18,33629347262
2016-04-19,34002275445
2016-04-20,34612122707
2016-04-21,34480500996
2016-04-22,34914852644
2016-04-25,34594573146
2016-04-26,34971888718
2016-04-27,34945564376
2016-04-28,34195320621
2016-04-29,34063698910
2016-05-02,34515600119
2016-05-03,33989113273
2016-05-04,33462626428
2016-05-05,33269581251
2016-05-06,33366103839
2016-05-09,33181833443
2016-05-10,33853104172
2016-05-11,33436302085
2016-05-12,33532824674
2016-05-13,33080923465
2016-05-16,33322229936
2016-05-17,33304680374
2016-05-18,34669158782
2016-05-19,34133897156
2016-05-20,34076861081
2016-05-23,33870653733
2016-05-24,34537537071
2016-05-25,34963113938
2016-05-26,34427852311
2016-05-27,34897303082
2016-05-31,34770068761
2016-06-01,34581410975
2016-06-02,34541924461
2016-06-03,33396815572
2016-06-06,33901365466
2016-06-07,33703932899
2016-06-08,33699545508
2016-06-09,32971238705
2016-06-10,32264868854
2016-06-13,32080598458
2016-06-14,31580435955
2016-06-15,31488300757
2016-06-16,31475138586
2016-06-17,31672571153
2016-06-20,32120084971
2016-06-21,32343841881
2016-06-22,32479850983
2016-06-23,33760968974
2016-06-24,31110985184
2016-06-27,29364803813
2016-06-28,30141371910
2016-06-29,30773156125
2016-06-30,30797789256
2016-07-01,30651009773
2016-07-05,29675357912
2016-07-06,29848039657
2016-07-07,29804869221
2016-07-08,30646692729
2016-07-11,31000690307
2016-07-12,31725953636
2016-07-13,31557588935
2016-07-14,32386461312
2016-07-15,32425314704
2016-07-18,32550508970
2016-07-19,32451216966
2016-07-20,32610947581
2016-07-21,32563460101
2016-07-22,32705922540
2016-07-25,32610947581
2016-07-26,32762044108
2016-07-27,32559143057
2016-07-28,32710239584
2016-07-29,32503021490
2016-08-01,32313071570
2016-08-02,31933171731
2016-08-03,32874287242
2016-08-04,31445345800
2016-08-05,32822482718
2016-08-08,33370747259
2016-08-09,33448454045
2016-08-10,32887238373
2016-08-11,33029700813
2016-08-12,32602313493
2016-08-15,33116041685
2016-08-16,33124675772
2016-08-17,33258504125
2016-08-18,33034017856
2016-08-19,32887238373
2016-08-22,32839750893
2016-08-23,33008115594
2016-08-24,33116041685
2016-08-25,33366430216
2016-08-26,33487307437
2016-08-29,33936279975
2016-08-30,34346399120
2016-08-31,34268692334
2016-09-01,34035571978
2016-09-02,34316179814
2016-09-06,33927645888
2016-09-07,33893109539
2016-09-08,33970816324
2016-09-09,34182351462
2016-09-12,34424105905
2016-09-13,34061474240
2016-09-14,34346399120
2016-09-15,34730616003
2016-09-16,34285960509
2016-09-19,34467276341
2016-09-20,34514763821
2016-09-21,34838542094
2016-09-22,34596787650
2016-09-23,34683128523
2016-09-26,34281643465
2016-09-27,34821273919
2016-09-28,35248661238
2016-09-29,34523397909
2016-09-30,35074731225
2016-10-03,34980224907
2016-10-04,35478530948
2016-10-05,36423594128
2016-10-06,36518100446
2016-10-07,36311904843
2016-10-10,36488030254
2016-10-11,36243172976
2016-10-12,36294721876
2016-10-13,35946766796
2016-10-14,36268947426
2016-10-17,36303313360
2016-10-18,36243172976
2016-10-19,36299017618
2016-10-20,36049864598
2016-10-21,35719092484
2016-10-24,35886626412
2016-10-25,35607403199
2016-10-26,36041273114
2016-10-27,36415002645
2016-10-28,36299017618
2016-10-31,36423594128
2016-11-01,36161553883
2016-11-02,35994019955
2016-11-03,37231193573
2016-11-04,36853168301
2016-11-07,38154778045
2016-11-08,38124707853
2016-11-09,40169480917
2016-11-10,41986579669
2016-11-11,42068198761
2016-11-14,42390379391
2016-11-15,42411858100
2016-11-16,41943622251
2016-11-17,42596574994
2016-11-18,42592279252
2016-11-21,43202274578
2016-11-22,43081993810
2016-11-23,43232344770
2016-11-25,43296780896
2016-11-28,42699672796
2016-11-29,42858615240
2016-11-30,43215161803
2016-12-01,44018465507
2016-12-02,43700580619
2016-12-05,44121563308
2016-12-06,44521067289
2016-12-07,45307188026
2016-12-08,45779719616
2016-12-09,45543453821
2016-12-12,44899092561
2016-12-13,45032260555
2016-12-14,44671418250
2016-12-15,45998802444
2016-12-16,45436060278
2016-12-19,45496200662
2016-12-20,46007393928
2016-12-21,45736762199
2016-12-22,45384511377
2016-12-23,45620777172
2016-12-27,45758240907
2016-12-28,45088105198
2016-12-29,44641348058
2016-12-30,44701488442
2017-01-03,45016008235
2017-01-04,45565507477
2017-01-05,44882926387
2017-01-06,45140504157
2017-01-09,44964492681
2017-01-10,45320808596
2017-01-11,45715761176
2017-01-12,44741258614
2017-01-13,45174847860
2017-01-17,44612469729
2017-01-18,45329394521
2017-01-19,44973078607
2017-01-20,45329394521
2017-01-23,44857168610
2017-01-24,45372324150
2017-01-25,46089248942
2017-01-26,46080663017
2017-01-27,45758690804
2017-01-30,45320808596
2017-01-31,45123332306
2017-02-01,45316515633
2017-02-02,44831410833
2017-02-03,45647073771
2017-02-06,45552628589
2017-02-07,45758690804
2017-02-08,45170554897
2017-02-09,46531424114
2017-02-10,46685970776
2017-02-13,47136731873
2017-02-14,47415774457
2017-02-15,47991031476
2017-02-16,48128406287
2017-02-17,47699110004
2017-02-21,47746332595
2017-02-22,47437239271
2017-02-23,47591785933
2017-02-24,47205419278
2017-02-27,47630422598
2017-02-28,47454411122
2017-03-01,48862502931
2017-03-02,47995324439
2017-03-03,48321589614
2017-03-06,47982445550
2017-03-07,47754918520
2017-03-08,47690524078
2017-03-09,47647594450
2017-03-10,47677645189
2017-03-13,47913758145
2017-03-14,47681938152
2017-03-15,47819312963
2017-03-16,47918051108
2017-03-17,47188247427
2017-03-20,46844810400
2017-03-21,45436718592
2017-03-22,45256414153
2017-03-23,45290757856
2017-03-24,45265000079
2017-03-27,44861461573
2017-03-28,45419546741
2017-03-29,45144797120
2017-03-30,46063491165
2017-03-31,45557067148
2017-04-03,45454576558
2017-04-04,45347815527
2017-04-05,45044614199
2017-04-06,45390519939
2017-04-07,45206890966
2017-04-10,45151375230
2017-04-11,45010450669
2017-04-12,44344261836
2017-04-13,43951381242
2017-04-17,44540702133
2017-04-18,44228959922
2017-04-19,44485186397
2017-04-20,45198350084
2017-04-21,45117211700
2017-04-24,46065249655
2017-04-25,46073790538
2017-04-26,45779130092
2017-04-27,45727884797
2017-04-28,45706532591
2017-05-01,45890161565
2017-05-02,45932865977
2017-05-03,46325746571
2017-05-04,46603325252
2017-05-05,46432507602
2017-05-08,46231796864
2017-05-09,46069520097
2017-05-10,46317205689
2017-05-11,46031086125
2017-05-12,45356356410
2017-05-15,45881620682
2017-05-16,46035356567
2017-05-17,44164903304
2017-05-18,44177714627
2017-05-19,44408318454
2017-05-22,44527890809
2017-05-23,44903689638
2017-05-24,44822551255
2017-05-25,45275218026
2017-05-26,44869526108
2017-05-30,44779846842
2017-05-31,44775576401
2017-06-01,45565608030
2017-06-02,45446035676
2017-06-05,45083048170
2017-06-06,44070953596
2017-06-07,44220419040
2017-06-08,45014721110
2017-06-09,46014004361
2017-06-12,46274501276
2017-06-13,46142117598
2017-06-14,46163469804
2017-06-15,46240337746
2017-06-16,45996922596
2017-06-19,46325746571
2017-06-20,45877350241
2017-06-21,44792658166
2017-06-22,44117928450
2017-06-23,44139280656
2017-06-26,44271664335
2017-06-27,44668815370
2017-06-28,45804752740
2017-06-29,46283042159
2017-06-30,46089268000
2017-07-03,46958716000
2017-07-05,46975764000
2017-07-06,47222960000
2017-07-07,47461632000
2017-07-10,47453108000
2017-07-11,47159030000
2017-07-12,47397702000
2017-07-13,47704566000
2017-07-14,47482942000
2017-07-17,47427536000
2017-07-18,47137720000
2017-07-19,47436060000
2017-07-20,47333772000
2017-07-21,47623588000
2017-07-24,47789806000
2017-07-25,48382224000
2017-07-26,47815378000
2017-07-27,48049788000
2017-07-28,48245840000
2017-07-31,48258626000
2017-08-01,48757280000
2017-08-02,49111026000
2017-08-03,46997074000
2017-08-04,47943238000
2017-08-07,47602278000
2017-08-08,47512776000
2017-08-09,46856428000
2017-08-10,45202772000
2017-08-11,45045078000
2017-08-14,45492588000
2017-08-15,45283750000
2017-08-16,44840502000
2017-08-17,43753692000
2017-08-18,43451090000
2017-08-21,43080296000
2017-08-22,43429780000
2017-08-23,43088820000
2017-08-24,43340278000
2017-08-25,43821884000
2017-08-28,43762216000
2017-08-29,43182584000
2017-08-30,43532068000
2017-08-31,43506496000
2017-09-01,43962530000
2017-09-05,42935388000
2017-09-06,42867196000
2017-09-07,42044630000
2017-09-08,42155442000
2017-09-11,43016366000
2017-09-12,43549116000
2017-09-13,43625832000
2017-09-14,43459614000
2017-09-15,43804836000
2017-09-18,44060556000
2017-09-19,44456922000
2017-09-20,44823454000
2017-09-21,44657236000
2017-09-22,44751000000
2017-09-25,44904432000
2017-09-26,45151628000
2017-09-27,45509636000
2017-09-28,45177200000
2017-09-29,45313584000
2017-10-02,45454536000
2017-10-03,45691808000
2017-10-04,45696045000
2017-10-05,46293462000
2017-10-06,46458705000
2017-10-09,46208722000
2017-10-10,46607000000
2017-10-11,46611237000
2017-10-12,46331595000
2017-10-13,46229907000
2017-10-16,46340069000
2017-10-17,46094323000
2017-10-18,46136693000
2017-10-19,46437520000
2017-10-20,46937486000
2017-10-23,46941723000
2017-10-24,47526429000
2017-10-25,47136625000
2017-10-26,47407793000
2017-10-27,47462874000
2017-10-30,47284920000
2017-10-31,46801902000
2017-11-01,46852746000
2017-11-02,47852678000
2017-11-03,47386608000
2017-11-06,47619643000
2017-11-07,47428978000
2017-11-08,47640828000
2017-11-09,47433215000
2017-11-10,46912064000
2017-11-13,46793428000
2017-11-14,46420572000
2017-11-15,46700214000
2017-11-16,46763769000
2017-11-17,46712925000
2017-11-20,46615474000
2017-11-21,46632422000
2017-11-22,46479890000
2017-11-24,46149404000
2017-11-27,46399387000
2017-11-28,47806071000
2017-11-29,49094119000
2017-11-30,49081408000
2017-12-01,48894980000
2017-12-04,49471212000
2017-12-05,48941587000
2017-12-06,48886506000
2017-12-07,49289021000
2017-12-08,49636455000
2017-12-11,49259362000
2017-12-12,49314443000
2017-12-13,48280615000
2017-12-14,48500939000
2017-12-15,49034801000
2017-12-18,49200044000
2017-12-19,49513582000
2017-12-20,49619507000
2017-12-21,49462738000
2017-12-22,49216992000
2017-12-26,49000905000
2017-12-27,48865321000
2017-12-28,48810240000
2017-12-29,48717026000
2018-01-02,48719900000
2018-01-03,48736780000
2018-01-04,49167220000
2018-01-05,49660960000
2018-01-08,49631420000
2018-01-09,50218000000
2018-01-10,51277220000
2018-01-11,52209840000
2018-01-12,52378640000
2018-01-16,51521980000
2018-01-17,52091680000
2018-01-18,52036820000
2018-01-19,52382860000
2018-01-22,52467260000
2018-01-23,52412400000
2018-01-24,52678260000
2018-01-25,52496800000
2018-01-26,53180440000
2018-01-29,52906140000
2018-01-30,51226580000
2018-01-31,50142040000
2018-02-01,50859440000
2018-02-02,49513260000
2018-02-05,46753380000
2018-02-06,46837780000
2018-02-07,46913740000
2018-02-08,43626360000
2018-02-09,44748880000
2018-02-12,45516920000
2018-02-13,45107580000
2018-02-14,46955940000
2018-02-15,46306060000
2018-02-16,46179460000
2018-02-20,45778560000
2018-02-21,45841860000
2018-02-22,45487380000
2018-02-23,45989560000
2018-02-26,46470640000
2018-02-27,45867180000
2018-02-28,44867040000
2018-03-01,43858460000
2018-03-02,44563200000
2018-03-05,44824840000
2018-03-06,45381880000
2018-03-07,45284820000
2018-03-08,45360780000
2018-03-09,46546600000
2018-03-12,46373580000
2018-03-13,46251200000
2018-03-14,45597100000
2018-03-15,45782780000
2018-03-16,45850300000
2018-03-19,45457840000
2018-03-20,45955800000
2018-03-21,45947360000
2018-03-22,44335320000
2018-03-23,42470080000
2018-03-26,43959740000
2018-03-27,43280320000
2018-03-28,43423800000
2018-03-29,43698100000
2018-04-02,40915035000
2018-04-03,41676999000
2018-04-04,42321426000
2018-04-05,42520023000
2018-04-06,41474349000
2018-04-09,41320335000
2018-04-10,42434910000
2018-04-11,41729688000
2018-04-12,42568659000
2018-04-13,42264684000
2018-04-16,42588924000
2018-04-17,42515970000
2018-04-18,42896952000
2018-04-19,43395471000
2018-04-20,43379259000
2018-04-23,43521114000
2018-04-24,43423842000
2018-04-25,43273881000
2018-04-26,43444107000
2018-04-27,43618386000
2018-04-30,43091496000
2018-05-01,43006383000
2018-05-02,41028519000
2018-05-03,39557280000
2018-05-04,40797498000
2018-05-07,40732650000
2018-05-08,40570530000
2018-05-09,40582689000
2018-05-10,40870452000
2018-05-11,40481364000
2018-05-14,40477311000
2018-05-15,40748862000
2018-05-16,41004201000
2018-05-17,41587833000
2018-05-18,41514879000
2018-05-21,41182533000
2018-05-22,41324388000
2018-05-23,40894770000
2018-05-24,40684014000
2018-05-25,40538106000
2018-05-29,38491341000
2018-05-30,39658605000
2018-05-31,39249252000
2018-06-01,40059852000
2018-06-04,40193601000
2018-06-05,39946368000
2018-06-06,40388145000
2018-06-07,40424622000
2018-06-08,40752915000
2018-06-11,40870452000
2018-06-12,40432728000
2018-06-13,40246290000
2018-06-14,40023375000
2018-06-15,39946368000
2018-06-18,39699135000
2018-06-19,39557280000
2018-06-20,39249252000
2018-06-21,39079026000
2018-06-22,39111450000
2018-06-25,38900694000
2018-06-26,38629143000
2018-06-27,37782066000
2018-06-28,37932027000
2018-06-29,37899603000
2018-07-02,39260146000
2018-07-03,39118638000
2018-07-05,39264308000
2018-07-06,39476570000
2018-07-09,40650254000
2018-07-10,40375562000
2018-07-11,39705480000
2018-07-12,39663860000
2018-07-13,39568134000
2018-07-16,40080060000
2018-07-17,39963524000
2018-07-18,40575338000
2018-07-19,39830340000
2018-07-20,39643050000
2018-07-23,40338104000
2018-07-24,40850030000
2018-07-25,40358914000
2018-07-26,40829220000
2018-07-27,41158018000
2018-07-30,41678268000
2018-07-31,41998742000
2018-08-01,41832262000
2018-08-02,41570056000
2018-08-03,41378604000
2018-08-06,41482654000
2018-08-07,41757346000
2018-08-08,42252624000
2018-08-09,41595028000
2018-08-10,40358914000
2018-08-13,40146652000
2018-08-14,40533718000
2018-08-15,40088384000
2018-08-16,40829220000
2018-08-17,41120560000
2018-08-20,40854192000
2018-08-21,41482654000
2018-08-22,41087264000
2018-08-23,40737656000
2018-08-24,41012348000
2018-08-27,41773994000
2018-08-28,41782318000
2018-08-29,41486816000
2018-08-30,40966566000
2018-08-31,40891650000
2018-09-04,41099750000
2018-09-05,41503464000
2018-09-06,41091426000
2018-09-07,40908298000
2018-09-10,41078940000
2018-09-11,40646092000
2018-09-12,40279836000
2018-09-13,40404696000
2018-09-14,41561732000
2018-09-17,41199638000
2018-09-18,41707402000
2018-09-19,42802008000
2018-09-20,43380526000
2018-09-21,43567816000
2018-09-24,42993460000
2018-09-25,42681310000
2018-09-26,42077820000
2018-09-27,42061172000
2018-09-28,42169384000
2018-10-01,41917939000
2018-10-02,41876669000
2018-10-03,42276988000
2018-10-04,43250960000
2018-10-05,43110642000
2018-10-08,43742073000
2018-10-09,43725565000
2018-10-10,42421433000
2018-10-11,40320790000
2018-10-12,40345552000
2018-10-15,40196980000
2018-10-16,40374441000
2018-10-17,41146190000
2018-10-18,40250631000
2018-10-19,40279520000
2018-10-22,39499517000
2018-10-23,39239516000
2018-10-24,37481414000
2018-10-25,38116972000
2018-10-26,37209032000
2018-10-29,37452525000
2018-10-30,38149988000
2018-10-31,38703006000
2018-11-01,39156976000
2018-11-02,39582057000
2018-11-05,40370314000
2018-11-06,40601426000
2018-11-07,41554763000
2018-11-08,40019519000
2018-11-09,39557295000
2018-11-12,38657609000
2018-11-13,39049674000
2018-11-14,38319195000
2018-11-15,38220147000
2018-11-16,37786812000
2018-11-19,37823955000
2018-11-20,37089349000
2018-11-21,37572208000
2018-11-23,37006809000
2018-11-26,37898241000
2018-11-27,37923003000
2018-11-28,38909356000
2018-11-29,38343957000
2018-11-30,38694752000
2018-12-03,38901102000
2018-12-04,36804586000
2018-12-06,36045218000
2018-12-07,35438549000
2018-12-10,34377910000
2018-12-11,33899178000
2018-12-12,34192194999
2018-12-13,34146797999
2018-12-14,33994099000
2018-12-17,33688701000
2018-12-18,33791876000
2018-12-19,33263619999
2018-12-20,33181080000
2018-12-21,32376315000
2018-12-24,31707741000
2018-12-26,33251238999
2018-12-27,33593780000
2018-12-28,33337906000
2018-12-31,33370260000
2019-01-02,33828564000
2019-01-03,33255684000
2019-01-04,34798368000
2019-01-07,34782000000
2019-01-08,34986600000
2019-01-09,35551296000
2019-01-10,35727252000
2019-01-11,35903208000
2019-01-14,36226476000
2019-01-15,36410616000
2019-01-16,37024416000
2019-01-17,37306764000
2019-01-18,37752792000
2019-01-22,37143084000
2019-01-23,37089888000
2019-01-24,37392696000
2019-01-25,38018772000
2019-01-28,37887828000
2019-01-29,37269936000
2019-01-30,37368144000
2019-01-31,37703688000
2019-02-01,38039232000
2019-02-04,38133348000
2019-02-05,38051508000
2019-02-06,38223372000
2019-02-07,37351776000
2019-02-08,37233108000
2019-02-11,37441800000
2019-02-12,38202912000
2019-02-13,38411604000
2019-02-14,37515456000
2019-02-15,38526180000
2019-02-19,38444340000
2019-02-20,38882184000
2019-02-21,38665308000
2019-02-22,38878092000
2019-02-25,39103152000
2019-02-26,39107244000
2019-02-27,39311844000
2019-02-28,39221820000
2019-03-01,39528720000
2019-03-04,39581916000
2019-03-05,39635112000
2019-03-06,39078600000
2019-03-07,38509812000
2019-03-08,38178360000
2019-03-11,38693952000
2019-03-12,38767608000
2019-03-13,38927196000
2019-03-14,38984484000
2019-03-15,39275016000
2019-03-18,39794700000
2019-03-19,39610560000
2019-03-20,38427972000
2019-03-21,38563008000
2019-03-22,36811632000
2019-03-25,36807540000
2019-03-26,37425432000
2019-03-27,37454076000
2019-03-28,37519548000
2019-03-29,37597296000
2019-04-01,38856111000
2019-04-02,38539977000
2019-04-03,39095238000
2019-04-04,39354630000
2019-04-05,39909891000
2019-04-08,40080117000
2019-04-09,39419478000
2019-04-10,39877467000
2019-04-11,40351668000
2019-04-12,41121738000
2019-04-15,41073102000
2019-04-16,42163359000
2019-04-17,42216048000
2019-04-18,42082299000
2019-04-22,41932338000
2019-04-23,42013398000
2019-04-24,41648628000
2019-04-25,41640522000
2019-04-26,42106617000
2019-04-29,42678090000
2019-04-30,42844263000
2019-05-01,42394380000
2019-05-02,41275752000
2019-05-03,41798589000
2019-05-06,41352759000
2019-05-07,40882611000
2019-05-08,40854240000
2019-05-09,40866399000
2019-05-10,41044731000
2019-05-13,38965542000
2019-05-14,39954474000
2019-05-15,39812619000
2019-05-16,40290873000
2019-05-17,40047693000
2019-05-20,40250343000
2019-05-21,40708332000
2019-05-22,40388145000
2019-05-23,39358683000
2019-05-24,39618075000
2019-05-28,39046602000
2019-05-29,39022284000
2019-05-30,38811528000
2019-05-31,37441614000
2019-06-03,38187366000
2019-06-04,39646446000
2019-06-05,40043640000
2019-06-06,40473258000
2019-06-07,40294926000
2019-06-10,40424622000
2019-06-11,40424622000
2019-06-12,40027428000
2019-06-13,40258449000
2019-06-14,40217919000
2019-06-17,39695082000
2019-06-18,40323297000
2019-06-19,40112541000
2019-06-20,40582689000
2019-06-21,40367880000
2019-06-24,40246290000
2019-06-25,39828831000
2019-06-26,39930156000
2019-06-27,40217919000
2019-06-28,40935300000
2019-07-01,41226282000
2019-07-02,40806018000
2019-07-03,41400045000
2019-07-05,41517234000
2019-07-08,41165667000
2019-07-09,41052519000
2019-07-10,40713075000
2019-07-11,40870674000
2019-07-12,41424291000
2019-07-15,41173749000
2019-07-16,41254569000
2019-07-17,40454451000
2019-07-18,40991904000
2019-07-19,40822182000
2019-07-22,40725198000
2019-07-23,41169708000
2019-07-24,41440455000
2019-07-25,41404086000
2019-07-26,41731407000
2019-07-29,41420250000
2019-07-30,41355594000
2019-07-31,40939371000
2019-08-01,36809469000
2019-08-02,35787096000
2019-08-05,34732395000
2019-08-06,34845543000
2019-08-07,34417197000
2019-08-08,34764723000
2019-08-09,34275761999
2019-08-12,33427152000
2019-08-13,33774678000
2019-08-14,32489640000
2019-08-15,32364369000
2019-08-16,33148323000
2019-08-19,33225102000
2019-08-20,32590665000
2019-08-21,32893740000
2019-08-22,33168528000
2019-08-23,31976433000
2019-08-26,32170401000
2019-08-27,31636989000
2019-08-28,31677399000
2019-08-29,32138073000
2019-08-30,32364369000
2019-09-03,31778424000
2019-09-04,32186565000
2019-09-05,33103872000
2019-09-06,33204897000
2019-09-09,34025220000
2019-09-10,35039511000
2019-09-11,35568882000
2019-09-12,35649702000
2019-09-13,36296262000
2019-09-16,36005310000
2019-09-17,35677989000
2019-09-18,36037638000
2019-09-19,35968941000
2019-09-20,35997228000
2019-09-23,36231606000
2019-09-24,36037638000
2019-09-25,36276057000
2019-09-26,36263934000
2019-09-27,36433656000
2019-09-30,36042965000
2019-10-01,34973096000
2019-10-02,34091556000
2019-10-03,34275878000
2019-10-04,35001145000
2019-10-07,34856893000
2019-10-08,34039465000
2019-10-09,34484242000
2019-10-10,35129369000
2019-10-11,35830594000
2019-10-14,35798538000
2019-10-15,36042965000
2019-10-16,35842615000
2019-10-17,35814566000
2019-10-18,35938783000
2019-10-21,36415616000
2019-10-22,36547847000
2019-10-23,36692099000
2019-10-24,36567882000
2019-10-25,36764225000
2019-10-28,37313184000
2019-10-29,37265100000
2019-10-30,36988617000
2019-10-31,36519798000
2019-11-01,37253079000
2019-11-04,37866150000
2019-11-05,36884435000
2019-11-06,36283385000
2019-11-07,36800288000
2019-11-08,37221023000
2019-11-11,36964575000
2019-11-12,37389317000
2019-11-13,37180953000
2019-11-14,37188967000
2019-11-15,37525555000
2019-11-18,37321198000
2019-11-19,37449422000
2019-11-20,37313184000
2019-11-21,37489492000
2019-11-22,38042458000
2019-11-25,37533569000
2019-11-26,37597681000
2019-11-27,37633744000
2019-11-29,37513534000
2019-12-02,37241058000
2019-12-03,36215266000
2019-12-04,36367532000
2019-12-05,36467707000
2019-12-06,36980603000
2019-12-09,37184960000
2019-12-10,37044715000
2019-12-11,37032694000
2019-12-12,37886185000
2019-12-13,37721898000
2019-12-16,37862143000
2019-12-17,38118591000
2019-12-18,38174689000
2019-12-19,37761968000
2019-12-20,37882178000
2019-12-23,37777996000
2019-12-24,37589667000
2019-12-26,37669807000
2019-12-27,37353254000
2019-12-30,37217016000
2019-12-31,37214780000
2020-01-02,37651480000
2020-01-03,37024220000
2020-01-06,37115530000
2020-01-07,37075830000
2020-01-08,37314030000
2020-01-09,37595900000
2020-01-10,37480770000
2020-01-13,37742790000
2020-01-14,37687210000
2020-01-15,37445040000
2020-01-16,37869830000
2020-01-17,38548700000
2020-01-21,37909530000
2020-01-22,38092150000
2020-01-23,37925410000
2020-01-24,37127440000
2020-01-27,35868950000
2020-01-28,36524000000
2020-01-29,36488270000
2020-01-30,36964670000
2020-01-31,36150820000
2020-02-03,36325500000
2020-02-04,37131410000
2020-02-05,37969080000
2020-02-06,37846010000
2020-02-07,37583990000
2020-02-10,37671330000
2020-02-11,38060390000
2020-02-12,38092150000
2020-02-13,37941290000
2020-02-14,37508560000
2020-02-18,36992460000
2020-02-19,36960700000
2020-02-20,37230660000
2020-02-21,36762200000
2020-02-24,34868510000
2020-02-25,33371820000
2020-02-26,32522240000
2020-02-27,30775440000
2020-02-28,29953650000
2020-03-02,31585320000
2020-03-03,29798820000
2020-03-04,30636490000
2020-03-05,28687220000
2020-03-06,27714570000
2020-03-09,23121280000
2020-03-10,24959390000
2020-03-11,23014090000
2020-03-12,18385070000
2020-03-13,21009240000
2020-03-16,17209950000
2020-03-17,18567690000
2020-03-18,18333460000
2020-03-19,17614890000
2020-03-20,16777220000
2020-03-23,15570340000
2020-03-24,18845590000
2020-03-25,20489170000
2020-03-26,21696050000
2020-03-27,21056880000
2020-03-30,21338750000
2020-03-31,20574444000
2020-04-01,18546200000
2020-04-02,18400198000
2020-04-03,18187114000
2020-04-06,19390644000
2020-04-07,20542876000
2020-04-08,21710892000
2020-04-09,23163020000
2020-04-13,22886800000
2020-04-14,23127506000
2020-04-15,21513592000
2020-04-16,20673094000
2020-04-17,22334360000
2020-04-20,21407050000
2020-04-21,20436334000
2020-04-22,21154506000
2020-04-23,21008504000
2020-04-24,22010788000
2020-04-27,23383996000
2020-04-28,23932490000
2020-04-29,25447753999
2020-04-30,24611202000
2020-05-01,23494484000
2020-05-04,23234048000
2020-05-05,23182750000
2020-05-06,21355752000
2020-05-07,22381712000
2020-05-08,23273508000
2020-05-11,22511930000
2020-05-12,21410996000
2020-05-13,20262710000
2020-05-14,21063748000
2020-05-15,20886178000
2020-05-18,22539552000
2020-05-19,21695108000
2020-05-20,22318576000
2020-05-21,22756582000
2020-05-22,22208088000
2020-05-26,23857516000
2020-05-27,24938720000
2020-05-28,24406010000
2020-05-29,24054816000
2020-06-01,24023248000
2020-06-02,24054816000
2020-06-03,25139966000
2020-06-04,25830515999
2020-06-05,27318158000
2020-06-08,29488458000
2020-06-09,28316496000
2020-06-10,26785448000
2020-06-11,23814110000
2020-06-12,24922936000
2020-06-15,25467484000
2020-06-16,25964680000
2020-06-17,25183372000
2020-06-18,25270184000
2020-06-19,24895314000
2020-06-22,24678284000
