,MCHP
2013-11-26,8646016500
2013-11-27,8626140600
2013-11-29,8606264700
2013-12-02,8498934840
2013-12-03,8475083760
2013-12-04,8431356780
2013-12-05,8415456060
2013-12-06,8657942040
2013-12-09,8610239880
2013-12-10,8546637000
2013-12-11,8379679439
2013-12-12,8343902819
2013-12-13,8252473680
2013-12-16,8300175840
2013-12-17,8335952460
2013-12-18,8459183040
2013-12-19,8483034120
2013-12-20,8630115780
2013-12-23,8761296720
2013-12-24,8832849960
2013-12-26,8812974060
2013-12-27,8801048520
2013-12-30,8836825140
2013-12-31,8935438800
2014-01-02,8815660800
2014-01-03,8891520200
2014-01-06,8875549800
2014-01-07,8923461000
2014-01-08,9043239000
2014-01-09,9027268600
2014-01-10,8999320400
2014-01-13,9015290800
2014-01-14,9206935600
2014-01-15,9250854200
2014-01-16,9238876400
2014-01-17,9222906000
2014-01-21,9234883800
2014-01-22,9194957800
2014-01-23,8983350000
2014-01-24,8799690400
2014-01-27,8795697800
2014-01-28,8995327800
2014-01-29,8907490600
2014-01-30,9055216800
2014-01-31,8955401800
2014-02-03,8707860600
2014-02-04,8707860600
2014-02-05,8723831000
2014-02-06,8727823600
2014-02-07,8871557200
2014-02-10,8935438800
2014-02-11,8951409200
2014-02-12,9095142800
2014-02-13,9147046600
2014-02-14,9135068800
2014-02-18,9083165000
2014-02-19,8963387000
2014-02-20,9023276000
2014-02-21,9035253800
2014-02-24,9039246400
2014-02-25,9051224200
2014-02-26,9087157600
2014-02-27,9107120600
2014-02-28,9095142800
2014-03-03,8975364800
2014-03-04,9246861600
2014-03-05,9294772800
2014-03-06,9314735800
2014-03-07,9298765400
2014-03-10,9282795000
2014-03-11,9222906000
2014-03-12,9266824600
2014-03-13,9214920800
2014-03-14,9198950400
2014-03-17,9318728400
2014-03-18,9462462000
2014-03-19,9438506400
2014-03-20,9602203000
2014-03-21,9474439800
2014-03-24,9490410200
2014-03-25,9514365800
2014-03-26,9414550800
2014-03-27,9274809800
2014-03-28,9366639600
2014-03-31,9560931120
2014-04-01,9576946080
2014-04-02,9665028360
2014-04-03,9725084460
2014-04-04,9444822660
2014-04-07,9392774040
2014-04-08,9528901200
2014-04-09,9673035840
2014-04-10,9400781520
2014-04-11,9300688020
2014-04-14,9328714200
2014-04-15,9440818920
2014-04-16,9300688020
2014-04-17,9476852580
2014-04-21,9528901200
2014-04-22,9588957300
2014-04-23,9616983480
2014-04-24,9689050800
2014-04-25,9440818920
2014-04-28,9396777780
2014-04-29,9468845100
2014-04-30,9516889980
2014-05-01,9340725420
2014-05-02,9364747860
2014-05-05,9360744120
2014-05-06,9276665580
2014-05-07,9388770300
2014-05-08,9424803960
2014-05-09,9384766560
2014-05-12,9540912420
2014-05-13,9388770300
2014-05-14,9300688020
2014-05-15,9176572080
2014-05-16,9288676800
2014-05-19,9288676800
2014-05-20,9208602000
2014-05-21,9276665580
2014-05-22,9296684280
2014-05-23,9340725420
2014-05-27,9452830140
2014-05-28,9460837620
2014-05-29,9472848840
2014-05-30,9528901200
2014-06-02,9460837620
2014-06-03,9496871280
2014-06-04,9560931120
2014-06-05,9665028360
2014-06-06,9741099420
2014-06-09,9869219100
2014-06-10,9893241540
2014-06-11,9901249020
2014-06-12,9841192920
2014-06-13,9837189180
2014-06-16,9781136820
2014-06-17,9877226580
2014-06-18,9853204140
2014-06-19,9845196660
2014-06-20,9881230320
2014-06-23,9905252760
2014-06-24,9761118120
2014-06-25,9777133080
2014-06-26,9697058280
2014-06-27,9741099420
2014-06-30,9794707780
2014-07-01,9987311620
2014-07-02,9951198400
2014-07-03,9999349360
2014-07-07,9923110340
2014-07-08,9891009700
2014-07-09,9959223560
2014-07-10,9886997120
2014-07-11,9846871320
2014-07-14,9846871320
2014-07-15,9750569400
2014-07-16,9782670040
2014-07-17,9662292640
2014-07-18,9738531660
2014-07-21,9742544240
2014-07-22,9806745520
2014-07-23,9453638480
2014-07-24,9465676220
2014-07-25,9208871100
2014-07-28,9257022060
2014-07-29,9281097540
2014-07-30,9281097540
2014-07-31,9032317580
2014-08-01,9236959160
2014-08-04,9277084960
2014-08-05,9273072380
2014-08-06,9361349140
2014-08-07,9144669820
2014-08-08,9224921420
2014-08-11,9285110120
2014-08-12,9345298820
2014-08-13,9433575580
2014-08-14,9445613320
2014-08-15,9501789440
2014-08-18,9433575580
2014-08-19,9441600740
2014-08-20,9549940400
2014-08-21,9590066200
2014-08-22,9586053620
2014-08-25,9574015880
2014-08-26,9594078780
2014-08-27,9561978140
2014-08-28,9634204580
2014-08-29,9798720360
2014-09-02,9786682620
2014-09-03,9746556820
2014-09-04,9754581980
2014-09-05,9798720360
2014-09-08,9826808420
2014-09-09,9754581980
2014-09-10,9690380700
2014-09-11,9706431020
2014-09-12,9561978140
2014-09-15,9493764280
2014-09-16,9642229740
2014-09-17,9714456180
2014-09-18,9866934220
2014-09-19,9718468760
2014-09-22,9630192000
2014-09-23,9529877500
2014-09-24,9586053620
2014-09-25,9497776860
2014-09-26,9549940400
2014-09-29,9533890080
2014-09-30,9504829720
2014-10-01,9271434240
2014-10-02,9311674840
2014-10-03,9283506420
2014-10-06,9251313940
2014-10-07,9042062820
2014-10-08,9295578600
2014-10-09,9162784620
2014-10-10,8040071880
2014-10-13,7782532040
2014-10-14,7689978660
2014-10-15,7589377160
2014-10-16,7883133540
2014-10-17,7726195200
2014-10-20,7871061359
2014-10-21,8168841800
2014-10-22,8044095939
2014-10-23,8116529020
2014-10-24,8257371120
2014-10-27,8281515479
2014-10-28,8426381640
2014-10-29,8494790660
2014-10-30,8269443300
2014-10-31,8675873360
2014-11-03,8695993660
2014-11-04,8627584640
2014-11-05,8772450800
2014-11-06,8752330500
2014-11-07,8679897420
2014-11-10,8752330500
2014-11-11,8728186140
2014-11-12,8728186140
2014-11-13,8631608700
2014-11-14,8724162080
2014-11-17,8784522980
2014-11-18,8856956060
2014-11-19,8683921480
2014-11-20,8700017720
2014-11-21,8808667340
2014-11-24,8865004180
2014-11-25,8877076360
2014-11-26,9066207180
2014-11-28,9086327480
2014-12-01,9001822220
2014-12-02,8985725980
2014-12-03,9376059800
2014-12-04,9259362060
2014-12-05,9315698900
2014-12-08,9114495900
2014-12-09,9138640260
2014-12-10,8949509440
2014-12-11,8989750040
2014-12-12,8792571100
2014-12-15,8679897420
2014-12-16,8671849300
2014-12-17,8796595160
2014-12-18,9086327480
2014-12-19,9110471840
2014-12-22,9182904920
2014-12-23,9215097400
2014-12-24,9223145520
2014-12-26,9199001160
2014-12-29,9158760560
2014-12-30,9098399660
2014-12-31,9102057600
2015-01-02,9049607800
2015-01-05,8847877800
2015-01-06,8678424600
2015-01-07,8726839800
2015-01-08,9005227200
2015-01-09,8981019600
2015-01-12,8880154600
2015-01-13,8872085400
2015-01-14,9077850000
2015-01-15,8968915800
2015-01-16,9045573200
2015-01-20,9130299800
2015-01-21,9311856800
2015-01-22,9388514200
2015-01-23,9384479600
2015-01-26,9440964000
2015-01-27,9239234000
2015-01-28,9223095600
2015-01-29,9247303200
2015-01-30,9098023000
2015-02-02,9033469400
2015-02-03,9198888000
2015-02-04,9348168200
2015-02-05,9892839200
2015-02-06,9812147200
2015-02-09,9658832400
2015-02-10,9860562400
2015-02-11,9856527800
2015-02-12,10082465400
2015-02-13,10231745600
2015-02-17,10272091600
2015-02-18,10231745600
2015-02-19,10191399600
2015-02-20,10276126200
2015-02-23,10211572600
2015-02-24,10393129600
2015-02-25,10356818200
2015-02-26,10385060400
2015-02-27,10344714400
2015-03-02,10574686600
2015-03-03,10376991200
2015-03-04,10385060400
2015-03-05,10264022400
2015-03-06,10239814800
2015-03-09,10356818200
2015-03-10,9989669600
2015-03-11,9888804600
2015-03-12,10021946400
2015-03-13,9989669600
2015-03-16,10175261200
2015-03-17,10034050200
2015-03-18,10130880600
2015-03-19,10147019000
2015-03-20,10259987800
2015-03-23,10163157400
2015-03-24,10009842600
2015-03-25,9703213000
2015-03-26,9727420600
2015-03-27,9929150600
2015-03-30,10066327000
2015-03-31,9889144800
2015-04-01,9771850240
2015-04-02,9743537760
2015-04-06,9771850240
2015-04-07,9897234080
2015-04-08,9893189440
2015-04-09,9990260800
2015-04-10,10111600000
2015-04-13,10014528640
2015-04-14,9868921600
2015-04-15,10135867840
2015-04-16,10164180320
2015-04-17,9949814400
2015-04-20,10034751840
2015-04-21,9957903680
2015-04-22,9970037600
2015-04-23,9824430560
2015-04-24,9573662880
2015-04-27,9573662880
2015-04-28,9695002080
2015-04-29,9630287840
2015-04-30,9638377120
2015-05-01,9828475200
2015-05-04,9877010880
2015-05-05,9614109280
2015-05-06,9529171840
2015-05-07,9589841440
2015-05-08,9905323360
2015-05-11,9990260800
2015-05-12,9929591200
2015-05-13,10042841120
2015-05-14,10079242880
2015-05-15,9961948320
2015-05-18,9905323360
2015-05-19,9771850240
2015-05-20,9844653760
2015-05-21,9788028800
2015-05-22,9788028800
2015-05-26,9658600320
2015-05-27,9808252000
2015-05-28,9885100160
2015-05-29,9937680480
2015-06-01,9929591200
2015-06-02,9767805600
2015-06-03,9711180640
2015-06-04,9569618240
2015-06-05,9597930720
2015-06-08,9436145120
2015-06-09,9472546880
2015-06-10,9606020000
2015-06-11,9634332480
2015-06-12,9577707520
2015-06-15,9626243200
2015-06-16,9654555680
2015-06-17,9686912800
2015-06-18,9909368000
2015-06-19,10042841120
2015-06-22,10196537440
2015-06-23,10152046400
2015-06-24,10006439360
2015-06-25,9978126880
2015-06-26,9792073440
2015-06-29,9545350400
2015-06-30,9690806000
2015-07-01,9527386000
2015-07-02,9502873000
2015-07-06,9351709500
2015-07-07,9327196500
2015-07-08,9127007000
2015-07-09,9024869500
2015-07-10,9159691000
2015-07-13,9184204000
2015-07-14,9237315500
2015-07-15,9188289500
2015-07-16,9090237500
2015-07-17,9057553500
2015-07-20,8988100000
2015-07-21,8947245000
2015-07-22,8599977500
2015-07-23,8714371500
2015-07-24,8550951500
2015-07-27,8534609500
2015-07-28,8714371500
2015-07-29,8738884500
2015-07-30,8767483000
2015-07-31,8751141000
2015-08-03,8742970000
2015-08-04,8742970000
2015-08-05,8955416000
2015-08-06,8832851000
2015-08-07,8898219000
2015-08-10,9073895500
2015-08-11,8930903000
2015-08-12,8955416000
2015-08-13,8865535000
2015-08-14,8845107500
2015-08-17,8890048000
2015-08-18,8771568500
2015-08-19,8718457000
2015-08-20,8481498000
2015-08-21,8342591000
2015-08-24,8199598500
2015-08-25,8085204500
2015-08-26,8395702500
2015-08-27,8730713500
2015-08-28,8832851000
2015-08-31,8681687500
2015-09-01,8240453500
2015-09-02,8395702500
2015-09-03,8526438500
2015-09-04,8375275000
2015-09-08,9163776500
2015-09-09,9061639000
2015-09-10,9028955000
2015-09-11,8967672500
2015-09-14,8971758000
2015-09-15,8988100000
2015-09-16,8971758000
2015-09-17,8853278500
2015-09-18,8742970000
2015-09-21,8730713500
2015-09-22,8579550000
2015-09-23,8444728500
2015-09-24,8432472000
2015-09-25,8452899500
2015-09-28,8346676500
2015-09-29,8510096499
2015-09-30,8761971400
2015-10-01,8574940920
2015-10-02,8818893720
2015-10-05,9164493520
2015-10-06,9221415840
2015-10-07,9347458120
2015-10-08,9485698040
2015-10-09,9408446320
2015-10-12,9408446320
2015-10-13,9363721640
2015-10-14,9619872080
2015-10-15,9623937960
2015-10-16,9542620360
2015-10-19,9603608560
2015-10-20,9636135600
2015-10-21,9587345040
2015-10-22,9932944840
2015-10-23,9985801280
2015-10-26,9859759000
2015-10-27,9745914360
2015-10-28,9871956640
2015-10-29,9636135600
2015-10-30,9819100200
2015-11-02,9941076600
2015-11-03,9924813080
2015-11-04,9961406000
2015-11-05,9741848480
2015-11-06,9725584960
2015-11-09,9721519080
2015-11-10,9587345040
2015-11-11,9575147400
2015-11-12,9424709840
2015-11-13,9278338160
2015-11-16,9343392240
2015-11-17,9367787520
2015-11-18,9550752120
2015-11-19,9591410920
2015-11-20,9632069720
2015-11-23,9473500400
2015-11-24,9603608560
2015-11-25,9587345040
2015-11-27,9693057920
2015-11-30,9815034320
2015-12-01,9859759000
2015-12-02,9485698040
2015-12-03,9440973360
2015-12-04,9628003840
2015-12-07,9489763920
2015-12-08,9396248680
2015-12-09,9249877000
2015-12-10,9217349960
2015-12-11,9075044160
2015-12-14,9070978280
2015-12-15,9367787520
2015-12-16,9579213280
2015-12-17,9440973360
2015-12-18,9371853400
2015-12-21,9522290960
2015-12-22,9587345040
2015-12-23,9619872080
2015-12-24,9607674440
2015-12-28,9660530880
2015-12-29,9782507280
2015-12-30,9705255560
2015-12-31,9481873440
2016-01-04,9367781280
2016-01-05,9298511040
2016-01-06,9155895840
2016-01-07,8691377760
2016-01-08,8459118720
2016-01-11,8455044000
2016-01-12,8524314240
2016-01-13,8418371520
2016-01-14,8565061440
2016-01-15,8255382720
2016-01-19,8495791200
2016-01-20,8728050240
2016-01-21,8886964320
2016-01-22,8789171040
2016-01-25,8801395200
2016-01-26,9017355360
2016-01-27,8829918240
2016-01-28,8793245760
2016-01-29,9131447520
2016-02-01,9054027840
2016-02-02,8797320480
2016-02-03,8622107520
2016-02-04,8707676640
2016-02-05,8601733920
2016-02-08,8397997920
2016-02-09,8406147360
2016-02-10,8206486080
2016-02-11,8080169759
2016-02-12,8230934400
2016-02-16,8483567040
2016-02-17,8691377760
2016-02-18,8552837279
2016-02-19,8630256960
2016-02-22,8776946880
2016-02-23,8609883360
2016-02-24,8899188480
2016-02-25,8927711520
2016-02-26,9143671680
2016-02-29,9066252000
2016-03-01,9212941920
2016-03-02,9318884640
2016-03-03,9396304320
2016-03-04,9542994240
2016-03-07,9722281920
2016-03-08,9506321760
2016-03-09,9677460000
2016-03-10,9595965600
2016-03-11,9905644320
2016-03-14,9799701600
2016-03-15,9799701600
2016-03-16,9783402720
2016-03-17,9868971840
2016-03-18,10007512320
2016-03-21,9934167360
2016-03-22,9844523520
2016-03-23,9771178560
2016-03-24,9803776320
2016-03-28,9779328000
2016-03-29,9946391520
2016-03-30,9950466240
2016-03-31,10322833325
2016-04-01,10339966658
2016-04-04,10361383325
2016-04-05,10421349991
2016-04-06,10417066658
2016-04-07,10254299992
2016-04-08,10378516658
2016-04-11,10365666658
2016-04-12,10344249991
2016-04-13,10541283325
2016-04-14,10554133325
2016-04-15,10442766658
2016-04-18,10472749991
2016-04-19,10391366658
2016-04-20,10622666658
2016-04-21,10588399991
2016-04-22,10648366658
2016-04-25,10618383325
2016-04-26,10725466658
2016-04-27,10781149991
2016-04-28,10601249991
2016-04-29,10408499991
2016-05-02,10566983325
2016-05-03,10451333325
2016-05-04,10369949991
2016-05-05,10241449992
2016-05-06,10271433325
2016-05-09,10190049992
2016-05-10,10352816658
2016-05-11,10348533325
2016-05-12,10138649992
2016-05-13,10100099992
2016-05-16,10271433325
2016-05-17,10232883325
2016-05-18,10352816658
2016-05-19,10202899992
2016-05-20,10455616658
2016-05-23,10464183325
2016-05-24,10699766658
2016-05-25,10742599991
2016-05-26,10849683324
2016-05-27,10922499991
2016-05-31,11068133324
2016-06-01,11076699991
2016-06-02,11076699991
2016-06-03,11098116658
2016-06-06,11085266658
2016-06-07,11312283324
2016-06-08,11350833324
2016-06-09,11303716657
2016-06-10,11192349991
2016-06-13,11119533324
2016-06-14,11179499991
2016-06-15,11158083324
2016-06-16,11149516657
2016-06-17,10969616658
2016-06-20,11106683324
2016-06-21,11119533324
2016-06-22,11050999991
2016-06-23,11316566657
2016-06-24,10811133324
2016-06-27,10309983325
2016-06-28,10571266658
2016-06-29,10644083325
2016-06-30,10939998240
2016-07-01,10866720080
2016-07-05,10741716160
2016-07-06,10668438000
2016-07-07,10862409600
2016-07-08,11177074640
2016-07-11,11280526160
2016-07-12,11444324400
2016-07-13,11478808240
2016-07-14,11556396880
2016-07-15,11590880720
2016-07-18,11646916960
2016-07-19,11577949280
2016-07-20,11711574160
2016-07-21,11595191200
2016-07-22,11672779840
2016-07-25,11698642720
2016-07-26,12358146160
2016-07-27,12302109920
2016-07-28,12215900320
2016-07-29,11991755360
2016-08-01,12030549680
2016-08-02,11849509520
2016-08-03,11927098160
2016-08-04,12017618240
2016-08-05,12190037440
2016-08-08,12207279360
2016-08-09,13069375360
2016-08-10,13004718160
2016-08-11,13099548720
2016-08-12,13039202000
2016-08-15,13194379280
2016-08-16,13112480160
2016-08-17,13138343040
2016-08-18,13198689760
2016-08-19,13211621200
2016-08-22,13207310720
2016-08-23,13233173600
2016-08-24,13151274480
2016-08-25,13177137360
2016-08-26,13271967920
2016-08-29,13276278400
2016-08-30,13241794560
2016-08-31,13345246080
2016-09-01,13534907200
2016-09-02,13509044320
2016-09-06,13422834720
2016-09-07,13099548720
2016-09-08,13073685840
2016-09-09,12612464480
2016-09-12,12901266640
2016-09-13,12746089360
2016-09-14,12806436080
2016-09-15,13026270560
2016-09-16,13000407680
2016-09-19,13060754400
2016-09-20,12974544800
2016-09-21,13172826880
2016-09-22,13185758320
2016-09-23,13069375360
2016-09-26,13034891520
2016-09-27,13215931680
2016-09-28,13289209840
2016-09-29,13358177520
2016-09-30,13435289400
2016-10-03,13366102200
2016-10-04,13257997200
2016-10-05,13430965200
2016-10-06,13530421800
2016-10-07,13417992600
2016-10-10,13257997200
2016-10-11,12903412800
2016-10-12,12756390000
2016-10-13,12630988200
2016-10-14,12756390000
2016-10-17,12691527000
2016-10-18,12726120600
2016-10-19,12972600000
2016-10-20,12912061200
2016-10-21,12864495000
2016-10-24,13110974400
2016-10-25,13171513200
2016-10-26,13093677600
2016-10-27,13050435600
2016-10-28,13037463000
2016-10-31,13093677600
2016-11-01,13011517800
2016-11-02,12942330600
2016-11-03,12894764400
2016-11-04,13020166200
2016-11-07,13456910400
2016-11-08,13828791600
2016-11-09,13902303000
2016-11-10,13500152400
2016-11-11,13655823600
2016-11-14,13733659200
2016-11-15,14096892000
2016-11-16,14196348600
2016-11-17,14148782400
2016-11-18,13958517600
2016-11-21,14096892000
2016-11-22,14174727600
2016-11-23,14295805200
2016-11-25,14287156800
2016-11-28,14248239000
2016-11-29,14274184200
2016-11-30,14308777800
2016-12-01,13240700400
2016-12-02,13417992600
2016-12-05,13673120400
2016-12-06,13729335000
2016-12-07,13945545000
2016-12-08,14096892000
2016-12-09,13949869200
2016-12-12,13755280200
2016-12-13,14075270999
2016-12-14,14066622600
2016-12-15,14235266400
2016-12-16,13949869200
2016-12-19,14057974200
2016-12-20,14118513000
2016-12-21,14088243600
2016-12-22,14135809799
2016-12-23,14140134000
2016-12-27,14140134000
2016-12-28,13980138600
2016-12-29,14001759600
2016-12-30,13872033600
2017-01-03,14217359520
2017-01-04,14212905460
2017-01-05,13941207800
2017-01-06,14181727040
2017-01-09,14346527260
2017-01-10,14440062520
2017-01-11,14805295440
2017-01-12,14805295440
2017-01-13,14774117020
2017-01-17,14462332820
2017-01-18,14809749500
2017-01-19,14631587100
2017-01-20,14907738820
2017-01-23,14925555060
2017-01-24,15121533700
2017-01-25,15326420459
2017-01-26,15059176860
2017-01-27,15313058280
2017-01-30,15379869180
2017-01-31,14996820020
2017-02-01,15237339260
2017-02-02,15317512340
2017-02-03,15464496320
2017-02-06,15402139480
2017-02-07,15504582860
2017-02-08,16435481400
2017-02-09,15798550820
2017-02-10,15789642700
2017-02-13,15736193980
2017-02-14,15762918340
2017-02-15,16012345700
2017-02-16,15967805100
2017-02-17,15963351040
2017-02-21,16141513440
2017-02-22,16266227120
2017-02-23,16190508100
2017-02-24,16221686520
2017-02-27,16284043360
2017-02-28,16150421560
2017-03-01,16399848920
2017-03-02,16261773060
2017-03-03,16324129900
2017-03-06,16462205760
2017-03-07,16444389520
2017-03-08,16373124560
2017-03-09,16364216440
2017-03-10,16466659820
2017-03-13,16591373500
2017-03-14,16475567940
2017-03-15,16595827560
2017-03-16,16506746360
2017-03-17,16542378840
2017-03-20,16555741020
2017-03-21,16110335020
2017-03-22,16368670500
2017-03-23,16203870280
2017-03-24,16292951480
2017-03-27,16217232459
2017-03-28,16368670500
2017-03-29,16408757040
2017-03-30,16453297639
2017-03-31,16927271620
2017-04-03,16794202800
2017-04-04,16849265760
2017-04-05,16752905580
2017-04-06,16867620080
2017-04-07,16991511740
2017-04-10,16844677180
2017-04-11,16670311140
2017-04-12,16555596640
2017-04-13,16573950959
2017-04-17,16752905580
2017-04-18,17005277480
2017-04-19,17175054940
2017-04-20,17349420980
2017-04-21,17078694760
2017-04-24,17422838260
2017-04-25,17606381460
2017-04-26,17473312640
2017-04-27,17610970040
2017-04-28,17340243820
2017-05-01,17473312640
2017-05-02,17367775300
2017-05-03,17266826540
2017-05-04,17211763580
2017-05-05,17243883640
2017-05-08,17312712340
2017-05-09,17537552760
2017-05-10,18014765080
2017-05-11,18134068160
2017-05-12,18124891000
2017-05-15,18381851480
2017-05-16,18725994980
2017-05-17,17973467860
2017-05-18,18202896860
2017-05-19,18395617220
2017-05-22,18611280480
2017-05-23,18661754860
2017-05-24,18735172140
2017-05-25,18758115040
2017-05-26,18744349300
2017-05-30,18932481080
2017-05-31,19111435700
2017-06-01,19143555760
2017-06-02,19350041860
2017-06-05,19391339080
2017-06-06,19547350800
2017-06-07,19799722700
2017-06-08,19928202940
2017-06-09,19152732920
2017-06-12,19060961320
2017-06-13,19161910080
2017-06-14,18882006700
2017-06-15,18712229240
2017-06-16,18638811960
2017-06-19,18955423980
2017-06-20,18432325860
2017-06-21,18547040360
2017-06-22,18368085740
2017-06-23,18716817820
2017-06-26,18423148700
2017-06-27,18056062300
2017-06-28,18317611360
2017-06-29,17753216020
2017-06-30,18006094000
2017-07-03,17684140000
2017-07-05,18183402000
2017-07-06,17992096000
2017-07-07,18281388000
2017-07-10,18374708000
2017-07-11,18458696000
2017-07-12,18701328000
2017-07-13,18542684000
2017-07-14,18859972000
2017-07-17,18901966000
2017-07-18,19027948000
2017-07-19,19200590000
2017-07-20,19373232000
2017-07-21,18869304000
2017-07-24,18794648000
2017-07-25,18883302000
2017-07-26,19293910000
2017-07-27,18883302000
2017-07-28,18827310000
2017-07-31,18673332000
2017-08-01,18743322000
2017-08-02,18622006000
2017-08-03,18822644000
2017-08-04,19475884000
2017-08-07,19825834000
2017-08-08,19741846000
2017-08-09,19503880000
2017-08-10,18953292000
2017-08-11,19181926000
2017-08-14,19601866000
2017-08-15,19667190000
2017-08-16,19634528000
2017-08-17,19051278000
2017-08-18,19032614000
2017-08-21,19018616000
2017-08-22,19298576000
2017-08-23,19340570000
2017-08-24,19293910000
2017-08-25,19275246000
2017-08-28,19541208000
2017-08-29,19559872000
2017-08-30,19989144000
2017-08-31,20250440000
2017-09-01,20493072000
2017-09-05,20175784000
2017-09-06,20091796000
2017-09-07,20390420000
2017-09-08,20199114000
2017-09-11,20619054000
2017-09-12,20633052000
2017-09-13,20609722000
2017-09-14,20819692000
2017-09-15,20908346000
2017-09-18,21234966000
2017-09-19,21225634000
2017-09-20,20605056000
2017-09-21,20619054000
2017-09-22,20927010000
2017-09-25,20549064000
2017-09-26,20474408000
2017-09-27,20745036000
2017-09-28,20796362000
2017-09-29,20945674000
2017-10-02,21200106640
2017-10-03,21237562659
2017-10-04,21443570763
2017-10-05,21373340727
2017-10-06,21434206758
2017-10-09,21415478748
2017-10-10,21518482800
2017-10-11,21523164802
2017-10-12,21485708784
2017-10-13,21481026781
2017-10-16,21513800798
2017-10-17,21466980774
2017-10-18,21565302824
2017-10-19,21785356934
2017-10-20,21710444896
2017-10-23,21682352882
2017-10-24,21841540962
2017-10-25,21612122847
2017-10-26,21799402941
2017-10-27,22173963129
2017-10-30,22291013188
2017-10-31,22192691139
2017-11-01,21766628925
2017-11-02,21878996981
2017-11-03,21925817005
2017-11-06,22323787204
2017-11-07,21406114744
2017-11-08,21724490904
2017-11-09,21256290669
2017-11-10,21434206758
2017-11-13,21307792694
2017-11-14,21307792694
2017-11-15,20970688525
2017-11-16,21251608666
2017-11-17,21373340727
2017-11-20,21396750739
2017-11-21,21509118795
2017-11-22,21162650622
2017-11-24,21298428690
2017-11-27,20820864450
2017-11-28,21204788643
2017-11-29,20268388173
2017-11-30,20362028220
2017-12-01,20366710222
2017-12-04,20202840140
2017-12-05,20184112130
2017-12-06,20202840140
2017-12-07,20460350269
2017-12-08,20465032271
2017-12-11,20460350269
2017-12-12,20095154086
2017-12-13,20226250152
2017-12-14,20010878043
2017-12-15,20310526194
2017-12-18,20830228455
2017-12-19,20970688525
2017-12-20,21120512600
2017-12-21,20942596511
2017-12-22,20816182448
2017-12-26,20745952412
2017-12-27,20694450387
2017-12-28,20745952412
2017-12-29,20572718325
2018-01-02,21212532000
2018-01-03,21526896000
2018-01-04,21578508000
2018-01-05,21644196000
2018-01-08,21728652000
2018-01-09,21705192000
2018-01-10,21334524000
2018-01-11,21611352000
2018-01-12,21921024000
2018-01-16,21897564000
2018-01-17,22526292000
2018-01-18,22826580000
2018-01-19,22859424000
2018-01-22,23155020000
2018-01-23,23112792000
2018-01-24,22371456000
2018-01-25,21695808000
2018-01-26,22737432000
2018-01-29,22728048000
2018-01-30,22282308000
2018-01-31,22338612000
2018-02-01,22179084000
2018-02-02,21888180000
2018-02-05,20996700000
2018-02-06,21564432000
2018-02-07,19453032000
2018-02-08,18744540000
2018-02-09,19011984000
2018-02-12,19476492000
2018-02-13,18955680000
2018-02-14,19288812000
2018-02-15,19349808000
2018-02-16,19570332000
2018-02-20,19908156000
2018-02-21,19743936000
2018-02-22,19687632000
2018-02-23,19978536000
2018-02-26,20264748000
2018-02-27,20776176000
2018-02-28,20865324000
2018-03-01,20884092000
2018-03-02,21418980000
2018-03-05,22165008000
2018-03-06,22657668000
2018-03-07,22423068000
2018-03-08,22366764000
2018-03-09,23220708000
2018-03-12,23516304000
2018-03-13,22995492000
2018-03-14,22817196000
2018-03-15,22878192000
2018-03-16,23033028000
2018-03-19,22751508000
2018-03-20,23117484000
2018-03-21,23277012000
2018-03-22,22652976000
2018-03-23,22057092000
2018-03-26,22986108000
2018-03-27,22146240000
2018-03-28,21386136000
2018-03-29,21433056000
2018-04-02,20608224000
2018-04-03,20937504000
2018-04-04,21210336000
2018-04-05,21078624000
2018-04-06,20288352000
2018-04-09,20274240000
2018-04-10,20871648000
2018-04-11,20815200000
2018-04-12,20946912000
2018-04-13,20542368000
2018-04-16,20283648000
2018-04-17,20951616000
2018-04-18,20697600000
2018-04-19,20024928000
2018-04-20,20151936000
2018-04-23,19850880000
2018-04-24,19389888000
2018-04-25,19516896000
2018-04-26,19968480000
2018-04-27,19912032000
2018-04-30,19676832000
2018-05-01,19996704000
2018-05-02,19940256000
2018-05-03,20255424000
2018-05-04,20584704000
2018-05-07,20871648000
2018-05-08,21323232000
2018-05-09,21605472000
2018-05-10,21911232000
2018-05-11,21859488000
2018-05-14,21981792000
2018-05-15,21958272000
2018-05-16,21995904000
2018-05-17,21962976000
2018-05-18,21826560000
2018-05-21,22061760000
2018-05-22,22188768000
2018-05-23,22127616000
2018-05-24,22306368000
2018-05-25,22532160000
2018-05-29,22400448000
2018-05-30,22936704000
2018-05-31,22903776000
2018-06-01,23769312000
2018-06-04,23853984000
2018-06-05,24023328000
2018-06-06,24296160000
2018-06-07,24042144000
2018-06-08,24028032000
2018-06-11,24084480000
2018-06-12,24155040000
2018-06-13,24009216000
2018-06-14,24126816000
2018-06-15,23985696000
2018-06-18,23905728000
2018-06-19,23614080000
2018-06-20,23811648000
2018-06-21,23214240000
2018-06-22,22795584000
2018-06-25,21930048000
2018-06-26,21906528000
2018-06-27,21238560000
2018-06-28,21271488000
2018-06-29,21389088000
2018-07-02,21570984000
2018-07-03,21245580000
2018-07-05,21721896000
2018-07-06,22028436000
2018-07-09,22019004000
2018-07-10,22306680000
2018-07-11,21698316000
2018-07-12,22231224000
2018-07-13,22169916000
2018-07-16,22193496000
