,MCHP
2004-08-24,5662004860
2004-08-25,5546537900
2004-08-26,5497052060
2004-08-27,5517671160
2004-08-30,5406328020
2004-08-31,5443442400
2004-09-01,5534166440
2004-09-02,5641385760
2004-09-03,5208384660
2004-09-07,5270241960
2004-09-08,5360966000
2004-09-09,5587776100
2004-09-10,5690871600
2004-09-13,5806338560
2004-09-14,5855824400
2004-09-15,5649633400
2004-09-16,5587776100
2004-09-17,5641385760
2004-09-20,5818710020
2004-09-21,5921805520
2004-09-22,5690871600
2004-09-23,5756852720
2004-09-24,5633138120
2004-09-27,5497052060
2004-09-28,5385708920
2004-09-29,5447566220
2004-09-30,5547989040
2004-10-01,5808438600
2004-10-04,5878718640
2004-10-05,5833243320
2004-10-06,5779499760
2004-10-07,5800170360
2004-10-08,5610000840
2004-10-11,5705085600
2004-10-12,5696817360
2004-10-13,5767097400
2004-10-14,5659610280
2004-10-15,5717487960
2004-10-18,5791902120
2004-10-19,5820840960
2004-10-20,5928328080
2004-10-21,6296264760
2004-10-22,5953132800
2004-10-25,6039949320
2004-10-26,6011010480
2004-10-27,6296264760
2004-10-28,6333471840
2004-10-29,6254923560
2004-11-01,6197045880
2004-11-02,6139168200
2004-11-03,6192911760
2004-11-04,6271460040
2004-11-05,6267325920
2004-11-08,6209448240
2004-11-09,6135034080
2004-11-10,5944864560
2004-11-11,5973803400
2004-11-12,5953132800
2004-11-15,5944864560
2004-11-16,5899389240
2004-11-17,6048217560
2004-11-18,6056485800
2004-11-19,5899389240
2004-11-22,5924193960
2004-11-23,5858048040
2004-11-24,5915925720
2004-11-26,5858048040
2004-11-29,5858048040
2004-11-30,5824975080
2004-12-01,5688549120
2004-12-02,5729890320
2004-12-03,5791902120
2004-12-06,5775365640
2004-12-07,5572793760
2004-12-08,5506647840
2004-12-09,5403294840
2004-12-10,5386758360
2004-12-13,5481843120
2004-12-14,5535586680
2004-12-15,5581062000
2004-12-16,5473574880
2004-12-17,5386758360
2004-12-20,5382624240
2004-12-21,5461172520
2004-12-22,5452904280
2004-12-23,5386758360
2004-12-27,5382624240
2004-12-28,5411563080
2004-12-29,5461172520
2004-12-30,5436367800
2004-12-31,5516042000
2005-01-03,5391620000
2005-01-04,5300377200
2005-01-05,5138628600
2005-01-06,5076417600
2005-01-07,5088859800
2005-01-10,5084712400
2005-01-11,5034943600
2005-01-12,5076417600
2005-01-13,5063975400
2005-01-14,5221576600
2005-01-18,5225724000
2005-01-19,5167660400
2005-01-20,5159365600
2005-01-21,5171807800
2005-01-24,5155218200
2005-01-25,5292082400
2005-01-26,5362588200
2005-01-27,5466273200
2005-01-28,5362588200
2005-01-31,5404062200
2005-02-01,5428946600
2005-02-02,5553368600
2005-02-03,5499452400
2005-02-04,5764886000
2005-02-07,5686085400
2005-02-08,5785623000
2005-02-09,5619727000
2005-02-10,5702675000
2005-02-11,5876865800
2005-02-14,5851981400
2005-02-15,5897602800
2005-02-16,5860276200
2005-02-17,5661201000
2005-02-18,5557516000
2005-02-22,5499452400
2005-02-23,5507747200
2005-02-24,5731706800
2005-02-25,5831244400
2005-02-28,5694380200
2005-03-01,5897602800
2005-03-02,5831244400
2005-03-03,5798065200
2005-03-04,5843686600
2005-03-07,5910045000
2005-03-08,5769033400
2005-03-09,5690232800
2005-03-10,5698527600
2005-03-11,5644611400
2005-03-14,5661201000
2005-03-15,5528484200
2005-03-16,5395767400
2005-03-17,5333556400
2005-03-18,5370883000
2005-03-21,5316966800
2005-03-22,5263050600
2005-03-23,5287935000
2005-03-24,5292082400
2005-03-28,5292082400
2005-03-29,5321114200
2005-03-30,5478715400
2005-03-31,5422463920
2005-04-01,5272418800
2005-04-04,5214067920
2005-04-05,5226571680
2005-04-06,5172388720
2005-04-07,5368280960
2005-04-08,5384952640
2005-04-11,5343273440
2005-04-12,5389120560
2005-04-13,5272418800
2005-04-14,5201564160
2005-04-15,5126541600
2005-04-18,5193228320
2005-04-19,5322433840
2005-04-20,5297426320
2005-04-21,5447471440
2005-04-22,5284922560
2005-04-25,5330769680
2005-04-26,5314098000
2005-04-27,5322433840
2005-04-28,5818416320
2005-04-29,5935118080
2005-05-02,5860095520
2005-05-03,5847591760
2005-05-04,5947621840
2005-05-05,5914278480
2005-05-06,5968461440
2005-05-09,5930950160
2005-05-10,5864263440
2005-05-11,5826752160
2005-05-12,6026812320
2005-05-13,6060155680
2005-05-16,6114338640
2005-05-17,6251880000
2005-05-18,6231040400
2005-05-19,6206032880
2005-05-20,6251880000
2005-05-23,6247712080
2005-05-24,6239376240
2005-05-25,6160185760
2005-05-26,6251880000
2005-05-27,6185193280
2005-05-31,6181025360
2005-06-01,6251880000
2005-06-02,6268551680
2005-06-03,6235208320
2005-06-06,6226872480
2005-06-07,6218536640
2005-06-08,6151849920
2005-06-09,6231040400
2005-06-10,6135178240
2005-06-13,6172689520
2005-06-14,6168521600
2005-06-15,6160185760
2005-06-16,6343574240
2005-06-17,6393589280
2005-06-20,6301895040
2005-06-21,6351910080
2005-06-22,6343574240
2005-06-23,6331070480
2005-06-24,6251880000
2005-06-27,6118506560
2005-06-28,6135178240
2005-06-29,6185193280
2005-06-30,6203138880
2005-07-01,6270154560
2005-07-05,6437693760
2005-07-06,6542405760
2005-07-07,6479578560
2005-07-08,6739264320
2005-07-11,6689002560
2005-07-12,6751829760
2005-07-13,6806280000
2005-07-14,6831410879
2005-07-15,6793714560
2005-07-18,6756018240
2005-07-19,6781149120
2005-07-20,6802091519
2005-07-21,6709944960
2005-07-22,6642929280
2005-07-25,6609421440
2005-07-26,6621986880
2005-07-27,6546594240
2005-07-28,6613609920
2005-07-29,6508897920
2005-08-01,6496332480
2005-08-02,6529840320
2005-08-03,6542405760
2005-08-04,6462824640
2005-08-05,6450259200
2005-08-08,6433505280
2005-08-09,6471201600
2005-08-10,6412562880
2005-08-11,6500520960
2005-08-12,6446070720
2005-08-15,6471201600
2005-08-16,6437693760
2005-08-17,6496332480
2005-08-18,6475390080
2005-08-19,6441882240
2005-08-22,6492144000
2005-08-23,6446070720
2005-08-24,6525651840
2005-08-25,6567536640
2005-08-26,6462824640
2005-08-29,6458636160
2005-08-30,6408374400
2005-08-31,6517274880
2005-09-01,6337170240
2005-09-02,6299473920
2005-09-06,6374866560
2005-09-07,6379055040
2005-09-08,6228269760
2005-09-09,6374866560
2005-09-12,6307850880
2005-09-13,6362301120
2005-09-14,6253400640
2005-09-15,6224081280
2005-09-16,6245023680
2005-09-19,6106803840
2005-09-20,6106803840
2005-09-21,5997903360
2005-09-22,5993714880
2005-09-23,6069107520
2005-09-26,6060730560
2005-09-27,5976960960
2005-09-28,5972772480
2005-09-29,6207327360
2005-09-30,6350380320
2005-10-03,6333513440
2005-10-04,6211228560
2005-10-05,6122677440
2005-10-06,5979308960
2005-10-07,5979308960
2005-10-10,5873890960
2005-10-11,5755822800
2005-10-12,5848590640
2005-10-13,5924491600
2005-10-14,5907624720
2005-10-17,5932925040
2005-10-18,5903408000
2005-10-19,5970875520
2005-10-20,6034126320
2005-10-21,6261829200
2005-10-24,6316646560
2005-10-25,6278696080
2005-10-26,6325080000
2005-10-27,6282912800
2005-10-28,6426281280
2005-10-31,6358813760
2005-11-01,6194361680
2005-11-02,6274479360
2005-11-03,6451581600
2005-11-04,6443148160
2005-11-07,6552782880
2005-11-08,6497965520
2005-11-09,6641334000
2005-11-10,6645550720
2005-11-11,6519049120
2005-11-14,6535916000
2005-11-15,6519049120
2005-11-16,6443148160
2005-11-17,6544349440
2005-11-18,6793135920
2005-11-21,6911204080
2005-11-22,6995538480
2005-11-23,6885903759
2005-11-25,6906987360
2005-11-28,6763618880
2005-11-29,6776269040
2005-11-30,7033488960
2005-12-01,7303359040
2005-12-02,7206374480
2005-12-05,7092523040
2005-12-06,7096739759
2005-12-07,7033488960
2005-12-08,6944937839
2005-12-09,7054572560
2005-12-12,7050355839
2005-12-13,7058789279
2005-12-14,7003971920
2005-12-15,6957588000
2005-12-16,6831086400
2005-12-19,6637117280
2005-12-20,6729885120
2005-12-21,6776269040
2005-12-22,6847953279
2005-12-23,6953371279
2005-12-27,6906987360
2005-12-28,6919637520
2005-12-29,6852170000
2005-12-30,6780485759
2006-01-03,6805580720
2006-01-04,6843695360
2006-01-05,6974979119
2006-01-06,7169787280
2006-01-09,7182492160
2006-01-10,7207901920
2006-01-11,7322245840
2006-01-12,7339185679
2006-01-13,7203666960
2006-01-17,7220606800
2006-01-18,7292601119
2006-01-19,7652572720
2006-01-20,7406945039
2006-01-23,7453529600
2006-01-24,7589048320
2006-01-25,7639867840
2006-01-26,7906670320
2006-01-27,7813501200
2006-01-30,7940550000
2006-01-31,7940550000
2006-02-01,7991369520
2006-02-02,7834676000
2006-02-03,7754211759
2006-02-06,7847380880
2006-02-07,7788091440
2006-02-08,7766916640
2006-02-09,7644102800
2006-02-10,7652572720
2006-02-13,7546698720
2006-02-14,7648337759
2006-02-15,7639867840
2006-02-16,7749976800
2006-02-17,7775386560
2006-02-21,7707627200
2006-02-22,7754211759
2006-02-23,7593283280
2006-02-24,7521288960
2006-02-27,7533993840
2006-02-28,7453529600
2006-03-01,7644102800
2006-03-02,7733036960
2006-03-03,7754211759
2006-03-06,7644102800
2006-03-07,7576343440
2006-03-08,7512819039
2006-03-09,7466234480
2006-03-10,7385770240
2006-03-13,7334950720
2006-03-14,7466234480
2006-03-15,7572108480
2006-03-16,7373065360
2006-03-17,7330715759
2006-03-20,7411180000
2006-03-21,7428119840
2006-03-22,7381535280
2006-03-23,7453529600
2006-03-24,7593283280
2006-03-27,7508584080
2006-03-28,7449294640
2006-03-29,7495879200
2006-03-30,7593283280
2006-03-31,7774552499
2006-04-03,7937325500
2006-04-04,7941609000
2006-04-05,8022995500
2006-04-06,7941609000
2006-04-07,7821671000
2006-04-10,7847372000
2006-04-11,7731717500
2006-04-12,7757418500
2006-04-13,7701733000
2006-04-17,7568944500
2006-04-18,7757418500
2006-04-19,7945892500
2006-04-20,8070114000
2006-04-21,7894490500
2006-04-24,7958742999
2006-04-25,8155784000
2006-04-26,7988727499
2006-04-27,8082964500
2006-04-28,7980160500
2006-05-01,7830238000
2006-05-02,7997294500
2006-05-03,7967310000
2006-05-04,8172917999
2006-05-05,8130083000
2006-05-08,8048696500
2006-05-09,7817387500
2006-05-10,7714583500
2006-05-11,7487558000
2006-05-12,7436156000
2006-05-15,7316217999
2006-05-16,7341919000
2006-05-17,7174862500
2006-05-18,7072058500
2006-05-19,7256249000
2006-05-22,7367620000
2006-05-23,7209130499
2006-05-24,7256249000
2006-05-25,7281950000
2006-05-26,7307650999
2006-05-30,7140594500
2006-05-31,7346202499
2006-06-01,7573228000
2006-06-02,7461857000
2006-06-05,7299084000
2006-06-06,7123460500
2006-06-07,7097759500
2006-06-08,7037790500
2006-06-09,7140594500
2006-06-12,6964971000
2006-06-13,6810765000
2006-06-14,6913569000
2006-06-15,7106326500
2006-06-16,7020656500
2006-06-19,6887867999
2006-06-20,6815048500
2006-06-21,7016373000
2006-06-22,6887867999
2006-06-23,6956403999
2006-06-26,6977821500
2006-06-27,6990672000
2006-06-28,7084909000
2006-06-29,7281950000
2006-06-30,7211938500
2006-07-03,7250643000
2006-07-05,6966810000
2006-07-06,7383958500
2006-07-07,7457067000
2006-07-10,7401160500
2006-07-11,7491471000
2006-07-12,7297948499
2006-07-13,7125928500
2006-07-14,7134529500
2006-07-17,7065721500
2006-07-18,7039918500
2006-07-19,7143130500
2006-07-20,6936706500
2006-07-21,6691578000
2006-07-24,6919504500
2006-07-25,6979711500
2006-07-26,6850696500
2006-07-27,6872199000
2006-07-28,6979711500
2006-07-31,6928105500
2006-08-01,6730282500
2006-08-02,6837795000
2006-08-03,6949608000
2006-08-04,6880800000
2006-08-07,6824893500
2006-08-08,6764686500
2006-08-09,6773287500
2006-08-10,6910903500
2006-08-11,6721681500
2006-08-14,6854997000
2006-08-15,7057120500
2006-08-16,7203337500
2006-08-17,7173234000
2006-08-18,7160332499
2006-08-21,7018416000
2006-08-22,7121627999
2006-08-23,6984011999
2006-08-24,6992613000
2006-08-25,6996913500
2006-08-28,7134529500
2006-08-29,7181835000
2006-08-30,7328052000
2006-08-31,7345253999
2006-09-01,7358155500
2006-09-05,7426963500
2006-09-06,7263544500
2006-09-07,7104426000
2006-09-08,7095825000
2006-09-11,7302249000
2006-09-12,7482869999
2006-09-13,7500072000
2006-09-14,7444165499
2006-09-15,7276446000
2006-09-18,7340953500
2006-09-19,7224840000
2006-09-20,6979711500
2006-09-21,6786189000
2006-09-22,6704479500
2006-09-25,6837795000
2006-09-26,6953908500
2006-09-27,6949608000
2006-09-28,7087224000
2006-09-29,6971110500
2006-10-02,6898405800
2006-10-03,6889777400
2006-10-04,6954490400
2006-10-05,7036460199
2006-10-06,7019203400
2006-10-09,7006260799
2006-10-10,6842321200
2006-10-11,6971747200
2006-10-12,6984689800
2006-10-13,7174514600
2006-10-16,7230599200
2006-10-17,7118430000
2006-10-18,6859578000
2006-10-19,6889777400
2006-10-20,6907034200
2006-10-23,6915662600
2006-10-24,6773294000
2006-10-25,6807807600
2006-10-26,7273741200
2006-10-27,6989004000
2006-10-30,7092544800
2006-10-31,7105487399
2006-11-01,6950176200
2006-11-02,6863892200
2006-11-03,6919976800
2006-11-06,7045088599
2006-11-07,7118430000
2006-11-08,7161572000
2006-11-09,7058031200
2006-11-10,7183142999
2006-11-13,7334140000
2006-11-14,7515336400
2006-11-15,7502393800
2006-11-16,7489451200
2006-11-17,7476508599
2006-11-20,7506707999
2006-11-21,7441995000
2006-11-22,7472194400
2006-11-24,7472194400
2006-11-27,7269427000
2006-11-28,7390224600
2006-11-29,7312569000
2006-11-30,7355711000
2006-12-01,7364339400
2006-12-04,7420424000
2006-12-05,7429052399
2006-12-06,7338454200
2006-12-07,7299626400
2006-12-08,7364339400
2006-12-11,7299626400
2006-12-12,7303940600
2006-12-13,7234913400
2006-12-14,7312569000
2006-12-15,7372967800
2006-12-18,7226285000
2006-12-19,7183142999
2006-12-20,7247856000
2006-12-21,7196085600
2006-12-22,7058031200
2006-12-26,7144315199
2006-12-27,7118430000
2006-12-28,7079602200
2006-12-29,7053717000
2007-01-03,7245647420
2007-01-04,7354702920
2007-01-05,7311080720
2007-01-08,7420136220
2007-01-09,7546640600
2007-01-10,7668782759
2007-01-11,7821460460
2007-01-12,7821460460
2007-01-16,7847633779
2007-01-17,7808373799
2007-01-18,7559727259
2007-01-19,7598987240
2007-01-22,7516105060
2007-01-23,7555365040
2007-01-24,7668782759
2007-01-25,7612073900
2007-01-26,7651333880
2007-01-29,7633885000
2007-01-30,7546640600
2007-01-31,7581538360
2007-02-01,7808373799
2007-02-02,7760389380
2007-02-05,7673144980
2007-02-06,7664420540
2007-02-07,7786562700
2007-02-08,7777838259
2007-02-09,7721129400
2007-02-12,7699318299
2007-02-13,7742940500
2007-02-14,7891255980
2007-02-15,7873807100
2007-02-16,7856358220
2007-02-20,7908704860
2007-02-21,7860720440
2007-02-22,8126815860
2007-02-23,8179162500
2007-02-26,8109366980
2007-02-27,7860720440
2007-02-28,7764751600
2007-03-01,7712404960
2007-03-02,7668782759
2007-03-05,7729853839
2007-03-06,7926153740
2007-03-07,7908704860
2007-03-08,8000311480
2007-03-09,8061382560
2007-03-12,8070107000
2007-03-13,7965413720
2007-03-14,7974138160
2007-03-15,8017760360
2007-03-16,7947964839
2007-03-19,7865082660
2007-03-20,7886893759
2007-03-21,8048295900
2007-03-22,8004673700
2007-03-23,7961051500
2007-03-26,7991587040
2007-03-27,7921791520
2007-03-28,7830184900
2007-03-29,7708042740
2007-03-30,7747302720
2007-04-02,7738578279
2007-04-03,7764751600
2007-04-04,7786562700
2007-04-05,7921791520
2007-04-09,7886893759
2007-04-10,8017760360
2007-04-11,7956689279
2007-04-12,8052658120
2007-04-13,8048295900
2007-04-16,8148626960
2007-04-17,8057020339
2007-04-18,8074469220
2007-04-19,8148626960
2007-04-20,8170438060
2007-04-23,8196611380
2007-04-24,8262044680
2007-04-25,8371100180
2007-04-26,8453982360
2007-04-27,9021070960
2007-04-30,8798597740
2007-05-01,8859668820
2007-05-02,8942551000
2007-05-03,8925102120
2007-05-04,8964362100
2007-05-07,8933826560
2007-05-08,8868393260
2007-05-09,8938188780
2007-05-10,8811684400
2007-05-11,8890204360
2007-05-14,8754975540
2007-05-15,8702628900
2007-05-16,8811684400
2007-05-17,8746251100
2007-05-18,8864031040
2007-05-21,8824771060
2007-05-22,8807322180
2007-05-23,8693904460
2007-05-24,8545588980
2007-05-25,8554313420
2007-05-29,8715715560
2007-05-30,8706991120
2007-05-31,8850944380
2007-06-01,8955637660
2007-06-04,8955637660
2007-06-05,8798597740
2007-06-06,8733164440
2007-06-07,8597935620
2007-06-08,8833495500
2007-06-11,8855306600
2007-06-12,8842219940
2007-06-13,9012346520
2007-06-14,9112677580
2007-06-15,9173748660
2007-06-18,9086504260
2007-06-19,8266406900
2007-06-20,8174800279
2007-06-21,8388549060
2007-06-22,8244595799
2007-06-25,8179162500
2007-06-26,8135540299
2007-06-27,8227146920
2007-06-28,8105004759
2007-06-29,8078831440
2007-07-02,8121215620
2007-07-03,8090864040
2007-07-05,8160239080
2007-07-06,8194926599
2007-07-09,8164575019
2007-07-10,8147231260
2007-07-11,8229614120
2007-07-12,8377036080
2007-07-13,8251293820
2007-07-16,8251293820
2007-07-17,8338012620
2007-07-18,8242621940
2007-07-19,8272973519
2007-07-20,8186254720
2007-07-23,8194926599
2007-07-24,8108207800
2007-07-25,8112543740
2007-07-26,8056176519
2007-07-27,8025824940
2007-07-30,8082192160
2007-07-31,7874067040
2007-08-01,8069184340
2007-08-02,8173246900
2007-08-03,7973793660
2007-08-06,8034496820
2007-08-07,8116879679
2007-08-08,8351020440
2007-08-09,8567817440
2007-08-10,8420395480
2007-08-13,8229614120
2007-08-14,8108207800
2007-08-15,8077856220
2007-08-16,8008481179
2007-08-17,8203598480
2007-08-20,8238286000
2007-08-21,8238286000
2007-08-22,8138559380
2007-08-23,8056176519
2007-08-24,8064848400
2007-08-27,8038832760
2007-08-28,7982465540
2007-08-29,8186254720
2007-08-30,8129887500
2007-08-31,8351020440
2007-09-04,8472426760
2007-09-05,8316332920
2007-09-06,8368364200
2007-09-07,8134223440
2007-09-10,8142895320
2007-09-11,8138559380
2007-09-12,8017153059
2007-09-13,7991137420
2007-09-14,7986801480
2007-09-17,7908754559
2007-09-18,7982465540
2007-09-19,7999809300
2007-09-20,7965121780
2007-09-21,7947778019
2007-09-24,7913090500
2007-09-25,7917426440
2007-09-26,7986801480
2007-09-27,7999809300
2007-09-28,7874067040
2007-10-01,7642513840
2007-10-02,7625953680
2007-10-03,7601113440
2007-10-04,7559713040
2007-10-05,7555573000
2007-10-08,7580413239
2007-10-09,6619923960
2007-10-10,6752405239
2007-10-11,6557823360
2007-10-12,6578523560
2007-10-15,6570243480
2007-10-16,6499862800
2007-10-17,6520563000
2007-10-18,6446042280
2007-10-19,6226620160
2007-10-22,6346681320
2007-10-23,6350821360
2007-10-24,6624064000
2007-10-25,6702724760
2007-10-26,6640624160
2007-10-29,6661324360
2007-10-30,6661324360
2007-10-31,6864186319
2007-11-01,6715144880
2007-11-02,6760685319
2007-11-05,6768965400
2007-11-06,6818645880
2007-11-07,6644764200
2007-11-08,6599223760
2007-11-09,6524703040
2007-11-12,6346681320
2007-11-13,6396361800
2007-11-14,6297000840
2007-11-15,6354961400
2007-11-16,6367381520
2007-11-19,6268020560
2007-11-20,6061018560
2007-11-21,5820896240
2007-11-23,5903697040
2007-11-26,5709115160
2007-11-27,5771215760
2007-11-28,5903697040
2007-11-29,6015478120
2007-11-30,5961657600
2007-12-03,6147959400
2007-12-04,6065158600
2007-12-05,6176939680
2007-12-06,6334261200
2007-12-07,6317701040
2007-12-10,6354961400
2007-12-11,6251460400
2007-12-12,6545403240
2007-12-13,6669604440
2007-12-14,6541263200
2007-12-17,6508142880
2007-12-18,6458462400
2007-12-19,6549543280
2007-12-20,6760685319
2007-12-21,6764825360
2007-12-24,6773105440
2007-12-26,6706864800
2007-12-27,6549543280
2007-12-28,6532983120
2007-12-31,6002759580
2008-01-02,5819352540
2008-01-03,5819352540
2008-01-04,5700902160
2008-01-07,5723828040
2008-01-08,5502211200
2008-01-09,5548062960
2008-01-10,5540421000
2008-01-11,5410507680
2008-01-14,5681797260
2008-01-15,5521316100
2008-01-16,5509853160
2008-01-17,5379939840
2008-01-18,5444896500
2008-01-22,5131576140
2008-01-23,5284415340
2008-01-24,5567167860
2008-01-25,5784963720
2008-01-28,5876667240
2008-01-29,6021864480
2008-01-30,6205271519
2008-01-31,6098284080
2008-02-01,6189987600
2008-02-04,6109747020
2008-02-05,5872846260
2008-02-06,5788784700
2008-02-07,5880488220
2008-02-08,5941623900
2008-02-11,5976012720
2008-02-12,6037148400
2008-02-13,6060074280
2008-02-14,5976012720
2008-02-15,5880488220
2008-02-19,5784963720
2008-02-20,5937802920
2008-02-21,5968370760
2008-02-22,5922519000
2008-02-25,6079179180
2008-02-26,6189987600
2008-02-27,6285512100
2008-02-28,6083000160
2008-02-29,5880488220
2008-03-03,5998938600
2008-03-04,6105926040
2008-03-05,6144135839
2008-03-06,6002759580
2008-03-07,5998938600
2008-03-10,5941623900
2008-03-11,6235839360
2008-03-12,6182345640
2008-03-13,6254944260
2008-03-14,6128851920
2008-03-17,6147956820
2008-03-18,6442172280
2008-03-19,6296975040
2008-03-20,6377215620
2008-03-24,6522412860
2008-03-25,6602653440
2008-03-26,6465098160
2008-03-27,6304617000
2008-03-28,6209092500
2008-03-31,6251123280
2008-04-01,6518591879
2008-04-02,6621758339
2008-04-03,6526233839
2008-04-04,6495666000
2008-04-07,6510949920
2008-04-08,6457456199
2008-04-09,6461277180
2008-04-10,6510949920
2008-04-11,6312258960
2008-04-14,6308437980
2008-04-15,6381036600
2008-04-16,6621758339
2008-04-17,6598832460
2008-04-18,6694356960
2008-04-21,6805165379
2008-04-22,6633221280
2008-04-23,6786060480
2008-04-24,6831912240
2008-04-25,6877764000
2008-04-28,6763134600
2008-04-29,7045887120
2008-04-30,7022961240
2008-05-01,7259862000
2008-05-02,7122306720
2008-05-05,7061171040
2008-05-06,7175800440
2008-05-07,7168158480
2008-05-08,7084096920
2008-05-09,7000035360
2008-05-12,7076454960
2008-05-13,7068813000
2008-05-14,7022961240
2008-05-15,7236936120
2008-05-16,7286608860
2008-05-19,7168158480
2008-05-20,7103201820
2008-05-21,6931257720
2008-05-22,6961825560
2008-05-23,6931257720
2008-05-27,7042066140
2008-05-28,7103201820
2008-05-29,7034424180
2008-05-30,7038245160
2008-06-02,7000035360
2008-06-03,6843375180
2008-06-04,6992393400
2008-06-05,6919794780
2008-06-06,6652326180
2008-06-09,6728745780
2008-06-10,6530054820
2008-06-11,5949265860
2008-06-12,5976012720
2008-06-13,6067716240
2008-06-16,6125030940
2008-06-17,5968370760
2008-06-18,5895772140
2008-06-19,6140314860
2008-06-20,6056253300
2008-06-23,5964549780
2008-06-24,6018043500
2008-06-25,6105926040
2008-06-26,5895772140
2008-06-27,5899593120
2008-06-30,5607602100
2008-07-01,5592912900
2008-07-02,5449693200
2008-07-03,5423987100
2008-07-07,5442348600
2008-07-08,5475399300
2008-07-09,5280767400
2008-07-10,5368902600
2008-07-11,5464382400
2008-07-14,5343196500
2008-07-15,5343196500
2008-07-16,5589240600
2008-07-17,5894041500
2008-07-18,5897713800
2008-07-21,5765511000
2008-07-22,5732460300
2008-07-23,5765511000
2008-07-24,5537828400
2008-07-25,5761838700
2008-07-28,5611274400
2008-07-29,5776527900
2008-07-30,5916075300
2008-07-31,5864663100
2008-08-01,5798561700
2008-08-04,5816923200
2008-08-05,5927092200
2008-08-06,5960142900
2008-08-07,5963815199
2008-08-08,6118051800
2008-08-11,6165791700
2008-08-12,6191497800
2008-08-13,6143757900
2008-08-14,6239237699
2008-08-15,6224548500
2008-08-18,6121724100
2008-08-19,5971159800
2008-08-20,5934436800
2008-08-21,5875680000
2008-08-22,5905058399
2008-08-25,5864663100
2008-08-26,5838957000
2008-08-27,5890369200
2008-08-28,6007882800
2008-08-29,5875680000
2008-09-02,5831612400
2008-09-03,5629635900
2008-09-04,5420314800
2008-09-05,5453365500
2008-09-08,5446020900
2008-09-09,5266078200
2008-09-10,5306473500
2008-09-11,5354213400
2008-09-12,5405625600
2008-09-15,5258733600
2008-09-16,5435004000
2008-09-17,5233027500
2008-09-18,5592912900
2008-09-19,5805906300
2008-09-22,5501105400
2008-09-23,5479071600
2008-09-24,5486416200
2008-09-25,5600257500
2008-09-26,5629635900
2008-09-29,5148564600
2008-09-30,5356990720
2008-10-01,5244173660
2008-10-02,4985786200
2008-10-03,4905722480
2008-10-06,4763791340
2008-10-07,4585467600
2008-10-08,4559992780
2008-10-09,4487207580
2008-10-10,4407143860
2008-10-13,4854772840
2008-10-14,4778348380
2008-10-15,4152395660
2008-10-16,4359833480
2008-10-17,4156034920
2008-10-20,4268851980
2008-10-21,4046857119
2008-10-22,3915843760
2008-10-23,3915843760
2008-10-24,4072331940
2008-10-27,4214263080
2008-10-28,4603663900
2008-10-29,4501764620
2008-10-30,4549075000
2008-10-31,4483568320
2008-11-03,4487207580
2008-11-04,4600024640
2008-11-05,4199706039
2008-11-06,3959514880
2008-11-07,4032300080
2008-11-10,3875811900
2008-11-11,3864894119
2008-11-12,3624702960
2008-11-13,3864894119
2008-11-14,3595588880
2008-11-17,3544639240
2008-11-18,3464575520
2008-11-19,3187991760
2008-11-20,3115206560
2008-11-21,3195270280
2008-11-24,3297169560
2008-11-25,3289891039
2008-11-26,3431822180
2008-11-28,3366315500
2008-12-01,3126124340
2008-12-02,3180713240
2008-12-03,3359036980
2008-12-04,3173434720
2008-12-05,3308087340
2008-12-08,3464575520
2008-12-09,3540999980
2008-12-10,3606506660
2008-12-11,3544639240
2008-12-12,3726602240
2008-12-15,3672013340
2008-12-16,3781191140
2008-12-17,3744798539
2008-12-18,3490050340
2008-12-19,3570114060
2008-12-22,3453657740
2008-12-23,3337201420
2008-12-24,3362676240
2008-12-26,3344479940
2008-12-29,3333562160
2008-12-30,3500968119
2008-12-31,3563900600
2009-01-02,3571196199
2009-01-05,3531070400
2009-01-06,3651447800
2009-01-07,3374215000
2009-01-08,3363271600
2009-01-09,3272076600
2009-01-12,3155347000
2009-01-13,3199120600
2009-01-14,3115221199
2009-01-15,3148051400
2009-01-16,3231950800
2009-01-20,3027674000
2009-01-21,3122516800
2009-01-22,3034969600
2009-01-23,3140755800
2009-01-26,3199120600
2009-01-27,3330441400
2009-01-28,3483649000
2009-01-29,3355975999
2009-01-30,3461762200
2009-02-02,3490944600
2009-02-03,3538365999
2009-02-04,3538365999
2009-02-05,3651447800
2009-02-06,3764529600
2009-02-09,3757234000
2009-02-10,3545661600
2009-02-11,3512831400
2009-02-12,3604026400
2009-02-13,3629560999
2009-02-17,3498240200
2009-02-18,3552957200
2009-02-19,3410693000
2009-02-20,3439875400
2009-02-23,3323145800
2009-02-24,3425284200
2009-02-25,3469057800
2009-02-26,3410693000
2009-02-27,3425284200
2009-03-02,3257485400
2009-03-03,3239246400
2009-03-04,3363271600
2009-03-05,3315850200
2009-03-06,3326793599
2009-03-09,3272076600
2009-03-10,3450818800
2009-03-11,3589435200
2009-03-12,3760881800
2009-03-13,3720755999
2009-03-16,3651447800
2009-03-17,3742642800
2009-03-18,3841133400
2009-03-19,3801007600
2009-03-20,3680630200
2009-03-23,3877611400
2009-03-24,3822894400
2009-03-25,3877611400
2009-03-26,3972454200
2009-03-27,3954215200
2009-03-30,3855724600
2009-03-31,3876547200
2009-04-01,3949689600
2009-04-02,4070374560
2009-04-03,4202030880
2009-04-06,4139859840
2009-04-07,4026489120
2009-04-08,4132545600
2009-04-09,4231287840
