,GS
2004-08-25,44042675549
2004-08-26,44575903544
2004-08-27,44235671547
2004-08-30,43585434554
2004-08-31,43829884551
2004-09-01,43604990554
2004-09-02,44519233544
2004-09-03,44098779549
2004-09-07,45091246538
2004-09-08,44705015542
2004-09-09,44915242540
2004-09-10,45531256534
2004-09-13,45761039532
2004-09-14,46005489529
2004-09-15,45179248537
2004-09-16,45545923534
2004-09-17,45003244539
2004-09-20,44822351541
2004-09-21,46396609525
2004-09-22,45658370533
2004-09-23,45501922534
2004-09-24,45702371532
2004-09-27,45345474536
2004-09-28,45497033534
2004-09-29,45604591533
2004-09-30,45585035533
2004-10-01,45917487530
2004-10-04,46381942525
2004-10-05,45990822529
2004-10-06,46704616522
2004-10-07,46372164525
2004-10-08,46073935528
2004-10-11,46025045529
2004-10-12,46245050527
2004-10-13,46308607526
2004-10-14,45433476535
2004-10-15,46034823529
2004-10-18,46078824528
2004-10-19,45497033534
2004-10-20,45145025538
2004-10-21,45697482532
2004-10-22,45321029536
2004-10-25,45184137537
2004-10-26,45839263531
2004-10-27,46983289519
2004-10-28,47633526512
2004-10-29,48097981508
2004-11-01,48068647508
2004-11-02,48181094507
2004-11-03,48581992503
2004-11-04,48889999500
2004-11-05,49305564495
2004-11-08,48992668498
2004-11-09,49315342495
2004-11-10,49256674496
2004-11-11,50356699485
2004-11-12,51168273476
2004-11-15,51148717476
2004-11-16,50708707481
2004-11-17,51192718476
2004-11-18,51251386475
2004-11-19,50376255484
2004-11-22,50562037482
2004-11-23,50752708480
2004-11-24,51334499475
2004-11-26,51822411475
2004-11-29,51941043474
2004-11-30,51782867476
2004-12-01,52395799470
2004-12-02,52692379467
2004-12-03,52628120467
2004-12-06,52974130464
2004-12-07,52440286469
2004-12-08,52731923466
2004-12-09,53132306462
2004-12-10,54076419453
2004-12-13,54595434447
2004-12-14,54313683450
2004-12-15,54002274453
2004-12-16,52099219473
2004-12-17,51283624481
2004-12-20,51303396481
2004-12-21,51906442474
2004-12-22,51604919478
2004-12-23,51580204478
2004-12-27,51506059479
2004-12-28,51975644474
2004-12-29,51728494476
2004-12-30,51861955475
2004-12-31,51426971479
2005-01-03,51876784475
2005-01-04,51540660478
2005-01-05,51308339481
2005-01-06,52015188473
2005-01-07,51792753476
2005-01-10,51891613475
2005-01-11,51491230479
2005-01-12,51046360483
2005-01-13,50883241485
2005-01-14,51515945478
2005-01-18,51901499475
2005-01-19,51436857479
2005-01-20,51110619483
2005-01-21,51076018483
2005-01-24,51031531483
2005-01-25,50843697485
2005-01-26,51041417483
2005-01-27,51407199480
2005-01-28,52455115469
2005-01-31,53310254460
2005-02-01,53582119458
2005-02-02,53676036457
2005-02-03,53750181456
2005-02-04,54382885449
2005-02-07,54170336452
2005-02-08,55139164442
2005-02-09,55089734442
2005-02-10,55742210436
2005-02-11,55742210436
2005-02-14,55346770440
2005-02-15,55712552436
2005-02-16,55495060438
2005-02-17,54669579447
2005-02-18,53878699455
2005-02-22,53315197460
2005-02-23,53933072454
2005-02-24,53631549457
2005-02-25,53442539449
2005-02-28,52811519456
2005-03-01,53403707449
2005-03-02,53262941451
2005-03-03,53107613452
2005-03-04,54136661442
2005-03-07,54753119436
2005-03-08,54670601436
2005-03-09,53816297445
2005-03-10,54039581443
2005-03-11,53175569452
2005-03-14,53393999450
2005-03-15,53656115447
2005-03-16,53379437450
2005-03-17,53413415449
2005-03-18,53384291450
2005-03-21,53199839452
2005-03-22,52418345460
2005-03-23,52452323459
2005-03-24,52617359458
2005-03-28,53238671451
2005-03-29,52641629457
2005-03-30,53296919451
2005-03-31,53389145450
2005-04-01,53054219453
2005-04-04,53879399445
2005-04-05,53680385447
2005-04-06,54607499437
2005-04-07,55107461432
2005-04-08,54816221435
2005-04-11,54408485439
2005-04-12,54248303441
2005-04-13,53398853449
2005-04-14,52661045457
2005-04-15,51690245467
2005-04-18,52107689463
2005-04-19,51787325466
2005-04-20,50641781478
2005-04-21,51020393474
2005-04-22,50573825479
2005-04-25,51326195471
2005-04-26,51316487471
2005-04-27,52306703461
2005-04-28,51564041468
2005-04-29,51835865466
2005-05-02,50704883477
2005-05-03,50661197478
2005-05-04,51583457468
2005-05-05,51112619473
2005-05-06,50811671476
2005-05-09,51209699472
2005-05-10,49564193489
2005-05-11,50360249481
2005-05-12,48646787498
2005-05-13,47481827510
2005-05-16,47773067507
2005-05-17,47739089508
2005-05-18,48336131502
2005-05-19,48598247499
2005-05-20,49064231494
2005-05-23,48874925496
2005-05-24,48336131502
2005-05-25,47205149513
2005-05-26,46889639517
2005-05-27,45200149522
2005-05-31,46146749512
2005-06-01,46686311506
2005-06-02,46227210511
2005-06-03,46052089513
2005-06-06,46582185507
2005-06-07,46572719508
2005-06-08,46549054508
2005-06-09,47306334500
2005-06-10,46880364504
2005-06-13,46979757503
2005-06-14,46525389508
2005-06-15,46946626504
2005-06-16,48584244486
2005-06-17,49128539481
2005-06-20,48868224483
2005-06-21,48579511486
2005-06-22,48499050487
2005-06-23,48286065489
2005-06-24,49067010481
2005-06-27,48844559484
2005-06-28,49204267480
2005-06-29,48650506486
2005-06-30,48286065489
2005-07-01,48612642486
2005-07-05,48835093484
2005-07-06,49010214482
2005-07-07,49270529479
2005-07-08,50004144471
2005-07-11,50789822463
2005-07-12,50756691463
2005-07-13,51116399460
2005-07-14,51376714457
2005-07-15,51353049457
2005-07-18,51229991458
2005-07-19,51930475451
2005-07-20,51878412451
2005-07-21,51234724458
2005-07-22,51651228454
2005-07-25,51267855458
2005-07-26,50983875461
2005-07-27,51660694454
2005-07-28,51906810451
2005-07-29,50870283462
2005-08-01,50699895464
2005-08-02,51835815452
2005-08-03,52474770445
2005-08-04,51708024453
2005-08-05,51921009451
2005-08-08,52020402450
2005-08-09,52763483442
2005-08-10,53023798439
2005-08-11,54022461429
2005-08-12,53790544431
2005-08-15,54273310426
2005-08-16,53047463439
2005-08-17,52597828444
2005-08-18,52465304445
2005-08-19,52664090443
2005-08-22,52867609441
2005-08-23,52914939441
2005-08-24,52058266450
2005-08-25,52299649447
2005-08-26,53228750000
2005-08-29,53422750000
2005-08-30,53272400000
2005-08-31,53922300000
2005-09-01,54863200000
2005-09-02,54906850000
2005-09-06,55576150000
2005-09-07,55731350000
2005-09-08,55852600000
2005-09-09,56342450000
2005-09-12,57230000000
2005-09-13,56842000000
2005-09-14,56211500000
2005-09-15,56235750000
2005-09-16,57424000000
2005-09-19,57365800000
2005-09-20,57254250000
2005-09-21,56104800000
2005-09-22,57472500000
2005-09-23,57942950000
2005-09-26,58200000000
2005-09-27,58039950000
2005-09-28,58248500000
2005-09-29,58791700000
2005-09-30,58966300000
2005-10-03,59000250000
2005-10-04,57676200000
2005-10-05,57108750000
2005-10-06,56711050000
2005-10-07,57021450000
2005-10-10,57477350000
2005-10-11,57011750000
2005-10-12,56090250000
2005-10-13,54892300000
2005-10-14,55556750000
2005-10-17,56769250000
2005-10-18,56788650000
2005-10-19,58782000000
2005-10-20,57593750000
2005-10-21,57603450000
2005-10-24,59800500000
2005-10-25,59921750000
2005-10-26,60261250000
2005-10-27,59378550000
2005-10-28,60411600000
2005-10-31,61289450000
2005-11-01,61401000000
2005-11-02,62628050000
2005-11-03,62661999999
2005-11-04,63515600000
2005-11-07,62637750000
2005-11-08,61847200000
2005-11-09,62419499999
2005-11-10,63093650000
2005-11-11,63050000000
2005-11-14,62681400000
2005-11-15,62065450000
2005-11-16,62167300000
2005-11-17,63248850000
2005-11-18,63816300000
2005-11-21,64218850000
2005-11-22,64311000000
2005-11-23,65028800000
2005-11-25,64820195329
2005-11-28,63360629344
2005-11-29,63046484347
2005-11-30,62326367355
2005-12-01,62964323348
2005-12-02,63350963344
2005-12-05,64303064334
2005-12-06,63462122343
2005-12-07,62775836350
2005-12-08,62171711356
2005-12-09,62664677351
2005-12-12,62833832349
2005-12-13,63621611341
2005-12-14,62650178351
2005-12-15,62007389358
2005-12-16,61137449367
2005-12-19,60475328374
2005-12-20,60828137370
2005-12-21,61528922363
2005-12-22,61857566360
2005-12-23,61915562359
2005-12-27,61988057358
2005-12-28,61852733360
2005-12-29,61872065359
2005-12-30,61722242361
2006-01-03,62282870355
2006-01-04,61422596364
2006-01-05,61398431364
2006-01-06,62268371355
2006-01-09,63017486348
2006-01-10,63810098339
2006-01-11,63781100340
2006-01-12,63916424338
2006-01-13,64404557333
2006-01-17,64080746337
2006-01-18,63974420338
2006-01-19,64675205330
2006-01-20,63524951342
2006-01-23,64216070335
2006-01-24,64278899335
2006-01-25,64549547332
2006-01-26,66405419313
2006-01-27,67149701305
2006-01-30,67599170300
2006-01-31,68266124293
2006-02-01,68488442291
2006-02-02,68879915287
2006-02-03,68986241286
2006-02-06,69024905285
2006-02-07,67410683302
2006-02-08,68212961294
2006-02-09,68072804295
2006-02-10,68053472295
2006-02-13,67492844301
2006-02-14,68522273291
2006-02-15,70146161274
2006-02-16,70513469270
2006-02-17,70339481272
2006-02-21,69329384282
2006-02-22,70334648272
2006-02-23,69575867280
2006-02-24,68951727279
2006-02-27,68789105280
2006-02-28,67579006293
2006-03-01,68468644284
2006-03-02,68875199280
2006-03-03,69831799270
2006-03-06,69363065274
2006-03-07,69009123278
2006-03-08,68152966287
2006-03-09,67775109291
2006-03-10,67693798292
2006-03-13,67306375296
2006-03-14,71467585252
2006-03-15,71266699255
2006-03-16,70640126261
2006-03-17,71917187248
2006-03-20,72787693239
2006-03-21,71458019253
2006-03-22,72615505240
2006-03-23,72543760241
2006-03-24,72782910239
2006-03-27,74136499225
2006-03-28,73734727229
2006-03-29,75045269215
2006-03-30,75002222215
2006-03-31,75073967215
2006-04-03,75628795209
2006-04-04,77006299195
2006-04-05,76886724196
2006-04-06,77503731189
2006-04-07,77015865194
2006-04-10,77704617187
2006-04-11,76121444204
2006-04-12,76298415202
2006-04-13,76255368202
2006-04-17,77455901190
2006-04-18,79182564172
2006-04-19,79900014164
2006-04-20,80617464157
2006-04-21,79345186170
2006-04-24,79086904173
2006-04-25,77867239186
2006-04-26,78154219183
2006-04-27,78426850180
2006-04-28,76666706198
2006-05-01,74830034217
2006-05-02,75968388205
2006-05-03,76121444204
2006-05-04,75590531209
2006-05-05,78627736178
2006-05-08,78216398182
2006-05-09,79278224171
2006-05-10,78484246179
2006-05-11,76183623203
2006-05-12,74667412219
2006-05-15,73246861234
2006-05-16,73036409236
2006-05-17,70888842258
2006-05-18,70324448264
2006-05-19,71462802252
2006-05-22,69903544269
2006-05-23,68731709281
2006-05-24,68836935280
2006-05-25,70463155263
2006-05-26,73013555235
2006-05-30,71528841250
2006-05-31,72063529245
2006-06-01,73304769232
2006-06-02,73562565229
2006-06-05,71800959248
2006-06-06,71247175253
2006-06-07,71586129250
2006-06-08,71495423251
2006-06-09,71557485250
2006-06-12,69222999275
2006-06-13,66477949303
2006-06-14,66119899307
2006-06-15,68802887279
2006-06-16,68745599280
2006-06-19,68626249281
2006-06-20,69347123273
2006-06-21,71528841250
2006-06-22,70803193258
2006-06-23,70617007260
2006-06-26,71562259250
2006-06-27,70254183264
2006-06-28,69934325267
2006-06-29,72660279239
2006-06-30,71815281247
2006-07-03,72779629237
2006-07-05,72063529245
2006-07-06,71886891247
2006-07-07,70898673257
2006-07-10,71060989255
2006-07-11,70975057256
2006-07-12,69351897273
2006-07-13,68053369287
2006-07-14,66883739299
2006-07-17,67251337295
2006-07-18,67953115288
2006-07-19,70163477265
2006-07-20,69308931274
2006-07-21,67809895289
2006-07-24,70130059265
2006-07-25,70889125257
2006-07-26,70359211263
2006-07-27,70779323258
2006-07-28,72431127241
2006-07-31,72922849236
2006-08-01,72211523243
2006-08-02,71562259250
2006-08-03,72612539239
2006-08-04,73037425235
2006-08-07,72875109236
2006-08-08,72302229242
2006-08-09,71614773249
2006-08-10,72388161241
2006-08-11,72139913244
2006-08-14,71786637248
2006-08-15,72875109236
2006-08-16,73992225225
2006-08-17,73734429227
2006-08-18,73844231226
2006-08-21,73438441230
2006-08-22,73591209229
2006-08-23,72898979236
2006-08-24,72278359243
2006-08-25,70682970000
2006-08-28,70428630000
2006-08-29,69279390000
2006-08-30,69265260000
2006-08-31,70014150000
2006-09-01,70244940000
2006-09-05,71252880000
2006-09-06,70965570000
2006-09-07,69976470000
2006-09-08,70555800000
2006-09-11,71121000000
2006-09-12,74554590000
2006-09-13,75765060000
2006-09-14,76546920000
2006-09-15,76636410000
2006-09-18,76876620000
2006-09-19,76956690000
2006-09-20,78468600000
2006-09-21,78727650000
2006-09-22,78901920000
2006-09-25,79452990000
2006-09-26,79448280000
2006-09-27,79599000000
2006-09-28,80070000000
2006-09-29,79679070000
2006-10-02,80394990000
2006-10-03,82048200000
2006-10-04,83159760000
2006-10-05,82660500000
2006-10-06,82731150000
2006-10-09,83578950000
2006-10-10,84243060000
2006-10-11,84294870000
2006-10-12,85491210000
2006-10-13,86593350000
2006-10-16,87238620000
2006-10-17,86225970000
2006-10-18,86178870000
2006-10-19,84803550000
2006-10-20,84968400000
2006-10-23,86993700000
2006-10-24,88472640000
2006-10-25,88835310000
2006-10-26,91081980000
2006-10-27,88863570000
2006-10-30,89372250000
2006-10-31,89391090000
2006-11-01,87135000000
2006-11-02,88260690000
2006-11-03,88138230000
2006-11-06,89490000000
2006-11-07,88868280000
2006-11-08,88910670000
2006-11-09,87031380000
2006-11-10,88105260000
2006-11-13,88420830000
2006-11-14,89659560000
2006-11-15,90954810000
2006-11-16,92655120000
2006-11-17,91863840000
2006-11-20,92998950000
2006-11-21,94086960000
2006-11-22,95278590000
2006-11-24,95135038992
2006-11-27,91128608034
2006-11-28,93020927014
2006-11-29,92596217018
2006-11-30,91926119026
2006-12-01,91784549027
2006-12-04,94403593999
2006-12-05,95139757991
2006-12-06,96739498975
2006-12-07,94474378999
2006-12-08,96786688974
2006-12-11,95569186987
2006-12-12,94379999000
2006-12-13,93582488008
2006-12-14,94441345999
2006-12-15,94304495000
2006-12-18,95908954983
2006-12-19,94965154993
2006-12-20,95026501993
2006-12-21,93483389009
2006-12-22,93478670009
2006-12-26,94313933000
2006-12-27,95300203990
2006-12-28,94757518996
2006-12-29,94073264003
2007-01-03,94719766996
2007-01-04,93837314005
2007-01-05,93931694004
2007-01-08,96140185981
2007-01-09,96305350979
2007-01-10,98207107959
2007-01-11,99986170940
2007-01-12,100981879930
2007-01-16,100793119932
2007-01-17,100623235933
2007-01-18,98947990951
2007-01-19,99235849948
2007-01-22,100500541935
2007-01-23,100344814936
2007-01-24,103865188899
2007-01-25,100547731934
2007-01-26,100750648932
2007-01-29,99589774944
2007-01-30,98523280956
2007-01-31,100118302939
2007-02-01,100042798940
2007-02-02,100717615932
2007-02-05,100302343937
2007-02-06,101293333926
2007-02-07,100774243932
2007-02-08,100939408930
2007-02-09,100646830933
2007-02-12,99632245944
2007-02-13,100292905937
2007-02-14,102591058913
2007-02-15,102317356915
2007-02-16,102364546915
2007-02-20,104261584895
2007-02-21,103888783899
2007-02-22,103331941905
2007-02-23,100477648917
2007-02-26,99317398930
2007-02-27,92708615001
2007-02-28,93632173991
2007-03-01,92662205001
2007-03-02,90810446021
2007-03-05,88178999050
2007-03-06,91599416013
2007-03-07,90773318022
2007-03-08,92792153000
2007-03-09,93608968991
2007-03-12,94026658987
2007-03-13,92369822004
2007-03-14,92889613999
2007-03-15,93233047995
2007-03-16,92355899005
2007-03-19,93952402987
2007-03-20,94676398980
2007-03-21,97901893945
2007-03-22,97498126949
2007-03-23,98338147940
2007-03-26,98263891941
2007-03-27,97400665950
2007-03-28,95957314966
2007-03-29,96161518964
2007-03-30,95896981966
2007-04-02,95442163971
2007-04-03,97344973951
2007-04-04,96899437956
2007-04-05,96500311960
2007-04-09,96969052955
2007-04-10,97020103954
2007-04-11,96036211965
2007-04-12,96091903964
2007-04-13,95836648967
2007-04-16,99558730927
2007-04-17,99735088925
2007-04-18,100593673916
2007-04-19,101772487903
2007-04-20,102101998900
2007-04-23,103225120887
2007-04-24,102436150896
2007-04-25,104700958872
2007-04-26,104334319875
2007-04-27,104088346878
2007-04-30,101456899906
2007-05-01,101442976907
2007-05-02,101865307902
2007-05-03,102825994892
2007-05-04,105508492863
2007-05-07,105452800863
2007-05-08,104399293875
2007-05-09,105151135867
2007-05-10,103540708884
2007-05-11,105582748862
2007-05-14,104970136869
2007-05-15,104134756878
2007-05-16,105401749864
2007-05-17,105527056863
2007-05-18,106900792848
2007-05-21,106385641853
2007-05-22,107072509846
2007-05-23,106065412857
2007-05-24,104738086871
2007-05-25,103157420872
2007-05-29,104488454857
2007-05-30,106116798840
2007-05-31,105577066845
2007-06-01,105526752846
2007-06-04,105069352851
2007-06-05,104909262853
2007-06-06,103989888863
2007-06-07,100650868899
2007-06-08,102942442874
2007-06-11,103902982864
2007-06-12,104218588860
2007-06-13,106866934831
2007-06-14,103258048871
2007-06-15,103459304869
2007-06-18,103816076865
2007-06-19,104959576852
2007-06-20,103322084870
2007-06-21,103784058865
2007-06-22,101725758888
2007-06-25,99136874916
2007-06-26,97961356929
2007-06-27,100321540903
2007-06-28,100152302905
2007-06-29,99141448916
2007-07-02,100252930904
2007-07-03,102709168877
2007-07-05,101231766893
2007-07-06,102292934881
2007-07-09,102137418883
2007-07-10,99292390914
2007-07-11,99127726916
2007-07-12,100760644898
2007-07-13,101625130889
2007-07-16,100810958898
2007-07-17,100353558903
2007-07-18,98336424925
2007-07-19,96827004941
2007-07-20,94196954970
2007-07-23,93785294974
2007-07-24,90633809009
2007-07-25,92925382984
2007-07-26,89247887024
2007-07-27,88118109036
2007-07-30,89531475021
2007-07-31,86146715058
2007-08-01,86448599055
2007-08-02,85744203062
2007-08-03,82185631101
2007-08-06,85895145061
2007-08-07,87477749043
2007-08-08,88415419033
2007-08-09,83361149088
2007-08-10,82560699097
2007-08-13,81188499112
2007-08-14,77643649151
2007-08-15,75425259175
2007-08-16,77689389150
2007-08-17,80044999125
2007-08-20,79020423136
2007-08-21,80264551122
2007-08-22,81366885110
2007-08-23,81188499112
2007-08-24,82208501101
2007-08-27,81394329110
2007-08-28,78192529145
2007-08-29,79459527131
2007-08-30,78389211143
2007-08-31,74522633119
2007-09-04,76550719096
2007-09-05,75284753110
2007-09-06,75864811104
2007-09-07,75780131105
2007-09-10,77740473081
2007-09-11,77693899082
2007-09-12,77283201087
2007-09-13,79798197057
2007-09-14,80695805047
2007-09-17,79434073061
2007-09-18,84891698997
2007-09-19,87008698972
2007-09-20,86174600982
2007-09-21,88905530950
2007-09-24,89096060947
2007-09-25,89295058945
2007-09-26,90865872926
2007-09-27,91784650916
2007-09-28,91767714916
2007-10-01,94409730885
2007-10-02,96543666859
2007-10-03,96259988863
2007-10-04,95667228870
2007-10-05,96746898857
2007-10-08,96094862865
2007-10-09,101277278804
2007-10-10,99896994820
2007-10-11,96962832854
2007-10-12,98889302832
2007-10-15,97102554853
2007-10-16,95193020875
2007-10-17,96374306861
2007-10-18,96471688860
2007-10-19,92169944911
2007-10-22,94071010889
2007-10-23,94739982881
2007-10-24,95315806874
2007-10-25,95967842866
2007-10-26,99888526820
2007-10-29,103229152780
2007-10-30,101755720798
2007-10-31,104969326760
2007-11-01,101704912798
2007-11-02,97212638852
2007-11-05,92466324908
2007-11-06,94485942884
2007-11-07,90683810929
2007-11-08,88888594950
2007-11-09,89477120943
2007-11-12,90908212926
2007-11-13,98669134834
2007-11-14,98783452833
2007-11-15,96120266864
2007-11-16,95370848873
2007-11-19,93376634897
2007-11-20,92081030912
2007-11-21,88702298952
2007-11-23,91657630917
2007-11-26,87834328962
2007-11-27,90323920933
2007-11-28,96331966862
2007-11-29,95002490878
2007-11-30,95959374866
2007-12-03,98197990865
2007-12-04,93147214923
2007-12-05,94462926908
2007-12-06,96302326887
2007-12-07,94302790910
2007-12-10,97038086878
2007-12-11,91385718944
2007-12-12,92004622937
2007-12-13,90230142957
2007-12-14,91177974946
2007-12-17,90295062956
2007-12-18,87213526992
2007-12-19,88360446979
2007-12-20,87715574986
2007-12-21,90714878952
2007-12-24,92757694928
2007-12-26,93783430916
2007-12-27,91731958940
2007-12-28,91727630940
2007-12-31,93073638924
2008-01-02,89849278962
2008-01-03,88654750975
2008-01-04,86529703000
2008-01-07,84279143026
2008-01-08,82015599052
2008-01-09,82989399041
2008-01-10,85222647015
2008-01-11,86014671006
2008-01-14,87274118991
2008-01-15,83655911033
2008-01-16,85477999012
2008-01-17,82656143045
2008-01-18,81024487063
2008-01-22,82530631046
2008-01-23,86295991003
2008-01-24,86213759004
2008-01-25,82824935043
2008-01-28,84936999018
2008-01-29,84850439019
2008-01-30,85932439007
2008-01-31,86365239002
2008-02-01,89927182961
2008-02-04,86906238996
2008-02-05,82171407050
2008-02-06,81007175064
2008-02-07,82431087047
2008-02-08,80963895064
2008-02-11,80444535070
2008-02-12,78185319096
2008-02-13,77981903099
2008-02-14,76415167117
2008-02-15,77215847107
2008-02-19,75220639131
2008-02-20,76713799113
2008-02-21,75813575124
2008-02-22,76912887111
2008-02-25,76761407113
2008-02-26,74744559136
2008-02-27,78250239096
2008-02-28,76475759116
2008-02-29,72516824151
2008-03-03,70571699174
2008-03-04,69938999182
2008-03-05,70524674175
2008-03-06,67822874206
2008-03-07,68429924199
2008-03-10,66510449222
2008-03-11,69712424184
2008-03-12,69686774184
2008-03-13,70725599172
2008-03-14,67057649215
2008-03-17,64561049244
2008-03-18,75064724122
2008-03-19,71174474167
2008-03-20,76791824101
2008-03-24,76471199105
2008-03-25,76791824101
2008-03-26,75017699122
2008-03-27,71879849159
2008-03-28,70302374177
2008-03-31,70704224173
2008-04-01,75607649115
2008-04-02,75611924115
2008-04-03,75466574117
2008-04-04,74983499123
2008-04-07,76407074106
2008-04-08,76479749105
2008-04-09,74444849129
2008-04-10,72910124147
2008-04-11,71520749163
2008-04-14,69934724182
2008-04-15,70195499179
2008-04-16,72268874154
2008-04-17,73572749139
2008-04-18,76920074100
2008-04-21,77120999098
2008-04-22,76847399101
2008-04-23,76672124103
2008-04-24,80707724056
2008-04-25,82079999040
2008-04-28,81327599048
2008-04-29,82370699036
2008-04-30,81810674043
2008-05-01,85093874004
2008-05-02,85615423998
2008-05-05,84268799014
2008-05-06,84478274011
2008-05-07,81122399051
2008-05-08,80250299061
2008-05-09,80408474059
2008-05-12,82114199039
2008-05-13,81366074048
2008-05-14,81280574049
2008-05-15,80635049056
2008-05-16,80002349064
2008-05-19,78830999078
2008-05-20,77988824087
2008-05-21,76351499107
2008-05-22,75752999114
2008-05-23,73803599136
2008-05-27,74350799130
2008-05-28,74739824125
2008-05-29,75342599118
2008-05-30,75432915117
2008-06-02,73692583138
2008-06-03,72940007147
2008-06-04,73589959139
2008-06-05,75514159117
2008-06-06,72452543152
2008-06-09,70878975171
2008-06-10,71498995163
2008-06-11,69442239188
2008-06-12,71302299166
2008-06-13,76236803108
2008-06-16,77861683089
2008-06-17,76728543102
2008-06-18,78152451086
2008-06-19,79931267065
2008-06-20,78580051081
2008-06-23,76365083107
2008-06-24,77814647090
2008-06-25,78528739081
2008-06-26,75368775118
2008-06-27,74641855127
2008-06-30,74787239125
2008-07-01,74971107123
2008-07-02,76450603106
2008-07-03,76493363105
2008-07-07,72615031150
2008-07-08,74787239125
2008-07-09,72272951154
2008-07-10,72760415149
2008-07-11,69476447187
2008-07-14,67847291206
2008-07-15,67475279211
2008-07-16,73914935135
2008-07-17,77498223093
2008-07-18,78182383085
2008-07-21,77301527096
2008-07-22,80405903059
2008-07-23,80333211060
2008-07-24,77079175098
2008-07-25,76395015106
2008-07-28,73932039135
2008-07-29,77664987091
2008-07-30,79606291069
2008-07-31,78695503079
2008-08-01,77823199090
2008-08-04,76052935110
2008-08-05,77297251096
2008-08-06,76775579102
2008-08-07,73688307138
2008-08-08,75236219120
2008-08-11,76112799110
2008-08-12,71537479163
2008-08-13,70511239175
2008-08-14,71233883167
2008-08-15,69775767184
2008-08-18,68433103199
2008-08-19,67560799210
2008-08-20,67667699208
2008-08-21,66885191217
2008-08-22,68334755200
2008-08-25,66581595221
2008-08-26,66667115220
2008-08-27,66483247222
2008-08-28,69198507190
2008-08-29,75409802180
2008-09-02,76030667173
2008-09-03,77083838161
2008-09-04,73997909195
2008-09-05,75074075183
2008-09-08,78058826151
2008-09-09,74352032191
2008-09-10,72475640212
2008-09-11,72218096214
2008-09-12,70921178228
2008-09-15,62316449322
2008-09-16,61171298334
2008-09-17,52658549427
2008-09-18,49669199460
2008-09-19,59695019351
2008-09-22,55546721396
2008-09-23,57510494374
2008-09-24,61166699335
2008-09-25,62316449322
2008-09-26,63461600310
2008-09-29,55509929396
2008-09-30,58867199360
2008-10-01,61856549327
2008-10-02,60495245342
2008-10-03,58867199360
2008-10-06,57027599380
2008-10-07,52888499425
2008-10-08,51968699435
2008-10-09,46610864493
2008-10-10,40839119556
2008-10-13,51048899445
2008-10-14,56521709385
2008-10-15,52037684434
2008-10-16,51692759438
2008-10-17,52566569428
2008-10-20,55877849392
2008-10-21,55808864393
2008-10-22,52916093424
2008-10-23,49935941457
2008-10-24,46173959498
2008-10-27,42715511535
2008-10-28,43032842532
2008-10-29,44913833511
2008-10-30,41901488544
2008-10-31,42540749537
2008-11-03,40972490554
2008-11-04,43690499525
2008-11-05,40209056562
2008-11-06,37123127596
2008-11-07,35771021611
2008-11-10,32749478643
2008-11-11,34345331626
2008-11-12,30716720666
2008-11-13,32188400650
2008-11-14,30689126666
2008-11-17,28739150687
2008-11-18,28527596689
2008-11-19,25377281724
2008-11-20,23914799740
2008-11-21,24517268733
2008-11-24,31006457662
2008-11-25,33011621641
2008-11-26,35182349617
2008-11-28,37709825605
2008-12-01,31393823671
2008-12-02,31030999675
2008-12-03,32916729655
2008-12-04,32238821662
2008-12-05,33761727646
2008-12-08,36831409614
2008-12-09,34740397636
2008-12-10,34148421642
2008-12-11,33279553651
2008-12-12,32339075661
2008-12-15,31728003667
2008-12-16,36282399620
2008-12-17,37609571606
2008-12-18,38215869599
2008-12-19,38540501596
2008-12-22,36759799615
2008-12-23,35900479624
2008-12-24,36492455617
2008-12-26,36268077620
2008-12-29,36549743617
2008-12-30,39175443589
2008-12-31,40287785578
2009-01-02,41419223566
2009-01-05,42383571556
2009-01-06,42350153556
2009-01-07,40340299577
2009-01-08,40774733572
2009-01-09,40063407580
2009-01-12,37079657611
2009-01-13,37199007610
2009-01-14,36134405621
2009-01-15,35246441630
2009-01-16,34874069634
2009-01-20,28262079704
2009-01-21,33370259650
2009-01-22,33909721644
2009-01-23,35762033625
2009-01-26,35423079629
2009-01-27,37361323608
2009-01-28,41867979561
2009-01-29,39490527586
2009-01-30,38540501596
2009-02-02,39896317582
2009-02-03,39533493585
2009-02-04,41996877560
2009-02-05,44326589535
2009-02-06,46102517517
2009-02-09,46732685510
2009-02-10,43156959548
2009-02-11,45214553526
2009-02-12,45629891522
2009-02-13,46045229517
2009-02-17,40917953571
2009-02-18,40340299577
2009-02-19,41061173569
2009-02-20,40383265577
2009-02-23,38225417599
2009-02-24,44388651535
2009-02-25,42927807550
2009-02-26,43992409539
2009-02-27,43481591544
2009-03-02,41185297568
2009-03-03,39323437588
2009-03-04,40803377572
2009-03-05,39013127591
2009-03-06,36115309621
2009-03-09,35303729630
2009-03-10,40712671573
2009-03-11,44106985538
2009-03-12,46427149513
2009-03-13,47167119506
2009-03-16,44827859530
2009-03-17,47257825505
2009-03-18,50246349473
2009-03-19,47405819503
2009-03-20,46460567513
2009-03-23,53435381440
2009-03-24,52800439447
2009-03-25,53922329435
2009-03-26,53464025440
2009-03-27,59552079351
2009-03-30,55353459397
2009-03-31,58417019363
2009-04-01,60769789338
2009-04-02,62935219314
2009-04-03,65789399283
2009-04-06,64274149300
2009-04-07,63960079303
2009-04-08,63227249311
2009-04-09,68505829254
2009-04-13,71712649219
