,GS
2023-03-07,119951328000
2023-03-08,121063914000
2023-03-09,118568393999
2023-03-10,113570422000
2023-03-13,109355766000
2023-03-14,111657189999
2023-03-15,108205054000
2023-03-16,109210193999
2023-03-17,105206964000
2023-03-20,107283097999
2023-03-21,109969247999
2023-03-22,108718022000
2023-03-23,109127010000
2023-03-24,108336762000
2023-03-27,110402497999
2023-03-28,110371304000
2023-03-29,111161552000
2023-03-30,111307124000
2023-03-31,111969753000
2023-04-03,111767796000
2023-04-04,110443094999
2023-04-05,110059718999
2023-04-06,110357519999
2023-04-10,111233808000
2023-04-11,112058751000
2023-04-12,113041152000
2023-04-13,113688099000
2023-04-14,115327716000
2023-04-17,116272464000
2023-04-18,114297393000
2023-04-19,115317447000
2023-04-20,115940433000
2023-04-21,116950218000
2023-04-24,117737508000
2023-04-25,116204004000
2023-04-26,115204488000
2023-04-27,116929680000
2023-04-28,117559512000
2023-05-01,116577111000
2023-05-02,114112551000
2023-05-03,112496894999
2023-05-04,109967298000
2023-05-05,111938946000
2023-05-08,111764373000
2023-05-09,111168771000
2023-05-10,110408865000
2023-05-11,109782456000
2023-05-12,109364850000
2023-05-15,110244561000
2023-05-16,109813263000
2023-05-17,113020614000
2023-05-18,112815234000
2023-05-19,111641144999
2023-05-22,111220116000
2023-05-23,110758011000
2023-05-24,109470963000
2023-05-25,110864124000
2023-05-26,113647023000
2023-05-30,113243109000
2023-05-31,110870969999
2023-06-01,108303719999
2023-06-02,110785394999
2023-06-05,110155563000
2023-06-06,111863640000
2023-06-07,114927225000
2023-06-08,114831381000
2023-06-09,115019646000
2023-06-12,116207427000
2023-06-13,117237750000
2023-06-14,115841166000
2023-06-15,116293002000
2023-06-16,115803513000
2023-06-20,113205456000
2023-06-21,111271461000
2023-06-22,109392234000
2023-06-23,107725233000
2023-06-26,106920828000
2023-06-27,107293935000
2023-06-28,107365818000
2023-06-29,110593706999
2023-06-30,109244298000
2023-07-03,110622807000
2023-07-05,108400935000
2023-07-06,106013100000
2023-07-07,106748079000
2023-07-10,107188389000
2023-07-11,108682056000
2023-07-12,110551679999
2023-07-13,111323916000
2023-07-14,110480553000
2023-07-17,110822640000
2023-07-18,114233349000
2023-07-19,115344285000
2023-07-20,118836282000
2023-07-21,119208852000
2023-07-24,121569591000
2023-07-25,120136890000
2023-07-26,121105572000
2023-07-27,120072537000
2023-07-28,119639001000
2023-07-31,120533169000
2023-08-01,121159764000
2023-08-02,118917570000
2023-08-03,119615292000
2023-08-04,119635614000
2023-08-07,120428172000
2023-08-08,117955662000
2023-08-09,116069103000
2023-08-10,115293479999
2023-08-11,115405251000
2023-08-14,114392538000
2023-08-15,112519527000
2023-08-16,111469557000
2023-08-17,110931024000
2023-08-18,110053791000
2023-08-21,109081722000
2023-08-22,107974173000
2023-08-23,109173171000
2023-08-24,108370452000
2023-08-25,108434804999
2023-08-28,110406039000
2023-08-29,112634685000
2023-08-30,111290046000
2023-08-31,110995377000
2023-09-01,110890379999
2023-09-05,109654125000
2023-09-06,108766731000
2023-09-07,109047852000
2023-09-08,110253624000
2023-09-11,109958954999
2023-09-12,112075829999
2023-09-13,113457726000
2023-09-14,116705859000
2023-09-15,116018298000
2023-09-18,116282484000
2023-09-19,115798143000
2023-09-20,114040290000
2023-09-21,111852288000
2023-09-22,111056343000
2023-09-25,111378107999
2023-09-26,109677834000
2023-09-27,109044465000
2023-09-28,110145240000
2023-09-29,109593159000
2023-10-02,106920450000
2023-10-03,102764484000
2023-10-04,103597020000
2023-10-05,104234850000
2023-10-06,104899536000
2023-10-09,104943177000
2023-10-10,105668289000
2023-10-11,105080814000
2023-10-12,104016645000
2023-10-13,103832010000
2023-10-16,105540723000
2023-10-17,103852152000
2023-10-18,101367972000
2023-10-19,100438083000
2023-10-20,100726785000
2023-10-23,100448154000
2023-10-24,100434726000
2023-10-25,99622332000
2023-10-26,99699543000
2023-10-27,97322787000
2023-10-30,100988631000
2023-10-31,101921877000
2023-11-01,103113612000
2023-11-02,105329232000
2023-11-03,109982034000
2023-11-06,108736587000
2023-11-07,108750015000
2023-11-08,108954792000
2023-11-09,107685845999
2023-11-10,109273707000
2023-11-13,109743687000
2023-11-14,113708304000
2023-11-15,113332320000
2023-11-16,113020119000
2023-11-17,113866083000
2023-11-20,113953365000
2023-11-21,112449429000
2023-11-22,113681448000
2023-11-24,113852654999
2023-11-27,113369247000
2023-11-28,113349104999
2023-11-29,114225282000
2023-11-30,114654978000
2023-12-01,116967951000
2023-12-04,117290223000
2023-12-05,114725475000
2023-12-06,114799329000
2023-12-07,115688934000
2023-12-08,117773631000
2023-12-11,118085832000
2023-12-12,118371177000
2023-12-13,121768461000
2023-12-14,128730879000
2023-12-15,127737207000
2023-12-18,126357479999
2023-12-19,128388465000
2023-12-20,126733464000
2023-12-21,127757349000
2023-12-22,127784204999
2023-12-26,128106477000
2023-12-27,129069936000
2023-12-28,129717837000
2023-12-29,129502989000
2024-01-02,130313480000
2024-01-03,128128724000
2024-01-04,128518020000
2024-01-05,129689264000
2024-01-08,130501416000
2024-01-09,128783144000
2024-01-10,128185776000
2024-01-11,127444100000
2024-01-12,126772900000
2024-01-16,127679020000
2024-01-17,126581608000
2024-01-18,126490996000
2024-01-19,128266320000
2024-01-22,129528176000
2024-01-23,127786412000
2024-01-24,127326639999
2024-01-25,128434120000
2024-01-26,126786324000
2024-01-29,127715936000
2024-01-30,129833572000
2024-01-31,128873756000
2024-02-01,128820060000
2024-02-02,130165816000
2024-02-05,128541512000
2024-02-06,129202644000
2024-02-07,129763096000
2024-02-08,129219424000
2024-02-09,128957656000
2024-02-12,131769984000
2024-02-13,127108500000
2024-02-14,126870224000
2024-02-15,129346952000
2024-02-16,129018064000
2024-02-20,129044912000
2024-02-21,130303412000
2024-02-22,131041732000
2024-02-23,131236380000
2024-02-26,130957832000
2024-02-27,131155836000
2024-02-28,131951208000
2024-02-29,130565180000
2024-03-01,130246360000
2024-03-04,131639100000
2024-03-05,131189396000
2024-03-06,130739692000
2024-03-07,130357108000
2024-03-08,129873844000
2024-03-11,129595296000
2024-03-12,130273208000
2024-03-13,131659236000
2024-03-14,130417516000
2024-03-15,129947676000
2024-03-18,128994572000
2024-03-19,130434296000
2024-03-20,133055332000
2024-03-21,138841076000
2024-03-22,136528792000
2024-03-25,135897864000
2024-03-26,136314008000
2024-03-27,139357900000
2024-03-28,140176764000
2024-04-01,136375598000
2024-04-02,135267470000
2024-04-03,136537200000
2024-04-04,133981250000
2024-04-05,134581486000
2024-04-08,135396092000
2024-04-09,135452158000
2024-04-10,132170648000
2024-04-11,131088904000
2024-04-12,128453802000
2024-04-15,132210224000
2024-04-16,130884428000
2024-04-17,133209518000
2024-04-18,132945678000
2024-04-19,133239200000
2024-04-22,137642030000
2024-04-23,139835200000
2024-04-24,139518592000
2024-04-25,138532490000
2024-04-26,141012586000
2024-04-29,142081138000
2024-04-30,140728958000
2024-05-01,140808110000
2024-05-02,142661586000
2024-05-03,144511764000
2024-05-06,146322366000
2024-05-07,146365240000
2024-05-08,147404110000
2024-05-09,150243688000
2024-05-10,149969954000
2024-05-13,149584088000
2024-05-14,151203406000
2024-05-15,153716482000
2024-05-16,153198696000
2024-05-17,154254056000
2024-05-20,152677612000
2024-05-21,155141218000
2024-05-22,152492924000
2024-05-23,151097870000
2024-05-24,152097164000
2024-05-28,151645338000
2024-05-29,150774666000
2024-05-30,148485854000
2024-05-31,150560296000
2024-06-03,150052404000
2024-06-04,150157940000
2024-06-05,152262064000
2024-06-06,151081380000
2024-06-07,150029318000
2024-06-10,149580790000
2024-06-11,146520246000
2024-06-12,147981260000
2024-06-13,147206230000
2024-06-14,147242508000
2024-06-17,148469364000
2024-06-18,150860414000
2024-06-20,151064890000
2024-06-21,148469364000
2024-06-24,152397282000
2024-06-25,150843924000
2024-06-26,150342628000
2024-06-27,147077608000
2024-06-28,149175136000
2024-07-01,152915068000
2024-07-02,153558178000
2024-07-03,154320016000
2024-07-05,153274550000
2024-07-08,153297636000
2024-07-09,155939334000
2024-07-10,157937922000
2024-07-11,158050054000
2024-07-12,158264424000
2024-07-15,162337454000
2024-07-16,165895996000
2024-07-17,165618964000
2024-07-18,160352058000
2024-07-19,159929914000
2024-07-22,160625792000
2024-07-23,162311070000
2024-07-24,160513660000
2024-07-25,162165958000
2024-07-26,164580094000
2024-07-29,162499056000
2024-07-30,166769966000
2024-07-31,167878094000
2024-08-01,164939576000
2024-08-02,155217072000
2024-08-05,151384796000
2024-08-06,155078556000
2024-08-07,155998698000
2024-08-08,160206946000
2024-08-09,161687748000
