,PPL
2013-11-25,17960472000
2013-11-26,17765112480
2013-11-27,17834433600
2013-11-29,17960472000
2013-12-02,17790320160
2013-12-03,17973075840
2013-12-04,18042396960
2013-12-05,17714697120
2013-12-06,17531941440
2013-12-09,17576054880
2013-12-10,17330280000
2013-12-11,17141222400
2013-12-12,17116014720
2013-12-13,17103410880
2013-12-16,17197939680
2013-12-17,17128618560
2013-12-18,17355487680
2013-12-19,17147524320
2013-12-20,17355487680
2013-12-23,17399601120
2013-12-24,17462620320
2013-12-26,17393299200
2013-12-27,17456318400
2013-12-30,17513035680
2013-12-31,17610512080
2014-01-02,17351904990
2014-01-03,17332982520
2014-01-06,17408672400
2014-01-07,17509592240
2014-01-08,17351904990
2014-01-09,17383442440
2014-01-10,17730354390
2014-01-13,17642049530
2014-01-14,17578974630
2014-01-15,17377134950
2014-01-16,17478054790
2014-01-17,17320367540
2014-01-21,17484362280
2014-01-22,17648357020
2014-01-23,17648357020
2014-01-24,17484362280
2014-01-27,17408672400
2014-01-28,17591589610
2014-01-29,17597897100
2014-01-30,17787121800
2014-01-31,17894349130
2014-02-03,17843889210
2014-02-04,17730354390
2014-02-05,17623127060
2014-02-06,17730354390
2014-02-07,17755584350
2014-02-10,17988961480
2014-02-11,18190801160
2014-02-12,18197108650
2014-02-13,18361103390
2014-02-14,18449408250
2014-02-18,18600788010
2014-02-19,18499868170
2014-02-20,18607095500
2014-02-21,18613402990
2014-02-24,18619710480
2014-02-25,18676477890
2014-02-26,18808935180
2014-02-27,18708015340
2014-02-28,18897240040
2014-03-03,18733245300
2014-03-04,18909855020
2014-03-05,18726937810
2014-03-06,18361103390
2014-03-07,18632325460
2014-03-10,18569250560
2014-03-11,18531405620
2014-03-12,18840472630
2014-03-13,18947699960
2014-03-14,19181077090
2014-03-17,19174769600
2014-03-18,19193692070
2014-03-19,18853087610
2014-03-20,18853087610
2014-03-21,18985544900
2014-03-24,18947699960
2014-03-25,18947699960
2014-03-26,18966622430
2014-03-27,19199999560
2014-03-28,19300919400
2014-03-31,20083809000
2014-04-01,19861744120
2014-04-02,19646210560
2014-04-03,19678867160
2014-04-04,19822556200
2014-04-07,19874806760
2014-04-08,20175247480
2014-04-09,20018495800
2014-04-10,20011964480
2014-04-11,19757243000
2014-04-14,19848681480
2014-04-15,20122996920
2014-04-16,20253623320
2014-04-17,20083809000
2014-04-21,19959713920
2014-04-22,19959713920
2014-04-23,20064215040
2014-04-24,20234029360
2014-04-25,20331999160
2014-04-28,20377718400
2014-04-29,20273217280
2014-04-30,20207904080
2014-05-01,20730409680
2014-05-02,20482219520
2014-05-05,20821848160
2014-05-06,20723878360
2014-05-07,20906755320
2014-05-08,20645502520
2014-05-09,20377718400
2014-05-12,20064215040
2014-05-13,20234029360
2014-05-14,20331999160
2014-05-15,20462625560
2014-05-16,20691221760
2014-05-19,20351593120
2014-05-20,20162184840
2014-05-21,20194841440
2014-05-22,20345061800
2014-05-23,20227498040
2014-05-27,20808785520
2014-05-28,20991662480
2014-05-29,21076569640
2014-05-30,21265977920
2014-06-02,21076569640
2014-06-03,21207196040
2014-06-04,21128820200
2014-06-05,21154945480
2014-06-06,21004725119
2014-06-09,20736941000
2014-06-10,21024319080
2014-06-11,20436500280
2014-06-12,20312405200
2014-06-13,20625908560
2014-06-16,20769597600
2014-06-17,20619377240
2014-06-18,21024319080
2014-06-19,21076569640
2014-06-20,20978599840
2014-06-23,20887161360
2014-06-24,20913286640
2014-06-25,20945943240
2014-06-26,21063507000
2014-06-27,21324759800
2014-06-30,21906323040
2014-07-01,21673771840
2014-07-02,21162159200
2014-07-03,20982762560
2014-07-07,21009339840
2014-07-08,21035917120
2014-07-09,20962829600
2014-07-10,21109004640
2014-07-11,20856520480
2014-07-14,20577459040
2014-07-15,20670479520
2014-07-16,20743567040
2014-07-17,20550881760
2014-07-18,20863164800
2014-07-21,20816654560
2014-07-22,20736922720
2014-07-23,20756855680
2014-07-24,20823298880
2014-07-25,20610680640
2014-07-28,20989406880
2014-07-29,20776788640
2014-07-30,20424639680
2014-07-31,20338263520
2014-08-01,20431284000
2014-08-04,20371485120
2014-08-05,20059202080
2014-08-06,19693764480
2014-08-07,19966181600
2014-08-08,20344907840
2014-08-11,20344907840
2014-08-12,20431284000
2014-08-13,20530948800
2014-08-14,20763500000
2014-08-15,20843231840
2014-08-18,20743567040
2014-08-19,21015984160
2014-08-20,21009339840
2014-08-21,21142226240
2014-08-22,21069138720
2014-08-25,21155514880
2014-08-26,20916319360
2014-08-27,21148870560
2014-08-28,21241891040
2014-08-29,21348200160
2014-09-02,21128937600
2014-09-03,21268468320
2014-09-04,21228602400
2014-09-05,21314978560
2014-09-08,20776788640
2014-09-09,20544237440
2014-09-10,20324974880
2014-09-11,20457861280
2014-09-12,20119000960
2014-09-15,20125645280
2014-09-16,20650546560
2014-09-17,20630613600
2014-09-18,20517660160
2014-09-19,20736922720
2014-09-22,20544237440
2014-09-23,20411351040
2014-09-24,20212021440
2014-09-25,20231954400
2014-09-26,20172155520
2014-09-29,20305041920
2014-09-30,20268796350
2014-10-01,20428445550
2014-10-02,20461705800
2014-10-03,20667919350
2014-10-06,20661267300
2014-10-07,20727787800
2014-10-08,21153519000
2014-10-09,20800960350
2014-10-10,20847524700
2014-10-13,20761048050
2014-10-14,20734439850
2014-10-15,20055930750
2014-10-16,20401837350
2014-10-17,20581442700
2014-10-20,20947305450
2014-10-21,20947305450
2014-10-22,21206735400
2014-10-23,21200083350
2014-10-24,21313168200
2014-10-27,21399644850
2014-10-28,21499425600
2014-10-29,21299864100
2014-10-30,21492773550
2014-10-31,21599206350
2014-11-03,21692335050
2014-11-04,21565946100
2014-11-05,22463972850
2014-11-06,22211194950
2014-11-07,22537145400
2014-11-10,22703446650
2014-11-11,22570405650
2014-11-12,22131370350
2014-11-13,22038241650
2014-11-14,21871940400
2014-11-17,21998329350
2014-11-18,21985025250
2014-11-19,21845332200
2014-11-20,21765507600
2014-11-21,21918504750
2014-11-24,21698987100
2014-11-25,21725595299
2014-11-26,21752203500
2014-11-28,21931808850
2014-12-01,21971721150
2014-12-02,22144674450
2014-12-03,22157978550
2014-12-04,21991677300
2014-12-05,21758855550
2014-12-08,21738899400
2014-12-09,21871940400
2014-12-10,21592554300
2014-12-11,21798767850
2014-12-12,21612510450
2014-12-15,21246647700
2014-12-16,21106954650
2014-12-17,21506077650
2014-12-18,22131370350
2014-12-19,22224499049
2014-12-22,22231151100
2014-12-23,22463972850
2014-12-24,22829835600
2014-12-26,23049353250
2014-12-29,23415216000
2014-12-30,22976180700
2014-12-31,22483693540
2015-01-02,22503702760
2015-01-05,21983463040
2015-01-06,21976793300
2015-01-07,22076839400
2015-01-08,21990132780
2015-01-09,21876747200
2015-01-12,21763361620
2015-01-13,21536590460
2015-01-14,21796710320
2015-01-15,21856737980
2015-01-16,21863407720
2015-01-20,22023481480
2015-01-21,22290271080
2015-01-22,22096848620
2015-01-23,22136867060
2015-01-26,22096848620
2015-01-27,22096848620
2015-01-28,21983463040
2015-01-29,22216903940
2015-01-30,21970123560
2015-02-02,22216903940
2015-02-03,22517042240
2015-02-04,22163546019
2015-02-05,22477023800
2015-02-06,21796710320
2015-02-09,21443214100
2015-02-10,21843398500
2015-02-11,21496572019
2015-02-12,21569939160
2015-02-13,21469893060
2015-02-17,21396525920
2015-02-18,21923435380
2015-02-19,21756691880
2015-02-20,21649976040
2015-02-23,21763361620
2015-02-24,21816719540
2015-02-25,21423204880
2015-02-26,21216442940
2015-02-27,21103057360
2015-03-02,20669524260
2015-03-03,20729551920
2015-03-04,20576147900
2015-03-05,20676194000
2015-03-06,19642384300
2015-03-09,19642384300
2015-03-10,19575686900
2015-03-11,19435622360
2015-03-12,19749100140
2015-03-13,19682402740
2015-03-16,19989210780
2015-03-17,19982541040
2015-03-18,21069708660
2015-03-19,20849607240
2015-03-20,21263131120
2015-03-23,21143075800
2015-03-24,20922974380
2015-03-25,20489441280
2015-03-26,20436083360
2015-03-27,20516120240
2015-03-30,20769570360
2015-03-31,20874600450
2015-04-01,20881284600
2015-04-02,20994915150
2015-04-06,21322438500
2015-04-07,21048388350
2015-04-08,21135282300
2015-04-09,20914705350
2015-04-10,21115229850
2015-04-13,20794390650
2015-04-14,21001599300
2015-04-15,20814443100
2015-04-16,20754285750
2015-04-17,20647339350
2015-04-20,20961494400
2015-04-21,20847863850
2015-04-22,21068440800
2015-04-23,21235544550
2015-04-24,21449437350
2015-04-27,21101861550
2015-04-28,21315754350
2015-04-29,21342490950
2015-04-30,21108545700
2015-05-01,21202123800
2015-05-04,21369227550
2015-05-05,20934757800
2015-05-06,20700812550
2015-05-07,20714180850
2015-05-08,21028335900
2015-05-11,20934757800
2015-05-12,20861232150
2015-05-13,20647339350
2015-05-14,20827811400
2015-05-15,21041704200
2015-05-18,21262281150
2015-05-19,21456121500
2015-05-20,21616541100
2015-05-21,21436069050
2015-05-22,21349175100
2015-05-26,21282333600
2015-05-27,21502910550
2015-05-28,21583120350
2015-05-29,21529647150
2015-06-01,21563067900
2015-06-02,21262281150
2015-06-03,21028335900
2015-06-04,21021651750
2015-06-05,20687444250
2015-06-08,20132659800
2015-06-09,20119291500
2015-06-10,20199501300
2015-06-11,20406709950
2015-06-12,20152712250
2015-06-15,19998976800
2015-06-16,20072502450
2015-06-17,20293079400
2015-06-18,20600550300
2015-06-19,20406709950
2015-06-22,20460183150
2015-06-23,20092554900
2015-06-24,19865293800
2015-06-25,19811820600
2015-06-26,19885346250
2015-06-29,19684821750
2015-06-30,19767385610
2015-07-01,19821046650
2015-07-02,19988737400
2015-07-06,20136305260
2015-07-07,20746699590
2015-07-08,20693038550
2015-07-09,20552178320
2015-07-10,20813775890
2015-07-13,20773530110
2015-07-14,20786945370
2015-07-15,20947928490
2015-07-16,21075373460
2015-07-17,20860729300
2015-07-20,20820483520
2015-07-21,20726576700
2015-07-22,20780237740
2015-07-23,20599131730
2015-07-24,20592424100
2015-07-27,20833898780
2015-07-28,20941220860
2015-07-29,20994881900
2015-07-30,21135742130
2015-07-31,21336971030
2015-08-03,21383924440
2015-08-04,21149157390
2015-08-05,21283309990
2015-08-06,21524784670
2015-08-07,21705890680
2015-08-10,21739428829
2015-08-11,21900411950
2015-08-12,22302869750
2015-08-13,22235793450
2015-08-14,22376653680
2015-08-17,22524221540
2015-08-18,22423607090
2015-08-19,22483975760
2015-08-20,22383361310
2015-08-21,22068102700
2015-08-24,21041835310
2015-08-25,20485102020
2015-08-26,20981466640
2015-08-27,21296725250
2015-08-28,21041835310
2015-08-31,20786945370
2015-09-01,20122890000
2015-09-02,20223504450
2015-09-03,20297288380
2015-09-04,19901538210
2015-09-08,20042398440
2015-09-09,19727139830
2015-09-10,19800923760
2015-09-11,19901538210
2015-09-14,20022275550
2015-09-15,20176551040
2015-09-16,20344241790
2015-09-17,20659500400
2015-09-18,20766822480
2015-09-21,21015004790
2015-09-22,20820483520
2015-09-23,20847314040
2015-09-24,21182695540
2015-09-25,21444293110
2015-09-28,21397339700
2015-09-29,21605276230
2015-09-30,22135890920
2015-10-01,21940712800
2015-10-02,22236845120
2015-10-05,22532977439
2015-10-06,22250305680
2015-10-07,21960903640
2015-10-08,22270496520
2015-10-09,22230114840
2015-10-12,22492595760
2015-10-13,22499326040
2015-10-14,22667583040
2015-10-15,23010827320
2015-10-16,23192544880
2015-10-19,23078130120
2015-10-20,23071399840
2015-10-21,23051209000
2015-10-22,23387723000
2015-10-23,23004097040
2015-10-26,23105051240
2015-10-27,23084860399
2015-10-28,22492595760
2015-10-29,22741616120
2015-10-30,23152163200
2015-11-02,22983906200
2015-11-03,23118511800
2015-11-04,23232926560
2015-11-05,23031018160
2015-11-06,22263766240
2015-11-09,22243575399
2015-11-10,22398371840
2015-11-11,22876221720
2015-11-12,22418562680
2015-11-13,22250305680
2015-11-16,22903142840
2015-11-17,22458944360
2015-11-18,22627201360
2015-11-19,22956985080
2015-11-20,23219466000
2015-11-23,22862761160
2015-11-24,22835840040
2015-11-25,22647392200
2015-11-27,22647392200
2015-11-30,22909873120
2015-12-01,23017557600
2015-12-02,22331069040
2015-12-03,22216654280
2015-12-04,22707964720
2015-12-07,22593549960
2015-12-08,22283957080
2015-12-09,22499326040
2015-12-10,22162812040
2015-12-11,22014745880
2015-12-14,22055127560
2015-12-15,22384911280
2015-12-16,22768537240
2015-12-17,22829109760
2015-12-18,22640661920
2015-12-21,22465674640
2015-12-22,22755076680
2015-12-23,23044478720
2015-12-24,23057939280
2015-12-28,22977175920
2015-12-29,23179084320
2015-12-30,23111781520
2015-12-31,23052801330
2016-01-04,22748852880
2016-01-05,22992011640
2016-01-06,22917713130
2016-01-07,22654291140
2016-01-08,22552974990
2016-01-11,22890695490
2016-01-12,22661045549
2016-01-13,22627273500
2016-01-14,23073064559
2016-01-15,22485430890
2016-01-19,22715080830
2016-01-20,22154464799
2016-01-21,22444904429
2016-01-22,22971748410
2016-01-25,22802888160
2016-01-26,22850169030
2016-01-27,22856923440
2016-01-28,23181135120
2016-01-29,23680961460
2016-02-01,24261840720
2016-02-02,24565789170
2016-02-03,24781930290
2016-02-04,24761667059
2016-02-05,24423946559
2016-02-08,24309121590
2016-02-09,24403683330
2016-02-10,24498245070
2016-02-11,24248331900
2016-02-12,24140261340
2016-02-16,24336139230
2016-02-17,24309121590
2016-02-18,24667105320
2016-02-19,24491490660
2016-02-22,24315876000
2016-02-23,24363156870
2016-02-24,24268595130
2016-02-25,24552280350
2016-02-26,23518855620
2016-02-29,23633680590
2016-03-01,23525610030
2016-03-02,23586399720
2016-03-03,23816049660
2016-03-04,24092980470
2016-03-07,24356402460
2016-03-08,24288858360
2016-03-09,24626578860
2016-03-10,24687368549
2016-03-11,24694122960
2016-03-14,24559034760
2016-03-15,24660350910
2016-03-16,24944036130
2016-03-17,25376318370
2016-03-18,25031843460
2016-03-21,25119650790
2016-03-22,24998071410
2016-03-23,25031843460
2016-03-24,25119650790
2016-03-28,25106141970
2016-03-29,25396581600
2016-03-30,25464125700
2016-03-31,25778910150
2016-04-01,25860167550
2016-04-04,25751824350
2016-04-05,25277822850
2016-04-06,25433566200
2016-04-07,25298137200
2016-04-08,25325223000
2016-04-11,25183022550
2016-04-12,25365851700
2016-04-13,25128850950
2016-04-14,25088222249
2016-04-15,25420023300
2016-04-18,25548680849
2016-04-19,25596080999
2016-04-20,25088222249
2016-04-21,24560049150
2016-04-22,24722563950
2016-04-25,24749649749
2016-04-26,24688706700
2016-04-27,24959564700
2016-04-28,25237194150
2016-04-29,25487737800
2016-05-02,25968510750
2016-05-03,25785681600
2016-05-04,25982053650
2016-05-05,25948196400
2016-05-06,25934653499
2016-05-09,26029453800
2016-05-10,26049768150
2016-05-11,26212282950
2016-05-12,26347711949
2016-05-13,26334169050
2016-05-16,26279997450
2016-05-17,25934653499
2016-05-18,25379394599
2016-05-19,25663795500
2016-05-20,25704424200
2016-05-23,25359080250
2016-05-24,25772138700
2016-05-25,25731510000
2016-05-26,26103939749
2016-05-27,26191968600
2016-05-31,26097168300
2016-06-01,26164882800
2016-06-02,26117482650
2016-06-03,26611798499
2016-06-06,26557626900
2016-06-07,26571169800
2016-06-08,26320626150
2016-06-09,26577941250
2016-06-10,26625341400
2016-06-13,26259683100
2016-06-14,26408655000
2016-06-15,26293540350
2016-06-16,26408655000
2016-06-17,26435740800
2016-06-20,26869113600
2016-06-21,26862342150
2016-06-22,26618569950
2016-06-23,26706598800
2016-06-24,25176251100
2016-06-27,24763192650
2016-06-28,24824135699
2016-06-29,25088222249
2016-06-30,25598803500
2016-07-01,25497086400
2016-07-05,25510648680
2016-07-06,25293652199
2016-07-07,25069874580
2016-07-08,25402150440
2016-07-11,25524210960
2016-07-12,25293652199
2016-07-13,25442837280
2016-07-14,25151248260
2016-07-15,25191935100
2016-07-18,25307214480
2016-07-19,25205497380
2016-07-20,25056312300
2016-07-21,25178372820
2016-07-22,25564897800
2016-07-25,25449618420
2016-07-26,25313995620
2016-07-27,25103780280
2016-07-28,25252965360
2016-07-29,25571678940
2016-08-01,25497086400
2016-08-02,25198716239
2016-08-03,25158029400
2016-08-04,25063093440
2016-08-05,24927470640
2016-08-08,24846096960
2016-08-09,24581632500
2016-08-10,24432447420
2016-08-11,24683349600
2016-08-12,24588413640
2016-08-15,24018797880
2016-08-16,23713646580
2016-08-17,23984892180
2016-08-18,24127296120
2016-08-19,23835707100
2016-08-22,24018797880
2016-08-23,23910299640
2016-08-24,23910299640
2016-08-25,23950986480
2016-08-26,23503431239
2016-08-29,23720427719
2016-08-30,23401714140
2016-08-31,23584804920
2016-09-01,23354246160
2016-09-02,23754333420
2016-09-06,23944205340
2016-09-07,23537336940
2016-09-08,23693303160
2016-09-09,22804973820
2016-09-12,23198279940
2016-09-13,22886347500
2016-09-14,23144030820
2016-09-15,23516993520
2016-09-16,23795020260
2016-09-19,23808582540
2016-09-20,23578023780
2016-09-21,24039141300
2016-09-22,24290043480
2016-09-23,24208669800
2016-09-26,24249356640
2016-09-27,23896737360
2016-09-28,23808582540
2016-09-29,23611929480
2016-09-30,23495189370
2016-10-03,23073811950
2016-10-04,22360188900
2016-10-05,22190278650
2016-10-06,22088332500
2016-10-07,21918422250
2016-10-10,22095128910
2016-10-11,21877643790
2016-10-12,22101925320
2016-10-13,22428153000
2016-10-14,22373781720
2016-10-17,22468931460
2016-10-18,22706805809
2016-10-19,22672823760
2016-10-20,22822344780
2016-10-21,22645638120
2016-10-24,22788362730
2016-10-25,22903901700
2016-10-26,22999051440
2016-10-27,22890308880
2016-10-28,22978662210
2016-10-31,23338871940
2016-11-01,23107794000
2016-11-02,23046626309
2016-11-03,23175758100
2016-11-04,23121386820
2016-11-07,23481596549
2016-11-08,23610728340
2016-11-09,22822344780
2016-11-10,22502913510
2016-11-11,22530099150
2016-11-14,22333003260
2016-11-15,22591266840
2016-11-16,22339799670
2016-11-17,22312614030
2016-11-18,22319410440
2016-11-21,22659230940
2016-11-22,22645638120
2016-11-23,22299021210
2016-11-25,22645638120
2016-11-28,23209740150
2016-11-29,23236925790
2016-11-30,22740787860
2016-12-01,22496117100
2016-12-02,22659230940
2016-12-05,22598063250
2016-12-06,22482524280
2016-12-07,22496117100
2016-12-08,22502913510
2016-12-09,22774769910
2016-12-12,23067015540
2016-12-13,23250518610
2016-12-14,22958272980
2016-12-15,23209740150
2016-12-16,23535967830
2016-12-19,23501985780
2016-12-20,23447614500
2016-12-21,23400039630
2016-12-22,23420428860
2016-12-23,23304889890
2016-12-27,23250518610
2016-12-28,23012644260
2016-12-29,23284500660
2016-12-30,23141776049
2017-01-03,23170414460
2017-01-04,23218076200
2017-01-05,23354252599
2017-01-06,23531281920
2017-01-09,23299782040
2017-01-10,23109135080
2017-01-11,23313399680
2017-01-12,23490429000
2017-01-13,23395105520
2017-01-17,23619796580
2017-01-18,23517664280
2017-01-19,23306590859
2017-01-20,23422340800
2017-01-23,23395105520
2017-01-24,23565326020
2017-01-25,23504046640
2017-01-26,23429149619
2017-01-27,23333826140
2017-01-30,23408723160
2017-01-31,23721928880
2017-02-01,23796825900
2017-02-02,24021516960
2017-02-03,24144075720
2017-02-06,23994281680
2017-02-07,24103222800
2017-02-08,24273443300
2017-02-09,24116840440
2017-02-10,24171311000
2017-02-13,24327913859
2017-02-14,24150884540
2017-02-15,24157693359
2017-02-16,24321105040
2017-02-17,24259825660
2017-02-21,24532178460
2017-02-22,24647928400
2017-02-23,24865810640
2017-02-24,25076884060
2017-02-27,24899854740
2017-02-28,25110928160
2017-03-01,25008795859
2017-03-02,25083692880
2017-03-03,24974751760
2017-03-06,25042839960
2017-03-07,25049648780
2017-03-08,24538987280
2017-03-09,24532178460
2017-03-10,24729634240
2017-03-13,24818148900
2017-03-14,24804531260
2017-03-15,25124545800
2017-03-16,25015604680
2017-03-17,25185825180
2017-03-20,25056457599
2017-03-21,25512648540
2017-03-22,25628398480
2017-03-23,25628398480
2017-03-24,25601163200
2017-03-27,25573927920
2017-03-28,25669251400
2017-03-29,25492222080
2017-03-30,25356045680
2017-03-31,25568814990
2017-04-03,25377339510
2017-04-04,25555138170
2017-04-05,25650875910
2017-04-06,25582491809
2017-04-07,25486754070
2017-04-10,25493592480
2017-04-11,25541461350
2017-04-12,25835512980
2017-04-13,25698744780
2017-04-17,25938089130
2017-04-18,26054342100
2017-04-19,25828674570
2017-04-20,25849189799
2017-04-21,25938089130
2017-04-24,25985958000
2017-04-25,26095372559
2017-04-26,25944927540
2017-04-27,26040665280
2017-04-28,26061180510
2017-05-01,25972281179
2017-05-02,26013311640
2017-05-03,25972281179
2017-05-04,26286848040
2017-05-05,26348393730
2017-05-08,26457808290
2017-05-09,26238979170
2017-05-10,26348393730
2017-05-11,26355232140
2017-05-12,26505677160
2017-05-15,26553546030
2017-05-16,26314201679
2017-05-17,26457808290
2017-05-18,26533030799
2017-05-19,26546707620
2017-05-22,26772375150
2017-05-23,26868112890
2017-05-24,27059588370
2017-05-25,27285255900
2017-05-26,27257902260
2017-05-30,27264740670
2017-05-31,27292094309
2017-06-01,27326286360
2017-06-02,27394670460
2017-06-05,27367316820
2017-06-06,27285255900
2017-06-07,27121134059
2017-06-08,26950173809
2017-06-09,26806567200
2017-06-12,26587738080
2017-06-13,26656122179
2017-06-14,26868112890
2017-06-15,26970689040
2017-06-16,27004881090
2017-06-19,27066426780
2017-06-20,26902304940
2017-06-21,26936496990
2017-06-22,26683475820
2017-06-23,26553546030
2017-06-26,26868112890
2017-06-27,26683475820
2017-06-28,26560384440
2017-06-29,26437293059
2017-06-30,26542525579
2017-07-03,26281631640
2017-07-05,26288497270
2017-07-06,26109990890
2017-07-07,26137453410
2017-07-10,26048200220
2017-07-11,25924618880
2017-07-12,25952081399
2017-07-13,25704918720
2017-07-14,25649993680
2017-07-17,25862828210
2017-07-18,25876559470
2017-07-19,26171781560
2017-07-20,26254169120
2017-07-21,26467003649
2017-07-24,26364019200
2017-07-25,26068797110
2017-07-26,26151184670
2017-07-27,26171781560
2017-07-28,26212975340
2017-07-31,26315959790
2017-08-01,26508197430
2017-08-02,26748494480
2017-08-03,26851478930
2017-08-04,26631778770
2017-08-07,26659241290
2017-08-08,26659241290
2017-08-09,26501331800
2017-08-10,26604316250
2017-08-11,26425809870
2017-08-14,26549391210
2017-08-15,26721031960
2017-08-16,26810285149
2017-08-17,26652375660
2017-08-18,26721031960
2017-08-21,26734763220
2017-08-22,26803419520
2017-08-23,27132969760
2017-08-24,27119238500
2017-08-25,27181029170
2017-08-28,27139835390
2017-08-29,27036850940
2017-08-30,26899538340
2017-08-31,26940732120
2017-09-01,26851478930
2017-09-05,26892672710
2017-09-06,26858344560
2017-09-07,26885807079
2017-09-08,27153566649
2017-09-11,27345804290
2017-09-12,26824016410
2017-09-13,26652375660
2017-09-14,26858344560
2017-09-15,26988791530
2017-09-18,26851478930
2017-09-19,26927000860
2017-09-20,26666106920
2017-09-21,26645510030
2017-09-22,26412078610
2017-09-25,26528794320
2017-09-26,26597450620
2017-09-27,26096259630
2017-09-28,26212975340
2017-09-29,26055065850
2017-10-02,26010316360
2017-10-03,25831029980
2017-10-04,25962046950
2017-10-05,25720699899
2017-10-06,25734491160
2017-10-09,25810343090
2017-10-10,26099959550
2017-10-11,26148228960
2017-10-12,26458532310
2017-10-13,25899986280
2017-10-16,25789656200
2017-10-17,25844821239
2017-10-18,25872403760
2017-10-19,26072377030
2017-10-20,26031003250
2017-10-23,26293037190
2017-10-24,26148228960
2017-10-25,25989629470
2017-10-26,25989629470
2017-10-27,26031003250
2017-10-30,25851716870
2017-10-31,25899986280
2017-11-01,25472457220
2017-11-02,25444874700
2017-11-03,25334544620
2017-11-06,25175945130
2017-11-07,25658639230
2017-11-08,25458665960
2017-11-09,25348335880
2017-11-10,25024241270
2017-11-13,25258692690
2017-11-14,25562100410
2017-11-15,25203527649
2017-11-16,24975971860
2017-11-17,25003554380
2017-11-20,24762207329
2017-11-21,24838059260
2017-11-22,24865641780
2017-11-24,25038032530
2017-11-27,25224214540
2017-11-28,25189736390
2017-11-29,25244901430
2017-11-30,25286275210
2017-12-01,25010450010
2017-12-04,24796685480
2017-12-05,24334678270
2017-12-06,24417425829
2017-12-07,24148496260
2017-12-08,23789923500
2017-12-11,23872671060
2017-12-12,23472724520
2017-12-13,23355498810
2017-12-14,23307229399
2017-12-15,23424455110
2017-12-18,23424455110
2017-12-19,22355632460
2017-12-20,21783295170
2017-12-21,21507469970
2017-12-22,21466096190
2017-12-26,21210957880
2017-12-27,21259227290
2017-12-28,21314392330
2017-12-29,21341974850
2018-01-02,21252128400
2018-01-03,21300744380
2018-01-04,21356305500
2018-01-05,21495208300
2018-01-08,21807739600
2018-01-09,21759123620
2018-01-10,21460482600
2018-01-11,21446592320
2018-01-12,21585495120
2018-01-16,21710507640
2018-01-17,21925806980
2018-01-18,21953587540
2018-01-19,21939697260
2018-01-22,21870245860
2018-01-23,22064709780
2018-01-24,22224448000
2018-01-25,22411966780
2018-01-26,22231393140
2018-01-29,21898026420
2018-01-30,21821629880
2018-01-31,22134161180
2018-02-01,21689672220
2018-02-02,21661891660
2018-02-05,21043774200
2018-02-06,20884035980
2018-02-07,21022938780
2018-02-08,20502053280
2018-02-09,20877090840
2018-02-12,21154896440
2018-02-13,21321579800
2018-02-14,21022938780
2018-02-15,21599385400
2018-02-16,21842465300
2018-02-20,21411866620
2018-02-21,20911816540
2018-02-22,20502053280
2018-02-23,21071554760
2018-02-26,20710407480
2018-02-27,20258973380
2018-02-28,19897826100
2018-03-01,19613075360
2018-03-02,19258873220
2018-03-05,19668636480
2018-03-06,19224147520
2018-03-07,19182476680
2018-03-08,19286653780
2018-03-09,19126915560
2018-03-12,19369995460
2018-03-13,19279708640
2018-03-14,19397776020
2018-03-15,19335269760
2018-03-16,19529733680
2018-03-19,19036628740
2018-03-20,18932451640
2018-03-21,18904671080
2018-03-22,18974122480
2018-03-23,18842164820
2018-03-26,19064409300
2018-03-27,19376940600
2018-03-28,19564459380
2018-03-29,19647801060
2018-04-02,19614108360
2018-04-03,19593138180
2018-04-04,19467317100
2018-04-05,19572168000
2018-04-06,19523237580
2018-04-09,19677018900
2018-04-10,19355476140
2018-04-11,19523237580
2018-04-12,19250625240
2018-04-13,19425376740
2018-04-16,19614108360
2018-04-17,19823810160
2018-04-18,19704979140
2018-04-19,19767889680
2018-04-20,19495277340
2018-04-23,19628088480
2018-04-24,19921671000
2018-04-25,20019531840
2018-04-26,20159333040
2018-04-27,20271174000
2018-04-30,20341074600
2018-05-01,20159333040
2018-05-02,20054482140
2018-05-03,20026521900
2018-05-04,20236223700
2018-05-07,19977591480
2018-05-08,19187714700
2018-05-09,19495277340
2018-05-10,19697989080
2018-05-11,19446346920
2018-05-14,19327515900
2018-05-15,19033933380
2018-05-16,18880152060
2018-05-17,18691420440
2018-05-18,18677440320
2018-05-21,18817241520
2018-05-22,19089853860
2018-05-23,19180724640
2018-05-24,19222665000
2018-05-25,19187714700
2018-05-29,18894132180
2018-05-30,19110824040
2018-05-31,19096843920
2018-06-01,18845201760
2018-06-04,18859181880
2018-06-05,18789281280
2018-06-06,17943484020
2018-06-07,17901543660
2018-06-08,18027364740
2018-06-11,17964454200
2018-06-12,18272016840
2018-06-13,18258036720
2018-06-14,18922092420
2018-06-15,18929082480
2018-06-18,19089853860
2018-06-19,19054903560
2018-06-20,19089853860
2018-06-21,19460327040
2018-06-22,19753909560
2018-06-25,20124382740
2018-06-26,20047492080
2018-06-27,20075452320
2018-06-28,20005551720
2018-06-29,19956621300
2018-07-02,20225200200
2018-07-03,20436319200
2018-07-05,20731885800
2018-07-06,20809296100
2018-07-09,19767775700
2018-07-10,19922596300
2018-07-11,20035193100
2018-07-12,20161864500
2018-07-13,20070379600
