,SRCL
2004-10-19,1983404035
2004-10-20,1982522326
2004-10-21,1988253434
2004-10-22,1983844890
2004-10-25,1967533276
2004-10-26,1950339954
2004-10-27,1842771475
2004-10-28,1985167453
2004-10-29,1998393085
2004-11-01,1996629668
2004-11-02,1980318054
2004-11-03,2032338876
2004-11-04,2019554098
2004-11-05,1977672928
2004-11-08,1941082011
2004-11-09,1930942359
2004-11-10,1922566125
2004-11-11,1907577075
2004-11-12,1884652645
2004-11-15,1865695905
2004-11-16,1882007518
2004-11-17,1897878278
2004-11-18,1894792297
2004-11-19,1892147170
2004-11-22,1895674006
2004-11-23,1882448373
2004-11-24,1880684955
2004-11-26,1885975208
2004-11-29,1862609924
2004-11-30,1842330621
2004-12-01,1864814196
2004-12-02,1905813657
2004-12-03,1941522865
2004-12-06,1988694288
2004-12-07,1977232073
2004-12-08,2022640078
2004-12-09,2042919382
2004-12-10,2087445678
2004-12-13,2062316976
2004-12-14,2054381597
2004-12-15,2041596819
2004-12-16,2030134604
2004-12-17,2023962642
2004-12-20,1990457706
2004-12-21,2018672389
2004-12-22,2033661439
2004-12-23,2036747420
2004-12-27,2015145553
2004-12-28,2065843812
2004-12-29,2031457167
2004-12-30,2045123654
2004-12-31,2047488393
2005-01-03,2049716346
2005-01-04,2027436820
2005-01-05,2024763277
2005-01-06,2025208867
2005-01-07,2161113973
2005-01-10,2194978852
2005-01-11,2191859718
2005-01-12,2235973179
2005-01-13,2226170187
2005-01-14,2223496644
2005-01-18,2200771528
2005-01-19,2188294994
2005-01-20,2167352240
2005-01-21,2168689012
2005-01-24,2174481688
2005-01-25,2203445071
2005-01-26,2223496644
2005-01-27,2261371838
2005-01-28,2270729238
2005-01-31,2291671992
2005-02-01,2299247031
2005-02-02,2284542544
2005-02-03,2272066010
2005-02-04,2270283648
2005-02-07,2275185144
2005-02-08,2269838057
2005-02-09,2264490971
2005-02-10,2219486330
2005-02-11,2020307372
2005-02-14,2057291384
2005-02-15,2040804535
2005-02-16,2051944298
2005-02-17,2035011859
2005-02-18,2031892725
2005-02-22,1997136665
2005-02-23,2019861781
2005-02-24,2032338316
2005-02-25,2046597212
2005-02-28,2048825164
2005-03-01,2076006186
2005-03-02,2054617841
2005-03-03,2050607527
2005-03-04,2050607527
2005-03-07,2082690043
2005-03-08,2071995871
2005-03-09,2066203194
2005-03-10,2074223824
2005-03-11,2043478078
2005-03-14,2059073746
2005-03-15,2070659099
2005-03-16,2042586897
2005-03-17,2025208867
2005-03-18,2022980915
2005-03-21,2017633829
2005-03-22,2015851467
2005-03-23,1992012374
2005-03-24,1981986588
2005-03-28,1971738006
2005-03-29,1972183597
2005-03-30,1979313045
2005-03-31,1950229351
2005-04-01,1988174990
2005-04-04,1943610925
2005-04-05,1962583745
2005-04-06,1952435493
2005-04-07,1948023209
2005-04-08,1948023209
2005-04-11,1942287240
2005-04-12,1937874957
2005-04-13,1937874957
2005-04-14,1938757413
2005-04-15,1946699524
2005-04-18,1992587273
2005-04-19,1997882014
2005-04-20,1946699524
2005-04-21,1959936375
2005-04-22,1949346894
2005-04-25,1993910958
2005-04-26,2104659277
2005-04-27,2118337356
2005-04-28,2107747875
2005-04-29,2147458428
2005-05-02,2192022492
2005-05-03,2184521610
2005-05-04,2201288288
2005-05-05,2131574207
2005-05-06,2131132978
2005-05-09,2146134743
2005-05-10,2163783877
2005-05-11,2182315468
2005-05-12,2160254050
2005-05-13,2145693514
2005-05-16,2161577735
2005-05-17,2166431247
2005-05-18,2180550555
2005-05-19,2204818114
2005-05-20,2176579499
2005-05-23,2149223341
2005-05-24,2158489137
2005-05-25,2128044380
2005-05-26,2164225105
2005-05-27,2170843531
2005-05-31,2190698807
2005-06-01,2263501486
2005-06-02,2288651503
2005-06-03,2276297109
2005-06-06,2278503251
2005-06-07,2271884825
2005-06-08,2240557612
2005-06-09,2282033077
2005-06-10,2304535724
2005-06-13,2346893646
2005-06-14,2357041899
2005-06-15,2369837521
2005-06-16,2374691033
2005-06-17,2315566433
2005-06-20,2291740101
2005-06-21,2276297109
2005-06-22,2252029549
2005-06-23,2225555847
2005-06-24,2178344413
2005-06-27,2184962838
2005-06-28,2224232162
2005-06-29,2228203218
2005-06-30,2234952685
2005-07-01,2253606901
2005-07-05,2261157417
2005-07-06,2247388829
2005-07-07,2246500533
2005-07-08,2250497865
2005-07-11,2266043044
2005-07-12,2332665243
2005-07-13,2358869974
2005-07-14,2380633226
2005-07-15,2425492173
2005-07-18,2489893631
2005-07-19,2504994663
2005-07-20,2530755247
2005-07-21,2532087690
2005-07-22,2546744574
2005-07-25,2530311099
2005-07-26,2545856278
2005-07-27,2556071682
2005-07-28,2596489149
2005-07-29,2581388117
2005-08-01,2596489149
2005-08-02,2597821593
2005-08-03,2581832265
2005-08-04,2639127356
2005-08-05,2641348096
2005-08-08,2637794912
2005-08-09,2633797580
2005-08-10,2609369441
2005-08-11,2607592849
2005-08-12,2623138028
2005-08-15,2628467804
2005-08-16,2612478477
2005-08-17,2621361436
2005-08-18,2595600853
2005-08-19,2574725898
2005-08-22,2597377445
2005-08-23,2592935965
2005-08-24,2529422803
2005-08-25,2553406794
2005-08-26,2531199395
2005-08-29,2552074350
2005-08-30,2545856278
2005-08-31,2581832265
2005-09-01,2567175382
2005-09-02,2567175382
2005-09-06,2578279081
2005-09-07,2588494485
2005-09-08,2580055673
2005-09-09,2599154037
2005-09-12,2582720561
2005-09-13,2568507826
2005-09-14,2549853610
2005-09-15,2536973318
2005-09-16,2537861614
2005-09-19,2523204731
2005-09-20,2509880291
2005-09-21,2430377801
2005-09-22,2448143720
2005-09-23,2483675560
2005-09-26,2510768587
2005-09-27,2518763251
2005-09-28,2502329775
2005-09-29,2540082354
2005-09-30,2518153186
2005-10-03,2500528317
2005-10-04,2469244174
2005-10-05,2434435058
2005-10-06,2447213088
2005-10-07,2435316301
2005-10-10,2470125418
2005-10-11,2467922309
2005-10-12,2441485005
2005-10-13,2417691432
2005-10-14,2425622623
2005-10-17,2423419515
2005-10-18,2405794645
2005-10-19,2423419515
2005-10-20,2395219724
2005-10-21,2402269671
2005-10-24,2416369567
2005-10-25,2421216406
2005-10-26,2536659299
2005-10-27,2490394017
2005-10-28,2548996708
2005-10-31,2536218677
2005-11-01,2627427375
2005-11-02,2663558357
2005-11-03,2594380746
2005-11-04,2574112146
2005-11-07,2560012251
2005-11-08,2563537225
2005-11-09,2599668207
2005-11-10,2660033384
2005-11-11,2642849136
2005-11-14,2663117736
2005-11-15,2678539496
2005-11-16,2663117736
2005-11-17,2710704882
2005-11-18,2709383017
2005-11-21,2720839182
2005-11-22,2709823639
2005-11-23,2714670478
2005-11-25,2725245400
2005-11-28,2686470687
2005-11-29,2686470687
2005-11-30,2701892448
2005-12-01,2725245400
2005-12-02,2709823639
2005-12-05,2741107782
2005-12-06,2731854726
2005-12-07,2723923534
2005-12-08,2717314208
2005-12-09,2703214313
2005-12-12,2667083331
2005-12-13,2731854726
2005-12-14,2798829228
2005-12-15,2667083331
2005-12-16,2672811414
2005-12-19,2585568311
2005-12-20,2584246446
2005-12-21,2553402925
2005-12-22,2533574947
2005-12-23,2592618259
2005-12-27,2594821367
2005-12-28,2632714836
2005-12-29,2616852454
2005-12-30,2594380746
2006-01-03,2582483959
2006-01-04,2574552768
2006-01-05,2559571629
2006-01-06,2585568311
2006-01-09,2593058881
2006-01-10,2573230903
2006-01-11,2550318573
2006-01-12,2523881269
2006-01-13,2542387382
2006-01-17,2532253082
2006-01-18,2529168730
2006-01-19,2547234221
2006-01-20,2543268625
2006-01-23,2537540543
2006-01-24,2569705929
2006-01-25,2569265307
2006-01-26,2560452873
2006-01-27,2584687068
2006-01-30,2586008933
2006-01-31,2633596080
2006-02-01,2637561675
2006-02-02,2580721472
2006-02-03,2603193180
2006-02-06,2637121054
2006-02-07,2639764784
2006-02-08,2597465098
2006-02-09,2583365202
2006-02-10,2573230903
2006-02-13,2568824685
2006-02-14,2593940124
2006-02-15,2642408514
2006-02-16,2694842500
2006-02-17,2684267579
2006-02-21,2657389653
2006-02-22,2667083331
2006-02-23,2655627166
2006-02-24,2663998979
2006-02-27,2664880223
2006-02-28,2663558357
2006-03-01,2663998979
2006-03-02,2665320844
2006-03-03,2745513999
2006-03-06,2788254307
2006-03-07,2793541768
2006-03-08,2822622802
2006-03-09,2830113371
2006-03-10,2874616166
2006-03-13,2879903627
2006-03-14,2851703836
2006-03-15,2863600623
2006-03-16,2912950257
2006-03-17,2961418647
2006-03-20,2932337613
2006-03-21,2906340931
2006-03-22,2911628391
2006-03-23,2911628391
2006-03-24,2905019065
2006-03-27,2893122279
2006-03-28,2905900309
2006-03-29,2909865904
2006-03-30,2954368699
2006-03-31,2990891767
2006-04-03,2999295633
2006-04-04,3042641891
2006-04-05,3043084200
2006-04-06,3051930375
2006-04-07,2980276357
2006-04-10,2953737832
2006-04-11,2932949321
2006-04-12,2931180086
2006-04-13,2915256971
2006-04-17,2875006875
2006-04-18,2875006875
2006-04-19,2875006875
2006-04-20,2875006875
2006-04-21,2866603008
2006-04-24,2871026096
2006-04-25,2906853105
2006-04-26,2915256971
2006-04-27,2925872381
2006-04-28,2912160810
2006-05-01,2877660727
2006-05-02,2874564566
2006-05-03,2908180031
2006-05-04,2958603228
2006-05-05,2961257081
2006-05-08,2940026261
2006-05-09,2878987653
2006-05-10,2818391355
2006-05-11,2791410521
2006-05-12,2719756503
2006-05-15,2711352637
2006-05-16,2716218033
2006-05-17,2764429687
2006-05-18,2839622175
2006-05-19,2878545345
2006-05-22,2905968487
2006-05-23,2861737612
2006-05-24,2829891382
2006-05-25,2832102926
2006-05-26,2869699170
2006-05-30,2867045317
2006-05-31,2948872436
2006-06-01,2963468625
2006-06-02,3015218748
2006-06-05,2930737777
2006-06-06,2972757108
2006-06-07,2961699389
2006-06-08,2930295468
2006-06-09,2949757053
2006-06-12,2913487736
2006-06-13,2896237695
2006-06-14,2827237530
2006-06-15,2850237585
2006-06-16,2850237585
2006-06-19,2775929715
2006-06-20,2764429687
2006-06-21,2786987433
2006-06-22,2774160480
2006-06-23,2825468295
2006-06-26,2848910658
2006-06-27,2773718171
2006-06-28,2785218198
2006-06-29,2869256861
2006-06-30,2881065730
2006-07-03,2940368772
2006-07-05,2931517572
2006-07-06,2977543814
2006-07-07,2988165255
2006-07-10,2971790534
2006-07-11,2869116609
2006-07-12,2853627008
2006-07-13,2795209086
2006-07-14,2779276925
2006-07-17,2754051004
2006-07-18,2757591484
2006-07-19,2831499007
2006-07-20,2790783486
2006-07-21,2762459644
2006-07-24,2808043326
2006-07-25,2846103488
2006-07-26,2808043326
2006-07-27,2702714042
2006-07-28,2984624774
2006-07-31,2973118214
2006-08-01,2924436612
2006-08-02,2953645573
2006-08-03,2938598532
2006-08-04,2950990213
2006-08-07,2902751171
2006-08-08,2908504451
2006-08-09,2835924608
2006-08-10,2879738050
2006-08-11,2848758848
2006-08-14,2843448128
2006-08-15,2960726533
2006-08-16,2995688775
2006-08-17,2982854534
2006-08-18,2973118214
2006-08-21,2951875333
2006-08-22,2923994052
2006-08-23,2898325570
2006-08-24,2892572290
2006-08-25,2891244610
2006-08-28,2950990213
2006-08-29,2937270852
2006-08-30,2963381893
2006-08-31,2951432773
2006-09-01,2945679493
2006-09-05,2924879172
2006-09-06,2893457410
2006-09-07,2877967810
2006-09-08,2889916930
2006-09-11,2893899970
2006-09-12,2940368772
2006-09-13,2989935495
2006-09-14,2994803655
2006-09-15,2998344135
2006-09-18,2953645573
2006-09-19,2984182214
2006-09-20,3026667976
2006-09-21,3035961737
2006-09-22,3009408136
2006-09-25,3011178376
2006-09-26,3017374216
2006-09-27,3057647178
2006-09-28,3069596298
2006-09-29,3088626379
2006-10-02,3044491879
2006-10-03,2999025348
2006-10-04,3022862170
2006-10-05,3069211546
2006-10-06,3055086022
2006-10-09,3008736646
2006-10-10,2995935389
2006-10-11,2988431205
2006-10-12,3016682253
2006-10-13,2996376812
2006-10-16,3010502336
2006-10-17,3011385181
2006-10-18,3001232461
2006-10-19,3001232461
2006-10-20,2998583925
2006-10-23,3013592295
2006-10-24,2964594383
2006-10-25,2913389358
2006-10-26,3154847536
2006-10-27,3110263850
2006-10-30,3119092303
2006-10-31,3121299416
2006-11-01,3063473052
2006-11-02,3046698992
2006-11-03,3058175980
2006-11-06,3093048368
2006-11-07,3128803601
2006-11-08,3117326613
2006-11-09,3101435398
2006-11-10,3109381005
2006-11-13,3130127869
2006-11-14,3158820340
2006-11-15,3214881014
2006-11-16,3221502353
2006-11-17,3231213651
2006-11-20,3194134150
2006-11-21,3180450049
2006-11-22,3186188543
2006-11-24,3200755490
2006-11-27,3142046280
2006-11-28,3178242936
2006-11-29,3200314067
2006-11-30,3196782686
2006-12-01,3170738751
2006-12-04,3234745032
2006-12-05,3241807794
2006-12-06,3260788967
2006-12-07,3224592312
2006-12-08,3211791055
2006-12-11,3201196912
2006-12-12,3180450049
2006-12-13,3172063019
2006-12-14,3165000257
2006-12-15,3142929125
2006-12-18,3114236654
2006-12-19,3114236654
2006-12-20,3183981430
2006-12-21,3190602769
2006-12-22,3217970972
2006-12-26,3308462611
2006-12-27,3338037928
2006-12-28,3332740856
2006-12-29,3332740856
2007-01-03,3339362195
2007-01-04,3305814076
2007-01-05,3259023277
2007-01-08,3230330806
2007-01-09,3267410307
2007-01-10,3333623701
2007-01-11,3342010731
2007-01-12,3339362195
2007-01-16,3329209475
2007-01-17,3334947969
2007-01-18,3291247129
2007-01-19,3290364284
2007-01-22,3278887295
2007-01-23,3307579766
2007-01-24,3308904034
2007-01-25,3289481438
2007-01-26,3316849641
2007-01-29,3363640440
2007-01-30,3374676006
2007-01-31,3398954251
2007-02-01,3382621613
2007-02-02,3423673918
2007-02-05,3439123710
2007-02-06,3404692745
2007-02-07,3413962620
2007-02-08,3402927054
2007-02-09,3473996098
2007-02-12,3422791073
2007-02-13,3447069317
2007-02-14,3489445890
2007-02-15,3487680199
2007-02-16,3486797354
2007-02-20,3517255515
2007-02-21,3508868485
2007-02-22,3517255515
2007-02-23,3534029575
2007-02-26,3499598610
2007-02-27,3417052578
2007-02-28,3434709484
2007-03-01,3459429151
2007-03-02,3411755507
2007-03-05,3395864292
2007-03-06,3440889400
2007-03-07,3453249234
2007-03-08,3443096514
2007-03-09,3463401954
2007-03-12,3481500282
2007-03-13,3420583959
2007-03-14,3439123710
2007-03-15,3469581871
2007-03-16,3447510740
2007-03-19,3496950074
2007-03-20,3511517021
2007-03-21,3580378951
2007-03-22,3598918702
2007-03-23,3625404060
2007-03-26,3629818286
2007-03-27,3600242970
2007-03-28,3575523303
2007-03-29,3573316189
2007-03-30,3597594434
2007-04-02,3573291232
2007-04-03,3600896057
2007-04-04,3593008965
2007-04-05,3589503590
2007-04-09,3589503590
2007-04-10,3604401432
2007-04-11,3588189074
2007-04-12,3640331522
2007-04-13,3669689034
2007-04-16,3709124498
2007-04-17,3759952430
2007-04-18,3740672870
2007-04-19,3715258904
2007-04-20,3721831481
2007-04-23,3726651371
2007-04-24,3722269653
2007-04-25,3738920182
2007-04-26,3731033089
2007-04-27,3788433598
2007-04-30,3818229283
2007-05-01,3757323399
2007-05-02,3772659413
2007-05-03,3804645956
2007-05-04,3802455097
2007-05-07,3787557255
2007-05-08,3791062629
2007-05-09,3828745406
2007-05-10,3806398643
2007-05-11,3803331441
2007-05-14,3777917475
2007-05-15,3790624458
2007-05-16,3797197035
2007-05-17,3878696994
2007-05-18,3856788403
2007-05-21,3917256115
2007-05-22,3912436225
2007-05-23,3930401270
2007-05-24,3853283029
2007-05-25,3871686245
2007-05-29,3902796445
2007-05-30,3950995346
2007-05-31,3994812528
2007-06-01,3965455016
2007-06-04,3934782988
2007-06-05,3930401270
2007-06-06,3884831400
2007-06-07,3817352939
2007-06-08,3809465846
2007-06-11,3834003468
2007-06-12,3775288444
2007-06-13,3841014217
2007-06-14,3798949722
2007-06-15,3777917475
2007-06-18,3922514177
2007-06-19,3898852898
2007-06-20,3952309861
2007-06-21,3927772239
2007-06-22,3880449682
2007-06-25,3840137874
2007-06-26,3839261530
2007-06-27,3876944307
2007-06-28,3952309861
2007-06-29,3896223867
2007-07-02,3900539336
2007-07-03,3950300022
2007-07-05,3922364198
2007-07-06,3875222496
2007-07-09,3833318761
2007-07-10,3802763954
2007-07-11,3880460463
2007-07-12,3879587469
2007-07-13,3879587469
2007-07-16,3846413678
2007-07-17,3808874916
2007-07-18,3849032662
2007-07-19,3816731866
2007-07-20,3783558076
2007-07-23,3804509943
2007-07-24,3777447114
2007-07-25,3873476507
2007-07-26,3946808044
2007-07-27,4492429594
2007-07-30,4268943007
2007-07-31,4185135537
2007-08-01,4131009879
2007-08-02,4165929658
2007-08-03,4164183669
2007-08-06,4470604732
2007-08-07,4701075274
2007-08-08,4543063273
2007-08-09,4551793218
2007-08-10,4281164929
2007-08-13,4321322676
2007-08-14,4224420288
2007-08-15,4138866829
2007-08-16,4273307979
2007-08-17,4251483117
2007-08-20,4325687648
2007-08-21,4257594078
2007-08-22,4296005836
2007-08-23,4293386852
2007-08-24,4355369460
2007-08-27,4307354764
2007-08-28,4216563338
2007-08-29,4322195670
2007-08-30,4342274543
2007-08-31,4356242455
2007-09-04,4326560642
2007-09-05,4269816001
2007-09-06,4330925615
2007-09-07,4310846742
2007-09-10,4326560642
2007-09-11,4421717041
2007-09-12,4489810610
2007-09-13,4477588687
2007-09-14,4410368112
2007-09-17,4381559295
2007-09-18,4474096710
2007-09-19,4716789175
2007-09-20,4618140799
2007-09-21,4635600688
2007-09-24,4822421507
2007-09-25,4773533816
2007-09-26,4881785132
2007-09-27,4867817220
2007-09-28,4990036447
2007-10-01,5051782375
2007-10-02,4971016386
2007-10-03,4874618269
2007-10-04,4872881366
2007-10-05,4852906982
2007-10-08,4857249239
2007-10-09,4872012915
2007-10-10,4849433176
2007-10-11,4826853437
2007-10-12,4814695116
2007-10-15,4706138678
2007-10-16,4682690488
2007-10-17,4643610170
2007-10-18,4593239983
2007-10-19,4519421606
2007-10-22,4598450692
2007-10-23,4671400618
2007-10-24,4720902354
2007-10-25,4808615955
2007-10-26,4994464576
2007-10-29,4935409874
2007-10-30,4941489035
2007-10-31,5065677599
2007-11-01,5030939539
2007-11-02,4960594968
2007-11-05,5125600753
2007-11-06,5300159504
2007-11-07,5126469204
2007-11-08,5169891779
2007-11-09,5019649670
2007-11-12,4945831292
2007-11-13,5012702058
2007-11-14,4997938382
2007-11-15,4948436647
2007-11-16,5006622897
2007-11-19,4889381945
2007-11-20,4860723045
2007-11-21,4837274855
2007-11-23,4792983828
2007-11-26,4801668343
2007-11-27,4872012915
2007-11-28,5104757917
2007-11-29,5108231723
2007-11-30,5110837077
2007-12-03,5116916238
2007-12-04,5185523906
2007-12-05,5190734615
2007-12-06,5186392358
2007-12-07,5143838234
2007-12-10,5184655455
2007-12-11,5144706686
2007-12-12,5059598439
2007-12-13,5142969783
2007-12-14,5146443589
2007-12-17,5008359800
2007-12-18,4957989613
2007-12-19,5043966312
2007-12-20,5215051257
2007-12-21,5325344598
2007-12-24,5349661240
2007-12-26,5373109430
2007-12-27,5268026799
2007-12-28,5210709000
2007-12-31,5158601910
2008-01-02,5023123476
2008-01-03,5128206107
2008-01-04,4978832449
2008-01-07,5042229409
2008-01-08,5000543737
2008-01-09,4901540266
2008-01-10,4964937225
2008-01-11,5048308569
2008-01-14,5118653141
2008-01-15,5190734615
2008-01-16,5395689169
2008-01-17,5074362114
2008-01-18,5241104802
2008-01-22,4876355172
2008-01-23,4817300470
2008-01-24,4876355172
2008-01-25,4862459948
2008-01-28,4931936068
2008-01-29,4989253867
2008-01-30,5011833606
2008-01-31,5146443589
2008-02-01,5115179335
2008-02-04,5101284111
2008-02-05,4887645042
2008-02-06,4766930283
2008-02-07,4876355172
2008-02-08,4849433176
2008-02-11,4738271384
2008-02-12,4791246925
2008-02-13,4852038530
2008-02-14,4717428548
2008-02-15,4615819722
2008-02-19,4692243454
2008-02-20,4746087447
2008-02-21,4695717260
2008-02-22,4726113063
2008-02-25,4815563567
2008-02-26,4905014072
2008-02-27,4914567038
2008-02-28,4852906982
2008-02-29,4680085133
2008-03-03,4743482093
2008-03-04,4769535638
2008-03-05,4858117691
2008-03-06,4697454163
2008-03-07,4689638100
2008-03-10,4572397147
2008-03-11,4669663715
2008-03-12,4688769648
2008-03-13,4637531010
2008-03-14,4465577613
2008-03-17,4419549683
2008-03-18,4475999031
2008-03-19,4444734777
2008-03-20,4428234198
2008-03-24,4375258657
2008-03-25,4391759235
2008-03-26,4462103807
2008-03-27,4388285429
2008-03-28,4470788322
2008-03-31,4433826116
2008-04-01,4434687053
2008-04-02,4486343280
2008-04-03,4549191689
2008-04-04,4648199456
2008-04-07,4544887003
2008-04-08,4580185425
2008-04-09,4637007274
2008-04-10,4671444758
2008-04-11,4634424463
2008-04-14,4632702588
2008-04-15,4562966683
2008-04-16,4624954154
2008-04-17,4608596349
2008-04-18,4868599357
2008-04-21,4780783771
2008-04-22,4661974450
2008-04-23,4718796299
2008-04-24,4821247816
2008-04-25,4792836891
2008-04-28,4656808827
2008-04-29,4599986978
2008-04-30,4595682293
2008-05-01,4659391639
2008-05-02,4603430727
2008-05-05,4526807324
2008-05-06,4559522934
2008-05-07,4445018298
2008-05-08,4505283896
2008-05-09,4460515166
2008-05-12,4528529198
2008-05-13,4490647965
2008-05-14,4513032330
2008-05-15,4535416695
2008-05-16,4879791539
2008-05-19,4874625916
2008-05-20,4873764979
2008-05-21,4972772747
2008-05-22,5025289911
2008-05-23,4947805571
2008-05-27,5053700835
2008-05-28,5050257087
2008-05-29,5064032081
2008-05-30,5019263351
2008-06-02,4964163376
2008-06-03,4897871218
2008-06-04,4983964929
2008-06-05,5071780515
2008-06-06,4912507149
2008-06-09,4977938370
2008-06-10,4895288407
2008-06-11,4777340023
2008-06-12,4757538469
2008-06-13,4882374350
2008-06-16,4871182168
2008-06-17,4853963426
2008-06-18,4699855683
2008-06-19,4667140073
2008-06-20,4623232280
2008-06-23,4627536966
2008-06-24,4441574550
2008-06-25,4394223009
2008-06-26,4425216745
2008-06-27,4375282393
2008-06-30,4417758330
2008-07-01,4372469899
2008-07-02,4274202547
2008-07-03,4275057046
2008-07-07,4248567586
2008-07-08,4360506917
2008-07-09,4308382495
2008-07-10,4495517713
2008-07-11,4584385579
2008-07-14,4634801003
2008-07-15,4674962442
2008-07-16,4760412313
2008-07-17,4826208714
2008-07-18,4919349073
2008-07-21,4937293546
2008-07-22,5139809740
2008-07-23,5101357298
2008-07-24,5028724908
2008-07-25,5207315138
2008-07-28,5156899714
2008-07-29,5185952670
2008-07-30,5150918223
2008-07-31,5105629792
2008-08-01,5069740846
2008-08-04,5068031849
2008-08-05,5075722337
2008-08-06,5069740846
2008-08-07,4978309484
2008-08-08,5045814882
2008-08-11,5067177350
2008-08-12,5059486861
2008-08-13,5086830820
2008-08-14,5146645730
2008-08-15,5192788660
2008-08-18,5150918223
2008-08-19,5126992260
2008-08-20,5172280691
2008-08-21,5116738275
2008-08-22,5222696115
2008-08-25,5077431334
2008-08-26,5055214368
2008-08-27,5144936732
2008-08-28,5196206655
2008-08-29,5067177350
2008-09-02,5035560898
2008-09-03,5009925936
2008-09-04,4857825166
2008-09-05,4902259099
2008-09-08,4897986605
2008-09-09,4792028765
2008-09-10,4908240590
2008-09-11,5028724908
2008-09-12,5139809740
2008-09-15,5120156270
2008-09-16,5343180433
2008-09-17,5215860125
2008-09-18,5534588144
2008-09-19,5456828762
2008-09-22,5384196371
2008-09-23,5373942387
2008-09-24,5314981976
2008-09-25,5326944958
2008-09-26,5403849842
2008-09-29,5093666810
2008-09-30,5001973461
2008-10-01,4930650125
2008-10-02,4875459448
2008-10-03,4799041589
2008-10-06,4620733249
2008-10-07,4495917412
2008-10-08,4371950662
2008-10-09,4146093432
2008-10-10,4179207838
2008-10-13,4619884162
2008-10-14,4607147852
2008-10-15,4305721850
2008-10-16,4629224123
2008-10-17,4692905672
2008-10-20,4792248890
2008-10-21,4532428167
2008-10-22,4423744989
2008-10-23,4413555941
2008-10-24,4279400143
2008-10-27,4192793235
2008-10-28,4422046814
2008-10-29,4523937294
2008-10-30,4824514209
2008-10-31,4961217269
2008-11-03,4917064728
2008-11-04,4920461077
2008-11-05,4771870794
2008-11-06,4636016821
2008-11-07,4750643611
2008-11-10,4759983571
2008-11-11,4806683375
2008-11-12,4669131227
2008-11-13,4985840801
2008-11-14,4925555601
2008-11-17,4998577111
2008-11-18,5190470848
2008-11-19,5029993342
2008-11-20,4669131227
2008-11-21,4686112974
2008-11-24,4767625357
2008-11-25,4865270400
2008-11-26,4713283768
2008-11-28,4865270400
2008-12-01,4344779867
2008-12-02,4518842770
2008-12-03,4516295508
2008-12-04,4349025304
2008-12-05,4519691857
2008-12-08,4596958804
2008-12-09,4467048443
2008-12-10,4523937294
2008-12-11,4426292251
2008-12-12,4483181102
2008-12-15,4432235862
2008-12-16,4652149481
2008-12-17,4626676861
2008-12-18,4614789638
2008-12-19,4489124713
2008-12-22,4366007050
2008-12-23,4329496295
2008-12-24,4380441535
2008-12-26,4343930780
2008-12-29,4331194470
2008-12-30,4379592448
2008-12-31,4422046814
2009-01-02,4471293879
2009-01-05,4454312133
2009-01-06,4350723478
2009-01-07,4338836256
2009-01-08,4380441535
2009-01-09,4270909269
2009-01-12,4139300733
2009-01-13,4095148192
2009-01-14,3890518146
2009-01-15,4113828113
2009-01-16,4304023675
2009-01-20,4124866249
2009-01-21,4168169702
2009-01-22,4132508035
2009-01-23,4130809860
2009-01-26,4165622440
2009-01-27,4199585934
2009-01-28,4244587562
2009-01-29,4214869506
2009-01-30,4153735218
2009-02-02,4128262598
2009-02-03,4217416768
2009-02-04,4222511292
2009-02-05,4321854509
2009-02-06,4073921009
2009-02-09,4107884502
2009-02-10,3976275966
2009-02-11,3910896241
2009-02-12,3975426879
2009-02-13,3979672315
2009-02-17,3921934377
2009-02-18,3980521403
2009-02-19,4001748586
2009-02-20,4105337240
2009-02-23,3953350608
2009-02-24,4021277594
2009-02-25,4079015533
2009-02-26,4039108428
2009-02-27,4073921009
2009-03-02,4011088546
2009-03-03,4045052040
2009-03-04,4175811488
2009-03-05,4048448389
2009-03-06,4053542913
2009-03-09,3954199695
2009-03-10,4053542913
2009-03-11,4107884502
2009-03-12,4294683715
2009-03-13,4111280851
2009-03-16,4037410254
2009-03-17,4123168074
2009-03-18,4098544541
2009-03-19,4084959144
2009-03-20,4004295848
2009-03-23,4079015533
2009-03-24,4011937634
2009-03-25,3990710451
2009-03-26,4161377004
2009-03-27,4067977398
2009-03-30,4002597673
2009-03-31,4052693826
2009-04-01,4157131567
2009-04-02,4280249230
2009-04-03,4343081692
2009-04-06,4419499552
2009-04-07,4353270740
2009-04-08,4398272369
2009-04-09,4219964030
2009-04-13,4209774982
2009-04-14,4295532802
2009-04-15,4357516177
2009-04-16,4332892644
2009-04-17,4321005422
2009-04-20,4261569309
2009-04-21,4321005422
2009-04-22,4202133196
2009-04-23,4078166445
2009-04-24,4109582677
2009-04-27,4146942519
2009-04-28,4203831370
2009-04-29,3968634180
2009-04-30,3997503149
2009-05-01,4056939262
2009-05-04,4062882874
2009-05-05,4026372118
2009-05-06,3999201324
2009-05-07,3915141678
2009-05-08,3970332355
2009-05-11,4189396886
2009-05-12,4112129939
2009-05-13,4086657319
2009-05-14,4250531173
2009-05-15,4422895901
2009-05-18,4461104831
2009-05-19,4410159592
2009-05-20,4368554312
2009-05-21,4269211095
2009-05-22,4259871134
2009-05-26,4341383518
2009-05-27,4236096689
2009-05-28,4225058554
2009-05-29,4243738475
2009-06-01,4333741732
2009-06-02,4295532802
2009-06-03,4300627326
2009-06-04,4282796492
2009-06-05,4252229348
