,SRCL
2023-05-01,4213374999
2023-05-02,4098675000
2023-05-03,4061674999
2023-05-04,4037625000
2023-05-05,4104225000
2023-05-08,4057050000
2023-05-09,4003400000
2023-05-10,4026525000
2023-05-11,4013575000
2023-05-12,4005249999
2023-05-15,4042250000
2023-05-16,3959925000
2023-05-17,4040400000
2023-05-18,3991375000
2023-05-19,3986750000
2023-05-22,4045950000
2023-05-23,4036700000
2023-05-24,4009875000
2023-05-25,3930325000
2023-05-26,3987675000
2023-05-30,3973800000
2023-05-31,3898875000
2023-06-01,3995075000
2023-06-02,4041325000
2023-06-05,4009875000
2023-06-06,4030225000
2023-06-07,4124575000
2023-06-08,4182850000
2023-06-09,4187475000
2023-06-12,4216150000
2023-06-13,4219850000
2023-06-14,4364150000
2023-06-15,4359525000
2023-06-16,4280900000
2023-06-20,4218000000
2023-06-21,4168050000
2023-06-22,4153250000
2023-06-23,4048725000
2023-06-26,4101450000
2023-06-27,4168975000
2023-06-28,4151400000
2023-06-29,4193950000
2023-06-30,4295700000
2023-07-03,4284600000
2023-07-05,4253149999
2023-07-06,4170825000
2023-07-07,4217075000
2023-07-10,4201350000
2023-07-11,4263325000
2023-07-12,4317900000
2023-07-13,4221700000
2023-07-14,4189325000
2023-07-17,4174525000
2023-07-18,4156950000
2023-07-19,4224475000
2023-07-20,4218925000
2023-07-21,4316050000
2023-07-24,4309575000
2023-07-25,4315125000
2023-07-26,4249450000
2023-07-27,3831350000
2023-07-28,3958999999
2023-07-31,3930325000
2023-08-01,3929399999
2023-08-02,3957150000
2023-08-03,3892400000
2023-08-04,3891475000
2023-08-07,4008950000
2023-08-08,4048725000
2023-08-09,4130125000
2023-08-10,4149550000
2023-08-11,4197650000
2023-08-14,4288300000
2023-08-15,4189325000
2023-08-16,4156950000
2023-08-17,4031150000
2023-08-18,4054275000
2023-08-21,4020050000
2023-08-22,3996925000
2023-08-23,4016350000
2023-08-24,3996925000
2023-08-25,3986750000
2023-08-28,4025600000
2023-08-29,4060750000
2023-08-30,4075550000
2023-08-31,4089425000
2023-09-01,4113475000
2023-09-05,4096825000
2023-09-06,4171750000
2023-09-07,4068149999
2023-09-08,4107000000
2023-09-11,4115325000
2023-09-12,4153250000
2023-09-13,4266100000
2023-09-14,4188400000
2023-09-15,4137524999
2023-09-18,4166200000
2023-09-19,4188400000
2023-09-20,4219850000
2023-09-21,4156025000
2023-09-22,4135675000
2023-09-25,4247600000
2023-09-26,4165275000
2023-09-27,4301250000
2023-09-28,4183774999
2023-09-29,4135675000
2023-10-02,4029300000
2023-10-03,3885000000
2023-10-04,3894250000
2023-10-05,3916450000
2023-10-06,3919225000
2023-10-09,3966400000
2023-10-10,4041325000
2023-10-11,4050575000
2023-10-12,3920150000
2023-10-13,3857250000
2023-10-16,3961775000
2023-10-17,4033925000
2023-10-18,3920150000
2023-10-19,3829500000
2023-10-20,3764750000
2023-10-23,3753650000
2023-10-24,3743475000
2023-10-25,3730525000
2023-10-26,3734225000
2023-10-27,3624150000
2023-10-30,3636175000
2023-10-31,3814700000
2023-11-01,3795275000
2023-11-02,3842450000
2023-11-03,3906274999
2023-11-06,3799900000
2023-11-07,3793425000
2023-11-08,3834125000
2023-11-09,3876674999
2023-11-10,3981200000
2023-11-13,3933100000
2023-11-14,4109775000
2023-11-15,4172675000
2023-11-16,4136600000
2023-11-17,4163425000
2023-11-20,4171750000
2023-11-21,4117175000
2023-11-22,4192100000
2023-11-24,4198575000
2023-11-27,4257775000
2023-11-28,4233725000
2023-11-29,4218925000
2023-11-30,4344725000
2023-12-01,4452950000
2023-12-04,4531575000
2023-12-05,4490875000
2023-12-06,4549150000
2023-12-07,4540825000
2023-12-08,4481625000
2023-12-11,4556550000
2023-12-12,4412250000
2023-12-13,4509375000
2023-12-14,4635175000
2023-12-15,4615750000
2023-12-18,4581525000
2023-12-19,4609275000
2023-12-20,4593550000
2023-12-21,4650900000
2023-12-22,4666625000
2023-12-26,4654600000
2023-12-27,4611125000
2023-12-28,4606500000
2023-12-29,4584300000
2024-01-02,4549150000
2024-01-03,4434450000
2024-01-04,4416875000
2024-01-05,4412250000
2024-01-08,4452950000
2024-01-09,4435375000
2024-01-10,4551925000
2024-01-11,4528800000
2024-01-12,4483475000
2024-01-16,4427975000
2024-01-17,4366925000
2024-01-18,4413175000
2024-01-19,4489025000
2024-01-22,4569500000
2024-01-23,4592625000
2024-01-24,4504750000
2024-01-25,4461275000
2024-01-26,4558400000
2024-01-29,4609275000
2024-01-30,4561175000
2024-01-31,4440000000
2024-02-01,4494575000
2024-02-02,4501975000
2024-02-05,4409475000
2024-02-06,4486250000
2024-02-07,4429825000
2024-02-08,4467750000
2024-02-09,4507525000
2024-02-12,4547300000
2024-02-13,4482550000
2024-02-14,4547300000
2024-02-15,4673100000
2024-02-16,4596325000
2024-02-20,4526025000
2024-02-21,4494575000
2024-02-22,4632400000
2024-02-23,4662000000
2024-02-26,4711025000
2024-02-27,4682350000
2024-02-28,5147625000
2024-02-29,5031075000
2024-03-01,4973725000
2024-03-04,4950600000
2024-03-05,4881225000
2024-03-06,4893250000
2024-03-07,4865500000
2024-03-08,4828500000
2024-03-11,4808150000
2024-03-12,4842375000
2024-03-13,4898800000
2024-03-14,4810000000
2024-03-15,4837750000
2024-03-18,4921925000
2024-03-19,4933950000
2024-03-20,4873825000
2024-03-21,4890475000
2024-03-22,4846075000
2024-03-25,4878450000
2024-03-26,4879375000
2024-03-27,4911750000
2024-03-28,4879375000
2024-04-01,4811850000
2024-04-02,4740625000
2024-04-03,4733225000
2024-04-04,4803525000
2024-04-05,4791500000
2024-04-08,4783175000
2024-04-09,4765600000
2024-04-10,4637950000
2024-04-11,4623150000
2024-04-12,4556550000
2024-04-15,4560250000
2024-04-16,4525100000
2024-04-17,4504750000
2024-04-18,4520475000
2024-04-19,4616675000
2024-04-22,4711950000
2024-04-23,4655525000
2024-04-24,4612975000
2024-04-25,4302175000
2024-04-26,4283675000
2024-04-29,4201350000
2024-04-30,4137524999
2024-05-01,4097749999
2024-05-02,4143999999
2024-05-03,4271650000
2024-05-06,4382650000
2024-05-07,4377100000
2024-05-08,4353975000
2024-05-09,4339175000
2024-05-10,4346644000
2024-05-13,4303122000
2024-05-14,4311456000
2024-05-15,4309604000
2024-05-16,4329050000
2024-05-17,4308678000
2024-05-20,4211447999
2024-05-21,4204040000
2024-05-22,4160518000
2024-05-23,4143850000
2024-05-24,4782790000
2024-05-28,4579996000
2024-05-29,4583700000
2024-05-30,4565180000
2024-05-31,4772604000
2024-06-03,5468030000
2024-06-04,5473586000
2024-06-05,5481920000
2024-06-06,5473586000
2024-06-07,5460622000
2024-06-10,5464326000
2024-06-11,5442102000
2024-06-12,5405988000
2024-06-13,5368022000
2024-06-14,5385616000
2024-06-17,5429138000
2024-06-18,5411544000
2024-06-20,5347650000
2024-06-21,5330056000
2024-06-24,5326352000
2024-06-25,5339316000
2024-06-26,5319870000
2024-06-27,5357836000
2024-06-28,5382838000
2024-07-01,5378208000
2024-07-02,5366170000
2024-07-03,5408766000
2024-07-05,5405062000
2024-07-08,5414322000
2024-07-09,5393950000
2024-07-10,5418952000
2024-07-11,5398580000
2024-07-12,5395802000
2024-07-15,5384690000
2024-07-16,5382838000
2024-07-17,5379134000
2024-07-18,5403210000
2024-07-19,5418952000
2024-07-22,5437782000
2024-07-23,5436855000
2024-07-24,5422950000
2024-07-25,5413680000
2024-07-26,5422950000
2024-07-29,5428512000
2024-07-30,5429439000
2024-07-31,5427585000
2024-08-01,5425731000
2024-08-02,5449833000
2024-08-05,5426658000
2024-08-06,5405337000
2024-08-07,5396067000
2024-08-08,5410899000
2024-08-09,5446125000
