,PBY
2009-08-12,494064667
2009-08-13,497052961
2009-08-14,486095882
2009-08-17,484103686
2009-08-18,490080275
2009-08-19,498049060
2009-08-20,500539305
2009-08-21,511496384
2009-08-24,502531501
2009-08-25,505021746
2009-08-26,517971022
2009-08-27,516974924
2009-08-28,510002237
2009-08-31,508010041
2009-09-01,482111490
2009-09-02,476632950
2009-09-03,472648557
2009-09-04,481115391
2009-09-08,498049060
2009-09-09,506515894
2009-09-10,513986629
2009-09-11,516974924
2009-09-14,510500286
2009-09-15,517971022
2009-09-16,522951513
2009-09-17,502033452
2009-09-18,515480777
2009-09-21,512990531
2009-09-22,526437856
2009-09-23,547355916
2009-09-24,501535403
2009-09-25,504523697
2009-09-28,524445660
2009-09-29,525441758
2009-09-30,533410543
2009-10-01,617616602
2009-10-02,620497276
2009-10-05,651032425
2009-10-06,627987030
2009-10-07,615888197
2009-10-08,618192736
2009-10-09,619345006
2009-10-12,613007522
2009-10-13,597451880
2009-10-14,613007522
2009-10-15,613007522
2009-10-16,606093904
2009-10-19,607246174
2009-10-20,598604150
2009-10-21,598604150
2009-10-22,608974578
2009-10-23,601484825
2009-10-26,607822308
2009-10-27,596299611
2009-10-28,577863294
2009-10-29,591114397
2009-10-30,572101945
2009-11-02,577863294
2009-11-03,574982620
2009-11-04,572101945
2009-11-05,590538262
2009-11-06,593418936
2009-11-09,596299611
2009-11-10,601484825
2009-11-11,584776913
2009-11-12,585353048
2009-11-13,575558755
2009-11-16,602637094
2009-11-17,613583657
2009-11-18,622225681
2009-11-19,618768871
2009-11-20,619345006
2009-11-23,635476783
2009-11-24,642390402
2009-11-25,632019974
2009-11-27,620497276
2009-11-30,626834760
2009-12-01,632596109
2009-12-02,633172244
2009-12-03,629715434
2009-12-04,633172244
2009-12-07,631443839
2009-12-08,633172244
2009-12-09,637205188
2009-12-10,636052918
2009-12-11,638933593
2009-12-14,645847211
2009-12-15,652184695
2009-12-16,666588067
2009-12-17,666588067
2009-12-18,691361868
2009-12-21,690785733
2009-12-22,695394812
2009-12-23,699427756
2009-12-24,707493644
2009-12-28,709222049
2009-12-29,682143709
2009-12-30,682143709
2009-12-31,680415305
2010-01-04,762835956
2010-01-05,768557225
2010-01-06,778092675
2010-01-07,785085338
2010-01-08,796527877
2010-01-11,810513203
2010-01-12,806063326
2010-01-13,805427630
2010-01-14,803520540
2010-01-15,797799270
2010-01-19,824498529
2010-01-20,839119551
2010-01-21,783813944
2010-01-22,776821281
2010-01-25,800342057
2010-01-26,759657472
2010-01-27,762200259
2010-01-28,751393416
2010-01-29,725329854
2010-02-01,709437439
2010-02-02,730415427
2010-02-03,710073135
2010-02-04,684009573
2010-02-05,685280967
2010-02-08,689095146
2010-02-09,694180719
2010-02-10,664302978
2010-02-11,671295641
2010-02-12,692273630
2010-02-16,709437439
2010-02-17,719608585
2010-02-18,729779731
2010-02-19,718972888
2010-02-22,736772394
2010-02-23,736772394
2010-02-24,736136697
2010-02-25,741222270
2010-02-26,738679484
2010-03-01,747579236
2010-03-02,744400753
2010-03-03,743129360
2010-03-04,753936203
2010-03-05,769192922
2010-03-08,786992427
2010-03-09,789535214
2010-03-10,795892180
2010-03-11,797799270
2010-03-12,795892180
2010-03-15,788899517
2010-03-16,792713697
2010-03-17,787628124
2010-03-18,773642798
2010-03-19,785085338
2010-03-22,805427630
2010-03-23,814327383
2010-03-24,807334720
2010-03-25,807334720
2010-03-26,810513203
2010-03-29,793349394
2010-03-30,771735708
2010-03-31,722065047
2010-04-01,722659339
2010-04-05,710773495
2010-04-06,719687878
2010-04-07,714933540
2010-04-08,707207741
2010-04-09,697699066
2010-04-12,704236280
2010-04-13,703047696
2010-04-14,721470755
2010-04-15,725036508
2010-04-16,705424865
2010-04-19,712556371
2010-04-20,712556371
2010-04-21,706019157
2010-04-22,707802034
2010-04-23,710179202
2010-04-26,698887650
2010-04-27,685218929
2010-04-28,694133312
2010-04-29,703047696
2010-04-30,691161851
2010-05-03,695916189
2010-05-04,672144500
2010-05-05,642429889
2010-05-06,612715278
2010-05-07,613309571
2010-05-10,652532857
2010-05-11,647184227
2010-05-12,651344273
2010-05-13,645995643
2010-05-14,624006831
2010-05-17,623412538
2010-05-18,620441077
2010-05-19,618063908
2010-05-20,592509343
2010-05-21,603800895
2010-05-24,590726466
2010-05-25,587160713
2010-05-26,600829434
2010-05-27,632326922
2010-05-28,612715278
2010-06-01,596075096
2010-06-02,615686739
2010-06-03,612715278
2010-06-04,594886512
2010-06-07,579434914
2010-06-08,578840622
2010-06-09,578840622
2010-06-10,603800895
2010-06-11,616875324
2010-06-14,624006831
2010-06-15,638864136
2010-06-16,634704090
2010-06-17,640052720
2010-06-18,645995643
2010-06-21,602612311
2010-06-22,599046557
2010-06-23,602018018
2010-06-24,596075096
2010-06-25,604395187
2010-06-28,589537882
2010-06-29,577652037
2010-06-30,715809922
2010-07-01,703941571
2010-07-02,698007395
2010-07-06,691331448
2010-07-07,715809922
2010-07-08,718777009
2010-07-09,729161817
2010-07-12,723969413
2010-07-13,741771940
2010-07-14,725452957
2010-07-15,725452957
2010-07-16,705425114
2010-07-19,704683343
2010-07-20,718035237
2010-07-21,705425114
2010-07-22,721744097
2010-07-23,729161817
2010-07-26,738804852
2010-07-27,738063080
2010-07-28,719518781
2010-07-29,726936501
2010-07-30,720260553
2010-08-02,731387132
2010-08-03,727678273
2010-08-04,738804852
2010-08-05,730645360
2010-08-06,724711185
2010-08-09,732870676
2010-08-10,718777009
2010-08-11,702458027
2010-08-12,702458027
2010-08-13,698007395
2010-08-16,698749167
2010-08-17,709133974
2010-08-18,706908658
2010-08-19,689106132
2010-08-20,699490939
2010-08-23,700974483
2010-08-24,686880816
2010-08-25,693556763
2010-08-26,700232711
2010-08-27,700974483
2010-08-30,689847904
2010-08-31,680946640
2010-09-01,693556763
2010-09-02,699490939
2010-09-03,718035237
2010-09-07,707650430
2010-09-08,714326378
2010-09-09,727678273
2010-09-10,726194729
2010-09-13,735837764
2010-09-14,721744097
2010-09-15,727678273
2010-09-16,722485869
2010-09-17,724711185
2010-09-20,738063080
2010-09-21,727678273
2010-09-22,721744097
2010-09-23,713584606
2010-09-24,731387132
2010-09-27,734354220
2010-09-28,724711185
2010-09-29,721744097
2010-09-30,816525085
2010-10-01,818206908
2010-10-04,814843262
2010-10-05,824093289
2010-10-06,826616024
2010-10-07,827456935
2010-10-08,824934201
2010-10-11,828297847
2010-10-12,824934201
2010-10-13,829138758
2010-10-14,829138758
2010-10-15,823252378
2010-10-18,839229696
2010-10-19,829979670
2010-10-20,836706962
2010-10-21,842593343
2010-10-22,839229696
2010-10-25,845116077
2010-10-26,845956989
2010-10-27,828297847
2010-10-28,825775112
2010-10-29,833343316
2010-11-01,841752431
2010-11-02,852684281
2010-11-03,857729750
2010-11-04,877070715
2010-11-05,884638919
2010-11-08,887161653
2010-11-09,882957096
2010-11-10,889684388
2010-11-11,870343423
2010-11-12,860252484
2010-11-15,861093396
2010-11-16,828297847
2010-11-17,831661493
2010-11-18,837547873
2010-11-19,840911520
2010-11-22,838388785
2010-11-23,832502404
2010-11-24,840070608
2010-11-26,828297847
2010-11-29,827456935
2010-11-30,822411466
2010-12-01,830820581
2010-12-02,833343316
2010-12-03,836706962
2010-12-06,843434254
2010-12-07,850161546
2010-12-08,851843369
2010-12-09,855207015
2010-12-10,860252484
2010-12-13,866138865
2010-12-14,875388892
2010-12-15,867820688
2010-12-16,872025246
2010-12-17,888002565
2010-12-20,896411680
2010-12-21,895570768
2010-12-22,902298060
2010-12-23,902298060
2010-12-27,911548087
2010-12-28,913229910
2010-12-29,906502618
2010-12-30,909866264
2010-12-31,952569892
2011-01-03,964036011
2011-01-04,945513819
2011-01-05,960507975
2011-01-06,960507975
2011-01-07,954333911
2011-01-10,964036011
2011-01-11,970210076
2011-01-12,983440213
2011-01-13,1016956561
2011-01-14,1029304689
2011-01-18,1027540671
2011-01-19,996670350
2011-01-20,988732268
2011-01-21,1002844414
2011-01-24,1007254460
2011-01-25,1023130625
2011-01-26,1028422680
2011-01-27,1026658662
2011-01-28,1003726424
2011-01-31,1009900488
2011-02-01,1024012634
2011-02-02,1022248616
2011-02-03,1026658662
2011-02-04,1027540671
2011-02-07,1036360763
2011-02-08,1042534827
2011-02-09,1031950717
2011-02-10,1030186698
2011-02-11,1024012634
2011-02-14,1023130625
2011-02-15,1039888799
2011-02-16,1054882955
2011-02-17,1050472909
2011-02-18,1068113092
2011-02-22,1053118937
2011-02-23,1050472909
2011-02-24,1051354918
2011-02-25,1066349074
2011-02-28,1070759120
2011-03-01,1061939028
2011-03-02,1069877111
2011-03-03,1087517294
2011-03-04,1083107248
2011-03-07,1076051175
2011-03-08,1083989257
2011-03-09,1072523138
2011-03-10,1051354918
2011-03-11,1041652817
2011-03-14,1050472909
2011-03-15,1035478753
2011-03-16,1024012634
2011-03-17,1024012634
2011-03-18,1046944872
2011-03-21,1068995101
2011-03-22,1064585056
2011-03-23,1065467065
2011-03-24,1071641129
2011-03-25,1076933184
2011-03-28,1079579211
2011-03-29,1073405147
2011-03-30,1070759120
2011-03-31,1049800622
2011-04-01,1047221260
2011-04-04,1044641897
2011-04-05,1007671032
2011-04-06,1011110182
2011-04-07,1011969969
2011-04-08,998213368
2011-04-11,994774218
2011-04-12,984456767
2011-04-13,980157829
2011-04-14,989615493
2011-04-15,995634006
2011-04-18,985316555
2011-04-19,986176342
2011-04-20,995634006
2011-04-21,1011110182
2011-04-25,1012829757
2011-04-26,1032604871
2011-04-27,1020567845
2011-04-28,1032604871
2011-04-29,1041202747
2011-05-02,1026586358
2011-05-03,1027446146
2011-05-04,1024006995
2011-05-05,1013689545
2011-05-06,1014549332
2011-05-09,1013689545
2011-05-10,1036044021
2011-05-11,1018848270
2011-05-12,1020567845
2011-05-13,1015409120
2011-05-16,978438254
2011-05-17,957803352
2011-05-18,974999104
2011-05-19,982737192
2011-05-20,979298042
2011-05-23,975858891
2011-05-24,981877404
2011-05-25,989615493
2011-05-26,990475280
2011-05-27,993054643
2011-05-31,1006811244
2011-06-01,968980591
2011-06-02,979298042
2011-06-03,973279529
2011-06-06,962962078
2011-06-07,966401228
2011-06-08,961242503
2011-06-09,962962078
2011-06-10,938028238
2011-06-13,937168451
2011-06-14,955223990
2011-06-15,936308663
2011-06-16,919972699
2011-06-17,915673762
2011-06-20,918253124
2011-06-21,871824595
2011-06-22,874403958
2011-06-23,871824595
2011-06-24,868385445
2011-06-27,865806082
2011-06-28,855488632
2011-06-29,866665870
2011-06-30,1101580433
2011-07-01,1104849218
2011-07-05,1081967725
2011-07-06,1099401244
2011-07-07,1109207598
2011-07-08,1108118003
2011-07-11,1097222054
2011-07-12,1096132459
2011-07-13,1096132459
2011-07-14,1083057320
2011-07-15,1086326105
2011-07-18,1061265422
2011-07-19,1077609346
2011-07-20,1077609346
2011-07-21,1102670028
2011-07-22,1105938813
2011-07-25,1103759623
2011-07-26,1097222054
2011-07-27,1054727853
2011-07-28,1022040006
2011-07-29,1013323247
2011-08-01,1039473525
2011-08-02,1014412842
2011-08-03,1010054463
2011-08-04,944678769
2011-08-05,913080517
2011-08-08,807389813
2011-08-09,884751050
2011-08-10,840077660
2011-08-11,907632543
2011-08-12,917438897
2011-08-15,962112287
2011-08-16,953395528
2011-08-17,974097831
2011-08-18,925066061
2011-08-19,879303076
2011-08-22,897826189
2011-08-23,935962010
2011-08-24,950126744
2011-08-25,949037149
2011-08-26,968649857
2011-08-29,991531349
2011-08-30,946857959
2011-08-31,956664313
2011-09-01,929424441
2011-09-02,898915784
2011-09-06,903274163
2011-09-07,954485123
2011-09-08,939230795
2011-09-09,925066061
2011-09-12,935962010
2011-09-13,947947554
2011-09-14,964291477
2011-09-15,971918641
2011-09-16,969739452
2011-09-19,945768364
2011-09-20,942499579
2011-09-21,920707682
2011-09-22,915259707
2011-09-23,925066061
2011-09-26,942499579
2011-09-27,957753908
2011-09-28,915259707
2011-09-29,952305933
2011-09-30,921178770
2011-10-03,875174598
2011-10-04,903653371
2011-10-05,925560119
2011-10-06,954038892
2011-10-07,927750794
2011-10-10,951848217
2011-10-11,957324905
2011-10-12,977040978
2011-10-13,971564291
2011-10-14,992375702
2011-10-17,970468954
2011-10-18,1001138401
2011-10-19,991280365
2011-10-20,997852389
2011-10-21,1023045150
2011-10-24,1049333248
2011-10-25,1028521837
2011-10-26,1049333248
2011-10-27,1082193370
2011-10-28,1074526009
2011-10-31,1047142573
2011-11-01,992375702
2011-11-02,1026331162
2011-11-03,1047142573
2011-11-04,1038379874
2011-11-07,1044951898
2011-11-08,1050428585
2011-11-09,1014282450
2011-11-10,1015377788
2011-11-11,1035093861
2011-11-14,1031807849
2011-11-15,1037284536
2011-11-16,1030712512
2011-11-17,1013187113
2011-11-18,1025235825
2011-11-21,1013187113
2011-11-22,1008805763
2011-11-23,993471039
2011-11-25,980326990
2011-11-28,990185027
2011-11-29,985803678
2011-11-30,1016473125
2011-12-01,1007710426
2011-12-02,1010996438
2011-12-05,1027426499
2011-12-06,1027426499
2011-12-07,1039475211
2011-12-08,1001138401
2011-12-09,1028521837
2011-12-12,1004424414
2011-12-13,1004424414
2011-12-14,992375702
2011-12-15,1001138401
2011-12-16,1003329076
2011-12-19,994566377
2011-12-20,1028521837
2011-12-21,1031807849
2011-12-22,1051523923
2011-12-23,1070144659
2011-12-27,1066858647
2011-12-28,1030712512
2011-12-29,1021949812
2011-12-30,1017568463
2012-01-03,1076405634
2012-01-04,1077547104
2012-01-05,1095810614
2012-01-06,1100376491
2012-01-09,1114074124
2012-01-10,1125488818
2012-01-11,1131196165
2012-01-12,1140327920
2012-01-13,1136903512
2012-01-17,1149459675
2012-01-18,1170006124
2012-01-19,1177996410
2012-01-20,1192835512
2012-01-23,1188269634
2012-01-24,1199684328
2012-01-25,1214523430
2012-01-26,1219089308
2012-01-27,1181420818
2012-01-30,1166581716
2012-01-31,1177996410
2012-02-01,1197401390
2012-02-02,1204250206
2012-02-03,1215664900
2012-02-06,1214523430
2012-02-07,1221372247
2012-02-08,1209957553
2012-02-09,1219089308
2012-02-10,1235069879
2012-02-13,1252191920
2012-02-14,1249908982
2012-02-15,1245343104
2012-02-16,1260182206
2012-02-17,1272738369
2012-02-21,1285294533
2012-02-22,1300133635
2012-02-23,1252191920
2012-02-24,1254474859
2012-02-27,1241918696
2012-02-28,1238494288
2012-02-29,1236211349
2012-03-01,1238494288
2012-03-02,1224796655
2012-03-05,1221372247
2012-03-06,1188269634
2012-03-07,1221372247
2012-03-08,1229362533
2012-03-09,1219089308
2012-03-12,1220230777
2012-03-13,1232786941
2012-03-14,1232786941
2012-03-15,1237352818
2012-03-16,1229362533
2012-03-19,1228221063
2012-03-20,1227079594
2012-03-21,1221372247
2012-03-22,1222513716
2012-03-23,1224796655
2012-03-26,1245343104
2012-03-27,1264748084
2012-03-28,1240777226
2012-03-29,1243060165
2012-03-30,1253333390
2012-04-02,1267491658
2012-04-03,1273211386
2012-04-04,1260627985
2012-04-05,1244612747
2012-04-09,1243468801
2012-04-10,1211438326
2012-04-11,1208006490
2012-04-12,1238893019
2012-04-13,1221733836
2012-04-16,1234317237
2012-04-17,1246900638
2012-04-18,1249188529
2012-04-19,1250332475
2012-04-20,1259484039
2012-04-23,1259484039
2012-04-24,1266347712
2012-04-25,1283506895
2012-04-26,1254908257
2012-04-27,1270923494
2012-04-30,1249188529
2012-05-01,1244612747
2012-05-02,1241180910
2012-05-03,1235461183
2012-05-04,1222877782
2012-05-07,1238893019
2012-05-08,1237749074
2012-05-09,1225165673
2012-05-10,1228597509
2012-05-11,1249188529
2012-05-14,1248044584
2012-05-15,1245756693
2012-05-16,1252620366
2012-05-17,1226309618
2012-05-18,1210294381
2012-05-21,1230885401
2012-05-22,1234317237
2012-05-23,1249188529
2012-05-24,1249188529
2012-05-25,1245756693
2012-05-29,1241180910
2012-05-30,1232029346
2012-05-31,1232029346
2012-06-01,1225165673
2012-06-04,1208006490
2012-06-05,1224021727
2012-06-06,1242324856
2012-06-07,1241180910
2012-06-08,1252620366
2012-06-11,1248044584
2012-06-12,1258340094
2012-06-13,1259484039
2012-06-14,1265203767
2012-06-15,1299522133
2012-06-18,1299522133
2012-06-19,1299522133
2012-06-20,1298378187
2012-06-21,1288082678
2012-06-22,1298378187
2012-06-25,1293802405
2012-06-26,1296090296
2012-06-27,1291514514
2012-06-28,1290370569
2012-06-29,1302953970
2012-07-02,1888167428
2012-07-03,1901166859
2012-07-05,1906041646
2012-07-06,1907666575
2012-07-09,1920666007
2012-07-10,1933665438
2012-07-11,1777672260
2012-07-12,1797171407
2012-07-13,1811795768
2012-07-16,1821545341
2012-07-17,1810170839
2012-07-18,1816670554
2012-07-19,1810170839
2012-07-20,1808545910
2012-07-23,1805296052
2012-07-24,1798796336
2012-07-25,1803671123
2012-07-26,1808545910
2012-07-27,1800421265
2012-07-30,1792296620
2012-07-31,1800421265
2012-08-01,1782547047
2012-08-02,1759798042
2012-08-03,1782547047
2012-08-06,1782547047
2012-08-07,1763047899
2012-08-08,1793921549
2012-08-09,1777672260
2012-08-10,1777672260
2012-08-13,1802046194
2012-08-14,1813420697
2012-08-15,1824795199
2012-08-16,1834544773
2012-08-17,1855668849
2012-08-20,1862168565
2012-08-21,1847544204
2012-08-22,1888167428
2012-08-23,1863793494
2012-08-24,1881667712
2012-08-27,1886542499
2012-08-28,1891417286
2012-08-29,1886542499
2012-08-30,1867043352
2012-08-31,1857293778
2012-09-04,1871918138
2012-09-05,1881667712
2012-09-06,1897917001
2012-09-07,1896292072
2012-09-10,1894667144
2012-09-11,1930415580
2012-09-12,1948289799
2012-09-13,1956414443
2012-09-14,1961289230
2012-09-17,1984038235
2012-09-18,1875167996
2012-09-19,1899541930
2012-09-20,1915791220
2012-09-21,1914166291
2012-09-24,1923915864
2012-09-25,1906041646
2012-09-26,1867043352
2012-09-27,1876792925
2012-09-28,1871918138
2012-10-01,2253144983
2012-10-02,2259012548
2012-10-03,2243365707
2012-10-04,2272703533
2012-10-05,2294217938
2012-10-08,2284438663
2012-10-09,2264880113
2012-10-10,2255100838
2012-10-11,2260968403
2012-10-12,2243365707
2012-10-15,2280526953
2012-10-16,2321599908
2012-10-17,2333335038
2012-10-18,2343114313
2012-10-19,2315732343
2012-10-22,2315732343
2012-10-23,2305953068
2012-10-24,2309864778
2012-10-25,2333335038
2012-10-26,2325511618
2012-10-31,2315732343
2012-11-01,2331379183
2012-11-02,2124058551
2012-11-05,2135793681
2012-11-06,2118190986
2012-11-07,2059515336
2012-11-08,2067338756
2012-11-09,2045824350
2012-11-12,2063427046
2012-11-13,2006707250
2012-11-14,1934340614
2012-11-15,1987148700
2012-11-16,2028221655
2012-11-19,2077118031
2012-11-20,2065382901
2012-11-21,2082985596
2012-11-23,2094720726
2012-11-26,2102544146
2012-11-27,2067338756
2012-11-28,2065382901
2012-11-29,2075162176
2012-11-30,2059515336
2012-12-03,2053647771
2012-12-04,2030177510
2012-12-05,2022354090
2012-12-06,2022354090
2012-12-07,2071250466
2012-12-10,2075162176
2012-12-11,2061471191
2012-12-12,2098632436
2012-12-13,2096676581
2012-12-14,2102544146
2012-12-17,2131881971
2012-12-18,2131881971
2012-12-19,2141661246
2012-12-20,2151440522
2012-12-21,2145572956
2012-12-24,2145572956
2012-12-26,2124058551
2012-12-27,2086897306
2012-12-28,2082985596
2012-12-31,2463006972
2013-01-02,2494729233
2013-01-03,2501526861
2013-01-04,2542312625
2013-01-07,2542312625
2013-01-08,2528717370
2013-01-09,2542312625
2013-01-10,2549110252
2013-01-11,2546844376
2013-01-14,2533249122
2013-01-15,2530983246
2013-01-16,2533249122
2013-01-17,2544578500
2013-01-18,2553642004
2013-01-22,2574034886
2013-01-23,2589896016
2013-01-24,2578566637
2013-01-25,2574034886
2013-01-28,2564971382
2013-01-29,2542312625
2013-01-30,2537780873
2013-01-31,2555907879
2013-02-01,2567237258
2013-02-04,2558173755
2013-02-05,2578566637
2013-02-06,2594427768
2013-02-07,2569503134
2013-02-08,2603491271
2013-02-11,2571769010
2013-02-12,2580832513
2013-02-13,2580832513
2013-02-14,2587630140
2013-02-15,2580832513
2013-02-19,2562705507
2013-02-20,2551376128
2013-02-21,2506058612
2013-02-22,2544578500
2013-02-25,2512856240
2013-02-26,2501526861
2013-02-27,2528717370
2013-02-28,2528717370
2013-03-01,2524185618
2013-03-04,2515122115
2013-03-05,2517387991
2013-03-06,2512856240
2013-03-07,2515122115
2013-03-08,2528717370
2013-03-11,2530983246
2013-03-12,2533249122
2013-03-13,2549110252
2013-03-14,2560439631
2013-03-15,2560439631
2013-03-18,2533249122
2013-03-19,2510590364
2013-03-20,2519653867
2013-03-21,2517387991
2013-03-22,2530983246
2013-03-25,2526451494
2013-03-26,2478868103
2013-03-27,2478868103
2013-03-28,2472070475
2013-04-01,2250850584
2013-04-02,2254991984
2013-04-03,2219790089
2013-04-04,2240497086
2013-04-05,2242567785
2013-04-08,2254991984
2013-04-09,2248779885
2013-04-10,2275698981
2013-04-11,2257062683
2013-04-12,2248779885
2013-04-15,2205295191
2013-04-16,2217719389
2013-04-17,2165951896
2013-04-18,2176305395
2013-04-19,2207365890
2013-04-22,2217719389
2013-04-23,2269486882
2013-04-24,2265345482
2013-04-25,2271557581
2013-04-26,2246709185
2013-04-29,2265345482
2013-04-30,2283981780
2013-05-01,2248779885
2013-05-02,2271557581
2013-05-03,2288123179
2013-05-06,2300547377
2013-05-07,2252921284
2013-05-08,2252921284
2013-05-09,2248779885
2013-05-10,2238426386
2013-05-13,2246709185
2013-05-14,2263274783
2013-05-15,2263274783
2013-05-16,2263274783
2013-05-17,2271557581
2013-05-20,2265345482
2013-05-21,2265345482
2013-05-22,2250850584
2013-05-23,2242567785
2013-05-24,2238426386
2013-05-28,2240497086
2013-05-29,2197012392
2013-05-30,2197012392
2013-05-31,2151456998
2013-06-03,2143174199
2013-06-04,2107972304
2013-06-05,2087265307
2013-06-06,2107972304
2013-06-07,2124537902
2013-06-10,2145244899
2013-06-11,2099689505
2013-06-12,2116255103
2013-06-13,2130750001
2013-06-14,2155598398
2013-06-17,2207365890
2013-06-18,2228072887
2013-06-19,2172163995
2013-06-20,2163881196
2013-06-21,2178376094
2013-06-24,2155598398
2013-06-25,2209436590
2013-06-26,2205295191
2013-06-27,2230143587
2013-06-28,2236355686
2013-07-01,2795051376
2013-07-02,2784728010
2013-07-03,2776985486
2013-07-05,2776985486
2013-07-08,2800213060
2013-07-09,2807955584
2013-07-10,2807955584
2013-07-11,2813117267
2013-07-12,2810536426
2013-07-15,2833763999
2013-07-16,2833763999
2013-07-17,2849249049
2013-07-18,2849249049
2013-07-19,2849249049
2013-07-22,2854410732
2013-07-23,2864734098
2013-07-24,2828602316
2013-07-25,2849249049
2013-07-26,2864734098
2013-07-29,2828602316
2013-07-30,2831183158
2013-07-31,2826021475
2013-08-01,2828602316
2013-08-02,2826021475
2013-08-05,2820859792
2013-08-06,2802793901
2013-08-07,2795051376
2013-08-08,2805374743
2013-08-09,2802793901
2013-08-12,2815698109
2013-08-13,2818278950
2013-08-14,2815698109
2013-08-15,2807955584
2013-08-16,2810536426
2013-08-19,2815698109
2013-08-20,2856991573
2013-08-21,2831183158
2013-08-22,2903446721
2013-08-23,2936997661
2013-08-26,2926674295
2013-08-27,2890542513
2013-08-28,2862153256
2013-08-29,2882799989
2013-08-30,2856991573
2013-09-03,2872476622
2013-09-04,2903446721
2013-09-05,2906027562
2013-09-06,2913770087
2013-09-09,2949901868
2013-09-10,2952482710
2013-09-11,2960225234
2013-09-12,2955063551
2013-09-13,2960225234
2013-09-16,2975710284
2013-09-17,2973129442
2013-09-18,2996357016
2013-09-19,2973129442
2013-09-20,2934416819
2013-09-23,2931835978
2013-09-24,2942159344
2013-09-25,2952482710
2013-09-26,2913770087
2013-09-27,2908608404
2013-09-30,3205973556
2013-10-01,3217454213
2013-10-02,3191622734
2013-10-03,3154310598
2013-10-04,3162921091
2013-10-07,3142829941
2013-10-08,3099777476
2013-10-09,3116998462
2013-10-10,3177271913
2013-10-11,3205973556
2013-10-14,3180142077
2013-10-15,3160050927
2013-10-16,3188752570
2013-10-17,3228934871
2013-10-18,3246155857
2013-10-21,3243285692
2013-10-22,3274857500
2013-10-23,3286338157
2013-10-24,3277727664
2013-10-25,3292078486
2013-10-28,3289208322
2013-10-29,3266247007
2013-10-30,3243285692
2013-10-31,3251896185
2013-11-01,3254766350
2013-11-04,3280597829
2013-11-05,3237545364
2013-11-06,3243285692
2013-11-07,3194492899
2013-11-08,3243285692
2013-11-11,3246155857
2013-11-12,3260506678
2013-11-13,3277727664
2013-11-14,3289208322
2013-11-15,3289208322
2013-11-18,3286338157
2013-11-19,3277727664
2013-11-20,3254766350
2013-11-21,3283467993
2013-11-22,3294948650
2013-11-25,3286338157
2013-11-26,3263376843
2013-11-27,3266247007
2013-11-29,3274857500
2013-12-02,3205973556
2013-12-03,3194492899
2013-12-04,3188752570
2013-12-05,3183012241
2013-12-06,3205973556
2013-12-09,3211713885
2013-12-10,3203103392
2013-12-11,3191622734
2013-12-12,3177271913
2013-12-13,3191622734
2013-12-16,3205973556
2013-12-17,3208843720
2013-12-18,3251896185
2013-12-19,3220324378
2013-12-20,3246155857
2013-12-23,3263376843
2013-12-24,3263376843
2013-12-26,3260506678
2013-12-27,3226064706
2013-12-30,3217454213
2013-12-31,3549881584
2014-01-02,3530898260
2014-01-03,3543553809
2014-01-06,3556209358
2014-01-07,3562537133
2014-01-08,3549881584
2014-01-09,3553045471
2014-01-10,3543553809
2014-01-13,3543553809
2014-01-14,3546717696
2014-01-15,3562537133
2014-01-16,3572028795
2014-01-17,3546717696
2014-01-21,3572028795
2014-01-22,3587848232
2014-01-23,3584684344
2014-01-24,3540389922
2014-01-27,3499259386
2014-01-28,3499259386
2014-01-29,3439145527
2014-01-30,3473948288
2014-01-31,3439145527
2014-02-03,3394851105
2014-02-04,3502423274
2014-02-05,3473948288
2014-02-06,3515078823
2014-02-07,3537226034
2014-02-10,3540389922
2014-02-11,3568864908
2014-02-12,3572028795
2014-02-13,3584684344
2014-02-14,3597339894
2014-02-18,3603667668
2014-02-19,3572028795
2014-02-20,3584684344
2014-02-21,3587848232
2014-02-24,3597339894
2014-02-25,3489767724
2014-02-26,3461292739
2014-02-27,3486603837
2014-02-28,3492931612
2014-03-03,3483439950
2014-03-04,3445473302
2014-03-05,3429653865
2014-03-06,3432817753
2014-03-07,3413834429
2014-03-10,3432817753
2014-03-11,3413834429
2014-03-12,3420162203
2014-03-13,3420162203
2014-03-14,3423326091
2014-03-17,3416998316
2014-03-18,3413834429
2014-03-19,3413834429
2014-03-20,3435981640
2014-03-21,3454964964
2014-03-24,3448637189
2014-03-25,3454964964
2014-03-26,3432817753
2014-03-27,3407506654
2014-03-28,3407506654
2014-03-31,3675093346
2014-04-01,3678496211
2014-04-02,3715927717
2014-04-03,3702316260
2014-04-04,3685301939
2014-04-07,3668287618
2014-04-08,3664884754
2014-04-09,3681899075
2014-04-10,3664884754
2014-04-11,3671690482
2014-04-14,3688704803
2014-04-15,3692107667
2014-04-16,3698913396
2014-04-17,3705719124
2014-04-21,3715927717
2014-04-22,3736344902
2014-04-23,3732942038
2014-04-24,3739747766
2014-04-25,3722733445
2014-04-28,3668287618
2014-04-29,3668287618
2014-04-30,3678496211
2014-05-01,3675093346
2014-05-02,3671690482
2014-05-05,3678496211
2014-05-06,3654676161
2014-05-07,3470921494
2014-05-08,3450504308
2014-05-09,3450504308
2014-05-12,3419878531
2014-05-13,3338209790
2014-05-14,3368835567
2014-05-15,3389252753
2014-05-16,3358626975
2014-05-19,3375641296
2014-05-20,3368835567
2014-05-21,3375641296
2014-05-22,3402864210
2014-05-23,3436892852
