,CDAY
2022-12-09,9973834855
2022-12-12,10364182167
2022-12-13,10646953448
2022-12-14,10626975042
2022-12-15,10084484487
2022-12-16,9818618011
2022-12-19,9703357978
2022-12-20,9672621969
2022-12-21,9915436438
2022-12-22,9494353118
2022-12-23,9532773129
2022-12-27,9313010666
2022-12-28,9314547466
2022-12-29,9717189182
2022-12-30,9858574822
2023-01-03,9497047636
2023-01-04,9726877114
2023-01-05,9227113685
2023-01-06,9402956373
2023-01-09,9699112479
2023-01-10,9711452317
2023-01-11,10158771435
2023-01-12,10296052131
2023-01-13,10430247866
2023-01-17,10439502744
2023-01-18,10434875305
2023-01-19,10373176117
2023-01-20,10758796047
2023-01-23,11227709881
2023-01-24,11264729395
2023-01-25,10997880403
2023-01-26,11252389557
2023-01-27,11216912523
2023-01-30,10888364343
2023-01-31,11149043416
2023-02-01,11685826358
2023-02-02,12029799336
2023-02-03,11753695466
2023-02-06,11415892407
2023-02-07,11506898711
2023-02-08,11511526150
2023-02-09,11923368235
2023-02-10,11823107053
2023-02-13,11883263762
2023-02-14,11961930228
2023-02-15,11941877992
2023-02-16,11701251155
2023-02-17,11562427981
2023-02-21,11363448097
2023-02-22,11502271272
2023-02-23,11542375744
2023-02-24,11247762118
2023-02-27,11238507239
2023-02-28,11249304597
2023-03-01,11108938943
2023-03-02,11287866590
2023-03-03,11483761515
2023-03-06,11486846474
2023-03-07,11238507239
2023-03-08,11166010693
2023-03-09,10902246660
2023-03-10,10404025711
2023-03-13,10498116974
2023-03-14,10795815560
2023-03-15,10592208237
2023-03-16,10710979175
2023-03-17,10729488932
2023-03-20,10536678967
2023-03-21,10902246660
2023-03-22,10450300103
2023-03-23,10658534865
2023-03-24,10567528561
2023-03-27,10613802953
2023-03-28,10528966568
2023-03-29,10842089951
2023-03-30,10820495235
2023-03-31,11358021564
2023-04-03,11358021564
2023-04-04,11247885053
2023-04-05,10754597583
2023-04-06,10739085398
2023-04-10,10728226869
2023-04-11,10576207460
2023-04-12,10318705195
2023-04-13,10497095318
2023-04-14,10493992881
2023-04-17,10664626912
2023-04-18,10656870820
2023-04-19,10704958592
2023-04-20,10352832002
2023-04-21,10396266118
2023-04-24,10210119903
2023-04-25,9676500753
2023-04-26,9806803104
2023-04-27,9901427430
2023-04-28,9847134784
2023-05-01,10110841922
2023-05-02,9844032347
2023-05-03,9712178778
2023-05-04,8872969591
2023-05-05,8795408668
2023-05-08,9094793830
2023-05-09,8967593917
2023-05-10,9077730427
2023-05-11,8925711018
2023-05-12,8933467111
2023-05-15,9260774206
2023-05-16,9073076772
2023-05-17,9425203362
2023-05-18,9561710587
2023-05-19,9547749621
2023-05-22,9834725036
2023-05-23,9754061676
2023-05-24,9538442310
2023-05-25,9561710587
2023-05-26,9695115375
2023-05-30,9571017898
2023-05-31,9594286175
2023-06-01,9682705627
2023-06-02,10068959023
2023-06-05,10273719860
2023-06-06,10276822297
2023-06-07,9972783479
2023-06-08,9966578605
2023-06-09,9840929910
2023-06-12,10155827257
2023-06-13,10445905109
2023-06-14,10247349146
2023-06-15,10517261158
2023-06-16,10405573429
2023-06-20,10449007546
2023-06-21,10193056500
2023-06-22,10022422470
2023-06-23,9844032347
2023-06-26,9969681042
2023-06-27,10207017466
2023-06-28,10041037091
2023-06-29,10213222340
2023-06-30,10426807892
2023-07-03,10227519941
2023-07-05,10162128582
2023-07-06,10124762091
2023-07-07,10213507507
2023-07-10,10383213653
2023-07-11,10641665215
2023-07-12,10584058541
2023-07-13,10775561807
2023-07-14,10571603044
2023-07-17,10998203815
2023-07-18,11194377892
2023-07-19,11144555904
2023-07-20,10789574241
2023-07-21,10689930265
2023-07-24,10652563775
2023-07-25,10661905397
2023-07-26,10780232618
2023-07-27,10900116777
2023-07-28,11194377892
2023-07-31,11024671746
2023-08-01,10970178947
2023-08-02,10431478704
2023-08-03,11138328156
2023-08-04,11135214282
2023-08-07,11407678278
2023-08-08,11594510732
2023-08-09,11325160610
2023-08-10,11483968197
2023-08-11,11370311787
2023-08-14,11501094505
2023-08-15,11415462963
2023-08-16,11284680245
2023-08-17,10632323592
2023-08-18,10876762720
2023-08-21,10872091908
2023-08-22,10884547405
2023-08-23,10996646878
2023-08-24,10920356959
2023-08-25,11113417162
2023-08-28,11094733917
2023-08-29,11247313754
2023-08-30,11219288886
2023-08-31,11290907994
2023-09-01,11382767284
2023-09-05,11328274485
2023-09-06,11483968197
2023-09-07,11463728014
2023-09-08,11382767284
2023-09-11,11569599738
2023-09-12,11592953795
2023-09-13,11522891625
2023-09-14,11522891625
2023-09-15,11387438095
2023-09-18,11262883126
2023-09-19,10960837324
2023-09-20,10630766655
2023-09-21,10274228054
2023-09-22,10145002273
2023-09-25,10116977405
2023-09-26,10310037608
2023-09-27,10436149515
2023-09-28,10537350428
2023-09-29,10563818359
2023-10-02,10576273856
2023-10-03,10490642314
2023-10-04,10750650813
2023-10-05,11001317689
2023-10-06,11105632476
2023-10-09,11374982598
2023-10-10,11575827487
2023-10-11,11694154708
2023-10-12,11371868724
2023-10-13,11309591239
2023-10-16,11558701178
2023-10-17,11639661909
2023-10-18,11290907994
2023-10-19,11100961665
2023-10-20,10856522537
2023-10-23,10741309190
2023-10-24,10811371361
2023-10-25,10145002273
2023-10-26,10057813795
2023-10-27,9869424403
2023-10-30,9830500975
2023-10-31,9965954505
2023-11-01,9604745093
2023-11-02,10443934200
2023-11-03,10151230022
2023-11-06,10176141016
2023-11-07,10283569677
2023-11-08,10448605012
2023-11-09,10115420468
2023-11-10,10190153450
2023-11-13,10095180286
2023-11-14,10654120712
2023-11-15,10783346493
2023-11-16,10468845194
2023-11-17,10788017304
2023-11-20,10872091908
2023-11-21,10655677649
2023-11-22,10557590610
2023-11-24,10465731320
2023-11-27,10482857628
2023-11-28,10548248988
2023-11-29,10763106310
2023-11-30,10727296756
2023-12-01,10940597142
2023-12-04,10823826858
2023-12-05,10462617446
2023-12-06,10331834728
2023-12-07,10339619413
2023-12-08,10457946635
2023-12-11,10587172416
2023-12-12,10454832760
2023-12-13,10803586675
2023-12-14,10808257487
2023-12-15,10651006837
2023-12-18,10686816391
2023-12-19,10529565742
2023-12-20,10366087344
2023-12-21,10476629880
2023-12-22,10425250955
2023-12-26,10496870063
2023-12-27,10468845194
2023-12-28,10585615478
2023-12-29,10450161949
2024-01-02,10278898866
2024-01-03,9911461705
2024-01-04,9930144951
2024-01-05,9832057912
2024-01-08,10211950570
2024-01-09,10255544809
2024-01-10,10173027142
2024-01-11,10101408034
2024-01-12,10168356330
2024-01-16,10196381198
2024-01-17,10113863531
2024-01-18,10218178318
2024-01-19,10316265357
2024-01-22,10559147547
2024-01-23,10848737852
2024-01-24,10691487203
2024-01-25,10680588643
2024-01-26,10618311158
2024-01-29,10839396229
2024-01-30,10812928298
2024-01-31,10823826858
2024-02-01,10889218217
2024-02-02,11119644911
2024-02-05,10798915864
2024-02-07,10791131178
2024-02-08,10895445965
2024-02-09,11005988501
2024-02-12,11361988000
2024-02-13,10966801999
2024-02-14,11293260000
2024-02-15,11731448000
2024-02-16,11662992000
2024-02-20,11389168000
2024-02-26,11344592000
2024-02-27,11448072000
2024-02-28,11311160000
