,BRO
2013-12-06,4379177900
2013-12-09,4410276000
2013-12-10,4396140500
2013-12-11,4277402300
2013-12-12,4266093900
2013-12-13,4223687400
2013-12-16,4223687400
2013-12-17,4198243500
2013-12-18,4226514500
2013-12-19,4277402300
2013-12-20,4302846200
2013-12-23,4345252700
2013-12-24,4376350800
2013-12-26,4350906900
2013-12-27,4367869500
2013-12-30,4393313400
2013-12-31,4446554000
2014-01-02,4409735400
2014-01-03,4404071000
2014-01-06,4372916800
2014-01-07,4472043800
2014-01-08,4466379400
2014-01-09,4489037000
2014-01-10,4489037000
2014-01-13,4418232000
2014-01-14,4469211600
2014-01-15,4469211600
2014-01-16,4559842000
2014-01-17,4588164000
2014-01-21,4610821600
2014-01-22,4641975800
2014-01-23,4568338600
2014-01-24,4446554000
2014-01-27,4483372600
2014-01-28,4525855600
2014-01-29,4474876000
2014-01-30,4514526800
2014-01-31,4460715000
2014-02-03,4344594800
2014-02-04,4004730800
2014-02-05,4081200200
2014-02-06,4007563000
2014-02-07,4132179800
2014-02-10,4143508600
2014-02-11,4191656000
2014-02-12,4174662800
2014-02-13,4183159400
2014-02-14,4191656000
2014-02-18,4219978000
2014-02-19,4217145800
2014-02-20,4256796600
2014-02-21,4242635600
2014-02-24,4208649200
2014-02-25,4194488200
2014-02-26,4168998400
2014-02-27,4222810200
2014-02-28,4262461000
2014-03-03,4239803400
2014-03-04,4287950800
2014-03-05,4316272800
2014-03-06,4367252400
2014-03-07,4375749000
2014-03-10,4381413400
2014-03-11,4387077800
2014-03-12,4398406600
2014-03-13,4381413400
2014-03-14,4401238800
2014-03-17,4389910000
2014-03-18,4423896400
2014-03-19,4384245600
2014-03-20,4418232000
2014-03-21,4389910000
2014-03-24,4358755800
2014-03-25,4353091400
2014-03-26,4321937200
2014-03-27,4293615200
2014-03-28,4313440600
2014-03-31,4344850000
2014-04-01,4387225000
2014-04-02,4401350000
2014-04-03,4373100000
2014-04-04,4313775000
2014-04-07,4183825000
2014-04-08,4178174999
2014-04-09,4234675000
2014-04-10,4138625000
2014-04-11,4099075000
2014-04-14,4104725000
2014-04-15,4169700000
2014-04-16,4214900000
2014-04-17,4254450000
2014-04-21,4251625000
2014-04-22,4084950000
2014-04-23,4149925000
2014-04-24,4166875000
2014-04-25,4181000000
2014-04-28,4175350000
2014-04-29,4200775000
2014-04-30,4206425000
2014-05-01,4209250000
2014-05-02,4189475000
2014-05-05,4192300000
2014-05-06,4127325000
2014-05-07,4144275000
2014-05-08,4172525000
2014-05-09,4183825000
2014-05-12,4251625000
2014-05-13,4245975000
2014-05-14,4223375000
2014-05-15,4206425000
2014-05-16,4178174999
2014-05-19,4195125000
2014-05-20,4152750000
2014-05-21,4166875000
2014-05-22,4195125000
2014-05-23,4248799999
2014-05-27,4271400000
2014-05-28,4240325000
2014-05-29,4279875000
2014-05-30,4265750000
2014-06-02,4265750000
2014-06-03,4254450000
2014-06-04,4288350000
2014-06-05,4282700000
2014-06-06,4347675000
2014-06-09,4358975000
2014-06-10,4347675000
2014-06-11,4333550000
2014-06-12,4333550000
2014-06-13,4319425000
2014-06-16,4310950000
2014-06-17,4344850000
2014-06-18,4353325000
2014-06-19,4336375000
2014-06-20,4313775000
2014-06-23,4327900000
2014-06-24,4302475000
2014-06-25,4327900000
2014-06-26,4302475000
2014-06-27,4305300000
2014-06-30,4328908800
2014-07-01,4368365000
2014-07-02,4320453900
2014-07-03,4337363700
2014-07-07,4314817300
2014-07-08,4306362400
2014-07-09,4303544100
2014-07-10,4266906200
2014-07-11,4266906200
2014-07-14,4286634300
2014-07-15,4286634300
2014-07-16,4303544100
2014-07-17,4278179400
2014-07-18,4280997700
2014-07-21,4258451300
2014-07-22,4450095700
2014-07-23,4447277400
2014-07-24,4469823800
2014-07-25,4455732300
2014-07-28,4452914000
2014-07-29,4388093100
2014-07-30,4393729700
2014-07-31,4337363700
2014-08-01,4303544100
2014-08-04,4311999000
2014-08-05,4272542800
2014-08-06,4297907500
2014-08-07,4283816000
2014-08-08,4314817300
2014-08-11,4326090500
2014-08-12,4351455200
2014-08-13,4393729700
2014-08-14,4413457800
2014-08-15,4433185900
2014-08-18,4472642100
2014-08-19,4489551900
2014-08-20,4495188500
2014-08-21,4540281300
2014-08-22,4540281300
2014-08-25,4560009400
2014-08-26,4585374100
2014-08-27,4588192400
2014-08-28,4582555800
2014-08-29,4596647300
2014-09-02,4630466900
2014-09-03,4641740100
2014-09-04,4647376700
2014-09-05,4630466900
2014-09-08,4638921800
2014-09-09,4599465600
2014-09-10,4602283899
2014-09-11,4610738800
2014-09-12,4636103500
2014-09-15,4630466900
2014-09-16,4622012000
2014-09-17,4636103500
2014-09-18,4669923100
2014-09-19,4627648600
2014-09-22,4599465600
2014-09-23,4562827700
2014-09-24,4599465600
2014-09-25,4537463000
2014-09-26,4585374100
2014-09-29,4579737500
2014-09-30,4503171839
2014-10-01,4480768000
2014-10-02,4500371360
2014-10-03,4522775200
2014-10-06,4511573280
2014-10-07,4472366560
2014-10-08,4505972320
2014-10-09,4463965120
2014-10-10,4407955520
2014-10-13,4399554080
2014-10-14,4421957920
2014-10-15,4421957920
2014-10-16,4419157440
2014-10-17,4489169440
2014-10-20,4522775200
2014-10-21,4447162240
2014-10-22,4371549280
2014-10-23,4377150240
2014-10-24,4407955520
2014-10-27,4419157440
2014-10-28,4466765600
2014-10-29,4421957920
2014-10-30,4424758400
2014-10-31,4461164640
2014-11-03,4466765600
2014-11-04,4458364160
2014-11-05,4469566080
2014-11-06,4483568480
2014-11-07,4522775200
2014-11-10,4550780000
2014-11-11,4550780000
2014-11-12,4486368960
2014-11-13,4466765600
2014-11-14,4480768000
2014-11-17,4463965120
2014-11-18,4458364160
2014-11-19,4449962720
2014-11-20,4469566080
2014-11-21,4483568480
2014-11-24,4519974720
2014-11-25,4522775200
2014-11-26,4531176640
2014-11-28,4508772800
2014-12-01,4458364160
2014-12-02,4511573280
2014-12-03,4575984320
2014-12-04,4578784800
2014-12-05,4592787200
2014-12-08,4612390560
2014-12-09,4592787200
2014-12-10,4542378560
2014-12-11,4542378560
2014-12-12,4469566080
2014-12-15,4438760800
2014-12-16,4410756000
2014-12-17,4525575680
2014-12-18,4550780000
2014-12-19,4542378560
2014-12-22,4567582880
2014-12-23,4589986720
2014-12-24,4587186240
2014-12-26,4567582880
2014-12-29,4643195839
2014-12-30,4657198240
2014-12-31,4584944000
2015-01-02,4537561600
2015-01-05,4479030400
2015-01-06,4456732800
2015-01-07,4498540800
2015-01-08,4584944000
2015-01-09,4526412800
2015-01-12,4479030400
2015-01-13,4465094400
2015-01-14,4434435200
2015-01-15,4417712000
2015-01-16,4437222400
2015-01-20,4409350400
2015-01-21,4406563200
2015-01-22,4484604800
2015-01-23,4426073600
2015-01-26,4437222400
2015-01-27,4389840000
2015-01-28,4331308800
2015-01-29,4311798400
2015-01-30,4300649600
2015-02-02,4387052800
2015-02-03,4453945600
2015-02-04,4470668800
2015-02-05,4518051200
2015-02-06,4476243200
2015-02-09,4453945600
2015-02-10,4490179200
2015-02-11,4526412800
2015-02-12,4573795200
2015-02-13,4601667200
2015-02-17,4610028800
2015-02-18,4610028800
2015-02-19,4612816000
2015-02-20,4612816000
2015-02-23,4551497600
2015-02-24,4540348800
2015-02-25,4518051200
2015-02-26,4509689600
2015-02-27,4479030400
2015-03-02,4462307200
2015-03-03,4448371200
2015-03-04,4426073600
2015-03-05,4440009600
2015-03-06,4437222400
2015-03-09,4448371200
2015-03-10,4428860800
2015-03-11,4481817600
2015-03-12,4545923200
2015-03-13,4512476800
2015-03-16,4593305600
2015-03-17,4604454400
2015-03-18,4568220800
2015-03-19,4576582400
2015-03-20,4618390400
2015-03-23,4601667200
2015-03-24,4598880000
2015-03-25,4545923200
2015-03-26,4534774400
2015-03-27,4565433600
2015-03-30,4635113600
2015-03-31,4554596160
2015-04-01,4540844360
2015-04-02,4557346520
2015-04-06,4568347960
2015-04-07,4551845800
2015-04-08,4557346520
2015-04-09,4573848680
2015-04-10,4568347960
2015-04-13,4576599040
2015-04-14,4582099760
2015-04-15,4573848680
2015-04-16,4562847240
2015-04-17,4480336440
2015-04-20,4538094000
2015-04-21,4463834280
2015-04-22,4430829960
2015-04-23,4439081040
2015-04-24,4461083920
2015-04-27,4414327800
2015-04-28,4436330680
2015-04-29,4439081040
2015-04-30,4395075280
2015-05-01,4381323480
2015-05-04,4389574560
2015-05-05,4356570240
2015-05-06,4364821320
2015-05-07,4378573120
2015-05-08,4389574560
2015-05-11,4417078160
2015-05-12,4384073840
2015-05-13,4378573120
2015-05-14,4408827080
2015-05-15,4406076720
2015-05-18,4450082480
2015-05-19,4450082480
2015-05-20,4466584640
2015-05-21,4455583200
2015-05-22,4441831400
2015-05-26,4436330680
2015-05-27,4447332120
2015-05-28,4488587520
2015-05-29,4455583200
2015-06-01,4461083920
2015-06-02,4483086800
2015-06-03,4521591840
2015-06-04,4518841480
2015-06-05,4529842920
2015-06-08,4524342200
2015-06-09,4532593280
2015-06-10,4546345080
2015-06-11,4598601920
2015-06-12,4590350840
2015-06-15,4568347960
2015-06-16,4579349400
2015-06-17,4601352280
2015-06-18,4612353720
2015-06-19,4612353720
2015-06-22,4631606240
2015-06-23,4628855880
2015-06-24,4598601920
2015-06-25,4554596160
2015-06-26,4557346520
2015-06-29,4507840040
2015-06-30,4524296240
2015-07-01,4573862480
2015-07-02,4562847760
2015-07-06,4584877200
2015-07-07,4593138240
2015-07-08,4562847760
2015-07-09,4582123520
2015-07-10,4634443440
2015-07-13,4681256000
2015-07-14,4703285440
2015-07-15,4692270720
2015-07-16,4741836960
2015-07-17,4722561200
2015-07-20,4747344320
2015-07-21,4543572000
2015-07-22,4573862480
2015-07-23,4634443440
2015-07-24,4595891920
2015-07-27,4576616160
2015-07-28,4551833040
2015-07-29,4617921360
2015-07-30,4617921360
2015-07-31,4606906640
2015-08-03,4623428720
2015-08-04,4628936080
2015-08-05,4628936080
2015-08-06,4631689760
2015-08-07,4623428720
2015-08-10,4697778080
2015-08-11,4686763360
2015-08-12,4661980240
2015-08-13,4692270720
2015-08-14,4736329600
2015-08-17,4728068560
2015-08-18,4744590640
2015-08-19,4678502320
2015-08-20,4587630880
2015-08-21,4499513120
2015-08-24,4328784960
2015-08-25,4257189280
2015-08-26,4433424800
2015-08-27,4529803600
2015-08-28,4460961600
2015-08-31,4414149040
2015-09-01,4290233440
2015-09-02,4345307040
2015-09-03,4350814400
2015-09-04,4287479760
2015-09-08,4381104880
2015-09-09,4364582800
2015-09-10,4361829120
2015-09-11,4378351200
2015-09-14,4372843840
2015-09-15,4411395360
2015-09-16,4466468960
2015-09-17,4447193200
2015-09-18,4323277600
2015-09-21,4372843840
2015-09-22,4323277600
2015-09-23,4298494480
2015-09-24,4292987120
2015-09-25,4306755520
2015-09-28,4232406160
2015-09-29,4232406160
2015-09-30,4235275800
2015-10-01,4227073200
2015-10-02,4251681000
2015-10-05,4314567600
2015-10-06,4306365000
2015-10-07,4352846400
2015-10-08,4363783200
2015-10-09,4371985800
2015-10-12,4339175400
2015-10-13,4303630800
2015-10-14,4227073200
2015-10-15,4268086200
2015-10-16,4281757200
2015-10-19,4273554600
2015-10-20,4257149400
2015-10-21,4243478400
2015-10-22,4322770200
2015-10-23,4380188400
2015-10-26,4377454200
2015-10-27,4325504400
2015-10-28,4454011800
2015-10-29,4462214400
2015-10-30,4412998800
2015-11-02,4429404000
2015-11-03,4410264600
2015-11-04,4396593600
2015-11-05,4393859400
2015-11-06,4391125200
2015-11-09,4350112200
2015-11-10,4371985800
2015-11-11,4388391000
2015-11-12,4352846400
2015-11-13,4284491400
2015-11-16,4333707000
2015-11-17,4314567600
2015-11-18,4399327800
2015-11-19,4407530400
2015-11-20,4454011800
2015-11-23,4434872400
2015-11-24,4443075000
2015-11-25,4429404000
2015-11-27,4429404000
2015-11-30,4437606600
2015-12-01,4484088000
2015-12-02,4473151200
2015-12-03,4423935600
2015-12-04,4514164200
2015-12-07,4522366800
2015-12-08,4459480200
2015-12-09,4410264600
2015-12-10,4399327800
2015-12-11,4377454200
2015-12-14,4363783200
2015-12-15,4429404000
2015-12-16,4396593600
2015-12-17,4328238600
2015-12-18,4273554600
2015-12-21,4325504400
2015-12-22,4330972800
2015-12-23,4385656800
2015-12-24,4385656800
2015-12-28,4391125200
2015-12-29,4437606600
2015-12-30,4421201400
2015-12-31,4351090800
2016-01-04,4288738720
2016-01-05,4329403120
2016-01-06,4253496240
2016-01-07,4126081120
2016-01-08,4093549600
2016-01-11,4109815360
2016-01-12,4120659200
2016-01-13,4052885200
2016-01-14,4131503040
2016-01-15,4050174240
2016-01-19,4017642720
2016-01-20,3944446800
2016-01-21,3947157760
2016-01-22,3985111200
2016-01-25,3914626240
2016-01-26,4028486560
2016-01-27,3941735840
2016-01-28,3960712560
2016-01-29,4101682480
2016-02-01,4131503040
2016-02-02,4101682480
2016-02-03,4169456480
2016-02-04,4261629120
2016-02-05,4269762000
2016-02-08,4302293520
2016-02-09,4277894880
2016-02-10,4234519520
2016-02-11,4210120880
2016-02-12,4253496240
2016-02-16,4256207200
2016-02-17,4267051040
2016-02-18,4280605840
2016-02-19,4267051040
2016-02-22,4318559280
2016-02-23,4313137360
2016-02-24,4307715440
2016-02-25,4348379840
2016-02-26,4399888080
2016-02-29,4380911360
2016-03-01,4456818240
2016-03-02,4470373040
2016-03-03,4481216880
2016-03-04,4559834720
2016-03-07,4581522400
2016-03-08,4527303200
2016-03-09,4578811440
2016-03-10,4584233360
2016-03-11,4657429280
2016-03-14,4646585440
2016-03-15,4665562160
2016-03-16,4657429280
2016-03-17,4749601920
2016-03-18,4771289600
2016-03-21,4792977280
2016-03-22,4809243040
2016-03-23,4749601920
2016-03-24,4774000560
2016-03-28,4792977280
2016-03-29,4833641680
2016-03-30,4830930720
2016-03-31,4868513600
2016-04-01,4844035040
2016-04-04,4819556480
2016-04-05,4765159680
2016-04-06,4767879520
2016-04-07,4713482720
2016-04-08,4710762880
2016-04-11,4724362080
2016-04-12,4767879520
2016-04-13,4827716000
2016-04-14,4830435840
2016-04-15,4830435840
2016-04-18,4895712000
2016-04-19,4691724000
2016-04-20,4710762880
2016-04-21,4664525600
2016-04-22,4718922400
2016-04-25,4759720000
2016-04-26,4803237440
2016-04-27,4792358080
2016-04-28,4751560480
2016-04-29,4776039040
2016-05-02,4827716000
2016-05-03,4805957280
2016-05-04,4786918400
2016-05-05,4778758880
2016-05-06,4746120800
2016-05-09,4781478720
2016-05-10,4833155680
2016-05-11,4786918400
2016-05-12,4800517600
2016-05-13,4778758880
2016-05-16,4816836640
2016-05-17,4767879520
2016-05-18,4808677120
2016-05-19,4781478720
2016-05-20,4786918400
2016-05-23,4767879520
2016-05-24,4841315200
2016-05-25,4863073920
2016-05-26,4876673120
2016-05-27,4892992160
2016-05-31,4903871520
2016-06-01,4898431840
2016-06-02,4917470720
2016-06-03,4892992160
2016-06-06,4917470720
2016-06-07,4939229440
2016-06-08,4950108800
2016-06-09,4974587360
2016-06-10,4950108800
2016-06-13,4895712000
2016-06-14,4863073920
2016-06-15,4833155680
2016-06-16,4852194560
2016-06-17,4844035040
2016-06-20,4890272320
2016-06-21,4939229440
2016-06-22,4944669120
2016-06-23,5028984160
2016-06-24,4844035040
2016-06-27,4735241440
2016-06-28,4868513600
2016-06-29,4963708000
2016-06-30,5114558280
2016-07-01,5062703100
2016-07-05,5010847920
2016-07-06,5038140120
2016-07-07,5021764800
2016-07-08,5095453740
2016-07-11,5046327780
2016-07-12,5035410900
2016-07-13,4983555720
2016-07-14,4926242100
2016-07-15,4918054440
2016-07-18,4898949900
2016-07-19,5103641400
2016-07-20,5084536860
2016-07-21,5035410900
2016-07-22,5059973880
2016-07-25,5065432320
2016-07-26,5046327780
2016-07-27,5027223240
2016-07-28,5027223240
2016-07-29,5002660260
2016-08-01,4997201820
2016-08-02,4980826500
2016-08-03,4994472600
2016-08-04,4980826500
2016-08-05,5029952460
2016-08-08,5043598560
2016-08-09,5029952460
2016-08-10,5016306360
2016-08-11,5019035580
2016-08-12,4983555720
2016-08-15,4991743380
2016-08-16,4942617420
2016-08-17,4961721960
2016-08-18,4986284940
2016-08-19,4991743380
2016-08-22,5019035580
2016-08-23,5016306360
2016-08-24,5029952460
2016-08-25,5043598560
2016-08-26,5032681680
2016-08-29,5098182960
2016-08-30,5100912180
2016-08-31,5114558280
2016-09-01,5128204380
2016-09-02,5185518000
2016-09-06,5166413460
2016-09-07,5158225800
2016-09-08,5152767360
2016-09-09,5027223240
2016-09-12,5114558280
2016-09-13,5073619980
2016-09-14,5016306360
2016-09-15,5087266080
2016-09-16,5040869340
2016-09-19,5070890760
2016-09-20,5079078420
2016-09-21,5133662820
2016-09-22,5166413460
2016-09-23,5117287500
2016-09-26,5076349200
2016-09-27,5117287500
2016-09-28,5141850480
2016-09-29,5087266080
2016-09-30,5150552840
2016-10-03,5071355580
2016-10-04,5128705320
2016-10-05,5180593180
2016-10-06,5276176080
2016-10-07,5218826340
2016-10-10,5175131300
2016-10-11,5087741220
2016-10-12,5136898140
2016-10-13,5123243440
2016-10-14,5112319680
2016-10-17,5090472160
2016-10-18,5098664980
2016-10-19,5117781560
2016-10-20,5068624640
2016-10-21,5136898140
2016-10-24,4994889260
2016-10-25,4994889260
2016-10-26,5014005840
2016-10-27,5003082080
2016-10-28,5019467720
2016-10-31,5033122420
2016-11-01,4981234560
2016-11-02,4945732340
2016-11-03,4989427380
2016-11-04,4953925160
2016-11-07,5030391480
2016-11-08,5052239000
2016-11-09,5134167200
2016-11-10,5213364460
2016-11-11,5347180520
2016-11-14,5489189400
2016-11-15,5552001020
2016-11-16,5601157940
2016-11-17,5770476220
2016-11-18,5781399980
2016-11-21,5773207160
2016-11-22,5822364080
2016-11-23,5909754160
2016-11-25,5896099460
2016-11-28,5855135360
2016-11-29,5866059120
2016-11-30,5920677920
2016-12-01,5956180140
2016-12-02,5901561340
2016-12-05,5956180140
2016-12-06,6049032100
2016-12-07,6057224920
2016-12-08,6032646460
2016-12-09,6065417740
2016-12-12,6103650900
2016-12-13,6161000640
2016-12-14,6109112780
2016-12-15,6130960300
2016-12-16,6128229360
2016-12-19,6133691240
2016-12-20,6133691240
2016-12-21,6114574660
2016-12-22,6111843720
2016-12-23,6130960300
2016-12-27,6130960300
2016-12-28,6089996200
2016-12-29,6117305600
2016-12-30,6125498420
2017-01-03,6128866080
2017-01-04,6230056640
2017-01-05,6161684640
2017-01-06,6142540480
2017-01-09,6106987040
2017-01-10,6101517280
2017-01-11,6055024320
2017-01-12,6011266240
2017-01-13,6052289440
2017-01-17,6014001120
2017-01-18,6022205760
2017-01-19,6000326720
2017-01-20,5994856960
2017-01-23,5940159360
2017-01-24,5915545440
2017-01-25,5907340800
2017-01-26,5945629120
2017-01-27,5915545440
2017-01-30,5797945600
2017-01-31,5762392160
2017-02-01,5737778240
2017-02-02,5778801440
2017-02-03,5817089760
2017-02-06,5773331680
2017-02-07,5745982880
2017-02-08,5729573600
2017-02-09,5762392160
2017-02-10,5877257120
2017-02-13,5899136160
2017-02-14,5893666400
2017-02-15,5945629120
2017-02-16,5983917440
2017-02-17,6000326720
2017-02-21,5926484960
2017-02-22,5901871040
2017-02-23,5901871040
2017-02-24,5937424480
2017-02-27,5951098880
2017-02-28,5893666400
2017-03-01,6000326720
2017-03-02,5901871040
2017-03-03,5962038400
2017-03-06,5912810560
2017-03-07,5899136160
2017-03-08,5866317600
2017-03-09,5882726880
2017-03-10,5910075680
2017-03-13,5918280320
2017-03-14,5907340800
2017-03-15,5951098880
2017-03-16,5948364000
2017-03-17,5983917440
2017-03-20,5918280320
2017-03-21,5817089760
2017-03-22,5819824640
2017-03-23,5811620000
2017-03-24,5828029280
2017-03-27,5811620000
2017-03-28,5822559520
2017-03-29,5792475840
2017-03-30,5751452640
2017-03-31,5702790240
2017-04-03,5656314960
2017-04-04,5689121040
2017-04-05,5678185680
2017-04-06,5719193280
2017-04-07,5716459440
2017-04-10,5735596320
2017-04-11,5762934720
2017-04-12,5691854880
2017-04-13,5648113440
2017-04-17,5732862480
2017-04-18,5787539280
2017-04-19,5732862480
2017-04-20,5850417600
2017-04-21,5809410000
2017-04-24,5891425200
2017-04-25,5888691360
2017-04-26,5924231280
2017-04-27,5943368160
2017-04-28,5864086800
2017-05-01,5883223680
2017-05-02,5855885280
2017-05-03,5853151440
2017-05-04,5880489840
2017-05-05,5888691360
2017-05-08,5885957520
2017-05-09,5828546880
2017-05-10,5844949920
2017-05-11,5820345360
2017-05-12,5782071600
2017-05-15,5798474640
2017-05-16,5809410000
2017-05-17,5721927120
2017-05-18,5754733200
2017-05-19,5751999360
2017-05-22,5803942320
2017-05-23,5806676160
2017-05-24,5803942320
2017-05-25,5872288320
2017-05-26,5861352960
2017-05-30,5877756000
2017-05-31,5937900480
2017-06-01,6030851040
2017-06-02,5989843440
2017-06-05,5943368160
2017-06-06,5888691360
2017-06-07,5883223680
2017-06-08,5935166640
2017-06-09,5995311120
2017-06-12,6017181840
2017-06-13,6028117200
2017-06-14,6022649520
2017-06-15,6055455600
2017-06-16,6060923280
2017-06-19,6014448000
2017-06-20,5981641920
2017-06-21,5948835840
2017-06-22,5902360560
2017-06-23,5869554480
2017-06-26,5899626720
2017-06-27,5885957520
2017-06-28,5951569680
2017-06-29,5957037360
2017-06-30,5873785680
2017-07-03,5933777920
2017-07-05,5887420280
2017-07-06,5843789560
2017-07-07,5884693360
2017-07-10,5843789560
2017-07-11,5824701120
2017-07-12,5873785680
2017-07-13,5873785680
2017-07-14,5903781800
2017-07-17,5865604920
2017-07-18,5868331840
2017-07-19,5969227880
2017-07-20,5982862480
2017-07-21,6010131680
2017-07-24,6034673960
2017-07-25,6089212360
2017-07-26,6064670080
2017-07-27,6001950920
2017-07-28,6078304680
2017-07-31,6081031600
2017-08-01,6081031600
2017-08-02,6056489320
2017-08-03,5993770160
2017-08-04,6007404760
2017-08-07,5985589400
2017-08-08,5961047120
2017-08-09,5974681720
2017-08-10,5928324080
2017-08-11,5936504840
2017-08-14,5988316320
2017-08-15,6021039360
2017-08-16,6004677840
2017-08-17,5914689480
2017-08-18,5950139440
2017-08-21,5974681720
2017-08-22,6012858600
2017-08-23,5958320200
2017-08-24,5974681720
2017-08-25,6040127800
2017-08-28,6157385360
2017-08-29,6102846960
2017-08-30,6124662320
2017-08-31,6130116160
2017-09-01,6143750760
2017-09-05,6201016080
2017-09-06,6255554480
2017-09-07,6277369840
2017-09-08,6563696440
2017-09-11,6394627400
2017-09-12,6386446640
2017-09-13,6353723600
2017-09-14,6318273640
2017-09-15,6329181320
2017-09-18,6397354320
2017-09-19,6402808160
2017-09-20,6454619640
2017-09-21,6419169680
2017-09-22,6465527320
2017-09-25,6500977280
2017-09-26,6577331040
2017-09-27,6664592480
2017-09-28,6585511800
2017-09-29,6571877200
2017-10-02,6550264960
2017-10-03,6601713920
2017-10-04,6601713920
2017-10-05,6617960960
2017-10-06,6599006080
2017-10-09,6615253120
2017-10-10,6626084480
2017-10-11,6620668800
2017-10-12,6658578560
2017-10-13,6688364800
2017-10-16,6631500160
2017-10-17,6636915840
2017-10-18,6626084480
2017-10-19,6634208000
2017-10-20,6677533440
2017-10-23,6723566720
2017-10-24,6696488320
2017-10-25,6663994240
2017-10-26,6685656960
2017-10-27,6726274560
2017-10-30,6701904000
2017-10-31,6747937280
2017-11-01,6783139200
2017-11-02,6823756800
2017-11-03,6823756800
2017-11-06,6842711680
2017-11-07,6802094080
2017-11-08,6728982400
2017-11-09,6685656960
2017-11-10,6699196160
2017-11-13,6688364800
2017-11-14,6769600000
2017-11-15,6764184320
2017-11-16,6761476480
2017-11-17,6753352960
2017-11-20,6807509760
2017-11-21,6840003840
2017-11-22,6818341120
2017-11-24,6777723520
2017-11-27,6810217600
2017-11-28,6875205760
2017-11-29,6891452800
2017-11-30,6940193920
2017-12-01,7007889920
2017-12-04,6978103680
2017-12-05,6899576320
2017-12-06,6997058560
2017-12-07,6991642880
2017-12-08,7032260480
2017-12-11,6986227200
2017-12-12,6994350720
2017-12-13,6940193920
2017-12-14,6913115520
2017-12-15,6929362560
2017-12-18,6969980160
2017-12-19,6972688000
2017-12-20,6959148800
2017-12-21,6953733120
2017-12-22,6921239040
2017-12-26,6964564480
2017-12-27,6980811520
2017-12-28,7010597760
2017-12-29,6967272320
2018-01-02,6900192880
2018-01-03,6978542760
2018-01-04,6997454800
2018-01-05,7064997800
2018-01-08,7043384040
2018-01-09,7100120160
2018-01-10,7054190920
2018-01-11,7051489200
2018-01-12,7081208120
2018-01-16,7075804680
2018-01-17,7102821880
2018-01-18,7073102960
2018-01-19,7092015000
2018-01-22,7059594360
2018-01-23,7032577160
2018-01-24,7146049400
2018-01-25,7156856280
2018-01-26,7264925080
2018-01-29,7181171760
2018-01-30,7143347680
2018-01-31,7089313280
2018-02-01,7186575200
2018-02-02,7156856280
2018-02-05,6954227280
2018-02-06,6978542760
2018-02-07,6994753080
2018-02-08,6770510320
2018-02-09,6821843000
2018-02-12,6905596320
2018-02-13,6965034160
2018-02-14,7083909840
2018-02-15,7110927040
2018-02-16,7119032200
2018-02-20,7108225320
2018-02-21,7092015000
2018-02-22,7059594360
2018-02-23,7143347680
2018-02-26,7210890680
2018-02-27,7191978640
2018-02-28,7110927040
2018-03-01,7016366840
2018-03-02,7062296080
2018-03-05,7137944240
2018-03-06,7162259720
2018-03-07,7100120160
2018-03-08,7102821880
2018-03-09,7246013040
2018-03-12,7205487240
2018-03-13,7132540800
2018-03-14,7097418440
2018-03-15,7097418440
2018-03-16,7127137360
2018-03-19,7108225320
2018-03-20,7140645960
2018-03-21,7102821880
2018-03-22,6881280840
2018-03-23,6746194840
2018-03-26,6894789440
2018-03-27,6829948160
2018-03-28,6892087720
2018-03-29,6873175680
2018-04-02,6708812040
2018-04-03,6789836340
2018-04-04,6835750110
2018-04-05,6876262260
2018-04-06,6776332290
2018-04-09,6822246060
2018-04-10,6884364690
2018-04-11,6887065500
2018-04-12,6954585750
2018-04-13,6946483320
2018-04-16,7038310860
2018-04-17,7105831110
2018-04-18,7089626250
2018-04-19,7062618150
2018-04-20,7008601950
2018-04-23,7173351360
2018-04-24,7127437590
2018-04-25,7246273230
2018-04-26,7405621020
2018-04-27,7489346130
2018-04-30,7354305630
2018-05-01,7351604820
2018-05-02,7267879710
2018-05-03,7313793480
2018-05-04,7429928310
2018-05-07,7435329930
2018-05-08,7400219400
2018-05-09,7405621020
2018-05-10,7424526690
2018-05-11,7413723450
2018-05-14,7357006440
2018-05-15,7354305630
2018-05-16,7373211300
2018-05-17,7432629120
2018-05-18,7456936410
2018-05-21,7524456660
2018-05-22,7502850180
2018-05-23,7532559090
2018-05-24,7554165570
2018-05-25,7510952610
2018-05-29,7381313730
2018-05-30,7516354230
2018-05-31,7502850180
2018-06-01,7573071240
2018-06-04,7589276100
2018-06-05,7602780150
2018-06-06,7589276100
2018-06-07,7594677720
2018-06-08,7691906880
2018-06-11,7721615790
2018-06-12,7681103640
2018-06-13,7640591490
2018-06-14,7651394730
2018-06-15,7632489060
2018-06-18,7675702020
2018-06-19,7700009310
2018-06-20,7605480960
2018-06-21,7581173670
2018-06-22,7621685820
2018-06-25,7564968810
2018-06-26,7535259900
2018-06-27,7424526690
2018-06-28,7446133170
2018-06-29,7489346130
2018-07-02,7509631680
2018-07-03,7561123200
2018-07-05,7620744960
2018-07-06,7669526400
2018-07-09,7796900160
2018-07-10,7767089280
2018-07-11,7739988480
2018-07-12,7786059840
2018-07-13,7791480000
2018-07-16,7861942080
2018-07-17,7899883200
2018-07-18,8019126720
2018-07-19,7983895680
2018-07-20,8040807360
2018-07-23,8021836800
2018-07-24,7848391680
2018-07-25,7894463040
