,BRO
2004-09-02,3157851840
2004-09-03,3141289680
2004-09-07,3152331120
2004-09-08,3138529320
2004-09-09,3135768960
2004-09-10,3133008600
2004-09-13,3113686080
2004-09-14,3105405000
2004-09-15,3099884280
2004-09-16,3141289680
2004-09-17,3119206800
2004-09-20,3086082480
2004-09-21,3110925720
2004-09-22,3088842840
2004-09-23,3072280680
2004-09-24,3108165360
2004-09-27,3055718520
2004-09-28,3097123920
2004-09-29,3119206800
2004-09-30,3150519480
2004-10-01,3156032200
2004-10-04,3167057640
2004-10-05,3145006760
2004-10-06,3211159400
2004-10-07,3122955880
2004-10-08,3087123200
2004-10-11,3100905000
2004-10-12,3070585040
2004-10-13,3062315960
2004-10-14,2833538080
2004-10-15,2872127120
2004-10-18,2756360000
2004-10-19,2764629080
2004-10-20,2839050800
2004-10-21,2844563520
2004-10-22,2861101680
2004-10-25,2850076240
2004-10-26,2883152560
2004-10-27,2863858040
2004-10-28,2858345320
2004-10-29,2877639840
2004-11-01,2896934360
2004-11-02,2899690720
2004-11-03,2883152560
2004-11-04,2921741600
2004-11-05,2918985240
2004-11-08,2902447080
2004-11-09,2910716160
2004-11-10,2894178000
2004-11-11,2910716160
2004-11-12,2902447080
2004-11-15,2905203440
2004-11-16,2814243560
2004-11-17,2833538080
2004-11-18,2808730840
2004-11-19,2772898160
2004-11-22,2778410880
2004-11-23,2723283680
2004-11-24,2742578200
2004-11-26,2750847280
2004-11-29,2797705400
2004-11-30,2794949040
2004-12-01,2814243560
2004-12-02,2836294440
2004-12-03,2841807160
2004-12-06,2847319880
2004-12-07,2847319880
2004-12-08,2874883480
2004-12-09,2927254320
2004-12-10,2963087000
2004-12-13,2979625160
2004-12-14,2965843360
2004-12-15,2965843360
2004-12-16,2941036120
2004-12-17,2954817920
2004-12-20,2916228880
2004-12-21,2910716160
2004-12-22,2930010680
2004-12-23,2935523400
2004-12-27,2894178000
2004-12-28,2935523400
2004-12-29,2965843360
2004-12-30,2971356080
2004-12-31,3012696720
2005-01-03,3043128000
2005-01-04,3048660960
2005-01-05,3051427440
2005-01-06,3045894480
2005-01-07,3034828560
2005-01-10,3092924640
2005-01-11,3076325760
2005-01-12,3076325760
2005-01-13,3051427440
2005-01-14,3103990560
2005-01-18,3128888880
2005-01-19,3079092240
2005-01-20,3084625200
2005-01-21,3043128000
2005-01-24,3012696720
2005-01-25,2990564880
2005-01-26,2985031920
2005-01-27,2962900080
2005-01-28,2951834160
2005-01-31,2990564880
2005-02-01,3012696720
2005-02-02,3015463200
2005-02-03,2998864320
2005-02-04,3043128000
2005-02-07,3026529120
2005-02-08,2996097840
2005-02-09,3029295600
2005-02-10,3009930240
2005-02-11,3258913440
2005-02-14,3211883280
2005-02-15,3283811760
2005-02-16,3275512320
2005-02-17,3242314560
2005-02-18,3269979360
2005-02-22,3206350320
2005-02-23,3220182720
2005-02-24,3231248640
2005-02-25,3247847520
2005-02-28,3209116800
2005-03-01,3225715680
2005-03-02,3261679920
2005-03-03,3258913440
2005-03-04,3278278800
2005-03-07,3305943600
2005-03-08,3303177120
2005-03-09,3256146960
2005-03-10,3283811760
2005-03-11,3292111200
2005-03-14,3336374880
2005-03-15,3292111200
2005-03-16,3264446400
2005-03-17,3272745840
2005-03-18,3222949200
2005-03-21,3247847520
2005-03-22,3258913440
2005-03-23,3253380480
2005-03-24,3203583840
2005-03-28,3220182720
2005-03-29,3200817360
2005-03-30,3234015120
2005-03-31,3186708480
2005-04-01,3192240960
2005-04-04,3203305920
2005-04-05,3208838400
2005-04-06,3178409760
2005-04-07,3172877280
2005-04-08,3139682400
2005-04-11,3112020000
2005-04-12,3114786240
2005-04-13,3064993920
2005-04-14,3053928960
2005-04-15,3053928960
2005-04-18,3067760160
2005-04-19,3070526400
2005-04-20,3098188800
2005-04-21,3059461440
2005-04-22,3004136640
2005-04-25,2962643040
2005-04-26,2970941760
2005-04-27,2948811840
2005-04-28,2976474240
2005-04-29,3026266560
2005-05-02,3073292640
2005-05-03,3064993920
2005-05-04,3134149920
2005-05-05,3103721280
2005-05-06,3078825120
2005-05-09,3081591360
2005-05-10,3040097760
2005-05-11,3031799040
2005-05-12,2970941760
2005-05-13,2946045600
2005-05-16,2987539200
2005-05-17,2993071680
2005-05-18,3001370400
2005-05-19,3023500320
2005-05-20,3017967840
2005-05-23,3012435360
2005-05-24,3064993920
2005-05-25,3078825120
2005-05-26,3100955040
2005-05-27,3073292640
2005-05-31,3081591360
2005-06-01,3078825120
2005-06-02,3092656320
2005-06-03,3117552480
2005-06-06,3123084960
2005-06-07,3123084960
2005-06-08,3112020000
2005-06-09,3217137120
2005-06-10,3195007200
2005-06-13,3170111040
2005-06-14,3161812320
2005-06-15,3145214880
2005-06-16,3134149920
2005-06-17,3123084960
2005-06-20,3131383680
2005-06-21,3112020000
2005-06-22,3120318720
2005-06-23,3123084960
2005-06-24,3087123840
2005-06-27,3100955040
2005-06-28,3106487520
2005-06-29,3084357600
2005-06-30,3113120320
2005-07-01,3126968720
2005-07-05,3149126160
2005-07-06,3104811280
2005-07-07,3107580960
2005-07-08,3107580960
2005-07-11,3132508080
2005-07-12,3096502240
2005-07-13,3093732560
2005-07-14,3074344800
2005-07-15,3121429360
2005-07-18,3115890000
2005-07-19,3043878320
2005-07-20,3010642160
2005-07-21,2988484720
2005-07-22,2985715040
2005-07-25,2982945360
2005-07-26,2966327280
2005-07-27,3021720880
2005-07-28,3018951200
2005-07-29,2999563440
2005-08-01,2994024080
2005-08-02,3041108640
2005-08-03,3043878320
2005-08-04,3007872480
2005-08-05,2977406000
2005-08-08,2963557600
2005-08-09,2963557600
2005-08-10,2980175680
2005-08-11,3005102800
2005-08-12,3007872480
2005-08-15,3024490560
2005-08-16,3041108640
2005-08-17,3032799600
2005-08-18,3038338960
2005-08-19,3074344800
2005-08-22,3088193200
2005-08-23,3088193200
2005-08-24,3099271920
2005-08-25,3160204880
2005-08-26,3146356480
2005-08-29,3237755920
2005-08-30,3218368160
2005-08-31,3287610160
2005-09-01,3265452720
2005-09-02,3270992080
2005-09-06,3337464400
2005-09-07,3331925040
2005-09-08,3331925040
2005-09-09,3398397360
2005-09-12,3453790960
2005-09-13,3431633520
2005-09-14,3376239920
2005-09-15,3387318640
2005-09-16,3365161200
2005-09-19,3392858000
2005-09-20,3381779280
2005-09-21,3423324480
2005-09-22,3456560640
2005-09-23,3481487760
2005-09-26,3439942560
2005-09-27,3409476080
2005-09-28,3406706400
2005-09-29,3445481920
2005-09-30,3441904920
2005-10-03,3450218700
2005-10-04,3502872640
2005-10-05,3497330120
2005-10-06,3502872640
2005-10-07,3480702560
2005-10-10,3497330120
2005-10-11,3513957680
2005-10-12,3505643900
2005-10-13,3502872640
2005-10-14,3558297840
2005-10-17,3461303740
2005-10-18,3477931300
2005-10-19,3558297840
2005-10-20,3624808080
2005-10-21,3646978160
2005-10-24,3746743520
2005-10-25,3710717140
2005-10-26,3766142340
2005-10-27,3705174620
2005-10-28,3674690760
2005-10-31,3763371080
2005-11-01,3802168720
2005-11-02,3860365180
2005-11-03,3732887220
2005-11-04,3727344700
2005-11-07,3782769900
2005-11-08,3821567540
2005-11-09,3807711240
2005-11-10,3852051400
2005-11-11,3849280140
2005-11-14,3957359280
2005-11-15,3890849040
2005-11-16,3882535260
2005-11-17,3935189200
2005-11-18,3951816760
2005-11-21,3960130540
2005-11-22,3990614400
2005-11-23,4004470700
2005-11-25,4010013220
2005-11-28,4007241960
2005-11-29,3979529360
2005-11-30,4043268340
2005-12-01,4087608500
2005-12-02,4131948660
2005-12-05,4162432520
2005-12-06,4109778580
2005-12-07,4095922280
2005-12-08,4034954560
2005-12-09,4093151020
2005-12-12,4084837240
2005-12-13,4073752200
2005-12-14,4181831340
2005-12-15,4145804960
2005-12-16,4198458900
2005-12-19,4201230160
2005-12-20,4198458900
2005-12-21,4226171500
2005-12-22,4234485280
2005-12-23,4289910480
2005-12-27,4328708120
2005-12-28,4312080560
2005-12-29,4262197880
2005-12-30,4231714020
2006-01-03,4312510020
2006-01-04,4354324920
2006-01-05,4387776840
2006-01-06,4270695120
2006-01-09,4329235980
2006-01-10,4345961940
2006-01-11,4359900240
2006-01-12,4298571720
2006-01-13,4240030860
2006-01-17,4173127020
2006-01-18,4095072540
2006-01-19,4161976380
2006-01-20,4092284880
2006-01-23,4030956360
2006-01-24,3933388260
2006-01-25,3969627840
2006-01-26,4061620620
2006-01-27,4097860200
2006-01-30,4019805720
2006-01-31,4005867420
2006-02-01,4030956360
2006-02-02,3922237620
2006-02-03,3947326560
2006-02-06,3955689540
2006-02-07,3938963580
2006-02-08,3969627840
2006-02-09,3972415500
2006-02-10,4136887440
2006-02-13,4056045300
2006-02-14,4111798500
2006-02-15,4273482780
2006-02-16,4318085340
2006-02-17,4379413860
2006-02-21,4287421080
2006-02-22,4359900240
2006-02-23,4320873000
2006-02-24,4357112580
2006-02-27,4390564500
2006-02-28,4359900240
2006-03-01,4468618980
2006-03-02,4440742380
2006-03-03,4521584520
2006-03-06,4516009200
2006-03-07,4504858560
2006-03-08,4552248780
2006-03-09,4524372180
2006-03-10,4549461120
2006-03-13,4524372180
2006-03-14,4507646220
2006-03-15,4507646220
2006-03-16,4479769620
2006-03-17,4457468340
2006-03-20,4474194300
2006-03-21,4460256000
2006-03-22,4510433880
2006-03-23,4421228760
2006-03-24,4440742380
2006-03-27,4465831320
2006-03-28,4507646220
2006-03-29,4588488360
2006-03-30,4571762400
2006-03-31,4631765200
2006-04-03,4637345640
2006-04-04,4673618500
2006-04-05,4698730480
2006-04-06,4768485980
2006-04-07,4743374000
2006-04-10,4718262020
2006-04-11,4592702120
2006-04-12,4634555420
2006-04-13,4693150040
2006-04-17,4765695760
2006-04-18,4852192580
2006-04-19,4871724120
2006-04-20,4894045880
2006-04-21,4913577420
2006-04-24,4821500160
2006-04-25,4450400900
2006-04-26,4338792100
2006-04-27,4341582320
2006-04-28,4358323640
2006-05-01,4305309460
2006-05-02,4299729020
2006-05-03,4274617040
2006-05-04,4238344180
2006-05-05,4302519240
2006-05-08,4322050780
2006-05-09,4319260560
2006-05-10,4375064960
2006-05-11,4391806280
2006-05-12,4358323640
2006-05-15,4324841000
2006-05-16,4294148580
2006-05-17,4199281100
2006-05-18,4193700660
2006-05-19,4213232200
2006-05-22,4218812640
2006-05-23,4199281100
2006-05-24,4299729020
2006-05-25,4255085500
2006-05-26,4255085500
2006-05-30,4255085500
2006-05-31,4252295280
2006-06-01,4271826820
2006-06-02,4352743200
2006-06-05,4277407260
2006-06-06,4308099680
2006-06-07,4241134400
2006-06-08,4204861540
2006-06-09,4202071320
2006-06-12,4115574500
2006-06-13,4096042960
2006-06-14,4037448340
2006-06-15,4115574500
2006-06-16,4045819000
2006-06-19,3992804820
2006-06-20,3976063500
2006-06-21,4015126580
2006-06-22,3953741740
2006-06-23,4040238560
2006-06-26,4034658120
2006-06-27,4012336360
2006-06-28,4020707020
2006-06-29,4123945160
2006-06-30,4081098960
2006-07-03,4097859120
2006-07-05,4005678240
2006-07-06,4041991920
2006-07-07,4011264960
2006-07-10,3986124720
2006-07-11,3997298160
2006-07-12,3924670800
2006-07-13,3829696560
2006-07-14,3838076640
2006-07-17,3849250080
2006-07-18,3852043440
2006-07-19,3938637600
2006-07-20,3852043440
2006-07-21,3849250080
2006-07-24,3902323920
2006-07-25,4366021680
2006-07-26,4377195120
2006-07-27,4290600960
2006-07-28,4377195120
2006-07-31,4385575200
2006-08-01,4377195120
2006-08-02,4360434960
2006-08-03,4405128720
2006-08-04,4363228320
2006-08-07,4329708000
2006-08-08,4240320480
2006-08-09,4159313040
2006-08-10,4212386880
2006-08-11,4153726320
2006-08-14,4139759520
2006-08-15,4198420080
2006-08-16,4223560320
2006-08-17,4254287280
2006-08-18,4259874000
2006-08-21,4209593520
2006-08-22,4231940400
2006-08-23,4245907200
2006-08-24,4204006800
2006-08-25,4159313040
2006-08-28,4187246640
2006-08-29,4173279840
2006-08-30,4187246640
2006-08-31,4181659920
2006-09-01,4170486480
2006-09-05,4251493920
2006-09-06,4167693120
2006-09-07,4103445840
2006-09-08,4134172800
2006-09-11,4128586080
2006-09-12,4204006800
2006-09-13,4212386880
2006-09-14,4164899760
2006-09-15,4268254080
2006-09-18,4265460720
2006-09-19,4248700560
2006-09-20,4304567760
2006-09-21,4296187680
2006-09-22,4234733760
2006-09-25,4259874000
2006-09-26,4240320480
2006-09-27,4290600960
2006-09-28,4310154480
2006-09-29,4268254080
2006-10-02,4172263920
2006-10-03,4180641960
2006-10-04,4186227320
2006-10-05,4228117520
2006-10-06,4189020000
2006-10-09,4216946800
2006-10-10,4155507840
2006-10-11,4099654240
2006-10-12,4124788360
2006-10-13,4236495560
2006-10-16,4239288240
2006-10-17,4253251640
2006-10-18,4222532160
2006-10-19,4169471240
2006-10-20,4189020000
2006-10-23,4239288240
2006-10-24,4194605360
2006-10-25,4197398040
2006-10-26,4230910200
2006-10-27,4175056600
2006-10-30,4144337120
2006-10-31,4085690840
2006-11-01,4024251880
2006-11-02,4063349400
2006-11-03,4046593320
2006-11-06,4049386000
2006-11-07,4085690840
2006-11-08,4063349400
2006-11-09,4035422600
2006-11-10,4027044560
2006-11-13,4038215280
2006-11-14,4049386000
2006-11-15,4091276200
2006-11-16,4096861560
2006-11-17,4110824960
2006-11-20,4127581040
2006-11-21,4094068880
2006-11-22,4102446920
2006-11-24,4088483520
2006-11-27,4029837240
2006-11-28,4049386000
2006-11-29,4035422600
2006-11-30,4049386000
2006-12-01,4046593320
2006-12-04,4096861560
2006-12-05,4105239600
2006-12-06,4127581040
2006-12-07,4116410320
2006-12-08,4124788360
2006-12-11,4108032280
2006-12-12,4102446920
2006-12-13,4094068880
2006-12-14,4077312800
2006-12-15,4049386000
2006-12-18,4015873840
2006-12-19,3979569000
2006-12-20,3971190960
2006-12-21,3971190960
2006-12-22,3943264160
2006-12-26,3976776320
2006-12-27,4007495800
2006-12-28,3999117760
2006-12-29,3940471480
2007-01-03,3959841040
2007-01-04,3943014520
2007-01-05,3940210100
2007-01-08,3926188000
2007-01-09,3912165900
2007-01-10,3903752640
2007-01-11,3934601260
2007-01-12,3948623360
2007-01-16,3962645460
2007-01-17,3940210100
2007-01-18,3928992420
2007-01-19,3962645460
2007-01-22,3875708440
2007-01-23,3886926120
2007-01-24,3931796840
2007-01-25,3909361480
2007-01-26,3920579160
2007-01-29,3926188000
2007-01-30,3943014520
2007-01-31,3971058720
2007-02-01,4018733860
2007-02-02,4029951540
2007-02-05,4024342700
2007-02-06,4032755960
2007-02-07,4060800160
2007-02-08,4055191320
2007-02-09,4032755960
2007-02-12,3987885240
2007-02-13,3951427780
2007-02-14,3985080820
2007-02-15,4021538280
2007-02-16,4013125020
2007-02-20,3987885240
2007-02-21,3965449880
2007-02-22,3973863140
2007-02-23,3965449880
2007-02-26,4024342700
2007-02-27,3943014520
2007-02-28,3945818940
2007-03-01,3914970320
2007-03-02,3872904020
2007-03-05,3912165900
2007-03-06,3954232200
2007-03-07,3906557060
2007-03-08,3923383580
2007-03-09,3923383580
2007-03-12,3931796840
2007-03-13,3856077500
2007-03-14,3864490760
2007-03-15,3895339380
2007-03-16,3875708440
2007-03-19,3892534960
2007-03-20,3920579160
2007-03-21,3914970320
2007-03-22,3889730540
2007-03-23,3853273080
2007-03-26,3856077500
2007-03-27,3814011200
2007-03-28,3799989100
2007-03-29,3788771420
2007-03-30,3794380260
2007-04-02,3739829760
2007-04-03,3818444800
2007-04-04,3801598719
2007-04-05,3818444800
2007-04-09,3810021760
2007-04-10,3810021760
2007-04-11,3790368000
2007-04-12,3798791040
2007-04-13,3793175680
2007-04-16,3956021120
2007-04-17,3944790400
2007-04-18,3981290240
2007-04-19,3950405760
2007-04-20,3998136320
2007-04-23,3947598080
2007-04-24,3675253120
2007-04-25,3689291520
2007-04-26,3683676160
2007-04-27,3655599360
2007-04-30,3616291840
2007-05-01,3607868800
2007-05-02,3708945280
2007-05-03,3708945280
2007-05-04,3708945280
2007-05-07,3680868480
2007-05-08,3669637760
2007-05-09,3647176320
2007-05-10,3638753280
2007-05-11,3635945600
2007-05-14,3621907200
2007-05-15,3579792000
2007-05-16,3582599680
2007-05-17,3593830400
2007-05-18,3593830400
2007-05-21,3613484160
2007-05-22,3616291840
2007-05-23,3613484160
2007-05-24,3616291840
2007-05-25,3599445760
2007-05-29,3596638080
2007-05-30,3621907200
2007-05-31,3658407040
2007-06-01,3644368640
2007-06-04,3647176320
2007-06-05,3644368640
2007-06-06,3644368640
2007-06-07,3599445760
2007-06-08,3607868800
2007-06-11,3644368640
2007-06-12,3624714880
2007-06-13,3621907200
2007-06-14,3610676480
2007-06-15,3593830400
2007-06-18,3624714880
2007-06-19,3630330240
2007-06-20,3613484160
2007-06-21,3638753280
2007-06-22,3627522560
2007-06-25,3635945600
2007-06-26,3633137920
2007-06-27,3635945600
2007-06-28,3599445760
2007-06-29,3529253760
2007-07-02,3545755460
2007-07-03,3540131740
2007-07-05,3531696160
2007-07-06,3585121500
2007-07-09,3554191040
2007-07-10,3495141980
2007-07-11,3506389420
2007-07-12,3565438480
2007-07-13,3573874060
2007-07-16,3526072439
2007-07-17,3497953840
2007-07-18,3526072439
2007-07-19,3542943600
2007-07-20,3523260580
2007-07-23,3554191040
2007-07-24,3644170560
2007-07-25,3722902640
2007-07-26,3686348460
2007-07-27,3663853580
2007-07-30,3649794280
2007-07-31,3613240100
2007-08-01,3669477300
2007-08-02,3672289160
2007-08-03,3557002900
2007-08-06,3759456820
2007-08-07,3874743080
2007-08-08,3950663300
2007-08-09,3902861680
2007-08-10,3686348460
2007-08-13,3706031480
2007-08-14,3618863820
2007-08-15,3649794280
2007-08-16,3655418000
2007-08-17,3689160320
2007-08-20,3736961939
2007-08-21,3751021240
2007-08-22,3841000760
2007-08-23,3700407760
2007-08-24,3717278920
2007-08-27,3742585660
2007-08-28,3686348460
2007-08-29,3779139840
2007-08-30,3773516120
2007-08-31,3784763560
2007-09-04,3807258439
2007-09-05,3804446580
2007-09-06,3790387280
2007-09-07,3706031480
2007-09-10,3708843340
2007-09-11,3784763560
2007-09-12,3734150080
2007-09-13,3751021240
2007-09-14,3759456820
2007-09-17,3745397520
2007-09-18,3815694020
2007-09-19,3751021240
2007-09-20,3700407760
2007-09-21,3680724740
2007-09-24,3691972180
2007-09-25,3666665439
2007-09-26,3711655200
2007-09-27,3739773800
2007-09-28,3697595900
2007-10-01,3638328400
2007-10-02,3652376000
2007-10-03,3657995040
2007-10-04,3686090240
2007-10-05,3708566400
2007-10-08,3736661600
2007-10-09,3787232960
2007-10-10,3773185360
2007-10-11,3815328160
2007-10-12,3857470960
2007-10-15,3879947120
2007-10-16,3820947200
2007-10-17,3809709120
2007-10-18,3739471120
2007-10-19,3666423600
2007-10-22,3672042640
2007-10-23,3489423840
2007-10-24,3410757280
2007-10-25,3410757280
2007-10-26,3539995200
2007-10-29,3520328560
2007-10-30,3509090480
2007-10-31,3539995200
2007-11-01,3495042880
2007-11-02,3480995280
2007-11-05,3421995360
2007-11-06,3472566720
2007-11-07,3371424000
2007-11-08,3399519200
2007-11-09,3360185920
2007-11-12,3469757200
2007-11-13,3506280960
2007-11-14,3464138160
2007-11-15,3419185840
2007-11-16,3393900160
2007-11-19,3357376400
2007-11-20,3346138320
2007-11-21,3301186000
2007-11-23,3360185920
2007-11-26,3244995600
2007-11-27,3377043040
2007-11-28,3421995360
2007-11-29,3413566800
2007-11-30,3455709600
2007-12-03,3495042880
2007-12-04,3466947680
2007-12-05,3500661920
2007-12-06,3469757200
2007-12-07,3489423840
2007-12-10,3472566720
2007-12-11,3388281120
2007-12-12,3334900240
2007-12-13,3410757280
2007-12-14,3360185920
2007-12-17,3301186000
2007-12-18,3348947840
2007-12-19,3329281200
2007-12-20,3326471680
2007-12-21,3377043040
2007-12-24,3469757200
2007-12-26,3388281120
2007-12-27,3340519280
2007-12-28,3326471680
2007-12-31,3306544000
2008-01-02,3292473600
2008-01-03,3275589120
2008-01-04,3281217280
2008-01-07,3264332800
2008-01-08,3177096319
2008-01-09,3182724480
2008-01-10,3236192000
2008-01-11,3132071040
2008-01-14,3154583680
2008-01-15,3084231680
2008-01-16,3126442880
2008-01-17,3103930240
2008-01-18,3025136000
2008-01-22,3016693760
2008-01-23,3089859840
2008-01-24,3061719040
2008-01-25,3025136000
2008-01-28,3148955520
2008-01-29,3160211840
2008-01-30,3126442880
2008-01-31,3165840000
2008-02-01,3264332800
2008-02-04,3269960960
2008-02-05,3182724480
2008-02-06,3146141440
2008-02-07,3182724480
2008-02-08,3177096319
2008-02-11,2673376000
2008-02-12,2600209920
2008-02-13,2611466240
2008-02-14,2608652160
2008-02-15,2619908480
2008-02-19,2594581760
2008-02-20,2603024000
2008-02-21,2572069120
2008-02-22,2586139520
2008-02-25,2605838080
2008-02-26,2600209920
2008-02-27,2622722560
2008-02-28,2538300160
2008-02-29,2507345280
2008-03-03,2521415680
2008-03-04,2504531200
2008-03-05,2484832640
2008-03-06,2453877760
2008-03-07,2442621440
2008-03-10,2442621440
2008-03-11,2484832640
2008-03-12,2431365120
2008-03-13,2459505920
2008-03-14,2420108800
2008-03-17,2431365120
2008-03-18,2498903040
2008-03-19,2482018560
2008-03-20,2521415680
2008-03-24,2524229760
2008-03-25,2603024000
2008-03-26,2543928319
2008-03-27,2487646720
2008-03-28,2445435520
2008-03-31,2445765740
2008-04-01,2471095880
2008-04-02,2462652500
2008-04-03,2490797100
2008-04-04,2471095880
2008-04-07,2493611560
2008-04-08,2420435600
2008-04-09,2392291000
2008-04-10,2392291000
2008-04-11,2361331940
2008-04-14,2344445180
2008-04-15,2383847620
2008-04-16,2409177760
2008-04-17,2411992220
2008-04-18,2417621140
2008-04-21,2442951280
2008-04-22,2609004420
2008-04-23,2693438220
2008-04-24,2690623760
2008-04-25,2696252680
2008-04-28,2713139440
2008-04-29,2744098500
2008-04-30,2701881600
2008-05-01,2786315400
2008-05-02,2746912960
2008-05-05,2735655120
2008-05-06,2744098500
2008-05-07,2662479160
2008-05-08,2665293620
2008-05-09,2710324980
2008-05-12,2713139440
2008-05-13,2718768360
2008-05-14,2718768360
2008-05-15,2713139440
2008-05-16,2662479160
2008-05-19,2693438220
2008-05-20,2679365920
2008-05-21,2676551460
2008-05-22,2704696060
2008-05-23,2670922540
2008-05-27,2645592400
2008-05-28,2673737000
2008-05-29,2701881600
2008-05-30,2741284040
2008-06-02,2741284040
2008-06-03,2721582820
2008-06-04,2715953900
2008-06-05,2775057560
2008-06-06,2721582820
2008-06-09,2752541880
2008-06-10,2744098500
2008-06-11,2732840660
2008-06-12,2752541880
2008-06-13,2775057560
2008-06-16,2783500940
2008-06-17,2775057560
2008-06-18,2763799720
2008-06-19,2831346760
2008-06-20,2741284040
2008-06-23,2794758780
2008-06-24,2721582820
2008-06-25,2713139440
2008-06-26,2651221320
2008-06-27,2572416440
2008-06-30,2454670200
2008-07-01,2488527720
2008-07-02,2477241880
2008-07-03,2496992100
2008-07-07,2494170640
2008-07-08,2559064220
2008-07-09,2488527720
2008-07-10,2528028160
2008-07-11,2539314000
2008-07-14,2480063339
2008-07-15,2468777500
2008-07-16,2590100280
2008-07-17,2638065100
2008-07-18,2426455600
2008-07-21,2341811800
2008-07-22,2454670200
2008-07-23,2513920860
2008-07-24,2437741440
2008-07-25,2434919980
2008-07-28,2361562020
2008-07-29,2392598080
2008-07-30,2474420420
2008-07-31,2480063339
2008-08-01,2454670200
2008-08-04,2471598960
2008-08-05,2539314000
2008-08-06,2544956920
2008-08-07,2533671080
2008-08-08,2584457360
2008-08-11,2623957800
2008-08-12,2621136339
2008-08-13,2629600720
2008-08-14,2680387000
2008-08-15,2714244520
2008-08-18,2688851380
2008-08-19,2719887440
2008-08-20,2748102040
2008-08-21,2765030800
2008-08-22,2765030800
2008-08-25,2719887440
2008-08-26,2784781020
2008-08-27,2784781020
2008-08-28,2841210220
2008-08-29,2866603360
2008-09-02,2911746720
2008-09-03,2987926140
2008-09-04,2931496940
2008-09-05,3069748480
2008-09-08,3027426580
2008-09-09,2962533000
2008-09-10,2965354460
2008-09-11,2962533000
2008-09-12,2970997380
2008-09-15,2875067740
2008-09-16,3078212860
2008-09-17,3148749360
2008-09-18,3258786300
2008-09-19,3380109080
2008-09-22,3210821480
2008-09-23,3185428339
2008-09-24,3160035200
2008-09-25,3174142500
2008-09-26,3213642940
2008-09-29,3016140740
2008-09-30,3048247040
2008-10-01,3056706560
2008-10-02,3056706560
2008-10-03,3034147840
2008-10-06,2932633600
2008-10-07,2831119359
2008-10-08,2800101120
2008-10-09,2540675840
2008-10-10,2659109120
2008-10-13,2918534400
2008-10-14,2656289280
2008-10-15,2608352000
2008-10-16,2673208320
2008-10-17,2616811520
2008-10-20,2819840000
2008-10-21,2698586880
2008-10-22,2678848000
2008-10-23,2563234560
2008-10-24,2526576640
2008-10-27,2439161600
2008-10-28,2701406720
2008-10-29,2704226560
2008-10-30,2769082880
2008-10-31,2893155840
2008-11-03,3020048640
2008-11-04,3065166080
2008-11-05,2898795520
2008-11-06,2890336000
2008-11-07,2921354240
2008-11-10,2794461440
2008-11-11,2817020160
2008-11-12,2800101120
2008-11-13,3003129600
2008-11-14,2879056640
2008-11-17,2831119359
2008-11-18,2856497920
2008-11-19,2676028160
2008-11-20,2481459200
2008-11-21,2526576640
2008-11-24,2676028160
2008-11-25,2732424960
2008-11-26,2800101120
2008-11-28,2805740800
2008-12-01,2625271040
2008-12-02,2757803520
2008-12-03,2904435200
2008-12-04,2777542400
2008-12-05,2955192320
2008-12-08,2895975680
2008-12-09,2881876480
2008-12-10,2850858240
2008-12-11,2664748800
2008-12-12,2715505920
2008-12-15,2678848000
2008-12-16,2850858240
2008-12-17,2819840000
2008-12-18,2862137600
2008-12-19,2848038400
2008-12-22,2839578880
2008-12-23,2802920960
2008-12-24,2749344000
2008-12-26,2833939200
2008-12-29,2859317760
2008-12-30,2943912960
2008-12-31,2861941500
2009-01-02,2796212700
2009-01-05,2859202800
2009-01-06,2930409000
2009-01-07,2864680200
2009-01-08,2883851100
2009-01-09,2861941500
2009-01-12,2815383600
2009-01-13,2892067200
2009-01-14,2779780500
2009-01-15,2790735300
2009-01-16,2823599700
2009-01-20,2738700000
2009-01-21,2787996600
2009-01-22,2686664700
2009-01-23,2692142100
2009-01-26,2582594100
2009-01-27,2662016400
2009-01-28,2749654800
2009-01-29,2637368100
2009-01-30,2620935900
2009-02-02,2692142100
2009-02-03,2681187300
2009-02-04,2481262200
2009-02-05,2519604000
2009-02-06,2568900600
2009-02-09,2574378000
2009-02-10,2492217000
2009-02-11,2522342700
2009-02-12,2571639300
2009-02-13,2549729700
2009-02-17,2530558800
2009-02-18,2505910500
2009-02-19,2390885100
2009-02-20,2341588500
2009-02-23,2253950100
2009-02-24,2374452900
2009-02-25,2308724100
2009-02-26,2262166200
2009-02-27,2311462800
2009-03-02,2256688800
2009-03-03,2207392200
2009-03-04,2256688800
2009-03-05,2196437400
2009-03-06,2188221300
2009-03-09,2144402100
2009-03-10,2229301800
2009-03-11,2163573000
2009-03-12,2248472700
2009-03-13,2327895000
2009-03-16,2229301800
2009-03-17,2338849800
2009-03-18,2423749500
2009-03-19,2355282000
2009-03-20,2363498100
2009-03-23,2527820100
2009-03-24,2475784800
2009-03-25,2552468400
2009-03-26,2571639300
2009-03-27,2552468400
2009-03-30,2522342700
2009-03-31,2677615160
2009-04-01,2615345040
2009-04-02,2674784700
2009-04-03,2674784700
2009-04-06,2629497339
2009-04-07,2581379520
2009-04-08,2618175500
2009-04-09,2649310560
2009-04-13,2739885280
2009-04-14,2660632400
2009-04-15,2731393900
2009-04-16,2688937000
2009-04-17,2708750220
2009-04-20,2623836420
2009-04-21,2691767460
