,UNH
2004-08-24,41619690000
2004-08-25,41747790000
2004-08-26,41824650000
2004-08-27,42042420000
2004-08-30,41734980000
2004-08-31,42362670000
2004-09-01,42708540000
2004-09-02,43144080000
2004-09-03,42939120000
2004-09-07,43669290000
2004-09-08,43938300000
2004-09-09,43938300000
2004-09-10,44117640000
2004-09-13,44194500000
2004-09-14,44796570000
2004-09-15,45014340000
2004-09-16,44694090000
2004-09-17,44719709999
2004-09-20,44681280000
2004-09-21,45155250000
2004-09-22,45027150000
2004-09-23,44899050000
2004-09-24,45693270000
2004-09-27,46487490000
2004-09-28,47192040000
2004-09-29,46256910000
2004-09-30,47119860000
2004-10-01,47132640000
2004-10-04,46787580000
2004-10-05,47170979999
2004-10-06,47669400000
2004-10-07,47861100000
2004-10-08,46902600000
2004-10-11,46813140000
2004-10-12,46378620000
2004-10-13,46008000000
2004-10-14,46429740000
2004-10-15,46877040000
2004-10-18,46877040000
2004-10-19,42493500000
2004-10-20,44640540000
2004-10-21,43618140000
2004-10-22,44640540000
2004-10-25,44218800000
2004-10-26,45369000000
2004-10-27,46519200000
2004-10-28,46416960000
2004-10-29,46263600000
2004-11-01,46148580000
2004-11-02,45956880000
2004-11-03,48270060000
2004-11-04,49688640000
2004-11-05,50787720000
2004-11-08,50774939999
2004-11-09,50685479999
2004-11-10,51733439999
2004-11-11,52206300000
2004-11-12,52078500000
2004-11-15,52180740000
2004-11-16,51618420000
2004-11-17,51937920000
2004-11-18,52743060000
2004-11-19,52219080000
2004-11-22,52385220000
2004-11-23,52717500000
2004-11-24,52564140000
2004-11-26,53599320000
2004-11-29,53024220000
2004-11-30,52947540000
2004-12-01,52487460000
2004-12-02,52308540000
2004-12-03,52602479999
2004-12-06,51912360000
2004-12-07,50928300000
2004-12-08,52743060000
2004-12-09,54161640000
2004-12-10,54174420000
2004-12-13,54787860000
2004-12-14,55529100000
2004-12-15,55107360000
2004-12-16,54992340000
2004-12-17,54545040000
2004-12-20,54161640000
2004-12-21,54455580000
2004-12-22,54621720000
2004-12-23,54315000000
2004-12-27,54749520000
2004-12-28,55580220000
2004-12-29,55823040000
2004-12-30,56142540000
2004-12-31,56257560000
2005-01-03,55350180000
2005-01-04,54787860000
2005-01-05,54979560000
2005-01-06,56180880000
2005-01-07,55746360000
2005-01-10,55976400000
2005-01-11,55912500000
2005-01-12,56295900000
2005-01-13,56487600000
2005-01-14,57228840000
2005-01-18,56743200000
2005-01-19,56410920000
2005-01-20,55362960000
2005-01-21,56781540000
2005-01-24,56398140000
2005-01-25,56078640000
2005-01-26,56104200000
2005-01-27,56525939999
2005-01-28,56321460000
2005-01-31,56807100000
2005-02-01,57944520000
2005-02-02,57510000000
2005-02-03,57867840000
2005-02-04,58647420000
2005-02-07,56819880000
2005-02-08,56794320000
2005-02-09,55708020000
2005-02-10,56257560000
2005-02-11,56078640000
2005-02-14,56845439999
2005-02-15,57637800000
2005-02-16,57433320000
2005-02-17,56883780000
2005-02-18,56909340000
2005-02-22,55529100000
2005-02-23,56462040000
2005-02-24,57062700000
2005-02-25,58404600000
2005-02-28,58251240000
2005-03-01,58033979999
2005-03-02,58442939999
2005-03-03,58557960000
2005-03-04,59605920000
2005-03-07,58276800000
2005-03-08,57740040000
2005-03-09,57676140000
2005-03-10,58417380000
2005-03-11,57688920000
2005-03-14,57816720000
2005-03-15,57561120000
2005-03-16,57561120000
2005-03-17,58212900000
2005-03-18,58315140000
2005-03-21,58557960000
2005-03-22,58826340000
2005-03-23,59030820000
2005-03-24,59337540000
2005-03-28,59503680000
2005-03-29,59490900000
2005-03-30,61165080000
2005-03-31,59994020000
2005-04-01,60283360000
2005-04-04,60698500000
2005-04-05,61591680000
2005-04-06,61667160000
2005-04-07,62321320000
2005-04-08,61893600000
2005-04-11,61151380000
2005-04-12,61138800000
2005-04-13,60358839999
2005-04-14,59075680000
2005-04-15,58673120000
2005-04-18,57352220000
2005-04-19,58622800000
2005-04-20,57956060000
2005-04-21,58132180000
2005-04-22,57402540000
2005-04-25,57088040000
2005-04-26,56647740000
2005-04-27,58308300000
2005-04-28,58182500000
2005-04-29,59440500000
2005-05-02,59553720000
2005-05-03,60836880000
2005-05-04,61201700000
2005-05-05,61138800000
2005-05-06,61906180000
2005-05-09,62019400000
2005-05-10,61553940000
2005-05-11,61642000000
2005-05-12,61667160000
2005-05-13,59994020000
2005-05-16,60924940000
2005-05-17,61252020000
2005-05-18,60258200000
2005-05-19,60761400000
2005-05-20,60698500000
2005-05-23,61277180000
2005-05-24,61214279999
2005-05-25,60811720000
2005-05-26,61101060000
2005-05-27,61503620000
2005-05-31,61113640000
2005-06-01,61931339999
2005-06-02,63378040000
2005-06-03,63654800000
2005-06-06,64145420000
2005-06-07,65051180000
2005-06-08,64384440000
2005-06-09,65101500000
2005-06-10,63893820000
2005-06-13,64397020000
2005-06-14,64988279999
2005-06-15,64875060000
2005-06-16,64837320000
2005-06-17,65227300000
2005-06-20,64900220000
2005-06-21,65252460000
2005-06-22,64623460000
2005-06-23,65038600000
2005-06-24,64535400000
2005-06-27,64560560000
2005-06-28,66284020000
2005-06-29,66850120000
2005-06-30,65435700000
2005-07-01,66276550000
2005-07-05,66803649999
2005-07-06,67142500000
2005-07-07,67129950000
2005-07-08,66577750000
2005-07-11,65799650000
2005-07-12,64983900000
2005-07-13,64507000000
2005-07-14,63063750000
2005-07-15,63779100000
2005-07-18,63766550000
2005-07-19,63477900000
2005-07-20,62436250000
2005-07-21,61695799999
2005-07-22,63754000000
2005-07-25,63754000000
2005-07-26,65260000000
2005-07-27,64532100000
2005-07-28,66414600000
2005-07-29,65636500000
2005-08-01,66038100000
2005-08-02,66552650000
2005-08-03,66715799999
2005-08-04,66464800000
2005-08-05,65335300000
2005-08-08,64230900000
2005-08-09,64983900000
2005-08-10,64770550000
2005-08-11,65724350000
2005-08-12,65372950000
2005-08-15,65234899999
2005-08-16,64130500000
2005-08-17,64331300000
2005-08-18,64381500000
2005-08-19,64230900000
2005-08-22,64456800000
2005-08-23,64080300000
2005-08-24,63540650000
2005-08-25,63553200000
2005-08-26,63314750000
2005-08-29,63754000000
2005-08-30,63352399999
2005-08-31,64632500000
2005-09-01,65322750000
2005-09-02,65925150000
2005-09-06,66753450000
2005-09-07,67079750000
2005-09-08,67556650000
2005-09-09,68410050000
2005-09-12,68108850000
2005-09-13,66552650000
2005-09-14,66439700000
2005-09-15,67017000000
2005-09-16,67832750000
2005-09-19,67142500000
2005-09-20,66038100000
2005-09-21,66000450000
2005-09-22,67305650000
2005-09-23,69025000000
2005-09-26,69527000000
2005-09-27,69351300000
2005-09-28,69451700000
2005-09-29,69928600000
2005-09-30,76038600000
2005-10-03,76823340000
2005-10-04,77202180000
2005-10-05,76376850000
2005-10-06,76322730000
2005-10-07,76268610000
2005-10-10,75605640000
2005-10-11,74658540000
2005-10-12,74455590000
2005-10-13,73332600000
2005-10-14,76349790000
2005-10-17,76363320000
2005-10-18,76458030000
2005-10-19,78744600000
2005-10-20,77269830000
2005-10-21,77310420000
2005-10-24,77378070000
2005-10-25,75686820000
2005-10-26,73034940000
2005-10-27,73887330000
2005-10-28,76755690000
2005-10-31,78325170000
2005-11-01,79827000000
2005-11-02,80598210000
2005-11-03,78027510000
2005-11-04,78501060000
2005-11-07,79150500000
2005-11-08,78568710000
2005-11-09,77608080000
2005-11-10,80219370000
2005-11-11,80706450000
2005-11-14,80016420000
2005-11-15,80841750000
2005-11-16,81694140000
2005-11-17,82505940000
2005-11-18,82478880000
2005-11-21,82262400000
2005-11-22,82086510000
2005-11-23,81897090000
2005-11-25,81396480000
2005-11-28,79015200000
2005-11-29,81274710000
2005-11-30,80990580000
2005-12-01,83168910000
2005-12-02,83845410000
2005-12-05,84346020000
2005-12-06,85563720000
2005-12-07,84711330000
2005-12-08,85184880000
2005-12-09,86145510000
2005-12-12,85509600000
2005-12-13,85820790000
2005-12-14,85239000000
2005-12-15,85685490000
2005-12-16,85428420000
2005-12-19,83683050000
2005-12-20,85320180000
2005-12-21,86307870000
2005-12-22,86253750000
2005-12-23,86118450000
2005-12-27,86050800000
2005-12-28,85847850000
2005-12-29,85103700000
2005-12-30,84075420000
2006-01-03,83520690000
2006-01-04,83723640000
2006-01-05,83466570000
2006-01-06,85103700000
2006-01-09,83074200000
2006-01-10,84711330000
2006-01-11,83683050000
2006-01-12,84603090000
2006-01-13,82451820000
2006-01-17,82533000000
2006-01-18,82614180000
2006-01-19,83168910000
2006-01-20,80476440000
2006-01-23,78460470000
2006-01-24,78893430000
2006-01-25,78446940000
2006-01-26,78325170000
2006-01-27,79204620000
2006-01-30,78162810000
2006-01-31,80395260000
2006-02-01,80503500000
2006-02-02,80314080000
2006-02-03,80665860000
2006-02-06,79204620000
2006-02-07,78108690000
2006-02-08,77919270000
2006-02-09,78582240000
2006-02-10,79285800000
2006-02-13,79272270000
2006-02-14,80435850000
2006-02-15,79827000000
2006-02-16,79150500000
2006-02-17,78474000000
2006-02-21,78704010000
2006-02-22,80557620000
2006-02-23,80435850000
2006-02-24,79678170000
2006-02-27,79745820000
2006-02-28,78785190000
2006-03-01,79055790000
2006-03-02,77905740000
2006-03-03,76579800000
2006-03-06,76715100000
2006-03-07,76336260000
2006-03-08,77391600000
2006-03-09,76228020000
2006-03-10,75998010000
2006-03-13,75402690000
2006-03-14,76972170000
2006-03-15,77581020000
2006-03-16,76539210000
2006-03-17,76701570000
2006-03-20,76485090000
2006-03-21,76052130000
2006-03-22,76633920000
2006-03-23,76268610000
2006-03-24,75470340000
2006-03-27,74320290000
2006-03-28,73494960000
2006-03-29,75740940000
2006-03-30,76119780000
2006-03-31,74796540000
2006-04-03,74274330000
2006-04-04,74046700000
2006-04-05,74046700000
2006-04-06,72988890000
2006-04-07,71890910000
2006-04-10,70203770000
2006-04-11,69025450000
2006-04-12,71582940000
2006-04-13,71636500000
2006-04-17,69186130000
2006-04-18,66508130000
2006-04-19,65852020000
2006-04-20,67110680000
2006-04-21,66374230000
2006-04-24,67164239999
2006-04-25,66093040000
2006-04-26,65570830000
2006-04-27,63937250000
2006-04-28,66601860000
2006-05-01,66682200000
2006-05-02,65048620000
2006-05-03,62410790000
2006-05-04,62303670000
2006-05-05,62116210000
2006-05-08,60362120000
2006-05-09,58648200000
2006-05-10,61821630000
2006-05-11,59411430000
2006-05-12,61379760000
2006-05-15,62531300000
2006-05-16,62946390000
2006-05-17,62785710000
2006-05-18,60656700000
2006-05-19,59478380000
2006-05-22,58273280000
2006-05-23,57335980000
2006-05-24,56358510000
2006-05-25,56800380000
2006-05-26,57737680000
2006-05-30,58018870000
2006-05-31,58862440000
2006-06-01,61219080000
2006-06-02,62906219999
2006-06-05,61888580000
2006-06-06,61835020000
2006-06-07,61968920000
2006-06-08,61928750000
2006-06-09,61286030000
2006-06-12,60469239999
2006-06-13,60830770000
2006-06-14,60228219999
2006-06-15,59920250000
2006-06-16,59304310000
2006-06-19,58246500000
2006-06-20,58527690000
2006-06-21,59009730000
2006-06-22,59491770000
2006-06-23,60562969999
2006-06-26,60174660000
2006-06-27,59210580000
2006-06-28,59491770000
2006-06-29,60268390000
2006-06-30,60049980000
2006-07-03,60358410000
2006-07-05,60492510000
2006-07-06,60117030000
2006-07-07,60867990000
2006-07-10,62785620000
2006-07-11,64488690000
2006-07-12,64448460000
2006-07-13,64381410000
2006-07-14,63764550000
2006-07-17,63898650000
2006-07-18,64904400000
2006-07-19,68297130000
2006-07-20,67331610000
2006-07-21,67050000000
2006-07-24,68122800000
2006-07-25,69048090000
2006-07-26,67760730000
2006-07-27,66325860000
2006-07-28,64166850000
2006-07-31,64140030000
2006-08-01,64126620000
2006-08-02,65132370000
2006-08-03,64059570000
2006-08-04,65118960000
2006-08-07,65025090000
2006-08-08,66272220000
2006-08-09,65682179999
2006-08-10,63563400000
2006-08-11,63791370000
2006-08-14,63912059999
2006-08-15,64542330000
2006-08-16,64555740000
2006-08-17,65762640000
2006-08-18,66379500000
2006-08-21,66459960000
2006-08-22,66567240000
2006-08-23,66567240000
2006-08-24,68605559999
2006-08-25,68230080000
2006-08-28,68833530000
2006-08-29,68431230000
2006-08-30,69396750000
2006-08-31,69664950000
2006-09-01,69463800000
2006-09-05,67988700000
2006-09-06,67613220000
2006-09-07,67331610000
2006-09-08,68256900000
2006-09-11,69195600000
2006-09-12,70442730000
2006-09-13,69799050000
2006-09-14,69477210000
2006-09-15,70013610000
2006-09-18,69852690000
2006-09-19,69557670000
2006-09-20,69101730000
2006-09-21,67438890000
2006-09-22,65668770000
2006-09-25,65467620000
2006-09-26,65199420000
2006-09-27,65816280000
2006-09-28,66325860000
2006-09-29,65977200000
2006-10-02,66384490000
2006-10-03,66585940000
2006-10-04,66559080000
2006-10-05,68049810000
2006-10-06,69164500000
2006-10-09,68116960000
2006-10-10,66679950000
2006-10-11,67284300000
2006-10-12,66639660000
2006-10-13,65471250000
2006-10-16,63846220000
2006-10-17,62758389999
2006-10-18,64464000000
2006-10-19,68022950000
2006-10-20,68090100000
2006-10-23,68009520000
2006-10-24,66935120000
2006-10-25,65310090000
2006-10-26,66303910000
2006-10-27,66357629999
2006-10-30,65847290000
2006-10-31,65511540000
2006-11-01,64866899999
2006-11-02,65296660000
2006-11-03,64235690000
2006-11-06,65014629999
2006-11-07,66572510000
2006-11-08,64464000000
2006-11-09,60797610000
2006-11-10,61925730000
2006-11-13,62785250000
2006-11-14,63711920000
2006-11-15,64410280000
2006-11-16,63953660000
2006-11-17,63456750000
2006-11-20,62865830000
2006-11-21,62221190000
2006-11-22,62530080000
2006-11-24,62731530000
2006-11-27,62019740000
2006-11-28,63577620000
2006-11-29,63873080000
2006-11-30,65914440000
2006-12-01,65578690000
2006-12-04,65686129999
2006-12-05,65645840000
2006-12-06,65820430000
2006-12-07,66465070000
2006-12-08,67029129999
2006-12-11,67270870000
2006-12-12,67203720000
2006-12-13,66760530000
2006-12-14,66747100000
2006-12-15,67270870000
2006-12-18,67687200000
2006-12-19,70279190000
2006-12-20,71931080000
2006-12-21,72427990000
2006-12-22,71783350000
2006-12-26,71487890000
2006-12-27,71689340000
2006-12-28,72065380000
2006-12-29,72159390000
2007-01-03,70601510000
2007-01-04,71058130000
2007-01-05,70574650000
2007-01-08,71608760000
2007-01-09,70749240000
2007-01-10,70950690000
2007-01-11,73126350000
2007-01-12,73999300000
2007-01-16,74872250000
2007-01-17,74737950000
2007-01-18,72253400000
2007-01-19,71447600000
2007-01-22,70091170000
2007-01-23,69124210000
2007-01-24,69567400000
2007-01-25,69970300000
2007-01-26,69218220000
2007-01-29,69473390000
2007-01-30,70118030000
2007-01-31,70185180000
2007-02-01,70910400000
2007-02-02,71058130000
2007-02-05,70279190000
2007-02-06,68479570000
2007-02-07,68828750000
2007-02-08,68815320000
2007-02-09,68331840000
2007-02-12,69325660000
2007-02-13,69312230000
2007-02-14,69352520000
2007-02-15,71998230000
2007-02-16,72454850000
2007-02-20,72280260000
2007-02-21,71890790000
2007-02-22,72145960000
2007-02-23,71219290000
2007-02-26,71461030000
2007-02-27,69446530000
2007-02-28,70077740000
2007-03-01,70829820000
2007-03-02,72763740000
2007-03-05,71125280000
2007-03-06,72495140000
2007-03-07,72253400000
2007-03-08,71622190000
2007-03-09,71179000000
2007-03-12,71541610000
2007-03-13,71179000000
2007-03-14,71675910000
2007-03-15,72589150000
2007-03-16,71353590000
2007-03-19,72924900000
2007-03-20,72656300000
2007-03-21,73905290000
2007-03-22,74791670000
2007-03-23,75892930000
2007-03-26,76389840000
2007-03-27,75006550000
2007-03-28,73609830000
2007-03-29,70964120000
2007-03-30,71138710000
2007-04-02,71245980000
2007-04-03,72412860000
2007-04-04,73009560000
2007-04-05,73367580000
2007-04-09,72770880000
2007-04-10,71922240000
2007-04-11,70463640000
2007-04-12,70437120000
2007-04-13,70211700000
2007-04-16,71405100000
2007-04-17,72426120000
2007-04-18,71882460000
2007-04-19,69018300000
2007-04-20,70543200000
2007-04-23,71537700000
2007-04-24,71908980000
2007-04-25,70198440000
2007-04-26,69893460000
2007-04-27,70476900000
2007-04-30,70357560000
2007-05-01,69946500000
2007-05-02,71325540000
2007-05-03,70529940000
2007-05-04,71033820000
2007-05-07,70609500000
2007-05-08,70423860000
2007-05-09,70397340000
2007-05-10,70304520000
2007-05-11,71060340000
2007-05-14,70052580000
2007-05-15,69853680000
2007-05-16,71338800000
2007-05-17,71139900000
2007-05-18,70901220000
2007-05-21,70941000000
2007-05-22,71458140000
2007-05-23,71511180000
2007-05-24,71882460000
2007-05-25,72147660000
2007-05-29,72359820000
2007-05-30,72359820000
2007-05-31,72625020000
2007-06-01,73208460000
2007-06-04,73195200000
2007-06-05,72532200000
2007-06-06,71564220000
2007-06-07,70755360000
2007-06-08,71166420000
2007-06-11,70529940000
2007-06-12,70264740000
2007-06-13,70423860000
2007-06-14,70211700000
2007-06-15,70145400000
2007-06-18,70105620000
2007-06-19,69933240000
2007-06-20,68289000000
2007-06-21,68647020000
2007-06-22,68023800000
2007-06-25,68289000000
2007-06-26,68673540000
2007-06-27,68620500000
2007-06-28,69084600000
2007-06-29,67811640000
2007-07-02,68094880000
2007-07-03,67990560000
2007-07-05,68394800000
2007-07-06,69138080000
2007-07-09,67768880000
2007-07-10,67221200000
2007-07-11,67038639999
2007-07-12,69229360000
2007-07-13,69085920000
2007-07-16,69046800000
2007-07-17,69112000000
2007-07-18,69868320000
2007-07-19,67664560000
2007-07-20,66921280000
2007-07-23,66725680000
2007-07-24,66504000000
2007-07-25,66777840000
2007-07-26,65473840000
2007-07-27,64065520000
2007-07-30,63817760000
2007-07-31,63152720000
2007-08-01,62578960000
2007-08-02,63061440000
2007-08-03,61940000000
2007-08-06,63244000000
2007-08-07,62578960000
2007-08-08,62031280000
2007-08-09,60414320000
2007-08-10,61913919999
2007-08-13,63948160000
2007-08-14,63217919999
2007-08-15,64052480000
2007-08-16,63713440000
2007-08-17,64939200000
2007-08-20,64613200000
2007-08-21,64626240000
2007-08-22,63439600000
2007-08-23,63400480000
2007-08-24,64691440000
2007-08-27,64143760000
2007-08-28,63413520000
2007-08-29,63491760000
2007-08-30,63961200000
2007-08-31,65213040000
2007-09-04,65447760000
2007-09-05,64274160000
2007-09-06,64678400000
2007-09-07,64143760000
2007-09-10,64052480000
2007-09-11,64639280000
2007-09-12,64508880000
2007-09-13,64613200000
2007-09-14,65082639999
2007-09-17,65134800000
2007-09-18,65330400000
2007-09-19,64991360000
2007-09-20,64952240000
2007-09-21,65082639999
2007-09-24,64626240000
2007-09-25,64521919999
2007-09-26,64300240000
2007-09-27,64235040000
2007-09-28,63152720000
2007-10-01,59693600000
2007-10-02,59383600000
2007-10-03,58342000000
2007-10-04,58751200000
2007-10-05,59148000000
2007-10-08,59284400000
2007-10-09,60127600000
2007-10-10,61169200000
2007-10-11,61181600000
2007-10-12,61615600000
2007-10-15,60673200000
2007-10-16,60140000000
2007-10-17,60264000000
2007-10-18,59644000000
2007-10-19,58838000000
2007-10-22,59681200000
2007-10-23,60561600000
2007-10-24,60102800000
2007-10-25,60177200000
2007-10-26,59507600000
2007-10-29,59458000000
2007-10-30,59396000000
2007-10-31,60946000000
2007-11-01,60202000000
2007-11-02,60685600000
2007-11-05,60908800000
2007-11-06,61491600000
2007-11-07,61814000000
2007-11-08,62359600000
2007-11-09,64070800000
2007-11-12,65273600000
2007-11-13,66092000000
2007-11-14,65769600000
2007-11-15,65744800000
2007-11-16,66240800000
2007-11-19,66327600000
2007-11-20,67046800000
2007-11-21,66228399999
2007-11-23,67046800000
2007-11-26,66191200000
2007-11-27,67319600000
2007-11-28,67852800000
2007-11-29,67902400000
2007-11-30,68200000000
2007-12-03,67741200000
2007-12-04,67369200000
2007-12-05,67803200000
2007-12-06,69415200000
2007-12-07,70246000000
2007-12-10,71758800000
2007-12-11,70766800000
2007-12-12,71262800000
2007-12-13,70717200000
2007-12-14,70345200000
2007-12-17,70171600000
2007-12-18,70928000000
2007-12-19,71126400000
2007-12-20,72056400000
2007-12-21,73147600000
2007-12-24,73011200000
2007-12-26,73098000000
2007-12-27,72366400000
2007-12-28,72267200000
2007-12-31,72168000000
2008-01-02,70270800000
2008-01-03,70593200000
2008-01-04,69440000000
2008-01-07,70531200000
2008-01-08,69700400000
2008-01-09,69675600000
2008-01-10,69551600000
2008-01-11,69328400000
2008-01-14,68720800000
2008-01-15,68138000000
2008-01-16,68547200000
2008-01-17,67406400000
2008-01-18,67456000000
2008-01-22,63512800000
2008-01-23,62434000000
2008-01-24,61776800000
2008-01-25,62000000000
2008-01-28,64480000000
2008-01-29,62967200000
2008-01-30,62198399999
2008-01-31,63041600000
2008-02-01,62124000000
2008-02-04,61876000000
2008-02-05,61256000000
2008-02-06,61231200000
2008-02-07,60797200000
2008-02-08,59768000000
2008-02-11,59792800000
2008-02-12,59854800000
2008-02-13,58242800000
2008-02-14,57796400000
2008-02-15,59197600000
2008-02-19,59619200000
2008-02-20,59644000000
2008-02-21,59272000000
2008-02-22,58726400000
2008-02-25,59495199999
2008-02-26,60673200000
2008-02-27,60970800000
2008-02-28,59532400000
2008-02-29,57635199999
2008-03-03,57474000000
2008-03-04,57982400000
2008-03-05,58552800000
2008-03-06,56804400000
2008-03-07,56060400000
2008-03-10,55886800000
2008-03-11,47417600000
2008-03-12,45483200000
2008-03-13,47467200000
2008-03-14,46115600000
2008-03-17,41961600000
2008-03-18,43474400000
2008-03-19,44082000000
2008-03-20,43796800000
2008-03-24,44280400000
2008-03-25,43747200000
2008-03-26,42284000000
2008-03-27,42160000000
2008-03-28,42656000000
2008-03-31,41781760000
2008-04-01,44080000000
2008-04-02,43727360000
2008-04-03,43958400000
2008-04-04,44384000000
2008-04-07,44590720000
2008-04-08,46305280000
2008-04-09,45332480000
2008-04-10,44505600000
2008-04-11,43617920000
2008-04-14,44128640000
2008-04-15,45283840000
2008-04-16,43532800000
2008-04-17,44627200000
2008-04-18,45296000000
2008-04-21,45976960000
2008-04-22,41526400000
2008-04-23,42231680000
2008-04-24,40845440000
2008-04-25,41331840000
2008-04-28,40906240000
2008-04-29,40614400000
2008-04-30,39678080000
2008-05-01,40006400000
2008-05-02,40699520000
2008-05-05,40213120000
2008-05-06,39884800000
2008-05-07,39714559999
2008-05-08,40128000000
2008-05-09,40055040000
2008-05-12,39860480000
2008-05-13,39580800000
2008-05-14,38936320000
2008-05-15,38547200000
2008-05-16,39301120000
2008-05-19,40663040000
2008-05-20,41404800000
2008-05-21,41538559999
2008-05-22,42924800000
2008-05-23,42256000000
2008-05-27,42584320000
2008-05-28,41623680000
2008-05-29,41952000000
2008-05-30,41599360000
2008-06-02,41331840000
2008-06-03,41283200000
2008-06-04,41125120000
2008-06-05,41271040000
2008-06-06,40164480000
2008-06-09,40042880000
2008-06-10,39641600000
2008-06-11,38851200000
2008-06-12,37708160000
2008-06-13,37379840000
2008-06-16,36723200000
2008-06-17,36480000000
2008-06-18,36747520000
2008-06-19,33914240000
2008-06-20,32977920000
2008-06-23,32090240000
2008-06-24,32138880000
2008-06-25,32576640000
2008-06-26,31579520000
2008-06-27,31628160000
2008-06-30,31605000000
2008-07-01,30858520000
2008-07-02,30244480000
2008-07-03,27643840000
2008-07-07,28065240000
2008-07-08,28029120000
2008-07-09,27607720000
2008-07-10,27186319999
2008-07-11,26680640000
2008-07-14,26704720000
2008-07-15,26885319999
2008-07-16,27126120000
2008-07-17,28390319999
2008-07-18,28775600000
2008-07-21,28691319999
2008-07-22,31556840000
2008-07-23,33423040000
2008-07-24,32532080000
2008-07-25,33049800000
2008-07-28,32243120000
2008-07-29,33146120000
2008-07-30,32845120000
2008-07-31,33808319999
2008-08-01,33868520000
2008-08-04,34867840000
2008-08-05,36661800000
2008-08-06,35951440000
2008-08-07,35108640000
2008-08-08,37324000000
2008-08-11,37625000000
2008-08-12,37901920000
2008-08-13,38058440000
2008-08-14,38395560000
2008-08-15,39744040000
2008-08-18,38684520000
2008-08-19,37287880000
2008-08-20,36408960000
2008-08-21,36481200000
2008-08-22,36854440000
2008-08-25,35289240000
2008-08-26,35469840000
2008-08-27,35433720000
2008-08-28,36192240000
2008-08-29,36661800000
2008-09-02,35253120000
2008-09-03,35734720000
2008-09-04,33784240000
2008-09-05,33362840000
2008-09-08,35108640000
2008-09-09,34289920000
2008-09-10,35289240000
2008-09-11,36071840000
2008-09-12,35650440000
2008-09-15,33724040000
2008-09-16,32243120000
2008-09-17,30714040000
2008-09-18,31990280000
2008-09-19,32255160000
2008-09-22,31930080000
2008-09-23,31304000000
2008-09-24,30220400000
2008-09-25,30702000000
2008-09-26,31075240000
2008-09-29,25284000000
2008-09-30,30417220000
2008-10-01,30045839999
2008-10-02,29662480000
2008-10-03,28883780000
2008-10-06,26667480000
2008-10-07,24582960000
2008-10-08,23001600000
2008-10-09,21324400000
2008-10-10,20785300000
2008-10-13,28009240000
2008-10-14,27542020000
2008-10-15,25960660000
2008-10-16,27110740000
2008-10-17,29219220000
2008-10-20,30560980000
2008-10-21,30249500000
2008-10-22,28823880000
2008-10-23,28668140000
2008-10-24,27446180000
2008-10-27,24475140000
2008-10-28,26895100000
2008-10-29,25541360000
2008-10-30,26823220000
2008-10-31,28428540000
2008-11-03,28141020000
2008-11-04,27338360000
2008-11-05,27278460000
2008-11-06,26547680000
2008-11-07,26871140000
2008-11-10,25685120000
2008-11-11,24151680000
2008-11-12,22606260000
2008-11-13,24966320000
2008-11-14,23983960000
2008-11-17,22630220000
2008-11-18,22797940000
2008-11-19,21240540000
2008-11-20,19527400000
2008-11-21,20545700000
2008-11-24,22845860000
2008-11-25,24834540000
2008-11-26,25134040000
2008-11-28,25169980000
2008-12-01,24103760000
2008-12-02,24343360000
2008-12-03,24415240000
2008-12-04,23840200000
2008-12-05,25649180000
2008-12-08,25697100000
2008-12-09,24894440000
2008-12-10,25840860000
2008-12-11,28141020000
2008-12-12,28200920000
2008-12-15,28488440000
2008-12-16,29171300000
2008-12-17,28632200000
2008-12-18,29842180000
2008-12-19,31735020000
2008-12-22,30836520000
2008-12-23,31124040000
2008-12-24,31100080000
2008-12-26,31507400000
2008-12-29,30632860000
2008-12-30,32393920000
2008-12-31,31866800000
2009-01-02,33052820000
2009-01-05,32513720000
2009-01-06,31747000000
2009-01-07,31507400000
2009-01-08,31998580000
2009-01-09,31687100000
2009-01-12,30692760000
2009-01-13,30381280000
2009-01-14,28847839999
2009-01-15,29818220000
2009-01-16,30549000000
2009-01-20,28943680000
2009-01-21,30009900000
2009-01-22,32573620000
2009-01-23,33591920000
2009-01-26,33723700000
2009-01-27,34837840000
2009-01-28,35928020000
2009-01-29,34370620000
2009-01-30,33939339999
2009-02-02,34921700000
2009-02-03,35628520000
2009-02-04,34718040000
2009-02-05,34502400000
2009-02-06,34670120000
2009-02-09,35364960000
2009-02-10,33508060000
2009-02-11,34202900000
2009-02-12,35317040000
2009-02-13,34694080000
2009-02-17,34047160000
2009-02-18,33939339999
2009-02-19,34322700000
2009-02-20,33520040000
2009-02-23,28536360000
2009-02-24,29003580000
2009-02-25,27589940000
2009-02-26,24043860000
2009-02-27,23540700000
2009-03-02,20941040000
2009-03-03,21324400000
2009-03-04,21516080000
2009-03-05,19587300000
2009-03-06,21444200000
2009-03-09,21312420000
2009-03-10,23133380000
2009-03-11,22905760000
2009-03-12,24451180000
2009-03-13,25589280000
2009-03-16,24774640000
2009-03-17,25804920000
2009-03-18,26296100000
2009-03-19,25517400000
2009-03-20,24714740000
2009-03-23,26415900000
2009-03-24,25301760000
2009-03-25,25373640000
2009-03-26,25900760000
2009-03-27,25253839999
2009-03-30,24606920000
2009-03-31,24488100000
2009-04-01,24195600000
2009-04-02,24651900000
2009-04-03,24031800000
2009-04-06,25658100000
2009-04-07,27436500000
2009-04-08,26746200000
2009-04-09,27916200000
