,CTSH
2004-10-28,4625259520
2004-10-29,4529344000
2004-11-01,4534672640
2004-11-02,4625259520
2004-11-03,4806433280
2004-11-04,4849062400
2004-11-05,4854391040
2004-11-08,4881034240
2004-11-09,4881034240
2004-11-10,4859719680
2004-11-11,4944977920
2004-11-12,5099508480
2004-11-15,5062208000
2004-11-16,5062208000
2004-11-17,5142137600
2004-11-18,5120823040
2004-11-19,5051550720
2004-11-22,4955635200
2004-11-23,5040893440
2004-11-24,5120823040
2004-11-26,5222067200
2004-11-29,5163452160
2004-11-30,5078193920
2004-12-01,5131480320
2004-12-02,5083522560
2004-12-03,5046222080
2004-12-06,5035564800
2004-12-07,4891691520
2004-12-08,4907677440
2004-12-09,5035564800
2004-12-10,5099508480
2004-12-13,5296668160
2004-12-14,5451198720
2004-12-15,5403240960
2004-12-16,5243381760
2004-12-17,5307325440
2004-12-20,5291339520
2004-12-21,5312654080
2004-12-22,5254039040
2004-12-23,5381926400
2004-12-27,5397912320
2004-12-28,5696316160
2004-12-29,5627043840
2004-12-30,5653687040
2004-12-31,5691405200
2005-01-03,5626852400
2005-01-04,5562299600
2005-01-05,5513885000
2005-01-06,5443952800
2005-01-07,5449332200
2005-01-10,5314847200
2005-01-11,5126568200
2005-01-12,5078153600
2005-01-13,4986703800
2005-01-14,5115809400
2005-01-18,5223397400
2005-01-19,5169603400
2005-01-20,4975945000
2005-01-21,4825321800
2005-01-24,4873736400
2005-01-25,4852218800
2005-01-26,4927530400
2005-01-27,5013600800
2005-01-28,4949048000
2005-01-31,5099671200
2005-02-01,5131947600
2005-02-02,5137327000
2005-02-03,5040497800
2005-02-04,5148085800
2005-02-07,5105050600
2005-02-08,5062015400
2005-02-09,4938289200
2005-02-10,5793613800
2005-02-11,6121757200
2005-02-14,6164792400
2005-02-15,6051825000
2005-02-16,6067963200
2005-02-17,5987272200
2005-02-18,6019548600
2005-02-22,5906581200
2005-02-23,5998031000
2005-02-24,6175551200
2005-02-25,6417624200
2005-02-28,6331553800
2005-03-01,6401486000
2005-03-02,6401486000
2005-03-03,6304656800
2005-03-04,6541350400
2005-03-07,6519832800
2005-03-08,6272380400
2005-03-09,6148654200
2005-03-10,6223965800
2005-03-11,6299277400
2005-03-14,6293898000
2005-03-15,6170171800
2005-03-16,6073342600
2005-03-17,6008789800
2005-03-18,5992651600
2005-03-21,6035686800
2005-03-22,6143274800
2005-03-23,6229345200
2005-03-24,6256242200
2005-03-28,6137895400
2005-03-29,5992651600
2005-03-30,6110998400
2005-03-31,6268739400
2005-04-01,6236174520
2005-04-04,6306731760
2005-04-05,6507548520
2005-04-06,6447846240
2005-04-07,6453273720
2005-04-08,6214464600
2005-04-11,6127624920
2005-04-12,6236174520
2005-04-13,6127624920
2005-04-14,5590304400
2005-04-15,5422052520
2005-04-18,5584876920
2005-04-19,5568594480
2005-04-20,5568594480
2005-04-21,5698854000
2005-04-22,5617441800
2005-04-25,5736846360
2005-04-26,5563167000
2005-04-27,5715136440
2005-04-28,5687999040
2005-04-29,5698854000
2005-05-02,5725991400
2005-05-03,5801976120
2005-05-04,5801976120
2005-05-05,5926808160
2005-05-06,5991937920
2005-05-09,5970228000
2005-05-10,5823686040
2005-05-11,5883388320
2005-05-12,5747701320
2005-05-13,5780266200
2005-05-16,5850823440
2005-05-17,5899670760
2005-05-18,6095060040
2005-05-19,6192754680
2005-05-20,6171044760
2005-05-23,6312159240
2005-05-24,6355579080
2005-05-25,6274166880
2005-05-26,6431563800
2005-05-27,6431563800
2005-05-31,6512976000
2005-06-01,6512976000
2005-06-02,6507548520
2005-06-03,6382716480
2005-06-06,6480411120
2005-06-07,6409853880
2005-06-08,6355579080
2005-06-09,6469556160
2005-06-10,6398998920
2005-06-13,6398998920
2005-06-14,6464128680
2005-06-15,6610670640
2005-06-16,6708365280
2005-06-17,6806059920
2005-06-20,6654090480
2005-06-21,6464128680
2005-06-22,6458701200
2005-06-23,6339296640
2005-06-24,6241602000
2005-06-27,6268739400
2005-06-28,6426136320
2005-06-29,6415281360
2005-06-30,6464204320
2005-07-01,6480666640
2005-07-05,6541028480
2005-07-06,6562978240
2005-07-07,6508103840
2005-07-08,6645289840
2005-07-11,6678214480
2005-07-12,6552003360
2005-07-13,6519078720
2005-07-14,6453229440
2005-07-15,6601390320
2005-07-18,6678214480
2005-07-19,6798938160
2005-07-20,6793450720
2005-07-21,6678214480
2005-07-22,6628827520
2005-07-25,6700164240
2005-07-26,6755038640
2005-07-27,6864787440
2005-07-28,6469691760
2005-07-29,6733088880
2005-08-01,6744063760
2005-08-02,6782475840
2005-08-03,6793450720
2005-08-04,6727601440
2005-08-05,6552003360
2005-08-08,6535541040
2005-08-09,6612365200
2005-08-10,6464204320
2005-08-11,6535541040
2005-08-12,6381892720
2005-08-15,6327018320
2005-08-16,6206294640
2005-08-17,6337993200
2005-08-18,6255681600
2005-08-19,6272143920
2005-08-22,6129470480
2005-08-23,6156907680
2005-08-24,6261169040
2005-08-25,6321530880
2005-08-26,6283118800
2005-08-29,6277631360
2005-08-30,6167882560
2005-08-31,6244706720
2005-09-01,6376405280
2005-09-02,6327018320
2005-09-06,6398355040
2005-09-07,6365430400
2005-09-08,6403842480
2005-09-09,6634314960
2005-09-12,6612365200
2005-09-13,6530053600
2005-09-14,6414817360
2005-09-15,6327018320
2005-09-16,6359942960
2005-09-19,6233731840
2005-09-20,6250194160
2005-09-21,6063621200
2005-09-22,6036184000
2005-09-23,6091058400
2005-09-26,6162395120
2005-09-27,6211782080
2005-09-28,6211782080
2005-09-29,6277631360
2005-09-30,6459598800
2005-10-03,6348704400
2005-10-04,6304346640
2005-10-05,6126915600
2005-10-06,5960574000
2005-10-07,6049289520
2005-10-10,6221175840
2005-10-11,6298801920
2005-10-12,6110281440
2005-10-13,6071468400
2005-10-14,6187907520
2005-10-17,6160183920
2005-10-18,6060378960
2005-10-19,6099192000
2005-10-20,6088102560
2005-10-21,6248899440
2005-10-24,6393062160
2005-10-25,6370883280
2005-10-26,6276623040
2005-10-27,6021565920
2005-10-28,6293257200
2005-10-31,6099192000
2005-11-01,6032655360
2005-11-02,6010476480
2005-11-03,6237810000
2005-11-04,6248899440
2005-11-07,6265533600
2005-11-08,6259988880
2005-11-09,6265533600
2005-11-10,6354249120
2005-11-11,6332070240
2005-11-14,6465143520
2005-11-15,6614850960
2005-11-16,6592672080
2005-11-17,6725745360
2005-11-18,6703566480
2005-11-21,6725745360
2005-11-22,6781192560
2005-11-23,6781192560
2005-11-25,6847729200
2005-11-28,6714655920
2005-11-29,6764558400
2005-11-30,6736834800
2005-12-01,6897631680
2005-12-02,6847729200
2005-12-05,6714655920
2005-12-06,6786737280
2005-12-07,6803371440
2005-12-08,6731290080
2005-12-09,6858818640
2005-12-12,6880997520
2005-12-13,6892086960
2005-12-14,6831095040
2005-12-15,6953078880
2005-12-16,6936444720
2005-12-19,6980802480
2005-12-20,7047339120
2005-12-21,7130509920
2005-12-22,7241404320
2005-12-23,7136054640
2005-12-27,7047339120
2005-12-28,7008526080
2005-12-29,7030704960
2005-12-30,6969713040
2006-01-03,7078222200
2006-01-04,7122915000
2006-01-05,7022356200
2006-01-06,7173194400
2006-01-09,7296099600
2006-01-10,7217887200
2006-01-11,7039116000
2006-01-12,6944143800
2006-01-13,6893864400
2006-01-17,6871518000
2006-01-18,7055875800
2006-01-19,7262580000
2006-01-20,6977663400
2006-01-23,6910624200
2006-01-24,7078222200
2006-01-25,6949730400
2006-01-26,7044702600
2006-01-27,7111741800
2006-01-30,7189954200
2006-01-31,7312859400
2006-02-01,7307272800
2006-02-02,7189954200
2006-02-03,7072635600
2006-02-06,7094982000
2006-02-07,7229060400
2006-02-08,7005596400
2006-02-09,7687161600
2006-02-10,7715094600
2006-02-13,7620122400
2006-02-14,7636882200
2006-02-15,7698334800
2006-02-16,7715094600
2006-02-17,7715094600
2006-02-21,7636882200
2006-02-22,7916212200
2006-02-23,7921798800
2006-02-24,8022357600
2006-02-27,8156436000
2006-02-28,8044704000
2006-03-01,8212302000
2006-03-02,8139676200
2006-03-03,8201128800
2006-03-06,7888279200
2006-03-07,7893865800
2006-03-08,7776547200
2006-03-09,7737441000
2006-03-10,7837999800
2006-03-13,7910625600
2006-03-14,7977664800
2006-03-15,8027944200
2006-03-16,7927385400
2006-03-17,7972078200
2006-03-20,7810066800
2006-03-21,7731854400
2006-03-22,7871519400
2006-03-23,7994424600
2006-03-24,8055877200
2006-03-27,8055877200
2006-03-28,8234648400
2006-03-29,8402246400
2006-03-30,8318447400
2006-03-31,8359438160
2006-04-03,8376303200
2006-04-04,8578683680
2006-04-05,8387546560
2006-04-06,8258247920
2006-04-07,8162679360
2006-04-10,8072732480
2006-04-11,7994028960
2006-04-12,8370681520
2006-04-13,8381924880
2006-04-17,8769820800
2006-04-18,8899119440
2006-04-19,8938471200
2006-04-20,8983444640
2006-04-21,8842902640
2006-04-24,8910362800
2006-04-25,8910362800
2006-04-26,8814794240
2006-04-27,8904741120
2006-04-28,8938471200
2006-05-01,8724847360
2006-05-02,8584305360
2006-05-03,9399448960
2006-05-04,9613072800
2006-05-05,9697398000
2006-05-08,9669289600
2006-05-09,9691776320
2006-05-10,9641181200
2006-05-11,9607451120
2006-05-12,9213933520
2006-05-15,9281393680
2006-05-16,9348853840
2006-05-17,9034039760
2006-05-18,8989066320
2006-05-19,9022796400
2006-05-22,8719225680
2006-05-23,8887876080
2006-05-24,8550575280
2006-05-25,8618035440
2006-05-26,8432520000
2006-05-30,8168301040
2006-05-31,8291978000
2006-06-01,8719225680
2006-06-02,8831659280
2006-06-05,8601170400
2006-06-06,8724847360
2006-06-07,8584305360
2006-06-08,8612413760
2006-06-09,8685495600
2006-06-12,8320086400
2006-06-13,8224517840
2006-06-14,8297599680
2006-06-15,8854146000
2006-06-16,8944092880
2006-06-19,8741712400
2006-06-20,8781064160
2006-06-21,9123986640
2006-06-22,9107121600
2006-06-23,9354475520
2006-06-26,9320745439
2006-06-27,8977822960
2006-06-28,8938471200
2006-06-29,9472530800
2006-06-30,9511400400
2006-07-03,9663899100
2006-07-05,9404086500
2006-07-06,9596121900
2006-07-07,9268532100
2006-07-10,9025663800
2006-07-11,8980479000
2006-07-12,9200754900
2006-07-13,8991775200
2006-07-14,8827980300
2006-07-17,8754555000
2006-07-18,8816684100
2006-07-19,9132977700
2006-07-20,8827980300
2006-07-21,8619000600
2006-07-24,8912701800
2006-07-25,8844924600
2006-07-26,8867517000
2006-07-27,8827980300
2006-07-28,9116033400
2006-07-31,9245939700
2006-08-01,8969182800
2006-08-02,9494456100
2006-08-03,9929359799
2006-08-04,9652602900
2006-08-07,9517048500
2006-08-08,9381494100
2006-08-09,9149922000
2006-08-10,9353253600
2006-08-11,9274180200
2006-08-14,9415382700
2006-08-15,9816397800
2006-08-16,9951952200
2006-08-17,9918063600
2006-08-18,9997137000
2006-08-21,9838990200
2006-08-22,9968896500
2006-08-23,9765564900
2006-08-24,9838990200
2006-08-25,9754268700
2006-08-28,10053618000
2006-08-29,9963248400
2006-08-30,9968896500
2006-08-31,9872878800
2006-09-01,9844638300
2006-09-05,10098802800
2006-09-06,9855934500
2006-09-07,9737324400
2006-09-08,9776861100
2006-09-11,9833342100
2006-09-12,10121395200
2006-09-13,10347319200
2006-09-14,10336023000
2006-09-15,10104450900
2006-09-18,10245653400
2006-09-19,10121395200
2006-09-20,10256949600
2006-09-21,10358615400
2006-09-22,10256949600
2006-09-25,10545002700
2006-09-26,10539354600
2006-09-27,10595835600
2006-09-28,10590187500
2006-09-29,10448985000
2006-10-02,10316587040
2006-10-03,10390439260
2006-10-04,10623357800
2006-10-05,10714252840
2006-10-06,10611995920
2006-10-09,10754019420
2006-10-10,10879000100
2006-10-11,10765381300
2006-10-12,10924447620
2006-10-13,10969895140
2006-10-16,11134642400
2006-10-17,11015342660
2006-10-18,10992618900
2006-10-19,11003980780
2006-10-20,10890361980
2006-10-23,11072152060
2006-10-24,11066471120
2006-10-25,11123280519
2006-10-26,11270984960
2006-10-27,11072152060
2006-10-30,11043747360
2006-10-31,10691529080
2006-11-01,10583591220
2006-11-02,10651762500
2006-11-03,10555186519
2006-11-06,10856276340
2006-11-07,10975576080
2006-11-08,10952852320
2006-11-09,10788105060
2006-11-10,10827871640
2006-11-13,10907404800
2006-11-14,11299389660
2006-11-15,11373241880
2006-11-16,11395965640
2006-11-17,11373241880
2006-11-20,11373241880
2006-11-21,11293708720
2006-11-22,11401646580
2006-11-24,11322113420
2006-11-27,11032385480
2006-11-28,11253942140
2006-11-29,11384603760
2006-11-30,11583436660
2006-12-01,11424370340
2006-12-04,11674331700
2006-12-05,11555031960
2006-12-06,11532308200
2006-12-07,11401646580
2006-12-08,11458455980
2006-12-11,11310751540
2006-12-12,11282346840
2006-12-13,11356199060
2006-12-14,11458455980
2006-12-15,11424370340
2006-12-18,11225537440
2006-12-19,11191451800
2006-12-20,11083513940
2006-12-21,10998299840
2006-12-22,10799466940
2006-12-26,10822190700
2006-12-27,11032385480
2006-12-28,11060790180
2006-12-29,10958533260
2007-01-03,11112059520
2007-01-04,11169220320
2007-01-05,11020602240
2007-01-08,11192084639
2007-01-09,11220665040
2007-01-10,11209232880
2007-01-11,11563629840
2007-01-12,11637938880
2007-01-16,11706531840
2007-01-17,11746544400
2007-01-18,11603642400
2007-01-19,11672235360
2007-01-22,11666519280
2007-01-23,11803705200
2007-01-24,12049496639
2007-01-25,11906594639
2007-01-26,11878014240
2007-01-29,12003768000
2007-01-30,12163818240
2007-01-31,12186682560
2007-02-01,12175250400
2007-02-02,12266707680
2007-02-05,13284169920
2007-02-06,13244157360
2007-02-07,13558541760
2007-02-08,13432788000
2007-02-09,13198428720
2007-02-12,13209860880
2007-02-13,13215576960
2007-02-14,13478516639
2007-02-15,13501380960
2007-02-16,13387059360
2007-02-20,13518529200
2007-02-21,13518529200
2007-02-22,13484232720
2007-02-23,13518529200
2007-02-26,13438504080
2007-02-27,12638252880
2007-02-28,12889760400
2007-03-01,12769722720
2007-03-02,12421041840
2007-03-05,12215262960
2007-03-06,12838315680
2007-03-07,12821167440
2007-03-08,13004082000
2007-03-09,13078391040
2007-03-12,13112687520
2007-03-13,12672549360
2007-03-14,12838315680
2007-03-15,12706845840
2007-03-16,12695413680
2007-03-19,12941205120
2007-03-20,13049810639
2007-03-21,13289886000
2007-03-22,13289886000
2007-03-23,13278453840
2007-03-26,13518529200
2007-03-27,13284169920
2007-03-28,12912624720
2007-03-29,12815451360
2007-03-30,12615388560
2007-04-02,12365423680
2007-04-03,12809103840
2007-04-04,12642003520
2007-04-05,12497951520
2007-04-09,12394234080
2007-04-10,12342375360
2007-04-11,11985126400
2007-04-12,12319327040
2007-04-13,12584382720
2007-04-16,12647765600
2007-04-17,12739958880
2007-04-18,12659289760
2007-04-19,12457616960
2007-04-20,12705386400
2007-04-23,12716910560
2007-04-24,12618955200
2007-04-25,12907059200
2007-04-26,12843676320
2007-04-27,13056873280
2007-04-30,12878248800
2007-05-01,12745720960
2007-05-02,12152226720
2007-05-03,12117654240
2007-05-04,12088843840
2007-05-07,11720070720
2007-05-08,11570256639
2007-05-09,11478063360
2007-05-10,11535684160
2007-05-11,11616353280
2007-05-14,11328249280
2007-05-15,11276390560
2007-05-16,11189959360
2007-05-17,11063193600
2007-05-18,11357059680
2007-05-21,11299438880
2007-05-22,11334011360
2007-05-23,10971000320
2007-05-24,10798137920
2007-05-25,10907617440
2007-05-29,11011334880
2007-05-30,11368583840
2007-05-31,11316725120
2007-06-01,11253342240
2007-06-04,11241818080
2007-06-05,11316725120
2007-06-06,11086241920
2007-06-07,10798137920
2007-06-08,10873044960
2007-06-11,10999810720
2007-06-12,10878807040
2007-06-13,11368583840
2007-06-14,11391632160
2007-06-15,11380108000
2007-06-18,11247580160
2007-06-19,11189959360
2007-06-20,11028621120
2007-06-21,11022859040
2007-06-22,10936427840
2007-06-25,10873044960
2007-06-26,10780851680
2007-06-27,10953714080
2007-06-28,11034383200
2007-06-29,10803900000
2007-07-02,11032197900
2007-07-03,10922165480
2007-07-05,10771594800
2007-07-06,11420206960
2007-07-09,11582360000
2007-07-10,11559195280
2007-07-11,11895083720
2007-07-12,12514739980
2007-07-13,12479992900
2007-07-16,12404707560
2007-07-17,12236763340
2007-07-18,12306257500
2007-07-19,12671101840
2007-07-20,12427872280
2007-07-23,12312048680
2007-07-24,12057236760
2007-07-25,11918248439
2007-07-26,11825589560
2007-07-27,11808216020
2007-07-30,12045654400
2007-07-31,11727139500
2007-08-01,11698183600
2007-08-02,12161478000
2007-08-03,11993533780
2007-08-06,12138313280
2007-08-07,12312048680
2007-08-08,12601607680
2007-08-09,12323631040
2007-08-10,11918248439
2007-08-13,11935621980
2007-08-14,11634480620
2007-08-15,11298592180
2007-08-16,10841088960
2007-08-17,10852671320
2007-08-20,10667353560
2007-08-21,10505200520
2007-08-22,10858462500
2007-08-23,10794759520
2007-08-24,10632606480
2007-08-27,10539947600
2007-08-28,10111400280
2007-08-29,10435706360
2007-08-30,10412541640
2007-08-31,10644188840
2007-09-04,10632606480
2007-09-05,10343047480
2007-09-06,10435706360
2007-09-07,10290926860
2007-09-10,9810258920
2007-09-11,9908708980
2007-09-12,10122982640
2007-09-13,10406750460
2007-09-14,10435706360
2007-09-17,10418332820
2007-09-18,10760012439
2007-09-19,10945330200
2007-09-20,10626815300
2007-09-21,10985868460
2007-09-24,10835297780
2007-09-25,11188559760
2007-09-26,11333339260
2007-09-27,11541821740
2007-09-28,11553404100
2007-10-01,11878408620
2007-10-02,11820774420
2007-10-03,11941806240
2007-10-04,12005203859
2007-10-05,12362535900
2007-10-08,12039784380
2007-10-09,12206923560
2007-10-10,12253030920
2007-10-11,11699742600
2007-10-12,11791957320
2007-10-15,11572947359
2007-10-16,11492259480
2007-10-17,11982150180
2007-10-18,12051311220
2007-10-19,11532603420
2007-10-22,11619054720
2007-10-23,11693979180
2007-10-24,11284776359
2007-10-25,11296303200
2007-10-26,11509549740
2007-10-29,11624818140
2007-10-30,11659398660
2007-10-31,11947569660
2007-11-01,11423098440
2007-11-02,11786193900
2007-11-05,11417335020
2007-11-06,9221472000
2007-11-07,9538460100
2007-11-08,9100440180
2007-11-09,8875666800
2007-11-12,8864139960
2007-11-13,9307923300
2007-11-14,8892957060
2007-11-15,8962118100
2007-11-16,9048569400
2007-11-19,8794978920
2007-11-20,8627839740
2007-11-21,8679710520
2007-11-23,8777688660
2007-11-26,8575968960
2007-11-27,8771925240
2007-11-28,9388611180
2007-11-29,9100440180
2007-11-30,8962118100
2007-12-03,9083149920
2007-12-04,8921774160
2007-12-05,9158074380
2007-12-06,9152310960
2007-12-07,9613384560
2007-12-10,9913082400
2007-12-11,9780523740
2007-12-12,9740179800
2007-12-13,9665255340
2007-12-14,9428955120
2007-12-17,9348267240
2007-12-18,9607621140
2007-12-19,9607621140
2007-12-20,10120565520
2007-12-21,10328048640
2007-12-24,10304994960
2007-12-26,10304994960
2007-12-27,9930372660
2007-12-28,10062931320
2007-12-31,9780523740
2008-01-02,9284869620
2008-01-03,9440481960
2008-01-04,8933301000
2008-01-07,8996698620
2008-01-08,8823796020
2008-01-09,8944827840
2008-01-10,8639366580
2008-01-11,7815197520
2008-01-14,8172529560
2008-01-15,7688402280
2008-01-16,7550080200
2008-01-17,7803670679
2008-01-18,7492446000
2008-01-22,7319543400
2008-01-23,7780617000
2008-01-24,7728746220
2008-01-25,7746036480
2008-01-28,7941992760
2008-01-29,8132185620
2008-01-30,8126422200
2008-01-31,8039970900
2008-02-01,8599022640
2008-02-04,8547151860
2008-02-05,8241690600
2008-02-06,7867068300
2008-02-07,7861304880
2008-02-08,9175364640
2008-02-11,9250289100
2008-02-12,9619147980
2008-02-13,9671018760
2008-02-14,9428955120
2008-02-15,9382847760
2008-02-19,9388611180
2008-02-20,9521169840
2008-02-21,9296396460
2008-02-22,9267579359
2008-02-25,9250289100
2008-02-26,9423191700
2008-02-27,9446245380
2008-02-28,9325213560
2008-02-29,8708527620
2008-03-03,8650893420
2008-03-04,8783452080
2008-03-05,8973644940
2008-03-06,8472227400
2008-03-07,8414593200
2008-03-10,7988100120
2008-03-11,8495281080
2008-03-12,8316615060
2008-03-13,8270507700
2008-03-14,7861304880
2008-03-17,7728746220
2008-03-18,8316615060
2008-03-19,8039970900
2008-03-20,8362722420
2008-03-24,8864139960
2008-03-25,8806505760
2008-03-26,8806505760
2008-03-27,8501044500
2008-03-28,8408829780
2008-03-31,8355207560
2008-04-01,8743417620
2008-04-02,8604357300
2008-04-03,8563798040
2008-04-04,8517444600
2008-04-07,8395766820
2008-04-08,8262500680
2008-04-09,8065498560
2008-04-10,8111852000
2008-04-11,7688876860
2008-04-14,7816348820
2008-04-15,8494267880
2008-04-16,8691270000
2008-04-17,8476885340
2008-04-18,8969390640
2008-04-21,9102656780
2008-04-22,8720240900
2008-04-23,8940419740
2008-04-24,9091068420
2008-04-25,9056303340
2008-04-28,9038920800
2008-04-29,9305453080
2008-04-30,9346012340
2008-05-01,9334423980
2008-05-02,9577779540
2008-05-05,9629927160
2008-05-06,9780575840
2008-05-07,8755005980
2008-05-08,8644916560
2008-05-09,8615945660
2008-05-12,8743417620
2008-05-13,8668093280
2008-05-14,8876683760
2008-05-15,9166392760
2008-05-16,9143216040
2008-05-19,9195363660
2008-05-20,8911448840
2008-05-21,8726035080
2008-05-22,8980979000
2008-05-23,8807153600
2008-05-27,9131627680
2008-05-28,9334423980
2008-05-29,9705251500
2008-05-30,10220933520
2008-06-02,10000754680
2008-06-03,10099255740
2008-06-04,10284669500
2008-06-05,10655497020
2008-06-06,10076079020
2008-06-09,10244110240
2008-06-10,9994960500
2008-06-11,9896459439
2008-06-12,10018137220
2008-06-13,10359993840
2008-06-16,10377376380
2008-06-17,10348405480
2008-06-18,10348405480
2008-06-19,10638114480
2008-06-20,10134020820
2008-06-23,10174580080
2008-06-24,9948607060
2008-06-25,9977577960
2008-06-26,9415542500
2008-06-27,9531426100
2008-06-30,9468582500
2008-07-01,9305431540
2008-07-02,9142280580
2008-07-03,9264643800
2008-07-07,9130626940
2008-07-08,9136453760
2008-07-09,8763537280
2008-07-10,8815978660
2008-07-11,8204162560
2008-07-14,8198335740
2008-07-15,8075972520
2008-07-16,8244950300
2008-07-17,8367313520
2008-07-18,8186682100
2008-07-21,8157548000
2008-07-22,8099279800
2008-07-23,8326525779
2008-07-24,7749670600
2008-07-25,7889514279
2008-07-28,7796285160
2008-07-29,8105106620
2008-07-30,8215816200
2008-07-31,8180855279
2008-08-01,8553771760
2008-08-04,8408101260
2008-08-05,8641174060
2008-08-06,8827632300
2008-08-07,8641174060
2008-08-08,8961649160
2008-08-11,9118973300
2008-08-12,8996610080
2008-08-13,8845112760
2008-08-14,9049051460
2008-08-15,8967475980
2008-08-18,8845112760
2008-08-19,8664481340
2008-08-20,8716922720
2008-08-21,8716922720
2008-08-22,8833459120
2008-08-25,8419754900
2008-08-26,8460542640
2008-08-27,8670308160
2008-08-28,8652827700
2008-08-29,8542118120
2008-09-02,8512984020
2008-09-03,8606213140
2008-09-04,8180855279
2008-09-05,8087626160
2008-09-08,8437235360
2008-09-09,8122587080
2008-09-10,8105106620
2008-09-11,7889514279
2008-09-12,7831246080
2008-09-15,7254390900
2008-09-16,7539905080
2008-09-17,7132027680
2008-09-18,7027144920
2008-09-19,7743843779
2008-09-22,7370927300
2008-09-23,7225256800
2008-09-24,6998010820
2008-09-25,7207776340
2008-09-26,7207776340
2008-09-29,6135641460
2008-09-30,6652469760
2008-10-01,6442759680
2008-10-02,5976737280
2008-10-03,5609744640
2008-10-06,5306830080
2008-10-07,4910711040
2008-10-08,4840807680
2008-10-09,4701000960
2008-10-10,5056343040
2008-10-13,6005863680
2008-10-14,5819454720
2008-10-15,5219450880
2008-10-16,5301004800
2008-10-17,5429160960
2008-10-20,5842755840
2008-10-21,5568967680
2008-10-22,5225276160
2008-10-23,5143722240
2008-10-24,4846632960
2008-10-27,4683525119
2008-10-28,5306830080
2008-10-29,5231101440
2008-10-30,5551491840
2008-10-31,5592268800
2008-11-03,5807804160
2008-11-04,6116544000
2008-11-05,5877707520
2008-11-06,5423335680
2008-11-07,5656346880
2008-11-10,5499064320
2008-11-11,5271878400
2008-11-12,4864108800
2008-11-13,5248577280
2008-11-14,4916536320
2008-11-17,4928186880
2008-11-18,4852458240
2008-11-19,4567019520
2008-11-20,4275755520
2008-11-21,4537893120
2008-11-24,5126246400
2008-11-25,5167023360
2008-11-26,5475763200
2008-11-28,5592268800
2008-12-01,5108770560
2008-12-02,5254402560
2008-12-03,5469937920
2008-12-04,4631097600
2008-12-05,5184499200
2008-12-08,5394209280
2008-12-09,5306830080
2008-12-10,5487413760
2008-12-11,5236926720
2008-12-12,5283528960
2008-12-15,5062168320
2008-12-16,5015566080
2008-12-17,5108770560
2008-12-18,4986439680
2008-12-19,5242752000
2008-12-22,5044692480
2008-12-23,5062168320
2008-12-24,5079644160
2008-12-26,5132071680
2008-12-29,5044692480
2008-12-30,5155372800
2008-12-31,5266530780
2009-01-02,5575640560
2009-01-05,5552311520
2009-01-06,5668956720
2009-01-07,5773937400
2009-01-08,6018892320
2009-01-09,5855589039
2009-01-12,5750608360
2009-01-13,6147202039
2009-01-14,5744776100
2009-01-15,5867253560
2009-01-16,5937240680
2009-01-20,5569808300
2009-01-21,5645627680
2009-01-22,5383175980
2009-01-23,5523150220
2009-01-26,5663124460
2009-01-27,5558143780
2009-01-28,5919743900
2009-01-29,5703950280
2009-01-30,5464827620
2009-02-02,5453163100
2009-02-03,5703950280
2009-02-04,5616466380
2009-02-05,5733111580
2009-02-06,5884750340
2009-02-09,5937240680
2009-02-10,5628130900
2009-02-11,5779769660
2009-02-12,6053885880
2009-02-13,6176363340
2009-02-17,5762272880
2009-02-18,5814763220
2009-02-19,5744776100
2009-02-20,5657292200
2009-02-23,5424001800
2009-02-24,5546479260
2009-02-25,5540647000
2009-02-26,5406505020
2009-02-27,5365679200
2009-03-02,5068233940
2009-03-03,5243201740
2009-03-04,5499821180
2009-03-05,5377343720
2009-03-06,5336517900
2009-03-09,5266530780
2009-03-10,5575640560
2009-03-11,5727279320
2009-03-12,6065550400
2009-03-13,6118040740
2009-03-16,6065550400
2009-03-17,6351331140
2009-03-18,6362995660
2009-03-19,6298840800
2009-03-20,5989731020
2009-03-23,6269679500
2009-03-24,5937240680
2009-03-25,6059718140
2009-03-26,6357163400
2009-03-27,5867253560
2009-03-30,5855589039
2009-03-31,6080609600
2009-04-01,6215084620
2009-04-02,6484034660
2009-04-03,6653590120
2009-04-06,6752984700
2009-04-07,6519115100
2009-04-08,6624356420
2009-04-09,6904999940
2009-04-13,6875766240
2009-04-14,6752984700
2009-04-15,6571735760
2009-04-16,6834839060
2009-04-17,6834839060
2009-04-20,6589275980
2009-04-21,6624356420
2009-04-22,6712057520
2009-04-23,6641896640
2009-04-24,6729597740
2009-04-27,6717904260
2009-04-28,6834839060
2009-04-29,7144716280
2009-04-30,7249957600
2009-05-01,7302578260
2009-05-04,7571528300
2009-05-05,7869712040
2009-05-06,7688463100
2009-05-07,7396126100
2009-05-08,7366892400
2009-05-11,7454593500
2009-05-12,7472133720
2009-05-13,7197336940
2009-05-14,7296731520
2009-05-15,7530601120
2009-05-18,7717696800
2009-05-19,7495520680
2009-05-20,7454593500
2009-05-21,7279191300
2009-05-22,7255804340
2009-05-26,7530601120
2009-05-27,7536447860
2009-05-28,7442900020
2009-05-29,7366892400
2009-06-01,7770317459
2009-06-02,7799551160
2009-06-03,7583221780
2009-06-04,7840478340
2009-06-05,7963259880
2009-06-08,7922332700
2009-06-09,8033420760
2009-06-10,7770317459
2009-06-11,7776164200
2009-06-12,7834631600
2009-06-15,7548141340
2009-06-16,7460440240
