,CTSH
2014-02-04,29480982300
2014-02-05,28210826600
2014-02-06,29013030200
2014-02-07,29474905000
2014-02-10,29189271900
2014-02-11,29699765100
2014-02-12,29912470600
2014-02-13,30313572400
2014-02-14,30489814100
2014-02-18,30410809200
2014-02-19,30380422700
2014-02-20,30587050900
2014-02-21,31219090100
2014-02-24,31674887600
2014-02-25,31377099900
2014-02-26,31389254500
2014-02-27,31358868000
2014-02-28,31620191900
2014-03-03,31267708500
2014-03-04,31996984500
2014-03-05,32100298600
2014-03-06,32537864200
2014-03-07,32580405300
2014-03-10,32148917000
2014-03-11,31802510900
2014-03-12,31352790700
2014-03-13,30738983400
2014-03-14,30538432500
2014-03-17,31024616500
2014-03-18,31048925700
2014-03-19,30149485300
2014-03-20,30155562600
2014-03-21,29632914800
2014-03-24,29821311100
2014-03-25,29529600700
2014-03-26,29839543000
2014-03-27,28915793400
2014-03-28,30198103700
2014-03-31,30758728000
2014-04-01,31409159600
2014-04-02,31646232800
2014-04-03,31178165200
2014-04-04,30509497200
2014-04-07,29591598400
2014-04-08,29883380799
2014-04-09,30266345200
2014-04-10,29099215600
2014-04-11,28758802800
2014-04-14,29470022400
2014-04-15,29719253200
2014-04-16,30260266400
2014-04-17,30120454000
2014-04-21,29773962400
2014-04-22,29859065600
2014-04-23,29755726000
2014-04-24,29968484000
2014-04-25,29621992400
2014-04-28,29445707200
2014-04-29,29087058000
2014-04-30,29123530799
2014-05-01,29542968000
2014-05-02,30035350799
2014-05-05,29944168800
2014-05-06,29907696000
2014-05-07,28582517600
2014-05-08,29178240000
2014-05-09,29008033600
2014-05-12,29798277600
2014-05-13,29780041200
2014-05-14,29536889200
2014-05-15,28679778400
2014-05-16,28679778400
2014-05-19,28929009200
2014-05-20,28758802800
2014-05-21,28819590799
2014-05-22,28965482000
2014-05-23,29555125600
2014-05-27,29688859200
2014-05-28,29725332000
2014-05-29,29761804800
2014-05-30,29549046800
2014-06-02,29390998000
2014-06-03,29482180000
2014-06-04,29500416400
2014-06-05,29786120000
2014-06-06,30290660400
2014-06-09,30284581600
2014-06-10,28856063600
2014-06-11,28752724000
2014-06-12,28558202400
2014-06-13,28819590799
2014-06-16,29038427600
2014-06-17,29482180000
2014-06-18,29786120000
2014-06-19,29755726000
2014-06-20,30035350799
2014-06-23,30011035600
2014-06-24,29822592800
2014-06-25,30217714800
2014-06-26,30023193200
2014-06-27,29968484000
2014-06-30,29740703699
2014-07-01,30281886000
2014-07-02,30324450900
2014-07-03,30585921000
2014-07-07,30689292900
2014-07-08,30652808699
2014-07-09,30628485900
2014-07-10,30409580700
2014-07-11,30221079000
2014-07-14,30373096500
2014-07-15,30105545700
2014-07-16,30044738699
2014-07-17,29576524800
2014-07-18,30062980800
2014-07-21,30008254500
2014-07-22,30689292900
2014-07-23,30780503400
2014-07-24,30889956000
2014-07-25,31084538400
2014-07-28,30975085800
2014-07-29,30792664800
2014-07-30,30379177200
2014-07-31,29825833500
2014-08-01,29971770300
2014-08-04,30427822800
2014-08-05,30391338600
2014-08-06,26554416900
2014-08-07,26986146600
2014-08-08,27040872900
2014-08-11,27053034300
2014-08-12,27095599200
2014-08-13,27326665800
2014-08-14,27253697400
2014-08-15,27217213200
2014-08-18,27527328900
2014-08-19,28104995400
2014-08-20,27977300700
2014-08-21,27977300700
2014-08-22,28007704200
2014-08-25,27746234100
2014-08-26,27813121800
2014-08-27,28050269100
2014-08-28,27648942900
2014-08-29,27807041100
2014-09-02,27898251600
2014-09-03,27922574400
2014-09-04,28001623500
2014-09-05,28098914700
2014-09-08,27807041100
2014-09-09,27539490300
2014-09-10,27600297300
2014-09-11,27387472800
2014-09-12,27217213200
2014-09-15,26943581700
2014-09-16,27350988600
2014-09-17,27229374600
2014-09-18,27551651700
2014-09-19,27363150000
2014-09-22,27119922000
2014-09-23,27065195700
2014-09-24,27484764000
2014-09-25,26797644900
2014-09-26,27211132500
2014-09-29,26980065900
2014-09-30,27256960940
2014-10-01,27013432140
2014-10-02,26727285800
2014-10-03,27019520360
2014-10-06,26940373500
2014-10-07,26727285800
2014-10-08,27415254660
2014-10-09,26861226640
2014-10-10,26368080820
2014-10-13,26745550460
2014-10-14,27183902300
2014-10-15,27019520360
2014-10-16,26861226640
2014-10-17,26909932400
2014-10-20,26526374540
2014-10-21,27171725860
2014-10-22,26873403080
2014-10-23,27104755440
2014-10-24,27457872200
2014-10-27,27713577440
2014-10-28,28572016460
2014-10-29,28444163840
2014-10-30,29211279560
2014-10-31,29740954700
2014-11-03,29765307580
2014-11-04,29521778780
2014-11-05,31902272800
2014-11-06,32048390080
2014-11-07,32645035640
2014-11-10,32663300300
2014-11-11,32358889300
2014-11-12,32413683280
2014-11-13,32505006580
2014-11-14,32444124380
2014-11-17,32304095320
2014-11-18,32109272280
2014-11-19,31920537460
2014-11-20,31512626720
2014-11-21,32304095320
2014-11-24,32712006060
2014-11-25,32450212600
2014-11-26,32657212080
2014-11-28,32870299780
2014-12-01,32906829100
2014-12-02,33174710780
2014-12-03,33144269680
2014-12-04,32584153440
2014-12-05,32364977519
2014-12-08,31993596100
2014-12-09,32024037200
2014-12-10,31244745040
2014-12-11,31360421220
2014-12-12,30733334560
2014-12-15,30751599220
2014-12-16,31177774620
2014-12-17,31049922000
2014-12-18,32541535900
2014-12-19,32565888780
2014-12-22,33065122820
2014-12-23,33010328840
2014-12-24,33034681720
2014-12-26,32778976480
2014-12-29,32833770460
2014-12-30,32358889300
2014-12-31,32101535999
2015-01-02,32107632000
2015-01-05,31906464000
2015-01-06,31077408000
2015-01-07,32095440000
2015-01-08,32845248000
2015-01-09,32991552000
2015-01-12,33009840000
2015-01-13,33009840000
2015-01-14,33168335999
2015-01-15,32820864000
2015-01-16,33552384000
2015-01-20,33893760000
2015-01-21,33698688000
2015-01-22,34247328000
2015-01-23,34174176000
2015-01-26,34198560000
2015-01-27,33686496000
2015-01-28,33180528000
2015-01-29,33820608000
2015-01-30,32997648000
2015-02-02,33107376000
2015-02-03,33588960000
2015-02-04,35283648000
2015-02-05,35137344000
2015-02-06,35015424000
2015-02-09,35021520000
2015-02-10,35600640000
2015-02-11,35899344000
2015-02-12,36746688000
2015-02-13,36716208000
2015-02-17,36691824000
2015-02-18,37240464000
2015-02-19,37795200000
2015-02-20,38435280000
2015-02-23,38057328000
2015-02-24,38069520000
2015-02-25,38191440000
2015-02-26,38276784000
2015-02-27,38093904000
2015-03-02,38356032000
2015-03-03,38270688000
2015-03-04,37831776000
2015-03-05,38014656000
2015-03-06,37557456000
2015-03-09,37746432000
2015-03-10,36972240000
2015-03-11,37094160000
2015-03-12,37581840000
2015-03-13,37277040000
2015-03-16,37813488000
2015-03-17,37947600000
2015-03-18,38886384000
2015-03-19,39166800000
2015-03-20,39050976000
2015-03-23,38965632000
2015-03-24,38386512000
2015-03-25,37307520000
2015-03-26,38118288000
2015-03-27,38404800000
2015-03-30,38612064000
2015-03-31,38051661000
2015-04-01,37801602000
2015-04-02,38161443000
2015-04-06,38069958000
2015-04-07,37844295000
2015-04-08,38143146000
2015-04-09,38521284000
2015-04-10,38301720000
2015-04-13,37649127000
2015-04-14,38191938000
2015-04-15,38490789000
2015-04-16,38088255000
2015-04-17,37020930000
2015-04-20,37289286000
2015-04-21,37453959000
2015-04-22,37331979000
2015-04-23,37325880000
2015-04-24,36429327000
2015-04-27,36295149000
2015-04-28,36795267000
2015-04-29,36545208000
2015-04-30,35703546000
2015-05-01,36069486000
2015-05-04,38289522000
2015-05-05,37203900000
2015-05-06,36972138000
2015-05-07,37392969000
2015-05-08,38478591000
2015-05-11,38228532000
2015-05-12,37893087000
2015-05-13,37722315000
2015-05-14,38923818000
2015-05-15,38771343000
2015-05-18,39484926000
2015-05-19,39661797000
2015-05-20,39643500000
2015-05-21,39625203000
2015-05-22,39527619000
2015-05-26,38923818000
2015-05-27,39448332000
2015-05-28,39545916000
2015-05-29,39472728000
2015-06-01,39887460000
2015-06-02,40009440000
2015-06-03,40070430000
2015-06-04,39320253000
2015-06-05,39399540000
2015-06-08,38783541000
2015-06-09,38856729000
2015-06-10,39552015000
2015-06-11,39344649000
2015-06-12,38795739000
2015-06-15,38411502000
2015-06-16,38252928000
2015-06-17,37862592000
2015-06-18,38576175000
2015-06-19,38112651000
2015-06-22,38545680000
2015-06-23,38600571000
2015-06-24,38435898000
2015-06-25,38850630000
2015-06-26,38929917000
2015-06-29,37313682000
2015-06-30,37191592000
2015-07-01,37818656000
2015-07-02,36850664000
2015-07-06,36503648000
2015-07-07,36710640000
2015-07-08,35937464000
2015-07-09,36217512000
2015-07-10,36351448000
2015-07-13,36668024000
2015-07-14,36899368000
2015-07-15,37045480000
2015-07-16,37240296000
2015-07-17,36887192000
2015-07-20,36826312000
2015-07-21,37477728000
2015-07-22,37861272000
2015-07-23,37903888000
2015-07-24,37502080000
2015-07-27,36984600000
2015-07-28,37240296000
2015-07-29,37903888000
2015-07-30,38427456000
2015-07-31,38415280000
2015-08-03,38281344000
2015-08-04,38530952000
2015-08-05,40996592000
2015-08-06,40838304000
2015-08-07,41167056000
2015-08-10,41666272000
2015-08-11,41264464000
2015-08-12,41075736000
2015-08-13,41361872000
2015-08-14,40893096000
2015-08-17,41185320000
2015-08-18,41300992000
2015-08-19,40807864000
2015-08-20,39998160000
2015-08-21,38263080000
2015-08-24,36424504000
2015-08-25,35907024000
2015-08-26,37843008000
2015-08-27,38841440000
2015-08-28,38792736000
2015-08-31,38317872000
2015-09-01,37276824000
2015-09-02,38074352000
2015-09-03,38269168000
2015-09-04,37593400000
2015-09-08,38457896000
2015-09-09,37824744000
2015-09-10,38129144000
2015-09-11,38226552000
2015-09-14,37794304000
2015-09-15,38214376000
2015-09-16,38731856000
2015-09-17,38287432000
2015-09-18,37642104000
2015-09-21,38244816000
2015-09-22,37660368000
2015-09-23,37897800000
2015-09-24,37209856000
2015-09-25,37313352000
2015-09-28,36552352000
2015-09-29,36881104000
2015-09-30,38079402000
2015-10-01,38480814000
2015-10-02,38480814000
2015-10-05,39599902000
2015-10-06,39520836000
2015-10-07,40135118000
2015-10-08,40360152000
2015-10-09,40712908000
2015-10-12,40256758000
2015-10-13,39435688000
2015-10-14,39380950000
2015-10-15,39472180000
2015-10-16,39472180000
2015-10-19,39563410000
2015-10-20,39654640000
2015-10-21,39514754000
2015-10-22,41619126000
2015-10-23,41862406000
2015-10-26,41631290000
2015-10-27,41515732000
2015-10-28,42428032000
2015-10-29,41892816000
2015-10-30,41424502000
2015-11-02,41619126000
2015-11-03,41442748000
2015-11-04,40639923999
2015-11-05,40852794000
2015-11-06,41996210000
2015-11-09,41339354000
2015-11-10,41412338000
2015-11-11,41290698000
2015-11-12,40816302000
2015-11-13,40080380000
2015-11-16,40056052000
2015-11-17,38991702000
2015-11-18,39691132000
2015-11-19,39678968000
2015-11-20,39612066000
2015-11-23,39070768000
2015-11-24,39277556000
2015-11-25,39210654000
2015-11-27,39368786000
2015-11-30,39277556000
2015-12-01,39654640000
2015-12-02,38949128000
2015-12-03,37507694000
2015-12-04,38292272000
2015-12-07,37708400000
2015-12-08,37714482000
2015-12-09,36692706000
2015-12-10,36717034000
2015-12-11,35458060000
2015-12-14,36346032000
2015-12-15,36802182000
2015-12-16,37963844000
2015-12-17,36747444000
2015-12-18,35798652000
2015-12-21,36333868000
2015-12-22,36552820000
2015-12-23,36735280000
2015-12-24,36935986000
2015-12-28,36796100000
2015-12-29,37349562000
2015-12-30,37100200000
2015-12-31,36492160000
2016-01-04,35343040000
2016-01-05,35343040000
2016-01-06,34735040000
2016-01-07,34437120000
2016-01-08,33902080000
2016-01-11,34120960000
2016-01-12,36267200000
2016-01-13,35124160000
2016-01-14,36607680000
2016-01-15,35695680000
2016-01-19,36443520000
2016-01-20,36024000000
2016-01-21,35908480000
2016-01-22,36790080000
2016-01-25,37039360000
2016-01-26,37659520000
2016-01-27,37094080000
2016-01-28,37294720000
2016-01-29,38492480000
2016-02-01,37896640000
2016-02-02,36552960000
2016-02-03,36942080000
2016-02-04,36248960000
2016-02-05,35592320000
2016-02-08,32862400000
2016-02-09,31816640000
2016-02-10,32418560000
2016-02-11,31682880000
2016-02-12,32752960000
2016-02-16,33446080000
2016-02-17,34418880000
2016-02-18,34054080000
2016-02-19,33987200000
2016-02-22,34431040000
2016-02-23,33902080000
2016-02-24,34163520000
2016-02-25,34801920000
2016-02-26,34680320000
2016-02-29,34643840000
2016-03-01,35391680000
2016-03-02,35069440000
2016-03-03,35142400000
2016-03-04,35105920000
2016-03-07,34656000000
2016-03-08,34005440000
2016-03-09,34078400000
2016-03-10,33695360000
2016-03-11,34637760000
2016-03-14,35336960000
2016-03-15,35282240000
2016-03-16,35817280000
2016-03-17,35707840000
2016-03-18,36024000000
2016-03-21,36188160000
2016-03-22,35780800000
2016-03-23,35908480000
2016-03-24,36674560000
2016-03-28,36589440000
2016-03-29,37464960000
2016-03-30,37969600000
2016-03-31,38002470000
2016-04-01,38257032000
2016-04-04,37432736000
2016-04-05,37081198000
2016-04-06,37311516000
2016-04-07,36359939000
2016-04-08,36462976000
2016-04-11,36353878000
2016-04-12,36038706000
2016-04-13,36638745000
2016-04-14,36584196000
2016-04-15,36408427000
2016-04-18,36596318000
2016-04-19,36275085000
2016-04-20,36420549000
2016-04-21,36396305000
2016-04-22,36632684000
2016-04-25,36493281000
2016-04-26,36747843000
2016-04-27,36717538000
2016-04-28,36202353000
2016-04-29,35378057000
2016-05-02,35378057000
2016-05-03,34941665000
2016-05-04,34874994000
2016-05-05,34905299000
2016-05-06,36699355000
2016-05-09,36863002000
2016-05-10,37420614000
2016-05-11,37032710000
2016-05-12,37050893000
2016-05-13,37184235000
2016-05-16,37463041000
2016-05-17,37360004000
2016-05-18,37590322000
2016-05-19,37584261000
2016-05-20,38147934000
2016-05-23,37420614000
2016-05-24,38129751000
2016-05-25,37941860000
2016-05-26,37735786000
2016-05-27,37857006000
2016-05-31,37238784000
2016-06-01,37050893000
2016-06-02,37178174000
2016-06-03,36438732000
2016-06-06,36578135000
2016-06-07,36808453000
2016-06-08,37347882000
2016-06-09,36966039000
2016-06-10,36529647000
2016-06-13,36396305000
2016-06-14,36729660000
2016-06-15,36141743000
2016-06-16,36190231000
2016-06-17,36093255000
2016-06-20,37153930000
2016-06-21,37335760000
2016-06-22,37408492000
2016-06-23,38002470000
2016-06-24,35159861000
2016-06-27,33626428000
2016-06-28,33941600000
2016-06-29,34602249000
2016-06-30,34687440000
2016-07-01,34663200000
2016-07-05,34178400000
2016-07-06,34402620000
2016-07-07,34445040000
2016-07-08,35105580000
2016-07-11,35414640000
2016-07-12,35366160000
2016-07-13,35444940000
2016-07-14,35717640000
2016-07-15,35002560000
2016-07-18,35135880000
2016-07-19,34948020000
2016-07-20,35584320000
2016-07-21,35335860000
2016-07-22,35366160000
2016-07-25,35390400000
2016-07-26,35523720000
2016-07-27,35299500000
2016-07-28,35081340000
2016-07-29,34838940000
2016-08-01,35420700000
2016-08-02,35057100000
2016-08-03,35238900000
2016-08-04,35614620000
2016-08-05,36184260000
2016-08-08,35335860000
2016-08-09,34948020000
2016-08-10,34863180000
2016-08-11,34741980000
2016-08-12,35269200000
2016-08-15,35075280000
2016-08-16,34723800000
2016-08-17,34542000000
2016-08-18,34505640000
2016-08-19,34626840000
2016-08-22,34990440000
2016-08-23,35238900000
2016-08-24,34948020000
2016-08-25,34887420000
2016-08-26,35069220000
2016-08-29,35057100000
2016-08-30,35093460000
2016-08-31,34808640000
2016-09-01,34899540000
2016-09-02,35366160000
2016-09-06,35547960000
2016-09-07,35378280000
2016-09-08,34032959999
2016-09-09,33469380000
2016-09-12,34178400000
2016-09-13,33330000000
2016-09-14,32742180000
2016-09-15,32784600000
2016-09-16,32311920000
2016-09-19,32317980000
2016-09-20,32093760000
2016-09-21,32390700000
2016-09-22,32851260000
2016-09-23,32972459999
2016-09-26,32814900000
2016-09-27,32966400000
2016-09-28,33263340000
2016-09-29,33330000000
2016-09-30,28959970000
2016-10-03,30592800000
2016-10-04,30404630000
2016-10-05,30896300000
2016-10-06,31084470000
2016-10-07,30562450000
2016-10-10,30623150000
2016-10-11,30283230000
2016-10-12,30337860000
2016-10-13,31108750000
2016-10-14,30556380000
2016-10-17,30410700000
2016-10-18,30483540000
2016-10-19,30586730000
2016-10-20,30398560000
2016-10-21,30173970000
2016-10-24,30623150000
2016-10-25,30738480000
2016-10-26,30878090000
2016-10-27,31139100000
2016-10-28,31302990000
2016-10-31,31169450000
2016-11-01,31260500000
2016-11-02,31205869999
2016-11-03,31351550000
2016-11-04,31612560000
2016-11-07,33233250000
2016-11-08,33318230000
2016-11-09,32177070000
2016-11-10,32662670000
2016-11-11,32747650000
2016-11-14,32747650000
2016-11-15,32881190000
2016-11-16,33585310000
2016-11-17,34222660000
2016-11-18,33730990000
2016-11-21,33445700000
2016-11-22,32280260000
2016-11-23,31479020000
2016-11-25,32322750000
2016-11-28,34568650000
2016-11-29,33767410000
2016-11-30,33433560000
2016-12-01,32826560000
2016-12-02,32790140000
2016-12-05,33239320000
2016-12-06,33567100000
2016-12-07,34659700000
2016-12-08,34095190000
2016-12-09,33894880000
2016-12-12,33925230000
2016-12-13,34410830000
2016-12-14,34198380000
2016-12-15,34477600000
2016-12-16,34149820000
2016-12-19,34410830000
2016-12-20,34246940000
2016-12-21,34161960000
2016-12-22,34265150000
2016-12-23,34289430000
2016-12-27,34368340000
2016-12-28,34083050000
2016-12-29,34101260000
2016-12-30,34010210000
2017-01-03,34194600000
2017-01-04,34678600000
2017-01-05,34539450000
2017-01-06,35011350000
2017-01-09,34230900000
2017-01-10,34279299999
2017-01-11,34491050000
2017-01-12,34478950000
2017-01-13,34194600000
2017-01-17,34230900000
2017-01-18,34702800000
2017-01-19,34273250000
2017-01-20,34394250000
2017-01-23,33982850000
2017-01-24,34249050000
2017-01-25,34817750000
2017-01-26,34043350000
2017-01-27,33958650000
2017-01-30,32464299999
2017-01-31,31816950000
2017-02-01,31732250000
2017-02-02,31266400000
2017-02-03,31762500000
2017-02-06,31919800000
2017-02-07,32542950000
2017-02-08,34152250000
2017-02-09,35090000000
2017-02-10,34727000000
2017-02-13,34872200000
2017-02-14,34702800000
2017-02-15,35168650000
2017-02-16,35150500000
2017-02-17,35065800000
2017-02-21,35465100000
2017-02-22,35543750000
2017-02-23,35785750000
2017-02-24,35997500000
2017-02-27,36045900000
2017-02-28,35858350000
2017-03-01,36451250000
2017-03-02,36402850000
2017-03-03,36227400000
2017-03-06,35592150000
2017-03-07,34993200000
2017-03-08,34781450000
2017-03-09,34890350000
2017-03-10,35537700000
2017-03-13,35846250000
2017-03-14,35791800000
2017-03-15,35852300000
2017-03-16,35943050000
2017-03-17,35428800000
2017-03-20,35682900000
2017-03-21,35410650000
2017-03-22,35973300000
2017-03-23,35549800000
2017-03-24,35465100000
2017-03-27,35519550000
2017-03-28,35719200000
2017-03-29,35743400000
2017-03-30,35840200000
2017-03-31,35057280000
2017-04-03,34309250000
2017-04-04,34285690000
2017-04-05,34197340000
2017-04-06,34244460000
2017-04-07,34415270000
2017-04-10,34733330000
2017-04-11,34680320000
2017-04-12,34550740000
2017-04-13,34368150000
2017-04-17,34574300000
2017-04-18,34085430000
2017-04-19,34144330000
2017-04-20,34032420000
2017-04-21,34073650000
2017-04-24,34686210000
2017-04-25,34804010000
2017-04-26,34998380000
2017-04-27,35163300000
2017-04-28,35475470000
2017-05-01,35546150000
2017-05-02,35628610000
2017-05-03,35669840000
2017-05-04,35781750000
2017-05-05,37236580000
2017-05-08,37860920000
2017-05-09,37796130000
2017-05-10,37678330000
2017-05-11,37843250000
2017-05-12,37925710000
2017-05-15,37984610000
2017-05-16,38396910000
2017-05-17,37990500000
2017-05-18,38296780000
2017-05-19,38532380000
2017-05-22,38750310000
2017-05-23,38879890000
2017-05-24,39162610000
2017-05-25,39392320000
2017-05-26,39339310000
2017-05-30,39162610000
2017-05-31,39409990000
2017-06-01,39692710000
2017-06-02,39739830000
2017-06-05,39792840000
2017-06-06,39704490000
2017-06-07,39439440000
2017-06-08,39386430000
2017-06-09,39056590000
2017-06-12,39044810000
2017-06-13,39127270000
2017-06-14,39150830000
2017-06-15,39103710000
2017-06-16,39221510000
2017-06-19,39698600000
2017-06-20,39622030000
2017-06-21,39998990000
2017-06-22,39533680000
2017-06-23,39686820000
2017-06-26,39733940000
2017-06-27,39186170000
2017-06-28,39480670000
2017-06-29,38956460000
2017-06-30,39176000000
2017-07-03,39353000000
2017-07-05,39465100000
2017-07-06,39111100000
2017-07-07,39506400000
2017-07-10,39695200000
2017-07-11,39884000000
2017-07-12,40196700000
2017-07-13,40061000000
2017-07-14,40609700000
2017-07-17,40645100000
2017-07-18,40586100000
2017-07-19,41005000000
2017-07-20,41276400000
2017-07-21,41288200000
2017-07-24,41276400000
2017-07-25,41282300000
2017-07-26,41329500000
2017-07-27,41134800000
2017-07-28,40898799999
2017-07-31,40898799999
2017-08-01,41010900000
2017-08-02,40426800000
2017-08-03,41270500000
2017-08-04,41996200000
2017-08-07,41058100000
2017-08-08,41465200000
2017-08-09,41895900000
2017-08-10,41305900000
2017-08-11,41659900000
2017-08-14,42385600000
2017-08-15,42285300000
2017-08-16,42515400000
2017-08-17,41530100000
2017-08-18,41341299999
2017-08-21,41016800000
2017-08-22,41388500000
2017-08-23,41311800000
2017-08-24,41193799999
2017-08-25,41170200000
2017-08-28,41276400000
2017-08-29,41093500000
2017-08-30,41105300000
2017-08-31,41754300000
2017-09-01,41789700000
2017-09-05,41618600000
2017-09-06,41848700000
2017-09-07,42137800000
2017-09-08,41949000000
2017-09-11,42586200000
2017-09-12,42975600000
2017-09-13,42639300000
2017-09-14,42326600000
2017-09-15,42373799999
2017-09-18,42503600000
2017-09-19,42775000000
2017-09-20,42751400000
2017-09-21,42397400000
2017-09-22,42515400000
2017-09-25,42297100000
2017-09-26,42255800000
2017-09-27,42426900000
2017-09-28,42562600000
2017-09-29,42798600000
2017-10-02,42673050000
2017-10-03,42731950000
2017-10-04,42790850000
2017-10-05,43114800000
2017-10-06,43468200000
2017-10-09,43379850000
2017-10-10,43586000000
2017-10-11,43350400000
2017-10-12,43639010000
2017-10-13,43809820000
2017-10-16,43686130000
2017-10-17,43568330000
2017-10-18,43550660000
2017-10-19,43745030000
2017-10-20,44057200000
2017-10-23,43821600000
2017-10-24,43992410000
2017-10-25,43733250000
2017-10-26,43927620000
2017-10-27,44404710000
2017-10-30,44475390000
2017-10-31,44569630000
2017-11-01,43315060000
2017-11-02,43798040000
2017-11-03,43745030000
2017-11-06,44045420000
2017-11-07,43968850000
2017-11-08,43809820000
2017-11-09,43550660000
2017-11-10,43739140000
2017-11-13,43915840000
2017-11-14,44157330000
2017-11-15,43639010000
2017-11-16,44398820000
2017-11-17,42943990000
2017-11-20,42349100000
2017-11-21,42272530000
2017-11-22,42237190000
2017-11-24,42567030000
2017-11-27,42643600000
2017-11-28,42920430000
2017-11-29,42472790000
2017-11-30,42572920000
2017-12-01,42031040000
2017-12-04,41418479999
2017-12-05,41483270000
2017-12-06,42113500000
2017-12-07,42178290000
2017-12-08,42301979999
2017-12-11,42148840000
2017-12-12,42084050000
2017-12-13,41930910000
2017-12-14,42296090000
2017-12-15,42455120000
2017-12-18,42331430000
2017-12-19,42366770000
2017-12-20,42826190000
2017-12-21,42643600000
2017-12-22,42231300000
2017-12-26,41960360000
2017-12-27,41936800000
2017-12-28,42048710000
2017-12-29,41830780000
2018-01-02,41647650000
2018-01-03,41999850000
2018-01-04,42663160000
2018-01-05,43027100000
2018-01-08,43068190000
2018-01-09,43121020000
2018-01-10,43420390000
2018-01-11,43443870000
2018-01-12,43766720000
2018-01-16,43866510000
2018-01-17,44518080000
2018-01-18,45052250000
2018-01-19,45369230000
2018-01-22,45762520000
2018-01-23,45938620000
2018-01-24,46050150000
2018-01-25,45756650000
2018-01-26,46038410000
2018-01-29,45874050000
2018-01-30,45645120000
2018-01-31,45774260000
2018-02-01,45492500000
2018-02-02,44447640000
2018-02-05,43021230000
2018-02-06,43379300000
2018-02-07,44917240000
2018-02-08,44118920000
2018-02-09,44782230000
2018-02-12,45451410000
2018-02-13,45850570000
2018-02-14,46854339999
2018-02-15,47764190000
2018-02-16,47517650000
2018-02-20,47863980000
2018-02-21,48016600000
2018-02-22,47905070000
2018-02-23,48445110000
2018-02-26,48703390000
2018-02-27,48433370000
2018-02-28,48145740000
2018-03-01,47341550000
2018-03-02,47711360000
2018-03-05,48292490000
2018-03-06,48762089999
2018-03-07,48867750000
2018-03-08,48850140000
2018-03-09,49724770000
2018-03-12,49349089999
2018-03-13,49184730000
2018-03-14,49090810000
2018-03-15,49795210000
2018-03-16,49660200000
2018-03-19,49196470000
2018-03-20,49489970000
2018-03-21,48926450000
2018-03-22,47529390000
2018-03-23,46525620000
2018-03-26,47916810000
2018-03-27,47006960000
2018-03-28,46766290000
2018-03-29,47253500000
2018-04-02,46337850000
2018-04-03,46829250000
2018-04-04,47221200000
2018-04-05,47338200000
2018-04-06,46255949999
2018-04-09,46162350000
2018-04-10,47034000000
2018-04-11,46759050000
2018-04-12,47706750000
2018-04-13,47279699999
2018-04-16,47835450000
2018-04-17,48081150000
2018-04-18,48379500000
2018-04-19,48186450000
2018-04-20,47835450000
2018-04-23,47718449999
2018-04-24,47268000000
2018-04-25,47332350000
2018-04-26,47812050000
2018-04-27,47747700000
2018-04-30,47864699999
2018-05-01,47864699999
2018-05-02,47607300000
2018-05-03,47595600000
2018-05-04,48069450000
2018-05-07,45548100000
2018-05-08,44196750000
2018-05-09,43892550000
2018-05-10,44430750000
2018-05-11,44799300000
2018-05-14,44378100000
2018-05-15,44144100000
2018-05-16,44103150000
2018-05-17,44331300000
2018-05-18,44483400000
2018-05-21,44313750000
2018-05-22,44015400000
2018-05-23,44319600000
2018-05-24,44419050000
2018-05-25,44331300000
2018-05-29,43529850000
2018-05-30,44278650000
2018-05-31,44079750000
2018-06-01,44968950000
2018-06-04,45173700000
2018-06-05,45062550000
2018-06-06,45711900000
2018-06-07,44881200000
2018-06-08,45109350000
2018-06-11,45027450000
2018-06-12,45776250000
2018-06-13,45641700000
2018-06-14,45951750000
2018-06-15,47209500000
2018-06-18,46805850000
2018-06-19,46332000000
2018-06-20,46109699999
2018-06-21,45442800000
2018-06-22,46039500000
2018-06-25,45606600000
2018-06-26,45893250000
2018-06-27,45267300000
2018-06-28,46226700000
2018-06-29,46209150000
2018-07-02,46024710000
2018-07-03,46262100000
2018-07-05,46256310000
2018-07-06,46644240000
2018-07-09,46887420000
2018-07-10,47333250000
2018-07-11,47240610000
2018-07-12,48242279999
2018-07-13,47310090000
2018-07-16,47454840000
2018-07-17,47906460000
2018-07-18,47669070000
2018-07-19,47698020000
2018-07-20,47616960000
2018-07-23,47865930000
2018-07-24,47628540000
2018-07-25,47964360000
2018-07-26,47894880000
2018-07-27,47223240000
2018-07-30,46760040000
2018-07-31,47188500000
2018-08-01,47530110000
2018-08-02,44501940000
2018-08-03,45057779999
2018-08-06,45445710000
2018-08-07,45202529999
2018-08-08,44721960000
2018-08-09,44154540000
2018-08-10,43749240000
2018-08-13,43668180000
2018-08-14,43552380000
2018-08-15,43158660000
2018-08-16,43482900000
2018-08-17,43749240000
2018-08-20,43372890000
2018-08-21,43367100000
2018-08-22,43575540000
2018-08-23,43488690000
2018-08-24,43922940000
2018-08-27,44357190000
2018-08-28,44386140000
2018-08-29,44982510000
2018-08-30,44808810000
2018-08-31,45410970000
2018-09-04,43795560000
2018-09-05,43592910000
2018-09-06,43841880000
2018-09-07,43847670000
2018-09-10,43749240000
2018-09-11,44357190000
2018-09-12,43830300000
2018-09-13,44698800000
2018-09-14,44166120000
2018-09-17,43980840000
2018-09-18,44513520000
2018-09-19,44061900000
