,AMD
2018-07-17,19119333327
2018-07-18,19096666661
2018-07-19,18937999994
2018-07-20,18699999994
2018-07-23,18881333327
2018-07-24,18348666661
2018-07-25,18189999994
2018-07-26,20796666660
2018-07-27,21465333327
2018-07-30,22009333326
2018-07-31,20773999993
2018-08-01,20943999993
2018-08-02,21295333327
2018-08-03,20955333327
2018-08-06,22020666660
2018-08-07,22167999993
2018-08-08,22190666660
2018-08-09,21646666660
2018-08-10,21601333326
2018-08-13,22360666660
2018-08-14,22689333326
2018-08-15,22326666660
2018-08-16,21907333326
2018-08-17,22405999993
2018-08-20,22643999993
2018-08-21,23119999993
2018-08-22,23686666659
2018-08-23,25261999992
2018-08-24,27177333325
2018-08-27,28627999991
2018-08-28,28389999991
2018-08-29,28559999991
2018-08-30,28208666658
2018-08-31,28525999991
2018-09-04,31801333323
2018-09-05,32311333323
2018-09-06,31551999990
2018-09-07,31030666657
2018-09-10,33875333323
2018-09-11,34113333323
2018-09-12,36504666655
2018-09-13,34543999989
2018-09-14,37082666655
2018-09-17,36753999989
2018-09-18,36187333322
2018-09-19,35371333322
2018-09-20,35337333322
2018-09-21,35155999989
2018-09-24,36957999989
2018-09-25,36912666655
2018-09-26,36481999989
2018-09-27,36935333322
2018-09-28,35008666656
2018-10-01,31482965931
2018-10-02,29078156312
2018-10-03,28486973947
2018-10-04,27835671342
2018-10-05,27404809618
2018-10-08,26513026051
2018-10-09,27294589177
2018-10-10,25050100200
2018-10-11,25350701402
2018-10-12,26392785570
2018-10-15,26312625250
2018-10-16,28236472945
2018-10-17,27354709418
2018-10-18,26673346692
2018-10-19,23707414829
2018-10-22,25080160320
2018-10-23,25140280560
2018-10-24,22835671342
2018-10-25,19308617234
2018-10-26,17665330661
2018-10-29,16883767534
2018-10-30,17234468937
2018-10-31,18246492985
2018-11-01,20260521041
2018-11-02,20270541081
2018-11-05,19939879759
2018-11-06,20721442885
2018-11-07,21883767534
2018-11-08,21242484969
2018-11-09,21072144288
2018-11-12,19068136272
2018-11-13,19649298596
2018-11-14,20851703406
2018-11-15,21533066131
2018-11-16,20701402805
2018-11-19,19148296592
2018-11-20,19248496993
2018-11-21,18767535069
2018-11-23,19418837675
2018-11-26,20120240480
2018-11-27,21092184368
2018-11-28,21382765530
2018-11-29,21472945891
2018-11-30,21342685370
2018-12-03,23757515029
2018-12-04,21162324648
2018-12-06,21342685370
2018-12-07,19498997995
2018-12-10,20030060119
2018-12-11,20020040079
2018-12-12,20521042083
2018-12-13,19899799598
2018-12-14,19939879759
2018-12-17,18867735470
2018-12-18,19539078156
2018-12-19,18196392785
2018-12-20,17975951903
2018-12-21,16963927855
2018-12-24,16683366733
2018-12-26,17935871743
2018-12-27,17525050099
2018-12-28,17855711422
2018-12-31,29536000000
2019-01-02,30127999999
2019-01-03,27280000000
2019-01-04,30400000000
2019-01-07,32912000000
2019-01-08,33200000000
2019-01-09,32304000000
2019-01-10,31583999999
2019-01-11,32432000000
2019-01-14,32368000000
2019-01-15,32608000000
2019-01-16,31568000000
2019-01-17,32400000000
2019-01-18,33232000000
2019-01-22,31616000000
2019-01-23,31680000000
2019-01-24,33360000000
2019-01-25,35088000000
2019-01-28,32288000000
2019-01-29,30800000000
2019-01-30,36944000000
2019-01-31,39056000000
2019-02-01,39216000000
2019-02-04,38608000000
2019-02-05,37296000000
2019-02-06,37216000000
2019-02-07,36272000000
2019-02-08,36880000000
2019-02-11,36736000000
2019-02-12,36512000000
2019-02-13,36560000000
2019-02-14,37008000000
2019-02-15,37888000000
2019-02-19,38320000000
2019-02-20,38320000000
2019-02-21,38272000000
2019-02-22,38976000000
2019-02-25,39536000000
2019-02-26,38736000000
2019-02-27,37568000000
2019-02-28,37648000000
2019-03-01,37888000000
2019-03-04,37392000000
2019-03-05,37600000000
2019-03-06,35856000000
2019-03-07,35328000000
2019-03-08,35216000000
2019-03-11,36736000000
2019-03-12,37584000000
2019-03-13,37408000000
2019-03-14,36512000000
2019-03-15,37264000000
2019-03-18,37200000000
2019-03-19,41600000000
2019-03-20,41120000000
2019-03-21,44624000000
2019-03-22,42192000000
2019-03-25,41552000000
2019-03-26,41104000000
2019-03-27,39824000000
2019-03-28,40096000000
2019-03-29,40832000000
2019-04-01,30753333315
2019-04-02,31208333315
2019-04-03,33856666647
2019-04-04,33938333313
2019-04-05,33809999980
2019-04-08,33284999980
2019-04-09,31779999981
2019-04-10,32468333314
2019-04-11,32421666648
2019-04-12,32491666648
2019-04-15,31884999981
2019-04-16,32584999981
2019-04-17,32071666648
2019-04-18,32293333314
2019-04-22,32876666647
2019-04-23,32631666648
2019-04-24,33203333314
2019-04-25,32269999981
2019-04-26,32526666648
2019-04-29,32304999981
2019-04-30,32234999981
2019-05-01,31278333315
2019-05-02,33004999981
2019-05-03,32923333314
2019-05-06,31989999981
2019-05-07,31103333315
2019-05-08,31604999981
2019-05-09,31744999981
2019-05-10,32619999981
2019-05-13,30613333315
2019-05-14,31873333315
2019-05-15,32176666648
2019-05-16,32678333314
2019-05-17,32083333315
2019-05-20,31126666648
2019-05-21,31908333315
2019-05-22,31978333315
2019-05-23,30753333315
2019-05-24,30846666649
2019-05-28,33868333313
2019-05-29,32771666647
2019-05-30,32701666647
2019-05-31,31978333315
2019-06-03,32176666648
2019-06-04,34498333313
2019-06-05,34416666647
2019-06-06,37123333312
2019-06-07,37811666645
2019-06-10,38768333311
2019-06-11,37811666645
2019-06-12,37543333311
2019-06-13,36621666645
2019-06-14,35419999979
2019-06-17,34066666647
2019-06-18,35524999979
2019-06-19,35583333313
2019-06-20,35011666646
2019-06-21,33949999980
2019-06-24,34136666647
2019-06-25,33669999980
2019-06-26,34906666646
2019-06-27,35863333312
2019-06-28,35431666646
2019-07-01,34226476128
2019-07-02,34270356225
2019-07-03,34215506103
2019-07-05,34555576860
2019-07-08,35147958177
2019-07-09,36365630886
2019-07-10,37067712447
2019-07-11,36266900666
2019-07-12,36431451032
2019-07-15,37725913911
2019-07-16,37133532594
2019-07-17,36859281984
2019-07-18,36201080520
2019-07-19,35663549324
2019-07-22,36036530154
2019-07-23,36738611715
2019-07-24,37418753228
2019-07-25,36936072154
2019-07-26,37320023008
2019-07-29,36727641691
2019-07-30,37155472642
2019-07-31,33403724298
2019-08-01,32756492858
2019-08-02,32295751833
2019-08-05,30705098295
2019-08-06,31659490418
2019-08-07,32021501223
2019-08-08,37210322764
2019-08-09,37506513423
2019-08-12,35575789129
2019-08-13,35224748348
2019-08-14,33173353785
2019-08-15,32548062394
2019-08-16,34204536079
2019-08-19,34533636811
2019-08-20,33699914956
2019-08-21,34774977348
2019-08-22,34994377836
2019-08-23,32405452077
2019-08-26,33217233883
2019-08-27,33129473688
2019-08-28,33765735103
2019-08-29,34500726738
2019-08-30,34500726738
2019-09-03,33897375396
2019-09-04,33952225518
2019-09-05,34555576860
2019-09-06,33524394566
2019-09-09,33458574420
2019-09-10,33162383761
2019-09-11,32646792614
2019-09-12,33140443712
2019-09-13,33667004883
2019-09-16,33820585225
2019-09-17,33996105615
2019-09-18,33370814224
2019-09-19,33228203907
2019-09-20,32964923322
2019-09-23,33612154761
2019-09-24,32383512028
2019-09-25,32405452077
2019-09-26,32328661906
2019-09-27,31505910076
2019-09-30,34440120000
2019-10-01,34166880000
2019-10-02,33632280000
2019-10-03,34071840000
2019-10-04,34463880000
2019-10-07,34368840000
2019-10-08,33537240000
2019-10-09,33810480000
2019-10-10,33715440000
2019-10-11,35343000000
2019-10-14,36269640000
2019-10-15,36495360000
2019-10-16,36602280000
2019-10-17,36994320000
2019-10-18,36792360000
2019-10-21,38051640000
2019-10-22,37433880000
2019-10-23,37255680000
2019-10-24,37683360000
2019-10-25,38859480000
2019-10-28,40023720000
2019-10-29,39239640000
2019-10-30,39358440000
2019-10-31,40308840000
2019-11-01,41449320000
2019-11-04,43112520000
2019-11-05,42946200000
2019-11-06,42684840000
2019-11-07,43100640000
2019-11-08,43112520000
2019-11-11,43136280000
2019-11-12,43611480000
2019-11-13,44573760000
2019-11-14,45559800000
2019-11-15,45809280000
2019-11-18,47377440000
2019-11-19,49052520000
2019-11-20,48684240000
2019-11-21,46949760000
2019-11-22,46510200000
2019-11-25,47270520000
2019-11-26,46320120000
2019-11-27,46819079999
2019-11-29,46510200000
2019-12-02,46011240000
2019-12-03,46213200000
2019-12-04,47151720000
2019-12-05,47068560000
2019-12-06,47080440000
2019-12-09,46248840000
2019-12-10,46854720000
2019-12-11,46890360000
2019-12-12,50596920000
2019-12-13,48886200000
2019-12-16,50311800000
2019-12-17,50810760000
2019-12-18,50252400000
2019-12-19,50882040000
2019-12-20,52450200000
2019-12-23,54006480000
2019-12-24,55289520000
2019-12-26,55396440000
2019-12-27,54861840000
2019-12-30,54374281058
2019-12-31,54780415846
2020-01-02,58650641475
2020-01-03,58053384433
2020-01-06,57802536476
2020-01-07,57635304504
2020-01-08,57133608589
2020-01-09,58495354644
2020-01-10,57533770807
2020-01-13,58226588975
2020-01-14,57587523941
2020-01-15,57987686159
2020-01-16,59450965910
2020-01-17,60836602247
2020-01-21,60979943937
2020-01-22,61433859288
2020-01-23,61768323231
2020-01-24,60143784079
2020-01-27,58841763728
2020-01-28,60358796613
2020-01-29,56751364083
2020-01-30,58268396968
2020-01-31,56142161901
2020-02-03,57360566265
2020-02-04,59068721404
2020-02-05,59534581896
2020-02-06,58913434573
2020-02-07,59403185347
2020-02-10,62425305977
2020-02-11,64264857665
2020-02-12,64372363932
2020-02-13,65136852945
2020-02-14,66068573930
2020-02-18,67955906181
2020-02-19,70356879488
2020-02-20,68409821533
2020-02-21,63643710342
2020-02-24,58674531756
2020-02-25,56823034928
2020-02-26,56727473801
2020-02-27,52570564792
2020-02-28,54326500494
2020-03-02,56691638379
2020-03-03,55843533380
2020-03-04,59857100699
2020-03-05,57468072533
2020-03-06,58041439292
2020-03-09,51686624371
2020-03-10,54207049086
2020-03-11,54589293593
2020-03-12,46597994377
2020-03-13,52439168243
2020-03-16,46239640152
2020-03-17,50026249796
2020-03-18,46729390926
2020-03-19,47565550785
2020-03-20,47314702827
2020-03-23,49739566416
2020-03-24,55210440916
2020-03-25,53311163524
2020-03-26,56739418942
2020-03-27,55640465986
2020-03-30,57623294649
2020-03-31,54757781877
2020-04-01,52566507404
2020-04-02,53565824883
2020-04-03,51278230654
2020-04-06,57213935681
2020-04-07,57262095560
2020-04-08,58743011824
2020-04-09,58249373069
2020-04-13,61331605295
2020-04-14,66135553177
2020-04-15,66207792995
2020-04-16,68567627042
2020-04-17,68146228105
2020-04-20,68591706982
2020-04-21,63715519281
2020-04-22,67327510170
2020-04-23,67303430231
2020-04-24,67640549381
2020-04-27,68013788439
2020-04-28,66833871416
2020-04-29,64606477034
2020-04-30,63077400891
2020-05-01,60055368514
2020-05-04,63282080375
2020-05-05,62836601498
2020-05-06,62800481590
2020-05-07,62547642227
2020-05-08,64040598461
2020-05-11,67110790717
2020-05-12,64726876730
2020-05-13,62824561529
2020-05-14,65629874453
2020-05-15,65256635394
2020-05-18,65726194210
2020-05-19,66785711537
2020-05-20,67893388743
2020-05-21,65798434027
2020-05-22,66424512448
2020-05-26,64040598461
2020-05-27,63498799828
2020-05-28,62294802865
2020-05-29,64775036609
2020-06-01,64570357125
2020-06-02,64461997399
2020-06-03,63486759858
2020-06-04,63366360162
2020-06-05,63932238735
2020-06-08,63775719130
2020-06-09,67893388743
2020-06-10,69157585554
2020-06-11,63607159555
2020-06-12,64413837520
2020-06-15,65834553936
2020-06-16,65569674604
2020-06-17,65678034331
2020-06-18,65063995880
2020-06-19,65292755303
2020-06-22,65930873693
2020-06-23,65003796032
2020-06-24,63077400891
2020-06-25,62523562288
2020-06-26,60320247846
2020-06-29,60934091510
2020-06-30,63757807366
2020-07-01,63721450509
2020-07-02,63430595657
2020-07-06,64715204587
2020-07-07,64145613835
2020-07-08,64751561444
2020-07-09,69387060649
2020-07-10,67720704725
2020-07-13,64945464679
2020-07-14,66314906274
2020-07-15,67066281308
2020-07-16,66557285317
2020-07-17,66702712743
2020-07-20,69635499168
2020-07-21,69078027369
2020-07-22,74883005458
2020-07-23,72192598076
2020-07-24,84105528059
2020-07-27,83584413116
2020-07-28,81936235621
2020-07-29,92213107061
2020-07-30,94770205969
2020-07-31,93837046652
2020-08-03,94127901504
2020-08-04,103059569253
2020-08-05,103386780962
2020-08-06,105083434266
2020-08-07,102829309162
2020-08-10,99666262646
2020-08-11,93170504282
2020-08-12,100114663876
2020-08-13,99181504559
2020-08-14,98527081142
2020-08-17,99884403785
2020-08-18,98963363420
2020-08-19,98272583146
2020-08-20,100308567111
2020-08-21,101568938136
2020-08-24,100684254628
2020-08-25,104647151987
2020-08-26,104247226566
2020-08-27,101556819184
2020-08-28,103677635814
2020-08-31,110064323607
2020-09-01,111712501103
2020-09-02,109337186477
2020-09-03,100029831211
2020-09-04,99387526746
2020-09-08,95364034625
2020-09-09,99266337224
2020-09-10,95715484238
2020-09-11,92516080865
2020-09-14,94406637404
2020-09-15,95654889477
2020-09-16,92903887335
2020-09-17,92770578861
2020-09-18,90807308609
2020-09-21,94455113212
2020-09-22,94164258360
2020-09-23,90564929566
2020-09-24,91885895352
2020-09-25,94594481162
2020-09-28,97442480000
2020-09-29,100250020000
2020-09-30,100519740000
2020-10-01,104038360000
2020-10-02,100286800000
2020-10-05,105619900000
2020-10-06,103572480000
2020-10-07,106281940000
2020-10-08,106061260000
2020-10-09,101880600000
2020-10-12,103339540000
2020-10-13,104553280000
2020-10-14,103241459999
2020-10-15,101917380000
2020-10-16,101966420000
2020-10-19,100532000000
2020-10-20,99992560000
2020-10-21,97099200000
2020-10-22,97368920000
2020-10-23,100482959999
2020-10-26,100813980000
2020-10-27,96706880000
2020-10-28,93666400000
2020-10-29,95652520000
2020-10-30,92305540000
2020-11-02,91582200000
2020-11-03,93887080000
2020-11-04,99735100000
2020-11-05,101758000000
2020-11-06,105288880000
2020-11-09,101905120000
2020-11-10,95615740000
2020-11-11,99649280000
2020-11-12,100335840000
2020-11-13,99833180000
2020-11-16,102652980000
2020-11-17,102199360000
2020-11-18,101194040000
2020-11-19,104872040000
2020-11-20,103768640000
2020-11-23,104590060000
2020-11-24,104295819999
2020-11-25,106306459999
2020-11-27,106894940000
2020-11-30,113601160000
2020-12-01,113564380000
2020-12-02,114925240000
2020-12-03,113172060000
2020-12-04,115293040000
2020-12-07,115329819999
2020-12-08,113919920000
2020-12-09,110131580000
2020-12-10,112375160000
2020-12-11,112362900000
2020-12-14,116200280000
2020-12-15,119069120000
2020-12-16,118738100000
2020-12-17,118725840000
2020-12-18,117597920000
2020-12-21,114299980000
2020-12-22,114214160000
2020-12-23,112240300000
2020-12-24,112559060000
2020-12-28,112759600000
2020-12-29,111553220000
2020-12-30,113608990000
2020-12-31,112895009999
2021-01-04,113621300000
2021-01-05,114199870000
2021-01-06,111196230000
2021-01-07,117141960000
2021-01-08,116427980000
2021-01-11,119714750000
2021-01-12,117382005000
2021-01-13,112981180000
2021-01-14,111762490000
2021-01-15,108586509999
2021-01-19,110112950000
2021-01-20,109251250000
2021-01-21,112673430000
2021-01-22,114224490000
2021-01-25,115874030000
2021-01-26,116588009999
2021-01-27,109362040000
2021-01-28,107737120000
2021-01-29,105422840000
2021-02-01,107909460000
2021-02-02,109386660000
2021-02-03,108192590000
2021-02-04,108131040000
2021-02-05,108204900000
2021-02-08,112599570000
2021-02-09,111910210000
2021-02-10,113682850000
2021-02-11,114064460000
2021-02-12,115430870000
2021-02-16,112587259999
2021-02-17,110716140000
2021-02-18,109115840000
2021-02-19,110272980000
2021-02-22,105090470000
2021-02-23,104314940000
2021-02-24,107023140000
2021-02-25,101459020000
2021-02-26,104031810000
2021-03-01,106346090000
2021-03-02,103564030000
2021-03-03,99538660000
2021-03-04,95710250000
2021-03-05,96658120000
2021-03-08,91044759999
2021-03-09,96670430000
2021-03-10,95427120000
2021-03-11,99994130000
2021-03-12,99772550000
2021-03-15,101557500000
2021-03-16,101865250000
2021-03-17,101717530000
2021-03-18,96165720000
2021-03-19,97322860000
2021-03-22,98849300000
2021-03-23,96485780000
2021-03-24,94146880000
2021-03-25,93826820000
2021-03-26,95291710000
2021-03-29,94429999997
2021-03-30,93034482756
2021-03-31,96094827583
2021-04-01,99265344824
2021-04-05,99681551721
2021-04-06,99693793100
2021-04-07,100624137928
2021-04-08,102031896548
2021-04-09,101309655169
2021-04-12,96192758617
2021-04-13,98163620686
2021-04-14,96156034480
2021-04-15,101615689652
2021-04-16,100562931031
2021-04-19,99289827583
2021-04-20,97037413790
2021-04-21,99901896548
2021-04-22,96780344824
2021-04-23,101309655169
2021-04-26,104553620686
2021-04-27,104308793100
2021-04-28,102852068962
2021-04-29,102717413790
2021-04-30,99914137928
2021-05-03,96156034480
2021-05-04,96229482755
2021-05-05,95274655169
2021-05-06,95348103445
2021-05-07,96474310342
2021-05-10,93022241376
2021-05-11,94050517238
2021-05-12,91369655169
2021-05-13,89472241376
2021-05-14,91308448273
2021-05-17,91381896549
2021-05-18,91124827583
2021-05-19,93316034480
2021-05-20,95556206893
2021-05-21,94466724135
2021-05-24,94797241376
2021-05-25,95311379307
2021-05-26,95898965514
2021-05-27,95996896549
2021-05-28,98028965514
2021-06-01,98922586204
2021-06-02,100342586204
2021-06-03,98273793100
2021-06-04,99865172410
2021-06-07,99583620686
2021-06-08,99020517238
2021-06-09,97882068962
2021-06-10,99840689652
2021-06-11,99534655169
2021-06-14,99828448273
2021-06-15,98506379307
2021-06-16,98065689652
2021-06-17,103513103445
2021-06-18,103623275859
2021-06-21,101101551721
2021-06-22,102313448272
2021-06-23,102607241376
2021-06-24,105398275859
2021-06-25,104810689652
2021-06-28,107108400000
2021-06-29,110109600000
2021-06-30,115533900000
2021-07-01,114771300000
2021-07-02,116481000000
2021-07-06,116198100000
2021-07-07,111364200000
2021-07-08,110380200000
2021-07-09,111807000000
2021-07-12,111696300000
2021-07-13,111019800000
2021-07-14,109531500000
2021-07-15,106923900000
2021-07-16,105644700000
2021-07-19,106493400000
2021-07-20,107145300000
2021-07-21,109974300000
2021-07-22,112188299999
2021-07-23,113344500000
2021-07-26,112938599999
2021-07-27,111966900000
2021-07-28,120453900000
2021-07-29,126628500000
2021-07-30,130613700000
2021-08-02,133614900000
2021-08-03,138448800000
2021-08-04,146087100000
2021-08-05,138190500000
2021-08-06,135435300000
2021-08-09,132323400000
2021-08-10,130970400000
2021-08-11,132446400000
2021-08-12,130995000000
2021-08-13,135976500000
2021-08-16,132200400000
2021-08-17,132298800000
2021-08-18,127231200000
2021-08-19,127551000000
2021-08-20,128719500000
2021-08-23,133787100000
2021-08-24,132409500000
2021-08-25,133209000000
2021-08-26,131942100000
2021-08-27,137022000000
2021-08-30,136923599999
2021-08-31,136185600000
2021-09-01,135287700000
2021-09-02,134316000000
2021-09-03,135201600000
2021-09-07,134254500000
2021-09-08,130589100000
2021-09-09,130564500000
2021-09-10,129396000000
2021-09-13,128904000000
2021-09-14,130047900000
2021-09-15,129888000000
2021-09-16,130650600000
2021-09-17,127772400000
2021-09-20,124906500000
2021-09-21,126468599999
2021-09-22,128387400000
2021-09-23,130564500000
2021-09-24,130134000000
2021-09-27,132171520000
2021-09-28,124057440000
2021-09-29,122627700000
2021-09-30,125743800000
2021-10-01,125193900000
2021-10-04,122615480000
2021-10-05,124411820000
2021-10-06,126648080000
2021-10-07,130081900000
2021-10-08,128383320000
2021-10-11,127918960000
2021-10-12,128358880000
2021-10-13,133393520000
2021-10-14,136851780000
2021-10-15,137010640000
2021-10-18,142277460000
2021-10-19,142155260000
2021-10-20,142228580000
2021-10-21,145821260000
2021-10-22,146420040000
2021-10-25,149523920000
2021-10-26,150220460000
2021-10-27,149426160000
2021-10-28,148057520000
2021-10-29,146921060000
2021-11-01,153031060000
2021-11-02,155963860000
2021-11-03,159507660000
2021-11-04,168025000000
2021-11-05,166607480000
2021-11-08,183495520000
2021-11-09,181980239999
2021-11-10,170921140000
2021-11-11,178424220000
2021-11-12,180721579999
2021-11-15,179010780000
2021-11-16,186293900000
2021-11-17,184937480000
2021-11-18,189434440000
2021-11-19,189911020000
2021-11-22,186379440000
2021-11-23,183202239999
2021-11-24,192831600000
2021-11-26,189177820000
2021-11-29,197854020000
2021-11-30,193528140000
2021-12-01,182212420000
2021-12-02,184130960000
2021-12-03,175980220000
2021-12-06,169931320000
2021-12-07,177006700000
2021-12-08,177483280000
2021-12-09,168758200000
2021-12-10,169308100000
2021-12-13,163503600000
2021-12-14,165703200000
2021-12-15,179023000000
2021-12-16,169418079999
2021-12-17,168330500000
2021-12-20,165947600000
2021-12-21,176273500000
2021-12-22,175821360000
2021-12-23,178583079999
2021-12-27,215023480000
2021-12-28,213337950000
2021-12-29,206526180000
2021-12-30,202193950000
2021-12-31,200452700000
2022-01-03,209284320000
2022-01-04,201177059999
2022-01-05,189656950000
2022-01-06,189768390000
2022-01-07,183876000000
2022-01-10,183876000000
2022-01-11,191272830000
2022-01-12,191495710000
2022-01-13,184906820000
2022-01-14,190673840000
2022-01-18,183778490000
2022-01-19,178680110000
2022-01-20,169792770000
2022-01-21,165502330000
2022-01-24,162326290000
2022-01-25,154804090000
2022-01-26,154219030000
2022-01-27,142921800000
2022-01-28,146599320000
2022-01-31,159150250000
2022-02-01,162674540000
2022-02-02,171004680000
2022-02-03,167271440000
2022-02-04,172174800000
2022-02-07,172272310000
2022-02-08,178624390000
2022-02-09,185060050000
2022-02-10,175197610000
2022-02-11,157659740000
2022-02-14,159178110000
2022-02-15,169207710000
2022-02-16,163942170000
2022-02-17,156531410000
2022-02-18,158565190000
2022-02-22,161100450000
2022-02-23,152895680000
2022-02-24,162437730000
2022-02-25,168636580000
2022-02-28,171812620000
2022-03-01,158565190000
2022-03-02,164764040000
2022-03-03,155988140000
2022-03-04,151015130000
2022-03-07,143409350000
2022-03-08,147003290000
2022-03-09,154692650000
2022-03-10,148298780000
2022-03-11,145275970000
2022-03-14,142434250000
2022-03-15,152296690000
2022-03-16,160710410000
2022-03-17,155584170000
2022-03-18,158049780000
2022-03-21,161476560000
2022-03-22,159888540000
2022-03-23,158690560000
2022-03-24,167898290000
2022-03-25,166700310000
2022-03-28,194548320000
2022-03-29,199386140000
2022-03-30,192897960000
2022-03-31,176912120000
2022-04-01,175051420000
2022-04-04,178837540000
2022-04-05,172834760000
2022-04-06,167738060000
2022-04-07,167818960000
2022-04-08,163418000000
2022-04-11,157544660000
2022-04-12,153871800000
2022-04-13,158143320000
2022-04-14,150571080000
2022-04-18,151914020000
2022-04-19,156832740000
2022-04-20,152124360000
2022-04-21,145377300000
2022-04-22,142610520000
2022-04-25,146736420000
2022-04-26,137788880000
2022-04-27,137384380000
2022-04-28,145037520000
2022-04-29,138371360000
2022-05-02,145361120000
2022-05-03,147448340000
2022-05-04,160861560000
2022-05-05,151881660000
2022-05-06,154260120000
2022-05-09,139730480000
2022-05-10,143565140000
2022-05-11,142254560000
2022-05-12,140863080000
2022-05-13,153904160000
2022-05-16,152480320000
2022-05-17,165796460000
2022-05-18,155781040000
2022-05-19,156412060000
2022-05-20,151283000000
2022-05-23,153823260000
2022-05-24,147496880000
2022-05-25,149907700000
2022-05-26,159777500000
2022-05-27,165456680000
2022-05-31,164809480000
2022-06-01,163773960000
2022-06-02,175698620000
2022-06-03,171993400000
2022-06-06,170941700000
2022-06-07,170343040000
2022-06-08,164874200000
2022-06-09,159858400000
2022-06-10,153418760000
2022-06-13,140749820000
2022-06-14,140749820000
2022-06-15,144487400000
2022-06-16,132756900000
2022-06-17,131980259999
2022-06-21,135572220000
2022-06-22,135507500000
2022-06-23,133371740000
2022-06-24,140895440000
2022-06-27,139148400000
2022-06-28,130459700000
2022-06-29,125953849999
2022-06-30,123499050000
2022-07-01,118977050000
2022-07-05,121448000000
2022-07-06,121690249999
2022-07-07,128069500000
2022-07-08,128150249999
2022-07-11,124274250000
2022-07-12,123321400000
2022-07-13,125194800000
2022-07-14,126938999999
2022-07-15,130992650000
2022-07-18,131509450000
2022-07-19,138696200000
2022-07-20,144429450000
2022-07-21,147110350000
2022-07-22,142281500000
2022-07-25,141377100000
2022-07-26,137678750000
2022-07-27,145059300000
2022-07-28,148047050000
2022-07-29,152569050000
2022-08-01,156299700000
2022-08-02,160353350000
2022-08-03,158415350000
2022-08-04,167814650000
2022-08-05,165230650000
2022-08-08,161613050000
2022-08-09,154297100000
2022-08-10,159965750000
2022-08-11,158463800000
2022-08-12,162840450000
2022-08-15,163131150000
2022-08-16,161823000000
2022-08-17,158706050000
2022-08-18,162210600000
2022-08-19,154959250000
2022-08-22,149936600000
2022-08-23,149371350000
2022-08-24,149758950000
2022-08-25,156945700000
2022-08-26,147255700000
2022-08-29,142911350000
2022-08-30,140408100000
2022-08-31,137065050000
2022-09-01,132962950000
2022-09-02,129587599999
2022-09-06,127132800000
2022-09-07,128570150000
2022-09-08,133689700000
2022-09-09,138001750000
2022-09-12,136693600000
2022-09-13,124403450000
2022-09-14,125081750000
2022-09-15,123805900000
2022-09-16,123563650000
2022-09-19,123983550000
2022-09-20,121528750000
2022-09-21,120285200000
2022-09-22,112242500000
2022-09-23,109755399999
2022-09-26,106941900000
2022-09-27,108345210000
2022-09-28,110264680000
2022-09-29,103457820000
2022-09-30,102199680000
2022-10-03,106635430000
2022-10-04,109522700000
2022-10-05,109587220000
2022-10-06,109442049999
2022-10-07,94263720000
2022-10-10,93247530000
2022-10-11,92957190000
2022-10-12,93312050000
2022-10-13,95070220000
2022-10-14,90231220000
2022-10-17,93489480000
2022-10-18,93424960000
2022-10-19,92311990000
2022-10-20,93183010000
2022-10-21,94876660000
2022-10-24,94683100000
2022-10-25,99151110000
2022-10-26,96344490000
2022-10-27,94521800000
2022-10-28,100022130000
2022-10-31,96876780000
2022-11-01,96231580000
2022-11-02,94570190000
2022-11-03,96957430000
2022-11-04,100312470000
2022-11-07,101748040000
2022-11-08,102990050000
2022-11-09,96650960000
2022-11-10,110442110000
2022-11-11,116732810000
2022-11-14,118603890000
2022-11-15,123184810000
2022-11-16,117265100000
2022-11-17,119200700000
2022-11-18,118668409999
2022-11-21,116877979999
2022-11-22,121378250000
2022-11-23,123233200000
2022-11-25,121200820000
2022-11-28,118055470000
2022-11-29,118378070000
2022-11-30,125217190000
2022-12-01,124975240000
2022-12-02,120942740000
2022-12-05,118749060000
2022-12-06,113345510000
2022-12-07,113135820000
2022-12-08,113668110000
2022-12-09,110635670000
2022-12-12,113990710000
2022-12-13,115571450000
2022-12-14,111184090000
2022-12-15,107312890000
2022-12-16,105506330000
2022-12-19,104183670000
2022-12-20,104925650000
2022-12-21,109167840000
2022-12-22,103006180000
2022-12-23,104070760000
2022-12-27,102054510000
2022-12-28,100925410000
2022-12-29,104554659999
2022-12-30,104474010000
2023-01-03,98875333304
2023-01-04,99863777749
2023-01-05,96265222194
2023-01-06,98782666638
2023-01-09,103848444414
2023-01-10,105099444414
2023-01-11,106659333302
2023-01-12,109346666635
2023-01-13,109655555524
2023-01-17,110566777745
2023-01-18,108929666635
2023-01-19,104574333303
2023-01-20,108219222191
2023-01-23,118196333299
2023-01-24,115369999966
2023-01-25,115694333300
2023-01-26,116080444411
2023-01-27,116451111077
2023-01-30,111894999967
2023-01-31,116064999966
2023-02-01,130721777740
2023-02-02,136389888849
2023-02-03,132961222183
2023-02-06,129239111073
2023-02-07,132683222184
2023-02-08,130798999962
2023-02-09,128513222185
2023-02-10,125841333297
2023-02-13,128389666629
2023-02-14,132744999961
2023-02-15,131555777739
2023-02-16,123679111075
2023-02-17,121238888854
2023-02-21,118566999965
2023-02-22,118319888854
2023-02-23,123169444409
2023-02-24,120605666631
2023-02-27,121655888853
2023-02-28,121362444409
2023-03-01,120914555520
2023-03-02,124235111075
2023-03-03,125903111074
