,AMD
2004-08-24,4245285299
2004-08-25,4334098800
2004-08-26,4199102280
2004-08-27,4248837840
2004-08-30,4117393860
2004-08-31,4060553220
2004-09-01,4156471799
2004-09-02,4145814180
2004-09-03,3872268600
2004-09-07,3897136380
2004-09-08,3858058440
2004-09-09,4120946400
2004-09-10,4337651340
2004-09-13,4582776600
2004-09-14,4511725800
2004-09-15,4341203880
2004-09-16,4323441180
2004-09-17,4511725800
2004-09-20,4543698660
2004-09-21,4628959620
2004-09-22,4611196920
2004-09-23,4554356280
2004-09-24,4412254680
2004-09-27,4680090760
2004-09-28,4676337680
2004-09-29,4803942400
2004-09-30,4879004000
2004-10-01,5040386440
2004-10-04,5141719600
2004-10-05,5134213440
2004-10-06,5243052760
2004-10-07,5295595880
2004-10-08,5066658000
2004-10-11,5235546600
2004-10-12,5141719600
2004-10-13,5194262720
2004-10-14,5100435720
2004-10-15,5254312000
2004-10-18,5325620520
2004-10-19,5535793000
2004-10-20,5783496280
2004-10-21,5986162600
2004-10-22,5839792480
2004-10-25,5817274000
2004-10-26,5862310960
2004-10-27,6091248840
2004-10-28,6263890520
2004-10-29,6312680560
2004-11-01,6507840720
2004-11-02,6642951600
2004-11-03,6417766800
2004-11-04,6372729840
2004-11-05,6414013720
2004-11-08,6519099960
2004-11-09,6462803760
2004-11-10,6489075320
2004-11-11,6976975720
2004-11-12,7888974160
2004-11-15,7873961840
2004-11-16,7836431040
2004-11-17,8253022919
2004-11-18,8241763680
2004-11-19,7810159479
2004-11-22,7866455680
2004-11-23,8027838120
2004-11-24,8095393560
2004-11-26,8084134320
2004-11-29,7967788840
2004-11-30,7986554240
2004-12-01,8485713880
2004-12-02,8489466960
2004-12-03,8714651760
2004-12-06,9326403800
2004-12-07,8815984920
2004-12-08,8594553200
2004-12-09,8294306800
2004-12-10,8192973639
2004-12-13,8298059880
2004-12-14,8459442320
2004-12-15,8496973120
2004-12-16,8440676919
2004-12-17,8418158440
2004-12-20,8196726720
2004-12-21,8155442840
2004-12-22,8192973639
2004-12-23,8301812960
2004-12-27,8608386300
2004-12-28,8541563210
2004-12-29,8631970920
2004-12-30,8628040150
2004-12-31,8655555540
2005-01-03,8415778570
2005-01-04,7944086170
2005-01-05,7763270750
2005-01-06,7751478440
2005-01-07,7830093840
2005-01-10,7912640010
2005-01-11,5841124220
2005-01-12,5904016540
2005-01-13,5959047320
2005-01-14,5959047320
2005-01-18,6092693500
2005-01-19,6092693500
2005-01-20,6147724280
2005-01-21,6088762730
2005-01-24,5959047320
2005-01-25,6190962750
2005-01-26,6281370460
2005-01-27,6336401240
2005-01-28,6175239670
2005-01-31,6210616600
2005-02-01,6395362790
2005-02-02,6548662820
2005-02-03,6552593590
2005-02-04,6874916729
2005-02-07,6768785940
2005-02-08,6933878280
2005-02-09,7051801380
2005-02-10,6977116750
2005-02-11,7118624470
2005-02-14,7169724479
2005-02-15,6949601360
2005-02-16,6859193650
2005-02-17,6705893619
2005-02-18,6643001299
2005-02-22,6682309000
2005-02-23,6525078200
2005-02-24,6926016740
2005-02-25,6984978290
2005-02-28,6859193650
2005-03-01,7059662920
2005-03-02,6937809049
2005-03-03,6886709040
2005-03-04,6851332110
2005-03-07,6867055190
2005-03-08,6729478240
2005-03-09,6658724380
2005-03-10,6690170540
2005-03-11,6430739720
2005-03-14,6462185880
2005-03-15,6316747390
2005-03-16,6301024310
2005-03-17,6336401240
2005-03-18,6320678159
2005-03-21,6190962750
2005-03-22,6045524260
2005-03-23,6151655050
2005-03-24,6336401240
2005-03-28,6117054580
2005-03-29,6097283880
2005-03-30,6409660940
2005-03-31,6374073680
2005-04-01,6401752660
2005-04-04,6306853300
2005-04-05,6267311900
2005-04-06,6223816360
2005-04-07,6397798520
2005-04-08,6757625260
2005-04-11,6729946280
2005-04-12,6812983220
2005-04-13,6745762839
2005-04-14,6429431640
2005-04-15,6109146300
2005-04-18,6041925920
2005-04-19,6041925920
2005-04-20,5792815100
2005-04-21,5927255860
2005-04-22,5773044400
2005-04-25,5812585800
2005-04-26,5780952680
2005-04-27,5737457140
2005-04-28,5599062240
2005-04-29,5626741220
2005-05-02,5662328480
2005-05-03,5678145040
2005-05-04,5804677520
2005-05-05,5828402360
2005-05-06,5891668600
2005-05-09,5950980700
2005-05-10,5958888980
2005-05-11,5966797260
2005-05-12,6049834200
2005-05-13,6121008720
2005-05-16,6196137380
2005-05-17,6196137380
2005-05-18,6255449480
2005-05-19,6271266040
2005-05-20,6326624000
2005-05-23,6306853300
2005-05-24,6374073680
2005-05-25,6389890240
2005-05-26,6468973040
2005-05-27,6409660940
2005-05-31,6484789599
2005-06-01,6611322080
2005-06-02,6741808700
2005-06-03,6753671119
2005-06-06,6725992140
2005-06-07,6943469839
2005-06-08,7038369200
2005-06-09,7200488940
2005-06-10,6947423980
2005-06-13,6848570480
2005-06-14,6753671119
2005-06-15,6741808700
2005-06-16,6876249460
2005-06-17,6896020160
2005-06-20,6931607420
2005-06-21,7038369200
2005-06-22,7081864740
2005-06-23,6967194680
2005-06-24,6789258380
2005-06-27,6643766249
2005-06-28,7062742500
2005-06-29,6931064250
2005-06-30,6919093500
2005-07-01,6962986250
2005-07-05,7198411000
2005-07-06,7385952750
2005-07-07,7473738250
2005-07-08,7557533500
2005-07-11,7585465250
2005-07-12,7729114250
2005-07-13,7681231250
2005-07-14,7932617000
2005-07-15,7984490250
2005-07-18,7956558500
2005-07-19,8247846750
2005-07-20,8215924750
2005-07-21,8128139250
2005-07-22,8176022249
2005-07-25,7880743750
2005-07-26,7920646250
2005-07-27,8020402500
2005-07-28,8088236750
2005-07-29,8012421999
2005-08-01,8000451250
2005-08-02,8148090500
2005-08-03,8239866249
2005-08-04,8040353749
2005-08-05,7944587750
2005-08-08,7964539000
2005-08-09,8148090500
2005-08-10,8219915000
2005-08-11,8255827250
2005-08-12,8259817500
2005-08-15,8319671250
2005-08-16,8100207500
2005-08-17,8455339750
2005-08-18,8327651750
2005-08-19,8199963750
2005-08-22,8231885750
2005-08-23,8180012500
2005-08-24,8239866249
2005-08-25,8375534749
2005-08-26,8379525000
2005-08-29,8315681000
2005-08-30,8128139250
2005-08-31,8287749250
2005-09-01,8331642000
2005-09-02,8339622499
2005-09-06,8587018000
2005-09-07,8998013750
2005-09-08,9209497000
2005-09-09,9516746250
2005-09-12,9329204500
2005-09-13,9297282500
2005-09-14,9428960750
2005-09-15,9432951000
2005-09-16,9037916250
2005-09-19,8914218500
2005-09-20,9177575000
2005-09-21,8818452500
2005-09-22,8862345250
2005-09-23,9169594500
2005-09-26,10966210400
2005-09-27,11031181600
2005-09-28,11216813600
2005-09-29,11541669600
2005-09-30,11694816000
2005-10-03,11908292800
2005-10-04,11304988800
2005-10-05,11137920000
2005-10-06,11059026400
2005-10-07,11137920000
2005-10-10,10724888800
2005-10-11,11137920000
2005-10-12,9745680000
2005-10-13,10038050400
2005-10-14,9833855200
2005-10-17,9917389600
2005-10-18,9768884000
2005-10-19,9903467200
2005-10-20,9745680000
2005-10-21,10140148000
2005-10-24,10265449600
2005-10-25,10372188000
2005-10-26,10590305600
2005-10-27,10126225600
2005-10-28,10358265600
2005-10-31,10775937600
2005-11-01,10710966400
2005-11-02,11230736000
2005-11-03,11369960000
2005-11-04,11430290400
2005-11-07,11550951200
2005-11-08,11388523200
2005-11-09,11379241600
2005-11-10,11518465600
2005-11-11,11490620800
2005-11-14,11602000000
2005-11-15,11834040000
2005-11-16,11857244000
2005-11-17,12015031200
2005-11-18,12409499200
2005-11-21,12548723200
2005-11-22,12571927200
2005-11-23,12168177600
2005-11-25,12307401600
2005-11-28,12293479200
2005-11-29,11871166400
2005-11-30,12149614400
2005-12-01,12720432800
2005-12-02,12971036000
2005-12-05,12655461600
2005-12-06,12506956000
2005-12-07,12377013600
2005-12-08,11903652000
2005-12-09,12483752000
2005-12-12,12525519200
2005-12-13,12544082400
2005-12-14,12785404000
2005-12-15,12947832000
2005-12-16,13073133600
2005-12-19,13049929600
2005-12-20,13560417600
2005-12-21,13616107200
2005-12-22,13931681600
2005-12-23,14154440000
2005-12-27,14479296000
2005-12-28,14711336000
2005-12-29,14168362400
2005-12-30,14200848000
2006-01-03,15036192000
2006-01-04,15110444800
2006-01-05,15630214400
2006-01-06,15676622400
2006-01-09,15430660000
2006-01-10,16210314400
2006-01-11,16832181600
2006-01-12,16405228000
2006-01-13,15839050400
2006-01-17,15249668800
2006-01-18,15486349599
2006-01-19,17231290400
2006-01-20,16567656000
2006-01-23,16460917600
2006-01-24,17064221600
2006-01-25,17811390400
2006-01-26,18753472800
2006-01-27,18493588000
2006-01-30,19212912000
2006-01-31,19398544000
2006-02-01,19537768000
2006-02-02,19036561600
2006-02-03,18349723200
2006-02-06,19129377600
2006-02-07,19031920800
2006-02-08,18962308800
2006-02-09,18591044800
2006-02-10,18609608000
2006-02-13,18080556800
2006-02-14,18665297600
2006-02-15,18674579200
2006-02-16,19370699200
2006-02-17,18716346400
2006-02-21,18586404000
2006-02-22,18934464000
2006-02-23,18744191200
2006-02-24,18813803200
2006-02-27,18850929600
2006-02-28,17945973600
2006-03-01,18595685600
2006-03-02,19180426400
2006-03-03,18335800800
2006-03-06,18280111200
2006-03-07,17760341600
2006-03-08,17212727200
2006-03-09,16804336800
2006-03-10,16999250400
2006-03-13,15778720000
2006-03-14,16238159200
2006-03-15,16298489599
2006-03-16,15815846400
2006-03-17,15755516000
2006-03-20,15848332000
2006-03-21,15982915199
2006-03-22,15950429599
2006-03-23,16126780000
2006-03-24,16767210400
2006-03-27,17118833530
2006-03-28,16518002690
2006-03-29,16614910890
2006-03-30,16275732190
2006-03-31,16067379559
2006-04-03,16077070380
2006-04-04,16198205630
2006-04-05,16852335980
2006-04-06,16813572700
2006-04-07,16324186289
2006-04-10,16750582370
2006-04-11,16643983350
2006-04-12,17162442220
2006-04-13,15408403800
2006-04-17,14826954600
2006-04-18,15132215430
2006-04-19,15282423140
2006-04-20,15204896580
2006-04-21,15374485930
2006-04-24,15897790210
2006-04-25,16188514809
2006-04-26,15892944799
2006-04-27,15892944799
2006-04-28,15674901350
2006-05-01,15403558390
2006-05-02,15805727419
2006-05-03,16120679070
2006-05-04,16450166950
2006-05-05,16682746630
2006-05-08,16450166950
2006-05-09,16551920559
2006-05-10,15907481030
2006-05-11,15258196090
2006-05-12,15340568060
2006-05-15,15078915920
2006-05-16,14928708210
2006-05-17,14909326570
2006-05-18,15190360350
2006-05-19,16934707950
2006-05-22,16077070380
2006-05-23,15403558390
2006-05-24,15107988380
2006-05-25,15006234770
2006-05-26,15326031830
2006-05-30,14768809680
2006-05-31,14967471490
2006-06-01,15209741990
2006-06-02,14584684100
2006-06-05,14080761460
2006-06-06,14027461950
2006-06-07,13567148000
2006-06-08,13097143230
2006-06-09,12961471750
2006-06-12,12443012880
2006-06-13,11817954990
2006-06-14,12166824510
2006-06-15,12651365510
2006-06-16,12423631240
2006-06-19,12089297950
2006-06-20,12050534670
2006-06-21,12317032220
2006-06-22,12292805170
2006-06-23,12181360740
2006-06-26,11948781060
2006-06-27,11754964660
2006-06-28,11575684490
2006-06-29,12021462210
2006-06-30,11832491220
2006-07-03,11955600000
2006-07-05,11615400000
2006-07-06,11581380000
2006-07-07,11450160000
2006-07-10,10939860000
2006-07-11,11168280000
2006-07-12,11100240000
2006-07-13,10755180000
2006-07-14,10497600000
2006-07-17,10167120000
2006-07-18,9987300000
2006-07-19,10429560000
2006-07-20,10521900000
2006-07-21,8874360000
2006-07-24,8451540000
2006-07-25,8650800000
2006-07-26,8869500000
2006-07-27,8777160000
2006-07-28,9282600000
2006-07-31,9423540000
2006-08-01,9282600000
2006-08-02,9525600000
2006-08-03,9938700000
2006-08-04,9948420000
2006-08-07,9826920000
2006-08-08,9778320000
2006-08-09,9647100000
2006-08-10,9724860000
2006-08-11,9613080000
2006-08-14,9656820000
2006-08-15,10142820000
2006-08-16,10969020000
2006-08-17,11761200000
2006-08-18,11629980000
2006-08-21,11372400000
2006-08-22,12091680000
2006-08-23,12101400000
2006-08-24,12033360000
2006-08-25,11936160000
2006-08-28,11625120000
2006-08-29,11858400000
2006-08-30,12164580000
2006-08-31,12145140000
2006-09-01,11984760000
2006-09-05,12742920000
2006-09-06,11921580000
2006-09-07,11950740000
2006-09-08,12538800000
2006-09-11,12470760000
2006-09-12,12869280000
2006-09-13,13194900000
2006-09-14,13131720000
2006-09-15,12893580000
2006-09-18,13277520000
2006-09-19,13087980000
2006-09-20,13306680000
2006-09-21,13112280000
2006-09-22,12738060000
2006-09-25,13010220000
2006-09-26,12631140000
2006-09-27,12305520000
2006-09-28,12184020000
2006-09-29,12077100000
2006-10-02,13248540000
2006-10-03,12885420000
2006-10-04,13366020000
2006-10-05,13408740000
2006-10-06,12821340000
2006-10-09,12282000000
2006-10-10,12356760000
2006-10-11,12960180000
2006-10-12,13184460000
2006-10-13,13472820000
2006-10-16,13552920000
2006-10-17,13072320000
2006-10-18,12938820000
2006-10-19,11219340000
2006-10-20,10744080000
2006-10-23,10808160000
2006-10-24,10850880000
2006-10-25,11123220000
2006-10-26,11481000000
2006-10-27,11139240000
2006-10-30,11384880000
2006-10-31,11358180000
2006-11-01,11069820000
2006-11-02,11133900000
2006-11-03,11149920000
2006-11-06,11422260000
2006-11-07,11513040000
2006-11-08,11347500000
2006-11-09,11155260000
2006-11-10,11251380000
2006-11-13,11320800000
2006-11-14,11395560000
2006-11-15,11593140000
2006-11-16,11609160000
2006-11-17,11454300000
2006-11-20,11448960000
2006-11-21,11342160000
2006-11-22,11625180000
2006-11-24,11641200000
2006-11-27,11657220000
2006-11-28,11710620000
2006-11-29,11432940000
2006-11-30,11518380000
2006-12-01,11048460000
2006-12-04,11235360000
2006-12-05,11395560000
2006-12-06,11475660000
2006-12-07,11240700000
2006-12-08,11176620000
2006-12-11,11048460000
2006-12-12,10930980000
2006-12-13,10770780000
2006-12-14,12127140000
2006-12-15,11812080000
2006-12-18,11731980000
2006-12-19,11555760000
2006-12-20,11667900000
2006-12-21,11187300000
2006-12-22,11091180000
2006-12-26,11000400000
2006-12-27,11053800000
2006-12-28,10984380000
2006-12-29,10866900000
2007-01-03,10716480000
2007-01-04,10864710000
2007-01-05,10820790000
2007-01-08,10689030000
2007-01-09,10787850000
2007-01-10,10985490000
2007-01-11,11078820000
2007-01-12,10024740000
2007-01-16,9953370000
2007-01-17,9991800000
2007-01-18,9838080000
2007-01-19,9733770000
2007-01-22,9623970000
2007-01-23,9612990000
2007-01-24,8800470000
2007-01-25,8811450000
2007-01-26,8904780000
2007-01-29,8756550000
2007-01-30,8668710000
2007-01-31,8536950000
2007-02-01,8657730000
2007-02-02,8613810000
2007-02-05,8564400000
2007-02-06,8410680000
2007-02-07,8509500000
2007-02-08,8306370000
2007-02-09,8180100000
2007-02-12,8064810000
2007-02-13,8015400000
2007-02-14,8207550000
2007-02-15,8141670000
2007-02-16,8202060000
2007-02-20,8191080000
2007-02-21,7993440000
2007-02-22,7982460000
2007-02-23,8064810000
2007-02-26,8608320000
2007-02-27,8278920000
2007-02-28,8273430000
2007-03-01,8119710000
2007-03-02,7784820000
2007-03-05,7658550000
2007-03-06,7735410000
2007-03-07,7740900000
2007-03-08,7790310000
2007-03-09,7795800000
2007-03-12,7779330000
2007-03-13,7653060000
2007-03-14,7757370000
2007-03-15,7647570000
2007-03-16,7691490000
2007-03-19,7532280000
2007-03-20,7362090000
2007-03-21,7466400000
2007-03-22,7329150000
2007-03-23,7411500000
2007-03-26,7438950000
2007-03-27,7411500000
2007-03-28,7345620000
2007-03-29,7180920000
2007-03-30,7169940000
2007-04-02,7082160000
2007-04-03,7120800000
2007-04-04,7015920000
2007-04-05,7098720000
2007-04-09,7369200000
2007-04-10,7325040000
2007-04-11,7280880000
2007-04-12,7540320000
2007-04-13,7490640000
2007-04-16,7463040000
2007-04-17,7435440000
2007-04-18,7678320000
2007-04-19,7882560000
2007-04-20,7816320000
2007-04-23,7750080000
2007-04-24,8042640000
2007-04-25,8086800000
2007-04-26,8004000000
2007-04-27,7904640000
2007-04-30,7628640000
2007-05-01,7474080000
2007-05-02,7523760000
2007-05-03,7556880000
2007-05-04,7468560000
2007-05-07,7330560000
2007-05-08,7275360000
2007-05-09,7490640000
2007-05-10,7755600000
2007-05-11,8103360000
2007-05-14,8478720000
2007-05-15,8500800000
2007-05-16,8600160000
2007-05-17,8517360000
2007-05-18,8605680000
2007-05-21,8517360000
2007-05-22,8511840000
2007-05-23,8395920000
2007-05-24,8213760000
2007-05-25,8147520000
2007-05-29,8059200000
2007-05-30,7932240000
2007-05-31,7877040000
2007-06-01,7899120000
2007-06-04,7821840000
2007-06-05,7716960000
2007-06-06,7523760000
2007-06-07,7551360000
2007-06-08,7766640000
2007-06-11,7678320000
2007-06-12,7617600000
2007-06-13,7705920000
2007-06-14,7606560000
2007-06-15,7523760000
2007-06-18,7457520000
2007-06-19,7490640000
2007-06-20,7529280000
2007-06-21,8125440000
2007-06-22,8042640000
2007-06-25,7882560000
2007-06-26,7827360000
2007-06-27,8048160000
2007-06-28,7998480000
2007-06-29,7893600000
2007-07-02,7955440000
2007-07-03,7955440000
2007-07-05,7861260000
2007-07-06,7972060000
2007-07-09,8071780000
2007-07-10,7994220000
2007-07-11,8116100000
2007-07-12,8509440000
2007-07-13,8548220000
2007-07-16,8708880000
2007-07-17,8775360000
2007-07-18,8564840000
2007-07-19,8742120000
2007-07-20,8587000000
2007-07-23,8509440000
2007-07-24,8426340000
2007-07-25,8631320000
2007-07-26,8160420000
2007-07-27,7683980000
2007-07-30,7639660000
2007-07-31,7501160000
2007-08-01,7429140000
2007-08-02,7423600000
2007-08-03,7118900000
2007-08-06,7074580000
2007-08-07,6997020000
2007-08-08,7434680000
2007-08-09,7246320000
2007-08-10,7207540000
2007-08-13,7113360000
2007-08-14,6947160000
2007-08-15,6620300000
2007-08-16,6448560000
2007-08-17,6587060000
2007-08-20,6703400000
2007-08-21,6742180000
2007-08-22,6653540000
2007-08-23,6681240000
2007-08-24,6720020000
2007-08-27,6636920000
2007-08-28,6459640000
2007-08-29,6814200000
2007-08-30,6880680000
2007-08-31,7202000000
2007-09-04,7296180000
2007-09-05,7146600000
2007-09-06,7168760000
2007-09-07,6985940000
2007-09-10,7168760000
2007-09-11,7185380000
2007-09-12,7107820000
2007-09-13,7052420000
2007-09-14,7030260000
2007-09-17,7113360000
2007-09-18,7368200000
2007-09-19,7257400000
2007-09-20,7395900000
2007-09-21,7334960000
2007-09-24,7467920000
2007-09-25,7650740000
2007-09-26,7617500000
2007-09-27,7357120000
2007-09-28,7312800000
2007-10-01,7660170000
2007-10-02,7642800000
2007-10-03,7660170000
2007-10-04,7729650000
2007-10-05,7891770000
2007-10-08,7891770000
2007-10-09,7984409999
2007-10-10,8117580000
2007-10-11,7990200000
2007-10-12,8071260000
2007-10-15,8094420000
2007-10-16,8082840000
2007-10-17,8169690000
2007-10-18,8424450000
2007-10-19,7990200000
2007-10-22,7961250000
2007-10-23,7949670000
2007-10-24,7596480000
2007-10-25,7382250000
2007-10-26,7463310000
2007-10-29,7457520000
2007-10-30,7527000000
2007-10-31,7573320000
2007-11-01,7411200000
2007-11-02,7625430000
2007-11-05,7770180000
2007-11-06,7775970000
2007-11-07,7532790000
2007-11-08,7243290000
2007-11-09,7162230000
2007-11-12,6919050000
2007-11-13,7179600000
2007-11-14,7110120000
2007-11-15,7353300000
2007-11-16,7318560000
2007-11-19,6988530000
2007-11-20,6531120000
2007-11-21,6270570000
2007-11-23,6241620000
2007-11-26,5946330000
2007-11-27,5876850000
2007-11-28,5992650000
2007-11-29,5871060000
2007-11-30,5651040000
2007-12-03,5593140000
2007-12-04,5355750000
2007-12-05,5158890000
2007-12-06,5251530000
2007-12-07,5239950000
2007-12-10,5315220000
2007-12-11,5251530000
2007-12-12,5193630000
2007-12-13,5118360000
2007-12-14,4880970000
2007-12-17,4603050000
2007-12-18,4446720000
2007-12-19,4620420000
2007-12-20,4614630000
2007-12-21,4510410000
2007-12-24,4498830000
2007-12-26,4498830000
2007-12-27,4359870000
2007-12-28,4238280000
2007-12-31,4545000000
2008-01-02,4326840000
2008-01-03,4102619999
2008-01-04,3787500000
2008-01-07,3684480000
2008-01-08,3636000000
2008-01-09,3351180000
2008-01-10,3611760000
2008-01-11,3787500000
2008-01-14,3884460000
2008-01-15,3708720000
2008-01-16,3981420000
2008-01-17,3842040000
2008-01-18,4284420000
2008-01-22,4138980000
2008-01-23,4581360000
2008-01-24,4593480000
2008-01-25,4332900000
2008-01-28,4520760000
2008-01-29,4611660000
2008-01-30,4599540000
2008-01-31,4605600000
2008-02-01,4848000000
2008-02-04,4799520000
2008-02-05,4369260000
2008-02-06,4084440000
2008-02-07,3993540000
2008-02-08,3842040000
2008-02-11,3805680000
2008-02-12,3884460000
2008-02-13,4060200000
2008-02-14,3957180000
2008-02-15,3908700000
2008-02-19,3939000000
2008-02-20,4138980000
2008-02-21,4217760000
2008-02-22,4066260000
2008-02-25,4223820000
2008-02-26,4320780000
2008-02-27,4411680000
2008-02-28,4254119999
2008-02-29,4369260000
2008-03-03,4096560000
2008-03-04,4096560000
2008-03-05,4145040000
2008-03-06,3932940000
2008-03-07,3932940000
2008-03-10,3732960000
2008-03-11,3926880000
2008-03-12,3896580000
2008-03-13,4078380000
2008-03-14,3866280000
2008-03-17,3842040000
2008-03-18,3872340000
2008-03-19,3726900000
2008-03-20,3702660000
2008-03-24,3763260000
2008-03-25,3817800000
2008-03-26,3769320000
2008-03-27,3732960000
2008-03-28,3581460000
2008-03-31,3575230000
2008-04-01,3684490000
2008-04-02,3757330000
2008-04-03,3799820000
2008-04-04,3781610000
2008-04-07,3848380000
2008-04-08,3660210000
2008-04-09,3799820000
2008-04-10,3805889999
2008-04-11,3648070000
2008-04-14,3557020000
2008-04-15,3508460000
2008-04-16,3684490000
2008-04-17,3757330000
2008-04-18,3708770000
2008-04-21,3726980000
2008-04-22,3617720000
2008-04-23,3593440000
2008-04-24,3660210000
2008-04-25,3678420000
2008-04-28,3642000000
2008-04-29,3654139999
2008-04-30,3617720000
2008-05-01,3775540000
2008-05-02,3739120000
2008-05-05,3963710000
2008-05-06,4321840000
2008-05-07,4194370000
2008-05-08,4206510000
2008-05-09,4212580000
2008-05-12,4346120000
2008-05-13,4364330000
2008-05-14,4346120000
2008-05-15,4497870000
2008-05-16,4406820000
2008-05-19,4309700000
2008-05-20,4321840000
2008-05-21,4297560000
2008-05-22,4291490000
2008-05-23,4176160000
2008-05-27,4200440000
2008-05-28,4139740000
2008-05-29,4109389999
2008-05-30,4176160000
2008-06-02,4127600000
2008-06-03,4133670000
2008-06-04,4364330000
2008-06-05,4722460000
2008-06-06,4510010000
2008-06-09,4661760000
2008-06-10,4510010000
2008-06-11,4224720000
2008-06-12,4333980000
2008-06-13,4564640000
2008-06-16,4679970000
2008-06-17,4686040000
2008-06-18,4425030000
2008-06-19,4449310000
2008-06-20,4242930000
2008-06-23,3975850000
2008-06-24,3787680000
2008-06-25,3903010000
2008-06-26,3720910000
2008-06-27,3611650000
2008-06-30,3544640000
2008-07-01,3435200000
2008-07-02,3307520000
2008-07-03,3222400000
2008-07-07,3271040000
2008-07-08,3362240000
2008-07-09,3076480000
2008-07-10,3015680000
2008-07-11,2942720000
2008-07-14,2930560000
2008-07-15,2869760000
2008-07-16,3076480000
2008-07-17,3222400000
2008-07-18,2827200000
2008-07-21,2790720000
2008-07-22,2681280000
2008-07-23,2839360000
2008-07-24,2656960000
2008-07-25,2650880000
2008-07-28,2547520000
2008-07-29,2559680000
2008-07-30,2571840000
2008-07-31,2559680000
2008-08-01,2602240000
2008-08-04,2723840000
2008-08-05,2796800000
2008-08-06,2918400000
2008-08-07,3058240000
2008-08-08,3119040000
2008-08-11,3106880000
2008-08-12,3167680000
2008-08-13,3131200000
2008-08-14,3222400000
2008-08-15,3429120000
2008-08-18,3593280000
2008-08-19,3392640000
2008-08-20,3465600000
2008-08-21,3502080000
2008-08-22,3532480000
2008-08-25,3605440000
2008-08-26,3605440000
2008-08-27,3690560000
2008-08-28,3800000000
2008-08-29,3824320000
2008-09-02,3854720000
2008-09-03,3739200000
2008-09-04,3550720000
2008-09-05,3623680000
2008-09-08,3690560000
2008-09-09,3508159999
2008-09-10,3514240000
2008-09-11,3471680000
2008-09-12,3496000000
2008-09-15,3149440000
2008-09-16,3198080000
2008-09-17,2979200000
2008-09-18,3222400000
2008-09-19,3295360000
2008-09-22,3033920000
2008-09-23,3003520000
2008-09-24,2967040000
2008-09-25,3179840000
2008-09-26,3137280000
2008-09-29,2604030000
2008-09-30,3186750000
2008-10-01,2877180000
2008-10-02,2512980000
2008-10-03,2749710000
2008-10-06,2567610000
2008-10-07,2786130000
2008-10-08,2458350000
2008-10-09,2452280000
2008-10-10,2312670000
2008-10-13,2555470000
2008-10-14,2591889999
2008-10-15,2373370000
2008-10-16,2500840000
2008-10-17,2555470000
2008-10-20,2494770000
2008-10-21,2373370000
2008-10-22,2197340000
2008-10-23,1990960000
2008-10-24,1839210000
2008-10-27,1784580000
2008-10-28,1723880000
2008-10-29,1814930000
2008-10-30,2160920000
2008-10-31,2124500000
2008-11-03,2191270000
2008-11-04,2306600000
2008-11-05,2154850000
2008-11-06,1924190000
2008-11-07,1918120000
2008-11-10,1845280000
2008-11-11,1796720000
2008-11-12,1559990000
2008-11-13,1638900000
2008-11-14,1475010000
2008-11-17,1517500000
2008-11-18,1517500000
2008-11-19,1286840000
2008-11-20,1159370000
2008-11-21,1104740000
2008-11-24,1129020000
2008-11-25,1092600000
2008-11-26,1292910000
2008-11-28,1432520000
2008-12-01,1214000000
2008-12-02,1232210000
2008-12-03,1335400000
2008-12-04,1262560000
2008-12-05,1292910000
2008-12-08,1274700000
2008-12-09,1377890000
2008-12-10,1335400000
2008-12-11,1335400000
2008-12-12,1383960000
2008-12-15,1341470000
2008-12-16,1365750000
2008-12-17,1390030000
2008-12-18,1353610000
2008-12-19,1377890000
2008-12-22,1226140000
2008-12-23,1189720000
2008-12-24,1207930000
2008-12-26,1323260000
2008-12-29,1314600000
2008-12-30,1383460000
2008-12-31,1352160000
2009-01-02,1489880000
2009-01-05,1671420000
2009-01-06,1740279999
2009-01-07,1665160000
2009-01-08,1715240000
2009-01-09,1683940000
2009-01-12,1577520000
2009-01-13,1489880000
2009-01-14,1345900000
2009-01-15,1414759999
2009-01-16,1433540000
2009-01-20,1252000000
2009-01-21,1408500000
2009-01-22,1264520000
2009-01-23,1295820000
2009-01-26,1258259999
2009-01-27,1339640000
2009-01-28,1471100000
2009-01-29,1377200000
2009-01-30,1370940000
2009-02-02,1345900000
2009-02-03,1383460000
2009-02-04,1421020000
2009-02-05,1477360000
2009-02-06,1508660000
2009-02-09,1477360000
2009-02-10,1320860000
2009-02-11,1345900000
2009-02-12,1427279999
2009-02-13,1514920000
2009-02-17,1483620000
2009-02-18,1377200000
2009-02-19,1327120000
2009-02-20,1270779999
2009-02-23,1264520000
2009-02-24,1327120000
2009-02-25,1389720000
2009-02-26,1308340000
2009-02-27,1364680000
2009-03-02,1258259999
2009-03-03,1295820000
2009-03-04,1439800000
2009-03-05,1352160000
2009-03-06,1339640000
2009-03-09,1339640000
2009-03-10,1452320000
2009-03-11,1446060000
2009-03-12,1502400000
2009-03-13,1577520000
2009-03-16,1552480000
2009-03-17,1727759999
2009-03-18,1859220000
2009-03-19,1852960000
2009-03-20,1671420000
2009-03-23,1890520000
2009-03-24,1965640000
2009-03-25,1984420000
2009-03-26,2228560000
2009-03-27,2109620000
2009-03-30,2127730000
2009-03-31,2034350000
2009-04-01,2014340000
2009-04-02,2107720000
2009-04-03,2287810000
2009-04-06,2354510000
2009-04-07,2294480000
2009-04-08,2454560000
2009-04-09,2501250000
