,SUN
2017-06-29,3047651231
2017-06-30,3044765772
2017-07-03,3046755165
2017-07-05,3018903665
2017-07-06,3007962004
2017-07-07,3052723343
2017-07-10,3002988522
2017-07-11,3018903665
2017-07-12,3026861236
2017-07-13,3050733950
2017-07-14,3069633182
2017-07-17,3079580147
2017-07-18,3097484683
2017-07-19,3097484683
2017-07-20,3091516504
2017-07-21,3035813504
2017-07-24,3122352093
2017-07-25,3163134647
2017-07-26,3127325575
2017-07-27,3169102825
2017-07-28,3219832343
2017-07-31,3214858861
2017-08-01,3206901290
2017-08-02,3188002058
2017-08-03,3083558933
2017-08-04,3107431647
2017-08-07,3059686218
2017-08-08,3009951397
2017-08-09,3158161165
2017-08-10,3100468772
2017-08-11,3085548325
2017-08-14,3107431647
2017-08-15,3038797593
2017-08-16,3038797593
2017-08-17,3032829415
2017-08-18,3027855932
2017-08-21,3015919575
2017-08-22,3060680915
2017-08-23,3099474075
2017-08-24,3098479379
2017-08-25,3105442254
2017-08-28,3086543022
2017-08-29,3106436950
2017-08-30,3126330879
2017-08-31,3114394522
2017-09-01,3180044486
2017-09-05,3115389218
2017-09-06,3147219504
2017-09-07,3172086915
2017-09-08,3169102825
2017-09-11,3154182379
2017-09-12,3146224808
2017-09-13,3160150558
2017-09-14,3145230111
2017-09-15,3147219504
2017-09-18,3135283147
2017-09-19,3132299058
2017-09-20,3098479379
2017-09-21,3060680915
2017-09-22,3073611968
2017-09-25,3059686218
2017-09-26,3081569540
2017-09-27,3072617272
2017-09-28,3047749861
2017-09-29,3093505897
2017-10-02,3110415736
2017-10-03,3170097522
2017-10-04,3170097522
2017-10-05,3147219504
2017-10-06,3156171772
2017-10-09,3174076308
2017-10-10,3151198290
2017-10-11,3162139950
2017-10-12,3220827040
2017-10-13,3152192986
2017-10-16,3143240718
2017-10-17,3115389218
2017-10-18,3028850629
2017-10-19,3063665004
2017-10-20,3026861236
2017-10-23,2995030950
2017-10-24,3018903665
2017-10-25,2996025647
2017-10-26,3023877147
2017-10-27,3075601361
2017-10-30,3068638486
2017-10-31,3080574843
2017-11-01,3125336183
2017-11-02,3061675611
2017-11-03,3063665004
2017-11-06,3009951397
2017-11-07,3055707432
2017-11-08,3062670307
2017-11-09,3064659700
2017-11-10,3070627879
2017-11-13,3053718040
2017-11-14,3015919575
2017-11-15,3004977915
2017-11-16,3021887754
2017-11-17,3030840022
2017-11-20,3037802897
2017-11-21,3007962004
2017-11-22,3008956700
2017-11-24,3024871843
2017-11-27,2999009736
2017-11-28,2907497664
2017-11-29,2883624950
2017-11-30,2920428718
2017-12-01,2929380986
2017-12-04,2892577218
2017-12-05,2859752236
2017-12-06,2918439325
2017-12-07,2933359772
2017-12-08,2900534789
2017-12-11,2898545397
2017-12-12,2874672682
2017-12-13,2895561307
2017-12-14,2896556004
2017-12-15,2859752236
2017-12-18,2859752236
2017-12-19,2816980289
2017-12-20,2824937861
2017-12-21,2819964379
2017-12-22,2830906039
2017-12-26,2813996200
2017-12-27,2789128789
2017-12-28,2813996200
2017-12-29,2824937861
2018-01-02,2591196536
2018-01-03,2633380893
2018-01-04,2600171931
2018-01-05,2558885114
2018-01-08,2620815340
2018-01-09,2710569290
2018-01-10,2728520080
2018-01-11,2764421660
2018-01-12,2835327280
2018-01-16,2882896874
2018-01-17,2814683872
2018-01-18,2820966648
2018-01-19,2851482991
2018-01-22,2919695993
2018-01-23,2908925519
2018-01-24,2920593533
2018-01-25,2872126400
2018-01-26,2906232901
2018-01-29,2872126400
2018-01-30,2819171569
2018-01-31,2864048544
2018-02-01,2912515677
2018-02-02,2821864188
2018-02-05,2692618500
2018-02-06,2709671750
2018-02-07,2687233263
2018-02-08,2635175972
2018-02-09,2676462789
2018-02-12,2759036423
2018-02-13,2755446265
2018-02-14,2771601976
2018-02-15,2773397055
2018-02-16,2729417619
2018-02-20,2699798816
2018-02-21,2692618500
2018-02-22,2709671750
2018-02-23,2736597935
2018-02-26,2680950486
2018-02-27,2633380893
2018-02-28,2595684234
2018-03-01,2570553128
2018-03-02,2558885114
2018-03-05,2534651548
2018-03-06,2541831864
2018-03-07,2513110600
2018-03-08,2475413941
2018-03-09,2498749968
2018-03-12,2514905679
2018-03-13,2514905679
2018-03-14,2484389336
2018-03-15,2451180374
2018-03-16,2501442586
2018-03-19,2417073873
2018-03-20,2401815702
2018-03-21,2381172293
2018-03-22,2345270713
2018-03-23,2364119043
2018-03-26,2344373174
2018-03-27,2326422384
2018-03-28,2300393738
2018-03-29,2289623264
2018-04-02,2104446837
2018-04-03,2102796938
2018-04-04,2142394526
2018-04-05,2199316060
2018-04-06,2180342215
2018-04-09,2180342215
2018-04-10,2232314050
2018-04-11,2280161136
2018-04-12,2276861337
2018-04-13,2266136990
2018-04-16,2320583674
2018-04-17,2333782871
2018-04-18,2340382469
2018-04-19,2307384478
2018-04-20,2304084679
2018-04-23,2309859328
2018-04-24,2279336186
2018-04-25,2290885483
2018-04-26,2289235584
2018-04-27,2233963950
2018-04-30,2270261739
2018-05-01,2282635985
2018-05-02,2276036387
2018-05-03,2257062543
2018-05-04,2215815055
2018-05-07,2211690306
2018-05-08,2173742617
2018-05-09,2211690306
2018-05-10,2211690306
2018-05-11,2206740608
2018-05-14,2230664151
2018-05-15,2227364352
2018-05-16,2224064552
2018-05-17,2216640005
2018-05-18,2214165155
2018-05-21,2192716462
2018-05-22,2157243622
2018-05-23,2153943823
2018-05-24,2123420682
2018-05-25,2141569576
2018-05-29,2145694325
2018-05-30,2201790909
2018-05-31,2194366361
2018-06-01,2160543421
2018-06-04,2161368371
2018-06-05,2180342215
2018-06-06,2158893521
2018-06-07,2155593722
2018-06-08,2161368371
2018-06-11,2188591713
2018-06-12,2169617868
2018-06-13,2153118873
2018-06-14,2131670179
2018-06-15,2092072591
2018-06-18,2127545431
2018-06-19,2115171184
2018-06-20,2104446837
2018-06-21,2087122892
2018-06-22,2077223495
2018-06-25,2037625907
2018-06-26,2035976007
2018-06-27,2064024299
2018-06-28,2040925706
2018-06-29,2059074600
2018-07-02,2023053961
2018-07-03,2074207854
2018-07-05,2066782288
2018-07-06,2053581284
2018-07-09,2079158230
2018-07-10,2075032916
2018-07-11,2073382791
2018-07-12,2079983293
2018-07-13,2089058984
2018-07-16,2120411370
2018-07-17,2094009361
2018-07-18,2112985805
2018-07-19,2130312123
2018-07-20,2128661998
2018-07-23,2169090074
2018-07-24,2158364258
2018-07-25,2178990828
2018-07-26,2196317146
2018-07-27,2173215388
2018-07-30,2183941205
2018-07-31,2202092586
2018-08-01,2219418905
2018-08-02,2267272546
2018-08-03,2291199367
2018-08-06,2207868026
2018-08-07,2152588819
2018-08-08,2141037940
2018-08-09,2266447484
2018-08-10,2295324681
2018-08-13,2242520663
2018-08-14,2223544219
2018-08-15,2190541707
2018-08-16,2199617398
2018-08-17,2222719156
2018-08-20,2258196856
2018-08-21,2293674556
2018-08-22,2296149744
2018-08-23,2262322170
2018-08-24,2270572798
2018-08-27,2276348237
2018-08-28,2271397860
2018-08-29,2266447484
2018-08-30,2252421416
2018-08-31,2235095098
2018-09-04,2254896605
2018-09-05,2259021919
2018-09-06,2229319658
2018-09-07,2221894093
2018-09-10,2274698112
2018-09-11,2287899116
2018-09-12,2301925184
2018-09-13,2291199367
2018-09-14,2299449995
2018-09-17,2288724179
2018-09-18,2314301125
2018-09-19,2315126188
2018-09-20,2325852005
2018-09-21,2329152256
2018-09-24,2334102632
2018-09-25,2357204391
2018-09-26,2380306149
2018-09-27,2413308660
2018-09-28,2438060544
2018-10-01,2457314398
2018-10-02,2455663532
2018-10-03,2477124793
2018-10-04,2449060067
2018-10-05,2462266996
2018-10-08,2512618417
2018-10-09,2510967551
2018-10-10,2477950226
2018-10-11,2441631168
2018-10-12,2402835812
2018-10-15,2397883213
2018-10-16,2442456602
2018-10-17,2423471640
2018-10-18,2423471640
2018-10-19,2404486678
2018-10-22,2410264710
2018-10-23,2383850850
2018-10-24,2292227774
2018-10-25,2271591946
2018-10-26,2219589659
2018-10-29,2222065959
2018-10-30,2216287927
2018-10-31,2256734150
2018-11-01,2310387302
2018-11-02,2274068245
2018-11-05,2196477532
2018-11-06,2179968869
2018-11-07,2209684462
2018-11-08,2347531793
2018-11-09,2348357226
2018-11-12,2381374551
2018-11-13,2337626595
2018-11-14,2317816200
2018-11-15,2317816200
2018-11-16,2269941080
2018-11-19,2204731863
2018-11-20,2217938793
2018-11-21,2304609271
2018-11-23,2302132971
2018-11-26,2328546831
2018-11-27,2298005806
2018-11-28,2325245099
2018-11-29,2330197697
2018-11-30,2307911003
2018-12-03,2302958404
2018-12-04,2254257850
2018-12-06,2269941080
2018-12-07,2244352653
2018-12-10,2243527220
2018-12-11,2260861315
2018-12-12,2279846277
2018-12-13,2304609271
2018-12-14,2286449742
2018-12-17,2227843990
2018-12-18,2213811627
2018-12-19,2221240525
2018-12-20,2160158475
2018-12-21,2084218628
2018-12-24,1990944685
2018-12-26,2106505322
2018-12-27,2138697213
2018-12-28,2172539971
2018-12-31,2248917201
2019-01-02,2243127418
2019-01-03,2251398537
2019-01-04,2279520341
2019-01-07,2320048823
2019-01-08,2341553732
2019-01-09,2363058641
2019-01-10,2360577305
2019-01-11,2335763949
2019-01-14,2382909326
2019-01-15,2396143116
2019-01-16,2397797340
2019-01-17,2403587123
2019-01-18,2409376906
2019-01-22,2415993801
2019-01-23,2444942717
2019-01-24,2478854304
2019-01-25,2521864122
2019-01-28,2494569430
2019-01-29,2496223653
2019-01-30,2535097912
2019-01-31,2533443688
2019-02-01,2559084156
2019-02-04,2572317946
2019-02-05,2498704989
2019-02-06,2429227591
2019-02-07,2402760011
2019-02-08,2403587123
2019-02-11,2435017374
2019-02-12,2488779646
2019-02-13,2498704989
2019-02-14,2493742318
2019-02-15,2509457443
2019-02-19,2503667660
2019-02-20,2468928961
2019-02-21,2439152934
2019-02-22,2469756073
2019-02-25,2507803220
2019-02-26,2497050765
2019-02-27,2489606758
2019-02-28,2479681416
2019-03-01,2489606758
2019-03-04,2479681416
2019-03-05,2468928961
2019-03-06,2463139178
2019-03-07,2444942717
2019-03-08,2452386724
2019-03-11,2481335640
2019-03-12,2473064521
2019-03-13,2477200080
2019-03-14,2482162751
2019-03-15,2499532101
2019-03-18,2522691234
2019-03-19,2529308129
2019-03-20,2540060583
2019-03-21,2559911268
2019-03-22,2546677478
2019-03-25,2537579247
2019-03-26,2551640149
2019-03-27,2550813037
2019-03-28,2572317946
2019-03-29,2577280618
2019-04-01,2603073481
2019-04-02,2619621946
2019-04-03,2598108942
2019-04-04,2581560477
2019-04-05,2577423361
2019-04-08,2564184589
2019-04-09,2536052199
2019-04-10,2524468274
2019-04-11,2547636125
2019-04-12,2557565203
2019-04-15,2551773241
2019-04-16,2512056926
2019-04-17,2508747233
2019-04-18,2506264963
2019-04-22,2552600664
2019-04-23,2539361892
2019-04-24,2531087660
2019-04-25,2515366619
2019-04-26,2549290971
2019-04-29,2541016739
2019-04-30,2559220050
2019-05-01,2570803975
2019-05-02,2579905631
2019-05-03,2600591211
2019-05-06,2505437540
2019-05-07,2464893802
2019-05-08,2451655030
2019-05-09,2493026191
2019-05-10,2531915083
2019-05-13,2520331158
2019-05-14,2542671585
2019-05-15,2507919810
2019-05-16,2511229503
2019-05-17,2518676312
2019-05-20,2511229503
2019-05-21,2538534469
2019-05-22,2532742507
2019-05-23,2497990731
2019-05-24,2489716499
2019-05-28,2477305150
2019-05-29,2464066378
2019-05-30,2482269690
2019-05-31,2478959997
2019-06-03,2507919810
2019-06-04,2557565203
2019-06-05,2531087660
2019-06-06,2555910357
2019-06-07,2554255511
2019-06-10,2569149129
2019-06-11,2556737780
2019-06-12,2533569930
2019-06-13,2554255511
2019-06-14,2577423361
2019-06-17,2559220050
2019-06-18,2549290971
2019-06-19,2562529743
2019-06-20,2549290971
2019-06-21,2573286245
2019-06-24,2574941091
2019-06-25,2546808701
2019-06-26,2557565203
2019-06-27,2601418635
2019-06-28,2588179863
2019-07-01,2600821310
2019-07-02,2638058650
2019-07-03,2651298593
2019-07-05,2681088465
2019-07-08,2680260969
2019-07-09,2675295990
2019-07-10,2675295990
2019-07-11,2685225947
2019-07-12,2702603373
2019-07-15,2748943173
2019-07-16,2776250556
2019-07-17,2745633187
2019-07-18,2724118280
2019-07-19,2763010613
2019-07-22,2785353017
2019-07-23,2786180513
2019-07-24,2782043031
2019-07-25,2791145492
2019-07-26,2799420456
2019-07-29,2811005406
2019-07-30,2795282974
2019-07-31,2796110470
2019-08-01,2773768066
2019-08-02,2763010613
2019-08-05,2618198736
2019-08-06,2685225947
2019-08-07,2621508721
2019-08-08,2571858935
2019-08-09,2534621595
2019-08-12,2532139106
2019-08-13,2557791496
2019-08-14,2525519134
2019-08-15,2477524341
2019-08-16,2518071666
2019-08-19,2532139106
2019-08-20,2531311609
2019-08-21,2571858935
2019-08-22,2565238964
2019-08-23,2553654013
2019-08-26,2560273985
2019-08-27,2544551553
2019-08-28,2569376446
2019-08-29,2624818707
2019-08-30,2595856332
2019-09-03,2557791496
2019-09-04,2551999020
2019-09-05,2543724056
2019-09-06,2573513928
2019-09-09,2591718850
2019-09-10,2600821310
2019-09-11,2586753871
2019-09-12,2594201339
2019-09-13,2599993814
2019-09-16,2578478907
2019-09-17,2604131296
2019-09-18,2602476303
2019-09-19,2609923771
2019-09-20,2643023629
2019-09-23,2646333615
2019-09-24,2619853729
2019-09-25,2590063857
2019-09-26,2572686431
2019-09-27,2612406261
2019-09-30,2604481775
2019-10-01,2577981484
2019-10-02,2567215741
2019-10-03,2575497082
2019-10-04,2587919093
2019-10-07,2592887898
2019-10-08,2611106848
2019-10-09,2577153350
2019-10-10,2586262825
2019-10-11,2610278714
2019-10-14,2617731921
2019-10-15,2636779006
2019-10-16,2630153933
2019-10-17,2661623029
2019-10-18,2691435857
2019-10-21,2681498248
2019-10-22,2675701309
2019-10-23,2711311076
2019-10-24,2706342271
2019-10-25,2711311076
2019-10-28,2714623612
2019-10-29,2740295769
2019-10-30,2764311659
2019-10-31,2783358743
2019-11-01,2804890230
2019-11-04,2732842563
2019-11-05,2672388772
2019-11-06,2716279880
2019-11-07,2683982650
2019-11-08,2636779006
2019-11-11,2630153933
2019-11-12,2593716032
2019-11-13,2632638335
2019-11-14,2628497665
2019-11-15,2679013845
2019-11-18,2610278714
2019-11-19,2587919093
2019-11-20,2608622446
2019-11-21,2620216324
2019-11-22,2589575361
2019-11-25,2593716032
2019-11-26,2579637752
2019-11-27,2542371717
2019-11-29,2579637752
2019-12-02,2539059181
2019-12-03,2544027985
2019-12-04,2510074487
2019-12-05,2496824341
2019-12-06,2504277548
2019-12-09,2525809035
2019-12-10,2512558889
2019-12-11,2485230464
2019-12-12,2501793146
2019-12-13,2540715449
2019-12-16,2551481192
2019-12-17,2576325216
2019-12-18,2579637752
2019-12-19,2568043875
2019-12-20,2523324633
2019-12-23,2557278131
2019-12-24,2575497082
2019-12-26,2559762534
2019-12-27,2546512388
2019-12-30,2520840230
2019-12-31,2540221300
2020-01-02,2558484329
2020-01-03,2571766532
2020-01-06,2604972039
2020-01-07,2609122728
2020-01-08,2615763829
2020-01-09,2601651489
2020-01-10,2598330938
2020-01-13,2617424105
2020-01-14,2665572090
2020-01-15,2673043329
2020-01-16,2667232365
2020-01-17,2704588561
2020-01-21,2685495394
2020-01-22,2653120025
2020-01-23,2665572090
2020-01-24,2618254242
2020-01-27,2620744655
2020-01-28,2580898047
2020-01-29,2629046032
2020-01-30,2609122728
2020-01-31,2582558322
2020-02-03,2624895344
2020-02-04,2638177547
2020-02-05,2643158373
2020-02-06,2602481626
2020-02-07,2583388460
2020-02-10,2507015793
2020-02-11,2551013090
2020-02-12,2580067909
2020-02-13,2566785706
2020-02-14,2568445981
2020-02-18,2541881576
2020-02-19,2513656895
2020-02-20,2549352815
2020-02-21,2576747358
2020-02-24,2549352815
2020-02-25,2436454090
2020-02-26,2447245880
2020-02-27,2268766279
2020-02-28,2243862149
2020-03-02,2358421148
2020-03-03,2328536192
2020-03-04,2378344453
2020-03-05,2321895090
2020-03-06,2179941547
2020-03-09,1826302896
2020-03-10,2063722272
2020-03-11,1871960468
2020-03-12,1434477911
2020-03-13,1577261592
2020-03-16,1290033954
2020-03-17,1272601063
2020-03-18,990354252
2020-03-19,1245206520
2020-03-20,1269280512
2020-03-23,1097442012
2020-03-24,1139779034
2020-03-25,1172154404
2020-03-26,1328220288
2020-03-27,1296675056
2020-03-30,1228603766
2020-03-31,1298593673
2020-04-01,1191484604
2020-04-02,1229678535
2020-04-03,1222205809
2020-04-06,1333466393
2020-04-07,1333466393
2020-04-08,1379963353
2020-04-09,1482090605
2020-04-13,1484581513
2020-04-14,1579236039
2020-04-15,1583387554
2020-04-16,1567611799
2020-04-17,1678042080
2020-04-20,1674720868
2020-04-21,1749448126
2020-04-22,1913848092
2020-04-23,1915508698
2020-04-24,1882296583
2020-04-27,1959514749
2020-04-28,1974460201
2020-04-29,2058320789
2020-04-30,2060811698
2020-05-01,2015145041
2020-05-04,2029260189
2020-05-05,2074926847
2020-05-06,1947890509
2020-05-07,1885617795
2020-05-08,1979442018
2020-05-11,2048357155
2020-05-12,1985254138
2020-05-13,1831648109
2020-05-14,1889769309
2020-05-15,1965326869
2020-05-18,1980272321
2020-05-19,2032581401
2020-05-20,2094023812
2020-05-21,2099835932
2020-05-22,2110629870
2020-05-26,2086551087
2020-05-27,2121423807
2020-05-28,2111460172
2020-05-29,2142181378
2020-06-01,2121423807
2020-06-02,2189508641
2020-06-03,2214417727
2020-06-04,2212757121
2020-06-05,2185357127
2020-06-08,2241817722
2020-06-09,2221060150
2020-06-10,2175393493
2020-06-11,2010163224
2020-06-12,2065793515
2020-06-15,2134708653
2020-06-16,2197811670
2020-06-17,2160448041
2020-06-18,2186187430
2020-06-19,2186187430
2020-06-22,2175393493
2020-06-23,2199472276
2020-06-24,2113951081
2020-06-25,2056660184
2020-06-26,2020126858
2020-06-29,1952872326
2020-06-30,1896176812
2020-07-01,1931891049
2020-07-02,1932721613
2020-07-06,1949332886
2020-07-07,1943518941
2020-07-08,1967605286
2020-07-09,1950163450
2020-07-10,1973419232
2020-07-13,1938535559
2020-07-14,1921924286
2020-07-15,1969266414
2020-07-16,1958469086
2020-07-17,1929399358
2020-07-20,1959299650
2020-07-21,2056475597
2020-07-22,2053153342
2020-07-23,2058136724
2020-07-24,2038203197
2020-07-27,2042356015
2020-07-28,2038203197
2020-07-29,2117106743
2020-07-30,2105478852
2020-07-31,2061458979
2020-08-03,2149498726
2020-08-04,2181890708
2020-08-05,2279897219
2020-08-06,2181060144
2020-08-07,2154482108
2020-08-10,2154482108
2020-08-11,2127073507
2020-08-12,2159465490
2020-08-13,2132887453
2020-08-14,2165279435
2020-08-17,2243352418
2020-08-18,2267438764
2020-08-19,2260794255
2020-08-20,2260794255
2020-08-21,2237538473
2020-08-24,2249996927
2020-08-25,2241691291
2020-08-26,2186043526
2020-08-27,2186043526
2020-08-28,2198501981
2020-08-31,2203485363
2020-09-01,2107970543
2020-09-02,2174415635
2020-09-03,2151990417
2020-09-04,2132056889
2020-09-08,2081392506
2020-09-09,2080561943
2020-09-10,2058136724
2020-09-11,2101326034
2020-09-14,2136209707
2020-09-15,2111292798
2020-09-16,2107139980
2020-09-17,2088037016
2020-09-18,2084714761
2020-09-21,2083884197
2020-09-22,2072256306
2020-09-23,1993352760
2020-09-24,2002488960
2020-09-25,2019930796
2020-09-28,2051492215
2020-09-29,2064781233
2020-09-30,2027963744
2020-10-01,2032121111
2020-10-02,2037941425
2020-10-05,2084503939
2020-10-06,2051245001
2020-10-07,2056233841
2020-10-08,2108616669
2020-10-09,2099470461
2020-10-12,2096144567
2020-10-13,2094481620
2020-10-14,2066211523
2020-10-15,2082009518
2020-10-16,2063717102
2020-10-19,2052076474
2020-10-20,2072031837
2020-10-21,2065380049
2020-10-22,2091155726
2020-10-23,2097807514
2020-10-26,2087829832
2020-10-27,2114436983
2020-10-28,2051245001
2020-10-29,2088661306
2020-10-30,2092818673
2020-11-02,2116931403
2020-11-03,2130234978
2020-11-04,2193426961
2020-11-05,2160999496
2020-11-06,2071200363
2020-11-09,2096144567
2020-11-10,2170977177
2020-11-11,2249135682
2020-11-12,2206730536
2020-11-13,2243315368
2020-11-16,2374688173
2020-11-17,2423745106
2020-11-18,2323968292
2020-11-19,2407115637
2020-11-20,2395475009
2020-11-23,2390486168
2020-11-24,2423745106
2020-11-25,2423745106
2020-11-27,2395475009
2020-11-30,2310664717
2020-12-01,2346418075
2020-12-02,2341429235
2020-12-03,2373025226
2020-12-04,2403789743
2020-12-07,2402126797
2020-12-08,2435385735
2020-12-09,2435385735
2020-12-10,2516038659
2020-12-11,2545971703
2020-12-14,2473633513
2020-12-15,2476127934
2020-12-16,2415430372
2020-12-17,2440374575
2020-12-18,2410441531
2020-12-21,2399632376
2020-12-22,2367204912
2020-12-23,2387991748
2020-12-24,2376351120
2020-12-28,2349743969
2020-12-29,2360553124
2020-12-30,2386328801
2020-12-31,2398606589
2021-01-04,2384438309
2021-01-05,2433610577
2021-01-06,2413608298
2021-01-07,2404440587
2021-01-08,2396939733
2021-01-11,2452779428
2021-01-12,2490283700
2021-01-13,2491117128
2021-01-14,2517786833
2021-01-15,2520287118
2021-01-19,2542789682
2021-01-20,2566125674
2021-01-21,2583627668
2021-01-22,2581127383
2021-01-25,2581127383
2021-01-26,2562791961
2021-01-27,2526121116
2021-01-28,2557791391
2021-01-29,2606963659
2021-02-01,2656135928
2021-02-02,2665303639
2021-02-03,2717809621
2021-02-04,2750313324
2021-02-05,2694473629
2021-02-08,2727810760
2021-02-09,2706141625
2021-02-10,2696973914
2021-02-11,2650301930
2021-02-12,2632799936
2021-02-16,2646968217
2021-02-17,2648635073
2021-02-18,2548623680
2021-02-19,2583627668
2021-02-22,2584461096
2021-02-23,2612797657
2021-02-24,2660303069
2021-02-25,2609463944
2021-02-26,2550290536
2021-03-01,2617798227
2021-03-02,2630299651
2021-03-03,2620298512
2021-03-04,2630299651
2021-03-05,2616131370
2021-03-08,2632799936
2021-03-09,2612797657
2021-03-10,2651135358
2021-03-11,2671971065
2021-03-12,2694473629
2021-03-15,2709475338
2021-03-16,2679471920
2021-03-17,2679471920
2021-03-18,2606963659
2021-03-19,2614464514
2021-03-22,2591128522
2021-03-23,2591128522
2021-03-24,2624465653
2021-03-25,2648635073
2021-03-26,2697807342
2021-03-29,2716142764
2021-03-30,2683639061
2021-03-31,2653882053
2021-04-01,2703892393
2021-04-05,2710560438
2021-04-06,2728897563
2021-04-07,2753069228
2021-04-08,2758070262
2021-04-09,2745567676
2021-04-12,2748068193
2021-04-13,2740566642
2021-04-14,2744734171
2021-04-15,2801412556
2021-04-16,2818916175
2021-04-19,2801412556
2021-04-20,2810581119
2021-04-21,2811414624
2021-04-22,2804746579
2021-04-23,2798912039
2021-04-26,2812248130
2021-04-27,2827251232
2021-04-28,2873927550
2021-04-29,2918103350
2021-04-30,2925604901
2021-05-03,2972281219
2021-05-04,3013956502
2021-05-05,3053964774
2021-05-06,2994785872
2021-05-07,3008121963
2021-05-10,2959778634
2021-05-11,2903100248
2021-05-12,2887263640
2021-05-13,2906434271
2021-05-14,2928105418
2021-05-17,2947276049
2021-05-18,2943942026
2021-05-19,2953944094
2021-05-20,2973948230
2021-05-21,2993952366
2021-05-24,3015623514
2021-05-25,2958945128
2021-05-26,2938107486
2021-05-27,2910601799
2021-05-28,2920603867
2021-06-01,2965613173
2021-06-02,3020624548
2021-06-03,3062299831
2021-06-04,3038128167
2021-06-07,3071468393
2021-06-08,3079803450
2021-06-09,3107309137
2021-06-10,3156485972
2021-06-11,3193993727
2021-06-14,3181491142
2021-06-15,3163154017
2021-06-16,3173156085
2021-06-17,3173989591
2021-06-18,3073968910
2021-06-21,3160653500
2021-06-22,3178990625
2021-06-23,3177323614
2021-06-24,3151484938
2021-06-25,3124812756
2021-06-28,3071468393
2021-06-29,3092306035
2021-06-30,3142375037
2021-07-01,3131539261
2021-07-02,3174048843
2021-07-06,3159045461
2021-07-07,3149043206
2021-07-08,3132372782
2021-07-09,3119869963
2021-07-12,3096531369
2021-07-13,3084028551
2021-07-14,3079860944
2021-07-15,3027349107
2021-07-16,3029849671
2021-07-19,2924825996
2021-07-20,2975670791
2021-07-21,3026515586
2021-07-22,3054021786
2021-07-23,3112368272
2021-07-26,3174882365
2021-07-27,3102366018
2021-07-28,3154877855
2021-07-29,3174048843
2021-07-30,3168214195
2021-08-02,3173215322
2021-08-03,3234062372
2021-08-04,3223226596
2021-08-05,3122370527
2021-08-06,3085695593
2021-08-09,3009845161
2021-08-10,3042352489
2021-08-11,3087362635
2021-08-12,3086529114
2021-08-13,3076526859
2021-08-16,3048187138
2021-08-17,3049854180
2021-08-18,3035684319
2021-08-19,3014012767
2021-08-20,3038184883
2021-08-23,3102366018
2021-08-24,3066524605
2021-08-25,3100698975
2021-08-26,3092363763
2021-08-27,3103199539
2021-08-30,3106533624
2021-08-31,3067358126
2021-09-01,3076526859
2021-09-02,3105700102
2021-09-03,3133206303
2021-09-07,3094030805
2021-09-08,3049020659
2021-09-09,3092363763
2021-09-10,3079027423
2021-09-13,3092363763
2021-09-14,3078193902
2021-09-15,3099865454
2021-09-16,3109034187
2021-09-17,3084862072
2021-09-20,3075693338
2021-09-21,3084862072
2021-09-22,3109034187
2021-09-23,3118202921
2021-09-24,3104866581
2021-09-27,3129872218
2021-09-28,3105700102
2021-09-29,3105700102
2021-09-30,3113675895
2021-10-01,3115344532
2021-10-04,3170409540
2021-10-05,3171243858
2021-10-06,3171243858
2021-10-07,3177918404
2021-10-08,3228811821
2021-10-11,3295557285
2021-10-12,3310575014
2021-10-13,3348119337
2021-10-14,3492456403
2021-10-15,3470764128
2021-10-18,3490787767
2021-10-19,3509977088
2021-10-20,3504136860
2021-10-21,3469095491
2021-10-22,3482444584
2021-10-25,3470764128
2021-10-26,3449906170
2021-10-27,3424042303
2021-10-28,3404018664
2021-10-29,3378154796
2021-11-01,3458249353
2021-11-02,3470764128
2021-11-03,3458249353
2021-11-04,3344782064
2021-11-05,3312243651
2021-11-08,3347285019
2021-11-09,3321421152
2021-11-10,3288048420
2021-11-11,3332267290
2021-11-12,3362302749
2021-11-15,3335604563
2021-11-16,3333935926
2021-11-17,3326427062
2021-11-18,3348119337
2021-11-19,3333935926
2021-11-22,3324758425
2021-11-23,3396509799
2021-11-24,3424042303
2021-11-26,3368142977
2021-11-29,3296391603
2021-11-30,3202947953
2021-12-01,3159563402
2021-12-02,3196273407
2021-12-03,3182089996
2021-12-06,3180421359
2021-12-07,3187930224
2021-12-08,3172078176
2021-12-09,3132865216
2021-12-10,3174581131
2021-12-13,3152054537
2021-12-14,3126190670
2021-12-15,3134533853
2021-12-16,3175415449
2021-12-17,3183758632
2021-12-20,3145379991
2021-12-21,3215462728
2021-12-22,3238823640
2021-12-23,3263018871
2021-12-27,3323089788
2021-12-28,3334770245
2021-12-29,3362302749
2021-12-30,3377320478
2021-12-31,3416772888
2022-01-03,3439367272
2022-01-04,3480371894
2022-01-05,3455267023
2022-01-06,3491250671
2022-01-07,3533092122
2022-01-10,3565728454
2022-01-11,3611754050
2022-01-12,3656942817
2022-01-13,3668658423
2022-01-14,3620122340
2022-01-18,3656105988
2022-01-19,3648574527
2022-01-20,3636858920
2022-01-21,3595017469
2022-01-24,3516355542
2022-01-25,3591670153
2022-01-26,3673679397
2022-01-27,3669495252
2022-01-28,3699621097
2022-01-31,3759872786
2022-02-01,3907991523
2022-02-02,3903807378
2022-02-03,3858618611
2022-02-04,3859455440
2022-02-07,3684558175
2022-02-08,3643553553
2022-02-09,3643553553
2022-02-10,3636858920
2022-02-11,3640206237
2022-02-14,3519702858
