,FTI
2020-03-31,2450880000
2020-04-01,2384280000
2020-04-02,2735040000
2020-04-03,2606280000
2020-04-06,2823840000
2020-04-07,2859360000
2020-04-08,3201240000
2020-04-09,3054720000
2020-04-13,3054720000
2020-04-14,3072480000
2020-04-15,2877120000
2020-04-16,2695080000
2020-04-17,2952600000
2020-04-20,2779440000
2020-04-21,2735040000
2020-04-22,3001440000
2020-04-23,2801640000
2020-04-24,2917080000
2020-04-27,2792760000
2020-04-28,2894880000
2020-04-29,3369960000
2020-04-30,3236760000
2020-05-01,3005880000
2020-05-04,2894880000
2020-05-05,2819400000
2020-05-06,2708400000
2020-05-07,2752800000
2020-05-08,2877120000
2020-05-11,2726160000
2020-05-12,2735040000
2020-05-13,2499720000
2020-05-14,2415360000
2020-05-15,2370960000
2020-05-18,2721720000
2020-05-19,2535240000
2020-05-20,2721720000
2020-05-21,2637360000
2020-05-22,2619600000
2020-05-26,2779440000
2020-05-27,2863800000
2020-05-28,2792760000
2020-05-29,2690640000
2020-06-01,2854920000
2020-06-02,2948160000
2020-06-03,3214560000
2020-06-04,3130200000
2020-06-05,3485400000
2020-06-08,3676319999
2020-06-09,3387720000
2020-06-10,3121320000
2020-06-11,2721720000
2020-06-12,2890440000
2020-06-15,2974800000
2020-06-16,3085800000
2020-06-17,2908200000
2020-06-18,2846040000
2020-06-19,2748360000
2020-06-22,2739480000
2020-06-23,2814960000
2020-06-24,2575200000
2020-06-25,2668440000
2020-06-26,2557440000
2020-06-29,2473080000
2020-06-30,2516640000
2020-07-01,2543604000
2020-07-02,2678424000
2020-07-06,2840208000
2020-07-07,2615508000
2020-07-08,2732352000
2020-07-09,2503158000
2020-07-10,2597532000
2020-07-13,2696400000
2020-07-14,2732352000
2020-07-15,2894136000
2020-07-16,2898630000
2020-07-17,2835714000
2020-07-20,2795268000
2020-07-21,2957052000
2020-07-22,2885148000
2020-07-23,2912112000
2020-07-24,2921100000
2020-07-27,2871666000
2020-07-28,2768304000
2020-07-29,2835714000
2020-07-30,2948064000
2020-07-31,2952558000
2020-08-03,2966040000
2020-08-04,3037944000
2020-08-05,3163776000
2020-08-06,3082884000
2020-08-07,3055920000
2020-08-10,3172764000
2020-08-11,3177258000
2020-08-12,3235680000
2020-08-13,3154788000
2020-08-14,3177258000
2020-08-17,3060414000
2020-08-18,2966040000
2020-08-19,2948064000
2020-08-20,2840208000
2020-08-21,2750328000
2020-08-24,2912112000
2020-08-25,2858184000
2020-08-26,2768304000
2020-08-27,2795268000
2020-08-28,2871666000
2020-08-31,2831220000
2020-09-01,2831220000
2020-09-02,2781786000
2020-09-03,2826726000
2020-09-04,2871666000
2020-09-08,2664942000
2020-09-09,2628990000
2020-09-10,2534616000
2020-09-11,2498664000
2020-09-14,2485182000
2020-09-15,2507652000
2020-09-16,2696400000
2020-09-17,2723364000
2020-09-18,2732352000
2020-09-21,2462712000
2020-09-22,2498664000
2020-09-23,2341374000
2020-09-24,2332386000
2020-09-25,2229024000
2020-09-28,2341374000
2020-09-29,2282952000
2020-09-30,2231658924
2020-10-01,2214392704
2020-10-02,2253241699
2020-10-05,2374105239
2020-10-06,2309356914
2020-10-07,2356839019
2020-10-08,2503601888
2020-10-09,2499285333
2020-10-12,2499285333
2020-10-13,2404321123
2020-10-14,2438853563
2020-10-15,2499285333
2020-10-16,2430220453
2020-10-19,2460436338
2020-10-20,2572666768
2020-10-21,2546767438
2020-10-22,2425903898
2020-10-23,2287774139
2020-10-26,2153960935
2020-10-27,2015831175
2020-10-28,1886334526
2020-10-29,1899284191
2020-10-30,1955399405
2020-11-02,2106478830
2020-11-03,2132378160
2020-11-04,2119428495
2020-11-05,2132378160
2020-11-06,2054680170
2020-11-09,2564033658
2020-11-10,2572666768
2020-11-11,2482019113
2020-11-12,2430220453
2020-11-13,2581299878
2020-11-16,2896408391
2020-11-17,2853242841
2020-11-18,2926624276
2020-11-19,2995689156
2020-11-20,2917991166
2020-11-23,3129502360
2020-11-24,3418711544
2020-11-25,3202883795
2020-11-27,3168351355
2020-11-30,2935257386
2020-12-01,3047487815
2020-12-02,3198567240
2020-12-03,3310797669
2020-12-04,3630222738
2020-12-07,3457560538
2020-12-08,3487776423
2020-12-09,3457560538
2020-12-10,3543891638
2020-12-11,3418711544
2020-12-14,3362596329
2020-12-15,3517992308
2020-12-16,3479143313
2020-12-17,3423028099
2020-12-18,3349646664
2020-12-21,3233099680
2020-12-22,3164034800
2020-12-23,3345330109
2020-12-24,3323747334
2020-12-28,3323747334
2020-12-29,3362596329
2020-12-30,3401445324
2020-12-31,3462690000
2021-01-04,3624582000
2021-01-05,3822450000
2021-01-06,4006827000
2021-01-07,4191204000
2021-01-08,4308126000
2021-01-11,4411557000
2021-01-12,4721850000
2021-01-13,4353096000
2021-01-14,4541970000
2021-01-15,4362090000
2021-01-19,4312623000
2021-01-20,4159725000
2021-01-21,4146234000
2021-01-22,4128246000
2021-01-25,3885408000
2021-01-26,3934875000
2021-01-27,4164222000
2021-01-28,4029312000
2021-01-29,3934875000
2021-02-01,3948365999
2021-02-02,3925881000
2021-02-03,4114755000
2021-02-04,4213688999
2021-02-05,3961857000
2021-02-08,3907893000
2021-02-09,3647066999
2021-02-10,3813456000
2021-02-11,3808959000
2021-02-12,3795468000
2021-02-16,3638073000
2021-02-17,3507660000
2021-02-18,3156894000
2021-02-19,3273816000
2021-02-22,3246834000
2021-02-23,3210858000
2021-02-24,3413223000
2021-02-25,3822450000
2021-02-26,3696534000
2021-03-01,3786474000
2021-03-02,3799964999
2021-03-03,3903396000
2021-03-04,3907893000
2021-03-05,4164222000
2021-03-08,4083276000
2021-03-09,3898899000
2021-03-10,4087773000
2021-03-11,3997833000
2021-03-12,3939372000
2021-03-15,3921384000
2021-03-16,3719019000
2021-03-17,3786474000
2021-03-18,3543636000
2021-03-19,3521151000
2021-03-22,3476181000
2021-03-23,3359259000
2021-03-24,3426714000
2021-03-25,3449199000
2021-03-26,3615587999
2021-03-29,3480678000
2021-03-30,3467187000
2021-03-31,3458164095
2021-04-01,3574630761
2021-04-05,3516397428
2021-04-06,3426807685
2021-04-07,3529835889
2021-04-08,3458164095
2021-04-09,3382012813
2021-04-12,3261066659
2021-04-13,3252107685
2021-04-14,3364094864
2021-04-15,3278984608
2021-04-16,3256587172
2021-04-19,3261066659
2021-04-20,3108764095
2021-04-21,3211792300
2021-04-22,3104284608
2021-04-23,3113243583
2021-04-26,3158038454
2021-04-27,3247628198
2021-04-28,3543274351
2021-04-29,3426807685
2021-04-30,3314820505
2021-05-03,3502958966
2021-05-04,3493999992
2021-05-05,3655261530
2021-05-06,3664220505
2021-05-07,3843399991
2021-05-10,3722453838
2021-05-11,3682138453
2021-05-12,3610466659
2021-05-13,3547753838
2021-05-14,3677658966
2021-05-17,3749330761
2021-05-18,3726933325
2021-05-19,3682138453
2021-05-20,3655261530
2021-05-21,3677658966
2021-05-24,3632864094
2021-05-25,3601507684
2021-05-26,3673179479
2021-05-27,3883715376
2021-05-28,3847879479
2021-06-01,4018099991
2021-06-02,4430212811
2021-06-03,4618351272
2021-06-04,4663146143
2021-06-07,4613871785
2021-06-08,4748256400
2021-06-09,4694502554
2021-06-10,4524282041
2021-06-11,4537720503
2021-06-14,4407815375
2021-06-15,4461569221
2021-06-16,4363020503
2021-06-17,4121128196
2021-06-18,3915071786
2021-06-21,4192799991
2021-06-22,4107689734
2021-06-23,4134566657
2021-06-24,4161443580
2021-06-25,4259992298
2021-06-28,4040497427
2021-06-29,3995702555
2021-06-30,4078835000
2021-07-01,4218551999
2021-07-02,4187002999
2021-07-06,3925597000
2021-07-07,3857992000
2021-07-08,3826443000
2021-07-09,3894048000
2021-07-12,3799401000
2021-07-13,3749824000
2021-07-14,3632642000
2021-07-15,3488418000
2021-07-16,3416306000
2021-07-19,3254054000
2021-07-20,3362222000
2021-07-21,3537995000
2021-07-22,3263068000
2021-07-23,3127858000
2021-07-26,3330673000
2021-07-27,3317152000
2021-07-28,3339687000
2021-07-29,3344194000
2021-07-30,3254054000
2021-08-02,3227012000
2021-08-03,3281096000
2021-08-04,3091802000
2021-08-05,3100816000
2021-08-06,3159407000
2021-08-09,3091802000
2021-08-10,3190956000
2021-08-11,3227012000
2021-08-12,3186449000
2021-08-13,3105323000
2021-08-16,2979127000
2021-08-17,2947578000
2021-08-18,2893494000
2021-08-19,2749270000
2021-08-20,2789833000
2021-08-23,2852931000
2021-08-24,2974620000
2021-08-25,2988141000
2021-08-26,2965606000
2021-08-27,3064760000
2021-08-30,2979127000
2021-08-31,2988141000
2021-09-01,2965606000
2021-09-02,3060253000
2021-09-03,2988141000
2021-09-07,2979127000
2021-09-08,2834903000
2021-09-09,2848424000
2021-09-10,2965606000
2021-09-13,3091802000
2021-09-14,3091802000
2021-09-15,3272082000
2021-09-16,3208984000
2021-09-17,3177435000
2021-09-20,3006169000
2021-09-21,3006169000
2021-09-22,3078281000
2021-09-23,3208984000
2021-09-24,3249547000
2021-09-27,3416306000
2021-09-28,3357715000
2021-09-29,3348701000
2021-09-30,3392265000
2021-10-01,3522910000
2021-10-04,3563455000
2021-10-05,3567960000
2021-10-06,3450830000
2021-10-07,3509395000
2021-10-08,3667070000
2021-10-11,3554445000
2021-10-12,3450830000
2021-10-13,3473355000
2021-10-14,3513900000
2021-10-15,3558950000
2021-10-18,3477860000
2021-10-19,3504890000
2021-10-20,3644545000
2021-10-21,3347215000
2021-10-22,3473355000
2021-10-25,3491375000
2021-10-26,3536425000
2021-10-27,3378750000
2021-10-28,3414790000
2021-10-29,3320185000
2021-11-01,3473355000
2021-11-02,3410285000
2021-11-03,3306670000
2021-11-04,3324690000
2021-11-05,3338205000
2021-11-08,3387760000
2021-11-09,3338205000
2021-11-10,3162510000
2021-11-11,3176025000
2021-11-12,3103945000
2021-11-15,3099440000
2021-11-16,3266125000
2021-11-17,3027360000
2021-11-18,2950775000
2021-11-19,2806615000
2021-11-22,2815625000
2021-11-23,2869685000
2021-11-24,2860675000
2021-11-26,2671465000
2021-11-29,2621910000
2021-11-30,2554335000
2021-12-01,2513790000
2021-12-02,2653445000
2021-12-03,2671465000
2021-12-06,2779585000
2021-12-07,2865180000
2021-12-08,2977805000
2021-12-09,2923745000
2021-12-10,2950775000
2021-12-13,2752555000
2021-12-14,2657950000
2021-12-15,2657950000
2021-12-16,2653445000
2021-12-17,2657950000
2021-12-20,2612900000
2021-12-21,2730030000
2021-12-22,2734535000
2021-12-23,2721020000
2021-12-27,2757060000
2021-12-28,2743545000
2021-12-29,2671465000
2021-12-30,2630920000
2021-12-31,2670512000
2022-01-03,2873507000
2022-01-04,2954705000
2022-01-05,2914106000
2022-01-06,3008837000
2022-01-07,3090035000
2022-01-10,3058458000
2022-01-11,3099057000
2022-01-12,3135145000
2022-01-13,3094546000
2022-01-14,3180255000
2022-01-18,3139656000
2022-01-19,3090035000
2022-01-20,2972749000
2022-01-21,2923128000
2022-01-24,2905084000
2022-01-25,3071991000
2022-01-26,3112590000
2022-01-27,2990793000
2022-01-28,2918617000
2022-01-31,2927639000
2022-02-01,3094546000
2022-02-02,3053947000
2022-02-03,2986282000
2022-02-04,3062969000
2022-02-07,3049436000
2022-02-08,2950194000
2022-02-09,3026881000
2022-02-10,2986282000
2022-02-11,3099057000
2022-02-14,2999815000
2022-02-15,3026881000
2022-02-16,3071991000
2022-02-17,3022370000
2022-02-18,2918617000
2022-02-22,2914106000
2022-02-23,2868996000
2022-02-24,3004326000
2022-02-25,3067480000
2022-02-28,3090035000
2022-03-01,2927639000
2022-03-02,3198299000
2022-03-03,3252431000
2022-03-04,3360695000
2022-03-07,3455426000
2022-03-08,3554668000
2022-03-09,3365206000
2022-03-10,3514069000
2022-03-11,3369717000
2022-03-14,3338140000
2022-03-15,3193788000
2022-03-16,3166722000
2022-03-17,3333629000
2022-03-18,3293030000
2022-03-21,3450915000
2022-03-22,3446404000
2022-03-23,3378739000
2022-03-24,3450915000
2022-03-25,3550157000
2022-03-28,3541135000
2022-03-29,3563690000
2022-03-30,3496025000
2022-03-31,3504550000
2022-04-01,3549770000
2022-04-04,3486462000
2022-04-05,3423154000
2022-04-06,3409588000
2022-04-07,3405066000
2022-04-08,3554292000
2022-04-11,3486462000
2022-04-12,3599512000
2022-04-13,3567858000
2022-04-14,3617600000
2022-04-18,3947706000
2022-04-19,3956750000
2022-04-20,4015536000
2022-04-21,3762304000
2022-04-22,3703518000
2022-04-25,3495506000
2022-04-26,3418632000
2022-04-27,3432198000
2022-04-28,3414110000
2022-04-29,3129224000
2022-05-02,3188010000
2022-05-03,3319148000
2022-05-04,3554292000
2022-05-05,3436720000
2022-05-06,3513594000
2022-05-09,3097570000
2022-05-10,3120180000
2022-05-11,3124702000
2022-05-12,3160878000
2022-05-13,3332714000
2022-05-16,3436720000
2022-05-17,3549770000
2022-05-18,3391500000
2022-05-19,3472896000
2022-05-20,3427676000
2022-05-23,3613078000
2022-05-24,3626644000
2022-05-25,3730650000
2022-05-26,3907008000
2022-05-27,3870832000
2022-05-31,3726128000
2022-06-01,3839178000
2022-06-02,3680908000
2022-06-03,3685430000
2022-06-06,3735172000
2022-06-07,3816568000
2022-06-08,3771348000
2022-06-09,3671863999
2022-06-10,3531682000
2022-06-13,3287494000
2022-06-14,3197054000
2022-06-15,3188010000
2022-06-16,3120180000
2022-06-17,2979998000
2022-06-21,3156356000
2022-06-22,3020696000
2022-06-23,2903124000
2022-06-24,2857904000
2022-06-27,3007130000
2022-06-28,3124702000
2022-06-29,3165400000
2022-06-30,3029173000
2022-07-01,2988664000
2022-07-05,2763614000
2022-07-06,2732107000
2022-07-07,2835630000
2022-07-08,2862636000
2022-07-11,2777117000
2022-07-12,2651089000
2022-07-13,2619582000
2022-07-14,2529562000
2022-07-15,2673594000
2022-07-18,2759113000
2022-07-19,2894143000
2022-07-20,2849133000
2022-07-21,2754612000
2022-07-22,2799622000
2022-07-25,2916648000
2022-07-26,2867137000
2022-07-27,2997666000
2022-07-28,3299233000
2022-07-29,3641309000
2022-08-01,3645810000
2022-08-02,3713325000
2022-08-03,3690819999
2022-08-04,3587297000
2022-08-05,3740331000
2022-08-08,3731328999
2022-08-09,3753834000
2022-08-10,3830351000
2022-08-11,3942876000
2022-08-12,4086908000
2022-08-15,3911369000
2022-08-16,3789842000
2022-08-17,3771838000
2022-08-18,3830351000
2022-08-19,3812347000
2022-08-22,3713325000
2022-08-23,3848355000
2022-08-24,3902367000
2022-08-25,3924872000
2022-08-26,3861858000
2022-08-29,3897866000
2022-08-30,3749333000
2022-08-31,3681818000
2022-09-01,3614302999
2022-09-02,3749333000
2022-09-06,3776339000
2022-09-07,3821349000
2022-09-08,3879861999
2022-09-09,4068903999
2022-09-12,4082407000
2022-09-13,3969882000
2022-09-14,4154423000
2022-09-15,4176927999
2022-09-16,4068903999
2022-09-19,4194932000
2022-09-20,4122916000
2022-09-21,4068903999
2022-09-22,4032896000
2022-09-23,3758335000
2022-09-26,3627806000
2022-09-27,3794343000
2022-09-28,3816848000
2022-09-29,3794343000
2022-09-30,3761316000
2022-10-03,3970278000
2022-10-04,4041414000
2022-10-05,4116996000
2022-10-06,4299282000
2022-10-07,4188132000
2022-10-10,4090319999
2022-10-11,4148118000
2022-10-12,4112550000
2022-10-13,4397094000
2022-10-14,4161455999
2022-10-17,4205916000
2022-10-18,4223700000
2022-10-19,4414878000
2022-10-20,4610502000
2022-10-21,4801680000
2022-10-24,4717206000
2022-10-25,4748328000
2022-10-26,4855032000
2022-10-27,4628286000
2022-10-28,4526028000
2022-10-31,4708314000
2022-11-01,4748328000
2022-11-02,4672746000
2022-11-03,5086224000
2022-11-04,5184036000
2022-11-07,5401890000
2022-11-08,5428566000
2022-11-09,5130684000
2022-11-10,5170698000
2022-11-11,5255172000
2022-11-14,5201820000
2022-11-15,5490810000
2022-11-16,5481918000
2022-11-17,5508594000
2022-11-18,5317416000
2022-11-21,5246280000
2022-11-22,5455242000
2022-11-23,5392998000
2022-11-25,5379660000
2022-11-28,5370768000
2022-11-29,5366322000
2022-11-30,5513040000
2022-12-01,5535270000
2022-12-02,5730894000
2022-12-05,5348538000
2022-12-06,5295186000
2022-12-07,5081778000
2022-12-08,5179590000
2022-12-09,4957290000
2022-12-12,5086224000
2022-12-13,5215158000
2022-12-14,5152914000
2022-12-15,5161806000
2022-12-16,5108454000
2022-12-19,5121792000
2022-12-20,5241834000
2022-12-21,5361876000
2022-12-22,5264064000
2022-12-23,5388552000
2022-12-27,5366322000
2022-12-28,5281848000
2022-12-29,5361876000
2022-12-30,5419674000
2023-01-03,5106255000
2023-01-04,5123939000
2023-01-05,5225622000
2023-01-06,5499724000
2023-01-09,5473198000
2023-01-10,5499724000
2023-01-11,5512987000
2023-01-12,5685406000
2023-01-13,5694248000
2023-01-17,5716353000
2023-01-18,5490882000
2023-01-19,5561618000
2023-01-20,5760563000
2023-01-23,5804773000
2023-01-24,5826878000
2023-01-25,6016981000
2023-01-26,6149611000
2023-01-27,6078875000
2023-01-30,6025823000
2023-01-31,6140769000
2023-02-01,6158453000
2023-02-02,5751721000
2023-02-03,5809194000
2023-02-06,5791510000
2023-02-07,5972771000
2023-02-08,6154032000
2023-02-09,6034665000
2023-02-10,6229189000
2023-02-13,6242452000
2023-02-14,6220347000
2023-02-15,6255715000
2023-02-16,6193821000
2023-02-17,6193821000
2023-02-21,6078875000
2023-02-22,5844562000
2023-02-23,6215926000
2023-02-24,6728762000
2023-02-27,6927707000
2023-02-28,6759709000
2023-03-01,6817182000
2023-03-02,6790656000
2023-03-03,6781814000
2023-03-06,6715499000
2023-03-07,6706657000
2023-03-08,6706657000
2023-03-09,6512133000
2023-03-10,6428134000
2023-03-13,6065612000
2023-03-14,6052349000
2023-03-15,5601407000
2023-03-16,5601407000
2023-03-17,5459935000
2023-03-20,5623512000
2023-03-21,5986034000
2023-03-22,5760563000
2023-03-23,5552776000
2023-03-24,5530671000
2023-03-27,5778247000
2023-03-28,5871088000
2023-03-29,6003718000
2023-03-30,5999297000
2023-03-31,6007365000
2023-04-03,6205410000
2023-04-04,6024969000
2023-04-05,5958954000
2023-04-06,5910543000
2023-04-10,5945751000
2023-04-11,5932548000
2023-04-12,5980959000
2023-04-13,5963355000
2023-04-14,5967756000
2023-04-17,5879736000
2023-04-18,5862132000
2023-04-19,5954553000
2023-04-20,5796117000
2023-04-21,5730102000
2023-04-24,5989761000
2023-04-25,5646483000
2023-04-26,5637681000
2023-04-27,5906142000
2023-04-28,6024969000
2023-05-01,5967756000
2023-05-02,5655285000
2023-05-03,5642082000
2023-05-04,5857731000
2023-05-05,6271425000
2023-05-08,6152598000
2023-05-09,6218613000
2023-05-10,6227415000
2023-05-11,6196608000
2023-05-12,6196608000
2023-05-15,6095385000
2023-05-16,5928147000
2023-05-17,5906142000
2023-05-18,5950152000
2023-05-19,6108588000
2023-05-22,6271425000
2023-05-23,6192207000
2023-05-24,6315435000
2023-05-25,6108588000
2023-05-26,6130593000
2023-05-30,6121791000
2023-05-31,5782914000
2023-06-01,6170202000
2023-06-02,6539886000
2023-06-05,6363846000
2023-06-06,6275826000
2023-06-07,6522282000
2023-06-08,6539886000
2023-06-09,6566292000
2023-06-12,6412257000
2023-06-13,6465069000
2023-06-14,6531084000
2023-06-15,6473871000
2023-06-16,6478272000
2023-06-20,6693921000
2023-06-21,6671916000
2023-06-22,6614703000
2023-06-23,6500277000
2023-06-26,6781941000
2023-06-27,6984387000
2023-06-28,6997590000
2023-06-29,7182432000
2023-06-30,7261278000
2023-07-03,7331182000
2023-07-05,7173898000
2023-07-06,7099625000
2023-07-07,7488466000
2023-07-10,7593322000
2023-07-11,7903521000
2023-07-12,7772451000
2023-07-13,7623905000
2023-07-14,7562738999
2023-07-17,7654488000
2023-07-18,7872938000
2023-07-19,7859830999
2023-07-20,7632642999
2023-07-21,7602059999
2023-07-24,7781188999
2023-07-25,8025853000
2023-07-26,8191875000
2023-07-27,7671963999
2023-07-28,8091388000
2023-07-31,8012746000
2023-08-01,7820509999
2023-08-02,7864200000
2023-08-03,7973425000
2023-08-04,7999638999
2023-08-07,7951580000
2023-08-08,7907890000
2023-08-09,7990901000
2023-08-10,8069542999
2023-08-11,8222458000
2023-08-14,8095757000
2023-08-15,7964687000
2023-08-16,8012746000
2023-08-17,7864200000
2023-08-18,7982163000
2023-08-21,8004008000
2023-08-22,7934104000
2023-08-23,8038959999
2023-08-24,7877307000
2023-08-25,7916628000
2023-08-28,8121971000
2023-08-29,8222458000
2023-08-30,8301100000
2023-08-31,8318576000
2023-09-01,8541395000
2023-09-05,8799166000
2023-09-06,9026354000
2023-09-07,8987033000
2023-09-08,9188007000
2023-09-11,9166162000
2023-09-12,9354029000
2023-09-13,9083151000
2023-09-14,9083151000
2023-09-15,9113734000
2023-09-18,9253542000
2023-09-19,8917129000
2023-09-20,8908391000
2023-09-21,8921498000
2023-09-22,9109365000
2023-09-25,9201114000
2023-09-26,9052568000
2023-09-27,9301601000
2023-09-28,9148686000
2023-09-29,8886546000
2023-10-02,8688000000
2023-10-03,8653248000
2023-10-04,8370888000
2023-10-05,8257944000
2023-10-06,8314416000
2023-10-09,8718408000
2023-10-10,8688000000
2023-10-11,8731440000
2023-10-12,8696688000
2023-10-13,8913888000
2023-10-16,8879136000
2023-10-17,9048552000
2023-10-18,9061584000
2023-10-19,8987736000
2023-10-20,8939952000
2023-10-23,8970360000
2023-10-24,8874792000
2023-10-25,8657592000
2023-10-26,9439512000
2023-10-27,9383040000
2023-10-30,9296160000
2023-10-31,9348288000
2023-11-01,9504672000
2023-11-02,9747936000
2023-11-03,9665400000
2023-11-06,9552456000
2023-11-07,9165840000
2023-11-08,9044208000
2023-11-09,9078960000
2023-11-10,9361320000
2023-11-13,9404760000
2023-11-14,9356976000
2023-11-15,9222312000
2023-11-16,8748816000
2023-11-17,8961672000
2023-11-20,9105024000
2023-11-21,9148464000
2023-11-22,9087648000
2023-11-24,9252720000
2023-11-27,9139776000
2023-11-28,9005112000
2023-11-29,8787912000
2023-11-30,9000768000
2023-12-01,8983392000
2023-12-04,8887824000
2023-12-05,8818320000
2023-12-06,8192784000
2023-12-07,8140655999
2023-12-08,8218848000
2023-12-11,8249255999
2023-12-12,8114592000
2023-12-13,8392608000
2023-12-14,8640216000
2023-12-15,8718408000
2023-12-18,8740128000
2023-12-19,8840040000
2023-12-20,8766192000
2023-12-21,8692344000
2023-12-22,8792256000
2023-12-26,8866104000
2023-12-27,8866104000
2023-12-28,8796600000
2023-12-29,8748816000
2024-01-02,8693680000
2024-01-03,8619968000
2024-01-04,8481215999
2024-01-05,8598288000
2024-01-08,8260080000
2024-01-09,8173360000
2024-01-10,8025936000
2024-01-11,8090976000
2024-01-12,8186368000
2024-01-16,8086639999
2024-01-17,8134336000
2024-01-18,8260080000
2024-01-19,8398832000
2024-01-22,8515904000
2024-01-23,8476880000
2024-01-24,8563600000
2024-01-25,8658992000
2024-01-26,8919152000
2024-01-29,8845440000
2024-01-30,8580944000
2024-01-31,8385824000
2024-02-01,8381487999
2024-02-02,8182032000
2024-02-05,8151680000
2024-02-06,8216720000
2024-02-07,8273087999
2024-02-08,8346800000
2024-02-09,8299104000
2024-02-12,8325120000
2024-02-13,8234063999
2024-02-14,8338128000
2024-02-15,8537584000
2024-02-16,8550591999
2024-02-20,8645984000
2024-02-21,8789072000
2024-02-22,9331072000
2024-02-23,9335408000
2024-02-26,9526192000
2024-02-27,9526192000
2024-02-28,9500176000
2024-02-29,9404784000
2024-03-01,9790688000
2024-03-04,9400448000
2024-03-05,9461152000
2024-03-06,9361424000
2024-03-07,9643264000
2024-03-08,9547872000
2024-03-11,9660608000
2024-03-12,9677952000
2024-03-13,10072528000
2024-03-14,10423744000
2024-03-15,10644880000
2024-03-18,10657888000
2024-03-19,10818320000
2024-03-20,10787968000
2024-03-21,10922384000
2024-03-22,10961408000
2024-03-25,10987424000
2024-03-26,10996096000
2024-03-27,10983088000
2024-03-28,10887696000
2024-04-01,11052464000
2024-04-02,11429696000
2024-04-03,11663840000
2024-04-04,11434032000
2024-04-05,11676848000
2024-04-08,11542432000
2024-04-09,11355984000
2024-04-10,11685520000
2024-04-11,11429696000
2024-04-12,11217232000
2024-04-15,11043792000
2024-04-16,10961408000
2024-04-17,10987424000
2024-04-18,10909376000
2024-04-19,10935392000
2024-04-22,11004768000
2024-04-23,11204224000
2024-04-24,11152192000
2024-04-25,11529424000
2024-04-26,11529424000
2024-04-29,11533760000
2024-04-30,11108832000
2024-05-01,10996096000
2024-05-02,11243248000
2024-05-03,11256256000
2024-05-06,11429696000
2024-05-07,11585792000
2024-05-08,11533760000
2024-05-09,11633488000
2024-05-10,11533760000
2024-05-13,11455712000
2024-05-14,11572784000
2024-05-15,11520752000
2024-05-16,11477392000
2024-05-17,11486064000
2024-05-20,11672512000
2024-05-21,11529424000
2024-05-22,11009104000
2024-05-23,11095824000
2024-05-24,11204224000
2024-05-28,11395008000
2024-05-29,11212896000
2024-05-30,11329968000
2024-05-31,11355984000
2024-06-03,10623200000
2024-06-04,10545152000
2024-06-05,10527808000
2024-06-06,10566832000
2024-06-07,10523472000
2024-06-10,10800976000
2024-06-11,10688240000
2024-06-12,10805312000
2024-06-13,10614528000
2024-06-14,10514800000
2024-06-17,10558160000
2024-06-18,10683904000
2024-06-20,10714256000
2024-06-21,10831328000
2024-06-24,11082816000
2024-06-25,11204224000
2024-06-26,11143520000
2024-06-27,11243248000
2024-06-28,11338640000
2024-07-01,11386336000
2024-07-02,11355984000
2024-07-03,11390672000
2024-07-05,11269264000
2024-07-08,11347312000
2024-07-09,11260592000
2024-07-10,11490400000
2024-07-11,11689856000
2024-07-12,11564112000
2024-07-15,12262208000
2024-07-16,12140800000
2024-07-17,11889312000
2024-07-18,11984704000
2024-07-19,12205840000
2024-07-22,12049902000
2024-07-23,12153150000
2024-07-24,11740158000
2024-07-25,12209076000
2024-07-26,12419874000
2024-07-29,12626370000
2024-07-30,12480102000
2024-07-31,12690900000
2024-08-01,12389760000
2024-08-02,11641212000
2024-08-05,11026026000
2024-08-06,11056140000
2024-08-07,10845342000
2024-08-08,11245428000
2024-08-09,11176596000
