,FTI
2006-05-08,1262818827
2006-05-09,1415227996
2006-05-10,1508850771
2006-05-11,1487078032
2006-05-12,1443532555
2006-05-15,1388012073
2006-05-16,1377125703
2006-05-17,1342289322
2006-05-18,1327048405
2006-05-19,1328137042
2006-05-22,1316162036
2006-05-23,1325959768
2006-05-24,1311807488
2006-05-25,1355352965
2006-05-26,1370593882
2006-05-30,1384746162
2006-05-31,1411962085
2006-06-01,1429380275
2006-06-02,1440266645
2006-06-05,1415227996
2006-06-06,1392366620
2006-06-07,1330314316
2006-06-08,1344466596
2006-06-09,1327048405
2006-06-12,1262818827
2006-06-13,1213830165
2006-06-14,1231248356
2006-06-15,1302009756
2006-06-16,1288946113
2006-06-19,1230159719
2006-06-20,1211652891
2006-06-21,1263907464
2006-06-22,1269350648
2006-06-23,1320516583
2006-06-26,1328137042
2006-06-27,1341200685
2006-06-28,1356441602
2006-06-29,1420671180
2006-06-30,1427203002
2006-07-03,1455477585
2006-07-05,1468589996
2006-07-06,1475146201
2006-07-07,1440179773
2006-07-10,1448921380
2006-07-11,1474053500
2006-07-12,1491536714
2006-07-13,1437994371
2006-07-14,1475146201
2006-07-17,1413954951
2006-07-18,1406306045
2006-07-19,1466404594
2006-07-20,1400842540
2006-07-21,1342929393
2006-07-24,1318889974
2006-07-25,1375710420
2006-07-26,1301406759
2006-07-27,1268625733
2006-07-28,1310148367
2006-07-31,1337465889
2006-08-01,1350578300
2006-08-02,1387730130
2006-08-03,1386637429
2006-08-04,1374617719
2006-08-07,1381173924
2006-08-08,1360412608
2006-08-09,1329816983
2006-08-10,1339651291
2006-08-11,1310148367
2006-08-14,1291572451
2006-08-15,1317797273
2006-08-16,1326538880
2006-08-17,1285016246
2006-08-18,1315611871
2006-08-21,1321075376
2006-08-22,1346207496
2006-08-23,1326538880
2006-08-24,1340743992
2006-08-25,1314519170
2006-08-28,1299221358
2006-08-29,1278460041
2006-08-30,1231473903
2006-08-31,1248957117
2006-09-01,1255513322
2006-09-05,1322168076
2006-09-06,1293757853
2006-09-07,1283923545
2006-09-08,1242400911
2006-09-11,1188858568
2006-09-12,1196507474
2006-09-13,1192136670
2006-09-14,1161541046
2006-09-15,1168097251
2006-09-18,1132038122
2006-09-19,1120018412
2006-09-20,1109091403
2006-09-21,1110184104
2006-09-22,1099257095
2006-09-25,1088330086
2006-09-26,1111276805
2006-09-27,1135316224
2006-09-28,1133130822
2006-09-29,1139687028
2006-10-02,2229109815
2006-10-03,2139508342
2006-10-04,2165733163
2006-10-05,2255334636
2006-10-06,2259705440
2006-10-09,2240036824
2006-10-10,2303413476
2006-10-11,2268447047
2006-10-12,2342750708
2006-10-13,2382087940
2006-10-16,2502285038
2006-10-17,2491358029
2006-10-18,2460762404
2006-10-19,2559105484
2006-10-20,2526324457
2006-10-23,2539436868
2006-10-24,2635594546
2006-10-25,2615925930
2006-10-26,2642150752
2006-10-27,2539436868
2006-10-30,2561290886
2006-10-31,2565661689
2006-11-01,2493543430
2006-11-02,2489172627
2006-11-03,2537251466
2006-11-06,2559105484
2006-11-07,2548178475
2006-11-08,2591886511
2006-11-09,2587515707
2006-11-10,2526324457
2006-11-13,2493543430
2006-11-14,2482616422
2006-11-15,2530695261
2006-11-16,2482616422
2006-11-17,2452020797
2006-11-20,2452020797
2006-11-21,2476060216
2006-11-22,2449835395
2006-11-24,2447649993
2006-11-27,2395200350
2006-11-28,2436722984
2006-11-29,2513212047
2006-11-30,2548178475
2006-12-01,2574403296
2006-12-04,2561290886
2006-12-05,2587515707
2006-12-06,2633409144
2006-12-07,2622482136
2006-12-08,2664004769
2006-12-11,2659633966
2006-12-12,2639965350
2006-12-13,2674931778
2006-12-14,2709898207
2006-12-15,2677117180
2006-12-18,2615925930
2006-12-19,2688044189
2006-12-20,2648706957
2006-12-21,2650892359
2006-12-22,2639965350
2006-12-26,2613740528
2006-12-27,2644336153
2006-12-28,2631223743
2006-12-29,2615925930
2007-01-03,1203831842
2007-01-04,1156602171
2007-01-05,1148205785
2007-01-08,1170246298
2007-01-09,1148205785
2007-01-10,1149255333
2007-01-11,1131413013
2007-01-12,1177593136
2007-01-16,1152403978
2007-01-17,1167097654
2007-01-18,1159750816
2007-01-19,1200683198
2007-01-22,1198584101
2007-01-23,1231120097
2007-01-24,1238466935
2007-01-25,1213277777
2007-01-26,1219575066
2007-01-29,1208030035
2007-01-30,1246863321
2007-01-31,1262606544
2007-02-01,1275201123
2007-02-02,1278349768
2007-02-05,1260507448
2007-02-06,1264705641
2007-02-07,1246863321
2007-02-08,1284647058
2007-02-09,1282547961
2007-02-12,1285696606
2007-02-13,1318232602
2007-02-14,1311935312
2007-02-15,1341322663
2007-02-16,1348669501
2007-02-20,1336074922
2007-02-21,1348669501
2007-02-22,1387502786
2007-02-23,1377007304
2007-02-26,1388552334
2007-02-27,1341322663
2007-02-28,1341322663
2007-03-01,1357065887
2007-03-02,1333975825
2007-03-05,1317183053
2007-03-06,1352867694
2007-03-07,1377007304
2007-03-08,1374908207
2007-03-09,1365462273
2007-03-12,1366511821
2007-03-13,1360214532
2007-03-14,1375957755
2007-03-15,1365462273
2007-03-16,1357065887
2007-03-19,1386453238
2007-03-20,1383304593
2007-03-21,1416890137
2007-03-22,1412691944
2007-03-23,1405345106
2007-03-26,1427385620
2007-03-27,1426336071
2007-03-28,1416890137
2007-03-29,1441029747
2007-03-30,1422137878
2007-04-02,1444178392
2007-04-03,1431583813
2007-04-04,1446277488
2007-04-05,1447327036
2007-04-09,1447327036
2007-04-10,1474615291
2007-04-11,1445227940
2007-04-12,1471466646
2007-04-13,1469367550
2007-04-16,1474615291
2007-04-17,1473565743
2007-04-18,1422137878
2007-04-19,1411642396
2007-04-20,1412691944
2007-04-23,1425286523
2007-04-24,1426336071
2007-04-25,1471466646
2007-04-26,1474615291
2007-04-27,1480912580
2007-04-30,1445227940
2007-05-01,1442079295
2007-05-02,1451525229
2007-05-03,1484061225
2007-05-04,1487209870
2007-05-07,1480912580
2007-05-08,1449426133
2007-05-09,1492457611
2007-05-10,1442079295
2007-05-11,1497705352
2007-05-14,1506101738
2007-05-15,1523944059
2007-05-16,1501903545
2007-05-17,1522894510
2007-05-18,1532340445
2007-05-21,1556480054
2007-05-22,1531290896
2007-05-23,1540736831
2007-05-24,1496655804
2007-05-25,1524993607
2007-05-29,1521844962
2007-05-30,1544935024
2007-05-31,1541786379
2007-06-01,1541786379
2007-06-04,1590065598
2007-06-05,1573272826
2007-06-06,1535489089
2007-06-07,1498754901
2007-06-08,1507151287
2007-06-11,1522894510
2007-06-12,1508200835
2007-06-13,1540736831
2007-06-14,1559628699
2007-06-15,1565925989
2007-06-18,1569074633
2007-06-19,1575371923
2007-06-20,1540736831
2007-06-21,1603709726
2007-06-22,1615254756
2007-06-25,1581669212
2007-06-26,1564876440
2007-06-27,1590065598
2007-06-28,1601610629
2007-06-29,1615254756
2007-07-02,1664583524
2007-07-03,1665633072
2007-07-05,1675079007
2007-07-06,1692921327
2007-07-09,1705515906
2007-07-10,1703416809
2007-07-11,1734903257
2007-07-12,1782132928
2007-07-13,1809421182
2007-07-16,1814668924
2007-07-17,1824114858
2007-07-18,1857700402
2007-07-19,1899682332
2007-07-20,1907029170
2007-07-23,1905979622
2007-07-24,1868195885
2007-07-25,1930119231
2007-07-26,1895484139
2007-07-27,1840907630
2007-07-30,1894434591
2007-07-31,1866096788
2007-08-01,1812569827
2007-08-02,1843006726
2007-08-03,1798925700
2007-08-06,1831461696
2007-08-07,1879740915
2007-08-08,1918574201
2007-08-09,1853502209
2007-08-10,1894434591
2007-08-13,1868195885
2007-08-14,1829362599
2007-08-15,1757993318
2007-08-16,1709714099
2007-08-17,1770587897
2007-08-20,1778984283
2007-08-21,1754844673
2007-08-22,1762191511
2007-08-23,1794727507
2007-08-24,1861898595
2007-08-27,1838808534
2007-08-28,1798925700
2007-08-29,1868195885
2007-08-30,1884988657
2007-08-31,1931168779
2007-09-04,2017231736
2007-09-05,2029826315
2007-09-06,2052916376
2007-09-07,2038222701
2007-09-10,2040321798
2007-09-11,2101195596
2007-09-12,2133731592
2007-09-13,2188308101
2007-09-14,2254429641
2007-09-17,2273321509
2007-09-18,2223992741
2007-09-19,2261776478
2007-09-20,2267024220
2007-09-21,2314253891
2007-09-24,2279618799
2007-09-25,2272271961
2007-09-26,2338393501
2007-09-27,2384573624
2007-09-28,2350988080
2007-10-01,4672588809
2007-10-02,4657895133
2007-10-03,4613814107
2007-10-04,4615913203
2007-10-05,4666291519
2007-10-08,4676787002
2007-10-09,4838417432
2007-10-10,5094507205
2007-10-11,5123894556
2007-10-12,5176371969
2007-10-15,5151182811
2007-10-16,5153281907
2007-10-17,5138588232
2007-10-18,5149083714
2007-10-19,4764949055
2007-10-22,4720868028
2007-10-23,4823723757
2007-10-24,4861507494
2007-10-25,5117597267
2007-10-26,5298119566
2007-10-29,5453452707
2007-10-30,4901390327
2007-10-31,4945471354
2007-11-01,4836318336
2007-11-02,4947570450
2007-11-05,4911885810
2007-11-06,5071417144
2007-11-07,4939174064
2007-11-08,4937074968
2007-11-09,4798534599
2007-11-12,4460580062
2007-11-13,4464778255
2007-11-14,4567633984
2007-11-15,4414399939
2007-11-16,4447985483
2007-11-19,4498363799
2007-11-20,4546643019
2007-11-21,4445886387
2007-11-23,4548742115
2007-11-26,4567633984
2007-11-27,4534048440
2007-11-28,4473174641
2007-11-29,4601219528
2007-11-30,4534048440
2007-12-03,4628507782
2007-12-04,4655796037
2007-12-05,4689381581
2007-12-06,4796435502
2007-12-07,4748156283
2007-12-10,4762849958
2007-12-11,4626408686
2007-12-12,4722967125
2007-12-13,4701976160
2007-12-14,4710372546
2007-12-17,4538246633
2007-12-18,4450084580
2007-12-19,4445886387
2007-12-20,4555039405
2007-12-21,4578129466
2007-12-24,4680985195
2007-12-26,4779642730
2007-12-27,4733462607
2007-12-28,4800633695
2007-12-31,4624309589
2008-01-02,4726177920
2008-01-03,5357326680
2008-01-04,5225571720
2008-01-07,5142693600
2008-01-08,5117192640
2008-01-09,5057690400
2008-01-10,5091691680
2008-01-11,4949311320
2008-01-14,5136318360
2008-01-15,4779304920
2008-01-16,4517920080
2008-01-17,4422291480
2008-01-18,4407415920
2008-01-22,4320287640
2008-01-23,4271410800
2008-01-24,4407415920
2008-01-25,4347913680
2008-01-28,4386165120
2008-01-29,4328787960
2008-01-30,4186407600
2008-01-31,3976024680
2008-02-01,4033401840
2008-02-04,3973899600
2008-02-05,3842144639
2008-02-06,3842144639
2008-02-07,3808143360
2008-02-08,3980274840
2008-02-11,4124780280
2008-02-12,4148156160
2008-02-13,4305412080
2008-02-14,4256535240
2008-02-15,4207658400
2008-02-19,4335163200
2008-02-20,4473293400
2008-02-21,4460542920
2008-02-22,4503044520
2008-02-25,4528545480
2008-02-26,4753803960
2008-02-27,4828181760
2008-02-28,4945061160
2008-02-29,4679426160
2008-03-03,4700676960
2008-03-04,4643299800
2008-03-05,4836682080
2008-03-06,4730428080
2008-03-07,4605048360
2008-03-10,4441417200
2008-03-11,4639049640
2008-03-12,4626299160
2008-03-13,4738928400
2008-03-14,4813306200
2008-03-17,4566796920
2008-03-18,4945061160
2008-03-19,4613548680
2008-03-20,4449917520
2008-03-24,4596548040
2008-03-25,4615673760
2008-03-26,4832431920
2008-03-27,4675176000
2008-03-28,4660300440
2008-03-31,4698551880
2008-04-01,4775054760
2008-04-02,4917435120
2008-04-03,4923810360
2008-04-04,5093816760
2008-04-07,5108692320
2008-04-08,5138443440
2008-04-09,5166069480
2008-04-10,5189445360
2008-04-11,5104442160
2008-04-14,5278698720
2008-04-15,5463580680
2008-04-16,5612336280
2008-04-17,5493331800
2008-04-18,5782342680
2008-04-21,5786592840
2008-04-22,5707964880
2008-04-23,5563459440
2008-04-24,5495456880
2008-04-25,5665463280
2008-04-28,5676088680
2008-04-29,5440204800
2008-04-30,5548583880
2008-05-01,5421079080
2008-05-02,5516707680
2008-05-05,5565584520
2008-05-06,5650587720
2008-05-07,5637837240
2008-05-08,6130855800
2008-05-09,6428367000
2008-05-12,6262610760
2008-05-13,6458118120
2008-05-14,6275361240
2008-05-15,6458118120
2008-05-16,6487869240
2008-05-19,6475118760
2008-05-20,6443242560
2008-05-21,6581372760
2008-05-22,6241359960
2008-05-23,6239234880
2008-05-27,6043727520
2008-05-28,6143606280
2008-05-29,5918347800
2008-05-30,5933223360
2008-06-02,5969349720
2008-06-03,5931098280
2008-06-04,6016101480
2008-06-05,6394365720
2008-06-06,6209483760
2008-06-09,6453867960
2008-06-10,6258360600
2008-06-11,6226484400
2008-06-12,6139356120
2008-06-13,6232859640
2008-06-16,6307237440
2008-06-17,6487869240
2008-06-18,6502744800
2008-06-19,6492119400
2008-06-20,6345488880
2008-06-23,6677001360
2008-06-24,6447492720
2008-06-25,6375240000
2008-06-26,6379490160
2008-06-27,6203108520
2008-06-30,6351864120
2008-07-01,6438836052
2008-07-02,6154082246
2008-07-03,5964954718
2008-07-07,5964954718
2008-07-08,5850203185
2008-07-09,5852328213
2008-07-10,5996830144
2008-07-11,6079706252
2008-07-14,6188082700
2008-07-15,5824702844
2008-07-16,5780077248
2008-07-17,5582449606
2008-07-18,5663200686
2008-07-21,5941579406
2008-07-22,5697201140
2008-07-23,5478323215
2008-07-24,5610074976
2008-07-25,5637700345
2008-07-28,5344446426
2008-07-29,5112818330
2008-07-30,5471948130
2008-07-31,5102193188
2008-08-01,5083067932
2008-08-04,4694187735
2008-08-05,4715438019
2008-08-06,4842939723
2008-08-07,4764313672
2008-08-08,4607061571
2008-08-11,4566686031
2008-08-12,4473184782
2008-08-13,4800439155
2008-08-14,4706937906
2008-08-15,4517810378
2008-08-18,4407308901
2008-08-19,4451934498
2008-08-20,4626186826
2008-08-21,4715438019
2008-08-22,4615561684
2008-08-25,4519935406
2008-08-26,4621936770
2008-08-27,4709062934
2008-08-28,4704812877
2008-08-29,4658062252
2008-09-02,4271307084
2008-09-03,4222431430
2008-09-04,4211806288
2008-09-05,4252181828
2008-09-08,4069429385
2008-09-09,3754925182
2008-09-10,3986553278
2008-09-11,4075804471
2008-09-12,4364808333
2008-09-15,3973803108
2008-09-16,4094929726
2008-09-17,3888801972
2008-09-18,3990803335
2008-09-19,4590061344
2008-09-22,4483809924
2008-09-23,4239431658
2008-09-24,4196931090
2008-09-25,4273432112
2008-09-26,4207556232
2008-09-29,3748550097
2008-09-30,4048179102
2008-10-01,3903677170
2008-10-02,3312919275
2008-10-03,3525422115
2008-10-06,3368170014
2008-10-07,3293794020
2008-10-08,3308669218
2008-10-09,3259793565
2008-10-10,3011165242
2008-10-13,3474421434
2008-10-14,3610423251
2008-10-15,3200292770
2008-10-16,3425545780
2008-10-17,3189667628
2008-10-20,3465921320
2008-10-21,3247043395
2008-10-22,2877288453
2008-10-23,2900663766
2008-10-24,2666910642
2008-10-27,2426782432
2008-10-28,2613784932
2008-10-29,2768912005
2008-10-30,2958039532
2008-10-31,3043040668
2008-11-03,3179042486
2008-11-04,3463796292
2008-11-05,3249168423
2008-11-06,2926164106
2008-11-07,2762536920
2008-11-10,2626535102
2008-11-11,2416157290
2008-11-12,2212154564
2008-11-13,2652035443
2008-11-14,2365156609
2008-11-17,2284405530
2008-11-18,2350281410
2008-11-19,2131403485
2008-11-20,1770148657
2008-11-21,1997526696
2008-11-24,2171779024
2008-11-25,2214279592
2008-11-26,2450157745
2008-11-28,2388531921
2008-12-01,2105903144
2008-12-02,2218529649
2008-12-03,2188779252
2008-12-04,1957151156
2008-12-05,2093152974
2008-12-08,2144153655
2008-12-09,2161153882
2008-12-10,2118653314
2008-12-11,2044277320
2008-12-12,2052777434
2008-12-15,2044277320
2008-12-16,2125028400
2008-12-17,2137778570
2008-12-18,1999651724
2008-12-19,2010276866
2008-12-22,1910400531
2008-12-23,1935900872
2008-12-24,1918900645
2008-12-26,1974151383
2008-12-29,1967776298
2008-12-30,2040027264
2008-12-31,2071902690
2009-01-02,2201529422
2009-01-05,2301405757
2009-01-06,2496908370
2009-01-07,2409782205
2009-01-08,2486283228
2009-01-09,2335406211
2009-01-12,2197279365
2009-01-13,2229154791
2009-01-14,2118653314
2009-01-15,2214279592
2009-01-16,2282280501
2009-01-20,2167528968
2009-01-21,2375781751
2009-01-22,2271655359
2009-01-23,2441657631
2009-01-26,2567034307
2009-01-27,2530908824
2009-01-28,2792287317
2009-01-29,2626535102
2009-01-30,2573409392
2009-02-02,2316280956
2009-02-03,2356656495
2009-02-04,2414032262
2009-02-05,2520283682
2009-02-06,2590409619
2009-02-09,2607409846
2009-02-10,2530908824
2009-02-11,2492658313
2009-02-12,2543658994
2009-02-13,2433157518
2009-02-17,2403407120
2009-02-18,2348156382
2009-02-19,2390656950
2009-02-20,2286530558
2009-02-23,2127153428
2009-02-24,2269530331
2009-02-25,2267405302
2009-02-26,2324781069
2009-02-27,2303530785
2009-03-02,2112278229
2009-03-03,2069777661
2009-03-04,2184529195
2009-03-05,2095278002
2009-03-06,2116528286
2009-03-09,2133528513
2009-03-10,2314155927
2009-03-11,2233404848
2009-03-12,2350281410
2009-03-13,2354531467
2009-03-16,2499033398
2009-03-17,2586159562
2009-03-18,2654160471
2009-03-19,2847538056
2009-03-20,2724286408
2009-03-23,2953789476
2009-03-24,2853913141
2009-03-25,2834787885
2009-03-26,2832662857
2009-03-27,2800787431
2009-03-30,2751911778
2009-03-31,2728536465
2009-04-01,2751978600
2009-04-02,2875233240
2009-04-03,3030364080
2009-04-06,2900734200
2009-04-07,2817856080
2009-04-08,2921985000
2009-04-09,3096241560
2009-04-13,3070740600
2009-04-14,3011238360
2009-04-15,3009113280
2009-04-16,3108992040
2009-04-17,3242872080
2009-04-20,2985737400
2009-04-21,3083491080
2009-04-22,3083491080
2009-04-23,3026113920
2009-04-24,3142993320
2009-04-27,3036739320
2009-04-28,2941110720
2009-04-29,3125992680
2009-04-30,2977237080
2009-05-01,3036739320
2009-05-04,3238621920
2009-05-05,3164244120
2009-05-06,3240747000
2009-05-07,3130242840
2009-05-08,3370376880
2009-05-11,3215246040
2009-05-12,3219496200
2009-05-13,3030364080
2009-05-14,3102616800
2009-05-15,3096241560
2009-05-18,3285373680
2009-05-19,3393752760
2009-05-20,3485131199
2009-05-21,3336375600
2009-05-22,3355501320
2009-05-26,3497881680
2009-05-27,3387377520
2009-05-28,3385252440
2009-05-29,3621136320
2009-06-01,3801768120
2009-06-02,3793267800
2009-06-03,3616886160
2009-06-04,3731640479
2009-06-05,3653012520
2009-06-08,3553133759
2009-06-09,3608385840
2009-06-10,3580759800
2009-06-11,3646637280
2009-06-12,3553133759
2009-06-15,3419253720
2009-06-16,3347001000
2009-06-17,3274748280
2009-06-18,3264122880
2009-06-19,3264122880
2009-06-22,3062240280
2009-06-23,3117492360
2009-06-24,3132367920
2009-06-25,3338500680
2009-06-26,3289623840
2009-06-29,3310874640
2009-06-30,3268373040
2009-07-01,3305226642
2009-07-02,3169191590
2009-07-06,3179819329
2009-07-07,3073541945
2009-07-08,3054412016
2009-07-09,3075667492
2009-07-10,3060788659
2009-07-13,3103299612
2009-07-14,3184070424
2009-07-15,3320105476
2009-07-16,3381746358
2009-07-17,3417880669
2009-07-20,3517781410
2009-07-21,3564543459
2009-07-22,3490149290
2009-07-23,3566669007
2009-07-24,3598552222
2009-07-27,3628309889
2009-07-28,3617682151
2009-07-29,3653816461
2009-07-30,3721833987
2009-07-31,3785600418
2009-08-03,3894003349
2009-08-04,3842990205
2009-08-05,3806855894
2009-08-06,3787725965
2009-08-07,3798353704
2009-08-10,3849366848
2009-08-11,3772847132
2009-08-12,3896128897
2009-08-13,3991778543
2009-08-14,3879124516
2009-08-17,3762219393
2009-08-18,3851492396
2009-08-19,3928012112
2009-08-20,4017285115
2009-08-21,4170324548
2009-08-24,4234090978
2009-08-25,4189454477
2009-08-26,4217086597
2009-08-27,4217086597
2009-08-28,4234090978
2009-08-31,4149069071
2009-09-01,3996029638
2009-09-02,3981150804
2009-09-03,4053419425
2009-09-04,4146943523
2009-09-08,4372251577
2009-09-09,4327615076
2009-09-10,4389255959
2009-09-11,4484905604
2009-09-14,4614564013
2009-09-15,4754850160
2009-09-16,4752724612
2009-09-17,4710213658
2009-09-18,4729343588
2009-09-21,4750599064
2009-09-22,4812239947
2009-09-23,4671953800
2009-09-24,4521039915
2009-09-25,4506161081
2009-09-28,4603936274
2009-09-29,4595434084
2009-09-30,4544420939
2009-10-01,4402009245
2009-10-02,4346745005
2009-10-05,4499784438
2009-10-06,4644321680
2009-10-07,4691083729
2009-10-08,4814365495
2009-10-09,4807988852
2009-10-12,4861127544
2009-10-13,4816491042
2009-10-14,4971656023
2009-10-15,5016292524
2009-10-16,4978032666
2009-10-19,5050301287
2009-10-20,4958902737
2009-10-21,5073682312
2009-10-22,5114067718
2009-10-23,5016292524
2009-10-26,4914266236
2009-10-27,4922768426
2009-10-28,4688958182
2009-10-29,4835620972
2009-10-30,4576304155
2009-11-02,4657074966
2009-11-03,4742096874
2009-11-04,4708088111
2009-11-05,4890885211
2009-11-06,4927019522
2009-11-09,5099188884
2009-11-10,5069431216
2009-11-11,5088561145
2009-11-12,4941898356
2009-11-13,4965279380
2009-11-16,5097063336
2009-11-17,5016292524
2009-11-18,4954651642
2009-11-19,4835620972
2009-11-20,4729343588
2009-11-23,4805863304
2009-11-24,4784607827
2009-11-25,4852625353
2009-11-27,4682581539
2009-11-30,4739971326
2009-12-01,4910015140
2009-12-02,4958902737
2009-12-03,4829244328
2009-12-04,4776105636
2009-12-07,4742096874
2009-12-08,4606061822
2009-12-09,4618815108
2009-12-10,4733594683
2009-12-11,4739971326
2009-12-14,4824993233
2009-12-15,4897261854
2009-12-16,5009915881
2009-12-17,4965279380
2009-12-18,5007790334
2009-12-21,5067305669
2009-12-22,5111942170
2009-12-23,5109816622
2009-12-24,5114067718
2009-12-28,5118318813
2009-12-29,5111942170
2009-12-30,5077933407
2009-12-31,5031171358
2010-01-04,2633420825
2010-01-05,2679049404
2010-01-06,2692086140
2010-01-07,2660580693
2010-01-08,2708382061
2010-01-11,2651889535
2010-01-12,2571496325
2010-01-13,2596483404
2010-01-14,2583446667
2010-01-15,2614952115
2010-01-19,2654062325
2010-01-20,2598656194
2010-01-21,2498707879
2010-01-22,2411796300
2010-01-25,2428092221
2010-01-26,2399845958
2010-01-27,2410709905
2010-01-28,2378118063
2010-01-29,2363994932
2010-02-01,2453079300
2010-02-02,2473720800
2010-02-03,2498707879
2010-02-04,2405277932
2010-02-05,2383550037
2010-02-08,2378118063
2010-02-09,2460684063
2010-02-10,2463943247
2010-02-11,2551941220
2010-02-12,2554114010
2010-02-16,2604088167
2010-02-17,2484584747
2010-02-18,2436783379
2010-02-19,2449820116
2010-02-22,2445474537
2010-02-23,2398759563
2010-02-24,2492189510
2010-02-25,2524781352
2010-02-26,2497621484
2010-03-01,2530213326
2010-03-02,2559545983
2010-03-03,2695345325
2010-03-04,2655148720
2010-03-05,2735541930
2010-03-08,2695345325
2010-03-09,2701863693
2010-03-10,2732282745
2010-03-11,2715986825
2010-03-12,2764874587
2010-03-15,2706209272
2010-03-16,2817021534
2010-03-17,2827885482
2010-03-18,2757269824
2010-03-19,2675790219
2010-03-22,2710554851
2010-03-23,2754010640
2010-03-24,2715986825
2010-03-25,2725764377
2010-03-26,2740973903
2010-03-29,2799639219
2010-03-30,2906105902
2010-03-31,2873514060
2010-04-01,2922396536
2010-04-05,3009938740
2010-04-06,3051007922
2010-04-07,2993727221
2010-04-08,3003454133
2010-04-09,2979677238
2010-04-12,2999131061
2010-04-13,2964546486
2010-04-14,3011019508
2010-04-15,3002373365
2010-04-16,2919154232
2010-04-19,2875923514
2010-04-20,2973192630
2010-04-21,2960223415
2010-04-22,3012100276
2010-04-23,3087754033
2010-04-26,3107207856
2010-04-27,2963465718
2010-04-28,2982919542
2010-04-29,3243384617
2010-04-30,2994807989
2010-05-03,3049927154
2010-05-04,2934284984
2010-05-05,2834854332
2010-05-06,2728939073
2010-05-07,2621943046
2010-05-10,2895377338
2010-05-11,2797027454
2010-05-12,2874842747
2010-05-13,2829450493
2010-05-14,2717050626
2010-05-17,2666254532
2010-05-18,2650043013
2010-05-19,2611135367
2010-05-20,2451181710
2010-05-21,2610054599
2010-05-24,2545208522
2010-05-25,2615458439
2010-05-26,2616539206
2010-05-27,2759200576
2010-05-28,2572227721
2010-06-01,2182070491
2010-06-02,2260966551
2010-06-03,2235028120
2010-06-04,2180989723
2010-06-07,2105335966
2010-06-08,2146405148
2010-06-09,2132355165
2010-06-10,2303116501
2010-06-11,2324731860
2010-06-14,2333378004
2010-06-15,2449020174
2010-06-16,2447939406
2010-06-17,2423081743
2010-06-18,2439293263
2010-06-21,2432808655
2010-06-22,2366881810
2010-06-23,2390658705
2010-06-24,2365801042
2010-06-25,2385254865
2010-06-28,2330135700
2010-06-29,2285824214
2010-06-30,2329054932
2010-07-01,2381087064
2010-07-02,2430080625
2010-07-06,2522624018
2010-07-07,2680492159
2010-07-08,2747994399
2010-07-09,2745816907
2010-07-12,2729485720
2010-07-13,2749083145
2010-07-14,2734929449
2010-07-15,2720775754
2010-07-16,2642386056
2010-07-19,2671782193
2010-07-20,2743639416
2010-07-21,2704444567
2010-07-22,2783923010
2010-07-23,2840537792
2010-07-26,2754526874
2010-07-27,2672870939
2010-07-28,2728396974
2010-07-29,2813319147
2010-07-30,2819851622
2010-08-02,2881910132
2010-08-03,2871022674
2010-08-04,2910217523
2010-08-05,2886265115
2010-08-06,2848159012
2010-08-09,2894975082
2010-08-10,2829650334
2010-08-11,2739284432
2010-08-12,2721864500
2010-08-13,2762148094
2010-08-16,2799165451
2010-08-17,2899330065
2010-08-18,2840537792
2010-08-19,2776301790
2010-08-20,2746905653
2010-08-23,2762148094
2010-08-24,2763236840
2010-08-25,2753438128
2010-08-26,2752349382
2010-08-27,2849247758
2010-08-30,2768680569
2010-08-31,2756704365
2010-09-01,2887353861
2010-09-02,2937436168
2010-09-03,2966832305
2010-09-07,2906951286
2010-09-08,2901507557
2010-09-09,2898241319
2010-09-10,2936347422
2010-09-13,3001672170
2010-09-14,2955944847
2010-09-15,2960299830
2010-09-16,2926548710
2010-09-17,2903685048
2010-09-20,3012559628
2010-09-21,2947234880
2010-09-22,2915661252
2010-09-23,2899330065
2010-09-24,3010382137
2010-09-27,2963566067
2010-09-28,2985340983
2010-09-29,3073529393
2010-09-30,3043044511
2010-10-01,6264368237
2010-10-04,6092379246
2010-10-05,6288623095
2010-10-06,6290828082
2010-10-07,6184988703
2010-10-08,6392257486
2010-10-11,6425332292
2010-10-12,6476046995
2010-10-13,6573066425
2010-10-14,6502506839
2010-10-15,6579681387
2010-10-18,6493686891
2010-10-19,6348157745
2010-10-20,6456202111
2010-10-21,6513531775
2010-10-22,6524556710
2010-10-25,6517941749
2010-10-26,6513531775
2010-10-27,6612756192
2010-10-28,6348157745
2010-10-29,6506916814
2010-11-01,6524556710
2010-11-02,6656855934
2010-11-03,6745055416
2010-11-04,6985399006
2010-11-05,7044933656
2010-11-08,7086828410
2010-11-09,6972169083
2010-11-10,7093443372
2010-11-11,7139748100
2010-11-12,6923659368
2010-11-15,7003038902
2010-11-16,6899404510
2010-11-17,6987603993
2010-11-18,7238972517
2010-11-19,7472701146
2010-11-22,7496956004
2010-11-23,7349221870
2010-11-24,7605000369
2010-11-26,7536645771
2010-11-29,7629255227
2010-11-30,7602795382
2010-12-01,7865188843
2010-12-02,8008513001
2010-12-03,8019537937
2010-12-06,8043792794
2010-12-07,7951183338
2010-12-08,7891648687
2010-12-09,7871803804
2010-12-10,7924723493
2010-12-13,7915903545
2010-12-14,7882828739
2010-12-15,7728479645
2010-12-16,7986463131
2010-12-17,7801244218
2010-12-20,7838728998
2010-12-21,7904878610
