,FNMA
2004-08-24,73686932441
2004-08-25,73606680395
2004-08-26,74198579608
2004-08-27,73707000970
2004-08-30,74258771150
2004-08-31,74690158247
2004-09-01,74088223766
2004-09-02,75392421327
2004-09-03,76305352797
2004-09-07,77790130000
2004-09-08,77037710645
2004-09-09,77198222762
2004-09-10,77047744910
2004-09-13,76897260036
2004-09-14,76696609859
2004-09-15,76506001972
2004-09-16,76686582617
2004-09-17,77459063478
2004-09-20,76225099749
2004-09-21,75894034230
2004-09-22,70918034232
2004-09-23,67366614879
2004-09-24,65721324557
2004-09-27,66714516099
2004-09-28,67175998966
2004-09-29,66463709647
2004-09-30,63604518106
2004-10-01,63292500000
2004-10-04,63738699030
2004-10-05,64020000000
2004-10-06,65426497090
2004-10-07,66930000000
2004-10-08,66978502910
2004-10-11,66619600000
2004-10-12,66212201940
2004-10-13,66706897090
2004-10-14,66066700970
2004-10-15,66706897090
2004-10-18,66736002910
2004-10-19,65727201940
2004-10-20,65416801940
2004-10-21,65135501940
2004-10-22,65620501940
2004-10-25,64863902910
2004-10-26,67056097090
2004-10-27,68103699030
2004-10-28,68142500000
2004-10-29,68045501940
2004-11-01,68307398060
2004-11-02,69296801940
2004-11-03,66706897090
2004-11-04,67735101939
2004-11-05,67996998060
2004-11-08,67900000000
2004-11-09,67948502910
2004-11-10,67803001940
2004-11-11,68385000000
2004-11-12,68297703880
2004-11-15,68093997090
2004-11-16,67318001940
2004-11-17,67094898060
2004-11-18,66968800970
2004-11-19,66056998060
2004-11-22,66221897090
2004-11-23,65824200970
2004-11-24,65668997090
2004-11-26,65717500000
2004-11-29,65911497090
2004-11-30,66638997090
2004-12-01,69548997090
2004-12-02,69131897090
2004-12-03,69529600000
2004-12-06,68811801940
2004-12-07,68278299030
2004-12-08,67793299030
2004-12-09,67725399999
2004-12-10,68113400970
2004-12-13,68870000000
2004-12-14,68278299030
2004-12-15,68569301940
2004-12-16,67221002910
2004-12-17,68200698059
2004-12-20,67337398060
2004-12-21,68239498060
2004-12-22,69762398060
2004-12-23,67531402910
2004-12-27,67628400970
2004-12-28,67744796120
2004-12-29,68268597090
2004-12-30,69190101940
2004-12-31,69073699030
2005-01-03,69131897090
2005-01-04,67812703880
2005-01-05,67706002910
2005-01-06,68239498060
2005-01-07,67900000000
2005-01-10,68064898060
2005-01-11,68336497090
2005-01-12,68220101939
2005-01-13,67841801940
2005-01-14,67424701940
2005-01-18,67608997090
2005-01-19,65407100000
2005-01-20,64213997090
2005-01-21,62904498060
2005-01-24,63146998060
2005-01-25,62380698059
2005-01-26,62865698059
2005-01-27,61653200970
2005-01-28,62099397090
2005-01-31,62613502910
2005-02-01,64184898060
2005-02-02,62487398060
2005-02-03,62099397090
2005-02-04,63185799030
2005-02-07,62516497090
2005-02-08,60004200970
2005-02-09,60954800000
2005-02-10,59354299030
2005-02-11,60547398060
2005-02-14,61284600000
2005-02-15,61323400970
2005-02-16,60159400000
2005-02-17,58791700970
2005-02-18,57133001940
2005-02-22,56065999030
2005-02-23,55445200000
2005-02-24,55241500970
2005-02-25,55969000970
2005-02-28,56706199030
2005-03-01,57782900000
2005-03-02,57821700970
2005-03-03,56754698060
2005-03-04,56745000000
2005-03-07,56260000000
2005-03-08,55765301940
2005-03-09,55386998060
2005-03-10,55988400970
2005-03-11,55580999030
2005-03-14,55959299030
2005-03-15,55678001940
2005-03-16,55241500970
2005-03-17,52865000000
2005-03-18,53359698060
2005-03-21,53233600970
2005-03-22,52341199030
2005-03-23,52535200000
2005-03-24,52583699030
2005-03-28,53233600970
2005-03-29,53059000970
2005-03-30,53495501940
2005-03-31,52816500970
2005-04-01,516428019400
2005-04-04,499161990300
2005-04-05,507115990299
2005-04-06,525255019400
2005-04-07,534955019400
2005-04-08,534955019400
2005-04-11,538640990299
2005-04-12,550669000000
2005-04-13,544946000000
2005-04-14,543976019400
2005-04-15,525836990300
2005-04-18,527680019400
2005-04-19,521763009699
2005-04-20,516719000000
2005-04-21,516040009700
2005-04-22,511965990299
2005-04-25,519240990299
2005-04-26,510607990300
2005-04-27,518756000000
2005-04-28,506728019400
2005-04-29,523315009700
2005-05-02,521471980600
2005-05-03,524769980600
2005-05-04,543684990300
2005-05-05,539611009700
2005-05-06,533790990299
2005-05-09,539805019400
2005-05-10,530201999999
2005-05-11,539998980600
2005-05-12,526515990299
2005-05-13,520405019400
2005-05-16,535925000000
2005-05-17,539126019400
2005-05-18,548050000000
2005-05-19,548438009699
2005-05-20,550184009700
2005-05-23,556780019400
2005-05-24,562600000000
2005-05-25,553190990300
2005-05-26,575888990300
2005-05-27,589178019400
2005-05-31,574628019400
2005-06-01,571911990300
2005-06-02,577732009700
2005-06-03,568517009700
2005-06-06,568323000000
2005-06-07,564734009700
2005-06-08,564152000000
2005-06-09,564442990300
2005-06-10,562600000000
2005-06-13,563861009700
2005-06-14,566092009700
2005-06-15,563084990300
2005-06-16,571330019400
2005-06-17,583455019400
2005-06-20,586073980600
2005-06-21,592476019400
2005-06-22,584619000000
2005-06-23,575113009700
2005-06-24,563084990300
2005-06-27,561242009700
2005-06-28,570263009700
2005-06-29,570651019400
2005-06-30,566480019400
2005-07-01,57045700970
2005-07-05,56745000000
2005-07-06,56667398060
2005-07-07,57375501940
2005-07-08,57200900970
2005-07-11,57288200970
2005-07-12,57133001940
2005-07-13,57520999030
2005-07-14,58277601940
2005-07-15,58005999030
2005-07-18,57637398060
2005-07-19,57356100970
2005-07-20,57482198060
2005-07-21,56764400000
2005-07-22,56648001940
2005-07-25,55784698060
2005-07-26,55969000970
2005-07-27,54999000970
2005-07-28,55580999030
2005-07-29,54184200970
2005-08-01,54174498060
2005-08-02,54193899030
2005-08-03,53738001940
2005-08-04,54193899030
2005-08-05,53311199030
2005-08-08,52574000970
2005-08-09,53185101940
2005-08-10,51060799030
2005-08-11,50440000000
2005-08-12,49634898060
2005-08-15,49081998060
2005-08-16,48742500000
2005-08-17,48800700970
2005-08-18,49237198060
2005-08-19,49305101940
2005-08-22,49334200970
2005-08-23,49324498060
2005-08-24,49179000970
2005-08-25,49440900970
2005-08-26,48897700000
2005-08-29,49275999030
2005-08-30,48955900970
2005-08-31,49508800970
2005-09-01,48092601940
2005-09-02,48102300000
2005-09-06,47597900000
2005-09-07,47471799030
2005-09-08,47045000000
2005-09-09,47229299030
2005-09-12,47335999030
2005-09-13,46094400000
2005-09-14,46734600000
2005-09-15,46375700970
2005-09-16,46812198060
2005-09-19,46113800970
2005-09-20,45260200000
2005-09-21,44329000970
2005-09-22,44629698060
2005-09-23,45105000000
2005-09-26,44794600000
2005-09-27,45299000970
2005-09-28,40458699030
2005-09-29,43543299030
2005-09-30,43475400000
2005-10-03,42970999030
2005-10-04,41137700000
2005-10-05,40371399030
2005-10-06,40701199030
2005-10-07,41079498060
2005-10-10,41428699030
2005-10-11,41535400000
2005-10-12,42039800000
2005-10-13,42175600000
2005-10-14,43271700970
2005-10-17,43339600000
2005-10-18,43339600000
2005-10-19,44212601940
2005-10-20,43844000970
2005-10-21,43892500000
2005-10-24,44872198060
2005-10-25,44532700000
2005-10-26,45483299030
2005-10-27,45454200970
2005-10-28,46598800970
2005-10-31,46094400000
2005-11-01,45784000970
2005-11-02,45929498060
2005-11-03,45648200970
2005-11-04,45590000000
2005-11-07,46055600000
2005-11-08,45570600000
2005-11-09,45008001940
2005-11-10,44998299030
2005-11-11,46453299030
2005-11-14,46317500000
2005-11-15,45502700000
2005-11-16,45153499030
2005-11-17,45153499030
2005-11-18,46307801940
2005-11-21,47559099030
2005-11-22,48305999030
2005-11-23,48858899030
2005-11-25,48577601940
2005-11-28,47724000970
2005-11-29,47947100000
2005-11-30,46608499030
2005-12-01,46880101940
2005-12-02,46550301940
2005-12-05,46230200000
2005-12-06,46171998060
2005-12-07,45939200970
2005-12-08,45628800970
2005-12-09,46560000000
2005-12-12,46171998060
2005-12-13,46899498060
2005-12-14,46492100000
2005-12-15,46424200970
2005-12-16,46084698060
2005-12-19,45822801940
2005-12-20,45473600970
2005-12-21,45716100970
2005-12-22,46608499030
2005-12-23,46899498060
2005-12-27,46996500970
2005-12-28,46647300000
2005-12-29,46540600000
2005-12-30,47345700970
2006-01-03,47326541942
2006-01-04,47336250000
2006-01-05,51637780000
2006-01-06,52239799029
2006-01-09,52725299029
2006-01-10,52200958058
2006-01-11,53890500000
2006-01-12,53307901942
2006-01-13,52861239029
2006-01-17,52414580000
2006-01-18,51715458058
2006-01-19,52531098058
2006-01-20,51666909029
2006-01-23,51521260971
2006-01-24,52181541942
2006-01-25,52531098058
2006-01-26,55298450971
2006-01-27,56220901942
2006-01-30,56152931942
2006-01-31,56259739029
2006-02-01,55910181942
2006-02-02,55735401942
2006-02-03,54337159029
2006-02-06,54376000000
2006-02-07,52667041942
2006-02-08,53045730971
2006-02-09,53055439029
2006-02-10,53055439029
2006-02-13,52531098058
2006-02-14,53055439029
2006-02-15,52773848058
2006-02-16,53482681942
2006-02-17,52919500000
2006-02-21,52463129029
2006-02-22,54288610000
2006-02-23,55482939029
2006-02-24,54443970000
2006-02-27,54376000000
2006-02-28,53094280000
2006-03-01,54201220000
2006-03-02,53259348058
2006-03-03,52938920000
2006-03-06,52268931942
2006-03-07,52968049029
2006-03-08,52540810971
2006-03-09,52113568058
2006-03-10,52366030000
2006-03-13,51433870971
2006-03-14,51705750000
2006-03-15,51802848058
2006-03-16,51880530000
2006-03-17,51851401942
2006-03-20,52841818058
2006-03-21,52016470000
2006-03-22,52977760971
2006-03-23,52948629029
2006-03-24,52599068058
2006-03-27,52492260971
2006-03-28,51851401942
2006-03-29,51103730971
2006-03-30,50297799029
2006-03-31,49909401942
2006-04-03,49618098058
2006-04-04,51628068058
2006-04-05,52521390000
2006-04-06,52220379029
2006-04-07,51773720000
2006-04-10,51929080000
2006-04-11,50948370971
2006-04-12,50928950971
2006-04-13,50880401942
2006-04-17,50977500000
2006-04-18,51802848058
2006-04-19,51094019029
2006-04-20,51249379029
2006-04-21,50734750000
2006-04-24,50297799029
2006-04-25,49967659029
2006-04-26,49763750000
2006-04-27,49889980971
2006-04-28,49132598058
2006-05-01,48452901942
2006-05-02,49045208058
2006-05-03,49297670000
2006-05-04,48957818058
2006-05-05,49919110000
2006-05-08,48685939029
2006-05-09,50025920000
2006-05-10,50006500000
2006-05-11,49278250000
2006-05-12,49385060971
2006-05-15,49705489029
2006-05-16,49511291942
2006-05-17,48414060971
2006-05-18,48035370971
2006-05-19,48433480971
2006-05-22,48812170000
2006-05-23,49249120971
2006-05-24,48472318058
2006-05-25,49045208058
2006-05-26,48928689029
2006-05-30,48452901942
2006-05-31,48307250000
2006-06-01,49948239029
2006-06-02,50249250000
2006-06-05,48569420000
2006-06-06,47656681942
2006-06-07,48015950971
2006-06-08,48404348058
2006-06-09,47831458058
2006-06-12,46510901942
2006-06-13,46064239029
2006-06-14,45889458058
2006-06-15,46811909029
2006-06-16,45879750000
2006-06-19,45743810971
2006-06-20,45792360000
2006-06-21,46219598058
2006-06-22,45704970000
2006-06-23,45025269029
2006-06-26,45345700971
2006-06-27,45054401942
2006-06-28,45170920000
2006-06-29,46860458058
2006-06-30,46705098058
2006-07-03,47569291942
2006-07-05,47627549029
2006-07-06,47491610000
2006-07-07,47579000000
2006-07-10,48045080000
2006-07-11,47734360000
2006-07-12,47676098058
2006-07-13,46384670000
2006-07-14,45724390000
2006-07-17,45433090971
2006-07-18,45462220000
2006-07-19,47151760971
2006-07-20,47248860000
2006-07-21,46306989029
2006-07-24,47268280000
2006-07-25,47297409029
2006-07-26,46714810971
2006-07-27,46229310971
2006-07-28,47608129029
2006-07-31,46520610000
2006-08-01,46064239029
2006-08-02,45821489029
2006-08-03,46064239029
2006-08-04,46132208058
2006-08-07,46083659029
2006-08-08,45879750000
2006-08-09,45976848058
2006-08-10,46530318058
2006-08-11,46326409029
2006-08-14,46501189029
2006-08-15,47501318058
2006-08-16,47608129029
2006-08-17,47773200971
2006-08-18,47899431942
2006-08-21,47792620971
2006-08-22,47889720000
2006-08-23,47744068058
2006-08-24,50035629029
2006-08-25,49686068058
2006-08-28,50317220000
2006-08-29,51229958058
2006-08-30,51123151942
2006-08-31,51123151942
2006-09-01,50657068058
2006-09-05,50453159029
2006-09-06,50404610000
2006-09-07,50161860000
2006-09-08,50793010971
2006-09-11,50326931942
2006-09-12,51268799029
2006-09-13,51463000000
2006-09-14,51365901942
2006-09-15,52210670000
2006-09-18,52210670000
2006-09-19,52336901942
2006-09-20,52550519029
2006-09-21,51938791942
2006-09-22,51958208058
2006-09-25,53346739029
2006-09-26,53987598058
2006-09-27,53511810971
2006-09-28,53657458058
2006-09-29,54288610000
2006-10-02,53047960000
2006-10-03,54225290000
2006-10-04,55587490973
2006-10-05,55869658054
2006-10-06,56073990973
2006-10-09,56356158054
2006-10-10,55704250000
2006-10-11,56521570000
2006-10-12,57008070000
2006-10-13,56667521946
2006-10-16,57105369027
2006-10-17,56920500000
2006-10-18,58224320000
2006-10-19,57407000000
2006-10-20,57329158054
2006-10-23,57192939027
2006-10-24,56959420973
2006-10-25,57582140000
2006-10-26,58272969027
2006-10-27,57815658054
2006-10-30,57961610000
2006-10-31,57659978054
2006-11-01,56755091946
2006-11-02,56842658054
2006-11-03,56725899027
2006-11-06,57951880973
2006-11-07,58282701946
2006-11-08,59985451946
2006-11-09,59382189027
2006-11-10,58749740973
2006-11-13,57903228054
2006-11-14,57601600973
2006-11-15,57494570000
2006-11-16,57465380973
2006-11-17,56570219027
2006-11-20,56365890000
2006-11-21,56326969027
2006-11-22,56502110000
2006-11-24,55840469027
2006-11-27,54419890000
2006-11-28,54877201946
2006-11-29,55373430000
2006-11-30,55490189027
2006-12-01,55295591946
2006-12-04,56326969027
2006-12-05,56365890000
2006-12-06,56920500000
2006-12-07,58000530973
2006-12-08,57981070000
2006-12-11,58234048054
2006-12-12,58564869027
2006-12-13,58516219027
2006-12-14,58594060973
2006-12-15,58642710000
2006-12-18,58535680000
2006-12-19,58467570000
2006-12-20,58817850973
2006-12-21,58730280973
2006-12-22,58068640000
2006-12-26,58331350973
2006-12-27,58623250000
2006-12-28,58477298054
2006-12-29,57786469027
2007-01-03,58243780973
2007-01-04,58243780973
2007-01-05,57961610000
2007-01-08,57484841946
2007-01-09,56920500000
2007-01-10,56346430000
2007-01-11,56579951946
2007-01-12,56774548054
2007-01-16,56988610000
2007-01-17,55704250000
2007-01-18,55675060973
2007-01-19,55461000000
2007-01-22,54916119027
2007-01-23,55159369027
2007-01-24,55334509027
2007-01-25,55042610000
2007-01-26,54186369027
2007-01-29,54030689027
2007-01-30,54322591946
2007-01-31,55003689027
2007-02-01,55606951946
2007-02-02,55519380973
2007-02-05,55071798054
2007-02-06,55470728054
2007-02-07,55519380973
2007-02-08,54906390000
2007-02-09,54760439027
2007-02-12,54614490973
2007-02-13,55908579027
2007-02-14,57144290000
2007-02-15,57407000000
2007-02-16,58068640000
2007-02-20,58263240973
2007-02-21,58535680000
2007-02-22,58525951946
2007-02-23,57883771946
2007-02-26,57543219027
2007-02-27,55295591946
2007-02-28,55227478054
2007-03-01,54916119027
2007-03-02,53369048054
2007-03-05,51685759027
2007-03-06,53349591946
2007-03-07,52999310973
2007-03-08,54001500000
2007-03-09,54059880973
2007-03-12,52804710000
2007-03-13,51510619027
2007-03-14,52152798054
2007-03-15,52629570000
2007-03-16,52337670973
2007-03-19,53213369027
2007-03-20,53826360000
2007-03-21,55908579027
2007-03-22,55217750000
2007-03-23,55100990973
2007-03-26,55023149027
2007-03-27,54546380973
2007-03-28,53028500000
2007-03-29,53699869027
2007-03-30,53106341946
2007-04-02,52999310973
2007-04-03,53174451946
2007-04-04,52863091946
2007-04-05,52863091946
2007-04-09,52960390000
2007-04-10,52804710000
2007-04-11,52386320000
2007-04-12,52512810973
2007-04-13,52483619027
2007-04-16,55383158054
2007-04-17,55431810973
2007-04-18,56278320000
2007-04-19,56463189027
2007-04-20,57475110000
2007-04-23,56910771946
2007-04-24,56307509027
2007-04-25,57348619027
2007-04-26,57504298054
2007-04-27,57407000000
2007-04-30,57329158054
2007-05-01,57679439027
2007-05-02,58204860000
2007-05-03,59450298054
2007-05-04,59537869027
2007-05-07,60014640000
2007-05-08,60773579027
2007-05-09,61133591946
2007-05-10,60384380973
2007-05-11,60900070000
2007-05-14,60510869027
2007-05-15,60277350973
2007-05-16,61522790000
2007-05-17,61289271946
2007-05-18,61474140000
2007-05-21,61581170973
2007-05-22,61717390000
2007-05-23,63857987081
2007-05-24,63001750000
2007-05-25,62816878053
2007-05-29,62427683892
2007-05-30,62359566108
2007-05-31,62194158054
2007-06-01,62632012919
2007-06-04,62865530973
2007-06-05,63069859999
2007-06-06,62320652919
2007-06-07,61727119027
2007-06-08,62612548054
2007-06-11,64918560973
2007-06-12,65609390000
2007-06-13,67010512919
2007-06-14,66611579027
2007-06-15,66893750000
2007-06-18,67613768054
2007-06-19,67117542919
2007-06-20,64986670973
2007-06-21,65512091945
2007-06-22,64218000000
2007-06-25,64451518054
2007-06-26,64889371946
2007-06-27,64607201946
2007-06-28,63760689027
2007-06-29,63566091945
2007-07-02,64917101948
2007-07-03,65111898052
2007-07-05,65131382922
2007-07-06,64761258052
2007-07-09,64225561948
2007-07-10,62277559026
2007-07-11,62988578052
2007-07-12,64634640974
2007-07-13,64021022922
2007-07-16,63835960974
2007-07-17,64128156104
2007-07-18,63680117078
2007-07-19,63397656104
2007-07-20,62530797078
2007-07-23,63085977078
2007-07-24,61176940974
2007-07-25,61254859026
2007-07-26,59511398052
2007-07-27,57845859026
2007-07-30,59365300974
2007-07-31,58284160000
2007-08-01,57670539026
2007-08-02,57427039026
2007-08-03,55157620974
2007-08-06,60875000000
2007-08-07,62754820000
2007-08-08,65014500000
2007-08-09,64215820000
2007-08-10,64732039026
2007-08-13,62452882922
2007-08-14,61245120974
2007-08-15,59852300974
2007-08-16,63456101948
2007-08-17,65501500000
2007-08-20,65745000000
2007-08-21,67186522922
2007-08-22,67576117078
2007-08-23,66358617078
2007-08-24,65443061948
2007-08-27,64751522922
2007-08-28,61917180000
2007-08-29,64050241948
2007-08-30,61751601948
2007-08-31,63904140974
2007-09-04,64001539026
2007-09-05,61157460974
2007-09-06,60456180000
2007-09-07,60894480000
2007-09-10,61128238052
2007-09-11,62073020000
2007-09-12,61206160000
2007-09-13,60485398052
2007-09-14,59686719026
2007-09-17,58946480000
2007-09-18,60913960974
2007-09-19,62316520000
2007-09-20,60894480000
2007-09-21,61089280974
2007-09-24,59881520000
2007-09-25,60076320000
2007-09-26,59988660000
2007-09-27,60388000000
2007-09-28,59228940974
2007-10-01,60802771946
2007-10-02,63322841945
2007-10-03,64256920973
2007-10-04,65570469027
2007-10-05,65482902919
2007-10-08,65181268054
2007-10-09,65142347081
2007-10-10,64607201946
2007-10-11,64169347081
2007-10-12,64256920973
2007-10-15,63147701946
2007-10-16,62028750000
2007-10-17,60510869027
2007-10-18,59265430000
2007-10-19,57261048054
2007-10-22,56579951946
2007-10-23,56696710000
2007-10-24,54682600973
2007-10-25,55713978054
2007-10-26,58409189027
2007-10-29,55869658054
2007-10-30,55451271946
2007-10-31,55499920973
2007-11-01,53028500000
2007-11-02,51189530973
2007-11-05,50596000000
2007-11-06,53894469027
2007-11-07,48445670973
2007-11-08,48455399027
2007-11-09,47677000000
2007-11-12,45789380973
2007-11-13,47871600973
2007-11-14,46528860000
2007-11-15,41877920973
2007-11-16,39591369027
2007-11-19,36565341946
2007-11-20,27487250000
2007-11-21,28440790000
2007-11-23,31330600973
2007-11-26,28139160000
2007-11-27,28606200000
2007-11-28,31427899027
2007-11-29,31515469027
2007-11-30,37382658054
2007-12-03,35271250000
2007-12-04,34230140000
2007-12-05,35154490973
2007-12-06,37694021946
2007-12-07,36039920973
2007-12-10,35913430000
2007-12-11,33364170972
2007-12-12,31252759027
2007-12-13,33821478054
2007-12-14,33743640000
2007-12-17,33568500000
2007-12-18,35417201946
2007-12-19,35572880973
2007-12-20,34687451946
2007-12-21,35991271946
2007-12-24,37334009027
2007-12-26,37752399027
2007-12-27,38540530973
2007-12-28,37304820000
2007-12-31,38980500000
2008-01-02,36523499025
2008-01-03,35021998050
2008-01-04,33198749025
2008-01-07,33374249999
2008-01-08,30839249025
2008-01-09,31892249025
2008-01-10,33978748050
2008-01-11,35821501950
2008-01-14,36094500000
2008-01-15,35392499025
2008-01-16,36367499025
2008-01-17,34125000000
2008-01-18,31346251950
2008-01-22,31287750000
2008-01-23,33910499024
2008-01-24,33335249025
2008-01-25,31004999025
2008-01-28,32214000974
2008-01-29,32087249999
2008-01-30,30351749025
2008-01-31,32935499024
2008-02-01,34515001950
2008-02-04,34622248050
2008-02-05,32399249999
2008-02-06,30537000000
2008-02-07,31560749025
2008-02-08,30342000975
2008-02-11,29006250000
2008-02-12,29688750975
2008-02-13,30683249025
2008-02-14,29581500000
2008-02-15,28655249025
2008-02-19,28255500000
2008-02-20,29084250000
2008-02-21,28265250000
2008-02-22,28001999025
2008-02-25,27563250000
2008-02-26,26295749025
2008-02-27,26588250000
2008-02-28,27202500000
2008-02-29,26958750000
2008-03-03,25779000975
2008-03-04,25301250975
2008-03-05,23663250000
2008-03-06,21157500975
2008-03-07,22200750000
2008-03-10,19314749025
2008-03-11,21450000000
2008-03-12,20514000975
2008-03-13,22395749025
2008-03-14,21801000975
2008-03-17,21654749025
2008-03-18,27514499025
2008-03-19,29942249025
2008-03-20,33442499025
2008-03-24,30381000000
2008-03-25,30390750000
2008-03-26,28518750000
2008-03-27,27270749025
2008-03-28,25369500000
2008-03-31,26320000000
2008-04-01,31500000000
2008-04-02,31530001000
2008-04-03,30870001000
2008-04-04,30340000000
2008-04-07,29850000000
2008-04-08,29000000000
2008-04-09,28120001000
2008-04-10,26530001000
2008-04-11,26040001000
2008-04-14,25340000000
2008-04-15,25950001000
2008-04-16,27780001000
2008-04-17,28250000000
2008-04-18,28549999000
2008-04-21,27920000000
2008-04-22,27129999000
2008-04-23,26299999000
2008-04-24,28030001000
2008-04-25,30930000000
2008-04-28,30020000000
2008-04-29,28350000000
2008-04-30,28299999000
2008-05-01,29750000000
2008-05-02,29500000000
2008-05-05,28290001000
2008-05-06,30809999000
2008-05-07,29049999000
2008-05-08,27629999000
2008-05-09,27809999000
2008-05-12,28250000000
2008-05-13,28120001000
2008-05-14,29889999000
2008-05-15,30230000000
2008-05-16,29889999000
2008-05-19,28950001000
2008-05-20,27740000000
2008-05-21,27410000000
2008-05-22,27900000000
2008-05-23,27590000000
2008-05-27,26530001000
2008-05-28,26809999000
2008-05-29,27150000000
2008-05-30,27020000000
2008-06-02,26969999000
2008-06-03,26719999000
2008-06-04,26309999000
2008-06-05,27590000000
2008-06-06,25709999000
2008-06-09,23680000000
2008-06-10,23809999000
2008-06-11,23330000000
2008-06-12,24889999000
2008-06-13,24770000000
2008-06-16,25600000000
2008-06-17,24670000000
2008-06-18,24930000000
2008-06-19,25000000000
2008-06-20,23809999000
2008-06-23,22340000000
2008-06-24,22639999000
2008-06-25,22660000000
2008-06-26,21040001000
2008-06-27,20799999000
2008-06-30,44131620000
2008-07-01,44312580000
2008-07-02,43950660000
2008-07-03,42480362262
2008-07-07,35603880000
2008-07-08,39856442262
2008-07-09,34631220000
2008-07-10,29858400000
2008-07-11,23185500000
2008-07-14,22009260000
2008-07-15,15992340000
2008-07-16,20923500000
2008-07-17,24723660000
2008-07-18,30310800000
2008-07-21,31962060000
2008-07-22,30333420000
2008-07-23,33930000000
2008-07-24,27189240000
2008-07-25,26126100000
2008-07-28,23321220000
2008-07-29,26239200000
2008-07-30,27619020000
2008-07-31,26013000000
2008-08-01,26736840000
2008-08-04,26759460000
2008-08-05,30763200000
2008-08-06,26239200000
2008-08-07,22506900000
2008-08-08,20471100000
2008-08-11,19000800000
2008-08-12,18141240000
2008-08-13,17394780000
2008-08-14,18616260000
2008-08-15,17892420000
2008-08-18,13911300000
2008-08-19,13594620000
2008-08-20,9952800000
2008-08-21,10970700000
2008-08-22,11310000000
2008-08-25,11739780000
2008-08-26,12712440000
2008-08-27,14657760000
2008-08-28,17982900000
2008-08-29,15472080000
2008-09-02,16806660000
2008-09-03,16557840000
2008-09-04,14522040000
2008-09-05,15924480000
2008-09-08,1651260000
2008-09-09,2239380000
2008-09-10,1673880000
2008-09-11,1764360000
2008-09-12,1673880000
2008-09-15,1379820000
2008-09-16,1085760000
2008-09-17,972660000
2008-09-18,1108380000
2008-09-19,1560779999
2008-09-22,1786980000
2008-09-23,2963220000
2008-09-24,3935880000
2008-09-25,4388280000
2008-09-26,4139460000
2008-09-29,3528720000
2008-09-30,8668980000
2008-10-01,9405560000
2008-10-02,8838960000
2008-10-03,7592440000
2008-10-06,7309140000
2008-10-07,6799200000
2008-10-08,6175940000
2008-10-09,5722660000
2008-10-10,6119280000
2008-10-13,6402579999
2008-10-14,6232600000
2008-10-15,5666000000
2008-10-16,5609340000
2008-10-17,5382700000
2008-10-20,5382700000
2008-10-21,5099400000
2008-10-22,4476140000
2008-10-23,4022860000
2008-10-24,3739560000
2008-10-27,3852880000
2008-10-28,4476140000
2008-10-29,5099400000
2008-10-30,5609340000
2008-10-31,5269380000
2008-11-03,4816100000
2008-11-04,5099400000
2008-11-05,4816100000
2008-11-06,4022860000
2008-11-07,4192840000
2008-11-10,4079520000
2008-11-11,3852880000
2008-11-12,3852880000
2008-11-13,3512920000
2008-11-14,3059640000
2008-11-17,2549700000
2008-11-18,2663020000
2008-11-19,2153080000
2008-11-20,1869780000
2008-11-21,1699800000
2008-11-24,1926440000
2008-11-25,2663020000
2008-11-26,4022860000
2008-11-28,6572560000
2008-12-01,4759440000
2008-12-02,4646120000
2008-12-03,4759440000
2008-12-04,4929420000
2008-12-05,4929420000
2008-12-08,4759440000
2008-12-09,4476140000
2008-12-10,3966199999
2008-12-11,3796220000
2008-12-12,3966199999
2008-12-15,4079520000
2008-12-16,4136180000
2008-12-17,3909539999
2008-12-18,3909539999
2008-12-19,3569580000
2008-12-22,3399600000
2008-12-23,3342940000
2008-12-24,3342940000
2008-12-26,4249500000
2008-12-29,4136180000
2008-12-30,3909539999
2008-12-31,4306160000
2009-01-02,4136180000
2009-01-05,4646120000
2009-01-06,4816100000
2009-01-07,4249500000
2009-01-08,4476140000
2009-01-09,4192840000
2009-01-12,4022860000
2009-01-13,4192840000
2009-01-14,3909539999
2009-01-15,3739560000
2009-01-16,3796220000
2009-01-20,3569580000
2009-01-21,4192840000
2009-01-22,3739560000
2009-01-23,3796220000
2009-01-26,3626240000
2009-01-27,3512920000
2009-01-28,3739560000
2009-01-29,3456260000
2009-01-30,3399600000
2009-02-02,3342940000
2009-02-03,3172960000
2009-02-04,2946320000
2009-02-05,2946320000
2009-02-06,3682900000
2009-02-09,3626240000
2009-02-10,3116300000
2009-02-11,3399600000
2009-02-12,3172960000
2009-02-13,3399600000
2009-02-17,3229619999
2009-02-18,3342940000
2009-02-19,2946320000
2009-02-20,3059640000
2009-02-23,2833000000
2009-02-24,2833000000
2009-02-25,2833000000
2009-02-26,2776340000
2009-02-27,2379720000
2009-03-02,2153080000
2009-03-03,2153080000
2009-03-04,2323060000
2009-03-05,2096420000
2009-03-06,2039760000
2009-03-09,2209740000
2009-03-10,2323060000
2009-03-11,2209740000
2009-03-12,2379720000
2009-03-13,2379720000
2009-03-16,3059640000
2009-03-17,3229619999
2009-03-18,4532800000
2009-03-19,5496020000
2009-03-20,3966199999
2009-03-23,4816100000
2009-03-24,4532800000
2009-03-25,4532800000
2009-03-26,4192840000
2009-03-27,4079520000
2009-03-30,3796220000
2009-03-31,3976699999
2009-04-01,3863080000
2009-04-02,4090320000
2009-04-03,3976699999
2009-04-06,3919889999
2009-04-07,3976699999
2009-04-08,3863080000
2009-04-09,4203940000
