,HBAN
2004-08-24,5546232240
2004-08-25,5573814000
2004-08-26,5608291200
2004-08-27,5589903360
2004-08-30,5589903360
2004-08-31,5670350160
2004-09-01,5651962320
2004-09-02,5709424320
2004-09-03,5746200000
2004-09-07,5748498480
2004-09-08,5686439520
2004-09-09,5686439520
2004-09-10,5651962320
2004-09-13,5649663840
2004-09-14,5638171440
2004-09-15,5610589680
2004-09-16,5665753200
2004-09-17,5665753200
2004-09-20,5642768400
2004-09-21,5631276000
2004-09-22,5592201840
2004-09-23,5516352000
2004-09-24,5564620080
2004-09-27,5583007920
2004-09-28,5631276000
2004-09-29,5688738000
2004-09-30,5757921590
2004-10-01,5813397350
2004-10-04,5804151390
2004-10-05,5794905430
2004-10-06,5818020330
2004-10-07,5808774370
2004-10-08,5794905430
2004-10-11,5790282450
2004-10-12,5748675630
2004-10-13,5656216030
2004-10-14,5609986230
2004-10-15,5707068810
2004-10-18,5670084970
2004-10-19,5466673850
2004-10-20,5422755540
2004-10-21,5429690010
2004-10-22,5399640640
2004-10-25,5385771700
2004-10-26,5475919810
2004-10-27,5529084080
2004-10-28,5573002390
2004-10-29,5536018550
2004-11-01,5529084080
2004-11-02,5524461100
2004-11-03,5499034710
2004-11-04,5640035600
2004-11-05,5633101130
2004-11-08,5566067920
2004-11-09,5577625370
2004-11-10,5586871330
2004-11-11,5605363250
2004-11-12,5644658580
2004-11-15,5688576890
2004-11-16,5628478150
2004-11-17,5640035600
2004-11-18,5642347090
2004-11-19,5575313880
2004-11-22,5582248350
2004-11-23,5591494310
2004-11-24,5582248350
2004-11-26,5577625370
2004-11-29,5605363250
2004-11-30,5607674740
2004-12-01,5677019440
2004-12-02,5626166660
2004-12-03,5586871330
2004-12-06,5568379410
2004-12-07,5515215140
2004-12-08,5519838120
2004-12-09,5499034710
2004-12-10,5522149610
2004-12-13,5556821960
2004-12-14,5577625370
2004-12-15,5540641530
2004-12-16,5480542790
2004-12-17,5475919810
2004-12-20,5512903650
2004-12-21,5570690900
2004-12-22,5609986230
2004-12-23,5646970070
2004-12-27,5603051760
2004-12-28,5646970070
2004-12-29,5672396460
2004-12-30,5725560730
2004-12-31,5735325760
2005-01-03,5714461600
2005-01-04,5679688000
2005-01-05,5642596160
2005-01-06,5651869120
2005-01-07,5596231360
2005-01-10,5577685440
2005-01-11,5575367200
2005-01-12,5522047680
2005-01-13,5447864000
2005-01-14,5454818720
2005-01-18,5522047680
2005-01-19,5494228800
2005-01-20,5517411200
2005-01-21,5471046400
2005-01-24,5401499200
2005-01-25,5320360800
2005-01-26,5352816160
2005-01-27,5350497920
2005-01-28,5278632480
2005-01-31,5324997280
2005-02-01,5348179680
2005-02-02,5345861440
2005-02-03,5311087840
2005-02-04,5366725600
2005-02-07,5420045120
2005-02-08,5380635040
2005-02-09,5306451360
2005-02-10,5301814880
2005-02-11,5324997280
2005-02-14,5329633760
2005-02-15,5364407360
2005-02-16,5304133120
2005-02-17,5241540640
2005-02-18,5229949440
2005-02-22,5183584640
2005-02-23,5169675200
2005-02-24,5188221120
2005-02-25,5188221120
2005-02-28,5216040000
2005-03-01,5357452640
2005-03-02,5334270240
2005-03-03,5343543200
2005-03-04,5389908000
2005-03-07,5392226240
2005-03-08,5431636320
2005-03-09,5362089120
2005-03-10,5408453920
2005-03-11,5338906720
2005-03-14,5420045120
2005-03-15,5357452640
2005-03-16,5355134400
2005-03-17,5355134400
2005-03-18,5366725600
2005-03-21,5336588480
2005-03-22,5276314240
2005-03-23,5260086560
2005-03-24,5216040000
2005-03-28,5229949440
2005-03-29,5341224960
2005-03-30,5468728160
2005-03-31,5549986300
2005-04-01,5419944780
2005-04-04,5436199970
2005-04-05,5457099500
2005-04-06,5496576390
2005-04-07,5522120260
2005-04-08,5496576390
2005-04-11,5482643370
2005-04-12,5554630640
2005-04-13,5417622610
2005-04-14,5340991000
2005-04-15,5340991000
2005-04-18,5417622610
2005-04-19,5429233460
2005-04-20,5275970240
2005-04-21,5343313170
2005-04-22,5299191940
2005-04-25,5403689590
2005-04-26,5401367420
2005-04-27,5401367420
2005-04-28,5368857040
2005-04-29,5454777330
2005-05-02,5501220730
2005-05-03,5524442430
2005-05-04,5612684890
2005-05-05,5570885830
2005-05-06,5519798090
2005-05-09,5561597150
2005-05-10,5512831580
2005-05-11,5489609880
2005-05-12,5412978270
2005-05-13,5373501380
2005-05-16,5515153750
2005-05-17,5536053280
2005-05-18,5654483950
2005-05-19,5608040550
2005-05-20,5584818850
2005-05-23,5515153750
2005-05-24,5536053280
2005-05-25,5510509410
2005-05-26,5526764600
2005-05-27,5505865070
2005-05-31,5415300440
2005-06-01,5501220730
2005-06-02,5529086770
2005-06-03,5568563660
2005-06-06,5589463190
2005-06-07,5529086770
2005-06-08,5573208000
2005-06-09,5582496680
2005-06-10,5568563660
2005-06-13,5617329230
2005-06-14,5617329230
2005-06-15,5640550930
2005-06-16,5661450460
2005-06-17,5731115560
2005-06-20,5721826880
2005-06-21,5705571690
2005-06-22,5654483950
2005-06-23,5573208000
2005-06-24,5577852340
2005-06-27,5584818850
2005-06-28,5696283010
2005-06-29,5696283010
2005-06-30,5548096200
2005-07-01,5568780900
2005-07-05,5612448600
2005-07-06,5527411500
2005-07-07,5557289400
2005-07-08,5621641800
2005-07-11,5663011200
2005-07-12,5667607800
2005-07-13,5708977200
2005-07-14,5711275500
2005-07-15,5741153400
2005-07-18,5626238400
2005-07-19,5699784000
2005-07-20,5837682000
2005-07-21,5761838100
2005-07-22,5814699000
2005-07-25,5789417700
2005-07-26,5800909200
2005-07-27,5764136400
2005-07-28,5805505800
2005-07-29,5731960200
2005-08-01,5738855100
2005-08-02,5759539800
2005-08-03,5768733000
2005-08-04,5669906100
2005-08-05,5589465600
2005-08-08,5587167300
2005-08-09,5621641800
2005-08-10,5621641800
2005-08-11,5653818000
2005-08-12,5651519700
2005-08-15,5681397600
2005-08-16,5628536700
2005-08-17,5640028200
2005-08-18,5658414600
2005-08-19,5676801000
2005-08-22,5699784000
2005-08-23,5642326500
2005-08-24,5603255400
2005-08-25,5619343500
2005-08-26,5506726800
2005-08-29,5527411500
2005-08-30,5481445500
2005-08-31,5513621700
2005-09-01,5518218300
2005-09-02,5492937000
2005-09-06,5513621700
2005-09-07,5488340400
2005-09-08,5401005000
2005-09-09,5442374400
2005-09-12,5440076100
2005-09-13,5375723700
2005-09-14,5348144100
2005-09-15,5345845800
2005-09-16,5440076100
2005-09-19,5375723700
2005-09-20,5357337300
2005-09-21,5304476400
2005-09-22,5334354300
2005-09-23,5334354300
2005-09-26,5309073000
2005-09-27,5270001900
2005-09-28,5230930800
2005-09-29,5315967900
2005-09-30,5093904060
2005-10-03,5100705000
2005-10-04,5012292780
2005-10-05,4921613580
2005-10-06,4887608880
2005-10-07,4926147540
2005-10-10,4880807940
2005-10-11,4810531560
2005-10-12,4803730620
2005-10-13,4833201360
2005-10-14,4921613580
2005-10-17,4896676800
2005-10-18,4844536260
2005-10-19,5016826740
2005-10-20,4937482440
2005-10-21,5012292780
2005-10-24,5141510640
2005-10-25,5109772920
2005-10-26,5125641780
2005-10-27,5116573860
2005-10-28,5259393600
2005-10-31,5272995480
2005-11-01,5279796420
2005-11-02,5341004880
2005-11-03,5272995480
2005-11-04,5279796420
2005-11-07,5384077500
2005-11-08,5379543540
2005-11-09,5440752000
2005-11-10,5474756700
2005-11-11,5483824620
2005-11-14,5463421800
2005-11-15,5440752000
2005-11-16,5399946360
2005-11-17,5452086900
2005-11-18,5458887840
2005-11-21,5479290660
2005-11-22,5479290660
2005-11-23,5488358580
2005-11-25,5554101000
2005-11-28,5517829320
2005-11-29,5538232140
2005-11-30,5431684080
2005-12-01,5513295360
2005-12-02,5531431200
2005-12-05,5524630260
2005-12-06,5529164220
2005-12-07,5422616160
2005-12-08,5429417100
2005-12-09,5465688780
2005-12-12,5443018980
2005-12-13,5470222740
2005-12-14,5511028380
2005-12-15,5467955760
2005-12-16,5531431200
2005-12-19,5458887840
2005-12-20,5436218040
2005-12-21,5463421800
2005-12-22,5506494420
2005-12-23,5488358580
2005-12-27,5456620860
2005-12-28,5440752000
2005-12-29,5411281260
2005-12-30,5384077500
2006-01-03,5591735280
2006-01-04,5594044960
2006-01-05,5644857920
2006-01-06,5670264400
2006-01-09,5691051520
2006-01-10,5688741840
2006-01-11,5686432160
2006-01-12,5600974000
2006-01-13,5612522400
2006-01-17,5540922320
2006-01-18,5372315680
2006-01-19,5374625360
2006-01-20,5245283280
2006-01-23,5291476880
2006-01-24,5353838240
2006-01-25,5413889920
2006-01-26,5487799680
2006-01-27,5483180320
2006-01-30,5406960880
2006-01-31,5358457600
2006-02-01,5330741440
2006-02-02,5261451040
2006-02-03,5284547840
2006-02-06,5252212320
2006-02-07,5268380080
2006-02-08,5316883360
2006-02-09,5303025280
2006-02-10,5335360800
2006-02-13,5275309120
2006-02-14,5312264000
2006-02-15,5326122080
2006-02-16,5365386640
2006-02-17,5365386640
2006-02-21,5418509280
2006-02-22,5531683600
2006-02-23,5529373920
2006-02-24,5527064240
2006-02-27,5594044960
2006-02-28,5554780400
2006-03-01,5540922320
2006-03-02,5473941600
2006-03-03,5416199600
2006-03-06,5353838240
2006-03-07,5395412480
2006-03-08,5406960880
2006-03-09,5328431760
2006-03-10,5372315680
2006-03-13,5446225440
2006-03-14,5510896480
2006-03-15,5425438320
2006-03-16,5448535120
2006-03-17,5497038400
2006-03-20,5501657760
2006-03-21,5506277120
2006-03-22,5559399760
2006-03-23,5596354640
2006-03-24,5603283680
2006-03-27,5614832080
2006-03-28,5582496560
2006-03-29,5626380480
2006-03-30,5605593360
2006-03-31,5832920770
2006-04-03,5835338060
2006-04-04,5857093670
2006-04-05,5828086190
2006-04-06,5789409550
2006-04-07,5716890850
2006-04-10,5745898330
2006-04-11,5692717950
2006-04-12,5680631500
2006-04-13,5690300660
2006-04-17,5678214210
2006-04-18,5866762830
2006-04-19,5733811880
2006-04-20,5738646460
2006-04-21,5668545050
2006-04-24,5649206730
2006-04-25,5622616540
2006-04-26,5680631500
2006-04-27,5772488520
2006-04-28,5837755350
2006-05-01,5741063750
2006-05-02,5719308140
2006-05-03,5750732910
2006-05-04,5770071230
2006-05-05,5830503480
2006-05-08,5840172640
2006-05-09,5847424510
2006-05-10,5859510960
2006-05-11,5767653940
2006-05-12,5757984780
2006-05-15,5825668900
2006-05-16,5779740390
2006-05-17,5685466080
2006-05-18,5620199250
2006-05-19,5680631500
2006-05-22,5716890850
2006-05-23,5649206730
2006-05-24,5661293180
2006-05-25,5719308140
2006-05-26,5767653940
2006-05-30,5673379630
2006-05-31,5685466080
2006-06-01,5808747870
2006-06-02,5832920770
2006-06-05,5709638980
2006-06-06,5707221690
2006-06-07,5757984780
2006-06-08,5794244130
2006-06-09,5818417030
2006-06-12,5811165160
2006-06-13,5757984780
2006-06-14,5678214210
2006-06-15,5774905810
2006-06-16,5745898330
2006-06-19,5690300660
2006-06-20,5678214210
2006-06-21,5687883370
2006-06-22,5663710470
2006-06-23,5627451120
2006-06-26,5666127760
2006-06-27,5644372150
2006-06-28,5646789440
2006-06-29,5770071230
2006-06-30,5604305760
2006-07-03,5642333280
2006-07-05,5611435920
2006-07-06,5594798880
2006-07-07,5573408400
2006-07-10,5573408400
2006-07-11,5563901520
2006-07-12,5542511040
2006-07-13,5497353360
2006-07-14,5506860240
2006-07-17,5516367120
2006-07-18,5568654960
2006-07-19,5694621120
2006-07-20,5656593600
2006-07-21,5656593600
2006-07-24,5739778800
2006-07-25,5746908960
2006-07-26,5746908960
2006-07-27,5706504720
2006-07-28,5815833840
2006-07-31,5787313200
2006-08-01,5811080400
2006-08-02,5830094160
2006-08-03,5820587280
2006-08-04,5877628560
2006-08-07,5815833840
2006-08-08,5770676160
2006-08-09,5682737520
2006-08-10,5673230640
2006-08-11,5649463440
2006-08-14,5625696240
2006-08-15,5677984080
2006-08-16,5696997840
2006-08-17,5692244400
2006-08-18,5689867680
2006-08-21,5675607360
2006-08-22,5689867680
2006-08-23,5658970320
2006-08-24,5694621120
2006-08-25,5677984080
2006-08-28,5687490960
2006-08-29,5677984080
2006-08-30,5677984080
2006-08-31,5685114240
2006-09-01,5708881440
2006-09-05,5713634880
2006-09-06,5708881440
2006-09-07,5670853920
2006-09-08,5680360800
2006-09-11,5680360800
2006-09-12,5723141760
2006-09-13,5677984080
2006-09-14,5713634880
2006-09-15,5758792560
2006-09-18,5737402080
2006-09-19,5732648640
2006-09-20,5773052880
2006-09-21,5723141760
2006-09-22,5699374560
2006-09-25,5754039120
2006-09-26,5737402080
2006-09-27,5720765040
2006-09-28,5704128000
2006-09-29,5687490960
2006-10-02,5606946800
2006-10-03,5583388200
2006-10-04,5628149540
2006-10-05,5623437820
2006-10-06,5590455780
2006-10-09,5646996420
2006-10-10,5646996420
2006-10-11,5651708140
2006-10-12,5677622600
2006-10-13,5727095660
2006-10-16,5712960500
2006-10-17,5710604640
2006-10-18,5715316360
2006-10-19,5703537060
2006-10-20,5682334320
2006-10-23,5708248780
2006-10-24,5701181200
2006-10-25,5720028080
2006-10-26,5741230820
2006-10-27,5708248780
2006-10-30,5741230820
2006-10-31,5750654260
2006-11-01,5727095660
2006-11-02,5712960500
2006-11-03,5712960500
2006-11-06,5764789420
2006-11-07,5769501140
2006-11-08,5800127320
2006-11-09,5793059740
2006-11-10,5781280440
2006-11-13,5814262480
2006-11-14,5835465220
2006-11-15,5804839040
2006-11-16,5851956240
2006-11-17,5837821080
2006-11-20,5844888660
2006-11-21,5833109360
2006-11-22,5833109360
2006-11-24,5802483180
2006-11-27,5710604640
2006-11-28,5710604640
2006-11-29,5762433560
2006-11-30,5727095660
2006-12-01,5712960500
2006-12-04,5793059740
2006-12-05,5795415600
2006-12-06,5788348020
2006-12-07,5764789420
2006-12-08,5769501140
2006-12-11,5821330060
2006-12-12,5844888660
2006-12-13,5797771460
2006-12-14,5823685920
2006-12-15,5868447260
2006-12-18,5856667960
2006-12-19,5835465220
2006-12-20,5818974200
2006-12-21,5409054560
2006-12-22,5500933100
2006-12-26,5524491700
2006-12-27,5573964760
2006-12-28,5573964760
2006-12-29,5595167500
2007-01-03,5658775720
2007-01-04,5654064000
2007-01-05,5602235080
2007-01-08,5590455780
2007-01-09,5585744060
2007-01-10,5550406160
2007-01-11,5552762020
2007-01-12,5538626860
2007-01-16,5484442080
2007-01-17,5446748320
2007-01-18,5463239340
2007-01-19,5442036600
2007-01-22,5413766280
2007-01-23,5416122140
2007-01-24,5418478000
2007-01-25,5420833860
2007-01-26,5420833860
2007-01-29,5411410420
2007-01-30,5446748320
2007-01-31,5484442080
2007-02-01,5453815900
2007-02-02,5484442080
2007-02-05,5489153800
2007-02-06,5548050300
2007-02-07,5609302660
2007-02-08,5595167500
2007-02-09,5571608900
2007-02-12,5592811640
2007-02-13,5644640560
2007-02-14,5649352280
2007-02-15,5630505400
2007-02-16,5651708140
2007-02-20,5665843300
2007-02-21,5644640560
2007-02-22,5618726100
2007-02-23,5585744060
2007-02-26,5578676480
2007-02-27,5446748320
2007-02-28,5453815900
2007-03-01,5401986980
2007-03-02,5354869780
2007-03-05,5274770540
2007-03-06,5354869780
2007-03-07,5310108440
2007-03-08,5401986980
2007-03-09,5394919400
2007-03-12,5385495960
2007-03-13,5159333400
2007-03-14,5201738880
2007-03-15,5234720920
2007-03-16,5232365060
2007-03-19,5258279520
2007-03-20,5279482260
2007-03-21,5359581500
2007-03-22,5321887740
2007-03-23,5319531880
2007-03-26,5298329140
2007-03-27,5237076780
2007-03-28,5175824420
2007-03-29,5180536140
2007-03-30,5147554100
2007-04-02,5098291200
2007-04-03,5178542080
2007-04-04,5110092800
2007-04-05,5114813440
2007-04-09,5081768960
2007-04-10,5100651520
2007-04-11,5074688000
2007-04-12,5055805440
2007-04-13,5117173760
2007-04-16,5221027840
2007-04-17,5216307200
2007-04-18,5303639040
2007-04-19,5242270720
2007-04-20,5246991360
2007-04-23,5202145280
2007-04-24,5183262720
2007-04-25,5218667520
2007-04-26,5235189760
2007-04-27,5277675520
2007-04-30,5235189760
2007-05-01,5263513600
2007-05-02,5280035840
2007-05-03,5310720000
2007-05-04,5308359680
2007-05-07,5322521600
2007-05-08,5320161280
2007-05-09,5322521600
2007-05-10,5251712000
2007-05-11,5303639040
2007-05-14,5284756480
2007-05-15,5275315200
2007-05-16,5294197760
2007-05-17,5334323200
2007-05-18,5322521600
2007-05-21,5317800960
2007-05-22,5291837440
2007-05-23,5275315200
2007-05-24,5246991360
2007-05-25,5265873920
2007-05-29,5221027840
2007-05-30,5258792960
2007-05-31,5301278720
2007-06-01,5379169280
2007-06-04,5365007360
2007-06-05,5289477120
2007-06-06,5284756480
2007-06-07,5216307200
2007-06-08,5294197760
2007-06-11,5310720000
2007-06-12,5237550080
2007-06-13,5263513600
2007-06-14,5258792960
2007-06-15,5289477120
2007-06-18,5291837440
2007-06-19,5296558080
2007-06-20,5232829440
2007-06-21,5202145280
2007-06-22,5145497600
2007-06-25,5164380160
2007-06-26,5237550080
2007-06-27,5251712000
2007-06-28,5308359680
2007-06-29,5367367680
2007-07-02,8265568050
2007-07-03,8382654450
2007-07-05,8258250150
2007-07-06,8283862800
2007-07-09,7994805750
2007-07-10,7691112900
2007-07-11,7698430800
2007-07-12,7804540349
2007-07-13,7804540349
2007-07-16,7727702400
2007-07-17,7742338200
2007-07-18,7588662299
2007-07-19,7456940100
2007-07-20,7383761100
2007-07-23,7321558950
2007-07-24,7127634600
2007-07-25,7211790450
2007-07-26,7134952500
2007-07-27,7167883050
2007-07-30,7226426250
2007-07-31,7025184000
2007-08-01,7058114550
2007-08-02,7047137700
2007-08-03,6586110000
2007-08-06,6823941749
2007-08-07,6780034350
2007-08-08,6867849150
2007-08-09,6319006650
2007-08-10,6619040550
2007-08-13,6421457250
2007-08-14,6095810700
2007-08-15,6048244350
2007-08-16,6359255100
2007-08-17,6633676350
2007-08-20,6586110000
2007-08-21,6622699500
2007-08-22,6545861550
2007-08-23,6490977299
2007-08-24,6531225750
2007-08-27,6432434099
2007-08-28,6220215000
2007-08-29,6311688750
2007-08-30,6209238150
2007-08-31,6297052950
2007-09-04,6322665600
2007-09-05,6227532900
2007-09-06,6234850800
2007-09-07,6198261300
2007-09-10,6154353900
2007-09-11,6267781350
2007-09-12,6187284450
2007-09-13,6315347700
2007-09-14,6340960349
2007-09-17,6293394000
2007-09-18,6608063700
2007-09-19,6622699500
2007-09-20,6494636250
2007-09-21,6454387800
2007-09-24,6351937200
2007-09-25,6282417150
2007-09-26,6304370850
2007-09-27,6308029799
2007-09-28,6212897100
2007-10-01,6447355590
2007-10-02,6553530099
2007-10-03,6527901769
2007-10-04,6560852480
2007-10-05,6678010559
2007-10-08,6641398660
2007-10-09,6692655320
2007-10-10,6593803190
2007-10-11,6538885340
2007-10-12,6597464380
2007-10-15,6531562960
2007-10-16,6213039430
2007-10-17,6209378240
2007-10-18,6278940849
2007-10-19,6267957280
2007-10-22,6319213940
2007-10-23,6278940849
2007-10-24,6238667760
2007-10-25,6289924420
2007-10-26,6465661540
2007-10-29,6454677970
2007-10-30,6462000349
2007-10-31,6557191290
2007-11-01,6194733480
2007-11-02,6110526110
2007-11-05,6022657550
2007-11-06,6066591830
2007-11-07,5777357820
2007-11-08,5887193519
2007-11-09,5953094940
2007-11-12,5978723269
2007-11-13,6253312519
2007-11-14,6070253019
2007-11-15,5887193519
2007-11-16,5400255250
2007-11-19,5198889800
2007-11-20,5089054100
2007-11-21,5151294330
2007-11-23,5330692640
2007-11-26,4946267690
2007-11-27,5143971950
2007-11-28,5586975940
2007-11-29,5597959510
2007-11-30,5744407110
2007-12-03,5718778780
2007-12-04,5579653560
2007-12-05,5748068300
2007-12-06,5949433750
2007-12-07,5916483040
2007-12-10,6139815630
2007-12-11,5707795210
2007-12-12,5583314750
2007-12-13,5396594060
2007-12-14,5187906230
2007-12-17,5100037670
2007-12-18,5198889800
2007-12-19,5096376480
2007-12-20,5081731720
2007-12-21,5495446190
2007-12-24,5462495480
2007-12-26,5484462620
2007-12-27,5378288110
2007-12-28,5414900010
2007-12-31,5405628600
2008-01-02,5237160500
2008-01-03,5156588800
2008-01-04,4951497200
2008-01-07,5149264100
2008-01-08,4852613750
2008-01-09,4845289050
2008-01-10,4632872750
2008-01-11,4570612800
2008-01-14,4515677550
2008-01-15,4438768200
2008-01-16,4552301050
2008-01-17,4156767250
2008-01-18,3904065100
2008-01-22,4065208500
2008-01-23,4376508250
2008-01-24,4435105850
2008-01-25,4299598900
2008-01-28,4607236300
2008-01-29,4746405600
2008-01-30,4720769150
2008-01-31,4925860750
2008-02-01,5167575850
2008-02-04,4812327900
2008-02-05,4724431500
2008-02-06,4676820950
2008-02-07,4750067950
2008-02-08,4614561000
2008-02-11,4493703450
2008-02-12,4574275150
2008-02-13,4662171550
2008-02-14,4541314000
2008-02-15,4654846850
2008-02-19,4563288100
2008-02-20,4651184500
2008-02-21,4519339900
2008-02-22,4658509200
2008-02-25,4801340850
2008-02-26,4826977300
2008-02-27,4812327900
2008-02-28,4577937500
2008-02-29,4475391700
2008-03-03,4555963400
2008-03-04,4442430550
2008-03-05,4262975400
2008-03-06,4116481400
2008-03-07,4204377800
2008-03-10,4116481400
2008-03-11,4431443500
2008-03-12,4241001300
2008-03-13,4361858850
2008-03-14,4197053100
2008-03-17,3742921700
2008-03-18,3955338000
2008-03-19,3889415699
2008-03-20,4116481400
2008-03-24,4273962450
2008-03-25,4409469400
2008-03-26,4164091949
2008-03-27,4035909700
2008-03-28,3918714499
2008-03-31,3936714500
2008-04-01,4200382820
2008-04-02,4138127800
2008-04-03,4127141620
2008-04-04,4057562480
2008-04-07,4182072520
2008-04-08,4046576300
2008-04-09,3863473300
2008-04-10,3870797420
2008-04-11,3629101460
2008-04-14,3292191940
2008-04-15,3405715800
2008-04-16,3647411760
2008-04-17,3676708239
2008-04-18,3548536140
2008-04-21,3453322580
2008-04-22,3500929360
2008-04-23,3339798719
2008-04-24,3456984640
2008-04-25,3548536140
2008-04-28,3522901719
2008-04-29,3511915540
2008-04-30,3438674340
2008-05-01,3610791160
2008-05-02,3599804980
2008-05-05,3559522320
2008-05-06,3603467040
2008-05-07,3464308760
2008-05-08,3438674340
2008-05-09,3358109020
2008-05-12,3413039920
2008-05-13,3413039920
2008-05-14,3445998460
2008-05-15,3442336400
2008-05-16,3442336400
2008-05-19,3435012280
2008-05-20,3361771080
2008-05-21,3288529880
2008-05-22,3380081380
2008-05-23,3350784900
2008-05-27,3482619060
2008-05-28,3310502239
2008-05-29,3332474600
2008-05-30,3262895460
2008-06-02,3185992199
2008-06-03,3116413060
2008-06-04,3079792460
2008-06-05,3072468340
2008-06-06,2951620360
2008-06-09,2812462080
2008-06-10,2757531180
2008-06-11,2534145520
2008-06-12,2431607840
2008-06-13,2391325180
2008-06-16,2442594020
2008-06-17,2233856600
2008-06-18,2021457119
2008-06-19,1882298840
2008-06-20,2442594020
2008-06-23,2123994800
2008-06-24,2113008619
2008-06-25,2204560120
2008-06-26,2241180720
2008-06-27,2237518660
2008-06-30,2112535479
2008-07-01,2207727720
2008-07-02,2101551760
2008-07-03,2010020760
2008-07-07,1947779680
2008-07-08,2262646320
2008-07-09,2028326960
2008-07-10,2094229280
2008-07-11,2064939360
2008-07-14,1709799080
2008-07-15,1698815360
2008-07-16,2083245560
2008-07-17,2921669520
2008-07-18,2573851720
2008-07-21,2551884280
2008-07-22,2892379600
2008-07-23,2793526120
2008-07-24,2548223040
2008-07-25,2562868000
2008-07-28,2354177320
2008-07-29,2625109080
2008-07-30,2625109080
2008-07-31,2570190480
2008-08-01,2687350160
2008-08-04,2676366440
2008-08-05,2844783480
2008-08-06,2874073400
2008-08-07,2669043960
2008-08-08,2870412160
2008-08-11,2965604400
2008-08-12,2767897440
2008-08-13,2606802880
2008-08-14,2855767200
2008-08-15,2918008280
2008-08-18,2676366440
2008-08-19,2599480400
2008-08-20,2603141640
2008-08-21,2551884280
2008-08-22,2749591240
2008-08-25,2562868000
2008-08-26,2595819160
2008-08-27,2581174200
2008-08-28,2701995120
2008-08-29,2680027680
2008-09-02,2877734640
2008-09-03,2961943160
2008-09-04,2767897440
2008-09-05,3057135400
2008-09-08,3240197400
2008-09-09,3104731520
2008-09-10,2950959440
2008-09-11,3038829200
2008-09-12,3148666400
2008-09-15,3002216799
2008-09-16,3298777240
2008-09-17,2980249360
2008-09-18,3844302000
2008-09-19,4668081000
2008-09-22,3591676440
2008-09-23,3313422200
2008-09-24,3404953200
2008-09-25,3379324520
2008-09-26,3415936920
2008-09-29,2727623800
2008-09-30,2924771460
2008-10-01,3587329200
2008-10-02,3382338960
2008-10-03,3924098880
2008-10-06,3989988600
2008-10-07,3407962740
2008-10-08,3016284960
2008-10-09,2485506660
2008-10-10,2705139060
2008-10-13,2470864500
2008-10-14,3708127020
2008-10-15,3148064400
2008-10-16,3470191920
2008-10-17,3385999500
2008-10-20,3404302200
2008-10-21,3572687040
2008-10-22,3360375720
2008-10-23,3082174680
2008-10-24,2928432000
2008-10-27,3356715180
2008-10-28,4026594000
2008-10-29,3686163780
2008-10-30,3660540000
2008-10-31,3459210299
2008-11-03,3525100020
2008-11-04,3927759420
2008-11-05,3675182159
2008-11-06,3569026500
2008-11-07,3470191920
2008-11-10,3217614659
2008-11-11,3173688180
2008-11-12,2895487140
2008-11-13,3085835220
2008-11-14,2851560660
2008-11-17,2719781220
2008-11-18,2741744460
2008-11-19,2470864500
2008-11-20,2298819120
2008-11-21,2291498040
2008-11-24,2642909880
2008-11-25,2774689320
2008-11-26,2840579040
2008-11-28,2928432000
2008-12-01,2415956400
2008-12-02,2569699080
2008-12-03,2800313100
2008-12-04,2701478520
2008-12-05,2906468760
2008-12-08,2935753080
2008-12-09,2899147680
2008-12-10,2906468760
2008-12-11,2697817980
2008-12-12,2675854740
2008-12-15,2551396380
2008-12-16,2895487140
2008-12-17,2836918500
2008-12-18,2829597420
2008-12-19,2675854740
2008-12-22,2518451520
2008-12-23,2540414760
2008-12-24,2646570420
2008-12-26,2569699080
2008-12-29,2577020160
2008-12-30,2609965020
2008-12-31,2810599540
2009-01-02,2928013620
2009-01-05,2858299010
2009-01-06,2825276300
2009-01-07,2623470850
2009-01-08,2575771380
2009-01-09,2436342160
2009-01-12,2205183190
2009-01-13,2168491290
2009-01-14,1816249050
2009-01-15,1574082510
2009-01-16,1673150639
2009-01-20,1397961390
2009-01-21,1691496590
2009-01-22,1174140800
2009-01-23,1199825130
2009-01-26,1141118090
2009-01-27,1148456470
2009-01-28,1353931110
2009-01-29,1258532170
2009-01-30,1056726720
2009-02-02,741176380
2009-02-03,664123390
2009-02-04,528363360
2009-02-05,656785010
2009-02-06,865928840
2009-02-09,957658590
2009-02-10,719161240
2009-02-11,689807720
2009-02-12,664123390
2009-02-13,620093110
2009-02-17,480663890
2009-02-18,480663890
2009-02-19,377926570
2009-02-20,499009840
2009-02-23,425626040
2009-02-24,517355790
2009-02-25,609085540
2009-02-26,726499620
2009-02-27,535701740
2009-03-02,469656320
2009-03-03,440302800
2009-03-04,432964420
2009-03-05,388934140
2009-03-06,374257380
2009-03-09,396272520
2009-03-10,491671460
2009-03-11,458648750
2009-03-12,616423920
2009-03-13,572393640
2009-03-16,645777440
2009-03-17,638439060
2009-03-18,741176380
2009-03-19,660454200
2009-03-20,645777440
2009-03-23,766860710
2009-03-24,638439060
2009-03-25,594408780
2009-03-26,583401210
2009-03-27,616423920
2009-03-30,528363360
2009-03-31,762348360
2009-04-01,872567400
2009-04-02,900122160
2009-04-03,923084459
2009-04-06,890937240
2009-04-07,803680500
2009-04-08,785310660
2009-04-09,987378900
2009-04-13,1313443560
2009-04-14,1189447140
2009-04-15,1405292760
2009-04-16,1520104260
