,UNP
2004-08-24,14638680000
2004-08-25,14711200000
2004-08-26,14690480000
2004-08-27,14700840000
2004-08-30,14690480000
2004-08-31,14794080000
2004-09-01,14763000000
2004-09-02,14928760000
2004-09-03,14825160000
2004-09-07,14835520000
2004-09-08,15167040000
2004-09-09,15115240000
2004-09-10,15260280000
2004-09-13,15177400000
2004-09-14,15187760000
2004-09-15,15229200000
2004-09-16,15239560000
2004-09-17,15353520000
2004-09-20,15156680000
2004-09-21,15208480000
2004-09-22,15053080000
2004-09-23,15094520000
2004-09-24,15332800000
2004-09-27,15208480000
2004-09-28,15156680000
2004-09-29,15239560000
2004-09-30,15318040000
2004-10-01,15548072000
2004-10-04,15663088000
2004-10-05,15568984000
2004-10-06,16091784000
2004-10-07,16029048000
2004-10-08,16154520000
2004-10-11,16185888000
2004-10-12,16081328000
2004-10-13,15767648000
2004-10-14,15757192000
2004-10-15,15809472000
2004-10-18,15966312000
2004-10-19,15872208000
2004-10-20,15861752000
2004-10-21,15945400000
2004-10-22,15945400000
2004-10-25,16008136000
2004-10-26,16269536000
2004-10-27,16530936000
2004-10-28,16374096000
2004-10-29,16457744000
2004-11-01,16426376000
2004-11-02,16426376000
2004-11-03,16677320000
2004-11-04,17095560000
2004-11-05,16980543999
2004-11-08,16928264000
2004-11-09,16928264000
2004-11-10,16719144000
2004-11-11,16740056000
2004-11-12,16907352000
2004-11-15,16855072000
2004-11-16,16729600000
2004-11-17,16572760000
2004-11-18,16551848000
2004-11-19,16499568000
2004-11-22,16583216000
2004-11-23,16614584000
2004-11-24,16604128000
2004-11-26,16572760000
2004-11-29,16510024000
2004-11-30,16583216000
2004-12-01,16938720000
2004-12-02,16792335999
2004-12-03,16677320000
2004-12-06,16562304000
2004-12-07,16489112000
2004-12-08,16478656000
2004-12-09,16269536000
2004-12-10,16070872000
2004-12-13,16238168000
2004-12-14,16499568000
2004-12-15,16489112000
2004-12-16,16238168000
2004-12-17,16321816000
2004-12-20,16269536000
2004-12-21,17168752000
2004-12-22,17315136000
2004-12-23,17461520000
2004-12-27,17315136000
2004-12-28,17471976000
2004-12-29,17471976000
2004-12-30,17555624000
2004-12-31,17576536000
2005-01-03,17628816000
2005-01-04,17200120000
2005-01-05,17043280000
2005-01-06,17147839999
2005-01-07,16938720000
2005-01-10,16938720000
2005-01-11,16813247999
2005-01-12,16719144000
2005-01-13,16206800000
2005-01-14,16164976000
2005-01-18,16259080000
2005-01-19,16123152000
2005-01-20,15924488000
2005-01-21,15788560000
2005-01-24,15412144000
2005-01-25,15527160000
2005-01-26,15391232000
2005-01-27,15506248000
2005-01-28,15401688000
2005-01-31,15579440000
2005-02-01,15579440000
2005-02-02,15485336000
2005-02-03,15412144000
2005-02-04,15464424000
2005-02-07,15422600000
2005-02-08,15318040000
2005-02-09,15370320000
2005-02-10,15527160000
2005-02-11,15809472000
2005-02-14,15694456000
2005-02-15,15663088000
2005-02-16,15579440000
2005-02-17,15851296000
2005-02-18,16666864000
2005-02-22,16238168000
2005-02-23,16395008000
2005-02-24,16593672000
2005-02-25,16729600000
2005-02-28,16583216000
2005-03-01,16572760000
2005-03-02,16447288000
2005-03-03,16813247999
2005-03-04,16886439999
2005-03-07,17262856000
2005-03-08,17346504000
2005-03-09,17304680000
2005-03-10,17231488000
2005-03-11,17304680000
2005-03-14,17336048000
2005-03-15,17168752000
2005-03-16,16959631999
2005-03-17,17294224000
2005-03-18,17356960000
2005-03-21,17273312000
2005-03-22,18130704000
2005-03-23,18193440000
2005-03-24,18026144000
2005-03-28,17994776000
2005-03-29,17869304000
2005-03-30,18256176000
2005-03-31,18311904000
2005-04-01,18049104000
2005-04-04,18185760000
2005-04-05,18133200000
2005-04-06,18080640000
2005-04-07,18301392000
2005-04-08,17870400000
2005-04-11,18175248000
2005-04-12,18164736000
2005-04-13,17744256000
2005-04-14,16987392000
2005-04-15,16545888000
2005-04-18,16566912000
2005-04-19,16829712000
2005-04-20,16640496000
2005-04-21,17166095999
2005-04-22,16945344000
2005-04-25,17197632000
2005-04-26,16913808000
2005-04-27,16766640000
2005-04-28,16587936000
2005-04-29,16798176000
2005-05-02,16987392000
2005-05-03,16724592000
2005-05-04,17029440000
2005-05-05,16892784000
2005-05-06,16819200000
2005-05-09,16924320000
2005-05-10,16724592000
2005-05-11,16903295999
2005-05-12,16430256000
2005-05-13,16093872000
2005-05-16,16451280000
2005-05-17,16693056000
2005-05-18,17470944000
2005-05-19,17512992000
2005-05-20,17523504000
2005-05-23,17607600000
2005-05-24,17607600000
2005-05-25,17386848000
2005-05-26,17502480000
2005-05-27,17481456000
2005-05-31,17597088000
2005-06-01,17744256000
2005-06-02,17639136000
2005-06-03,17512992000
2005-06-06,17344800000
2005-06-07,17344800000
2005-06-08,17071487999
2005-06-09,17166095999
2005-06-10,17145071999
2005-06-13,17166095999
2005-06-14,17271216000
2005-06-15,17260704000
2005-06-16,17502480000
2005-06-17,17555040000
2005-06-20,17439408000
2005-06-21,17271216000
2005-06-22,17334288000
2005-06-23,17145071999
2005-06-24,16861248000
2005-06-27,16608960000
2005-06-28,17082000000
2005-06-29,17071487999
2005-06-30,17107200000
2005-07-01,17160000000
2005-07-05,17149439999
2005-07-06,17086080000
2005-07-07,16948800000
2005-07-08,17255040000
2005-07-11,17371200000
2005-07-12,17096640000
2005-07-13,17043840000
2005-07-14,17297280000
2005-07-15,17181120000
2005-07-18,17043840000
2005-07-19,16896000000
2005-07-20,17402880000
2005-07-21,17952000000
2005-07-22,18068160000
2005-07-25,17994240000
2005-07-26,18089280000
2005-07-27,18237120000
2005-07-28,18606720000
2005-07-29,18564480000
2005-08-01,18722880000
2005-08-02,18796800000
2005-08-03,18744000000
2005-08-04,18543360000
2005-08-05,18406080000
2005-08-08,18300480000
2005-08-09,18480000000
2005-08-10,18458880000
2005-08-11,18353280000
2005-08-12,18268800000
2005-08-15,18363840000
2005-08-16,18194880000
2005-08-17,18268800000
2005-08-18,18099840000
2005-08-19,18184320000
2005-08-22,18300480000
2005-08-23,18068160000
2005-08-24,18047040000
2005-08-25,18226560000
2005-08-26,18268800000
2005-08-29,18268800000
2005-08-30,18047040000
2005-08-31,18025920000
2005-09-01,17994240000
2005-09-02,18078720000
2005-09-06,18289920000
2005-09-07,18078720000
2005-09-08,17952000000
2005-09-09,17909760000
2005-09-12,17930880000
2005-09-13,17698560000
2005-09-14,17677440000
2005-09-15,17688000000
2005-09-16,17909760000
2005-09-19,18025920000
2005-09-20,18237120000
2005-09-21,18142080000
2005-09-22,18300480000
2005-09-23,18437760000
2005-09-26,18015360000
2005-09-27,18099840000
2005-09-28,18575040000
2005-09-29,18775680000
2005-09-30,19231744000
2005-10-03,19221012000
2005-10-04,19081496000
2005-10-05,18770268000
2005-10-06,18652216000
2005-10-07,18941980000
2005-10-10,18952712000
2005-10-11,18791732000
2005-10-12,18684412000
2005-10-13,18598556000
2005-10-14,18577092000
2005-10-17,18630752000
2005-10-18,18437576000
2005-10-19,18866856000
2005-10-20,18823928000
2005-10-21,18008296000
2005-10-24,18426844000
2005-10-25,18523432000
2005-10-26,18448308000
2005-10-27,18276596000
2005-10-28,18308792000
2005-10-31,18566360000
2005-11-01,18630752000
2005-11-02,18888320000
2005-11-03,19049300000
2005-11-04,18770268000
2005-11-07,18974176000
2005-11-08,18802464000
2005-11-09,18909784000
2005-11-10,19049300000
2005-11-11,18984908000
2005-11-14,19017104000
2005-11-15,19113692000
2005-11-16,19049300000
2005-11-17,19789808000
2005-11-18,20122500000
2005-11-21,20240552000
2005-11-22,20465924000
2005-11-23,20551780000
2005-11-25,20616172000
2005-11-28,20583976000
2005-11-29,20637636000
2005-11-30,20541048000
2005-12-01,20712760000
2005-12-02,20712760000
2005-12-05,20326408000
2005-12-06,20294212000
2005-12-07,20154696000
2005-12-08,20176160000
2005-12-09,20337140000
2005-12-12,20262016000
2005-12-13,20369336000
2005-12-14,20530316000
2005-12-15,20830812000
2005-12-16,20884472000
2005-12-19,20669832000
2005-12-20,20605440000
2005-12-21,21099112000
2005-12-22,21560588000
2005-12-23,21560588000
2005-12-27,21378144000
2005-12-28,21506928000
2005-12-29,21732300000
2005-12-30,21603516000
2006-01-03,21506928000
2006-01-04,21485464000
2006-01-05,21238628000
2006-01-06,21088380000
2006-01-09,21378144000
2006-01-10,21335216000
2006-01-11,21410340000
2006-01-12,21227896000
2006-01-13,21120576000
2006-01-17,21109844000
2006-01-18,21464000000
2006-01-19,22805500000
2006-01-20,22494272000
2006-01-23,23030872000
2006-01-24,23159656000
2006-01-25,22891356000
2006-01-26,23148924000
2006-01-27,23385028000
2006-01-30,23696256000
2006-01-31,23739184000
2006-02-01,23406492000
2006-02-02,23073800000
2006-02-03,22987944000
2006-02-06,22987944000
2006-02-07,22719644000
2006-02-08,22826964000
2006-02-09,22891356000
2006-02-10,23159656000
2006-02-13,23073800000
2006-02-14,23792844000
2006-02-15,24114804000
2006-02-16,24039680000
2006-02-17,23803576000
2006-02-21,23910896000
2006-02-22,24093340000
2006-02-23,23717720000
2006-02-24,23739184000
2006-02-27,24179196000
2006-02-28,23760648000
2006-03-01,23996752000
2006-03-02,23835772000
2006-03-03,24104072000
2006-03-06,23706988000
2006-03-07,23320636000
2006-03-08,22826964000
2006-03-09,22794768000
2006-03-10,23009408000
2006-03-13,22987944000
2006-03-14,22859160000
2006-03-15,24211392000
2006-03-16,24147000000
2006-03-17,24436764000
2006-03-20,24565548000
2006-03-21,24372372000
2006-03-22,24726528000
2006-03-23,24683600000
2006-03-24,24737260000
2006-03-27,24973364000
2006-03-28,24823116000
2006-03-29,24887508000
2006-03-30,24866044000
2006-03-31,25141848000
2006-04-03,25497324000
2006-04-04,25777396000
2006-04-05,25766624000
2006-04-06,25615816000
2006-04-07,25217252000
2006-04-10,24991040000
2006-04-11,24786372000
2006-04-12,25034128000
2006-04-13,25184936000
2006-04-17,24947952000
2006-04-18,25852800000
2006-04-19,25594272000
2006-04-20,25454236000
2006-04-21,25842028000
2006-04-24,26175960000
2006-04-25,25605044000
2006-04-26,25378832000
2006-04-27,24732512000
2006-04-28,24560160000
2006-05-01,24861776000
2006-05-02,25335744000
2006-05-03,25120304000
2006-05-04,25184936000
2006-05-05,25109532000
2006-05-08,25206480000
2006-05-09,25928204000
2006-05-10,26057468000
2006-05-11,26014380000
2006-05-12,25411148000
2006-05-15,25411148000
2006-05-16,25314200000
2006-05-17,25098760000
2006-05-18,24721740000
2006-05-19,24689424000
2006-05-22,24851004000
2006-05-23,24764828000
2006-05-24,24592476000
2006-05-25,24872548000
2006-05-26,24958724000
2006-05-30,24463212000
2006-05-31,24991040000
2006-06-01,25120304000
2006-06-02,25324972000
2006-06-05,24592476000
2006-06-06,24237000000
2006-06-07,23472188000
2006-06-08,23687628000
2006-06-09,23289064000
2006-06-12,22976676000
2006-06-13,23299836000
2006-06-14,23590680000
2006-06-15,24290860000
2006-06-16,24172368000
2006-06-19,23730716000
2006-06-20,23515276000
2006-06-21,24226228000
2006-06-22,24161596000
2006-06-23,23913840000
2006-06-26,23967700000
2006-06-27,23741488000
2006-06-28,24086192000
2006-06-29,24657108000
2006-06-30,25080608000
2006-07-03,24886352000
2006-07-05,24853976000
2006-07-06,24508632000
2006-07-07,24314376000
2006-07-10,24379128000
2006-07-11,24346752000
2006-07-12,23807152000
2006-07-13,23591312000
2006-07-14,23245968000
2006-07-17,22846664000
2006-07-18,23310720000
2006-07-19,23580520000
2006-07-20,22663200000
2006-07-21,22404192000
2006-07-24,23051712000
2006-07-25,22727952000
2006-07-26,22425776000
2006-07-27,22598448000
2006-07-28,22997752000
2006-07-31,22933000000
2006-08-01,22436568000
2006-08-02,22868248000
2006-08-03,23451016000
2006-08-04,22620032000
2006-08-07,21853800000
2006-08-08,21799840000
2006-08-09,21281824000
2006-08-10,21691920000
2006-08-11,21368160000
2006-08-14,21476080000
2006-08-15,22155976000
2006-08-16,22825080000
2006-08-17,22749536000
2006-08-18,22587656000
2006-08-21,21994096000
2006-08-22,22015680000
2006-08-23,21994096000
2006-08-24,21735088000
2006-08-25,21843008000
2006-08-28,21767464000
2006-08-29,21605584000
2006-08-30,21616376000
2006-08-31,21681128000
2006-09-01,21735088000
2006-09-05,21789048000
2006-09-06,21659544000
2006-09-07,21551624000
2006-09-08,21605584000
2006-09-11,21551624000
2006-09-12,22112808000
2006-09-13,22857456000
2006-09-14,22986960000
2006-09-15,22609240000
2006-09-18,23213592000
2006-09-19,22922208000
2006-09-20,22825080000
2006-09-21,22458152000
2006-09-22,22512112000
2006-09-25,22781912000
2006-09-26,23213592000
2006-09-27,23645272000
2006-09-28,23612896000
2006-09-29,23742400000
2006-10-02,23585496000
2006-10-03,23715384000
2006-10-04,24234936000
2006-10-05,24332352000
2006-10-06,24050928000
2006-10-09,24169992000
2006-10-10,24462240000
2006-10-11,24354000000
2006-10-12,24570480000
2006-10-13,24646248000
2006-10-16,24981792000
2006-10-17,24765312000
2006-10-18,24711192000
2006-10-19,24722016000
2006-10-20,24581304000
2006-10-23,24678720000
2006-10-24,24765312000
2006-10-25,24841080000
2006-10-26,24657072000
2006-10-27,24592128000
2006-10-30,24602952000
2006-10-31,24527184000
2006-11-01,24559656000
2006-11-02,24592128000
2006-11-03,24408120000
2006-11-06,24678720000
2006-11-07,24635424000
2006-11-08,24808608000
2006-11-09,24538008000
2006-11-10,24667896000
2006-11-13,25046736000
2006-11-14,24754488000
2006-11-15,24689544000
2006-11-16,24895200000
2006-11-17,24722016000
2006-11-20,24722016000
2006-11-21,24754488000
2006-11-22,25068384000
2006-11-24,24743664000
2006-11-27,24570480000
2006-11-28,24234936000
2006-11-29,24364824000
2006-11-30,24494712000
2006-12-01,24483888000
2006-12-04,24927672000
2006-12-05,25966776000
2006-12-06,25338984000
2006-12-07,25219920000
2006-12-08,25111680000
2006-12-11,25403928000
2006-12-12,25111680000
2006-12-13,25035912000
2006-12-14,25609584000
2006-12-15,25414752000
2006-12-18,25274040000
2006-12-19,25068384000
2006-12-20,24732840000
2006-12-21,24678720000
2006-12-22,24516360000
2006-12-26,24711192000
2006-12-27,24830256000
2006-12-28,24895200000
2006-12-29,24895200000
2007-01-03,25025088000
2007-01-04,24841080000
2007-01-05,24538008000
2007-01-08,24570480000
2007-01-09,24581304000
2007-01-10,24386472000
2007-01-11,24494712000
2007-01-12,24884376000
2007-01-16,25826064000
2007-01-17,25447224000
2007-01-18,26172432000
2007-01-19,26064192000
2007-01-22,25793592000
2007-01-23,26583744000
2007-01-24,26237376000
2007-01-25,26107488000
2007-01-26,25826064000
2007-01-29,25858536000
2007-01-30,26248200000
2007-01-31,27330600000
2007-02-01,27828504000
2007-02-02,27709440000
2007-02-05,27720264000
2007-02-06,27049176000
2007-02-07,27103296000
2007-02-08,27222360000
2007-02-09,26962584000
2007-02-12,26995056000
2007-02-13,27817680000
2007-02-14,28272288000
2007-02-15,27666144000
2007-02-16,27525432000
2007-02-20,27785208000
2007-02-21,28228992000
2007-02-22,28174872000
2007-02-23,28109928000
2007-02-26,27525432000
2007-02-27,26518800000
2007-02-28,26681160000
2007-03-01,26756928000
2007-03-02,26475504000
2007-03-05,26010072000
2007-03-06,26031720000
2007-03-07,26388912000
2007-03-08,26811048000
2007-03-09,26713632000
2007-03-12,27428016000
2007-03-13,26529624000
2007-03-14,26399736000
2007-03-15,26702808000
2007-03-16,27049176000
2007-03-19,26951760000
2007-03-20,27179064000
2007-03-21,27417192000
2007-03-22,27157416000
2007-03-23,28196520000
2007-03-26,27774384000
2007-03-27,27319776000
2007-03-28,27070824000
2007-03-29,27417192000
2007-03-30,27482136000
2007-04-02,27345672000
2007-04-03,27656784000
2007-04-04,27624600000
2007-04-05,27678240000
2007-04-09,28740312000
2007-04-10,28836864000
2007-04-11,28536480000
2007-04-12,29770200000
2007-04-13,29448360000
2007-04-16,29888208000
2007-04-17,29630736000
2007-04-18,30521160000
2007-04-19,31239936000
2007-04-20,31433040000
2007-04-23,31272120000
2007-04-24,31100472000
2007-04-25,31207752000
2007-04-26,30778632000
2007-04-27,31068288000
2007-04-30,30639168000
2007-05-01,30102768000
2007-05-02,30424608000
2007-05-03,31261392000
2007-05-04,31282848000
2007-05-07,31229208000
2007-05-08,31529592000
2007-05-09,31529592000
2007-05-10,31111200000
2007-05-11,31357944000
2007-05-14,31486680000
2007-05-15,31722696000
2007-05-16,32023080000
2007-05-17,32398560000
2007-05-18,32141088000
2007-05-21,31937256000
2007-05-22,31797792000
2007-05-23,31894344000
2007-05-24,31454496000
2007-05-25,31636872000
2007-05-29,31829976000
2007-05-30,31872888000
2007-05-31,32366376000
2007-06-01,32731128000
2007-06-04,32698944000
2007-06-05,32452200000
2007-06-06,31690512000
2007-06-07,30800088000
2007-06-08,31282848000
2007-06-11,31025376000
2007-06-12,30392424000
2007-06-13,31304304000
2007-06-14,31701240000
2007-06-15,32259096000
2007-06-18,32044536000
2007-06-19,32055264000
2007-06-20,31465224000
2007-06-21,31647600000
2007-06-22,31132656000
2007-06-25,30757176000
2007-06-26,30435336000
2007-06-27,30757176000
2007-06-28,30875184000
2007-06-29,30885912000
2007-07-02,30600180000
2007-07-03,30726540000
2007-07-05,30537000000
2007-07-06,30747600000
2007-07-09,30768660000
2007-07-10,30294810000
2007-07-11,31000320000
2007-07-12,31516290000
2007-07-13,31800600000
2007-07-16,32169150000
2007-07-17,32621940000
2007-07-18,33148440000
2007-07-19,33095790000
2007-07-20,33137910000
2007-07-23,33516990000
2007-07-24,32906250000
2007-07-25,32327100000
2007-07-26,31621590000
2007-07-27,31358340000
2007-07-30,31769010000
2007-07-31,31368870000
2007-08-01,31410990000
2007-08-02,31590000000
2007-08-03,30073680000
2007-08-06,30189510000
2007-08-07,30768660000
2007-08-08,31337280000
2007-08-09,30452760000
2007-08-10,30705480000
2007-08-13,31052970000
2007-08-14,29789370000
2007-08-15,28336230000
2007-08-16,27641250000
2007-08-17,27883440000
2007-08-20,29410290000
2007-08-21,28862730000
2007-08-22,29715660000
2007-08-23,28873260000
2007-08-24,29241810000
2007-08-27,28831140000
2007-08-28,28125630000
2007-08-29,28936440000
2007-08-30,28399410000
2007-08-31,29368170000
2007-09-04,29631420000
2007-09-05,28725840000
2007-09-06,28767960000
2007-09-07,28462590000
2007-09-10,27883440000
2007-09-11,28557360000
2007-09-12,28610010000
2007-09-13,29663010000
2007-09-14,29441880000
2007-09-17,29220750000
2007-09-18,30610710000
2007-09-19,30231630000
2007-09-20,29494530000
2007-09-21,29715660000
2007-09-24,29326050000
2007-09-25,29199690000
2007-09-26,29578770000
2007-09-27,29957850000
2007-09-28,29757780000
2007-10-01,29631744000
2007-10-02,29372544000
2007-10-03,28771200000
2007-10-04,29123712000
2007-10-05,30419712000
2007-10-08,30419712000
2007-10-09,30627072000
2007-10-10,30502656000
2007-10-11,30689280000
2007-10-12,30979584000
2007-10-15,30627072000
2007-10-16,30119040000
2007-10-17,30844800000
2007-10-18,32638464000
2007-10-19,31788288000
2007-10-22,32462208000
2007-10-23,33685632000
2007-10-24,33447167999
2007-10-25,32990976000
2007-10-26,33156864000
2007-10-29,33042816000
2007-10-30,32711040000
2007-10-31,33187967999
2007-11-01,32337792000
2007-11-02,32659200000
2007-11-05,32555520000
2007-11-06,32887296000
2007-11-07,32285952000
2007-11-08,32783616000
2007-11-09,32306688000
2007-11-12,32037120000
2007-11-13,32524416000
2007-11-14,32234112000
2007-11-15,32254848000
2007-11-16,32783616000
2007-11-19,32317056000
2007-11-20,32773248000
2007-11-21,31860864000
2007-11-23,32317056000
2007-11-26,31456512000
2007-11-27,32244480000
2007-11-28,32887296000
2007-11-29,32524416000
2007-11-30,32700672000
2007-12-03,32742144000
2007-12-04,32845824000
2007-12-05,33519744000
2007-12-06,34774272000
2007-12-07,34950528000
2007-12-10,35054208000
2007-12-11,33861887999
2007-12-12,34359552000
2007-12-13,34680960000
2007-12-14,33841152000
2007-12-17,33426432000
2007-12-18,33550848000
2007-12-19,32296320000
2007-12-20,31964544000
2007-12-21,32659200000
2007-12-24,33302015999
2007-12-26,33177600000
2007-12-27,33001344000
2007-12-28,33105024000
2007-12-31,32565888000
2008-01-02,32203008000
2008-01-03,32109696000
2008-01-04,31114368000
2008-01-07,30844800000
2008-01-08,29880576000
2008-01-09,29683584000
2008-01-10,30284928000
2008-01-11,29579904000
2008-01-14,29870208000
2008-01-15,29102976000
2008-01-16,29268864000
2008-01-17,28263168000
2008-01-18,28626048000
2008-01-22,28605312000
2008-01-23,30326400000
2008-01-24,31352832000
2008-01-25,31052160000
2008-01-28,31425408000
2008-01-29,31477248000
2008-01-30,31352832000
2008-01-31,32337792000
2008-02-01,33167232000
2008-02-04,32576256000
2008-02-05,31788288000
2008-02-06,31923072000
2008-02-07,32213376000
2008-02-08,32493312000
2008-02-11,32534784000
2008-02-12,32555520000
2008-02-13,32648832000
2008-02-14,32327424000
2008-02-15,32348160000
2008-02-19,31819392000
2008-02-20,32130432000
2008-02-21,31943808000
2008-02-22,32171904000
2008-02-25,32835456000
2008-02-26,33467904000
2008-02-27,33115392000
2008-02-28,32731776000
2008-02-29,32337792000
2008-03-03,32099328000
2008-03-04,32016384000
2008-03-05,32596992000
2008-03-06,31363200000
2008-03-07,31021056000
2008-03-10,30782592000
2008-03-11,32285952000
2008-03-12,31985280000
2008-03-13,31974912000
2008-03-14,31819392000
2008-03-17,31674240000
2008-03-18,33519744000
2008-03-19,32223744000
2008-03-20,31632768000
2008-03-24,32545152000
2008-03-25,33436800000
2008-03-26,33146496000
2008-03-27,32555520000
2008-03-28,32400000000
2008-03-31,32236324000
2008-04-01,32904914000
2008-04-02,33336925999
2008-04-03,33964372000
2008-04-04,34375812000
2008-04-07,34314096000
2008-04-08,34324381999
2008-04-09,33398642000
2008-04-10,33429500000
2008-04-11,33480929999
2008-04-14,33779224000
2008-04-15,33655792000
2008-04-16,35116404000
2008-04-17,34859254000
2008-04-18,35507272000
2008-04-21,35435270000
2008-04-22,35188406000
2008-04-23,34746108000
2008-04-24,35496986000
2008-04-25,36155290000
2008-04-28,36412440000
2008-04-29,37009028000
2008-04-30,37338180000
2008-05-01,37708476000
2008-05-02,37770192000
2008-05-05,37759906000
2008-05-06,38294778000
2008-05-07,37307322000
2008-05-08,37852480000
2008-05-09,37615902000
2008-05-12,37965626000
2008-05-13,38325636000
2008-05-14,38562214000
2008-05-15,39086800000
2008-05-16,39343950000
2008-05-19,39477668000
2008-05-20,39498240000
2008-05-21,39364522000
2008-05-22,39714246000
2008-05-23,39127944000
2008-05-27,40598842000
2008-05-28,40526840000
2008-05-29,41318862000
2008-05-30,42326890000
2008-06-02,41750874000
2008-06-03,40989710000
2008-06-04,40958852000
2008-06-05,42018310000
2008-06-06,40084542000
2008-06-09,40999996000
2008-06-10,40403408000
2008-06-11,38109630000
2008-06-12,38788506000
2008-06-13,38860508000
2008-06-16,39117658000
2008-06-17,37276464000
2008-06-18,38994226000
2008-06-19,40012540000
2008-06-20,39539384000
2008-06-23,38850222000
2008-06-24,37934768000
2008-06-25,38510784000
2008-06-26,37533614000
2008-06-27,37975912000
2008-06-30,38248300000
2008-07-01,37316156000
2008-07-02,35563320000
2008-07-03,35887544000
2008-07-07,35624112000
2008-07-08,37387080000
2008-07-09,36140844000
2008-07-10,36576520000
2008-07-11,36434672000
2008-07-14,36120580000
2008-07-15,35310020000
2008-07-16,37204704000
2008-07-17,37083120000
2008-07-18,36748764000
2008-07-21,36738632000
2008-07-22,37569456000
2008-07-23,39180444000
2008-07-24,39099388000
2008-07-25,39251368000
2008-07-28,38795428000
2008-07-29,41044732000
2008-07-30,42179516000
2008-07-31,41764104000
2008-08-01,40244304000
2008-08-04,40517868000
2008-08-05,41642520000
2008-08-06,41571596000
2008-08-07,41186580000
2008-08-08,42138988000
2008-08-11,40153116000
2008-08-12,38572524000
2008-08-13,38785296000
2008-08-14,39322292000
2008-08-15,38947408000
2008-08-18,38825824000
2008-08-19,38815692000
2008-08-20,39433744000
2008-08-21,39504668000
2008-08-22,40305096000
2008-08-25,40284832000
2008-08-26,41095392000
2008-08-27,41622256000
2008-08-28,42422684000
2008-08-29,42503740000
2008-09-02,41520936000
2008-09-03,40811696000
2008-09-04,38369884000
2008-09-05,38228036000
2008-09-08,38217904000
2008-09-09,35857148000
2008-09-10,37387080000
2008-09-11,39839024000
2008-09-12,39413480000
2008-09-15,36738632000
2008-09-16,37062856000
2008-09-17,36860216000
2008-09-18,37387080000
2008-09-19,38876484000
2008-09-22,36910876000
2008-09-23,37356684000
2008-09-24,36384012000
2008-09-25,36647444000
2008-09-26,37113516000
2008-09-29,35036456000
2008-09-30,35772132000
2008-10-01,34907488000
2008-10-02,31217670000
2008-10-03,31076914000
2008-10-06,30795402000
2008-10-07,30242432000
2008-10-08,30564160000
2008-10-09,28593576000
2008-10-10,29156600000
2008-10-13,31800802000
2008-10-14,31649992000
2008-10-15,27216178000
2008-10-16,27819418000
2008-10-17,27899850000
2008-10-20,29598976000
2008-10-21,29367734000
2008-10-22,28583522000
2008-10-23,29287302000
2008-10-24,29297356000
2008-10-27,27970228000
2008-10-28,30121784000
2008-10-29,31851072000
2008-10-30,31991828000
2008-10-31,33560252000
2008-11-03,32343718000
2008-11-04,34907488000
2008-11-05,32404041999
2008-11-06,30493782000
2008-11-07,30664700000
2008-11-10,31418750000
2008-11-11,31348372000
2008-11-12,30141892000
2008-11-13,30976374000
2008-11-14,28794656000
2008-11-17,28764494000
2008-11-18,28322118000
2008-11-19,25627646000
2008-11-20,24692624000
2008-11-21,23878250000
2008-11-24,23878250000
2008-11-25,25145054000
2008-11-26,25506998000
2008-11-28,25155108000
2008-12-01,23636954000
2008-12-02,23767656000
2008-12-03,24169816000
2008-12-04,23827980000
2008-12-05,23878250000
2008-12-08,25456728000
2008-12-09,23576630000
2008-12-10,24662462000
2008-12-11,23425820000
2008-12-12,21525614000
2008-12-15,21857396000
2008-12-16,23576630000
2008-12-17,24531760000
2008-12-18,23425820000
2008-12-19,23264956000
2008-12-22,23616846000
2008-12-23,23295118000
2008-12-24,23174470000
2008-12-26,23616846000
2008-12-29,23164416000
2008-12-30,23536414000
2008-12-31,24029060000
2009-01-02,25205378000
2009-01-05,26170562000
2009-01-06,27145800000
2009-01-07,25014352000
2009-01-08,24773056000
2009-01-09,24189924000
2009-01-12,22872850000
2009-01-13,22239448000
2009-01-14,20892212000
2009-01-15,20731348000
2009-01-16,20319134000
2009-01-20,19022168000
2009-01-21,20369404000
2009-01-22,21746802000
2009-01-23,21364750000
2009-01-26,21585938000
2009-01-27,22611446000
2009-01-28,23506252000
2009-01-29,22470690000
2009-01-30,22018260000
2009-02-02,21676424000
2009-02-03,22882904000
2009-02-04,23204632000
2009-02-05,23767656000
2009-02-06,24773056000
2009-02-09,24783110000
2009-02-10,23516306000
2009-02-11,22782364000
2009-02-12,21787018000
2009-02-13,21867450000
2009-02-17,20520214000
2009-02-18,20590592000
2009-02-19,19715894000
2009-02-20,20118054000
2009-02-23,18981952000
2009-02-24,20057730000
2009-02-25,19474598000
2009-02-26,18821088000
2009-02-27,18861304000
2009-03-02,18006714000
2009-03-03,18388766000
2009-03-04,19082492000
2009-03-05,17815688000
2009-03-06,17584446000
2009-03-09,16900773999
2009-03-10,17996660000
2009-03-11,18368658000
2009-03-12,18740656000
2009-03-13,18690386000
2009-03-16,19575138000
2009-03-17,20158270000
2009-03-18,19916974000
2009-03-19,19846596000
2009-03-20,19444436000
2009-03-23,21133508000
2009-03-24,21193832000
2009-03-25,20590592000
2009-03-26,22360096000
2009-03-27,21616100000
2009-03-30,20600646000
2009-03-31,20679248000
2009-04-01,20920640000
2009-04-02,22761254000
2009-04-03,23183690000
2009-04-06,22157774000
2009-04-07,21443656000
2009-04-08,22087368000
2009-04-09,23284270000
